##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|OT|OFFDATE|SUBSTORE@@롯데마트
롯데마트|평택점|031-8053-2500|경기 평택시 합정동 968-1|경기 평택시 평택5로 30 롯데마트 평택점|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;일송,팬투디쉬;롯데리아평택점;던킨도너츠;로또스포츠,미센스,세스띠,에드윈,예쎄,오스틴리드,제임스딘,체이스컬트,트레몰로,프리미에팜;LG화장품,네이처리퍼블릭,더페이스샵,비욘드,아모레,이니스프리;네일존;이철헤어커커;스킨포유
롯데마트|영통점|031-290-4000|경기 수원시 영통구 영통동 960-1|경기 수원시 영통구 봉영로 1579 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스서비스데스크;문화센터;분식;T.G.I.F;맥도날드;드롭탑;유니클로;박승철헤어스튜디오;클린조이세차
롯데마트|상록점|031-8086-0800|경기 안산시 상록구 본오동 |경기 안산시 상록구 반석로 8 |10:00~23:00|5/10(금),5/26(일)|하이마트;키즈까페;엔젤리너스;NIX(성인/주니어),UGIZ,레드페이스,로또스포츠,미센스(여성의류),브랑누아,알퐁소,엘레강스,제임스딘,티뷰(여성의류),팜스프링(골프의류),해피랜드;LG화장품,네이처리퍼블릭,더페이스샵,아모레;에씨네일;펠리아;쿨펫;약국;소아과,치과
롯데마트|마장휴게소점|031-662-2500|경기 이천시 마장면 목리 산 13-32 마장프리미엄휴게소 하행|경기 이천시 마장면 중부고속도로 112 |10:00~20:00|연중무휴|도와드리겠습니다.;ATM기기
롯데마트|판교점|031-701-2500|경기 성남시 분당구 삼평동 741|경기도 성남시 분당구 대왕판교로 606번길 58|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|종합가전;토이박스;워츠팍,잇스트리트;네이처리퍼블릭,더페이스샵,아모레,이니스프리,토니모리;렌즈맨;애플놀이방;도와드리겠습니다;수유실;해빗;룸바이홈
롯데마트|선부점|031-487-2500|경기 안산시 단원구 선부동 1086번지|경기 안산시 단원구 달미로 64|10:00~23:00|매월 10일,넷째주 일요일(6/10,6/23)|하이마트;베이비엔젤스;바르미샤브샤브뷔페;댑(dAb),레드페이스,릴라릴라,미센스,수스,씨저스,아놀드파마(수영복),알퐁소,애나케이,에쎄,오스틴리드,체이스컬트,트윈키즈;LG화장품,네이처리퍼블릭,더페이스샵,비욘드,스킨푸드,아모레퍼시픽,토니모리;ORLY;펠리아;팜프라자;아이맘소아청소년과;라니피트니스
롯데마트|신갈점|031-442-2500|경기 용인시 기흥구 신갈동 63번지|경기도 용인시 기흥구 중부대로 375 (신갈동)|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;플레이타임;감탄떡볶이;엔젤리너스;리틀밥독,에이엔에이치,엠할리데이(M.HOLIDAY),유닉에디션,인터크루,제임스딘,체이스컬트,토토헤로스,티뷰,파크랜드,해피랜드;네이쳐리퍼블릭,아모레퍼시픽,잇츠스킨,토니모리,페이스샵;펠리아미용실;오토오아시스;크린토피아세탁소
롯데마트|수원점|031-8067-2500|경기 수원시 권선구 서둔동 296-77번지|경기도 수원시 권선구 세화로 134(서둔동)|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;베스트키즈;미쓰유동,북촌손만두,치즈앤도우;TIJI,루이본(준보석),모이몰른,야나기,워츠팍(시계),일루프,탈랜트키즈,토토헤로스,해피랜드;더페이스샵,비욘드,엘지화장품;소나무약국;연세패밀리의원;글라스스토리(안경);똑똑블럭
롯데마트|광교점|031-410-2500|경기도 수원시 영통구 이의동 1332|경기 수원시 영통구 센트럴타운로 85-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스,베이비저러스;문화센터;상상스케치(20시까지입실),애플키즈(20시까지입실);부뚜막가마솥,자연애비빔밥,짱뽕명가,호호카츠;엔젤리너스커피;디어베이비,래핑차일드(유아동SPA),모미몰른,베베케어(아동슈즈),잇스트리트,페르미츠(아동복);네이쳐리퍼블릭,더페이스샵,미샤,이니스프리,이자녹스(LG화장품),토니모리;네일존;박승철헤어스튜디오
롯데마트|시흥배곧점|031-299-2500|경기도 시흥시 정왕동 1771-1|경기 시흥시 서울대학로278번길 67-0 정왕동 동원아파트 맞은편|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;감탄떡볶이,북촌손만두;꽃마름;롯데리아;도이창;댑,디어베이비,리틀밥독,모노블랙,브랑누아,수비비안,아메리칸투어리스트,애나케이,제임스딘,탤런트클로젯,토토헤로스,해피랜드;네이쳐리퍼블릭,더샘,엘지화장품,잇츠스킨,토니모리;약국;스팀세차
롯데마트|경기양평점|031-8079-2500|경기 양평군 양평읍 공흥리 468-33|경기 양평군 양평읍 남북로 76-0 |10:00~22:00|6월9일(日),6월23일(日)|감탄,북촌손만두;이디야;롭스;로이드밤;서울치과의원;더글라스;크린토피아;파리바게트;도와드리겠습니다;물품보관함
롯데마트|이천점|031-8011-2500|경기 이천시 안흥동 274-1||10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가마솥국밥,가츠린,도쿄이찌바,미미짬뽕,북촌손만두,신짜오(베트남국수);맘스터치,아메리칸에그샌드;이디야;컬러브라운;365열린약국;씨채널;크린토피아;고객만족센터;서비스;서비스
롯데마트|원주점|033-749-2500|강원 원주시 단계동 1123|강원 원주시 봉화로 1|10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|하이마트;감탄떡볶이,다쯔미일식,미향한식,아리가또맘마,야끼텐(철판볶음밥),엄마맘김밥,이삭토스트,천포면당,쿠벤(일식수제도시락,호아빈;피자랑쥬;롯데리아;레스모아(슈즈),제임스딘(이너웨어);더샘,더페이스샵,비욘드,이니스프리,토니모리;펠리아미용실;러브펫동물병원;팜프라자약국;오렌지가정의원
롯데마트|춘천점|033-240-2500|강원 춘천시 온의동 6-25|강원 춘천시 방송길 84 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;리틀팝;미향(한식),소락천(중식),예나(양식);바이킹스뷔페;롯데리아;던킨도너츠;LG화장품,네이처리퍼블릭,더페이스샵,미샤,아모레퍼시픽,이니스프리,잇츠스킨,토니모리;네일샵;박승철헤어
롯데마트|석사점|033-260-7700|강원 춘천시 석사동 27|강원 춘천시 세실로 108 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전,전자;문화센터;감탄떡볶이,궁채(한식),예나(양식);LG생활건강,더페이스샵,스킨푸드,아모레퍼시픽화장품,이니스프리;스마트약국;가정의학과;오토오아시스;아이비스;보네스빼;도와드리겠습니다
롯데마트|마산점|055-230-2500|경남 창원시 마산합포구 창포동3가 8-1|경남 창원시 마산합포구 신마산시장길 33 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|롯데하이마트(주);기소야(일식),장금이김밥(분식),홍짜장(중식);롯데리아;엔제리너스;더바니,디어베이비,런던포그,로또,르까프,무쟈크,브랑누아,아디다스/리복,에꼴리에,클라이드앤,프로월드컵,해피베이비;네이쳐리퍼블릭,더샘,더페이스샵,미샤,아모레퍼시픽,엘지화장품,이니스프리,토니모리;박승철헤어;명성약국;스팀세차;경정비
롯데마트|삼계점|055-719-5200|경남 창원시 마산회원구 내서읍 삼계리 25-2|경남 창원시 마산회원구 내서읍 경남대로 927 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|장금이돈까스(일식/분식),중화루(중식),토부가(한식);스테프핫도그;디컬렉션,모이몰론,스프리스,알퐁소,일루프;네이처리프블릭,아모레퍼시픽;해피비젼안경원;보네스뻬;도와드리겠습니다.;유아휴게실;정문무빙워크홀;배송접수처
롯데마트|시티세븐점|055-270-5600|경남 창원시 의창구 두대동 333|경남 창원시 의창구 원이대로 320|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트매장;롯데리아;디어베이비,레드페이스,뱅뱅;LG화장품,네이처리퍼블릭,더페이스샵,비욘드;시호안경;농산매장입구
롯데마트|웅상점|055-379-2500|경남 양산시 삼호동 1011|경남 양산시 삼호1길 34 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전상품판매;롯데마트문화센터;아사히(일식),전주한일관(한식);롯데리아;토프레소;레드페이스,르까프,리틀밥독(아동의류),마리끌레르(지갑/가방),모이몰론(유/아동의류),브랑누아,아메리칸투어리스터,트윈키즈(아동의류);LG화장품,네이처리퍼블릭,더페이스샵,미샤,아모레,이니스프리;미용실;그린약국;가정의학과
롯데마트|장유점|055-311-2500|경남 김해시 장유면 대청리 300|경남 김해시 장유면 번화1로56번길 15 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;채선당플러스;롯데리아;로얄프린세스;유니클로;아모레,엘지,비욘드,더페이스샵,이니스프리,네이처,토니모리,스킨푸드;루미가넷네일존;박승철헤어스투디오;도그플러스
롯데마트|진해점|055-541-2500|경남 창원시 진해구 석동 543-5|경남 창원시 진해구 진해대로 762 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;애슐리,피자헛;Lby엘칸토,TOP10(탑텐),닉스(케쥬얼),더이스트샵(여성),디어베이비,라티움(여성),레드페이스(등산),레스모아,로또스포츠,르까프(스포츠),리즈(주얼리악세서리),리트머스(캐주얼),리틀밥독(아동),마운티아(등산),모이몰른(유아동),브랑누아(구두),비비안수(언더웨어),세스띠(구두),셔츠스튜디오(남성),아디다스/리복(스포츠),아디다스키즈(아동),아메리칸투어리스트(가방),아식스(스포츠),엘리강스(핸드백),예쎄(여성),오스틴리드(남성),원남상사(시계),제임스딘(언더웨어),체이스컬트(캐주얼),코오롱패션(남성),클라이드N,클라이머홀릭(골프),클리지(여성),탈랜트키즈(아동),토토헤로즈(유아동),투스카로라(등산),트레몰로(남성),프로스펙스(스포츠),해피랜드;LG화장품,네이쳐리퍼블릭,더페이스샵,비욘드,아모레,이니스프리,잇츠스킨;쿨펫;연치과(일요일휴진),튼튼아이한의원(목요일휴진및진료예약가능);GS오토오아시스;전국열쇠공사;크린토피아
롯데마트|창원중앙점|055-240-2500|경남 창원시 성산구 중앙동 92|경남 창원시 성산구 중앙대로 123 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;문화센터;명인만두,본건강한상,생생돈까스,홍짜장;랍스터마켓;롯데리아;엔제리너스;GSGM(체이스컬트),N+키즈,NFLKIDS,디어베이비,르까프,브랑누아,소이,수비비안,아식스,오스틴리드,제임스딘,투스카로라,티뷰,페르미츠;LG화장품,네이쳐리퍼블릭,더페이스샵,비욘드,아모레퍼시픽,이니스프리,이자녹스;네일샵
롯데마트|통영점|055-640-2500|경남 통영시 무전동 1069|경남 통영시 무전대로 65 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;통영점문화센터;롯데리아,푸드하우스;감탄떡볶이,고로케쿡;더벤티;디어베이비,레드페이스,리틀밥독,마운티아,모노블랙,미센스,뱅뱅,브랑누아,브렌우드,수비비안,슈마커,아식스,알퐁소,엔플러스키즈,엘레강스,엘칸토,엠.할리데이,임페리얼,제임스딘,지센,클라이드엔,클리지,파크랜드,휠라티바;네이쳐리퍼블릭,더샘,더페이스샵,비욘드,아모레퍼시픽,엘지화장품,이니스프리;네일아트;이철헤어커커;하얀얼굴
롯데마트|김해점|055-632-2500|경상남도 김해시 부원동 부원역세권지구 A-1 (부원동 959)|경상남도 김해시 김해대로 2330 (부원동)|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;댑코리아,델시,디어베이비,마리끌레르,모이몰론,예쎄,유니크,체이스컬트,트윈키즈365;LG화장품,네이쳐리퍼블릭,더샘화장품,더페이스샵,이니스프리,토니모리;에씨네일;펠리아;오렌지약국;스팀파워세차장;렌즈맨안경;블럭버스
롯데마트|거제점|055-641-2500|경남 거제시 옥포동 241-1|경상남도 거제시 서간도길 9-9(옥포동)|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이박스;문화센터;플레이타임;김선생김밥,더푸드하우스,죠스떡볶이;피자헛;엔제리너스;로헨,리틀밥독,모이몰른,알퐁소,엘칸토,토토헤로스;네이처리퍼블릭,미샤,아모레,올리브영,토니모리;에씨네일
롯데마트|양덕점|055-243-2500|경남 창원시 마산회원구 양덕동 222-3번지|경상남도 창원시 마산회원구 삼호로 80|10:00~23:00|2/5(설 당일), 2/24(일)|하이마트;토이저러스;문화센터;키즈챔피언;감탄떡볶이(떡볶이,순대,튀김),고로케쿡,푸드하우스(한식,이비가짬뽕,몬스터김밥,생생돈가스);빕스;롯데리아;공차,오가다;dab(이너웨어),다이소,디어베이비,레드페이스,리틀밥독,마리끌레르,슈마커,아로마스퀘어,앤플러스,에어워크수영복,엘칸토,유니클로,제임스딘(이너웨어),클라이머홀릭,토토헤로스,페르미츠;LG화장품/비욘드,네이처리퍼블릭,더샘,미샤,이니스프리
롯데마트|진주점|055-790-2500|경남 진주시 충무공동 35번지||10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|워치팍(시계판매및수리);안경점;월드클리닝;고객만족센터;유아휴게실;신선식품;가공식품;다이소,생활용품;문화용품
롯데마트|당진점|041-832-2500|충남 당진시 원당동 824|충남 당진시 정안로 20 |10:00~23:00|3/13(수),3/27(수)|전자제품;문화센터;예당(한식);롯데리아;N+키즈,ab.plus,다이애나(준보석),데스틸,디어베이비,레드페이스(등산),리틀밥독,마운티아,바니플랫,브랑누아,슈마커,아메리칸투어리스터,아식스,에꼴리에,엔아케이악세사리,엘레강스,예쎄,오스틴리드,유닉에디션,제임스딘,크록스(신발),해피랜드,휠라티바;LG화장품,더페이스샵,비욘드,아모레,잇츠스킨,토니모리;네일존;리안헤어;팜프라자약국;스팀세차
롯데마트|서산점|041-665-2500|충남 서산시 예천동 508-7|충남 서산시 충의로 27 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|롯데하이마트(서산점);문화센터;꼬레,예당;바이킹스(영업중지);롯데리아;나나엘,델시(여행가방),로베르타,리틀밥독,마운티아,모노블랙,미센스,브랑누아,수스,슈마커,시저스,아디다스,아식스,알퐁소,에꼴리에,에녹,에드윈,엘레강스,예쎄,유닉에디션,제임스딘,체이스컬트,컨버스kids,토토헤로스,투스카로라,트레몰로,티뷰,필모아,해피랜드,해피엔코,휠라티바;LG화장품,더페이스샵,미샤,비욘드,아모레퍼시픽,이니스프리,토니모리;이철헤어커커;릴렉스샵;기분좋은약국
롯데마트|성정점|041-553-2500|충남 천안시 서북구 성정동 1486|충남 천안시 서북구 성정두정로 1 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품;문화센터;리틀팝;가인채;롯데리아;댑(언더웨어),더시크엠(패션토탈),디어베이비(유아용품),레드페이스(등산용품),리틀밥독(아동의류),마리끌레르(핸드백/가방),마운티아(등산용품),모이몰른(아동의류),바니플랫(슈즈),브랑누아(구두),수비비안(언더웨어),수스(여성의류),아디다스,아메리칸투어리스트(여행가방),아식스,아지트(악세서리),애나케이,에어워크수영복,에어워크(주니어의류),엘칸토(구두),예쎄(여성의류),유니클로,유닉에디션(캐주얼),제임스딘(언더웨어),카시오시계(타임스퀘어),컬러플(모자/악세서리),컬리수(아동의류),클리지,탑텐,티뷰(여성의류),티움(여성의류),파크랜드(오스틴리드),페르미츠(아동의류);LG화장품,네이처리퍼블릭,더쌤,더페이스샵,미샤,비욘드화장품,이니스프리,태평양(아모레),토니모리;네일죤;박승철헤어스투디오;쿨펫동물병원
롯데마트|천안점|041-585-2500|충남 천안시 서북구 쌍용2동 1367|충남 천안시 서북구 월봉로 95-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;명동칼국수;롯데리아;도넛플랜트;JCB,더필,디어베이비,리틀밥독,슈마커,애플핑크,에꼴리에,엘칸토,체이스컬트,트레몰로,패스타임,프로월드컵;LG화장품,네이처리퍼블릭,더페이스샵,비욘드,아모레,이니스프리,토니모리;오토오아시스;1001안경;스포츠센터
롯데마트|천안아산점|041-539-2500|충남 아산시 배방읍 장재리 13-1|충남 아산시 배방읍 광장로 210 |10:00~23:00|매월 둘째주 일요일, 넷째주 일요일  정기휴무입니다.|하이마트;토이저러스;롯데리아;엔젤리너스;A&H,더페이스샵,비욘드,아모레,엘지화장품,토니모리;이철헤어커커;패밀리약국;시호비전;전국열쇠공사;한국후지필름
롯데마트|홍성점|041-339-2500|충남 홍성군 홍성읍 고암리 1042|충남 홍성군 홍성읍 조양로247번길 9 |10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|가전용품,모바일샵(핸드폰);플레이타임;런던포그,리즈,리틀밥독(아동),마운티아,모노블랙(아동),브랑누아,뿌아뿌(유아동),수비비안,슈마커,엘레강스,예쎄,체이스컬트,클리지,탈렌트키즈,투스카로라,필모아;더페이스샵,아모레,엘지생활건강,이니스프리;하이크리닝;한국후지필름;보네스뻬;도와드리겠습니다;기타;유모차대여소
롯데마트|아산터미널점|041-537-2500|충남 아산시 모종동 555-5|충남 아산시 번영로 225 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이박스;Dab,ab.plus,디컬렉션,브랑누아,슈마커,애나케이,오스틴리드,컬러플,탑텐키즈;LG화장품,네이처리퍼블릭,더페이스샵,토니모리;시호비전;블럭버스;보네스뻬;풍기천제명;다이소
롯데마트|노은점|042-525-2500|대전 유성구 하기동 519번지|대전광역시 유성구 북유성대로 유성대로 206|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;캠토토스트&커피;감탄떡볶이,롯데리아;네일샵;이철헤어커커;스킨포유;스팀파워세차장;스피드플러스;씨채널안경점
롯데마트|대덕점|042-930-2500|대전 유성구 관평동 887|대전 유성구 테크노중앙로 14 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품;토이저러스;문화센터;플레이타임;롯데리아;아비시커피숍,카페로띠커피숍;맘스맘,유니클로,탑텐,패션프라자;네일존;이철헤어커커;스킨포유
롯데마트|서대전점|042-540-2500|대전 유성구 원내동 33|대전 유성구 유성대로 26-37 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;롯데마트문화센터;리틀팝;아지노센세(카레);롯데리아;네일아트;리안헤어;세차장;오토오아시스(경정비);안경매니저
롯데마트|상당점|043-213-2500|충북 청주시 상당구 용암동 2634|충북 청주시 상당구 용암북로160번길 60 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트가전;롯데마트상당점문화센터;꿈꾸는나무;궁채,예나,기소야,북문로떡볶이;롯데리아;카페칸타타;미센스,아날도바시니,예쎄,팜스프링,오스틴리드,트레몰로,잠뱅이,리트머스,뱅뱅,레드페이스,에코로바,슈마커,르까프,에꼴리에,모노블랙,디어베이비,해피베이비,컬리수,리틀밥독,제임스딘,dab(댑),휠라티바,바니플랫,마리끌레르,브랑누아,야베스(악세서리);LG화장품,더페이스샵,비욘드,아이오페,이니스프리,토니모리;네일존;이가자헤어비스
롯데마트|제천점|043-640-2600|충북 제천시 하소동 77|충북 제천시 용두대로11길 10 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|플레이타임(유료놀이방);롯데리아;마운티아;더샘,더페이스샵,엘지화장품;네일존;펠리아;스킨포유;크린에이드;보네스뻬(빵,피자);도와드리겠습니다
롯데마트|청주점|043-236-2500|충북 청주시 흥덕구 가경동 1416-2|충북 청주시 흥덕구 풍산로 15 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;이삭토스트;니콜밀러,디어베이비,마운티아,미센스,브랑누아,씨저스,아메리카투어리스트,에꼴리에,유니크에디션/애플핑크;네이처리퍼블릭,더페이스샵,비욘드,스킨푸드,아모레화장품,엘지화장품,잇츠스킨;클린모어;더글라스안경;롯데제이티비;고객만족센터;유아휴게실;ATM
롯데마트|충주점|043-841-2500|충북 충주시 칠금동 849|충북 충주시 봉계1길 49 충주공용버스터미널 |10:00~23:00|2/5(설 당일), 2/25(月) / ※ 2/10(日) 정상영업 합니다.|하이마트충주롯데마트점;토이저러스(완구);문화센터;리틀팝;기소야(일식);롯데리아;dAb(언더웨어),네이처리퍼블릭,더셔츠스튜디오,더페이스샵,디어베이비,레드페이스,르까프,리틀밥독,마운티아,모노블랙,바니플랫(슈즈),뱅뱅,브랑누아,비욘드,선미(스카프),수비비안,수스,슈마커,스킨푸드,스파소,씨저스,아모레화장품,아식스,알로앤루,야나기,에꼴리에,에드윈,엘레강스,영에이지,오스틴리드,이니스프리,인따르시아,제임스딘,종합화장품,클라이드n,탈렌트키즈,투스카로라,트레몰로,트윈키즈,티뷰,티움,프로스펙스,프리미에팜,피가로스포츠;네일존;GS넥스테이션(휴업中);미도안경
롯데마트|서청주점|043-254-2500|충북 청주시 흥덕구 비하동 332-1|충북 청주시 흥덕구 비하동 332-1|10:30~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트서청주롯데마트점;토이저러스;베스트키즈;한식(풀향기),일식(리틀긴자),양식(올리브);롯데리아,손큰피자;엔제리너스(커피),와플반트,초이스빈커피;크리스피도넛;댑(이너웨어),라임(이너웨어),리틀밥독(아동의류),마운티아(등산복),브랑누아,알퐁소(영아/유아의류),제임스딘(이너웨어),탈랜트키즈(아동의류),트윈키즈(아동의류);LG화장품,네이처리퍼블릭,더페이스샵,비욘드,스킨푸드,아모레화장품,이니스프리,토니모리;펫가든(애완용품,동물병원)
롯데마트|구미점|054-440-2500|경북 구미시 신평동 465|경북 구미시 구미대로22길 11-0 |10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|하이마트;완구;문화센터;바르미샤브샤브;랍스터마켓(평일은17시~21시30분);감탄떡볶이,롯데리아,아메리칸에그샌드위치,야키텐(철판볶음밥),치즈앤도우;더벤티,리틀빈,잼안에코끼리(커피,브런치);A&H컨셉샵(데스틸),JCB,K-SWISS,TOPTEN,UGIZ,ab.PLUS,골프용품,네오팜스프링,닉스,더셔츠스튜디오,더이스트샵,디어베이비,런던포그,레드페이스,레지나,로또스포츠,르까프,리즈,리트머스,리틀밥독,마리끌레르(가방),마운티아,마코,모노블랙,모이몰른,미센스,브랑누아(쥬띠),수비비안,수스,슈마커,씨저스,아디다스,아디다스키즈,아메리칸투어리스트,아식스,애녹,야나기,어바니썸,에꼴리에,엘레강스(피혁),영에이지,예쎄,오션스카이,잇스트리트,테,일반스포츠용품,잠뱅이,잼플라워,제니아,제임스딘,지센,체이스컬트,코오롱패션(브렌우드/스파소),크로커다일,클라이드앤,탤런트키즈쁘띠앙팡복합샵,토토헤로스,트레몰로,트윈키즈,티뷰,파크랜드,페리미츠,프로스펙스,프리미에팜,피가로,필모아,해피랜드,행텐키즈,휠라티바;네이처리퍼블릭,더샘,더페이스샵,롭스,미샤,비욘드,엘지화장품,이니스프리,태평양아모레;네일샵
롯데마트|포항점|054-222-2500|경북 포항시 남구 지곡동 481|경북 포항시 남구 지곡로 247-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|레드페이스(아웃도어),수비비안,아식스;LG화장품,더페이스샵,스킨푸드,아모레퍼시픽;보네스빼;감탄떡볶이
롯데마트|김천점|054-748-2500|경북 김천시 신음동 470|경북 김천시 시청로 80|10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|가전제품;문화센터;라이브키친;엔젤리너스;ab-plus,나이스어스,디어베이비,로베르타,마운티아,모노블랙,브랑누아,체이스컬트,티움;네이처리퍼블릭,더페이스샵,아모레퍼시픽,토니모리;미용실;렌즈맨;자전거판매소;파리바게트
롯데마트|대구율하점|053-607-2500|대구 동구 율하동 1117|대구 동구 안심로 80 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;문화센터;키즈사이언스;미향(한식),아딸(분식);애슐리;롯데리아;가온길(디저트카페),공차;던킨도너츠;디어베이비,모이몰른,알퐁소,애나케이,유니클로,제임스딘,컬러풀(악세사리),컬리수,탈렌트,페리미츠,프리미에팜,휠라티바
롯데마트|칠성점|053-715-2500|대구 북구 칠성동2가 725 롯데마트|대구 북구 호암로 1-0 롯데마트|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;엔플러스,탑텐;네이처리퍼블릭,더샘,더페이스샵,아이오페,이니스프리;포쉬네일;오토오아시스;크린에이드;구페(베이커리);뉴트리코어;다이소
롯데마트|군산점|063-441-2500|전북 군산시 수송동 833|전북 군산시 수송로 185 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품,하이마트모바일;완구;문화센터;미소야,종로할머니칼국수,홍굴이짬뽕;바르미샤브샤브N칼국수;롯데리아;던킨도너츠;NFLKIDS,ab.plus,dAb,나이키,더이스트샵,디어베이비,로또,르까프,리즈,리트머스,리틀밥독,모노블랙,미센스,바니플랫,브랑누아,쁘띠앙팡,수비비안,수스,씨저스,아디다스,아메리칸투어리스터,아식스,알퐁소,야나기,어바니썸,에꼴리에,에드윈,에어워크수영복,엘레강스,워치팍,유니클로,유닉에디션,인터크루,제임스딘,지센,컬리수,코오롱패션,클라이드,클라이머홀릭,토토헤로스,투스카로라,트레몰로,파크랜드,해피랜드,허쉬파피,휠라티바;LG화장품,네이처리퍼블릭,더페이스샵,미샤,비욘드,아모레화장품,이니스프리,토니모리;네일존
롯데마트|덕진점|063-270-0700|전북 전주시 덕진구 송천동1가 481-4|전북 전주시 덕진구 가련산로 26-3 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|아모레,LG생활건강;최인자&펠리아;신농씨한의원;렌즈맨;도와드리겠습니다.;물품보관소;롯데ATM;농산,수산,축산;음료,주류,과자,조미,인스턴트식품;다이소
롯데마트|익산점|063-830-2500|전북 익산시 영등동 833-9|전북 익산시 무왕로 1053 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;롯데리아;글루,도이창(커피Shop);JCB,NII,꼬망스,더스토아,더이스트샵,디어베이비,레드페이스,로또스포츠,르까프,리즈(악세사리),리틀밥독,마담컬렉션,마리끌레르,모노블랙,모이몰른,무크,미센스,브랑누아,브렌우드,수스,슈마커,시계,쌤소나이트,씨저스,아디다스,아로마스퀘어,아식스,야나기(유아의류),에꼴리에,에드윈,에어워크,엘칸토,예쎄,오스틴리드,유니크에디션,제임스딘(언데웨어),체이스컬트,크로커다일,탈렌트(유아의류),탑텐,트레몰로,티움,페리미츠,프로스펙스,프리미에팜,해피베이비,휠라티바(언더웨어);네이처리퍼블릭,더샘,더페이스샵,비욘드,아모레퍼시픽,엘지화장품,잇츠스킨,토니모리;여성시대;쿨펫동물병원;마더스약국;세차하는사람들
