##NAME|SUBNAME|TEL|NEWADDR|FEAT
이삭토스트|용인강남대점|031-286-0211|경기 용인시 기흥구 구갈동 592 103호 (갈곡로7번길 7)|
이삭토스트|용인구성점|031-8005-8228|경기 용인시 기흥구 마북동 316-1 (구성로 57-1)|
이삭토스트|용인민속마을점|031-274-2177|경기 용인시 기흥구 보라동 560 민속마을신창APT상가 1-101(사은로126번길 52)|
이삭토스트|용인흥덕점|031-216-4748|경기 용인시 기흥구 영덕동 985-1 e-city B동 115호(흥덕2로87번길 18)|
이삭토스트|용인동백점|031-274-0904|경기 용인시 기흥구 중동 830-2 동백훼미리프라자2 108호(동백중앙로 273)|
이삭토스트|용인광교상현역점|031-212-4234|경기 용인시 수지구 광교중앙로 305 (상현동)|
이삭토스트|용인수지상현점|031-262-0032|경기 용인시 수지구 상현동 254-14 원희캐슬프라자 B동117호(만현로 110)|
이삭토스트|용인수지동천점|031-261-2624|경기 용인시 수지구 수풍로 103 (동천동)|
이삭토스트|용인죽전점|031-889-8169|경기 용인시 수지구 죽전동 1189-4 테마프라자 103호(현암로 145)|
이삭토스트|용인단국대점|031-889-3061|경기 용인시 수지구 죽전동 1328-2 단대프라자3 105호(죽전로 150)|
이삭토스트|용인수지2지구점|031-261-5334|경기 용인시 수지구 풍덕천동 1089-1 103호(풍덕천로96번길 3-9)|
이삭토스트|용인점|031-335-1767|경기 용인시 처인구 김량장동 294-20 (금령로 15)|
이삭토스트|의왕계원예술대점|031-424-4658|경기 의왕시 내손동 757 신우프라자 107호 (계원대학로 34)|
이삭토스트|의왕고천동점|031-477-8089|경기 의왕시 오전동 329-1 백운연립 B-105 (전주남이길 4)|
이삭토스트|의정부가능역점|031-874-1759|경기 의정부시 가능동 643-18 (가능로119번길 25)|
이삭토스트|의정부금오점|031-851-1040|경기 의정부시 금오동 473-1 플래티넘프라자 107호 (청사로 45)|
이삭토스트|의정부민락점|031-853-5888|경기 의정부시 민락동 705-2 태원프라자 105호(용현로 144)|
이삭토스트|의정부민락2지구점|031-851-7006|경기 의정부시 오목로225번길 141 (민락동)|
이삭토스트|의정부신한대점|031-873-7879|경기 의정부시 호원동 119-34 (망월로 5)|
이삭토스트|의정부경민대점|031-876-1886|경기 의정부시 흥선로16번길 88 (가능동)|
이삭토스트|이천하이닉스점|031-633-0922|경기 이천시 부발읍 아미리 726-9 현대시티프라자 107호(경충대로 2106)|
이삭토스트|이천송정점|031-633-2492|경기 이천시 송정동 314-4|
이삭토스트|이천증포점|031-638-1199|경기 이천시 이섭대천로 1411 (증포동, 흥인프라자)|
이삭토스트|이천장호원터미널점|031-642-4123|경기 이천시 장호원읍 장호원리 118-24 (샘재로 149-1)|
이삭토스트|이천중앙점|031-631-2439|경기 이천시 창전동 160 (어재연로37번길 29)|
이삭토스트|파주광탄점|031-957-7674|경기 파주시 광탄면 신산리 226-6 (혜음로 1122)|
이삭토스트|파주금촌점|031-957-8816|경기 파주시 금촌동 71-26 (문화로 65)|
이삭토스트|파주금릉점|031-944-8523|경기 파주시 금촌동 989-1 금촌프라자 104호(금빛로 22)|
이삭토스트|파주출판도시이채점|031-955-6260|경기 파주시 문발동 510-1 C.별관 107호 (문발로 220)|
이삭토스트|파주운정해솔마을점|031-944-4789|경기 파주시 와동동 1303-3 윤정프라자 107호 (미래로602번길 3)|
이삭토스트|파주봉일천점|031-946-7850|경기 파주시 조리읍 봉천로 33 (봉일천리 160-42)|
이삭토스트|파주교하점|031-948-2307|경기 파주시 청석로 262 (동패동)|
이삭토스트|파주운정산내마을점|031-945-9778|경기 파주시 청암로17번길 35 (목동동)|
이삭토스트|파주운정이마트점|031-8071-3535|경기 파주시 미래로 369-27 (동패동)|
이삭토스트|평택비전점|031-657-2033|경기 평택시 비전동 613-1 (평택3로 70-1)|
이삭토스트|평택대점|031-655-7224|경기 평택시 용이동 466-1 세종빌딩 103호 (현신로 12)|
이삭토스트|평택이충점|031-662-9249|경기 평택시 이충동 611-3 이충프라자 101호 (송탄로 66)|
이삭토스트|평택팽성점|031-691-2446|경기 평택시 팽성읍 송화리 779-1 송화프라자 103호 (부용로 27)|
이삭토스트|포천송우초교점|031-544-0989|경기 포천시 소흘읍 송우리 410-18 다산상가 106-1|
이삭토스트|포천가나안점|031-531-5959|경기 포천시 신읍동 42-10 (중앙로 128)|
이삭토스트|포천양문점|031-533-2432|경기 포천시 영중면 양문로 105|
이삭토스트|포천일동점|031-531-2333|경기 포천시 일동면 기산리 90-1 (화동로1051번길 4)|
이삭토스트|하남덕풍점|031-792-7447|경기 하남시 덕풍동 322-8 (하남대로 847)|
이삭토스트|하남풍산점|031-792-2414|경기 하남시 덕풍동 744 KN몰 114호 (덕풍동로 111-21)|
이삭토스트|하남미사점|031-795-5584|경기 하남시 미사강변대로 222 (망월동, 미사중앙프라자)|
이삭토스트|화성동탄푸른마을점|031-8003-6242|경기 화성시 능동 1152-3 스타타워 103호 (10용사로 349-5)|
이삭토스트|화성동탄2시범점|031-377-5080|경기 화성시 동탄순환대로 708 (영천동)|
이삭토스트|화성동탄남광장점|031-8003-2454|경기 화성시 반송동 107-7 아시아프라자 102호(동탄문화센터로 61)|
이삭토스트|화성동탄나루마을점|031-613-0145|경기 화성시 반송동 218-2 가희프라자2 103호 (동탄솔빛로 64)|
이삭토스트|화성동탄북광장점|031-613-7769|경기 화성시 반송동 91-1 아인슈타인타워102호(동탄중심상가2길 2)|
이삭토스트|화성봉담점|031-296-0560|경기 화성시 봉담읍 동화리 600-6 지존타워 106호 (동화길 93-6)|
이삭토스트|화성협성대점|031-298-5248|경기 화성시 봉담읍 샘마을길 54|
이삭토스트|화성수원대점|031-222-9493|경기 화성시 봉담읍 와우리 42-25 (와우안길 21)|
이삭토스트|화성비봉점|031-357-4150|경기 화성시 비봉면 양노리 254-5 (양노로 112)|
이삭토스트|화성삼성반도체점|031-8015-1918|경기 화성시 석우동 31-2 디지털스테이션 114호 (삼성1로 160)|
이삭토스트|화성병점점|031-222-3666|경기 화성시 진안동 914-4 메디프렌드 106호 (효행로 1063)|
이삭토스트|화성향남점|031-8059-7747|경기 화성시 향남읍 행정리 433-5 창녕 101호 (행정서로3길 4-54)|
이삭토스트|인천경인여대점|032-553-3969|인천 계양구 계산동 931-24 (경명대로1045번길 15)|
이삭토스트|계양구청점|032-554-0999|인천 계양구 계양문화로 86 (용종동)|
이삭토스트|인천작전점|032-214-6393|인천 계양구 작전동 580 현대APT 상가동 42호 (효서로 385)|
이삭토스트|인천화전초교점|032-541-4987|인천 계양구 주부토로 369 (작전동)|
이삭토스트|인천효성점|032-545-2735|인천 계양구 효성동 623-70 (효서로 57)|
이삭토스트|인천문학점|032-438-0675|인천 남구 문학동 392-9 (소성로350번길 16)|
이삭토스트|인천신기시장점|032-872-0033|인천 남구 미추홀대로 577 (주안동)|
이삭토스트|인천주안역점||인천 남구 염창로 58 (주안동)|
이삭토스트|인천용현점|032-885-1771|인천 남구 용현동 627-522 (낙섬중로 1)|
이삭토스트|인천인하대점|032-873-0022|인천 남구 인하로 83 (용현동)|
이삭토스트|인천구월점|032-428-2411|인천 남동구 구월동 1126-1 신현프라자 1층 104호 (인주대로 582)|
이삭토스트|인천구월2동점|032-469-5625|인천 남동구 구월동 1241-1 다옴프라자 108호(용천로 82)|
이삭토스트|인천만수1동점|032-472-0365|인천 남동구 만수동 927 101호 (복개동로 42)|
이삭토스트|인천간석벽산점|032-428-5557|인천 남동구 호구포로 921 (간석동, 청산빌딩)|
이삭토스트|인천동암북부점|032-422-0676|인천 부평구 동암광장로4번길 3 (십정동)|
이삭토스트|인천부개점|032-513-2126|인천 부평구 부개동 21-9 (충선로149번길 4)|
이삭토스트|인천부개역점|032-361-9145|인천 부평구 부개동 305-2 (수변로 20)|
이삭토스트|부평삼능점|032-203-2022|인천 부평구 부평2동 760-189 (부영로 27)|
이삭토스트|부평점|032-504-7789|인천 부평구 부평동 185-33 (경원대로 1408)|
이삭토스트|부평역점|032-505-9151|인천 부평구 부평동 224-1 부평역지하2층 14-1호(광장로 지하 15)|
이삭토스트|인천산곡점|032-503-9131|인천 부평구 산곡동 180-379 (원적로 292)|
이삭토스트|인천삼산점|032-515-7833|인천 부평구 삼산동 395-23 (영성로 50-1)|
이삭토스트|인천굴포천역점|032-262-4886|인천 부평구 체육관로 38 (삼산동, 세원빌딩)|
이삭토스트|인천검단사거리점|032-565-4886|인천 서구 검단로 467 (왕길동, 다섬프라자)|
이삭토스트|인천검암점|032-565-3338|인천 서구 검암동 612-2 (승학로512번길 2)|
이삭토스트|인천청라점|032-215-1849|인천 서구 연희동 799-22 청라 에일린의뜰 118호 (청라라임로 51)|
이삭토스트|인천신현점|032-571-5551|인천 서구 원창로 200-1 (신현동)|
이삭토스트|인천선학점|032-818-2445|인천 연수구 선학로68번길 3 (선학동, 연주빌딩)|
이삭토스트|인천송도점|032-859-1551|인천 연수구 송도동 17-5 더샵하버뷰13단지 102(아트센터대로97번길 75)|
이삭토스트|인천스마트밸리점|032-822-9003|인천 연수구 송도동 214 스마트밸리F동 201호 (송도미래로 30)|
이삭토스트|인천동춘점|032-818-6169|인천 연수구 앵고개로 260 (동춘동, 맘모스빌딩)|
이삭토스트|인천연수점|032-817-0145|인천 연수구 연수동 571-1 (새말로 107)|
이삭토스트|동인천점|032-761-1646|인천 중구 인현동 10-2 (참외전로 124)|
이삭토스트|대전송촌점|042-631-3060|대전 대덕구 송촌동 456-10 (계족산로81번길 47)|
이삭토스트|대전중리점|042-627-7678|대전 대덕구 중리동 373-2 (중리로54번길 33-19)|
이삭토스트|대전한남대점|042-635-7981|대전 대덕구 한남로12번길 55 (오정동)|
이삭토스트|대전보건대점|042-627-1743|대전 동구 가양동 78-4  (충정로 23)|
이삭토스트|대전아일랜드점|042-280-9175|대전 동구 가오동 557 패션아일랜드3층 3015호 (은어송로 72)|
이삭토스트|대전낭월점|042-286-3047|대전 동구 낭월동 63-4 (산내로 1312)|
이삭토스트|대전대점|042-285-7728|대전 동구 용운로151번길 82 (용운동)|
이삭토스트|대전터미널점|042-525-0288|대전 동구 용전동 63-3 대전복합터미널(서관) W149(동서대로 1689)|
이삭토스트|대전우송대점|042-623-4889|대전 동구 자양동 261-12 (동대전로131번길 8-5)|
이삭토스트|대전역점|042-223-0745|대전 동구 정동 15-11 (대전로 819)|
이삭토스트|대전가수원점|042-543-0208|대전 서구 가수원동 762 은아APT3단지상가 7-108(가수원로 106)|
이삭토스트|대전갈마점|042-525-8199|대전 서구 갈마동 376-39 (계룡로354번길 158)|
이삭토스트|대전신선마을점|042-543-8836|대전 서구 관저동 1120 102호 (관저중로95번길 106)|
이삭토스트|대전관저점|042-543-8006|대전 서구 관저동 1411 104호 (관저로 171)|
이삭토스트|대전롯데괴정점|042-527-2466|대전 서구 괴정동 424-1 (도솔로 382)|
이삭토스트|대전나르매블루밍점|042-526-7223|대전 서구 내동 2 맑은아침APT상가 502-105 (갈마로 262)|
이삭토스트|대전도마동점|042-526-9732|대전 서구 도마동 142-40 (계백로 1431)|
이삭토스트|대전배제대점|042-526-2392|대전 서구 도마동 330-18 (배재로91번길 56)|
이삭토스트|대전목원대점|042-822-7920|대전 서구 도안동 800 목원대학교 (도안북로 88)|
이삭토스트|대전시청역점|042-486-2224|대전 서구 둔산동 1413 파이낸스빌딩 108호 (둔산중로 50)|
이삭토스트|대전세이브존점|042-479-9142|대전 서구 둔산동 1809 세이브존내 지하1층 (둔산로 201)|
이삭토스트|둔산수정점|042-489-4777|대전 서구 둔산동 909 수정상가1층 118호 (청사로 282)|
이삭토스트|대전만년점|042-822-4484|대전 서구 만년동 247|
이삭토스트|대전테크노밸리점|042-671-6718|대전 유성구 관평동 907 밸리타운 104|
이삭토스트|대전충남대점|042-822-1611|대전 유성구 궁동 413-5 (궁동로18번길 12)|
이삭토스트|대전한밭대점|042-825-2226|대전 유성구 덕명동 589-5 (학하서로121번길 51)|
이삭토스트|대전장대점|042-823-1541|대전 유성구 문화원로 12 (장대동, 영일빌딩)|
이삭토스트|대전노은반석점|042-825-7006|대전 유성구 반석동 633-1 센타프라자3 105호 (반석동로 54)|
이삭토스트|유성터미널점|042-825-8714|대전 유성구 봉명동 566-1 (계룡로 40)|
이삭토스트|대전죽동점|042-825-2426|대전 유성구 죽동로 295 (죽동)|
이삭토스트|대전노은지족점|042-823-7676|대전 유성구 지족동 901-2 금강프라자 108-2호 (노은로 178)|
이삭토스트|대선한신에스메카점|042-935-6718|대전 유성구 테크노3로 65 (관평동, 한신에스메카)|
이삭토스트|대전침신대점|042-362-1233|대전 유성구 하기동 532-2 수가Ⅱ 104호 (송림로 52)|
이삭토스트|대전부사점|042-271-2888|대전 중구 문창동 374-5 (대종로 304)|
이삭토스트|대전문화점|042-585-2024|대전 중구 문화동 284-94 (문화로 173)|
이삭토스트|대전유천점|042-527-5989|대전 중구 유천동 205-1 (계백로1615번길 25)|
이삭토스트|충북보은점|043-543-2230|충북 보은군 보은읍 삼산리 99-41 (보은로 99)|
이삭토스트|충북영동점|043-744-3067|충북 영동군 영동읍 계산리 684-20 (중앙로 44-6)|
이삭토스트|충북옥천점|043-731-4514|충북 옥천군 옥천읍 중앙로 54|
이삭토스트|음성충북혁신도시점|043-877-3400|충북 음성군 맹동면 사예로 56|
이삭토스트|음성삼성점|043-883-5677|충북 음성군 삼성면 덕정리 515-6 (덕정로 63)|
이삭토스트|제천청전점|043-644-7400|충북 제천시 장락동 730 (용두천로 298)|
이삭토스트|제천하소점|043-648-2426|충북 제천시 하소동 361 (하소로1안길 2)|
이삭토스트|충북증평점|043-838-2486|충북 증평군 증평읍 중동리 61-15 (광장로 102)|
이삭토스트|청주상당점|043-221-2474|충북 청주시 상당구 북문로2가 116-282 은성빌딩 1층(상당로 114-1)|
이삭토스트|청주북문로점|043-223-1224|충북 청주시 상당구 북문로2가 2-1 (교동로3번길 163)|
이삭토스트|청주일신여고점|043-258-8007|충북 청주시 상당구 석교동 2-4 (영운로 136)|
이삭토스트|청주개신점|043-231-2408|충북 청주시 서원구 개신동 618 파원존상가1층 121호(경신로 31-30)|
이삭토스트|청주서원대점|043-285-1830|충북 청주시 서원구 모충동 241-1 (서원남로 52)|
이삭토스트|청주서원대정문점|043-273-3368|충북 청주시 서원구 모충동 308-1 (무심서로 379)|
이삭토스트|청주분평점|043-284-3697|충북 청주시 서원구 분평동 1372 (1순환로1107번길 24)|
이삭토스트|청주사창하트리움점|043-238-0114|충북 청주시 서원구 사직대로 160 (사창동, 에덴하트리움)|
이삭토스트|청주충북대본점|043-272-7234|충북 청주시 서원구 사창동 465-1 (1순환로674번길 66)|
이삭토스트|청주청원오창점|043-218-1224|충북 청주시 청원구 오창읍 각리 640-4 동인빌딩 104호(과학산업3로 202-7)|
이삭토스트|청주오창2산단으뜸점|043-212-3621|충북 청주시 청원구 오창읍 주성리 328 103호(오창읍 2산단3로 32)|
이삭토스트|청주대점|043-223-3060|충북 청주시 청원구 우암동 17-4 (수암로 98-3)|
이삭토스트|청주라마다점|043-214-0819|충북 청주시 청원구 율량동 500-3 라마다프라자 (충청대로 114)|
이삭토스트|청주롯데마트점|043-233-2445|충북 청주시 흥덕구 가경동 1416-2 롯데마트 지하1층 (풍산로 15)|
이삭토스트|청주가경점|043-235-9226|충북 청주시 흥덕구 가경동 768 신라APT상가 1동 103호(가경로 176)|
이삭토스트|청주충청대점|043-236-4696|충북 청주시 흥덕구 강내면 월곡리 273-3 (월곡길 13)|
이삭토스트|청주청원오송점|043-236-3323|충북 청주시 흥덕구 오송읍 만수2길 4|
이삭토스트|충주남산점|043-846-5544|충북 충주시 교현동 1061 남산상가 106호 (남산6길 15)|
이삭토스트|충주건국대점|043-856-3060|충북 충주시 단월동 379-7 (충열5길 9)|
이삭토스트|충주한국교통대점|043-853-7797|충북 충주시 대소원면 대학로 28|
이삭토스트|충주칠금점|043-852-0772|충북 충주시 칠금동 579 (신립로 80)|
이삭토스트|세종새롬점|044-999-1181|세종 새롬중앙로 34 (새롬동, 크리스마스빌딩)|
이삭토스트|세종해피라움점|044-863-2251|세종 아름동 1293 해피라움상가2동 102호 (보듬3로 92)|
이삭토스트|세종어진점|044-866-2479|세종 어진동 3-113 세종일번가 B 108호(도움8로 81)|
이삭토스트|조치원여중점|044-864-2830|세종 조치원읍 교리 51-1 (새내로 155)|
이삭토스트|조치원고려대점|044-868-5222|세종 조치원읍 서창리 208 고려대학교내 2층 (세종로 2511)|
이삭토스트|세종조치원점|044-867-5974|세종 조치원읍 조치원로 8|
이삭토스트|세종메가시티점|044-866-2452|세종 종촌동 672 메가시티 1층 134호 (도움1로 106)|
이삭토스트|첫마을점|044-868-2445|세종 한솔동 971 첫마을5단지 대우B상가 110호 (누리로 54)|
이삭토스트|계룡엄사점|042-841-0425|충남 계룡시 엄사면 엄사리 342-2 (번영로 120)|
이삭토스트|공주대점|041-881-3703|충남 공주시 공주대학로 63-1 (신관동)|
이삭토스트|논산내동점|041-736-9333|충남 논산시 내동 272-7 제이파크2단지상가 208-106|
이삭토스트|논산놀뫼점|041-736-8133|충남 논산시 반월동 68-4 (해월로167번길 8-6)|
이삭토스트|논산연무점|041-741-2477|충남 논산시 연무읍 동산리 896-1 (연무로 187)|
이삭토스트|당진터미널점|041-356-3532|충남 당진시 밤절로 149 (수청동, 당진공영버스터미널)|
이삭토스트|당진시장점|041-357-0001|충남 당진시 읍내동 219-55 (당진중앙3로 104)|
이삭토스트|서산부춘점|041-663-6655|충남 서산시 부춘1로 19 (읍내동)|
이삭토스트|서산중앙점|041-667-5512|충남 서산시 석림동 651-1 (한마음13로 9)|
이삭토스트|서산한서대점|041-688-6779|충남 서산시 해미면 대곡리 403-15 (대곡2길 53)|
이삭토스트|서산해미점|041-688-8424|충남 서산시 해미면 읍내리 296-4 (남문5로 2)|
이삭토스트|서천점|041-953-0154|충남 서천군 서천읍 군사리 596-1번지|
이삭토스트|아산배방점|041-532-7771|충남 아산시 배방읍 공수리 282 삼정그린코아APT상가 114-101(모산로126번길 17-7)|
이삭토스트|아산순천향대점|041-910-0607|충남 아산시 신창면 읍내리 583-2 (순천향로 25)|
이삭토스트|예산덕산점|041-338-1014|충남 예산군 덕산면 덕산온천로 413-13|
이삭토스트|예산점|041-333-9992|충남 예산군 예산읍 예산리 740-5 (예산로 111)|
이삭토스트|천안구성점|041-562-2423|충남 천안시 동남구 구성동 301-4 향목그라비스상가 102호(충절로 311)|
이삭토스트|천안복자점|041-553-0276|충남 천안시 동남구 성황동 51-3 (대흥로 303)|
이삭토스트|천안신방통정점|041-579-2479|충남 천안시 동남구 신방동 1532 (통정4로 10)|
이삭토스트|천안신방점|041-576-1456|충남 천안시 동남구 신촌4로 42 (신방동, 신방현대프라자)|
이삭토스트|천안백석대점|041-523-2322|충남 천안시 동남구 안서동 385-4 (문암로 68-1)|
이삭토스트|천안두정역점|041-552-9215|충남 천안시 두정동 74번지 101호 (두정로 267)|
이삭토스트|천안백석점|041-554-8988|충남 천안시 백석동 879 세왕빌딩 108호 (백석4길 38)|
이삭토스트|천안불당점|041-554-0425|충남 천안시 서북구 검은들3길 58 (불당동, 메가클래스 블루)|
이삭토스트|천안성성점|041-553-2456|충남 천안시 서북구 두정동 1063 레몬타워 111호(부성7길 3)|
이삭토스트|천안백석아이파크점|041-551-8988|충남 천안시 서북구 백석동 1173 가원빌딩 104호 (한들3로 35-7)|
이삭토스트|천안성정동점|041-577-5036|충남 천안시 서북구 서부16길 8 (성정동)|
이삭토스트|천안남서울대점|041-587-8282|충남 천안시 서북구 성환읍 성월리 65-56 1층 3호(성진로 63)|
이삭토스트|천안성환점|041-581-9037|충남 천안시 서북구 성환읍 성환1로 239|
이삭토스트|천안단국대점|041-573-3756|충남 천안시 신부동 252-4 (단대로 107)|
이삭토스트|천안나사렛대점|041-573-7370|충남 천안시 쌍용동 690 (쌍용14길 47)|
이삭토스트|천안호서대점|041-556-0161|충남 천안시 안서동 234-13 거산빌딩 1층 (각원사길 66)|
이삭토스트|천안상명대점|041-563-6488|충남 천안시 안서동 321-8, 28 (상명대길 34)|
이삭토스트|청양점|041-943-7750|충남 청양군 청양읍 읍내리 177-19 (중앙로 107)|
이삭토스트|태안터미널점|041-674-3512|충남 태안군 태안읍 남문리 701 태안시외버스터미널 (동백로 304)|
이삭토스트|홍성청운대점|041-633-5956|충남 홍성군 홍성읍 학계리 510 (대학길 51)|
이삭토스트|강릉교동점|033-643-8942|강원 강릉시 교동 825-23 (율곡로 2935-1)|
이삭토스트|강릉가톨릭관동대점|033-655-7227|강원 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교)|
이삭토스트|고성간성점|033-681-2422|강원 고성군 간성읍 하리 21-3 (간성로 71)|
이삭토스트|동해천곡점|033-532-7247|강원 동해시 대학로 14 (천곡동)|
이삭토스트|강원삼척점|033-572-2412|강원 삼척시 남양동 55-23 (중앙시장길 48-29)|
이삭토스트|강원영월점|033-375-5792|강원 영월군 영월읍 영흥리 984-16 (중앙로 59)|
이삭토스트|원주개운점|033-761-6363|강원 원주시 개운동 406 (치악로 1752)|
이삭토스트|원주롯데마트점|010-4001-2322|강원 원주시 봉화로 1 지하1층|
이삭토스트|원주구곡점|033-763-1247|강원 원주시 단구동 1511-1 스타프라자 111호 (서원대로 392)|
이삭토스트|원주단관점|033-743-9599|강원 원주시 단구로 413 (단구동, 현진에버빌5차)|
이삭토스트|원주무실점|033-743-7077|강원 원주시 무실동 1641-5 에이스주차타워2 112호 (시청로 76)|
이삭토스트|원주혁신도시점|033-734-6360|강원 원주시 반곡동 1885-2 중앙타워 1층 106호(혁신로 37-2)|
이삭토스트|원주중앙점|033-731-8228|강원 원주시 중앙동 114-5 (중앙로 95)|
이삭토스트|원주오크밸리점||강원 원주시 지정면 판대리 577-2 A동내 Q동 1층(오크밸리2길 132)|
이삭토스트|원주연세대점|033-760-5142|강원 원주시 흥업면 연세대길 1 연세프라자|
이삭토스트|강원철원점|033-455-6864|강원 철원군 동송읍 이평리 680-3 (금학로210번길 3-12)|
이삭토스트|철원와수점|033-458-4935|강원 철원군 서면 와수2리 1147-11 (와수로181번길 25-16)|
이삭토스트|춘천한림대|033-244-6498|강원 춘천시 교동 158-15 (삭주로 70)|
이삭토스트|춘천명동점|033-251-2411|강원 춘천시 명동길 17-1 (조양동)|
이삭토스트|춘천강원대점|033-253-8295|강원 춘천시 서부대성로 211 (효자동)|
이삭토스트|춘천봄내점|033-242-6696|강원 춘천시 석사동 818-3 (퇴계로 223)|
이삭토스트|춘천강북점|033-252-0303|강원 춘천시 우두동 1066-21 (충열로 10-9)|
이삭토스트|춘천퇴계한주점|033-264-2492|강원 춘천시 퇴계동 79 퇴계타운상가 1층 117 (안마산로 213)|
이삭토스트|춘천퇴계점|033-254-7689|강원 춘천시 퇴계동 902-9 (행촌로 36)|
이삭토스트|춘천애막골점|033-262-5556|강원 춘천시 후석로186번길 22-1 (석사동)|
이삭토스트|강원태백점|033-552-1842|강원 태백시 황지동 30-14 (번영로 359)|
이삭토스트|강원평창점|033-334-2489|강원 평창군 평창읍 백오로 96|
이삭토스트|강원홍천점|033-433-5524|강원 홍천군 홍천읍 신장대리 79-20 (홍천로6길 21-1)|
이삭토스트|화천사내점|033-441-0810|강원 화천군 사내면 사창리 456-1 (사내로 38-1)|
이삭토스트|강원화천점|033-441-3061|강원 화천군 화천읍 하리 47-2|
이삭토스트|강원횡성점|033-342-2492|강원 횡성군 횡성읍 115-1 (한우로 283-2)|
이삭토스트|군산나운점|063-463-1967|전북 군산시 나운동 795-2 시민프라자 111호|
이삭토스트|군산터미널점|063-443-2492|전북 군산시 대명동 388-6 (해망로 17-9)|
이삭토스트|군산대점|063-467-6601|전북 군산시 미룡동 416-7 (대학로 529)|
이삭토스트|군산수송점|063-451-1230|전북 군산시 수송동 805-2 (축동안길 44)|
이삭토스트|김제요촌점|063-544-2425|전북 김제시 요촌동 117-22 (화동길 43)|
이삭토스트|남원도통점|063-635-8845|전북 남원시 도통동 144|
이삭토스트|남원중앙점|063-636-8845|전북 남원시 하정동 181-4 (광한북로 53-1)|
이삭토스트|무주점|063-322-7942|전북 무주군 무주읍 주계로 118|
이삭토스트|순창터미널점|063-652-9350|전북 순창군 순창읍 장류로 358|
이삭토스트|완주봉동점|063-262-2229|전북 완주군 봉동읍 둔산1로 118|
이삭토스트|완주우석대점|063-291-0985|전북 완주군 삼례읍 동학로 118|
이삭토스트|익산모현점|063-853-4662|전북 익산시 모현동1가 303-1 현대APT상가 101호 (배산로14길 9)|
이삭토스트|익산부송점|063-831-6260|전북 익산시 부송1로 49-1 (부송동)|
이삭토스트|익산원광대점|063-854-0920|전북 익산시 신동 763-12 (무왕로4길 7)|
이삭토스트|익산영등점|063-833-2200|전북 익산시 영등동 767-3 (고봉로30길 22)|
이삭토스트|익산영등2호점|063-833-8336|전북 익산시 영등동 770-12 (하나로9길 48)|
이삭토스트|전주전북대점|063-253-8808|전북 전주시 덕진구 권삼득로 315 (금암동)|
이삭토스트|전주터미널점|063-272-4115|전북 전주시 덕진구 금암동 767-2 전주고속버스터미널내2층(전주천동로 470)|
이삭토스트|전주송천점|063-904-0605|전북 전주시 덕진구 송천동1가 116 열방빌딩 103호 (솔내로 129)|
이삭토스트|전주아중점|063-242-3009|전북 전주시 덕진구 인후동1가 877-2 (무삼지로 53)|
이삭토스트|전주혁신양현점|063-212-5364|전북 전주시 덕진구 틀못2길 6 (장동, 호반베르디움더센트럴2(상가1동))|
이삭토스트|전주객사점|063-286-1477|전북 전주시 완산구 고사동 115-2 (전주객사5길 13-10)|
이삭토스트|전주교대점|063-283-4087|전북 전주시 완산구 동서학동 124-1 (서학로 57)|
이삭토스트|전주삼천점|063-223-3636|전북 전주시 완산구 삼천동1가 290-8 남양APT상가 112-108(삼천천변1길 28)|
이삭토스트|전주서신점|063-253-7884|전북 전주시 완산구 서신동 763-1 신일APT상가 114-110 (당산로 17)|
이삭토스트|전주중화산점|063-273-2134|전북 전주시 완산구 서신동 857 (유연로 281)|
이삭토스트|전주예수병원점|063-230-9683|전북 전주시 완산구 서원로 365 (중화산동1가, 예수병원)|
이삭토스트|전주혁신점|063-228-1005|전북 전주시 완산구 중동 776-8 (오공로 43)|
이삭토스트|전주대점|063-227-9329|전북 전주시 완산구 효자동3가 1167-1 (백마산길 6)|
이삭토스트|전주효자점|063-227-4918|전북 전주시 완산구 효자동3가 1604-21 1층 상가 101호(문학로 19)|
이삭토스트|정읍수성점|063-536-9199|전북 정읍시 수성동 714-4 (새암길 71)|
이삭토스트|강진터미널점|061-432-5545|전남 강진군 강진읍 중앙로 108-2|
이삭토스트|전남곡성점|061-363-7520|전남 곡성군 곡성읍 읍내리 715-1 (군청로 53)|
이삭토스트|전남동광양점|061-795-2444|전남 광양시 광장로 109 (중동)|
이삭토스트|광양마동점|061-794-9079|전남 광양시 마동 1026 자연애APT상가 106호 (진등5길 1)|
이삭토스트|광양중동점|061-793-2711|전남 광양시 중동 1345-9 (오류로 72)|
이삭토스트|전남구례점|061-783-3360|전남 구례군 구례읍 봉남리 103-1 (봉성로 46)|
이삭토스트|나주송월점|061-333-4222|전남 나주시 금성동 65-1 (남고문로 44)|
이삭토스트|나주혁신점|061-333-2223|전남 나주시 빛가람로 676 (빛가람동, 씨티원빌딩)|
이삭토스트|전남담양점|061-383-7724|전남 담양군 담양읍 천변1길 2|
이삭토스트|목포대성점|061-242-8895|전남 목포시 대성동 83 (만세로48번길 17)|
이삭토스트|목포신흥점|061-284-0322|전남 목포시 상동 878-3 (비파로 57)|
이삭토스트|목포터미널점|061-276-2761|전남 목포시 영산로 525 (상동)|
이삭토스트|목포역점|061-273-5566|전남 목포시 영산로 85 (명륜동)|
