##NAME|SUBNAME|TELNUM|NEWADDR
명랑핫도그|청주오창점||충청북도 청주시 청원구 오창읍 중심상업로 23, 제1층 108호(오창비진프라자)
명랑핫도그|청주개신동점|043-234-2673|충북 청주시 서원구 복대로 27 1층 104호(개신동)
명랑핫도그|인천만수시장점||인천광역시 남동구 만수로 75, 1층 101-1호(만수동)
명랑핫도그|고성점||경상남도 고성군 고성읍 동외로164
명랑핫도그|대구감삼점||대구광역시 달서구 장기로 140, 1층 101호(성당동)
명랑핫도그|임학역점||인천광역시 계양구 장제로 885, 1층 일부(임학동)
명랑핫도그|용인동백점||경기도 용인시 기흥구 동백중앙로 283, B동 1층 112호(중동,골드프라자)
명랑핫도그|군산산북점||전라북도 군산시 산북동 3541-8
명랑핫도그|시흥점||서울특별시 금천구 금하로 630, 1층(시흥동, 라인빌딩)
명랑핫도그|신탄진엑슬루타워점||대전광역시 대덕구 대덕대로 1555, 상가동 1층 124호 (석봉동,금강엑슬루타워)
명랑핫도그|이시아폴리스점||대구광역시 동구 팔공로51길 15-5, 114호(봉무동)
명랑핫도그|포항흥해점||경상북도 포항시 북구 흥해읍 흥해로 45-10
명랑핫도그|김천혁신도시점||경상북도 김천시 혁신4로 54, 1층103호 (율곡동,한신휴플러스)
명랑핫도그|경산중방점||경상북도 경산시 중방동 610-1
명랑핫도그|동탄시범단지점||경기도 화성시 동탄대로시범길 148-14, 102호 (청계동, 인터프라임1동)
명랑핫도그|동암역남부점||인천광역시 부평구 동암남로 6, 1층(십정동)
명랑핫도그|전하점||울산광역시 동구 봉수로 290, 전하상가동 2층 B204호(전하동, e편한세상)
명랑핫도그|광운대점||서울특별시 노원구 석계로 106, 1층(월계동)
명랑핫도그|인천만수점||인천광역시 남동구 장승남로 41-1, 103호(만수동. 에메랄드프라자)
명랑핫도그|미아역점||서울특별시 강북구 도봉로 183, 1층(미아동)
명랑핫도그|송파역점||서울특별시 송파구 송파동 194번지
명랑핫도그|감천점||부산광역시 사하구 감천로 119(감천동)
명랑핫도그|간석올리브점||인천광역시 남동구 남동대로 881, 103호(간석동)
명랑핫도그|대전문화점||대전광역시 중구 계백로1716번길 26, 1층 108호(문화동,미성프라자상가)
명랑핫도그|창원반지점||경상남도 창원시 성산구 원이대로393번길 13-1, 1층(반지동)
명랑핫도그|목포대점||전라남도 무안군 청계면 승달산길 33-1
명랑핫도그|대구옥포점||대구광역시 달성군 옥포면 돌미로2길 1, 106호(제일빌딩)
명랑핫도그|군산중앙점||전라북도 군산시 영동로 29-2(중앙로1가)
명랑핫도그|영천망정점||경상북도 영천시 동부로39-1(야사동)
명랑핫도그|화성향남점||경기도 화성시 향남읍 행정중앙2로67,향남프라자116호
명랑핫도그|울산화봉점||울산광역시 북구 화봉로 59, 나동 1층 116호(화봉동)
명랑핫도그|노원역점||서울특별시 노원구 노해로81길 16, 1층 3호(상계동)
명랑핫도그|대구진천점||대구광역시 달서구 진천로 77, 301동 1층 128호(진천동, 진천역계룡리슈몰)
명랑핫도그|부천소사본동점||경기도 부천시 소사동로72번길 22, 1층 104호 (소사본동,주공뜨란채아파트 상가 에이동)
명랑핫도그|고양행신점||경기도 고양시 덕양구 중앙로558번길 16-16,1층 3호(행신동, 능곡종합프라자)
명랑핫도그|낙민점||부산광역시 동래구 안남로31번길 6, 1층 2호(낙민동)
명랑핫도그|광주신창점||광주광역시 광산구 신창동 1224-7-1층
명랑핫도그|둔전점||경기도 용인시 처인구 포곡읍 포곡로 103(1층일부)
명랑핫도그|수유점||서울특별시 강북구 도봉로87길 38, 1층 우측 (수유동)
명랑핫도그|반여2호점||부산광역시 해운대구 재반로 198-1, 1층 일부(반여동)
명랑핫도그|교대역점||부산광역시 연제구 중앙대로 1206, 1층(거제동)
명랑핫도그|도안목원대점||대전광역시 서구 동서대로 688, 1층 102호(도안동)
명랑핫도그|대구금호점||대구광역시 사수동 855번지
명랑핫도그|문경점||경상북도 문경시 상신로 1(점촌동)
명랑핫도그|인제대점||경상남도 김해시 인제로 174-1, 2층(어방동)
명랑핫도그|수원대점||경기도 화성시 봉담읍 와우안길 21, 1층
명랑핫도그|김천점||경상북도 김천시 부거리길7, 상가동 1층 101호(신음동)
명랑핫도그|동탄나루점||경기도 화성시 반송동 217-1 리첸프라자 1층 102호
명랑핫도그|문래점||서울특별시 영등포구 선유로 71, 1층 116호(문래동6가)
명랑핫도그|수락산역점||서울특별시 노원구 동일로 1672, 1층(상계동)
명랑핫도그|대전진잠점||대전광역시 유성구 원내로 38, 1층 107호(원내동, 원내코아)
명랑핫도그|대구동호점||대구광역시 동구 동호로 77, 1층(신서동)
명랑핫도그|대구율하점||대구광역시 동구 율하동 1427번지 상가 101호
명랑핫도그|녹두점||서울특별시 관악구 호암로24길 63, 1층(신림동)
명랑핫도그|광주첨단1호점||광주광역시 북구 첨단연신로 107번길 29, 1층 101호(신용동, 삼보빌딩)
명랑핫도그|청주율양2지구점||충청북도 청주시 청원구 주성로279번길 26, 101호(주성동)
명랑핫도그|이수역점||서울특별시 동작구 동작대로 27길 22, 1층(사당동)
명랑핫도그|영도점||부산광역시 영도구 태종로 94-1(대교동2가)
명랑핫도그|화명2호점||부산광역시 북구 화명신도시로 133, 1층 101호(화명동, 웨스트포인트빌딩)
명랑핫도그|순천호반점||전라남도 순천시 안산길 8, 1층(연향동)
명랑핫도그|인천신포점||인천광역시 중구 신포로46번길 8-14, 1층,2층(내동)
명랑핫도그|창녕점||경상남도 창녕군 창녕읍 종로31
명랑핫도그|평촌벌말점||경기도 안양시 동안구 흥안대로 456번길 14, 103호(평촌동)
명랑핫도그|목포용해지구점||전라남도 목포시 용해지구로 9, 1층 3호(용해동)
명랑핫도그|대전버드내점||대전광역시 중구 태평로 46, 1층(유천동)
명랑핫도그|김광석길점||대구광역시 중구 달구벌대로 450길 12, 1층(대봉동)
명랑핫도그|대구보건대점||대구광역시 북구 칠곡중앙대로 344(태전동)
명랑핫도그|경산사동점||경상북도 경산시 백자로 61, 1층 105호(사동)
명랑핫도그|익산원광대점||전라북도 익산시 신동 789-7
명랑핫도그|대구용산점||대구광역시 달서구 용산동 935번지
명랑핫도그|포항장성점||경상북도 포항시 북구 용두산길39, 제1층 104,106호(장성동, 그린종합상가)
명랑핫도그|분당정자점||경기도 성남시 분당구 정자로 13, 106호(정자동, 월드비터)
명랑핫도그|광명소하점||경기도 광명시 소하로 81, 105호(소하동, 아이플렉스)
명랑핫도그|일산풍동점||경기도 고양시 일산동구 숲속마을로 50-54, 105호(풍동, 서훈프라자)
명랑핫도그|공주대신관점||충청남도 공주시 공주대학로 95, 1층(신관동)
명랑핫도그|계룡엄사점||충청남도 계룡시 엄사면 엄사중앙로66, 상가1동 1층 107호(성원아파트)
명랑핫도그|화성봉담점||경기도 화성시 봉담읍 동화길 93-8, 103호(쌍용프라자)
명랑핫도그|김포구래점||경기도 김포시 김포한강 9로 77, 1층 108호(구래동, 연세프라자3)
명랑핫도그|안동삼산점||경상북도 안동시 서동문로 172, 1층 1호(삼산동)
명랑핫도그|부천송내점||경기도 부천시 상일로 94번길 34, 1층 104호(상동)
명랑핫도그|천안불당점||충청남도 천안시 서북구 검은들3길 50, 1층 102호(불당동, 시티플러스)
명랑핫도그|수원아주대점||경기도 수원시 영통구 아주로 28, 1층(원천동)
명랑핫도그|효자문학점||전라북도 전주시 완산구 문학대4길 28(효자동3가)
명랑핫도그|여수중앙점||전라남도 여수시 진남상가길 6-1(중앙동)
명랑핫도그|낙성대역점||서울특별시 관악구 봉천로 602, 봉천동 1층 제가호(봉천동, 반석빌딩)
명랑핫도그|길동역점||서울특별시 강동구 양재대로 1470, 1층(길동)
명랑핫도그|대전한남대점||대전광역시 대덕구 한남로 23, 1층(오정동)
명랑핫도그|안산초지점||경기도 안산시 단원구 광덕1로 , 104호(초지동, 현대프라자)
명랑핫도그|시흥거모점||경기도 시흥시 한우물로4, 101호(거모동)
명랑핫도그|김포사우점||경기도 김포시 사우중로 83, 1층 108호(북변동, 테마프라자)
명랑핫도그|단양점||충청북도 단양군 단양읍 삼봉로 256-1
명랑핫도그|인천서창점||인천광역시 남동구 서창남로 41, 1동 104호(서창동)
명랑핫도그|울산반구점||울산광역시 중구 반구정15길 8, 105동 1층 111호(반구동, 반구신동아파밀리에)
명랑핫도그|울산방어점||울산광역시 동구 화문로 56(방어동)
명랑핫도그|울산화정점||울산광역시 동구 방어진순환도로 613(화정동)
명랑핫도그|영주점||경상북도 영주시 구성로350번길 39(영주동)
명랑핫도그|용인보정점||경기도 용인시 기흥구 죽전로 23, 1층 102호(보정동, 죽전엘림프라자2)
명랑핫도그|인천서구청점||인천광역시 서구 승학로 244, 105호(심곡동, 제스트빌)
명랑핫도그|대구대곡점||대구광역시 달서구 도원로 30, 1층 103호(도원동, 대곡프라자)
명랑핫도그|경북대점||대구광역시 북구 대학로 23길 25-2, 1층(산격동)
명랑핫도그|수원영통구청점||경기도 수원시 영통구 매탄로 108번길 24, 1층 107호(매탄동, 삼성프라자1)
명랑핫도그|여수학동점||전라남도 여수시 무선로 12, 105호(학동현대상가)
명랑핫도그|인천용현점||인천광역시 남구 낙섬중로 15-1(용현동)
명랑핫도그|대구관음점||대구광역시 북구 칠곡중앙대로 469, 1층(관음동)
명랑핫도그|두류점||대구광역시 달서구 달구벌대로 1732(두류동)
명랑핫도그|광주상무1호점||광주광역시 서구 시청로 27, 1층 140호(치평도,테라스가든)
명랑핫도그|군포한세대점||경기도 군포시 한세로44번길 9, 102(당정동, 비젼프라자)
명랑핫도그|원주우산점||강원도 원주시 우산로 71, 1층(우산동)
명랑핫도그|보령동대동점||충청남도 보령시 한내로터리길 83, 1층(동대동)
명랑핫도그|보령대천점||충청남도 보령시 대흥로 64(대천동)
명랑핫도그|한티역점||서울특별시 강남구 선릉로 313, 지상1층 카호(역삼동)
명랑핫도그|대전반석점||대전광역시 유성구 반석로 13, 1층 104호(반석동)
명랑핫도그|대구상인점||대구광역시 달서구 상인서로85, 105동 103호(상인동, 상인동방타운상가)
명랑핫도그|칠곡왜관점||경상북도 칠곡군 왜관읍 중앙로 190
명랑핫도그|구미상모점||경상북도 구미시 상모로 55,1층 101호(상모동)
명랑핫도그|수지구청점||경기도 용인시 수지구 수지로296번길 51-2, 1층 101호(풍덕천동,미래빌딩)
명랑핫도그|남양주진접점||경기도 남양주시 진접읍 장현로 47번길 6-9, 1층
명랑핫도그|강릉교동점||강원도 강릉시 교동광장로 139,1층 102호(교동, 성원빌딩)
명랑핫도그|장승배기점||서울특별시 동작구 상도동 25-8 상도효성해링턴플레이스 118호
명랑핫도그|광주송정역점||광주광역시 광역시 광산구 광산로 2-4(송정동)
명랑핫도그|안동옥동||경상북도 안동시 경북대로 418, 1층 163(옥동, 테마프라자)
명랑핫도그|진주보건대점||경상남도 진주시 창렬로 98번길 1, 1층(상봉동)
명랑핫도그|구미형곡점||경상북도 구미시 형곡동로 104,1층 4호(형곡동)
명랑핫도그|신월성점||대구광역시 달서구 조암로 33, 1층 106호(월성동, 한성빌딩)
명랑핫도그|평내호평점||경기도 남양주시 호평로 46번길 21, 1층 101호(호평동)
명랑핫도그|전북정읍점||전라북도 정읍시 조곡천1길 82(시기동)
명랑핫도그|인천구월점||인천광역시 남동구 성말로 13번길 15, 101호(구월동)
명랑핫도그|창원용호점||경상남도 창원시 의창구 용지로 169번길 13, 102-1호(용호동, 서진라이크빌)
명랑핫도그|밀양삼문점||경상남도 밀양시 삼문중앙로 23(삼문동)
명랑핫도그|동탄영천점||경기도 화성시 동탄순환대로 708, 101호(영천동)
명랑핫도그|시흥은행점||경기도 시흥시 은행로 173번길 7(대야동,이수(빌))
명랑핫도그|김포장기점||경기도 김포시 김포한강1로 57, 1층 103호(장기동, mj프라자)
명랑핫도그|대구범어점||대구광역시 수성구 달구벌대로504길 12(범어동)
명랑핫도그|구미봉곡점||경상북도 구미시 봉곡남로100, 1층 동쪽(봉곡동)
명랑핫도그|발산역점||서울특별시 강서구 강서로 378,1층 102호(등촌동)
명랑핫도그|칠곡북삼점||경상북도 칠곡군 북삼읍 금오대로 280,101호
명랑핫도그|구리인창점||경기도 구리시 건원대로 34번길 9, 1층 106호(인창동)
명랑핫도그|지행역점||경기도 동두천시 동두천로 119, 1층 104호(지행동, 지행역프라자)
명랑핫도그|인천가좌점||인천광역시 서구 장고개로337번길 16, 상가 401동 111호 (가좌동,가좌한신 휴앙파트 상가)
명랑핫도그|신림점||서울특별시 관악구 신림로 322,1층(신림동)
명랑핫도그|창원대방점||경상남도 창원시 성산구 가양로124번길 13(대방동, 엑스몰상가 113호)
명랑핫도그|대전가오점||대전광역시 동구 은어송로 58,1층 101-1호(가오동)
명랑핫도그|대전송촌점||대전광역시 대덕구 계족산로 81번길 40, 1층 101호 (송촌동)
명랑핫도그|대구지산점||대구광역시 수성구 지산동 1199-5
명랑핫도그|정관모전점||부산광역시 기장군 정관읍 모전리 735 이지더원2차 제215동 지하2층 b207호
명랑핫도그|대전관평점||대전광역시 유성구 관들3길 24(관평동)
명랑핫도그|진해용원점||경남 창원시 진해구 용원동 1211-2 1층
명랑핫도그|화서율현점||경기도 수원시 팔달구 일월로 22번길 8, 1층 101호(화서동)
명랑핫도그|수원금곡점||경기도 수원시 권선구 금곡로 100,104호(금곡동,칠보프라자)
명랑핫도그|분당수내점||경기도 성남시 분당구 수내로 46번길 20, 111호(수내동, 맛자랑멋자랑)
명랑핫도그|센텀시티점||부산광역시 해운대구 센텀동로 102(재송동, 센텀필1관 107호)
명랑핫도그|남산점||부산광역시 금정구 남산동 20-12
명랑핫도그|대전관저점||대전광역시 서구 관저로 157,109호(관저동,하이존)
명랑핫도그|용인동백백현마을점||경기도 용인시 기흥구 동백동599번지 모아미래도1층104호
명랑핫도그|포항창포점||경상북도 포항시 북구 새천년대로 1041, A동 1층 122호(창포동, 쌍용상가)
명랑핫도그|창원가음정점||경상남도 창원시 성산구 원이대로 883번길 15-24, 상가동 1층 114호 (가음동, 가음시장대상가)
명랑핫도그|동탄북광장점||경기도 화성시 동탄반석로 208, 104호(반송동, 아인슈타인프라자)
명랑핫도그|남부터미널점||서울특별시 서초구 효령로 292, 1층 106호(서초동, 서울남부터미널)
명랑핫도그|당감점||부산광역시 부산진구 당감로 52
명랑핫도그|우송대점||대전광역시 동구 동대전로 169(자양동)
명랑핫도그|파주금릉역점||경기도 파주시 금빛로 22, 1층 105호 동측호(금촌동, 금촌프라자)
명랑핫도그|대구죽곡점||대구광역시 달성군 다사읍 대실역북로1길 17, 상가1-1호
명랑핫도그|진주금산점||경상남도 진주시 금산면 금산로 90번길 1
명랑핫도그|시흥배곧점||경기도 시흥시 배곧4로 32-9,골든프라자 1층 115호(정왕동)
명랑핫도그|울산남목점||울산광역시 동구 방어진순환도로 1124,1층(서부동)
명랑핫도그|충무공동점||경상남도 진주시 사들로 83, 1층 106호(충무공동)
명랑핫도그|의령점||경상남도 의령군 의령읍 충익로 33
명랑핫도그|파주금촌로터리점||경기도 파주시 번영로 12(금촌동,1층일부,2층)
명랑핫도그|언양점||울산광역시 울주군 언양읍 동문길 82
명랑핫도그|창동역점||서울특별시 도봉구 노해로63길 78, 102호(창동)
명랑핫도그|반송점||부산광역시 해운대구 윗반송로51번길 84-20(반송동)
명랑핫도그|현풍테크노폴리스점||대구광역시 달성군 유가면 테크노상업로108,101호(테크노에이스타워)
명랑핫도그|계명대점||대구광역시 달서구 계대동문로3길 15(신당동)
명랑핫도그|마산산호점||경상남도 창원시 마산합포구 삼호로 57
명랑핫도그|화서숙지고점||경기도 수원시 팔달구 수성로 182번길 97-1, 1층(화서동)
명랑핫도그|포항지곡점||경상북도 포항시 남구 지곡로 253, 102동 1층 142호(지곡동)
명랑핫도그|상주점||경상북도 상주시 상산로 273(남성동)
명랑핫도그|목포북항점||전라남도 목포시 원산 중앙로 8-1,1층(산정동)
명랑핫도그|익산점||전라북도 익산시 고봉로30길 22, 1층(영등동, 107호)
명랑핫도그|계양구청점||인천광역시 계양구 계산새로 93, 104호(용종동, 밀레니엄프라자)
명랑핫도그|연산점||부산광역시 연제구 고분로23, 1층(연산동)
명랑핫도그|합천점||경상남도 합천군 합천읍 충효로 77-4
명랑핫도그|명일역점||서울특별시 강동구 양재대로1623, 1층(천호동)
명랑핫도그|토곡점||부산광역시 연제구 과정로 103(연산동)
명랑핫도그|진주신안점||경상남도 진주시 진양호로 290 가호 1층
명랑핫도그|이천로데오점||경기도 이천시 어재연로37번길 20,1층(창전동)
명랑핫도그|충주성서점||충청북도 충주시 성서7길 20 (성서동)
명랑핫도그|만덕점||부산광역시 북구 덕천로304번길3, 나동 101호(만덕동)
명랑핫도그|권선온수골점||경기도 수원시 권선구 동수원로 242번길 27, 102호(권선동)
명랑핫도그|일산백마학원가점||경기도 고양시 일산동구 일산로 202,1층 102호(마두동, 일성프라자)
명랑핫도그|포항문덕점||경상북도 포항시 남구 오천읍 원동로 47,1층
명랑핫도그|함양점||경상남도 함양군 함양읍 함양로 1137
명랑핫도그|수원역점||경기도 수원시 팔달구 매산로17,1층(매산로1가)
명랑핫도그|수원영통중앙점||경기도 수원시 영통구 청명남로21, 108-2(영통동, 아셈프라자)
명랑핫도그|광주경안점||경기도 광주시 경안로 17,1층(경안동)
명랑핫도그|창원상남주상가점||경상남도 창원시 성산구 원이대로 774,1층 132-2(상남동, 성원종합상가)
명랑핫도그|남해점||경상남도 남해군 남해읍 화전로63
명랑핫도그|인천청라점||인천광역시 서구 중봉대로612번길 10-20,108호(연희동,청라프라자)
명랑핫도그|장유젤미점||경상남도 김해시 번화1로 122, 1층 102호-1 (삼문동)
명랑핫도그|분당미금점||경기도 성남시 분당구 돌마로 90번길 4, 1동 1층 102호(구미동, 엘레강스프라자)
명랑핫도그|청주산남점||충청북도 청주시 서원구 산남로 63,1층(산남동)
명랑핫도그|휘경여고점||서울특별시 동대문구 한천로 242, 1층 105(전농동)
명랑핫도그|원주중앙점||강원도 원주시 중앙시장길 2-6,1층(중앙동)
명랑핫도그|전주아중||전라북도 전주시 덕진구 정언신로 93(인후동가,1층일부)
명랑핫도그|봉화산역점||서울특별시 중랑구 신내로 211 (신내동, 금강리빙스텔)
명랑핫도그|속초점||강원도 속초시 중앙시장로 6길 44, 1층(중앙동)
명랑핫도그|울산달동점||울산광역시 남구 신정로 15, 106동 104호(달동,지상1층)
명랑핫도그|전남대점||광주광역시 북구 우치로 90번길 7-8,1층(용봉동)
명랑핫도그|마석점||경기도 남양주시 화도읍 마석중앙로37번길 47, 104호(별나라타워)
명랑핫도그|광양중동점||전라남도 광양시 광장로 105, 3호(중동)
명랑핫도그|진주초전점||경상남도 진주시 초전북로 164, 1층(초전동)
명랑핫도그|밀양점||경상남도 밀양시 해천길 33
명랑핫도그|인천송도점||인천광역시 연수구 신송로 118번길 6,지상1층 102호(송도동, 풍림아이원아파트상가)
명랑핫도그|노량진점||서울특별시 동작구 노량진로 16길 10,1층(노량진동)
명랑핫도그|대구시지점||대구광역시 수성구 달구벌대로3218 (신매동)
명랑핫도그|원주단구점||강원도 원주시 남원로 534번길 32, 1층
명랑핫도그|노원점||서울특별시 노원구 동일로 1393, 108호(상계동, 일신프라자)
명랑핫도그|광주수완점||광주광역시 광산구 임방울대로 335, 1층 103호(수완동)
명랑핫도그|포항양덕점||경상북도 포항시 북구 법원로 157,1층 104호(양덕동)
명랑핫도그|구미구평점||경상북도 구미시 인동 36길 15, 1층 102호(구평동, 구평메디칼센터)
명랑핫도그|시흥능곡점||경기도 시흥시 능곡로 174, 101호(능곡동, 미래도프라자)
명랑핫도그|울산삼산점||울산광역시 남구 돋질로312번길 11 삼행빌딩
명랑핫도그|대연점||부산광역시 남구 진남로 10(대연동)
명랑핫도그|경성대2호점||부산광역시 남구 수영로 289,지하 1층 7호(대연동,대연맨션)
명랑핫도그|진해점||경상남도 창원시 진해구 진해대로 752,1층 106-10호(석동, 아리온시네마빌딩)
명랑핫도그|창원도계점||경상남도 창원시 의창구 도계로 67,1층 103호(도계동, 청학상가빌라)
명랑핫도그|명지오션시티점||부산광역시 강서구 명지오션시티4로 64, 104호(명지동, 명지메디컬프라자)
명랑핫도그|동성로2호점||대구광역시 중구 중앙대로 386
명랑핫도그|건대1호점||서울특별시 광진구 아차산로33길 63,1층(화양동)
명랑핫도그|진주상대점||경상남도 진주시 동진로 184(상대동, 1층일부)
명랑핫도그|진영점||경상남도 김해시 진영읍 김해대로 361번길8 105호(진영굿프라임2)
명랑핫도그|안산원곡점||경기도 안산시 단원구 원곡동 846번지 보성프라자
명랑핫도그|군포당동점||경기도 군포시 고산로 256, 1층 103호(당동, 금강프라자)
명랑핫도그|창원반림점||경상남도 창원시 성산구 원이대로 473번길 9,120호(반림동, 노블파크아파트)
명랑핫도그|침산점||대구광역시 북구 침산남로 96 ,110호(침산동, 포브스타워)
명랑핫도그|화곡역점||서울특별시 강서구 화곡로 196, 1층(화곡동)
명랑핫도그|서동점||부산광역시 금정구 서동로 152
명랑핫도그|대구성서점||대구광역시 달서구 성서로 414, 지상1층 114호(이곡동,성서롯데시네마)
명랑핫도그|구미인동점||경상북도 구미시 인동중앙로 37, 1층 101호(황상동)
명랑핫도그|구미옥계점||경상북도 구미시 옥계북로 27,108호 109호(옥계동, 삼구트리니엔)
명랑핫도그|강릉대학로점||강원도 강릉시 신대학길 22(금학동)
명랑핫도그|안산한양대역||경기도 안산시 상록구 광덕1로 370, 108호(이동, 코로스프라자)
명랑핫도그|천안쌍용점||충청남도 천안시 서북구 월봉로 87, 104호(쌍용동, 보석빌딩)
명랑핫도그|우장산역점||서울특별시 강서구 강서로 45길 14, 1층(내발산동, 1동)
명랑핫도그|하양점||경상북도 경산시 하양읍 하양로 74-1, 1층
명랑핫도그|울산상안점||울산광역시 북구 신답로 40, 1층 104-1호(상안동, 지팝프라자)
명랑핫도그|공업탑점||울산광역시 남구 삼산로 13,A동 1층(신정동)
명랑핫도그|부산역점||부산광역시 동구 중앙대로 215(초량동)
명랑핫도그|진주과기대점||경상남도 진주시 동진로 34번길 11,1층(칠암동)
명랑핫도그|방학역점||서울특별시 도봉구 마들로 657, 1층 106-1호(방학동,ESA상가)
명랑핫도그|인천동춘점||인천광역시 연수구 앵고개로 242, 1층 111호(동춘동, 제일빌딩)
명랑핫도그|목동점||서울특별시 양천구 목동서로 65, 111호(목동, 목동가든스위트)
명랑핫도그|신모라점||부산광역시 사상구 백양대로884, 상가동1층(모라동,우신모라아파트상가동)
명랑핫도그|대전노은점||대전광역시 유성구 노은로 158,1층 110호(지족동,그랜드타운)
명랑핫도그|동대신동점||부산광역시 서구 구덕로 330, 1층(동대신동3가)
명랑핫도그|일산라페스타점||경기도 고양시 일산동구 무궁화로 32-12 (장항동, 일산라페스타E, 130-2)
명랑핫도그|목포하당점||전라남도 목포시 장미로 36-1,1층(상동)
명랑핫도그|경주노동동점||경상북도 경주시 계림로 91-2, 1층(노동동)
명랑핫도그|광명사거리점||경기도 광명시 오리로 974, 1층 110호(광명동)
명랑핫도그|서면롯데점||부산광역시 부산진구 가야대로784번길 55
명랑핫도그|사직점||부산광역시 동래구 사직북로 20, 1층(사직동)
명랑핫도그|거창점||경상남도 거창군 거창읍 아림로 29
명랑핫도그|마산내서점||경상남도 창원시 마산회원구 내서읍 삼계4길 30,1층
명랑핫도그|삼천포점||경상남도 사천시 주공로20 (벌리동)
명랑핫도그|장유코아점||경상남도 김해시 능동로 155번길 6, 101호(부곡동 루비빌딩)
명랑핫도그|청주성안점||충청북도 청주시 상당구 성안로 13,1층 1002호(북문로1가, 씨유멀티플렉스)
명랑핫도그|창원상남점||경상남도 창원시 성산구 마디미로 21번길 7, 1층 102호(상남동, 프리존빌딩)
명랑핫도그|안산본오동점||경기도 안산시 상록구 샘골로 143, 1층 102호(본오동)
명랑핫도그|화정역점||경기도 고양시 덕양구 화정로 53-1, 109호(화정동, 글로리아프라자)
명랑핫도그|세종아름점||세종특별자치시 보듬3로 92 1층 121호(아름동, 해피라움2)
명랑핫도그|통영점||경상남도 통영시 원문로 12, 119호(북신동, 진우데파트)
명랑핫도그|해운대중동점||부산광역시 해운대구 중동1로 24,1층(중동)
명랑핫도그|마산중앙동점||경상남도 창원시 마산합포구 3·15대로 256
명랑핫도그|수원천천동점||경기도 수원시 장안구 만석로 19번길 35, 1층 102호(천천동, 수정프라자)
명랑핫도그|개금점||부산광역시 부산진구 엄광로 59
명랑핫도그|대구칠곡점||대구광역시 북구 동천로 24길 9, 1층 103호(동천동)
명랑핫도그|청주복대점||충청북도 청주시 흥덕구 대농로 42-19, 1층 103호(복대동, 라온빌딩)
명랑핫도그|인천부평점||인천광역시 부평구 시장로 27, 1층(부평동)
명랑핫도그|울산옥동점||울산광역시 남구 문수로 327번길 3, 1층(옥동)
명랑핫도그|아현역점||서울특별시 서대문구 북아현로 28, 1층 왼쪽 일부 (북아현동)
명랑핫도그|당리점||부산광역시 사하구 제석로 54(당리동)
명랑핫도그|포항대흥점||경상북도 포항시 북구 중앙상가3길 13-2, 1층(대흥동)
명랑핫도그|산청점||경상남도 산청군 산청읍 웅석봉로 23-3
명랑핫도그|울산범서점||울산광역시 울주군 범서읍 구영로 78,103호
명랑핫도그|진주하대점||경상남도 진주시 하대로 83,108호(하대동)
명랑핫도그|충북대점||충청북도 청주시 서원구 1순환로 672번길 64, 1층(사창동)
명랑핫도그|지사동점||부산광역시 강서구 과학산단 2로 20번길 44(지사동)
명랑핫도그|좌동점||부산광역시 해운대구 세실로64(좌동, 화목데파트상가 122호)
명랑핫도그|충장로점||광주광역시 동구 충장로 94-9, 1층 (충장로 1가)
명랑핫도그|일산후곡점||경기도 고양시 일산서구 일산로571, 1층 107호(일산동, 뉴시티프라자)
명랑핫도그|강서등촌점||서울특별시 강서구 공항대로 41길 51, 1층 111호(등촌동, 3동, 세신그린코아빌딩)
명랑핫도그|인천논현점||인천광역시 남동구 논고개로 121, 102호(논현동, 에스닷몰)
명랑핫도그|장유율하점||경상남도 김해시 율하3로 42, 1층 106호(율하동, 네오프라자)
명랑핫도그|안산선부점||경기도 안산시 단원구 선부광장북로 36, 120호(선부동)
명랑핫도그|부천중동현대점||경기도 부천시 석천로169번길 34, 파크리움 제 1층 제101호(중동)
명랑핫도그|남천점||부산 수영구 수영로 396 1층(남천동)
명랑핫도그|안양일번가점||경기도 안양시 만안구 안양로 304번길 31, 1층 102호(안양동, 동은빌딩)
명랑핫도그|마산합성2호점||경상남도 창원시 마산회원구 3·15대로 751 (합성동, 프라자호텔)
명랑핫도그|서창점||경상남도 양산시 서창로 160(삼호동)
명랑핫도그|시흥정왕점||경기도 시흥시 정왕동 1742-13
명랑핫도그|대전궁동점||대전광역시 유성구 궁동로 18번길 57, 지상 1층(궁동)
명랑핫도그|마산합성1호점||경상남도 창원시 마산회원구 3·15대로 751 |
명랑핫도그|마산경남대점||경상남도 창원시 마산합포구 월영동1길 6, 1층 6호(해운동)
명랑핫도그|수원병점점||경기도 화성시 효행로 1073, 107호(진안동, 거성프라자)
명랑핫도그|광명철산점||경기도 광명시 오리로 856번길 23, 1층 101호(철산동 명산빌딩)
명랑핫도그|강원대점||강원도 춘천시 서부대성로 245, 26,27 1층(효자동)
명랑핫도그|대전시청점||대전광역시 서구 둔산로 130, 1층 101호(둔산동, 대덕프라자)
명랑핫도그|고잔신도시점||경기도 안산시 단원구 광덕동로 91, 1층 110호(고잔동, 시티프라자)
명랑핫도그|진주대안점||경상남도 진주시 진양호로 527번길 14, 1층 가제123호(대인동)
명랑핫도그|김해삼계점||경상남도 김해시 삼계중앙로 31, 103호(상계동, 대흥빌딩 1층)
명랑핫도그|부산덕천점||부산광역시 북구 만덕대로 16번길 22, 1층(덕천동)
