ID|NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
NC0733|한솥도시락|창원팔용점|경상남도 창원시 의창구 팔용로 419|0552922589|7:00~21:00|128.61188960000004|35.2544167
NC0799|한솥도시락|진해우림필유점|경상남도 창원시 진해구 석동675 우림필유상가 601동103호|0555442204|8:00~21:00|128.6972682|35.1557856
NC0848|한솥도시락|진해그린빌상가점|경상남도 창원시 진해구 석동 663-2 신우그린빌상가 102호|0555410335|8:30~21:00|128.7081511|35.1538802
NC0905|한솥도시락|마산양덕메트로점|경상남도 창원시 마산회원구 양덕동 77-4|0552467850|8:00~21:00|128.5816723|35.2296114
NC0996|한솥도시락|마산호계점|경상남도 창원시 마산회원구 내서읍 호계본동로 11, 104호|0552322088|8:00~21:00|128.522023|35.261056
NC1002|한솥도시락|양산물금리점|경남 양산시 물금읍 물금리 868-7 (103호)|0553815185|8:00~20:30|128.9881651|35.3090958
NC0871|한솥도시락|양산범어리점|경상남도 양산시 물금읍 범어리 2712-14|0553890333|7:30~21:00|129.0151715|35.3297861
NC0827|한솥도시락|마산합성점|경상남도 창원시 마산회원구 합성동159-8　|0552515114|7:00~21:00|128.5852318|35.2414489
NC0922|한솥도시락|양산서창점|경상남도 양산시 삼호동 705-3|0559109880|8:30~21:00|129.1708592|35.4147383
NC0948|한솥도시락|김해서상점|경상남도 김해시 서상동 128-9|0553292002|7:00~21:00|128.8817686|35.2333269
NC1025|한솥도시락|양산석산리점|경남 양산시 동면 석산리 1452-7(101호)|0553630979|07:00~21:00|129.0256592|35.3165727
NC1027|한솥도시락|창원대방점|경상남도 창원시 성산구 가양로136번길 2|055-274-1233|07:00~21:00|128.70785231345712|35.20940811220989
NC1123|한솥도시락|마산삼계점|경상남도 창원시 마산회원구 내서읍 삼계로7, 101호|055-232-2089||128.5040908|35.2318772
NC1137|한솥도시락|창원NC파크점|경상남도 창원시 마산합포구 용마로 90|055-248-2285||126.97796919999996|37.566535
NC0125|한솥도시락|영남대학교원룸촌점|경상북도 경산시 조영동 573-9|0538184937|7:00~22:00|128.7528601|35.8404141
NC0089|한솥도시락|상주시청점|경상북도 상주시 남성동 115번지 한솥도시락 상주시청점|0545337060|9:00~20:00|128.1599152|36.4125474
NC0108|한솥도시락|경주충효점|경상북도 경주시 충효동 2991-11|0547746114|8:00~22:00|129.1860191|35.8427747
NC0131|한솥도시락|구미금오공대점|경상북도 구미시 거의동 456번지 블랙홀타운 나동(B) 101호|0544720615|08:00~21:00|128.3963568|36.1395713
NC0028|한솥도시락|경주황성공원앞점|경상북도 경주시 황성동  438-4번지|0547416114|7:00~22:00|129.2127727|35.8637625
NC0392|한솥도시락|김천삼락동점|경상북도 김천시 삼락 2동  856-26|0544378114|12:00~21:00|128.0766426|36.1382062
NC0401|한솥도시락|구미옥계점|경상북도 구미시 옥계동 286-1 상구트리니엔 108동 103호|0544727741|9:00~21:00|128.4202767|36.1387805
NC0565|한솥도시락|안동옥동점|경상북도 안동시 옥동 989-7 설광빌딩 1층 101-1호|0548538686|7:00~21:00|128.6986562|36.5661884
NC0538|한솥도시락|대구한의대점|경상북도 경산시 유곡동 293-1|0538173114|8:00~21:00|128.7760596|35.7979012
NC0413|한솥도시락|포항역점|경상북도 포항시 북구 대흥동 595-40|0542521888|9:00~20:00|129.3613015|36.0359104
NC0416|한솥도시락|왜관사거리점|경상북도 칠곡군 왜관읍 왜관리 293-13|0549718255|9:00~20:00|128.3995446|35.9881452
NC0636|한솥도시락|경일대점|경상북도 경산시 하양읍 부호리 254번지A동 1|0538516351|9:00~21:00|128.8004431|35.9037113
NC0641|한솥도시락|경주석장점|경상북도 경주시 석장동 846-8번지|0547051114|8:00~21:00|129.1907562|35.8614919
NC0664|한솥도시락|영남대후문점|경상북도 경산시 삼풍동 509-1번지|0538121411|8:00~21:00|128.7550199|35.8217386
NC0506|한솥도시락|구미인동삼성전자점|경상북도 구미시 진평동 1023-1 시네마월드 110호|0544717286|8:00~22:00|128.4177883|36.1071396
NC0700|한솥도시락|포항문덕점|경상북도 포항시 남구 오천읍 원리 980-2|0542919114|7:00~21:00|129.4032641|35.9654636
NC0680|한솥도시락|포항양덕점|경상북도 포항시 북구 양덕동 1696-3|0542313320|9:00~21:00|129.4016759|36.0821652
NC0784|한솥도시락|포항두호영일대점|경상북도 포항시 북구 두호동 1052-2|0542443001|9:00~21:00|129.3752146|36.0598445
NC0727|한솥도시락|포항이동점|경상북도 포항시 남구 이동 653-4 포스코아빌딩108호|0542855600|9:00~21:00|129.3396523|36.0284212
NC0647|한솥도시락|진량공단점|경상북도 경산시 진량읍 신상리 183-10|0538561230|8:00~21:00|128.8186257|35.8742894
NC0781|한솥도시락|구미북삼점|경상북도 칠곡군 북삼읍 인평리 1077-3|0549733950|8:00~22:00|128.3477874|36.0706217
NC0838|한솥도시락|문경문화의거리점|경상북도 문경시 점촌동 249-14|0545541114|7:00~21:00|128.1989675|36.5967426
NC0830|한솥도시락|경주동천동점|경상북도 경주시 동천동 888-9번지|0547772900|8:00~21:00|129.2294246|35.8501309
NC0824|한솥도시락|경산정평역점|경상북도 경산시 정평동 138-4 경산우방맨션 112동 상가2호|0538122114|7:00~21:00|128.7286327|35.8333613
NC0891|한솥도시락|신대부적지구점|경상북도 경산시 압량면 신대리 580 로하스 1층|0538021140|8:00~21:00|128.7655605|35.8398533
NC0882|한솥도시락|경주용강점|경상북도 경주시 용강동 1299-11|0547758282|8:00~21:00|129.229349|35.8767045
NC0930|한솥도시락|성주점|경북 성주군 성주읍 성주로 3216-1|0549319114|8:00~21:00|128.28568743680538|35.918382722917094
NC0897|한솥도시락|구미봉곡|경상북도 구미시 봉곡동 281-1|0544446114|8:00~21:00|128.3108561|36.1501952
NC0889|한솥도시락|포항효자동점|경북 포항시 남구 효자동 595-15|0542722555|9:00~21:00|129.3373258|36.0061122
NC0931|한솥도시락|안동중앙점|경상북도 안동시 삼산동 91-1|0548550000|8:00~21:00|128.7320779|36.5659114
NC0834|한솥도시락|경산사동점|경상북도 경산시 사동 41번지 106호|0538177891|7:00~21:00|128.7544381|35.8110698
NC0957|한솥도시락|예천점|경북 예천군 예천읍 군청앞길 13|0546533332|7:00~21:00|128.453632|36.656173
NC0961|한솥도시락|포항창포동점|경상북도 포항시 북구 창포동 640-1|0542569114|7:00~21:00|129.370938|36.064622
NC0964|한솥도시락|울진북면점|경북 울진군 북면 부구리 146-14 한솥도시락 울진북면점|0547831019|7:00~21:00|129.373104|37.10138
NC0968|한솥도시락|고령점|경북 고령군 대가야읍 중앙로 12-1|0549564448|7:00~21:00|128.2692|35.729557
NC0859|한솥도시락|경북전문대점|경상북도 영주시 휴천동 642-176|0546351116|7:00~21:00|128.6165985|36.8080984
NC0867|한솥도시락|구미형곡점|경상북도 구미시 형곡동 286-7|0544560564|8:00~21:00|128.3330531|36.1080309
NC0938|한솥도시락|김천혁신도시점|경북 김천시 율곡동 772 한신휴플러스 상가 106호|0544307773|8:00~21:00|128.18731644504396|36.12092310135197
NC0945|한솥도시락|의성점|경상북도 의성군 의성읍 후죽리 575-2 |0548345353|8:00~20:30|128.6969764|36.3514369
NC0949|한솥도시락|경주터미널점|경상북도 경주시 노서동 181-6|0547776776|8:00~21:00|129.2030776|35.8398917
NC0908|한솥도시락|경주금장점|경상북도 경주시 현곡면 금장8리 439번지 세정스위츠리버아파트 상가 1동 1층 105호|0547770037|8:00~21:00|129.2023949|35.8664403
NC0909|한솥도시락|문경시청점|경상북도 문경시 모전동 864-5 브리티쉬 오피스텔 102호 |0545520118|7:00~21:30|128.1886579|36.5861683
NC1013|한솥도시락|대구대점|경북 경산시 진량읍 내리리 108-5|0538540056|8:00~21:00|128.849168|35.8967414
NC1038|한솥도시락|영주가흥신도시점|대동로 22|054-632-0340|07:00~21:00|128.60495036443479|36.81489792545592
NC1070|한솥도시락|예천신도시점|경북 예천군 호명면 산합리 1398번지 경북도청신도시우방아이유쉘센트럴 제상가동 109호|054-988-9987||128.4932261550781|36.57865018342213
NC1084|한솥도시락|구미확장단지점|경상북도 구미시 산동면 신당2로 23|054-474-3430||128.4375264729324|36.155460471447036
NC1099|한솥도시락|대구가톨릭대점|경북 경산시 하양읍 하양로 13-13 대구카톨릭대학교 기숙사식당 1층 107호|053-854-1700|(평일)08:00~21:00 (주말) 08:00~21:00|128.80777899999998|35.91215520000001
NC1116|한솥도시락|포항초곡점|북구 흥해읍 초곡지구로58번길 38-6 1층|054-262-8844|(평일)08:00~21:00 (주말) 08:00~21:00|129.3401935435669|36.09553326619377
NC1119|한솥도시락|청도읍내점|청도읍 청화로 150-1|054-371-0801||128.7422412|35.6439024
NC1121|한솥도시락|상주경북대점|가장동 경북대학교 상주캠퍼스 745|054-531-1418||128.1436297|36.3774595
NC1135|한솥도시락|경산펜타힐즈점|펜타힐즈2로 37|053-812-3114||128.7206228|35.82689
NC0008|한솥도시락|조선대점|광주광역시 동구 지산1동 473-8|0622341000|8:00~20:00|126.9299415|35.144516
NC0087|한솥도시락|전남대점|광주광역시 북구 용봉동 300번지 학생생활관 1층|0624605000|8:00~20:00|126.9085677|35.1746986
NC0137|한솥도시락|광주대점|광주광역시 남구 진월동 569번지|0626741006|9:00~21:00|126.8973246|35.108714
NC0570|한솥도시락|서영대점|광주광역시 북구 운암동 885-35번지|0625246078|7:00~21:00|126.8708311|35.1768263
NC0496|한솥도시락|광주금호점|광주광역시 서구 금호동 765-15번지|0623851116|9:00~21:00|126.8594807|35.1346971
NC0627|한솥도시락|광주호남대점|광주광역시 광산구 선암동 786|0629424111|9:00~21:00|126.7687308|35.1490058
NC0785|한솥도시락|광주쌍촌점|광주광역시 서구 쌍촌동 1348|0626525555|8:00~21:00|126.8634338|35.1602062
NC0789|한솥도시락|광주남부대점|광주광역시 광산구 월계동 849-6 1층|0629713699|7:00~21:00|126.8396895|35.2090141
NC0721|한솥도시락|광주금남로점|광주광역시 동구 대의동 82-3번지|0622255577|9:00~21:00|126.9187555|35.148937
NC0768|한솥도시락|염주사거리점|광주광역시 서구 화정동 825-9|0623762666|9:00~21:00|126.8754213|35.1428619
NC0837|한솥도시락|광주치평점|광주광역시 서구 치평동 1177-3 상무골든사우나 1-107호|0623750080|7:00~21:00|126.8477906|35.1487039
NC0761|한솥도시락|첨단월계점|광주광역시 광산구 월계동 758-8 가산아파트상가 101호|0629732111|9:00~21:00|126.8383893|35.218802
NC0770|한솥도시락|광주보건대정문점|광주광역시 광산구 신창동 1031-32|0629511166|9:00~21:00|126.8460614|35.1925828
NC0822|한솥도시락|첨단2지구점|광주광역시 북구 신용동 731번지 와이타워 107호|0625723233|9:00~21:00|126.8628859|35.2065557
NC0693|한솥도시락|광주수완점|광주광역시 광산구 수완동 1083번지|0629596777|7:00~21:00|126.8250609|35.191034
NC0754|한솥도시락|전남대후문점|광주광역시 북구 용봉동 152-3번지|0622638114|9:00~21:00|126.9126991|35.1772118
NC0805|한솥도시락|광주양림점|광주광역시 남구 양림동 373|0624627100|9:00~21:00|126.9140219|35.1379726
NC1017|한솥도시락|광주조선대정문점|광주 동구 서석동 466-1|0622332111|7:00~21:00|126.9252299|35.1440503
NC1051|한솥도시락|광주장덕점|광주광역시 광산구 장덕로 48|062-959-7147 ||126.81497146951983|35.19473708379344
NC1065|한솥도시락|광주하남점|사암로 215번길 16|062-454-8989||126.80828501296696|35.16390382006818
NC1068|한솥도시락|광주운암경신점|광주광역시 북구 운암동 397-32|062-514-4525||126.88875389999998|35.17245279999999
NC1108|한솥도시락|광주봉선점|제석로 80번길 47|062-416-5949|(평일)07:00~21:00 (주말)07:00~21:00|126.91143310000007|35.1210173
NC1141|한솥도시락|광주말바우사거리점|서방로 88|062-449-5509||126.9220092|35.170993
NC0105|한솥도시락|대곡지구점|대구광역시 달서구 도원동 1436번지 대방 골든 프라자 제상가 B동1층102호|0536376114|9:00~21:00|128.5360686|35.8076146
NC0020|한솥도시락|경북대정문점|대구광역시 동구 신암동 705-41번지|0533581446|9:00~21:00|128.61468209999998|35.8849356
NC0170|한솥도시락|칠곡3지구점|대구광역시 북구 구암동 765-2번지 동재빌딩 106호 |0537216400|8:00~22:00|128.5642565|35.9437437
NC0171|한솥도시락|대구두류역점|대구광역시 서구 내당동 465-7번지|0535730112|7:00~22:00|128.5537333|35.8568084
NC0098|한솥도시락|대구역점|대구광역시 중구 북성로 1가 90|0534267363|9:00~21:00|128.595382|35.8742081
NC0036|한솥도시락|대구지산점|대구광역시 수성구 지산동  1276-5  지산메디지오 1층 103호|0537831008|8:00~21:00|128.6383097|35.8224027
NC0288|한솥도시락|경북대북문점|대구광역시 북구 산격동 1393-25|0539543944|8:00~21:00|128.60875299999998|35.892845
NC0391|한솥도시락|대구계명대동문점|대구광역시 달서구 신당동 1721-5|0535841114|8:00~21:30|128.4929157|35.8563241
NC0317|한솥도시락|칠곡보건대점|대구광역시 북구 태전동 964-5|0533229114|8:00~21:00|128.5446062|35.9276407
NC0347|한솥도시락|대구상인점|대구광역시 달서구 상인동 1514  현대상가 104-107|0536397766|9:00~21:00|128.540568|35.8172016
NC0243|한솥도시락|계명대정문점|대구광역시 달서구 호산동 352-17|0535939936|8:00~21:30|128.4845614|35.8519679
NC0349|한솥도시락|대구중앙로역점|대구광역시 중구 남일동  56-5|0532957914|8:00~22:00|128.5936263|35.870193
NC0250|한솥도시락|영대네거리점|대구광역시 남구 대명5동 30-1번지|0536516114|7:00~21:00|128.5902247|35.8474772
NC0443|한솥도시락|복현원룸촌점|대구광역시 북구 복현동 426-10번지|0533234534|8:00~21:00|128.6172589|35.8952912
NC0437|한솥도시락|성서이곡|대구광역시 달서구 이곡동 1248-5|0535848884|8:00~21:00|128.5113851|35.8550433
NC0467|한솥도시락|매천휴먼시아점|대구광역시 북구 태전동 1124번지 104호|0533147114|8:00~21:00|128.5468749|35.912834
NC0344|한솥도시락|수성대점|대구광역시 수성구 만촌3동 852-23번지|0537548115|10:00~21:00|128.6497206|35.8557282
NC0444|한솥도시락|시지매호점|대구광역시 수성구 매호동 1344-19번지|0537948467|8:00~21:00|128.7049721|35.8415519
NC0403|한솥도시락|산격대우아파트점|대구광역시 북구 산격동 500-1번지 201동 102호|0539430027|7:00~21:00|128.6110316|35.9005208
NC0405|한솥도시락|영진전문대정문점|대구광역시 북구 복현 2동  249-2|0539519891|9:00~21:00|128.624609|35.8952376
NC0521|한솥도시락|율하지구점|대구광역시 동구 율하동 1433 느티타워 101호|0539640154|8:00~22:00|128.6977955|35.8630889
NC0553|한솥도시락|대구경대병원후문점|대구광역시 중구 삼덕동2가 213-6|0532573236|8:00~21:00|128.602935|35.8653043
NC0584|한솥도시락|신월성점|대구광역시 달서구 월성동 1269-3 신흥빌딩 1층|0537160114|8:00~20:00|128.528938|35.8219011
NC0566|한솥도시락|대구서변점|대구광역시 북구 서변동 1787 대성골든프라자 2차 1층 103호|0539557890|9:00~21:00|128.5988232|35.9208351
NC0504|한솥도시락|죽곡1지구점|대구광역시 달성군 다사읍 매곡리 1549번지|0535939114|7:00~21:00|128.4667505|35.8578185
NC0507|한솥도시락|칠곡동천점|대구광역시 북구 동천동 934-2|0533120522|8:00~22:00|128.5587438|35.9367113
NC0593|한솥도시락|범어태왕점|대구광역시 수성구 범어동 614-3 태왕유성하이빌 205동 110호|0537100117|9:00~22:00|128.626046|35.8529265
NC0658|한솥도시락|대구대곡역점|대구광역시 달성군 화원읍 구라리 1735-15|0536386114|8:00~21:30|128.5108477|35.8090141
NC0602|한솥도시락|칠곡2지구점|대구광역시 북구 구암동 650-1번지 103호|0533234009|7:00~21:00|128.5570896|35.9314667
NC0588|한솥도시락|대구동호지구점|대구광역시 동구 동호동 375-4 동호월드타운 105호|0537100123|7:30~21:30|128.7244358|35.8661218
NC0654|한솥도시락|내당삼익뉴타운점|대구광역시 서구 중리동 117-10번지|0535732114|8:00~21:00|128.5499233|35.8628158
NC0670|한솥도시락|영남이공대학정문점|대구광역시 남구 대명동 1725-8|0536212085|8:00~21:00|128.5798829|35.8475959
NC0676|한솥도시락|명덕네거리점|대구광역시 중구 남산동 2110-5|0534271114|8:00~22:00|128.5906023|35.8575388
NC0610|한솥도시락|칠곡관음점|대구광역시 북구 관음동 1386-14 2호|0533128855|8:00~21:00|128.5487768|35.9367767
NC0612|한솥도시락|대구용산점|대구광역시 달서구 용산동 932-6번지|0537109111|8:00~21:30|128.530869|35.8580439
NC0715|한솥도시락|대구서부점|대구광역시 달서구 송현2동 1043-1|0536238285|7:00~21:00|128.5566402|35.8372375
NC0925|한솥도시락|대구로데오점|대구광역시 중구 동성로3길 15|0532552117|8:00~22:00|128.5972565|35.8661689
NC0851|한솥도시락|이시아폴리스점|대구광역시 동구 봉무동1539-4번지|0537528295|8:00~21:00|128.6407924|35.9223842
NC0772|한솥도시락|대구YMCA점|대구광역시 중구 중앙대로 375 1층|0532525767|7:00~21:00|128.5931361|35.8666542
NC0951|한솥도시락|2.28공원점|대구광역시 중구 동성로2길 83|0534288776|8:00~22:30|128.59699869999997|35.869724
NC0939|한솥도시락|대구침산점|대구광역시 북구 침산동 338-7|0533515949|7:00~21:00|128.5901516|35.8915578
NC0835|한솥도시락|구지산업단지점|대구광역시 달서구 구지면 응암리 1190-3번지|0536111004||128.4167767|35.6560002
NC0950|한솥도시락|월배이타운점|대구광역시 달서구 대천동 511-3 월배이타운 109호|0536350765|7:00~21:00|128.52119|35.8187948
NC0965|한솥도시락|대구장기점|대구광역시 달서구 장기동 535 협성휴포레 102동 111호|0532643030|7:00~21:00|128.532696|35.843955
NC0971|한솥도시락|대구혁신도시점|대구광역시 동구 각산동 1080번지 1층 106호|0539640234|7:00~21:00|128.7144957|35.8785056
NC0976|한솥도시락|신평리네거리점|대구광역시 서구 평리동 1371-1번지|0535658224|7:00~21:00|128.555269|35.870228
NC0986|한솥도시락|대구화원점|대구광역시 달성군 화원읍 비슬로 2582,1층 8호|0536357979|8:00~21:00|128.499366|35.803553
NC0914|한솥도시락|대구현풍점|대구시 달성군 현풍면 부리 433-2|0536177770|7:00~21:00|128.4448905|35.6966458
NC0890|한솥도시락|진천역점|대구광역시 달서구 진천동 508 대성스카이렉스 401동 121호|0536342114|7:00~22:00|128.5235998|35.81324
NC0919|한솥도시락|대구월성점|대구시 달서구 월성동 1540-2 원더풀스파랜드 119호|0532685454|8:00~21:00|128.5241105|35.8243628
NC1019|한솥도시락|남산그린타운점|대구 중구 달구벌대로 1950|0534243342|07:00 ~ 21:00|128.57731230000002|35.8622582
NC1028|한솥도시락|테크노폴리스봉리점|대구 달성군 유가면 테크노상업로 112,1층 103호|053-611-5852|07:30 ~ 22:00|128.4619972635071|35.6933455925257
NC1034|한솥도시락|대구이월드점|두류공원로 200|053-625-0235|10:00~21:00|128.56702158891608|35.85006808986637
NC1041|한솥도시락|대구북부정류장점|서대구로 306|053-352-7778|07:00~21:00|128.55735639087675|35.88498103585463
NC1071|한솥도시락|대구수성구청역점|대구시 수성구 범어동 198-6번지 |053-754-1993||128.63552930000003|35.8585303
NC1080|한솥도시락|영대병원남문점|대구광역시 남구 대명동 137-10|053-202-2131||128.5862968|35.845159
NC1128|한솥도시락|대구감삼역점|대구광역시 달서구 달구벌대로 1666, 제1동 1층 112호|053-657-5114 ||128.5485213|35.8541856
NC1136|한솥도시락|대구방촌점|주소 대구 동구 동촌로 245|053-981-9360||128.6670681|35.8810355
NC0088|한솥도시락|대전대점|대전광역시 동구 용운동 174-15|0422834723|9:00~20:00|127.4607848|36.3312719
NC0052|한솥도시락|우송대점|대전광역시 동구 자양동261-12|0426354982|9:00~21:00|127.4452451|36.3344105
NC0142|한솥도시락|둔산법원앞점|대전광역시 서구 둔산동 1457 현대 아이텔상가 1층 110호|0424860110|8:30~20:00|127.3886337|36.3515913
NC0154|한솥도시락|보건대사거리점|대전광역시 동구 가양2동 88-1 조일상가|0426280668|8:00~21:00|127.4520823|36.3490481
NC0133|한솥도시락|충남대과기대점|대전광역시 유성구 궁동 404-3|0428257785~6|7:00~21:00|127.3519491|36.3626685
NC0628|한솥도시락|대전가오점|대전광역시 동구 가오동 604번지 105호|0422853200|9:00~21:00|127.4561339|36.3070573
NC0682|한솥도시락|대전탄방타워렉스점|대전광역시 서구 문정로 96 1층 106호|0424831142|(평일)08:00~21:30 (주말) 08:00~21:30|127.3899036|36.3464293
NC0883|한솥도시락|유성푸르지오|대전광역시 유성구 봉명동 536-5 푸르지오시티 116호|0428256004|7:00~21:00|127.3433791|36.356138
NC0941|한솥도시락|대전갈마점|대전광역시 서구 갈마동 361-6번지|0425358028|8:00~21:00|127.369635|36.346832
NC0849|한솥도시락|관저느리울점|대전광역시 서구 관저동 1403번지 102호|0425442886|8:30~21:00|127.3409997|36.2982816
NC0843|한솥도시락|대전장대점|대전광역시 유성구 장대동 353-4번지 영일빌딩 1층|0428226089|9:00~21:00|127.3373952|36.3614897
NC0887|한솥도시락|신탄진공단점|대전광역시 대덕구 신일동 1684-10번지 113호|0429347737|9:00~21:00|127.4052275|36.4448096
NC0755|한솥도시락|배재대앞점|대전광역시 서구 도마동 25-1|0425322238|9:00~20:00|127.3705122|36.3235364
NC0762|한솥도시락|혜천대후문점|대전광역시 서구 복수동 544번지|0425854800|8:00~21:00|127.3737789|36.2996638
NC0751|한솥도시락|둔산미라클점|대전광역시 서구 둔산동 1169번지 미라클빌딩 107호|0424882028|9:30~21:00|127.3797273|36.3510562
NC0731|한솥도시락|노은2지구점|대전광역시 유성구 반석동 639-2 반석프라자 103호|0428230090|8:00~21:00|127.3124747|36.3913787
NC0743|한솥도시락|서대전사거리역점|대전광역시 중구 오류동 151-1번지|0425273400|8:00~21:00|127.4111493|36.3232554
NC0975|한솥도시락|대전침례신학대점|대전광역시 유성구 하기동 532-22|0428243394|7:00~21:00|127.323555|36.386979
NC0808|한솥도시락|한남대후문앞점|대전광역시 대덕구 오정동 175-10|0426272612|8:00~20:00|127.42518|36.3520083
NC0854|한솥도시락|용문역3번출구점|대전광역시 서구 용문동 594-8|0425356661|7:30~21:00|127.3922597|36.3378496
NC0935|한솥도시락|대전대서문점|대전광역시 동구 대학로 78-1|0422861114|8:00~20:00|127.457081|36.33738
NC0866|한솥도시락|대전목동점|대전광역시 중구 중촌동 409-21|0422226661|8:30~21:00|127.4127708|36.3351933
NC0969|한솥도시락|충남대후문점|대전시 유성구 궁동 395-14|0428254590|7:00~21:00|127.3477768|36.3629304
NC0884|한솥도시락|은행중앙로점|대전광역시 중구 은행동 126-9 오성타워 1층|0422556007|8:00~21:00|127.4248722|36.329822
NC1022|한솥도시락|대전동산고옆점|대전광역시 중구 문화로 179, 1층|0425860530|07:00~21:00|127.4050142|36.3147372
NC1018|한솥도시락|대전도룡점|대전광역시 유성구 대덕대로 594|0428641134|07:00 ~ 21:00|127.37901779999993|36.38588519999999
NC1076|한솥도시락|대전비래점|대전광역시 대덕구 비래동 140-1|042-621-2224||127.44996519999995|36.3551509
NC1087|한솥도시락|대전원내점|대전시 유성구 원내동 320-6번지 원내코아 1층 102호|042-541-8225||127.31982600000003|36.299634
NC1130|한솥도시락|대전월평점|대전광역시 서구 월평동 262번지 둔산프라자 1층|042-484-1005||127.3768819933014|36.36124775672093
NC0099|한솥도시락|부산동아대|부산광역시 사하구 하단동 800-11|0512046803~4|7:00~21:00|128.9639733|35.1133601
NC0113|한솥도시락|춘해(서면학원가점)|부산광역시 부산진구 전포동 692-3|0518063775|8:00~21:00|129.0627321|35.15363
NC0136|한솥도시락|동서대점|부산광역시 사상구 주례동  166-50|0513114008|8:00~20:00|129.0101524|35.1468541
NC0043|한솥도시락|부경대점|부산광역시 남구 대연 3동 539-15|0516211928|8:00~21:00|129.1008922|35.1329997
NC0024|한솥도시락|동서대점|부산광역시 사상구 주례동 92-430번지|0513110856|9:00~21:00|129.0101524|35.1468541
NC0082|한솥도시락|대연사거리점|부산광역시 남구 대연동 1741-17 한울빌딩 1층 |0516263434|8:00~21:00|129.0931728|35.1353696
NC0149|한솥도시락|화명신시가지점|부산광역시 북구 화명동 2275-3 메트로프라자 106호|0513371202|8:00~20:00|129.0104753|35.234669
NC0150|한솥도시락|덕천로타리점|부산광역시 북구 덕천동 399-1  덕천빌딩 1층|0513331018|8:00~21:00|129.0054688|35.2107097
NC0179|한솥도시락|중앙동2가점|부산광역시 중구 중앙동 2가 49-26|0512466668|8:00~21:00|129.0351843|35.1027086
NC0197|한솥도시락|구덕운동장점|부산광역시 서구 서대신 2가 35번지|0512422381|9:00~21:00|129.01667|35.1119423
NC0214|한솥도시락|범냇골로타리점|부산광역시 부산진구 범천동 877-1번지|0516376400|8:00~21:00|129.0589805|35.1467436
NC0239|한솥도시락|보수사거리점|부산광역시 중구 보수동 1가  99-30|0512413838|7:00~21:00|129.0257038|35.1032803
NC0398|한솥도시락|삼성여고삼거리점|부산광역시 사하구 감천동 661-1|0517141170|8:00~21:00|128.9974899|35.0906456
NC0543|한솥도시락|센텀벡스코앞점|부산광역시 해운대구 센텀2로 19 센텀코아빌딩 101호|0517910101|7:00~21:00|129.13257|35.1674248
NC0431|한솥도시락|부산대북문점|부산광역시 금정구 장전동 금강로 279번길 81-14|0517151100|8:30~21:00|129.0831512|35.235911
NC0579|한솥도시락|동아대부민캠퍼스점|부산광역시 서구 부민동2가 10-13번지 태영빌딩 1층|0512560808|9:00~21:00|129.019522|35.1031892
NC0462|한솥도시락|영도남항점|부산광역시 영도구 영선2가 58-3|0517111114|8:00~21:00|129.0419134|35.0880682
NC0424|한솥도시락|부산대점|부산광역시 금정구 장전동 401-21|0515130685|7:00~21:00|129.084474|35.2319686
NC0432|한솥도시락|부산어린이대공원점|부산광역시 부산진구 초읍동 291-1번지|0517150210|8:00~21:00|129.0472646|35.1818421
NC0601|한솥도시락|부곡롯데마트앞점|부산광역시 금정구 부곡동 63-11 SK아파트 상가동 1층 105호|0515171800|8:00~21:00|129.0914904|35.2404156
NC0451|한솥도시락|부산대역앞점|부산광역시 금정구 부곡동 268-2 푸르지오상가101동 102호|0517151113|8:00~21:00|129.0902819|35.2295576
NC0590|한솥도시락|부전역점|부산광역시 부산진구 전포동 878-6|0517911234|7:00~20:00|129.0624538|35.1612192
NC0626|한솥도시락|용호사거리점|부산광역시 남구 용호동 395-15|0516263136|9:00~21:00|129.11152330000004|35.11961929999999
NC0516|한솥도시락|안락동한전앞점|부산광역시 동래구 안락동 248번지|0517100777|8:30~21:00|129.1055068|35.196125
NC0586|한솥도시락|장림나산리버빌점|부산광역시 사하구 장림동 321-28 나산리버빌상가 113호|0517110075|8:00~21:00|128.9711746|35.0808993
NC0439|한솥도시락|센텀SH밸리점|부산광역시 해운대구 우동 1474 센텀SH밸리 105호|0517911114|7:30~20:00|129.130973|35.1724689
NC0600|한솥도시락|사직운동장점|부산광역시 동래구 사직동 93-31|0515031202|8:00~21:00|129.06095|35.1966724
NC0635|한솥도시락|명장역점|부산광역시 동래구 명장동 62-2|0515295512|8:00~21:00|129.1015304|35.2043819
NC0753|한솥도시락|부산역앞점|부산광역시 동구 중앙대로 197|0514682626|(평일) 07:00~21:00   (주말) 07:00~21:00|129.0392578|35.1151815
NC0780|한솥도시락|다대삼환아파트앞점|부산광역시 사하구 다대동 36번지|0512624193　|8:00~21:00|128.9804568|35.0640842
NC0790|한솥도시락|사하구청점|부산광역시 사하구 낙동대로 390(당리동)|0512073888　|8:00~21:00|128.9754598|35.1032289
NC0794|한솥도시락|동래전화국옆점|부산광역시 동래구 명륜로 112번지 4(명륜동)|0515568351|7:00~21:00|129.0832456|35.2035753
NC0800|한솥도시락|부산기장동부점|부산광역시 기장군 기장읍 동부리 151-10|0517238889　|9:00~21:00|129.2167287|35.248252
