NAME|BRANCH|ADDR|TELL|XCORD|YCORD
국수나무|울산일산점|울산 동구 방어진순환도로 655-1 (일산동) 1층|052-251-8294|129.4283166|35.500352|
국수나무|포항양덕점|경북 포항시 북구 양덕로 37 (양덕동)|054-255-2577|129.4016904|36.0821359|
국수나무|경남삼천포점|경남 사천시 신항로 80 (향촌동) 1층|055-835-4726|128.085966|34.9348219|
국수나무|진주가좌점|경남 진주시 진주대로 522 (가좌동, U CITY 빌딩) 유시티빌딩102호|055-762-9439|128.1063773|35.1531996|
국수나무|창원남양점|경남 창원시 성산구 대정로 99 (남양동, 성원2차아파트)  성원2차아파트 운동시설동 105호|055-286-0580|128.7021317|35.2127497|
국수나무|울산매곡점|울산 북구 매곡1로 46 (매곡동) 대우프라자 110호|052-291-2220|129.3512621|35.6447664|
국수나무|포항우현점|경북 포항시 북구 우창동로 70 (우현동, 테라스31) 108호|054-232-9071|129.3670255|36.0564262|
국수나무|대구침산점|대구 북구 침산로 153 (침산동, 명성푸르지오) 명성푸르지오상가  1층 B2호|053-354-7500|128.5901516|35.8893813|
국수나무|양산물금점|경남 양산시 물금읍 범어로 70 (범어리)|055-381-9980|129.0148632|35.3282734|
국수나무|현동신도시점|경남 창원시 마산합포구 현동7길 28 (현동) 현동주상가  207호|055-224-5885|128.5570053|35.1484451|
국수나무|구미구평점|경북 구미시 인동38길 15-16 (구평동)|054-476-0401|128.4335334|36.0922647|
국수나무|양산증산점|경남 양산시 물금읍 새실로 159 (가촌리, 나래메트로시티) 1층 119호|055-383-3877|128.9947196|35.3182418|
국수나무|울산굴화점|울산 울주군 범서읍 장검길 77 (굴화리) 102호|052-221-6277|129.2515913|35.5523603|
국수나무|김해내외점|경남 김해시 함박로101번길 23 (외동, 대동아파트) 대동한마음타운주상가 111-117|055-326-7702|128.8650044|35.2325566|
국수나무|구미도량점|경북 구미시 도봉로 76-55 (도량동, 번개시장) B동 A-110호|054-456-7114|128.3166229|36.1394743|
국수나무|마산진동점|경남 창원시 마산합포구 진동면 신서촌로 20 (진동리) 101호|055-271-0059|128.4874003|35.1188942|
국수나무|부산반여동점|부산 해운대구 선수촌로 62 (반여동, 비디오까페) 1층|051-522-4579|129.1189303|35.1991854|
국수나무|울산방어점|울산 동구 문현로 46-1 (방어동) 1층|052-232-9633|129.4128909|35.4843751|
국수나무|밀양내일점|경남 밀양시 석정로 29-1 (내일동)|055-351-3979|128.7512517|35.4925149|
국수나무|경주용강점|경북 경주시 소금강로41번길 2 (용강동)|054-775-7772|129.2250177|35.8599435|
국수나무|창원감계점|경남 창원시 의창구 북면 감계로110번길 59-3 (감계리) 1층|055-296-0111|128.5967609|35.3013463|
국수나무|경주용황지구점|경북 경주시 용황로 87 (용강동) 벽진상가 1층|054-749-8893|129.2280532|35.8832971|
국수나무|울산상안점|울산 북구 신답로 40 (상안동, 지팝프라자) 지팝프라자115호,116호|052-295-1239|129.3435889|35.6293735|
국수나무|제주서귀포점|제주특별자치도 서귀포시 동홍남로 54 (동홍동)|064-762-5050|126.5740657|33.2567793|
국수나무|경남하동점|경남 하동군 하동읍 중앙로 13 (읍내리, 삼성의료)|055-883-9485|127.7510805|35.0702697|
국수나무|김해율하점|경남 김해시 율하2로 76-1 (율하동)|055-323-1522|128.6918387|35.8666447|
국수나무|창원합성점|경남 창원시 마산회원구 합성남8길 11 (합성동)|055-255-9646|128.5854717|35.2379299|
국수나무|포항법원점|경북 포항시 북구 장량중앙로 50 (양덕동) 정원상가101호|054-255-5880|129.3852292|36.0896876|
국수나무|대구상인점|대구 달서구 상인서로 103-6 (상인동, 리젠트프라자) 113호|053-643-5868|128.5395945|35.8184011|
국수나무|창원삼계점|경남 창원시 마산회원구 내서읍 삼계로 45 (삼계리)|055-293-9766|128.4997555|35.2315057|
국수나무|대구월성점|대구 달서구 조암로 41 (월성동)|053-643-3330|128.5258041|35.8243327|
국수나무|부산구서점|부산 금정구 구서로 29 (구서동)|051-703-5050|129.0878867|35.2467121|
국수나무|부산재송점|부산 해운대구 해운대로76번길 45 (재송동)  지상1층|051-783-9994|129.1178629|35.1898066|
국수나무|진주칠암점|경남 진주시 동진로34번길 8 (칠암동, 칠암빌라) 104호|055-762-5940|128.0948512|35.1783286|
국수나무|경남산청원지점|경남 산청군 신안면 원지로 22-1 (하정리)|055-974-7200|127.9749208|35.3017568|
국수나무|구미비산점|경북 구미시 신비로 112 (비산동) 1층|054-464-9112|128.3742548|36.1207929|
국수나무|부산국제신도시점|부산 강서구 명지국제8로 254 (명지동)  108호(시온플라자1동)|051-203-6277|128.920399|35.0967042|
국수나무|창원양덕점|경남 창원시 마산회원구 산호천동길 108 (양덕동)|055-292-5335|128.5822044|35.2299745|
국수나무|통영죽림점|경남 통영시 광도면 죽림1로 17-19 (죽림리, 통영워터피아)  1층 106호(통영워터피아)|055-641-2898|128.4149216|34.8782961|
국수나무|금호사수점|대구 북구 한강로6길 14 (사수동) 103호|053-311-9104|128.5127602|35.9012052|
국수나무|부산기장점|부산 기장군 기장읍 차성동로 113 (동부리, BBQ 치킨)|051-722-1067|129.2166475|35.2479026|
국수나무|경남진해점|경남 창원시 진해구 진해대로 757 (석동, 화남빌딩) 화남빌딩1층107호|055-552-0580|128.6984476|35.1595994|
국수나무|부산다대점|부산 사하구 다대낙조2길 85 (다대동) 케이프포인트 1층 108호|051-262-3356|128.9652665|35.0507344|
국수나무|울산전하점|울산 동구 진성14길 118 (전하동) 105호|052-252-4032|129.4262141|35.5109067|
국수나무|포항이동점|경북 포항시 남구 대이로 105 (대잠동, 아이코아) 101호|054-285-6415|129.3407048|36.0244982|
국수나무|김천혁신점|경북 김천시 혁신3로 5 (율곡동, 율곡스퀘어Ⅲ) 111호|054-434-3360|128.182886|36.116502|
국수나무|양산서창점|경남 양산시 삼호2길 36 (삼호동) 1층|055-363-0996|129.1681303|35.4131151|
국수나무|통영무전점|경남 통영시 무전대로 8 (무전동, 다성빌딩) 102호|055-646-8284|128.4215954|34.8602671|
국수나무|거제중곡점|경남 거제시 중곡로7길 8 (고현동) 1층|055-633-0344|128.6293734|34.8966836|
국수나무|거제아주점|경남 거제시 아주1로2길 19 (아주동) 109호|055-681-9719|128.6816875|34.8709677|
국수나무|부산동삼점|부산 영도구 동삼북로 20 (동삼동, 영도 일동 미라주 브라이튼 (1단지)) 108동,116호|051-405-9292|129.069341|35.0744236|
국수나무|울산명촌점|울산 북구 명촌11길 25 (명촌동) 107호|052-283-3838|129.3579761|35.5543446|
국수나무|창원합포구청점|경남 창원시 마산합포구 3.15대로 250 (중앙동3가, 신지평학원) 1층 102호|055-224-0934|128.5676192|35.2004178|
국수나무|시흥능곡점|경기 시흥시 승지로60번길 17 (능곡동, 현대프라자) 1층 106호|031-315-9959|126.8104415|37.3691282|
국수나무|강릉금학점|강원 강릉시 신대학길 17 (금학동) 111호|033-921-3244|128.8948902|37.7530615|
국수나무|신창동시장점|서울 도봉구 덕릉로 227 (창동) 1층|02-903-6234|127.0375783|37.638398|
국수나무|답십리역점|서울 동대문구 고미술로 71 (답십리동, 현대썬앤빌 청계) 1층 105호|02-2212-8605|127.0550522|37.5660527|
국수나무|상암DMC점|서울 마포구 월드컵북로 396 (상암동, 누리꿈스퀘어) 누리꿈스퀘어 B 1025호|02-2132-8855|126.8902941|37.5791192|
국수나무|양주덕정점|경기 양주시 고암길 306-53 (덕정동, 덕정파크프라자)  103호|031-858-9979|127.0679918|37.8366658|
국수나무|의정부민락점|경기 의정부시 용현로 154 (민락동)|031-852-0909|127.0930417|37.740483|
국수나무|마포역점|서울 마포구 도화길 6 (도화동)|02-715-0922|126.9471437|37.5395899|
국수나무|춘천명동점|강원 춘천시 중앙로 63-1 (중앙로2가) 1층|033-255-7700|127.7267507|37.8793546|
국수나무|충정로점|서울 서대문구 북아현로14가길 40-5 (충정로3가) 지하2층 6호|02-6364-4964|126.958844|37.5639072|
국수나무|대학로점|서울 종로구 대학로 85 (연건동) 1층|02-742-4252|127.0018968|37.578711|
국수나무|동두천지행점|경기 동두천시 지행로 56 (지행동, 스타월드빌딩) 스타월드빌딩 106호|031-862-8623|127.0533533|37.8920306|
국수나무|춘천우두점|강원 춘천시 영서로 2767 (우두동)|033-255-6870|127.7283254|37.9003052|
국수나무|미사청아초점|경기 하남시 미사강변중앙로111번길 58 (풍산동)|031-793-6760|127.190483|37.5584101|
국수나무|춘천장학점|강원 춘천시 동면 춘천로 451-1 (장학리)|033-242-0065|127.7558186|37.8929301|
국수나무|진접점|경기 남양주시 진접읍 해밀예당3로 52 (금곡리, 으뜸빌딩) 으뜸프라자110호|031-528-4255|127.1985336|37.7144429|
국수나무|강원화천점|강원 화천군 화천읍 중앙로 16-3 (하리)|033-442-2556|127.7058996|38.1041933|
국수나무|동해점|강원 동해시 효자남길 27-7 (쇄운동) 1층|033-521-3308|129.1059671|37.4886725|
국수나무|중계2호점|서울 노원구 한글비석로15길 27 (중계동, 월산빌딩)|02-951-1022|127.0741309|37.6569895|
국수나무|휘경점|서울 동대문구 사가정로25가길 3 (장안동)|02-2212-8833|127.0710804|37.5812048|
국수나무|춘천롯데캐슬점|강원 춘천시 방송길 70 (온의동, 온의 롯데캐슬 스카이클래스) 117동 101호|033-256-6600|127.7161022|37.8631234|
국수나무|춘천CGV점|강원 춘천시 퇴계농공로 12 (석사동) 강원도 춘천시 퇴계농공로 12 104호(석사동,로얄프라자)|033-261-2267|127.7443716|37.8520625|
국수나무|강릉교동점|강원 강릉시 솔올로 34 (교동)  1층|033-644-9445|128.8782579|37.7650008|
국수나무|쌍문점|서울 도봉구 도봉로125길 77 (쌍문동)  우광빌딩1층 105, 106호|02-999-1422|127.0369511|37.6560017|
국수나무|창신점|서울 종로구 지봉로 81 (창신동, 브라운스톤 창신)  104호|02-747-9340|127.015016|37.5773353|
국수나무|망월사역점|경기 의정부시 평화로 206 (호원동, 보광그랑베르)  제1층 제104호|031-871-5575|127.0481214|37.7102727|
국수나무|춘천후평점|강원 춘천시 보안길 70-2 (후평동)|033-256-0559|127.7503675|37.8805369|
국수나무|중계은행사거리점|서울 노원구 한글비석로 264 (중계동, 중계그랜드프라자) 그랜드프라자1층 107호|02-931-7677|127.0772272|37.6510283|
국수나무|공릉점|서울 노원구 공릉로46길 6 (공릉동, 현대프라자)  1층 104호|02-972-2229|127.0796292|37.6269138|
국수나무|아현점|서울 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오) 상가동 4-123호|02-363-0401|126.9569379|37.5541171|
국수나무|행당점|서울 성동구 행당로 108 (행당동)|02-2295-9200|127.0308275|37.5577398|
국수나무|수택점|경기 구리시 원수택로 4 (수택동, 대호빌딩) 나동 104호|031-551-2355|127.1396778|37.5925669|
국수나무|강원양구점|강원 양구군 양구읍 청춘로 39-103 (상리)|033-481-3240|127.9915667|38.1049881|
국수나무|숙명여대점|서울 용산구 청파로45길 34 (청파동2가)|02-717-3409|126.9686963|37.5445926|
국수나무|구리갈매점|경기 구리시 갈매중앙로 87 (갈매동, 메이저타워) 107호|031-571-8521|127.1185593|37.6307959|
국수나무|사창리점|강원 화천군 사내면 사내로5길 8 (사창리, GOLD STAR 핸드폰 보관소)|033-441-9793|127.5208633|38.0711464|
국수나무|구리역점|경기 구리시 건원대로34번길 17 (인창동, 금영빌딩)  1층 102호|031-565-3759|127.1411914|37.6047096|
국수나무|별내점|경기 남양주시 별내3로 334 (별내동) 다우프라자|031-573-6776|127.1307842|37.6558087|
국수나무|도봉구청점|서울 도봉구 도봉로150다길 28 (방학동, 방학지음재힐스) 1층 104호|02-955-1198|127.0447699|37.6674038|
국수나무|양평점|경기 양평군 양평읍 양평시장길 20 (양근리)|031-774-0302|127.4916315|37.4906865|
국수나무|사가정점|서울 중랑구 면목로48길 28 (면목동) 1층|02-434-9944|127.0901805|37.582023|
국수나무|미사강변점|경기 하남시 미사강변대로226번길 26 (망월동, 미사원프라자) 1층 105호|031-792-6003|127.1880656|37.5643303|
국수나무|원주무실점|강원 원주시 능라동길 47 (무실동) 노블레스 1층 108호|033-735-5007|127.929228|37.334331|
국수나무|고잔신도시점|경기 안산시 단원구 광덕동로 71 (고잔동, 네오빌딩) 101호|031-484-1108|126.8324195|37.3107909|
국수나무|일산백마점|경기 고양시 일산동구 일산로 249 (마두동) 주영빌딩|031-906-3476|126.7875107|37.6580551|
국수나무|인천구월점|인천 남동구 독점로 29 (구월동, 해명프라자) 1층 106호|032-471-7740|126.7106804|37.452361|
국수나무|부천소사점|경기 부천시 은성로67번길 12 (소사본동, 소새울KCC스위첸)  1층 202호|032-345-1705|126.7949776|37.473259|
국수나무|인천서창점|인천 남동구 서창남순환로216번길 12 (서창동, 월드타워) 1층 101호|032-466-4528|126.7486707|37.4234647|
국수나무|인천송도점|인천 연수구 해돋이로120번길 23 (송도동, 아크리아빌딩2) 아크리아2제1층 107|032-858-4200|126.6508158|37.3941422|
국수나무|풍동점|경기 고양시 일산동구 숲속마을로 26 (풍동, 풍동프라자) 샘터빌딩 107호|031-908-2958|126.8004015|37.6672547|
국수나무|운서넙디점|인천 중구 운서2로68번길 3 (운서동) 105호(엘스퀘어)|032-751-1011|126.5108013|37.4831671|
국수나무|화정역점|경기 고양시 덕양구 화정로 53 (화정동, 새롬프라자) 110호|031-962-1224|126.8319075|37.6351921|
국수나무|김포운양점|경기 김포시 김포한강11로 288-5 (운양동, 한강베네치아)  113호|031-998-2298|126.6818714|37.6549876|
국수나무|부천시청점|경기 부천시 길주로 219 (중동, 드림빌딩) 105호|032-326-8259|126.7667812|37.5047286|
국수나무|인천예술회관역점|인천 남동구 예술로192번길 30 (구월동)  1층 107호|032-422-9697|126.7028055|37.4509044|
국수나무|인천검암점|인천 서구 승학로 491 (검암동, 고산프라자)|032-566-5767|126.6740236|37.5654577|
국수나무|고양행신점|경기 고양시 덕양구 충경로 52 (행신동, 남정씨티프라자) 1층 102호|031-973-1163|126.8353309|37.6151865|
국수나무|안산초지점|경기 안산시 단원구 광덕1로 64 (초지동, 현대프라자)  108호|031-481-9939|126.8166459|37.3080996|
국수나무|김포장기점|경기 김포시 김포한강2로 229 (장기동, 한강호반베르디움) 한강호반베르디움 상가E동 104호|031-982-6167|126.6591524|37.6405515|
국수나무|김포구래점|경기 김포시 김포한강9로76번길 21 (구래동, 애플상가) 1층 107호|031-988-7686|126.6317612|37.6352986|
국수나무|일산후곡마을점|경기 고양시 일산서구 일산로 562 (일산동, 신일산연합상가) 신일산연합상가제109호,110호,118호|031-925-3476|126.7658965|37.6788333|
국수나무|김포마산점|경기 김포시 김포한강8로 165 (마산동) 1층 105호(하모니프라자)|031-988-9442|126.6435899|37.636889|
국수나무|고양동점|경기 고양시 덕양구 푸른마을로 6 (고양동, 고양 E PLAZA) 고양이프라자 109호|031-967-2095|126.9029391|37.7088445|
국수나무|부천범박점|경기 부천시 범안로 117 (범박동, 현대리치모아)|032-349-6878|126.8095792|37.4711753|
국수나무|고양삼송점|경기 고양시 덕양구 권율대로 889 (신원동, 파스텔 시티 2) (파스텔시티2) 105호|02-381-4323|126.877559|37.6743374|
국수나무|시흥장곡점|경기 시흥시 장곡로37번길 16 (장곡동, 형제빌딩) 102호|031-503-2345|126.7843938|37.3780476|
국수나무|배곧신도시점|경기 시흥시 배곧3로 86 (정왕동, 센터프라자2)  113호|031-319-3100|126.7438781|37.3402769|
국수나무|인천논현점|인천 남동구 앵고개로847번길 72 (논현동, 논현시티) 1층 103호|032-423-7999|126.7392287|37.4177053|
국수나무|충남예산점|충남 예산군 예산읍 예산로 106 (주교리) 1층|041-331-5858|126.8367873|36.6794512|
국수나무|천안통정점|충남 천안시 동남구 통정5로 62 (신방동) 1층|041-592-0593|127.1252152|36.7766852|
국수나무|대전온천역점|대전 유성구 계룡로 92 (봉명동, 유성CJ나인파크)  102-1호|042-826-5788|127.3406953|36.3536039|
국수나무|대전가장점|대전 서구 갈마로 262 (내동, 맑은아침 아파트)|042-523-2815|127.3816934|36.3332792|
국수나무|대전도룡점|대전 유성구 대덕대로 596 (도룡동, 로얄밸리)  (도룡동,102,103호)|042-867-7223|127.3790388|36.3861944|
국수나무|목동중촌점|대전 중구 목동로22번길 16 (목동, 목동더샵) 114동 102호|042-223-6510|127.4103378|36.3335888|
국수나무|청주오송점|충북 청주시 흥덕구 오송읍 오송생명로 186 (연제리)  1층 106호|043-232-4264|127.3297691|36.6310483|
국수나무|세종고운점|세종특별자치시 고운서길 14 (고운동, 금화빌딩) 110호|044-866-4670|||
국수나무|당진신평점|충남 당진시 신평면 거산3거리길 43 (거산리)  3호|041-362-5949|126.7548846|36.8814644|
국수나무|대전목원대점|대전 서구 도안북로93번길 7 (도안동, 목원빌딩)  102호|042-826-5762|127.3386024|36.3303457|
국수나무|서산호수공원점|충남 서산시 호수공원4로 25 (예천동, 엘림빌딩)|041-663-7435|126.448876|36.7747887|
국수나무|홍성법원점|충남 홍성군 홍성읍 월산로50번길 25 (월산리, 청운빌딩) 1층 102호|041-631-0616|126.6472477|36.6004174|
국수나무|충북증평점|충북 증평군 증평읍 초중6길 11 (초중리)|043-836-0062|127.5682701|36.7764267|
국수나무|천안Y몰점|충남 아산시 배방읍 광장로 210 (장재리, 요진 와이시티) 지하2층 12호|041-563-0906|127.1087319|36.79595|
국수나무|내포신도시점|충남 홍성군 홍북읍 청사로 42 (신경리, 내포씨에스빌딩)  101호|041-634-9394|126.671258|36.6528728|
국수나무|충남논산점|충남 논산시 중앙로 223 (내동)|041-735-9929|127.1012841|36.1876808|
국수나무|청주용암롯데마트점|충북 청주시 상당구 중흥로 199 (용암동) 1층|043-287-7710|127.5144217|36.6201237|
국수나무|아산권곡점|충남 아산시 문화로 257 (권곡동) 1층 103호|041-545-8484|127.0146048|36.7900375|
국수나무|안산선부점|경기 안산시 단원구 선부광장북로 36 (선부동, 벽산블루밍아파트)|031-475-2555|126.811169|37.3377616|
국수나무|청주산남점|충북 청주시 서원구 산남로24번길 3 (산남동, 리치피아빌딩) 103호( 1층)|043-288-6661|127.4710362|36.6116948|
국수나무|충남보령점|충남 보령시 한내로터리길 45 (동대동, 신화빌딩)  1층|041-934-5450|126.6080287|36.3451839|
국수나무|대전송강점|대전 유성구 봉산로 11 (송강동)|042-936-6663|127.3876028|36.4344565|
국수나무|천안신부점[휴점]|충남 천안시 동남구 터미널2로 42 (신부동, 전원빌딩) 1층 101호|041-558-9934|127.1584258|36.8225881|
국수나무|청주율량점|충북 청주시 청원구 공항로 126 (율량동, 우양메디타워) 1층 108호|043-241-3939|127.4855275|36.6684926|
국수나무|청주주성점|충북 청주시 청원구 율량로 104 (주성동)  106호|043-211-4499|127.4997239|36.6797592|
국수나무|둔산충남고점|대전 서구 문정로 168 (둔산동)|042-472-9092|127.3954999|36.3492874|
국수나무|제천중앙점|충북 제천시 의림대로 144-1 (중앙로2가)  1층|043-921-5071|128.2120235|37.1403652|
국수나무|세종종촌점|세종특별자치시 도움3로 105-8 (종촌동, 신목빌딩) 1층 104호|044-866-2358|||
국수나무|신정푸른점|서울 양천구 신정로7길 60-5 (신정동, 동일프라자) 동일프라자 106호|02-2685-8512|126.8381051|37.5125546|
국수나무|부천터미널소풍점|경기 부천시 송내대로 239 (상동, 부천터미널소풍) 부천터미널소풍지하1층BF50호|032-624-6888|126.7564396|37.5041697|
국수나무|원당점|경기 고양시 덕양구 호국로 822 (성사동, 명지캐럿86)  107호|070-7670-3001|126.8386213|37.6583487|
국수나무|목감점|경기 시흥시 목감우회로 39 (목감동, 목감 시티프라자) 103호|031-481-9766|126.866833|37.4001438|
국수나무|시흥정왕점|경기 시흥시 정왕대로 64 (정왕동) 1층 124호|031-497-4607|126.752843|37.3640331|
국수나무|서정마을점|경기 고양시 덕양구 서정마을1로 4-9 (행신동, 미라클프라자) 1층 101호|031-978-7050|126.8454719|37.618765|
국수나무|파주야당점|경기 파주시 경의로 1042 (야당동)  104호|031-945-1944|126.7602012|37.7121939|
국수나무|인천삼산점|인천 부평구 체육관로 18 (삼산동, 대경프라자) 대경프라자 102호|032-515-2671|126.733614|37.5083232|
국수나무|염창역점|서울 강서구 공항대로 629 (염창동) 102호|02-3665-6649|126.8748507|37.5472055|
국수나무|가양점|서울 강서구 양천로 461 (가양동, 주영빌딩)  주영빌딩 105호|02-2659-2607|126.8522063|37.5630051|
국수나무|등촌2호점|서울 강서구 화곡로63길 133 (등촌동) 1층|02-3661-0698|126.8456384|37.5587972|
국수나무|안산역점|경기 안산시 단원구 중앙대로 462 (원곡동, 안산역)|031-494-1478|126.7869768|37.328054|
국수나무|부천옥길점|경기 부천시 양지로176번길 8-3 (옥길동) 1층 110호|032-347-2011|126.8247689|37.4666016|
국수나무|인천원당점|인천 서구 고산후로95번안길 21 (당하동, 멀티프라자)  99블럭1로트 멀티프라자103호|032-568-4080|126.6972485|37.5928502|
국수나무|용인마북점|경기 용인시 기흥구 용구대로 2398 (마북동, 연원마을벽산아파트) 207호|031-285-7496|127.1072733|37.3002666|
국수나무|봉담점|경기 화성시 봉담읍 동화길 91 (동화리) 봉담택지개발지구B-8웅신아트프라자 106|031-278-0357|126.9588215|37.2165445|
국수나무|신도림점|서울 구로구 경인로59길 8 (신도림동) 태영프라자116호|02-2635-9501|126.8833546|37.5063288|
국수나무|평택센트럴자이점|경기 평택시 상서재로 50 (동삭동) 상가동 111호|031-618-5111|127.0943926|37.0175811|
국수나무|봉천현대시장점|서울 관악구 은천로 97 (봉천동, 공원빌딩) 1층|02-886-1504|126.9462732|37.4870794|
국수나무|수내점|경기 성남시 분당구 내정로173번길 11 (수내동, 양지마을한양아파트)  603동 147호|031-719-6993|127.118407|37.3748441|
국수나무|암사역점|서울 강동구 상암로 29 (암사동, 암사동대림빌딩) 1층 101호|02-442-4329|127.126946|37.5505307|
국수나무|구의점|서울 광진구 아차산로 479 (구의동, 지민빌딩) 1층|02-447-3614|127.0948281|37.5407702|
국수나무|권선점|경기 수원시 권선구 세권로316번길 8 (권선동, 뉴빌)|031-238-4563|127.0378908|37.2514239|
국수나무|동서울터미널점|서울 광진구 강변역로 50 (구의동, 동서울종합터미널)|02-456-6789|127.0933675|37.5333713|
국수나무|서수원홈플러스점|경기 수원시 권선구 금곡로 204 (금곡동, 세종타운721) 105호|031-278-9995|126.9524957|37.2754512|
국수나무|자양점|서울 광진구 뚝섬로 552 (자양동, 삼희빌딩) 110호|02-456-2766|127.0712387|37.5342607|
국수나무|향남롯데시네마점|경기 화성시 향남읍 상신하길로298번길 7-23 (하길리)  304호|031-352-7126|126.9233747|37.1108756|
국수나무|동탄중앙점|경기 화성시 동탄반석로 120 (반송동, 제일프라자) 101호|031-613-2155|127.0717131|37.1995792|
국수나무|남현점|서울 관악구 남현길 7 (남현동, 한일프라자) 한얼메디프라자 1층 104호|02-588-2649|126.9776742|37.4760399|
국수나무|신동백점|경기 용인시 기흥구 동백죽전대로527번길 100-43 (중동)  지하1층 102호|031-282-3475|127.1655102|37.2548891|
국수나무|고척점|서울 구로구 경인로47길 101 (고척동) 제 1층 102호|02-2619-8850|126.8637288|37.5031313|
국수나무|수원역점|경기 수원시 팔달구 갓매산로 47 (매산로2가)|031-242-8417|127.0048541|37.2685688|
국수나무|평택팽성점|경기 평택시 팽성읍 동서촌로 75 (객사리)  1층|031-618-1661|127.0603566|36.9647197|
국수나무|용인양지점|경기 용인시 처인구 양지면 양지로143번길 4 (양지리, 지니PLUS) 나동 1층|031-338-9229|127.2844975|37.2348001|
국수나무|평택현촌점|경기 평택시 현촌4길 2-32 (용이동, 다올빌딩) 102호|031-655-5173|127.1398458|37.0033635|
국수나무|정자SK스카이뷰점|경기 수원시 장안구 이목로 24-3 (정자동) 120호|031-268-2882|126.9857638|37.3070387|
국수나무|아주대점|경기 수원시 영통구 아주로 20 (원천동)|031-217-7061|127.044148|37.2765807|
국수나무|영통점|경기 수원시 영통구 봉영로 1569 (영통동, NEW WORLD PLAZA)  제1층 제123호|031-273-2349|127.0710294|37.2520292|
국수나무|광명철산점|경기 광명시 철산로 27 (철산동)|02-2689-9393|126.8689767|37.4768028|
국수나무|안양덕천점|경기 안양시 만안구 안양천서로 177 (안양동, 래미안 안양 메가트리아)  제2상가동 1층 4호|031-443-4838|126.919157|37.4167643|
국수나무|용인언남점|경기 용인시 기흥구 구성로 103 (언남동, 멀티프라자) 103호|031-285-0994|127.120764|37.2937527|
국수나무|장승배기점|서울 동작구 상도로30길 39 (상도동, 상도두산위브아파트) 109호|02-3280-7959|126.9432338|37.5045694|
국수나무|백현마을점|경기 용인시 기흥구 동백7로 83 (동백동, 중앙프라자)|031-8005-7003|127.160385|37.2816468|
국수나무|병점역점|경기 화성시 병점서로 31-6 (병점동, 신창프라자)|031-232-1310|127.0398046|37.2052306|
국수나무|광명충현점|경기 광명시 성채로50번길 9-11 (소하동) 101호|02-898-8808|126.8800884|37.4278116|
국수나무|당산SK점|서울 영등포구 당산로41길 11 (당산동4가, 당산 SK V1 CENTER)  1층 115-1호|02-6121-8199|126.8981|37.5307871|
국수나무|강동구청점|서울 강동구 성안로3길 120 (성내동)  1층|02-6398-0566|127.1236099|37.5281798|
국수나무|영등포KNK점|서울 영등포구 영신로 220 (영등포동8가, KNK디지털타워)  1층 107호|02-2655-9320|126.9065634|37.526102|
국수나무|수원율전점|경기 수원시 장안구 서부로2123번길 10 (율전동)|031-296-1002|126.9707486|37.2983273|
국수나무|광교법조타운점|경기 수원시 영통구 광교중앙로266번길 30 (하동)  114호|031-215-9979|127.0693424|37.2842425|
국수나무|평택뉴코아점|경기 평택시 평택5로114번길 44 (비전동) 1층|031-653-5553|127.1121218|36.9954574|
국수나무|동백역점|경기 용인시 기흥구 동백3로11번길 8 (중동, V프라자)|031-275-1134|127.153579|37.2695958|
국수나무|안성공도점|경기 안성시 공도읍 공도1로 25 (용두리, 청담비전파크) 1층 104호|031-654-0010|127.1686696|37.0010908|
국수나무|화성와우점|경기 화성시 봉담읍 와우로 80 (와우리)  1층 106호|031-225-6224|||
국수나무|신대방점|서울 동작구 여의대방로10길 38 (신대방동, 보라매롯데낙천대아파트) 롯데낙천대아파트 상가 12호(지하 1층)|02-833-6684|126.9135326|37.4943308|
국수나무|용인보라점|경기 용인시 기흥구 한보라1로 14 (보라동, 베스트프라자)  105호|031-287-8008|127.1096036|37.2535537|
국수나무|가산하이엔드점|서울 금천구 가산디지털1로 30 (가산동, 에이스하이엔드타워10) 에이스하이엔드타워10 제1층 104호|02-808-2828|126.8872075|37.468635|
국수나무|수원황골점|경기 수원시 영통구 봉영로1744번길 11 (영통동, 벽산.풍림아파트)  상가2동 103호|031-204-3005|127.0837646|37.2659304|
국수나무|평택2호점|경기 평택시 평택2로10번길 25 (평택동) 1층|031-652-8019|127.0890047|36.9921707|
국수나무|과천종합청사점|경기 과천시 별양상가1로 25 (별양동, 렉스타운) 렉스타운 101호|02-507-8984|126.9925314|37.4282486|
국수나무|병점점|경기 화성시 효행로 1073 (진안동, 거성프라자)|031-217-3217|127.0439282|37.2153734|
국수나무|광교에듀타운점|경기 수원시 영통구 혜령로 10 (이의동) 103호|031-216-9543|127.0575417|37.2982762|
국수나무|천천점|경기 수원시 장안구 만석로19번길 11-7 (천천동, 대일)|031-269-1322|126.9834163|37.2953091|
국수나무|분당서현점|경기 성남시 분당구 불정로376번길 31 (서현동, 효자촌주상복합)  102호,103호|031-703-7073|127.1388749|37.3720763|
국수나무|남성역점|서울 동작구 사당로 215 (사당동, 서림빌딩) 1층 102호|02-534-8333|126.9723299|37.4843751|
국수나무|수원영통구청점|경기 수원시 영통구 매탄로 106 (매탄동, 두성프라자)|031-253-3281|127.0435811|37.2600682|
국수나무|안중터미널점|경기 평택시 안중읍 안현로서9길 14-11 (현화리) 102호|031-684-3141|126.9234047|36.9784489|
