##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|FEAT@@르노삼성자동차서비스
르노삼성자동차지정정비코너|퇴계로점|02-2264-3340~1|서울 중구 쌍림동   169,151-142|서울 중구 퇴계로 294, 151동 142호 (쌍림동)|General-ASC코너
르노삼성자동차지정정비코너|자양점|02-446-5766|서울 광진구 자양동  227-5 번지|서울 광진구 아차산로 296  (자양동)|Premium-ASC코너
르노삼성자동차서비스|벧엘자동차공업사|02-3281-6650|서울 관악구 신림동  1477-3|서울 관악구 문성로 101 (신림동)|General-ASC센터
르노삼성자동차지정정비코너|효자점|02-739-6677|서울 종로구 효자동  60-1 번지|서울 종로구 자하문로 78  (효자동)|General-ASC코너
르노삼성자동차지정정비센터|양재정비|02-529-8686|서울 서초구 양재동  333-14|서울 서초구 강남대로10길 69 (양재동)|Premium-ASC센터
르노삼성자동차|강남정비사업소|02-501-3552|서울 강남구 역삼동  824-5|서울 강남구 테헤란로6길 8 (역삼동)|ESC센터
르노삼성자동차지정정비센터|대치정비|02-552-9131|서울 강남구 대치동  889-69|서울 강남구 테헤란로64길 16-3 (대치동)|Premium-ASC센터
르노삼성자동차지정정비코너|마장점|02-2294-8554|서울 성동구 마장동  569-1 번지|서울 성동구 고산자로 309  (마장동)|General-ASC코너
르노삼성자동차지정정비코너|궁동점|02-3666-3339|서울 구로구 궁동 189-23 백조빌딩 1층|서울 구로구 부일로 967, 백조빌딩 1층 (궁동)|General-ASC코너
르노삼성자동차지정정비코너|녹번점|02-389-3531|서울 은평구 녹번동  161-4|서울 은평구 응암로 375 (녹번동)|Premium-ASC코너
르노삼성자동차지정정비코너|당산점|02-2676-4114|서울 영등포구 양평동  4가 31-4|서울 영등포구 선유동2로 67 (양평동4가)|General-ASC코너
르노삼성자동차지정정비코너|도림점|02-841-3341|서울 영등포구 도림동  254-6|서울 영등포구 도신로 55 (도림동)|Premium-ASC코너
르노삼성자동차지정정비코너|돈암점|02-921-2575|서울 성북구 동소문동 6가 155|서울 성북구 동소문로17길 34 (동소문동6가)|Premium-ASC코너
르노삼성자동차지정정비코너|문정점|02-404-5757|서울 송파구 문정동  61-9|서울 송파구 송파대로20길 16 (문정동)|Premium-ASC코너
르노삼성자동차지정정비코너|방배남부점|02-593-6824|서울 서초구 방배동  864-23|서울 서초구 도구로 109 (방배동)|General-ASC코너
르노삼성자동차지정정비코너|방이점|02-424-1474|서울 송파구 방이동  164-6|서울 송파구 위례성대로12길 12 (방이동)|Premium-ASC코너
르노삼성자동차지정정비코너|선릉점|02-553-0044|서울 강남구 삼성동  130-3|서울 강남구 봉은사로68길 69 (삼성동)|General-ASC코너
르노삼성자동차지정정비코너|신림점|02-878-5179|서울 관악구 신림동 1415-26|서울 관악구 봉천로 292-1 (신림동)|General-ASC코너
르노삼성자동차지정정비코너|청파점|02-717-0901|서울 용산구 청파동1가 150-2|서울 용산구 청파로 327 (청파동1가)|General-ASC코너
르노삼성자동차|길음점|02-983-1900|서울 성북구 길음동 1161|서울 성북구 삼양로 32-1 (길음동)|General-ASC코너
르노삼성자동차서비스|삼성모터스/정비공장|044-864-1234|세종시  조치원읍 신안리  173-17|세종 조치원읍 세종로 2685-21|General-ASC센터
르노삼성자동차서비스|세종장군점|044-866-3305|세종특별자치시 장군면 봉안리 40-2|세종특별자치시 장군면 월현윗길 173|General-ASC코너
르노삼성자동차지정정비코너|정읍점|063-536-7090|전북 정읍시 수성동 643-1|전북 정읍시 우암로 47-13 (수성동)|General-ASC코너
르노삼성자동차서비스|애니카랜드/부안점|063-584-4800|전북 부안군 부안읍 선은리  663-3|전북 부안군 부안읍 석정로 106|General-ASC코너
르노삼성자동차지정정비코너신동점|타이어타운|063-854-1723|전북 익산시 신동 780-7|전북 익산시 인북로64길 1 (신동)|General-ASC코너
르노삼성자동차서비스|애니카랜드/고창점|063-563-4352|전북 고창군 고창읍 읍내리  681-15|전북 고창군 고창읍 성산로 40|General-ASC코너
르노삼성자동차서비스|원창공업사|063-853-1600|전북 익산시 영등동 439|전북 익산시 마한로 57 (영등동)|General-ASC센터
르노삼성자동차서비스코너|중앙점|063-856-2414|전북 익산시 마동   235-16 번지    (마동)|전북 익산시  중앙로11길 4 ,(마동) (마동)|General-ASC코너
르노삼성자동차지정정비코너|호성점|063-247-7777|전북 전주시 덕진구 호성동 1가  756-1|전북 전주시 덕진구 동부대로 784 (호성동1가)|ESC코너
르노삼성자동차서비스코너|전주효자점|063-232-8998|전북 전주시 완산구 효자동2가 683-19|전북 전주시 완산구 천잠로 219 (효자동2가)|ESC코너
르노삼성자동차서비스코너|산북점|063-468-0110|전북 군산시 산북동  3598|전북 군산시 원산북1길 4 (산북동)|ESC코너
르노삼성자동차지정정비코너|김제점|063-542-9825|전북 김제시 교동 100-2|전북 김제시 동헌3길 85 (교동)|General-ASC코너
르노삼성자동차지정정비코너|인후점|063-241-1344|전북 전주시 덕진구 인후동 1가  912-5|전북 전주시 덕진구 견훤로 142 (인후동1가)|Premium-ASC코너
르노삼성자동차서비스|전북자동차정비공업|063-532-6841|전북 정읍시 하북동 862-5|전북 정읍시 서부산업도로 595 (하북동)|General-ASC센터
르노삼성자동차서비스코너|송천점|063-252-5885|전북 전주시 덕진구 덕진동2가 167-45|전북 전주시 덕진구 권삼득로 430 (덕진동2가)|ESC코너
르노삼성자동차서비스코너|완산점|063-228-7007|전북 전주시 완산구 중화산동 2가 729-5|전북 전주시 완산구 유연로 306 (중화산동2가)|ESC코너
르노삼성자동차지정정비코너|평화점|063-286-8255|전북 전주시 완산구 평화동1가  417|전북 전주시 완산구 장승배기로 293 (평화동1가)|Premium-ASC코너
르노삼성자동차서비스|전주정비사업소|063-211-1125|전북 전주시 덕진구 팔복동2가  381-3|전북 전주시 덕진구 서귀로 11 (팔복동2가)|ESC센터
르노삼성자동차서비스|킹모터스/무주번호판제작소|063-322-6488|전북 무주군 무주읍 당산리 1247-3|전북 무주군 무주읍 한풍루로 304|General-ASC코너
르노삼성자동차지정정비센터|군산정비|063-443-3390|전북 군산시 구암동  181-3|전북 군산시 구암로 164 (구암동)|Premium-ASC센터
르노삼성자동차지정정비코너|남원점|063-625-4887|전북 남원시 월락동 82|전북 남원시 오들로 10 (월락동)|General-ASC코너
르노삼성자동차지정정비코너|수송점|063-465-3096|전북 군산시 지곡동  544|전북 군산시 신평안길 16-2 (지곡동)|ESC코너
르노삼성자동차지정정비코너|양양점|033-672-3424|강원 양양군 양양읍 연창리  180-2|강원 양양군 양양읍 동해대로 2649|General-ASC코너
르노삼성자동차서비스|애니카랜드/양구점|033-481-9011|강원 양구군 양구읍 상리  571-2|강원 양구군 양구읍 청춘로 29|General-ASC코너
르노삼성자동차서비스|강릉정비사업소|033-652-9006|강원 강릉시 입암동   21-11|강원 강릉시 강변로534번길 55 (입암동)|ESC센터
르노삼성자동차서비스|애니카랜드/영월점|033-375-7667|강원 영월군 영월읍 덕포리  574-19|강원 영월군 영월읍 영월로 2062|General-ASC코너
르노삼성자동차|춘천점|033-264-3339|강원 춘천시 퇴계동  190|강원 춘천시 지석로 5 (퇴계동)|ESC코너
르노삼성자동차지정정비코너|인제점|033-461-1108|강원 인제군 인제읍 합강리 339-19|강원 인제군 인제읍 인제로 279|General-ASC코너
르노삼성자동차지정정비코너|홍제점|033-643-0439|강원 강릉시 홍제동  997-8|강원 강릉시 강릉대로98번길 8 (홍제동)|General-ASC코너
르노삼성자동차지정정비코너|갈말점|033-452-8111|강원 철원군 갈말읍 지포리  111-2|강원 철원군 갈말읍 명성로125번길 4|General-ASC코너
르노삼성자동차서비스|평창모터스|033-333-0500|강원 평창군 평창읍 후평리  773-3|강원 평창군 평창읍 평창중앙로 249|General-ASC코너
르노삼성자동차서비스|한마음카센타|033-662-1441|강원 강릉시 주문진읍 교항리 28-3|강원 강릉시 연주로 275|General-ASC코너
르노삼성자동차서비스|공단2급자동차정비공업사|033-521-6699|강원 동해시 구호동  242-1|강원 동해시 공단2로 7-13(구호동)|General-ASC센터
르노삼성자동차서비스|대영자동차정비|033-681-6622|강원 고성군 간성읍 상리  165|강원 고성군 간성읍 간성로 116|General-ASC코너
르노삼성자동차서비스|카마트|033-592-3650|강원 정선군 사북읍 사북리  275|강원 정선군 사북읍 소금강로 3572|General-ASC코너
르노삼성자동차지정정비코너|동해점|033-533-5189|강원 동해시 천곡동  999-5|강원 동해시 충혼길 27 (천곡동)|Premium-ASC코너
르노삼성자동차서비스코너|우산점|033-766-5561|강원 원주시 우산동 567-1|강원 원주시 우두산길 54-2 (우산동)|ESC코너
르노삼성자동차서비스|원흥산업|033-761-2909|강원 원주시 관설동  1457|강원 원주시 치악로 1517 (관설동)|Premium-ASC센터
르노삼성자동차|홍천점|033-432-7008|강원 홍천군 홍천읍 갈마곡리  451-12|강원 홍천군 홍천읍 소옥개로 4|General-ASC코너
르노삼성자동차서비스|정선바로정비|033-563-8272|강원 정선군 북실리  731-7|강원 정선군 정선읍 정선로 1225|General-ASC코너
르노삼성자동차서비스|제일공업사|033-344-6464|강원 횡성군 횡성읍 학곡리  47-10|강원 횡성군 횡성읍 한우로 184|General-ASC센터
르노삼성자동차서비스|제일종합자동차공업사|033-552-9023|강원 태백시 화전동  14-6|강원 태백시 외솔배기길 58 (화전동)|General-ASC센터
르노삼성자동차서비스코너|명륜점|033-763-0010|강원 원주시 명륜동 237-12|강원 원주시 명륜로 12 (명륜동)|General-ASC코너
르노삼성자동차지정정비코너|조양점|033-637-5661|강원 속초시 조양동  1514-19|강원 속초시 조양로 116 (조양동)|General-ASC코너
르노삼성자동차|포남점|033-653-3370|강원 강릉시 포남동 1238-2|강원 강릉시 강릉대로 391 (포남동)|General-ASC코너
르노삼성자동차지정정비센터|장학점|033-242-2285|강원 춘천시 동면 장학리  627-6|강원 춘천시 동면 소양강로 298|General-ASC센터
르노삼성자동차서비스코너|학곡점|033-263-0951|강원 춘천시 동내면 학곡리  620|강원 춘천시 동내면 학곡동2길 5|ESC코너
르노삼성자동차지정정비코너|교동점|033-646-3303|강원 강릉시 교동  1052-9|강원 강릉시 화부산로 79 (교동)|General-ASC코너
르노삼성자동차지정정비코너|삼척점|033-573-7757|강원 삼척시 사직동  181-6 (17/1)|강원 삼척시 사직로3길 68, 17통 1반 (사직동)|General-ASC코너
르노삼성자동차지정정비센터|속초정비|033-638-4470|강원 속초시 노학동 1013-104|강원 속초시 학사평길 34-8 (노학동)|General-ASC센터
르노삼성자동차서비스코너|초전점|055-763-3009|경남 진주시 초전동  1076-13|경남 진주시 말티고개로 129 (초전동)|ESC코너
르노삼성자동차지정정비코너|신포점|055-221-7172|경남 창원시 마산합포구 신포동1가  11-5|경남 창원시 마산합포구 서성로 27 (신포동1가)|Premium-ASC코너
르노삼성자동차서비스|대운자동차공업사|055-757-3391|경남 진주시 상평동  203-8|경남 진주시 큰들로 101 (상평동)|General-ASC센터
르노삼성자동차지정정비센터|마산중리정비|055-231-6600|경남 창원시 마산회원구 내서읍 원계리  400-6|경남 창원시 마산회원구 내서읍 중리공단로 55|General-ASC센터
르노삼성자동차서비스코너|물금점|055-366-6681|경남 양산시 물금읍  황산로 517 (531-5)|경남 양산시 물금읍 황산로 517(531-5)|ESC코너
르노삼성자동차서비스코너|봉곡점|055-288-3733|경남 창원시 의창구 봉곡동 39-1|경남 창원시 의창구 원이대로279번길 20 (봉곡동)|ESC코너
르노삼성자동차서비스코너|삼계점|055-333-1666|경남 김해시 삼계동 428-1|경남 김해시 김해대로 1814-11 (삼계동)|ESC코너
르노삼성자동차지정정비코너|내서점|055-231-9210|경남 창원시 마산회원구 내서읍 중리 1116-9|경남 창원시 마산회원구 내서읍 광려천남로 1-36|General-ASC코너
르노삼성자동차|김해정비사업소|055-333-2626|경남 김해시 안동  258-20|경남 김해시 김해대로2635번길 6 (안동)|ESC센터
르노삼성자동차지정정비코너|옥포점|055-688-2545|경남 거제시 옥포동   555-1|경남 거제시 옥포성안로 18 (옥포동)|General-ASC코너
르노삼성자동차서비스코너|사파점|055-284-3386|경남 창원시 성산구 사파동  99-3|경남 창원시 성산구 창이대로706번길 4 (사파동)|ESC코너
르노삼성자동차지정정비코너|창녕점|055-533-1315|경남 창녕군 창녕읍 직교리  658-1|경남 창녕군 창녕읍 우포1대로 1549|General-ASC코너
르노삼성자동차지정정비코너|팔용점|055-298-9363|경남 창원시 의창구 팔용동  170-7|경남 창원시 의창구 남산로 37 (팔용동)|Premium-ASC코너
르노삼성자동차지정정비코너|하동점|055-883-6456|경남 하동군 하동읍 비파리  654-35|경남 하동군 하동읍 경서대로 222|General-ASC코너
르노삼성자동차지정정비코너|구산점|055-311-9330|경남 김해시 구산동  1057-13|경남 김해시 구산로5번길 21 (구산동)|Premium-ASC코너
르노삼성자동차서비스코너|거창점|055-945-5045|경남 거창군 거창읍 대평리 944-4 대평3길 23|경남 거창군 거창읍 대평3길 23|ESC코너
르노삼성자동차지정정비코너|의령점|055-573-0565|경남 의령군 의령읍 서동리 303-5 번지|경남 의령군 의령읍 의병로 198|General-ASC코너
르노삼성자동차서비스|1급/통영자동차정비공업사|055-647-0440|경남 통영시 용남면 화삼리 1001-1|경남 통영시 용남면 남해안대로 529-5|General-ASC센터
르노삼성자동차서비스|용창정비|055-386-7500|경남 양산시 교동 53-3|경남 양산시 유산공단3길 29-11 (교동)|General-ASC센터
르노삼성자동차서비스|해남정비공업사|055-635-2222|경남 거제시 고현동 38-4|경남 거제시 고현로 107 (고현동)|General-ASC센터
르노삼성자동차서비스|대남FM자동차서비스|055-365-1234|경남 양산시 주진동 117|경남 양산시 웅상대로 1040 (주진동)|General-ASC센터
르노삼성자동차서비스코너|진주점|055-757-4533|경남 진주시 강남동  153-1|경남 진주시 진주대로 951 (강남동)|ESC코너
르노삼성자동차서비스|창원사업소|055-273-3200|경남 창원시 의창구 대원동  74|경남 창원시 의창구 남면로 7 (대원동)|직영센터
르노삼성자동차서비스|카라이프|055-364-1014|경남 양산시 북부동  462-31|경남 양산시 양산대로 824 (북부동)|Premium-ASC코너
르노삼성자동차서비스코너|양덕점|055-251-3777|경남 창원시 마산회원구 양덕동 54-17|경남 창원시 마산회원구 양덕로 112-2 (양덕동)|ESC코너
르노삼성자동차서비스코너|경화점|055-547-9907|경남 창원시 진해구 경화동 832-1|경남 창원시 진해구 진해대로 680 (경화동)|ESC코너
르노삼성자동차서비스코너|대성점|055-321-4651|경남 김해시 대성동 86-6|경남 김해시 구지로 108-1 (대성동)|ESC코너
르노삼성자동차서비스코너|장유점|055-335-3003|경남 김해시 장유면 삼문리  572-10, 11번지|경남 김해시 삼문로57번길 4, 11 (삼문동)|ESC코너
르노삼성자동차서비스코너|장평점|055-637-6373|경남 거제시 장평동  379-17|경남 거제시 장평1로 95 (장평동)|ESC코너
르노삼성자동차서비스코너|거제점|055-638-0330|경남 거제시 연초면 연사리  1309|경남 거제시 연초면 효촌길 14|ESC코너
르노삼성자동차서비스코너|사림점|055-274-5333|경남 창원시 의창구 사림동  41-8|경남 창원시 의창구 사림로158번길 26-12 (사림동)|General-ASC코너
르노삼성자동차서비스코너|양산점|055-374-3370|경남 양산시 중부동  710-1 2층 205호|경남 양산시 양산역1길 7, 2층 205호 (중부동)|ESC코너
르노삼성자동차지정정비코너|진영점|055-345-0767|경남 김해시 진영읍 진영리  275-137|경남 김해시 진영읍 여래로20번길 40-1|General-ASC코너
르노삼성자동차지정정비코너|함양점|055-962-0553|경남 함양군 함양읍 교산리  57-25|경남 함양군 함양읍 한들로 259|General-ASC코너
르노삼성자동차지정정비코너|해운점|055-222-2121|경남 창원시 마산합포구 해운동  45-1|경남 창원시 마산합포구 해안대로 52 (해운동)|General-ASC코너
르노삼성자동차지정정비코너|정의점|055-854-9004|경남 사천시 사천읍 정의리  425-5|경남 사천시 사천읍 동문로 97|Premium-ASC코너
르노삼성자동차지정정비센터|마산회원정비|055-256-0505|경남 창원시 마산회원구 봉암동 471-7|경남 창원시 마산회원구 봉양로 112 (봉암동)|General-ASC센터
르노삼성자동차지정정비코너|가야점|055-583-8127|경남 함안군 가야읍 말산리  238-1|경남 함안군 가야읍 함안대로 492|General-ASC코너
르노삼성자동차서비스코너|진해점|055-547-7730|경남 창원시 진해구 자은동  621-23|경남 창원시 진해구 진해대로 1002 (자은동)|ESC코너
르노삼성자동차서비스코너|통영점|055-648-3200|경남 통영시 광도면 죽림리 278-2|경남 통영시 광도면 죽림3로 20|ESC코너
르노삼성자동차서비스코너|고성점|055-673-8003|경남 고성군 고성읍 송학리 416-80|경남 고성군 고성읍 송학고분로 315|General-ASC코너
르노삼성자동차서비스코너|밀양점|055-354-0988|경남 밀양시 삼문동 101-13|경남 밀양시 밀양대로 1723 (삼문동)|ESC코너
르노삼성자동차지정정비코너|명정점|055-646-8528|경남 통영시 명정동  252-14|경남 통영시 여황로 271 (명정동)|Premium-ASC코너
르노삼성자동차지정정비코너|신안점|055-743-9949|경남 진주시 신안동  34-31|경남 진주시 남강로 457 (신안동)|General-ASC코너
르노삼성자동차지정정비코너|수석점|055-852-8512|경남 사천시 사천읍 수석리  364-4|경남 사천시 사천읍 사천대로 1878|General-ASC코너
르노삼성자동차지정정비코너|합천점|055-933-8002|경남 합천군 합천읍 합천리 435-11|경남 합천군 합천읍 핫들2로 6|General-ASC코너
르노삼성자동차서비스|한서자동차정비|055-833-0808|경남 사천시 송포동 484-1|경남 사천시 삼천포대교로 926 (송포동)|General-ASC센터
르노삼성자동차지정정비코너|선원점|053-585-8488|대구 달서구 이곡동  1186-9|대구 달서구 선원로 91-1 (이곡동)|General-ASC코너
르노삼성자동차서비스코너|대구죽전점|053-553-3302|대구 달서구 죽전동 218-6 와룡로 244(죽전동)|대구 달서구 와룡로 244 (죽전동)|ESC코너
르노삼성자동차서비스코너|다사점|053-592-3304|대구 달성군 다사읍 죽곡리 1-10|대구 달성군 다사읍 다사로 29|ESC코너
르노삼성자동차서비스코너|평리점|053-557-3336|대구 서구 평리4동   1188-24|대구 서구 통학로 115 (평리동)|ESC코너
르노삼성자동차서비스코너|태전점|053-324-3301|대구 북구 태전2동 810-3번지|대구 북구 학정로 73 (태전동)|ESC코너
르노삼성자동차서비스코너|신당점|053-585-3788|대구 달서구 신당동   321-11번지|대구 달서구 달구벌대로 1178 (신당동)|ESC코너
르노삼성자동차서비스코너|본리점|053-572-3320|대구 달서구 본동 888-3 르노삼성자동차서비스코너 본리점|대구 달서구 와룡로 33-2 (본동)|ESC코너
르노삼성자동차서비스|남대구종합정비|053-583-7900|대구 달서구 대천동  1016|대구 달서구 성서4차첨단로 300 (대천동)|General-ASC센터
르노삼성자동차서비스|대구사업소|053-563-3333|대구 서구 중리동 483-2|대구 서구 와룡로 392 (중리동)|직영센터
르노삼성자동차|수성점|053-763-0333|대구 수성구 황금동  815-1|대구 수성구 들안로 162 (황금동)|ESC코너
르노삼성자동차서비스코너|해운대중동점|051-741-3381|부산 해운대구 중동  262-2 번지|부산 해운대구 해운대로767번길 14 -8 (중동)|ESC코너
르노삼성자동차서비스|신도시점|051-731-1007|부산 해운대구 중동 248-3|부산 해운대구 좌동로 51-1 (중동)|General-ASC코너
르노삼성자동차|만촌점|053-743-0403|대구 수성구 만촌동  1331-6|대구 수성구 화랑로 162 (만촌동)|ESC코너
르노삼성자동차지정정비코너|센텀점|051-784-3339|부산 해운대구 재송동 179-80|부산 해운대구 해운대로61번가길 7 (재송동)|General-ASC코너
르노삼성자동차서비스|비사업소|053-985-3400|대구 동구 입석동 953|대구 동구 동촌로 7 (입석동)|ESC센터
르노삼성자동차서비스코너|상인점|053-636-8100|대구 달서구 상인동  618|대구 달서구 월곡로45길 5 (상인동)|ESC코너
르노삼성자동차지정정비코너|지산점|053-761-6223|대구 수성구 지산동  761-18|대구 수성구 무학로 181 (지산동)|Premium-ASC코너
르노삼성자동차지정정비코너|현풍점|053-617-3355|대구 달성군 현풍읍 성하리 137-18|대구 달성군 현풍읍 논공로 20|General-ASC코너
르노삼성자동차지정정비센터|달서정비|053-527-2003|대구 달서구 본동  761-1|대구 달서구 구마로 98 (본동)|Premium-ASC센터
르노삼성자동차지정정비센터|동부정비|053-961-3335|대구 동구 각산동  300-8|대구 동구 안심로 323 (각산동)|Premium-ASC센터
르노삼성자동차서비스코너|강북점|053-314-9300|대구 북구 읍내동  1206-12|대구 북구 칠곡중앙대로 523 (읍내동)|ESC코너
르노삼성자동차지정정비코너|대명점|053-655-9977|대구 남구 대명4동  3045-47|대구 남구 두류공원로 112-4 (대명동)|General-ASC코너
르노삼성자동차지정정비코너|시지점|053-791-3377|대구 수성구 욱수동  123|대구 수성구 유니버시아드로68길 6 (욱수동)|Premium-ASC코너
르노삼성자동차서비스코너|우동점|051-747-6544|부산 해운대구 우동 497-21|부산 해운대구 우동1로 15 (우동)|ESC코너
르노삼성자동차서비스센타|아산정비|041-546-5250|충남 아산시 방축동 164-3|충남 아산시 곡교천로 7 (방축동)|Premium-ASC센터
르노삼성자동차서비스|서부정비센터|041-356-6782|충남 당진시 원당동   402-2|충남 당진시 원당로 181 (원당동)|General-ASC센터
르노삼성자동차서비스|애향자동차정비공업|041-667-2345~8|충남 서산시 음암면 신장리  655-1|충남 서산시 음암면 중앙로 548|General-ASC센터
르노삼성자동차서비스코너|보령점|041-931-5678|충남 보령시 궁촌동 30-33|충남 보령시 대해로 39 (궁촌동)|ESC코너
르노삼성자동차서비스코너|부여점|041-835-6630|충남 부여군 부여읍 쌍북리 737-1 번지  동규카클리닉 0|충남 부여군 부여읍 계백로 406 ,0 (동규카클리닉)|General-ASC코너
르노삼성자동차지정정비센터|당진정비|041-357-3532|충남 당진군 당진읍 대덕리  1189-9|충남 당진시 아미로 808 (대덕동)|Premium-ASC센터
르노삼성자동차서비스|타이어타운/금산상리점|041-754-0951|충남 금산군 금산읍 상리  358-8|충남 금산군 금산읍 비단로 373|General-ASC코너
르노삼성자동차서비스|한일부분정비공업사|041-951-6200|충남 서천군 서천읍 사곡리  90|충남 서천군 서천읍 사곡로 111|General-ASC코너
르노삼성자동차서비스|서울카독크|041-857-0066|충남 공주시 소학동  127-4|충남 공주시 창벽로 200-4 (소학동)|General-ASC센터
르노삼성자동차서비스|서진자동차공업사|041-933-6666|충남 보령시 명천동  609-1|충남 보령시 보령남로 130-26 (명천동)|General-ASC센터
르노삼성자동차지정정비코너|신방점|041-565-7800|충남 천안시 동남구 신방동 1235|충남 천안시 동남구 통정1로 10 (신방동)|ESC코너
르노삼성자동차서비스|공주종합모터스|041-857-8572|충청남도 공주시 송선동 140-1|충남 공주시 장척로 30 (송선동)|General-ASC코너
르노삼성자동차서비스|홍성자동차|041-632-3400|충남 홍성군 홍성읍 대교리 46|충남 홍성군 홍성읍 충서로 1705-48|General-ASC센터
르노삼성자동차서비스|국제자동차공업사|041-953-1566|충남 서천군 서천읍 화금리 659-1|충남 서천군 서천읍 서문로 89|General-ASC센터
르노삼성자동차서비스코너|읍내점|041-358-3386|충남 당진시 읍내동  1320번지|충남 당진시 무수동로 63 (읍내동)|ESC코너
르노삼성자동차|천안정비사업소|041-556-9191|충남 천안시 서북구 부대동  153|충남 천안시 서북구 천안대로 1112 (부대동)|ESC센터
르노삼성자동차서비스코너|권곡점|041-532-8007|충남 아산시 권곡동   526-7 번지|충남 아산시  충무로94번길 19 ,  (권곡동)|ESC코너
르노삼성자동차서비스|유로모터스|041-332-6566|충남 예산군 오가면 역탑리 190-4|충남 예산군 오가면 오가중앙로 77|General-ASC센터
르노삼성자동차서비스코너|공주점|041-858-5802|충남 공주시 신관동 278-4|충남 공주시 신금1길 44-18 (신관동)|ESC코너
르노삼성자동차서비스|반도카센타|041-675-2553|충남 태안군 태안읍 남문리  654-3|충남 태안군 태안읍 환동로 26|General-ASC코너
르노삼성자동차지정정비코너|봉명점|041-571-3380|충남 천안시 봉명동  285|충남 천안시 동남구 서부대로 542-1 (봉명동)|Premium-ASC코너
르노삼성자동차지정정비코너|서산석남점|041-665-9274|충남 서산시 석남동 133-10|충남 서산시 남부순환로 1002-4 (석남동)|Premium-ASC코너
르노삼성자동차서비스코너|백석점|041-415-0333|충남 천안시 서북구 백석동 462-6|충남 천안시 서북구 번영로 306-4 (백석동)|General-ASC코너
르노삼성자동차서비스코너|천안점|041-523-3939|충남 천안시 동남구 원성동 651-7|충남 천안시 동남구 충무로 523 (원성동)|ESC코너
르노삼성자동차지정정비센터|논산정비|041-736-3300|충남 논산시 강산동 293-1|충남 논산시 생뫼길 36-16 (강산동)|General-ASC센터
르노삼성자동차서비스|신호지점|051-979-8319|부산 강서구 신호동  185|부산 강서구 르노삼성대로 61 (신호동)|직영코너
르노삼성자동차|연제대리점|051-752-1002|부산 연제구 연산9동 405-26|부산 연제구 과정로 205 (연산동)|General-ASC코너
르노삼성자동차서비스코너|부암점|051-808-3367|부산 부산진구 부암동 315-1|부산 부산진구 동평로181번길 6 (부암동)|ESC코너
르노삼성자동차지정정비코너|사하점|051-208-1446|부산 사하구 하단동  255 번지|부산 사하구 괴정로 60  (하단동)|ESC코너
르노삼성자동차서비스|부산정비|051-263-2111|부산 사하구 장림동 1050|부산 사하구 을숙도대로 670 (장림동)|General-ASC센터
르노삼성자동차서비스|제일종합정비|051-241-5884|부산 중구 보수동2가   106-2|부산 중구 흑교로45번길 4 (보수동2가)|General-ASC센터
르노삼성자동차지정정비코너|다대점|051-265-8733|부산 사하구 다대동 1551-32|부산광역시 사하구 다대로 596 (다대동)|General-ASC코너
르노삼성자동차서비스|해금자동차정비|051-831-0195|부산 강서구 송정동  1556-3|부산 강서구 녹산산업북로193번길 30 (송정동)|Premium-ASC센터
르노삼성자동차서비스|신용카서비스|051-291-1005|부산 사하구 괴정동  300-3|부산 사하구 사리로18번길 9-2 (괴정동)|General-ASC코너
르노삼성자동차서비스코너|구서점|051-515-0094|부산 금정구 구서1동   466-5|부산 금정구 금정로 212 (구서동)|General-ASC코너
르노삼성자동차서비스|칠성종합카인테리어|051-864-1666|부산 연제구 연산6동  1784-17|부산 연제구 쌍미천로 54 (연산동)|General-ASC코너
르노삼성자동차지정정비코너|신평점|051-292-6855|부산 사하구 하단동 870-269|부산 사하구 하신중앙로 244 (하단동)|Premium-ASC코너
르노삼성자동차지정정비코너|양정점|051-867-3055|부산 부산진구 양정동 477-7|부산 부산진구 동평로 327 (양정동)|Premium-ASC코너
르노삼성자동차지정정비코너|연산점|051-868-1300|부산 연제구 연산동  589-2|부산 연제구 반송로 68 (연산동)|General-ASC코너
르노삼성자동차서비스|남부자동차정비|051-625-3200|부산 남구 용호1동  370-2|부산 남구 용호로 128 (용호동)|General-ASC센터
르노삼성자동차|남부산정비사업소|051-759-3389|부산 수영구 광안1동  117-3|부산 수영구 수영로 624 (광안동)|ESC센터
르노삼성자동차서비스|캄스정비|051-512-1133|부산 금정구 부곡동  65-15|부산 금정구 수림로 34 (부곡동)|General-ASC센터
르노삼성자동차서비스|동래사업소|051-550-6800|부산 동래구 수안동 9-18|부산 동래구 명륜로 51 (수안동)|직영센터
르노삼성자동차지정정비코너|명장점|051-525-3200|부산 동래구 명장동 57-27|부산 동래구 반송로 286 (명장동)|General-ASC코너
르노삼성자동차서비스코너|해운대중동점|051-741-3381|부산 해운대구 중동  262-2 번지|부산 해운대구 해운대로767번길 14 -8 (중동)|ESC코너
르노삼성자동차서비스|롯데정비공업사|051-341-1001|부산 사상구 삼락동  74-10|부산 사상구 모라로 16 (삼락동)|General-ASC센터
르노삼성자동차서비스|신도시점|051-731-1007|부산 해운대구 중동 248-3|부산 해운대구 좌동로 51-1 (중동)|General-ASC코너
르노삼성자동차|사상정비사업소|051-311-2400|부산시 사상구 학장동 275-11|부산광역시 사상구 학감대로 184-1 (학장동)|ESC센터
