##NAME|SUBNAME|FEAT|ID|TELNUM|NEWADDR|XCOORD|YCOORD@@복지서비스
세교동 주민센터||주민센터|4122064000|031-80245845|경기 평택시 세교3로 37 559-4번지 세교동사무소|127.08242059590744|36.9999555648164
원평동 주민센터||주민센터|4122060000|031-80245721|경기 평택시 통복동 172-6 172-6번지 원평동사무소|127.08048152257902|36.98929167738723
송탄동 주민센터||주민센터|4122053500|031-80246995|경기 평택시 가재동 20-53 20-53 송탄동사무소|127.09495969479842|37.04444506516378
고용보험공단|평택고용센터|고용보험공단||031-6461205|경기 평택시 경기대로 1194 (이충동)|127.06037110803054|37.05302070893653
중앙동 주민센터||주민센터|4122051000|031-80246921|경기 평택시 이충동 493 493번지 중앙동사무소|127.05590734798452|37.05530802019426
고용보험공단|평택고용센터|고용보험공단||031-6461205|경기 평택시 경기대로 1194 (이충동)|127.06037110803054|37.05302070893653
현덕면 주민센터||주민센터|4122037000|031-80248914|경기 평택시 현덕면 인광리 402-12 402-12번지|126.92154052382173|36.967292128308486
원평동 주민센터||주민센터|4122060000|031-80245721|경기 평택시 통복동 172-6 172-6번지 원평동사무소|127.08048152257902|36.98929167738723
신평동 주민센터||주민센터|4122059000|031-80245681|경기 평택시 합정동 832 신평동사무소|127.09267234152662|36.99001086216529
비전2동 주민센터||주민센터|4122063000|031-80245825|경기 평택시 비전2동 849 849번지 비전2동주민센터|127.11177331889385|36.99026473920254
세교동 주민센터||주민센터|4122064000|031-80245845|경기 평택시 세교3로 37 559-4번지 세교동사무소|127.08242059590744|36.9999555648164
비전1동 주민센터||주민센터|4122062000|031-80245781|경기 평택시 비전동 793-2 793-2 비전1동사무소|127.0952601067564|37.000562295192914
통복동 주민센터||주민센터|4122061000|031-80245747|경기 평택시 통복동 541 541 통복동주민센터|127.08732429637564|37.00080988867887
오성면 주민센터||주민센터|4122034000|031-80248813|경기 평택시 청북면 현곡리 293-4 293-4번지 청북면사무소|126.93417197129489|37.03990175650762
청북면 주민센터||주민센터|4122035000|031-80248762|경기 평택시 청북면 현곡리 293-4 293-4번지 청북면사무소|126.93417197129489|37.03990175650762
고덕면 주민센터||주민센터|4122033000|031-80246851|경기 평택시 고덕면 고덕로 283 387-3번지 고덕면사무소|127.01775583574897|37.0423335725722
송탄동 주민센터||주민센터|4122053500|031-80246995|경기 평택시 가재동 20-53 20-53 송탄동사무소|127.09495969479842|37.04444506516378
중앙동 주민센터||주민센터|4122051000|031-80246921|경기 평택시 이충동 493 493번지 중앙동사무소|127.05590734798452|37.05530802019426
서정동 주민센터||주민센터|4122052000|031-80246963|경기 평택시 서정동 831 831번지 서정동사무소|127.05468412702413|37.06780827380618
신장2동 주민센터||주민센터|4122058000|031-80247154|경기 평택시 신장동 280-23 280-23번지 신장2동사무소|127.05243666336303|37.07641992609848
지산동 주민센터||주민센터|4122055000|031-80247034|경기 평택시 지산동 798-4 798-4번지 지산동사무소|127.05761946164559|37.077423116332554
송북동 주민센터||주민센터|4122056000|031-80247076|경기 평택시 지산동 1011 1011번지 송북동사무소|127.06022280074514|37.08158116292513
신장1동 주민센터||주민센터|4122057000|031-80247118|경기 평택시 신장동 338-55 338-55번지|127.05250931779072|37.083931214212555
진위면 주민센터||주민센터|4122031000|031-80246721|경기 평택시 진위면 봉남리 228 228번지 진위면사무소|127.09085768595138|37.0999254225765
서탄면 주민센터||주민센터|4122032000|031-80246783|경기 평택시 서탄면 금암리 247 247번지 서탄면사무소|127.03524988379536|37.10819073869254
근로복지공단|평택지사|근로복지공단||031-6698680|경기 평택시 경기대로 1375 CK타워 8, 9층  |127.06378309043322|37.06773164442942
국민건강보험|평택지사|국민건강보험||031-6125300|경기 평택시 관광특구로 1 |127.05915456401267|37.06733757125487
국민연금공단|평택안성지사|국민연금공단||031-6590802~0803|경기 평택시 평택2로 34 3층, 5층(평택동)|127.08995378795552|36.99368576893941
포천동 주민센터||주민센터|4165051000|031-5384763|경기 포천시 중앙로119번길 26 26 (신읍동)|127.20032344105198|37.8982182296337
군내면 주민센터||주민센터|4165031000|031-5384212|경기 포천시 군내면 청군로3290번길 16 16|127.2177689578629|37.88895797493457
신북면 주민센터||주민센터|4165034000|031-5384363|경기 포천시 신북면 호국로 2065 2065|127.22641393370337|37.93368601762712
가산면 주민센터||주민센터|4165033000|031-5384312|경기 포천시 가산면 선마로 223 223|127.18614474435807|37.84821007351751
선단동 주민센터||주민센터|4165052000|031-5384812|경기 포천시 삼육사로2186번길 11 11 (선단동)|127.15917073247577|37.85417427846398
화현면 주민센터||주민센터|4165041000|031-5384713|경기 포천시 화현면 달인동로1길 55 55|127.28807643862068|37.901193079940924
국민연금공단|포천철원지사|국민연금공단||031-5408091 ~3|경기 포천시 소흘읍 송우로 62 송우웰빙타운 5층|127.14241100894029|37.82959972106708
국민건강보험|포천지사|국민건강보험||031-5403100|경기 포천시 소흘읍 솔모루로 15 |127.14200621110894|37.82464135163235
창수면 주민센터||주민센터|4165035000|031-5384414|경기 포천시 창수면 메치골로 178 178|127.1890876447526|37.991310790562984
내촌면 주민센터||주민센터|4165032000|031-5384264|경기 포천시 내촌면 내촌로 70 70|127.2285922493444|37.78613875922918
내촌면 주민센터||주민센터|4165032000|031-5384264|경기 포천시 내촌면 내촌로 70 70|127.2285922493444|37.78613875922918
가산면 주민센터||주민센터|4165033000|031-5384312|경기 포천시 가산면 선마로 223 223|127.18614474435807|37.84821007351751
선단동 주민센터||주민센터|4165052000|031-5384812|경기 포천시 삼육사로2186번길 11 11 (선단동)|127.15917073247577|37.85417427846398
군내면 주민센터||주민센터|4165031000|031-5384212|경기 포천시 군내면 청군로3290번길 16 16|127.2177689578629|37.88895797493457
포천동 주민센터||주민센터|4165051000|031-5384763|경기 포천시 중앙로119번길 26 26 (신읍동)|127.20032344105198|37.8982182296337
화현면 주민센터||주민센터|4165041000|031-5384713|경기 포천시 화현면 달인동로1길 55 55|127.28807643862068|37.901193079940924
신북면 주민센터||주민센터|4165034000|031-5384363|경기 포천시 신북면 호국로 2065 2065|127.22641393370337|37.93368601762712
일동면 주민센터||주민센터|4165037000|031-5384514|경기 포천시 일동면 화동로1099번길 30 30|127.31728721466445|37.96127530700993
창수면 주민센터||주민센터|4165035000|031-5384414|경기 포천시 창수면 메치골로 178 178|127.1890876447526|37.991310790562984
영중면 주민센터||주민센터|4165036000|031-5384463|경기 포천시 영중면 양문로 151 151|127.2454907330002|38.00570792110845
이동면 주민센터||주민센터|4165038000|031-5384562|경기 포천시 이동면 화동로 2048 2048|127.36730621911389|38.03072087010953
영북면 주민센터||주민센터|4165039000|031-5384612|경기 포천시 영북면 영북로 166 166|127.27563570169485|38.08929332370794
관인면 주민센터||주민센터|4165040000|031-5384663|경기 포천시 관인면 관인로 14 14|127.25070949254442|38.15773169875212
국민건강보험|포천지사|국민건강보험||031-5403100|경기 포천시 소흘읍 솔모루로 15 |127.14200621110894|37.82464135163235
국민연금공단|포천철원지사|국민연금공단||031-5408091 ~3|경기 포천시 소흘읍 송우로 62 송우웰빙타운 5층|127.14241100894029|37.82959972106708
신장2동 주민센터||주민센터|4145053000|031-7905614|경기 하남시 대청로21번길 32 32 (신장동, 신장2동 주민센터)|127.2139034746463|37.54169097838936
신장1동 주민센터||주민센터|4145052000|031-7905510|경기 하남시 신장1동 446-17 446-17 신장1동주민센터|127.20959109969503|37.53881191223872
국민건강보험|하남지사|국민건강보험||031-80260200|경기 하남시 하남대로 840 |127.20497679916853|37.54289973239204
국민연금공단|하남상담센터|국민연금공단||031-7968145~8|경기 하남시 덕풍동로 111-15 8층 801호(덕풍3동)|127.20793795264427|37.551421594321994
덕풍2동 주민센터||주민센터|4145055000|031-7905167|경기 하남시 덕풍공원로 12 12 (덕풍동, 덕풍2동 주민센터)|127.19814518246538|37.54228429856085
덕풍1동 주민센터||주민센터|4145054000|031-7905627|경기 하남시 덕풍공원로 110 110 (덕풍동, 덕풍1동 주민센터)|127.19844761449143|37.53514427621844
덕풍3동 주민센터||주민센터|4145056000|031-7905531|경기 하남시 덕풍서로 66 66 (덕풍동, 덕풍3동 주민센터)|127.20478583765497|37.552511903274386
천현동 주민센터||주민센터|4145051000|031-7905537|경기 하남시 검단남로 48 48 (하산곡동, 천현동 주민센터)|127.22404260180173|37.51922286910201
춘궁동 주민센터||주민센터|4145059000|031-7905485|경기 하남시 서하남로 490 490 (춘궁동, 춘궁동 주민센터)|127.19414624004192|37.522166208297165
풍산동 주민센터||주민센터|4145057000|031-7945341|경기 하남시 하남대로 1037-4 하남대로 1037-4 풍산동주민센터|127.185090365978|37.54901971900989
위례동 주민센터||주민센터|4145058500|031-7906613|경기 하남시 위례순환로 310 310 (학암동, 위례동 주민센터)|127.15242105274297|37.47720238717414
감북동 주민센터||주민센터|4145058000|031-7905129|경기 하남시 감북로 39 39 (감북동, 감북동 주민센터)|127.16173948816457|37.51620354555775
천현동 주민센터||주민센터|4145051000|031-7905537|경기 하남시 검단남로 48 48 (하산곡동, 천현동 주민센터)|127.22404260180173|37.51922286910201
춘궁동 주민센터||주민센터|4145059000|031-7905485|경기 하남시 서하남로 490 490 (춘궁동, 춘궁동 주민센터)|127.19414624004192|37.522166208297165
덕풍1동 주민센터||주민센터|4145054000|031-7905627|경기 하남시 덕풍공원로 110 110 (덕풍동, 덕풍1동 주민센터)|127.19844761449143|37.53514427621844
초이동 주민센터||주민센터|4145060000|031-7905532|경기 하남시 초이로 65 65 (초이동, 초이동 주민센터)|127.1708668564105|37.53662900207421
신장1동 주민센터||주민센터|4145052000|031-7905510|경기 하남시 신장1동 446-17 446-17 신장1동주민센터|127.20959109969503|37.53881191223872
신장2동 주민센터||주민센터|4145053000|031-7905614|경기 하남시 대청로21번길 32 32 (신장동, 신장2동 주민센터)|127.2139034746463|37.54169097838936
덕풍2동 주민센터||주민센터|4145055000|031-7905167|경기 하남시 덕풍공원로 12 12 (덕풍동, 덕풍2동 주민센터)|127.19814518246538|37.54228429856085
풍산동 주민센터||주민센터|4145057000|031-7945341|경기 하남시 하남대로 1037-4 하남대로 1037-4 풍산동주민센터|127.185090365978|37.54901971900989
덕풍3동 주민센터||주민센터|4145056000|031-7905531|경기 하남시 덕풍서로 66 66 (덕풍동, 덕풍3동 주민센터)|127.20478583765497|37.552511903274386
미사1동 주민센터||주민센터|4145061000|031-7905626|경기 하남시 아리수로 600 600 (망월동, 국민체육센터 3층 )|127.19390601543373|37.56569922544964
미사2동 주민센터||주민센터|4145062000|031-7905215|경기 하남시 아리수로 531 아리수로 531|127.18606345414624|37.56717866518616
국민건강보험|하남지사|국민건강보험||031-80260200|경기 하남시 하남대로 840 |127.20497679916853|37.54289973239204
국민연금공단|하남상담센터|국민연금공단||031-7968145~8|경기 하남시 덕풍동로 111-15 8층 801호(덕풍3동)|127.20793795264427|37.551421594321994
마도면 주민센터||주민센터|4159033000|031-3693434|경기 화성시 마도면 마도북로 389 389 (마도면사무소)|126.76964714180946|37.205484562766635
비봉면 주민센터||주민센터|4159032000|031-3692736|경기 화성시 비봉면 비봉로71번길 1 1|126.87389116091933|37.23581930916567
팔탄면 주민센터||주민센터|4159036000|031-3693412|경기 화성시 팔탄면 서촌길 19 서촌길 19 (구장리 530-1) 팔탄면사무소|126.90314691223278|37.1614019499135
송산면 주민센터||주민센터|4159034000|031-3692763|경기 화성시 송산면 매봉산길 12 매봉산길 12|126.73916250703138|37.217841401910626
매송면 주민센터||주민센터|4159031000|031-3692725|경기 화성시 매송면 매송로 43 매송로 43(어천리 380번지)|126.90913544103906|37.25235152947771
국민연금공단|봉담상담센터|국민연금공단||031--3544663,4665~6|경기 화성시 봉담읍 삼천병마로 1268 4층(황현빌딩)|126.94827132824075|37.21927425474268
고용보험공단|화성고용센터|고용보험공단||031-2900800|경기 화성시 봉담읍 동화길 85 7층(이원타워) |126.9583812949208|37.21692830251364
고용보험공단|화성고용복지센터|고용보험공단||031-2900800|경기 화성시 봉담읍 동화길 85 |126.9583812949208|37.21692830251364
서신면 주민센터||주민센터|4159035000|031-3693448|경기 화성시 서신면 매화리 277 277번지|126.70886417703025|37.16621272467156
정남면 주민센터||주민센터|4159041000|031-3694626|경기 화성시 정남면 서봉로 998 998 (정남면사무소)|126.97111157302881|37.160273838542075
고용보험공단|화성고용센터|고용보험공단||031-2900800|경기 화성시 봉담읍 동화길 85 7층(이원타워) |126.9583812949208|37.21692830251364
고용보험공단|화성고용복지센터|고용보험공단||031-2900800|경기 화성시 봉담읍 동화길 85 |126.9583812949208|37.21692830251364
장안면 주민센터||주민센터|4159037000|031-3692794|경기 화성시 장안면 포승장안로 1460-7 |126.83114961751045|37.07949390857149
양감면 주민센터||주민센터|4159040000|031-3693828|경기 화성시 양감면 신왕리 676-4 676-4|126.9445774218595|37.08128795224308
정남면 주민센터||주민센터|4159041000|031-3694626|경기 화성시 정남면 서봉로 998 998 (정남면사무소)|126.97111157302881|37.160273838542075
팔탄면 주민센터||주민센터|4159036000|031-3693412|경기 화성시 팔탄면 서촌길 19 서촌길 19 (구장리 530-1) 팔탄면사무소|126.90314691223278|37.1614019499135
서신면 주민센터||주민센터|4159035000|031-3693448|경기 화성시 서신면 매화리 277 277번지|126.70886417703025|37.16621272467156
동탄면 주민센터||주민센터|4159042000|031-3694648|경기 화성시 오산동 861 861|127.08690357922205|37.187482606742925
동탄2동 주민센터||주민센터|4159058600|031-3694847|경기 화성시 동탄반석로 87 87 (반송동, 동탄2동주민센터)|127.07231229993187|37.19694625789978
화산동 주민센터||주민센터|4159057000|031-3694610|경기 화성시 용주로 22 22 (안녕동, 화산동주민센터)|127.01428384738256|37.20545897737087
마도면 주민센터||주민센터|4159033000|031-3693434|경기 화성시 마도면 마도북로 389 389 (마도면사무소)|126.76964714180946|37.205484562766635
동탄1동 주민센터||주민센터|4159058500||경기 화성시 반송동 86 |127.07195188537138|37.20646158097583
병점1동 주민센터||주민센터|4159053000|031-3694658|경기 화성시 경기대로1010번길 11 경기대로 1010번길 11(병점동 367)|127.03727387510142|37.20687042650235
동탄4동 주민센터||주민센터|4159058800|031-3694413|경기 화성시 동탄순환대로 754-2 754-2 (영천동, 동탄4동주민센터)|127.10591817320179|37.209708695133244
동탄3동 주민센터||주민센터|4159058700|031-3694070|경기 화성시 능동 1119 1119번지(동탄 지성로 151) 동탄3동 주민센터|127.0586799063215|37.209961370739
병점2동 주민센터||주민센터|4159054000|031-3694549|경기 화성시 병점동 834-1 834-1|127.04317043946008|37.21157190775902
진안동 주민센터||주민센터|4159052000|031-3694500|경기 화성시 병점4로 34 34 (진안동, 주민센터)|127.03500131538563|37.21333345286493
송산면 주민센터||주민센터|4159034000|031-3692763|경기 화성시 송산면 매봉산길 12 매봉산길 12|126.73916250703138|37.217841401910626
기배동 주민센터||주민센터|4159056000|031-3694590|경기 화성시 기안남로 62 62 (기안동, 기배동주민센터)|126.98463540444764|37.22433403025898
반월동 주민센터||주민센터|4159055000|031-3694570|경기 화성시 반월동 856 856번지 반월동주민센터|127.06060008515914|37.2331606009844
비봉면 주민센터||주민센터|4159032000|031-3692736|경기 화성시 비봉면 비봉로71번길 1 1|126.87389116091933|37.23581930916567
매송면 주민센터||주민센터|4159031000|031-3692725|경기 화성시 매송면 매송로 43 매송로 43(어천리 380번지)|126.90913544103906|37.25235152947771
국민건강보험|화성지사|국민건강보험||031-5477800|경기 화성시 병점2로 6 |127.03774159030208|37.20503934283478
국민연금공단|화성오산지사|국민연금공단||031-2296002~3|경기 화성시 병점2로 6 금강빌딩 5층(병점동)|127.03774159030208|37.20503934283478
국민연금공단|봉담상담센터|국민연금공단||031--3544663,4665~6|경기 화성시 봉담읍 삼천병마로 1268 4층(황현빌딩)|126.94827132824075|37.21927425474268
고현동 주민센터||주민센터|4831058000|055-6396937|경남 거제시 거제중앙로13길 23 23 (고현동, 고현동주민센터)|128.62390102994922|34.8822144706191
국민연금공단|거제상담센터|국민연금공단||055-6385093|경남 거제시 서문로 72 (고현동)태원회관5층|128.6236763999615|34.88969804769351
고용보험공단|거제고용센터|고용보험공단||055-7301919|경남 거제시 장평4로 63  1~2층(장평동, 금강빌딩)|128.60861552176098|34.88716565632677
장평동 주민센터||주민센터|4831057000|055-6396906|경남 거제시 장평3로 10 10 (장평동, 장평동주민센터)|128.60944268346117|34.889422316346604
상문동 주민센터||주민센터|4831059000|055-6396962|경남 거제시 거제중앙로 1641 1641 (상동동, 상문동주민센터)|128.63793497817213|34.86807444657474
수양동 주민센터||주민센터|4831060000|055-6396984|경남 거제시 제산로5길 26 859-1|128.64627003900523|34.88793764582728
거제면 주민센터||주민센터|4831034000|055-6396571|경남 거제시 거제면 서상길 1 1 (거제면사무소)|128.59041829861502|34.85100057425891
연초면 주민센터||주민센터|4831037000|055-6396671|경남 거제시 연초면 죽토로 11 11 (연초면사무소)|128.65653974729398|34.914580152801875
옥포2동 주민센터||주민센터|4831056000|055-6396876|경남 거제시 옥포2동 |128.68756101474094|34.89663630595329
국민건강보험|거제지사|국민건강보험||055-6397100|경남 거제시 아주로 58 |128.68864581177587|34.86497242751383
고용보험공단|거제고용센터|고용보험공단||055-7301919|경남 거제시 장평4로 63  1~2층(장평동, 금강빌딩)|128.60861552176098|34.88716565632677
남부면 주민센터||주민센터|4831033000|055-6394004|경남 거제시 남부면 다대5길 27-16 |128.62920433734098|34.73260244328021
동부면 주민센터||주민센터|4831032000|055-6396502|경남 거제시 동부면 산양리 356-2 356-2번지 동부로 16)|128.6082139213802|34.82160458506102
일운면 주민센터||주민센터|4831031000|055-6396469|경남 거제시 일운면 지세포4길 2 2 (일운면사무소)|128.70305752370402|34.82888654615001
둔덕면 주민센터||주민센터|4831035000|055-6396599|경남 거제시 거제면 거제남서로 4304 4304 (둔덕면사무소)|128.52464808877178|34.832695916960404
거제면 주민센터||주민센터|4831034000|055-6396571|경남 거제시 거제면 서상길 1 1 (거제면사무소)|128.59041829861502|34.85100057425891
마전동 주민센터||주민센터|4831052000|055-6396785|경남 거제시 마전8길 15 15 (장승포동, 마전동주민센터)|128.72329977821957|34.86013844475448
아주동 주민센터||주민센터|4831054000|055-6396832|경남 거제시 아주동 338 338번지|128.6920736631215|34.865977443885335
장승포동 주민센터||주민센터|4831051000|055-6396763|경남 거제시 장승로 146-25 146-25 (장승포동, 장승포동주민센터)|128.7271773731914|34.8673728150915
상문동 주민센터||주민센터|4831059000|055-6396962|경남 거제시 거제중앙로 1641 1641 (상동동, 상문동주민센터)|128.63793497817213|34.86807444657474
능포동 주민센터||주민센터|4831053000|055-6396804|경남 거제시 능포로 182 182 (능포동, 능포동주민센터)|128.73456810764105|34.879178610585214
고현동 주민센터||주민센터|4831058000|055-6396937|경남 거제시 거제중앙로13길 23 23 (고현동, 고현동주민센터)|128.62390102994922|34.8822144706191
수양동 주민센터||주민센터|4831060000|055-6396984|경남 거제시 제산로5길 26 859-1|128.64627003900523|34.88793764582728
장평동 주민센터||주민센터|4831057000|055-6396906|경남 거제시 장평3로 10 10 (장평동, 장평동주민센터)|128.60944268346117|34.889422316346604
옥포1동 주민센터||주민센터|4831055000|055-6396852|경남 거제시 옥포대첩로4길 34 34 (옥포동, 옥포1동주민센터)|128.692682604731|34.890984458468544
옥포2동 주민센터||주민센터|4831056000|055-6396876|경남 거제시 옥포2동 |128.68756101474094|34.89663630595329
연초면 주민센터||주민센터|4831037000|055-6396671|경남 거제시 연초면 죽토로 11 11 (연초면사무소)|128.65653974729398|34.914580152801875
사등면 주민센터||주민센터|4831036000|055-6396640|경남 거제시 사등면 성포리 372-8 372-8|128.52244116914494|34.91863100427987
하청면 주민센터||주민센터|4831038000|055-6396699|경남 거제시 하청면 하청로 12-7 12-7 (하청면사무소)|128.65500740184206|34.955514754598
장목면 주민센터||주민센터|4831039000|055-6396729|경남 거제시 장목면 장목리 247번지 1호|128.67384871490884|34.98218960659132
국민건강보험|거제지사|국민건강보험||055-6397100|경남 거제시 아주로 58 |128.68864581177587|34.86497242751383
국민연금공단|거제상담센터|국민연금공단||055-6385093|경남 거제시 서문로 72 (고현동)태원회관5층|128.6236763999615|34.88969804769351
국민연금공단|거창지사|국민연금공단||055-9404510~2|경남 거창군 거창읍 소만3길 56|127.903914924407|35.68801008958842
고용보험공단|거창고용센터|고용보험공단||055-9430734~5|경남 거창군 거창읍 강남로 208 |127.91969889125593|35.68568428984725
국민건강보험|거창지사|국민건강보험||055-9401100|경남 거창군 거창읍 소만3길 14 |127.92063875315488|35.69364409335372
남하면 주민센터||주민센터|4888038000|055-9407722|경남 거창군 남하면 무릉리 남하면사무소|127.95821130951593|35.66193718274437
마리면 주민센터||주민센터|4888036000|055-9407622|경남 거창군 마리면 말흘리 마리면사무소|127.8451670512062|35.69731959147739
주상면 주민센터||주민센터|4888031000|055-9407372|경남 거창군 주상면 도평리 주상면사무소|127.91327237554758|35.7479043264058
남상면 주민센터||주민센터|4888037000|055-9407673|경남 거창군 남상면 무촌리 남상면사무소|127.91219261381259|35.62208078889338
가조면 주민센터||주민센터|4888040000|055-9407823|경남 거창군 가조면 마상리 가조면사무소|128.01087922117372|35.70952079087035
위천면 주민센터||주민센터|4888035000|055-9407572|경남 거창군 위천면 장기리 위천면사무소|127.83475767500609|35.750125855898126
신원면 주민센터||주민센터|4888039000|055-9407772|경남 거창군 신원면 과정리 신원면사무소|127.92163394225973|35.575251760861654
고용보험공단|거창고용센터|고용보험공단||055-9430734~5|경남 거창군 거창읍 강남로 208 |127.91969889125593|35.68568428984725
신원면 주민센터||주민센터|4888039000|055-9407772|경남 거창군 신원면 과정리 신원면사무소|127.92163394225973|35.575251760861654
남상면 주민센터||주민센터|4888037000|055-9407673|경남 거창군 남상면 무촌리 남상면사무소|127.91219261381259|35.62208078889338
남하면 주민센터||주민센터|4888038000|055-9407722|경남 거창군 남하면 무릉리 남하면사무소|127.95821130951593|35.66193718274437
마리면 주민센터||주민센터|4888036000|055-9407622|경남 거창군 마리면 말흘리 마리면사무소|127.8451670512062|35.69731959147739
가조면 주민센터||주민센터|4888040000|055-9407823|경남 거창군 가조면 마상리 가조면사무소|128.01087922117372|35.70952079087035
주상면 주민센터||주민센터|4888031000|055-9407372|경남 거창군 주상면 도평리 주상면사무소|127.91327237554758|35.7479043264058
위천면 주민센터||주민센터|4888035000|055-9407572|경남 거창군 위천면 장기리 위천면사무소|127.83475767500609|35.750125855898126
가북면 주민센터||주민센터|4888041000|055-9407874|경남 거창군 가북면 우혜리 가북면사무소|128.01936828762993|35.76384368075698
북상면 주민센터||주민센터|4888034000|055-9407522|경남 거창군 북상면 갈계리 북상면사무소|127.81550474177322|35.79103358015229
고제면 주민센터||주민센터|4888033000|055-9407472|경남 거창군 고제면 농산리 고제면사무소|127.86374853359105|35.809258446367316
웅양면 주민센터||주민센터|4888032000|055-9407423|경남 거창군 웅양면 노현리 웅양면사무소|127.90768367671564|35.8121971689935
국민건강보험|거창지사|국민건강보험||055-9401100|경남 거창군 거창읍 소만3길 14 |127.92063875315488|35.69364409335372
국민연금공단|거창지사|국민연금공단||055-9404510~2|경남 거창군 거창읍 소만3길 56|127.903914924407|35.68801008958842
대가면 주민센터||주민센터|4882035000|055-6705256|경남 고성군 대가면 대가로 471 471|128.2985398841724|35.01748646049413
삼산면 주민센터||주민센터|4882031000|055-6705055|경남 고성군 삼산면 공룡로 2137 2137|128.2739493173371|34.93678424990456
거류면 주민센터||주민센터|4882043000|055-6705663|경남 고성군 거류면 당동3길 5 5|128.40425526913418|34.99174361134098
마암면 주민센터||주민센터|4882041000|055-6705563|경남 고성군 마암면 옥천로 247 247|128.33665668251734|35.05515766037423
회화면 주민센터||주민센터|4882040000|055-6705523|경남 고성군 회화면 배둔로 80 80|128.37310569443218|35.06029521626991
동해면 주민센터||주민센터|4882042000|055-6705613|경남 고성군 동해면 장기3길 100 100|128.4210657380603|35.04145395583839
하일면 주민센터||주민센터|4882032000|055-6705113|경남 고성군 하일면 공룡로 979 979|128.19241332973726|34.943445359124354
상리면 주민센터||주민센터|4882034000|055-6705206|경남 고성군 상리면 척번정1길 105 105|128.18614932546717|34.99974911304629
구만면 주민센터||주민센터|4882039000|055-6705455|경남 고성군 구만면 영회로 1765 1765|128.33485731729846|35.08816465385874
영현면 주민센터||주민센터|4882036000|055-6705304|경남 고성군 영현면 대가로 1681 1681|128.20557038118736|35.05426012788642
하이면 주민센터||주민센터|4882033000|055-6705163|경남 고성군 하이면 공룡로 1 1|128.12270066495591|34.9286933134361
삼산면 주민센터||주민센터|4882031000|055-6705055|경남 고성군 삼산면 공룡로 2137 2137|128.2739493173371|34.93678424990456
하일면 주민센터||주민센터|4882032000|055-6705113|경남 고성군 하일면 공룡로 979 979|128.19241332973726|34.943445359124354
거류면 주민센터||주민센터|4882043000|055-6705663|경남 고성군 거류면 당동3길 5 5|128.40425526913418|34.99174361134098
상리면 주민센터||주민센터|4882034000|055-6705206|경남 고성군 상리면 척번정1길 105 105|128.18614932546717|34.99974911304629
대가면 주민센터||주민센터|4882035000|055-6705256|경남 고성군 대가면 대가로 471 471|128.2985398841724|35.01748646049413
동해면 주민센터||주민센터|4882042000|055-6705613|경남 고성군 동해면 장기3길 100 100|128.4210657380603|35.04145395583839
영현면 주민센터||주민센터|4882036000|055-6705304|경남 고성군 영현면 대가로 1681 1681|128.20557038118736|35.05426012788642
마암면 주민센터||주민센터|4882041000|055-6705563|경남 고성군 마암면 옥천로 247 247|128.33665668251734|35.05515766037423
회화면 주민센터||주민센터|4882040000|055-6705523|경남 고성군 회화면 배둔로 80 80|128.37310569443218|35.06029521626991
구만면 주민센터||주민센터|4882039000|055-6705455|경남 고성군 구만면 영회로 1765 1765|128.33485731729846|35.08816465385874
개천면 주민센터||주민센터|4882038000|055-6705405|경남 고성군 개천면 옥천로 1278 1278|128.25855522910456|35.09886252463178
영오면 주민센터||주민센터|4882037000|055-6705391|경남 고성군 영오면 영산1길 7 7|128.2376524022218|35.107831120665566
부원동 주민센터||주민센터|4825053000|055-3308355|경남 김해시 김해대로2371번길 24-16 24-16 (부원동, 부원동주민센터)|128.88655922500993|35.228728051943534
고용보험공단|김해고용센터|고용보험공단||055-3306400|경남 김해시 호계로 441 (부원동)|128.8844526603496|35.22996125402134
국민연금공단|김해밀양지사|국민연금공단||055-3208300|경남 김해시 가락로 58 4층(부원동)|128.88223068073873|35.231906349264236
활천동 주민센터||주민센터|4825058000|055-3308473|경남 김해시 인제로11번길 51 660-6|128.899866339476|35.228923586491966
동상동 주민센터||주민센터|4825051000|055-3308313|경남 김해시 호계로517번길 8 8 (동상동, 동상동주민센터)|128.8834565332289|35.23685099822794
회현동 주민센터||주민센터|4825052000|055-3308320|경남 김해시 가락로63번길 33 33 (봉황동, 회현동주민센터)|128.87792197913035|35.231576773550835
국민건강보험|김해지사|국민건강보험||055-3308100|경남 김해시 전하로176번길 79 |128.87445601843308|35.2235739034998
칠산서부동 주민센터||주민센터|4825056500|055-3308443|경남 김해시 전하로208번길 7-13 7-13 (전하동, 칠산서부동주민센터)|128.8710139611768|35.222895404985195
삼안동 주민센터||주민센터|4825059000|055-3308501|경남 김해시 활천로255번길 6-12 6-12 (삼방동, 삼안동주민센터)|128.90767531095602|35.24308983868773
내외동 주민센터||주민센터|4825054000|055-3308371|경남 김해시 내외로 67 1116-4|128.86462234033337|35.235181726471026
고용보험공단|김해고용센터|고용보험공단||055-3306400|경남 김해시 호계로 441 (부원동)|128.8844526603496|35.22996125402134
장유3동 주민센터||주민센터|4825063000|055-3307381|경남 김해시 관동로 25 25 (관동동, 장유3동주민센터)|128.80601770113933|35.177535811752634
장유2동 주민센터||주민센터|4825062000|055-3307351|경남 김해시 능동로 43 43 (삼문동, 장유2동주민센터)|128.79772522920538|35.197121638982104
