ID|NAME|CAT|NEWADDR|OLDADDR|XX|YY|TELL|업데이트날짜|모두_운영시간|모두_현장요금|모두_URL|카카오_주차면수|카카오_결제방법|카카오_운영시간|카카오_현장요금
617877341|관양2동복개 공영주차장|공영주차장||경기 안양시 동안구 관양동 1566|126.97244181|37.40280515||2021.06.28.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '1,800원', 'title': '30분'}, {'price': '3,600원', 'title': '1시간'}, {'price': '7,200원', 'title': '2시간'}, {'price': '14,400원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d850674b1b918ba99088aeb39979a7fc&type=P&usingTime=60&id=2|||||
1596970873|한마음산부인과앞 공영주차장|공영주차장||강원 태백시 황지동 25-146|128.98985972|37.17189757||2019.05.28.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '4,700원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=6f80629203df87efc3214d38452423c7&type=P&usingTime=60&id=2|||||
11505259|영통공영주차장|공영주차장|경기 수원시 영통구 봉영로 1598|경기 수원시 영통구 영통동 995-3|127.07420561|37.25319571||2021.01.20.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '900원', 'title': '30분'}, {'price': '2,100원', 'title': '1시간'}, {'price': '4,500원', 'title': '2시간'}, {'price': '9,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=f51121cdecdc0ca006fdec8e8fa4e16b&type=P&usingTime=60&id=2|||||
27122787|중상22 노상공영주차장|공영주차장|경기 성남시 중원구 산성대로 354-1|경기 성남시 중원구 중앙동 65|127.15583421|37.44399026||2019.10.31.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=b366f122caf46a92ec570502b881364b&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}, 'prices': [{'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}]}|
797196128|장흥관광지 제3효편의점 공영주차장|공영주차장||경기 양주시 장흥면 석현리 394-15|126.94950521|37.7315493||2021.03.22.|[{'start': '09:00', 'end': '18:00', 'title': '매일'}, {'start': '09:00', 'end': '18:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '2,000원', 'title': '1시간'}, {'price': '2,000원', 'title': '2시간'}, {'price': '2,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=161de03befcb5da94090870d06bafe07&type=P&usingTime=60&id=2|||||
20518958|예술공원 공영주차장|공영주차장|경기 안양시 만안구 예술공원로 131|경기 안양시 만안구 석수동 240-18|126.92001902|37.41885549||2019.05.13.|[{'start': '09:00', 'end': '21:00', 'title': '매일'}, {'start': '09:00', 'end': '21:00', 'title': '공휴일'}]|[{'price': '1,800원', 'title': '30분'}, {'price': '3,600원', 'title': '1시간'}, {'price': '7,200원', 'title': '2시간'}, {'price': '14,400원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=7544d8c9db2e7b9aac6606cfc27225d2&type=P&usingTime=60&id=2|||||
1501957983|굿모닝탑앞 노상공영주차장|공영주차장||서울 양천구 신정동 324-3|126.86110013|37.51517393||2019.10.17.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=6617b20d9e01584bba460ba3ec28bd39&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 12000}, 'prices': [{'dayDisp': '월~금', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 12000}]}|
20346488|계산택지3 공영주차장|공영주차장||인천 계양구 계산동 1075|126.73603788|37.53528992||2020.02.07.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=1b0d6edf827fe6881eca7de8ff080846&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 600, 'baseTime': 30, 'unitTime': 15, 'unitPrice': 300, 'maxDayPrice': 6000}, 'prices': [{'dayDisp': '매일', 'basePrice': 600, 'baseTime': 30, 'unitTime': 15, 'unitPrice': 300, 'maxDayPrice': 6000}, {'dayDisp': '공휴일', 'basePrice': 600, 'baseTime': 30, 'unitTime': 15, 'unitPrice': 300, 'maxDayPrice': 6000}]}|
1287792710|노상공영주차장|공영주차장||강원 삼척시 당저동 42-2|129.16734862|37.44597214||2019.05.15.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}, {'start': '09:00', 'end': '19:00', 'title': '토'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=6c826f04-bdb6-421d-869a-366a3ffd&type=P&usingTime=60&id=2|||||
1833744906|법원동쪽 노상공영주차장|공영주차장||경기 부천시 상동 485|126.75865705|37.49182532||2020.01.28.|||||||{'today': {'dayDisp': '월~금', 'basePrice': 700, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 300}, 'prices': [{'dayDisp': '월~금', 'basePrice': 700, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 300}]}|
1914633004|무릉계곡 제3주차장|공영주차장||강원 동해시 삼화동 859-1|129.01999975|37.46350184||2019.05.15.|[{'start': '00:00', 'end': '23:59', 'title': '주중'}, {'start': '00:00', 'end': '23:59', 'title': '토'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '2,000원', 'title': '1시간'}, {'price': '2,000원', 'title': '2시간'}, {'price': '2,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=cd0327ca-e41e-4e6d-bb8d-f5733653&type=P&usingTime=60&id=2|||||
1268993223|왕곡천복개공영주차장|공영주차장||경기 의왕시 왕곡동 594|126.97623519|37.34679283||2019.05.15.|[{'start': '09:00', 'end': '20:00', 'title': '주중'}, {'start': '09:00', 'end': '18:00', 'title': '토'}]|[{'price': '800원', 'title': '30분'}, {'price': '1,700원', 'title': '1시간'}, {'price': '3,500원', 'title': '2시간'}, {'price': '7,100원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=68f98908f19dacb3a11d2d5d9d8e00a6&type=P&usingTime=60&id=2|||||
20512739|가능1동 제2공영주차장|공영주차장||경기 의정부시 가능동 681-2|127.03295969|37.74823786||2020.07.29.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=32f5fa413672c1f30a99a5cb17396b48&type=P&usingTime=60&id=2|||||
658590612|의정부시청 주차장|공영주차장|경기 의정부시 시민로 1|경기 의정부시 의정부동 326-2|127.03383556|37.73806387||2020.07.29.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '900원', 'title': '1시간'}, {'price': '2,700원', 'title': '2시간'}, {'price': '6,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=96cbea1b8f2d935be52fcc4293736ff9&type=P&usingTime=60&id=2|||||
11512738|삼산1차공영주차장|공영주차장||인천 부평구 삼산동 388-14|126.7422667|37.52138774||2019.05.28.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}, {'start': '09:00', 'end': '17:00', 'title': '토'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=9c7cb3cc93c3efd48a68423cdb27d299&type=P&usingTime=60&id=2|||||
20588387|학성공영주차장|공영주차장|강원 원주시 학성길 120|강원 원주시 학성동 223-75|127.9447648|37.35349764||2019.05.27.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,500원', 'title': '1시간'}, {'price': '3,300원', 'title': '2시간'}, {'price': '6,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=65f0abfe7ee46a5ff482628b88794221&type=P&usingTime=60&id=2|||||
392212780|행복1 공영주차장|공영주차장||경기 군포시 산본동 1096-1|126.93220574|37.36391876||2019.05.14.|[{'start': '10:00', 'end': '18:00', 'title': '주중'}, {'start': '09:00', 'end': '14:00', 'title': '토'}]|[{'price': '700원', 'title': '30분'}, {'price': '1,300원', 'title': '1시간'}, {'price': '2,500원', 'title': '2시간'}, {'price': '4,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=9bb24daa19bb7ea543ba38b28be9bb4b&type=P&usingTime=60&id=2|||||
20587943|탄현 제5공영주차장|공영주차장||경기 고양시 일산서구 탄현동 1489|126.76913186|37.69436177||2020.07.29.|[{'start': '09:00', 'end': '21:00', 'title': '주중'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '4,700원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=022c354494930a253c1d7e4a1ebfe71d&type=P&usingTime=60&id=2|||||
17766792|동산마을구립 공영주차장|공영주차장|서울 서초구 강남대로8길 77|서울 서초구 양재동 370-5|127.04433604|37.47004465||2021.11.15.|||||||{'today': {'dayDisp': '매일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500}, 'prices': [{'dayDisp': '매일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500}, {'dayDisp': '공휴일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500}]}|
20962596|내손제4공영주차장|공영주차장||경기 의왕시 내손동 710-15|126.98118198|37.38682993|031-8086-7440|2019.05.15.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=ca6f8b2b6859dd88fcb185401edfe4de&type=P&usingTime=60&id=2|||||
1933759174|SJ테크노빌앞 공영노상주차장|공영주차장||서울 금천구 가산동 60-35|126.88386961|37.47942407||2019.07.22.|[{'start': '08:30', 'end': '19:00', 'title': '주중'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=49d81fd39052d6b79e202e310ff5f1d7&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 250, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 250}, 'prices': [{'dayDisp': '월~금', 'basePrice': 250, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 250}]}|
20518337|수진제3공영주차장|공영주차장|경기 성남시 수정구 제일로 128|경기 성남시 수정구 수진동 1282|127.13332445|37.43810985||2020.07.15.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=c51a6138e577c816c7602f9bdfd1fdce&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 6000}, 'prices': [{'dayDisp': '매일', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 6000}, {'dayDisp': '공휴일', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 6000}]}|
2008300939|곰달래로5길 노상공영주차장|공영주차장||서울 양천구 신월동 804|126.83363355|37.53175561||2019.10.17.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=3984111910c074e294e0687e70d3fec0&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 12000}, 'prices': [{'dayDisp': '월~금', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 12000}]}|
20592443|서정전통시장 노상공영주차장|공영주차장||경기 평택시 서정동 322-4|127.05508784|37.05696818|031-692-3431|2019.05.14.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '1,400원', 'title': '2시간'}, {'price': '5,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d112192d5be430ac6291ef2c57bb74dc&type=P&usingTime=60&id=2|||||
301271480|신천역노상공영주차장|공영주차장||경기 시흥시 신천동 804|126.78514887|37.43885204||2021.02.16.|[{'start': '08:00', 'end': '20:00', 'title': '매일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '5,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=9b2840042523e34b962b6429d016d620&type=P&usingTime=60&id=2|||||
21217132|신장쇼핑몰제3공영주차장|공영주차장|경기 평택시 신장로 64-1|경기 평택시 신장동 302-68|127.05001947|37.0808218||2020.07.30.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,400원', 'title': '1시간'}, {'price': '3,200원', 'title': '2시간'}, {'price': '6,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=acc4c9e43b03a3df69c14a33c400230b&type=P&usingTime=60&id=2|||||
20596065|평촌지하주차장|주차장|경기 안양시 동안구 시민대로 지하 238|경기 안양시 동안구 관양동 1591-5|126.95856469|37.39212579||2018.03.03.|[{'start': '10:00', 'end': '18:00', 'title': '주중'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=a3aaa209d9a2aa9f68f33aa6ef27adb1&type=P&usingTime=60&id=2|||||
20587675|청명1길 공영주차장|공영주차장||경기 군포시 당동 925|126.94792912|37.34975896||2019.05.15.|[{'start': '08:00', 'end': '24:00', 'title': '주중'}, {'start': '08:00', 'end': '24:00', 'title': '토'}, {'start': '10:00', 'end': '22:00', 'title': '일'}, {'start': '10:00', 'end': '22:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '800원', 'title': '1시간'}, {'price': '1,400원', 'title': '2시간'}, {'price': '2,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=13b950c93270b50576bacd309bf3b723&type=P&usingTime=60&id=2|||||
11512037|노상공영주차장|공영주차장||경기 성남시 중원구 은행동 196-1|127.16851798|37.45510487||2020.07.28.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=270ae17841291e942868f952cefe09fa&type=P&usingTime=60&id=2|||||
11512430|개화산공영주차장|공영주차장||서울 강서구 방화동 845|126.80522571|37.57226424||2021.03.22.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '1,020원', 'title': '30분'}, {'price': '2,040원', 'title': '1시간'}, {'price': '4,080원', 'title': '2시간'}, {'price': '8,160원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=e112652b1ba16ee00af7f6f19fb52be1&type=P&usingTime=60&id=2|||||
275773007|오정산업단지 공영주차장|공영주차장||경기 부천시 오정동 760|126.78013123|37.53086804||2019.05.21.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '300원', 'title': '30분'}, {'price': '700원', 'title': '1시간'}, {'price': '1,900원', 'title': '2시간'}, {'price': '4,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=8540ffc4b6f33eb4cd8b1c788632e2a7&type=P&usingTime=60&id=2|||||
20565358|상2동행복노외공영주차장|공영주차장||경기 부천시 약대동 60-7|126.76717619|37.51297816||2020.08.26.|[{'start': '10:00', 'end': '18:00', 'title': '주중'}]|[{'price': '700원', 'title': '30분'}, {'price': '1,300원', 'title': '1시간'}, {'price': '3,100원', 'title': '2시간'}, {'price': '6,700원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=dd1782913ea0169096257d03986927ee&type=P&usingTime=60&id=2|||||
25613819|논골공영주차장|공영주차장||경기 성남시 수정구 단대동 산 164-20|127.1562061|37.46142707|031-736-5295|2020.08.03.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=5b9b6489a09e8fe104a7d6bd033c18db&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 300, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 100, 'maxDayPrice': 6000}, 'prices': [{'dayDisp': '매일', 'basePrice': 300, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 100, 'maxDayPrice': 6000}, {'dayDisp': '공휴일', 'basePrice': 300, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 100, 'maxDayPrice': 6000}]}|
1507311135|중상88노상공영주차장|공영주차장||경기 성남시 중원구 금광동 3129|127.16478479|37.44631085|031-725-9412|2021.03.18.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=9894cbd78292e5796f9688b3878c37ed&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}, 'prices': [{'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}]}|
1004071131|은빛1-2단지 옆 노상 공영 주차장|공영주차장||서울 노원구 상계동 1252-2|127.05221649|37.68097325||2021.01.23.|[{'start': '00:00', 'end': '24:00', 'title': '주중'}, {'start': '00:00', 'end': '24:00', 'title': '토'}]||https://m.modu.kr/#/parkinglot?seq=6219cc1a7b5477748eb6c899eed0f714&type=P&usingTime=60&id=2|||||
53964548|장원정육점 뒤 주차장|공영주차장||강원 양구군 양구읍 상리 207-34|127.98717599|38.10343739||2018.02.21.|[{'start': '10:00', 'end': '16:00', 'title': '주중'}]|[{'price': '500원', 'title': '1시간'}, {'price': '1,100원', 'title': '2시간'}, {'price': '2,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d3002574-7253-40f8-8a17-983519ff&type=P&usingTime=60&id=2|||||
1007354735|물의정원 제1 공영 주차장|공영주차장||경기 남양주시 조안면 진중리 98-3|127.31190669|37.55739067||2021.03.16.|[{'start': '08:00', 'end': '20:00', 'title': '주중'}, {'start': '08:00', 'end': '20:00', 'title': '토'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,500원', 'title': '1시간'}, {'price': '3,300원', 'title': '2시간'}, {'price': '6,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=66b69d8f364b7cb3c31c84ee2227686d&type=P&usingTime=60&id=2|||||
742370819|노상공영 주차장|공영주차장||서울 강동구 강일동 678-1|127.17367078|37.56500272||2021.02.01.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=0ae4f5486c9bb3a3920ec2c34c6be246&type=P&usingTime=60&id=2|||||
20565206|노상공영주차장|공영주차장||강원 홍천군 홍천읍 희망리 337-1|127.88201873|37.6910846||2019.05.16.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,000원', 'title': '2시간'}, {'price': '4,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=032d4585-28e1-4fca-aa46-f920eb94&type=P&usingTime=60&id=2|||||
20516994|비둘기공원 공영주차장|공영주차장|경기 부천시 신흥로45번길 36|경기 부천시 심곡동 344-9|126.77522617|37.4884504||2019.01.28.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '300원', 'title': '30분'}, {'price': '700원', 'title': '1시간'}, {'price': '1,900원', 'title': '2시간'}, {'price': '4,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=f3fd3fe1d45f32865d2d58527f4f11ea&type=P&usingTime=60&id=2|||||
20589628|중심1공영주차장|공영주차장|경기 군포시 산본로323번길 9|경기 군포시 산본동 1127|126.93319438|37.35908621||2019.05.14.|[{'start': '08:00', 'end': '24:00', 'title': '주중'}, {'start': '11:00', 'end': '20:00', 'title': '토'}]|[{'price': '700원', 'title': '30분'}, {'price': '1,300원', 'title': '1시간'}, {'price': '2,500원', 'title': '2시간'}, {'price': '4,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=954cfa903c120fae03a1b8c4708e1599&type=P&usingTime=60&id=2|||||
873291185|금오그린 동편 공영주차장|공영주차장||경기 의정부시 금오동 474-6|127.07074868|37.75318376||2020.12.09.|[{'start': '09:00', 'end': '19:00', 'title': '매일'}, {'start': '09:00', 'end': '19:00', 'title': '공휴일'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=19e59a6bed4247a9d1069046a8f0bb32&type=P&usingTime=60&id=2|||||
17122359|수원문화재단 연무대주차장|주차장||경기 수원시 팔달구 매향동 3-20|127.02344055|37.28750666|031-251-4518|2021.03.18.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=28bc7b0defafa205739641ca7106dc84&type=P&usingTime=60&id=2|||||
27106197|용인중앙시장 제2공영주차장|공영주차장|경기 용인시 처인구 금령로107번길 13|경기 용인시 처인구 김량장동 137-1|127.20803506|37.23670569|031-324-3841|2019.05.14.|[{'start': '09:00', 'end': '21:00', 'title': '매일'}, {'start': '09:00', 'end': '21:00', 'title': '공휴일'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=10620b604fe12fd5e98901f192969488&type=P&usingTime=60&id=2|||||
1551226635|은행동제9공영주차장|공영주차장|경기 성남시 중원구 은이로63번길 8|경기 성남시 중원구 은행동 2470|127.16986187|37.45662836||2020.09.22.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=45c8d053888ae76db44e22b34aa8ffbf&type=P&usingTime=60&id=2|||||
20576986|로데오길노상공영주차장|공영주차장||서울 송파구 문정동 3-2|127.12566151|37.49107246|02-400-1633|2019.09.17.|[{'start': '12:00', 'end': '21:00', 'title': '매일'}, {'start': '12:00', 'end': '21:00', 'title': '공휴일'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=f5a4698ac86847308103bd8e92ba872e&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 15000}, 'prices': [{'dayDisp': '매일', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 15000}, {'dayDisp': '공휴일', 'basePrice': 150, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 150, 'maxDayPrice': 15000}]}|
155802163|중상3 노상공영주차장|공영주차장|경기 성남시 중원구 산성대로 132|경기 성남시 중원구 성남동 3141|127.13376255|37.43411695||2019.10.31.|[{'start': '09:00', 'end': '18:00', 'title': '주중'}]|[{'price': '400원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,200원', 'title': '2시간'}, {'price': '4,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=377f158353f244454001747155c1849a&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}, 'prices': [{'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 200, 'maxDayPrice': 7200}]}|
