ID|NAME|CAT|NEWADDR|OLDADDR|XX|YY|TELL|업데이트날짜|모두_운영시간|모두_현장요금|모두_URL|카카오_주차면수|카카오_결제방법|카카오_운영시간|카카오_현장요금
558927037|파티오세븐 주차장|주차장|서울 강남구 논현로 736|서울 강남구 논현동 74|127.02925645|37.51780993||2019.07.23.|||||||{'today': {'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 3000}, 'prices': [{'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 3000}, {'dayDisp': '공휴일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 3000}]}|
1805945192|세신빌딩 주차장|주차장|서울 강남구 도산대로 541|서울 강남구 청담동 129-11|127.05283178|37.52525033||2019.05.23.||[{'price': '2,000원', 'title': '30분'}, {'price': '4,000원', 'title': '1시간'}, {'price': '8,000원', 'title': '2시간'}, {'price': '16,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=60f14a099bc34e0d5edcef05710f7bf0&type=P&usingTime=60&id=2|||||
1435118138|동일빌딩 주차장|주차장|서울 서초구 강남대로 429|서울 서초구 서초동 1305-8|127.02577114|37.50079257||2019.07.22.|[{'start': '06:00', 'end': '23:00', 'title': '매일'}, {'start': '06:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '6,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=3a1266f697068e1980f138c8b8a152b0&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~토', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1500}, 'prices': [{'dayDisp': '월~토', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1500}]}|
26497542|하이파킹 논현점 주차장|주차장|서울 강남구 학동로47길 5|서울 강남구 논현동 117-7|127.03862432|37.51695849||2021.10.14.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,400원', 'title': '30분'}, {'price': '4,800원', 'title': '1시간'}, {'price': '9,600원', 'title': '2시간'}, {'price': '19,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=64ef4c5aae6bef31f97549a1e23ef610&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800, 'maxDayPrice': 30000}, 'prices': [{'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800, 'maxDayPrice': 30000}, {'dayDisp': '공휴일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800, 'maxDayPrice': 30000}]}|
344056726|대아빌딩 주차장|주차장|서울 강남구 테헤란로44길 5|서울 강남구 역삼동 707-8|127.04501577|37.50262846||2019.12.20.|||||||{'today': {'dayDisp': '매일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 4500}, 'prices': [{'dayDisp': '매일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 4500}, {'dayDisp': '공휴일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 4500}]}|
1556119221|더라인성형외과 주차장|주차장||서울 강남구 신사동 532-13|127.0224652|37.52247321||2020.05.08.|[{'start': '09:00', 'end': '21:00', 'title': '주중'}, {'start': '09:00', 'end': '20:00', 'title': '토'}, {'start': '09:00', 'end': '20:00', 'title': '일'}, {'start': '09:00', 'end': '20:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=7431db87eb385dece6683295b7dcdf7a&type=P&usingTime=60&id=2|||||
26597845|바바논현빌딩 주차장|주차장|서울 서초구 신반포로 339|서울 서초구 잠원동 37-12|127.02072907|37.51132901||2019.07.22.|||||||{'today': {'dayDisp': '월~토', 'basePrice': 1000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1000}, 'prices': [{'dayDisp': '월~토', 'basePrice': 1000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1000}]}|
140801044|청담에디션빌딩 주차장|주차장|서울 강남구 도산대로 451|서울 강남구 청담동 97-6|127.04573021|37.52437121||2021.08.05.|||||||{'today': {'dayDisp': '월~토', 'basePrice': 3000, 'baseTime': 90, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '월~토', 'basePrice': 3000, 'baseTime': 90, 'unitTime': 10, 'unitPrice': 1000}]}|
712830630|서울논현동우체국 주차장|주차장|서울 강남구 학동로 212|서울 강남구 논현동 208-5|127.03250353|37.5140573||2019.07.23.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 25000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 25000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 25000}]}|
417066834|티롤관광호텔 노외주차장|주차장||서울 서초구 잠원동 18-9|127.01720774|37.51489215||2020.11.02.||[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=59a9f8f4036ca4757cf7688b099b7a03&type=P&usingTime=60&id=2|||||
136503676|강남24시주차장|주차장|서울 강남구 강남대로100길 29|서울 강남구 역삼동 621-4|127.02833541|37.50214169||2020.03.31.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d9c1b02275a74cd6cf621ea558a8ddeb&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1500}, 'prices': [{'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1500}, {'dayDisp': '공휴일', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 1500}]}|
26826656|한방빌딩 주차장|주차장||서울 강남구 도곡동 418-4|127.04520139|37.4851618||2019.05.24.|[{'start': '08:00', 'end': '20:00', 'title': '매일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=84c1481345ddabfae0c45704bac2b4f5&type=P&usingTime=60&id=2|||||
26826638|SB타워 주차장|주차장|서울 강남구 도산대로 318|서울 강남구 논현동 92-12|127.03692657|37.52176769||2019.05.09.||[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=00f87c978807f32f063eb2b88e8fc515&type=P&usingTime=60&id=2|||||
1033492900|성보빌딩 주차장|주차장|서울 강남구 강남대로 580|서울 강남구 논현동 19|127.02073538|37.51371036||2019.05.28.|[{'start': '06:00', 'end': '21:00', 'title': '주중'}, {'start': '06:00', 'end': '17:00', 'title': '토'}]|[{'price': '4,000원', 'title': '30분'}, {'price': '4,000원', 'title': '1시간'}, {'price': '10,000원', 'title': '2시간'}, {'price': '22,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=cfecc4cffe5c8ebf863e1be3879cbe0c&type=P&usingTime=60&id=2|||||
20518842|성지하이츠빌딩 주차장|주차장|서울 강남구 테헤란로 313|서울 강남구 역삼동 702-13|127.04514783|37.50407001||2017.12.27.||[{'price': '4,200원', 'title': '30분'}, {'price': '4,200원', 'title': '1시간'}, {'price': '8,400원', 'title': '2시간'}, {'price': '16,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=eb3cb64378240c36db3775ba2ab35dcd&type=P&usingTime=60&id=2|||||
26537096|씨머스빌딩 유료주차장|주차장|서울 강남구 학동로2길 56|서울 강남구 논현동 164-14|127.02360204|37.507947||2018.06.17.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '4,000원', 'title': '1시간'}, {'price': '8,000원', 'title': '2시간'}, {'price': '16,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=111fbe8e514ba6b3290e13880def4ded&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000}]}|
197057556|밀레니엄빌 주차장|주차장|서울 강남구 테헤란로27길 24-3|서울 강남구 역삼동 670-16|127.03785042|37.50314725||2021.09.10.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]||https://m.modu.kr/#/parkinglot?seq=273ea5b7657c7172a2d99923fc2d1daa&type=P&usingTime=60&id=2|||||
20517699|서초이즈타워 주차장|주차장|서울 서초구 사임당로 178|서울 서초구 서초동 1337-14|127.02907168|37.49222691||2020.04.24.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=8d6dfa35d9def4d2e0e0f05fea60c178&type=P&usingTime=60&id=2|||||
1468473644|역삼대세빌딩 주차장|주차장|서울 강남구 테헤란로26길 14|서울 강남구 역삼동 736-58|127.035935|37.49925099||2019.12.18.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}]}|
96878579|역삼디오슈페리움오피스텔 주차장|주차장|서울 강남구 강남대로 324|서울 강남구 역삼동 832-6|127.03095165|37.49214526||2019.07.19.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}]}|
1178268162|나이스 씨티빌딩 주차장|주차장||서울 강남구 역삼동 816-7|127.02721853|37.50032732||2021.10.15.|[{'start': '08:00', 'end': '24:00', 'title': '매일'}, {'start': '08:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,500원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '10,000원', 'title': '2시간'}, {'price': '20,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=f7e7f1a3575a794b40706422bc9b5c7c&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000, 'maxDayPrice': 25000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000, 'maxDayPrice': 25000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 2000, 'maxDayPrice': 25000}]}|
603441618|K타워 주차장|주차장|서울 서초구 강남대로65길 10|서울 서초구 서초동 1308-15|127.02497376|37.50054856||2019.07.24.|[{'start': '09:00', 'end': '22:00', 'title': '매일'}, {'start': '09:00', 'end': '22:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d28806c9d7c3a642385f8b5086753811&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
1065751732|언주유료주차장|주차장||서울 강남구 역삼동 658-26|127.03542281|37.50665741||2019.07.22.|||||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}]}|
1069843127|논현1호 주차장|주차장|서울 강남구 학동로6길 19|서울 강남구 논현동 123-11|127.02450663|37.51070029||2020.12.23.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,400원', 'title': '30분'}, {'price': '4,800원', 'title': '1시간'}, {'price': '9,600원', 'title': '2시간'}, {'price': '19,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=66a0d4a32f3027d80bde7e6325029c06&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}, 'prices': [{'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}, {'dayDisp': '공휴일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}]}|
26537134|KAIT타워 주차장|주차장|서울 강남구 테헤란로 306|서울 강남구 역삼동 706-1|127.04440734|37.50265121||2020.11.11.|[{'start': '06:00', 'end': '24:00', 'title': '주중'}, {'start': '06:00', 'end': '24:00', 'title': '토'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=fc06ed092607c9b96d58c872ca7ad272&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}]}|
403887961|동인빌딩 주차장|주차장|서울 강남구 강남대로 368|서울 강남구 역삼동 826-22|127.02925688|37.4957281||2020.02.07.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=bb38d3fa-3415-4312-9163-fd943d4b&type=P&usingTime=60&id=2|||||
1032623157|아성빌딩 주차장|주차장|서울 강남구 남부순환로 2748|서울 강남구 도곡동 463|127.04710925|37.48661855||2019.11.29.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}]}|
20516452|방음언덕형공영주차장|공영주차장||서울 서초구 반포동 730|127.01834885|37.50485929||2020.07.02.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '900원', 'title': '30분'}, {'price': '1,800원', 'title': '1시간'}, {'price': '3,600원', 'title': '2시간'}, {'price': '7,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=9ff8065eb1429ed30731a15c1c7b98c6&type=P&usingTime=60&id=2|||||
740005909|GS타임즈 삼성동주차장|주차장||서울 강남구 삼성동 148|127.05614563|37.51212298||2019.01.10.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,500원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '10,000원', 'title': '2시간'}, {'price': '20,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=200185f741a062e7e6e9814863d236e5&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1500, 'maxDayPrice': 20000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1500, 'maxDayPrice': 20000}, {'dayDisp': '공휴일', 'basePrice': 1500, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1500, 'maxDayPrice': 20000}]}|
12412287|언주초등학교 공영주차장|공영주차장|서울 강남구 남부순환로363길 19|서울 강남구 도곡동 922|127.03764322|37.48688864|1544-3113|2021.01.14.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '1,200원', 'title': '30분'}, {'price': '2,400원', 'title': '1시간'}, {'price': '4,800원', 'title': '2시간'}, {'price': '9,600원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=87f725e4c2527a879d29283724a19c9f&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 200, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 200}, 'prices': [{'dayDisp': '매일', 'basePrice': 200, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 200}, {'dayDisp': '공휴일', 'basePrice': 200, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 200}]}|
16380516|삼성유료주차장|주차장||서울 강남구 삼성동 36-8|127.04450991|37.51159545||2019.05.24.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=5715080d6eba1458320e4c2c06f5bbbb&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}]}|
26597943|더퍼스트빌딩 주차장|주차장||서울 강남구 논현동 51-6|127.02246767|37.51183145||2019.05.28.|[{'start': '07:00', 'end': '22:00', 'title': '주중'}, {'start': '07:00', 'end': '22:00', 'title': '토'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=8bb1f79e381133ff7c7171b6ccc9bb43&type=P&usingTime=60&id=2|||||
2038841241|삼성애니텔 주차장|주차장|서울 강남구 도곡로3길 25|서울 강남구 역삼동 837-17|127.03235363|37.49172682||2019.07.19.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1500}, 'prices': [{'dayDisp': '매일', 'basePrice': 1500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1500}, {'dayDisp': '공휴일', 'basePrice': 1500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1500}]}|
17772267|테헤란로26길 공영주차장|공영주차장||서울 강남구 역삼동 803-8|127.0359477|37.49979069|1544-3113|2021.01.14.|[{'start': '09:00', 'end': '19:00', 'title': '주중'}]|[{'price': '2,400원', 'title': '30분'}, {'price': '4,800원', 'title': '1시간'}, {'price': '9,600원', 'title': '2시간'}, {'price': '19,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d7d465b1aacccae9a2218f38ec5ab8a2&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 400}, 'prices': [{'dayDisp': '월~금', 'basePrice': 400, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 400}]}|
20514832|대신빌딩 주차장|주차장||서울 강남구 청담동 120-3|127.04848631|37.52489359||2021.11.15.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]||https://m.modu.kr/#/parkinglot?seq=eb44cc47d5fb0701a5f019fdf5619860&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}]}|
26597850|W타워 주차장|주차장|서울 강남구 역삼로 555|서울 강남구 대치동 952-2|127.06343618|37.50498604||2019.12.20.|[{'start': '07:00', 'end': '22:00', 'title': '매일'}, {'start': '07:00', 'end': '22:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=2fe9bb3913126ddcca6b261ae02990d1&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
1154568311|강남파이낸스플라자 주차장|주차장|서울 강남구 테헤란로 419|서울 강남구 삼성동 142-43|127.05218813|37.50583579||2021.11.01.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=2c3bb7a868d74454a50d09a0811d7250&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
26826658|크레신타워2오피스텔 주차장|주차장|서울 강남구 테헤란로8길 7|서울 강남구 역삼동 823-3|127.03172776|37.49843769||2019.07.18.|||||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}]}|
1151267740|하이파킹 KT&G대치타워주차장|주차장|서울 강남구 테헤란로98길 8|서울 강남구 대치동 945-10|127.06200662|37.50770243||2021.06.28.|[{'start': '06:00', 'end': '24:00', 'title': '매일'}, {'start': '06:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=1c182c4d3abdaf8feab1413ade11e3a6&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 50000}]}|
26536755|양재시민의숲동측 공영주차장|공영주차장||서울 서초구 양재동 237|127.03826671|37.47230471|010-4916-3516|2021.10.01.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=992812463ed6e990c713208f073aaba8&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~토', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500}, 'prices': [{'dayDisp': '월~토', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500}, {'dayDisp': '일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500, 'maxDayPrice': 10000}, {'dayDisp': '공휴일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500, 'maxDayPrice': 10000}]}|
