##NAME|SUBNAME|TELNUM|ADDR|NEWADDR@@투다리
투다리|비산3동점|031-388-6140|경기 안양시 동안구 비산동 1026-11|경기 안양시 동안구 운곡로 5 
투다리|범계점|031-457-2189|경기 안양시 동안구 호계동 928-11|경기 안양시 동안구 귀인로 96 
투다리|명학점|031-445-6805|경기 안양시 만안구 안양동 427-22|경기 안양시 만안구 소곡로 14 
투다리|만안구청점|031-447-7332|경기 안양시 만안구 안양동 504-22|경기 안양시 만안구 안양로 145-1 
투다리|안양9동점|031-469-5685|경기 안양시 만안구 안양동 759-41|경기 안양시 만안구 병목안로 122 
투다리|덕정점|031-859-9912|경기 양주시 덕정동 208-9|경기 양주시 고암길 306-53, 102호(덕정동, 덕정파크프라자) 
투다리|양동점|031-771-7810|경기 양평군 양동면 쌍학리 185-11|경기 양평군 양동면 학둔지아래길 115 
투다리|양근점|031-771-4689|경기 양평군 양평읍 양근리 184-6|경기 양평군 양평읍 시민로 44 (오황한의원) 
투다리|오학점|031-886-1944|경기 여주시 현암동 206-1|경기 여주시 학동1길 13, 1층 1호(현암동) 
투다리|여주점|031-886-2666|경기 여주시 점봉동 437-15|경기 여주시 세종로 391 (점봉동) 
투다리|기흥점|031-284-0113|경기 용인시 기흥구 영덕동 14-4|경기 용인시 기흥구 덕영대로2077번길 16, 상가동 204호(영덕동,대정프라자) 
투다리|서농점|031-203-7333|경기 용인시 기흥구 서천동 720-5|경기 용인시 기흥구 서천서로12번길 5 , 102호 
투다리|흥덕점|031-215-2092|경기 용인시 기흥구 영덕동 987-8|경기 용인시 기흥구 흥덕2로75번길 30 
투다리|상갈점|031-285-8667|경기 용인시 기흥구 금화로 93|경기 용인시 기흥구 상갈동 466-4 
투다리|신갈3점|031-285-1962|경기 용인시 기흥구 신갈동 31-4|경기 용인시 기흥구 신구로 55 (정훈빌딩) 
투다리|마평점|031-335-9940|경기 용인시 처인구 마평동 616-5|경기 용인시 처인구 경안천로8번길 21 (투다리) 
투다리|동천점|031-261-2240|경기 용인시 수지구 동천동 881-4|경기 용인시 수지구 수풍로 116번길 16-6 
투다리|용인점|031-355-5207|경기 용인시 처인구 김량장동 122-3|경기 용인시 처인구 금령로107번길 10 
투다리|내손2점|031-422-9361|경기 의왕시 내손동 671|경기 의왕시 내손중앙로 59 
투다리|고천점|031-429-6844|경기 의왕시 왕곡동 300|경기 의왕시 왕곡로 25 
투다리|신촌로타리점|031-876-7696|경기 의정부시 가능동 671-1|경기 의정부시 신촌로 2 (예수사랑교회) 
투다리|안골점|031-878-9040|경기 의정부시 가능동 697-39|경기 의정부시 호국로 1109 
투다리|민락점|031-877-3871|경기 의정부시 민락동 701-1|경기 의정부시 용현로150번길 7 
투다리|송산점|031-852-5915|경기 의정부시 용현동 268-38|경기 의정부시 용민로 31 
투다리|호원2점|031-876-9997|경기 의정부시 호원동 10-61|경기 의정부시 회룡로105번길 8, 102호 (호원동,진원빌라) 
투다리|갈산주공점|031-632-2378|경기 이천시 갈산동 715-7|경기 이천시 영창로314번길 18 
투다리|이화점|031-636-0358|경기 이천시 부발읍 응암리 97-11|경기 이천시 부발읍 경충대로1804번길 45 (이화아파트) 
투다리|금촌주공점|031-948-9799|경기 파주시 금촌동 957-5|경기 파주시 한마음2길 24 
투다리|문산점|031-000-0000|경기 파주시 문산읍 당동리 888-3|경기 파주시 문산읍 당동2로 5, 107호 (트윈프라자2) 
투다리|통일동산점|031-945-9283|경기 파주시 탄현면 법흥리 1580-10|경기 파주시 탄현면 약산로 75 (투다리) 
투다리|내촌점|031-532-8500|경기 포천시 내촌면 포천로 2|경기 포천시 내촌면 내리 479-7 
투다리|하남본점|031-792-8600|경기 하남시 덕풍동 811-1|경기 하남시 덕풍북로 255 
투다리|기산점|031-239-8911|경기 화성시 반월동 717|경기 화성시 동탄지성로 320, 1층 113호 (반월동,신풍프라자) 
투다리|태안점|031-237-5783|경기 화성시 병점동 317-3|경기 화성시 병점2로 30, 205호(병점동, 명신프라자) 
투다리|신영통점|031-203-1457|경기 화성시 반월동 869|경기 화성시 영통로 59, 103호 (반월동, 현대프라자) 
투다리|신창점|031-225-8263|경기 화성시 병점동 858|경기 화성시 병점1로 124 정든마을 신창2차 비바패밀리 상가 205호 
투다리|송산점|031-233-2204|경기 화성시 송산동 173-2|경기 화성시 화산중앙로 67 
투다리|병점점|031-235-7778|경기 화성시 진안동 824-6|경기 화성시 떡전골로 105 
투다리|진안점|031-236-9297|경기 화성시 진안동 868-1|경기 화성시 병점중앙로170번길 23 
투다리|안양점|031-448-7015|경기 안양시 만안구 안양동 695-142|경기 안양시 만안구 안양로343번길 13 
투다리|행신본점|031-971-3334|경기 고양시 덕양구 행신동 945-3|경기 고양시 덕양구 중앙로558번길 7-4 (행신동비전프라자) 
투다리|여월점|032-000-0000|경기 부천시 여월동 4-4|경기 부천시 성곡로 92 
투다리|북부점|032-666-5792|경기 부천시 심곡동 164-15|경기 부천시 부천로40번길 10 (대원빌딩) 
투다리|화서역점|031-241-5732|경기 수원시 팔달구 화서동 644-2|경기 수원시 팔달구 덕영대로697번길 7 아트프라자 106,107호 
투다리|중앙대점|031-677-8592|경기 안성시 대덕면 내리 684-1|경기 안성시 대덕면 대학3길 26 
투다리|평택3점|031-651-1504|경기 평택시 합정동 735-12|경기 평택시 합정동 735-12 
투다리|선부1점|031-411-5058|경기 안산시 단원구 선부동 1070-12|경기 안산시 단원구 선부광장1로 14 (광원빌딩) 
투다리|어울림점|031-618-0503|경기 안성시 공도읍 용두리 104-2|경기 안성시 공도읍 덕봉서원로 27 
투다리|안성당왕점|031-673-1212|경기 안성시 당왕동 462-1|경기 안성시 고수2로 24 (태영아파트상가) 
투다리|이충점|031-662-6696|경기 평택시 이충동 665-3|경기 평택시 이충로35번길 28 대영프라자 107호 
투다리|정왕1점|None|경기 시흥시 정왕동 1610-5|경기 시흥시 정왕대로233번길 12 평화빌딩 102호 
투다리|정왕역점|031-496-0515|경기 시흥시 정왕동 2327-1|경기 시흥시 마유로 416 월드프라자 106 
투다리|하상점|031-404-3822|경기 시흥시 하상동 375-14|경기 시흥시 하상로 6 (왕재빌딩) 
투다리|거모점|031-493-0418|경기 시흥시 거모동 1756-8|경기 시흥시 한우물로 4, 102호 (거모동) 
투다리|신천점|031-311-9244|경기 시흥시 신천동 708-16|경기 시흥시 호현로22번길 16-1, 1층(신천동) 
투다리|선부점|031-414-5885|경기 안산시 단원구 선부동 1077-3|경기 안산시 단원구 선부광장1로 108 다이아몬드프라자 113 
투다리|본오1점|031-417-1990|경기 안산시 상록구 본오동 949-3|경기 안산시 상록구 이호로 58-1 
투다리|사1동점|031-501-1413|경기 안산시 상록구 사동 1305-3|경기 안산시 상록구 석호로 176 
투다리|본오점|031-419-2612|경기 안산시 상록구 본오동 769-3|경기 안산시 상록구 각골로 64 
투다리|상록수역점|031-415-6567|경기 안산시 상록구 본오동 874-5|경기 안산시 상록구 상록수로 50 (미림프라자) 
투다리|부곡점|031-417-3459|경기 안산시 상록구 부곡동 686-1|경기 안산시 상록구 성호로13길 6 
투다리|한양대학점|031-409-9279|경기 안산시 상록구 사동 1155-5|경기 안산시 상록구 학사2길 18 
투다리|한대역점|031-406-5792|경기 안산시 상록구 이동 715-8|경기 안산시 상록구 양지편로 32 (조강프라자) 
투다리|중보로점|031-406-1336|경기 안산시 상록구 이동 718-3|경기 안산시 상록구 중보로 27, 1층 101호 (이동, 월드프라자) 
투다리|월피점|031-485-2170|경기 안산시 상록구 월피동 442-19|경기 안산시 상록구 충장로 572, 1층(월피동) 
투다리|공도점|031-657-4919|경기 안성시 공도읍 용두리 752|경기 안성시 공도읍 서동대로 4081, 2층 207호(주은풍림상가) 
투다리|공도1점|031-654-4060|경기 안성시 공도읍 승두리 63-8|경기 안성시 공도읍 고무다리길 13-3 
투다리|홍익점|031-673-2879|경기 안성시 금광면 신양복리 139-2|경기 안성시 금광면 종합운동장로 132 홍익아파트 상가 104 
투다리|한경대점|031-675-1568|경기 안성시 당왕동 548-5|경기 안성시 비룡3길 3 
투다리|석정점|031-676-8775|경기 안성시 석정동 356|경기 안성시 석정2길 13-2, 701(석정동,아침신원도시104동701호) 
투다리|일죽점|031-673-3685|경기 안성시 일죽면 송천리 19-13|경기 안성시 일죽면 송천길 78 
투다리|갈곶점|031-374-3888|경기 오산시 갈곶동 130-6|경기 오산시 오산로 61 (아이빌) 
투다리|궐동점|031-378-3002|경기 오산시 궐동 640-6|경기 오산시 궐리사로 103 (가나공인중개사) 
투다리|궐동1점|031-377-5972|경기 오산시 궐동 673-2|경기 오산시 궐리사로46번길 60-15 (대한빌딩) 
투다리|누읍점|031-373-0199|경기 오산시 누읍동 296|경기 오산시 수목원로49번길 33 
투다리|원동점|031-376-9943|경기 오산시 원동 31-2|경기 오산시 부원로 67-3, 109호(원동) 
투다리|운암2점|031-375-5554|경기 오산시 오산동 919-22|경기 오산시 운천로 167 
투다리|원동1점|None|경기 오산시 원동 560-32|경기 오산시 밀머리로 11 
투다리|비전점|031-651-3363|경기 평택시 비전동 793-8|경기 평택시 비전1로57번길 79 
투다리|뉴코아점|031-658-5700|경기 평택시 비전동 825-2|경기 평택시 평택5로 151 
투다리|서재점|031-657-3937|경기 평택시 동삭동 711-3|경기 평택시 서재로 22, 1층 (동삭동) 
투다리|송탄3점|031-667-4515|경기 평택시 서정동 552-32|경기 평택시 신서로 94 
투다리|금호점|031-666-9753|경기 평택시 서정동 826|경기 평택시 지장로47번길 27 (용언빌딩) 
투다리|송탄남부점|031-666-9259|경기 평택시 서정동 851-7|경기 평택시 서정로 252 
투다리|점촌점|031-667-8997|경기 평택시 서정동 886-5|경기 평택시 점촌로 29 
투다리|안중점|031-616-8138|경기 평택시 안중읍 학현리 505-12|경기 평택시 안중읍 현화중앙길 104 
투다리|현화점|031-683-9248|경기 평택시 안중읍 현화리 846-8|경기 평택시 안중읍 안중로18번길 56 
투다리|장당점|031-667-7892|경기 평택시 이충동 614-2|경기 평택시 송탄로40번길 71-9 
투다리|지산점|031-663-6825|경기 평택시 지산동 1084|경기 평택시 지산2로 86-5 
투다리|송북점|031-665-0107|경기 평택시 지산동 1127|경기 평택시 지산로 82 
투다리|송탄2점|031-664-6484|경기 평택시 지산동 754-38|경기 평택시 탄현로 334 
투다리|옥길점|031-684-3806|경기 평택시 청북읍 옥길리 1166-2|경기 평택시 청북읍 안청로2길 14-7 
투다리|팽성점|031-651-5593|경기 평택시 팽성읍 객사리 126-3|경기 평택시 팽성읍 동서촌로 74 (안트빌딩) 
투다리|원평점|031-291-9454|경기 화성시 매송면 원평리 65-11|경기 화성시 매송면 화성로2397번길 1 
투다리|조암점|031-358-6452|경기 화성시 우정읍 조암리 372-17|경기 화성시 우정읍 조암서로13번길 32 (토담빌라) 
투다리|향남점|031-8059-2994|경기 화성시 향남읍 행정리 505-5|경기 화성시 향남읍 행정죽전로4길 7-1 
투다리|발안2점|031-353-3378|경기 화성시 향남읍 발안리 403|경기 화성시 향남읍 발안남로55번길 28 
투다리|검단점((구)대흥1점)|032-561-0240|인천 서구 마전동 911-7|인천 서구 완정로202번안길 34, 1층 (마전동) 
투다리|동암역점|032-432-2802|인천 부평구 십정동 402-54|인천 부평구 동암광장로 16 
투다리|부평6점|032-511-2506|인천 부평구 부평동 645-33|인천 부평구 경인로 956 
투다리|종점점|032-548-0689|인천 계양구 효성동 25-6|인천 계양구 길마로 41 
투다리|효성본부점|032-552-1819|인천 계양구 효성동 622-52|인천 계양구 효서로 45, 1층(효성동) 
투다리|모래내점|032-464-5011|인천 남동구 구월동 1274|인천 남동구 구월남로 284 
투다리|도화1점|032-872-7531|인천 남구 도화동 603-21|인천 남구 경인로 209 
투다리|선학점|032-818-9421|인천 연수구 선학동 403-25|인천 연수구 경원대로467번길 14 
투다리|계산3점|032-555-5255|인천 계양구 계산동 332-4|인천 계양구 주부토로 506 
투다리|용현3점|032-882-3173|인천 남구 용현동 619-5|인천 남구 토금남로 24 
투다리|청천점|032-517-7977|인천 부평구 청천동 179|인천 부평구 마장로410번길 4 
투다리|신포점|032-764-8770|인천 중구 중앙동4가 2-10|인천 중구 신포로 21-2 , 2층 
투다리|인동아점|032-518-9990|인천 부평구 부평동 546-67|인천 부평구 부평문화로 50-1 
투다리|논현점|032-421-5792|인천 남동구 논현동 626-6|인천 남동구 논현남로 22 
투다리|남간석역점|032-424-5792|인천 남동구 간석동 394-9|인천 남동구 석산로 9 동진빌딩 
투다리|심곡점|032-561-2681|인천 서구 심곡동 246-4|인천 서구 서곶로301번길 13 (진수빌딩) 
투다리|검암점|032-566-9005|인천 서구 검암동 606-1|인천 서구 승학로 494, 105호(검암동, 준암프라자) 
투다리|ㅋㅋ점(토)|070-7538-7654|인천 서구 검암동 513-9|인천 서구 승학로 578 (준암프라자) 
투다리|신현점|032-582-5792|인천 서구 신현동 279-13|인천 서구 율도로77번길 41 
투다리|만수점|032-466-0564|인천 남동구 만수동 906-16|인천 남동구 구월로 291-1 
투다리|예술회관점|032-442-3032|인천 남동구 구월동 1370-9|인천 남동구 문화로89번길 29 
투다리|경서점|032-561-9242|인천 서구 경서동 723-2|인천 서구 도요지로 19 (풍산빌딩) 
투다리|율도점|032-573-5792|인천 서구 석남동 179-73|인천 서구 율도로 38 
투다리|산곡점|032-571-9595|인천 부평구 산곡동 100-10|인천 부평구 마장로324번길 23 과수원빌딩 103호 
투다리|청라점|032-563-5794|인천 서구 연희동 806-10|인천 서구 청라에메랄드로41번길 15 
투다리|옥련점|032-831-4197|인천 연수구 옥련동 640-1|인천 연수구 옥련로99번길 44, 103동 108-1호(옥련동) 
투다리|석남점|032-578-3358|인천 서구 석남동 523-4|인천 서구 칠천왕로33번길 14 
투다리|힐스테이트점|032-857-2992|인천 연수구 송도동 21-64|인천 연수구 컨벤시아대로 90, 502동 105호(송도동,현대힐스테이트) 
투다리|가정점|032-577-8995|인천 서구 가정동 515-3|인천 서구 원창로 226-3 
투다리|백마장점|032-506-9567|인천 부평구 산곡동 181-63|인천 부평구 마장로 295-1 ,1층 
투다리|북인천점|032-000-0000|인천 부평구 부평동 431-36|인천 부평구 부흥북로 1 
투다리|부평시장점|032-000-0000|인천 부평구 부평동 529-40|인천 부평구 부흥로 264, 1층 108호 (부평동, 동아웰빙타운) 
투다리|가좌점|032-000-0000|인천 서구 가좌동 42-2|인천 서구 장고개로337번길 7, 에이동 105호(가좌동, 모건베스트원) 
투다리|만수3지구점|032-469-5738|인천 남동구 만수동 1028-16|인천 남동구 담방로48번길 7-14, 1층(만수동) 
투다리|주안점|032-435-5792|인천 남구 주안동 1499-14|인천 남구 인하로 329, 1층 102호 (주안동, 예공센트라움) 
투다리|청라파크점|032-571-5792|인천 서구 경서동 981-12|인천 서구 솔빛로28번길 12, 104,105호(경서동,리마프라자) 
투다리|캠퍼스타운점|032-000-0000|인천 연수구 송도동 149|인천 연수구 송도과학로27번길 55, D동 110호 (송도동,롯데캐슬캠퍼스타운302) 
투다리|(오)낙원점|033-000-0000|강원 춘천시 중앙로2가 99|강원 춘천시 낙원길 50, 1층(중앙로2가) 
투다리|(직영)정상점|033-000-0000|강원 삼척시 정상동 454-1|강원 삼척시 척주로 130, 103호(정상동, 주공아파트상가) 
투다리|(직영)신화점|033-000-0000|강원 강릉시 노암동 703-132|강원 강릉시 임영로 57 (노암동) 
투다리|(오)퇴계타운점|033-000-0000|강원 춘천시 퇴계동 79|강원 춘천시 안마산로 213, 124호(퇴계동, 퇴계타운상가) 
투다리|(토)남부시장점|033-254-6135|강원 춘천시 효자동 684-3|강원 춘천시 춘천로 72-1 
투다리|간성점|033-681-0067|강원 고성군 간성읍 신안리 245|강원 고성군 간성읍 간성로 37-1 
투다리|강대점|033-251-3221|강원 춘천시 효자동 산 7-8|강원 춘천시 서부대성로239번길 19 
투다리|강변점|033-242-3484|강원 춘천시 우두동 1066-1|강원 춘천시 충열로 14 
투다리|거두부영점|033-263-1220|강원 춘천시 동내면 거두리 956-3|강원 춘천시 동내면 거두택지길 22, 1층 
투다리|거진점|033-682-2622|강원 고성군 거진읍 거진리 287-71|강원 고성군 거진읍 거탄진로 129-1 (투다리) 
투다리|고속터미널점|033-635-2212|강원 속초시 조양동 1409-5|강원 속초시 동해대로 4005 
투다리|관동대점|033-643-2390|강원 강릉시 내곡동 624-6|강원 강릉시 관대길 17 (내곡동) 
투다리|교동하나로점|033-646-0748|강원 강릉시 교동 1889-6|강원 강릉시 정원로 44 
투다리|굿모닝점|033-257-1110|강원 춘천시 퇴계동 895-4|강원 춘천시 춘주로 195 
투다리|그린점|033-242-9435|강원 춘천시 후평동 684-14|강원 춘천시 춘천로281번길 1 
투다리|근화점|033-252-5080|강원 춘천시 근화동 287-7|강원 춘천시 공지로441번길 3 
투다리|금정점|033-643-9889|강원 강릉시 옥천동 320-1|강원 강릉시 용지로 149 
투다리|행복점|033-255-2992|강원 춘천시 퇴계동 1162-5|강원 춘천시 퇴계로 29 
투다리|원주남부점|033-762-7555|강원 원주시 명륜동 82-1|강원 원주시 남산고개길 8 
투다리|남산점|033-647-6513|강원 강릉시 노암동 614-3|강원 강릉시 남부로125번길 4 
투다리|남춘천점|033-242-5792|강원 춘천시 퇴계동 370-8|강원 춘천시 퇴계로 79 (투다리) 
투다리|노암점|033-647-8446|강원 강릉시 노암동 324-30|강원 강릉시 노가니길 9 
투다리|단계점|033-732-5222|강원 원주시 단계동 830-4|강원 원주시 금불3길 9 
투다리|단구1점|033-761-2986|강원 원주시 단구동 624-10|강원 원주시 치악로 1646 
투다리|대화점|033-332-7081|강원 평창군 대화면 대화리 1001-35|강원 평창군 대화면 대화시장1길 20 
투다리|더샵점|033-000-0000|강원 강릉시 입암동 418|강원 강릉시 율곡로2692번길 14(입암동) 
투다리|도계역점|033-541-2770|강원 삼척시 도계읍 전두리 62-9|강원 삼척시 도계읍 도계로 232-1 (제일치과의원) 
투다리|동보점|033-746-9229|강원 원주시 단계동 111-34|강원 원주시 원문로 162 (옛고을장원김밥) 
투다리|동부점|033-655-0116|강원 강릉시 포남동 1138-1|강원 강릉시 용지각길 11 
투다리|동부점|033-257-3117|강원 춘천시 운교동 206|강원 춘천시 서부대성로 144 
투다리|동해부영점|033-535-0122|강원 동해시 평릉동 448|강원 동해시 평원로 110 (동해해안사랑으로부영) 
투다리|동회점|033-521-9795|강원 동해시 동회동 76|강원 동해시 효자남길 16, 103호(동회동) 
투다리|뜨란채점|033-261-9491|강원 춘천시 석사동 911-6|강원 춘천시 스무숲1길 4-2 
투다리|로얄점|033-642-6596|강원 강릉시 포남동 1149-8|강원 강릉시 경강로 2269 (포남동) 
투다리|먹거리점|033-632-2645|강원 속초시 교동 983-4|강원 속초시 먹거리1길 35 
투다리|명륜점|033-762-3384|강원 원주시 명륜동 522|강원 원주시 남원로527번길 20 
투다리|문막부영점|033-734-9349|강원 원주시 문막읍 동화리 1536-1|강원 원주시 문막읍 왕건로 80 부영아파트상가 203호 
투다리|발한점|033-535-6775|강원 동해시 발한동 19-7|강원 동해시 발한로 219-1 (중앙다방) 
투다리|밤골점|033-637-5792|강원 속초시 교동 924|강원 속초시 밤골3길 31, 102호 104호 (교동, 삼호아파트상가) 
투다리|복개천점|033-533-2733|강원 동해시 천곡동 1077-5|강원 동해시 한섬로 61-1, 111호(천곡동) 
투다리|봉산점|033-744-9133|강원 원주시 봉산동 1198-14|강원 원주시 행구로 91 
투다리|봉화산점|033-745-7822|강원 원주시 단계동 1105-3|강원 원주시 봉화로 65-13, 가동 (단계동, 1층상가) 
투다리|부곡점|033-534-0792|강원 동해시 부곡동 66-1|강원 동해시 발한로 77 (부곡동) 
투다리|삼척교동점|033-572-1828|강원 삼척시 교동 742|강원 삼척시 청석로 67 (C프라자) 
투다리|삼척대학로점|033-573-9050|강원 삼척시 남양동 17-12|강원 삼척시 대학로 32-9 (중앙빌딩) 
투다리|석사점|033-261-7325|강원 춘천시 석사동 697|강원 춘천시 벌말길 91 
투다리|성덕점|033-648-6743|강원 강릉시 노암동 258-1|강원 강릉시 강중길6번길 3-4 
투다리|성산점|033-432-7514|강원 홍천군 화촌면 성산리 398-10|강원 홍천군 화촌면 성산로123번길 1 
투다리|성호점|033-638-8918|강원 속초시 조양동 1294-1|강원 속초시 청대로 4 
투다리|소양점|033-242-6245|강원 춘천시 소양로1가 98-31|강원 춘천시 소양로 199-2 
투다리|속초교동점|033-637-6376|강원 속초시 교동 804-141|강원 속초시 동해대로 4276 
투다리|속초본점|033-633-4888|강원 속초시 교동 654-3|강원 속초시 교동로 30-1 
투다리|속초부영점|033-637-2285|강원 속초시 조양동 1499-2|강원 속초시 청대로204번길 39, 2층 201호 주상가(조양동,부영아파트3단지) 
투다리|시네마점|033-761-0707|강원 원주시 단구동 1512-3|강원 원주시 서원대로 410 (한솔프라자) 1층 
투다리|신교동점|033-641-2545|강원 강릉시 교동 949-15|강원 강릉시 강릉대로 105 
투다리|신남점|033-461-0260|강원 인제군 남면 신남리 397-8|강원 인제군 남면 신남로 57 
투다리|신도한신점|033-653-5922|강원 강릉시 견소동 204-1|강원 강릉시 경강로 2537 
투다리|씨티점|033-631-9430|강원 속초시 교동 781-60|강원 속초시 미시령로3359번길 20(교동) 
투다리|아리랑점|033-563-9995|강원 정선군 정선읍 봉양리 390-1|강원 정선군 정선읍 비봉로 59 
투다리|양구점|033-481-9911|강원 양구군 양구읍 상리 335-15|강원 양구군 양구읍 비봉로 58-31 
투다리|양덕원점|033-432-3599|강원 홍천군 남면 양덕원리 203-1|강원 홍천군 남면 양덕원2길 7-2 
투다리|양양1호점|033-673-3369|강원 양양군 양양읍 남문리 147-3|강원 양양군 양양읍 남문9길 4-1 
투다리|연봉점|033-435-5620|강원 홍천군 홍천읍 연봉리 471-19|강원 홍천군 홍천읍 연봉서로 39 
투다리|영월동강점|033-372-5792|강원 영월군 영월읍 영흥리 913-2|강원 영월군 영월읍 중앙로 72 
투다리|영월점|033-374-4462|강원 영월군 영월읍 하송리 8-9|강원 영월군 영월읍 중앙1로 4 
투다리|옥계점|033-534-3340|강원 강릉시 옥계면 현내리 357-13|강원 강릉시 옥계면 현내시장길 60-1 
투다리|옥천점|033-646-0113|강원 강릉시 옥천동 281-1|강원 강릉시 옥천로 59 
투다리|온의점|033-252-7551|강원 춘천시 온의동 517-2|강원 춘천시 춘주로91번길 17-1 
투다리|용평리조트점|033-330-7525|강원 평창군 대관령면 용산리 130|강원 평창군 대관령면 올림픽로 715 (버치힐 테라스 레지던스 콘도미니엄) 
투다리|운교점|033-253-5792|강원 춘천시 운교동 107-2|강원 춘천시 운교길 2 
투다리|월드컵점|033-646-1088|강원 강릉시 입암동 499-77|강원 강릉시 용지로 49 
투다리|이안점|033-642-0057|강원 강릉시 입암동 269-1|강원 강릉시 입암로106번길 25 
투다리|임당점|033-642-1886|강원 강릉시 임당동 35|강원 강릉시 강릉대로210번길 25 
투다리|작은다리점|033-662-0013|강원 강릉시 주문진읍 교항리 220-4|강원 강릉시 주문진읍 작은다리길 5 
투다리|장성점|033-581-3692|강원 태백시 장성동 160-16|강원 태백시 장성로 41 
투다리|장학점|033-251-5792|강원 춘천시 동면 장학리 1002-1|강원 춘천시 동면 춘천로449번길 11-1 
투다리|정선점|033-562-9898|강원 정선군 정선읍 녹송로 80 1층|
투다리|조양점|033-635-3789|강원 속초시 조양동 1484-11|강원 속초시 동해대로 3946(조양동) 
투다리|주공4차점|033-637-5022|강원 속초시 조양동 1217-2|강원 속초시 온정로 18 
투다리|주공6점|033-652-6153|강원 강릉시 입암동 708-2|강원 강릉시 성덕포남로 49 
투다리|주문진점|033-661-8253|강원 강릉시 주문진읍 주문리 312-13|강원 강릉시 주문진읍 주문로 124-1 
투다리|죽림점|033-255-8377|강원 춘천시 중앙로3가 60-1|강원 춘천시 명동길 50 
투다리|진광점|033-745-5858|강원 원주시 우산동 101-1|강원 원주시 진광길 27 
투다리|진부점|033-335-5532|강원 평창군 진부면 하진부리 117-2|강원 평창군 진부면 진부중앙로 64-2 
투다리|천곡경포점|033-533-5151|강원 동해시 천곡동 994-2|강원 동해시 감추로 12, 1층 (천곡동) 
투다리|천곡점|033-535-2685|강원 동해시 천곡동 1045-2|강원 동해시 한섬로 16 (투다리) 
투다리|청송점|033-651-2585|강원 강릉시 포남동 1289-1|강원 강릉시 강릉대로 422-7 
투다리|청학점|033-638-3313|강원 속초시 청학동 632-30|강원 속초시 번영로 42 (금강아파트) 
투다리|초당점|033-652-0870|강원 강릉시 초당동 155-3|강원 강릉시 연당길 78 
투다리|칠전점|033-263-3666|강원 춘천시 칠전동 622-1|강원 춘천시 칠전서길 15-1(칠전동) 
투다리|코아루점|033-765-4006|강원 원주시 관설동 1785-7|강원 원주시 시청로 494-18 
투다리|태장주공점|033-735-5541|강원 원주시 태장동 1373-6|강원 원주시 흥양로51번길 15 
투다리|택지주공점|033-642-1357|강원 강릉시 교동 1751-1|강원 강릉시 가작로 78 (강릉 교동(1)주공아파트) 
투다리|터미널점|033-662-4677|강원 강릉시 주문진읍 교항리 118|강원 강릉시 주문진읍 주문로 16 
투다리|평릉점|033-533-6110|강원 동해시 평릉동 313-10|강원 동해시 평릉1길 28, 수림빌딩 102호 
투다리|평창점|033-332-5792|강원 평창군 평창읍 하리 51-1|강원 평창군 평창읍 평창중앙로 19 
투다리|포남1주공점|033-653-3887|강원 강릉시 포남동 1068-4|강원 강릉시 강릉대로443번길 24 
투다리|포남2주공점|033-653-6987|강원 강릉시 포남동 1215-4|강원 강릉시 산양큰길 36 
투다리|한라비발디점|033-744-4819|강원 원주시 우산동 175|강원 원주시 모란1길 70, 수정프라자 1층 105호(우산동) 
투다리|행운점|033-242-3787|강원 춘천시 온의동 148-4|강원 춘천시 영서로 2313 
투다리|현대점|033-762-3244|강원 원주시 단구동 1522-5|강원 원주시 남원로 492-14 
투다리|호반점|033-243-8989|강원 춘천시 효자동 699-1|강원 춘천시 효자로 54 
투다리|홍제점|033-000-0000|강원 강릉시 홍제동 126-17|강원 강릉시 토성로 67 (홍제동) 
투다리|홍천세영점|033-432-1141|강원 홍천군 홍천읍 연봉리 496-1|강원 홍천군 홍천읍 남산마을길 11, 세영더-좋은아파트상가 
투다리|횡계점|033-335-2113|강원 평창군 대관령면 횡계리 325-38|강원 평창군 대관령면 횡계2길 7-7 
투다리|효자3점|033-244-5792|강원 춘천시 효자동 612-3|강원 춘천시 서부대성로 187 
투다리|후평2점|033-251-0211|강원 춘천시 교동 156-8|강원 춘천시 삭주로80번길 14-6 
투다리|후평3점|033-252-5330|강원 춘천시 후평동 831-9|강원 춘천시 후석로 254 
투다리|후평점|033-257-5332|강원 춘천시 후평동 794-6|강원도 춘천시 후석로 296 
투다리|갈산점|041-000-0000|충남 홍성군 갈산면 상촌리 243-3|충남 홍성군 갈산면 갈산로 115 갈산프라자 2호 
투다리|건양대점|041-000-0000|충남 논산시 내동 1147|충남 논산시 시민로132번길 52-12(내동) 
투다리|공주대점|041-854-2223|충남 공주시 신관동 17-2|충남 공주시 흑수골길 41 
투다리|금산점|041-754-9889|충남 금산군 금산읍 상리 20-7|충남 금산군 금산읍 비단로 325 (송암빌딩) 
투다리|금암점|041-841-3284|충남 계룡시 금암동 146-9|충남 계룡시 서금암3길 5 (쉐리움) 
투다리|남서울대점|041-585-5166|충남 천안시 서북구 성환읍 성월리 63|충남 천안시 서북구 성환읍 대학로 90-9 (카리스마PC방) 
투다리|내포신도시점|041-000-0000|충남 홍성군 홍북면 신경리 580|충남 홍성군 홍북면 의향로 289. 에이원프라자 104호 
투다리|단국대점|041-553-0624|충남 천안시 동남구 신부동 240|충남 천안시 동남구 단대로 115 (투다리) 
투다리|당진원당점|041-356-1716|충남 당진시 원당동 1198|충남 당진시 밤절로 42-81 
