##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|TYPE2|SINCE|WEBSITE@@기타도서관
국립해양박물관 해양도서관||051-309-1882|부산광역시 영도구 해양로301번길 45 (동삼동) 국립해양박물관 1층 해양도서관||전문도서관|공공|2012|
기술보증기금 도서실||051-606-7382|부산 남구 문현동 문현금융로 33번지||전문도서관|민간|0000|
김원묵기념 봉생병원 도서실||051-664-4017|동구 좌천1동  68-11번지||전문도서관|민간|-|
동래봉생병원의학도서실||051-520-5542|동래구 안락1동  동래봉생병원||전문도서관|민간|-|
메리놀병원의학도서실||051-461-2543|중구 대청동 4가  12번지||전문도서관|민간|1968|
부산고등법원 도서실||051-590-1166|연제구 거제1동  1850||전문도서관|공공|0000|
부산광역시 교육청 행정자료실||051-860-0684|부산 부산진구 양정동 455-1||전문도서관|공공|1999|
부산광역시과학교육원 과학도서실||051-750-1294|연제구 연산9동  3-1||전문도서관|공공|-|
부산광역시교육연구정보원 문헌정보자료실||051-860-6134|부산광역시 부산진구 중앙대로 945 (양정동) 부산교육연구정보원||전문도서관|공공|2007|
부산광역시교육연수원 도서실||051-760-5610|연제구 연산9동  3-1||전문도서관|공공|1987|
부산광역시아동보호종합센터 도서실||051-240-6344|서구 아미동2가  125||전문도서관|공공|-000|
부산광역시의회 자료실||051-888-8572|부산 연제구 연산5동 부산광역시청 시의회 1층 의정자료실||전문도서관|공공|1991|
부산광역시인재개발원 도서실||051-366-7574|부산 북구 금곡동 291-1||전문도서관|공공|----|
부산광역시청 시정정보자료실||051-888-3845~7|부산 연제구 연산5동 부산광역시청 시정정보자료실||전문도서관|공공|1972|
부산발전연구원 정보자료센터||051-860-8850|부산 부산진구 양정동 273-20 상수도사업본부 8,9층||전문도서관|공공|0000|
부산보훈병원도서실||051-601-6337-8|사상구 주례2동  235번지||전문도서관|공공|-|
부산상공회의소 도서실||051-990-7067|부산진구 범천1동  853-1||전문도서관|민간|0000|
부산성모병원 의학도서관||051-933-7578|남구 용호동  538-41||전문도서관|민간|2006|
부산시립미술관 도서자료실||051-740-4257|부산 해운대구 우1동 1413||전문도서관|공공|1999|
부산여성가족개발원 자료실||051-30-3440|부산광역시 북구 효열로 256 부산여성가족개발원 1층 정보자료실||전문도서관|공공|2002|
부산위생병원도서실||051-600-7783|서구 서대신동 2가  382||전문도서관|민간|1991|
부산지방변호사회 도서실||051-506-8503|연제구 거제1동  부산법조타운빌딩 10층||전문도서관|민간|-|
부산항만공사 자료실||051-999-3069|중구 중앙동4가  79-79 한진해운빌딩 10층||전문도서관|공공|-|
한국자산관리공사 캠코 열린도서관||051-794-2951|부산광역시 남구 문현금융로 40 부산국제금융센터 3층 캠코 열린도서관||전문도서관|공공|1988|
한국주택금융공사 도서자료실||051-663-8160|부산시 남구 문현금융로40(문현동)  부산국제금융센터 한국주택금융공사 24층||전문도서관|공공|2004|
한국해양과학기술원 해양과학도서관||051-664-3804|부산광역시 영도구 해양로 385 (동삼동) 한국해양과학기술원 해양과학도서관||전문도서관|공공|1973|
한진중공업기술연구소 자료실||051-410-3367|중구 중앙동4가  22-1 11층||전문도서관|민간|0000|
(사)국민문화연구소 자료실||02-765-7651~2|종로구 연건동  304번지||전문도서관|민간|----|
(재)충북학사 도서실||02-579-8653|서울 영등포구 당산동6가 121-64||전문도서관|민간||
(주)삼우설계 정보자료실||02-2184-5959|서울 강남구 대치4동  890-6 L||전문도서관|민간|1991|
(주)에이텍종합건축사사무소 자료실||02-3462-6366|서울 서초구 양재2동 372-2 5층||전문도서관|민간|0000|
(주)오리콤 두산매거진 자료실||02-510-4520|강남구 논현동  105-7 두산빌딩 9층||전문도서관|민간|-|
CJ인재원 자료실||02-2280-3070|중구 필동2가  101-1 CJ인재원||전문도서관|민간|2003|
KBS방송콘텐츠 도서정보실||02-781-1668|영등포구 여의도동  18||전문도서관|공공|0000|
KT R&D 센터 미래기술연구소 자료실||02-526-5252|서초구 우면동  17||전문도서관|민간|----|
LG상남도서관||02-708-3700|종로구 원서동  136번지||전문도서관|민간|1996|
NH투자증권 정보자료실 (구 우리투자증권)||02-768-7579|영등포구 여의도동  23-4||전문도서관|민간|1990|
SBS데이타정보부자료실||02-2113-3503|양천구 목1동  SBS방송센터 데이타정보팀||전문도서관|민간|1991|
SC제일은행 도서실||02-779-6586|서울 중구 충무로1가 53-1번지 SC제일은행 제일지점 3층 SC러닝센터 도서실||전문도서관|민간|0000|
SK Telecom 정보자료실||02-6100-0141|서울 중구 을지로2가 SK텔레콤빌딩  11번지 18층 정보자료실||전문도서관|민간|1990|
㈜신성 자료실||02-563-0131|강남구 역삼동  820-8||전문도서관|민간|-|
㈜일건씨앤씨건축사사무소 자료실||02-525-8171|서초구 서초동  1665-14 씨앤씨빌딩||전문도서관|민간|0000|
㈜제일기획 자료실||02-3780-2219|용산구 한남2동  제일기획 i-spa||전문도서관|민간|0000|
㈜중외제약 도서실||02-840-6654|동작구 신대방1동  698 중외제약빌딩||전문도서관|민간|0000|
㈜토문엔지니어링건축사무소 자료실||02-2018-8155|서울 송파구 문정동 289 가든파이브 웍스 D동 10층||전문도서관|민간|0000|
가톨릭대 성바오로병원 의학도서관||02-958-2347|동대문구 전농동  620-56||전문도서관|민간|1961|
강남성심병원도서실||02-829-5091|영등포구 대림1동  948-1||전문도서관|민간|-|
강동성심병원의학도서실||02-2224-2172~3|강동구 길동  445||전문도서관|민간|-|
강북삼성병원의학정보실||02-2001-2793~5|서울 종로구 평동 강북삼성병원 의학정보실(서진빌딩 10층)||전문도서관|민간|1968|
건강보험심사평가원도서실||02-705-6062|서초구 서초3동  1586-7 건강보험심사평가원빌딩||전문도서관|민간|-|
경향신문사 자료실||02-3701-1023|중구 정동  22 경향신문 정보자료팀||전문도서관|민간|-|
경희의료원 의학도서실||02-958-9073|서울특별시 동대문구 경희대로 23 (회기동) 정보행정동 지하 2층||전문도서관|민간|1971|
공간종합건축사사무소 자료실||02-3670-3361|종로구 원서동  219||전문도서관|민간|1966|
과학기술정책연구원 정보자료실||02-3284-1840|동작구 신대방2동  395-70 전문건설회관 20층||전문도서관|공공|0000|
광고정보센터 자료실||02-2144-0775|송파구 신천동 7-11 한국광고문화회관 901호||전문도서관|민간|----|
교보생명 경영자료실||02-721-3372|종로구 종로1가  교보생명빌딩 10층||전문도서관|민간|-|
교육과학기술부 교육과학기술정보 디지털도서관||02-2100-6115|종로구 세종로  77 정부중앙청사 1609호||전문도서관|공공|2002|
교직원노동조합 자료실||02-672-7419|서울 영등포구 영등포동5가 현대프라자빌딩 49-1  201호||전문도서관|민간|0000|
국가보훈처 행정자료실||02-2020-5345|서울 영등포구 여의도동 국회대로 62길 13||전문도서관|공공|1991|
국가생명윤리정책연구원 도서관||02-737-6008|서울특별시 중구 남대문로 113 (다동) 동부다동빌딩 4층||전문도서관|민간|2007|
국가안보전략연구소 자료실||02-572-7090|강남구 도곡동  467-23 인스토피아빌딩 18층||전문도서관|공공|1977|
국가인권위원회 인권도서관||02-2125-9680~3|서울특별시 중구 삼일대로 340 (나라키움저동빌딩) 11층||전문도서관|공공|2002|
국립경찰병원의학도서실||02-3400-1126|송파구 가락본동  58||전문도서관|공공|1980|
국립고궁박물관 자료실||02-3701-7531|종로구 사직로  34(세종로1-57)||전문도서관|공공|2008|
국립공원관리공단 자료실||02-3279-2855|마포구 공덕동  252-2 태영빌딩 8층||전문도서관|공공|-|
국립과학수사연구소 자료실||02-2600-4755|양천구 신월7동  331-1||전문도서관|공공|2004|
국립국악원 국악자료실||02-580-3080|서초구 서초동 남부순환로 2364 국립국악원 자료실||전문도서관|공공|1988|
국립극장 공연예술자료실||02-2280-4025|서울특별시 중구 장충단로 59 (국립극장)||전문도서관|공공|0000|
국립민속박물관 자료실||02-3704-3270|종로구 세종로  삼청로 37||전문도서관|공공|0000|
국립산림과학원 도서실||02-961-2587|동대문구 청량리동  207||전문도서관|공공|----|
국립서울병원 도서실||02-2204-0249|광진구 중곡3동  30-1 별관 1층||전문도서관|공공|2007|
국립의료원 의학정보실||02-2260-7055|중구 을지로 6가  18-79||전문도서관|공공|-|
국립재활원도서실||02-901-1647|강북구 수유5동  520||전문도서관|공공|-|
국립중앙박물관 도서관||02-2077-9324|서울특별시 용산구 서빙고로 137 (용산동6가) 168-6||전문도서관|공공|1973|
국립한글박물관 한글도서관||02-2124-6461|서울특별시 용산구 서빙고로 139 (용산동6가) 국립한글박물관 한글도서관||전문도서관|공공|2014|
국민은행 도서실||(02-2073-8074|중구 남대문로  2가 9-1||전문도서관|민간|----|
국민체육진흥공단 체육과학연구원도서실||02-970-9524|노원구 공릉2동  223-19||전문도서관|공공|-|
국방기술품질원 기술관리팀||02-961-1582|동대문구 청량리동  산5-7||전문도서관|공공|2006|
국방부 행정자료실||02-748-5039|용산구 용산동 3가 1번지||전문도서관|공공|1970|
국방부군사편찬연구소 도서실||02-709-3188|용산구 용산동 1가  8||전문도서관|공공|-|
국방부방위사업청 자료실||02-2079-6636|용산구 용산동 2가  5-15||전문도서관|공공|-|
국제방송교류재단 자료실||02-3475-5033|서초구 서초동  1467-80 아리랑국제방송||전문도서관|공공|-|
국제백신연구소 자료실||02-872-2801|관악구 봉천7동 서울대 연구공원 내||전문도서관|공공|1997|
근로복지공단 자료실||02-2670-0323|영등포구 영등포동  94-267||전문도서관|공공|1995|
금융감독원 자료실||02-3145-5114|서울 영등포구 여의도동 금융감독원빌딩||전문도서관|공공|1999|
기독교방송 자료실||02-2650-7066|양천구 목동  917-1||전문도서관|민간|-|
기상청 자료실||02-2181-0572|동작구 신대방동  460-18||전문도서관|공공|----|
기업은행 도서실||02-729-6602|중구 을지로2가 50 기업은행 본점  16층||전문도서관|민간|1961|
김.장특허법률사무소 도서실||02-2122-3646|종로구 운니동  114-31 서울빌딩 2층||전문도서관|민간|0000|
남산예술센터 예술교육정보자료관||02-758-2036|서울 중구 예장동 8-19 남산예술센터 예술교육관||전문도서관|민간|2009|
노원구청 자료실||02-2116-4245|서울 노원구 상계6.7동 노원구청 종합자료실||전문도서관|공공|1992|
농심식문화전문도서관||02-820-8299|서울특별시 동작구 여의대방로 112 (신대방동) 도연관 농심 식문화전문도서관||전문도서관|민간|2009|
농협중앙회 도서실||02-2080-6137|서울 중구 충정로1가 농업협동조합중앙회건물 75||전문도서관|민간|0000|
대검찰청 도서실||02-3480-2516|서초구 서초3동  1730-1||전문도서관|공공|-|
대신경제연구소 정보자료실||02-769-3099|영등포구 여의도동  34-8||전문도서관|민간|-|
대우증권 도서실||02-768-3355|영등포구 여의도동  34-3||전문도서관|민간|-|
대한간호협회 자료실||02-2260-2561|중구 쌍림동  88-7||전문도서관|민간|----|
대한건설협회 도서실||02-3485-8220|강남구 논현동  71-2 건설회관8층||전문도서관|민간|-|
대한무역투자진흥공사 무역자료실||02-3460-7405|서초구 헌릉로 13 KOTRA||전문도서관|공공|1962|
대한민국예술원 도서실||02-596-6216~7|서초구 반포4동  산94-1||전문도서관|공공|-|
대한민국학술원 자료실||02-534-0737|서초구 반포동  산94-1||전문도서관|공공|1954|
대한불교조계종 중앙기록관||02-2011-1716|종로구 견지동  45번지 한국불교역사문화기념관||전문도서관|민간|2004|
대한불교진각종 도서실||02-913-0133|성북구 하월곡2동  22||전문도서관|민간|-|
대한상공회의소 자료실||02-6050-3449|중구 남대문로4가  45||전문도서관|민간|----|
대한생명 경제연구원 정보자료실||02-789-7319|영등포구 여의도동  63로 50 한화금융센터_63 4층 한화생명 경제연구원 정보자료실||전문도서관|민간|1986|
대한의사협회도서관||02-794-2474(182-|용산구 이촌1동  302-75||전문도서관|민간|-|
대한적십자사 도서실||02-755-9301|중구 남산동 3가  32||전문도서관|민간|-|
대한전기협회 자료실||02-2274-1663|중구 수표동  11-4||전문도서관|민간|-|
대한증권협회 증권연수원 자료실||-|영등포구 여의도동  45-2 증권센터빌딩 12층||전문도서관|민간|-|
대한체육회 자료실||02-2144-8059|송파구 오륜동  올림픽회관||전문도서관|민간|0000|
대한항공 도서실||02-656-7948|강서구 공항동  1370 대한항공빌딩 6층||전문도서관|민간|-|
도로교통공단 자료실||02-2230-6186|중구 신당5동  171||전문도서관|공공|1954|
동북아역사재단 자료센터||02-2012-6034|서울특별시 서대문구 통일로 81 (미근동) 농협생명빌딩 1층||전문도서관|공공|2006|
동아일보 조사연구팀||02-2020-0608|종로구 세종로  139||전문도서관|민간|0000|
디자인하우스㈜  자료실||02-2275-6151|중구 장충동2가  186-210 파라다이스빌딩 4층||전문도서관|민간|1974|
매일경제신문 조사부 자료실||02-2000-2170~4|중구 필동  30-1번지||전문도서관|민간|----|
문화방송 도서실||02-789-2839|영등포구  여의도동  31||전문도서관|민간|----|
문화체육관광부 자료관||02-3704-9123|서울 종로구 와룡동 2-70 운영지원과 자료관||전문도서관|공공|1971|
미국대사관 아메리칸센터||02-397-4605|용산구 남영동  10||전문도서관|공공|1949|
방송통신심의위원회 자료실||02-3219-5295|서울특별시 양천구 목동동로 233 (한국방송회관) 17층 자료실||전문도서관|공공|2007|
백범김구기념관 자료실||02-799-3431|용산구 효창동  255||전문도서관|민간|2002|
보건복지부 자료실||02-2023-7086,7087|서울 종로구 계동 현대빌딩 보건복지부 기록관(자료실)||전문도서관|공공|1976|
보험개발원 자료실||02-3775-9115|영등포구 여의도우체국  사서함 627호||전문도서관|민간|----|
북한이탈주민 정보 자료관||02-3215-5785|서울특별시 마포구 새창로 7 (도화동) SNU장학빌딩 5층 남북하나재단 북한 전문 자료실||전문도서관|공공|2011|
불교방송 자료조사부 자료실||02-705-5152|마포구 마포동  140 다보빌딩||전문도서관|민간|0000|
산업연구원 정보자료실||02-3299-3114|서울 동대문구 청량리2동 산업연구원건물 연구조정실 자료편집팀||전문도서관|공공|1976|
삼성경제연구소 경제정보센터||02-3780-8126|서울 서초구 서초2동 1321-15 삼성생명 서초타워 30층||전문도서관|민간|1995|
삼성서울병원의학정보센터||02-3410-3939|강남구 일원본동  50번지 삼성서울병원||전문도서관|민간|1995|
삼성인력개발원 국제화학습센터||02-729-9762|중구 서소문동  58-9 중앙빌딩 9층||전문도서관|민간|-|
삼성전자 서울 정보자료실||02-6147-9125|서울특별시 서초구 성촌길 33 (우면동) 서울특별시 서초구 우면동 689 (주)삼성전자 E동 M층 정보자료실||전문도서관|민간|0000|
상수도연구원 도서실||02-3146-1715|광진구 구의2동  130-1||전문도서관|공공|0000|
서울고등검찰청 도서실||02-530-3295|서울특별시 서초구 반포대로 158 (서초동) 서울고등검찰청||전문도서관|공공|1990|
서울대학교박물관 도서자료실||02-880-8096|관악구 신림9동  산56-1||전문도서관|민간|1993|
서울메트로 도서자료실||02-6110-5169|서초구 방배동  447-7 서울특별시지하철공사||전문도서관|공공|0000|
서울보증보험 자료실||02-3671-7519|종로구 연지동  136-74 보증보험빌딩 5층||전문도서관|민간|-|
서울샬트르성바오로수녀회 도서관||02-3706-3234|중구 명동2가  1-33||전문도서관|민간|-|
서울시교육연수원 교육정보자료실||02-3019-8055|서울 서초구 방배3동 630번지||전문도서관|공공|0000|
서울시립미술관 자료실||02-2124-8927|중구 서소문동  37||전문도서관|공공|-|
서울신문 편집국DB팀||02-2000-9272|중구 태평로  43125||전문도서관|민간|-|
서울역사박물관 서울역사자료실 (구 문화정보센터)||02-724-0231|종로구 신문로 새문안길 55||전문도서관|공공|2002|
서울연구원 도서관 (구 서울시정개발연구원)||02-2149-1020~4|서초구 서초동  391||전문도서관|공공|1992|
서울연극센터 정보자료관||02-743-9336|서울 종로구 명륜동4가 1||전문도서관|공공|2007|
서울위생병원도서실||02-2210-3639|동대문구 휘경2동  29-1||전문도서관|민간|-|
서울의료원 의학도서실||02-2276-8505|서울 중랑구 신내동 316 서울의료원 의학도서실||전문도서관|공공|1982|
서울인재개발원 도서실||02-3488-2342|서울 서초구 서초동 391||전문도서관|공공|1979|
서울적십자병원 의학도서실||02-2002-8787|종로구 평동  164||전문도서관|민간|-|
서울지방경찰청 서경북카페(도서관)||02-700-6478|서울특별시 종로구 사직로8길 31 (내자동) 서울지방경찰청 서경북카페(도서관)||전문도서관|공공|2009|
서울지방법원동부지원 도서실||02-2204-2114|광진구 자양동  680-22||전문도서관|공공|-|
서울지방변호사회 도서관||02-3476-8086|서초구 서초동  1718-1 변호사회관 2층||전문도서관|민간|-|
서울청소년수련관 도서실||02-2266-8247|중구 수표동  27-2||전문도서관|공공|1970|
서울특별시교육연구정보원 문헌정보실||02-3111-224|중구 회현동1가  100-177||전문도서관|공공|1989|
서울특별시교육청 교육정보자료실||02-3999-199|종로구 신문로  2가 2-77||전문도서관|공공|1956|
서울특별시의회 전문도서관||02-3705-1426~7|중구 덕수궁길 15 서울시 의원회관 4층||전문도서관|공공|1993|
서울특별시종합자료관||02-3707-9875|서울 중구 서소문동 시청별관 덕수궁길 15 서소문청사1동 B1||전문도서관|공공|1971|
선거연수원 도서실||02-765-2393|종로구 인의동  48-25||전문도서관|공공|-|
성가소비녀회 도서관||02-940-5841|성북구 정릉동  1 성가소비녀회||전문도서관|민간|-|
성신여자대학교 박물관 자료실||02-920-7325|성북구 동선동 3가  249-1 성신여자대학교 박물관||전문도서관|민간|----|
성암고서박물관 도서실||02-725-5227|중구 태평로 1가  60-17||전문도서관|민간|-|
성애병원도서실||02-840-7295-6|영등포구 신길1동  451-5||전문도서관|민간|-|
세계닷컴 정보지원팀||02-2000-1336|서울 금천구 가산동 550-15 세계일보 3층 세계닷컴 튜스팀||전문도서관|민간||
세기문화사자료실||02-3412-3735|서초구 서초우체국  사서함 200호||전문도서관|민간|-|
소망교회 도서관||02-512-9191|강남구 신사동  624-42||전문도서관|민간|1989|
소방방재청 기록관||02-2100-2114|서울 종로구 세종로 정부중앙청사 소방방재청||전문도서관|공공|2003|
수산업협동조합중앙회 도서실||02-2240-3311|송파구 신천동  11-6||전문도서관|민간|1969|
순천향대학병원 의학도서관||02-709-9797|용산구 한남동  657||전문도서관|민간|-|
시사저널 자료실||02-3703-7100|서울 용산구 한강로2가 302||전문도서관|민간|0000|
신용보증기금 자료실||02-710-4910,4911|마포구 공덕동  254-5||전문도서관|공공|1976|
아시아역사연대 자료실||02-720-4637|종로구 통인동  155번지 3층||전문도서관|민간|----|
약사공론 도서자료실||02-583-6516|서초구 서초3동  1489-3  대한약사회관||전문도서관|민간|-|
여성부 자료실||02-2075-4795|중구 무교동  96 프리미어플레이스빌딩 8층||전문도서관|공공|-|
연세대학교 의과대학 강남세브란스병원 의학도서실||02-2019-3272|서울특별시 강남구 언주로 211 (도곡동) 언주로 211||전문도서관|민간|1983|
연합뉴스 조사부 자료실||02-398-3114|종로구 수송동  85-1||전문도서관|민간|0000|
영화진흥위원회 영화자료실||02-958-7585|동대문구 청량리동  206-46||전문도서관|민간|-|
외교통상부 국립외교원 도서관(구 외교통상부 외교안보연구원 도서관)||02-3497-7664|서초구 서초2동  1376-2||전문도서관|공공|1963|
외환은행 금융경제도서실||02-729-0913,5|중구 을지로2가  외환은행 본점||전문도서관|민간|-|
울산의대 아산의학도서관||02-3010-4225|서울특별시 송파구 올림픽로43길||전문도서관|민간|1989|
을지병원도서실||02-970-8445|노원구 한글비석길  14 (구: 서울 노원구 하계1동 280-1)||전문도서관|민간|1995|
이화여대 사회복지관 새솔도서관||02-3277-2597|서울 서대문구 북아현동 1-826 이화여자대학교 종합사회복지관 새솔도서실||전문도서관|민간|2005|
이화여자대학교박물관 전문도서관||02-3277-4695|서대문구 대현동  11-1 이화여자대학교 박물관||전문도서관|민간|1960|
인제대 상계백병원 의학도서실||02-950-1384|노원구 상계7동  761-1||전문도서관|민간|1990|
인제대 서울백병원 의학도서실||02-2270-0905|중구 저동2가  85||전문도서관|민간|-|
일동제약주식회사 도서실||02-526-3132|서초구 양재1동  60번지||전문도서관|민간|-|
일본국제교류기금 서울문화센터||02-397-2860|서울 용산구 한강대로 366 트윈시티남산 오피스동 2층||전문도서관|공공|2001|
재외동포재단 자료실||02-3415-0189|서초구 서초2동  1376-1 외교센터 102호||전문도서관|공공|2002|
전국은행연합회 금융정보팀||02-3705-5092,5317|중구 명동1가  4-1 은행회관 9층||전문도서관|민간|-|
전문건설공제조합 도서실||02-3284-2158|강남구 논현2동  71-2 건설회관 20층||전문도서관|민간|0000|
정림건축종합건축사사무소 도서자료실||02-708-8699|서울특별시 종로구 율곡로 214 (연건동) 정림빌딩 8층 (정림건축 도서자료실)||전문도서관|민간|1978|
제일병원의학도서실||02-2000-7000|중구 묵정동  1-19 제일병원 행정지원과 희망관1층||전문도서관|민간|0000|
주택산업연구원 자료실||02-3215-7619|영등포구 여의도동  45-11 주택건설회관 10층 주택산업연구원 홍보자료실||전문도서관|민간|1995|
주한독일문화원 도서실||02-2021-2800|용산구 후암동  339-1||전문도서관|민간|0000|
주한영국문화원 도서실||02-3702-0600|종로구 신문로1가  226 흥국생명빌딩 4층||전문도서관|민간|----|
주한프랑스문화원 미디어도서관&정보센터||02-317-8500|중구 봉래동1가  10 우리빌딩 18층||전문도서관|공공|1968|
중국복음선교회 애화도서관||02-318-3957|중구 정동 25번지  중국복음선교회 애화도서관||전문도서관|민간|-|
중소기업연구원 자료실||02-707-9873|영등포구 여의도동  중소기업중앙회 6층||전문도서관|민간|-|
중소기업중앙회 자료정보실||02-2124-3447|영등포구 여의도동  16-2 중소기업회관 3층||전문도서관|민간|0000|
중소기업진흥공단 정보자료실||02-769-6626|영등포구 여의도동  24-3||전문도서관|공공|1979|
중앙대의과대학부속병원 도서실||02-2260-2065|중구 필동 2가  82-1||전문도서관|민간|-|
중앙대의료원용산병원 도서실||02-748-9480|용산구 한강로3가  65-207||전문도서관|민간|-|
중앙일보 신문지원팀 자료실||02-751-9056|중구 순화동  7 중앙일보 미디어문화본부||전문도서관|민간|----|
지식재산전문도서관||02-2189-2682|서울특별시 강남구 테헤란로 131 (한국지식재산센터) 3층 지식재산전문도서관||전문도서관|공공|2009|
질병관리본부 기술정보관리실||02-380-2956|서울특별시 은평구 통일로  194||전문도서관|공공|2003|
컴퓨터프로그램보호위원회 디지털정보법률자료실||02-2660-0063|강남구 개포동  14-4 서울강남우체국 6층||전문도서관|공공|2003|
통계청 나라셈도서관||02-3438-8502|서울특별시 강남구 언주로 721 (관세청)  별관4층||전문도서관|공공|1998|
통일부 북한자료센터||02-730-6658|서울 서초구 반포4동 국립중앙도서관 5층 통일부 북한자료센터||전문도서관|공공|1989|
통일연구원 자료실||02-901-2603|강북구 수유6동  통일연구원||전문도서관|공공|1991|
평화방송 조사자료부||02-2270-2114|중구 저동 1가  2-3||전문도서관|민간|-|
포스코경영연구소 정보센터||02-3457-8092|강남구 삼성동  147 포스리빌딩||전문도서관|민간|-|
하나은행 도서실||02-3709-6221|서울특별시 중구 을지로 35 (을지로1가) 서울특별시 중구 을지로1가 101-1 (주)KEB하나은행 본점 7층||전문도서관|민간|0000|
학산도서관||02-396-3916|서울 종로구 평창동 466-9||전문도서관|민간|1978|
한국가정법률상담소 도서실||02-780-5688~9(112-|영등포구 여의도동  11-13||전문도서관|민간|-|
한국감정원 도서관||02-2189-6694|강남구 삼성동  171-2||전문도서관|공공|0000|
한국거래소 자료실||02-3774-4136|영등포구 여의도동  한국거래소 본관1층||전문도서관|민간|0000|
한국건설산업연구원 자료정보실||02-3441-0675|강남구 논현동  71-2 건설회관||전문도서관|공공|----|
한국경영자총협회 자료실||02-3270-7318|마포구 대흥동  276-1||전문도서관|민간|1970|
한국경제연구원 정보자료센터||02-3771-0001|서울 영등포구 여의도동 하나대투증권빌딩 27-3 하나대투증권빌딩 8층||전문도서관|민간||
한국고등교육재단 도서관||02-554-3512|서울특별시 강남구 테헤란로 211 (역삼동) 한국고등교육재단 지하 3층||전문도서관|민간|1974|
한국고전번역원 자료실(구 민족문화추진회 도서실)||02-394-1150|서울특별시 종로구 비봉길 1 한국고전번역원 4층 자료실||전문도서관|공공|2007|
한국과학기술기획평가원 자료실||02-589-6118|서울특별시 서초구 마방로 68 (양재동) 동원산업빌딩 9층||전문도서관|공공|1999|
한국과학기술연구원 자료실||02-958-6061|성북구 하월곡동  39-1||전문도서관|공공|----|
한국과학기술원 고등과학원 도서실||02-958-3705|동대문구 청량리2동  207-43||전문도서관|공공|-|
한국관세무역개발원 자료실||02-3416-5055|강남구 논현동  62 -13 관우빌딩 4층||전문도서관|공공|0000|
한국광물자원공사 총무팀 도서실||02-840-5626|동작구 시흥대로 606||전문도서관|공공|1988|
한국교과서연구재단 교과서정보관||02-2651-1953|서울 서초구 반포동 706-9  4층||전문도서관|민간|1999|
한국교육과정평가원 자료실||02-3704-3705-6|서울 중구 정동 정동빌딩 335호||전문도서관|공공|1998|
한국교육방송공사 콘텐츠운영팀||02-526-2944|서초구 우면동  92-6||전문도서관|공공|2000|
한국교회사연구소 도서실||02-756-1691|중구 저동1가  2-3 평화빌딩||전문도서관|민간|-|
한국국방연구원 자료정보팀||02-961-1355|동대문구 청량리2동  산5-7||전문도서관|공공|1979|
한국국제교류재단 정보자료실||02-2151-6506|서울 중구 수하동 67 미래에셋 센터원 빌딩 서관||전문도서관|공공|2005|
한국금융연수원 도서실||02-3700-1536|종로구 삼청동 28-1||전문도서관|민간|0000|
한국금융투자협회 자료실||02-2003-9263|영등포구 여의도동  45-2 한국금융투자협회 b1층 증권도서관||전문도서관|민간|1953|
한국노동조합총연맹 자료실||02-6277-0067|영등포구 여의도동  35번지 한국노동조합총연맹 자료실||전문도서관|민간|----|
한국농수산식품유통공사 정보자료실||02-6300-1102|서울특별시 서초구 강남대로 27 (AT Center)||전문도서관|공공|1982|
한국농촌경제연구원 정보관리실||02-3299-4212|동대문구 회기동  4-102||전문도서관|공공|1978|
한국대학교육협의회 자료실||02-6393-5200|서울 마포구 상암동 1601 KGIT 상암센터 11층||전문도서관|민간|0000|
한국데이터베이스진흥원 자료실||02-3708-5300|중구 다동  10 한국관광공사빌딩 9층||전문도서관|공공|0000|
한국도서관협회 도서관||02-537-6117|서울 서초구 반포대로  201||전문도서관|민간|1945|
한국무역협회 정보자료실||02-6000-5108~9|강남구 삼성동  159-1 무역센터 트레이드타워 603호||전문도서관|민간|0000|
한국문학번역도서관||02-6919-7753|서울 강남구 영동대로 112길 32(삼성동) 한국문학번역원 1층 108-5 한국문학번역원 빌딩 1층||전문도서관|민간|2007|
한국문화관광연구원 정책자료실||02-2669-9818|서울 강서구 방화3동 827번지||전문도서관|공공|2002|
한국문화예술교육진흥원 자료실||02-6209-5900|서울 마포구  성산로 128||전문도서관|공공|2006|
한국문화위원회 예술자료원||02-524-9400|서울 서초구 서초3동 예술의전당 한가람디자인미술관 내||전문도서관|공공|2010|
한국방송광고공사 광고자료센터||02-2144-0181|중구 태평로 1가 25 프레스센터18층||전문도서관|공공|0000|
한국법제연구원 도서관||02-3498-8764|서울특별시 서초구 양재천로 131 (한국법제연구원)||전문도서관|민간|1991|
한국부동산연구원 도서관||02-520-5000|서울 서초구 양재2동 동원산업빌딩 4층||전문도서관|공공|----|
한국사회과학자료원||02-767-9500|서울 종로구  인왕산로 1길 25||전문도서관|민간|1983|
한국산업기술시험원 자료실||02-860-1237|구로구 구로동  222-13||전문도서관|공공|0000|
한국산업단지공단 정보자료실||070-8895-7286|구로구 구로동  188-5 KICOX벤처빌딩||전문도서관|공공|1997|
한국산업은행 문헌정보실||02-787-7813|영등포구 여의도동  16-3||전문도서관|공공|1954|
한국산업인력공단 정보자료실||02-3274-9788|마포구 공덕동  370-4||전문도서관|공공|0000|
한국세무사회 조세도서관||02-587-6021|서초구 서초3동  1497-16||전문도서관|민간|-|
한국소방안전협회 자료실||02-2671-8610|서울 영등포구 영등포동8가 87-4||전문도서관|공공|----|
한국순교복자수녀회 도서실||02-707-5598|용산구 청파동 2가  38-1||전문도서관|민간|0000|
