##NAME|SUBNAME|ID|TELNUM|NEWADDR|FEAT|OT|XCOORD|YCOORD@@본죽
본죽&비빔밥|구미신평비산점|SMAK016|054-462-5530|경상북도 구미시 신비로 95 (공단동, 강변파라디아)|||128.37213524723367|36.12070723976762
본죽&비빔밥|구미역점|SMAK005|054-451-6288|경상북도 구미시 구미중앙로 91|포장;예약|09:00 ~ 22:00( 식사 주문 마감 21:00)|128.33267769031988|36.12851687806778
본죽&비빔밥|구미형곡송정점|SMAK006|054-443-5545|경상북도 구미시 신시로 68-3|포장;주차;예약|월~금 08:30~22:00 토 08:30~21:00 일요일 휴무|128.33960809913313|36.114075393560015
본죽&비빔밥|구미산동점|SMAK022|054-471-6288|경상북도 구미시 산동면 신당1로1길 17-10|포장||128.43271799704496|36.15573295409845
본죽|구미순천향병원점|SJFN023|054-461-6288|경상북도 구미시 1공단로 182 (공단동, 금오빌딩)|||128.38303328944374|36.10170489656724
본죽&비빔밥|구미옥계점|SMAK014|054-476-6288|경상북도 구미시 옥계북로 17 (옥계동)|포장;예약|09:00~21:30(일요일 휴무)|128.41947651993334|36.13867915642039
본죽&비빔밥|구미신평비산점|SMAK016|054-462-5530|경상북도 구미시 신비로 95 (공단동, 강변파라디아)|||128.37213524723367|36.12070723976762
본죽|구미인동점|SJFN021|054-474-5547|경상북도 구미시 인동가산로 14 (진평동)|포장;주차;예약|10:00~22:00 매주 일요일 휴무|128.41800231193184|36.1071246193702
본죽&비빔밥|구미역점|SMAK005|054-451-6288|경상북도 구미시 구미중앙로 91|포장;예약|09:00 ~ 22:00( 식사 주문 마감 21:00)|128.33267769031988|36.12851687806778
본죽&비빔밥|구미형곡송정점|SMAK006|054-443-5545|경상북도 구미시 신시로 68-3|포장;주차;예약|월~금 08:30~22:00 토 08:30~21:00 일요일 휴무|128.33960809913313|36.114075393560015
본죽|구미상모점|SJFN010|054-464-6285|경상북도 구미시 상사서로 77 (상모동)|포장;예약|평일/주말/공휴일 09:30~22:00|128.3549311028403|36.08931272033629
본죽|구미도량봉곡점|SJFN016|054-457-6289|경상북도 구미시 도봉로 82 (도량동)|포장;주차;예약|평일 09:30~22:00 주말/공휴일 09:30~22:00|128.317454690979|36.138853770225104
본죽|구미구평점|SJFN014|054-475-0058|경상북도 구미시 인동 36길 6 (진평동)|포장;주차;예약|평일 09:00~22:00주말/공휴일 09:00~22:00|128.43239244424595|36.0940564172641
본죽|구미원호문성점|SJFN008|054-456-9719|경상북도 구미시 고아읍 문장로 192|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00(둘째주, 넷째주 일요일 휴무)|128.3307997059523|36.150442625247415
본죽|경북군위점|SJSK001|054-383-6288|경상북도 군위군 군위읍 동서길 39|포장;주차;예약|평일/토요일/공휴일 09:30~20:30명절, 일요일 휴무|128.5664095079605|36.23610556452241
본죽&비빔밥|김천혁신점|SMAK007|054-436-6288|경상북도 김천시 혁신3로 19|포장;주차;예약|09:30~21:00(매주 일요일 휴무|128.1826120845712|36.116755566300796
본죽|김천신음점|SJFO002|054-433-6282|경상북도 김천시 시청로 40 (신음동)|포장;주차;예약|평일 10:00~22:00 주말/공휴일 10:00~22:00 ※ 둘째, 넷째 일요일 휴무|128.1183277115757|36.13185284763841
본죽&비빔밥|김천혁신점|SMAK007|054-436-6288|경상북도 김천시 혁신3로 19|포장;주차;예약|09:30~21:00(매주 일요일 휴무|128.1826120845712|36.116755566300796
본죽|김천역점|SJFO003|054-434-6234|경상북도 김천시 김천로 103-1 (평화동)|포장;예약|평일 09:30~22:00 주말/공휴일 09:30~22:00|128.11360683141967|36.12385846904289
본죽|문경시청점|SJFP002|054-556-6288|경상북도 문경시 매봉4길 25 (모전동, 모전주공아파트)|포장;주차;예약|평일 08:30~21:30 주말/공휴일 08:30~21:30|128.18446524810386|36.58737571206177
본죽|점촌점|SJFP001|054-556-6233|경상북도 문경시 중앙8길 6 (점촌동)|포장;예약|평일 09:00~21:00 주말/공휴일 09:00~21:00*둘째,넷째주 일요일 휴무*명절 당일 휴무|128.20042289024641|36.59584846128753
본죽|상주점|SJFQ001|054-536-6292|경상북도 상주시 상산로 246(남성동)|포장;주차;예약|평일 09:00~20:00 주말/공휴일 09:00~20:00|128.15983143613607|36.41271374165165
본죽|경북성주점|SJFU004|054-931-1236|경상북도 성주군 성주읍 시장길 10-3|포장;예약|평일/토요일 09:00~20:30 /공휴일 9:00~20:30 / 일요일 휴무|128.28609856946244|35.917441040165755
본죽&비빔밥|경북도청점|SMAK008|054-853-6288|경상북도 안동시 풍천면 수호로 65|포장;주차;예약|09:30~21:00|128.50123683103718|36.57599971718668
본죽&비빔밥|안동강남점|SMAK011|054-856-6288|경상북도 안동시 강남5길 5||09:00~21:00|128.73599144522973|36.550552529692474
본죽&비빔밥|경북도청점|SMAK008|054-853-6288|경상북도 안동시 풍천면 수호로 65|포장;주차;예약|09:30~21:00|128.50123683103718|36.57599971718668
본죽&비빔밥|안동강남점|SMAK011|054-856-6288|경상북도 안동시 강남5길 5||09:00~21:00|128.73599144522973|36.550552529692474
본죽|안동점|SJFR001|054-841-6288|경상북도 안동시 광명로 178 (옥동)|포장;예약|평일 09:30~21:30 주말/공휴일09:30~21:30 *명절 휴무|128.70238927241186|36.56292356085493
본죽|안동성소병원점|SJFR003|054-853-6282|경상북도 안동시 서동문로 106-1 (광석동)|포장;예약|평일 09:00~22:00 토요일/공휴일 09:00~22:00 *일요일 휴무 *명절 휴무|128.72360958252696|36.56667322179155
본죽&비빔밥|영주가흥점|SMAK021|054-632-6288|경상북도 영주시 대학로 226 (가흥동)|포장||128.6052018177558|36.8156658700473
본죽&비빔밥|영주가흥점|SMAK021|054-632-6288|경상북도 영주시 대학로 226 (가흥동)|포장||128.6052018177558|36.8156658700473
본죽|영주역점|SJFS003|054-632-6888|경상북도 영주시 선비로 72 (휴천동)|포장;주차;예약|평일 09:00~21:30주말/공휴일 09:00~21:30*일요일 첫째,셋째주 휴무|128.62399737834238|36.81144617429183
본죽|경북영주점|SJFS002|054-633-6288|경상북도 영주시 중앙로 86-5 (하망동)|포장;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00 명절 당일 휴무|128.6251011261236|36.82294596353754
본죽|영천동부점|SJFT004|054-331-6233|경상북도 영천시 동부로 43 (야사동)|포장;예약|평일/주말 09:00~20:30 공휴일 휴무|128.94803111304785|35.974130183957264
본죽|경북영천점|SJFT001|054-338-6288|경상북도 영천시 완산동 1061-8|포장;주차;예약|평일/주말 09:00~21:00 공휴일 휴무|128.93453864164516|35.96379873248477
본죽|경북예천점|SJHY002|054-655-6288|경상북도 예천군 예천읍 중앙로 34||10:00~21:00|128.45526535305427|36.65603583310722
본죽|울진점|SJFA003|054-781-6233|경상북도 울진군 울진읍 울진중앙로 90|포장;주차;예약|평일, 토요일 09:30~20:00|129.39946358854266|36.99000831072807
본죽|경북의성점|SJHW001|054-832-6288|경상북도 의성군 의성읍 군청길 3|포장;예약|평일/토요일 10:00~21:00 공휴일 11:00~21:00*일요일 휴무|128.69489744762785|36.35367369117361
본죽|경북청도점|SJHF002|054-373-7288|경상북도 청도군 청도읍 청화로 88|포장;주차;예약|평일 10:00~20:30 주말 10:00~20:00※ 공휴일, 둘째, 넷째 일요일 휴무|128.7370544148393|35.64742391554858
본죽|칠곡석적점|SJFU001|054-977-6277|경상북도 칠곡군 석적읍 유학로 3 (중리)|포장;주차;예약|평일 10:00~22:00 주말/공휴일 10:00~22:00|128.4112235900739|36.080285955691444
본죽|칠곡북삼점|SJFU003|054-973-6283|경상북도 칠곡군 북삼읍 금오대로 284|포장;주차;예약|평일 09:30~21:30 주말/공휴일 09:30~21:30|128.34821845712656|36.07019406014838
본죽|경북왜관점|SJFU006|054-973-6288|경상북도 칠곡군 왜관읍 중앙로 189-1|포장;예약|오전9시~오후9시 (일요일 휴무)|128.39902917786972|35.99192570792484
본죽&비빔밥|포항문덕원동점|SMAK018|054-293-6888|경상북도 포항시 남구 오천읍 냉천로320번길 51-6|포장;예약|평일, 토요일 09:00~22:00 / 일요일 휴무|129.40324712682113|35.965299894322406
본죽&비빔밥|포항효자점|SMAK019|054-278-9288|경상북도 포항시 남구 효성로 12-3 (효자동, 새바빌딩)|||129.33503477867842|36.00613283820574
본죽&비빔밥|포항세명병원점|SMAK012|054-276-6233|경상북도 포항시 남구 상공로 132 (대도동)|||129.36189897477126|36.01899534758156
본죽&비빔밥|포항시외버스터미널점|SGAF041|054-282-6233|경상북도 포항시 북구 중흥로 119 (죽도동)|포장;주차;예약|매일 09:00~22:00|129.35077000791037|36.01322790874473
본죽&비빔밥|포항양덕점|SGAF048|054-232-6388|경상북도 포항시 북구 양덕로 47|포장;주차;예약|월~토 10:00~20:00일 10:00~20:30/ 매주 일요일 정기휴무 입니다.|129.40172084783848|36.08286925118661
본죽|포항오천점|SJFV012|054-291-6233|경상북도 포항시 남구 오천읍 충무로 24|포장;예약|평일,토요일,일요일 09:00~21:00 / 일요일 둘째 넷째 휴무|129.41237222029307|35.97598262179654
본죽|포항지곡점|SJFV011|054-283-6288|경상북도 포항시 남구 지곡로 257. 101동 1층 114-1호|||129.32392255251895|36.02920173873707
본죽&비빔밥|포항문덕원동점|SMAK018|054-293-6888|경상북도 포항시 남구 오천읍 냉천로320번길 51-6|포장;예약|평일, 토요일 09:00~22:00 / 일요일 휴무|129.40324712682113|35.965299894322406
본죽&비빔밥|포항효자점|SMAK019|054-278-9288|경상북도 포항시 남구 효성로 12-3 (효자동, 새바빌딩)|||129.33503477867842|36.00613283820574
본죽&비빔밥|포항세명병원점|SMAK012|054-276-6233|경상북도 포항시 남구 상공로 132 (대도동)|||129.36189897477126|36.01899534758156
본죽|포항죽도오거리점|SJFW013|054-278-6288|경상북도 포항시 북구 중흥로 319 (죽도동, 굿모닝메디칼센터)|포장;주차;예약|월~토: 09:00~21:00일요일: 10:00~21:00정기휴무: 2째,4째주 일요일|129.3640824242905|36.03074808654608
본죽&비빔밥|포항시외버스터미널점|SGAF041|054-282-6233|경상북도 포항시 북구 중흥로 119 (죽도동)|포장;주차;예약|매일 09:00~22:00|129.35077000791037|36.01322790874473
본죽|포항선린점|SJFW014|054-255-6288|경상북도 포항시 북구 대신로 40-2 (대신동)|포장;예약|평일, 토요일 09:00~21:00 / 일요일 휴무|129.36796612829627|36.04782985193426
본죽|포항법원점|SJFW012|054-254-6288|경상북도 포항시 북구 법원로 152 (양덕동)|포장;주차;예약|09:30~21:30 **둘째,넷째 일요일 휴무**|129.3874950081798|36.08827842557648
본죽|포항흥해점|SJFW004|054-262-6289|경상북도 포항시 북구 흥해읍 한동로 7 (마산리, 대성아파트)|포장;예약|평일/주말 09:00~22:00공휴일 휴무|129.34274812168636|36.11208673471811
본죽|포항용흥점|SJFW006|054-255-6233|경상북도 포항시 북구 새마을로 90 (용흥동)|포장;주차;예약|평일/주말/공휴일 09:30~22:00|129.35069603586007|36.0411890068465
본죽|포항창포점|SJFW011|054-243-3888|경상북도 포항시 북구 대곡로 50|포장;주차;예약|평일/토요일 09:30~21:00 일요일 10:30~21:30 공휴일 휴무|129.37360189028024|36.06746434906011
본죽&비빔밥|포항양덕점|SGAF048|054-232-6388|경상북도 포항시 북구 양덕로 47|포장;주차;예약|월~토 10:00~20:00일 10:00~20:30/ 매주 일요일 정기휴무 입니다.|129.40172084783848|36.08286925118661
본죽|포항상원점|SJFW010|054-241-6288|경상북도 포항시 북구 중앙로 269 (상원동)|포장;예약|평일/토요일 09:30~21:30일요일 10:30~21:30 공휴일 휴무|129.3650004492111|36.03711259019193
본죽|포항유강점|SJFV008|054-274-6282|경상북도 포항시 남구 연일읍 유강길17번길 7|포장;주차;예약|09 : 00 ~ 20 : 30|129.31847816473945|36.00451521520563
본죽|포항대이점|SJFV007|054-274-6281|경상북도 포항시 남구 대이로 97 (대잠동)|포장;주차;예약|평일/토요일 09:00~22:00 일요일 09:00~21:30 공휴일 휴무|129.3405622732978|36.02385399034872
본죽&비빔밥|광주하남점|SMAE010|062-959-6288|광주광역시 광산구 풍영철길로 15 (우산동, 콜럼버스월드)|포장||126.81165869977637|35.16289650921032
본죽&비빔밥|광주수완점|SMAE001|062-959-8600|광주광역시 광산구 임방울대로 335|포장;주차;예약|09:30~21:00|126.82320393484628|35.19001226621023
본죽&비빔밥|광주하남점|SMAE010|062-959-6288|광주광역시 광산구 풍영철길로 15 (우산동, 콜럼버스월드)|포장||126.81165869977637|35.16289650921032
본죽|광주신창점|SJFX021|062-962-0096|광주광역시 광산구 신창로 84 (신창동)|||126.83742403499329|35.19265332664598
본죽|광주신가점|SJFX020|062-961-6288|광주광역시 광산구 수등로 248|포장;주차;예약|평일 09:00~22:00 일요일 휴무|126.83604280377814|35.18496832224486
본죽|광주선운지구점|SJDV030|062-953-6233|광주광역시 광산구 선운중앙로 43 (선암동, 선운지구이지더원2단지)|포장;주차;예약|월~일 09:30 ~ 21:30|126.7759437243791|35.14963623723629
본죽|광주수완장덕점|SJFX018|062-962-3288|광주광역시 광산구 풍영로 275 (장덕동)|포장;주차;예약|평일 09:00~21:30 주말/공휴일 09:00~21:30|126.8153730385936|35.19589903641824
본죽|광주운남9단지점|SJFX019|062-962-6285|광주광역시 광산구 사암로340번안길 20 (월곡동)|포장;주차;예약|9:00~22:00|126.8111232560911|35.176105957403394
본죽|광주하남산정점|SJFX016|062-954-6288|광주광역시 광산구 손재로110번길 21|포장;주차;예약|평일 08:30~21:30 주말/공휴일 09:00~21:00※ 둘째, 넷째 일요일 휴무|126.74073277085353|35.18038516843741
본죽&비빔밥|광주수완점|SMAE001|062-959-8600|광주광역시 광산구 임방울대로 335|포장;주차;예약|09:30~21:00|126.82320393484628|35.19001226621023
본죽|광주첨단월계점|SJFX015|062-972-9993|광주광역시 광산구 월계로 187 (월계동)|포장;주차;예약|평일/토요일 08:00~22:00일요일/공휴일 휴무|126.84615533413549|35.2136590263502
본죽|광주운남점|SJFX013|062-952-6288|광주광역시 광산구 하남대로 283 (신가동)|포장;예약|평일/토요일/공휴일 09:00~21:00 일요일 휴무|126.8246454083576|35.17935674593694
본죽|광주송정점|SJFX010|062-941-6233|광주광역시 광산구 내상로 21 (송정동)|포장;주차;예약|평일 08:00~22:00 주말/공휴일 08:00~22:00|126.79606436757132|35.13982171027463
본죽|광주첨단점|SJFX007|062-973-0113|광주광역시 광산구 첨단중앙로170번길 64 (쌍암동)|포장;주차;예약|평일 08:30~22:00 주말/공휴일 동일|126.84536045531932|35.22045779829425
본죽&비빔밥|광주주월점|SMAE005|062-671-7288|광주광역시 남구 대남대로 139 (주월동)|포장;주차;예약|08:30~22:00|126.91091881494133|35.13379885039149
본죽&비빔밥|광주노대점|SMAE004|062-267-6288|광주광역시 남구 효우로 79-1|포장;주차;예약|10:00~21:30 일요일 휴무|126.90459136689823|35.10632042401063
본죽|광주효천2지구점|SJFY009|062-671-6288|광주광역시 남구 효우2로26번길 27 (행암동)|포장||126.88827591198473|35.10213856365747
본죽&비빔밥|광주주월점|SMAE005|062-671-7288|광주광역시 남구 대남대로 139 (주월동)|포장;주차;예약|08:30~22:00|126.91091881494133|35.13379885039149
본죽|광주진월점|SJFY007|062-651-6288|광주광역시 남구 서문대로 683번지 (진월동)|포장;주차;예약||126.89861166411843|35.12021824179484
본죽&비빔밥|광주노대점|SMAE004|062-267-6288|광주광역시 남구 효우로 79-1|포장;주차;예약|10:00~21:30 일요일 휴무|126.90459136689823|35.10632042401063
본죽|광주백운고가점|SJFY005|062-651-6264|광주광역시 남구 회재로 1257|포장;주차;예약|09:00~21:30 연중무휴|126.89815917327465|35.134729822938645
본죽|광주봉선점|SJFY004|062-652-8580|광주광역시 남구 봉선로 164 (봉선동)|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|126.91311180335346|35.12277135237239
본죽&비빔밥|광주학동점|SMAE007|062-225-1888|광주광역시 동구 제봉로 33 1층(학동)||08:30~22:00|126.92086530863929|35.141543050429746
본죽|광주금남로점|SJFZ007|062-227-6288|광주광역시 동구 독립로 258 (금남로5가)|포장;주차;예약|평일/토요일/공휴일 09:30~21:00, 일요일 휴무|126.91091414901811|35.15419485852369
본죽&비빔밥|광주학동점|SMAE007|062-225-1888|광주광역시 동구 제봉로 33 1층(학동)||08:30~22:00|126.92086530863929|35.141543050429746
본죽|광주두암점|SJGA002|062-267-6662|광주광역시 동구 밤실로 154 (산수동)|포장;예약|10:00~21:00|126.93541785097072|35.161215765491384
본죽|광주증심사입구역점|SJFZ008|062-228-6288|광주광역시 동구 남문로 677 (학동)|포장;주차;예약|09:00 ~ 22:00(명절 연휴만 휴무임 !)|126.92888050461352|35.13106336578035
본죽|광주양산점|SJGA016|062-574-6288|광주광역시 북구 양산로 2 (양산동)|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|126.87472387397258|35.210977087359346
본죽|광주운암고가점|SJGA019|062-527-6288|광주광역시 북구 북문대로 19|포장;예약|09:00~21:00|126.88271960336729|35.17401515423026
본죽|광주두암말바우점|SJGA001|062-264-1470|광주광역시 북구 동문대로 128 (두암동)|포장;주차;예약|평일 09:30~21:30 주말/공휴일 09:30~21:30|126.92643664085573|35.17422265257591
본죽|광주일곡점|SJGA018|062-571-6288|광주광역시 북구 설죽로 503|포장;예약|09:00~21:00 *2,4째주 일요일 휴무|126.89784871560519|35.2040223406095
본죽|광주용봉점|SJGA015|062-511-3123|광주광역시 북구 설죽로 221 (용봉동)|포장;예약|평일 09:30~21:00 주말/공휴일 10:00~20:00|126.8975501247309|35.17944395596391
본죽|광주전남대후문점|SJGA014|062-261-6388|광주광역시 북구 우치로 80 (용봉동)|포장;예약|평일 09:00~21:30 주말/공휴일 09:00~21:30|126.91289417589336|35.17464632274262
본죽|광주운암점|SJGA012|062-522-7288|광주광역시 북구 북문대로 154 (운암동)|포장;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|126.8726595623579|35.18256787996088
본죽|광주매곡점|SJGA010|062-573-8642|광주광역시 북구 설죽로315번길 42 (매곡동)|포장;예약|평일 09:30~21:30 주말/공휴일 09:30~21:30|126.89465242699781|35.18920134772437
본죽|광주문흥점|SJGA003|062-261-6288|광주광역시 북구 서하로 375 (문흥동)|포장;예약|평일 09:00~21:30 주말/공휴일 09:00~21:30|126.92143267025162|35.1860092514724
본죽|광주첨단2지구점|SJGA017|062-571-6295|광주광역시 북구 첨단연신로91번길 10 (신용동)|포장;주차;예약|09 : 00 ~ 21 : 30|126.86326548382911|35.20655167254038
본죽&비빔밥|광주풍암점|SMAE009|062-655-5575|광주광역시 서구 풍암1로21번길 3-24 (풍암동)|||126.87830710840045|35.12650189761828
본죽|광주쌍촌점|SJGB009|062-384-6288|광주광역시 서구 상일로 56 (쌍촌동)|포장;예약|평일/토요일 09:30~21:30 일요일/공휴일 휴무|126.8634478716121|35.16055391662252
본죽|광주광천점|SJGB019|062-369-6288|광주광역시 서구 죽봉대로 95 (광천동)|||126.88312330279219|35.161933744247364
본죽&비빔밥|광주풍암점|SMAE009|062-655-5575|광주광역시 서구 풍암1로21번길 3-24 (풍암동)|||126.87830710840045|35.12650189761828
본죽|광주화정힐스테이트점|SJGB015|062-368-6288|광주광역시 서구 화정로 247|포장;주차;예약|09:00~21:00|126.88389023671566|35.14745864325339
본죽|광주상무병원점|SJGB018|062-382-6288|광주광역시 서구 운천로 225 (치평동, 상무힐타워)||월~토 : 08:30~21~00, 일요일 : 09:00~20:00|126.85441375856396|35.15251048451713
본죽|광주풍암운리점|SJGB017|062-682-6288|광주광역시 서구 풍암신흥로 29 (풍암동)|포장;주차;예약|월~토 09:30~21:30 일요일 휴무|126.86656011425036|35.1205116863621
본죽|광주염주점|SJGB014|062-376-6282|광주광역시 서구 월드컵4강로 77 (화정동)|포장;예약|평일 09:30~21:30 주말/공휴일 10:30~21:30|126.87379104203889|35.143767386711524
본죽|광주상무점|SJGB011|062-376-6060|광주광역시 서구 치평로 80 (치평동)|포장;주차;예약|평일/주말,공휴일 08:30~22:00|126.84770659094676|35.15455733960505
본죽|광주금호점|SJGB001|062-384-1020|광주광역시 서구 금화로 91 (금호동)|포장;주차;예약|09:00~22:00|126.85866674878895|35.13266393869893
본죽|광주동림점|SJGA011|062-515-3288|광주광역시 서구 하남대로 692 (동천동)|포장;주차;예약|평일 09:30~21:30 주말/공휴일 09:30~21:30|126.86843524332016|35.171476682577385
본죽&비빔밥|대구대명영대병원점|SMAC029|053-622-9111|대구광역시 남구 중앙대로 141 (대명동)|포장|평일/일요일 09:00~21:30, 토요일 09:00~21:00 (마감시간 30분전까지 주문 가능), 명절 당일 휴무|128.5901582593407|35.845895655273054
본죽&비빔밥|대구가톨릭병원점|SMAC015|053-652-6233|대구광역시 남구 두류공원로 91|포장;주차;예약|09:00~21:00(연중무휴 : 명절당일 휴무)|128.56881164718226|35.84462632583269
본죽&비빔밥|대구효성타운점|SMAC022|053-474-6788|대구광역시 남구 효성로 58 (봉덕동)|||128.5989680675576|35.83837851154042
본죽&비빔밥|대구대명영대병원점|SMAC029|053-622-9111|대구광역시 남구 중앙대로 141 (대명동)|포장|평일/일요일 09:00~21:30, 토요일 09:00~21:00 (마감시간 30분전까지 주문 가능), 명절 당일 휴무|128.5901582593407|35.845895655273054
본죽|대구대봉교점|SJDZ006|053-474-6288|대구광역시 남구 명덕로 322|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|128.6051390340697|35.85485206019452
본죽&비빔밥|대구가톨릭병원점|SMAC015|053-652-6233|대구광역시 남구 두류공원로 91|포장;주차;예약|09:00~21:00(연중무휴 : 명절당일 휴무)|128.56881164718226|35.84462632583269
본죽&비빔밥|대구효성타운점|SMAC022|053-474-6788|대구광역시 남구 효성로 58 (봉덕동)|||128.5989680675576|35.83837851154042
본죽|대명안지랑점|SJDZ003|053-654-6288|대구광역시 남구 대명로 163 (대명동)|포장;예약|평일 09:00~21:30 주말/공휴일 09:00~21:30|128.5755911894652|35.8393325667357
본죽&비빔밥|대구상인롯데점|SJEA013|053-633-5100|대구광역시 달서구 월곡로 268-6|포장;주차;예약|09:00~22:00 연중무휴(명절제외)|128.53930777528794|35.81844910136195
본죽&비빔밥|대구구병원점|SMAC027|053-524-6288|대구광역시 달서구 달구벌대로 1600 (감삼동)|||128.54176677523913|35.85152962247177
본죽&비빔밥|대구달서구청점|SMAC021|053-636-6287|대구광역시 달서구 학산로 7길 5||평일,토요일: 09:00~21:40 일요일 : 10:00~20:00|128.531691017749|35.82812032299887
본죽&비빔밥|대구성서점|SMAC012|053-592-3004|대구광역시 달서구 이곡동로 23 (이곡동)|||128.51001511430033|35.85425790778646
본죽&비빔밥|대구용산장기점|SMAC010|053-567-7080|대구광역시 달서구 용산로 141|포장;주차;예약|평일 08:00~23:00 주말/공휴일 08:00~23:00|128.53012629002424|35.85012846570658
본죽&비빔밥|대구성당뉴타운점|SGAF034|053-558-6288|대구광역시 달서구 당산로 39|포장;주차;예약|평일/토요일/공휴일 09:00~22:00 일요일 10:00~21:00|128.54445269274768|35.84094442041283
본죽|계명대동산병원점|SJEA024|053-587-6282|대구광역시 달서구 달구벌대로 1035 (신당동, 계명대학교동산의료원)|포장||128.4790108976876|35.85420385853849
본죽|대구유천점|SJEA021|053-635-6288|대구광역시 달서구 조암남로 170 (유천동)||10:00~21:00|128.5165208036251|35.81572172240353
본죽|대구월배점|SJEA020|053-641-8233|대구광역시 달서구 상원로 142 상인자이아파트 상가동105호|포장;주차;예약|평일/주말 09:30~21:00 첫째주, 셋째주 일요일 휴무|128.53028115141754|35.82154541349478
본죽|대구칠호광장점|SJEA023|053-624-6288|대구광역시 달서구 달구벌대로 1726 (두류동)||09:30~20:30 매주 일요일 휴무|128.554253250946|35.85632865694368
본죽&비빔밥|대구상인롯데점|SJEA013|053-633-5100|대구광역시 달서구 월곡로 268-6|포장;주차;예약|09:00~22:00 연중무휴(명절제외)|128.53930777528794|35.81844910136195
본죽&비빔밥|대구구병원점|SMAC027|053-524-6288|대구광역시 달서구 달구벌대로 1600 (감삼동)|||128.54176677523913|35.85152962247177
본죽&비빔밥|대구달서구청점|SMAC021|053-636-6287|대구광역시 달서구 학산로 7길 5||평일,토요일: 09:00~21:40 일요일 : 10:00~20:00|128.531691017749|35.82812032299887
본죽&비빔밥|대구성서점|SMAC012|053-592-3004|대구광역시 달서구 이곡동로 23 (이곡동)|||128.51001511430033|35.85425790778646
본죽|대구감삼드림시티점|SJEA010|053-567-6288|대구광역시 달서구 장기로 240 (장기동)|포장;주차;예약|평일, 토요일 09:30~22:00 일요일 휴무|128.53424080573583|35.843764303994035
본죽&비빔밥|대구용산장기점|SMAC010|053-567-7080|대구광역시 달서구 용산로 141|포장;주차;예약|평일 08:00~23:00 주말/공휴일 08:00~23:00|128.53012629002424|35.85012846570658
본죽&비빔밥|대구성당뉴타운점|SGAF034|053-558-6288|대구광역시 달서구 당산로 39|포장;주차;예약|평일/토요일/공휴일 09:00~22:00 일요일 10:00~21:00|128.54445269274768|35.84094442041283
본죽|대구진천역점|SJEA011|053-631-6255|대구광역시 달서구 월배로 71 (진천동, 진천트윈팰리스)|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|128.52212171050869|35.81423068795535
본죽|대구성서강창역점[동산병원]|SJEA009|053-592-6233|대구광역시 달서구 호산로 125 (파호동, 삼성명가타운상가)|포장;주차;예약|평일 09:00~21:30 주말/공휴일 09:00~21:30|128.47367699281153|35.850221391393085
본죽|대구서부정류장점|SJEA003|053-629-6288|대구광역시 달서구 월배로 457 (송현동)|포장;예약|평일/주말/공휴일 09:00~21:00|128.5547866060061|35.834207487243894
본죽|대구대곡점|SJEA001|053-644-3006|대구광역시 달서구 한실로 95 (도원동)|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|128.5371082623556|35.806974862744156
본죽&비빔밥|대구구지점|SMAC032|053-611-6255|대구광역시 달성군 구지면 과학마을로 48|포장||128.41854388995557|35.65559158251134
본죽&비빔밥|대구테크노폴리스점|SMAC011|053-617-6288|대구광역시 달성군 유가면 테크노중앙대로 243|포장;주차;예약|월~일-09:00~21:00|128.4573915017034|35.692137670003866
본죽&비빔밥|대구대곡역점|SMAC025|053-638-6288|대구광역시 달성군 화원읍 비슬로 2727|||128.51305219545156|35.80994753904658
본죽&비빔밥|대구구지점|SMAC032|053-611-6255|대구광역시 달성군 구지면 과학마을로 48|포장||128.41854388995557|35.65559158251134
본죽|대구세천점|SJEB012|053-583-6288|대구광역시 달성군 다사읍 세천로 160 (북죽곡엠코타운더솔레뉴)|포장||128.48025029083368|35.87442141651768
본죽|대구화원점|SJEB005|053-641-6288|대구광역시 달성군 화원읍 사문진로 447|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|128.49743372310783|35.803734056794745
본죽|대구현풍점|SJEB008|053-614-6288|대구광역시 달성군 현풍면 현풍중앙로 46-1|포장;예약|평일 09:30~21:30 주말/공휴일 09:30~21:30|128.4459555558433|35.69360215192277
본죽&비빔밥|대구테크노폴리스점|SMAC011|053-617-6288|대구광역시 달성군 유가면 테크노중앙대로 243|포장;주차;예약|월~일-09:00~21:00|128.4573915017034|35.692137670003866
본죽&비빔밥|대구대곡역점|SMAC025|053-638-6288|대구광역시 달성군 화원읍 비슬로 2727|||128.51305219545156|35.80994753904658
본죽|대구서재점|SJEB007|053-588-1500|대구광역시 달성군 다사읍 서재로 121|포장;주차;예약|평일/토요일 09:30~22:00 일요일/공휴일 10:00~21:00|128.49703090699887|35.874397261538796
본죽|대구논공점|SJEB009|053-616-6288|대구광역시 달성군 논공읍 논공로 742-1|포장;주차;예약|9:30 ~ 21:30 연중무휴|128.44660990161924|35.72956958666003
