##NAME|SUBNAME|ID|TELNUM|NEWADDR|WEBSITE@@코스닥기업
메가스터디||072870|02-6350-8400|서울특별시 마포구 상암산로 34 15층(상암동, 디지털큐브)|www.megastudy.co.kr
메가스터디교육||215200|02-3489-8200|서울특별시 서초구 효령로 321 덕원빌딩|www.megastudy.net
메가엠디||133750|02-3489-8346|서울특별시 서초구 효령로 321 (서초동, 덕원빌딩)|www.megamd.co.kr
메디아나||041920|033-742-5400|강원도 원주시 문막읍 동화공단로 132|www.mediana.co.kr
메디톡스||086900|043-217-1555|충북 청원군 오창읍 각리1길 78|www.medy-tox.co.kr
메디포스트||078160|02-3465-6677|경기도 성남시 분당구 대왕판교로 644번길21|www.medi-post.co.kr
메디프론||065650|02-545-9277|서울특별시 강서구 양천로 583, A동 1401호(염창동, 우림블루나인비즈니스센터)|www.medifron.com
메이슨캐피탈||021880|063-287-5305|전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호|www.mason-capital.co.kr
메지온||140410|02-560-8000|서울시 강남구 테헤란로 87길 35 C&H빌딩 3층|www.mezzion.co.kr
메카로||241770|031-646-4400|경기도 평택시 산단로 103-14|www.mecaro.com
메타바이오메드||059210|043-218-1981|충북 청원군 오송읍 오송생명1로 270 오송생명과학단지|www.meta-biomed.com
멕아이씨에스||058110|070-7119-2520|경기도 파주시 상지석길 21|www.mek-ics.com
멜파스||096640|031-707-2280|경기도 성남시 분당구 판교역로 225-14 멜파스 빌딩|www.melfas.com
명성티엔에스||257370|053-582-3577|대구광역시 달서구 성서공단로25길 16|www.ms-mc.co.kr
모다||149940|02-523-7677|서울특별시 강남구 삼성로 570 석천빌딩 6층|www.modainc.co.kr
모다이노칩||080420|031-315-7250|경기도 안산시 단원구 동산로 27번길 42-7|www.moda-innochips.com
모두투어||080160|1544-5252|서울특별시 중구 을지로 16, 백남빌딩 5층 (을지로1가)|www.modetour.com
모바일리더||100030|02-2051-4151|서울특별시 강남구 강남대로 330 (역삼동, 우덕빌딩 5층)|WWW.MOBILELEADER.COM
모바일어플라이언스||087260|031-777-8071|경기도 안양시 동안구 시민대로 401|www.mobileappliance.co.kr
모베이스||101330|032-529-4200|경기도 화성시 동탄첨단산업1로 73 (영천동)|www.mobase.com
모보||051810|031-831-2900|경기도 오산시 경기대로 52-30 (갈곶동)|www.mobocable.com
모비스||250060|031-8018-8484|경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호|www.mobiis.com
모아텍||033200|032-810-9000|인천시 남동구 인주대로 698 (구월동)|www.moatech.com
모트렉스||118990|070-4862-6100|경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층|www.motrex.co.kr
모헨즈||006920|041-578-7202|충청남도 천안시 동남구 풍세면 잔다리길 56|www.imohenz.com
무림SP||001810|02-3485-1603|서울시 강남구 강남대로 656|www.moorim.co.kr
미니멈컬렉션||065310|02-3460-9500|서울시 강남구 논현로 105길 48, 5층(역삼동, 나실빌딩)|www.minimumcollection.co.kr
미래나노텍||095500|043-710-1100|충청북도 청원군 옥산면 과학산업1로 16|www.mntech.co.kr
미래생명자원||218150|02-2203-7397|서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)|www.milaebio.com
미래에셋대우스팩1호||265480|02-3774-7171|서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관|
미래에셋대우스팩2호||310200|02-3774-7117|서울특별시 중구 을지로5길 26 미래에셋센터원|
미래에셋벤처투자||100790|070-4800-2104|경기도 성남시 분당구 판교역로241번길 20|venture.miraeasset.co.kr/index.jsp
미래컴퍼니||049950|031-350-9997|경기도 화성시 양감면 정문송산로 69-12|www.meerecompany.com
미래테크놀로지||213090|070-8890-1537|서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호|www.mirae-tech.co.kr
미래SCI||028040|043-710-0112|충청북도 청원군 옥산면 과학산업4로 141|www.miraesci.com
미스터블루||207760|02-337-0610|서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)|www.mrbluecorp.com
미코||059090|031-670-5800|경기도 안성시 공단로 100|www.mico.kr
미투온||201490|02-515-2864|서울특별시 강남구 학동로 343 더피나클강남 6층|www.me2on.com
민앤지||214180|02-929-4463|서울특별시 강남구 테헤란로34길 6 태광타워 13층|www.minwise.co.kr
바디텍메드||206640|02-2004-4938|강원도 춘천시 동내면 거두단지1길 43|www.boditech.co.kr
바른손||018700|02-596-4411|경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동)|www.barunson.co.kr
바른손이앤에이||035620|070-7609-1404|서울특별시 강남구 봉은사로 509 수당빌딩 4층|www.barunsonena.com
바른전자||064520|031-8020-6000|경기도 화성시 동탄면 경기동로 548|www.bec.co.kr
바른테크놀로지||029480|02-3459-0500|서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워)|www.baruntechnology.co.kr
바이넥스||053030|032-850-3000|부산시 사하구 다대로 368-3|www.bi-nex.com
바이오니아||064550|042-936-8500|대전시 대덕구 문평서로 8-11|www.bioneer.co.kr
바이오로그디바이스||208710|02-3771-9677|경기도 화성시 동탄면 동탄기흥로 64-10 3층|www.biologdevice.com
바이오리더스||142760|042-934-7671|경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터)|www.bioleaders.co.kr
바이오빌||065940|055-383-7890|경남 양산시 두전길 94|biovill.co.kr
바이오솔루션||086820|02-3446-8884|서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)|www.biosolutions.co.kr
바이오스마트||038460|02-3218-9000|서울특별시 성동구 광나루로 172|www.bio-smart.com
바이오제네틱스||044480|043-836-0025|충북 증평군 증평읍 광장로 473-3|www.unidusok.com
바이오톡스텍||086040|043-210-7777|충북 청원군 오창읍 연구단지로 53 (양청리 686-2 오창과학산업단지 58-1B/L)|www.biotoxtech.com
바이온||032980|043-213-2722|충청북도 청원군 북이면 신대석성로 144|www.by-on.co.kr
바텍||043150|031-679-2000|경기도 화성시 삼성1로 2길 13 (석우동 23-4)|www.vatechcorp.co.kr
배럴||267790|02-335-3176|서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩)|www.getbarrel.com
백금T&A||046310|031-488-7900|경기도 군포시 엘에스로 153-18, L&C타워 4~6층 (산본동)|www.bgtna.com
버추얼텍||036620|02-3140-1000|서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩)|www.virtualtek.co.kr
버킷스튜디오||066410|02-3452-5079|서울특별시 강남구 언주로135길 21|www.towin-global.com
범양사||002480|02-799-3700|서울특별시 용산구 장문로6길 12 범양빌딩 5층 (주)범양사|www.pumyang.co.kr
베뉴지||019010|02-3665-0101|서울특별시 강남구 선릉로62길 15 (대치동)|www.granddept.co.kr
베셀||177350|031-683-3953|경기도 수원시 권선구 산업로155번길 281|www.vessel21.com
베스파||299910|02-6954-0889|서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층|www.vespainteractive.com
보광산업||225530|053-384-0881|대구광역시 북구 유통단지로3길 40 (산격동)|www.bokwangindustry.co.kr
보라티알||250000|02-538-3373|서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩)|www.boratr.co.kr
보령메디앙스||014100|02-708-8357|서울특별시 강남구 논현로64길 4 5층~6층|www.medience.co.kr
보성파워텍||006910|031-491-0311|충청북도 충주시 주덕읍 대창길 70|www.bosungpower.co.kr
보진재||030950|031-955-1112|서울특별시 영등포구 당산로 237, 그린빌 402호 (당산동6가)|www.pochinchai.co.kr
본느||226340|02-6423-4111|서울특별시 송파구 송파대로22길 5-15|www.bonne.co.kr
부방||014470|02-2008-7272|서울특별시 강남구  삼성로 528 부방빌딩|www.bubang.com
부스타||008470|043-536-9107|충북 진천군 이월면 고등2길 18|www.booster.co.kr
뷰웍스||100120|070-7011-6161|경기도 안양시 동안구 부림로 170 413|www.vieworks.com
브레인콘텐츠||066980|02-2017-7933|서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층|www.braincontents.kr
브리지텍||064480|02-3430-4114|서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층|www.bridgetec.co.kr
브이원텍||251630|031-607-5540|경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1)|www.v-one.co.kr
블러썸엠앤씨||263920|032-584-0789|인천광역시 서구 원적로7번길 29 (주)에스엔피월드|www.snpworld.com
블루콤||033560|032-810-0500|인천광역시 연수구 벤처로 116 (송도동)|www.bluec.co.kr
비덴트||121800|070-8668-6611|서울특별시 금천구 가산디지털1로 84, 에이스하이엔드8차 12층 (가산동)|www.tvlogic.co.kr
비디아이||148140|02-2082-8890|경기도 화성시 팔탄면 서해로 1155|www.bdindustry.co.kr
비씨월드제약||200780|031-881-6800|경기도 여주시 가남읍 여주남로 872-23|www.bcwp.co.kr
비아트론||141000|070-4016-3200|경기도 수원시 권선구 산업로 155번길 139|www.viatrontech.com
비에이치||090460|032-510-2000|인천시 부평구 평천로 199번길 25|www.bhe.co.kr
비에이치아이||083650|055-585-3800|경남 함안군 군북면 장백로 122 (장지리 165-2)|www.bhi.co.kr
비엠티||086670|055-783-1000|경상남도 양산시 산막공단남11길 35 (북정동)|www.superlok.com
비즈니스온||138580|02-559-0800|서울특별시 성동구 광나루로 172 3층|www.businesson.co.kr
비츠로셀||082920|041-330-0236|충청남도 당진시 합덕읍 인더스파크로 70|www.vitzrocell.com
비츠로시스||054220|02-460-2000|서울특별시 성동구 성덕정길 151 (성수동2가)|www.vitzrosys.com
비츠로테크||042370|031-489-2000|경기도 안산시 단원구 별망로 327 (성곡동)|www.vitzrotech.com
비트컴퓨터||032850|02-3486-1234|서울특별시 서초구 서초대로74길 33, 비트빌 (서초동)|www.bit.kr
비피도||238200|033-435-4962|강원도 홍천군 홍천읍 농공단지길 23-16|www.bifido.com
빅솔론||093190|031-218-5500|경기도 성남시 분당구 판교역로241번길 20, 7층, 8층 (삼평동, 미래에셋벤처타워)|www.bixolon.com
빅텍||065450|031-631-7301|경기도 이천시 마장면 덕이로 180-31|www.victek.co.kr
빛샘전자||072950|031-288-3420|경기도 용인시 기흥구 언동로53-11|www.vissem.com
사람인에이치알||143240|02-2025-4733|서울시 구로구 디지털로34길 43 201(코오롱싸이언스밸리 1차)|www.saraminhr.co.kr
삼강엠앤티||100090|055-673-7014|경상남도 고성군 동해면 내산3길 51-1|www.sam-kang.com
삼기오토모티브||122350|031-491-0341|경기도 성남시 분당구 대왕판교로 670, B동 1003호(삼평동, 유스페이스2)|www.samkee.com
삼륭물산||014970|031-321-0091|경기도 파주시 월롱면 통일로644번길 35|www.srpack.com
삼목에스폼||018310|02-561-0941|경기도 안성시 미양면 안성맞춤대로 474-40|www.sammok.co.kr
삼보모터스||053700|053-582-9230|대구시 달서구 성서동로 142 (월암동 1080-3)|www.sambomotors.com
삼보산업||009620|055-552-7130|경남 창원시 진해구 남의로 21번길 36 (남양동 360-2)|www.samboind.kr
삼보오토||070080|031-491-9405|경기도 안산시 단원구 해봉로 195 (성곡동)|www.samboauto.com
삼보이엔씨||011870|051-646-8600|부산광역시 남구 자성로 152, 한일오피스텔 (문현동)|www.samboenc.co.kr
삼보판지||023600|031-319-6523|경기도 시흥시 공단1대로28번길 120 (정왕동)|www.isambo.com
삼본전자||111870|032-683-7300|경기도 부천시 오정구 삼작로 107번길 52(삼정동)|www.esambon.com
삼성머스트스팩3호||309930|02-2020-7637|서울특별시 서초구 서초대로74길 11|
삼성스팩2호||291230|02-2020-7562|서울특별시 서초구 서초대로74길 11|
삼아제약||009300|033-769-8400|강원도 원주시 문막읍 동화공단로 49|www.samapharm.co.kr
삼양옵틱스||225190|055-250-5600|경상남도 창원시 마산회원구 자유무역6길 123|www.syopt.co.kr
삼영엠텍||054540|055-589-7700|경남 함안군 칠서면 삼칠로 631-35 (태곡리 140-6)|www.symtek.co.kr
삼영이엔씨||065570|051-601-6666|부산시 영도구 상리로 69|www.samyungenc.com
삼우엠스||082660|053-605-8500|대구광역시 달서구 성서공단북로 77-20 (호산동)|www.samwooems.com
삼원테크||073640|055-213-7000|경남 창원시 성산구 창원대로 1144번길 78|www.samwon-tech.com
삼일||032280|054-289-1062|경상북도 포항시 남구 대송면 송덕로 125-15 (옥명리)|www.samil31.co.kr
삼일기업공사||002290|02-564-3131|서울시 강남구 언주로 329|www.samilenter.com
삼지전자||037460|02-850-8000|경기도 화성시 금곡로 63-27 삼지전자|www.samji.com
삼진||032750|031-467-5847|경기도 안양시 만안구 안양천서로 81 (안양동)|www.samjin.com
삼진엘앤디||054090|031-379-2000|경기도 화성시 동탄면 동부대로 714-31|www.samjin.co.kr
삼천당제약||000250|031-350-7300|경기도 화성시 향남읍 제약공단2길 71|www.scd.co.kr
삼천리자전거||024950|02-2194-3021|서울특별시 강남구 테헤란로 445 (삼성동)|www.samchuly.co.kr
삼표시멘트||038500|033-571-7000|강원도 삼척시 동양길 20|www.tycement.co.kr
삼현철강||017480|055-252-6060|경상남도 창원시 의창구 평산로70번길 36|www.samsteel.co.kr
삼화네트웍스||046390|02-3454-1500|서울특별시 강남구 선릉로91길 8, 신아트스페이스빌딩 5층 (역삼동)|www.shnetworks.co.kr
상보||027580|031-987-9900|경기도 김포시 통진읍 대서명로 50|www.sangbogroup.com
상상인||038540|02-2167-8500|서울특별시 금천구 가산디지털2로 123, 월드메르디앙벤처센터2차 13층 (가산동)|www.texcell-netcom.co.kr
상상인이안1호스팩||307870|02-3779-3140|서울특별시 서대문구 충정로 50 골든브릿지빌딩 4층|
상상인인더스트리||101000|055-720-3000|전라남도 광양시 광양읍 율촌산단3로 116|www.dongnam-crane.co.kr
상신이디피||091580|031-205-9242|경기도 수원시 영통구 덕영대로1483번길 36 (망포동)|www.ssedp.co.kr
상신전자||263810|055-343-3826|경상남도 김해시 진영읍 본산로269번길 16-34|www.sangshin-e.com
상아프론테크||089980|032-451-7700|인천광역시 남동구 남동대로369번길 18, 남동공단 7블럭 4로트 (남촌동)|www.sftc.co.kr
상지카일룸||042940|02-517-5174|서울특별시 강남구 도산대로 458 3층 (청담동, 리츠타워)|www.sangji.co.kr
새로닉스||042600|054-463-7945|경북 구미시 수출대로 9길 36 (공단동)|www.seronics.co.kr
샘코||263540|055-850-7700|경상남도 사천시 사남면 해안산업로 381|www.samcokorea.com
서린바이오||038070|031-628-3000|경기도 성남시 분당구 대왕판교로 700, 코리아바이오파크 4층 (삼평동)|www.seoulin.co.kr
서부T&D||006730|02-2689-0035|서울시 양천구 신정로 167|www.seobutnd.com
서산||079650|062-950-5000|광주시 광산구 하남산단4번로 143(장덕동)|www.seo-san.co.kr
서암기계공업||100660|062-960-5000|광주시 광산구 하남산단 8번로 127-15|www.smiltd.co.kr
서연전자||012860|031-493-3000|경기도 수원시 권선구 산업로156번길 100 (고색동)|www.seoyonelec.com
서연탑메탈||019770|032-820-3216|인천광역시 남동구 청능대로410번길 40 (고잔동)|www.seoyontop.com
서울리거||043710|02-2138-5281|서울특별시 강남구 논현로163길 10 4층(신사동,베드로빌딩)|www.seouleaguer.net
서울반도체||046890|02-3281-6269|서울특별시 금천구 시흥대로153길 59 (가산동)|www.seoulsemicon.com
서울옥션||063170|02-395-0330|서울특별시 종로구 평창30길 24 (평창동)|www.seoulauction.com
서울전자통신||027040|032-363-4111|인천광역시 부평구 새벌로 4 사무동 4층|www.seoulset.co.kr
서울제약||018680|02-3470-2300|충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장|www.seoulpharma.com
서원인텍||093920|031-428-9500|경기도 군포시 공단로140번길 32-15|www.seowonintech.co.kr
서전기전||189860|031-632-5506|경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내)|www.sjem.co.kr
서진시스템||178320|032-506-2760|경기도 부천시 오정구 산업로 20-22|www.seojinsystem.net
서진오토모티브||122690|031-496-1500|경기도 시흥시 공단1대로 313 (정왕동 1280-9)|www.secoautomotive.com
서플러스글로벌||140070|031-615-6800|경기도 오산시 경기대로 78-26|www.surplusglobal.co.kr
서한||011370|053-741-9980|대구광역시 수성구 명덕로 415 서한빌딩|www.seo-han.co.kr
서호전기||065710|031-468-6611|경기도 안양시 동안구 귀인로 9|www.seoho.com
서희건설||035890|031-781-4242|경기도 성남시 분당구 수내로46번길 4 (수내동)|www.seohee.co.kr
선광||003100|032-880-6500|인천광역시 중구 축항대로211번길 37 (항동7가)|www.sun-kwang.co.kr
선데이토즈||123420|1833-9782|경기도 성남시 분당구 황새울로360번길 42 9층, 14층|corp.sundaytoz.com
선익시스템||171090|02-8012-1600|경기도 수원시 권선구 산업로155번길 293(고색동)|www.sunic.co.kr
성광벤드||014620|051-3300-200|부산시 강서구 녹산산단 262로 26 (송정동 1720)|www.skbend.com
성도이엔지||037350|02-6244-5200|서울시 강남구 영동대로 106길 42 (삼성동 165-2)|www.sungdokorea.com
성우전자||081580|031-362-3100|경기도 안산시 단원구 번영로 68 (성곡동 715-8 시화공단 4마 606)|www.swei.co.kr
성우테크론||045300|055-279-8400|경남 창원시 성산구 창원대로 1144번길 55|www.swmv.co.kr
성우하이텍||015750|070-7477-5450|부산시 기장군 정관면 농공길 2-9|www.swhitech.co.kr
성원||015200|061-797-1100|전라남도 광양시 광양읍 초남공단2길 5|www.bnbsw.co.kr
성창오토텍||080470|031-650-5400|경기도 안성시 원곡면 청원로 1785-14|www.sc-autotech.com
성호전자||043260|02-855-5931|서울시 금천구 가산디지털 1로 205-17|www.sungho.net
세경하이테크||148150|031-204-7200|경기도 수원시 권선구 산업로155번길 128 (고색동)|www.sghitech.co.kr
세동||053060|051-791-0601|부산시 기장군 장안읍 장안산단 8로 8 (반룡리 840-1)|www.saedong.co.kr
세명전기||017510|051-316-6887|부산시 사상구 대동로 188|www.semyung-elec.com
세미콘라이트||214310|031-282-6425|경기도 용인시 기흥구 원고매로2번길 49(고매동)|www.semiconlight.com
세보엠이씨||011560|02-2046-7922|서울시 서초구 효령로 341 (서초동 1605-9 인산빌딩)|www.sebo21.co.kr
세운메디칼||100700|041-584-2903|충남 천안시 서북구 입장면 도림길 60|www.sewoonmedical.co.kr
세원||234100|031-615-6710|경기도 평택시 산단로64번길 56 (모곡동)|www.sewonmfg.co.kr
세원물산||024830|053-582-5161|경상북도 영천시 도남공단길 53 (도남동)|www.se-won.co.kr
세종메디칼||258830|031-945-8191|경기도 파주시 신촌2로 11|www.sejongmedical.com
세종텔레콤||036630|02-3415-4935|서울특별시 강동구 상일로10길 36 세종텔레콤 지식산업센터|www.sejongtelecom.net
세중||039310|02-2126-7777|서울특별시 강남구 강남대로 556 15층(논현동, 논현빌딩)|www.sejoong.com
세진티에스||067770|031-650-3700|경기도 안성시 원곡면 지문로 51-43 (지문리 561-1)|www.sejints.co.kr
세코닉스||053450|031-860-1000|경기도 동두천시 평화로2862번길 28 (상봉암동 146-16)|www.sekonix.com
세틀뱅크||234340|1600-5220|서울특별시 강남구 테헤란로34길 6, 9~10층|www.settlebank.co.kr
세화피앤씨||252500|043-838-1010|충청북도 진천군 초평면 은암길 36|www.sewha.co.kr
센트럴바이오||051980|02-2052-6688|경기도 안양시 동안구 학의로 282 경기도 안양시 동안구 학의로 282(관양동,금강펜테리움IT타워 B동 617호)|www.nextbio-holdings.com
셀루메드||049180|02-2104-0475|서울특별시 금천구 디지털로 130, 에이스테크노타워9차 402호 (가산동)|www.cellumed.co.kr
셀리드||299660|02-3285-7860|서울특별시 관악구 관악로 1 서울대학교, 약학대학 142동 504호|www.cellid.co.kr
셀리버리||268600|02-3151-8900|서울특별시 마포구 성암로 189|www.cellivery.com
셀바스헬스케어||208370|042-864-4460|대전광역시 유성구 신성로 155 (신성동)|www.selvashealthcare.com
셀바스AI||108860|02-6333-6999|서울특별시 금천구 가산디지털1로 19 대륭테크노타운 18차 20층|www.selvasai.com
셀트리온제약||068760|02-2216-3611|충청북도 청주시 청원구 오창읍 2산단로 82 셀트리온제약|www.celltrionph.com
셀트리온헬스케어||091990|032-850-6400|인천광역시 연수구 아카데미로51번길 19, 4층|www.celltrionhealthcare.com
소리바다||053110|02-562-7188|서울시 강남구 언주로 617 4~5층|www.soribada.com
소프트센||032680|02-2027-3800|서울특별시 영등포구 가마산로 343 ,3층 (대림동, 콤텍빌딩)|www.softcen.co.kr
손오공||066910|02-2610-8750|경기도 부천시 원미구 안곡로 266|www.sonokong.co.kr
솔고바이오||043100|031-610-4000|경기도 평택시 서탄면 서탄로 154|www.solco.co.kr
솔루에타||154040|031-508-2655|경기도 화성시 마도면 해운로 498-42|www.solueta.com
솔본||035610|02-580-2800|서울특별시 강남구 학동로95길 51 (청담동)|www.solborn.co.kr
솔브레인||036830|031-719-0700|경기도 성남시 분당구 판교로 255번길 34 (삼평동 612-3)|www.soulbrain.co.kr
솔트웍스||230980|02-852-1007|서울특별시 구로구 디지털로33길 11 405호/1204호 (구로동, 에이스테크노타워8차)|www.soltworks.com
쇼박스||086980|02-3218-5500|서울특별시 강남구 도산대로 310 (논현동) 916빌딩 7~9층|www.showbox.co.kr
수산아이앤티||050960|02-541-0073|서울특별시 강남구 밤고개로5길 13 (수서동, 수산빌딩)|www.soosanint.co.kr
수성||084180|032-820-5160|인천광역시 서구 로봇랜드로249번길 46-39 (경서동)|www.soosung.com
수젠텍||253840|043-710-2884|대전광역시 유성구 테크노2로 187 216호|www.sugentech.com
슈펙스비앤피||058530|031-495-8262|경기도 안산시 단원구 번영로 39, 시화공단4바 204호 (성곡동)|www.supexbnp.com
슈프리마||236200|031-783-4505|경기도 성남시 분당구 정자일로 248, 16층|
슈프리마아이디||317770|031-710-4914|경기도 성남시 분당구 성남대로 69 510호 (구미동, 로드랜드EZ타워)|www.suprema-id.co.kr
슈프리마에이치큐||094840|031-783-4505|경기도 성남시 분당구 정자일로 248 (정자동 6 파크뷰타워 16층)|www.suprema.co.kr
슈피겐코리아||192440|070-4018-0296|서울특별시 강남구 봉은사로 446 슈피겐HQ|www.spigen.co.kr
스맥||099440|055-340-4800|경남 김해시 주촌면 골든루트로 157-10|www.esmec.com
스카이문스테크놀로지||033790|031-345-5100|경기도 안양시 동안구 부림로 170 4113|www.seohwa.co.kr
스킨앤스킨||159910|031-734-5400|경기도 파주시 문산읍 돈유2로 14-1 씨동|www.skinnskin.co.kr
스타플렉스||115570|043-878-4071|충북 음성군 삼성면 대성로 417 (선정리 669)|www.star-flex.com
스튜디오드래곤||253450|02-371-7076|서울특별시 마포구 매봉산로 75 1701호 (상암동, 디디엠씨)|www.studiodragon.net
스튜디오썸머||008800|061-280-2000|전남 목포시 고하대로795(연산동)|www.haengnam.co.kr
스페코||013810|02-3498-3243|서울시 강남구 학동로 171|www.speco.co.kr
승일||049830|041-411-1811|충청남도 천안시 서북구 직산읍 4산단1길 10|www.seungilcan.co.kr
시공테크||020710|02-3438-0077|경기도 성남시 분당구 판교역로 225-20|www.sigongtech.co.kr
시그네틱스||033170|031-940-7400|경기도 파주시 탄현면 평화로 711|www.signetics.com
시너지이노베이션||048870|02-2191-0716|경기도 성남시 중원구 사기막골로 52 5층(상대원동, 선텍시티2)|www.synergyinnovation.co.kr
시노펙스||025320|054-289-4021|경상북도 포항시 북구 청하면 동해대로2315번길 54-2|www.synopex.com
시스웍||269620|042-932-4850|대전광역시 유성구 테크노7로 32-13(용산동)|www.syswork.co.kr
시큐브||131090|02-2028-1200|서울시 구로구 디지털로 26길 111, 801~803|www.secuve.com
신라섬유||001000|053-960-1114~5|대구시 동구 안심로65길 34|www.silladanji.co.kr
신라에스지||025870|02-416-0771|서울특별시 송파구 백제고분로 362 (석촌동)|www.sillasg.co.kr
신라젠||215600|02-783-7551|부산광역시 북구 효열로 111 부산지식산업센터 6층|www.sillajen.com
신비앤텍||070480|041-580-6600|충청남도 아산시 음봉면 백석공단1로 159|www.seenbntek.co.kr
신성델타테크||065350|055-260-1000|경남 창원시 성산구 공단로 271번길 39|www.ssdelta.co.kr
신스타임즈||056000|02-6900-0000|서울특별시 강남구 언주로 540, 코원타워 (역삼동)|www.sincetimes.co.kr
신신제약||002800|031-776-1111|경기도 안산시 단원구 범지기로141번길 90|www.sinsin.com
신영스팩4호||307180|02-2004-9530|서울시 영등포구 국제금융로8길 16, 5층 (여의도동, 신영증권빌딩)|
신영스팩5호||323280|02-2004-9452|서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권빌딩)|
신원종합개발||017000|031-230-9840|경기도 화성시 봉담읍 와우안길 109 103-213|www.swc.co.kr
신일제약||012790|043-722-3300|충북 충주시 앙성면 복상골길 28|www.sinilpharm.com
신진에스엠||138070|063-352-5301|전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장|www.sinjin-sm.co.kr
신한제3호스팩||257730|02-3772-4073|서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층|
신한제4호스팩||277480|02-3772-4075|서울특별시 영등포구 여의대로 70 신한금융투자타워|
신한제5호스팩||323230|02-3772-4168|서울특별시 영등포구 여의대로 70 신한금융투자타워|
신화인터텍||056700|041-590-3300|충남 천안시 동남구 병천면 매봉로 308|www.shinwha.com
신화콘텍||187270|031-432-1527|경기도 안양시 만안구 일직로94번길 3 (석수동)|www.sh-ct.co.kr
신흥에스이씨||243840|031-378-8141|경기도 오산시 양산로 48|www.shsec.co.kr
실리콘웍스||108320|042-712-7700|대전시 유성구 테크노2로 222|www.siliconworks.co.kr
심텍||222800|043-269-9000|충청북도 청주시 흥덕구 산단로 73|www.simmtech.co.kr
심텍홀딩스||036710|043-909-8000|충북 청주시 흥덕구 산단로73|www.simmtechholdings.co.kr
싸이맥스||160980|070-7732-5300|경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스|www.cymechs.com
싸이토젠||217330|02-6925-1070|서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층|www.cytogenlab.com
쌍용정보통신||010280|02-2262-8114|서울특별시 중구 수표로 34 씨티센터타워 5층|www.sicc.co.kr
썬텍||122800|031-354-8400|서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층|www.suntechinc.net
썸에이지||208640|031-8060-1387|경기도 성남시 분당구 판교로 242 판교디지털센터 에이동 302호(삼평동)|www.thumbage.co.kr
쎄노텍||222420|02-3774-6935|경상남도 함안군 대산면 옥렬1길 112|www.cenotec.com
쎄니트||037760|055-573-8221|경남 의령군 의령읍 구룡로4남길 53|www.cenit.kr
쎄미시스코||136510|031-237-3425|경기도 수원시 권선구 산업로 94|www.semisysco.com
쎄트렉아이||099320|042-365-7500|대전시 유성구 유성대로 1628번길 21 (전민동 461-26)|www.satreci.com
쎌바이오텍||049960|031-987-6205|경기도 김포시 월곶면 애기봉로409번길 50|www.cellbiotech.com
쏠리드||050890|031-627-6000|경기도 성남시 분당구 판교역로 220 쏠리드스페이스|www.solid.co.kr
씨디네트웍스||073710|02-3441-0400|서울특별시 강남구 테헤란로8길 37, 한동빌딩 1,2,4,6,7층 (역삼동)|www.cdnetworks.co.kr
씨씨에스||066790|043-850-7104|충북 충주시 예성로 114|www.ccstv.co.kr
씨아이에스||222080|053-593-1552|대구광역시 동구 팔공로47길 37|www.cisro.co.kr
씨앤지하이테크||264660|031-659-9803|경기도 안성시 원곡면 승량길 162 (성주리 150-1)|www.cnghitech.com
씨엔플러스||115530|032-813-0970|경기도 시흥시 시화벤처로 325|www.icnplus.com
씨엘인터내셔널||037340|031-777-7330|경기도 성남시 중원구 둔촌대로457번길 27, 12층(상대원동, 우림라이온스밸리1차)|www.clinternational.kr
씨엠에스에듀||225330|02-809-3737|서울특별시 서초구 동작대로 234 CMS M빌딩 5~8층|www.cmsedu.co.kr
씨유메디칼||115480|033-747-7657|강원도 원주시 문막읍 동화공단로 130-1|www.cu911.com
