##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|KATECX|KATECY@@농협생명
서울원예농협|노원지점|농축협|100815|02-951-9060|서울특별시 노원구 덕릉로 603|318385|561463
북서울농협|수락지점|농축협|100038|02-952-2011|서울특별시 노원구 동일로 1664|316900|564261
양주축협|도봉산지점|농축협|171159|02-955-4127|서울특별시 도봉구 도봉산3길 45|315866|565205
양주축협|도봉동지점|농축협|171081|02-955-6333|서울특별시 도봉구 도봉로156길 7|315928|563822
북서울농협|도봉역지점|농축협|100039|02-956-4610|서울특별시 도봉구 도봉로169길 31|315911|564521
도드람양돈농협|용두역지점|농축협|170877|02-957-0693|서울특별시 동대문구 천호대로 128|315197|55288
동서울농협|홍릉지점|농축협|100153|02-959-9501|서울특별시 동대문구 제기로 72|315507|554234
서울경기양돈농협|이문동지점|농축협|170451|02-968-1501|서울특별시 동대문구 휘경로 39|317560|555150
한국양봉농협|공릉중앙지점|농축협|170406|02-971-4477|서울특별시 노원구 공릉로46길 3|318927|558727
서울우유농협|묵동지점|농축협|170309|02-971-8441|서울특별시 중랑구 공릉로2길 7|318840|557061
서울축산농협|공릉지점|농축협|170257|02-973-4911|서울특별시 노원구 동일로 1029|318441|558148
북서울농협|하계지점|농축협|100037|02-977-5071|서울특별시 노원구 노원로 253|318381|560145
서울원예농협||농축협|100816|02-978-8351|서울특별시 중랑구 동일로 842|318878|556323
한국양토양록농협|송중지점|농축협|170600|02-980-1261|서울특별시 강북구 오패산로30길 2|314959|557216
양주축협|화계지점|농축협|171104|02-986-2143|서울특별시 강북구 도봉로 136|314456|558092
서울경기양돈농협|길음동지점|농축협|170532|02-987-6151|서울특별시 강북구 숭인로 63|314443|557159
서울경기양돈농협|강북지점|농축협|170545|02-991-1742|서울특별시 강북구 한천로 1136|313595|560873
서울우유농협|수유동지점|농축협|170338|02-991-1982|서울특별시 강북구 한천로 1091|313890|560538
북서울농협|신창지점|농축협|100035|02-997-7141|서울특별시 도봉구 덕릉로 225|315232|559994
서울축산농협|창동지점|농축협|170150|02-998-1611|서울특별시 도봉구 해등로 123|315545|561793
북서울농협|창동지점|농축협|100031|02-999-1493|서울특별시 도봉구 우이천로4길 24|315546|559479
태안농협|태장지점|농축협|207002|031-202-1801|경기도 수원시 영통구 덕영대로1484번길 21|316312|516259
기흥농협|서천지점|농축협|235087|031-202-2091|경기도 용인시 기흥구 덕영대로 1664|317999|516518
수원농협|영통로지점|농축협|207184|031-204-3311|경기도 수원시 영통구 반달로 103|318335|517130
태안농협|영통동지점|농축협|207057|031-204-3891|경기도 수원시 영통구 매영로 368|317824|516959
태안농협|망포지점|농축협|207055|031-205-1106|경기도 수원시 영통구 영통로90번길 7|316755|515513
서울경기양돈농협|망포역지점|농축협|179957|031-206-0213|경기도 수원시 영통구 덕영대로 1529|316646|516466
수원농협|도청역지점|농축협|207192|031-212-3500|경기도 수원시 영통구 센트럴타운로 98 경현빌딩2층|316023|521562
용인축산농협|흥덕지점|농축협|171620|031-216-0333|경기도 용인시 기흥구 흥덕1로 101|318056|519623
수원농협|우만월드지점|농축협|207185|031-216-8101|경기도 수원시 팔달구 중부대로143번길 17|314347|520164
기흥농협|영덕지점|농축협|235081|031-217-2160|경기도 용인시 기흥구 흥덕2로118번길 25 한국아델리움@ 상가 201호|318377|520011
수원원예농협|밀레니엄지점|농축협|207818|031-217-5717|경기도 수원시 팔달구 권광로 270|314688|519254
수원농협|매탄지점|농축협|207183|031-217-5811|경기도 수원시 영통구 인계로 239 성일프라자 1층|315409|518596
수원농협||농축협|207179|031-220-8400|경기도 수원시 팔달구 매산로 134|312855|519343
수원농협|와우지점|농축협|207175|031-222-6007|경기도 화성시 봉담읍 동화역말길 128|309115|513505
수원농협|세류지점|농축협|207172|031-223-4121|경기도 수원시 권선구 권선로 579|312837|518338
수원원예농협|세권로지점|농축협|207819|031-223-6441|경기 수원시 권선구 권선동 권광로 55번지|313838|517180
수원농협|권선지점|농축협|207174|031-224-1321|경기도 수원시 권선구 세권로 119|313051|517759
수원축산농협|기안지점|농축협|170370|031-225-2552|경기도 화성시 효행로 279-3|309133|513943
태안농협|안화지점|농축�
