##NAME|SUBNAME|TYPE|ID|TELNUM|ADDR|NEWADDR|XCOORD|YCOORD@@프로미카월드
프로미카월드|대구비산점|DII|W005241|053-359-2785|대구 서구 비산7동 1311번지 인성자동차정비|대구광역시 서구 서대구로 344-1, (비산동)|128559687|35887692
프로미카월드|대구산격점|DII|W007286|053-957-7002|대구 북구 산격3동 1416-14(북문카 모터스)|대구광역시 북구 대학로 59, (산격동)|128607137|35891656
프로미카월드|대구성당점|DII|W006450|053-651-0802|대구 달서구 성당동 491-11번지 명륜카센터 (야외음악당로)|대구 달서구 야외음악당로 47, 명륜카센타 (야외음악당로)|128552704|35841638
프로미카월드|대구성서공단점|DII|W007551|053-581-0014|대구 달서구 대천동 994(골든오토)|대구 달서구 성서4차첨단로 111, 골든오토 (성서4차첨단로)|128512863|35824972
프로미카월드|대구성서점|DII|W006390|053-585-7767|대구 달서구 신당동 321-7번지 88카프로미월드|대구광역시 달서구 달구벌대로 1170, (신당동)|128495310|35851268
프로미카월드|대구시지점|DII|W006460|053-793-5858|대구 수성구 시지동 488-12번지 1층 박윤자동차시스템|대구 수성구 시지로 35 1층 박윤자동차시스템 (시지동)|128693379|35839970
프로미카월드|대구신암점|DII|W006453|053-955-5287|대구 동구 신암4동 1823-33번지 그린카클리닉|대구광역시 동구 큰고개로 22-1, (신암동)|128625548|35886878
프로미카월드|대구용계점|DII|W007391|053-986-2525|대구 동구 용계동 1018-3 성진카써비스|대구 동구 동촌로 388 성진카써비스 (용계동)|128680830|35876041
프로미카월드|대구원대점|DII|W006457|053-358-6944|대구 서구 원대동2가 98번지 하나모터스|대구광역시 서구 옥산로 38, (원대동2가)|128579961|35885724
프로미카월드|대구태전점|DII|W007876|053-312-1135|대구 북구 태전동 464-2번지 정일카센터 (칠곡중앙대로42길)|대구 북구 칠곡중앙대로42길 15, 정일카센타 (칠곡중앙대로42길)|128550211|35915650
프로미카월드|대구평리점|DII|W006391|053-563-6933|대구 서구 평리동 1421-2번지 자동차1번지|대구광역시 서구 국채보상로 196-1, (평리동)|128552688|35869785
프로미카월드|대구화원점|DII|W006452|053-636-0485|대구 달성군 화원읍 설화리 553-23번지 신원카클리닉|대구광역시 달성군 화원읍 비슬로491길 4,|128487551|35797932
프로미카월드|대전도안점|DII|W007480|042-528-9797|대전 서구 도안동 1376(우주카마이스터)|대전 서구 도안중로311번길 81, 1층 (도안동)(우주카마이스터)|127349386|36315841
프로미카월드|대전신탄진점|DII|W006927|042-934-2001|대전 대덕구 신탄진동 150-3 동부프로미 월드카센터|대전 대덕구 신탄진남로 5, 동부프로미 월드카센터 (신탄진남로)|127428319|36452522
프로미카월드|대전신탄진휴게소점|DII|W008096|042-932-9401|대전 대덕구 상서동 산 58-2 신탄진 고속카||127418555|36426470
프로미카월드|대전오정점|DII|W006602|042-621-4142|대전 대덕구 오정동 32번지 금오적재함카|대전광역시 대덕구 대전로 1178, (오정동)|127415895|36359261
프로미카월드|대전옥계점|DII|W005419|042-271-8703|대전 중구 옥계동 17-2번지 세일카서비스|대전광역시 중구 대종로 117, (옥계동)|127450790|36302662
프로미카월드|대전용문점|DII|W006734|042-536-4972|대전 서구 용문동 593-7(수광카서비스)|대전광역시 서구 도산로 363, (용문동)|127391362|36337173
프로미카월드|대전유성점|DII|W007662|042-822-6521|대전 유성구 구암동 610-22(유성모터스)|대전 유성구 계룡로74번길 86,  (구암동)|127337542|36350816
프로미카월드|대전진잠점|DII|W006914|042-321-5109|대전 유성구 원내동 66-14(천광모터스)|대전광역시 유성구 진잠로106번길 1, (원내동)|127315421|36301188
프로미카월드|대전태평점|DII|W006469|042-522-8385|대전 중구 태평동 337-47번지 서울종합카센타|대전 중구 태평로 134 서울종합카센터 (태평동)|127396847|36326769
프로미카월드|동대전점|DII|W006621|042-255-0100|대전 동구 삼성동 362-2(일등자동차)|대전광역시 동구 동서대로 1519-1, (삼성동)|127421440|36341325
프로미카월드|부산강서대저점|DII|W007381|051-900-1235|부산 강서구 대저2동 3966-1번지 강서자동차정비|부산광역시 강서구 금호순서길89번길 78, (대저2동)|128955907|35158588
프로미카월드|부산강서점|DII|W008192|051-972-1257|부산 강서구 대저1동 2533-26 엠 플러스(M+)|부산 강서구 공항로 1257 엠플러스(M+) (대저1동)|128985172|35210985
프로미카월드|부산광안점|DII|W007048|010-6846-2329|부산 수영구 민락동 147-24번지 프로미월드유천카|부산 수영구 감포로 44 (민락동)|129119797|35162601
프로미카월드|부산구평점|DII|W007333|010-7999-0999|부산 사하구 구평동 65-2번지 좋은타이어|부산광역시 사하구 사하로 7, 좋은타이어 (구평동)|128990065|35086353
프로미카월드|부산구포점|DII|W007208|051-342-1500|부산 북구 구포3동 1223-1(브이자동차종합정비)|부산광역시 북구 시랑로79번길 4, (구포동)|129006412|35198547
프로미카월드|부산기장점|DII|W005146|051-721-0058|부산 기장군 기장읍 대라리 139-10번지 제일종합카|부산광역시 기장군 기장읍 차성로 245,|129213144|35240600
프로미카월드|부산녹산점|DII|W007580|051-205-3437|부산 강서구 녹산동 1322-5 (월드카센터)|부산 강서구 화전산단4로 7번길, 24-17 (녹산동)|128880169|35112138
프로미카월드|부산다대점|DII|W005157|051-265-6996|부산 사하구 다대1동 158-2  청명카센터|부산 사하구 다대로 515,  (다대로) 청명카센터|128973527|35059553
프로미카월드|부산대연점|DII|W006362|051-625-0097|부산 남구 대연동 903-20|부산 남구 천제등로 52-1,  (대연동)|129089407|35131507
프로미카월드|부산덕포점|DII|W007209|010-3593-9002|부산 사상구 덕포2동 395-9(대산자동차정비)|부산광역시 사상구 삼덕로 35, (덕포동)|128980647|35174421
프로미카월드|부산동삼점|DII|W005162|010-2320-0374|부산 영도구 동삼동 221-101번지 아우토반|부산광역시 영도구 선덤산길 7, (동삼동)|129071928|35084663
프로미카월드|부산반여점|DII|W005165|051-526-4787|부산 해운대구 반여동 1244-2번지 장원자동차|부산광역시 해운대구 반여로155번길 13, (반여동)|129124979|35205207
프로미카월드|부산범일점|DII|W007380|051-632-9041|부산 동구 범일동 330-24번지 자성대 CT 카자동차정비|부산광역시 동구 자성로 98-16, (범일동)|129062539|35135222
프로미카월드|부산서대신점|DII|W007163|051-257-1714|부산 서구 서대신동1가 62-12 (대진카센타)|부산광역시 서구 부용로 7-1, (서대신동1가)|129016565|35108887
프로미카월드|부산엄궁점|DII|W007669|010-5100-4750|부산 사상구 엄궁동 6-10((주)남송사상구지점)|부산 사상구 대동로 49,  (엄궁동)|128975463|35136479
프로미카월드|부산연산점|DII|W007520|051-758-2046|부산 연제구 연산동 1939-1(유진모터스)|부산 연제구 마곡천로 2,  (연산6동)|129087435|35174272
프로미카월드|부산온천점|DII|W006474|051-552-8186|부산 동래구 사직동 134-9번지 피닉스카|부산 동래구 미남로 39, 피닉스카 (미남로)|129070684|35197536
프로미카월드|부산장전점|DII|W006047|051-514-3033|부산 금정구 장전동 60-6 (동부카써비스)|부산광역시 금정구 금정로 192, (장전동)|129088158|35241400
프로미카월드|부산중앙점|DII|W006481|051-466-0909|부산 중구 중앙동4가 81-23번지 101호 공영카서비스|부산광역시 중구 충장대로9번길 37, (중앙동4가)|129038037|35108633
프로미카월드|부산진구청점|DII|W007371|051-808-6502|부산 부산진구 부암동 98-9번지 타이어프로진구청점|부산광역시 부산진구 새싹로 73, (부암동)|129053924|35163648
프로미카월드|부산해운대점|DII|W007210|051-741-6642|부산 해운대구 우1동 490-3번지 에이스자동차정비|부산광역시 해운대구 우동1로 41, (우동)|129157202|35165196
프로미카월드|서울강남점|DII|W005832|02-572-6799|서울 강남구 도곡동 894-1번지 광일자동차공업사|서울특별시 강남구 남부순환로365길 51, (도곡동)|127039900|37488759
프로미카월드|서울고덕점|DII|W007891|02-428-5151|서울 강동구 고덕동 164-6(인사인카정비공업사)|서울 강동구 아리수로 362,  (아리수로)|127168482|37562111
프로미카월드|서울공릉점|DII|W008084|02-971-9006|서울 노원구 공릉동 573-15번지 (주)스마트오토서비스|서울 노원구 동일로173가길 59 (주)스마트오토서비스 (공릉동)|127072810|37620848
프로미카월드|서울군자점|DII|W006489|02-465-3700|서울 광진구 군자동 350-8번지 삼부자동차공업사|서울특별시 광진구 동일로 206, (군자동)|127068858|37550209
프로미카월드|서울금천점|DII|W005530|02-895-2267|서울 금천구 시흥동 896-30번지 대성자동차공업사|서울특별시 금천구 은행나무로 29, (시흥동)|126905545|37450975
프로미카월드|서울낙성대점|DII|W007435|02-876-8225|서울 관악구 봉천동 300-11(유일자동차공업사)|서울특별시 관악구 낙성대로 33, (봉천동)|126959212|37475367
프로미카월드|서울노량진점|DII|W007442|02-813-4289|서울 동작구 노량진1동 224-28(상우자동차공업사)|서울특별시 동작구 만양로 71, (노량진동)|126944965|37509968
프로미카월드|서울노원점|DII|W007064|02-934-9440|서울 노원구 상계동 400(현대자동차공업사)|서울특별시 노원구 상계로7길 46, (상계동)|127064291|37658718
프로미카월드|서울당고개점|DII|W008004|02-934-1133|서울 노원구 상계동 101-148 하나카모터스|서울 노원구 덕릉로 785-1 하나카모터스 (상계동)|127078566|37667407
프로미카월드|서울도림점|DII|W005047|02-846-7082|서울 영등포구 도림동 253-44번지 옥당자동차공업사|서울특별시 영등포구 도림로108가길 11-3, (도림동)|126900705|37508119
프로미카월드|서울동대문점|DII|W008020|02-2216-3457|서울 동대문구 휘경동 49-250 제일카월드|서울 동대문구 장안벚꽃로 267 제일카월드 (휘경동)|127073329|37583209
프로미카월드|서울마천점|DII|W007989|02-448-8440|서울 송파구 마천동 600-1 명동모터스|서울 송파구 성내천로47길 33, 명동모터스 (성내천로47길)|127157492|37495868
프로미카월드|서울마포점|DII|W006498|02-335-0267|서울 마포구 연남동 570-30번지 예일자동차|서울특별시 마포구 월드컵북로6길 31, (연남동)|126920187|37558638
프로미카월드|서울면목점|DII|W007343|02-433-1799|서울 중랑구 면목2동 192-128번지 대한카공업사|서울특별시 중랑구 중랑천로 34-1, (면목동)|127073876|37588378
프로미카월드|서울묵동점|DII|W007437|02-971-1249|서울 중랑구 묵1동 162-4(동부자동차 공업사)|서울특별시 중랑구 중랑역로 274, (묵동)|127078583|37616199
프로미카월드|서울문정점|DII|W007092|02-422-0118|서울 송파구 문정동 20-4(한양오토프라자)|서울특별시 송파구 송이로32길 36, (문정동)|127126787|37487076
프로미카월드|서울방화점|DII|W006487|02-2664-6400|서울 강서구 방화동 272-28번지 뉴대광자동차공업사|서울특별시 강서구 방화대로 348, (방화동)|126816966|37571805
프로미카월드|서울보문점|DII|W007743|02-927-5900|서울 성북구 보문동7가 32-4(J&A 모터스)|서울 성북구 보문로 59,  (보문로)|127021567|37580659
프로미카월드|서울삼전점|DII|W007415|02-422-6969|서울 송파구 삼전동 131-4번지 MK모터스|서울특별시 송파구 삼학사로 85, (삼전동)|127096866|37504840
프로미카월드|서울상도점|DII|W007466|02-822-7676|서울 동작구 상도2동 363-195(대방자동차공업사)|서울특별시 동작구 등용로 21, (상도동)|126936178|37505609
프로미카월드|서울서초점|DII|W008007|02-582-1126|서울 서초구 서초동 1487-124 위드모터스|서울 서초구 명달로 36 위드모터스 (서초동)|127005627|37480792
프로미카월드|서울신림점|DII|W006356|02-868-1346|서울 관악구 신림동 462-5번지 문성자동차정비공업사|서울특별시 관악구 관천로 91, (신림동)|126922603|37486671
프로미카월드|서울신사점|DII|W007412|02-3448-7301|서울 강남구 신사동 643-12번지 덴트닥터 압구정로42길|서울 강남구 압구정로42길 25-13, 덴트닥터 (압구정로42길)|127036102|37527109
프로미카월드|서울신정점|DII|W007201|02-2682-0012|서울 양천구 신정3동 739-15번지 현대기아카클리닉|서울특별시 양천구 남부순환로 700, (신정동)|126843722|37506829
프로미카월드|서울양천점|DII|W007113|02-2647-5522|서울 양천구 신정2동 296-11(백천자동차공업사)|서울특별시 양천구 목동동로10길 21, (신정동)|126871787|37519461
프로미카월드|서울영등포점|DII|W007533|02-2636-3333|서울 영등포구 양평동3가 58-1(한일모터풀)|서울 영등포구 선유로 155,  (양평동3가)|126891088|37527784
프로미카월드|서울용산점|DII|W007063|02-718-7741|서울 용산구 원효로2가 91-13(제일카랜드)|서울특별시 용산구 원효로 157, (원효로2가)|126960425|37535096
프로미카월드|서울응암점|DII|W007396|02-375-3778|서울 은평구 응암동 749-87번지 1층 골드카센터|서울 은평구 가좌로 199, 1층 골드카센터 (가좌로)|126919218|37588231
프로미카월드|서울자양점|DII|W007288|02-2201-8224|서울 광진구 자양동 805번지 1층 봄빚자동차공업사|서울 광진구 자양번영로 70-1, 1층 봄빚자동차공업사|127076640|37535779
프로미카월드|서울창동점|DII|W007392|070-8961-7116|서울 도봉구 창동 731-35번지 (영카서비스)|서울 도봉구 해등로16길 5,  (해등로16길)|127040784|37656572
프로미카월드|서울천호점|DII|W005963|02-481-7333|서울 강동구 천호2동 308-7(마이카정비공업사)|서울 강동구 천중로 65-1,  (천호동)|127129206|37545152
프로미카월드|양재점|DII|W007308|02-577-5109|서울 서초구 양재동 262-5(동양자동차)|서울특별시 서초구 마방로 42, (양재동)|127042325|37476043
프로미카월드|세종점|DII|W008097|044-866-5185|세종 금남면 용포리 212-1번지 세종자동차관리|세종   금남면 용포로 114, 세종자동차관리 (용포로)|127281419|36469051
프로미카월드|세종조치원점|DII|W007115|044-864-1555|세종 조치원읍 신안리 173-17(삼성모터스)|세종 조치원읍 세종로 2685-21 삼성모터스 (조치원읍)|127288650|36627308
프로미카월드|울산무거점|DII|W008197|052-225-7285|울산 남구 무거동 133-1 제이에스(JS)모터스|울산 남구 남산로 25 제이에스(JS)모터스 (무거동)|129273772|35552756
프로미카월드|울산복산점|DII|W005226|052-297-6606|울산 중구 복산동 361-37번지 영일자동차정비공업사|울산광역시 중구 계변로 84, (복산동)|129330132|35562850
프로미카월드|울산삼산점|DII|W006964|052-256-2006|울산 남구 삼산동 1597-7(울산카서비스)|울산광역시 남구 갈밭로46번길 12, (삼산동)|129345165|35535002
프로미카월드|울산신정점|DII|W006363|052-260-4466|울산 남구 신정4동 738-1번지 ok카서비스|울산광역시 남구 삼산로30번길 12, (신정동)|129311520|35531906
프로미카월드|울산언양점|DII|W005913|052-264-0001|울산 울주군 언양읍 동부리 381-12 경원자동차정비|울산 울주군 언양읍 동부2길 40, 경원자동차정비 (동부2길)|129127899|35569069
프로미카월드|울산연암점|DII|W005863|052-287-5200|울산 북구 연암동 316-1번지 부성자동차정비|울산광역시 북구 무룡로 47, (연암동)|129365729|35581173
프로미카월드|울산온양점|DII|W005224|010-3558-0126|울산 울주군 온양읍 대안리 190-9 (마리나카 서비스)|울산광역시 울주군 온양읍 대안리 솔밭1길 6-6,|129286919|35408676
프로미카월드|울산일산점|DII|W005221|052-201-4972|울산 동구 일산동 552-9번지 한국모터스|울산광역시 동구 대송로 85, (일산동)|129424613|35500588
프로미카월드|인천강화점|DII|W007635|032-932-0488|인천 강화군 선원면 창리 424-1(엔진마을)|인천 강화군 선원면 중앙로 202,  (중앙로, 서광손세차장)|126486095|37726830
프로미카월드|인천검단점|DII|W007449|032-565-4277|인천 서구 오류동 52-4(으뜸자동차공업사)|인천광역시 서구 봉수대로 1450-1, (오류동)|126648479|37602251
프로미카월드|인천검암점|DII|W007596|032-863-7788|인천 서구 검암동 604-2번지 (주)씨제이모터스 승학로483번길|인천 서구 승학로483번길 22-3, (주)씨제이모터스 (승학로483번길)|126667070|37578159
프로미카월드|인천계산점|DII|W007091|010-6378-6322|인천 계양구 계산동 977-10 스카이모터스|인천 계양구 계산천서로 14 스카이모터스 (계산동)|126719942|37542093
프로미카월드|인천고잔점|DII|W007812|032-819-9601|인천 남동구 고잔동 732-20 성강지식산업센터101호(성강카서비스)|인천 남동구 아암대로 1223,  (아암대로)|126704294|37384654
프로미카월드|인천동춘점|DII|W006040|032-817-1747|인천 연수구 동춘동 226-2번지 뉴신용자동차공업사|인천광역시 연수구 동곡재로 192, (동춘동)|126664973|37412424
프로미카월드|인천만수점|DII|W006762|032-424-1100|인천 남동구 간석동 8-9(세진자동차공업사)|인천광역시 남동구 백범로 279, (간석동)|126718388|37461595
프로미카월드|인천산곡점|DII|W007213|032-523-9240|인천 부평구 산곡3동 369-689(우성카프라자)|인천광역시 부평구 마장로 174, (산곡동)|126704094|37493763
프로미카월드|인천석남점|DII|W005565|032-582-1117|인천 서구 석남동 223-46 현대토탈자동차공업사|인천 서구 건지로 215 현대토탈자동차공업사 (석남동)|126665806|37499647
프로미카월드|인천송림점|DII|W005132|032-764-3060|인천 동구 송림3.5동 72-16번지 동산공업사|인천광역시 동구 동산로 53, (송림동)|126647142|37472509
프로미카월드|인천신흥점|DII|W006646|032-882-8338|인천 중구 신흥동3가 7-132번지 내가본자동차정비|인천광역시 중구 제물량로 59, (신흥동3가)|126635187|37465507
프로미카월드|인천영종도점|DII|W007515|032-746-1376|인천 중구 운남동 27-16(영종자동차공업사)|인천 중구 운중로 98,  (운남동)|126544457|37493668
프로미카월드|인천용현점|DII|W006524|032-886-3242|인천 남구 용현5동 621-174번지 민하자동차공업사|인천광역시 남구 토금남로 39-1, (용현동)|126636729|37451444
프로미카월드|인천원당점|DII|W007214|032-562-3980|인천 서구 원당동 854-2 원당카서비스|인천광역시 서구 원당대로 881, 원당카서비스(원당동)|126699621|37593831
프로미카월드|인천주안점|DII|W005533|032-867-0994|인천 남구 주안동 751-4 쌍용카센타|인천 남구 인하로 185-1 쌍용카센터 (주안동)|126668720|37448972
프로미카월드|인천청라점|DII|W008295|--|인천 서구 석남동 655-15번지 한진자동차서비스|인천 서구 북항로31번길 38 한진자동차서비스 (석남동)|126644978|37501900
프로미카월드|인천청천점|DII|W006948|032-529-7040|인천 부평구 산곡동 10-5(대우카세차장)|인천광역시 부평구 마장로 352, (산곡동)|126703894|37509483
프로미카월드|인천학익점|DII|W006640|032-863-1802|인천 남구 학익1동 659-3번지 현대카공업사|인천광역시 남구 매소홀로 423, (학익동)|126669078|37440133
프로미카월드|강진점|DII|W007434|010-5293-5209|전남 강진군 강진읍 서성리 89-5번지 시온자동차공업사|전라남도 강진군 강진읍 탐진로 59,|126763278|34638286
프로미카월드|곡성점|DII|W007336|010-4606-1429|전남 곡성군 오산면 운곡리 7-3번지 한국GM옥과지정서비스|전라남도 곡성군 오산면 오산로 1001,|127123822|35267223
프로미카월드|광양점|DII|W005333|061-794-4477|전남 광양시 중동 1603-1번지 프로미월드광양점|전라남도 광양시 중마로 160, (중동)|127689443|34938850
프로미카월드|남악점|DII|W007334|010-8822-8801|전남 무안군 삼향읍 임성리 947-5(경신모터스)|전라남도 무안군 삼향읍 임성로 192,|126447405|34823356
프로미카월드|담양점|DII|W007443|061-381-1197|전남 담양군 담양읍 백동리 437-4(119카센타)|전라남도 담양군 담양읍 죽향대로 1100,|126981142|35304053
프로미카월드|목포산정점|DII|W006683|061-244-8899|전남 목포시 산정동 1107-22번지 차사랑부분정비공업사|전라남도 목포시 산정로 37, (산정동)|126392771|34791878
프로미카월드|목포옥암점|DII|W007146|061-285-0240|전남 목포시 옥암동 995-4(신성부분정비공업사)|전라남도 목포시 옥암로 60, (옥암동)|126428637|34804992
프로미카월드|목포점|DII|W006286|010-3666-8284|전남 목포시 산정동 271-25번지 미르오토모빌부분정비공업사|전라남도 목포시 양을로 149, (산정동)|126392613|34791947
프로미카월드|목포하당점|DII|W007977|061-283-8449|전남 목포시 상동 810-5번지 365부분정비공업사|전남 목포시 하당로 211, 365부분정비공업사 (하당로)|126419748|34808417
프로미카월드|무안신안점|DII|W007335|061-453-8400|전남 무안군 무안읍 성동리 261-3 프로미카월드무안점|전남 무안군 무안읍 무안로 632, 프로미카월드무안점 (무안로)|126486577|34997902
프로미카월드|순천남정점|DII|W005354|061-742-6551|전남 순천시 남정동 494번지 영익자동차부분정비|전라남도 순천시 지현길 3, (남정동)|127489106|34936808
프로미카월드|순천점|DII|W005352|061-752-3673|전남 순천시 가곡동 235번지 프로미카월드 순천점|전남 순천시 중앙로 417,  (가곡동)|127485893|34982055
프로미카월드|영암점|DII|W007548|061-473-9930|전남 영암군 영암읍 역리 147-10(광주카서비스)|전남 영암군 영암읍 낭주로 163,  (영암읍)|126700632|34802370
프로미카월드|함평점|DII|W006527|061-323-9774|전남 함평군 함평읍 기각리 376-4번지환경카센타세차장|전라남도 함평군 함평읍 영수길 349,|126528408|35067485
프로미카월드|해남문내점|DII|W006965|061-534-1779|전남 해남군 문내면 난대리 263-1(해피카센터)|전라남도 해남군 문내면 관광레저로 440,|126314492|34609569
프로미카월드|고창점|DII|W007983|063-564-4766|전북 고창군 고창읍 읍내리 797-84 모양카센터|전북 고창군 고창읍 동리로 6, 모양자동차공업사 (동리로, 모양카센터)|126692827|35433200
프로미카월드|군산동부점|DII|W006897|063-452-1919|전북 군산시 사정동 357-1(명성카클리닉)|전라북도 군산시 번영로 247, (사정동)|126744706|35962376
프로미카월드|군산수송점|DII|W005385|063-443-3702|전북 군산시 수송동 20-11번지 일우자동차써비스타운|전라북도 군산시 미장서로 20, (수송동)|126722488|35961001
프로미카월드|남원점|DII|W007860|063-626-0028|전북 남원시 동충동 197-17(스마트오토샵서문점)|전북 남원시 충정로 16|127378569|35410037
프로미카월드|무주점|DII|W007133|063-324-2640|전북 무주군 무주읍 당산리 711번지 대신종합카센타|전라북도 무주군 무주읍 한풍루로 401,|127669990|36005138
프로미카월드|부안점|DII|W006387|063-581-0000|전북 부안군 부안읍 서외리 455-48 부안한진자동차공업사|전라북도 부안군 부안읍 오리정로 39,|126726220|35723501
프로미카월드|완주점|DII|W007468|063-291-0068|전북 완주군 삼례읍 삼례리 1022번지(타이어타운)|전라북도 완주군 삼례읍 삼봉로 39, (삼례리)|127075793|35912960
프로미카월드|익산점|DII|W007165|010-2002-1888|전북 익산시 송학동 98-18 프로미월드익산점|전라북도 익산시 학곤로 45, (송학동)|126941409|35937017
프로미카월드|전주금암점|DII|W005408|063-272-9825|전북 전주시 덕진구 금암동 1588-4번지|전라북도 전주시 덕진구 백제대로 654, (금암동)|127140929|35842780
프로미카월드|전주효자점|DII|W007021|063-226-1148|전북 전주시 완산구 효자동1가 687-5(그린카써비스)|전북 전주시 완산구 안행로 53-1 그린카써비스 (효자동1가)|127133673|35801839
프로미카월드|정읍점|DII|W005410|063-531-7350|전북 정읍시 상동 395-3번지 대동카모터라이즈|전북 정읍시 충정로 131-1,  (상동)|126864781|35564661
프로미카월드|제주법환점|DII|W007377|064-739-1192|제주 서귀포시 법환동 713-5번지 조은자동차병원|제주특별자치도 서귀포시 일주동로 9141, (법환동)|126516002|33247561
프로미카월드|제주서귀점|DII|W007378|064-762-1211|제주 서귀포시 서귀동 285-16번지 대성카서비스|제주특별자치도 서귀포시 동문로 17, (서귀동)|126563212|33251765
프로미카월드|제주이도점|DII|W007279|064-722-6373|제주 제주시 이도이동 2018-8(제주모터스)|제주특별자치도 제주시 구남동8길 2, (이도이동)|126539496|33487970
프로미카월드|공주이인휴게소점|DII|W007875|010-8638-2925|충남 공주시 이인면 이인리 3-16(이인상차량경정비소)|충남 공주시 이인면 논산천안고속도로 32-1|127069396|36354315
프로미카월드|공주점|DII|W006759|041-855-5486|충남 공주시 신관동 643-17(우리집3급공업사)|충청남도 공주시 관골1길 34-15, (신관동)|127133087|36472670
프로미카월드|공주탄천휴게소점|DII|W007571|010-8638-2925|충남 공주시 탄천면 장선리 151-15(탄천휴게소차량경정비)|충남 공주시 탄천면 논산천안고속도로 27-1, 탄천휴게소 (논산천안고속도로)|127070296|36318235
프로미카월드|금산점|DII|W008118|041-754-8678|충남 금산군 금산읍 아인리 196-8번지 일등카센터|충남 금산군 금산읍 비호로 8, 일등카센터 (비호로, 일등카센타)|127483504|36107585
프로미카월드|금산추부점|DII|W007544|041-752-5342|충남 금산군 추부면 마전리 595-5번지(형제카센타)|충남 금산군 추부면 상마전1길 5-4, 형제카센타 (상마전1길)|127465854|36192702
프로미카월드|논산연무점|DII|W007476|041-742-5800|충남 논산시 연무읍 동산리 894-30(건양모터스)|충청남도 논산시 연무읍 안심로 122-4,|127099851|36131733
프로미카월드|논산점|DII|W007667|041-735-0114|충남 논산시 지산동 259-1(가나카센타)|충남 논산시 논산대로 514,  (지산동)|127109914|36205190
프로미카월드|당진점|DII|W007478|041-352-4934|충남 당진시 송악읍 반촌리 792(동부카센타)|충청남도 당진시 송악읍 반촌로 199,|126702927|36901304
프로미카월드|당진행담도휴게소점|DII|W007549|041-357-6090|충남 당진시 신평면 매산리 490번지 (행담휴게소 차량정비소)|충남 당진시 신평면 서해안고속도로 275,  (서해안고속도로)|126809610|36942651
프로미카월드|부여점|DII|W007399|041-835-2273|충남 부여군 부여읍 쌍북리 570-6(충남운수,벡제렉카)|충청남도 부여군 부여읍 성왕로 304, (쌍북리)|126920309|36283350
프로미카월드|서천점|DII|W006916|041-953-5425|충남 서천군 서천읍 사곡리 346-10(서림카)|충청남도 서천군 서천읍 대백제로 1038, (사곡리)|126683337|36085467
프로미카월드|아산득산점|DII|W007578|041-533-9626|충남 아산시 득산동 381-1 (프로미카월드 득산점)|충남 아산시 온천대로 1087 프로미카월드 득산점 (득산동)|126960075|36784679
프로미카월드|아산용화점|DII|W006929|041-549-3231|충남 아산시 용화동 13-9((우진종합카센타))|충청남도 아산시 외암로 1580, (용화동)|127012704|36775234
프로미카월드|아산음봉점|DII|W007979|041-533-4679|충남 아산시 음봉면 덕지리 64-13 탕정특수렉카|충남 아산시 음봉면 음봉로681번길 13, 탕정특수렉카 (음봉로681번길)|127083941|36835369
프로미카월드|예산점|DII|W006943|041-331-5826|충남 예산군 예산읍 산성리 130-18(한국모터스)|충청남도 예산군 예산읍 벚꽃로 87,|126835701|36688312
프로미카월드|천안다가점|DII|W006045|041-567-4066|충남 천안시 동남구 다가동 50-3번지|충남 천안시 동남구 풍세로 911 (다가동)|127147915|36789698
프로미카월드|천안두정점|DII|W007158|041-557-0041|충남 천안시 서북구 두정동 540(엔진소리자동차정비)|충남 천안시 서북구 두정로 110 엔진소리자동차정비 (두정동)|127128960|36833705
프로미카월드|천안성거점|DII|W007666|041-522-0853|충남 천안시 서북구 성거읍 저리 57ㅡ62(대산카쎈타)|충남 천안시 서북구 성거읍 망향로 662,  (성거읍, 대산카센타)|127199909|36875980
프로미카월드|천안성정점|DII|W005442|041-575-2285|충남 천안시 서북구 성정동 974번지 제일자동차뱅크|충남 천안시 서북구 서부대로 576-1 제일자동차뱅크 (성정동)|127131394|36818495
프로미카월드|천안원성점|DII|W007446|041-522-2293|충남 천안시 동남구 원성동 198-2(원성자동차정비)|충청남도 천안시 동남구 성황로 77, (원성동)|127157719|36812596
프로미카월드|천안직산점|DII|W008059|041-584-8507|충남 천안시 서북구 직산읍 군동리 86-5번지 카라인자동차병원|충남 천안시 서북구 직산읍 군수1길 290 카라인자동차병원 (직산읍)|127165948|36899239
프로미카월드|태안점|DII|W007573|041-675-7845|충남 태안군 태안읍 동문리 886-6(광명카밧데리)|충남 태안군 태안읍 후곡로 136,  (태안읍)|126305259|36748307
프로미카월드|단양점|DII|W007978|043-422-2924|충북 단양군 단양읍 상진리 557 단양점 기아오토큐|충북 단양군 단양읍 삼봉로 73, 단양점 기아오토큐 (삼봉로, 태광자동차공업사)|128352274|36979965
프로미카월드|보은점|DII|W005450|043-543-7744|충북 보은군 보은읍 장신리 44-5번지 한국카센타|충청북도 보은군 보은읍 장신로 15,|127714367|36481103
프로미카월드|서청주점|DII|W007302|043-274-8204|충북 청주시 흥덕구 지동동 228-1 (오토월드서비스)|충북 청주시 흥덕구 지동로 6 오토월드서비스 (지동동)|127414638|36646382
프로미카월드|서충주점|DII|W008024|043-855-5500|충북 충주시 대소원면 본리 1102-2번지 서충주모터스|충북 충주시 대소원면 첨단산업1로 72 서충주모터스 (대소원면)|127830061|36984679
