##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@KB손해보험
KB손해보험|파주지점|지점|E000648|031-941-9631|경기 파주시 금릉역로 84, 청원센트럴타워 9층, KB손해보험 일산지역단 파주지점 (금촌동) (금촌동 986-1번지 청원센트럴빌딩 9층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|126.765939|37.752127
KB손해보험|판교종합금융센터점|지점|E002982|031-8018-8661,2|경기 성남시 분당구 판교역로 145, 알파리움타워 2동 2층(백현동) (백현동 530, 알파리움타워 2동 2층 (알파리움2단지))||127.109210|37.393915
KB손해보험|평택중앙지점|지점|E001072|031-654-2114|경기 평택시 비전4로 47, 3층 KB손해보험 평택지역단 평택중앙지점 (비전동,강일빌딩) (비전동 1096번지 강일빌딩 3층  KB손해보험 평택지역단 평택중앙지점)|오전10시~오후4시(월~금)|127.114612|37.002459
KB손해보험|평택지점|지점|E000653|031-651-1472|경기 평택시 비전4로 47, 3층 KB손해보험 평택지역단 평택지점  (비전동 1096번지 강일빌딩 3층 KB손해보험 평택지역단 평택지점)|오전10시~오후4시(월~금)|127.114612|37.002459
KB손해보험|포천지점|지점|E000665|031-534-9465|경기 포천시 중앙로 21, 해성빌딩 3층, KB손해보험 의정부지역단 포천지점 (신읍동) (신읍동 376-2번지 해성빌딩 3층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|127.199277|37.892959
KB손해보험|하남미사지점|지점|E002046|031-590-6032|경기 하남시 미사강변중앙로 226, 3층 KB손해보험 하남미사지점 (망월동,르보아파크) (망월동 1079 3층 KB손해보험 하남미사지점 (망월동,르보아파크))|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|127.189247|37.566795
매직카|가평가평점|매직카서비스점|M0003492|031-582-8753|경기 가평군 가평읍 석봉로 235 (읍내리, 매직카) (가평읍 읍내리 672-2 (매직카))|10:00~19:00|127.508483|37.835842
매직카|고양덕이점|매직카서비스점|M0003674|031-925-5193|경기 고양시 일산서구 경의로 910 (일산서구 덕이동 304-4)|9:00~19:00|126.759636|37.698543
매직카|고양마두점|매직카서비스점|M0003798|031-907-0331|경기 고양시 일산동구 일산로 283 (일산동구 마두동 923)|09:00~18:00|126.785840|37.660982
매직카|고양토당점|매직카서비스점|M0006164|031-978-7878|경기 고양시 덕양구 지도로 60-1 (토당동 373-60)|08:00~20:00|126.824847|37.622422
매직카|과천과천점|매직카서비스점|M0006055|02-507-8581|경기 과천시 중앙로 404 (과천동) (과천동 524-11)|08:30~20:00|126.999117|37.449113
매직카|광주경안점|매직카서비스점|M0003480|031-761-8270|경기 광주시 중앙로145번길 20 (경안동 83-15)|09:00~19:30|127.254881|37.412891
매직카|구리토평점|매직카서비스점|M0006959|031-554-2770|경기 구리시 장자대로 151 (토평동 621-6)|08:30~19:30|127.147635|37.586787
매직카|군포당정점|매직카서비스점|M0003791|031-453-8244|경기 군포시 고산로 148번길 24  (당정동 454-4)|09:00~20:00|126.953760|37.350778
매직카|김포양촌점|매직카서비스점|M0003401|031-997-5482|경기 김포시 양촌읍 대곶남로 693 (구래리) (양촌읍 구래리 110-16)|08:00~20:00|126.614089|37.646064
매직카|남양주퇴계원점|매직카서비스점|M0008413|031-571-8818|경기 남양주시 퇴계원면 퇴계원로 100 (퇴계원리) (퇴계원면 퇴계원리 71)|08:30~19:00|127.144691|37.655118
매직카|동두천지행점|매직카서비스점|M0003516|031-861-0040|경기 동두천시 평화로2397번길 48 (생연동) (생연동 637-2)|9:00~19:00|127.057256|37.902427
매직카|부천도당점|매직카서비스점|M0004001|032-682-1203|경기 부천시 원미구 수도로 210 (원미구 도당동 58-4)|09:00~20:00|126.788123|37.519994
매직카|부천중동점|매직카서비스점|M0007389|032-654-0020|경기 부천시 장말로 185 (중동) (중동 765-12)|08:00~21:00|126.762571|37.493232
매직카|성남백현점|매직카서비스점|M0004891|031-702-8205|경기 성남시 분당구 대왕판교로 393 (백현동) (분당구 백현동 407-3)|09:00~20:00|127.101866|37.378877
매직카|성남상대원점|매직카서비스점|M0004088|011-9982-4793|경기 성남시 중원구 박석로 24-1 (중원구 상대원동 1117)|09:00~20:00|127.166114|37.435004
매직카|수원영화점|매직카서비스점|M0003614|031-248-0303|경기 수원시 장안구 장안로30번길 26 (장안구 영화동 426-5)|08:00~19:00|127.007074|37.288084
매직카|수원화서점|매직카서비스점|M0003616|031-269-4792|경기 수원시 팔달구 덕영대로 779 (팔달구 화서동 142)|09:00~20:00|126.994264|37.277728
매직카|시흥신천점|매직카서비스점|M0004990|031-313-1688|경기 시흥시 두문로 58 (신천동 863-27)|08:00~20:00|126.787566|37.432570
매직카|시흥정왕점|매직카서비스점|M0003417|031-431-1385|경기 시흥시 봉우재로 30 (정왕동 1576-2)|08:30~20:00|126.744480|37.345562
매직카|안산본오점|매직카서비스점|M0009379|031-408-3802|경기 안산시 상록구 각골로 100 (본오동) (본오동 759-8)|09:00 ~ 21:00|126.873128|37.298379
매직카|안산선부점|매직카서비스점|M0003424|031-485-5050|경기 안산시 단원구 선부로 69 (단원구 선부동 1008-11)|09:00~20:00|126.802934|37.341015
매직카|안산이동점|매직카서비스점|M0004988|031-407-9990|경기 안산시 상록구 항가울로 306 (상록구 이동 686-2)|08:30~20:00|126.844016|37.307647
매직카|안산초지점|매직카서비스점|M0003425|031-439-4788|경기 안산시 단원구 원당2길 17 (단원구 초지동 679-11)|08:00~20:00|126.815059|37.315004
매직카|안성대덕점|매직카서비스점|M0003623|031-675-0019|경기 안성시 대덕면 서동대로 5051 (대덕면 소현리 295)|09:00~20:00|127.258903|37.023556
매직카|안양비산점|매직카서비스점|M0004010|031-469-5134|경기 안양시 동안구 경수대로 897 (비산2동 466)|08:30~20:00|126.936830|37.396618
매직카|안양석수점|매직카서비스점|M0003675|031-468-4979|경기 안양시 만안구 양화로 204 (석수동 294-6)|09:00~20:30|126.907455|37.402647
매직카|안양호계점|매직카서비스점|M0008407|031-456-2038|경기 안양시 동안구 경수대로 524 (호계동, 안양카센터) (호계동 1005-5 (안양카센터))|08:00~20:00|126.958419|37.369527
매직카|양주만송점|매직카서비스점|M0003520|031-859-8207|경기 양주시 고읍북로 91-13 (만송동) (만송동 293-5)|08:30 ~ 19:00|127.087670|37.795057
매직카|양평양평점|매직카서비스점|M0008084|031-775-9001|경기 양평군 양평읍 양근로 249 (양근리) (양평읍 양근리 192-125)||127.495438|37.486914
매직카|여주여주점|매직카서비스점|M0007188|031-884-5886|경기 여주시 향교로 98 (월송동) (월송동 105-6)||127.623382|37.286743
매직카|오산원동점|매직카서비스점|M0007653|031-374-3666|경기 오산시 경기대로 134 (원동, 삼양자동차공업사) (원동 425-1 (삼양자동차공업사))|08:30~19:00|127.073408|37.136604
매직카|용인마평점|매직카서비스점|M0006340|031-336-3274|경기 용인시 처인구 고림로 46 (마평동 695-5)|09:00~19:00|127.214222|37.237322
매직카|용인신갈점|매직카서비스점|M0007294|031-266-3378|경기 용인시 기흥구 용구대로2145번길 28 (신갈동) (신갈동 388-148)|09:00~19:00|127.105160|37.281313
매직카|용인풍덕천점|매직카서비스점|M0007655|031-266-0151|경기 용인시 수지구 풍덕천로140번길 15 (풍덕천동) (풍덕천동 723-4)|08:30~20:00|127.098219|37.322710
매직카|의정부신곡점|매직카서비스점|M0003505|031-853-8290|경기 의정부시 추동로124번길 14 (신곡동 74-2)|9:00~19:00|127.067906|37.747135
매직카|의정부의정부점|매직카서비스점|M0003503|031-826-0166|경기 의정부시 경의로 153-2 (의정부동) (의정부동 365-25)|9:00~19:00|127.052862|37.733469
매직카|파주광탄점|매직카서비스점|M0010132|031-957-7648|경기 파주시 광탄면 혜음로 1179 (신산리) (광탄면 신산리 351-1)||126.844753|37.786899
매직카|파주금촌점|매직카서비스점|M0006229|031-944-5678|경기 파주시 시청로 241 (금촌동 418-18)|08:00~20:00|126.771941|37.771056
매직카|파주문발점|매직카서비스점|M0004089|031-943-7445|경기 파주시 교화로 915 (문발동45-6)|09:00~19:00|126.705581|37.728066
매직카|파주법원점|매직카서비스점|M0003648|031-958-2010|경기 파주시 법원읍 술이홀로961번길 2 (법원읍 법원리 520-10)|9:00~19:00|126.877978|37.856141
매직카|파주월롱점|매직카서비스점|M0006464|031-941-5459|경기 파주시 월롱면 엘지로157번길 5 (덕은리) (월롱면 덕은리 443)|09:00~19:00|126.782127|37.811685
매직카|평택비전점|매직카서비스점|M0007870|031-6180-9510|경기 평택시 평택2로 126 (비전동) (비전동 485-4)|08:00~20:00|127.095596|37.000239
매직카|평택안중점|매직카서비스점|M0008865|031-682-8106|경기 평택시 안중읍 안중로84번길 32 (현화리) (안중읍 현화리 69-7)||126.925583|36.985496
매직카|평택이충점|매직카서비스점|M0003636|031-611-7118|경기 평택시 송탄로 116-1 (이충동 491)|08:00~20:00|127.056805|37.054913
매직카|포천소흘점|매직카서비스점|M0005114|031-542-7890|경기 포천시 소흘읍 화합로 342 (소흘읍 송우리 279-2)|9:00~19:00|127.147567|37.839238
매직카|화성반월점|매직카서비스점|M0007295|031-202-8855|경기 화성시 효행로 1334 (반월동) (반월동 454)|08:30~19:30|127.064959|37.226392
매직카|화성안녕점|매직카서비스점|M0006041|031-237-4972|경기 화성시 효행로 460 (안녕동 188-591)|08:00~20:00|126.985169|37.210033
KB손해보험|김해대물보상센터|보상센터|E002299|055-951-0219|경남 김해시 김해대로2541번길 2, 기아자동차 3층 (어방동) (어방동 1115-5 기아자동차 3층)||128.904976|35.228682
KB손해보험|진주대물보상센터|보상센터|E002301|055-951-0224|경남 진주시 신안로 94, 2층 KB손해사정 (신안동,흥한스위트주 KB빌딩) (신안동 14-1 흥한스위트주 KB빌딩 2층)||128.071031|35.186582
KB손해보험|진주보상센터|보상센터|E001973|055-749-6431|경남 진주시 신안로 94  3층 (신안동,KB손해보험 진주보상센터) (신안동 14-1 3층 (신안동,KB손해보험 진주보상센터))||128.071068|35.186598
KB손해보험|창원대물보상센터|보상센터|E002304|055-951-0205|경남 창원시 마산회원구 율림교로 6, 4층 401호 (양덕동,메트로스퀘어6) (마산회원구 양덕2동 59-3번지 메트로스퀘어6 4층 401호)|업무시간 : 09:00 ~18:00|128.584508|35.228878
KB손해보험|창원보상센터|보상센터|E001972|055-213-8181|경남 창원시 성산구 중앙대로84번길 3, 6층 (상남동,범한빌딩) (상남동 75-4번지 대동빌딩 6층 범한빌딩)||129.064114|35.138286
KB손해보험|통영대물보상센터|보상센터|E002750|055-951-0227|경남 통영시 광도면 죽림2로 49-10 미래메디컬빌딩 5층 (광도면 죽림리 1574-10 미래메디컬빌딩 5층)||128.418546|34.880454
KB손해보험|진주지역단|지역단|D000341|055-749-6400|경남 진주시 신안로 94, 3층 KB손해보험 (신안동,KB손해보험진주빌딩) (신안동 14-1번지 3층 (흥한스위트))|업무시간 : 09:30 ~18:00|128.071083|35.186443
KB손해보험|진주지역단/고객센터|지역단|B000128|055-749-6400|경남 진주시 신안로 94, 3층 KB손해보험 (신안동,KB손해보험진주빌딩) (신안동 14-1번지 3층 (흥한스위트))|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|128.071079|35.186682
KB손해보험|진주지역단/통영고객센터|지역단|B000129|055-640-6803|경남 통영시 광도면 죽림2로 49-10 (죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10번지 11층 (통영수도관리단(경남지역본부)))|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|128.418677|34.880492
KB손해보험|창원지역단|지역단|D000342|055-213-8100|경남 창원시 성산구 중앙대로84번길 3, 5층 KB손해보험 창원지역단 (상남동,범한빌딩)  (성산구 상남동 75-4번지 범한빌딩 5층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|128.679901|35.221993
KB손해보험|거제지점|지점|E000921|055-635-9200|경남 거제시 고현로13길 2, 4층 KB손해보험 거제지점 (고현동)  (고현동 963-13번지 4층 KB손해보험 거제지점 )|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.626686|34.888383
KB손해보험|경남북부지점|지점|E001641|055-944-8118|경남 거창군 거창읍 거열로 131, 3층 KB손해보험 (상림리,현대빌딩) (상림리 27-11 현대빌딩 3층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|127.908116|35.689205
KB손해보험|김해지점|지점|E002091|055-320-9552|경남 김해시 김해대로 2342  C동 902호 (부원동,아이스퀘어몰 9층) (부원동 1043 C동 902호 (부원동,아이스퀘어몰 9층))|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.883240|35.225716
KB손해보험|남해지점|지점|E000994|055-864-4233|경남 남해군 남해읍 화전로 28, 3층 (남변리,KT빌딩) (남해읍 남변리 460-6번지 KT빌딩 3층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|127.896886|34.834743
KB손해보험|마산중앙지점|지점|E000393|055-249-5300|경남 창원시 마산합포구 동서동로 18, 11층 KB손해보험 마산중앙지점 (신포동2가,롯데백화점) (신포동2가 28 롯데백화점 11층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.572964|35.201151
KB손해보험|마산지점|지점|E000913|055-249-5400|경남 창원시 마산합포구 동서동로 18, 11층 KB손해보험 창원지역단 마산지점 (신포동2가,롯데백화점) (신포동2가 28)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.573720|35.200777
KB손해보험|밀양지점|지점|E000919|055-213-8350|경남 밀양시 밀양대로 1757, 5층 KB손해보험 창원지역단 밀양지점 (삼문동,jk웨딩컨벤션) (삼문동 551-1 JK웨딩컨벤션 5층 KB손해보험 창원지역단 밀양지점)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.752515|35.482394
KB손해보험|부산GA1-4지점|지점|E002172|055-213-8191|경남 창원시 성산구 중앙대로84번길 3, 8층 (상남동,범한빌딩)  (상남동 범한빌딩 4층)|오전10시~오후4시(월~금)|128.679685|35.222111
KB손해보험|부산GA1-5지점|지점|E002323|055-749-6590|경남 진주시 신안로 94, 2층 (신안동,KB손해보험빌딩) (신안동 14-1번지 KB손해보험빌딩 2층)|오전10시~오후4시(월~금)|128.573453|35.201409
KB손해보험|사천영업소|지점|A000002|055-852-3114|경남 사천시 주공로 8, 3층 KB손해보험 (벌리동,호정빌딩)  (벌리동 261-3번지 호정빌딩3층 KB손해보험 )|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.086638|34.938862
KB손해보험|웅상지점|지점|E002093|055-388-3783|경남 양산시 평산로 25, 6층 KB손해보험 울산지역단 웅상지점 (평산동,리스피아빌딩) (평산동 103-1 리스피아빌딩 6층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|129.152211|35.381368
KB손해보험|진주스타지점|지점|E000930|055-749-6450|경남 진주시 신안로 94, 3층 (신안동,진주빌딩) (신안동 14-1 KB손해보험B/D 3F)|오전10시~오후4시(월~금)|128.071063|35.186585
KB손해보험|진주지점|지점|E000396|055-749-6502|경남 진주시 신안로 94, 3층 KB손해보험 진주지점 (신안동,흥한스위트) (신안동 14-1번지 흥한스위트 3층 KB손해보험 진주지점)|오전10시~오후4시(월~금)|128.071063|35.186585
KB손해보험|창원스타지점|지점|E000927|055-213-8300|경남 창원시 성산구 중앙대로84번길 3  5층 KB손해보험 창원지역단 창원스타지점 (상남동,범한빌딩) (상남동 75-4 5층 KB손해보험 창원지역단 창원스타지점 (상남동,범한빌딩))|오전10시~오후4시(월~금)|128.679584|35.222186
KB손해보험|창원지점|지점|E000933|055-213-8400|경남 창원시 성산구 중앙대로84번길 3  3층 KB손해보험 창원지점 (상남동,범한빌딩) (상남동 75-4 3층 KB손해보험 창원지점 (상남동,범한빌딩))|오전10시~오후4시(월~금)|128.679584|35.222186
KB손해보험|충무지점|지점|E002065|055-640-6955|경남 통영시 광도면 죽림2로 49-10 (죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10번지 미래메디컬빌딩 11층)|오전10시~오후4시(월~금)|128.418648|34.880467
KB손해보험|통영지점|지점|E000937|055-640-6905|경남 통영시 광도면 죽림2로 49 -10 5층 KB손해보험 진주지역단 통영지점 (죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10 5층 KB손해보험 진주지역단 통영지점 (죽림리,미래메디컬빌딩))|오전10시~오후4시(월~금)|128.418658|34.880518
매직카|거제장승포점|매직카서비스점|M0003463|055-682-0909|경남 거제시 능포로 92 (장승포동 348-5)|08:30~20:00|128.730402|34.871970
매직카|거창거창점|매직카서비스점|M0003467|055-945-0040|경남 거창군 거창읍 창동로 99 (거창읍 대평리 1005-26)|08:30~19:00|127.921199|35.686124
매직카|고성고성점|매직카서비스점|M0003469|055-674-8271|경남 고성군 고성읍 남포로 88 (고성읍 수남리 537-12)|08:30~20:00|128.320811|34.970817
매직카|김해구산점|매직카서비스점|M0003484|055-325-5592|경남 김해시 김해대로 1956 (구산동 1083-11)|08:00~19:00|128.867389|35.252305
매직카|김해어방점|매직카서비스점|M0003471|055-336-9394|경남 김해시 김해대로 2535 (어방동 1116-6)|08:00~20:00|128.904183|35.228646
매직카|김해장유점|매직카서비스점|M0003475|055-312-6789|경남 김해시 장유면 계동로 188 (장유면 대청리 293-8)|09:00~21:00|128.799003|35.189240
매직카|밀양내이점|매직카서비스점|M0007723|055-355-5622|경남 밀양시 백민로11길 18 (내이동) (내이동 1587-3)|08:30~19:00|128.747530|35.502205
매직카|사천사천점|매직카서비스점|M0003868|055-854-0607|경남 사천시 사천읍 사천대로1845 (사천읍 수성리 340-2)|08:30~19:00|127.959354|35.053081
매직카|양산명동점|매직카서비스점|M0008501|055-366-2747|경남 양산시 서창로 31-2 (명동, 웅상탁구교실) (명동 736-38)|08:30~19:30|129.163837|35.404105
매직카|양산북부점|매직카서비스점|M0003555|055-383-7880|경남 양산시 북안남6길 23 (북부동 484-1)|08:30~19:00|129.036376|35.346375
매직카|진주신안점|매직카서비스점|M0003578|055-742-8308|경남 진주시 신안로 40 (신안동 31-11)|08:00~21:00|128.071397|35.181749
매직카|진주하대점|매직카서비스점|M0009292|055-758-7069|경남 진주시 남강로1425번길 3 (하대동) (하대동 123-2)|08:00~21:00|128.128309|35.187901
매직카|창녕도천점|매직카서비스점|M0003580|055-536-0086|경남 창녕시 도천면 도천1길 6 (도천면 도천리 1026-10)|08:30~19:00|128.515776|35.434087
매직카|창원신월점|매직카서비스점|M0003598|055-262-7487|경남 창원시 의창구 상남로202번길 48 (의창구 신월동 68-29)|08:00~19:00|128.692247|35.227244
매직카|창원중성점|매직카서비스점|M0003582|055-246-2550|경남 창원시 마산합포구 북성로 16 (마산합포구 중성동 31-4)|09:00~20:00|128.573225|35.208978
매직카|창원팔용점|매직카서비스점|M0003591|055-299-3655|경남 창원시 의창구 사화로 11 (의창구 팔용동 164-6)|09:00~19:00|128.609368|35.257317
매직카|창원풍호점|매직카서비스점|M0003595|055-552-4494|경남 창원시 진해구 진해대로 1050 (진해구 풍호동 804-4)|08:00~21:00|128.707969|35.135884
매직카|통영광도점|매직카서비스점|M0003601|055-646-1289|경남 통영시 광도면 죽림2로 55-27 (광도면 죽림리 1574-22)|08:00~19:00|128.419872|34.880499
KB손해보험|구미대물보상센터|보상센터|E002291|053-613-0501|경북 구미시 송정대로 73  6층 구미대물보상센터 (송정동,kb빌딩) (송정동 73 6층 구미대물보상센터 (송정동,kb빌딩))||128.347092|36.118197
KB손해보험|구미보상센터|보상센터|E001976|054-459-2020|경북 구미시 송정대로 73, 6층 (송정동,KB손해보험빌딩) (송정동 73 KB손해보험빌딩 6층)||128.347120|36.118163
KB손해보험|안동대물보상센터|보상센터|E002292|054-613-0524|경북 안동시 경동로 568, 3층 (당북동,알리안츠생명빌딩) (당북동 333-3 알리안츠생명빌딩 3층)||128.719834|36.563045
KB손해보험|안동보상팀|보상센터|E002079||경북 안동시 경동로 568 (당북동) 알리안츠생명빌딩 3층 (당북동 333-3 알리안츠 생명빌딩 3층)|오전 9시~ 오후 6시|0.|0.
KB손해보험|충청스마트대물보상센터|보상센터|E003041|042-330-2907|경북 포항시 남구 문예로 137 (해도동),KT&G 서대전지점 4층 (해도동 80-10, KT&G 서대전지점 4층)||127.389767|36.359027
KB손해보험|포항대물보상센터|보상센터|E002293|054-613-0500|경북 포항시 남구 대이로29번길 5 (대잠동, 덕원빌딩) (대잠동 1006-1 (덕원빌딩) 5층)||129.341939|36.019736
KB손해보험|포항보상센터|보상센터|E001977|054-613-0590|경북 포항시 남구 포스코대로 343 (대도동, 성림빌딩) 2층 (대도동 94-1 (성림빌딩) 2층)||129.352961|36.021301
KB손해보험|구미지역단|지역단|D000334|054-459-2500|경북 구미시 송정대로 73, 11층 구미지역단 (송정동,KB손해보험 구미빌딩) (송정동 73 KB손해보험 빌딩 11층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|128.347116|36.118196
KB손해보험|안동지역단|지역단|D000331|054-851-2107|경북 안동시 경동로 568, 5층 KB손해보험 안동지역단 (당북동,알리안츠생명빌딩) (당북동 333-3 알리안츠생명빌딩 5층 KB손해보험 안동지역단)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|128.719834|36.563045
KB손해보험|포항지역단|지역단|D000330|054-271-9101|경북 포항시 북구 포스코대로 260, 2층 KB손해보험 포항지역단 (죽도동, 한중빌딩) (북구 죽도동 645-1 번지 한중빌딩 2층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|129.352963|36.021298
KB손해보험|경북중앙지점|지점|E002089|054-851-2122|경북 안동시 경동로 568, 2층 KB손해보험 (당북동,알리안츠빌딩) (당북동 333-3 알리안츠빌딩 2층 KB손해보험)|오전10시~오후4시(월~금)|128.719834|36.563045
KB손해보험|경북지점|지점|E001067|054-459-2520|경북 구미시 송정대로 73, 9층 (송정동,KB손해보험구미빌딩) (송정동 73 KB손해보험구미빌딩 9층)|오전10시~오후4시(월~금)|128.347116|36.118196
KB손해보험|경산지점|지점|E000871|053-819-5100|경북 경산시 대학로 63, 2층 KB손해보험 대구지역단 경산지점 (정평동) (정평동 138-1번지 킴스메디빌 2층 KB손해보험 대구지역단 경산지점)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.729431|35.834487
KB손해보험|경주지점|지점|E000831|054-741-5550|경북 경주시 화랑로 125, 5층 KB손해보험 포항지역단 경주지점 (성동동,성동동KT빌딩) (성동동 386-6 KT빌딩 5층 KB손해보험 포항지역단 경주지점)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|129.214451|35.844948
KB손해보험|구미TC지점|지점|E003086|054-459-2088|경북 구미시 송정대로 73, KB손해보험빌딩,KB손해보험 구미TC지점 10층 (송정동,KB손해보험구미빌딩)  (송정동 73번지 10층 (KB손해보험구미빌딩))||128.347033|36.118255
KB손해보험|구미중앙지점|지점|E001015|054-459-2540|경북 구미시 송정대로 73, 10층 KB손해보험 구미지역단 구미중앙지점 (송정동,KB손해보험구미빌딩) (송정동 73번지 KB손해보험구미빌딩 10층 KB손해보험 구미지역단 구미중앙지점)|오전10시~오후4시(월~금)|128.347116|36.118196
KB손해보험|금오지점|지점|E000379|054-459-2921|경북 구미시 송정대로 73, 9층 KB손해보험 구미지역단 금오지점 (송정동,KB손해보험구미빌딩) (송정동 73 KB손해보험구미빌딩 9층 KB손해보험 구미지역단 금오지점)|오전10시~오후4시(월~금)|128.347116|36.118196
KB손해보험|김천지점|지점|E000846|054-433-4494|경북 김천시 혁신1로 50  403호 KB손해보험 김천지점 (율곡동,율곡스퀘어 KTX) (율곡동 814 403호 KB손해보험 김천지점 (율곡동,율곡스퀘어 KTX))|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.181702|36.114426
KB손해보험|대구GA-5지점|지점|E002930|054-270-1792|경북 포항시 남구 포스코대로 329, 6층 (상도동,서울빌딩) (상도동 10-1 서울빌딩 6층 )|오전10시~오후4시(월~금)|129.359917|36.018570
KB손해보험|대해지점|지점|E000875|054-270-1600|경북 포항시 북구 포스코대로 260  4층 KB손해보험 포항지역단 대해지점 (죽도동,삼일상호저축은행) (죽도동 645-1 4층 KB손해보험 포항지역단 대해지점 (죽도동,삼일상호저축은행))|오전10시~오후4시(월~금)|129.352958|36.021301
KB손해보험|상주지점|지점|E000845|054-533-8452|경북 상주시 삼백로 88  대림다미아S 4층 KB손해보험 안동지역단 상주지점 (무양동) (무양동 281-4 대림다미아S 4층 KB손해보험 안동지역단 상주지점 (무양동))|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.153467|36.417938
KB손해보험|안동지점|지점|E000832|054-854-5114|경북 안동시 경동로 568, 2층 KB손해보험 안동지역단 안동지점 (당북동) (당북동 333-3 알리안츠생명빌딩 2층 KB손해보험 안동지역단 안동지점)|오전10시~오후4시(월~금)|128.719834|36.563045
KB손해보험|영일지점|지점|E002095|054-271-9250|경북 포항시 북구 포스코대로 260, 3층 영일지점 (죽도동,삼일상호저축은행) (북구 죽도동 645-1 번지 삼일상호저축은행 3층)|오전10시~오후4시(월~금)|129.352939|36.021274
KB손해보험|영주지점|지점|E000841|054-632-4408|경북 영주시 중앙로 106, 3층 KB손해보험 안동지역단 영주지점 (하망동,KB증권빌딩) (하망동 341-12번지 KB증권빌딩 3층)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.625797|36.824511
KB손해보험|포항지점|지점|E000909|054-282-0207|경북 포항시 북구 포스코대로 260, 3층 KB손해보험 포항지점 (죽도동, 삼일상호저축은행) (죽도동 645-1 3층 KB손해보험 포항지점)|오전10시~오후4시(월~금)|129.352912|36.021279
KB손해보험|형산지점|지점|E000373|054-281-6353|경북 포항시 북구 포스코대로 260, 4층 KB손해보험 포항지역단 형산지점 (죽도동, 삼일상호저축은행) (북구 죽도동 645-1 번지 삼일상호저축은행 4층)|오전10시~오후4시(월~금)|129.352963|36.021298
매직카|경산계양점|매직카서비스점|M0006617|053-801-8204|경북 경산시 대학로 206 (계양동) (계양동 269-13)|09:00~20:00|128.756574|35.819285
매직카|경산진량점|매직카서비스점|M0003446|053-854-0977|경북 경산시 진량읍 공단로 504 (진량읍 신상리 675-1)|08:30~20:00|128.819128|35.876650
매직카|경주성건점|매직카서비스점|M0003447|054-777-3282|경북 경주시 금성로 366 (성건동 652)|08:00~19:00|129.207155|35.850384
매직카|경주안강점|매직카서비스점|M0004804|054-762-4678|경북 경주시 안강읍 안강중앙로 22 (안강읍 산대리 1529-4)|08:30~20:00|129.202790|35.995918
매직카|경주외동점|매직카서비스점|M0003485|054-775-2654|경북 경주시 외동읍 연안2길 3 (외동읍 연안리 777-9)|08:30~20:00|129.320336|35.729323
매직카|경주용강점|매직카서비스점|M0003449|054-773-2767|경북 경주시 소금강로61번길 25 (용강동 1336-2)|08:30~20:00|129.225741|35.862014
매직카|구미봉곡점|매직카서비스점|M0003409|054-444-3162|경북 구미시 봉곡로 146 (봉곡동) (봉곡동 234-6)|08:30~20:00|128.310879|36.151638
매직카|구미선산점|매직카서비스점|M0003423|054-481-7471|경북 구미시 선산읍 선산대로 1425 (선산읍 동부리 501)|08:30~20:00|128.304303|36.242174
매직카|구미오태점|매직카서비스점|M0003432|054-972-5109|경북 구미시 금오대로 353 (오태동) (오태동 657-23)|08:30~20:00|128.350587|36.075899
매직카|구미옥계점|매직카서비스점|M0003421|054-475-7995|경북 구미시 산호대로32길 13 (옥계동) (옥계동 755-3)|08:30~20:00|128.422066|36.135152
매직카|구미원평점|매직카서비스점|M0003405|054-456-0805|경북 구미시 구미중앙로41길 4-3 (원평동 1075)|08:00~20:00|128.352871|36.121232
