##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@KB손해보험
KB손해보험|진주대물보상센터|128.071031|35.186582|KB손해보험|055-951-0224|경남 진주시 신안로 94||||||||KB손해보험 진주대물보상센터|2층 KB손해사정 (신안동,흥한스위트주 KB빌딩) (신안동 14-1 흥한스위트주 KB빌딩 2층)|||40706
KB손해보험|진주보상센터|128.071068|35.186598|KB손해보험|055-749-6431|경남 진주시 신안로 94||||||||KB손해보험 진주보상센터|3층 (신안동,KB손해보험 진주보상센터) (신안동 14-1 3층 (신안동,KB손해보험 진주보상센터))|||40706
KB손해보험|창원대물보상센터|128.584508|35.228878|KB손해보험|055-951-0205|경남 창원시 마산회원구 율림교로 6|||업무시간 : 09:00 ~18:00|||||KB손해보험 창원대물보상센터|4층 401호 (양덕동,메트로스퀘어6) (마산회원구 양덕2동 59-3번지 메트로스퀘어6 4층 401호)|||40706
KB손해보험|창원보상센터|129.064114|35.138286|KB손해보험|055-213-8181|경남 창원시 성산구 중앙대로84번길 3||||||||KB손해보험 창원보상센터|6층 (상남동,범한빌딩) (상남동 75-4번지 대동빌딩 6층 범한빌딩)|||40706
KB손해보험|통영대물보상센터|128.418546|34.880454|KB손해보험|055-951-0227|경남 통영시 광도면 죽림2로 49-10||||||||KB손해보험 통영대물보상센터|미래메디컬빌딩 5층 (광도면 죽림리 1574-10 미래메디컬빌딩 5층)|||40706
KB손해보험|진주지역단|128.071083|35.186443|KB손해보험|055-749-6400|경남 진주시 신안로 94|||업무시간 : 09:30 ~18:00|||||KB손해보험 진주지역단|3층 KB손해보험 (신안동,KB손해보험진주빌딩) (신안동 14-1번지 3층 (흥한스위트))|||40706
KB손해보험|진주지역단/고객센터|128.071079|35.186682|KB손해보험|055-749-6400|경남 진주시 신안로 94|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 진주지역단/고객센터|3층 KB손해보험 (신안동,KB손해보험진주빌딩) (신안동 14-1번지 3층 (흥한스위트))|||40706
KB손해보험|진주지역단/통영고객센터|128.418677|34.880492|KB손해보험|055-640-6803|경남 통영시 광도면 죽림2로 49-10|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 진주지역단/통영고객센터|(죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10번지 11층 (통영수도관리단 (경남지역본부)))|||40706
KB손해보험|창원지역단|128.679901|35.221993|KB손해보험|055-213-8100|경남 창원시 성산구 중앙대로84번길 3|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 창원지역단|5층 KB손해보험 창원지역단 (상남동,범한빌딩) (성산구 상남동 75-4번지 범한빌딩 5층)|||40706
KB손해보험|거제지점|128.626686|34.888383|KB손해보험|055-635-9200|경남 거제시 고현로13길 2|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 거제지점|4층 KB손해보험 거제지점 (고현동) (고현동 963-13번지 4층 KB손해보험 거제지점 )|||40706
KB손해보험|경남북부지점|127.908116|35.689205|KB손해보험|055-944-8118|경남 거창군 거창읍 거열로 131|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 경남북부지점|3층 KB손해보험 (상림리,현대빌딩) (상림리 27-11 현대빌딩 3층)|||40706
KB손해보험|김해지점|128.883240|35.225716|KB손해보험|055-320-9552|경남 김해시 김해대로 2342|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 김해지점|C동 902호 (부원동,아이스퀘어몰 9층) (부원동 1043 C동 902호 (부원동,아이스퀘어몰 9층))|||40706
KB손해보험|남해지점|127.896886|34.834743|KB손해보험|055-864-4233|경남 남해군 남해읍 화전로 28|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 남해지점|3층 (남변리,KT빌딩) (남해읍 남변리 460-6번지 KT빌딩 3층)|||40706
KB손해보험|마산중앙지점|128.572964|35.201151|KB손해보험|055-249-5300|경남 창원시 마산합포구 동서동로 18|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 마산중앙지점|11층 KB손해보험 마산중앙지점 (신포동2가,롯데백화점) (신포동2가 28 롯데백화점 11층)|||40706
KB손해보험|마산지점|128.573720|35.200777|KB손해보험|055-249-5400|경남 창원시 마산합포구 동서동로 18|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 마산지점|11층 KB손해보험 창원지역단 마산지점 (신포동2가,롯데백화점) (신포동2가 28)|||40706
KB손해보험|밀양지점|128.752515|35.482394|KB손해보험|055-213-8350|경남 밀양시 밀양대로 1757|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 밀양지점|5층 KB손해보험 창원지역단 밀양지점 (삼문동,jk웨딩컨벤션) (삼문동 551-1 JK웨딩컨벤션 5층 KB손해보험 창원지역단 밀양지점)|||40706
KB손해보험|부산GA1-4지점|128.679685|35.222111|KB손해보험|055-213-8191|경남 창원시 성산구 중앙대로84번길 3|||오전10시~오후4시(월~금)|||||KB손해보험 부산GA1-4지점|8층 (상남동,범한빌딩) (상남동 범한빌딩 4층)|||40706
KB손해보험|부산GA1-5지점|128.573453|35.201409|KB손해보험|055-749-6590|경남 진주시 신안로 94|||오전10시~오후4시(월~금)|||||KB손해보험 부산GA1-5지점|2층 (신안동,KB손해보험빌딩) (신안동 14-1번지 KB손해보험빌딩 2층)|||40706
KB손해보험|사천영업소|128.086638|34.938862|KB손해보험|055-852-3114|경남 사천시 주공로 8|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 사천영업소|3층 KB손해보험 (벌리동,호정빌딩) (벌리동 261-3번지 호정빌딩3층 KB손해보험 )|||40706
KB손해보험|웅상지점|129.152211|35.381368|KB손해보험|055-388-3783|경남 양산시 평산로 25|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 웅상지점|6층 KB손해보험 울산지역단 웅상지점 (평산동,리스피아빌딩) (평산동 103-1 리스피아빌딩 6층)|||40706
KB손해보험|진주스타지점|128.071063|35.186585|KB손해보험|055-749-6450|경남 진주시 신안로 94|||오전10시~오후4시(월~금)|||||KB손해보험 진주스타지점|3층 (신안동,진주빌딩) (신안동 14-1 KB손해보험B/D 3F)|||40706
KB손해보험|진주지점|128.071063|35.186585|KB손해보험|055-749-6502|경남 진주시 신안로 94|||오전10시~오후4시(월~금)|||||KB손해보험 진주지점|3층 KB손해보험 진주지점 (신안동,흥한스위트) (신안동 14-1번지 흥한스위트 3층 KB손해보험 진주지점)|||40706
KB손해보험|창원스타지점|128.679584|35.222186|KB손해보험|055-213-8300|경남 창원시 성산구 중앙대로84번길 3|||오전10시~오후4시(월~금)|||||KB손해보험 창원스타지점|5층 KB손해보험 창원지역단 창원스타지점 (상남동,범한빌딩) (상남동 75-4 5층 KB손해보험 창원지역단 창원스타지점 (상남동,범한빌딩))|||40706
KB손해보험|창원지점|128.679584|35.222186|KB손해보험|055-213-8400|경남 창원시 성산구 중앙대로84번길 3|||오전10시~오후4시(월~금)|||||KB손해보험 창원지점|3층 KB손해보험 창원지점 (상남동,범한빌딩) (상남동 75-4 3층 KB손해보험 창원지점 (상남동,범한빌딩))|||40706
KB손해보험|충무지점|128.418648|34.880467|KB손해보험|055-640-6955|경남 통영시 광도면 죽림2로 49-10|||오전10시~오후4시(월~금)|||||KB손해보험 충무지점|(죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10번지 미래메디컬빌딩 11층)|||40706
KB손해보험|통영지점|128.418658|34.880518|KB손해보험|055-640-6905|경남 통영시 광도면 죽림2로 49|||오전10시~오후4시(월~금)|||||KB손해보험 통영지점|-10 5층 KB손해보험 진주지역단 통영지점 (죽림리,미래메디컬빌딩) (광도면 죽림리 1574-10 5층 KB손해보험 진주지역단 통영지점 (죽림리,미래메디컬빌딩))|||40706
매직카|거제장승포점|128.730402|34.871970|KB손해보험|055-682-0909|경남 거제시 능포로 92|||08:30~20:00|||||매직카 거제장승포점|(장승포동 348-5)|||40706
매직카|거창거창점|127.921199|35.686124|KB손해보험|055-945-0040|경남 거창군 거창읍 창동로 99|||08:30~19:00|||||매직카 거창거창점|(거창읍 대평리 1005-26)|||40706
매직카|고성고성점|128.320811|34.970817|KB손해보험|055-674-8271|경남 고성군 고성읍 남포로 88|||08:30~20:00|||||매직카 고성고성점|(고성읍 수남리 537-12)|||40706
매직카|김해구산점|128.867389|35.252305|KB손해보험|055-325-5592|경남 김해시 김해대로 1956|||08:00~19:00|||||매직카 김해구산점|(구산동 1083-11)|||40706
매직카|김해어방점|128.904183|35.228646|KB손해보험|055-336-9394|경남 김해시 김해대로 2535|||08:00~20:00|||||매직카 김해어방점|(어방동 1116-6)|||40706
매직카|김해장유점|128.799003|35.189240|KB손해보험|055-312-6789|경남 김해시 장유면 계동로 188|||09:00~21:00|||||매직카 김해장유점|(장유면 대청리 293-8)|||40706
매직카|밀양내이점|128.747530|35.502205|KB손해보험|055-355-5622|경남 밀양시 백민로11길 18|||08:30~19:00|||||매직카 밀양내이점|(내이동) (내이동 1587-3)|||40706
매직카|사천사천점|127.959354|35.053081|KB손해보험|055-854-0607|경남 사천시 사천읍 사천대로 1845|||08:30~19:00|||||매직카 사천사천점|(사천읍 수성리 340-2)|||40706
매직카|양산명동점|129.163837|35.404105|KB손해보험|055-366-2747|경남 양산시 서창로 31-2|||08:30~19:30|||||매직카 양산명동점|(명동,웅상탁구교실) (명동 736-38)|||40706
매직카|양산북부점|129.036376|35.346375|KB손해보험|055-383-7880|경남 양산시 북안남6길 23|||08:30~19:00|||||매직카 양산북부점|(북부동 484-1)|||40706
매직카|진주신안점|128.071397|35.181749|KB손해보험|055-742-8308|경남 진주시 신안로 40|||08:00~21:00|||||매직카 진주신안점|(신안동 31-11)|||40706
매직카|진주하대점|128.128309|35.187901|KB손해보험|055-758-7069|경남 진주시 남강로1425번길 3|||08:00~21:00|||||매직카 진주하대점|(하대동) (하대동 123-2)|||40706
매직카|창녕도천점|128.515776|35.434087|KB손해보험|055-536-0086|경남 창녕시 도천면 도천1길 6|||08:30~19:00|||||매직카 창녕도천점|(도천면 도천리 1026-10)|||40706
매직카|창원신월점|128.692247|35.227244|KB손해보험|055-262-7487|경남 창원시 의창구 상남로202번길 48|||08:00~19:00|||||매직카 창원신월점|(의창구 신월동 68-29)|||40706
매직카|창원중성점|128.573225|35.208978|KB손해보험|055-246-2550|경남 창원시 마산합포구 북성로 16|||09:00~20:00|||||매직카 창원중성점|(마산합포구 중성동 31-4)|||40706
매직카|창원팔용점|128.609368|35.257317|KB손해보험|055-299-3655|경남 창원시 의창구 사화로 11|||09:00~19:00|||||매직카 창원팔용점|(의창구 팔용동 164-6)|||40706
매직카|창원풍호점|128.707969|35.135884|KB손해보험|055-552-4494|경남 창원시 진해구 진해대로 1050|||08:00~21:00|||||매직카 창원풍호점|(진해구 풍호동 804-4)|||40706
매직카|통영광도점|128.419872|34.880499|KB손해보험|055-646-1289|경남 통영시 광도면 죽림2로 55-27|||08:00~19:00|||||매직카 통영광도점|(광도면 죽림리 1574-22)|||40706
KB손해보험|구미대물보상센터|128.347092|36.118197|KB손해보험|053-613-0501|경북 구미시 송정대로 73||||||||KB손해보험 구미대물보상센터|6층 구미대물보상센터 (송정동,kb빌딩) (송정동 73 6층 구미대물보상센터 (송정동,kb빌딩))|||40706
KB손해보험|구미보상센터|128.347120|36.118163|KB손해보험|054-459-2020|경북 구미시 송정대로 73||||||||KB손해보험 구미보상센터|6층 (송정동,KB손해보험빌딩) (송정동 73 KB손해보험빌딩 6층)|||40706
KB손해보험|안동대물보상센터|128.719834|36.563045|KB손해보험|054-613-0524|경북 안동시 경동로 568||||||||KB손해보험 안동대물보상센터|3층 (당북동,알리안츠생명빌딩) (당북동 333-3 알리안츠생명빌딩 3층)|||40706
KB손해보험|안동보상팀|0.|0.|KB손해보험||경북 안동시 경동로 568|||오전 9시~ 오후 6시|||||KB손해보험 안동보상팀|(당북동) 알리안츠생명빌딩 3층 (당북동 333-3 알리안츠 생명빌딩 3층)|||40706
KB손해보험|충청스마트대물보상센터|127.389767|36.359027|KB손해보험|042-330-2907|경북 포항시 남구 문예로 137||||||||KB손해보험 충청스마트대물보상센터|(해도동),KT&G 서대전지점 4층 (해도동 80-10,KT&G 서대전지점 4층)|||40706
KB손해보험|포항대물보상센터|129.341939|36.019736|KB손해보험|054-613-0500|경북 포항시 남구 대이로29번길 5||||||||KB손해보험 포항대물보상센터|(대잠동,덕원빌딩) (대잠동 1006-1 (덕원빌딩) 5층)|||40706
KB손해보험|포항보상센터|129.352961|36.021301|KB손해보험|054-613-0590|경북 포항시 남구 포스코대로 343||||||||KB손해보험 포항보상센터|(대도동,성림빌딩) 2층 (대도동 94-1 (성림빌딩) 2층)|||40706
KB손해보험|구미지역단|128.347116|36.118196|KB손해보험|054-459-2500|경북 구미시 송정대로 73|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 구미지역단|11층 구미지역단 (송정동,KB손해보험 구미빌딩) (송정동 73 KB손해보험 빌딩 11층)|||40706
KB손해보험|안동지역단|128.719834|36.563045|KB손해보험|054-851-2107|경북 안동시 경동로 568|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 안동지역단|5층 KB손해보험 안동지역단 (당북동,알리안츠생명빌딩) (당북동 333-3 알리안츠생명빌딩 5층 KB손해보험 안동지역단)|||40706
KB손해보험|포항지역단|129.352963|36.021298|KB손해보험|054-271-9101|경북 포항시 북구 포스코대로 260|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 포항지역단|2층 KB손해보험 포항지역단 (죽도동,한중빌딩) (북구 죽도동 645-1 번지 한중빌딩 2층)|||40706
KB손해보험|경북중앙지점|128.719834|36.563045|KB손해보험|054-851-2122|경북 안동시 경동로 568|||오전10시~오후4시(월~금)|||||KB손해보험 경북중앙지점|2층 KB손해보험 (당북동,알리안츠빌딩) (당북동 333-3 알리안츠빌딩 2층 KB손해보험)|||40706
KB손해보험|경북지점|128.347116|36.118196|KB손해보험|054-459-2520|경북 구미시 송정대로 73|||오전10시~오후4시(월~금)|||||KB손해보험 경북지점|9층 (송정동,KB손해보험구미빌딩) (송정동 73 KB손해보험구미빌딩 9층)|||40706
KB손해보험|경산지점|128.729431|35.834487|KB손해보험|053-819-5100|경북 경산시 대학로 63|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 경산지점|2층 KB손해보험 대구지역단 경산지점 (정평동) (정평동 138-1번지 킴스메디빌 2층 KB손해보험 대구지역단 경산지점)|||40706
KB손해보험|경주지점|129.214451|35.844948|KB손해보험|054-741-5550|경북 경주시 화랑로 125|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 경주지점|5층 KB손해보험 포항지역단 경주지점 (성동동,성동동KT빌딩) (성동동 386-6 KT빌딩 5층 KB손해보험 포항지역단 경주지점)|||40706
KB손해보험|구미TC지점|128.347033|36.118255|KB손해보험|054-459-2088|경북 구미시 송정대로 73||||||||KB손해보험 구미TC지점|KB손해보험빌딩,KB손해보험 구미TC지점 10층 (송정동,KB손해보험구미빌딩) (송정동 73번지 10층 (KB손해보험구미빌딩))|||40706
KB손해보험|구미중앙지점|128.347116|36.118196|KB손해보험|054-459-2540|경북 구미시 송정대로 73|||오전10시~오후4시(월~금)|||||KB손해보험 구미중앙지점|10층 KB손해보험 구미지역단 구미중앙지점 (송정동,KB손해보험구미빌딩) (송정동 73번지 KB손해보험구미빌딩 10층 KB손해보험 구미지역단 구미중앙지점)|||40706
KB손해보험|금오지점|128.347116|36.118196|KB손해보험|054-459-2921|경북 구미시 송정대로 73|||오전10시~오후4시(월~금)|||||KB손해보험 금오지점|9층 KB손해보험 구미지역단 금오지점 (송정동,KB손해보험구미빌딩) (송정동 73 KB손해보험구미빌딩 9층 KB손해보험 구미지역단 금오지점)|||40706
KB손해보험|김천지점|128.181702|36.114426|KB손해보험|054-433-4494|경북 김천시 혁신1로 50|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 김천지점|403호 KB손해보험 김천지점 (율곡동,율곡스퀘어 KTX) (율곡동 814 403호 KB손해보험 김천지점 (율곡동,율곡스퀘어 KTX))|||40706
KB손해보험|대구GA-5지점|129.359917|36.018570|KB손해보험|054-270-1792|경북 포항시 남구 포스코대로 329|||오전10시~오후4시(월~금)|||||KB손해보험 대구GA-5지점|6층 (상도동,서울빌딩) (상도동 10-1 서울빌딩 6층 )|||40706
KB손해보험|대해지점|129.352958|36.021301|KB손해보험|054-270-1600|경북 포항시 북구 포스코대로 260|||오전10시~오후4시(월~금)|||||KB손해보험 대해지점|4층 KB손해보험 포항지역단 대해지점 (죽도동,삼일상호저축은행) (죽도동 645-1 4층 KB손해보험 포항지역단 대해지점 (죽도동,삼일상호저축은행))|||40706
KB손해보험|상주지점|128.153467|36.417938|KB손해보험|054-533-8452|경북 상주시 삼백로 88|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 상주지점|대림다미아S 4층 KB손해보험 안동지역단 상주지점 (무양동) (무양동 281-4 대림다미아S 4층 KB손해보험 안동지역단 상주지점 (무양동))|||40706
KB손해보험|안동지점|128.719834|36.563045|KB손해보험|054-854-5114|경북 안동시 경동로 568|||오전10시~오후4시(월~금)|||||KB손해보험 안동지점|2층 KB손해보험 안동지역단 안동지점 (당북동) (당북동 333-3 알리안츠생명빌딩 2층 KB손해보험 안동지역단 안동지점)|||40706
KB손해보험|영일지점|129.352939|36.021274|KB손해보험|054-271-9250|경북 포항시 북구 포스코대로 260|||오전10시~오후4시(월~금)|||||KB손해보험 영일지점|3층 영일지점 (죽도동,삼일상호저축은행) (북구 죽도동 645-1 번지 삼일상호저축은행 3층)|||40706
KB손해보험|영주지점|128.625797|36.824511|KB손해보험|054-632-4408|경북 영주시 중앙로 106|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 영주지점|3층 KB손해보험 안동지역단 영주지점 (하망동,KB증권빌딩) (하망동 341-12번지 KB증권빌딩 3층)|||40706
KB손해보험|포항지점|129.352912|36.021279|KB손해보험|054-282-0207|경북 포항시 북구 포스코대로 260|||오전10시~오후4시(월~금)|||||KB손해보험 포항지점|3층 KB손해보험 포항지점 (죽도동,삼일상호저축은행) (죽도동 645-1 3층 KB손해보험 포항지점)|||40706
KB손해보험|형산지점|129.352963|36.021298|KB손해보험|054-281-6353|경북 포항시 북구 포스코대로 260|||오전10시~오후4시(월~금)|||||KB손해보험 형산지점|4층 KB손해보험 포항지역단 형산지점 (죽도동,삼일상호저축은행) (북구 죽도동 645-1 번지 삼일상호저축은행 4층)|||40706
매직카|경산계양점|128.756574|35.819285|KB손해보험|053-801-8204|경북 경산시 대학로 206|||09:00~20:00|||||매직카 경산계양점|(계양동) (계양동 269-13)|||40706
매직카|경산진량점|128.819128|35.876650|KB손해보험|053-854-0977|경북 경산시 진량읍 공단로 504|||08:30~20:00|||||매직카 경산진량점|(진량읍 신상리 675-1)|||40706
매직카|경주성건점|129.207155|35.850384|KB손해보험|054-777-3282|경북 경주시 금성로 366|||08:00~19:00|||||매직카 경주성건점|(성건동 652)|||40706
매직카|경주안강점|129.202790|35.995918|KB손해보험|054-762-4678|경북 경주시 안강읍 안강중앙로 22|||08:30~20:00|||||매직카 경주안강점|(안강읍 산대리 1529-4)|||40706
매직카|경주외동점|129.320336|35.729323|KB손해보험|054-775-2654|경북 경주시 외동읍 연안2길 3|||08:30~20:00|||||매직카 경주외동점|(외동읍 연안리 777-9)|||40706
매직카|경주용강점|129.225741|35.862014|KB손해보험|054-773-2767|경북 경주시 소금강로61번길 25|||08:30~20:00|||||매직카 경주용강점|(용강동 1336-2)|||40706
매직카|구미봉곡점|128.310879|36.151638|KB손해보험|054-444-3162|경북 구미시 봉곡로 146|||08:30~20:00|||||매직카 구미봉곡점|(봉곡동) (봉곡동 234-6)|||40706
매직카|구미선산점|128.304303|36.242174|KB손해보험|054-481-7471|경북 구미시 선산읍 선산대로 1425|||08:30~20:00|||||매직카 구미선산점|(선산읍 동부리 501)|||40706
매직카|구미오태점|128.350587|36.075899|KB손해보험|054-972-5109|경북 구미시 금오대로 353|||08:30~20:00|||||매직카 구미오태점|(오태동) (오태동 657-23)|||40706
매직카|구미옥계점|128.422066|36.135152|KB손해보험|054-475-7995|경북 구미시 산호대로32길 13|||08:30~20:00|||||매직카 구미옥계점|(옥계동) (옥계동 755-3)|||40706
매직카|구미원평점|128.352871|36.121232|KB손해보험|054-456-0805|경북 구미시 구미중앙로41길 4-3|||08:00~20:00|||||매직카 구미원평점|(원평동 1075)|||40706
매직카|구미인의점|128.425875|36.109264|KB손해보험|054-471-2700|경북 구미시 여헌로 86|||08:30~20:00|||||매직카 구미인의점|(인의동 337-12)|||40706
매직카|김천덕곡점|128.160733|36.112895|KB손해보험|054-432-4972|경북 김천시 농소면 영남대로 2132|||08:30~20:00|||||매직카 김천덕곡점|(월곡리) (농소면 월곡리 1297-4)|||40706
매직카|상주무양점|128.149824|36.407444|KB손해보험|054-531-0450|경북 상주시 경상대로 2915|||09:00~20:00|||||매직카 상주무양점|(낙양동) (낙양동 151)|||40706
매직카|상주화서점|127.953467|36.444741|KB손해보험|054-533-2066|경북 상주시 화서면 반송길 3|||08:30~20:00|||||매직카 상주화서점|(화서면 신봉리 123-23)|||40706
매직카|안동서후점|128.652447|36.587302|KB손해보험|054-852-4478|경북 안동시 서후면 서선길 179||||||||매직카 안동서후점|(서후면 명리 418-1)|||40706
매직카|영주영주점|128.615776|36.827397|KB손해보험|054-634-8989|경북 영주시 선비로 264|||08:30~20:00|||||매직카 영주영주점|(영주1동 491-5)|||40706
매직카|영천대창점|128.894868|35.878072|KB손해보험|054-336-7024||||08:00~19:00|||||매직카 영천대창점||||40706
매직카|영천완산점|128.933032|35.960204|KB손해보험|054-332-5103|경북 영천시 금완로 44|||08:30~20:00|||||매직카 영천완산점|(완산동 1105-3)|||40706
매직카|영천화산점|128.855835|36.018139|KB손해보험|054-335-3155|경북 영천시 화산면 장수로 925|||08:30~20:00|||||매직카 영천화산점|(화산면 유성리 497-1)|||40706
매직카|청도화양점|128.727525|35.649301|KB손해보험|054-371-1933|경북 청도군 화양읍 범곡길 1|||08:00~20:00|||||매직카 청도화양점|(화양읍 범곡리 414-3)|||40706
매직카|칠곡왜관점|128.421162|35.985628|KB손해보험|054-974-7062|경북 칠곡군 왜관읍 칠곡대로 1717-2|||08:30~20:00|||||매직카 칠곡왜관점|(왜관읍 삼청리 1019-71)|||40706
매직카|포항대도점|129.356342|36.010239|KB손해보험|054-272-5109|경북 포항시 남구 상공로 18|||08:30~20:00|||||매직카 포항대도점|(대도동 640-21)|||40706
매직카|포항동해점|129.429373|35.990663|KB손해보험|054-285-4114|경북 포항시 남구 동해면 동해안로 5790|||08:30~20:00|||||매직카 포항동해점|(남구 동해면 도구리 799-19)|||40706
매직카|포항연일점|129.352279|35.993761|KB손해보험|054-281-8844|경북 포항시 남구 연일읍 동문로 40-1|||08:30~19:00|||||매직카 포항연일점|(오천리) (연일읍 오천리 714-17)|||40706
매직카|포항장성점|129.390271|36.089155|KB손해보험|054-251-0951|경북 포항시 북구 장량주택로22번길 2|||08:30~20:00|||||매직카 포항장성점|(양덕동) (양덕동 694-2)|||40706
KB손해보험|광주고객센터|126.848886|35.156456|KB손해보험|062-220-1851|광주 서구 상무중앙로 110|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|||||KB손해보험 광주고객센터|우체국보험광주회관 11층 (치평동) (치평동 1213번지 우체국보험회관 11층)|||40706
KB손해보험|광주보상1센터|126.847493|35.145415|KB손해보험|062-610-6528|광주 서구 상무대로 760||||||||KB손해보험 광주보상1센터|광주광역시도시철도공사 8층 KB손해보험 (서창동 165-27 광주광역시도시철도공사 8층 KB손해보험)|||40706
KB손해보험|동광주대물보상센터|126.847766|35.145497|KB손해보험|062-610-6576|광주 서구 상무대로 760||||||||KB손해보험 동광주대물보상센터|1층 (마륵동,광주도시철도공사빌딩) (마륵동 165-27 1층 (마륵동,광주도시철도공사빌딩))|||40706
KB손해보험|동광주보상센터|126.912817|35.158739|KB손해보험|0000-0000-0000|광주 북구 중가로115번길 , 23||||||||KB손해보험 동광주보상센터|(중흥동 699-2번지 한국시멘트빌딩 8층)|||40706
KB손해보험|서광주대물보상센터|126.847495|35.145427|KB손해보험|062-610-6558|광주 서구 상무대로 760||||||||KB손해보험 서광주대물보상센터|1층 (마륵동,광주도시철도공사빌딩) (마륵동 165-27 광주도시철도공사빌딩 1층)|||40706
KB손해보험|서광주보상센터|126.848904|35.156580|KB손해보험|062-717-1531|광주 서구 상무중앙로 110||||||||KB손해보험 서광주보상센터|8층 KB손해보험 서광주보상센터 (치평동,우체국보험광주회관) (치평동 1213 8층 KB손해보험 서광주보상센터 (치평동,우체국보험광주회관))|||40706
KB손해보험|호남스마트대물보상센터|126.847672|35.145583|KB손해보험|062-610-6571|광주 서구 상무대로 760||||||||KB손해보험 호남스마트대물보상센터|(마륵동,광주광역시도시철도공사),1층 (마륵동 165-27 (광주광역시도시철도공사),1층)|||40706
KB손해보험|광주보상센터|126.847495|35.145415|KB손해보험|062-610-6528|광주 서구 상무대로 760|||▷ 평일 09:30~17:30　　　(점심시간:12:00~13:00)|||||KB손해보험 광주보상센터|9층 (마륵동,광주광역시도시철도공사) (마륵동 165-27 9층 (광주광역시도시철도공사))|||40706
KB손해보험|광주지역단|126.848911|35.156587|KB손해보험|062-380-1200|광주 서구 상무중앙로 110|||업무시간 : 09:30 ~18:00|||||KB손해보험 광주지역단|10층 KB손해보험 광주지역단 (치평동,우체국보험회관) (치평동 1213번지 우체국보험광주회관 10층 KB손해보험 광주지역단)|||40706
KB손해보험|호남GA지역단|126.848904|35.156580|KB손해보험|062-611-9813|광주 서구 상무중앙로 110|||업무시간 : 09:30 ~18:00|||||KB손해보험 호남GA지역단|11층 KB손해보험 호남GA지역단 (치평동,우체국보험광주회관) (치평동 1213 11층 KB손해보험 호남GA지역단 (치평동,우체국보험광주회관))|||40706
KB손해보험|광주명문지점|126.848831|35.154453|KB손해보험|062-370-9900|광주 서구 쌍촌로3번길 10-23|||오전10시~오후4시(월~금)|||||KB손해보험 광주명문지점|상무트윈스빌딩 B동 4층 (치평동 1216-2번지 상무트윈스빌딩 B동 4층)|||40706
KB손해보험|광주북부지점|126.848933|35.156552|KB손해보험|062-370-9800|광주 서구 상무중앙로 110|||오전10시~오후4시(월~금)|||||KB손해보험 광주북부지점|16층 광주북부지점 (치평동,우체국보험회관KB손해보험) (치평동 1213 우체국보험회관 16층 광주북부지점 )|||40706
KB손해보험|광주스타지점|126.848957|35.156591|KB손해보험|062-370-9700|광주 서구 상무중앙로 110|||오전10시~오후4시(월~금)|||||KB손해보험 광주스타지점|16층 KB손해보험 광주스타지점 (치평동,우체국보험회관) (치평동 1213 16층 KB손해보험 광주스타지점)|||40706
KB손해보험|광주중앙지점|126.848864|35.156578|KB손해보험|062-611-9200|광주 서구 상무중앙로 110|||오전10시~오후4시(월~금)|||||KB손해보험 광주중앙지점|9층 KB손해보험 광주중앙지점 (치평동 1213 우체국보험회관 9층 광주중앙지점)|||40706
