##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@경남은행
경남은행|하남미사역지점|127.192880|37.562096|경남은행|031-778-0040|경기도 하남시 미사강변동로 79||||||||경남은행 하남미사역지점|5층 503호~504호|||40205
경남은행|하단지점|128.965818|35.1065456|경남은행|051-205-2703~6|부산광역시 사하구 낙동남로 1409||||||||경남은행 하단지점|1층;정우M-Tower|||40205
경남은행|하대동지점|128.122314|35.1913401|경남은행|055-801-7391~3|경상남도 진주시 도동로 236||||||||경남은행 하대동지점||||40205
경남은행|하동지점|127.750830|35.0701651|경남은행|055-883-8535~8|경상남도 하동군 하동읍 중앙로 15||||||||경남은행 하동지점||||40205
경남은행|학성지점|129.341802|35.5587420|경남은행|052-293-8691~3|울산광역시 중구 화합로 362||||||||경남은행 학성지점||||40205
경남은행|한국항공우주산업지점|128.065502|35.0759484|경남은행|055-801-7400|경상남도 사천시 사남면 공단1로 78||||||||경남은행 한국항공우주산업지점|한국항공우주산업㈜ 내 복지동 2층|||40205
경남은행|한림기업금융지점|128.809277|35.2939351|경남은행|055-346-7315~8|경상남도 김해시 한림면 한림로 4||||||||경남은행 한림기업금융지점||||40205
경남은행|함안공단지점|128.312058|35.2898798|경남은행|055-585-8560~3|경상남도 함안군 군북면 함안산단1길 6||||||||경남은행 함안공단지점||||40205
경남은행|함안지점|128.408111|35.2732447|경남은행|055-583-5541~3|경상남도 함안군 가야읍 말산로 15||||||||경남은행 함안지점||||40205
경남은행|함양지점|127.727955|35.5204828|경남은행|055-962-6891~3|경상남도 함양군 함양읍 고운로 60||||||||경남은행 함양지점||||40205
경남은행|합성동지점|128.585563|35.2417737|경남은행|055-299-4102~5|경상남도 창원시 마산회원구 3·15대로 792||||||||경남은행 합성동지점||||40205
경남은행|합천지점|128.161237|35.5664725|경남은행|055-932-9783~5|경상남도 합천군 합천읍 충효로 70||||||||경남은행 합천지점||||40205
경남은행|해운대지점|129.148424|35.1579427|경남은행|051-743-7131~4|부산광역시 해운대구 해운대해변로 154||||||||경남은행 해운대지점|101호;마리나센터|||40205
경남은행|현풍지점|128.457391|35.6921376|경남은행|053-611-9970~3|대구광역시 달성군 현풍면 테크노중앙대로 243||||||||경남은행 현풍지점|타임스퀘어 112호|||40205
경남은행|호계지점|129.350898|35.6299712|경남은행|052-286-1063~6|울산광역시 북구 호계로 299||||||||경남은행 호계지점||||40205
경남은행|화봉동지점|129.366256|35.5886008|경남은행|052-288-3704~6|울산광역시 북구 화봉로 67||||||||경남은행 화봉동지점||||40205
경남은행|화전공단지점|128.882754|35.1116322|경남은행|051-941-7092~4|부산광역시 강서구 화전산단 6로 163||||||||경남은행 화전공단지점||||40205
경남은행|회원동지점|128.570332|35.2175416|경남은행|055-248-5342~4|경상남도 창원시 마산회원구 북성로 115||||||||경남은행 회원동지점||||40205
