##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@신용협동조합
진주교육대학신용협동조합|본점|128.067519|35.185917|신용협동조합|0557401420|경상남도 진주시 진양호로369번길 3||||||||진주교육대학신용협동조합 본점|(신안동)진주교육대학교신용협동조합|||40303
진주동명학교신용협동조합|본점|128.119885|35.2017|신용협동조합|055-7534393|경상남도 진주시 대신로 454-25||||||||진주동명학교신용협동조합 본점|(초전동)|||40303
현대위아주식회사신용협동조합|본점|128.688055|35.203767|신용협동조합|0552809031|경상남도 창원시 성산구 정동로 153||||||||현대위아주식회사신용협동조합 본점|(가음정동)현대위아 (주)신협|||40303
감포신용협동조합|본점|129.502134|35.805221|신용협동조합|054-744-3304|경상북도 경주시 감포읍감포로 125||||||||감포신용협동조합 본점||||40303
강구신용협동조합|본점|129.380315|36.356838|신용협동조합|0547334711|경상북도 영덕군 강구면나비산길 4||||||||강구신용협동조합 본점||||40303
경북오천신용협동조합|본점|129.412901|35.977562|신용협동조합|0542918700|경상북도 포항시 남구 오천읍정몽주로669번길 2||||||||경북오천신용협동조합 본점||||40303
경북오천신용협동조합|지점|129.416315|35.96631|신용협동조합|0542922009|경상북도 포항시 남구 오천읍장기로 1694||||||||경북오천신용협동조합 지점||||40303
경북오천신용협동조합|지점|129.403571|35.963591|신용협동조합|0542938100|경상북도 포항시 남구 오천읍원동로 4108호 오천신협 문덕지점 ||||||||경북오천신용협동조합 지점||||40303
경산신용협동조합|본점|128.735783|35.818905|신용협동조합|0538127781|경상북도 경산시 장산로23길 20||||||||경산신용협동조합 본점|(서상동)|||40303
경산신용협동조합|정평/지점|128.728262|35.833743|신용협동조합|0538128766|경상북도 경산시 대학로12길 6||||||||경산신용협동조합 정평/지점|(정평동,경산2차우방맨션)우방상가 7~8호|||40303
경산신용협동조합|사동/지점|128.75628|35.819472|신용협동조합|0538127761|경상북도 경산시 원효로 182||||||||경산신용협동조합 사동/지점|(사동)|||40303
경일신용협동조합|본점|128.818827|35.913796|신용협동조합|0538532631|경상북도 경산시 하양읍하양로 105-1||||||||경일신용협동조합 본점||||40303
경일신용협동조합|지점|128.745045|35.642277|신용협동조합|0543732555|경상북도 청도군 청도읍청화로 183-1||||||||경일신용협동조합 지점||||40303
고령신용협동조합|본점|128.265133|35.72778|신용협동조합|054-954-9100|경상북도 고령군 대가야읍왕릉로 98||||||||고령신용협동조합 본점||||40303
구룡포신용협동조합|본점|129.554235|35.990432|신용협동조합|054-276-3520|경상북도 포항시 남구 구룡포읍구룡포길 74||||||||구룡포신용협동조합 본점||||40303
구미신용협동조합|본점|128.333121|36.115325|신용협동조합|054-452-5451|경상북도 구미시 형곡로7길 5||||||||구미신용협동조합 본점|(형곡동)구미신용협동조합|||40303
구미신용협동조합|원평/지점|128.334854|36.12812|신용협동조합|054-457-5127|경상북도 구미시 역전로 19||||||||구미신용협동조합 원평/지점|(원평동)|||40303
구미신용협동조합|옥계/지점|128.424146|36.139364|신용협동조합|054-472-7100|경상북도 구미시 옥계북로 59||||||||구미신용협동조합 옥계/지점|(옥계동)엠파이어상가 103호|||40303
금오제일신용협동조합|본점|128.366357|36.033235|신용협동조합|0549743561|경상북도 칠곡군 약목면약목로 74||||||||금오제일신용협동조합 본점||||40303
금오제일신용협동조합|지점|128.346235|36.069161|신용협동조합|0549753562|경상북도 칠곡군 북삼읍인평중앙로 64||||||||금오제일신용협동조합 지점||||40303
기계신용협동조합|본점|129.209189|36.070319|신용협동조합|0542439647|경상북도 포항시 북구 기계면기계로 56||||||||기계신용협동조합 본점||||40303
김천신용협동조합|본점|128.115226|36.122353|신용협동조합|054-434-2601|경상북도 김천시 부곡중앙4길 32||||||||김천신용협동조합 본점|(부곡동)|||40303
김천신용협동조합|신음/지점|128.116898|36.134381|신용협동조합|054-434-3955|경상북도 김천시 부거리길 8||||||||김천신용협동조합 신음/지점|(신음동)|||40303
김천신용협동조합|황금/지점|128.124656|36.11786|신용협동조합|054-434-9366|경상북도 김천시 김천로 223||||||||김천신용협동조합 황금/지점|(황금동)|||40303
다인신용협동조합|본점|128.357029|36.448448|신용협동조합|054-861-5204|경상북도 의성군 다인면서릉1길 9||||||||다인신용협동조합 본점||||40303
대경신용협동조합|본점|128.490399|35.955831|신용협동조합|054-972-4780|경상북도 칠곡군 지천면신동로 167||||||||대경신용협동조합 본점||||40303
대경신용협동조합|지점|128.553249|35.983919|신용협동조합|054-976-4780|경상북도 칠곡군 동명면금암중앙길 51||||||||대경신용협동조합 지점||||40303
대동신용협동조합|본점|129.381754|36.065619|신용협동조합|054-248-6511|경상북도 포항시 북구 삼흥로18번길 25||||||||대동신용협동조합 본점|(두호동)대동신용협동조합 본점|||40303
대동신용협동조합|두호/지점|129.373764|36.066091|신용협동조합|054-256-5001|경상북도 포항시 북구 대곡로 52||||||||대동신용협동조합 두호/지점|(두호동)대동신협 창포지점|||40303
봉화신용협동조합|본점|128.740687|36.889706|신용협동조합|054-673-2612|경상북도 봉화군 봉화읍내성로 86||||||||봉화신용협동조합 본점||||40303
서라벌신용협동조합|본점|129.214108|35.844724|신용협동조합|054-743-1501|경상북도 경주시 동문로 6||||||||서라벌신용협동조합 본점|(성동동)|||40303
서라벌신용협동조합|충효/지점|129.181012|35.843737|신용협동조합|054-745-1501|경상북도 경주시 충효녹지길 96||||||||서라벌신용협동조합 충효/지점|(충효동)|||40303
성암신용협동조합|본점|128.738614|35.80329|신용협동조합|053-812-4555|경상북도 경산시 경청로 1097||||||||성암신용협동조합 본점|(백천동)|||40303
성주신용협동조합|본점|128.288986|35.918958|신용협동조합|054-933-5100|경상북도 성주군 성주읍성주읍1길 7-7||||||||성주신용협동조합 본점||||40303
안강신용협동조합|본점|129.225462|35.991133|신용협동조합|0547618600|경상북도 경주시 안강읍비화동길 11안강신협 ||||||||안강신용협동조합 본점||||40303
안동신용협동조합|본점|128.731659|36.5678|신용협동조합|054-859-1710|경상북도 안동시 태사2길 48||||||||안동신용협동조합 본점|(북문동) (안동신협)|||40303
안동중앙신용협동조합|본점|128.725882|36.566573|신용협동조합|054-857-5561|경상북도 안동시 서동문로 128||||||||안동중앙신용협동조합 본점|(대석동)안동중앙신협 본점|||40303
안동중앙신용협동조합|옥동/지점|128.700171|36.561501|신용협동조합|054-859-6671|경상북도 안동시 광명로 149||||||||안동중앙신용협동조합 옥동/지점|(옥동)안동중앙신협 옥동지점|||40303
안동행복신용협동조합|본점|128.751141|36.559975|신용협동조합|054-840-3100|경상북도 안동시 대안로 133||||||||안동행복신용협동조합 본점|(남문동)|||40303
안동행복신용협동조합|용상/지점|128.729255|36.565021|신용협동조합|054-859-4462|경상북도 안동시 경동로 861||||||||안동행복신용협동조합 용상/지점|(용상동)|||40303
안동행복신용협동조합|지점|128.57104|36.580479|신용협동조합|0548588443|경상북도 안동시 풍산읍풍산중앙길 142||||||||안동행복신용협동조합 지점||||40303
안동행복신용협동조합|송현/지점|36.57357|128.69342|신용협동조합|054-858-9915|경상북도 안동시 경동로 328||||||||안동행복신용협동조합 송현/지점|(송현동)|||40303
알찬신용협동조합|본점|128.624901|36.822568|신용협동조합|054-633-8904|경상북도 영주시 중앙로 84||||||||알찬신용협동조합 본점|(하망동)|||40303
압량신용협동조합|본점|128.759006|35.841234|신용협동조합|0538173632|경상북도 경산시 압량면부적길 14||||||||압량신용협동조합 본점||||40303
영덕신용협동조합|본점|129.366616|36.412474|신용협동조합|054-734-3898|경상북도 영덕군 영덕읍덕곡길 119||||||||영덕신용협동조합 본점||||40303
영덕신용협동조합|지점|36.539256|129.408934|신용협동조합|054-734-3833|경상북도 영덕군 영해면예주길 86-1북부지점 ||||||||영덕신용협동조합 지점||||40303
영일만신용협동조합|본점|129.348563|35.995456|신용협동조합|054-285-7589|경상북도 포항시 남구 연일읍철강로41번길 60영일만신협 ||||||||영일만신용협동조합 본점||||40303
영일만신용협동조합|지점|129.322669|36.006389|신용협동조합|054-278-4568|경상북도 포항시 남구 연일읍유강길17번길 26영일만신협 유강지점 ||||||||영일만신용협동조합 지점||||40303
영일만신용협동조합|두호/지점|36.06015|129.373652|신용협동조합|054-249-6633|경상북도 포항시 북구 두호로 43||||||||영일만신용협동조합 두호/지점|(두호동)영일만신협 영일대지점|||40303
영주영남신용협동조합|본점|128.620142|36.813492|신용협동조합|054-635-2100|경상북도 영주시 꽃동산로 42-1||||||||영주영남신용협동조합 본점|(가흥동)|||40303
영주영남신용협동조합|영주/지점|128.620432|36.82561|신용협동조합|054-633-7500|경상북도 영주시 구성로 386||||||||영주영남신용협동조합 영주/지점|(영주동)|||40303
영주장수신용협동조합|본점|128.579673|36.77608|신용협동조합|0546373642|경상북도 영주시 장수면장수로 63||||||||영주장수신용협동조합 본점||||40303
영천신용협동조합|본점|128.938646|35.963313|신용협동조합|054-331-3303|경상북도 영천시 시장로 76||||||||영천신용협동조합 본점|(완산동)|||40303
영천신용협동조합|야사/지점|128.931387|35.966592|신용협동조합|054-331-3304|경상북도 영천시 호국로 57-1||||||||영천신용협동조합 야사/지점|(야사동)영천신협 동부지점|||40303
예성신용협동조합|본점|128.386479|36.543713|신용협동조합|0546533212|경상북도 예천군 지보면지보로 162소화리 504-3||||||||예성신용협동조합 본점||||40303
예천한일신용협동조합|본점|128.452083|36.655396|신용협동조합|0546542456|경상북도 예천군 예천읍맛고을길 28-1||||||||예천한일신용협동조합 본점||||40303
왜관신용협동조합|본점|128.399185|35.991302|신용협동조합|054-971-0336|경상북도 칠곡군 왜관읍중앙로 183||||||||왜관신용협동조합 본점||||40303
왜관신용협동조합|지점|128.398938|35.995858|신용협동조합|054-972-6620|경상북도 칠곡군 왜관읍중앙로 233||||||||왜관신용협동조합 지점||||40303
왜관신용협동조합|지점|128.398484|35.982608|신용협동조합|054-972-8272|경상북도 칠곡군 왜관읍중앙로 83||||||||왜관신용협동조합 지점||||40303
왜관신용협동조합|지점|128.411522|36.078926|신용협동조합|054-977-3700|경상북도 칠곡군 석적읍유학로 18||||||||왜관신용협동조합 지점||||40303
의성신용협동조합|본점|128.695617|36.349945|신용협동조합|054-833-0172|경상북도 의성군 의성읍동서2길 23||||||||의성신용협동조합 본점||||40303
진보신용협동조합|본점|129.048541|36.524024|신용협동조합|0548742935|경상북도 청송군 진보면진보로 147진보신용협동조합 ||||||||진보신용협동조합 본점||||40303
청송신용협동조합|본점|128.896503|36.276006|신용협동조합|0548723601|경상북도 청송군 현서면구산동로 31청송신협 ||||||||청송신용협동조합 본점||||40303
춘양신용협동조합|본점|128.913082|36.941953|신용협동조합|0546722180|경상북도 봉화군 춘양면의양로4길 4||||||||춘양신용협동조합 본점||||40303
포항서부신용협동조합|본점|129.358238|36.031004|신용협동조합|054-283-4211|경상북도 포항시 북구 용당로 34-1||||||||포항서부신용협동조합 본점|(용흥동)포항서부신협|||40303
포항서부신용협동조합|용흥/지점|129.35095|36.041692|신용협동조합|054-249-2601|경상북도 포항시 북구 대안길 63||||||||포항서부신용협동조합 용흥/지점|(용흥동)포항서부신협우방지점|||40303
포항서부신용협동조합|항구/지점|129.374548|36.056277|신용협동조합|054-614-3601|경상북도 포항시 북구 학전로 38-1||||||||포항서부신용협동조합 항구/지점|(항구동)포항서부신협 항구지점|||40303
포항신용협동조합|본점|129.364564|36.035038|신용협동조합|054-244-8111|경상북도 포항시 북구 중앙로245번길 8||||||||포항신용협동조합 본점|(죽도동)포항신협|||40303
포항신용협동조합|해도/지점|129.372223|36.027084|신용협동조합|054-283-4581|경상북도 포항시 남구 해동로 85-1||||||||포항신용협동조합 해도/지점|(해도동)포항신협 (동부지점)|||40303
포항신용협동조합|효자/지점|129.331459|36.008561|신용협동조합|054-272-4380|경상북도 포항시 남구 효자동길6번길 13||||||||포항신용협동조합 효자/지점|(효자동)포항신협 (남부지점)|||40303
포항제일신용협동조합|본점|129.366595|36.036713|신용협동조합|054-241-1151|경상북도 포항시 북구 칠성로 35||||||||포항제일신용협동조합 본점|(남빈동)|||40303
풍양신용협동조합|본점|128.302344|36.508322|신용협동조합|054-6538727|경상북도 예천군 풍양면낙상2길 38풍양신협 ||||||||풍양신용협동조합 본점||||40303
풍천신용협동조합|본점|128.466051|36.542132|신용협동조합|054-853-2088|경상북도 안동시 풍천면구담배나들길 7||||||||풍천신용협동조합 본점||||40303
호명신용협동조합|본점|128.469541|36.593914|신용협동조합|054-652-5237|경상북도 예천군 호명면오천길 14||||||||호명신용협동조합 본점||||40303
경북건축사신용협동조합|본점|128.501522|36.572997|신용협동조합|054-843-9375|경상북도 안동시 풍천면천년숲서로 7-19||||||||경북건축사신용협동조합 본점|(512호)|||40303
안동성소병원신용협동조합|본점|128.722961|36.567245|신용협동조합|054-850-8230|경상북도 안동시 서동문로 99||||||||안동성소병원신용협동조합 본점|(금곡동)안동성소병원 신용협동조합|||40303
티씨씨신용협동조합|본점|129.372046|35.987713|신용협동조합|0542891152|경상북도 포항시 남구 괴동로 100||||||||티씨씨신용협동조합 본점|(장흥동)|||40303
한전기술신용협동조합|본점|127.110068|37.296933|신용협동조합|054-421-4900|경상북도 김천시 혁신로 269||||||||한전기술신용협동조합 본점|(율곡동)6-1486 (율곡동 한국전력기술 (주))|||40303
계림신용협동조합|본점|126.92359|35.158323|신용협동조합|062-223-4095|광주광역시 동구 계림로 53||||||||계림신용협동조합 본점|(계림동)|||40303
광주관음신용협동조합|본점|126.913035|35.149845|신용협동조합|062--224-1883|광주광역시 동구 충장로46번길 7||||||||광주관음신용협동조합 본점|(충장로4가)관음사신협|||40303
광주동부신용협동조합|본점|126.933674|35.127292|신용협동조합|062-227-1134|광주광역시 동구 남문로 689||||||||광주동부신용협동조합 본점|(학동)씨엠맘삼성메디타워 1층 102호 (학동)|||40303
광주동부신용협동조합|학동/지점|126.93397|35.132112|신용협동조합|062-223-2500|광주광역시 동구 의재로 58||||||||광주동부신용협동조합 학동/지점|(학동)|||40303
광주문화신용협동조합|본점|126.862565|35.206426|신용협동조합|062-576-4150|광주광역시 북구 첨단연신로91번길 20-4||||||||광주문화신용협동조합 본점|(신용동)|||40303
광주문화신용협동조합|양산/지점|126.88048|35.210674|신용협동조합|062-573-4150|광주광역시 북구 양산로 55||||||||광주문화신용협동조합 양산/지점|(양산동) (양산동)|||40303
광주문화신용협동조합|운암/지점|126.876828|35.178246|신용협동조합|062-528-4150|광주광역시 북구 북문대로 89||||||||광주문화신용협동조합 운암/지점|(운암동) (운암동)|||40303
광주문화신용협동조합|매곡/지점|126.898133|35.187628|신용협동조합|062-572-4150|광주광역시 북구 설죽로315번길 1||||||||광주문화신용협동조합 매곡/지점|(매곡동)|||40303
광주문화신용협동조합|신용/지점|126.862565|35.206426|신용협동조합|062-576-4150|광주광역시 북구 첨단연신로91번길 20-4||||||||광주문화신용협동조합 신용/지점|(신용동)|||40303
광주문화신용협동조합|문흥/지점|126.923076|35.185366|신용협동조합|062-266-4150|광주광역시 북구 문산로 38||||||||광주문화신용협동조합 문흥/지점|(문흥동)|||40303
광주문화신용협동조합|운암/지점|126.87122|35.183125|신용협동조합|062-513-4150|광주광역시 북구 북문대로 167||||||||광주문화신용협동조합 운암/지점|(운암동) (운암동) 그랑시아웨딩홀 1층|||40303
광주미래신용협동조합|본점|126.867353|35.185645|신용협동조합|062-513-0220|광주광역시 북구 북문대로 153||||||||광주미래신용협동조합 본점|(운암동)|||40303
광주미래신용협동조합|동천/지점|126.869133|35.171191|신용협동조합|062-515-0070|광주광역시 서구 유림로98번길 47||||||||광주미래신용협동조합 동천/지점|(동천동)|||40303
광주신안신용협동조합|본점|126.896556|35.170563|신용협동조합|062-528-7295|광주광역시 북구 서암대로 112||||||||광주신안신용협동조합 본점|(신안동)|||40303
광주신우신용협동조합|본점|126.890132|35.142856|신용협동조합|062-364-6103|광주광역시 남구 군분로 110||||||||광주신우신용협동조합 본점|(월산동)광주신우신협|||40303
광주신우신용협동조합|화정/지점|126.873603|35.140838|신용협동조합|062-372-7611|광주광역시 서구 염화로65번길 2||||||||광주신우신용협동조합 화정/지점|(화정동)|||40303
광주신우신용협동조합|쌍촌/지점|126.862614|35.15109|신용협동조합|062-371-8090|광주광역시 서구 상무대로 918||||||||광주신우신용협동조합 쌍촌/지점|(쌍촌동)|||40303
광주신우신용협동조합|치평/지점|126.848721|35.155435|신용협동조합|062-374-0900|광주광역시 서구 상무중앙로 96||||||||광주신우신용협동조합 치평/지점|(치평동)|||40303
광주신우신용협동조합|주월/지점|126.901913|35.132561|신용협동조합|062-652-6103|광주광역시 남구 봉선로 8||||||||광주신우신용협동조합 주월/지점|(주월동)102,103호|||40303
광주어룡신용협동조합|본점|126.792814|35.139026|신용협동조합|062-944-8852|광주광역시 광산구 송정로 15||||||||광주어룡신용협동조합 본점|(송정동)광주어룡신협|||40303
광주어룡신용협동조합|소촌/지점|126.793547|35.15103|신용협동조합|062-720-8820|광주광역시 광산구 소촌로 85||||||||광주어룡신용협동조합 소촌/지점|(소촌동)광주어룡신협 소촌지점|||40303
광주어룡신용협동조합|수완/지점|126.82846|35.190428|신용협동조합|062-720-8830|광주광역시 광산구 수완로 59||||||||광주어룡신용협동조합 수완/지점|(수완동) (수완동 1454,수완지구대 건너편)|||40303
광주어룡신용협동조합|산정/지점|126.802347|35.176517|신용협동조합|062-720-8850|광주광역시 광산구 용아로379번길 35||||||||광주어룡신용협동조합 산정/지점|(산정동) (산정동 1045,홈플러스 맞은편)|||40303
광주어룡신용협동조합|운남/지점|126.813595|35.175385|신용협동조합|062-223-9696|광주광역시 광산구 임방울대로165번길 69-16||||||||광주어룡신용협동조합 운남/지점|(운남동)천지연 사우나 부근|||40303
광주와이신용협동조합|본점|126.849179|35.146169|신용협동조합|0622326137|광주광역시 서구 마륵복개로 91||||||||광주와이신용협동조합 본점|(마륵동)|||40303
광주와이신용협동조합|금호/지점|126.855419|35.132267|신용협동조합|062-368-2101|광주광역시 서구 금화로 40||||||||광주와이신용협동조합 금호/지점|(금호동)|||40303
광주우리신용협동조합|본점|126.863092|35.158004|신용협동조합|062-375-9110|광주광역시 서구 상일로 38||||||||광주우리신용협동조합 본점|(쌍촌동),1층|||40303
광주우리신용협동조합|풍암/지점|126.866141|35.12084|신용협동조합|062-363-9110|광주광역시 서구 풍금로 6||||||||광주우리신용협동조합 풍암/지점|(풍암동),1층|||40303
광주웨슬리신용협동조합|본점|126.908621|35.133699|신용협동조합|062-676-6568|광주광역시 남구 대남대로 151||||||||광주웨슬리신용협동조합 본점|(주월동)광주웨슬리신협1층|||40303
광주웨슬리신용협동조합|진월/지점|126.898013|35.118165|신용협동조합|062-676-6569|광주광역시 남구 서문대로 670||||||||광주웨슬리신용협동조합 진월/지점|(진월동)동국빌딩1층 105호|||40303
광주웨슬리신용협동조합|금호/지점|126.858247|35.131903|신용협동조합|062-653-6568|광주광역시 서구 금화로 88||||||||광주웨슬리신용협동조합 금호/지점|(금호동)국승빌딩 1층 105호.106호|||40303
광주중부신용협동조합|본점|126.880351|35.16433|신용협동조합|062-363-3685|광주광역시 서구 죽봉대로119번길 10||||||||광주중부신용협동조합 본점|(광천동)|||40303
광주중부신용협동조합|치평/지점|126.847776|35.158311|신용협동조합|062-447-8585|광주광역시 서구 치평로 124||||||||광주중부신용협동조합 치평/지점|(치평동)케이원오피스타운 114호|||40303
광주중앙신용협동조합|본점|126.915724|35.15257|신용협동조합|062--525-9900|광주광역시 동구 제봉로 208||||||||광주중앙신용협동조합 본점|(대인동)|||40303
광주중앙신용협동조합|매곡/지점|126.894203|35.187591|신용협동조합|062--224-5506|광주광역시 북구 서하로 125||||||||광주중앙신용협동조합 매곡/지점|(매곡동)광주중앙신협 북부지점|||40303
광주향림신용협동조합|본점|126.851417|35.146469|신용협동조합|062-375-7655|광주광역시 서구 마륵복개로150번길 22||||||||광주향림신용협동조합 본점|(치평동)|||40303
남광주신용협동조합|본점|126.903921|35.143622|신용협동조합|1688-6385|광주광역시 남구 중앙로 52||||||||남광주신용협동조합 본점|(서동)남광주신협|||40303
남광주신용협동조합|진월/지점|126.898288|35.122092|신용협동조합|1688-6385|광주광역시 남구 서문대로 691||||||||남광주신용협동조합 진월/지점|(진월동)1층 남광주신협 진월지점|||40303
남광주신용협동조합|봉선/지점|126.909427|35.123895|신용협동조합|1688-6385|광주광역시 남구 봉선로 127||||||||남광주신용협동조합 봉선/지점|(봉선동,솔뫼 REX-K1)봉선지점|||40303
남광주신용협동조합|진월/지점|126.897627|35.12485|신용협동조합|1688-6385|광주광역시 남구 서문대로 735||||||||남광주신용협동조합 진월/지점|(진월동)진월푸른길지점|||40303
두암신용협동조합|본점|126.923502|35.170864|신용협동조합|062-263-0136|광주광역시 북구 서방로 101||||||||두암신용협동조합 본점|(두암동)|||40303
두암신용협동조합|두암/지점|126.932886|35.165681|신용협동조합|062-264-1232|광주광역시 북구 밤실로 210||||||||두암신용협동조합 두암/지점|(두암동)|||40303
두암신용협동조합|신용/지점|126.864029|35.207012|신용협동조합|062-572-9511|광주광역시 북구 첨단연신로 101||||||||두암신용협동조합 신용/지점|(신용동)|||40303
방림신용협동조합|본점|126.921225|35.134369|신용협동조합|062-672-1986|광주광역시 남구 큰방림길 7||||||||방림신용협동조합 본점|(방림동)|||40303
방림신용협동조합|학동/지점|126.921217|35.143625|신용협동조합|062-222-8920|광주광역시 동구 남문로 714||||||||방림신용협동조합 학동/지점|(학동)|||40303
방림신용협동조합|양림/지점|126.917153|35.137781|신용협동조합|062-652-1527|광주광역시 남구 양림로 74||||||||방림신용협동조합 양림/지점|(양림동)|||40303
방림신용협동조합|봉선/지점|126.913762|35.127969|신용협동조합|062-676-5607|광주광역시 남구 봉선1로 82||||||||방림신용협동조합 봉선/지점|(봉선동)|||40303
방림신용협동조합|봉선/지점|126.913882|35.122785|신용협동조합|062-233-1986|광주광역시 남구 봉선로 168||||||||방림신용협동조합 봉선/지점|(봉선동)|||40303
북광주신용협동조합|본점|126.898009|35.203695|신용협동조합|0625728166|광주광역시 북구 설죽로 499||||||||북광주신용협동조합 본점|(일곡동) (일곡동)|||40303
북동신용협동조합|본점|126.910289|35.155036|신용협동조합|0625212101|광주광역시 북구 금재로36번길 64||||||||북동신용협동조합 본점|(북동)북동 236-2|||40303
북동신용협동조합|치평/지점|126.914295|35.153027|신용협동조합|062-384-0825|광주광역시 서구 상무중앙로 35||||||||북동신용협동조합 치평/지점|(치평동)1층|||40303
비아신용협동조합|본점|126.837388|35.211871|신용협동조합|062-972-1222|광주광역시 광산구 월계로 122||||||||비아신용협동조합 본점|(월계동)1층|||40303
비아신용협동조합|장덕/지점|126.81451|35.190407|신용협동조합|062-961-3366|광주광역시 광산구 풍영로 214||||||||비아신용협동조합 장덕/지점|(장덕동)1층|||40303
비아신용협동조합|신가/지점|126.835854|35.185328|신용협동조합|062-955-1225|광주광역시 광산구 수등로 245||||||||비아신용협동조합 신가/지점|(신가동)1층|||40303
비아신용협동조합|쌍암/지점|126.852566|35.216461|신용협동조합|062-973-1222|광주광역시 광산구 첨단강변로 97||||||||비아신용협동조합 쌍암/지점|(쌍암동)|||40303
빛고을신용협동조합|본점|126.915983|35.146218|신용협동조합|062-222-8536|광주광역시 동구 서석로 23-17||||||||빛고을신용협동조합 본점|(불로동)|||40303
샘신용협동조합|본점|126.917587|35.133176|신용협동조합|062-652-2208|광주광역시 남구 용대로 189||||||||샘신용협동조합 본점|(방림동)|||40303
샘신용협동조합|봉선/지점|126.909023|35.128796|신용협동조합|062-654-2208|광주광역시 남구 봉선중앙로 89||||||||샘신용협동조합 봉선/지점|(봉선동)|||40303
서광신용협동조합|본점|126.903484|35.161708|신용협동조합|062-521-1345|광주광역시 북구 태봉로 41||||||||서광신용협동조합 본점|(임동)|||40303
양동행복신용협동조합|본점|126.902073|35.154635|신용협동조합|062-366-0013|광주광역시 서구 천변좌로 238||||||||양동행복신용협동조합 본점|(양동)|||40303
양동행복신용협동조합|농성/지점|126.85901|35.116977|신용협동조합|062-454-5513|광주광역시 서구 화정로 255||||||||양동행복신용협동조합 농성/지점|(농성동)|||40303
우산신용협동조합|본점|126.808079|35.16311|신용협동조합|062--955-4800|광주광역시 광산구 임방울대로 328||||||||우산신용협동조합 본점|(수완동)1층 수완본점|||40303
우산신용협동조합|신창/지점|126.837389|35.19201|신용협동조합|062--955-4800|광주광역시 광산구 신창로 76||||||||우산신용협동조합 신창/지점|(신창동)|||40303
우산신용협동조합|수완/지점|126.82394|35.189046|신용협동조합|062--955-4800|광주광역시 광산구 임방울대로 328||||||||우산신용협동조합 수완/지점|(수완동)|||40303
우산신용협동조합|신가/지점|126.817302|35.180091|신용협동조합|062--955-4800|광주광역시 광산구 임방울대로 209||||||||우산신용협동조합 신가/지점|(신가동)|||40303
입하신용협동조합|본점|126.879141|35.105129|신용협동조합|062-674-0178|광주광역시 남구 송암로24번길 4||||||||입하신용협동조합 본점|(송하동)|||40303
중흥신용협동조합|본점|126.911158|35.170868|신용협동조합|062-524-2550|광주광역시 북구 우치로 35||||||||중흥신용협동조합 본점|(중흥동)|||40303
중흥신용협동조합|양산/지점|126.873851|35.211056|신용협동조합|062-526-2550|광주광역시 북구 하서로 403||||||||중흥신용협동조합 양산/지점|(양산동)|||40303
침광신용협동조합|본점|126.936231|35.120182|신용협동조합|062-234-5464|광주광역시 동구 남문로 553||||||||침광신용협동조합 본점|(용산동)|||40303
화정신용협동조합|본점|126.875089|35.142465|신용협동조합|0623727711|광주광역시 서구 월드컵4강로 60||||||||화정신용협동조합 본점|(화정동)1층|||40303
광주YWCA신용협동조합|유동/지점|126.905159|35.159825|신용협동조합|062--521-4865|광주광역시 북구 중가로 43||||||||광주YWCA신용협동조합 유동/지점|(유동) (유동)|||40303
광주YWCA신용협동조합|본점|126.909444|35.126795|신용협동조합|062--676-1971|광주광역시 남구 봉선로79번길 31||||||||광주YWCA신용협동조합 본점|(봉선동) (봉선동)|||40303
광주개인택시신용협동조합|본점|126.911766|35.189076|신용협동조합|0625240590|광주광역시 북구 하서로 570-6||||||||광주개인택시신용협동조합 본점|(본촌동)|||40303
광주개인택시신용협동조합|용봉/지점|126.898904|35.182194|신용협동조합|062-524-0590|광주광역시 북구 운용로 79||||||||광주개인택시신용협동조합 용봉/지점|(용봉동)1층 광주개인택시신협|||40303
광주건축사신용협동조합|본점|126.911514|35.163907|신용협동조합|0625278890|광주광역시 북구 무등로 255||||||||광주건축사신용협동조합 본점|(중흥동)|||40303
광주교회신용협동조합|본점|126.896089|35.191983|신용협동조합|062-571-2028|광주광역시 북구 설죽로355번길 32-10||||||||광주교회신용협동조합 본점|(매곡동)|||40303
광주약사신용협동조합|본점|126.895157|35.15161|신용협동조합|0623620083|광주광역시 남구 경열로 80||||||||광주약사신용협동조합 본점|(월산동)광주약사신협|||40303
광주원광신용협동조합|본점|126.918792|35.14949|신용협동조합|1599-4474|광주광역시 동구 예술길 26||||||||광주원광신용협동조합 본점|(궁동) (궁동)|||40303
광주원광신용협동조합|금호/지점|126.859503|35.135001|신용협동조합|062-383-4474|광주광역시 서구 운천로 26-1||||||||광주원광신용협동조합 금호/지점|(금호동) (금호동)|||40303
광주원광신용협동조합|풍암/지점|126.88225|35.122002|신용협동조합|062-653-4474|광주광역시 서구 풍암2로 67||||||||광주원광신용협동조합 풍암/지점|(풍암동) (풍암동)|||40303
광주의사신용협동조합|본점|126.906678|35.163744|신용협동조합|062-529-6669|광주광역시 북구 무등로218번길 25||||||||광주의사신용협동조합 본점|(신안동)광주의사신협|||40303
