##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대해상
현대해상화재보험|호반지점|127.720861608772|37.86751738589749|현대해상|033-252-5403|강원 춘천시 방송길 104||||||||현대해상화재보험 호반지점|스카이원빌딩 8층|||40703
현대해상화재보험|제천지점|128.2210112227|37.1515580813|현대해상|043-648-6400|충북 제천시 청전대로 216|충북 제천시 장락동 849|||||||현대해상화재보험 제천지점|8층;8층|||40703
현대해상화재보험|속초지점|128.572160302977|38.1971077986395|현대해상|033-633-3575|강원 속초시 청대로 343||||||||현대해상화재보험 속초지점|2층|||40703
현대해상화재보험|강릉지점|128.899275|37.758881|현대해상|033-648-2040|강원 강릉시 옥가로 27||||||||현대해상화재보험 강릉지점|산림조합건물 3층|||40703
현대해상화재보험|동해지점|129.11297014476|37.5238698193369|현대해상|033-533-4456|강원 동해시 천곡로 71|강원 동해시 천곡동 802-3|||||||현대해상화재보험 동해지점|7층;흥국생명빌딩 7층|||40703
현대해상화재보험|삼척지점|129.16727768843168|37.447429205340086|현대해상|033-574-2021|강원 삼척시 중앙로 270||||||||현대해상화재보험 삼척지점|2층|||40703
현대해상화재보험|수원중앙지점|127.030861544449|37.2615477832094|현대해상|031-230-0952|경기 수원시 권선구 효원로 268||||||||현대해상화재보험 수원중앙지점|현대해상빌딩 4층|||40703
현대해상화재보험|동수원지점|127.030861544449|37.2615477832094|현대해상|031-230-0900|경기 수원시 권선구 효원로 268|경기 수원시 권선구 권선동 1014|||||||현대해상화재보험 동수원지점|현대해상빌딩 11층;현대해상빌딩 11층|||40703
현대해상화재보험|오산지점|127.07480557709|37.1485046991901|현대해상|031-376-0522|경기 오산시 성호대로 122||||||||현대해상화재보험 오산지점|메디칼프라자 6층|||40703
현대해상화재보험|대구제일지점|128.560797027703|35.8585579629308|현대해상|053-650-0652|대구 달서구 달구벌대로 1790||||||||현대해상화재보험 대구제일지점|18층 대구제일지점|||40703
현대해상화재보험|대구지점|128.560797027703|35.8585579629308|현대해상|053-650-0300|대구 달서구 달구벌대로 1790|대구 달서구 두류동 135-13|||||||현대해상화재보험 대구지점|17층;현대해상빌딩 17층|||40703
현대해상화재보험|대구강북지점|128.56408699415567|35.943204579886014|현대해상|053-322-8602|대구 북구 학정로 432|대구 북구 구암동 765-4|||||||현대해상화재보험 대구강북지점|2층;DN트윈스빌딩 2층|||40703
현대해상화재보험|대성지점|128.560797027703|35.8585579629308|현대해상|053-650-0340|대구 달서구 달구벌대로 1790|대구 달서구 두류동 135-13|||||||현대해상화재보험 대성지점|17층;현대해상빌딩 17층|||40703
현대해상화재보험|대구남지점|128.5393214502569|35.81778206945678|현대해상|053-636-1570|대구 달서구 월배로 63|대구 달서구 진천동 607-2|||||||현대해상화재보험 대구남지점|태양빌딩 2층;태양빌딩 2층|||40703
현대해상화재보험|구미제일지점|128.348507644963|36.1167882717934|현대해상|054-456-3782|경북 구미시 송정대로 92|경북 구미시 송정동 457-4|||||||현대해상화재보험 구미제일지점|2층;그랜드빌딩 2층|||40703
현대해상화재보험|신구미지점|128.348507644963|36.1167882717934|현대해상|054-457-2747|경북 구미시 송정대로 92||||||||현대해상화재보험 신구미지점|6층|||40703
현대해상화재보험|김천지점|128.11078885096|36.1253156862703|현대해상|054-433-7840|경북 김천시 김천로 74||||||||현대해상화재보험 김천지점|3층|||40703
현대해상화재보험|구미지점|128.348507644963|36.1167882717934|현대해상|054-458-0130|경북 구미시 송정대로 92|경북 구미시 송정동 457-4|||||||현대해상화재보험 구미지점|6층;그랜드빌딩 6층|||40703
현대해상화재보험|상주지점|128.159665646516|36.4190529035345|현대해상|054-535-2797|경북 상주시 삼백로 143|경북 상주시 서성동 26-4|||||||현대해상화재보험 상주지점|6층;6층|||40703
현대해상화재보험|포항남지점|129.361050100243|36.0169391718866|현대해상|054-277-8221|경북 포항시 남구 포스코대로 346||||||||현대해상화재보험 포항남지점|6층|||40703
현대해상화재보험|형산지점|129.361050100243|36.0169391718866|현대해상|054-277-8233|경북 포항시 남구 포스코대로 346|경북 포항시 남구 대도동 135-19|||||||현대해상화재보험 형산지점|7층;KT빌딩 7층|||40703
현대해상화재보험|경주지점|129.214467889564|35.8448451621585|현대해상|054-772-3878|경북 경주시 화랑로 125||||||||현대해상화재보험 경주지점|2층|||40703
현대해상화재보험|영일지점|129.361050100243|36.0169391718866|현대해상|054-274-3134|경북 포항시 남구 포스코대로 346||||||||현대해상화재보험 영일지점|7층|||40703
현대해상화재보험|영천지점|128.9315189|35.963054|현대해상|054-333-5778|경북 영천시 천문로 277||||||||현대해상화재보험 영천지점|스타빌딩 4층|||40703
현대해상화재보험|경산지점|128.727466943677|35.8338532470052|현대해상|053-811-5335|경북 경산시 대학로 44|경북 경산시 정평동 206-14|||||||현대해상화재보험 경산지점|청호빌딩 3층;청호빌딩 3층|||40703
현대해상화재보험|동대구지점|128.62708187922|35.8582712048628|현대해상|053-742-8032|대구 수성구 달구벌대로 2418||||||||현대해상화재보험 동대구지점|8층|||40703
현대해상화재보험|범어지점|128.62708187922|35.8582712048628|현대해상|053-744-2051|대구 수성구 달구벌대로 2418|대구 수성구 범어동 190-2|||||||현대해상화재보험 범어지점|8층;8층|||40703
현대해상화재보험|대구중앙지점|128.560797027703|35.8585579629308|현대해상|053-650-1340|대구 달서구 달구벌대로 1790|대구 달서구 두류동 135-13|||||||현대해상화재보험 대구중앙지점|16층;현대해상빌딩 16층|||40703
현대해상화재보험|광장지점|128.560797027703|35.8585579629308|현대해상|053-650-0521|대구 달서구 달구벌대로 1790|대구 달서구 두류동 135-13|||||||현대해상화재보험 광장지점|16층;현대해상빌딩 16층|||40703
현대해상화재보험|동래지점|129.080421557557|35.1879807458945|현대해상|051-863-6940|부산 연제구 중앙대로 1125|부산 연제구 연산동 1124-3|||||||현대해상화재보험 동래지점|시티타워 9층;시티타워 9층|||40703
현대해상화재보험|수영지점|129.080421557557|35.1879807458945|현대해상|051-761-5760|부산 연제구 중앙대로 1125||||||||현대해상화재보험 수영지점|시티타워 10층|||40703
현대해상화재보험|금정지점|129.080421557557|35.1879807458945|현대해상|051-864-2722|부산 연제구 중앙대로 1125||||||||현대해상화재보험 금정지점|시티타워 10층|||40703
현대해상화재보험|김해지점|128.882673681587|35.2289375081322|현대해상|055-332-1470|경남 김해시 가락로 26||||||||현대해상화재보험 김해지점|9층|||40703
현대해상화재보험|김해중앙지점|128.882673681587|35.2289375081322|현대해상|055-325-2121|경남 김해시 가락로 26||||||||현대해상화재보험 김해중앙지점|9층|||40703
현대해상화재보험|양산지점|129.026766462101|35.3380533213798|현대해상|055-385-5797|경남 양산시 강변로 438|경남 양산시 중부동 685-7|||||||현대해상화재보험 양산지점|704호;크리스탈타워 7층|||40703
현대해상화재보험|대광지점|129.041865721862|35.1182245176602|현대해상|051-960-1311|부산 동구 중앙대로 240||||||||현대해상화재보험 대광지점|11층|||40703
현대해상화재보험|신선지점|129.041865721862|35.1182245176602|현대해상|051-960-1700|부산 동구 중앙대로 240||||||||현대해상화재보험 신선지점|12층|||40703
현대해상화재보험|동백지점|129.041865721862|35.1182245176602|현대해상|051-960-1280|부산 동구 중앙대로 240||||||||현대해상화재보험 동백지점|10층|||40703
현대해상화재보험|연제지점|129.080421557557|35.1879807458945|현대해상|051-633-3971|부산 연제구 중앙대로 1125|부산 연제구 연산동 1124-3|||||||현대해상화재보험 연제지점|시티타워 9층;시티타워 9층|||40703
현대해상화재보험|해운대지점|129.080421557557|35.1879807458945|현대해상|051-642-5080|부산 연제구 중앙대로 1125||||||||현대해상화재보험 해운대지점|시티타워 9층|||40703
현대해상화재보험|서귀포지점|126.567335322245|33.2483913816364|현대해상|064-762-2273|제주 서귀포시 중정로 104|제주 서귀포시 서귀동 209-10|||||||현대해상화재보험 서귀포지점|3층;3층|||40703
현대해상화재보험|행운지점|126.482399428256|33.4881174320107|현대해상|064-744-6147|제주 제주시 도령로 33||||||||현대해상화재보험 행운지점|8층|||40703
현대해상화재보험|백록지점|126.482399428256|33.4881174320107|현대해상|064-749-6767|제주 제주시 도령로 33||||||||현대해상화재보험 백록지점|7층|||40703
현대해상화재보험|신제주지점|126.482399428256|33.4881174320107|현대해상|064-743-5201|제주 제주시 도령로 33|제주 제주시 노형동 1294-5|||||||현대해상화재보험 신제주지점|5층;현대해상빌딩 5층|||40703
현대해상화재보험|제주지점|126.482399428256|33.4881174320107|현대해상|064-746-3600|제주 제주시 도령로 33|제주 제주시 노형동 1294-5|||||||현대해상화재보험 제주지점|9층;현대해상빌딩 9층|||40703
현대해상화재보험|광주지점|126.85232432691937|35.15485509625759|현대해상|062-350-1600|광주 서구 시청로 72||||||||현대해상화재보험 광주지점|17층|||40703
현대해상화재보험|무등지점|126.85232432691937|35.15485509625759|현대해상|062-350-1642|광주 서구 시청로 72||||||||현대해상화재보험 무등지점|18층|||40703
현대해상화재보험|광주직할지점|126.85232432691937|35.15485509625759|현대해상|062-350-1210|광주 서구 시청로 72|광주 서구 치평동 1220|||||||현대해상화재보험 광주직할지점|16층;현대해상빌딩 16층|||40703
현대해상화재보험|순천지점|127.518971913372|34.9341150224265|현대해상|061-723-2457|전남 순천시 팔마2길 57|전남 순천시 연향동 1690-3|||||||현대해상화재보험 순천지점|4층;현대빌딩 4층|||40703
현대해상화재보험|여수지점|127.699156228957|34.7500759949836|현대해상|061-651-8141|전남 여수시 문수로 17|전남 여수시 문수동 783-3|||||||현대해상화재보험 여수지점|3층;현대빌딩 3층|||40703
현대해상화재보험|여수제일지점|127.699156228957|34.7500759949836|현대해상|061-684-0262|전남 여수시 문수로 17|전남 여수시 문수동 783-3|||||||현대해상화재보험 여수제일지점|2층;현대빌딩 2층|||40703
현대해상화재보험|광양지점|127.6985877909|34.939310333|현대해상|061-794-5656|전남 광양시 시청로 62||||||||현대해상화재보험 광양지점|이편한세상 2층|||40703
현대해상화재보험|광주제일지점|126.85232432691937|35.15485509625759|현대해상|062-350-0810|광주 서구 시청로 72|광주 서구 치평동 1220|||||||현대해상화재보험 광주제일지점|현대해상빌딩 6층;현대해상빌딩 6층|||40703
현대해상화재보험|현대중앙지점|126.85232432691937|35.15485509625759|현대해상|062-350-0820|광주 서구 시청로 72||||||||현대해상화재보험 현대중앙지점|현대해상빌딩 5층|||40703
현대해상화재보험|상무중앙지점|126.85232432691937|35.15485509625759|현대해상|062-350-0840|광주 서구 시청로 72||||||||현대해상화재보험 상무중앙지점|현대해상빌딩 6층|||40703
현대해상화재보험|상무제일지점|126.85232432691937|35.15485509625759|현대해상|062-350-0850|광주 서구 시청로 72||||||||현대해상화재보험 상무제일지점|현대해상빌딩 5층|||40703
현대해상화재보험|전주지점|127.14680734087785|35.82426946265684|현대해상|063-240-1400|전북 전주시 완산구 노송광장로 29|전북 전주시 완산구 서노송동 619-11|||||||현대해상화재보험 전주지점|현대해상빌딩 11층;현대해상빌딩 11층|||40703
현대해상화재보험|남원지점|127.397214697886|35.4177831565814|현대해상|063-633-1331|전북 남원시 용성로 232|전북 남원시 도통동 584-1|||||||현대해상화재보험 남원지점|중우빌딩 2층;232 중우빌딩 2층|||40703
현대해상화재보험|김제지점|126.889607189278|35.8035823141424|현대해상|063-542-8003|전북 김제시 중앙로 125|전북 김제시 요촌동 594-2|||||||현대해상화재보험 김제지점|정훈빌딩 3층;정훈빌딩 3층|||40703
현대해상화재보험|전주현대지점|127.14680734087785|35.82426946265684|현대해상|063-240-1365|전북 전주시 완산구 노송광장로 29||||||||현대해상화재보험 전주현대지점|현대해상빌딩 12층|||40703
현대해상화재보험|군산지점|126.711625169315|35.9865400238168|현대해상|063-445-2151|전북 군산시 대학로 35||||||||현대해상화재보험 군산지점|9층|||40703
현대해상화재보험|군장지점|126.711625169315|35.9865400238168|현대해상|063-445-0983|전북 군산시 대학로 35||||||||현대해상화재보험 군장지점|7층|||40703
현대해상화재보험|익산제일지점|126.982785962089|35.9590208259658|현대해상|063-838-9808|전북 익산시 무왕로 1135|전북 익산시 어양동 637-5|||||||현대해상화재보험 익산제일지점|3층;신용빌딩 3층|||40703
현대해상화재보험|익산지점|126.982785962089|35.9590208259658|현대해상|063-831-0001|전북 익산시 무왕로 1135||||||||현대해상화재보험 익산지점|4층|||40703
현대해상화재보험|익산중앙지점|126.982785962089|35.9590208259658|현대해상|063-833-0702|전북 익산시 무왕로 1135||||||||현대해상화재보험 익산중앙지점|2층|||40703
현대해상화재보험|동군산지점|126.711625169315|35.9865400238168|현대해상|063-442-8151|전북 군산시 대학로 35||||||||현대해상화재보험 동군산지점|6층|||40703
현대해상화재보험|전남지점|126.425403|34.805883|현대해상|061-287-8850|전남 목포시 백년대로 352||||||||현대해상화재보험 전남지점|5층 현대해상 전남지점|||40703
현대해상화재보험|목포지점|None|None|현대해상|061-283-9192|전남 목포시 백년대로 352||||||||현대해상화재보험 목포지점|5층 현대해상 목포지점|||40703
현대해상화재보험|목포제일지점|126.425500|34.805978|현대해상|061-281-6671|전남 목포시 백년대로 352||||||||현대해상화재보험 목포제일지점|5층 현대해상 목포제일지점|||40703
현대해상화재보험|전주중앙지점|127.14680734087785|35.82426946265684|현대해상|063-240-1300|전북 전주시 완산구 노송광장로 29||||||||현대해상화재보험 전주중앙지점|현대해상빌딩 14층|||40703
현대해상화재보험|전주직역지점|127.14680734087785|35.82426946265684|현대해상|063-240-1540|전북 전주시 완산구 노송광장로 29|전북 전주시 완산구 서노송동 619-11|||||||현대해상화재보험 전주직역지점|현대해상빌딩 14층;현대해상빌딩 14층|||40703
현대해상화재보험|정읍지점|126.852688433234|35.5683447980829|현대해상|063-535-2464|전북 정읍시 중앙1길 76||||||||현대해상화재보험 정읍지점|정읍새마을금고 5층|||40703
현대해상화재보험|호남지점|126.852688433234|35.5683447980829|현대해상|063-537-8815|전북 정읍시 중앙1길 76||||||||현대해상화재보험 호남지점|정읍새마을금고 2층|||40703
현대해상화재보험|고창지점|126.696330327678|35.4377990636161|현대해상|063-561-0277|전북 고창군 고창읍 성산로 36|전북 고창군 고창읍 읍내리 681-17|||||||현대해상화재보험 고창지점|1층;KTPLAZA 1층|||40703
현대해상화재보험|선화지점|127.382593639246|36.3533185752732|현대해상|042-256-8443|대전 서구 둔산서로 75|대전 서구 둔산동 1298|||||||현대해상화재보험 선화지점|3층;현대해상빌딩 3층|||40703
현대해상화재보험|중앙지점|127.382593639246|36.3533185752732|현대해상|042-480-0581|대전 서구 둔산서로 75||||||||현대해상화재보험 중앙지점|5층|||40703
현대해상화재보험|당진지점|126.637706101573|36.8911969681578|현대해상|041-356-9044|충남 당진시 시청1로 90|충남 당진시 읍내동 967|||||||현대해상화재보험 당진지점|4층;옥수빌딩 4층|||40703
현대해상화재보험|보령지점|126.608466424294|36.346346412145|현대해상|041-935-2311|충남 보령시 한내로 45||||||||현대해상화재보험 보령지점|3층|||40703
현대해상화재보험|서산지점|126.448018231|36.7766078572|현대해상|041-665-9887|충남 서산시 호수공원2로 25||||||||현대해상화재보험 서산지점|4층|||40703
현대해상화재보험|아산지점|126.995961883932|36.7889920622709|현대해상|041-546-6667|충남 아산시 아산로 79|충남 아산시 실옥동 20-48|||||||현대해상화재보험 아산지점|4층;유신빌딩 4층|||40703
현대해상화재보험|천안중앙지점|127.13789512517411|36.82719304169649|현대해상|041-577-3701|충남 천안시 서북구 동서대로 129-16||||||||현대해상화재보험 천안중앙지점|8층|||40703
현대해상화재보험|천안지점|127.13789512517411|36.82719304169649|현대해상|041-572-0433|충남 천안시 서북구 동서대로 129-16|충남 천안시 서북구 성정동 1520|||||||현대해상화재보험 천안지점|6층;HS빌딩 6층|||40703
현대해상화재보험|홍성지점|126.665050133547|36.6053280322719|현대해상|041-634-4668|충남 홍성군 홍성읍 충서로 1559|충남 홍성군 대교리 413|||||||현대해상화재보험 홍성지점|1층;현대빌딩 1층|||40703
현대해상화재보험|옥천지점|127.57095138276|36.3017016478659|현대해상|043-731-2161|충북 옥천군 옥천읍 중앙로10길 13||||||||현대해상화재보험 옥천지점|2층|||40703
현대해상화재보험|청주지점|127.48911808350004|36.6445340922929|현대해상|043-224-1700|충북 청주시 상당구 사북로 164||||||||현대해상화재보험 청주지점|2층|||40703
현대해상화재보험|충주지점|127.94171019975333|36.983464416136634|현대해상|043-847-3600|충북 충주시 연수동산로 9|충북 충주시 연수동 1548|||||||현대해상화재보험 충주지점|3층;범강온새미로빌딩 3층|||40703
현대해상화재보험|퍼스티지점|127.48911808350004|36.6445340922929|현대해상|043-255-2447|충북 청주시 상당구 사북로 164|충북 청주시 상당구 북문로3가 15-1|||||||현대해상화재보험 퍼스티지점|2층;우민타워 2층|||40703
현대해상화재보험|서산중앙지점|126.448018231|36.7766078572|현대해상|041-668-0123|충남 서산시 호수공원2로 25||||||||현대해상화재보험 서산중앙지점|5층|||40703
현대해상화재보험|대전지점|127.382593639246|36.3533185752732|현대해상|042-488-4204|대전 서구 둔산서로 75|대전 서구 둔산동 1298|||||||현대해상화재보험 대전지점|11층;현대해상빌딩 11층|||40703
현대해상화재보험|논산지점|127.089023686675|36.2006361125581|현대해상|041-735-2270|충남 논산시 중앙로410번길 6||||||||현대해상화재보험 논산지점|4층|||40703
현대해상화재보험|대전동부지점|127.382593639246|36.3533185752732|현대해상|042-480-0731|대전 서구 둔산서로 75||||||||현대해상화재보험 대전동부지점|3층|||40703
현대해상화재보험|둔산지점|127.382593639246|36.3533185752732|현대해상|042-483-4701|대전 서구 둔산서로 75|대전 서구 둔산동 1298|||||||현대해상화재보험 둔산지점|11층;현대해상빌딩 11층|||40703
현대해상화재보험|안성중앙지점|127.269317039728|37.0061071230449|현대해상|031-675-7131|경기 안성시 안성맞춤대로 1040|경기 안성시 서인동 62-1|||||||현대해상화재보험 안성중앙지점|5층;신협빌딩 5층|||40703
현대해상화재보험|안산중앙지점|126.834874276248|37.3188412702907|현대해상|031-475-9460|경기 안산시 단원구 고잔로 76||||||||현대해상화재보험 안산중앙지점|7층|||40703
현대해상화재보험|호평지점|127.24409863864341|37.65448670196966|현대해상|031-595-5789|경기 남양주시 늘을2로 32||||||||현대해상화재보험 호평지점|호평프라자 5층|||40703
현대해상화재보험|경산제일지점|128.727466943677|35.8338532470052|현대해상|053-815-5335|경북 경산시 대학로 44|경북 경산시 정평동 206-14|||||||현대해상화재보험 경산제일지점|청호빌딩 2층;청호빌딩 2층|||40703
현대해상화재보험|내포지점|126.665050133547|36.6053280322719|현대해상|041-634-9641|충남 홍성군 홍성읍 충서로 1559|충남 홍성군 대교리 413|||||||현대해상화재보험 내포지점|2층;현대빌딩 2층|||40703
현대해상화재보험|초량지점|129.041865721862|35.1182245176602|현대해상|051-960-1760|부산 동구 중앙대로 240||||||||현대해상화재보험 초량지점|11층|||40703
현대해상화재보험|진주중앙지점|128.091058930168|35.1798095022774|현대해상|055-763-3545|경남 진주시 진주대로 888||||||||현대해상화재보험 진주중앙지점|아이비타워 4층|||40703
현대해상화재보험|천안신화지점|127.13789512517411|36.82719304169649|현대해상|041-622-8691|충남 천안시 서북구 동서대로 129-16|충남 천안시 서북구 성정동 1520|||||||현대해상화재보험 천안신화지점|3층;HS빌딩 7층|||40703
현대해상화재보험|용인현대지점|127.1500062128|37.2731126431|현대해상|031-285-8672|경기 용인시 기흥구 동백3로11번길 53|경기 용인시 기흥구 중동 844-1|||||||현대해상화재보험 용인현대지점|4층;4층|||40703
현대해상화재보험|수유지점|127.02747302780966|37.63913461931188|현대해상|02-994-7212|서울 강북구 도봉로 358||||||||현대해상화재보험 수유지점|6층|||40703
현대해상화재보험|백석지점|126.786344721445|37.6447830095551|현대해상|031-932-4162|경기 고양시 일산동구 중앙로 1066||||||||현대해상화재보험 백석지점|5층|||40703
현대해상화재보험|신중동지점|126.777041809725|37.4980005437146|현대해상|032-329-8759|경기 부천시 원미구 신흥로 161||||||||현대해상화재보험 신중동지점|신영증권빌딩 5층|||40703
현대해상화재보험|부천중앙지점|126.777041809725|37.4980005437146|현대해상|032-329-7820|경기 부천시 신흥로 161||||||||현대해상화재보험 부천중앙지점|3층 현대해상 부천중앙지점|||40703
현대해상화재보험|광주중앙지점|126.85232432691937|35.15485509625759|현대해상|062-350-1361|광주 서구 시청로 72||||||||현대해상화재보험 광주중앙지점|현대해상빌딩 4층|||40703
현대해상화재보험|신의정지점|127.042952105646|37.737782943987|현대해상|031-878-8101|경기 의정부시 신흥로 243||||||||현대해상화재보험 신의정지점|서관 6층|||40703
현대해상화재보험|경인중앙지점|127.030861544449|37.2615477832094|현대해상|031-235-7596|경기 수원시 권선구 효원로 268||||||||현대해상화재보험 경인중앙지점|현대해상빌딩 8층|||40703
현대해상화재보험|은평중앙지점|126.920194440727|37.6197859397174|현대해상|02-352-4455|서울 은평구 통일로 861||||||||현대해상화재보험 은평중앙지점|4층 현대해상 은평중앙지점|||40703
현대해상화재보험|동안지점|126.949775|37.390045|현대해상|031-447-3388|경기 안양시 동안구 시민대로 180||||||||현대해상화재보험 동안지점|안양G스퀘어 15층 현대해상 동안지점|||40703
현대해상화재보험|순천중앙지점|127.518971913372|34.9341150224265|현대해상|061-727-5851|전남 순천시 팔마2길 57||||||||현대해상화재보험 순천중앙지점|3층|||40703
현대해상화재보험|빛고을지점|126.85232432691937|35.15485509625759|현대해상|062-350-1340|광주 서구 시청로 72||||||||현대해상화재보험 빛고을지점|16층|||40703
현대해상화재보험|북부산지점|129.004208|35.212361|현대해상|051-336-6101|부산 북구 금곡대로 27||||||||현대해상화재보험 북부산지점|3층 현대해상 북부산지점|||40703
현대해상화재보험|성남제일지점|127.1167669|37.3791713|현대해상|031-756-7022|경기 성남시 분당구 황새울로258번길 29||||||||현대해상화재보험 성남제일지점|BS타워 3층|||40703
현대해상화재보험|동양산지점|129.150443|35.373766|현대해상|055-365-2793|경남 양산시 덕계로 61||||||||현대해상화재보험 동양산지점|4층|||40703
현대해상화재보험|신전주지점|127.14680734087785|35.82426946265684|현대해상|063-240-1000|전북 전주시 완산구 노송광장로 29|전북 전주시 완산구 서노송동 619-11|||||||현대해상화재보험 신전주지점|현대해상빌딩 12층;현대해상빌딩 4층|||40703
현대해상화재보험|신광주지점|126.85232432691937|35.15485509625759|현대해상|062-350-1645|광주 서구 시청로 72|광주 서구 치평동 1220|||||||현대해상화재보험 신광주지점|17층;현대해상빌딩 16층|||40703
현대해상화재보험|서원지점|127.48911808350004|36.6445340922929|현대해상|043-258-1810|충북 청주시 상당구 사북로 164||||||||현대해상화재보험 서원지점|3층 301|||40703
현대해상화재보험|역삼제일지점|127.034000558397|37.5003413341666|현대해상|02-2009-8600|서울 강남구 테헤란로 137||||||||현대해상화재보험 역삼제일지점|9층|||40703
현대해상화재보험|행복지점|127.382593639246|36.3533185752732|현대해상|042-480-0871|대전 서구 둔산서로 75|대전 서구 둔산동 1298|||||||현대해상화재보험 행복지점|10층;현대해상빌딩 10층|||40703
현대해상화재보험|운정지점|126.765957074462|37.7521544831005|현대해상|031-942-7858|경기 파주시 금릉역로 84||||||||현대해상화재보험 운정지점|청원센트럴타워 5층|||40703
현대해상화재보험|충무지점|128.428270352498|34.8585075026582|현대해상|055-643-5942|경남 통영시 중앙로 315||||||||현대해상화재보험 충무지점|정덕빌딩 5층|||40703
현대해상화재보험|세종지점|127.261814218393|36.480237062122|현대해상|044-868-6963|세종 한누리대로 169||||||||현대해상화재보험 세종지점|603호|||40703
현대해상화재보험|동진주지점|128.091058930168|35.1798095022774|현대해상|055-757-8933|경남 진주시 진주대로 888||||||||현대해상화재보험 동진주지점|아이비타워 3층|||40703
현대해상화재보험|달서지점|128.5212933302|35.8139564097|현대해상|053-606-2430|대구 달서구 월배로 63|대구 달서구 진천동 607-2|||||||현대해상화재보험 달서지점|태양빌딩 2층;태양빌딩 2층|||40703
현대해상화재보험|장유지점|128.8132145748|35.1710513341|현대해상|055-340-5930|경남 김해시 율하3로 29||||||||현대해상화재보험 장유지점|10층 장유지점|||40703
현대해상화재보험|포항북부지점|129.4000904046|36.0821054691|현대해상|054-289-0860|경북 포항시 북구 장량로 179||||||||현대해상화재보험 포항북부지점|2층|||40703
현대해상화재보험|다산지점|127.136494|37.600828|현대해상|031-580-7550|경기 구리시 경춘로 189||||||||현대해상화재보험 다산지점|구리빌딩 5층|||40703
현대해상화재보험|새천안지점|127.1081944102|36.7883029831|현대해상|041-536-5459|충남 아산시 배방읍 고속철대로 43||||||||현대해상화재보험 새천안지점|퍼시픽빌딩 2층|||40703
현대해상화재보험|사하지점|128.9666277169|35.106565573|현대해상|051-606-7810|부산 사하구 낙동남로 1417||||||||현대해상화재보험 사하지점|락희빌딩 9층|||40703
현대해상화재보험|세종로지점|126.982283114612|37.5623525286757|현대해상|02-720-4161|서울 중구 명동2길 20||||||||현대해상화재보험 세종로지점|3층|||40703
현대해상화재보험|광화문지점|126.982283114612|37.5623525286757|현대해상|02-6742-2301|서울 중구 명동2길 20||||||||현대해상화재보험 광화문지점|4층 광화문지점|||40703
현대해상화재보험|새문안지점|126.982283114612|37.5623525286757|현대해상|02-733-6010|서울 중구 명동2길 20||||||||현대해상화재보험 새문안지점|현대해상명동사옥 5층|||40703
현대해상화재보험|안동지점|128.719964894405|36.5631895236712|현대해상|054-855-2868|경북 안동시 경동로 568||||||||현대해상화재보험 안동지점|7층 안동지점|||40703
현대해상화재보험|영주지점|128.625882497806|36.8244908027666|현대해상|054-632-3367|||||||||현대해상화재보험 영주지점|현대증권빌딩 4층|||40703
현대해상화재보험|세종행복지점|127.261814218393|36.480237062122|현대해상|044-850-1961|세종 한누리대로 169||||||||현대해상화재보험 세종행복지점|6층|||40703
현대해상화재보험|하남Hi지점|127.193200|37.561290|현대해상|031-880-9100|경기 하남시 미사강변남로 103||||||||현대해상화재보험 하남Hi지점|8층 현대해상 하남하이지점|||40703
현대해상화재보험|호남스마트지점|126.8523243269|35.1548550963|현대해상|062-350-1338|광주 서구 시청로 72|광주 서구 치평동 1220|||||||현대해상화재보험 호남스마트지점|18층 호남스마트지점;현대해상빌딩 18층 호남스마트지점|||40703
현대해상화재보험|부산스마트지점|129.0596522148|35.1497649491|현대해상|051-260-3901|부산 부산진구 중앙대로 640||||||||현대해상화재보험 부산스마트지점|16층 현대해상|||40703
현대해상화재보험|강남스마트지점|127.0340039557|37.500372416|현대해상|02-2051-9260|서울 강남구 테헤란로 137||||||||현대해상화재보험 강남스마트지점|현대해상 강남사옥 3층 강남스마트지점|||40703
현대해상화재보험|대구스마트지점|128.62708187922|35.8582712048628|현대해상|053-742-3268|대구 수성구 달구벌대로 2418||||||||현대해상화재보험 대구스마트지점|7층 대구스마트지점|||40703
현대해상화재보험|경남스마트지점|129.3277096631|35.5367661956|현대해상|052-229-1400|울산 남구 번영로 131||||||||현대해상화재보험 경남스마트지점|3층 경남스마트지점|||40703
현대해상화재보험|중부스마트지점|127.3888614913|36.3582579375|현대해상|042-472-3410|대전 서구 한밭대로 809||||||||현대해상화재보험 중부스마트지점|9층 현대해상 중부스마트지점|||40703
현대해상화재보험|강북스마트지점|126.9729947039|37.5613576006|현대해상|02-781-0032|서울 중구 세종대로9길 41||||||||현대해상화재보험 강북스마트지점|16층;16층|||40703
현대해상화재보험|경인스마트지점|126.70397693863309|37.450703324203125|현대해상|032-222-1911|인천 남동구 미래로 7|인천 남동구 구월동 1128-10|||||||현대해상화재보험 경인스마트지점|3층 경인스마트지점;현대해상빌딩 3층|||40703
현대해상화재보험|중부사업부|126.982283114612|37.5623525286757|현대해상|02-6742-2004|서울 중구 명동2길 20||||||||현대해상화재보험 중부사업부|현대해상빌딩 10층|||40703
