##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@IBK기업은행
IBK기업은행|한국산업기술대(出)지점|||IBK기업은행|031-8041-1801|경기 시흥시 산기대학로 237||||||||IBK기업은행 한국산업기술대(出)지점|(한국산업기술대학교)|||40109
IBK기업은행|행신동지점|||IBK기업은행|031-978-8590~2|경기 고양시 덕양구 행신로 266||||||||IBK기업은행 행신동지점|2층 (행신동)|||40109
IBK기업은행|호계동지점|||IBK기업은행|031-479-5001~8|경기도 안양시 동안구 엘에스로 92||||||||IBK기업은행 호계동지점||||40109
IBK기업은행|호계동기업금융지점|||IBK기업은행|031-479-8871|경기 안양시 동안구 엘에스로 92||||||||IBK기업은행 호계동기업금융지점|2층|||40109
IBK기업은행|호평지점|||IBK기업은행|031-559-6111~2|경기도 남양주시 늘을2로14번길 5||||||||IBK기업은행 호평지점||||40109
IBK기업은행|화성남양지점|||IBK기업은행|031-355-7511∼4|경기도 화성시 시청로 3||||||||IBK기업은행 화성남양지점||||40109
IBK기업은행|화성마도지점|||IBK기업은행|031-357-4926~7|경기도 화성시 마도면 마도공단로1길 8||||||||IBK기업은행 화성마도지점||||40109
IBK기업은행|화성발안지점|||IBK기업은행|031-359-9301-5|경기 화성시 향남읍 삼천병마로 194||||||||IBK기업은행 화성발안지점|(행정리)|||40109
IBK기업은행|화성병점지점|||IBK기업은행|031-267-3692∼6|경기도 화성시 효행로 1041||||||||IBK기업은행 화성병점지점||||40109
IBK기업은행|화성봉담지점|||IBK기업은행|031-278-2112~4|경기도 화성시 봉담읍 삼천병마로 1268||||||||IBK기업은행 화성봉담지점||||40109
IBK기업은행|화성송산지점|||IBK기업은행|031-8047-5196,9|경기도 화성시 송산면 사강로 161||||||||IBK기업은행 화성송산지점||||40109
IBK기업은행|화성장안지점|||IBK기업은행|031-358-8593|경기도 화성시 장안면 3.1만세로 365||||||||IBK기업은행 화성장안지점||||40109
IBK기업은행|화성정남지점|||IBK기업은행|031-366-1500,5~6|경기 화성시 정남면 서봉로 1104||||||||IBK기업은행 화성정남지점|(신리)|||40109
IBK기업은행|화성팔탄지점|||IBK기업은행|031-366-3701|경기도 화성시 팔탄면 푸른들판로 661-3||||||||IBK기업은행 화성팔탄지점||||40109
IBK기업은행|화정역지점|||IBK기업은행|031-968-8411∼4|경기도 고양시 덕양구 화정로 53||||||||IBK기업은행 화정역지점||||40109
IBK기업은행|흥덕지점|||IBK기업은행|031-217-7961-5|경기도 용인시 기흥구 흥덕1로 13||||||||IBK기업은행 흥덕지점|A동 107호|||40109
IBK기업은행|거제지점|||IBK기업은행|055-634-3400~5|경상남도 거제시 거제중앙로31길 19||||||||IBK기업은행 거제지점||||40109
IBK기업은행|김해지점|||IBK기업은행|055-334-3301~6|경남 김해시 김해대로 2367||||||||IBK기업은행 김해지점|(부원동)|||40109
IBK기업은행|김해기업금융지점|||IBK기업은행|055-310-5411|경남 김해시 김해대로 2367||||||||IBK기업은행 김해기업금융지점|2층|||40109
IBK기업은행|김해삼계지점|||IBK기업은행|055-313-7913~5|경상남도 김해시 해반천로130번길 39||||||||IBK기업은행 김해삼계지점||||40109
IBK기업은행|김해상동지점|||IBK기업은행|055-312-8173~5|경상남도 김해시 상동면 상동로 879||||||||IBK기업은행 김해상동지점||||40109
IBK기업은행|김해장유지점|||IBK기업은행|055-314-5202~4|경상남도 김해시 장유면 삼문로 15||||||||IBK기업은행 김해장유지점||||40109
IBK기업은행|김해중앙지점|||IBK기업은행|055-328-9811~5|경상남도 김해시 내외중앙로 55||||||||IBK기업은행 김해중앙지점||||40109
IBK기업은행|김해중앙기업금융지점|||IBK기업은행|055-310-9511|경남 김해시 내외중앙로 55||||||||IBK기업은행 김해중앙기업금융지점|2층|||40109
IBK기업은행|김해진영지점|||IBK기업은행|055-346-4030~1|경상남도 김해시 진영읍 김해대로361번길 16||||||||IBK기업은행 김해진영지점||||40109
IBK기업은행|동마산지점|||IBK기업은행|055-292-5911∼4|경상남도 창원시 마산회원구 합포로 272||||||||IBK기업은행 동마산지점||||40109
IBK기업은행|마산지점|||IBK기업은행|055-246-3171∼5|경상남도 창원시 마산합포구 해안대로 323||||||||IBK기업은행 마산지점||||40109
IBK기업은행|마산내서지점|||IBK기업은행|055-231-7093~4|경남 창원시 마산회원구 내서읍 광려천동로 12-10||||||||IBK기업은행 마산내서지점||||40109
IBK기업은행|양산지점|||IBK기업은행|055-383-1101∼5|경상남도 양산시 중앙로 216||||||||IBK기업은행 양산지점||||40109
IBK기업은행|양산덕계지점|||IBK기업은행|055-366-6311∼5|경남 양산시 번영로 13||||||||IBK기업은행 양산덕계지점||||40109
IBK기업은행|양산중부지점|||IBK기업은행|055-384-1320|경상남도 양산시 양산역1길 2||||||||IBK기업은행 양산중부지점||||40109
IBK기업은행|웅상공단지점|||IBK기업은행|055-363-2173~5|경남 양산시 삼호1길 59||||||||IBK기업은행 웅상공단지점|(삼호동)|||40109
IBK기업은행|진주지점|||IBK기업은행|055-741-2031∼4|경상남도 진주시 진주대로 1052||||||||IBK기업은행 진주지점||||40109
IBK기업은행|진주상평지점|||IBK기업은행|055-758-0665∼7|경상남도 진주시 대신로 310||||||||IBK기업은행 진주상평지점||||40109
IBK기업은행|창원지점|||IBK기업은행|055-285-7711∼5|경상남도 창원시 성산구 용지로 38||||||||IBK기업은행 창원지점||||40109
IBK기업은행|창원WM센터|||IBK기업은행|055-289-1171~4|경상남도 창원시 성산구 용지로 38||||||||IBK기업은행 창원WM센터||||40109
IBK기업은행|창원공단지점|||IBK기업은행|055-276-9252|경상남도 창원시 의창구 창원대로363번길 22-57||||||||IBK기업은행 창원공단지점||||40109
IBK기업은행|창원반송지점|||IBK기업은행|055-274-7403|경남 창원시 성산구 원이대로473번길 19-8||||||||IBK기업은행 창원반송지점|(반림동)|||40109
IBK기업은행|창원상남지점|||IBK기업은행|055-261-4160~4|경남 창원시 성산구 마디미서로 54||||||||IBK기업은행 창원상남지점|(상남동)|||40109
IBK기업은행|창원중앙지점|||IBK기업은행|055-260-9951|경남 창원시 성산구 중앙대로 42||||||||IBK기업은행 창원중앙지점||||40109
IBK기업은행|통영지점|||IBK기업은행|055-644-4303∼4,6|경상남도 통영시 정동2길 63||||||||IBK기업은행 통영지점||||40109
IBK기업은행|팔용동지점|||IBK기업은행|055-299-8500∼2|경남 창원시 의창구 팔용로 420||||||||IBK기업은행 팔용동지점|(팔용동)|||40109
IBK기업은행|경산지점|||IBK기업은행|053-811-3971∼5|경상북도 경산시 경안로 223||||||||IBK기업은행 경산지점||||40109
IBK기업은행|경산공단지점|||IBK기업은행|053-851-7000|경상북도 경산시 진량읍 공단6로24길 17||||||||IBK기업은행 경산공단지점||||40109
IBK기업은행|경주지점|||IBK기업은행|054-742-1551∼4|경상북도 경주시 화랑로 146||||||||IBK기업은행 경주지점||||40109
IBK기업은행|구미지점|||IBK기업은행|054-463-4074∼5|경상북도 구미시 수출대로 124||||||||IBK기업은행 구미지점||||40109
IBK기업은행|구미3공단지점|||IBK기업은행|054-473-8900∼4|경상북도 구미시 3공단2로 331||||||||IBK기업은행 구미3공단지점||||40109
IBK기업은행|구미4공단지점|||IBK기업은행|054-473-4671~5|경북 구미시 산동면 산호대로41길 5||||||||IBK기업은행 구미4공단지점||||40109
IBK기업은행|구미기업금융지점|||IBK기업은행|054-460-9391|경상북도 구미시 수출대로 124||||||||IBK기업은행 구미기업금융지점|2층|||40109
IBK기업은행|구미형곡지점|||IBK기업은행|054-455-8774(5-|경상북도 구미시 신시로 69||||||||IBK기업은행 구미형곡지점||||40109
IBK기업은행|김천지점|||IBK기업은행|054-439-3201~5|경상북도 김천시 김천로 74||||||||IBK기업은행 김천지점||||40109
IBK기업은행|안동지점|||IBK기업은행|054-854-3131∼4|경북 안동시 중앙로 23||||||||IBK기업은행 안동지점||||40109
IBK기업은행|영주지점|||IBK기업은행|054-634-4300,2|경북 영주시 중앙로 106||||||||IBK기업은행 영주지점|(하망동)|||40109
IBK기업은행|영천지점|||IBK기업은행|054-336-5000∼5|경상북도 영천시 완산로 64||||||||IBK기업은행 영천지점||||40109
IBK기업은행|왜관지점|||IBK기업은행|054-973-6101∼5|경상북도 칠곡군 왜관읍 중앙로 208||||||||IBK기업은행 왜관지점||||40109
IBK기업은행|왜관공단지점|||IBK기업은행|054-977-3160~1|경상북도 칠곡군 왜관읍 공단로4길 18-12||||||||IBK기업은행 왜관공단지점||||40109
IBK기업은행|외동공단지점|||IBK기업은행|054-746-4960|경상북도 경주시 외동읍 내외로 10||||||||IBK기업은행 외동공단지점||||40109
IBK기업은행|포항지점|||IBK기업은행|054-247-2304∼7|경상북도 포항시 북구 중앙로 265||||||||IBK기업은행 포항지점||||40109
IBK기업은행|포항공단지점|||IBK기업은행|054-278-4623~6|경상북도 포항시 남구 철강로 362||||||||IBK기업은행 포항공단지점||||40109
IBK기업은행|포항남지점|||IBK기업은행|054-281-1658∼9|경북 포항시 남구 포스코대로 369||||||||IBK기업은행 포항남지점|(대도동)|||40109
IBK기업은행|광산지점|||IBK기업은행|062-942-9761∼6|광주광역시 광산구 무진대로 240||||||||IBK기업은행 광산지점||||40109
IBK기업은행|광주지점|||IBK기업은행|062-223-0011∼5|광주광역시 동구 금남로 156||||||||IBK기업은행 광주지점|(금남로 5가)|||40109
IBK기업은행|광주WM센터|||IBK기업은행|062-380-5100|광주 서구 상무중앙로 58||||||||IBK기업은행 광주WM센터|4층|||40109
IBK기업은행|광주수완지점|||IBK기업은행|062-962-6501~5|광주광역시 광산구 장신로 140||||||||IBK기업은행 광주수완지점||||40109
IBK기업은행|광주첨단지점|||IBK기업은행|062-973-4736~8|광주광역시 북구 첨단과기로 313||||||||IBK기업은행 광주첨단지점||||40109
IBK기업은행|금호동지점|||IBK기업은행|062-682-6211∼4|광주광역시 서구 금화로 96||||||||IBK기업은행 금호동지점||||40109
IBK기업은행|동광주지점|||IBK기업은행|062-227-9711∼5|광주광역시 북구 동문대로 169||||||||IBK기업은행 동광주지점|(두암동)|||40109
IBK기업은행|봉선동지점|||IBK기업은행|062-671-1677∼8|광주광역시 남구 대남대로 159||||||||IBK기업은행 봉선동지점||||40109
IBK기업은행|상무지점|||IBK기업은행|062-383-4600~3|광주광역시 서구 상무중앙로 114||||||||IBK기업은행 상무지점||||40109
IBK기업은행|서광주지점|||IBK기업은행|062-362-8392∼8|광주광역시 서구 죽봉대로 76||||||||IBK기업은행 서광주지점||||40109
IBK기업은행|일곡지점|||IBK기업은행|062-572-6442∼5|광주광역시 북구 설죽로 500||||||||IBK기업은행 일곡지점||||40109
IBK기업은행|평동공단지점|||IBK기업은행|062-946-1643~4|광주광역시 광산구 평동산단로 209||||||||IBK기업은행 평동공단지점||||40109
IBK기업은행|하남공단지점|||IBK기업은행|062-958-5902~4|광주광역시 광산구 하남산단8번로 169||||||||IBK기업은행 하남공단지점||||40109
IBK기업은행|하남공단기업금융지점|||IBK기업은행|062-610-3691|광주광역시 광산구 하남산단8번로 169||||||||IBK기업은행 하남공단기업금융지점|2층|||40109
IBK기업은행|다사지점|||IBK기업은행|053-593-6780~4|대구광역시 달성군 다사읍 달구벌대로 881||||||||IBK기업은행 다사지점||||40109
IBK기업은행|달성공단지점|||IBK기업은행|053-617-5100|대구광역시 달성군 논공읍 논공중앙로33길 7-9||||||||IBK기업은행 달성공단지점||||40109
IBK기업은행|대곡지점|||IBK기업은행|053-638-4900~2|대구 달서구 도원로 15||||||||IBK기업은행 대곡지점||||40109
IBK기업은행|대구지점|||IBK기업은행|053-253-0851∼7|대구광역시 중구 국채보상로 488||||||||IBK기업은행 대구지점||||40109
IBK기업은행|대구3공단지점|||IBK기업은행|053-355-6920~21|대구광역시 북구 노원로 175||||||||IBK기업은행 대구3공단지점||||40109
IBK기업은행|대구MBC(出)지점|||IBK기업은행|053-741-5507~8|대구광역시 수성구 동대구로 400||||||||IBK기업은행 대구MBC(出)지점||||40109
IBK기업은행|대구WM센터|||IBK기업은행|053-760-0971|대구광역시 수성구 달구벌대로 2426||||||||IBK기업은행 대구WM센터||||40109
IBK기업은행|대구국가산업단지지점|||IBK기업은행|053-611-0712-4|대구광역시 달성군 구지면 달성2차로 125||||||||IBK기업은행 대구국가산업단지지점||||40109
IBK기업은행|대구유통단지지점|||IBK기업은행|053-604-0711∼5|대구광역시 북구 유통단지로 16||||||||IBK기업은행 대구유통단지지점||||40109
IBK기업은행|대구중앙지점|||IBK기업은행|053-424-5471|대구광역시 중구 경상감영길 221||||||||IBK기업은행 대구중앙지점||||40109
IBK기업은행|대구혁신도시감정원지점|||IBK기업은행|053-980-0100|대구광역시 동구 이노밸리로 291||||||||IBK기업은행 대구혁신도시감정원지점|(신서동)|||40109
IBK기업은행|반월당지점|||IBK기업은행|053-254-6085∼7|대구광역시 중구 달구벌대로 2058||||||||IBK기업은행 반월당지점||||40109
IBK기업은행|범어동지점|||IBK기업은행|053-744-5194|대구광역시 수성구 달구벌대로 2426||||||||IBK기업은행 범어동지점||||40109
IBK기업은행|비산동지점|||IBK기업은행|053-351-4111∼7|대구광역시 서구 서대구로 376-1||||||||IBK기업은행 비산동지점||||40109
IBK기업은행|비산동기업금융지점|||IBK기업은행|053-350-7611|대구광역시 서구 서대구로 376-1||||||||IBK기업은행 비산동기업금융지점|2층|||40109
IBK기업은행|성서지점|||IBK기업은행|053-585-6426~7|대구광역시 달서구 계대동문로 106||||||||IBK기업은행 성서지점||||40109
IBK기업은행|성서3차단지지점|||IBK기업은행|053-591-1872-5|대구광역시 달서구 성서공단북로 158||||||||IBK기업은행 성서3차단지지점||||40109
IBK기업은행|성서4차단지지점|||IBK기업은행|053-605-5001|대구광역시 달서구 월곡로99길 45||||||||IBK기업은행 성서4차단지지점|(월성동)|||40109
IBK기업은행|성서공단지점|||IBK기업은행|053-583-3061∼5|대구광역시 달서구 성서공단로 126||||||||IBK기업은행 성서공단지점||||40109
IBK기업은행|성서공단기업금융사랑지점|||IBK기업은행|053-580-9321|대구광역시 달서구 성서공단로 126||||||||IBK기업은행 성서공단기업금융사랑지점|2층|||40109
IBK기업은행|성서공단기업금융희망지점|||IBK기업은행|053-580-9331|대구광역시 달서구 성서공단로 126||||||||IBK기업은행 성서공단기업금융희망지점|2층|||40109
IBK기업은행|송현동지점|||IBK기업은행|053-625-9915∼8|대구광역시 달서구 구마로 212||||||||IBK기업은행 송현동지점||||40109
IBK기업은행|수성트럼프월드지점|||IBK기업은행|053-768-9084~6|대구광역시 수성구 동대구로 59||||||||IBK기업은행 수성트럼프월드지점||||40109
IBK기업은행|시지지점|||IBK기업은행|053-791-7091∼3,6|대구광역시 수성구 달구벌대로 3205||||||||IBK기업은행 시지지점||||40109
IBK기업은행|월배지점|||IBK기업은행|053-634-9865∼7|대구 달서구 월배로 138||||||||IBK기업은행 월배지점|(진천동)|||40109
IBK기업은행|죽전동지점|||IBK기업은행|053-559-2121∼5|대구광역시 달서구 와룡로 268||||||||IBK기업은행 죽전동지점||||40109
IBK기업은행|칠곡지점|||IBK기업은행|053-314-9890~4|대구광역시 북구 칠곡중앙대로 411||||||||IBK기업은행 칠곡지점||||40109
IBK기업은행|평리동지점|||IBK기업은행|053-559-5981∼7|대구광역시 서구 서대구로 206||||||||IBK기업은행 평리동지점||||40109
IBK기업은행|한국산업단지공단(出)지점|||IBK기업은행|053-960-3901|대구광역시 동구 첨단로 39||||||||IBK기업은행 한국산업단지공단(出)지점|(신서동) 한국산업단지공단 1층|||40109
IBK기업은행|대덕공단지점|||IBK기업은행|042-931-8490∼5|대전광역시 대덕구 대덕대로 1397||||||||IBK기업은행 대덕공단지점||||40109
IBK기업은행|대덕대로지점|||IBK기업은행|042-471-2542~4|대전광역시 서구 대덕대로 400||||||||IBK기업은행 대덕대로지점||||40109
IBK기업은행|대덕테크노밸리지점|||IBK기업은행|042-671-6662|대전광역시 유성구 테크노4로 107||||||||IBK기업은행 대덕테크노밸리지점||||40109
IBK기업은행|대전지점|||IBK기업은행|042-488-8161∼5|대전광역시 서구 둔산남로 112||||||||IBK기업은행 대전지점||||40109
IBK기업은행|대전역지점|||IBK기업은행|042-242-0093~4|대전광역시 동구 대전로 771||||||||IBK기업은행 대전역지점||||40109
IBK기업은행|대전중앙지점|||IBK기업은행|042-522-0083∼6|대전광역시 서구 갈마로 255||||||||IBK기업은행 대전중앙지점||||40109
IBK기업은행|서대전지점|||IBK기업은행|042-535-8991∼5|대전광역시 중구 계백로 1719||||||||IBK기업은행 서대전지점|센트리아오피스텔 1층|||40109
IBK기업은행|오정동지점|||IBK기업은행|042-638-6162∼3,6170|대전광역시 대덕구 오정로 92||||||||IBK기업은행 오정동지점||||40109
IBK기업은행|유성반석역지점|||IBK기업은행|042-826-8141~5|대전광역시 유성구 북유성대로 303||||||||IBK기업은행 유성반석역지점|뉴타운프라자 1 2층|||40109
IBK기업은행|개금동지점|||IBK기업은행|051-894-1122∼5|부산광역시 부산진구 가야대로 418||||||||IBK기업은행 개금동지점||||40109
IBK기업은행|금사공단지점|||IBK기업은행|051-526-4771∼7|부산광역시 금정구 반송로 408-1||||||||IBK기업은행 금사공단지점||||40109
IBK기업은행|남산동지점|||IBK기업은행|051-582-8033∼5|부산광역시 금정구 중앙대로 2025||||||||IBK기업은행 남산동지점||||40109
IBK기업은행|남천동지점|||IBK기업은행|051-612-1792~4|부산광역시 수영구 수영로 410정암빌딩 2층 ||||||||IBK기업은행 남천동지점||||40109
IBK기업은행|녹산공단지점|||IBK기업은행|051-831-2255∼7|부산광역시 강서구 녹산산단289로 25||||||||IBK기업은행 녹산공단지점||||40109
IBK기업은행|녹산공단기업금융지점|||IBK기업은행|051-610-6951|부산광역시 강서구 녹산산단289로 25||||||||IBK기업은행 녹산공단기업금융지점|2층|||40109
IBK기업은행|녹산중앙지점|||IBK기업은행|051-832-0171~3|부산광역시 강서구 녹산산단335로 12-3||||||||IBK기업은행 녹산중앙지점||||40109
IBK기업은행|녹산중앙기업금융지점|||IBK기업은행|051-610-6941|부산 강서구 녹산산단335로 12-3||||||||IBK기업은행 녹산중앙기업금융지점|2층|||40109
IBK기업은행|대연동지점|||IBK기업은행|051-627-9287∼9|부산광역시 남구 수영로 312||||||||IBK기업은행 대연동지점||||40109
IBK기업은행|대저동지점|||IBK기업은행|051-941-5921~5|부산광역시 강서구 대저2동 유통단지1로 76||||||||IBK기업은행 대저동지점||||40109
IBK기업은행|덕천동지점|||IBK기업은행|051-361-9321~5|부산광역시 북구 금곡대로 15||||||||IBK기업은행 덕천동지점||||40109
IBK기업은행|동래지점|||IBK기업은행|051-517-5780∼4|부산 금정구 부곡로 1||||||||IBK기업은행 동래지점||||40109
IBK기업은행|동아대학교의료원(出)지점|||IBK기업은행|051-241-3941~4|부산 서구 대신공원로 26||||||||IBK기업은행 동아대학교의료원(出)지점|(동아대학교병원)|||40109
IBK기업은행|망미동지점|||IBK기업은행|051-754-3441∼3|부산광역시 수영구 연수로 266||||||||IBK기업은행 망미동지점||||40109
IBK기업은행|명지국제신도시지점|||IBK기업은행|051-271-7602~4|부산광역시 강서구 명지국제8로 230||||||||IBK기업은행 명지국제신도시지점||||40109
IBK기업은행|미음산단지점|||IBK기업은행|051-979-6401|부산광역시 강서구 미음산단로 295번길 10||||||||IBK기업은행 미음산단지점||||40109
IBK기업은행|범천동지점|||IBK기업은행|051-647-9962|부산광역시 부산진구 신암로 141||||||||IBK기업은행 범천동지점|부산cbs방송국 1층|||40109
IBK기업은행|부산지점|||IBK기업은행|051-245-6755∼9|부산광역시 중구 중앙대로 88||||||||IBK기업은행 부산지점||||40109
IBK기업은행|부산WM센터|||IBK기업은행|051-749-0601|부산 해운대구 센텀남대로 50||||||||IBK기업은행 부산WM센터||||40109
IBK기업은행|부산시청역지점|||IBK기업은행|051-867-8817∼9|부산광역시 연제구 중앙대로 1000||||||||IBK기업은행 부산시청역지점||||40109
IBK기업은행|부산역지점|||IBK기업은행|051-467-0190∼5|부산광역시 동구 중앙대로 193||||||||IBK기업은행 부산역지점||||40109
IBK기업은행|부산진지점|||IBK기업은행|051-646-5281∼5|부산광역시 동구 중앙대로 489||||||||IBK기업은행 부산진지점||||40109
IBK기업은행|부전동지점|||IBK기업은행|051-816-3301∼7|부산광역시 부산진구 중앙대로 735||||||||IBK기업은행 부전동지점||||40109
IBK기업은행|부평동지점|||IBK기업은행|051-244-8911|부산광역시 중구 흑교로 5||||||||IBK기업은행 부평동지점||||40109
IBK기업은행|사상지점|||IBK기업은행|051-313-6113∼9|부산광역시 사상구 사상로 158||||||||IBK기업은행 사상지점||||40109
IBK기업은행|사상공단지점|||IBK기업은행|051-305-5742~6|부산광역시 사상구 삼덕로 62||||||||IBK기업은행 사상공단지점||||40109
IBK기업은행|사상디지털밸리지점|||IBK기업은행|051-660-5201|부산광역시 사상구 대동로 304||||||||IBK기업은행 사상디지털밸리지점||||40109
IBK기업은행|사직동지점|||IBK기업은행|051-867-7813~6|부산광역시 동래구 사직북로 4||||||||IBK기업은행 사직동지점|삼정자이언츠파크 2층 (사직동)|||40109
IBK기업은행|센텀시티지점|||IBK기업은행|051-744-6072~5|부산광역시 해운대구 센텀동로 9||||||||IBK기업은행 센텀시티지점|트럼프월드센텀 상가 110호|||40109
IBK기업은행|신평동지점|||IBK기업은행|051-204-2411∼4|부산광역시 사하구 신산로 169||||||||IBK기업은행 신평동지점||||40109
IBK기업은행|안락동지점|||IBK기업은행|051-526-0151∼5|부산광역시 동래구 충렬대로 351||||||||IBK기업은행 안락동지점||||40109
IBK기업은행|연산동지점|||IBK기업은행|051-868-2181∼5|부산광역시 연제구 중앙대로 1116||||||||IBK기업은행 연산동지점||||40109
IBK기업은행|영도지점|||IBK기업은행|051-416-0181∼6|부산광역시 영도구 남항서로 138||||||||IBK기업은행 영도지점||||40109
IBK기업은행|장림동지점|||IBK기업은행|051-264-7011∼5|부산광역시 사하구 장림번영로 44||||||||IBK기업은행 장림동지점||||40109
IBK기업은행|장산역지점|||IBK기업은행|051-703-4295|부산광역시 해운대구 세실로 64||||||||IBK기업은행 장산역지점||||40109
IBK기업은행|정관지점|||IBK기업은행|051-727-8343~4|부산광역시 기장군 정관면 산단1로 98-5||||||||IBK기업은행 정관지점||||40109
IBK기업은행|지사공단지점|||IBK기업은행|051-941-4324~7|부산 강서구 과학산단1로60번길 32||||||||IBK기업은행 지사공단지점||||40109
IBK기업은행|초읍동지점|||IBK기업은행|051-809-7326∼8|부산광역시 부산진구 성지로 94||||||||IBK기업은행 초읍동지점||||40109
IBK기업은행|하단지점|||IBK기업은행|051-291-9224|부산광역시 사하구 낙동대로 472||||||||IBK기업은행 하단지점||||40109
IBK기업은행|학장동지점|||IBK기업은행|051-325-8002∼5|부산 사상구 학장로 183||||||||IBK기업은행 학장동지점||||40109
IBK기업은행|해운대역지점|||IBK기업은행|051-744-7183~5|부산 해운대구 해운대로 601||||||||IBK기업은행 해운대역지점|(우동)|||40109
IBK기업은행|LG광화문지점|||IBK기업은행|02-735-6823~4|서울특별시 종로구 새문안로 58||||||||IBK기업은행 LG광화문지점||||40109
IBK기업은행|MBC지점|||IBK기업은행|02-785-2039|서울 마포구 성암로 267||||||||IBK기업은행 MBC지점|MBC방송센터 B1층|||40109
IBK기업은행|가락동지점|||IBK기업은행|02-449-8522∼6|서울특별시 송파구 중대로 97||||||||IBK기업은행 가락동지점||||40109
IBK기업은행|가산IT밸리지점|||IBK기업은행|02-6343-6500|서울특별시 금천구 가산디지털2로 53||||||||IBK기업은행 가산IT밸리지점||||40109
IBK기업은행|가산동지점|||IBK기업은행|02-868-4232~4,7|서울특별시 금천구 가산디지털2로 184||||||||IBK기업은행 가산동지점|벽산디지털밸리2차 107호|||40109
IBK기업은행|가산디지털지점|||IBK기업은행|02-2624-0581~4|서울특별시 금천구 가산디지털1로 145||||||||IBK기업은행 가산디지털지점||||40109
IBK기업은행|가산디지털역지점|||IBK기업은행|02-2026-5544,6|서울특별시 금천구 가산디지털1로 168||||||||IBK기업은행 가산디지털역지점||||40109
IBK기업은행|가산디지털중앙지점|||IBK기업은행|02-2026-8982~4,8,9|서울특별시 금천구 가산디지털2로 98||||||||IBK기업은행 가산디지털중앙지점||||40109
IBK기업은행|가산테크노지점|||IBK기업은행|02-861-8850~5|서울 금천구 서부샛길 606||||||||IBK기업은행 가산테크노지점|(대성디폴리스지식산업센터)|||40109
IBK기업은행|가산패션타운지점|||IBK기업은행|02-2083-8801-9|서울특별시 금천구 벚꽃로 298||||||||IBK기업은행 가산패션타운지점|대륭포스트타워6차 1층|||40109
IBK기업은행|가양동지점|||IBK기업은행|02-3661-8877∼8|서울특별시 강서구 강서로 468||||||||IBK기업은행 가양동지점||||40109
IBK기업은행|강남WM센터|||IBK기업은행|02-578-6911|서울특별시 강남구 남부순환로 2804||||||||IBK기업은행 강남WM센터|아카데미스위트 A동 201호|||40109
IBK기업은행|강남구청지점|||IBK기업은행|02-515-1439|서울특별시 강남구 학동로 429||||||||IBK기업은행 강남구청지점|(청담동)|||40109
IBK기업은행|강남구청역지점|||IBK기업은행|02-545-8171∼5|서울특별시 강남구 선릉로 648||||||||IBK기업은행 강남구청역지점|유라테크빌딩 1층|||40109
IBK기업은행|강남대로지점|||IBK기업은행|02-3472-2933~6|서울특별시 서초구 강남대로 305||||||||IBK기업은행 강남대로지점||||40109
IBK기업은행|강남대로중앙지점|||IBK기업은행|02-523-6092~4|서울특별시 서초구 강남대로 341||||||||IBK기업은행 강남대로중앙지점||||40109
IBK기업은행|강남역지점|||IBK기업은행|02-3481-2713~6|서울 서초구 강남대로 403||||||||IBK기업은행 강남역지점|(서초동)|||40109
IBK기업은행|강동구청역지점|||IBK기업은행|02-478-7246~9|서울특별시 강동구 성내로6길 11||||||||IBK기업은행 강동구청역지점||||40109
IBK기업은행|강서중앙지점|||IBK기업은행|02-3663-7575|서울특별시 강서구 공항대로 411||||||||IBK기업은행 강서중앙지점||||40109
IBK기업은행|강일동지점|||IBK기업은행|02-442-6351-5|서울특별시 강동구 아리수로93길 9||||||||IBK기업은행 강일동지점|골드프라자|||40109
IBK기업은행|개봉동지점|||IBK기업은행|02-2684-0171∼6|서울특별시 구로구 개봉로 60||||||||IBK기업은행 개봉동지점||||40109
IBK기업은행|개봉북지점|||IBK기업은행|02-2688-2781∼4|서울특별시 구로구 경인로35길 131-15||||||||IBK기업은행 개봉북지점||||40109
IBK기업은행|건대역지점|||IBK기업은행|02-462-3205~7|서울특별시 광진구 아차산로 237||||||||IBK기업은행 건대역지점||||40109
IBK기업은행|고척동지점|||IBK기업은행|02-2684-8361∼3|서울특별시 구로구 경인로 397||||||||IBK기업은행 고척동지점||||40109
IBK기업은행|공덕동지점|||IBK기업은행|02-2174-4000~6|서울특별시 마포구 마포대로 163||||||||IBK기업은행 공덕동지점||||40109
IBK기업은행|공릉동지점|||IBK기업은행|02-973-0116∼8|서울특별시 노원구 공릉로 147||||||||IBK기업은행 공릉동지점||||40109
IBK기업은행|공릉역지점|||IBK기업은행|02-949-4837∼9|서울특별시 노원구 동일로 1073||||||||IBK기업은행 공릉역지점||||40109
IBK기업은행|교대역지점|||IBK기업은행|02-594-4813∼7|서울특별시 서초구 서초대로 275||||||||IBK기업은행 교대역지점||||40109
IBK기업은행|구로동지점|||IBK기업은행|02-858-7100∼7|서울특별시 구로구 디지털로32길 55||||||||IBK기업은행 구로동지점||||40109
IBK기업은행|구로동기업금융지점|||IBK기업은행|02-2081-4091|서울특별시 구로구 디지털로32길 55||||||||IBK기업은행 구로동기업금융지점|2층|||40109
