##NAME|TYPE|NEWADDR|ADDR|YCOORD|XCOORD|NEWADDR2|ADDR2|보유차고지수용능력|자동차총보유대수|승용차보유대수|승합차보유대수|전기승용자동차보유대수|전기승합자동차보유대수|경차요금|소형차요금|중형차요금|대형차요금|승합차요금|레저용차요금|수입차요금|평일운영시작시각|평일운영종료시각|주말운영시작시각|주말운영종료시각|공휴일운영시작시각|공휴일운영종료시각|OFFDAY|HOMEPAGE|OWNER|TELNUM|DATE|제공기관코드|제공기관명@@렌터카_공공데이터포털
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 강서구 양천로 7, 외2 필지 (방화동)|||10|10|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 강서구 양천로 7, 외2 필지 (방화동)|||44|44|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 용산구 후암동 258-8|||53|53|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 성북구 보문로 170(성북구청 주차장)|||113|113|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 양천구 곰달래로3길 13(신월동,마을마당공영주차장)|||112|111|1|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 강서구 마곡서로 101(마곡동,동익드미라벨)|||55|55|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 강서구 마곡서로 101(마곡동,동익드미라벨)|||168|165|3|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 성동구 도선동 58-1|||77|77|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 성북구 삼선동3가 43-1(삼선동, 경동고등학교주차장)|||10|10|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 영등포구 국제금융로2길 37|||14|14|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 동작구 사당동 318-12(지산주차장)|||21|21|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 성북구 동소문로 260 (길음환승주차장)|||0|0|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|주사업장|서울특별시 광진구 아차산로 355, 305호-307호 (자양동, 타워더모스트광진아크로텔)||37.537608|127.082651|서울특별시 양천구 신월동 21-1(신월동,신월공영주차장)|||0|0|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 부천시 원미구 길주로77번길 55-25, 702호 (상동, 대야복합타워)||37.507353|126.750678|경기도 부천시 원미구 소향로37번길 19(상동, 상록복합타운 상록주차장)|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|광주광역시 서구 상무대로 996, 201호(쌍촌동,광송빌딩)||35.151619|126.871044|광주광역시 광산구 우산동 1606-9번지|||2|2|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|대구광역시 달서구 장기로 303 (장기동)||35.843255|128.527265|대구광역시 동구 동호동 371|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|인천광역시 남동구 성리로 6 (구월동)||37.444765|126.708213|인천광역시 남동구 구월동 1142-6|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경상북도 구미시 구평동 995번지||36.092478|128.444837|경상북도 구미시 구미중앙로15길 18-2 (원평동)|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 시흥시 검바위1로 66-28 (은행동)||37.434915|126.797269|경기도 시흥시 큰솔로12번안길 18 (정왕동)|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 고양시 일산동구 장항로 142, 1층 (백석동)||37.636215|126.781587|경기도 고양시 일산동구 위시티2로11번길 31, 7층(식사동, 위시티스타타워빌딩)|||4|4|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 화성시 태안로 323-20 (황계동)||37.216105|127.021521|경기도 수원시 영통구 영통동 1025-1보보스포렉스 B3|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 성남시 분당구 판교역로18번길 2(백현동)||37.384125|127.110983|경기도 성남시 분당구 구미동 182|||4|3|1|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경상북도 포항시 북구 흥해읍 동해대로 860, 작업동, 2호||36.056338|129.319614|경상북도 포항시 남구 중흥로 116, 601-11(상도동)|||5|5|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|부산광역시 부산진구 전포동 897 전포LH아파트 상가 106호||35.158909|129.071621|부산광역시 기장군 철마면 반송로 1090|||4|4|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 용인시 수지구 죽전동 1291,죽전수산유통센터 제1층 102호||37.324359|127.105390|경기도 용인시 수지구 성복동 89번지 및 성복동 70-1번지|||4|4|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|전라북도 김제시 금구면 선비로 1391, 1동 2호||35.785681|127.030273|전라북도 전주시 완산구 다가동3가 43-4, 41|||0|0|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
비마이카(주)|영업소|경기도 평택시 서정로 67(서정동)||37.073767|127.044339|경기도 평택시 서정역로58번길 34 (서정동)|||0|0|0|0|0||||||||00:00|00:00||||||||02-557-8752|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 201호(리젠트오피스텔)||37.532631|127.092582|서울특별시 양천구 신정동 1315|||20|20|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 202호(리젠트오피스텔)||37.532631|127.092582|서울특별시 양천구 신정동 1315|||38|37|1|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 203호(리젠트오피스텔)||37.532631|127.092582|서울특별시 성동구 왕십리로 326(도선동)|||20|20|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 204호(리젠트오피스텔)||37.532631|127.092582|서울특별시 송파구 백제고분로32길 25-17(삼전동)|||0|0|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 205호(리젠트오피스텔)||37.532631|127.092582|서울특별시 성북구 장위동 장위3동 77-79|||7|7|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 206호(리젠트오피스텔)||37.532631|127.092582|서울특별시 강서구 양천로 7,외 2필지(방화동)|||0|0|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 207호(리젠트오피스텔)||37.532631|127.092582|서울특별시 강서구 등촌동 505-10, 505-11, 505-15(등촌주차장)|||15|15|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 208호(리젠트오피스텔)||37.532631|127.092582|서울특별시 성북구 장위3동 77-79|||15|15|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|주사업장|서울특별시 광진구 강변역로4길 68, 209호(리젠트오피스텔)||37.532631|127.092582|서울특별시 강서구 양천로 7,외 2필지(방화동)|||10|10|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|영업소|충청북도 충주시 계명대로 5(칠금동)||36.983125|127.915439|충청북도 충주시 칠금면 829|||15|12|3|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)솔렌터카|영업소|울산광역시 남구 돋질로 154(달동)||35.540391|129.322384|울산광역시 북구 명촌23길 34|||16|16|0|0|0||||||||00:00|00:00||||||||1599-1940|2019-03-04|3040000|서울특별시 광진구
(주)조렌트카|주사업장|서울특별시 광진구 천호대로136길 7 구의동)||37.548929|127.091672|서울특별시 중랑구 신내역로 3길 40-11|||66|66|0|0|0||||||||00:00|00:00||||||||02-458-9314|2019-03-04|3040000|서울특별시 광진구
(주)모두카|주사업장|서울특별시 광진구 능동로19길 47, 605호(화양동,화양타워)||37.547277|127.071080|서울특별시 은평구 수색동 78-2 외 7필지|||70|70|0|0|0||||||||00:00|00:00||||||||02-463-0410|2019-03-04|3040000|서울특별시 광진구
(주)모두카|주사업장|서울특별시 광진구 능동로19길 47, 605호(화양동,화양타워)||37.547277|127.071080|서울특별시 은평구 통일로92다길 16-23|||1|1|0|0|0||||||||00:00|00:00||||||||02-463-0410|2019-03-04|3040000|서울특별시 광진구
(유)투어렌트카|주사업장|광주광역시 북구 설죽로171번길 34(용봉동)|광주광역시 북구 용봉동 1406-5|35.1567753|126.894256|광주광역시 동구 경양로277번길 20(계림동)|광주광역시 동구 계림동 278-3||56|52|4|0|0||100000|175000|299000|220000|195000|350000|09:00|17:00|09:00|17:00|09:00|17:00|연중무휴||노승규, 정헌민|062-266-8225|2019-01-31|3620000|광주광역시 북구
㈜오션렌트카|주사업장|광주광역시 북구 경열로 256(중흥동)|광주광역시 북구 중흥동 708-14|35.1869691|126.9345445|광주광역시 북구 동문대로 280(각화동)|광주광역시 북구 각화동 380||120|119|1|0|0||89000|149000|218000|199000|||08:30|19:00|18:30|19:00|08:00|19:00|연중무휴|www.oceanrentcar.com|안현|062-511-2828|2019-01-31|3620000|광주광역시 북구
㈜한길렌트카|주사업장|광주광역시 북구 하남대로 499, 2층(동림동)|광주광역시 북구 동림동 928-46|35.1500947|126.847862|광주광역시 광산구 체암로 1742(양동)|광주광역시 광산구 양동 490||89|81|8|0|0|95000|120000|150000|267000|220000||270000|09:00|19:00|09:00|19:00|09:00|19:00|토, 일|www.한길렌트카.com|허욱|062-527-5011|2019-01-31|3620000|광주광역시 북구
(유)붕붕렌트카|주사업장|광주광역시 북구 서하로 277-1(오치동)|광주광역시 북구 오치동 964-25|35.1871676|126.9108544|광주광역시 북구 서하로 277(오치동)|광주광역시 북구 오치동 964-6||69|68|1|0|0||102000|122000|155000|250000|190000|450000|08:30|20:30|08:30|20:30|08:30|20:30|연중무휴|www.bbrentcar.co.kr|최동규|062-266-1888|2019-01-31|3620000|광주광역시 북구
(유)일일사투어렌트카|주사업장|광주광역시 북구 동운로 185(운암동)|광주광역시 북구 운암동 794-13|35.173852|126.870705|광주광역시 광산구 도천동 380-3|광주광역시 광산구 도천동 380-3||62|56|6|0|0|||141000|193000|136000|||09:00|17:30|09:00|18:00|10:00|17:00|연중무휴||오연화|062-372-0114|2019-01-31|3620000|광주광역시 북구
(유)태진렌트카|주사업장|광주광역시 북구 설죽로370번길 10-17(오치동)|광주광역시 북구 오치동 857-7|35.1431246|126.900456|광주광역시 광산구 상무대로 529-4(우산동)|광주광역시 광산구 우산동 220-6||149|147|2|0|0|95000|100000|165000|299000|220000|245000|450000|00:00|23:59|00:00|23:59|00:00|23:59|연중무휴|www.tjrent.co.kr|김동오|062-367-7400|2019-01-31|3620000|광주광역시 북구
(유)신한렌트카|주사업장|광주광역시 북구 북문대로249번길 19(동림동)|광주광역시 북구 동림동46-3|35.2099328|126.8220827|광주광역시 광산구 도천남길 124-2(도천동)|광주광역시 광산구 도천동 355-13||118|116|2|0|0|95000|100000|165000|267000|220000||400000|09:00|17:00|09:00|17:00|09:00|17:00|연중무휴||황대연|062-681-0855|2019-01-31|3620000|광주광역시 북구
㈜한들렌트카|주사업장|광주광역시 북구 첨단연신로107번길 37, 201호(신용동, 제이오빌딩)|광주광역시 북구 신용동 696번지 201호|35.1107657|126.6829402|광주광역시 광산구 노안삼도로 789(송학동)|광주광역시 광산구 송학동 102-25||166|162|4|0|0|95000|110000|165000|267000|290000||350000|09:00|18:00|09:00|18:00|09:00|18:00|토, 일||김태성|062-942-6900|2019-01-31|3620000|광주광역시 북구
㈜제이카|주사업장|광주광역시 북구 첨단과기로 123, 창업지원센터 118-2호(오룡동)|광주광역시 북구 오룡동 1|35.1531549|126.839356|광주광역시 서구 상무중앙로 71(치평동)|광주광역시 서구 치평동 1182-6||122|0|0|122|0||120000|77760|||||00:00|23:59|00:00|23:59|00:00|23:59|연중무휴|www.jecar.co.kr|강오순|070-8611-9899|2019-01-31|3620000|광주광역시 북구
(유)에스원렌트카|주사업장|광주광역시 북구 용봉로 84-4(중흥동)|광주광역시 북구 중흥동 352|35.1648154|126.8380218|광주광역시 서구 덕흥1길 29(덕흥동)|광주광역시 서구 덕흥동 22-4||51|47|4|0|0||80000|100000|200000|150000|||10:00|22:00|10:00|22:00|10:00|22:00|연중무휴||정찬묵,안영민|062-521-2272|2019-01-31|3620000|광주광역시 북구
㈜대한렌트카|주사업장|광주광역시 북구 서암대로143번길 20, 2층 201호(신안동)|광주광역시 북구 신안동 475-15|35.1869691|126.9345445|광주광역시 북구 동문대로 280(각화동)|광주광역시 북구 각화동 380-15||188|181|7|0|0||95000|170000|214000|180000||350000|00:00|23:59|00:00|23:59|00:00|23:59|연중무휴||조수형|062-674-6900|2019-01-31|3620000|광주광역시 북구
주식회사 제이렌트카|주사업장|광주광역시 북구 동운로203, 2층 4호(운암동)|광주광역시 북구 운암동 805-10|35.174305|126.872019909|광주광역시 북구 빛고을대로730(용두동)|광주광역시 북구 용두동1021-1||51|51|0|0|0||95000|160000|267000|270000|180000|248000|09:00|18:00|09:00|18:00|09:00|18:00|토||장진택|062-574-0921|2019-01-31|3620000|광주광역시 북구
(주)나라렌터카|영업소|강원도 영월군 영월읍 덕포우회길 38||37.179304|128.474713|강원도 영월군 영월읍 덕포우회길 42|||40|40|0|0|0||||||||08:00|20:00||||||||033-370-9110|2018-08-26|4270000|강원도 영월군
(주)삼지렌트카(3G)|영업소|강원도 영월군 영월읍 중앙로 85||37.183760|128.473370|강원도 영월군 영월읍 중앙로 83|||6|5|1|0|0||||||||00:00|00:00||||||||033-374-7114|2018-08-26|4270000|강원도 영월군
㈜롯데렌탈|영업소|강원도 영월군 영월읍 단종로33번길 48||37.184137|128.466812|강원도 영월군 영월읍 하송로 138|강원도 영월군 영월읍 하송리 405-5||5|5|0|0|0||||||||08:00|18:00||||||||033-372-9844|2018-08-26|4270000|강원도 영월군
(합)미래렌트카|주사업장|충청남도 서산시 해미면 한티로 337||36.6893702|126.5770793|충청남도 서산시 해미면 한티로 337|충청남도 서산시 해미면 대곡리 425-2||37|34|3|0|0||||||||09:00|18:00||||||||041-688-5650|2018-10-01|4530000|충청남도 서산시
(합)청훈렌트카|주사업장|충청남도 서산시 해미면 한티로 10||36.7076726|126.5517238|충청남도 서산시 해미면 내포로 2486-8|충청남도 서산시 해미면 휴암리 226-1||56|49|7|0|0||||||||09:00|18:00||||||||041-688-6111|2018-10-01|4530000|충청남도 서산시
구진렌트카㈜|주사업장|충청남도 서산시 읍내동 144-1, 서부상가 1층 85호||36.7800659|126.4506257|충청남도 서산시 고운로 6-7|충청남도 서산시 예천동 488||20|19|1|0|0||||||||09:00|18:00||||||||041-669-3479|2018-10-01|4530000|충청남도 서산시
(합)동원렌트카 서산영업소|영업소|충청남도 서산시 성연면 충의로 567-23||36.8226427|126.4398132|충청남도 서산시 충의로 567-23|충청남도 서산시 성연면 고남리 113||9|9|0|0|0||||||||09:00|18:00||||||||041-664-1767|2018-10-01|4530000|충청남도 서산시
(유)진렌트카 서산영업소|영업소|충청남도 서산시 고운로 365||36.7818579|126.4579714|충청남도 서산시 고운로 365|충청남도 서산시 잠홍동 584-1||4|4|0|0|0||||||||09:00|18:00||||||||041-669-6056|2018-10-01|4530000|충청남도 서산시
㈜스카이렌트카 서산영업소|영업소|충청남도 서산시 잠홍2길 110||36.7885529|126.4824669|충청남도 서산시 잠홍2길 110|충청남도 서산시 잠홍동 263-4||13|12|1|0|0||||||||09:00|18:00||||||||080-225-7777|2018-10-01|4530000|충청남도 서산시
㈜하나렌터카 서산영업소|영업소|충청남도 서산시 서해로 3364-20||36.7679369|126.4526245|충청남도 서산시 대지제2로 7|충청남도 서산시 읍내동 31-15||0|0|0|0|0||||||||09:00|18:00||||||||041-667-4044|2018-10-01|4530000|충청남도 서산시
㈜에이치케이나라렌트카 서산영업소|영업소|충청남도 서산시 호수공원8로 4-16, 5층||36.772751|126.448682|충청남도 서산시 호수공원8로 4-16|충청남도 서산시 예천동 1256-2||0|0|0|0|0||||||||09:00|18:00||||||||041-669-0369|2018-10-01|4530000|충청남도 서산시
㈜금강렌트카 서산영업소|영업소|충청남도 서산시 읍내3로 14-8(읍내동)||36.7790344|126.4491294|충청남도 서산시 읍내3로 14-8|충청남도 서산시 읍내동 102-14||20|15|5|0|0||||||||09:00|18:00||||||||041-663-8555|2018-10-01|4530000|충청남도 서산시
㈜금강렌트카 대산영업소|영업소|충청남도 서산시 대산읍 충의로 1857||36.9318661|126.439418|충청남도 서산시 충의로 1857|충청남도 서산시 대산읍 대산리 150-50||25|17|3|0|0||||||||09:00|18:00||||||||041-682-2222|2018-10-01|4530000|충청남도 서산시
롯데렌탈㈜ 서산영업소|영업소|충청남도 서산시 서해로 3437 원진빌딩 2층||36.7715926|126.4596323|충청남도 서산시 성연면 일람리 803/803-6|충청남도 서산시 성연면 일람리 803/803-6||509|476|33|0|0||||||||09:00|18:00||||||||041-855-8000|2018-10-01|4530000|충청남도 서산시
(자)기풍렌트카 서산2영업소|영업소|충청남도 서산시 율지8로 9||36.7820862|126.4604137|충청남도 서산시 충의로 47|충청남도 서산시 예천동 555-1||3|3|0|0|0||||||||09:00|18:00||||||||041-668-7922|2018-10-01|4530000|충청남도 서산시
(자)기풍렌트카 서산영업소|영업소|충청남도 서산시 대산읍 충의로 1899||36.9348763|126.4363809|충청남도 서산시 충의로 1903-1|충청남도 서산시 대산읍 대산리 148-16||6|4|2|0|0||||||||09:00|18:00||||||||041-681-5507|2018-10-01|4530000|충청남도 서산시
㈜삼성렌트카|영업소|충청남도 서산시 율지4로 4||36.7801134|126.459552|충청남도 서산시 인지면 둔당리 256-6|충청남도 서산시 인지면 둔당리 256-6||6|6|0|0|0||||||||09:00|18:00||||||||043-237-8281|2018-10-01|4530000|충청남도 서산시
에이제이렌터카㈜ 서산영업소|영업소|충청남도 서산시 벌말1길 46-7, 2층(동문동)||36.7768789|126.4665712|충청남도 서산시 한마음10길 12|충청남도 서산시 석림동 647-13||2|1|1|0|0||||||||09:00|18:00||||||||041-668-2847|2018-10-01|4530000|충청남도 서산시
㈜조은렌트카 서산영업소|영업소|충청남도 서산시 예천동 491||36.7738227|126.4441121|충청남도 서산시 예천동 489-4|충청남도 서산시 예천동 489-4||11|10|1|0|0||||||||09:00|18:00||||||||041-668-1235|2018-10-01|4530000|충청남도 서산시
㈜우리렌트카 서산영업소|영업소|충청남도 서산시 읍내동 10-13||36.7796411|126.4521271|충청남도 서산시 읍내6로 33|충청남도 서산시 읍내동 10-7, 9||9|7|2|0|0||||||||09:00|18:00||||||||041-664-1680|2018-10-01|4530000|충청남도 서산시
㈜쏘카 서산점|영업소|충청남도 서산시 동문동 909-12||36.7805234|126.4574775|충청남도 서산시 동문동 909-12|충청남도 서산시 동문동 909-12||0|0|0|0|0||||||||09:00|18:00||||||||1661-3315|2018-10-01|4530000|충청남도 서산시
신형렌트카|주사업장|충청북도 제천시 의림대로 1|충청북도 제천시 영천동 1381-1|37.1277513|128.2047664|충청북도 제천시 의림대로 1|충청북도 제천시 영천동 1381-1|60|36|33|3|0|0|50000|60000|70000|120000|120000|||06:00|22:00|06:00|22:00|06:00|22:00|설,추석 당일|ww.w신형렌트카.com|정우영|043-645-5888|2018-08-24|4400000|충청북도 제천시
삼지렌트카|주사업장|충청북도 제천시 청전대로 93|충청북도 제천시 청전동 197-6|37.1487166|128.2087033|충청북도 제천시 청전대로 93|충청북도 제천시 청전동 197-6|53|38|34|4|0|0||60000|70000|120000|120000|||08:30|22:00|08:30|22:00|00:00|00:00|설,추석 당일|www.3grentcar.com|심정숙|043-648-1006|2018-08-24|4400000|충청북도 제천시
베스트렌트카|영업소|충청북도 제천시 원화산로 154, 2층|충청북도 제천시 동현동 358|37.1301294|128.2203413|충청북도 제천시 원화산로 154|충청북도 제천시 동현동 358|18|16|15|1|0|0|50000|70000|80000|120000|110000|||08:00|19:00|08:00|19:00|08:00|19:00|연중무휴|www.bestrentcar.kr|김광태|043-646-1777|2018-08-24|4400000|충청북도 제천시
애니렌트카|영업소|충청북도 제천시 숭문로 72|충청북도 제천시 의림동 48-6|37.1394163|128.2074554|충청북도 제천시 숭문로 72|충청북도 제천시 의림동 48-6|26|23|20|3|0|0|50000|60000|80000|150000|200000|||09:00|18:00|09:00|18:00|09:00|18:00|연중무휴||고병석|043-647-0647|2018-08-24|4400000|충청북도 제천시
굿데이렌트카|주사업장|서울특별시 강남구 도곡로 28길 8, 205호 (도곡동, 도곡1차 아이파크상가)||37.4920650|127.0421000|서울특별시 송파구 방이동 42-5, 7 기계식주차타워|||66|64|2|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
굿렌트카|주사업장|서울특별시 강남구 개포로623,209호(개포동,대청타워)||37.4941390|127.0794290|서울특별시 강남구 개포로 623, 209(개포동,대청타워)|||105|105|0|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
그린카|주사업장|서울특별시 강남구 테헤란로70길 16, 6층(대치동, 동산빌딩)||37.5043220|127.0532840|서울특별시 강남구 테헤란로 70길 16, 6층 (대치동, 동산빌딩)|||158|158|0|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
뉴삼보렌트카|주사업장|서울특별시 강남구 개포로 140길 18 (일원동)||37.4943330|127.0863240|서울특별시 강남구 개포동 1176-3 노외주차장|||52|49|3|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
뉴스마트|주사업장|서울특별시 강남구 논현로72길16(역삼동,초원빌딩 4층)||37.4956440|127.0408990|서울특별시 서초구 서초중앙로 31길 14-5 미도공영주차장|||52|37|8|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
로얄렌트카|주사업장|서울특별시 강남구 학동로165,204호(논현동,마일스디오빌)||37.5137890|127.0290210|서울특별시 마포구 대흥동 794외4필지 대승주차장|||141|134|7|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
링커블|주사업장|서울특별시 강남구 테헤란로 507, 11층 (삼성동, 위워크빌딩)||37.5076190|127.0577130|서울특별시 서초구 방배동 1002번지, 방배동 산195번지|||72|72|0|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
마이카렌트카|주사업장|서울특별시 강남구 영동대로 510, 삼성빌딩 401-3호||37.5105320|127.0626850|서울특별시 중랑구 신내동 647 (봉화산역주차장)|||100|97|3|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
마춤카|주사업장|서울특별시 강남구 헌릉로 570길 34, 501호 (세곡동, 리엔파크프라자)||37.4631470|127.1034060|서울특별시 은평구 수색동 78-2 외7필지 (수색동, 수색공영주차장)|||528|526|2|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
보배렌트카|주사업장|서울특별시 강남구 광평로10길50,2층 45호(일원동,청솔상가)||37.4806190|127.0822850|서울특별시 서초구 양재대로12길25(양재동)|||98|96|2|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
샤이어렌트카|주사업장|서울특별시 강남구 학동로8길 9, 3층(논현동,옥남빌딩)||37.5112570|127.0244730|서울특별시 서초구 서초대로 320 하림인터내셔날빌딩주차장|||59|58|1|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
씨앤에이치프리미어렌탈|주사업장|서울특별시 강남구 삼성로86길 23, 3층(대치동,구일빌딩)||37.5061110|127.0592780|서울특별시 양천구 국회대로 28|||628|611|17|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
아이언렌트카|주사업장|서울특별시 강남구 봉은사로 114길 38, 204호 (삼성동, 경인빌딩)||37.5125880|127.0653630|서울특별시 마포구 월드컵북로 496 (상암동) 푸르메주차장|||313|304|9|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
에스에스오토랜드|주사업장|서울특별시 강남구 테헤란로406,에이동401호(대치동,샹제리제센타)||37.5043350|127.0500150|서울특별시 송파구 백제고분로 42길 4-21|||148|146|2|0|0||||||||00:00|00:00||||||||00-000-0000|2019-01-14|3220000|서울특별시 강남구
