INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
피자헛|11625143|피자헛 방이점|서울특별시 송파구 방이1동 160 피자헛 방이점|서울특별시 송파구 가락로 278 그랜드빌딩 1층 피자헛 방이점|02-443-2123|['음식점', '피자']|127.1198520|37.5124386|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625110|피자헛 외대2호점|서울특별시 동대문구 이문동 257-18 1층|서울특별시 동대문구 이문로 145|02-968-1588|['음식점', '피자']|127.0616625|37.5995487|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.061754, 'y': 37.599525}]|[{'rep': True, 'x': 127.061754, 'y': 37.599525}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1948195545|피자헛 신림본점|서울특별시 관악구 신림동 1416-1|서울특별시 관악구 봉천로 278|02-872-1092|['음식점', '피자']|126.9318434|37.4873584|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.931819, 'y': 37.487433}]|[{'rep': True, 'x': 126.931819, 'y': 37.487433}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1337850856|피자헛 망우사거리점|서울특별시 중랑구 망우동 487-2|서울특별시 중랑구 망우로 431|02-496-8814|['음식점', '피자']|127.1001811|37.6000449|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.100282, 'y': 37.600184}, {'rep': False, 'x': 127.099885, 'y': 37.599934}]|[{'rep': True, 'x': 127.10016, 'y': 37.59999}, {'rep': False, 'x': 127.099885, 'y': 37.599934}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1299571075|피자헛 강남자곡점|서울특별시 강남구 자곡동 634|서울특별시 강남구 자곡로 108|02-3414-6688|['음식점', '피자']|127.0953692|37.4719991|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.09524, 'y': 37.471816}]|[{'rep': True, 'x': 127.095416, 'y': 37.472112}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|36428556|피자헛 방배2호점|서울특별시 서초구 방배4동 851-6 1층|서울특별시 서초구 방배로 174 태창빌딩|070-7865-1506|['음식점', '피자']|126.9929470|37.4892158|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.993292, 'y': 37.489092}]|[{'rep': True, 'x': 126.992919, 'y': 37.489101}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625076|피자헛 수서일원점|서울특별시 강남구 일원동 685-6|서울특별시 강남구 일원로9길 7|02-2226-6044|['음식점', '피자']|127.0822490|37.4896380|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.082259, 'y': 37.489703}]|[{'rep': True, 'x': 127.082159, 'y': 37.489558}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1650446741|피자헛 창신점|서울특별시 종로구 숭인동 61-61|서울특별시 종로구 지봉로 70-2|02-764-7485|['음식점', '피자']|127.0157551|37.5762983|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.015674, 'y': 37.576267}]|[{'rep': True, 'x': 127.015674, 'y': 37.576267}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625097|피자헛 개봉2호점|서울특별시 구로구 개봉동 353-14 2층|서울특별시 구로구 경인로 324 성원빌딩|02-2682-5523|['음식점', '피자']|126.8561999|37.4971346|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.856085, 'y': 37.49719}]|[{'rep': True, 'x': 126.856085, 'y': 37.49719}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625134|피자헛 개포3호점|서울특별시 서초구 양재동 84-15|서울특별시 서초구 논현로 121 두일빌딩|02-2057-8718|['음식점', '피자']|127.0432090|37.4806254|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.043116, 'y': 37.480592}]|[{'rep': True, 'x': 127.043116, 'y': 37.480592}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625138|피자헛 정릉2호점|서울특별시 성북구 정릉동 400-2 1층|서울특별시 성북구 보국문로 49|070-8740-9911|['음식점', '피자']|127.0096930|37.6087288|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.009673, 'y': 37.608903}]|[{'rep': True, 'x': 127.009673, 'y': 37.608903}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1179665439|피자헛 숙대역2호점|서울특별시 용산구 남영동 78-1|서울특별시 용산구 한강대로 274|02-749-6578|['음식점', '피자']|126.9729387|37.5427660|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.972823, 'y': 37.542793}]|[{'rep': True, 'x': 126.972823, 'y': 37.542793}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1699553681|피자헛 약수점|서울특별시 중구 신당동 370-52|서울특별시 중구 다산로 155|02-2253-8566|['음식점', '피자']|127.0119423|37.5575755|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.011779, 'y': 37.557598}]|[{'rep': True, 'x': 127.012006, 'y': 37.557534}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1766387270|피자헛 삼성중앙점|서울특별시 강남구 삼성동 48-4|서울특별시 강남구 봉은사로73길 19|02-568-9086|['음식점', '피자']|127.0503469|37.5136959|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.050322, 'y': 37.513533}, {'rep': False, 'x': 127.050245, 'y': 37.513717}]|[{'rep': True, 'x': 127.050411, 'y': 37.513667}, {'rep': False, 'x': 127.050245, 'y': 37.513717}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625168|피자헛 평창본점|서울특별시 종로구 평창동 150-5 행운빌딩 2층|서울특별시 종로구 평창문화로 98 행운빌딩|02-396-2692|['음식점', '피자']|126.9718720|37.6071030|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.97187, 'y': 37.607166}, {'rep': False, 'x': 126.971976, 'y': 37.606995}]|[{'rep': True, 'x': 126.97187, 'y': 37.607166}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32630769|피자헛 한남역점|서울특별시 용산구 한남동 107-10|서울특별시 용산구 독서당로 29|02-796-8353|['음식점', '피자']|127.0075280|37.5310800|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.007595, 'y': 37.531063}]|[{'rep': True, 'x': 127.007595, 'y': 37.531063}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1429600691|피자헛 서울고점|서울특별시 서초구 서초동 1533 1층|서울특별시 서초구 효령로 237|02-3487-0588|['음식점', '피자']|127.0097870|37.4840164|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.009613, 'y': 37.484167}]|[{'rep': True, 'x': 127.010034, 'y': 37.48397}, {'rep': False, 'x': 127.010368, 'y': 37.484153}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625069|피자헛 도곡2호점|서울특별시 강남구 개포동 158-12 JJ빌딩 1층|서울특별시 강남구 선릉로 26 JJ빌딩|02-2057-2751|['음식점', '피자']|127.0614985|37.4822673|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0616622, 'y': 37.4822284}]|[{'rep': True, 'x': 127.0616622, 'y': 37.4822284}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624976|피자헛 병점점|경기도 화성시 진안동 514-2|경기도 화성시 병점중앙로 155|031-226-8076|['음식점', '피자']|127.0381248|37.2115761|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.037855, 'y': 37.211501}]|[{'rep': True, 'x': 127.038247, 'y': 37.211531}, {'rep': False, 'x': 127.037995, 'y': 37.211578}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624957|피자헛 호계점|경기도 안양시 동안구 평촌동 922-5|경기도 안양시 동안구 평촌대로 116 평촌프라자|031-388-3923|['음식점', '피자']|126.9608213|37.3829496|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.96116, 'y': 37.3830911}]|[{'rep': True, 'x': 126.9609866, 'y': 37.3829084}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1856207293|피자헛 평택소사벌점|경기도 평택시 비전동 1091-4|경기도 평택시 비전5로 11|031-654-6077|['음식점', '피자']|127.1125427|37.0000378|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.112869, 'y': 37.000077}]|[{'rep': True, 'x': 127.112653, 'y': 37.0}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1134391984|피자헛 목감점|경기도 시흥시 조남동 666|경기도 시흥시 목감둘레로 59-9|031-487-9506|['음식점', '피자']|126.8482407|37.3736712|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.8484131, 'y': 37.3738448}]|[{'rep': True, 'x': 126.8480801, 'y': 37.3736413}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|21786498|피자헛 용인수지2호점|경기도 용인시 수지구 풍덕천동 742|경기도 용인시 수지구 풍덕천로 191 덕윤프라자 107호|031-276-2084|['음식점', '피자']|127.1014459|37.3267089|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.101681, 'y': 37.3270211}]|[{'rep': True, 'x': 127.1013525, 'y': 37.3267514}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|21682604|피자헛 동탄센트럴파크점|경기도 화성시 반송동 41-6 반송프라자 203호, 204호|경기도 화성시 동탄지성로 112|031-891-5588|['음식점', '피자']|127.0632113|37.2087861|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.0631364, 'y': 37.2089678}]|[{'rep': True, 'x': 127.0631355, 'y': 37.2086818}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1818937272|피자헛 양주옥정점|경기도 양주시 옥정동 963-7|경기도 양주시 옥정로 214|070-4231-2021|['음식점', '피자']|127.0919499|37.8207774|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.092394, 'y': 37.820805}]|[{'rep': True, 'x': 127.091898, 'y': 37.820705}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13557161|피자헛 광명소하점|경기도 광명시 소하동 1311 1층|경기도 광명시 소하일로52번길 11|02-6337-0102|['음식점', '피자']|126.8893337|37.4503112|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.889206, 'y': 37.450062}]|[{'rep': True, 'x': 126.889206, 'y': 37.450062}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|33659952|피자헛 별내점|경기도 남양주시 별내동 1010-3|경기도 남양주시 별내중앙로58번길 30|070-7843-3054|['음식점', '피자']|127.1243648|37.6474042|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.124455, 'y': 37.647327}]|[{'rep': True, 'x': 127.124455, 'y': 37.647327}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624925|피자헛 산본본점|경기도 군포시 산본동 1099-1 태주빌딩1층|경기도 군포시 산본로 398 태주빌딩1층|031-393-0505|['음식점', '피자']|126.9294565|37.3654750|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.9295042, 'y': 37.3656016}]|[{'rep': True, 'x': 126.929268, 'y': 37.3654997}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|36643305|피자헛 안양평촌점|경기도 안양시 동안구 관양동 1123-1|경기도 안양시 동안구 부림로 188|031-384-2016|['음식점', '피자']|126.9616520|37.3995631|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.961502, 'y': 37.399942}]|[{'rep': True, 'x': 126.961437, 'y': 37.3997}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|38300128|피자헛 죽전점|경기도 용인시 수지구 죽전동 1151 인현마을 현대홈타운 2상가 1층|경기도 용인시 수지구 탄천상로 7 인현마을 현대홈타운 2상가 1층|031-719-4115|['음식점', '피자']|127.1115885|37.3316510|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.111677, 'y': 37.3318}]|[{'rep': True, 'x': 127.111677, 'y': 37.3318}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32576605|피자헛 분당야탑점|경기도 성남시 분당구 야탑동 382-5|경기도 성남시 분당구 매화로 45 내외빌딩|031-8017-7561|['음식점', '피자']|127.1336200|37.4116940|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.133451, 'y': 37.411664}]|[{'rep': True, 'x': 127.133739, 'y': 37.411589}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624952|피자헛 안산고잔2호점|경기도 안산시 단원구 고잔동 708 웅신아트프라자|경기도 안산시 단원구 광덕대로 161 웅신아트프라자|031-483-2651|['음식점', '피자']|126.8292843|37.3109577|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.8288328, 'y': 37.3109589}]|[{'rep': True, 'x': 126.8294133, 'y': 37.3110468}, {'rep': False, 'x': 126.8288449, 'y': 37.3111316}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|434726567|피자헛 구리도농점|경기도 남양주시 다산동 306-50|경기도 남양주시 미금로 31|031-556-6464|['음식점', '피자']|127.1516991|37.6078628|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.152059, 'y': 37.607677}]|[{'rep': True, 'x': 127.152059, 'y': 37.607677}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1566865570|피자헛 고양화정점|경기도 고양시 덕양구 화정동 1002-7|경기도 고양시 덕양구 화중로 32-17|031-979-6130|['음식점', '피자']|126.8311115|37.6302328|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.8310916, 'y': 37.6300728}]|[{'rep': True, 'x': 126.8310916, 'y': 37.6300728}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
