NAME|BRANCH|ADDR|TELL|XCODR|YCORD
블랙야크|갤러리아타임|대전 서구 둔산2동  갤러리아백화점 타임월드점 8층 블랙야크|042-483-1814|127.378424|36.351873
블랙야크|대전대덕점|대전 대덕구 신탄진로 504 (상서동) 1층 (상서동) 대전 대덕점|042-936 -8848|127.41994|36.4238505
블랙야크|대전도마점|대전 서구 계백로 1457 (도마동) 블랙야크|042-523 -3259|127.382657|36.3144987
블랙야크|대전모다점|대전 유성구 대정로 5 (대정동) 블랙야크|042-542 -1811|127.320402|36.313454
블랙야크|대전오정점|대전 대덕구 한밭대로 1003 (오정동) 1층 (오정동) 대전 오정점|042-625 -1811|127.410047|36.3584406
블랙야크|대전유성점|대전 유성구 유성대로 777 (장대동) 0|042-823-1810|127.336061|36.3616
블랙야크|대전패션아일랜드점|대전 동구 은어송로 72 (가오동) 블랙야크|042-283 -1811|127.457976|36.30696
블랙야크|롯데대전|대전 서구 괴정동  롯데백화점 대전점 6층 블랙야크|042-601-2688|127.389509|36.340742
블랙야크|신세계스타일대전|대전 동구 용전동  63-3 신세계스타일대전점 블랙야크|042-615-1425|127.436708|36.350569
블랙야크|현대아울렛대전|대전 유성구 테크노중앙로 123 (용산동) 블랙야크|042-332 -2554|127.398516|36.4234369
블랙야크|SAY대전|대전 중구 문화동  1-16 SAY백화점 4층 블랙야크|042-242-1811|127.409976|36.32095
블랙야크|롯데울산|울산 남구 삼산동 1480-1 롯데백화점 울산점 5층 블랙야크 5층 블랙야크|052-960-5344|129.338841|35.538767
블랙야크|울산달동점|울산 남구 삼산로 126 (달동) 블랙야크|052-257 -9227|129.321133|35.5354873
블랙야크|울산모다점|울산 북구 진장유통로 78-6 (진장동) 0|052-935 -3024|129.3576|35.5771
블랙야크|울산신선도원몰점|울산 북구 진장17길 10 (진장동) 1층|052-916 -0146|129.356447|35.5624068
블랙야크|현대동구|울산 동구 서부동 105 현대백화점 울산동구점 4층 블랙야크 .|052-250-4437|129.431703|35.521605
블랙야크|현대울산|울산 남구 삼산동  1521-1 현대백화점 울산점 9층 블랙야크|052-228-0992|129.335946|35.539619
블랙야크|광주동광주점|광주 북구 동문대로 207 (각화동) 블랙야크|062-266 -5888|126.929948|35.1809128
블랙야크|광주무등산점|광주 동구 증심사길30번길 22 (운림동) 블랙야크 무등산점|062-226 -5300|126.957319|35.1331701
블랙야크|광주상무점|광주 서구 상무대로 841 (쌍촌동) 　|062-384-1811|126.854531|35.14967
블랙야크|광주송하점|광주 남구 서문대로 465 (송하동) 0|062-674 -5888|126.884181|35.107807
블랙야크|광주아울렛점|광주 서구 상무대로 627 (마륵동) 0|062-372-0800|126.833819|35.140586
블랙야크|광주용봉점|광주 북구 설죽로 255 (용봉동) 블랙야크|062-522 -2110|126.89817|35.1823107
블랙야크|롯데광주|광주 동구 대인동  7-1 롯데백화점 광주점 6층 블랙야크|062-221-1680|126.912513|35.154505
블랙야크|롯데아울렛광주|광주 서구 풍암동  롯데아울렛 광주월드컵점 2층 블랙야크|062-606-2936|126.87761|35.132583
블랙야크|롯데아울렛수완|광주 광산구 장덕동  1678 롯데아울렛수완점 2층 블랙야크|062-616-2224|126.821064|35.190969
블랙야크|신세계광주|광주 서구 광천동 신세계백화점 49-1 6층 블랙야크|062-360-1862|126.880593|35.160209
블랙야크|대구달성군청점|대구 달성군 논공읍 비슬로 1846 블랙야크|053-611 -2112|128.426299|35.776839
블랙야크|대구대한점|대구 서구 달구벌대로 1913 (내당동) |053-254-5195|128.573794|35.862856
블랙야크|대구동대구점|대구 동구 아양로 194 (효목동) |053-942-4994|128.634574|35.885465
블랙야크|대구범어점|대구 수성구 달구벌대로 2548 (범어동) 블랙야크|053-745-1811|128.641681|35.85852
블랙야크|대구서부점|대구 달서구 월배로 353 (송현동) 블랙야크|053-656 -8091|128.547666|35.8267873
블랙야크|대구성서점|대구 달서구 달서대로85길 6 (호림동) 블랙야크|053-710 -3330|128.491235|35.8374281
블랙야크|대구칠곡점|대구 북구 칠곡중앙대로 358 (태전동) 블랙야크|053-321 -3004|128.547898|35.9275111
블랙야크|대구퀸스로드점|대구 서구 평리로35길 18-14 (중리동) 비이동 304호|053-563 -2322|128.544761|35.8614362
블랙야크|대구팔공산점|대구 동구 팔공로 330 (봉무동) 1층 블랙야크 팔공산점|053-985 -8001|128.641788|35.9281241
블랙야크|동아쇼핑|대구광역시 중구 달구벌대로 2085 동아쇼핑 블랙야크|053-251 -4016|128.59191|35.866295
블랙야크|롯데대구|대구 북구 칠성동2가  롯데백화점 대구점 7층 블랙야크|053-660-3530|128.596196|35.875919
블랙야크|롯데상인|대구 달서구 상인동  롯데백화점 상인점 5층 블랙야크|053-258-3564|128.539228|35.818946
블랙야크|롯데아울렛봉무|대구 동구 봉무동  롯데이시아폴리스점 2층 블랙야크|053-945-2608|128.6383|35.921443
블랙야크|롯데아울렛율하|대구 동구 율하동  롯데아울렛율하점 2층 블랙야크|053-960-2755|128.693594|35.868231
블랙야크|신세계대구|대구 동구 동부로 149 (신천동) 신세계대구점 블랙야크|053-661 -6543|128.628962|35.87777
블랙야크|현대대구|대구 중구 계산동2가  200  현대백화점 대구점 5층 블랙야크 |053-245-2540|128.59075|35.866685
블랙야크|현대아울렛대구|대구 동구 동대구로 454 (신천동) 현대아울렛대구점 블랙야크|053-430 -2308|128.626546|35.8707298
블랙야크|롯데광복|부산 중구 중앙동7가  롯데백화점 광복점 7층 블랙야크|051-678-3710|129.036873|35.098491
블랙야크|롯데동래|부산 동래구 온천동  롯데백화점 동래점 5층 블랙야크|051-668-4582|129.07781|35.211818
블랙야크|롯데부산본점|부산 부산진구 부전동  롯데백화점 부산본점 5층 블랙야크|051-810-3569|129.05625|35.156814
블랙야크|롯데센텀시티|부산 해운대구 우동  1496 롯데백화점 센텀시티점 5층 블랙야크|051-730-3599|129.131623|35.169569
블랙야크|롯데센트럴스퀘어|부산 부산진구 중앙대로666번길 50 (부전동, 더샵 센트럴스타) 롯데센트럴스퀘어점 블랙야크|051-991 -3967|129.061072|35.151358
블랙야크|롯데아울렛동부산|부산광역시 기장군 차성로417번길 29 롯데아울렛동부산점 블랙야크|051-901 -2595|129.215716|35.256837
블랙야크|부산경성대점|부산 남구 수영로 346 (대연동) 0|051-611-9801|129.104086|35.138661
블랙야크|부산광복점|부산 서구 구덕로 95 (충무동1가) 블랙야크|051-244-1811|129.025605|35.096819
블랙야크|부산남천점|부산 수영구 황령대로 521 (남천동) 2층|051-627 -3332|129.110993|35.137256
블랙야크|부산녹산점|부산 강서구 낙동남로 660 (녹산동) 블랙야크|051-941 -5541|128.889811|35.117271
블랙야크|부산덕천점|부산 북구 금곡대로 16 (덕천동) 1층|051-338 -1812|129.005088|35.2114914
블랙야크|부산동래점|부산 동래구 충렬대로 318 (낙민동) 0|051-553-8866|129.093716|35.199006
블랙야크|부산세정아울렛점|부산 사하구 다대로 207 (장림동) 0|051-263 -1811|128.9779|35.0837
블랙야크|부산아트몰링점|부산 사하구 낙동남로 1413 (하단동) 5층|051-999 -7416|128.966474|35.1067549
블랙야크|부산애플아울렛점|부산 사상구 사상로 201 (괘법동) 애플아울렛 2층|051-559 -6342|128.980986|35.1631456
블랙야크|신세계센텀시티|부산 해운대구 우동  1495 신세계센텀시티점 3층 블랙야크|051-745-2730|129.130143|35.16895
블랙야크|신세계아울렛부산|부산 기장군 장안읍 좌천리  산 32 신세계부산프리미엄아울렛 블랙야크|051-940-1353|128.829811|35.185197
블랙야크|현대부산|부산 동구 범일동  62-5 현대백화점부산점 6층 블랙야크|051-667-0633|129.058833|35.14123
블랙야크|NC덕천|부산 북구 만덕대로 23 (덕천동) NC백화점 덕천점|051-366 -2277|129.00759|35.2111075
블랙야크|세종청사점|세종특별자치시 가름로 180 (어진동) 126호|044-867 -1811|127.259874|36.4974454
블랙야크|세종타운점|세종특별자치시 연서면 세종로 2085 0|044-868-1811|127.296026|36.573279
블랙야크|제주서귀포올레점|제주특별자치도 서귀포시 중앙로 54 (서귀동) 0|064-732 -0454|126.562656|33.250126
블랙야크|제주신제주점|제주특별자치도 제주시 도령로 25 (노형동) 블랙야크 신제주점|064-746 -1811|126.481358|33.4876167
블랙야크|제주점|제주특별자치도 제주시 관덕로11길 27-1 (일도일동) 블랙야크|064-726 -1811|126.525422|33.5156672
블랙야크|[키즈]롯데건대|서울 광진구 능동로 92 (자양동) 롯데백화점 건대점 블랙야크키즈|02 -2218-3839|127.071214|37.5389997
블랙야크|[키즈]롯데관악|서울 관악구 봉천로 209 (봉천동) 롯데백화점 관악점 블랙야크키즈|02 -3289-8571|126.924981|37.4905361
블랙야크|[키즈]롯데김포|서울 강서구 하늘길 지하 77 (방화동) 롯데백화점 김포점 블랙야크키즈|02 -6116-3364|126.803166|37.563277
블랙야크|[키즈]롯데노원|서울 노원구 동일로 1414 (상계동) 롯데백화점 노원점 블랙야크키즈|02 -950 -2614|127.06113|37.654994
블랙야크|[키즈]롯데미아|서울 강북구 도봉로 62 (미아동) 롯데백화점 미아점 블랙야크키즈|02 -944 -2764|127.030519|37.614561
블랙야크|[키즈]롯데영등포|서울 영등포구 경인로 846 (영등포동) 롯데백화점 영등포점 블랙야크키즈|02 -2164-5379|126.906678|37.515513
블랙야크|[키즈]롯데잠실|서울 송파구 올림픽로 240 (잠실동) 롯데백화점 잠실점 블랙야크키즈|02 -2143-1988|127.098081|37.511328
블랙야크|[키즈]롯데청량리|서울 동대문구 왕산로 214 (전농동) 롯데백화점 청량리점 블랙야크키즈|02 -3707-1686|127.047622|37.580755
블랙야크|[키즈]마리오구로|서울 금천구 디지털로9길 23 (가산동) 마리오백화점 구로점 블랙야크 키즈|02-2067-2320|126.886509|37.478729
블랙야크|[키즈]신세계강남|서울 서초구 신반포로 176 (반포동) 신세계백화점 강남점 블랙야크키즈|02 -3479-1661|127.003213|37.5049178
블랙야크|[키즈]신세계타임스퀘어|서울 영등포구 영중로 15-5 (영등포동4가) 신세계백화점 영등포점 블랙야크키즈|02 -2639-1667|126.904156|37.517034
블랙야크|[키즈]현대목동|서울 양천구 목동동로 257 (목동, 현대하이페리온) 현대백화점 목동점 블랙야크키즈|02 -2163-1584|126.875306|37.526425
블랙야크|[키즈]현대미아|서울 성북구 동소문로 315 (길음동) 현대백화점 미아점 블랙야크키즈|02 -2117-1616|127.028753|37.608322
블랙야크|[키즈]현대신촌|서울 서대문구 신촌로 83 (창천동) 현대백화점 신촌점 블랙야크키즈|02 -3145-2825|126.935776|37.556048
블랙야크|[키즈]현대아울렛가든파이브|서울 송파구 충민로 66 (문정동) 현대아울렛가든파이브 블랙야크 키즈|02 -2673-2419|127.124831|37.477702
블랙야크|[키즈]현대아울렛가산|서울 금천구 디지털로10길 9 (가산동) 현대아울렛 가산점 블랙야크 키즈|02 -2136-9846|126.803112|37.563251
블랙야크|[키즈]현대아울렛동대문|서울 중구 장충단로13길 20 (을지로6가) 현대아울렛 동대문점 블랙야크 키즈|02 -2283-2827|127.007742|37.568758
블랙야크|[키즈]NC강서|서울 강서구 강서로56길 17 (등촌동) NC백화점 강서점 블랙야크 키즈|02 -2667-9769|126.8404|37.56
블랙야크|[키즈]NC아울렛불광|서울 은평구 불광로 20 (대조동) NC아울렛 불광점 블랙야크키즈|02 -350 -7687|126.928938|37.6097357
블랙야크|[키즈]NC아울렛중계|서울 노원구 동일로204가길 46 (중계동) NC아울렛 중계점 블랙야크키즈|02 -3399-8577|127.067909|37.6412878
블랙야크|[키즈]W몰구로|서울 금천구 디지털로 188 (가산동) W몰백화점 구로점 블랙야크키즈|02 -2081-0719|126.887677|37.4773265
블랙야크|[키즈M]서울도봉점|서울 도봉구 도봉산길 65-17 (도봉동) 서울 도봉점 블랙야크키즈|--|127.037405|37.686096
블랙야크|[키즈M]서울우이점|서울 강북구 삼양로173길 53 (우이동) 우이 직영점 블랙야크키즈|02 -908 -1812|127.00976|37.6621593
블랙야크|[키즈M]서울청계산점|서울 서초구 원터2길 3 (원지동) 서울 청계산점 블랙야크키즈|--|127.056518|37.4439972
블랙야크|[키즈M]아우트로(가산)|서울 금천구 디지털로9길 99 (가산동) 아우트로 블랙야크키즈|02 -2286-9807|126.884924|37.481595
블랙야크|[키즈M]양재점|서울특별시 서초구 바우뫼로 201 블랙야크|02 -2286-9911|127.040844|37.480397
블랙야크|[키즈]갤러리아광교|경기 수원시 영통구 광교호수공원로 320 (하동) 갤러리아백화점 광교점 블랙야크키즈|031-5174-7640|127.057488|37.2847234
블랙야크|[키즈]롯데수원|경기 수원시 권선구 세화로 134 (서둔동) 롯데백화점 수원점 블랙야크키즈|031-8066-0672|126.99769|37.264819
블랙야크|[키즈]롯데아울렛고양|경기 고양시 덕양구 권율대로 420 (도내동) 롯데아울렛 고양점 블랙야크 키즈|031-8035-2739|126.8635|37.6296
블랙야크|[키즈]롯데아울렛고양터미널|경기 고양시 일산동구 중앙로 1036 (백석동) 롯데아울렛 고양점 블랙야크 키즈|031-936 -3678|126.789721|37.643269
블랙야크|[키즈]롯데아울렛광교|경기 수원시 영통구 도청로17번길 23 (이의동, 자연앤자이) 롯데아울렛 광교점 블랙야크 키즈|031-8064-2337|127.047887|37.289713
블랙야크|[키즈]롯데아울렛광명|경기 광명시 일직로 17 (일직동) 롯데아울렛 광명점 블랙야크 키즈|02 -6226-2744|126.884496|37.423907
블랙야크|[키즈]롯데아울렛구리|경기 구리시 동구릉로53번길 176-52 (인창동) 롯데아울렛 구리점 블랙야크 키즈|031-8034-2538|127.130472|37.612621
블랙야크|[키즈]롯데아울렛이천|경기 이천시 호법면 프리미엄아울렛로 177-76 롯데아울렛 이천점 블랙야크 키즈|031-887 -4673|127.400083|37.242271
블랙야크|[키즈]롯데아울렛파주|경기 파주시 회동길 390 (문발동) 롯데아울렛 파주점 블랙야크 키즈|031-960 -2514|126.692677|37.717879
블랙야크|[키즈]롯데안산|경기 안산시 단원구 중앙대로 873 (고잔동) 롯데백화점 안산점 블랙야크키즈|031-412 -2536|126.834481|37.317978
블랙야크|[키즈]롯데일산|경기 고양시 일산동구 중앙로 1283 (장항동) 롯데백화점 일산점 블랙야크키즈|031-909 -3711|126.772022|37.660703
블랙야크|[키즈]롯데중동|경기 부천시 길주로 300 (중동) 롯데백화점 중동점 블랙야크키즈|032-320 -7674|126.775325|37.502543
블랙야크|[키즈]롯데평촌|경기 안양시 동안구 시민대로 180 (호계동) 롯데백화점 평촌점 블랙야크키즈|031-8086-9633|126.950661|37.390451
블랙야크|[키즈]신세계경기|경기 용인시 수지구 포은대로 536 (죽전동) 신세계백화점 경기점 블랙야크키즈|031-695 -1865|127.108099|37.325015
블랙야크|[키즈]신세계아울렛시흥|경기 시흥시 서해안로 699 (정왕동) 신세계아울렛 시흥점 블랙야크 키즈|031-8072-3654|126.737056|37.3796366
블랙야크|[키즈]신세계아울렛파주|경기 파주시 탄현면 필승로 200 신세계아울렛 파주점 블랙야크키즈|031-8071-7518|126.696501|37.7692441
블랙야크|[키즈]신세계의정부|경기 의정부시 청사로 37 (금오동) 신세계백화점 의정부점 블랙야크키즈|031-8082-0859|127.045898|37.738121
블랙야크|[키즈]신세계하남|경기 하남시 대청로 77 (신장동) 신세계백화점 하남점 블랙야크키즈|031-8072-1778|127.222283|37.545939
블랙야크|[키즈]현대중동|경기 부천시 길주로 180 (중동) 현대백화점 중동점 블랙야크키즈|032-623 -2642|126.762036|37.504328
블랙야크|[키즈]AK수원|경기 수원시 팔달구 덕영대로 924 (매산로1가) AK백화점 수원점 블랙야크키즈|031-240 -1787|127.000362|37.26557
블랙야크|[키즈]AK평택|경기 평택시 평택로 51 (평택동) AK백화점 평택점 블랙야크키즈|031-646 -6670|127.083288|36.9918974
블랙야크|[키즈]Enter6동탄|경기 화성시 동탄중앙로 220 (반송동, 메타폴리스) Enter6동탄점 블랙야크 키즈|031-371 -5499|127.069144|37.205408
블랙야크|[키즈]LF아울렛양주|경기 양주시 평화로 1593 (회정동) LF아울렛 양주점 블랙야크키즈|031-894 -2781|127.052291|37.8313923
블랙야크|[키즈]NC동수원|경기 수원시 팔달구 인계로 154 (인계동) NC백화점 동수원점 블랙야크 키즈|031-231 -6585|127.034294|37.2663136
블랙야크|[키즈]NC부천|경기 부천시 송내대로 239 (상동) NC백화점 부천점 블랙야크 키즈|032-624 -7446|126.756676|37.5040803
블랙야크|[키즈]NC수원터미널|경기 수원시 권선구 경수대로 270 (권선동) NC백화점 수원점 블랙야크 키즈|031-8065-3724|127.01996|37.2513342
블랙야크|[키즈]NC일산|경기 고양시 일산동구 중앙로 1206 (마두동) NC백화점 일산점 블랙야크키즈|031-900 -5856|126.776834|37.6545822
블랙야크|[키즈]NC평택|경기 평택시 경기대로 279 (비전동) NC백화점 블랙야크 키즈|031-650 -6205|127.112504|36.9956621
블랙야크|[키즈M]경기광명점|경기 광명시 오리로 945 (광명동) 경기 광명점 블랙야크키즈|02 -2060-0415|126.85791|37.4781811
블랙야크|[키즈M]경기광주점|경기 광주시 광주대로 59 (경안동) 102호 103호 경기 광주점 블랙야크키즈|031-767 -5868|127.260067|37.4119505
블랙야크|[키즈M]경기김포점|경기 김포시 김포대로 1466-30 (운양동) 경기 김포점 블랙야크 키즈|--|126.669502|37.6561119
블랙야크|[키즈M]경기남양주모다점|경기 구리시 경춘북로 265 (갈매동) 268-3 2층|031-514_-8246|127.115369|37.6373591
블랙야크|[키즈M]경기덕소점|경기 남양주시 경강로 358 (삼패동) 1층 블랙야크키즈 경기 덕소점|031-576 -3377|127.197353|37.5937756
블랙야크|[키즈M]경기마석점|경기 남양주시 화도읍 경춘로 1898 경기 마석점 블랙야크키즈|031-592_-1010|127.299072|37.6519599
블랙야크|[키즈M]경기벽제점|경기 고양시 덕양구 호국로 1708 (벽제동) 경기 벽제점 블랙야크키즈|031-968 -9399|126.904881|37.7035483
블랙야크|[키즈M]경기부천시청점|경기 부천시 길주로 227 (중동) 101호 경기 부천시청점 블랙야크키즈|032-328 -6284|126.767794|37.5046288
블랙야크|[키즈M]경기북수원점|경기 수원시 장안구 경수대로 979 (송죽동) 경기 북수원점 블랙야크 키즈|--|127.003767|37.3045369
블랙야크|[키즈M]경기성남점|경기 성남시 중원구 성남대로 1143 (성남동) 경기 성남점 블랙야크키즈|031-753 -8833|127.128714|37.4318503
블랙야크|[키즈M]경기안양인덕원점[직영상설점]|경기 안양시 동안구 흥안대로 467 (평촌동) 블랙야크|031-423 -8942|126.975701|37.3961274
블랙야크|[키즈M]경기여주375점|경기 여주시 명품로 316-3 (상거동) 경기 여주375점 블랙야크키즈|031-884 -8668|127.6163|37.2418334
블랙야크|[키즈M]경기오산점|경기 오산시 경기대로 234 (원동) 경기 오산점 블랙야크키즈|031-376_-0820|127.073897|37.1457292
블랙야크|[키즈M]경기의정부점|경기 의정부시 평화로 408 (호원동) 경기 의정부점 블랙야크키즈|031-840 -5880|127.048496|37.7281336
블랙야크|[키즈M]경기이천부발점|경기 이천시 부발읍 중부대로 1536 경기 이천부발점 블랙야크키즈|031-634 -6990|127.478499|37.2841054
블랙야크|[키즈M]경기일산덕이점|경기 고양시 일산서구 탄중로 93 (덕이동) 경기 일산덕이점 블랙야크 키즈|--|126.755489|37.6922968
블랙야크|[키즈M]경기죽전점|경기 용인시 수지구 용구대로 2729 (죽전동) 경기 죽전점 블랙야크키즈|031-264 -9186|127.108514|37.3293429
블랙야크|[키즈M]서수원점|경기 수원시 권선구 수인로331번길 12 (구운동) 서수원점 블랙야크 키즈|031-267 -0506|126.9676|37.2852
블랙야크|[키즈M]수원영통점|경기 용인시 기흥구 영덕동  788-9|031-205-6661|127.075854|37.266811
블랙야크|[키즈M]아우트로(장암)|경기 의정부시 동일로 117 (장암동) -|--|127.053751|37.699522
블랙야크|[키즈M]아우트로(진접)|경기 남양주시 진접읍 금강로 943 아우트로 진접점 블랙야크 키즈|--|127.160437|37.6849565
블랙야크|[키즈]춘천점|강원 춘천시 금강로 68-9 (조양동) 춘천점 블랙야크 키즈|070-7785-8833|127.7286|37.8787
블랙야크|[키즈]AK원주|강원 원주시 봉화로 1 (단계동) AK백화점 원주점 블랙야크키즈|033-811 -5953|127.927472|37.34561
블랙야크|[키즈M]강원속초점|강원 속초시 중앙로 40 (교동) 강원 속초점 블랙야크키즈|033-635 -9954|128.581142|38.1997004
블랙야크|[키즈M]강원원주시청점|강원 원주시 로아노크로 50 (무실동) 강원 원주시청점 블랙야크 키즈|--|127.925018|37.3409039
블랙야크|[키즈M]강원태백점|강원 태백시 황지로 154 (황지동) 강원 태백점 블랙야크키즈|033-552 -2013|128.992458|37.1726259
블랙야크|[키즈]롯데아울렛청주|충북 청주시 흥덕구 2순환로 1004 (비하동) 롯데아울렛 청주점 블랙야크 키즈|043-717 -2591|127.421431|36.645074
블랙야크|[키즈]NC아울렛청주|충북 청주시 흥덕구 2순환로 1233 (가경동) NC아울렛 청주점 블랙야크키즈|043-716 -6345|127.43113|36.6262164
블랙야크|[키즈M]청원점|충북 청원군 남이면 가좌리  252-8|043-285-1811|127.459925|36.579067
블랙야크|[키즈M]충북음성금왕점|충북 음성군 금왕읍 무극로 233 충북 음성금왕점 블랙야크키즈|043-883_-7780|127.587649|36.9917498
블랙야크|[키즈M]충북청주복대점|충북 청주시 흥덕구 가로수로 1362 (복대동) 충북 청주복대점 블랙야크키즈|043-233 -3033|127.444678|36.6335414
블랙야크|[키즈M]충북충주점|충북 충주시 국원대로 1-1 (문화동) 충북 충주점 블랙야크 키즈|043-855 -8767|127.923098|36.9731908
블랙야크|[키즈]갤러리아센터시티|충남 천안시 서북구 공원로 227 (불당동) 갤러리아백화점 센터시티점 블랙야크키즈|041-412 -9699|127.104637|36.800512
블랙야크|[키즈]롯데아울렛부여|충남 부여군 규암면 백제문로 387 롯데아울렛 부여점 블랙야크 키즈|041-435 -2850|126.901799|36.307069
블랙야크|[키즈]신세계아라리오|충남 천안시 동남구 만남로 43 (신부동) 신세계백화점 충청점 블랙야크키즈|041-640 -5493|127.156096|36.819629
블랙야크|[키즈M]서산점|충남 서산시 안견로 204 (동문동) 서산점 블랙야크 키즈|041-663 -6649|126.459069|36.7800867
블랙야크|[키즈M]충남공주점|충남 공주시 웅진로 162 (중동) 충남 공주점 블랙야크키즈|041-855 -0513|127.124707|36.4547751
블랙야크|[키즈M]충남공주타운점|충남 공주시 장기로 204-4 (송선동) 충남 공주타운점 블랙야크키즈|041-855 -1811|127.161918|36.483355
블랙야크|[키즈M]충남보령점|충남 보령시 중앙로 87 (대천동) 충남 보령점 블랙야크키즈|041-935 -7570|126.594518|36.3507301
블랙야크|[키즈M]행담도점|충청남도 당진시 신평면 서해안고속도로 276 0|041-970 -3512|126.807534|36.944843
블랙야크|[키즈]롯데포항|경북 포항시 북구 학산로 62 (학산동) 롯데백화점 포항점 블랙야크키즈|054-230 -1786|129.36958|36.049705
블랙야크|[키즈]안동남문점|경북 안동시 대안로 150 (남문동) 안동남문점 블랙야크 키즈|054-843 -8205|128.729151|36.564563
블랙야크|[키즈M]경북구미금오산점|경북 구미시 형곡로 145 (형곡동) 경북 구미금오산점 블랙야크키즈|054-454 -8980|128.332642|36.1082812
블랙야크|[키즈M]경북구미봉곡점|경북 구미시 송선로 408 (선기동) 경북 구미봉곡점 블랙야크 키즈|--|128.312863|36.1365102
블랙야크|[키즈M]경북상주점|경북 상주시 상산로 296 (서성동) 경북 상주점 블랙야크키즈|054-553 -7747|128.159409|36.4173027
블랙야크|[키즈M]경북안동점|경북 안동시 육사로 273 (운흥동) 경북 안동점 블랙야크키즈|054-857 -9115|128.73443|36.5606379
블랙야크|[키즈M]경북포항중앙점|경북 포항시 북구 중앙로 296-1 (상원동) 경북 포항중앙점 블랙야크키즈|054-242 -2200|129.36631|36.0392274
블랙야크|[키즈M]대구동명점|경북 칠곡군 동명면 경북대로 218 경북 동명점 블랙야크 키즈|--|128.555771|35.9804279
블랙야크|[키즈]디큐브거제점|경남 거제시 장평로 12 (장평동) 디큐브백화점 거제점 블랙야크 키즈|055-680 -0553|128.6164|34.891
블랙야크|[키즈]롯데마산|경남 창원시 마산합포구 동서동로 18 (신포동2가) 롯데백화점 마산점 블랙야크키즈|055-240 -5541|128.573431|35.201408
블랙야크|[키즈]롯데아울렛김해|경남 김해시 장유로 469 (신문동) 롯데아울렛 김해점 블랙야크키즈|055-900 -2474|128.829596|35.1850619
블랙야크|[키즈]롯데아울렛진주|경남 진주시 동진로 440 (충무공동) 롯데아울렛 진주점 블랙야크 키즈|055-791 -2421|128.13986|35.180205
블랙야크|[키즈]롯데창원|경남 창원시 성산구 중앙대로 124 (상남동) 롯데백화점 창원점 블랙야크키즈|055-279 -3458|128.681889|35.224595
블랙야크|[키즈]신세계김해|경남 김해시 전하로304번길 27 (외동) 신세계백화점 김해점 블랙야크키즈|055-272 -1228|128.8725|35.228956
블랙야크|[키즈]신세계마산|경남 창원시 마산합포구 합포로 251 (산호동) 신세계백화점 마산점 블랙야크키즈|055-240 -1531|128.58661|35.219421
블랙야크|[키즈M]경남동마산점|경남 창원시 마산회원구 3.15대로 791 (합성동) 경남 동마산점 블랙야크 키즈|--|128.585|35.24206
블랙야크|[키즈M]경남신마산점|경남 창원시 마산합포구 해안대로 19 (해운동) 경남 신마산점 블랙야크키즈|055-247 -8246|128.560998|35.1804087
블랙야크|[키즈M]경남양산모다점|경남 양산시 중부로 2 (중부동) 양산모다점 블랙야크키즈|055-911 -7100|129.027439|35.3389818
블랙야크|[키즈M]경남진영점|경남 김해시 진영읍 진산대로 220 진영점 블랙야크 키즈|--|128.720338|35.3230129
블랙야크|[키즈M]경남진주정촌점|경남 진주시 정촌면 삼일로95번길 50-19 경남 진주정촌점 블랙야크 키즈|--|128.10026|35.1325383
블랙야크|[키즈M]경남창원점|경남 창원시 의창구 상남로 252 (신월동) 경남 창원점 블랙야크키즈|--|128.691561|35.2334601
블랙야크|[키즈M]통영점|경남 통영시 중앙로 315 (무전동) 통영점 블랙야크 키즈|055-648 -0087|128.428268|34.8585076
블랙야크|[키즈]롯데아울렛군산|전북 군산시 조촌로 130 (조촌동) 롯데아울렛 군산점 블랙야크 키즈|063-447 -0323|126.739138|35.9764135
블랙야크|[키즈]롯데전주|전북 전주시 완산구 온고을로 2 (서신동) 롯데백화점 전주점 블랙야크키즈|063-289 -3586|127.121881|35.83444
블랙야크|[키즈M]전북김제모다점|전북 김제시 용지면 콩쥐팥쥐로 855 전북 김제모다점 블랙야크키즈|063-540 -9469|126.993229|35.8171775
블랙야크|[키즈M]전북김제점|전북 김제시 동서로 235 (요촌동) 전북 김제점 블랙야크키즈|063-542_-1211|126.893099|35.803204
블랙야크|[키즈M]전북서전주점|전북 전주시 완산구 유연로 14 (효자동3가) 전북 서전주점 블랙야크키즈|063-237 -1103|127.088081|35.8217852
블랙야크|[키즈M]전북익산송학점|전북 익산시 오산면 무왕로2길 288 전북 익산송학점|--|126.928528|35.9455423
블랙야크|[키즈M]전북익산영등점|전북 익산시 무왕로 1107 (영등동) 전북 익산영등점 블랙야크키즈|--|126.979811|35.9588311
블랙야크|[키즈M]전북익산팔봉점|전북 익산시 무왕로 1487 (팔봉동) 전북 익산팔봉점 블랙야크키즈|063-843 -7070|127.018066|35.9695994
블랙야크|[키즈M]전북전주고사점|전북 전주시 완산구 전주객사5길 73-26 (고사동) 전북 전주고사점 블랙야크키즈|--|127.143941|35.8213926
블랙야크|[키즈M]전북전주송천점|전북 전주시 덕진구 시천로 106 (송천동2가) 전북 전주송천점 블랙야크키즈|063-255 -1103|127.114902|35.8685883
블랙야크|[키즈]롯데아울렛남악|전남 무안군 삼향읍 남악로162번길 80 롯데아울렛 남악점 블랙야크 키즈|061-801 -2302|126.465465|34.803472
