NAME|ADDR|TELL|STATE
CGV 홍성|(322 - 20) 충청남도 홍성군 조양로247번길  9, (홍성읍) 5층|1544-1122|영업
CGV 천안펜타포트|(331 - 984) 충청남도 천안시 서북구 공원로 196, 펜타포트 주상복합상가 5F (불당동)|1544-1122|영업
CGV 천안|(330 - 010) 충청남도 천안시 동남구 명동길 47, 오렌지시네스타 5층 (대흥동)|1544-1122|영업
CGV 서산|(319 - 83) 충청남도 서산시 안견로  242, (동문동) 서산 디퍼아울렛|1544-1122|영업
CGV 논산|(329 - 88) 충청남도 논산시 시민로  181, (내동) CGV타워 3층||영업
CGV 제주노형|(630 - 99) 제주특별자치도 제주시 노형로  407, (노형동) 노형타워 5층||영업
CGV 제주|(690 - 844) 제주특별자치도 제주시 서광로 288, 302~306호 (이도이동)|1544-1122|영업
CGV 전주효자|(550 - 56) 전라북도 전주시 완산구 용머리로  45, (효자동1가) Mall of Hyoja 2층|1544-1122|영업
CGV서전주|(549 - 69) 전라북도 전주시 완산구 홍산로  260, (효자동3가) 엠스퀘어 6층~8층||영업
CGV 목포|(530 - 826) 전라남도 목포시 교육로 63, (상동)|1544-1122|영업
CGV 나주|(582 - 17) 전라남도 나주시 상야4길  16-16, (빛가람동) 4층||영업
CGV 광양|(578 - 09) 전라남도 광양시 금호로  26, (금호동) 몰오브광양 2~3층||영업
CGV 인천공항|(400 - 722) 인천광역시 중구 공항로 272, (운서동)  인천공항교통센터 지하1층|1544-1122|영업
CGV 청라|(227 - 61) 인천광역시 서구 청라루비로  76, (경서동) 3층 305호|032-721-5660|영업
CGV 인천|(405 - 835) 인천광역시 남동구 예술로 198, 씨앤씨빌딩 4층 (구월동)|1544-1122|영업
롯데시네마 중랑|(020 - 02) 서울특별시 중랑구 동일로  951, (묵동) 롯데시네마 중랑|02-1544-8855|영업
롯데시네마 원주무실|(263 - 92) 강원도 원주시 능라동길 51 씨네시티타워 9층|02-1544-8855|영업
롯데시네마 안산|(426 - 837) 경기도 안산시 상록구 항가울로 422, (성포동)|1544-8855|영업
CGV 주안역|(402 - 836) 인천광역시 남구 염창로 58, 카라아울렛 6~10층 (주안동)|1544-1122|영업
CGV 인천학익|(402 - 040) 인천광역시 남구 학익동   401-21 번지||영업
CGV 남주안|(402 - 835) 인천광역시 남구 미추홀대로  736, (주안동) 주안동 9층 18호|1544-1122|영업
롯데시네마 수원 |(441 - 100) 경기도 수원시 권선구 세화로  134, (서둔동) 롯데몰|1544-8855|영업
CGV 계양|(407 - 060) 인천광역시 계양구 장제로 738, 8~11층 (작전동)|1544-1122|영업
CGV 울산진장|(442 - 49) 울산광역시 북구 진장유통로  51-10, (진장동) 2층 CGV 울산진장||영업
CGV 울산신천|(442 - 24) 울산광역시 북구 매산1로  17, 신천CGV LEEPLEX 6층 (신천동)||영업
CGV 울산삼산|(680 - 816) 울산광역시 남구 화합로 185, 업스퀘어 5층 (삼산동)|1544-1122|영업
롯데시네마 상주|(371 - 85) 경상북도 상주시 중앙로  147, (서문동)||영업
CGV 영등포|(073 - 05) 서울특별시 영등포구 영중로  15, (영등포동4가) 경방 타임스퀘어 4~7층|1544-1122|영업
롯데시네마 상인|(427 - 86) 대구광역시 달서구 월곡로  247, (상인동)|1544-8855|영업
CGV 목동|(158 - 724) 서울특별시 양천구 목동동로 257, 현대백화점 지하2층 (목동)|1544-1122|영업
CGV 왕십리|(133 - 866) 서울특별시 성동구 왕십리광장로 17,  (행당동, 왕십리 민자역사 5층)|1544-1122|영업
CGV 신촌아트레온|(120 - 833) 서울특별시 서대문구 신촌로 129|1544-1122|영업
롯데시네마 사천|(525 - 19) 경상남도 사천시 항공로  6, (사천읍)||영업
CGV 하계|(139 - 709) 서울특별시 노원구 섬밭로  258, (중계동) 건영백화점 지하1층|1544-1122|영업
CGV 중계|(139 - 926) 서울특별시 노원구 동일로204가길 12|1544-1122|영업
CGV 등촌|(075 - 67) 서울특별시 강서구 공항대로45길  63, 브릭시티몰 3층 CGV 등촌 (등촌동)||영업
CINE de CHEF 센텀|(612 - 020) 부산광역시 해운대구 센텀남대로 35, 신세계백화점서관 7층 (우동)|1544-1122|영업
CINE de CHEF 압구정|(060 - 22) 서울특별시 강남구 압구정로30길  45, (신사동)|1544-1122|영업
CGV 강남|(135 - 931) 서울특별시 강남구 강남대로  438, (역삼동) 스타플렉스 4층~11층|1544-1122|영업
CGV 아시아드|(611 - 807) 부산광역시 연제구 종합운동장로  7, (거제동) 홈플러스|1544-1122|영업
CGV 하단아트몰링|(493 - 11) 부산광역시 사하구 낙동남로  1413, (하단동) 하단동 CGV하단||영업
CGV 대한-폐관|(614 - 846) 부산광역시 부산진구 중앙대로692번길 16, (부전동) (부전동, 대한프라자 4층)|1544-1122|영업
CGV 동래|(607 - 787) 부산광역시 동래구 중앙대로 1523, SK허브스카이 6층 (온천동)|1544-1122|영업
CGV 대전|(301 - 710) 대전광역시 중구 계백로 1700, 세이백화점 별관 6층 (문화동)|1544-1122|영업
CGV 대전가수원|(353 - 68) 대전광역시 서구 도안동로11번길  45, (가수원동)|042-545-0038|영업
CGV 대전터미널|(300 - 824) 대전광역시 동구 동서대로 1689, (용전동)|1544-1122|영업
CGV 대구한일|(700 - 736) 대구광역시 중구 동성로 39, 엑슨밀라노 7층 (동성로2가)|1544-1122|영업
CGV 대구아카데미|(700 - 060) 대구광역시 중구 중앙대로 412, (남일동) 아카데미시네마 3층-8층|1544-1122|영업
CGV 대구|(700 - 040) 대구광역시 중구 국채보상로 585, (사일동) 5층~9층|1544-1122|영업
CGV 대구스타디움|(706 - 130) 대구광역시 수성구 유니버시아드로 180, (대흥동)|1544-1122|영업
CGV 대구칠곡|(702 - 885) 대구광역시 북구 동암로 90|1544-1122|영업
CGV 광주충장로|(614 - 80) 광주광역시 동구 중앙로  163, (충장로4가) CGV광주충장로||영업
CGV 북포항|(377 - 28) 경상북도 포항시 북구 서동로  93, (덕산동)|1544-1122|영업
CGV 창원더시티|(641 - 200) 경상남도 창원시 의창구 원이대로 332, (대원동) 더시티세븐 3층|1544-1122|영업
CGV 창원|(641 - 847) 경상남도 창원시 의창구 창원대로397번길 6, 뉴코아아울렛 9층~11층 (팔용동)|1544-1122|영업
CGV 창원상남|(514 - 94) 경상남도 창원시 성산구 중앙대로100번길  13, (상남동)||영업
CGV 진주혁신|(528 - 52) 경상남도 진주시 에나로127번길  30, (충무공동) 어반스퀘어 4,5층||영업
CGV 양산삼호|(505 - 29) 경상남도 양산시 삼호1길  42, (삼호동) 6층 CGV양산삼호점||영업
CGV 고성|(529 - 36) 경상남도 고성군 송학로  58, (고성읍)|055-672-6565|영업
CGV 거제|(532 - 67) 경상남도 거제시 장평로  12, (장평동) 디큐브 백화점 6층|1544-1122|영업
CGV 동탄호수공원|(445 - 020) 경기도 화성시 무송동   681-535 번지 레이크꼬모 B2층(송동)||영업
롯데시네마 대전관저|(353 - 62) 대전광역시 서구 봉우로8번길  23, (관저동) 디펠리체 5층 롯데시네마|02-1544-8855|영업
롯데시네마 당진|(317 - 74) 충청남도 당진시 시청2로  49-19, (수청동) 7,8,9층|070-1811-7707|영업
롯데시네마 건대입구|(143 - 730) 서울특별시 광진구 아차산로 272, 더샵 스타시티 (자양동)|1544-8855|영업
롯데시네마 대전센트럴|(352 - 33) 대전광역시 서구 대덕대로  216|1544-8855|영업
롯데시네마 도곡|(062 - 74) 서울특별시 강남구 남부순환로  2753, 롯데시네마 도곡 (도곡동)|02-3470-3493|영업
CGV 스타필드시티위례|(130 - 12) 경기도 하남시 위례대로  200, (학암동) 스타필드시티위례 5층||영업
CGV 포천|(111 - 74) 경기도 포천시 호국로  689, (소흘읍) 4,5층||영업
CGV 평택|(450 - 827) 경기도 평택시 평택로 51, (평택동) (평택동, 평택민자역사 8층)|1544-1122|영업
CGV 파주야당|(109 - 08) 경기도 파주시 경의로  1074, (야당동) 601호||영업
CGV 이천|(467 - 808) 경기도 이천시 중리천로  58|1544-1122|영업
CGV 의정부|(480 - 010) 경기도 의정부시 평화로 525, (의정부동)|1544-1122|영업
CGV 오산중앙|(181 - 50) 경기도 오산시 동부대로  470||영업
CGV 양주옥정|(114 - 73) 경기도 양주시 옥정로  200, 7~8층 (옥정동, 씨네마엠디프라자) (옥정동)||영업
CGV 배곧|(150 - 11) 경기도 시흥시 서울대학로278번길  61, (정왕동) 베니스스퀘어 7층||영업
CGV 시흥|(429 - 874) 경기도 시흥시 복지로 90|1544-1122|영업
CGV 수원|(442 - 081) 경기도 수원시 팔달구 덕영대로 924, (매산로1가) (매산로1가, 수원역사 6층)|1544-1122|영업
CGV 동수원|(164 - 90) 경기도 수원시 팔달구 권광로  181, (인계동) 씨네파크 7층|1544-1122|영업
CGV 야탑|(463 - 790) 경기도 성남시 분당구 성남대로925번길 16, 테마폴리스 B2F (야탑동)|1544-1122|영업
CGV 김포한강|(415 - 020) 경기도 김포시 걸포로 6, (걸포동) 미도프라자 7층,8층|1544-1122|영업
CGV 일산|(410 - 838) 경기도 고양시 일산동구 정발산로 24, (장항동) (장항동, 웨스턴돔 3층)|1544-1122|영업
CGV 고양행신|(105 - 26) 경기도 고양시 덕양구 충장로  8, (행신동) 5층 (행신동)||영업
CGV 춘천|(200 - 965) 강원도 춘천시 지석로 80, (퇴계동)|1544-1122|영업
씨네큐 신도림|(082 - 88) 서울특별시 구로구 새말로  97, (구로동) 신도림테크노마트 11층~14층||영업
자수정동굴나라자동차극장 (씨네큐 울산자동차극장)|(449 - 53) 울산광역시 울주군 자수정로 (삼남읍) 가천리 산 5-2||영업
강화작은영화관|(230 - 28) 인천광역시 강화군 고비고개로19번길  12, (강화읍) 강화문예회관 2층|032-934-7053|영업
씨네큐 알프스 하동|(523 - 30) 경상남도 하동군 시장1길  17, (하동읍) CINEQ 알프스 하동 3~4층|02-6978-5709|영업
칠곡호이영화관(씨네Q)|(398 - 48) 경상북도 칠곡군 석적로  646, (석적읍) 칠곡호이영화관 및 청소년문화의 집|054-977-7053|영업
롯데시네마 시화|(150 - 49) 경기도 시흥시 마유로418번길  10, (정왕동)|1544-8855|영업
영광 작은영화관|(570 - 45) 전라남도 영광군 천년로13길  2-34, (영광읍) 영광 작은영화관|061-350-5693|영업
신정자동차극장|(315 - 58) 충청남도 아산시 신정호길  46, (방축동)||영업
곡성극장|(575 - 37) 전라남도 곡성군 중앙로  59, (곡성읍)|061-363-7053|영업
안동중앙시네마|(367 - 01) 경상북도 안동시 문화광장길  45, (삼산동) 3층|054-854-5500|영업
양양 작은영화관|(250 - 30) 강원도 양양군 일출로 570, (양양읍) 3층, 4층|033-673-7050|영업
메가박스 경주-폐관|(381 - 58) 경상북도 경주시 원효로  110, (노동동)|1544-0070|폐업
메가박스 은평-폐관|(122 - 859) 서울특별시 은평구 통일로 830, 파레제페 빌딩 5층-8층 (불광동)|1544-0070|폐업
태안시네마|(321 - 40) 충청남도 태안군 백화로  192, 동문리 (태안읍)|041-673-2192|폐업
마실영화관|(563 - 11) 전라북도 부안군 예술회관길  11, (부안읍)|063-582-1228|폐업
롯데시네마 광주광산|(623 - 64) 광주광역시 광산구 무진대로  272-8, (우산동)||폐업
한누리 영화관|(556 - 38) 전라북도 장수군 한누리로  393, (장수읍) 장수한누리전당|063-350-7050|폐업
라이카시네마|(037 - 26) 서울특별시 서대문구 연희로8길 18, (연희동)|070-7780-0962|폐업
CGV 의정부태흥|(480 - 941) 경기도 의정부시 시민로 80, 센트럴타워 14,15층 (의정부동)|1544-1122|폐업
서울극장|(031 - 92) 서울특별시 종로구 돈화문로  13, (관수동)|02-2277-3015|폐업
메가박스 강남대로(씨티)|(061 - 29) 서울특별시 강남구 강남대로  422, (역삼동)||폐업
CGV 송도타임스페이스|(219 - 98) 인천광역시 연수구 하모니로  158, (송도동) 지하1층||영업
메가박스 대전유성|(305 - 301) 대전광역시 유성구 계룡로132번길 10, (봉명동) 센트럴프라자|02-1544-0070|영업
양구 정중앙 시네마|(245 - 21) 강원도 양구군 비봉로73번길  52-1, (양구읍) 양구문예회관(작은영화관) 2층|033-482-7053|영업
아리랑시네센터(서울)|(028 - 27) 서울특별시 성북구 아리랑로 82, (돈암동)|02-3291-5540|영업
CGV 하남미사|(129 - 13) 경기도 하남시 미사강변동로  95, (망월동) 힐스테이트 미사역 그랑파사쥬 3층 3074호|031-795-6344|영업
영동 레인보우 영화관|(291 - 45) 충청북도 영동군 계산로2길  24, (영동읍) 영동 레인보우 영화관|043-742-7053|영업
메가박스 남원-폐관|(590 - 070) 전라북도 남원시 향단로 26|1544-0070|영업
영양 작은영화관|(365 - 41) 경상북도 영양군 군민회관길  7, (영양읍) 영양문화원 2층|054-683-7053|영업
헤이리시네마|(413 - 841) 경기도 파주시 헤이리마을길 93-119, (탄현면) 지상 3층 헤이리시네마|031-942-1031|영업
필름포럼|(037 - 21) 서울특별시 서대문구 성산로 527, (대신동) 하늬솔빌딩 지하 1층|02-363-2537|영업
에무 시네마 앤 카페|(110 - 062) 서울특별시 종로구 경희궁1가길 7, (신문로2가) 복합문화공간에무|02-730-5604|영업
인디플러스천안|(330 - 020) 충청남도 천안시 동남구 중앙로  111, (문화동) 천안시영상미디어센터|041-415-0098|영업
더숲 아트시네마|(017 - 51) 서울특별시 노원구 노해로 480, (상계동) 조광빌딩 지하 1층|02-951-0206|영업
광주극장|(614 - 80) 광주광역시 동구 충장로46번길 10, (충장로5가)|062-224-5858|영업
롯데시네마 청주(성안길)-폐관|(360 - 011) 충청북도 청주시 상당구 성안로 13, (북문로1가) CU쇼핑몰 3층|1544-8855|영업
롯데시네마 송탄|(177 - 74) 경기도 평택시 관광특구로  19, (서정동)|1544-8855|영업
롯데시네마 서수원|(163 - 91) 경기도 수원시 권선구 금곡로  219, 리더스빌딩 10층 (금곡동)|02-1544-8855|영업
롯데시네마 프리미엄 해운대(장산역)|(612 - 842) 부산광역시 해운대구 해운대로  802, 7층|1544-8855|영업
메가박스 홍성내포|(322 - 56) 충청남도 홍성군 청사로174번길  2, (홍북읍) 6층 메가박스 홍성내포점|02-1544-0070|영업
메가박스 대구(칠성로)|(702 - 851) 대구광역시 북구 침산로 93|1544-0070|영업
메가박스 대구신세계|(412 - 29) 대구광역시 동구 동부로  149, (신천동,동대구역 복합환승센터)|02-1544-0070|영업
메가박스 목동|(158 - 050) 서울 양천구 목1동 917-6 행복한백화점 6층|1544-0070|영업
메가박스 상암월드컵경기장|(039 - 32) 서울특별시 마포구 월드컵로  240, (성산동) 경기장 지하1층, 지상1,2층(성산동, 월드컵주경기장)|02-1544-0070|영업
메가박스 홍대|(039 - 95) 서울특별시 마포구 양화로 147, (동교동)|02-1544-0070|영업
메가박스 양산라피에스타|(506 - 53) 경상남도 양산시 증산역로  177, (물금읍)|02-1544-0070|영업
메가박스 마산|(517 - 45) 경상남도 창원시 마산합포구 해안대로  51, (해운동) 해운동 유로스퀘어 6~7층|02-1544-0070|영업
메가박스 경북도청|(368 - 49) 경상북도 예천군 새움3로 70, 6층 601 (호명면)|02-1544-0070|영업
메가박스경산하양|(384 - 35) 경상북도 경산시 대경로 765, (하양읍)|053-782-7458|영업
메가박스 순천|(579 - 64) 전라남도 순천시 충효로 15, (덕암동) 701호|1544-0070|영업
메가박스 천안|(331 - 957) 충청남도 천안시 서북구 1공단1길 52|1544-0070|영업
메가박스진천점|(278 - 31) 충청북도 진천군 중앙북1길 3, (진천읍) 진천터미널|1544-0070|영업
메가박스 제천|(271 - 72) 충청북도 제천시 의병대로18길 1, (남천동)|1544-0070|영업
메가박스 속초|(248 - 73) 강원도 속초시 조양로142번길 20, (조양동)|1544-0070|영업
메가박스 파주출판도시|(108 - 81) 경기도 파주시 문발로  220, (문발동)|1544-0070|영업
메가박스시흥배곧|(150 - 10) 경기도 시흥시 배곧3로  96|02-1544-0070|영업
메가박스 남양주|(121 - 50) 경기도 남양주시 늘을2로 26, (호평동) 메인씨네마타워 8,9층|1544-0070|영업
메가박스 일산|(102 - 37) 경기도 고양시 일산서구 덕이로 20, (덕이동)|1544-0070|영업
롯데시네마 통영|(650 - 800) 경상남도 통영시 안개로  37, (무전동) 3,4층|1544-8855|영업
메가박스 고양스타필드|(105 - 95) 경기도 고양시 덕양구 고양대로  1955, (동산동, 스타필드 고양)|02-1544-0070|영업
메가박스 부천스타필드시티|(422 - 080) 경기도 부천시 소사구 옥길동   768 번지|02-1544-0070|영업
메가박스 울산|(681 - 812) 울산광역시 중구 젊음의거리 73|1544-0070|영업
메가박스 대전|(352 - 60) 대전광역시 서구 문정로  77, (탄방동) 5층|1544-0070|영업
메가박스 대전중앙로|(349 - 13) 대전광역시 중구 중앙로  126, (대흥동)|02-1544-0070|영업
메가박스 광주하남|(623 - 55) 광주광역시 광산구 풍영철길로 15, (우산동)|1544-0070|영업
메가박스 첨단|(622 - 78) 광주광역시 광산구 앰코로 35, (쌍암동)|1544-0070|영업
CGV 김해장유|(510 - 04) 경상남도 김해시 삼문로  12, (대청동) CGV 김해장유||영업
롯데시네마 프리미엄 진주|(660 - 010) 경상남도 진주시 진양호로 521|1544-8855|영업
CGV 구미|(730 - 920) 경상북도 구미시 구미중앙로 44,(원평동)|1544-1122|영업
CGV 안동|(367 - 11) 경상북도 안동시 경동로  841, (용상동) CGV 안동 3층|1544-1122|영업
CGV 김천율곡|(396 - 60) 경상북도 김천시 혁신2로  15, (율곡동) 더스퀘어 3층||영업
메가박스검단|(404 - 310) 인천광역시 서구 서곶로  788, (당하동) 4층 403호(당하동)|032-565-5660|영업
메가박스 인천논현|(216 - 79) 인천광역시 남동구 논고개로 61, (논현동) 라피에스타 6층|1544-0070|영업
메가박스송도|(219 - 84) 인천광역시 연수구 송도과학로16번길  33-4 (송도동, 송도트리플스트리트)|02-1544-0070|영업
롯데시네마 프리미엄 경남대|(517 - 44) 경상남도 창원시 마산합포구 해안대로 7 남부시네마타운 (월남동 5가 4-1)|055-1544-8855|영업
롯데시네마 구미공단|(730 - 904) 경상북도 구미시 산호대로  233, (공단동) 4층 일부, 5~7층전체|1544-8855|영업
롯데시네마 프리미엄구미센트럴|(392 - 25) 경상북도 구미시 구미중앙로17길  16, (원평동) 5층 롯데시네마 사무실|1544-8855|영업
롯데시네마 경주|(780 - 020) 경상북도 경주시 계림로  83, (노동동) 2층|1544-8855|영업
롯데시네마 전주(백화점)|(560 - 734) 전라북도 전주시 완산구 온고을로 2, (서신동) 롯데백화점 7층|1544-8855|영업
메가박스 부산극장|(489 - 53) 부산광역시 중구 비프광장로 36, (남포동5가)|1544-0070|영업
메가박스송파파크하비오|(058 - 37) 서울특별시 송파구 송파대로 111, (문정동) 204동 지하1층|02-1544-0070|영업
롯데시네마 병점|(184 - 05) 경기도 화성시 효행로 1052, (병점동 844-1번지)|1544-8855|영업
메가박스 이수|(070 - 13) 서울특별시 동작구 동작대로  89, (사당동) 골든시네마타워 7~11층|1544-0070|영업
롯데시네마 울산(백화점)|(680 - 746) 울산광역시 남구 삼산로 288, (삼산동)|1544-8855|영업
롯데시네마 충장로|(501 - 110) 광주광역시 동구 충장로안길  12, (황금동)|1544-8855|영업
롯데시네마 대구율하|(701 - 847) 대구광역시 동구 안심로 80(율하동 1117)|1544-8855|영업
메가박스 성수|(047 - 78) 서울특별시 성동구 왕십리로 50, (성수동1가)|02-1544-0070|영업
롯데시네마 노원|(139 - 708) 서울특별시 노원구 동일로 1414, (상계동) 롯데백화점 10층|1544-8855|영업
롯데시네마 안산(롯데마트)_Charlotte관|(426 - 837) 경기도 안산시 상록구 충장로 427, (성포동) 롯데마트 안산점 4층|1544-8855|영업
롯데시네마 안산고잔|(154 - 76) 경기도 안산시 단원구 광덕대로 141 밀레니엄빌딩 7층 (고잔동 717-2)||영업
롯데시네마 부천(신중동역)|(420 - 852) 경기도 부천시 원미구 길주로  280, (중동)|1544-8855|영업
롯데시네마 평촌(범계역)_Charlotte관|(431 - 812) 경기도 안양시 동안구 시민대로 180, (호계동)|1544-8855|영업
롯데시네마 대전둔산(월평동)|(302 - 847) 대전광역시 서구 대덕대로 325 스타게이트 12층 (월평동)|1544-8855|영업
롯데시네마 대전(백화점)|(302 - 794) 대전광역시 서구 계룡로 598 롯데백화점 10층 (괴정동 423-1)|1544-8855|영업
롯데시네마 수완|(506 - 251) 광주광역시 광산구 장신로 98 롯데아울렛 (장신동)|1544-8855|영업
롯데시네마 광주(백화점)_Charlotte관|(501 - 811) 광주광역시 동구 독립로 268 롯데백화점 9층(대인동 7-1)|1544-8855|영업
롯데시네마 광주(백화점)|(501 - 811) 광주광역시 동구 독립로 268 롯데백화점 9층 (대인동 7-1)|1544-8855|영업
롯데시네마 인천터미널|(222 - 42) 인천광역시 남구 연남로 35, 지하1층 (관교동 15 신세계백화점 지하1층)||영업
롯데시네마 영종하늘도시|(223 - 97) 인천광역시 중구 하늘중앙로195번길 15 세영프라자 3층 (중산동)||영업
롯데시네마 프리미엄칠곡|(702 - 807) 대구광역시 북구 학정로  422 태을빌딩 5층 (구암동 769-1)|1544-8855|영업
롯데시네마 대구광장|(703 - 805) 대구광역시 서구 달구벌대로  1691 엠프라자 4층 (내당동)|1544-8855|영업
롯데시네마 동성로_Charlotte관|(700 - 092) 대구광역시 중구 동성로2길 95, (동성로2가)|1544-8855|영업
CGV 여수웅천|(596 - 92) 전라남도 여수시 웅천로  19-35, (웅천동) 2층~8층|1544-1122|영업
롯데시네마 동부산(아울렛)|(619 - 902) 부산광역시 기장군 기장해안로 147 동부산롯데몰 3층|1544-8855|영업
롯데시네마 사상|(617 - 807) 부산광역시 사상구 사상로 201 애플아울렛 본관 3~4층(괘법동 533-1)|1544-8855|영업
롯데시네마 은평(롯데몰)|(033 - 06) 서울특별시 은평구 통일로  1050, (진관동)|02-1544-8855|영업
롯데시네마 동래|(607 - 716) 부산광역시 동래구 중앙대로 1393, (온천동)|1544-8855|영업
CGV 익산|(570 - 979) 전라북도 익산시 무왕로 1052, 4층 (영등동)|1544-1122|영업
CGV 군산|(541 - 40) 전라북도 군산시 백토로  166, (나운동)||영업
인디플러스 포항|(377 - 28) 경상북도 포항시 북구 서동로 83, (덕산동) 포항시립중앙아트홀 2층|054-289-7921|영업
CGV 전주고사|(549 - 99) 전라북도 전주시 완산구 전주객사3길  72, (고사동)|1544-1122|영업
CGV 보령|(334 - 49) 충청남도 보령시 대흥로  51, (대천동) CGV 보령|041-935-0705|영업
CGV 천안터미널|(311 - 20) 충청남도 천안시 동남구 만남로  43, (신부동) 신세계백화점 충청점 B관 4층 CGV 천안터미널||영업
HAPPY700 평창시네마|(253 - 15) 강원도 평창군 경강로  1689, (용평면) 해피웨딩홀|033-334-7053|영업
롯데시네마 강동|(134 - 840) 서울특별시 강동구 천호옛길 85 (성내동 44-1)|1544-8855|영업
롯데시네마 월드타워_샤롯데|(138 - 240) 서울특별시 송파구 올림픽로 300 엔터동 5~11층|1544-8855|영업
명보시네마|(334 - 55) 충청남도 보령시 중앙로  125, (대천동)|041-936-4503|영업
롯데시네마 브로드웨이(신사)|(135 - 811) 서울특별시 강남구 도산대로8길 8 (논현동 3-5)|1544-8855|영업
롯데시네마 영등포|(073 - 06) 서울특별시 영등포구 경인로 102길 13 (영등포동 618-496)|1544-8855|영업
롯데시네마 독산|(153 - 813) 서울특별시 금천구 시흥대로 399 시티렉스 6층|1544-8855|영업
롯데시네마 가산디지털|(153 - 801) 서울특별시 금천구 디지털로10길 9 현대아울렛쇼핑몰 (가산동)|1544-8855|영업
롯데시네마 김포공항|(157 - 220) 서울특별시 강서구 하늘길 77 롯데몰(방화동 하늘길 38)|1544-8855|영업
롯데시네마 합정|(121 - 841) 서울특별시 마포구 양화로 45 메세나폴리스 2층 (합정동 481-1)|1544-8855|영업
롯데시네마 홍대입구|(121 - 818) 서울특별시 마포구 양화로 176 와이즈파크 8층 (동교동166-6번지)|1544-8855|영업
강릉독립예술극장 신영|(255 - 40) 강원도 강릉시 경강로 2100, (임당동, 신영빌딩)|033-645-7415|영업
롯데시네마 건대입구_샤롯데|(143 - 730) 서울특별시 광진구 아차산로 272, (자양동)|1544-8855|영업
판타스틱 큐브|(145 - 47) 경기도 부천시 길주로 210, (중동)||영업
명보아트시네마|(100 - 300) 서울특별시 중구 마른내로  47|02-2273-5345|영업
인천미림극장|(225 - 50) 인천광역시 동구 화도진로  31, (송현동)|032-764-6920|영업
CGV 청주율량|(360 - 210) 충청북도 청주시 상당구 율량동   500-3 번지 그랜드 프라자 청주 3관 2층||영업
CGV 청주(서문)|(360 - 130) 충청북도 청주시 상당구 상당로81번길 63|1544-1122|영업
CGV 용인|(170 - 51) 경기도 용인시 처인구 금령로  86, 5~8층 (김량장동)|031-337-3421|영업
CGV 오산|(447 - 804) 경기도 오산시 원동로37번길  46, (원동) 오산시네마타운 5층 사무실|1544-8855|영업
CGV 부천역|(420 - 827) 경기도 부천시 원미구 부일로  460, (심곡동) 심곡동 시네마존 6층~8층|1544-1122|영업
롯데시네마 황학-폐관|(045 - 72) 서울특별시 중구 청계천로  400, (황학동) 롯데캐슬배니치아 1층|1544-8855|영업
메가박스 미사강변|(129 - 13) 경기도 하남시 미사강변중앙로  218 4,5층(망월동)|02-1544-0070|영업
CGV 부천|(145 - 46) 경기도 부천시 길주로  180, (중동) 현대백화점 중동점 U-PLEX 5층|1544-1122|영업
CGV 세종|(300 - 64) 세종특별자치시  도움1로  108, (종촌동) 몰리브 7층|1544-1122|영업
CGV 대전가오|(300 - 050) 대전광역시 동구 은어송로  72, (가오동) 4층|1544-1122|영업
CGV 광주하남|(623 - 31) 광주광역시 광산구 용아로400번길  30, (하남동) 테라스56 피크닉몰 2층||영업
CGV 인천논현|(405 - 825) 인천광역시 남동구 논현로26번길 34, (논현동) 노현시네마타워 4층|1544-1122|영업
무주 산골 영화관|(555 - 14) 전라북도 무주군 한풍루로  326-17, (무주읍) 무주예체문화관 2층|063-322-7053|영업
CGV 송파|(138 - 960) 서울특별시 송파구 충민로 66, (문정동) 가든파이브 라이프 영관 10층|1544-1122|영업
메가박스 청라-폐관|(227 - 36) 인천광역시 서구 중봉대로  610, (청라동)|02-1544-0070|영업
홍천시네마|(250 - 807) 강원도 홍천군 연봉중앙로  11-8, (홍천읍) 홍천군문화센터 1층|033-433-7053|영업
CGV 불광|(122 - 837) 서울특별시 은평구 불광로 20, (대조동) 팜스퀘어 11층|1544-1122|영업
롯데시네마 성남신흥|(461 - 720) 경기도 성남시 수정구 산성대로 331, (신흥동)|1544-8855|영업
씨네큐 부평-폐관|(213 - 95) 인천광역시 부평구 경원대로  1395, (부평동)||영업
현대예술관시네마|(682 - 808) 울산광역시 동구 명덕로 10, (서부동)|052-209-7812|영업
CGV 정왕|(150 - 66) 경기도 시흥시 정왕대로  210, (정왕동) 시화이마트 10층 CGV 정왕|031-434-1230|영업
고한 시네마|(261 - 55) 강원도 정선군 고한10길  28-12, (고한읍) 고한작은영화관|033-592-7053|영업
아리아리 정선시네마|(261 - 30) 강원도 정선군 봉양6길  10, (정선읍) 아리아리 정선시네마|033-563-5703|영업
전주디지털독립영화관|(549 - 99) 전라북도 전주시 완산구 전주객사3길  22, (고사동) 전주영화제작소 4층|063-231-3377|영업
마이골작은영화관-폐관|(567 - 806) 전라북도 진안군 대성길  3, (진안읍) 진안 마이골작은영화관|063-433-7050|영업
청양 시네마|(333 - 30) 충청남도 청양군 칠갑산로  221, (청양읍) 청양군문화체육센타|041-942-7053|영업
작은별영화관-폐관|(566 - 805) 전라북도 임실군 임실읍 호국로  1703, 임실군민회관 지하1층|063-644-7050|영업
화천 작은영화관|(209 - 804) 강원도 화천군 상승로2길  25-10, (화천읍) 2층|033-441-7053|영업
범서온천자동차극장|(449 - 18) 울산광역시 울주군 두동로  704, (범서읍) INGG CINEPARK|052-246-1245|영업
