NAME|BRANCH|ADDR|TELL|XOCRD|YCORD
|추모원장례식장|경상남도 사천시 서포면 서포로 786 (외구리)|055-855-4433|127.9648301|35.0490321
|성민병원 장례식장|인천광역시 서구 칠천왕로33번길 17 (석남동)|032-571-4444|126.669802|37.509152
|서울현대요양병원장례식장|서울특별시 강동구 올림픽로 684 (천호동, 친구병원)|02-486-4444|127.1253107|37.5422911
|(유)신광 익산병원장례식장|전라북도 익산시 무왕로 969익산병원장례식장 (신동, 익산병원)|063-851-9444|126.966579|35.96186
|포항시민전문장례식장|경상북도 포항시 북구 새천년대로 1191 (장성동)|054-253-4444|129.377819|36.0732257
|안강중앙병원장례식장|경상북도 경주시 안강읍 안강중앙로 150-3 (산대리)|054-761-3014|129.216816|35.9928076
|부안효병원장례식장|전라북도 부안군 행안면 염소로 25 (역리)|063-582-3939|126.7213133|35.7303519
|대성장례식장|전라남도 무안군 삼향읍 국사로 5-9 (맥포리)|061-247-4444|126.4777006|34.8476961
|서울특별시 동부병원 장례식장|서울특별시 동대문구 무학로 124 (용두동, 시립동부병원)|02-920-9445|127.0142436|37.5723125
|희망병원장례식장|광주광역시 북구 하서로 429 (용두동)|062-571-5444|126.8746655|35.213357
|제천세종장례식장|충청북도 제천시 송학주천로 46 (고암동)|043-642-4441|128.236403|37.169409
|단양군립노인요양병원장례식장|충청북도 단양군 단양읍 별곡6길 10단양군립노인요양병원장례식장 (별곡리, 단양군노인요양전문병원)|043-423-0044|127.0142436|37.5723125
|쉴낙원김포장례식장|경기도 김포시 승가로 58번길7쉴낙원김포장례식장 (풍무동)|031-449-1009|126.715728|37.606842
|한일병원장례식장|서울특별시 도봉구 우이천로 308 한일병원장례식장 (쌍문동)|02-901-3440|127.0285789|37.6458568
|태능성심장례식장|서울특별시 노원구 화랑로 425-8 (공릉동)|02-976-8811|127.0749016|37.6178737
|선산전문장례식장|경상북도 구미시 선산읍 선상동로 58 (생곡리)|054-482-1414|128.3177135|36.2667515
|엠마오사랑병원장례식장|전라북도 전주시 완산구 서원로 402-35 (중화산동1가)|063-285-4411|127.1370897|35.81257
|동국대학교경주병원장례식장|경상북도 경주시 동대로 87 (석장동)|054-770-8333|129.1954409|35.8583073
|복음병원장례식장|경상남도 김해시 활천로 33 (삼정동)|055-330-9999|128.8935607|35.2304878
|임실 중앙장례식장|전라북도 임실군 임실읍 호국로 1767 (이도리)|063-644-6666|127.2922048|35.6187603
|서울의료원 강남분원|서울특별시 강남구 봉은사로114길 43 (삼성동, 서울의료원강남분원)|02-3430-0226|127.06628|37.51271
|정선장례식장|강원도 정선군 정선읍 서동로 1277 (덕송리)|033-562-4444|128.6686866|37.4019646
|아시아드장례식장|부산광역시 동래구 여고로 42 (사직동)|051-503-0770|129.0685563|35.1953616
|(주)세종병원장례식장|인천광역시 계양구 계양문화로 20 (작전동, Mediplex세종병원)|032-240-8444|126.736677|37.531882
|진도장례식장|전라남도 진도군 진도읍 진도대로 7207 (동외리)|061-544-4744|126.2711344|34.4799867
|영광종합병원장례식장|전라남도 영광군 영광읍 와룡로 3 (단주리)|061-350-8044|126.4993242|35.2844781
|대구파티마병원장례식장|대구광역시 동구 아양로 99 (신암동, 파티마병원)|053-958-9000|128.6238479|35.8840357
|청주시장례식장|충청북도 청주시 상당구 목련로 731 (월오동)|043-291-4444|127.5455784|36.6432923
|담양장례식장|전라남도 담양군 담양읍 죽향대로 1116 (백동리)|061-383-4244|126.9815175|35.3054474
|부산대학교병원장례식장|부산광역시 서구 구덕로 179 (아미동1가, 부산대학병원)|051-240-7161|127.0142436|37.5723125
|한별장례문화원|경상북도 의성군 의성읍 홍술로 88(원당리)|054-834-0444|128.6888621|36.3547985
|충주기독장례식장|충청북도 충주시 성남2길 7 (성남동)|043-844-4460|127.9347266|36.9683118
|천지장례문화원 (천지장례식장)|광주광역시 서구 풍서좌로 173-1 (매월동)|062-527-1000|126.8500328|35.124769
|벌교장례식장|전라남도 보성군 벌교읍 남하로 26 (장좌리)|061-858-4000|127.3464048|34.8337815
|시흥장례원|경기도 시흥시 서해안로 586 (정왕동)|031-434-4114|126.7388355|37.3707325
|양산농협양산부산대병원장례식장|경상남도 양산시 물금읍 금오로 20 (범어리)|055-389-0600|129.0048926|35.3261303
|울산하늘공원(장례식장)|울산광역시 울주군 삼동면 보삼길 550 (조일리)|052-255-3800|129.1228652|35.483402
|국제성모장례식장|인천광역시 서구 심곡로100번길 25 (심곡동, 인천국제성모병원)|032-290-3501|127.0142436|37.5723125
|쉴낙원 오산동탄 장례식장|경기도 오산시 경기대로658번길 30쉴낙원오산동탄장례식장 (내삼미동)|031-966-1009|127.0142436|37.5723125
|추병원장례식장|경기도 의정부시 평화로 650 (의정부동)|031-844-4442|127.0453498|37.7496652
|중앙병원장례예식장|울산광역시 남구 문수로480번길 10 (신정동, 중앙병원)|052-260-1006|129.30521|35.53151
|노원을지대학교병원장례식장|서울특별시 노원구 한글비석로 68 (하계동, 을지병원)|02-970-8444|127.0697068|37.6363293
|동창원장례식장|경상남도 창원시 의창구 동읍 의창대로 870-5 (용잠리)|055-244-4000|128.6867876|35.2781579
|제천노인병원 장례식장|충청북도 제천시 북부로13길 94 (천남동, 제천병원)|043-651-4444|127.0142436|37.5723125
|세민병원장례식장|울산광역시 중구 학성로 184,지하1층 (학성동, 울산세민병원)|052-293-4445|129.331012|35.556629
|봉담장례문화원|경기도 화성시 봉담읍 서봉산길 40 (유리)|031-278-0404|126.9261061|37.174389
|거창적십자병원장례식장|경상남도 거창군 거창읍 중앙로 91 (상림리, 거창적십자병원)|055-944-4482|127.9091208|35.6865089
|울산대학교병원장례식장|울산광역시 동구 방어진순환도로 877 (전하동, 울산대학교병원)|052-250-8444|129.42881|35.51995
|원광대학교병원장례문화원(천도장례식장)|전라북도 익산시 무왕로 895 (신동) 원광대학교병원 장례식장|063-855-1734|126.96368|35.964924
|포천장례문화원|경기도 포천시 호국로 908-13 (설운동)|031-541-4144|127.1624972|37.8471553
|선산 국화원 전문 장례식장|경상북도 구미시 선산읍 선산대로 1269 (화조리)|054-481-2929|127.0142436|37.5723125
|국민건강보험공단일산병원장례식장|경기도 고양시 일산동구 일산로 100 (백석동, 국민건강보험공단일산병원)|031-900-0444|126.7929091|37.6454297
|전북대학교병원장례식장|전라북도 전주시 덕진구 건지로 20 (금암동, 전북대학병원)|063-250-1439|127.1405894|35.8471872
|구로성심병원장례식장|서울특별시 구로구 경인로 427 (고척동)|02-2067-1544|126.866356|37.4996208
|수원시연화장장례식장(휴업)|경기도 수원시 영통구 광교호수로 278 (하동)|031-218-6565|127.0837369|37.2904424
|영암농협장례식장|전라남도 영암군 영암읍 낭주로 49 (춘양리)|061-472-5544|126.7085207|34.7954678
|부산영락공원|부산광역시 금정구 금정도서관로 108 (두구동, 영락공원)|051-790-5000|129.1042192|35.2733077
|정다운요양병원 장례식장|전라남도 무안군 삼향읍 삼일로 13-1 (임성리)|061-271-4444|126.454028|34.82854
|보람의정부장례식장|경기도 의정부시 추동로 253,지하1층 (신곡동)|031-851-4444|127.0806914|37.7522267
|인천성모장례식장|인천광역시 부평구 동수로 56 (부평동, 가톨릭대학교인천성모병원)|032-517-0710|127.0142436|37.5723125
|남지요양병원장례식장|경상남도 창녕군 남지읍 동포로 15 (남지리, 낙천병원)|055-526-5788|128.4812935|35.3904722
|청아병원장례식장|경상남도 창원시 마산회원구 내서읍 광려천서로 67 (중리, 청아병원)|055-232-2155|128.5096097|35.2479443
|영남대학교의료원 장례식장|대구광역시 남구 현충로 170 (대명동)|053-620-4670|128.58511|35.84737
|분당서울대학교병원 장례식장|경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)|031-787-1500|127.1244617|37.3504033
|효자장례타운|전라북도 전주시 완산구 콩쥐팥쥐로 1705-36 (효자동3가)|063-228-4441|127.0852614|35.8248592
|창녕군공설장례식장|경상남도 창녕군 창녕읍 탐하로 201 (술정리)|055-533-8510|128.4908229|35.5319482
|순천중앙병원장례식장|전라남도 순천시 장명로 5 (장천동, 중앙병원)|061-744-0444|127.0142436|37.5723125
|고려장례식장|경상남도 김해시 인제로 101 (어방동, 자성병원)|055-313-1041|128.9039799|35.2375459
|수성연도실|대구광역시 수성구 수성로 347 (수성동1가,수성성당)|053-751-5961|128.6132603|35.8566596
|용원장례식장|경상남도 창원시 진해구 용원로 15 (용원동)|055-543-4064|128.8110783|35.1004421
|비에스종합병원장례식장|인천광역시 강화군 강화읍 남산리 292 비에스종합병원 별관 지하1층 장례식장|032-216-4444|126.478242|37.731094
|미루병원장례식장|경상북도 경주시 안강읍 화전북4길 8 (산대리)|054-762-4404|129.2084746|35.9939328
|한림대동탄성심병원장례식장|경기도 화성시 큰재봉길 7 (석우동, 한림대학교동탄성심병원)|031-8003-4410|127.0800512|37.2165578
|여수제일병원장례식장|전라남도 여수시 학동1길 24 (학동)|061-692-4444|127.6642638|34.7657108
|의정부성모장례식장|경기도 의정부시 천보로 271 (금오동, 의정부성모병원)|031-820-3468|127.0774459|37.7583561
|무안제일병원 무안장례식장|전라남도 무안군 무안읍 무안로 567-1 (성동리)|061-454-9340|126.4822112|34.9933355
|새천년장례식장|인천광역시 계양구 아나지로 541 (서운동)|032-552-3100|126.7529027|37.5264805
|녹동농협 장례식장|전라남도 고흥군 도양읍 거금로 80 (봉암리)|061-840-7777|127.1405607|34.525754
|제일장례식장|경상북도 상주시 영남제일로 1408-15 (복룡동)|054-531-4411|128.1876676|36.4212613
|광주남문장례식장(주)|광주광역시 남구 서문대로499번길 26-15 (송하동)|062-675-5000|126.8869917|35.1114508
|반송장례식장|부산광역시 해운대구 반송로 832 (반송동)|051-525-1024|129.1470851|35.2277586
|원광종합병원장례식장|경기도 화성시 송산동  200-4|031-226-4444|127.008324|37.209942
|한마음병원장례식장|제주특별자치도 제주시 연신로 52 (이도이동)|064-702-2580|126.5462376|33.4963523
|백제병원장례식장|충청남도 논산시 시민로294번길 14 (내동)|041-735-1022|127.0945012|36.1919187
|(주) 비케이더블유 좋은강안병원지점|부산광역시 수영구 수영로 493 (남천동)|051-610-9009|129.1104981|35.1499639
|(유)익산팔봉장례식장|전라북도 익산시 무왕로 1671 (덕기동, 익산팔볼장례식장)|063-833-8080|127.0360285|35.9763367
|영광장례식장|전라남도 영광군 영광읍 영대로 238 (무령리)|061-350-6000|126.5115047|35.2860391
|울산영락원|울산광역시 남구 산업로517번길 10 (여천동1200-9)|052-272-1111|129.3461824|35.5287258
|제천제일장례식장|충청북도 제천시 내토로10길 21 (천남동)|043-645-4114|128.196616|37.1294907
|문경제일병원장례식장|경상북도 문경시 당교3길 25 (모전동)|054-550-7948|128.1891835|36.5843256
|광주병원장례식장|광주광역시 북구 면앙로139번길 51, 지하2층 (두암동)|062-260-7850|126.9281914|35.1788817
|평택장례문화원|경기도 평택시 신평로 205,3층 (군문동)|031-652-0404|127.0932031|36.9818227
|참조은요양병원장례식장|경상북도 구미시 송정대로 78 (송정동)|054-451-4440|128.347|36.1173924
|대구보훈병원장례식장|대구광역시 달서구 월곡로 60 (도원동 748번지)|053-625-4466|128.5517754|35.8028989
|새로운장례식장|충청북도 충주시 중심3길 5 (문화동, 새로운병원장례식장)|043-853-9300|127.925865|36.973499
|쉴낙원경기장례식장|경기도 용인시 수지구 죽전동  2-2|031-672-1009|127.0142436|37.5723125
|동의성단원병원장례문화원|경기도 안산시 단원구 원포공원로 10, 지상1.2.3층 (초지동)|031-410-4444|126.8132315|37.3003343
|운경의료재단곽병원장례식장|대구광역시 중구 국채보상로 531 (수동, 곽병원)|053-252-1023|128.5887352|35.8707148
|아주대학병원장례식장|경기도 수원시 영통구 광교중앙로49번길 46 (원천동)|031-219-6654|127.0465105|37.2833633
|서호병원장례식장|부산광역시 수영구 광남로 117 (광안동)|051-949-1024|129.1155249|35.1520865
|굿모닝병원장례식장|울산광역시 남구 삼산로 110 (달동)|052-256-7444|129.3198756|35.5349553
|성산현대요양병원장례식장|부산광역시 동래구 시실로 12,지하1층 (명륜동, 현대병원)|051-552-1024|129.0853543|35.217368
|건양대학교병원장례식장|대전광역시 서구 관저동로 158 건양대학교병원 장례식장 (관저동)|042-600-6666|127.3329295|36.2944985
|쉴낙원인천장례식장|인천광역시 계양구 아나지로 552 쉴낙원 인천장례식장(서운동)|032-548-1009|126.754059|37.524726
|의정부장례예식장|경기도 의정부시 체육로 113-18 (녹양동)|031-871-4444|127.0322644|37.7600403
|삼성장례문화원|전라북도 전주시 덕진구 동부대로 937 (호성동2가)|063-247-1003|127.1443026|35.8678779
|영암군산림조합추모관|전라남도 영암군 영암읍 낭주로 267 (역리)|061-472-6600|126.6980519|34.8114834
|봉생병원장례식장|부산광역시 동구 중앙대로 401 (좌천동)|051-638-4411|129.0503957|35.1309523
|연수송도장례식장|인천광역시 연수구 벚꽃로 122 (연수동)|032-819-1024|126.6788235|37.4167519
|숭례관장례식장|경상남도 통영시 충렬로 8-5 (서호동)|055-643-1024|128.4198244|34.8427585
|성요한병원장례식장|광주광역시 북구 태봉로 32 (유동, 천주의성요한병의원)|062-510-3005|126.9035886|35.1604716
|경상국립대학교병원장례식장|경상남도 진주시 강남로 79 (칠암동, 경상대학교병원)|055-750-8448|128.0954964|35.1770869
|배방장례식장|충청남도 아산시 배방읍 갈산교로 38 (구령리)|041-544-1500|127.0641827|36.7805432
|신세계병원장례식장|경상남도 창원시 마산회원구 내서읍 죽암로 89지하2층신세계장례식장 (호계리, 신세계요양병원)|055-232-4334|128.508968|35.259999
|홍천아산병원장례식장|강원도 홍천군 홍천읍 산림공원1길 17 (갈마곡리)|033-430-5420|127.8946511|37.6906658
|양산서울요양병원장례식장|경상남도 양산시 삼성7길 11-14,양산서울요양병원장례식장 (북정동)|055-381-4144|129.0419026|35.357828
|유림장례식장|전라북도 정읍시 명덕로 54 (연지동, 유림웨딩홀)|063-534-4444|126.8455037|35.5754249
|광양우리병원장례식장|전라남도 광양시 광양읍 인서리 149 지하 광양우리병원장례식장|061-761-4445|127.0142436|37.5723125
|대연장례식장|부산광역시 남구 수영로 164 (대연동)|051-711-4448|129.084496|35.134476
|좋은삼정병원장례식장|울산광역시 남구 북부순환도로 51 (무거동)|052-220-7799|129.2690588|35.5528284
|동래봉생병원장례식장|부산광역시 동래구 안연로109번길 26 (안락동)|051-531-7100|129.0964074|35.1971164
|전곡효사랑병원장례식장|경기도 연천군 전곡읍 평화로 525 (전곡리)|031-832-4444|127.0685928|38.017361
|세안종합병원장례식장|전라남도 목포시 고하대로 795-2 (연산동)|061-276-4444|126.3802509|34.8170249
|(유)동이리장례식장|전라북도 익산시 서동로 5 (인화동2가)|063-843-4444|126.9555714|35.9279942
|성심장례식장|전라남도 목포시 산계길 4-9 (대양동)|061-261-4444|126.4250118|34.8383702
|쉴낙원서울장례식장|서울특별시 금천구 서부샛길 732 (가산동, 서울장례식장)|02-2683-4444|126.874568|37.484646
|한강성심병원장례식장|서울특별시 영등포구 버드나루로7길 12 (영등포동7가)|02-2633-4455|126.9096815|37.523134
|가야장례식장|전라남도 광양시 광양읍 인덕로 1183 (구산리)|061-763-4444|127.5794011|34.9876765
|신천제일병원장례식장|경기도 시흥시 호현로10번길 7-1 (신천동)|031-318-9444|126.7843347|37.441394
|일산장례식장|경기도 고양시 일산동구 백마로 62 (장항동 540-1번지) |031-923-7000|126.7624266|37.644348
|분당차병원장례식장|경기도 성남시 분당구 야탑로 59 (야탑동, 분당차병원)|031-780-6170|127.1254597|37.4102789
|남원장례식장|전라북도 남원시 충정로 265-7 (월락동)|063-635-4444|127.3971776|35.4258111
|거금장례식장|전라남도 고흥군 금산면 거금일주로 2901 (석정리)|061-844-4444|127.154246|34.4756098
|영락원전문장례식장|경상남도 창원시 마산회원구 봉양로 152 (봉암동)|055-292-4444|128.6029621|35.2176118
|영암효병원장례식장|전라남도 영암군 덕진면 예향로 1764 (덕진리, 효병원)|061-471-4441|126.6974901|34.8218337
|금강쉴낙원장례식장|충청남도 공주시 우성면 약천길 19 (도천리)|041-853-4446|127.096507|36.4790677
|백제장례예식장|전라북도 익산시 함열읍 익산대로 1493 (석매리)|063-861-5300|126.9610658|36.0526394
|함열장례식장|전라북도 익산시 함열읍 정동1길 6-9 (와리)|063-862-4444|126.9661123|36.0730045
|부산백병원 장례식장|부산광역시 부산진구 복지로 75, 장례식장(개금동, 부산백병원)|051-896-4444|129.020908|35.14625
|옥당장례식장|전라남도 영광군 영광읍 천년로 1371-20 (신하리)|061-352-4401|126.4943414|35.2691001
|새금산병원장례식장|충청남도 금산군 금산읍 금산로 1279 (하옥리)|041-754-4474|127.4894968|36.0896434
|중앙대학교병원장례식장|서울특별시 동작구 흑석로 102 (흑석동, 중앙대학교병원)|02-860-3500|126.9605231|37.5069754
|고창우리장례식장|전라북도 고창군 고창읍 녹두로 1313-6 (읍내리)|063-564-3322|126.6900209|35.4342496
|청주탑요양병원장례식장|충청북도 청주시 서원구 궁뜰로 16(미평동)|043-296-9696|127.478633|36.600796
|제주대학교병원장례식장|제주특별자치도 제주시 아란13길 15 (아라일동, 제주대학병원)|064-717-2900|126.5457558|33.4670429
|스카이장례식장|광주광역시 광산구 북문대로 603 (수완동)|062-951-1004|126.834213|35.204788
|천안하늘공원장례식장|충청남도 천안시 동남구 만남로 114 (신부동)|041-553-8000|127.1636222|36.8219831
|북면장례식장|전라북도 정읍시 북면 칠북로 205 (태곡리)|063-571-4444|126.9043557|35.6092077
|함양장례식장|경상남도 함양군 함양읍 고운로 284 (백천리)|055-964-2000|127.7514811|35.5233498
|인천삼성장례문화원|인천광역시 중구 우현로62번길 34-1 (경동)|032-777-4445|126.6311891|37.4723293
|순창요양병원장례식장|전라북도 순창군 순창읍 순창로 105 (가남리, 효사랑순창병원)|063-653-4123|127.0142436|37.5723125
|성남중앙병원장례식장|경기도 성남시 중원구 산성대로476번길 12 (금광동)|031-799-5200|127.1620743|37.4527005
|성빈센트장례식장|경기도 수원시 팔달구 중부대로 93 (지동, 성빈센트병원)|031-249-7444|127.0276295|37.2777401
|근로복지공단대전병원장례식장|대전광역시 대덕구 계족로 637(법동, 근로복지공단대전병원)|042-628-4440|127.4287207|36.3682859
|부산광역시의료원장례식장|부산광역시 연제구 월드컵대로 359 (거제동, 부산의료원)|051-607-2990|129.0595584|35.1873066
|늘푸른장례식장|경상북도 경주시 유림로13번길 155,1층 (용강동, 지하)|054-745-4444|129.2266835|35.8783881
|사하구민장례식장|부산광역시 사하구 하신중앙로17번길 25 (장림동)|051-715-4441|128.9619|35.080704
|천안삼거리국화원장례식장|충청남도 천안시 동남구 충절로 575 (삼룡동, 천안삼거리장례식장)|041-562-4444|127.1816035|36.7735508
|삼성장례식장|전라남도 완도군 완도읍 농공단지1길 24 (가용리)|061-555-4455|126.7314181|34.3343934
|이담 장례식장|경기도 동두천시 삼육사로 747 (상패동)|031-866-7300|127.0358164|37.908225
|(유)금강장례식장|인천광역시 미추홀구 인주대로 452 (주안동, 금강요양병원)|032-424-4455|126.6866706|37.4505424
|언양병원장례식장|울산광역시 울주군 삼남면 반구대로 785 (교동리)|052-264-9787|129.1255222|35.5603639
|21세기좋은병원장례식장|울산광역시 북구 호계로 285 지하1층 (호계동)|052-282-8444|129.3506373|35.6288954
|검단탑병원장례식장|인천광역시 서구 청마로19번길 5 (당하동)|032-565-4444|126.7036801|37.5863452
|구평예일요양병원장례식장|부산광역시 사하구 사하로 55 (구평동)|051-262-1024|128.9934401|35.0871089
|인천기독병원장례식장|인천광역시 중구 답동로30번길 10 (율목동, 인천기독병원)|032-765-4440|127.0142436|37.5723125
|그랜드중앙장례식장|제주특별자치도 제주시 월랑로 91 (이호이동)|064-721-1000|126.4713907|33.4920436
|수영나라장례식장|부산광역시 수영구 연수로 404 (광안동)|051-714-4444|129.1133174|35.1683235
|고령대가야장례식장|경상북도 고령군 대가야읍 일량로 83 (고아리)|054-955-1667|128.262953|35.7261415
|한국병원장례식장|대전광역시 동구 동서대로 1672 (성남동, 대전한국병원)|042-638-4440|127.43575|36.34832
|회천농협장례문화원|경기도 양주시 평화로 1861 (회정동)|031-864-4444|127.0527518|37.8333031
|첨단요양병원장례식장|대구광역시 북구 대현로 19 (대현동,대현첨단병원)|053-669-1004|128.6028731|35.8863699
|보성아산병원장례식장|전라남도 보성군 미력면 가평길 36-17 (초당리)|061-850-3444|127.1051557|34.7755385
|김천시민장례식장|경상북도 김천시 남면 초곡길 167 (초곡리)|054-435-4321|128.1817453|36.1346842
|산림조합 장성장례식장|전라남도 장성군 장성읍 역전로 155 (기산리)|061-394-0444|126.7815622|35.3059813
|세웅병원장례식장|부산광역시 금정구 서동로 162 (서동)|051-527-7711|129.1040842|35.214399
|세림병원장례식장|인천광역시 부평구 부평대로 175 (청천동, 부평세림병원)|032-523-8844|126.7200557|37.5067625
|영덕효요양병원장례식장|경상북도 영덕군 영덕읍 영덕로 72-12 (남산리)|054-732-4444|129.3733099|36.401016
|중앙장례식장|경기도 평택시 경기대로 931 (장당동)|031-666-3400|127.0693031|37.0324937
|예지 장례식장|인천광역시 중구 개항로 82.2층예지장례식장 (경동, 예지요양병원)|032-766-6444|127.0142436|37.5723125
|보람김해장례식장|경상남도 김해시 분성로 98 (외동)|055-322-4442|128.8570884|35.2307317
|포항성모병원장례식장|경상북도 포항시 남구 대잠동길 17 (대잠동,포항성모병원)|054-260-8048|129.3392909|36.0148312
|청기와장례식장|인천광역시 동구 방축로177번길 31 (송림동)|032-583-4444|126.6492536|37.4775869
|유한회사보람|전라남도 고흥군 고흥읍 고흥로 1935 (남계리)|061-830-3300|127.2939397|34.6210043
|강남병원장례식장|대구광역시 동구 동촌로 207 (방촌동)|053-986-0044|128.6631756|35.8830688
|공주의료원장례식장|충청남도 공주시 무령로 77 (웅진동)|041-962-1444|127.1248194|36.4518729
|정병원 장례식장|서울특별시 도봉구 도봉로 639 (쌍문동)|02-906-4444|127.0418104|37.6614997
|강진영락장례식장|전라남도 강진군 강진읍 보은로 200 (동성리)|061-433-3950|126.7792355|34.640798
|첨단병원장례식장|광주광역시 광산구 첨단중앙로170번길 59 (쌍암동)|062-973-4444|126.845173|35.2209175
|시흥우리장례식장|경기도 시흥시 평안상가5길 19 (정왕동)|031-433-5444|126.7479436|37.3357713
|송산장례식장|경기도 이천시 장호원읍 서동대로 8579 (송산리)|031-641-4440|127.5888625|37.1139541
|갑을녹산병원장례식장|부산광역시 강서구 녹산산단321로 24-8 (송정동, 녹산한마음병원)|051-972-1024|128.8533057|35.0906026
|장례식장 평화원|대전광역시 중구 대전천서로 745 (중촌동183-5번지)|042-531-4444|127.408501|36.3472913
|무안초당병원장례식장|전라남도 무안군 무안읍 성남1길 97-2 (성남리, 동남호텔예식장)|061-454-4040|127.0142436|37.5723125
|삼육병원장례식장|경기도 광주시 초월읍 경수길 25 (지월리)|031-760-3644|127.2871091|37.4192954
|영덕아산병원|경상북도 영덕군 영해면 영덕로 1621 (성내리)|054-730-0168|129.4024715|36.5243661
|김해전문장례식장|경상남도 김해시 삼안로8번길 24 (지내동)|055-331-4444|128.9204963|35.2296839
|장성병원장례식장|전라남도 장성군 장성읍 역전로 171 (영천리)|061-393-4444|126.7836589|35.3058474
|함양성심병원장례식장|경상남도 함양군 함양읍 용평1길 5 (용평리)|055-962-9999|127.7293436|35.520279
|엠마우스병원 장례식장|경상남도 진주시 남강로 25 (평거동)|055-745-4444|128.0654304|35.1738147
|하남시 마루공원(장례식장)|경기도 하남시 하남대로545번길 22-30 (천현동, 종합공설장사시설)|031-795-2222|127.2181776|37.522912
|석곡농협장례식장|전라남도 곡성군 석곡면 주석로 657-5 (석곡리)|061-362-0088|127.2511776|35.1296537
|동수원장례식장|경기도 수원시 팔달구 권광로367번길 77,지하1층 (우만동)|031-213-1640|127.0331198|37.2785429
|혜민병원장례식장|서울특별시 광진구 자양로 85 (자양동)|02-444-1552|127.0833838|37.53519
|호두나무장례문화원|충청남도 천안시 동남구 청수로 123-11 (구성동, 호두나무요양병원)|041-414-4445|127.157661|36.794539
|온종합병원 장례식장|부산광역시 부산진구 가야대로 721 (당감동)|051-607-0111|129.0499681|35.1578057
|희윤요양병원 장례식장|경상남도 밀양시 부북면 춘화로 60 (용지리)|055-353-9199|128.7453203|35.5094973
|하귀농협장례식장|제주특별자치도 제주시 애월읍 애조로 405 (광령리)|064-798-8800|126.4265546|33.4730618
|동주병원장례식장|서울특별시 강동구 천호대로170길 19 (성내동)|02-471-4444|127.1331985|37.5342371
|양구군장례식장|강원도 양구군 양구읍 금강산로 518-25 (하리)|033-480-2576|127.998774|38.1230992
|법성장례식장|전라남도 영광군 법성면 연우로 72 (법성리)|061-356-4444|126.4426797|35.3684051
|순천한국병원장례식장|전라남도 순천시 우명길 42 (연향동)|061-723-4444|127.5125098|34.9476145
|(의)동재의료재단오차드장례식장|경상북도 울진군 후포면 동해대로 441 (삼율리, 오차드요양병원)|054-787-1206|129.435738|36.6792598
|대전성모병원장례식장|대전광역시 중구 대흥로 64 (대흥동, 가톨릭대학교대전성모병원)|042-220-9870|127.4203971|36.3229321
|신천연합병원장례식장|경기도 시흥시 복지로 57 (대야동)|031-310-6440|126.789516|37.4445521
|분당제생병원장례식장|경기도 성남시 분당구 서현로180번길 20 (서현동, 분당제생병원)|031-708-4444|127.1217664|37.3881717
|속초우리장례식장(휴업)|강원도 속초시 먹거리3길 11 (교동)|033-633-4447|128.57413|38.193287
|호남장례식장|전라남도 여수시 신월로 438 (신월동)|061-641-0404|127.6970144|34.7262454
|진천제일장례식장|충청북도 진천군 진천읍 진광로 190 (송두리)|043-537-4441|127.4422834|36.8811185
|고성장례식장|강원도 고성군 죽왕면 향목서길 9 (향목리)|033-682-5000|128.4829981|38.3763772
|속초동해장례식장|강원도 속초시 교동  736-1 속초동해장례식장|033-633-3964|128.578153|38.197719
|계양장례식장|인천광역시 계양구 아나지로 559 (서운동)|032-546-4444|126.755423|37.5264305
|남양주한양병원장례식장|경기도 남양주시 오남읍 양지로 47-55 (오남리, 남양한양병원)|031-529-4440|127.20422|37.6823506
|서해장례문화원|인천광역시 강화군 강화읍 중앙로74번길 10 (남산리)|032-933-4463|127.0142436|37.5723125
|김화장례문화원|강원도 철원군 서면 와수리 1413-2|033-458-0010|127.429134|38.226451
|디케이동천병원국화원장례식장|울산광역시 중구 외솔큰길 215 (남외동)|052-294-4443|129.350481|35.568524
|중앙장례식장|강원도 동해시 효자로 748 (송정동)|033-521-3700|129.1158408|37.4920811
|Sh수협장례식장|충청남도 보령시 대해로 258-9 (남곡동)|041-932-4004|126.5731076|36.3381925
|세종병원장례식장|경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)|032-346-1164|126.791382|37.4811218
|괴산장례식장|충청북도 괴산군 괴산읍 읍내로 35-4 (대사리)|043-832-4444|127.7739228|36.8002522
|포항의료원 장례식장|경상북도 포항시 북구 용흥로 36 (용흥동)|054-245-0444|129.3544868|36.0350941
|충남대학교병원장례식장|대전광역시 중구 문화로 282 (대사동, 충남대학교병원)|042-280-8181|127.4162265|36.3167707
|대전선병원장례식장|대전광역시 중구 목중로 29 (목동)|042-253-4445|127.4101804|36.3360016
|목포기독병원장례식장|전라남도 목포시 백년대로 303 (상동)|061-283-4444|126.4209219|34.8046501
|여수장례식장|전라남도 여수시 신월로 435 (신월동)|061-688-4444|127.6976686|34.727428
|대성장례센터|강원도 횡성군 횡성읍 횡성로 273 (입석리)|033-343-1444|127.9797883|37.4783172
|음성농협장례식장|충청북도 음성군 원남면 반기문로 3-26 (하노리)|043-872-4119|127.690156|36.9162884
|지샘병원장례식장|경기도 군포시 군포로 591 (당동)|031-389-3000|126.9472959|37.3586521
