CODE|NAME|BRANCH|ADDR|TELL|XCORD|YCORD|CLOSEDATE1|CLOSEDATE2|CLOSEDATE3|CLOSEDATE4|TIME
13158|GS THE FRESH|성북보문점|서울 성북구 보문사길 111, 1721호(보문동6가 198-45, 보문파크뷰자이)|029231177|127.01898094|37.58025254|01월 09일|01월 23일|||10:00-23:00
13230|GS THE FRESH|세종가락마을점|세종 만남로 187, 103동 107호(고운동 1395, 가락마을16단지)|0448642577|127.23913304|36.51701362|01월 09일|01월 23일|||10:00-23:00
13254|GS THE FRESH|세종다정점|세종 다정북로 109, 가온마을3단지 상가동112호,113호(다정동 916)|044-864-2985|127.24267353|36.49626309|01월 09일|01월 23일|||
13232|GS THE FRESH|세종도담점|세종 보듬4로 9, 도램마을11단지 카림애비뉴상가지하1층GS(도담동 653)|0448649253|127.25975048|36.51278145|01월 09일|01월 23일|||10:00-23:00
13238|GS THE FRESH|세종새샘마을점|세종 남세종로 302, 새샘마을6단지 제상가1동101호,102호,103호,104호(절반)(소담동 586)|044-865-1171|127.30479493|36.48201436|01월 09일|01월 23일|||10:00-23:00
13257|GS THE FRESH|세종소담점|세종 시청대로 236, 새샘마을3단지 제비상가동108113호(소담동 550)|044-862-0928|127.29850699|36.48378902|01월 09일|01월 23일|||
13350|GS THE FRESH|세종아름점|세종 보듬3로 104-7, 1층(아름동 1287)|0448645090|127.24843428|36.51231416|01월 09일|01월 23일|||10:00-23:00
11197|GS THE FRESH|속초교동점|강원 속초시 미시령로 3391(교동 619-34)|033-636-3894|128.57695184|38.2072695|01월 09일|01월 23일|||10:00-23:00
11239|GS THE FRESH|송도그린워크점|인천 연수구 아트센터대로97번길 15, B108호(송도동 17-3, 더샵그린워크2차)|032-858-9566|126.64286658|37.40165663|01월 09일|01월 23일|||10:00-23:00
13247|GS THE FRESH|송도더샵점|인천 연수구 아트센터대로97번길 20, 101호 더샵그린워크3차아파트(송도동 18-5)|032-831-9030|126.63978543|37.39903524|01월 09일|01월 23일|||10:00-23:00
13378|GS THE FRESH|송도랜드마크점|인천 연수구 랜드마크로 68,랜드마크시티센트럴 401동 1층(송도동 311)|0328347232|126.61966393|37.4148044|01월 09일|01월 23일|||09:00-23:00
13374|GS THE FRESH|송도마리나점|인천 연수구 랜드마크로 160, 214동(송도동 308-1)|032-832-8879|126.6122391|37.41068985|01월 09일|01월 23일|||09:00-23:00
11261|GS THE FRESH|송도마스터뷰점|인천 연수구 컨벤시아대로274번길 15, 송도 더샵 마스터뷰 23-1BL .(송도동 112)|0328313996|126.63358223|37.38301535|01월 09일|01월 23일|||10:00-22:30
11306|GS THE FRESH|송도센트럴시티점|인천 연수구 송도국제대로 261, 송도더샵센트럴시티115호(송도동 190-4)|02|126.65136205|37.37380359|01월 02일|01월 23일|||
11095|GS THE FRESH|송도점|인천 연수구 해돋이로 107,  H동 102호(송도1동 4-1, 더샵퍼스트월드)|032-835-5900|126.64888973|37.39203945|01월 09일|01월 23일|||10:00-23:00
13124|GS THE FRESH|송도캠퍼스점|인천 연수구 송도과학로27번길 55, 롯데캐슬캠퍼스타운 302동C-101-A호B호C호(송도동 149)|032-822-8119|126.6648992|37.38716647|01월 09일|01월 23일|||10:00-23:00
13338|GS THE FRESH|송도파크자이점|인천 연수구 능허대로289번길 11(동춘동 101)|0328517758|126.65577607|37.41176959|01월 09일|01월 23일|||10:00-23:00
13214|GS THE FRESH|송도포레스트카운티점|인천 연수구 랜드마크로 113, e편한세상 송도 B-2101.106호(송도동 319-1)|032-832-6626|126.61823057|37.40920125|01월 09일|01월 23일|||8:30-23:00
14033|GS THE FRESH|송정신도시점|울산 북구 화산로 104, 상가 402407호(송정동 162, 반도유보라아이비파크유보라아이비파크)|0522945558|129.36780207|35.60347437|01월 12일|01월 23일|||
13172|GS THE FRESH|송파2점|서울 송파구 오금로32길 32(송파동 163-17)|02-413-2252|127.11875666|37.50357592|01월 09일|01월 23일|||10:00-23:00
13371|GS THE FRESH|송파가락점|서울 송파구 오금로46길 49, 1층(가락동 197-15) GS수퍼|02-401-4600|127.13300946|37.49362554|01월 09일|01월 23일|||10:00-23:00
11256|GS THE FRESH|송파위례점|서울 송파구 위례광장로 200, 에스비트램스퀘어 아이온스퀘어지하1층GS수퍼마켓송파위례점(장지동 881-5)|024497736|127.14230084|37.48115054|01월 09일|01월 23일|||10:00-23:00
11017|GS THE FRESH|송파점|서울 송파구 동남로 193, 상가(가락2동 140, 쌍용아파트)|02-3401-6251~2|127.12984226|37.4946655|01월 09일|01월 23일|||10:00-22:00
13208|GS THE FRESH|수원권선점|경기 수원시 권선구 권광로 55(권선동 1330, 권선자이이편한세상)|031-225-2670|127.02764693|37.25219155|01월 09일|01월 23일|||10:00-23:00
11210|GS THE FRESH|수원망포점|경기 수원시 영통구 영통로173번길 19(망포동 300-6)|031-204-7500|127.0539146|37.24294286|01월 09일|01월 23일|||10:00-23:00
11159|GS THE FRESH|수원매탄점|경기 수원시 영통구 효원로 363, 위브하늘채 303상가 지하1층(매탄3동 1352)|031-211-2034~5|127.04163553|37.2646866|01월 09일|01월 23일|||10:00-23:00
13248|GS THE FRESH|수원매현점|경기 수원시 영통구 동탄원천로881번길 72, 101동 109호(매탄동 1279-2)|031-211-1866|127.04280205|37.25625281|01월 09일|01월 23일|||10:00-22:00
11249|GS THE FRESH|수원아트리움점|경기 수원시 장안구 이목로 24-3, 지하1층B01,B02,B03(정자동 600-28)|031-271-9938|126.98469449|37.30961757|01월 09일|01월 23일|||10:00-23:00
13253|GS THE FRESH|수원화서점|경기 수원시 장안구 대평로 27,화서역파크푸르지오 107호(정자동950)|031-268-0107|126.99603869|37.28873715|01월 09일|01월 23일|||
13355|GS THE FRESH|수지동천점|경기 용인시 수지구 수풍로 97,트리플에이1층(동천동 282-6)|0312617577|127.09332601|37.33253128|01월 09일|01월 23일|||10:00-23:00
13164|GS THE FRESH|수지풍덕천점|경기 용인시 수지구 포은대로313번길 7-10, (풍덕천동 576-2,근린생활시설)|0312765863|127.08420227|37.31442129|01월 09일|01월 23일|||10:00-23:00
13354|GS THE FRESH|시흥은계점|경기 시흥시 은계중앙로 115, 108호(은행동 621, 시흥은계우미린더퍼스트)|0313148762|126.80398346|37.43992483|01월 09일|01월 23일|||10:00-23:00
11232|GS THE FRESH|시흥정왕점|경기도 시흥시 옥구천동로  402 정왕동|031-431-0900~1|126.73024139|37.3567189|01월 09일|01월 23일|||10:00-23:00
13383|GS THE FRESH|식사자이점|경기 고양시 일산동구 위시티4로 46, 위시티일산자이2단지 109호(식사동 1498)|0319947055|126.81554507|37.68076933|01월 12일|01월 26일|||10:00-23:00
11022|GS THE FRESH|신갈점|경기 용인시 기흥구 신구로12번길 23(구갈동 540)|031-281-4477~8|127.11153701|37.27422474|01월 09일|01월 23일|||10:00-23:00
13032|GS THE FRESH|신사점|서울 강남구 압구정로18길 25(신사동 568-23)|02-518-4089|127.02546084|37.52345916|01월 09일|01월 23일|||10:00-23:00
13155|GS THE FRESH|신정2점|서울 양천구 목동남로4길 2, 세양청마루2차주상복합 1층116,117호(신정동 201-1)|0220611842|126.86450213|37.50831648|01월 09일|01월 23일|||09:00-23:00
12005|GS THE FRESH|신주례점|부산광역시 사상구 백양대로342번길 21 (주례동, 엘지신주례아파트 상가동)|051-326-6690|129.01397449|35.15430623|01월 09일|01월 23일|||10:00-23:00
13336|GS THE FRESH|신촌숲아이파크점|서울 마포구 광성로 17, 신촌숲아이파크아파트 127호|027156111|126.93330181|37.55065814|01월 09일|01월 23일|||10:00-23:00
11048|GS THE FRESH|신탄진점|대전광역시 대덕구 석봉로44번길 76 (석봉동)|042-936-2800~1|127.4268952|36.44439682|01월 09일|01월 23일|||10:00-23:00
13352|GS THE FRESH|아산둔포점|충남 아산시 둔포면 중앙공원로 2, 지상1층(석곡리 1678)|0415327960|127.05780084|36.92323873|01월 09일|01월 23일|||10:00-23:00
13250|GS THE FRESH|아산아이유쉘점|충남 아산시 배방읍 배방로 58-44,아산배방우방아이유쉘2차223동|041-532-0858|127.04957191|36.77120262|01월 09일|01월 23일|||
13117|GS THE FRESH|아산음봉점|충남 아산시 음봉면 음봉로 515-42, 1층(월랑리 산43-1)|041-534-0824|127.0687265|36.8443211|01월 09일|01월 23일|||10:00-23:00
11251|GS THE FRESH|아산탕정점|충남 아산시 탕정면 탕정면로22번길 7, GS수퍼마켓아산탕정점(명암리 928-9)|041-549-7813|127.05998442|36.79821212|01월 09일|01월 23일|||10:00-23:00
14032|GS THE FRESH|안동용상점|경북 안동시 길주길 93, 대백마트 101호(용상동 600-12)|0548227555|128.76203487|36.55473094|01월 12일|01월 26일|||8:30-23:00
13361|GS THE FRESH|안산그랑시티자이점|경기 안산시 상록구 해안로 776,그랑시티자이에비뉴 라이프동(사동 1639-7)|0314070776|126.83165445|37.28433623|01월 10일|01월 23일|||10:00-11:00
11295|GS THE FRESH|안산자이해솔점|경기 안산시 상록구 해양5로 11, 그랑시티자이2차단지 상가143호(사동 1639)|0314086297|126.83338286|37.28048768|01월 10일|01월 23일|||10:00-23:00
13360|GS THE FRESH|안산힐스테이트점|경기 안산시 단원구 고잔로 67, 힐스테이트중앙 101호(고잔동 853)|0314828732|126.8341689|37.31943063|01월 10일|01월 23일|||10:00-23:00
13122|GS THE FRESH|안성대덕점|경기 안성시 대덕면 서동대로 4725, 105,203호(신령리)|031-676-8355|127.225335|37.01349179|01월 12일|01월 26일|||10:00-23:00
11035|GS THE FRESH|안성점|경기도 안성시 중앙로 430 (영동)|031-677-8055~6|127.27400717|37.00601361|01월 12일|01월 26일|||10:00-23:00
11260|GS THE FRESH|안양메가트리아점|경기 안양시 만안구 태평로52번길 21, 마드리드상가B1층GS수퍼마켓안양메가트리아점(안양동 1391)|0314698310|126.93082081|37.39528535|01월 12일|01월 26일|||10:00-23:00
13079|GS THE FRESH|안양석수점|경기 안양시 만안구 석수동 연현로79번길19|031-472-0522|126.90140337|37.43067958|01월 12일|01월 26일|||10:00-22:00
14045|GS THE FRESH|양산가촌점|경남 양산시 물금읍 물금로 96-35,MG타워(가촌리 1275-6)|0553721522|128.99471426|35.31283063|01월 09일|01월 23일|||10:00-23:00
12042|GS THE FRESH|양산물금점|경남 양산시 물금읍 신주로 43(범어리 2675-2)|0553656920|129.01645715|35.33321914|01월 09일|01월 23일|||10:00-23:00
14059|GS THE FRESH|양산중부점|경남 양산시 양주로 156,대동황토방 123동 101호(중부동 696-1)|0553880919|129.03227626|35.33941271|01월 09일|01월 23일|||10:00-23:00
11194|GS THE FRESH|양천신은점|서울특별시 양천구 신정이펜2로 12-1|02-2039-5610~1|126.8330114|37.51279406|None|None|||10:00-23:00
14049|GS THE FRESH|엄궁점|부산 사상구 엄궁북로 70, GS더프레시 .(엄궁동 106)|0513123564|128.97787574|35.12765102|01월 09일|01월 23일|||10:00-23:00
14039|GS THE FRESH|여수웅천점|전남 여수시 웅천남8로 23,여수웅천꿈에그린2단지105호(웅천동 1889-1)|0616917992|127.67918518|34.73985984|01월 09일|01월 23일|||10:00-23:00
11245|GS THE FRESH|여의도점|서울 영등포구 국제금융로7길 15, 여의상가 GS수퍼마켓여의도점(여의도동 30-2, 여의상가)|02-782-1434|126.93196315|37.52311919|01월 09일|01월 23일|||10:00-23:00
11013|GS THE FRESH|연수점|인천 연수구 원인재로 88, 상가(동춘3동 925-7, 대우삼환아파트)|032-815-2180~1|126.67729822|37.40643492|01월 09일|01월 23일|||10:00-22:30
11069|GS THE FRESH|예산점|충남 예산군 예산읍 벚꽃로77번길 11, 까치마을석탑아파트뒤(산성리 126)|041-335-0090|126.83556802|36.68737661|01월 12일|01월 26일|||09:00-23:00
13341|GS THE FRESH|오산대역점|경기 오산시 내삼미로79번길 11(수청동)|0313720572|127.06547763|37.16902722|01월 12일|01월 26일|||10:00-23:00
13335|GS THE FRESH|오산시티자이점|경기 오산시 부산중앙로 11, 101,106호(부산동 800, 시티자이1단지)|0313762371|127.09039531|37.14936965|01월 12일|01월 26일|||10:00-23:00
13236|GS THE FRESH|용산해링턴점|서울 용산구 서빙고로 17, 용산해링턴스퀘어판매시설C동111호115호(한강로3가 63-70)|02-790-0991|126.96852396|37.52578688|01월 09일|01월 23일|||10:00-23:00
13209|GS THE FRESH|용인동백점|경기 용인시 기흥구 동백중앙로 356, 지우프라자 지하1,2층(동백동 598-1)|031-282-7789|127.15959279|37.28248727|01월 09일|01월 23일|||10:00-23:00
13343|GS THE FRESH|용인보라점|경기 용인시 기흥구 한보라1로 36(보라동 607)|0312862277|127.10946691|37.25180794|01월 09일|01월 23일|||10:00-23:00
13121|GS THE FRESH|용인신봉점|경기 용인시 수지구 신봉1로 175, 1층 GS더프레시(신봉동 964-1, 진성프라자)|031-8007-3891|127.06789523|37.32852208|01월 09일|01월 23일|||10:00-23:00
13170|GS THE FRESH|용인역북점|경기 용인시 처인구 명지로40번길 35-16, 역북지웰푸르지오 상가동1층8,9,10호(역북동 561-38)|031-332-3343|127.18343814|37.23078676|01월 09일|01월 23일|||10:00-23:00
11024|GS THE FRESH|용인점|경기 용인시 처인구 금령로55번길 12(김량장동 254-1)|031-337-2033~4|127.20285642|37.23602833|01월 09일|01월 23일|||10:00-23:00
11077|GS THE FRESH|용인포곡점|경기 용인시 처인구 포곡읍 둔전로47번길 21(둔전리 140-1)|031-326-0801|127.21932847|37.26819034|01월 09일|01월 23일|||10:00-23:00
13244|GS THE FRESH|용인한숲시티4점|경기 용인시 처인구 남사면 한숲로 124, e편한세상용인한숲시티 4블럭단지101-106|031-323-6798|127.17493384|37.15899044|01월 09일|01월 23일|||10:00-23:00
13211|GS THE FRESH|용인한숲시티5점|경기 용인시 처인구 남사면 한숲로 83, 123호(아곡리 681, e편한세상용인한숲시티)|031-339-1546|127.17241141|37.15593609|01월 09일|01월 23일|||10:00-23:00
11271|GS THE FRESH|용인한숲시티점|경기 용인시 처인구 남사면 한숲로 60(아곡리 산10)|031-339-8072|127.17164025|37.15335351|01월 09일|01월 23일|||10:00-23:00
13380|GS THE FRESH|운정아이파크점|경기 파주시 심학산로 384, 23호(동패동 1781, 운정신도시IPARK)|0319466432|126.73500714|37.71424309|01월 12일|01월 26일|||10:00-23:00
13198|GS THE FRESH|운정힐스테이트점|경기 파주시 교하로 100, 힐스테이트운정 939동102-107호(목동동 1149)|0319498208|126.73510651|37.72507417|01월 12일|01월 26일|||10:00-23:00
12032|GS THE FRESH|울산구영점|울산 울주군 범서읍 점촌3길 8-15(구영리 849-1)|052-700-2002~3|129.24049109|35.57492877|||||10:00-23:00
14044|GS THE FRESH|울산신정점|울산 남구 동산로29번길 4, 1층(신정동 1642-2)|0522618045|129.2993541|35.53636351|01월 12일|01월 23일|||10:00-23:00
12103|GS THE FRESH|울산태화점|울산 중구 명륜로 23(태화동 37-29)|0522468116~7|129.30845768|35.55440844|01월 12일|01월 23일|||10:00-23:00
12046|GS THE FRESH|원동점|부산 해운대구 선수촌로 65-7(반여1동 1440-11)|051-715-2517~8|129.11852985|35.19949186|01월 09일|01월 23일|||10:00-23:00
13342|GS THE FRESH|원주기업도시점|강원 원주시 지정면 신지정로 322-1(가곡리 1497-1)|0337345001|127.87301473|37.38251542|01월 12일|01월 26일|||9:00-23:00
11041|GS THE FRESH|원주점|강원 원주시 서원대로 390(단구동 1510-2)|033-764-0977|127.94780533|37.33144306|01월 12일|01월 26일|||10:00-23:00
11246|GS THE FRESH|원주혁신점|강원 원주시 혁신로 53, GS수퍼마켓 원주혁신점(반곡동 1886-1)|033-737-0774|127.98152601|37.32307275|01월 12일|01월 26일|||10:00-23:00
14055|GS THE FRESH|월영마린점|경남 창원시 마산합포구 가포순환로 33,마린애시앙부영상가 2동 101호(월영동 738)|055-245-7051|128.56228488|35.17208188|01월 09일|01월 23일|||10:00-23:00
11257|GS THE FRESH|위례중앙점|경기 성남시 수정구 위례광장로 300, GS수퍼마켓위례중앙점(창곡동 509, 위례중앙역중앙타워)|0317597893|127.14270355|37.47361154|01월 09일|01월 23일|||
11201|GS THE FRESH|의왕오전점|경기 의왕시 보식골로 9(오전동 104-37)|031-427-0380|126.96898159|37.35904987|01월 12일|01월 26일|||10:00-23:00
11025|GS THE FRESH|의왕점|경기 의왕시 사천로 15(왕곡동 598-1)|031-453-3067~8|126.97688314|37.34576457|01월 12일|01월 26일|||10:00-23:00
13080|GS THE FRESH|의정부금오점|경기 의정부시 상금로 22, 금오동외1필지(금오동 120)|031-856-8866|127.07518196|37.75655181|01월 09일|01월 23일|||10:00-23:00
11119|GS THE FRESH|의정부민락점|경기 의정부시 용현로 143, 산들마을신안.길훈.현대아파트 신안상가지하1층GS수퍼마켓의정부민락점(민락동 691-1)|031-852-1500|127.09322563|37.74078898|01월 09일|01월 23일|||10:00-23:00
13224|GS THE FRESH|의정부신곡점|경기 의정부시 시민로 287, e편한세상 신곡 파크비스타 B301.303호(신곡동 816)|0318471226|127.06699109|37.73734957|01월 09일|01월 23일|||
13073|GS THE FRESH|인천계산점|인천 계양구 용종로 8, 계산동(계산동 1086-4, 행복한마을)|032-554-4222|126.7415103|37.53459649|01월 09일|01월 23일|||09:00-23:00
13096|GS THE FRESH|인천당하점|인천 서구 청마로167번길 12, 1층(당하동 1095-6)|032-561-7301|126.67561846|37.59256808|01월 09일|01월 23일|||10:00-23:00
13384|GS THE FRESH|인천도림점|인천 남동구 논고개로 331, 도림상가 (도림동 663-4)|0324418942|126.72954332|37.41951439|01월 09일|01월 23일|||10:00-22:00
13386|GS THE FRESH|인천동춘점|인천 연수구 봉재산로 36번길 1. 골드프라자 103~107호(동춘동)|0328153752|126.66616662|37.40867959|01월 09일|01월 23일|||09:00-23:00
13362|GS THE FRESH|인천마장점|인천 부평구 마장로242번길 19, 비이에스101~108호(산곡동 251-4)|0323303230|126.70364342|37.49978567|01월 09일|01월 23일|||9:00-23:00
11230|GS THE FRESH|인천부개점|인천 부평구 부개로 10(부개동 501-8)|032-506-2004|126.73970831|37.498455|01월 09일|01월 23일|||10:00-23:00
11176|GS THE FRESH|인천삼산점|인천 부평구 영성중로15번길 12, 외4필지(삼산1동 123)|032-330-4771~2|126.74353863|37.51822839|01월 09일|01월 23일|||10:00-23:00
13094|GS THE FRESH|인천왕길점|인천 서구 완정로 193(왕길동 635-3)|032-568-1804|126.65474737|37.60276571|01월 09일|01월 23일|||10:00-23:00
13046|GS THE FRESH|인천청라점|인천광역시 서구 비지니스로 28|032-584-8165~6|126.62344018|37.5274225|01월 09일|01월 23일|||10:00-23:00
13243|GS THE FRESH|잠실장미점|서울 송파구 올림픽로35길 112, 비상가 108호(신천동 7, 장미아파트)|02-422-5001|127.10194699|37.51796537|01월 09일|01월 23일|||10:00-22:00
11001|GS THE FRESH|잠실점|서울 송파구 올림픽로 203, 지하(잠실3동 27-6, 잠실중앙상가)|02-423-3774|127.09340438|37.51250278|01월 09일|01월 23일|||10:00-22:00
11086|GS THE FRESH|잠실파크리오점|서울 송파구 올림픽로 435, 잠실 파크리오B동(잠실4동 20-6)|02213532112|127.11292701|37.52023792|01월 09일|01월 23일|||10:00-23:00
11063|GS THE FRESH|잠원점|서울 서초구 잠원로8길 25, 상가 지하1층(잠원동 57, 대림)|02-592-4617~8|127.01153048|37.51432387|01월 09일|01월 23일|||10:00-22:00
14046|GS THE FRESH|장유대청점|경남 김해시 계동로102번길 27, 130~144호(대청동 322-2, 울트라)|055-313-0053|128.79687178|35.18624313|01월 09일|01월 23일|||10:00-23:00
14043|GS THE FRESH|장유삼문점|경남 김해시 월산로 3(부곡동 1163-1)|0557243001|128.81116735|35.2016795|01월 09일|01월 23일|||10:00-23:00
12020|GS THE FRESH|장유점|경남 김해시 능동로167번길 7(부곡동 1160-2)|055-313-4390~1|128.80863685|35.20342713|01월 09일|01월 23일|||10:00-23:00
11179|GS THE FRESH|전주호성점|전북 전주시 덕진구 호성3길 16, 外 3필지(호성동1가 587-43)|063-715-5082|127.15071566|35.8612378|01월 09일|01월 23일|||10:00-22:00
13348|GS THE FRESH|전주효천점|전북 전주시 완산구 효천중앙로 11, 전주효천우미린더퍼스트 1동101,105호(효자동2가 1363)|0632226694|127.10319375|35.80025246|01월 09일|01월 23일|||10:00-23:00
11163|GS THE FRESH|종로구기점|서울 종로구 진흥로 456(구기동 95-25)|02-396-1003|126.95846951|37.60685532|01월 09일|01월 23일|||10:00-23:00
11203|GS THE FRESH|종로평창점|서울 종로구 평창문화로 75(평창동 158-1)|02-6713-2505~6|126.96911648|37.60679563|01월 09일|01월 23일|||10:00-22:30
12001|GS THE FRESH|주례점|부산시 사상구 가야대로 284번길 2 상가18동 지하1층|051-327-8811|129.00350178|35.14966108|01월 09일|01월 23일|||10:00-23:00
12044|GS THE FRESH|죽곡점|대구 달성군 다사읍 대실역북로1길 9, 1층(매곡리 1547-10, MS프라자)|053-588-9277~8|128.46570466|35.85854179|01월 09일|01월 23일|||10:00-23:00
11042|GS THE FRESH|증평점|충북 증평군 증평읍 창신로 54(신동리 426)|043-836-6711|127.57843338|36.7810921|01월 09일|01월 23일|||10:00-23:00
13201|GS THE FRESH|지웰시티점|충북 청주시 흥덕구 대농로 43(복대동 3379, 신영지웰시티1차상업시설)|0432344800|127.4275571|36.64385842|01월 09일|01월 23일|||10:00-22:30
12097|GS THE FRESH|진주센트럴점|경남 진주시 에나로175번길 12, 혁신도시중흥에스-클래스센트럴시티3단지 1층(충무공동 298)|0557559381|128.14506796|35.17352531|01월 09일|01월 23일|||10:00-23:00
14037|GS THE FRESH|진주신안점|경남 진주시 진양호로 302(신안동 581-1)|0557450864|128.06565422|35.18005771|01월 09일|01월 23일|||10:00-23:00
14002|GS THE FRESH|진주초전점|경남 진주시 초장로14번길 30, (푸르지오 103동 앞)(초전동 1641-1)|055-757-4626|128.11384608|35.20585724|01월 09일|01월 23일|||10:00-23:00
12012|GS THE FRESH|진주평거점|경남 진주시 순환로 546(평거동 204-1)|055-743-7464~5|128.06089486|35.17300191|01월 09일|01월 23일|||10:00-23:00
11047|GS THE FRESH|진천점|충북 진천군 진천읍 남산길 78(교성리 206-1)|043-536-2302~3|127.44334412|36.85371263|01월 12일|01월 26일|||10:00-23:00
12040|GS THE FRESH|진해여좌점|경남 창원시 진해구 충장로 87(여좌동 761-46)|055-552-8867~8|128.66161344|35.15286657|01월 09일|01월 23일|||10:00-23:00
12037|GS THE FRESH|진해자은점|경남 창원시 진해구 덕산로61번길 31, 외 11필지(자은동 924-2)|055-541-0651~2|128.70586496|35.1488399|01월 09일|01월 23일|||10:00-23:00
12081|GS THE FRESH|진해풍호점|경남 창원시 진해구 천자로 386, 상가 1층(풍호동 305-8, 창원마린푸르지오1단지)|055-543-9340|128.70605082|35.13096358|01월 09일|01월 23일|||10:00-23:00
12078|GS THE FRESH|창원감계점|경남 창원시 의창구 북면 감계로110번길 57|055-294-7480|128.59369182|35.30152867|01월 09일|01월 23일|||10:00-23:00
14056|GS THE FRESH|창원무동점|경남 창원시 의창구 북면 무동로226번길 18, 109,113호(무동리 145-1)|055-294-8533|128.58454082|35.31797884|01월 09일|01월 23일|||10:00-23:00
14053|GS THE FRESH|창원봉림점|경남 창원시 의창구 대봉로 14|055-276-0588|128.6671192|35.25042382|01월 09일|01월 23일|||10:00-23:00
14047|GS THE FRESH|창원유니시티점|경남 창원시 의창구 중동로 45,창원중동유니시티2단지 105호(중동 785)|0552535724|128.62791744|35.25546513|01월 09일|01월 23일|||10:00-23:00
11049|GS THE FRESH|천안두정점|충남 천안시 서북구 두정로 203(두정동 1263)|041-522-8851~2|127.13960347|36.83396015|01월 09일|01월 23일|||10:00-23:00
13194|GS THE FRESH|천안불당시티점|충남 천안시 서북구 공원로 176, 천안불당시티프라디움3차 B201,205호(불당동 1280)|041-543-7796|127.09955312|36.79613919|01월 09일|01월 23일|||10:00-23:00
13370|GS THE FRESH|천안불당점|충남 천안시 서북구 불당26로 77,천안불당지웰더샵102호(불당동 1548)|0415667117|127.1050283|36.81383432|01월 09일|01월 23일|||10:00-23:00
13330|GS THE FRESH|천안신부점|충남 천안시 동남구 신부8길 21, 125.140호굿모닝힐아파트(신부동)|041-569-4955|127.16103899|36.81646854|01월 09일|01월 23일|||
11224|GS THE FRESH|천안쌍용점|충남 천안시 서북구 봉서산샛길 37(쌍용동 2131)|041-577-3311~2|127.11913832|36.80704576|01월 09일|01월 23일|||10:00-23:00
11027|GS THE FRESH|천안점|충청남도 천안시 동남구 충절로 148 (원성동)|041-565-2090~1|127.15836681|36.80562664|01월 09일|01월 23일|||10:00-23:00
13245|GS THE FRESH|천안차암점|충남 천안시 서북구 3공단6로 125, 102호 e편한세상스마일시티2(차암동 543)|041-554-0020|127.10886228|36.84662029|01월 09일|01월 23일|||10:00-23:00
13151|GS THE FRESH|청계2점|경기 화성시 동탄순환대로22길 46, 청계숲사랑으로부영 GS수퍼마켓청계2점(청계동 556)|0313759862|127.11971822|37.19905298|01월 09일|01월 23일|||10:00-23:00
13175|GS THE FRESH|청라한울점|인천 서구 청라한울로 96, 청라제일풍경채 2차 풍경채EDUPARK아파트 1동102104호(경서동 838-2)|032-561-7351|126.6473064|37.53833932|01월 09일|01월 23일|||10:00-23:00
11030|GS THE FRESH|청주봉명점|충북 청주시 흥덕구 1순환로 576(봉명1동 189-1)|043-265-4611~2|127.46119775|36.64212278|01월 09일|01월 23일|||10:00-23:00
13127|GS THE FRESH|청주사직점|충북 청주시 서원구 창직로55번길 7(사창동 357-8)|043-263-4300|127.46742522|36.63097578|01월 09일|01월 23일|||10:00-23:00
13192|GS THE FRESH|청주성화점|충북 청주시 서원구 신화로36번길 14, 1층(성화동 477)|0437157001|127.456381|36.61778625|01월 09일|01월 23일|||10:00-23:00
13218|GS THE FRESH|청주센트럴자이점|충북 청주시 상당구 단재로 316, B동 102.105호(방서동 247-9, 청주센트럴자이)|043-287-8374|127.50092761|36.6011194|01월 09일|01월 23일|||10:00-23:00
13205|GS THE FRESH|청주오창점|충북 청주시 청원구 오창읍 중부로 760, 오창 롯데캐슬 더 하이스트 110-116호(양청리 810-2)|043-211-7117|127.43740924|36.71153156|01월 09일|01월 23일|||10:00-23:00
11167|GS THE FRESH|청주용담점|충북 청주시 상당구 산성로116번길 44(용담동 407)|043-298-6300~1|127.50640814|36.63211696|01월 09일|01월 23일|||10:00-23:00
11161|GS THE FRESH|청주율량점|충북 청주시 상당구 율봉로 131(율량동 1242)|043-218-3333|127.48361312|36.66828497|01월 09일|01월 23일|||10:00-22:00
11019|GS THE FRESH|청주점|충북 청주시 서원구 구룡산로 242, GS수퍼마켓(수곡동 904)|043-292-1888~9|127.47216793|36.61596467|01월 09일|01월 23일|||10:00-23:00
13385|GS THE FRESH|청주주성점|충북 청주시 청원구 주성로279번길 17, 101호(주성동 352)|0432145948|127.49710897|36.67105535|01월 09일|01월 23일|||10:00-23:00
13213|GS THE FRESH|청주테크노점|충북 청주시 흥덕구 송화로108번길 111, 107,113호(송절동 846, 청주우방아이유쉘2단지)|0432600975|127.45645498|36.66774056|01월 09일|01월 23일|||10:00-23:00
12017|GS THE FRESH|초읍점|부산 부산진구 새싹로 244(초읍동 275-4)|051-807-0120~1|129.04849854|35.17789927|01월 09일|01월 23일|||10:00-23:00
13359|GS THE FRESH|춘천한숲시티점|강원 춘천시 안마산로 133,e편한세상춘천한숲시티A-2동 (퇴계동 1240)|0332446646|127.7291563|37.8556405|01월 09일|01월 23일|||
14021|GS THE FRESH|충무공점|경남 진주시 사들로156번길 9, 104~109호(충무공동 196-4)|055-752-5007|128.15023188|35.18166803|01월 09일|01월 23일|||10:00-23:00
13377|GS THE FRESH|충주산업단지점|충북 충주시 대소원면 첨단산업2로 41 서충주오드카운티 (본리 651)|0438577737|127.82845727|36.98817613|01월 10일|01월 25일|||10:00-23:00
