NAME|BRANCH|ADDR|TELL|CLOSE_DATE|CLOSE_INFO
홈플러스|방학점|서울특별시 도봉구 도봉로 678|02-912-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|병점점|경기도 화성시 경기대로 985|031-283-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|보령점|충청남도 보령시 명암1길 17|041-939-8000|2022-01-122022-01-26|10:00~22:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|보문점|서울특별시 성북구 보문로 61|02-921-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|봉명점|대전광역시 유성구 계룡로 48|042-825-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|봉천점|서울특별시 관악구 양녕로 46|02-872-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부개점|인천광역시 부평구 부개로 73|032-330-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|부산감만점|부산광역시 남구 우암로 124|051-609-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|부산금곡점|부산광역시 북구 효열로 222|051-362-8545|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산대연점|부산광역시 남구 황령대로 319번가길 194|051-622-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산만덕점|부산광역시 북구 덕천로234번길 47|051-341-8545|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산명지점|부산광역시 강서구 명지오션시티11로 66|051-271-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|부산반여점|부산광역시 해운대구 선수촌로21번길 37  (반여동)|051-509-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|부산센텀점|부산광역시 해운대구 센텀중앙로 145|051-746-8547|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|부산연산점|부산시 연제구 연산동 105-1|051-850-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|부산연제점|부산광역시 연제구 배산로 10|051-867-8548|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산용호점|부산광역시 남구 오륙도로 85|051-611-8540|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산정관점|부산광역시 기장군 정관면 정관로 395|051-727-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|부산정관점|부산광역시 기장군 정관면 정관5로 50|051-519-8200|2022-01-092022-01-23|10:00~22:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|부산좌산점|부산광역시 해운대구 좌동순환로 303|051-702-8540|2022-01-092022-01-23|09:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부산하단점|부산광역시 사하구 하신번영로201번길 10, 101|051-207-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부전점|부산광역시 부산진구 중앙대로 786|051-806-8546|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천도당점|경기도 부천시 원미구 삼작로 294|032-676-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천상동2점|경기도 부천시 원미구 길주로121번길 18-3|032-325-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천상동3점|경기도 부천시 원미구 상동로117번길 37|032-325-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천상동역점|경기도 부천시 원미구 소향로13번길 14-22|032-325-8664|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천상동점|경기도 부천시 원미구 상일로 100|032-327-8535|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|부천상동점|경기도 부천시 원미구 길주로 118|032-650-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|부천소사점|경기도 부천시 소사구 경인로 532|032-610-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|부천여월점|경기도 부천시 오정구 소사로 663|032-680-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|부천역곡점|경기도 부천시 원미구 지봉로 53|032-341-8545|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천중동2점|경기도 부천시 원미구 중동로248번길 52|032-323-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천중동3점|경기도 부천시 원미구 중동로 143|032-656-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|부천중동4점|경기도 부천시 원미구 길주로 219|032-322-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|북가좌점|서울특별시 서대문구 응암로 112|02-302-8023|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|북변점|경기도 김포시 사우중로 77|031-989-8545|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|북수원점|경기도 수원시 장안구 경수대로 930|031-259-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|분당구미점|경기도 성남시 분당구 구미로 115|031-786-1058|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당금곡점|경기도 성남시 분당구 미금로 232|031-715-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당동판교점|경기도 성남시 분당구 동판교로 59|031-8016-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당미금점|경기도 성남시 분당구 정자일로 55 (금곡동, 분당두산위브아파트)|031-8022-8596|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당서판교점|경기도 성남시 분당구 운중로 122|031-8017-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당서현점|경기도 성남시 분당구 불정로 382|031-781-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|분당오리점|경기도 성남시 분당구 구미동 159|031-884-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|분당이매점|경기도 성남시 분당구 양현로 192|031-781-8540|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당점|경기도 성남시 분당구 장안로 39|031-701-8549|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당정자점|경기도 성남시 분당구 내정로 58|031-717-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|분당판교점|경기도 성남시 분당구 판교로 375|031-8016-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|불광점|서울특별시 은평구 불광로 121|02-356-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|산본점|경기도 군포시 고산로 691|031-391-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|삼선점|서울특별시 성북구 삼선교로 6|02-3675-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|삼성2점|서울특별시 강남구 삼성로 548|02-567-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|삼전역점|서울시 송파구 삼전동 9-19 지하1층|02-3431-9336|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|삼척점|강원도 삼척시 중앙로 258|033-571-8000|2022-01-122022-01-19|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|삼천포점|경상남도 사천시 중앙로 165|055-831-8000|2022-01-092022-01-23|10:00~22:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|상갈점|경기도 용인시 기흥구 금화로 111|031-283-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상계장암점|서울시 노원구 상계동 1313-4|02-931-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상계점|서울특별시 노원구 동일로 1323|02-935-0183|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상도2점|서울특별시 동작구 만양로 26|02-816-8545|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상도3점|서울특별시 동작구 양녕로 170 (상도동,롯데캐슬상가)|02-3280-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상도점|서울특별시 동작구 성대로 43|02-826-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|상암점|서울특별시 마포구 월드컵북로 502|02-303-8551|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|상인점|대구광역시 달서구 월배로 183|053-380-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|상현점|경기도 용인시 수지구 만현로 120  SR프라자지하1층|031-898-0066|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|서귀포점|제주특별자치도 서귀포시 중앙로 180|064-731-8114|2022-01-142022-01-22|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|서대신점|부산광역시 서구 구덕로 317-1|051-253-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|서대전점|대전광역시 유성구 대정로 23|042-540-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|서래마을점|서울특별시 서초구 서래로 23|02-595-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|서면점|부산광역시 부산진구 동천로 4|051-644-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|서부산점|부산광역시 사상구 광장로 7|051-319-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|서수원점|경기도 수원시 권선구 금곡동 160|031-8019-1000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|서울남현점|서울시 관악구 과천대로 909|02-6948-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|서울내발산점|서울특별시 강서구 우장산로 21-5|02-3665-8639|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울뚝섬2점|서울특별시 성동구 왕십리로 109|02-497-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|서울상봉점|서울특별시 중랑구 망우로 353|02-6922-8100|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|서울쌍문점|서울시 도봉구 도봉로 517|02-3297-3980|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울오금점|서울시 송파구 동남로23길 57|02-448-8562|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울오류점|서울특별시 구로구 서해안로 2295|02-2619-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울천왕역점|서울시 구로구 오리로 1149|02-2681-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울천왕점|서울특별시 구로구 천왕로 36|02-2689-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서울회기점|서울특별시 동대문구 경희대로 20|02-959-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서초2점|서울특별시 서초구 서초중앙로 56|02-587-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|서초점|서울특별시 서초구 서초중앙로 188, 338|02-3478-8545|2022-01-092022-01-23|08:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|석전점|경상남도 창원시 마산회원구 양덕서8길 10|055-255-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|성남금광점|경기도 성남시 중원구 금상로 61|031-733-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|성남복정점|경기도 성남시 수정구 복정로 41|031-759-8005|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|성남여수점|경기도 성남시 중원구 여수동 583|031-756-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|성내점|서울특별시 강동구 풍성로 138|02-475-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|성서점|대구광역시 달서구 달구벌대로 1467|053-550-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|성화점|충청북도 청주시 서원구 신화로32번길 2 (성화동,성화빌딩2)|043-234-8540|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|세곡점|서울시 강남구 헌릉로 570길 30|02-3412-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|세종점|세종특별자치시 절재로 154|044-715-8000|2022-01-092022-01-23|10:00~24:00 (추석당일11시~21시)휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|센텀시티점|부산광역시 해운대구 센텀동로 6|051-709-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|소하점|경기도 광명시 하안로 200|02-899-8546|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|송촌점|대전광역시 대덕구 동춘당로94번길 11-15|042-634-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|송탄점|경기도 평택시 경기대로 1103|031-8053-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|송파점|서울특별시 송파구 가락로 30길 6|02-3431-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수곡점|충청북도 청주시 흥덕구 구룡산로 321|043-286-8541|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수내점|경기도 성남시 분당구 내정로173번길 11|031-712-8501|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원곡반정점|경기도 수원시 권선구 동수원로146번길 6-5|031-223-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원광교점|경기도 수원시 영통구 대학로 103|031-217-8544|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원권선점|경기도 수원시 권선구 동수원로145번길 73|031-237-8595|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원매탄2점|경기도 수원시 영통구 중부대로 254|031-217-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원신영통점|경기도 수원시 영통구 덕영대로1555번길 20|031-206-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원연무점|경기도 수원시 장안구 창룡대로 193|031-256-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원영통점|경기도 수원시 영통구 영통로 514|031-204-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원오목천점|경기도 수원시 권선구 삼천병마로 1595|031-292-8545|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원이의점|경기도 수원시 영통구 광교 중앙로266번길 20|031-214-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원정자점|경기도 수원시 장안구 정자로 146|031-268-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수원천천점|경기도 수원시 장안구 하률로12번길 92-8|031-269-9545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|수진점|경기도 성남시 수정구 수정로 140|031-723-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|순천점|전라남도 순천시 신월큰길 10|061-729-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|순천풍덕점|전라남도 순천시 팔마로 222|061-746-2080|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.),(09.30일까지 24시 영업)
홈플러스 익스프레스|숭인점|서울특별시 종로구 종로 347|02-743-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|시화점|경기도 시흥시 희망공원로 269|031-310-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|시흥매화점|경기도 시흥시 매화로 46|031-404-8971|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|시흥배곧점|경기도 시흥시 정왕동 2511 시흥배곧 C1 호반 써밋플레이스 105~108호|031-8042-2293|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|시흥월곶점|경기도 시흥시 월곶중앙로 90|031-312-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|시흥점|서울특별시 금천구 시흥대로 201|02-895-2080|2022-01-092022-01-23|10:00~24:00 (일부 임대매장 휴무일 정상영업/휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|시흥정왕2점|경기도 시흥시 함송로14번길 30|031-497-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신갈점|경기도 용인시 기흥구 새천년로16번길 3-16|031-275-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신길2점|서울특별시 영등포구 영등포로 364|02-843-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신길3점|서울특별시 영등포구 가마산로 69가길 12|02-832-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신길점|서울특별시 영등포구 여의대방로 65|02-846-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|신내점|서울특별시 중랑구 신내로 201|02-2024-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|신당점|서울특별시 중구 다산로 222|02-2236-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|신도림점|서울특별시 구로구 경인로 661|02-2618-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 둘째/넷째 일요일.)
홈플러스 익스프레스|신사점|서울특별시 은평구 갈현로 10|02-352-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신안점|경상남도 진주시 진양호로 270|055-745-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신정2점|서울특별시 양천구 목동동로8길 23|02-2651-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신정3점|서울특별시 양천구 목동동로 53|02-2646-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|신정점|서울특별시 양천구 중앙로 255-1|02-2696-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|아산배방점|충청남도 아산시 배방읍 배방로 57-20|041-534-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|아시아드점|부산광역시 연제구 종합운동장로 7|051-500-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|안동점|경상북도 안동시 경동로 656|054-840-8300|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|안산고잔점|경기도 안산시 단원구 보배4길 15|031-487-9762|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스|안산고잔점|경기도 안산시 단원구 광덕대로 175|031-445-2080|2022-01-102022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|안산사동점|경기도 안산시 상록구 감골로 59 지하1층|031-415-8973|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스|안산선부점|경기도 안산시 단원구 삼일로 316|031-400-8000|2022-01-102022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|안산와동점|경기도 안산시 단원구 와동1로 6|031-481-8593|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스 익스프레스|안산월피2점|경기도 안산시 상록구 월피로 68|031-401-8545|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스 익스프레스|안산월피점|경기도 안산시 상록구 월피로 31 지하1층|031-411-8545|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스 익스프레스|안산중앙점|경기도 안산시 단원구 예술대학로 89|031-487-8495|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스 익스프레스|안산초지점|경기도 안산시 단원구 초지로 118|031-414-8545|2022-01-102022-01-23|10:00~24:00 (단, 매월 10일,4번째 일요일 휴점)
홈플러스 익스프레스|안성공도점|경기도 안성시 공도읍 공도로 132|031-653-8545|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양석수점|경기도 안양시 만안구 충훈로 88|031-473-8546|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양인덕원점|경기도 안양시 동안구 흥안대로456번길 46|031-421-8546|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양점|경기도 안양시 만안구 냉천로 7|031-465-8543|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|안양점|경기도 안양시 동안구 엘에스로 92|031-459-2080|2022-01-122022-01-26|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|안양평촌2점|경기도 안양시 동안구 귀인로 204|031-386-8545|2022-01-122022-01-26|09:00~23:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양평촌3점|경기도 안양시 동안구 관평로170번길 33|031-381-8545|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양평촌점|경기도 안양시 동안구 귀인로 289|031-423-8544|2022-01-122022-01-26|09:00~23:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양호계2점|경기도 안양시 동안구 평촌대로 133-1|031-383-8545|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|안양호계점|경기도 안양시 동안구 경수대로 428|031-451-8545|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|암사점|서울특별시 강동구 고덕로 24길 50|02-441-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|압구정점|서울특별시 강남구 압구정로46길 5-2|02-3445-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|야탑점|경기도 성남시 분당구 성남대로925번길 16|031-705-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|양산삼호점|경상남도 양산시 삼호로 74|055-388-8545|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|양재점|서울특별시 서초구 동산로16길 8|02-2058-0612|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|양주삼숭점|경기도 양주시 삼숭로38번길 71 양주프라자 1층|031-847-8545||09:00~24:00 ()
