##NAME|SUBNAME|ID|TELNUM|ADDR|NEWADDR|OT@@삼성전자서비스
삼성전자서비스|익산센터|121|1588-3366|전북 익산시 신동 768-2번지 디지털프라자 원대점 3층|전북 익산시 무왕로 946 디지털프라자 원대점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|일산센터|123|1588-3366|경기 고양시 일산서구 대화동 2206-2번지 디지털프라자 대화점 3층|경기 고양시 일산서구 중앙로 1582 디지털프라자 대화점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|전주센터|125|1588-3366|전북 전주시 덕진구 인후동2가 1560번지 3층|전북 전주시 덕진구 백제대로 729  3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|정읍센터|126|1588-3366|전북 정읍시 연지동 328-11번지 디지털프라자 정읍점 2층|전북 정읍시 서부산업도로 326 디지털프라자 정읍점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|제주센터|127|1588-3366|제주 제주시 연동 2331-3번지 디지털프라자 연동점 3층|제주 제주시 도령로 119 디지털프라자 연동점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|제천센터|128|1588-3366|충북 제천시 청전동 50-9번지 디지털프라자 제천점 2층|충북 제천시 의림대로 258 디지털프라자 제천점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|중대전센터|129|1588-3366|대전 중구 오류동 168-7번지 디지털프라자 오류점 3층|대전 중구 계백로 1679 디지털프라자 오류점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|중앙센터|131|1588-3366|서울 동대문구 용두동 786 7층(삼성화재 청량리 사옥)|서울 동대문구 왕산로 168 7층(삼성화재 청량리 사옥)|월/~/금요일/:/09:00/~/19:00///일요일·공휴일/:/휴무토요일/:/09:00/~/13:00/(단,/가전제품은/평일/18시/까지/수리가능)
삼성전자서비스|진주센터|132|1588-3366|경남 진주시 본성동 14-1번지 디지털프라자 진주성점 2층|경남 진주시 남강로 639 디지털프라자 진주성점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|진해휴대폰센터|133|1588-3366|경남 창원시 진해구 자은동 929-28번지 디지털프라자 자은점 3층|경남 창원시 진해구 진해대로 915 디지털프라자 자은점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|창원센터|134|1588-3366|경남 창원시 성산구 상남동 7-2번지 디지털프라자 상남점 3층|경남 창원시 성산구 마디미서로 10 디지털프라자 상남점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|천안센터|135|1588-3366|충남 천안시 서북구 쌍용동 220-18번지 디지털프라자 쌍용점 2,3층|충남 천안시 서북구 서부대로 354 디지털프라자 쌍용점 2,3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|청주센터|136|1588-3366|충북 청주시 서원구 산남동 488번지 디지털프라자 산남점 2층|충북 청주시 서원구 산남로 4 디지털프라자 산남점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|춘천센터|137|1588-3366|강원 춘천시 온의동 116-15번지 디지털프라자 터미널점 3층|강원 춘천시 경춘로 2333 디지털프라자 터미널점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|충주센터|138|1588-3366|충북 충주시 봉방동 913번지 디지털프라자 문화점 3층|충북 충주시 중원대로 3478 디지털프라자 문화점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|태백휴대폰센터|139|1588-3366|강원 태백시 황지동 73-15번지 디지털프라자 태백점 2층|강원 태백시 태백로 992 디지털프라자 태백점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|강변테크노센터|140|1588-3366|서울 광진구 구의동 546-4 테크노마트6층 사무동 D04호|서울 광진구 광나루로56길 85 테크노마트 6층 사무동 D04호|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|통영센터|141|1588-3366|경남 통영시 무전동 1068-15번지 3층|경남 통영시 무전대로 55  3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|평택센터|143|1588-3366|경기 평택시 세교동 406-25번지 디지털프라자 세교점 2층|경기 평택시 평택로 305 디지털프라자 세교점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|북포항센터|144|1588-3366|경북 포항시 북구 우현동 72-7번지 디지털프라자 우현점 2층|경북 포항시 북구 중앙로 446 디지털프라자 우현점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|해남센터|145|1588-3366|전남 해남군 해남읍 고도리 477-2 디지털프라자 해남점 2층|전남 해남군 해남읍 남부순환로 134 디지털프라자 해남점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|홍성센터|147|1588-3366|충남 홍성군 홍성읍 옥암리 1064번지 디지털프라자 홍성점 2층|충남 홍성군 홍성읍 내포로 125 디지털프라자 홍성점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|신정휴대폰센터|149|1588-3366|서울 양천구 신정동 1029-12번지 디지털프라자 신정점 2층|서울 양천구 신월로 308 디지털프라자 신정점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|당진센터|154|1588-3366|충남 당진시 읍내동 296-1 디지털프라자 당진점 3층|충남 당진시 계성3길 11 디지털프라자 당진점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서청주휴대폰센터|160|1588-3366|충북 청주시 흥덕구 비하동 224-3번지 디지털프라자 1층|충북 청주시 흥덕구 2순환로 1124  디지털프라자 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남수원휴대폰센터|161|1588-3366|경기 수원시 권선구 세류동 1101-4번지 디지털프라자 권선점 3층|경기 수원시 권선구 경수대로 283 디지털프라자 권선점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|강서센터|164|1588-3366|서울 강서구 화곡동 1064번지 디지털프라자 화곡점 2층|서울 강서구 강서로 174 디지털프라자 화곡점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|신도림테크노센터|165|1588-3366|서울 구로구 구로5동 3-25번지 신도림테크노마트 판매동 3층|서울 구로구 새말로 97 신도림테크노마트 판매동 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|양주센터|167|1588-3366|경기 양주시 덕계동 448-1번지 디지털프라자 양주점 2층|경기 양주시 평화로 1476 디지털프라자 양주점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|삼선교휴대폰센터|168|1588-3366|서울 성북구 동소문동4가 75-2번지 디지털프라자 삼선교점 2층|서울 성북구 동소문로 47 디지털프라자 삼선교점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|수색휴대폰센터|170|1588-3366|서울 은평구 수색동 72-1번지 디지털프라자 수색점 2층|서울 은평구 수색로 245 디지털프라자 수색점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|부평휴대폰센터|171|1588-3366|인천 부평구 부평동 132-6번지 디지털프라자 부평점 3층|인천 부평구 장제로 140 디지털프라자 부평점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|태릉휴대폰센터|172|1588-3366|서울 중랑구 묵동 244-155번지 삼성모바일스토어 먹골역점 2층|서울 중랑구 동일로 877 삼성모바일스토어 먹골역점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|논현휴대폰센터|173|1588-3366|서울 강남구 논현동 50-1 디 초콜릿, 커피 건물 6층(논현역 7번출구)|서울 강남구 강남대로 556 디 초콜릿, 커피 건물 6층(논현역 7번출구)|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|연수휴대폰센터|174|1588-3366|인천 연수구 연수동 584-2번지 디지털프라자 2층|인천 연수구 경원대로 294 디지털프라자 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|사상휴대폰센터|175|1588-3366|부산 사상구 괘법동 532-36 디지털프라자 사상점 4층|부산 사상구 광장로 35 디지털프라자 사상점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|왕십리휴대폰센터|177|1588-3366|서울 성동구 행당동 318-19번지 디지털프라자 3층|서울 성동구 고산자로 217 디지털프라자 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|천호휴대폰센터|178|1588-3366|서울 강동구 천호동 355번지 디지털프라자 천호점 3층|서울 강동구 올림픽로 674 디지털프라자 천호점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|홍대휴대폰센터|184|1588-3366|서울 마포구 동교동 156-4번지 디지털프라자 홍대점 3층|서울 마포구 양화로 171 디지털프라자 홍대점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|유성센터|185|1588-3366|대전 유성구 봉명동 550-5번지 디지털프라자 유성온천점 2층|대전 유성구 계룡로 111 디지털프라자 유성온천점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남양휴대폰센터|186|1588-3366|경기 화성시 남양동 1172-22번지 디지털프라자 남양점 2층|경기 화성시 남양성지로 127 디지털프라자 남양점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|을지로휴대폰센터|187|1588-3366|서울 중구 을지로2가 6번지 교원내외빌딩 5층|서울 중구 을지로 51 교원내외빌딩 5층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|여의도휴대폰센터|188|1588-3366|서울 영등포구 여의도동 25-3번지 삼성모바일스토어 여의도점 2층|서울 영등포구 여의나루로 71 삼성모바일스토어 여의도점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|오산휴대폰센터|190|1588-3366|경기 오산시 원동 767-4번지 디지털프라자 오산원동점 2층|경기 오산시 경기대로 220 디지털프라자 오산원동점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서안양센터|191|1588-3366|경기 안양시 만안구 안양동 621-1번지 디지털프라자 안양점 3층|경기 안양시 만안구 안양로 234 디지털프라자 안양점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동탄센터|192|1588-3366|경기 화성시 석우동 43번지 디지털프라자 동탄신도시점 1층|경기 화성시 삼성1로 130 디지털프라자 동탄신도시점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|도곡휴대폰센터|195|1588-3366|서울 강남구 도곡동 168번지 SK리더스뷰 디지털프라자 도곡점 1층|서울 강남구 언주로 201 SK리더스뷰 디지털프라자 도곡점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|발안휴대폰센터|201|1588-3366|경기 화성시 향남읍 평리 75-2 번지 디지털프라자 발안점 2층|경기 화성시 향남읍 삼천병마로 198 디지털프라자 발안점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|진접휴대폰센터|203|1588-3366|경기 남양주시 진접읍 연평리 139-2번지 디지털프라자 진접점 3층|경기 남양주시 양진로 1008 디지털프라자 진접점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|대치휴대폰센터|204|1588-3366|서울 강남구 대치동 993-1번지 3층|서울 강남구 영동대로 237  3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|전남휴대폰센터|205|1588-3366|광주 광산구 쌍암동 694-1번지 디지털프라자 2층|광주 광산구 임방울대로 828 디지털프라자 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|대구센터|206|1588-3366|대구 동구 효목2동 646-2번지 디지털프라자 만촌점 3층|대구 동구 화랑로 171 디지털프라자 만촌점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|수지휴대폰센터|208|1588-3366|경기 용인시 수지구 풍덕천2동 1080-21번지 디지털프라자 수지점 2층|경기 용인시 수지구 문정로 9 디지털프라자 수지점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|도계휴대폰센터|209|1588-3366|경남 창원시 의창구 도계동 910-3번지 디지털프라자 도계점 4층|경남 창원시 의창구 우곡로 2 디지털프라자 도계점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|북수원휴대폰센터|211|1588-3366|경기 수원시 장안구 송죽동 451-3번지 디지털프라자 북수원점 2층|경기 수원시 장안구 경수대로 985 디지털프라자 북수원점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서울산휴대폰센터|212|1588-3366|울산 남구 달동 1400-1번지 디지털프라자 달동점 3층|울산 남구 삼산로 84 디지털프라자 달동점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|인화휴대폰센터|213|1588-3366|제주 제주시 일도2동 360-12번지 디지털프라자 인화점 4층|제주 제주시 동광로 105 디지털프라자 인화점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남포항센터|214|1588-3366|경북 포항시 남구 대잠동 905-4번지 디지털프라자 대잠점 3층|경북 포항시 남구 새천년대로 433 디지털프라자 대잠점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|방배휴대폰센터|215|1588-3366|서울 서초구 방배동 905-1, 2번지 디지털프라자 방배점 3층|서울 서초구 방배로 120 디지털프라자 방배점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동구미휴대폰센터|216|1588-3366|경북 구미시 도량동 269-1번지 디지털프라자 도량점 3층|경북 구미시 야은로 387 디지털프라자 도량점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동광양휴대폰센터|219|1588-3366|전남 광양시 중동 1776-3번지 디지털프라자 동광양점 2층|전남 광양시 중마중앙로 26 디지털프라자 동광양점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|운정센터|221|1588-3366|경기 파주시 동패동 21번지 디지털프라자 운정점 2층|경기 파주시 미래로 304 디지털프라자 운정점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00토요일/당직자/최소/인원/근무로/혼잡/예상일요일/·/공휴일/:/휴무
