##NAME|SUBNAME|TELNUM|ADDR|OT|XCOORD|YCOORD@@하이마트
롯데하이마트|송현점|053-625-4111|대구 달서구 송현동 1037-3|10:30~20:30|128.554517|35.836882
롯데하이마트|수송점|0634422929|전북 군산시 수송동 825-8|10:30~20:30|126.715091|35.959709
롯데하이마트|수영점|0517528300|부산 수영구 광안동 98-17번지|10:30~20:30|129.114931|35.164506
롯데하이마트|수완롯데마트점|062-961-4488|광주 광산구 장덕동 1678|10:00~22:00|126.820312|35.189195
롯데하이마트|수완점|062-956-9111|광주 광산구 장덕동 1302-1|10:30~20:30|126.820064|35.191212
롯데하이마트|수원롯데몰점|0315463900|경기 수원시 권선구 서둔동 296-77 롯데몰 수원점|10:00~22:00|126.99729|37.264174
롯데하이마트|수원롯데백화점|03180195213|경기 수원시 권선구 서둔동 296-77 롯데몰 수원점|None|126.99729|37.264174
롯데하이마트|수원시청점|031-232-5700|경기 수원시 권선구 권선동 1013-15|10:30~20:30|127.030266|37.261646
롯데하이마트|수원터미널점|031-233-8777|경기 수원시 권선구 세류동 1100번지|10:30~20:30|127.020484|37.254366
롯데하이마트|수유점|02-991-5050|서울 강북구 수유동 45-2번지|10:30~20:30|127.022849|37.635661
롯데하이마트|수지롯데마트점|031-897-6100|경기 용인시 기흥구 보정동 266-4|10:00~22:00|127.099618|37.320791
롯데하이마트|수지점|031-266-5070|경기 용인시 수지구 풍덕천동 554-1번지|10:30~20:30|127.087339|37.315498
롯데하이마트|수진점|0317560708|경기 성남시 수정구 신흥1동 4239|10:30~20:30|127.142987|37.439253
롯데하이마트|시지점|053-793-9333|대구 수성구 시지동 314-3|10:30~20:30|128.699512|35.842226
롯데하이마트|시티세븐롯데마트점|0552883322|경남 창원시 의창구 두대동 121 더시티세븐쇼핑몰|10:00~22:00|128.652805|35.240051
롯데하이마트|시화공단점|0314993800|경기 시흥시 정왕동 1733-4|10:30~20:30|126.7321|37.34499
롯데하이마트|시화롯데마트점|0314343311|경기 시흥시 정왕1동  1366-4|10:00~22:00|126.73018|37.33693
롯데하이마트|시흥롯데마트점|0313188282|경기 시흥시 대야동 542|10:00~22:00|126.79197|37.44305
롯데하이마트|시흥배곧롯데마트점|0314998212|경기 시흥시 정왕동 1771-1|10:00~22:00|126.707853|37.356497
롯데하이마트|신가점|0629595300|광주 광산구 신가동 730-1 731번지|10:30~20:30|126.82901|35.17858
롯데하이마트|신갈롯데마트점|0312834114|경기 용인시 기흥구 신갈동 63 기흥역롯데캐슬스카이|10:00~22:00|127.107833|37.271933
롯데하이마트|신갈점|031-283-0101|경기 용인시 기흥구 신갈동 69-6|10:30~20:30|127.107199|37.271207
롯데하이마트|신길점|02-835-4330|서울 영등포구 신길동 252-6|10:30~20:30|126.910251|37.50499
롯데하이마트|신도시고잔점|031-405-9030|경기 안산시 단원구 고잔동 725 번지|10:30~20:30|126.831071|37.314148
롯데하이마트|신림점|02-886-1001|서울 관악구 신림동 1428-9|10:30~20:30|126.928846|37.488256
롯데하이마트|신방점|0414147279|충남 천안시 동남구 신방동 113-2|10:30~20:30|127.12773|36.78584
롯데하이마트|신암점|053-955-2237|대구 동구 신암동 218-1,2번지|10:30~20:30|128.622452|35.882643
롯데하이마트|신정네거리점|0226982062|서울 양천구 신정동 1191-6 신정동그린생활시설|10:30~20:30|126.85126|37.52154
롯데하이마트|신정점|0522745119|울산 남구 신정동 661-7|10:30~20:30|129.314067|35.534255
롯데하이마트|신제주점|064-748-5181|제주 제주시 노형동 903-3|10:30~20:30|126.48117|33.4866
롯데하이마트|신천점|0314048333|경기 시흥시 신천동 83-81|10:30~20:30|126.79193|37.43837
롯데하이마트|신흥점|031-745-6655|경기 성남시 수정구 신흥동 3413|10:30~20:30|127.144918|37.44535
롯데하이마트|쌍문점|02-990-9888|서울 도봉구 쌍문동 701|10:30~20:30|127.036993|37.652978
롯데하이마트|쌍용대로점|0415762288|충남 천안시 서북구 성정동 721-10|10:30~20:30|127.1351|36.81514
롯데하이마트|쌍용점|041-592-4545|충남 천안시 서북구 쌍용동 220-1|10:30~20:30|127.12687|36.799548
롯데하이마트|아산터미널롯데마트점|0415312977|충남 아산시 온천동 306-40|10:00~22:00|127.008878|36.783504
롯데하이마트|아산점|0415337766|충남 아산시 풍기동 184-5|10:30~20:30|127.024825|36.77612
롯데하이마트|아차산역점|02-3437-4510|서울 광진구 구의동 75-1 썬타워빌딩|10:30~20:30|127.089514|37.551081
롯데하이마트|안동신시장점|054-841-0113|경북 안동시 안흥동 312-1번지|10:30~20:30|128.72539|36.563653
롯데하이마트|안동옥동점|054-841-7799|경북 안동시 옥동 640-9,10|10:30~20:30|128.703527|36.562351
롯데하이마트|안산롯데마트점|031-482-6800|경기 안산시 상록구 성포동 590|10:00~22:00|126.847323|37.317425
롯데하이마트|안산롯데백화점|03180423210|경기 안산시 단원구 고잔동 537-9|10:00~23:00|126.83376|37.31731
롯데하이마트|안산선부롯데마트점|0314806100|경기 안산시 단원구 선부동 1086 롯데마트|10:00~22:00|126.815641|37.339161
롯데하이마트|안산터미널점|0314104811|경기 안산시 상록구 성포동 590 안산종합버스터미널|10:30~20:30|126.846305|37.316838
롯데하이마트|안성롯데마트점|0316588383|경기 안성시 공도읍  양기리 306 롯데마트|10:00~22:00|127.197364|37.007941
롯데하이마트|안성점|031-672-2100|경기 안성시 석정동 142-4|10:30~20:30|127.258287|37.012716
롯데하이마트|안양대교점|0314688801|경기 안양시 만안구 안양동 837-8|10:30~20:30|126.915582|37.405157
롯데하이마트|안양점|0314474600|경기 안양시 만안구 안양동  622-220|10:30~20:30|126.924979|37.394944
롯데하이마트|안중점|0316846900|경기 평택시 안중읍  안중리 148-12 하이마트|10:30~20:30|126.940341|36.99041
롯데하이마트|압구정점|02-549-1500|서울 강남구 신사동 563-33,44 3층|10:30~20:30|127.027401|37.519978
롯데하이마트|양덕롯데마트점|0552940012|경남 창원시 마산회원구 양덕동 84-14 메트로시티2단지|10:00~22:00|128.58261|35.226772
롯데하이마트|양산점|0553876561|경남 양산시 중부동 605-5|10:30~20:30|129.035151|35.339641
롯데하이마트|양재하나로점|02-575-3374|서울 서초구 양재동 230번지|10:30~20:30|127.043863|37.462967
롯데하이마트|양재점|025770303|서울 서초구 양재동 13-7번지|10:30~20:30|127.035916|37.483276
롯데하이마트|양주롯데마트점|031-858-3800|경기 양주시 회정동 351-2|10:00~22:00|127.052499|37.827469
롯데하이마트|양주점|031-864-0022|경기 양주시 회정동 321-6|10:30~20:30|127.052072|37.82624
롯데하이마트|양평롯데마트점|0226719890|서울 영등포구 양평동3가 45|10:00~22:00|126.89195|37.52588
롯데하이마트|양평점|031-775-4321|경기 양평군 양평읍 공흥리 441-6|10:30~20:30|127.501714|37.488919
롯데하이마트|언양점|0522546868|울산 울주군 삼남면  교동리 1597-10|10:30~20:30|129.113725|35.562295
롯데하이마트|여수롯데마트점|0616431100|전남 여수시 국동 37-16 롯데마트|10:00~22:00|127.721521|34.728306
롯데하이마트|여수점|0616536664|전남 여수시 미평동 570-10|10:30~20:30|127.7027|34.766855
롯데하이마트|여주점|031-885-8982|경기 여주시 홍문동 247-4|10:30~20:30|127.634742|37.288314
롯데하이마트|여천롯데마트점|061-691-9119|전남 여수시 선원동 1268-2|10:00~22:00|127.65128|34.777122
롯데하이마트|여천점|061-641-4243|전남 여수시 학동 67-9 12호|10:30~20:30|127.66207|34.76158
롯데하이마트|역곡점|032-347-7600|경기 부천시 소사구 괴안동 169, 169-1|10:30~20:30|126.814148|37.485693
롯데하이마트|연산점|051-863-0068|부산 연제구 연산9동 469-1|10:30~20:30|129.107484|35.187551
롯데하이마트|연수롯데마트점|032-811-9119|인천 연수구 청학동 502-4|10:00~22:00|126.675161|37.415091
롯데하이마트|연수점|0328191255|인천 연수구 동춘동 1113-1|10:30~20:30|126.672989|37.415923
롯데하이마트|연향점|0617238022|전남 순천시 연향동 419-16|10:30~20:30|127.513303|34.944028
롯데하이마트|영대병원네거리점|0536541110|대구 남구 봉덕1동 595-8|10:30~20:30|128.593267|35.845503
롯데하이마트|영도점|0514128362|부산 영도구 대교동2가 108-1 하이마트|10:30~20:30|129.042376|35.091464
롯데하이마트|영등포구청역점|0226364545|서울 영등포구 당산동2가 45|10:30~20:30|126.89453|37.52178
롯데하이마트|영등점|063-838-5800|전북 익산시 영등동 370-18, 350-13, 350|10:30~20:30|126.967382|35.960177
롯데하이마트|영종도롯데마트점|032-752-8383|인천 중구 운서동 2803-2|10:00~22:00|126.49133|37.492585
롯데하이마트|영주서천점|054-635-5554|경북 영주시 가흥동 1381-142번지|10:30~20:30|128.611695|36.824413
롯데하이마트|영주역점|054-635-1116|경북 영주시 휴천2동 328-2 번지|10:30~20:30|128.622449|36.809713
롯데하이마트|영천점|054-337-0111|경북 영천시 완산동 995-12,14|10:30~20:30|128.939457|35.965705
롯데하이마트|영통롯데마트점|0312023030|경기 수원시 영통구 영통동 960-1 롯데쇼핑플라자|10:00~22:00|127.071582|37.25266
롯데하이마트|영통점|0312024007|경기 수원시 영통구 망포동  38-2|10:30~20:30|127.050847|37.245854
롯데하이마트|예산점|041-331-4123|충남 예산군 예산읍 산성리 187|10:30~20:30|126.836634|36.691776
롯데하이마트|오광장점|054-281-2223|경북 포항시 북구 죽도동 644-4|10:30~20:30|129.354981|36.020272
롯데하이마트|오리점|031-714-5388|경기 성남시 분당구 구미동 185-6번지|10:30~20:30|127.109802|37.338385
롯데하이마트|오목교점|02-2645-0700|서울 양천구 목1동 404-160|10:30~20:30|126.876004|37.52388
롯데하이마트|오산롯데마트점|031-372-6700|경기 오산시 오산동 868|10:00~22:00|127.073035|37.149414
롯데하이마트|오산점|031-377-1500|경기 오산시 원동 767-2|10:30~20:30|127.073823|37.144824
롯데하이마트|오정점|032-684-5050|경기 부천시 오정구 여월동 48|10:30~20:30|126.803961|37.51619
롯데하이마트|오창점|0432110011|충북 청주시 청원구 오창읍 820-1|10:30~20:30|127.427709|36.720311
롯데하이마트|오천점|0542911972|경북 포항시 남구 오천읍  원리 1115 롯데하이마트 1115, 1116|10:30~20:30|129.404235|35.975779
롯데하이마트|옥계점|0544769119|경북 구미시 옥계동 822-1|10:30~20:30|128.41979|36.13601
롯데하이마트|옥포점|055-687-7400|경남 거제시 옥포동 551-4|10:30~20:30|128.692157|34.888298
롯데하이마트|왜관점|054-972-3335|경북 칠곡군 왜관읍 왜관리 841-40번지|10:30~20:30|128.39895|35.981812
롯데하이마트|용두점|0222498999|서울 동대문구 용두동 27-3|10:30~20:30|127.03878|37.5765
롯데하이마트|용봉점|062-575-1300|광주 북구 용봉동 1357-6|10:30~20:30|126.897949|35.181236
롯데하이마트|용산점|027160303|서울 용산구 원효로2가 3-12|10:30~20:30|126.96516|37.537155
롯데하이마트|용원하나로점|055-545-5506|경남 창원시 진해구 용원동 1211-7번지 웅동하나로마트 2층|10:30~21:00|128.810087|35.100849
롯데하이마트|용인점|031-339-7766|경기 용인시 처인구 역북동 423-19, 423-14|10:30~20:30|127.187793|37.236689
롯데하이마트|용전점|042-635-9811|대전 동구 용전동 51-17|10:30~20:30|127.436504|36.355123
롯데하이마트|우현점|0542491110|경북 포항시 북구 우현동 69-3|10:30~20:30|129.361369|36.053005
롯데하이마트|울산대점|0522472003|울산 남구 무거동 859-10|10:30~20:30|129.262265|35.548365
롯데하이마트|울산롯데마트점|0522662600|울산 남구 달동 830-1|10:00~22:00|129.315798|35.533578
롯데하이마트|울산점|0522605400|울산 남구 삼산로 252 (달동)|10:30~20:30|129.334612|35.538382
롯데하이마트|웅상롯데마트점|0553884114|경남 양산시 삼호동 1011|10:00~22:00|129.166986|35.412629
롯데하이마트|원당점|031-966-6133|경기 고양시 덕양구 성사동 699-10|10:30~20:30|126.835044|37.655196
롯데하이마트|원성점|0415778877|충남 천안시 동남구 원성동 583-8|10:30~20:30|127.159508|36.798963
롯데하이마트|원주롯데마트점|033-742-8668|강원 원주시 단계동 1123|10:00~22:00|127.927482|37.345613
롯데하이마트|월드컵롯데마트점|062-676-3100|광주 서구 풍암동 423-2|10:00~22:00|126.878245|35.132993
롯데하이마트|월드타워점|0232133000|서울 송파구 신천동 29 롯데월드몰 3층 (쇼핑몰)|10:30~22:00|127.103504|37.5131
롯데하이마트|월배점|053-638-2882|대구 달서구 진천동 587-2|10:30~20:30|128.523498|35.814597
롯데하이마트|월성점|0536392233|대구 달서구 월성1동 1850|10:30~20:30|128.527617|35.824953
롯데하이마트|월피점|031-413-9393|경기 안산시 상록구 월피동 445-26 지혜빌딩 1층|10:30~20:30|126.847262|37.328769
롯데하이마트|유성온천점|042-826-8100|대전 유성구 봉명동  555-5|10:30~20:30|127.340027|36.351061
롯데하이마트|유성점|042-825-2255|대전 유성구 장대동 340-1|10:30~20:30|127.338226|36.363813
롯데하이마트|유천점|042-583-8877|대전 중구 유천동 328-1,2|10:30~20:30|127.3911|36.316435
롯데하이마트|율량점|0432186677|충북 청주시 청원구 율량동 707번지|10:30~20:30|127.483806|36.67146
롯데하이마트|율하점|053-986-1110|대구 동구 율하동 1111번지|10:30~20:30|128.691884|35.870058
롯데하이마트|은평롯데몰점|0269755222|서울 은평구 진관동 80|10:00~22:00|126.921606|37.634727
롯데하이마트|은평점|02-385-3861|서울 은평구 응암동 98-36|10:30~20:30|126.924238|37.600629
롯데하이마트|의왕롯데마트점|031-422-4400|경기 의왕시 내손1동 743|10:00~22:00|126.973662|37.380274
롯데하이마트|의왕점|031-429-2200|경기 의왕시 오전동 212-1|10:30~20:30|126.966297|37.357422
롯데하이마트|의정부롯데마트점|031-852-9400|경기 의정부시 용현동 527-1|10:00~22:00|127.084236|37.742826
롯데하이마트|의정부점|031-846-5533|경기 의정부시 의정부2동 492-6|10:30~20:30|127.041125|37.737979
롯데하이마트|이천롯데아울렛점|0318874499|경기 이천시 호법면  단천리 864 롯데프리미엄아울렛|10:30~21:00|127.40003|37.24222
롯데하이마트|이천점|031-631-4500|경기 이천시 진리동 9-3번지|10:30~20:30|127.450958|37.273657
롯데하이마트|익산롯데마트점|0638387272|전북 익산시 영등동 833-2 롯데마트|10:00~22:00|126.974003|35.959107
롯데하이마트|인덕원점|0314245544|경기 안양시 동안구 관양2동 954-63|10:30~20:30|126.973843|37.3919
롯데하이마트|인동점|0544742111|경북 구미시 인의동 843-3|10:30~20:30|128.42346|36.10258
롯데하이마트|인천교점|032-577-8787|인천 동구 송림동 295-13|10:30~20:30|126.658654|37.483068
롯데하이마트|인천삼산점|032-514-3434|인천 부평구 삼산동 270-9|10:30~20:30|126.731757|37.516897
롯데하이마트|인화점|0638428005|전북 익산시 인화동2가 45 하이마트 인화점|10:30~20:30|126.95702|35.931247
롯데하이마트|인후점|0632452992|전북 전주시 덕진구 인후동1가 463-25|10:30~20:30|127.15741|35.836288
롯데하이마트|일도점|064-723-3200|제주 제주시 이도2동 1060-9|10:30~20:30|126.535917|33.496688
롯데하이마트|작전점|032-556-1123|인천 계양구 작전동 472-1|10:30~20:30|126.721753|37.525106
롯데하이마트|잠실점|024202800|서울 송파구 잠실동  40-1|10:00~22:00|127.098015|37.511419
롯데하이마트|장량점|0542550998|경북 포항시 북구 양덕동  1290|10:30~20:30|129.39661|36.078915
롯데하이마트|장림점|0512630975|부산 사하구 장림2동 1057-1|10:30~20:30|128.977724|35.083106
롯데하이마트|장암롯데마트점|031-875-7800|경기 의정부시 장암동 38-10|10:00~22:00|127.053276|37.723678
롯데하이마트|장유롯데마트점|0553147400|경남 김해시 장유면 대청리 300번지|10:00~22:00|128.801274|35.193032
롯데하이마트|장유점|0553128303|경남 김해시 장유면 대청리 318-9|10:30~20:30|128.804153|35.193221
롯데하이마트|장한평점|0222498880|서울 성동구 용답동 229-6|10:30~20:30|127.062564|37.56135
롯데하이마트|전주롯데마트점|0632261400|전북 전주시 완산구 효자동2가 1234-3 롯데마트 전주점|10:00~22:00|127.102523|35.816351
롯데하이마트|전주송천롯데마트점|063-251-9500|전북 전주시 덕진구 송천동1가 281-1|10:00~22:00|127.120471|35.854627
롯데하이마트|정관점|0517279828|부산 기장군 정관면  매학리 778-6|10:30~20:30|129.17886|35.31929
롯데하이마트|정림점|042-585-7123|대전 서구 정림동 8-56|10:30~20:30|127.370823|36.309229
롯데하이마트|정왕역점|0314335366|경기 시흥시 정왕동 1841|10:30~20:30|126.73923|37.35045
롯데하이마트|정읍롯데마트점|063-538-9889|전북 정읍시 농소동 446-1|10:00~22:00|126.840438|35.579664
롯데하이마트|정읍점|063-532-5500|전북 정읍시 연지동 10-2|10:30~20:30|126.846506|35.578848
롯데하이마트|정자사거리점|0312459300|경기 수원시 장안구 영화동 393-1|10:30~20:30|127.003697|37.290504
롯데하이마트|정자점|031-719-2002|경기 성남시 분당구 정자동 219-4|10:30~20:30|127.122752|37.359261
롯데하이마트|제주롯데마트점|064-711-2030|제주 제주시 노형동 708|10:00~22:00|126.481371|33.482464
롯데하이마트|제주점|064-723-3066|제주 제주시 삼도2동 821|10:30~20:30|126.520221|33.51099
롯데하이마트|제천점|0436486000|충북 제천시 청전동  52-2|10:30~20:30|128.214175|37.150507
롯데하이마트|조례점|0617529211|전남 순천시 조례동 521-1 하이마트|10:30~20:30|127.52191|34.95897
롯데하이마트|조치원점|0448637744|세종특별자치시 조치원읍 침산리 214-2|10:30~20:30|127.2899|36.59901
롯데하이마트|종암점|02-921-3344|서울 성북구 종암동 3-393|10:30~20:30|127.034159|37.600452
롯데하이마트|주안점|032-428-2021|인천 남구 주안동 1531-2|10:30~20:30|126.689434|37.45048
롯데하이마트|주엽롯데마트점|031-922-3113|경기 고양시 일산서구 주엽2동 15|10:00~22:00|126.755378|37.673304
롯데하이마트|주엽점|0319177100|경기 고양시 일산서구 주엽동 73 태영프라자|10:30~20:30|126.765685|37.668349
롯데하이마트|주월점|0626727272|광주 남구 월산4동 970-2|10:30~20:30|126.889368|35.142903
롯데하이마트|죽전점|0535730789|대구 달서구 죽전동 278-3|10:30~20:30|128.538052|35.850838
롯데하이마트|중계롯데마트점|02-951-8949|서울 노원구 중계동 361번지|10:00~22:00|127.071196|37.646548
롯데하이마트|중계점|02-934-4333|서울 노원구 중계동 413-19|10:30~20:30|127.071315|37.650631
롯데하이마트|중산점|031-977-0500|경기 고양시 일산동구 중산동 1668-2|10:30~20:30|126.778421|37.682429
롯데하이마트|중촌점|0422579133|대전 중구 선화동 104-4|10:30~20:30|127.416708|36.336706
롯데하이마트|중화산점|063-237-1600|전북 전주시 완산구 중화산동2가 268-47, 48번지|10:30~20:30|127.123231|35.82412
롯데하이마트|증산역점|0553669464|경남 양산시 물금읍 1735-4|10:30~20:30|129.006413|35.309093
롯데하이마트|증평점|043-838-7300|충북 증평군 증평읍 장동리 42|10:30~20:30|127.583298|36.787617
롯데하이마트|증포점|031-633-3765|경기 이천시 증포동 50-7, 50-11번지|10:30~20:30|127.457444|37.295395
롯데하이마트|지산점|054-457-8020|경북 구미시 지산동 594-7번지|10:30~20:30|128.341401|36.131364
롯데하이마트|진영점|0557241351|경남 김해시 진영읍 진영리 299-5|10:30~20:30|128.72562|35.30769
롯데하이마트|진월점|0626829132|광주 남구 진월동 263|10:30~20:30|126.898739|35.119291
롯데하이마트|진장롯데마트점|0522876100|울산 북구 진장동 283-1|10:00~22:00|129.358327|35.576017
롯데하이마트|진접점|0315739977|경기 남양주시 진접읍  연평리 113-1  연평리 135-3|10:30~20:30|127.175787|37.693953
롯데하이마트|진주롯데아울렛점|0507535083|경남 진주시 충무공동 35 롯데몰진주점 3층|10:30~22:00|128.139609|35.180034
롯데하이마트|진주성점|055-748-9200|경남 진주시 본성동 2-1번지|10:30~20:30|128.082199|35.192121
롯데하이마트|진천점|043-534-1600|충북 진천군 진천읍 벽암리 17번지|10:30~20:30|127.438505|36.861398
롯데하이마트|진해롯데마트점|055-547-4300|경남 진해시 석동 543-5|10:00~22:00|128.698897|35.158224
롯데하이마트|진해점|055-546-5505|경남 창원시 진해구 이동 430-4|10:30~20:30|128.693287|35.152956
롯데하이마트|창동하나로점|02-902-0606|서울 도봉구 창4동 1-10|10:30~20:30|127.050807|37.654784
롯데하이마트|창동점|02-990-0051|서울 도봉구 창동 16-3|10:30~20:30|127.0521|37.652965
롯데하이마트|창원중앙롯데마트점|0552876100|경남 창원시 성산구 중앙동 92번지|10:00~22:00|128.680217|35.225441
롯데하이마트|천안롯데마트점|0415764800|충남 천안시 서북구 쌍용3동 1367|10:00~22:00|127.117645|36.799769
롯데하이마트|천안아산롯데마트점|0415689494|충남 아산시 배방읍  장재리 1767 요진와이시티|10:00~22:00|127.099712|36.790497
롯데하이마트|천천롯데마트점|031-268-5115|경기 수원시 장안구 천천동 525|10:00~22:00|126.9822|37.296413
롯데하이마트|철산역점|02-2611-7300|경기 광명시 철산3동 381번지|10:30~20:30|126.868728|37.475902
롯데하이마트|첨단롯데마트점|062-972-3553|광주 광산구 쌍암동  694-3|10:00~22:00|126.851901|35.216539
롯데하이마트|첨단점|062-972-9393|광주 광산구 월계동 869-1|10:30~20:30|126.846268|35.217216
롯데하이마트|청구점|02-2254-1411|서울 중구 신당동 292-61|10:30~20:30|127.015051|37.561919
롯데하이마트|청라롯데마트점|0325616500|인천 서구 경서동 958-1 청라롯데캐슬|10:00~22:00|126.647831|37.530303
롯데하이마트|청량리롯데마트점|029683200|서울 동대문구 전농동 591-53|10:00~22:00|127.046955|37.58094
롯데하이마트|청주롯데마트점|0432356767|충북 청주시 흥덕구 가경동 1416-2|10:00~22:00|127.431966|36.626795
롯데하이마트|청주터미널점|0432335544|충북 청주시 흥덕구 강서동 494|10:30~20:30|127.430415|36.624958
롯데하이마트|청주하나로점|043-252-0070|충북 청주시 상당구 방서동 118번지|10:30~20:30|127.507084|36.605094
롯데하이마트|초량점|0514685817|부산 동구 초량동 359-1|10:30~20:30|129.040757|35.117636
롯데하이마트|춘천롯데마트점|0332524500|강원 춘천시 온의동 6-25|10:00~22:00|127.718119|37.868625
롯데하이마트|춘천점|033-263-3200|강원 춘천시 석사동 811|10:30~20:30|127.739157|37.855654
롯데하이마트|충주롯데마트점|0438578600|충북 충주시 칠금동 849|10:00~22:00|127.914366|36.981598
롯데하이마트|충주연수점|043-855-2400|충북 충주시 연수동 1718|10:30~20:30|127.938257|36.982198
롯데하이마트|칠곡점|053-326-2233|대구 북구 동천동 969-1|10:30~20:30|128.554869|35.944255
롯데하이마트|칠성롯데마트점|0537104568|대구 북구 칠성동2가 725|10:00~22:00|128.591096|35.883919
롯데하이마트|침산점|0533411110|대구 북구 침산2동 13-5|10:30~20:30|128.598045|35.886048
롯데하이마트|탄금점|043-855-9797|충북 충주시 봉방동 978|10:30~20:30|127.913918|36.980237
롯데하이마트|탄현점|0319252200|경기 고양시 일산서구 덕이동 274-25|10:30~20:30|126.76002|37.69409
롯데하이마트|태백점|033-552-4442|강원 태백시 황지동 270-44|10:30~20:30|128.984557|37.176852
롯데하이마트|태안점|041-672-3277|충남 태안군 태안읍 남문리 677-1|10:30~20:30|126.298385|36.750176
롯데하이마트|태전점|053-321-1222|대구 북구 태전동 206-15|10:30~20:30|128.545978|35.920015
롯데하이마트|테크노밸리점|042-935-7800|대전 유성구 관평동 1375|10:30~20:30|127.389389|36.427442
롯데하이마트|통영롯데마트점|055-649-3100|경남 통영시 무전동 1069|10:00~22:00|128.42821|34.860842
롯데하이마트|통영점|055-644-7877|경남 통영시 무전동 1068-7|10:30~20:30|128.427431|34.860322
롯데하이마트|파주운정점|03180710007|경기 파주시 동패동 106-2|10:30~20:30|126.745684|37.705791
롯데하이마트|판교롯데마트점|0317040700|경기 성남시 분당구 삼평동 741번지 지하1층|10:00~22:00|127.113634|37.395524
롯데하이마트|판암점|042-271-2580|대전 동구 판암동 597-1 외 6 필지|10:30~20:30|127.450762|36.319166
롯데하이마트|평내점|031-591-4554|경기 남양주시 평내동 150-5 외 5필지|10:30~20:30|127.241909|37.652299
롯데하이마트|평리점|053-573-1110|대구 서구 평리동 1335-1 1335-2, 10|10:30~20:30|128.555924|35.870351
롯데하이마트|평촌점|031-429-6300|경기 안양시 동안구 호계동 933-4|10:30~20:30|126.95317|37.380951
롯데하이마트|평택롯데마트점|0316583800|경기 평택시 합정동 968-1|10:00~22:00|127.111757|36.988354
롯데하이마트|평택점|031-657-6666|경기 평택시 합정동 3-23|10:30~20:30|127.119995|36.989001
롯데하이마트|포천점|0315353000|경기 포천시 어룡동 393-3|10:30~20:30|127.190654|37.884577
롯데하이마트|풍무점|0319828113|경기 김포시 풍무동 248-3|10:30~20:30|126.729742|37.613745
롯데하이마트|하남점|031-791-2141|경기 하남시 신장동 412번지|10:30~20:30|127.207889|37.540895
롯데하이마트|하단점|0512045445|부산 사하구 당리동 324-10|10:30~20:30|128.976069|35.1025
롯데하이마트|하당점|061-284-8844|전남 목포시 상동 1121-6|10:30~20:30|126.428449|34.798158
롯데하이마트|하양점|053-852-2225|경북 경산시 하양읍 금락리 116-33|10:30~20:30|128.816929|35.910083
롯데하이마트|합포점|0552457770|경남 창원시 마산합포구 신포동1가 42|10:30~20:30|128.570682|35.195702
롯데하이마트|해운대점|0517430018|부산 해운대구 중동 262-9|10:30~20:30|129.173487|35.168
롯데하이마트|행신점|0319387070|경기 고양시 덕양구 행신동 999|10:30~20:30|126.83431|37.62378
롯데하이마트|현풍점|0536178600|대구 달성군 현풍면 479-1|10:30~20:30|128.443984|35.676637
롯데하이마트|호계점|052-291-0040|울산 북구 상안동 324-1 번지|10:30~20:30|129.345847|35.628541
롯데하이마트|홍대입구역점|023222929|서울 마포구 서교동 353-6|10:30~20:30|126.92009|37.554575
롯데하이마트|홍성롯데마트점|0416310700|충남 홍성군 홍성읍  고암리 1042 롯데마트, 홍성터미널|10:00~22:00|126.676258|36.601115
롯데하이마트|홍성점|041-631-0003|충남 홍성군 홍성읍 옥암리 1047|10:30~20:30|126.653761|36.593933
롯데하이마트|홍천점|033-433-9211|강원 홍천군 홍천읍 희망리 363-1|10:30~20:30|127.880339|37.688241
롯데하이마트|화곡점|0226953366|서울 강서구 화곡1동 1073-11 하이마트|10:30~20:30|126.837946|37.540686
롯데하이마트|화명롯데마트점|0513627600|부산 북구 화명3동 2273|10:00~22:00|129.012991|35.235179
롯데하이마트|화순점|061-371-0011|전남 화순군 화순읍 삼천리 718번지|10:30~20:30|126.98199|35.057857
롯데하이마트|화원점|053-634-7667|대구 달성군 화원읍 본리리 16-7번지|10:30~20:30|128.505192|35.805464
롯데하이마트|화정롯데마트점|031-979-3600|경기 고양시 덕양구 화정동  982|10:00~22:00|126.831131|37.632956
롯데하이마트|화정점|031-973-6400|경기 고양시 덕양구 화정동 1002-4번지|10:30~20:30|126.830345|37.630335
롯데하이마트|황성점|054-771-5444|경북 경주시 용강동 958-2|10:30~20:30|129.222898|35.867388
롯데하이마트|회룡역점|031-826-3355|경기 의정부시 호원2동 416-6번지|10:30~20:30|127.048479|37.727172
롯데하이마트|효문점|0522892999|울산 북구 명촌동 864|10:30~20:30|129.359821|35.556694
롯데하이마트|효자점|063-226-9909|전북 전주시 완산구 효자동1가 219-4|10:30~20:30|127.125529|35.803199
롯데하이마트|효천점|0632267117|전북 전주시 완산구 효자동2가 366-5|10:30~20:30|127.10484|35.80296
