##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|XCOORD|YCOORD@@이마트24
이마트24|군문주공점|02-6916-1500|경기도 평택시 원평로25번길 61-1|||
이마트24|군산경기장점|063-452-6777|전라북도 군산시  경기장로 18(사정동)|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|군산경장점|02-6916-1500|전라북도 군산시 번영로 20|||
이마트24|군산나운점|063-463-9949|전라북도 군산시 수송로 86(나운동)|원두커피;택배;POSA;원두커피||
이마트24|군산나운중앙점|02-6916-1500|전라북도 군산시 서수송안1길 12-1|||
이마트24|군산내초점|063-467-0201|전라북도 군산시 외항로 557|원두커피;택배;ATM;POSA;원두커피||
이마트24|군산문화점|063-463-9218|전라북도 군산시 대학로 165|||
이마트24|군산미공군점|02-6916-1500|전라북도 군산시 옥서면 신장원길 15|||
이마트24|군산미장점|02-6916-1500|전라북도 군산시 미장안6길 26|원두커피;택배;ATM;POSA;스포츠토토||
이마트24|군산본점|063-462-4544|전라북도 군산시 문화로 127|원두커피;의약품;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|군산산북원룸점|02-6916-1500|전라북도 군산시 칠성3길 50|택배;POSA||
이마트24|군산소룡점|063-452-0521|전라북도 군산시 칠성6길 153-2|스포츠토토||
이마트24|군산수송로점|02-6916-1500|전라북도 군산시 수송1길 30|원두커피;택배;POSA;원두커피||
이마트24|군산수송타운점|02-6916-1500|전라북도 군산시 수송안11길 1 1층|원두커피;택배;POSA;스포츠토토||
이마트24|군산시네마점|02-6916-1500|전라북도 군산시 백토로 198|택배;POSA||
이마트24|군산오식도점|063-471-7900|전라북도 군산시 요죽2길 31-1(오식도동)|택배;POSA||
이마트24|군산장미점|02-6916-1500|전라북도 군산시  죽성로 7 (장미동)|원두커피;택배;POSA;스포츠토토||
이마트24|군산조촌점|063-451-5007|전라북도 군산시 백릉로 86|원두커피;택배;POSA;원두커피||
이마트24|군산조촌타운점|02-6916-1500|전라북도 군산시 궁포1로 24-9|원두커피;택배;POSA;원두커피||
이마트24|군산철길마을점|063-443-0688|전라북도 군산시 경촌안2길 50|원두커피;택배;POSA;원두커피||
이마트24|군산해양공원점|063-442-9164|전라북도 군산시 대학로 4|원두커피;택배;POSA;원두커피||
이마트24|군자CGV점|02-6916-1500|서울특별시 광진구 능동로 285|24시간;원두커피;POSA||
이마트24|군포금정본점|02-6916-1500|경기도 군포시 군포로745번길 3|||
이마트24|군포금정점|070-8765-3433|경기도 군포시 금정동 번영로 610번길 8 1층|원두커피;택배;POSA;원두커피||
이마트24|군포뉴당동점|02-6916-1500|경기도 군포시 당동로12번안길 1|||
이마트24|군포당동점|070-4179-7523|경기도 군포시 당산로 74 1층|택배;ATM;POSA;원두커피||
이마트24|군포대림점|031-416-3782|경기도 군포시 군포로 109-5|원두커피;택배;POSA;원두커피||
이마트24|군포모란점|02-6916-1500|경기도 군포시 고산로643번길 12 114~115호|||
이마트24|군포세종주공점|031-393-7733|경기도 군포시 산본천로 34-5(산본동) 세종아파트 종합상가 109호|원두커피;택배;POSA||
이마트24|군포송정점|031-408-9127|경기도 군포시 송부로96번길 29 상가동 1층 105호|택배;POSA;원두커피||
이마트24|군포에이스점|02-6916-1500|경기도 군포시 금당로17번길 11|원두커피;POSA;원두커피||
이마트24|군포용호점|031-399-6803|경기도 군포시 용호1로21번길 15|원두커피;택배;POSA;원두커피||
이마트24|군포중앙공원점|02-6916-1500|경기도 군포시 산본로369번길 16(산본동) 주몽아파트 종합상가 104호|원두커피;택배;POSA||
이마트24|굽네치킨여의도3호점|02-785-9494|서울특별시 영등포구 여의동로 지하 343 지상2층|||
이마트24|권선세류점|070-7776-3669|경기도 수원시 권선구 덕영대로1126번길 26-4|원두커피;택배;POSA;원두커피||
이마트24|궐동타운점|02-6916-1500|경기도 오산시 대호로62번길 9-25 파크빌 101호|택배;ATM;POSA||
이마트24|금강산랜드점|02-6916-1500|경기도 파주시 월롱면 도감로 130|원두커피;POSA||
이마트24|금광베네스타점|031-323-3560|경기도 용인시 처인구 이동읍 백옥대로 711-1|택배;스포츠토토;ATM;POSA||
이마트24|금릉역점|02-6916-1500|경기도 파주시 금빛로 19|원두커피;택배;POSA||
이마트24|금정서금로점|051-703-3066|부산광역시 금정구 서금로 39|||
이마트24|금정역점|031-391-2492|경기도 군포시 산본천로 199번길 12 1층|24시간;ATM;POSA||
이마트24|금천구청역점|02-808-8788|서울특별시 금천구 시흥대로73길 67 금천엠타워 104호|원두커피;택배;POSA;원두커피||
이마트24|금천그린점|02-6916-1500|서울특별시 금천구 시흥대로47길 18|24시간;원두커피;의약품;택배;ATM;POSA;원두커피||
이마트24|금천대성점|02-891-8337|서울특별시 금천구 독산로10길 37|원두커피;택배;POSA;원두커피||
이마트24|금천문성점|02-6916-1500|서울특별시 금천구 문성로 36(독산동)|택배;ATM;POSA||
이마트24|금천박미점|02-6916-1500|서울특별시 금천구 시흥대로26길 11|원두커피;택배;ATM;POSA||
이마트24|금천별장점|02-3286-1225|서울특별시 금천구 금하로24길 81|택배;POSA;원두커피||
이마트24|금천부흥점|070-7701-9865|서울특별시 금천구 벚꽃로 176|원두커피;택배;POSA;의약품;스포츠토토||
이마트24|금천시흥점|02-892-8992|서울특별시 금천구 금하로 651(시흥동)|원두커피;ATM||
이마트24|금천점|02-6916-1500|서울특별시 금천구  범안로12가길 27 (독산동)|원두커피;택배;POSA;스포츠토토||
이마트24|금촌역점|02-6916-1500|경기도 파주시 새꽃로 190|ATM;POSA||
이마트24|금촌일방로점|031-947-3778|경기도 파주시 문화로 79|24시간;원두커피;의약품;택배;ATM;POSA;스포츠토토||
이마트24|금촌초교점|02-6916-1500|경기도 파주시 새꽃로 116|||
이마트24|금호사수점|053-314-8879|대구광역시 북구 내곡로 15 상가 104호|택배;POSA;원두커피||
이마트24|금호하이빌점|062-363-6311|광주광역시 서구 화운로220번길 8 5호(용정상가)|원두커피;택배;ATM;POSA||
이마트24|기장공수점|051-723-2312|부산광역시 기장군 기장읍 기장해안로 50|원두커피;택배;POSA;원두커피||
이마트24|기장동부점|051-723-3263|부산광역시 기장군 기장읍 차성동로 112|24시간;의약품;택배;ATM;POSA||
이마트24|기장월내점|02-6916-1500|부산광역시 기장군 장안읍 해맞이로 396-7 1층|원두커피;택배;스포츠토토;POSA||
이마트24|기장청강점|051-723-3864|부산광역시 기장군 기장읍 청강로 8|||
이마트24|기장햇살점|02-6916-1500|부산광역시 기장군 기장읍 차성남로51번길 7(기장마르빌)|원두커피;택배;스포츠토토;POSA||
이마트24|기흥구청점|02-6916-1500|경기도 용인시 기흥구 구갈로60번길 9-1 103호|원두커피;택배;ATM;POSA;원두커피||
이마트24|기흥삼성기숙사점|031-282-7711|경기도 용인시 기흥구 농서로 81|24시간;24시간;원두커피||
이마트24|기흥삼성점|031-282-7711|경기도 용인시 기흥구 농서로 89|||
이마트24|기흥아이유쉘점|031-283-5502|경기도 용인시 기흥구 신정로41번길 31 상가동 105~106호|||
이마트24|기흥원희캐슬점|031-889-0210|경기도 용인시 기흥구 서천로201번길 14 원희캐슬지식산업센터 상가동 118-119호|원두커피;POSA;원두커피||
이마트24|길동오네뜨점|02-6916-1500|서울특별시 강동구 양재대로124길 32 1층 102호|||
이마트24|길동으뜸점|02-483-2891|서울특별시 강동구 명일로 262|원두커피;ATM;POSA;원두커피||
이마트24|길동제일점|02-6916-1500|서울특별시 강동구 양재대로 111길 10|24시간;원두커피;의약품;ATM;POSA;원두커피||
이마트24|길동호가점|02-484-4028|서울특별시 강동구 양재대로112길 5|||
이마트24|길병원사거리점|032-421-8531|인천광역시 남동구 남동대로 738|택배;ATM;POSA;스포츠토토||
이마트24|길천산업단지점|02-6916-1500|울산광역시 울주군 상북면 양등길 2-1|원두커피;택배;스포츠토토;POSA||
이마트24|김제검산부영점|063-544-7051|전라북도 김제시 도작로 111 부영아파트상가 101-1호|||
이마트24|김제신풍점|063-544-9880|전라북도 김제시 두월3길 36|||
이마트24|김천대학로점|054-439-2330|경상북도 김천시 거문들 1길 33(삼락동)|24시간;택배;ATM;POSA||
이마트24|김천덕곡에이스점|054-437-8007|경상북도 김천시 무실7길 38|원두커피||
이마트24|김천부곡한남점|054-434-2698|경상북도 김천시 가메실4길 6-5|원두커피;POSA;원두커피;스포츠토토||
이마트24|김천삼도점|054-435-8244|경상북도 김천시 시청7길 64|원두커피;택배;POSA;원두커피||
이마트24|김천신음점|02-6916-1500|경상북도 김천시 신양4길 72(신음동)|원두커피;택배;ATM;POSA||
이마트24|김천율곡점|054-439-8828|경상북도 김천시  혁신 4로 9(율곡동) 104호|POSA||
이마트24|김천황산로점|054-434-5633|경상북도 김천시 황산로 54|||
이마트24|김천FF공장점|070-7727-9202|경상북도 김천시 어모면 산업단지7로 174|24시간;원두커피;24시간;원두커피||
이마트24|김포걸포점|031-989-5403|경기도 김포시 걸포로 6|원두커피;ATM||
이마트24|김포고촌점|031-989-2732|경기도 김포시 고촌읍 신곡로29번길 31 다빈치프라자|택배;POSA||
이마트24|김포구래골드점|031-998-0358|경기도 김포시 김포한강9로75번길 24 106호|원두커피;택배;ATM;POSA;원두커피||
이마트24|김포구래메가박스점|031-987-1894|경기도 김포시 김포한강9로75번길 180|원두커피;택배;POSA;원두커피||
이마트24|김포구래점|031-983-5688|경기도 김포시 김포한강9로 90(구래동)|택배;ATM;POSA||
이마트24|김포구래카림점|02-6916-1500|경기도 김포시 김포한강4로 487 1층|원두커피||
이마트24|김포구래타운점|031-986-1729|경기도 김포시 김포한강9로12번길 8-12(구래동)|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|김포구래푸르지오점|031-985-4585|경기도 김포시 김포한강8로 409(구래동, 한강신도시 3차 푸르지오)|원두커피;POSA||
이마트24|김포대곶수남점|031-981-9839|경기도 김포시 대곶면 수남로 136|||
이마트24|김포대로점|02-6916-1500|경기도 김포시 통진읍 김포대로 2380|||
이마트24|김포대점|02-6916-1500|경기도 김포시 월곶면 김포대학로 97|택배;POSA;원두커피||
이마트24|김포로또풍무점|031-987-1178|경기도 김포시 풍무로 121|||
이마트24|김포마리나베이점|031-987-5752|경기도 김포시 고촌읍 아라육로152번길 210-22|원두커피;택배;POSA;원두커피||
이마트24|김포마산가현점|031-989-2024|경기도 김포시 김포한강8로194번길 142|원두커피;POSA;원두커피;스포츠토토||
이마트24|김포마산역점|031-984-1728|경기도 김포시 김포한강7로22번길 174-86(마산동)|원두커피;택배;ATM;POSA||
이마트24|김포마산점|02-6916-1500|경기도 김포시 김포한강8로174번길 6(마산동) 1층 102호|POSA||
이마트24|김포마송공원점|031-988-1165|경기도 김포시 통진읍 서암로6번길 5-19|원두커피;ATM;POSA||
이마트24|김포마송원룸점|02-6916-1500|경기도 김포시 통진읍 율마로384번길 74|||
이마트24|김포마송점|031-984-7056|경기도 김포시 통진읍 조강로 49-1|원두커피;ATM;POSA||
이마트24|김포반도유보라점|031-981-8592|경기도 김포시 김포한강9로 116 한강신도시반도유보라5차 상가A동 B112-113호|원두커피;택배;POSA;원두커피||
이마트24|김포본점와인아울렛|070-7704-9589|경기도 김포시 양촌읍 김포대로 1579|||
이마트24|김포본점주유소|070-4910-7354|경기도 김포시 양촌읍 김포대로 1579|||
이마트24|김포본점충전소|070-4910-7354|경기도 김포시 양촌읍 김포대로 1579|||
이마트24|김포석정대로점|031-977-2277|경기도 김포시 대곶면 대곶로 384|원두커피;택배;POSA;원두커피||
이마트24|김포송마리점|031-981-0035|경기도 김포시 대곶면 대곶북로 233|원두커피;택배;POSA;원두커피||
이마트24|김포신안점|031-998-5228|경기도 김포시 중봉로 1-1|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|김포쌍용예가점|031-988-1988|경기도 김포시 김포한강2로 11 104호|원두커피;택배||
이마트24|김포아라점|031-983-3232|경기도 김포시 고촌읍 아라육로57번길 91|택배;ATM;POSA||
이마트24|김포에일린의뜰점|031-981-6241|경기도 김포시 김포한강8로 281|원두커피;택배;POSA;원두커피||
이마트24|김포올림픽점|031-985-5185|경기도 김포시 고촌읍 벌말로 768-70|POSA||
이마트24|김포우방아이유쉘점|031-983-5217|경기도 김포시 걸포1로 40 108호|||
이마트24|김포운양타운점|031-983-1303|경기도 김포시 김포한강11로140번길 14|24시간;원두커피;의약품;택배;ATM;POSA;원두커피||
이마트24|김포운양헤리움점|02-6916-1500|경기도 김포시 김포한강11로 288-37 1층|원두커피||
이마트24|김포율생점|031-981-9980|경기도 김포시 대곶면 율생로 12|원두커피;택배;POSA;원두커피||
이마트24|김포장기청송점|031-982-4653|경기도 김포시 김포한강2로 292(장기동, 한강 현대성우오스타) 단지내상가 104, 105호|원두커피;택배;POSA||
이마트24|김포장기타운점|02-6916-1500|경기도 김포시 초당로 61번길 8 장기동 1960-5|원두커피;택배;POSA;스포츠토토||
이마트24|김포장기호반점|031-981-9690|경기도 김포시 김포한강2로 229 상가F동 104호|원두커피;택배;POSA;원두커피||
이마트24|김포전류리점|031-987-8872|경기도 김포시 하성면 월하로 908|원두커피;택배;POSA;원두커피||
이마트24|김포전류포구점|031-982-2370|경기도 김포시 하성면 금포로 1910|원두커피||
이마트24|김포초당래미안점|02-6916-1500|경기도 김포시 김포한강2로 69(장기동, 초당마을 래미안 한강)|택배;POSA||
이마트24|김포초원점|031-989-9692|경기도 김포시 대곶면 대곶북로 40|||
이마트24|김포통진점|02-6916-1500|경기도 김포시 통진읍 흥신로 290|택배;POSA||
이마트24|김포통진좋은날점|031-983-3897|경기도 김포시 통진읍 월하로 513|원두커피;택배;POSA;원두커피||
이마트24|김포풍년마을점|02-6916-1500|경기도 김포시 풍년로 9 풍년마을 삼보아파트 사우동 856|원두커피;택배;POSA||
이마트24|김포풍무대로점|02-6916-1500|경기도 김포시 양도로 74 풍무동 368-10|원두커피;POSA||
이마트24|김포풍무두송점|070-7355-9612|경기도 김포시 풍무1로 65-3|원두커피;택배;ATM;POSA;원두커피||
이마트24|김포풍무스타점|031-988-5759|경기도 김포시 양도로19번길 30|원두커피;택배;POSA;원두커피||
이마트24|김포풍무아도니스점|031-981-8086|경기도 김포시 풍무로 180 아도니스의꿈 오피스텔 101호|원두커피;택배;POSA;원두커피||
이마트24|김포풍무오성점|031-988-8092|경기도 김포시 양도로 23 오성프라자(6차)|원두커피||
이마트24|김포하성점|031-986-1122|경기도 김포시 하성면 애기봉로 802|원두커피;택배;POSA;원두커피||
이마트24|김포학운산단점|031-989-0786|경기도 김포시 양촌읍 학운산단3로25번길 26 1층|원두커피;택배;POSA;원두커피||
이마트24|김포한라비발디점|070-7700-1658|경기도 김포시 김포한강11로255번길 149 한라아파트상가동 109~112호|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|김포해병대점|02-6916-1500|경기도 김포시 양촌읍 향동로 8|원두커피||
이마트24|김포호반베르디움점|031-983-4797|경기도 김포시 김포한강4로 471 호반베르디움2차 211동 104호|원두커피;택배;POSA;원두커피||
이마트24|김포DC점|02-6916-1500|경기도 김포시 태장로 779|||
이마트24|김포NK리움힐점|070-8779-0244|경기도 김포시 김포한강4로 547|원두커피;택배;POSA;원두커피||
이마트24|김해가야점|070-7755-1815|경상남도 김해시 가야로157번길 26|원두커피;택배||
이마트24|김해고모점|055-346-5924|경상남도 김해시 진례면 고모로 160|원두커피;택배;POSA;원두커피||
이마트24|김해고점|055-328-3121|경상남도 김해시 김해대로2471번길 18|원두커피;택배;POSA;원두커피||
이마트24|김해골든루트점|055-312-0058|경상남도 김해시 주촌면 골든루트로 193-26|||
이마트24|김해골든점|055-311-9254|경상남도 김해시 주촌면 골든루트로66번길 5 106호|||
이마트24|김해구산점|02-6916-1500|경상남도 김해시 가락로 278|||
이마트24|김해내동점|070-4951-8677|경상남도 김해시 우암로 123|택배;스포츠토토;ATM;POSA||
이마트24|김해대동점|055-332-2141|경상남도 김해시 대동면 대동로 534|||
이마트24|김해동상원룸점|02-6916-1500|경상남도 김해시 가야로516번길 8|택배;POSA;원두커피||
이마트24|김해동상점|02-6916-1500|경상남도 김해시 구지로211번길 20|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|김해삼계코아루점|055-327-1204|경상남도 김해시 해반천로130번길 39 1층 121호|원두커피;택배;POSA;원두커피||
이마트24|김해삼계화정점|02-6916-1500|경상남도 김해시 삼계중앙로 5번길 13|원두커피;택배;POSA||
이마트24|김해삼방동성점|055-322-6252|경상남도 김해시 삼안로221번길 13|원두커피;택배;POSA;원두커피||
이마트24|김해삼방성심점|055-327-1718|경상남도 김해시 삼안로132번길 9|원두커피;택배;ATM;POSA;원두커피||
이마트24|김해삼방점|055-326-4740|경상남도 김해시 인제로230번길 52|24시간;원두커피;ATM;POSA;스포츠토토||
이마트24|김해삼승병원점|02-6916-1500|경상남도 김해시 김해대로 2335 김해삼승병원 1층|택배;POSA||
이마트24|김해삼안점|02-6916-1500|경상남도 김해시 삼안로310번길 14 삼성골드빌라 1층|원두커피;택배;POSA||
이마트24|김해삼정점|055-323-6498|경상남도 김해시 활천로18 1층 5호|원두커피;택배;ATM;POSA||
이마트24|김해삼정테라스점|055-339-9697|경상남도 김해시 분성로494번길 28|원두커피;택배;POSA;원두커피||
이마트24|김해서광점|02-6916-1500|경상남도 김해시 함박로 141 상가동 1층|원두커피;택배;ATM;POSA||
이마트24|김해센텀두산위브점|055-333-0700|경상남도 김해시 주촌면 천곡로 38 402동 110호|원두커피;택배;POSA;원두커피||
이마트24|김해신세계점|02-6916-1500|경상남도 김해시 분성로 216 106동|||
이마트24|김해신용삼거리점|055-342-4598|경상남도 김해시 진영읍 진영로 451|||
이마트24|김해어방원룸점|070-4062-0735|경상남도 김해시 분성로512번길 8 1층 101호|||
이마트24|김해어방점|055-326-4175|경상남도 김해시 인제로 67 1층|택배;POSA||
이마트24|김해어방행복점|055-339-4999|경상남도 김해시 활천로237번길 8-6|원두커피;택배;POSA;원두커피||
이마트24|김해엘리시안점|055-313-8700|경상남도 김해시 분성로 4 119동 101호|원두커피;택배;POSA;원두커피||
이마트24|김해외동대로점|055-313-8960|경상남도 김해시 금관대로 1165|원두커피;택배;POSA;원두커피||
이마트24|김해외동중앙점|055-327-0282|경상남도 김해시 금관대로1180번길 39|||
이마트24|김해우체국점|02-6916-1500|경상남도 김해시 전하로176번길 89|원두커피;택배||
이마트24|김해율하관동점|055-332-5783|경상남도 김해시 율하3로 103|||
이마트24|김해율하점|055-293-9269|경상남도 김해시 율하1로 97 104,105호|택배;ATM;POSA;스포츠토토||
이마트24|김해인제대점|055-324-9782|경상남도 김해시 인제로200번길 6|24시간;의약품;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|김해장유점|055-313-2524|경상남도 김해시 장유로330번길 1|||
이마트24|김해전하점|055-313-7119|경상남도 김해시 전하로161번길 10 1층 101호|원두커피;택배;POSA;원두커피||
이마트24|김해주촌점|02-6916-1500|경상남도 김해시 주촌면 서부로1701번길 42 1층|택배;POSA||
이마트24|김해중앙병원점|02-6916-1500|경상남도 김해시 분성로 94-8 1층|||
이마트24|김해진영중흥점|02-6916-1500|경상남도 김해시 진영읍 장등로19번길 18-1|||
이마트24|김해터미널점|070-7789-0943|경상남도 김해시 김해대로 2232 김해터미널 대합실 1층|원두커피;택배;POSA||
이마트24|김해테크노밸리점|055-345-5556|경상남도 김해시 진례면 테크노밸리로 25-7|원두커피;택배;POSA;원두커피||
이마트24|김해화목점|02-6916-1500|경상남도 김해시 칠산로 397 1층 105호|||
이마트24|김해흥동점|02-6916-1500|경상남도 김해시 흥동로 38|||
이마트24|까치고개점|02-883-8709|서울특별시 관악구 남부순환로 1964 1층|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|나주남평점|061-332-1266|전라남도 나주시 남평읍 강변1길 21-31|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|나주동신대점|061-333-2917|전라남도 나주시  건재로 189 (대호동)|POSA||
이마트24|나주산포점|061-335-5528|전라남도 나주시 산포면 산포로 415|||
이마트24|나주시청점|061-336-3885|전라남도 나주시 내동길 10-8|원두커피;택배;POSA;원두커피||
이마트24|나주영무점|061-332-5528|전라남도 나주시 월정1길 30 상가동 118-119호|원두커피;택배;ATM;POSA;원두커피||
이마트24|나주중앙로점|061-331-8230|전라남도 나주시 중앙로 34|원두커피;택배;POSA;원두커피||
이마트24|나주CGV점|02-6916-1500|전라남도 나주시 상야4길 16-16 119호|||
이마트24|나주CGV점|02-6916-1500|전라남도 나주시 상야4길 16-16 119호|택배;POSA;원두커피||
이마트24|나혜석거리점|02-6916-1500|경기도 수원시 팔달구 권광로188번길 51 103호|원두커피;의약품;ATM||
이마트24|낙민한일점|051-557-9877|부산광역시 동래구 온천천로339번길 25(낙민동) 1층|원두커피;택배;POSA;스포츠토토||
이마트24|남경주IC점|054-775-6769|경상북도 경주시 외동읍 산업로 2747|ATM;POSA||
이마트24|남구로역점|02-856-8560|서울특별시 구로구  구로동로 13 (가리봉동)|원두커피;ATM;POSA||
이마트24|남구문현점|051-633-5032|부산광역시 남구 전포대로20번길 44|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|남구인하로점|02-6916-1500|인천광역시 미추홀구 인하로 197 -|원두커피;ATM;POSA||
이마트24|남구주안본점|032-866-7778|인천광역시 미추홀구 주안서로 24 1층|24시간;원두커피;의약품;ATM;POSA||
이마트24|남대전IC점|042-345-7170|대전광역시 동구 대전로 1|원두커피;택배;POSA;원두커피||
이마트24|남동공단점|02-6916-1500|인천광역시 남동구 앵고개로 448(고잔동) 1층|원두커피;POSA||
이마트24|남동수현점|032-466-0211|인천광역시 남동구 수현로 18 103동 101호|원두커피;택배;POSA;원두커피||
이마트24|남문시티점|055-547-8741|경상남도 창원시 진해구 웅천동로 16 상가동 103~104호|원두커피;택배;POSA;원두커피||
이마트24|남산금강점|02-6916-1500|부산광역시 금정구  금강로 679 (남산동 태인빌라)|원두커피;택배;ATM;POSA;스포츠토토||
이마트24|남산럭키점|02-6916-1500|부산광역시 금정구 금샘로 578|||
이마트24|남산소월길점|02-6916-1500|서울특별시 용산구 후암로 34길 11 제지층 B01호(후암동)|원두커피;POSA||
이마트24|남산힐튼점|02-6916-1500|서울특별시 용산구 소월로2길 5 1층|24시간;원두커피;의약품;POSA||
이마트24|남성중앙점|02-6916-1500|경상북도 상주시 상서문2길 100|원두커피;택배;POSA;스포츠토토||
이마트24|남악뉴캐슬점|02-6916-1500|전라남도 무안군 삼향읍 남악3로82번가길 49|원두커피;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|남악원룸점|02-6916-1500|전라남도 무안군 삼향읍 남악5로60번길 20|||
이마트24|남악중앙점|02-6916-1500|전라남도 무안군 삼향읍 남악리 2173|원두커피;ATM;POSA||
이마트24|남양도심역점|02-6916-1500|경기도 남양주시 와부읍 도심길 11|택배;POSA;원두커피||
이마트24|남양동광점|031-356-9445|경기도 화성시 남양읍 역골중앙로 118|원두커피;택배;POSA;원두커피||
이마트24|남양위더스점|070-7706-0028|경기도 화성시 남양읍 시청로 7 위더스프라자|원두커피;택배;POSA;원두커피||
이마트24|남양주금곡점|02-6916-1500|경기도 남양주시 사릉로34번길 24|원두커피;택배;POSA;원두커피||
이마트24|남양주시청점|031-592-5121|경기도 남양주시 사릉로34번길 51|원두커피;ATM;POSA;원두커피||
이마트24|남양주월문점|031-577-2101|경기도 남양주시 와부읍 수레로 310|원두커피;택배;POSA;원두커피||
이마트24|남양주율석리점|031-576-2998|경기도 남양주시 와부읍 석실로488번길 6|원두커피;택배;POSA;원두커피||
이마트24|남양주일패점|031-593-4933|경기도 남양주시 경춘로 793|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|남양주현대병원점|031-527-0855|경기도 남양주시 진접읍 봉현로 21|원두커피||
이마트24|남양주호평점|02-6916-1500|경기도 남양주시 늘을1로73번길 9|택배;POSA;원두커피||
이마트24|남양주화도점|031-511-8559|경기도 남양주시 화도읍 비룡로 391|원두커피;택배;POSA||
이마트24|남원로타리점|055-551-3434|경상남도 창원시 진해구 태평로7번길 3 미래골든빌 1층|원두커피;택배;ATM;POSA||
이마트24|남원센트럴점|063-633-5454|전라북도 남원시 요천로 1306-8|택배;ATM;POSA;원두커피;의약품||
이마트24|남원하정점|063-635-3577|전라북도 남원시 광한북로 46|택배;POSA;원두커피;의약품||
이마트24|남이섬점|02-6916-1500|경기도 가평군 가평읍 북한강변로 1076|||
이마트24|남천라움점|051-612-0157|부산광역시 수영구 남천동로10번길 10 104|||
이마트24|남천안IC점|02-6916-1500|충청남도 천안시 동남구 목천읍 천안대로 56|스포츠토토;ATM;POSA||
이마트24|남청주IC점|043-266-8900|충청북도 청주시 서원구 남이면 연청로 1379|원두커피;ATM;POSA||
이마트24|남현로점|02-598-0547|서울특별시 관악구  남부순환로272길 42|택배;스포츠토토;POSA||
이마트24|내곡플라자점|02-6916-1500|서울특별시 서초구 헌릉로8길 9-8|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|내동현대1차점|070-8700-8852|경상남도 김해시 구지로 57 상가 106호108호|||
이마트24|내리점|02-6916-1500|경기도 안성시 대덕면 내리6길 24|택배;ATM;POSA||
이마트24|내방역점|02-533-1458|서울특별시 서초구  서초대로 23길 21 정방빌딩 1층 편의점|24시간;의약품;택배;POSA||
이마트24|내포신도시점|02-6916-1500|충청남도 예산군 삽교읍 청사로 202, 1층 106호|원두커피;스포츠토토||
이마트24|내포에드가프라자점|041-338-0124|충청남도 예산군 삽교읍 청사로192번길 20|||
이마트24|내포에이스점|070-7704-0010|충청남도 홍성군 홍북읍 청사로 152|택배;POSA;원두커피||
이마트24|노들섬점|070-4467-0007|서울특별시 용산구 양녕로 445 노들섬 1층|POSA;원두커피||
이마트24|노량진드림타워점|02-6916-1500|서울특별시 동작구 장승배기로 168|택배;POSA||
이마트24|노량진로점|070-7700-8036|서울특별시 동작구 노량진로8길 26|24시간;원두커피;의약품;택배;스포츠토토;POSA;스포츠토토||
이마트24|노량진중앙점|02-6916-1500|서울특별시 동작구 노량진로12길 11|원두커피;POSA||
이마트24|노벨상주유소|070-7700-9768|전라남도 목포시 백년대로 82|||
이마트24|노원공릉점|02-6916-1500|서울특별시 노원구 공릉로27길 90 1층|24시간;의약품;POSA||
이마트24|노원역점|070-8844-0864|서울특별시 노원구 상계로 64|원두커피;택배;POSA;원두커피||
이마트24|노원청암아파트점|02-6916-1500|서울특별시 노원구  덕릉로94가길 20 (상계동 청암2단지아파트)|원두커피;POSA||
이마트24|노원하계점|02-978-2709|서울특별시 노원구 밭로196|24시간;원두커피;의약품;택배;POSA;원두커피;스포츠토토||
이마트24|녹번아르체점|070-7700-4124|서울특별시 은평구  서오릉로 30|원두커피;택배;ATM;POSA;원두커피||
이마트24|녹양누리점|02-6916-1500|경기도 의정부시 본원로 46번길 13|원두커피;택배;POSA||
이마트24|논공위천점|02-6916-1500|대구광역시 달성군 논공읍 비슬로 1560|||
이마트24|논산건양대점|02-6916-1500|충청남도 논산시 중앙로 132 102호|원두커피;택배;POSA;원두커피||
이마트24|논산대교점|041-734-2324|충청남도 논산시 대화로133번길 1|원두커피;택배;POSA;원두커피||
이마트24|논산리슈빌점|070-7779-5712|충청남도 논산시 번영로53번길 14(취암동)|택배;POSA||
이마트24|논산연산점|02-6916-1500|충청남도 논산시 연산면 황룡재로 33|원두커피;택배;POSA;원두커피||
이마트24|논산터미널점|02-6916-1500|충청남도 논산시 계백로 1000 논산시외터미널상가 1층 16호|||
이마트24|논현101점|070-7700-1534|서울특별시 강남구 선릉로145길 7|24시간;원두커피;의약품;택배;ATM;POSA;원두커피;의약품;스포츠토토||
이마트24|논현개나리점|02-540-7556|서울특별시 강남구 학동로26길 25|24시간;원두커피;의약품;ATM;POSA||
