##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|FEAT@@CU
CU|대구대원룸점|053-856-0067|경상북도 경산시 진량읍 상림리 188-2번지|경상북도 경산시 진량읍 대구대로 71, (상림리)|09906|24시간;택배;튀김;커피;스포츠토토;ATM
CU|대구대점|053-851-7656|경상북도 경산시 진량읍 평사리 30-10번지|경상북도 경산시 진량읍 대구대로60길 5-8, (평사리)|23043|24시간;택배;튀김;커피;ATM
CU|대구대정문점|053-851-4862|경상북도 경산시 진량읍 내리리 94-4번지 전체 1층|경상북도 경산시 진량읍 대구대로 252-7, 전체  (내리리) 1층|14912|24시간;택배;베이커리;튀김;커피;ATM
CU|대구대후문점|053-856-1877|경상북도 경산시 진량읍 내리리 354번지|경상북도 경산시 진량읍 진량내리길 26, (내리리)|23530|택배;튀김;커피;ATM
CU|대구동구청점|053-955-2411|대구광역시 동구 효목동 962-6번지|대구광역시 동구 아양로 208, (효목동)|21719|24시간;택배;튀김;커피;ATM
CU|대구동변점|053-939-3635|대구광역시 북구 동변동 669-1번지 서편 1층|대구광역시 북구 동변로 97, 서편  (동변동) 1층|17312|24시간;택배;베이커리;튀김;커피;ATM
CU|대구동서신암점|053-939-2878|대구광역시 동구 신암동 43-9번지 1층|대구광역시 동구 아양로39길 22, (신암동) 1층|32397|24시간;택배;베이커리;튀김;커피;ATM
CU|대구동성로점|053-252-1158|대구광역시 중구 삼덕동1가 23-6번지|대구광역시 중구 동성로5길 61, (삼덕동1가)|25078|24시간;커피;ATM
CU|대구동암로점|053-312-5722|대구광역시 북구 동천동 969-9번지 1층|대구광역시 북구 동암로12길 24,  (동천동) 1층|24904|24시간;택배;커피;ATM
CU|대구동촌역점||대구광역시 동구 검사동 991-39번지|대구광역시 동구 동촌로16길 36 (검사동)|34040|택배;튀김;커피
CU|대구동호점|053-965-5105|대구광역시 동구 신서동 552-12번지 1층|대구광역시 동구 동호로 155,  (신서동) 1층|23307|택배;베이커리;튀김;커피;ATM
CU|대구두류대로점|053-652-1817|대구광역시 남구 대명10동 1646-5번지|대구광역시 남구 두류공원로 47|33248|24시간;택배;커피;ATM
CU|대구두류역점|053-522-6366|대구광역시 서구 내당4동 468-4번지 1층|대구광역시 서구 달구벌대로 1729-1, (내당동) 1층|29871|택배;튀김;커피;ATM
CU|대구두류원룸점|053-656-5867|대구광역시 달서구 두류동 137-85번지 1층|대구광역시 달서구 두류공원로50길 73, (두류동) 1층|23968|24시간;택배;커피;ATM
CU|대구만촌역점|053-745-0670|대구광역시 수성구 만촌동 1036-22번지|대구광역시 수성구 달구벌대로 2555, (만촌동)|23560|24시간;택배;베이커리;튀김;커피;ATM
CU|대구명륜로점|053-426-9995|대구광역시 중구 남산동 437-1번지 인터불고코아시스|대구광역시 중구 명륜로 19, (남산동, 인터불고코아시스)|24158|24시간;택배;튀김;커피;ATM
CU|대구반월당점|053-426-5006|대구광역시 중구 남산동 673-15번지|대구광역시 중구 중앙대로 336|31031|24시간;택배;커피;ATM
CU|대구방촌희망점|053-982-4663|대구광역시 동구 방촌동 890-6번지|대구광역시 동구 방촌로 129, (방촌동)|31623|24시간;택배;커피;ATM
CU|대구범어경신점|053-751-3942|대구광역시 수성구 범어동 96-3번지 1층|대구광역시 수성구 달구벌대로504길 45,  (범어동) 1층|25182|24시간;택배;튀김;커피
CU|대구범어명문점|053-741-3336|대구광역시 수성구 범어동 271-47번지|대구광역시 수성구 범어로 56|27676|24시간;택배;커피;ATM
CU|대구범어점|053-744-7644|대구광역시 수성구 범어동 198-1번지 1층|대구광역시 수성구 달구벌대로 2484, (범어동) 1층|24605|24시간;택배;ATM
CU|대구보건대기숙사앞점|053-965-4200|대구광역시 북구 태전동 252-1번지|대구광역시 북구 태전로 40, (태전동)|15388|24시간;택배;커피;ATM
CU|대구복현원룸점|053-943-4289|대구광역시 북구 복현동 360-62번지|대구광역시 북구 동북로61길 23-6, (복현동)|16349|24시간;택배;커피;ATM
CU|대구복현중앙점|053-383-7537|대구광역시 북구 복현동 180-1번지|대구광역시 북구 공항로 67|26684|24시간;택배;커피
CU|대구본동점|053-266-7658|대구광역시 달서구 본동 745-4번지|대구광역시 달서구 와룡로9길 13, (본동)|22226|24시간;택배;커피;ATM
CU|대구봉덕점|053-476-5553|대구광역시 남구 봉덕동 547-1번지|대구광역시 남구 중앙대로32길 100, (봉덕동)|25157|24시간;택배;커피;ATM
CU|대구봉덕중앙점|070-8948-8001|대구광역시 남구 봉덕동 701-9번지 1층 1동 1호|대구광역시 남구 중앙대로22길 95, (봉덕동) 1층 1동 1호|23767|24시간;택배;커피;ATM
CU|대구북구구암점|053-284-1161|대구광역시 북구 구암동 674-9번지|대구광역시 북구 태암남로 57|31995|24시간;택배;튀김;커피
CU|대구북구대로점|053-341-9921|대구광역시 북구 노원동1가 327번지|대구광역시 북구 원대로 109|29750|24시간;택배;베이커리;튀김;커피;ATM
CU|대구북구대현점|053-956-8701|대구광역시 북구 대현동 234-2번지 1층|대구광역시 북구 대현로9길 19(대현동), 1층|30447|24시간;택배;커피
CU|대구북구서변점|053-943-8700|대구광역시 북구 서변동 1000-1번지|대구광역시 북구 환성정길 9|30057|24시간;택배;커피
CU|대구북구읍내점|053-324-4151|대구광역시 북구 읍내동 1297-21번지|대구광역시 북구 관음동로 138, (읍내동)|32887|24시간;택배;베이커리;튀김;커피;ATM
CU|대구북구휴포레점|053-322-3207|대구광역시 북구 태전동 1194번지|대구광역시 북구 학정로 143-16|32478|24시간;택배;튀김;커피;ATM
CU|대구북비산점|053-521-0610|대구광역시 서구 비산동 2770번지|대구광역시 서구 달성공원로 75, (비산동)|32844|24시간;택배;커피;ATM
CU|대구불로대로점|053-982-3627|대구광역시 동구 불로동 443-1번지|대구광역시 동구 팔공로 134|28132|24시간;택배;튀김;커피
CU|대구비산점|070-4307-6515|대구광역시 서구 비산7동 1617-4번지|대구광역시 서구 서대구로63길 38 (비산동)|31446|택배;커피
CU|대구사수중앙점|053-311-8859|대구광역시 북구 관문동 915번지|대구광역시 북구 한강로 66|27146|24시간;택배;커피;ATM
CU|대구사수천년점|053-313-7119|대구광역시 북구 사수동 787번지 대구금호lh천년나무 5단지|대구광역시 북구 내곡로 69  대구금호lh천년나무 5단지|28128|24시간;택배;커피
CU|대구산격점|053-939-8474|대구광역시 북구 산격동 1413-15번지|대구광역시 북구 산격로 24, (산격동)|16742|24시간;택배;베이커리;튀김;커피;ATM
CU|대구산호한양점|053-311-1622|대구광역시 북구 읍내동 1351번지 산호한양 상가동 103호 1층|대구광역시 북구 대천로7길 40, 상가동  103호(읍내동, 산호한양) 1층|24128|24시간;택배;커피
CU|대구삼성생명점||대구광역시 중구 성내2동 110번지 삼성생명|대구광역시 중구 달구벌대로 2095 삼성생명|30810|커피
CU|대구삼익뉴타운점|010-8564-0050|대구광역시 서구 상중이동 116-7번지 1층|대구광역시 서구 평리로 245 1층|32567|택배;커피
CU|대구삼정그린빌점|053-628-6400|대구광역시 달서구 두류동 614-8번지|대구광역시 달서구 야외음악당로39길 45, (두류동)|21598|24시간;택배;베이커리;튀김;커피;ATM
CU|대구상동센타점|053-763-0282|대구광역시 수성구 상동 170-4번지|대구광역시 수성구 수성로25길 43, (상동)|31467|24시간;택배;커피
CU|대구상동점|053-768-9459|대구광역시 수성구 상동 384-13번지 1층 1동 1호|대구광역시 수성구 수성로14길 40, (상동) 1층 1동 1호|31848|24시간;택배;커피
CU|대구상인드림점|053-638-1445|대구광역시 달서구 상인동 1507번지|대구광역시 달서구 월곡로 268-6, (상인동)|34155|24시간;택배;튀김;커피;ATM
CU|대구상인점|053-634-1878|대구광역시 달서구 상인동 355-1번지 1층|대구광역시 달서구 상원로 77, (상인동) 1층|15833|24시간;택배;베이커리;튀김;커피;ATM
CU|대구서호원룸점|053-961-7969|대구광역시 동구 서호동 148-7번지|대구광역시 동구 안심로49길 8|28619|택배;커피
CU|대구서호중앙점|053-963-7965|대구광역시 동구 서호동 7-5번지|대구광역시 동구 경안로107길 30|29406|24시간;택배;튀김;커피;ATM
CU|대구성당동점|053-623-6048|대구광역시 달서구 성당동 830번지|대구광역시 달서구 야외음악당로 5, (성당동)|15343|24시간;택배;커피;ATM
CU|대구성당원룸점||대구광역시 달서구 성당동 200-7번지|대구광역시 달서구 대명천로6길 22, (성당동)|34154|24시간;택배;커피;ATM
CU|대구성서이곡점|053-583-3793|대구광역시 달서구 이곡1동 752-24번지 1층|대구광역시 달서구 달구벌대로264길 9 1층|31265|24시간;택배;베이커리;튀김;커피;ATM
CU|대구송현점|053-627-7421|대구광역시 달서구 송현동 2003-16번지|대구광역시 달서구 중흥로6길 16, (송현동)|24047|24시간;택배;커피;ATM
CU|대구수목원점|053-636-2573|대구광역시 달서구 대곡동 1015-8번지 1층|대구광역시 달서구 화암로73길 10,  (대곡동) 1층|19420|24시간;택배;베이커리;튀김;커피;ATM
CU|대구신기모란점|053-964-9842|대구광역시 동구 신기동 262-1번지|대구광역시 동구 반야월로28길 66, (신기동)|31501|24시간;택배;튀김;커피
CU|대구신서그린빌점|053-651-1811|대구광역시 동구 신서동 823-7번지 신서그린빌|대구광역시 동구 반야월북로 251 신서그린빌|29379|24시간;택배;커피
CU|대구신서캐슬점|053-961-9946|대구광역시 동구 신서동 755번지 신서롯데캐슬레전드 1층 상가동 103호|대구광역시 동구 안심로73길 22 신서롯데캐슬레전드 1층 상가동 103호|29135|24시간;택배;커피
CU|대구신서혁신도시1호|053-961-5752|대구광역시 동구 신서동 1149번지 이노빌딩 1층|대구광역시 동구 첨단로 30, 이노빌딩 (신서동) 1층|27957|택배;커피;ATM
CU|대구신암그린점|053-955-3227|대구광역시 동구 신암동 1192-11번지|대구광역시 동구 신성로 39, (신암동)|30131|24시간;택배;커피
CU|대구신암대로점|053-955-4262|대구광역시 동구 신암동 218-3번지|대구광역시 동구 아양로 80|29100|24시간;택배;튀김;커피
CU|대구약전골목점|053-253-9182|대구광역시 중구 남성로 2-1번지|대구광역시 중구 중앙대로81길 110|28119|24시간;택배;커피
CU|대구역서원프레시빌점|053-424-9338|대구광역시 북구 칠성동2가 302-106번지||30680|24시간;택배;커피;ATM
CU|대구용산점|053-581-9361|대구광역시 달서구 용산동 499-1번지|대구광역시 달서구 선원로 262, (용산동)|11487|24시간;택배;커피;ATM
CU|대구용산주공점|053-587-8813|대구광역시 달서구 용산동 414-4번지 성서주공6차아파트 나동 102호|대구광역시 달서구 성지로 35, (용산동, 성서주공6차아파트) 나동 102호|21044|24시간;택배;커피
CU|대구월배역점|053-635-4226|대구광역시 달서구 진천동 106-10번지 1층|대구광역시 달서구 월배로 138,  (진천동) 1층|17006|24시간;택배;커피
CU|대구유통단지2호점|053-381-7338|대구광역시 북구 산격동 1654번지|대구광역시 북구 유통단지로8길 21-13, (산격동)|34083|24시간;택배;베이커리;튀김;커피;ATM
CU|대구율하동로점|053-964-5215|대구광역시 동구 율하동 999-4번지 율하동 1층|대구광역시 동구 율하동로17길 58, 율하동  (율하동) 1층|22812|24시간;택배;베이커리;튀김;커피;ATM
CU|대구율하세영점|053-965-5215|대구광역시 동구 율하동 973-4번지 1층|대구광역시 동구 율하동로15길 46-1, (율하동) 1층|25722|24시간;택배;튀김;커피;ATM
CU|대구율하중앙점|053-961-7781|대구광역시 동구 율하동 969-5번지|대구광역시 동구 율하동로19길 29|27729|24시간;택배;커피;ATM
CU|대구율하휴먼시아점|053-961-6114|대구광역시 동구 율하동 1433번지 1층|대구광역시 동구 안심로22길 56, (율하동) 1층|19039|24시간;택배;커피;ATM
CU|대구읍내편한점|053-322-3159|대구광역시 북구 읍내동 479-2번지|대구광역시 북구 칠곡중앙대로118길 14|26699|24시간;택배;튀김;커피;ATM
CU|대구의료원본관점|053-523-5215|대구광역시 서구 중리동 1162번지|대구광역시 서구 평리로 157, (중리동)|33962|커피
CU|대구의료원점|053-522-6189|대구광역시 서구 중리동 1164-27번지 1층|대구광역시 서구 평리로29길 7, (중리동) 1층|09984|24시간;택배;커피
CU|대구이곡역점|053-583-6831|대구광역시 달서구 장기동 173-18번지 1층|대구광역시 달서구 성서동로 323, (장기동) 1층|24774|24시간;택배;튀김;커피;ATM
CU|대구장기원룸점|053-567-9409|대구광역시 달서구 용산1동 12-27번지|대구광역시 달서구 달구벌대로291안길 31-14|29502|24시간;택배;커피
CU|대구장기점|053-565-4838|대구광역시 달서구 장기동 550-5번지|대구광역시 달서구 대명천로 240, (장기동)|27559|24시간;택배;커피;ATM
CU|대구죽곡원룸점|053-581-7271|대구광역시 달성군 다사읍 죽곡리 851-7번지 1층|대구광역시 달성군 다사읍 대실역남로 94, (죽곡리) 1층|17662|24시간;택배;커피;스포츠토토
CU|대구죽전점|053-611-7268|대구광역시 달서구 죽전동 390-5번지 1층|대구광역시 달서구 와룡로53길 68,  (죽전동) 1층|25398|24시간;택배;튀김;커피;ATM
CU|대구죽전타운점|053-566-5866|대구광역시 달서구 죽전동 250-19번지|대구광역시 달서구 죽전길 29|28162|24시간;택배;커피
CU|대구죽전파워점|053-522-8880|대구광역시 달서구 죽전동 402-9번지|대구광역시 달서구 와룡로45길 50|29479|24시간;택배;베이커리;튀김;커피
CU|대구중구동산점|053-253-4456|대구광역시 중구 동산동 575-3번지|대구광역시 중구 달성로 26, (동산동)|17972|24시간;택배;베이커리;튀김;커피;ATM
CU|대구중리점|053-551-5656|대구광역시 서구 중리동 33-1번지|대구광역시 서구 국채보상로 168, (중리동)|18936|24시간;택배;베이커리;커피;스포츠토토;ATM
CU|대구지산타운점||대구광역시 수성구 지산동 565-1번지|대구광역시 수성구 지범로21길 30 (지산동)|32959|24시간;택배;커피
CU|대구진천대로점|053-636-9951|대구광역시 달서구 진천동 288-9번지 1층|대구광역시 달서구 진천로 9, (진천동) 1층|18338|24시간;택배;베이커리;튀김;커피;ATM
CU|대구진천역점|053-634-3060|대구광역시 달서구 진천동 595번지 트윈팰리스 1층|대구광역시 달서구 월배로 71,  (진천동, 트윈팰리스) 1층|21211|24시간;택배;커피;ATM
CU|대구창조경제단지점|053-341-5262|대구광역시 북구 침산동 105-2번지|대구광역시 북구 호암로 51|28147|24시간;택배;커피
CU|대구칠곡중앙대로점|053-312-6535|대구광역시 북구 태전동 1049번지|대구광역시 북구 칠곡중앙대로 350, (태전동)|24737|24시간;택배;커피
CU|대구칠곡지인점|053-322-4260|대구광역시 북구 관음동 1372-2번지|대구광역시 북구 구암로 59|27260|24시간;택배;베이커리;튀김;커피;ATM
CU|대구침산그린점|053-255-8822|대구광역시 북구 침산동 101-1번지 삼정그린코아 103동 101호|대구광역시 북구 중앙대로 570, (침산동, 삼정그린코아) 103동 101호|21999|24시간;택배;커피;ATM
CU|대구침산로뎀점|053-341-5013|대구광역시 북구 칠성동2가 89-1번지 1층 101동 107호|대구광역시 북구 옥산로 87, (칠성동2가) 1층 101동 107호|25896|24시간;택배;커피;ATM
CU|대구카톨릭원룸점|053-656-9002|대구광역시 남구 대명동 3051-57번지|대구광역시 남구 성당로18길 76-1|30119|24시간;택배;커피;ATM
CU|대구태전우방점|053-322-7828|대구광역시 북구 태전동 169-2번지 태전우방타운|대구광역시 북구 매천로 220 태전우방타운|28104|24시간;택배;커피
CU|대구태전한일점|053-311-7718|대구광역시 북구 태전1동 162-30번지|대구광역시 북구 칠곡중앙대로북53길 17|26515|24시간;택배;커피;ATM
CU|대구태전현대점|053-311-0947|대구광역시 북구 태전동 995-14번지|대구광역시 북구 칠곡중앙대로80길 5|28165|24시간;택배;커피;ATM
CU|대구평리점|053-566-8661|대구광역시 서구 평리3동 1072-1번지|대구광역시 서구 국채보상로 267, (평리동)|30105|24시간;택배;튀김;커피;ATM
CU|대구폴리텍대학점|053-568-9922|대구광역시 서구 평리3동 1086-6번지|대구광역시 서구 서대구로 166|28905|24시간;택배;튀김;커피;ATM
CU|대구푸른점|053-313-2331|대구광역시 북구 관음동 1340-21번지|대구광역시 북구 관음동로15길 14 (관음동)|31599|택배;베이커리;커피
CU|대구학정대로점|053-312-6688|대구광역시 북구 국우동 922-4번지 1층|대구광역시 북구 학정로 551 1층|28767|24시간;택배;베이커리;튀김;커피;ATM
CU|대구학정점|053-314-4509|대구광역시 북구 학정동 943-3번지 1층|대구광역시 북구 학남로 7, (학정동) 1층|26693|24시간;택배;커피;ATM
CU|대구한의대점|053-802-6163|경상북도 경산시 유곡동 298-14번지 1층|경상북도 경산시 들뫼길31길 21, (유곡동) 1층|23914|택배;베이커리;커피;ATM
CU|대구해안역점|053-985-6395|대구광역시 동구 방촌동 1058번지|대구광역시 동구 동촌로 196|29134|24시간;택배;커피
CU|대구혁신메디파크점|053-962-1266|대구광역시 동구 각산동 1080-2번지 혁신메디파크 1층 101호|대구광역시 동구 이노밸리로 166, 혁신메디파크 (각산동) 1층 101호|26485|24시간;택배;커피;ATM
CU|대구혁신산업단지점|053-961-6828|대구광역시 동구 상매동 505-8번지 스타빌딩 101호|대구광역시 동구 이노밸리로 11, 스타빌딩 (상매동) 101호|24767|24시간;택배;커피;ATM
CU|대구혁신새론점|053-964-0783|대구광역시 동구 각산동 1056번지|대구광역시 동구 과학로13길 18, (각산동)|23851|24시간;택배;튀김;커피;ATM
CU|대구호산원룸점|053-581-1340|대구광역시 달서구 호산동 385-4번지 1층|대구광역시 달서구 호산동로36길 22, (호산동) 1층|15196|24시간;택배;베이커리;튀김;커피;ATM
CU|대구호텔더팔래스점|053-476-6566|대구광역시 남구 봉덕동 688-1번지 1층 1동 1호|대구광역시 남구 이천로 13, (봉덕동) 1층 1동 1호|17649|24시간;택배;커피
CU|대구화랑효목점|053-742-8580|대구광역시 동구 효목동 632-1번지|대구광역시 동구 화랑로27길 26, (효목동)|26452|24시간;택배;커피
CU|대구화원대로점|053-642-0250|대구광역시 달성군 화원읍 설화리 790-8번지 1층|대구광역시 달성군 화원읍 비슬로 2423, (설화리) 1층|32830|택배;커피
CU|대구화원점|053-633-4073|대구광역시 달성군 화원읍 천내리 281-1번지 1층|대구광역시 달성군 화원읍 사문진로 434, (천내리) 1층|09326|24시간;택배;베이커리;튀김;커피;ATM
CU|대구황금초등점|053-763-6033|대구광역시 수성구 황금동 819-14번지 1층 1동 1호|대구광역시 수성구 들안로32길 14, (황금동) 1층 1동 1호|16131|24시간;택배;ATM
CU|대덕공단점|042-933-7845|대전광역시 대덕구 문평동 140-53번지|대전광역시 대덕구 대덕대로1417번길 20, (문평동)|19318|24시간;튀김;커피;ATM
CU|대덕대생활관점|042-862-5557|대전광역시 유성구 장동 48번지 생활관|대전광역시 유성구 가정북로 68, 생활관  (장동)|31491|택배;커피
CU|대덕대정곡관점|042-862-5556|대전광역시 유성구 장동 48번지 정곡관점|대전광역시 유성구 가정북로 68, 정곡관점  (장동)|31489|택배;커피
CU|대덕대카페테리아점|042-862-5558|대전광역시 유성구 장동 48번지 학생회관 1층|대전광역시 유성구 가정북로 68, 학생회관  (장동) 1층|31490|택배;베이커리;튀김;커피
CU|대동병원점|051-552-7234|부산광역시 동래구 명륜동 530-1번지 대동병원|부산광역시 동래구 충렬대로 187 대동병원 (명륜동) 대동병원|33604|택배;튀김;커피
CU|대동사거리점|051-703-5538|부산광역시 해운대구 좌동 1407-2번지 영풍상가|부산광역시 해운대구 좌동순환로 173, 영풍상가  (좌동)|24599|24시간;튀김;커피
CU|대동점|051-701-0442|부산광역시 해운대구 좌동 1288번지 대동타운 1층 1동 1호|부산광역시 해운대구 대천로103번길 29, (좌동, 대동타운) 1층 1동 1호|25645|24시간;택배;튀김;커피;ATM
CU|대둔산관광호텔점|063-263-0316|전라북도 완주군 운주면 611-70번지|전라북도 완주군 운주면 대둔산공원길 37, (산북리)|27019|커피
CU|대륭18차점|02-2129-4664|서울특별시 금천구 가산동 670-2번지 대륭테크노타운18차 1층 1동 102호|서울특별시 금천구 가산디지털1로 19, (가산동) 대륭테크노타운18차 1층 1동 102호|30868|택배;커피
CU|대륭19차점|-|서울특별시 금천구 가산동 345-29번지 (주)한경희생활과학 1층|서울특별시 금천구 가산디지털2로 70 (주)한경희생활과학 1층|33086|택배;커피;ATM
CU|대륭승리점||서울특별시 금천구 가산동 691번지|서울특별시 금천구 가산디지털1로 5 (가산동)|33422|택배;튀김;커피
CU|대림대박점|02-833-7173|서울특별시 영등포구 대림동 833-2번지|서울특별시 영등포구 대림로19길 2|30187|24시간;택배;커피
CU|대림디지털점|02-831-7091|서울특별시 영등포구 대림동 868-15번지|서울특별시 영등포구 디지털로 404, (대림동)|32558|24시간;택배;커피;ATM
CU|대림사랑점|02-844-9672|서울특별시 영등포구 대림동 663-7번지|서울특별시 영등포구 가마산로41길 7|27385|24시간;커피
CU|대림신동아점|070-8650-6059|서울특별시 영등포구 대림동 777-1번지 신동아아파트|서울특별시 영등포구 대림로31길 40, (대림동) 신동아아파트|30870|24시간;택배;베이커리;튀김;커피
CU|대림아크로텔점|051-743-6509|부산광역시 해운대구 좌동 1473-1번지 대림아크로텔 1층|부산광역시 해운대구 해운대로 790, 대림아크로텔  (좌동) 1층|13173|24시간;택배;베이커리;커피;ATM
CU|대림우성점|02-831-7557|서울특별시 영등포구 대림동 845-14번지|서울특별시 영등포구 도림로 188-1, (대림동)|09571|24시간;택배;베이커리;튀김;커피;스포츠토토;ATM
CU|대림점|02-832-6080|서울특별시 영등포구 대림동 1027-45번지|서울특별시 영등포구 디지털로 368, (대림동)|17455|24시간;택배;베이커리;튀김;ATM
CU|대림중앙점|02-834-1930|서울특별시 영등포구 대림동 775-7번지|서울특별시 영등포구 대림로 209, (대림동)|03278|24시간;택배;베이커리;튀김;커피;로또;ATM
CU|대림지성점|02-836-5040|서울특별시 영등포구 대림동 894-30번지|서울특별시 영등포구 디지털로 431, (대림동)|06924|24시간;택배;로또;ATM
CU|대림차이나타운점|02-375-5213|서울특별시 영등포구 대림동 1058-1번지|서울특별시 영등포구 도림천로11길 25|28726|24시간;ATM
CU|대림하나점|02-849-5175|서울특별시 영등포구 대림동 721-1번지|서울특별시 영등포구 대림로27가길 19, (대림동)|16135|24시간;택배;튀김;커피;ATM
CU|대림행복점|02-841-8417|서울특별시 영등포구 대림동 687-3번지 다청림|서울특별시 영등포구 대림로34다길 16 다청림|32963|24시간;택배;커피;ATM
CU|대림희망점|02-834-8772|서울특별시 영등포구 대림동 1101-1번지 유탑유블레스|서울특별시 영등포구 도림천로19길 12 유탑유블레스|27175|24시간;택배;커피;ATM
CU|대명리슈빌점||대구광역시 남구 대명동 930-1번지 KT대구망건설국|대구광역시 남구 안지랑로 74 KT대구망건설국 (대명동) KT대구망건설국|33536|24시간;택배;튀김;커피
CU|대명빌리지점|053-657-1277|대구광역시 남구 대명동 1040-97번지 1층|대구광역시 남구 안지랑로17길 81 1층|30882|24시간;택배;커피
CU|대명앞산점|053-626-0786|대구광역시 남구 대명동 485-1번지 1층|대구광역시 남구 큰골길 106 1층|30480|24시간;택배;튀김;커피
CU|대명청구점|053-656-6760|대구광역시 남구 대명동 1792-1번지|대구광역시 남구 중앙대로 245, (대명동)|24085|24시간;택배;베이커리;튀김;커피;스포츠토토;ATM
CU|대명현충로점|053-656-7232|대구광역시 남구 대명동 353-6번지 1층|대구광역시 남구 자유3길 54, (대명동) 1층|29857|24시간;택배;커피;ATM
CU|대방등용점|070-4036-1775|서울특별시 동작구 대방동 68-35번지 1층|서울특별시 동작구 등용로 80, (대방동) 1층|22088|24시간;택배;커피
CU|대방행복점|02-822-1958|서울특별시 동작구 대방동 391-241번지 나성제일교회|서울특별시 동작구 대방동15길 3 나성제일교회|27882|24시간;택배;튀김;커피;ATM
CU|대변바다점|051-722-1824|부산광역시 기장군 기장읍 대변리 443-19번지 1층|부산광역시 기장군 기장읍 기장해안로 583, (대변리) 1층|13443|24시간;택배;베이커리;튀김;커피;ATM
CU|대봉태왕점|053-784-7339|대구광역시 중구 대봉동 44-17번지|대구광역시 중구 동덕로 55, (대봉동)|25970|24시간;택배;커피
CU|대부명소점|032-882-1332|경기도 안산시 단원구 대부북동 1850번지|경기도 안산시 단원구 대부황금로 1421, (대부북동)|17848|24시간;커피;ATM
CU|대부평안점|032-880-9611|경기도 안산시 단원구 대부북동 1845번지||27238|택배;튀김;커피;ATM
CU|대부황금점||경기도 안산시 단원구 대부동동 556-2번지|경기도 안산시 단원구 대부황금로 853 (대부동동)|34200|24시간;튀김;커피
CU|대불항점|061-463-8361|전라남도 영암군 삼호읍 난전리 1685-39번지|전라남도 영암군 삼호읍 대불로 753, (난전리)|14463|24시간;택배;커피;ATM
CU|대산공단점|041-667-7356|충청남도 서산시 대산읍 독곶리 96-13번지|충청남도 서산시 대산읍 독곶1로 16, (독곶리)|32666|24시간;택배;베이커리;튀김;커피;ATM
CU|대산대로리점|041-663-7021|충청남도 서산시 대산읍 대로리 산70-1번지|충청남도 서산시 대산읍 명지1로 25-21, (대로리)|14397|택배
CU|대산독곳점|010-9299-4282|충청남도 서산시 대산읍 독곶리 123-29번지|충청남도 서산시 대산읍 독곶1로 56, (독곶리)|31252|커피;ATM
CU|대산삼거리점|041-663-9430|충청남도 서산시 대산읍 대산리 223-46번지|충청남도 서산시 대산읍 구진로 76, (대산리)|15191|택배;ATM
CU|대산삼길포점||충청남도 서산시 대산읍 화곡리 2-1번지|충청남도 서산시 대산읍 삼길포1로 65, (화곡리)|17432|커피;ATM
CU|대산삼길포타운점|041-663-0937|충청남도 서산시 대산읍 화곡리 40-6번지|충청남도 서산시 대산읍 삼길포1로 11, (화곡리)|21454|택배;커피;ATM
CU|대산삼성점|041-666-1267|충청남도 서산시 대산읍 대산리 90-9번지|충청남도 서산시 대산읍 망일산로 803, (대산리)|22026|24시간;택배;ATM
CU|대산점|041-663-9075|충청남도 서산시 대산읍 대산리 133-11번지|충청남도 서산시 대산읍 구진로 10, (대산리)|14339|택배;튀김;커피;ATM
CU|대산중앙점|041-669-8022|충청남도 서산시 대산읍 대산리 107-1번지|충청남도 서산시 대산읍 구진천로 11, (대산리)|26601|24시간;택배;튀김;커피;ATM
CU|대산한성필하우스점|041-669-6866|충청남도 서산시 대산읍 대산리 1574번지||32266|24시간;택배;베이커리;튀김;커피;ATM
CU|대산화곡점|041-667-8666|충청남도 서산시 대산읍 화곡리 443-4번지|충청남도 서산시 대산읍 충의로 2658, (화곡리)|24471|택배;커피;ATM
CU|대성로드점|063-251-6285|전라북도 전주시 완산구 대성동 261-1번지|전라북도 전주시 완산구 춘향로 5213 (대성동)|31729|택배;베이커리;커피
CU|대성리점|031-584-6185|경기도 가평군 청평면 대성리 399-77번지|경기도 가평군 청평면 경춘로 84, (대성리)|25643|택배;베이커리;커피;ATM
CU|대소부영점|043-537-3067|충청북도 음성군 대소면 대풍리 621번지 부영사랑으로아파트 1층 101호|충청북도 음성군 대소면 대청로 17, (대풍리, 부영사랑으로아파트) 1층 101호|14370|24시간;택배;커피;ATM
CU|대소웰메이드점|070-8901-6958|충청북도 음성군 대소면 태생리 653번지 1층|충청북도 음성군 대소면 대화3길 23 (태생리) 1층|32209|택배;커피
CU|대소유통센터점|043-882-7818|충청북도 음성군 대소면 오류리 826번지 1층|충청북도 음성군 대소면 대물1길 6-5, (오류리) 1층|23757|24시간;택배;튀김;커피;ATM
CU|대소태생점|043-927-0770|충청북도 음성군 대소면 태생리 539-4번지 1층|충청북도 음성군 대소면 오태로 148, (태생리) 1층|26091|24시간;베이커리;튀김;커피;ATM
CU|대소휴게음식점|043-882-7971|충청북도 음성군 대소면 소석리 334-1번지|충청북도 음성군 대소면 대금로 608, (소석리)|25345|24시간;택배;베이커리;커피
CU|대신제일점|080-80-3663|부산광역시 서구 동대신2동 291-4번지|부산광역시 서구 구덕로296번길 49, (동대신동2가)|32736|24시간;택배;커피
