##NAME|SUBNAME|TELNUM|ADDR|NEWADDR
우리은행|의정부금오지점|031-853-4668|경기 의정부시 금오동 470-5 금강프라자 2층|경기도 의정부시 청사로 49 금오빌딩 (금오동, 금강프라자 1, 2층)
우리은행|의정부외국인금융센터|031-826-7157|경기도 의정부시 의정부동 184-1|경기도 의정부시 행복로 47
우리은행|의정부지점|031-875-8151|경기 의정부시 의정부2동 493|경기도 의정부시 시민로 58 (의정부동)
우리은행|이매동지점|031--707-3014|경기 성남시 분당구 이매동 131-4|경기도 성남시 분당구 판교로 438 (이매동)
우리은행|이천지점|031-635-1901|경기 이천시 창전동 147-24|경기도 이천시 이섭대천로 1241 (창전동)
우리은행|인덕원지점|031-424-5112|경기 안양시 평촌동 118-7 영우빌딩|경기도 안양시 동안구 흥안대로 416 영우빌딩 (평촌동)
우리은행|일산덕이지점|031-924-4581~3|경기 고양시 일산서구 일산덕이개발사업구역 9블럭 1로트 리더스프라자 2층|경기도 고양시 일산서구 하이파크로 (덕이동) 78-1 리더스프라자 2층
우리은행|일산백마지점|031-903-2442|경기 고양시 일산동구 마두동 753-3 창북종합상가 1~2층|경기도 고양시 일산동구 일산로 245 (마두동)
우리은행|일산위시티지점|031-963-7337|경기 고양시 일산동구 식사동 1528 위시티 일산자이주상복합상가 1층|
우리은행|일산중앙지점|031-919-0501|경기 고양시 일산 서구 주엽동 71|경기도 고양시 일산서구 중앙로 1422 (주엽동)
우리은행|일산지점|031-903-7103|경기 고양시 일산 동구 마두2동 798|경기도 고양시 일산동구 중앙로 1202 (마두동)
우리은행|일산풍동지점|031-932-2322|경기 고양시 일산동구 풍동 1279-4|경기도 고양시 일산동구 숲속마을1로 71 샘터빌딩 1,2층 (풍동)
우리은행|일산호수지점|031-908-8308|경기 고양시 일산동구 장항동 763 라페스타 E동|경기도 고양시 일산동구 무궁화로 32-12 (장항동)
우리은행|일산후곡지점|031-913-0121|경기 고양시 일산서구 일산3동 1101|경기도 고양시 강선로 168(일산동 후곡마을 14단지)
우리은행|정왕동지점|031-497-2541|경기 시흥시 정왕동 1873-3 월드A상가|경기도 시흥시 옥구천동로 402 월드A상가 2층 (정왕동)
우리은행|정자역지점|031-719-9423|경기 성남시 분당구 정자동 15-7 하나프라자 1층|경기도 성남시 분당구 느티로 27  하나프라자 (정자동)
우리은행|죽전역지점|031-896-5511|경기 용인시 기흥구 보정동 1207-3 SJ타워 2층|경기도 용인시 죽전로 39 2층 (보정동, SJ타워)
우리은행|죽전지점|031-264-0071|경기 용인시 수지구 죽전동 1174-1|경기도 용인시 수지구 현암로 81 (죽전동)
우리은행|중동중앙지점|032-322-5001|경기도 부천시 원미구 중3동 1056-2 대일빌딩 1층|경기도 부천시 원미구 길주로 249 (중동)
우리은행|중산지점|031-976-9230|경기 고양시 일산 동구 중산동 1667-9|경기도 고양시 일산동구 고봉로 270 (중산동)
우리은행|중앙대안성캠퍼스출장소|031-675-7275|경기 안성시 대덕면 내리 산40-1|경기도 안성시 대덕면 서동대로 4726 (내리) 중앙대안성캠퍼스 601동
우리은행|진접지점|031-572-1900|경기 남양주시 진접읍 금곡리 1021-2|경기도 남양주시 진접읍 해밀예당1로 221
우리은행|천천동지점|031-245-2400|경기 수원시 장안구 천천동 527-2|경기도 수원시 장안구 만석로19번길 35 수정프라자빌딩 2층 (천천동)
우리은행|코오롱타워금융센터|02-503-8731|경기 과천시 별양동 1-23|경기도 과천시 코오롱로 11 (별양동)
우리은행|탄현지점|031-914-4271|경기 고양시 일산 서구 탄현동 142-33외|경기도 고양시 일현로 107 (탄현동)
우리은행|토평지점|031-552-3000|경기 구리시 수택동 873|경기도 구리시 장자대로 70 (수택동)
우리은행|파주금융센터|031-945-9211|경기 파주시 금촌동 952-1|경기도 파주시 후곡로 1 (금촌동)
우리은행|파주남지점|031-945-5231|경기 파주시 조리면 봉일천리 209-1|경기도 파주시 조리읍 통일로 325 (봉일천리)
우리은행|판교벤처밸리금융센터|031-8023-5252|경기도 성남시 분당구 삼평동 632|경기도 성남시 분당구 대왕판교로 645번길 36(삼평동)
우리은행|판교역지점|031-8017-8238|경기 성남시 분당구 삼평동 741 푸르지오월드마크 상가 2층|경기 성남시 분당구 대왕판교로606번길 58 (삼평동, 판교푸르지오월드마크)
우리은행|판교제2테크노밸리출장소||경기 성남시 수정구 시흥동 293|경기도 성남시 수정구 창업로 42 (시흥동)
우리은행|판교테크노밸리금융센터|031-706-0651~3|경기 성남시 분당구 삼평동 681번지 H-스퀘어 N동|경기도 성남시 분당구 판교역로 235  H스퀘어타워 (삼평동)
우리은행|평촌관악타운출장소|031-383-1104|경기 안양시 동안구 비산동 1102 관악타운 상가내|경기도 안양시 학의로 24번지 관악아파트 상가 (비산동)
우리은행|평촌금융센터|031-382-7001|경기 안양시 동안구 비산동 1107-1|경기도 안양시 동안구 시민대로 167 (비산동)
우리은행|평촌스마트스퀘어지점|031-426-9343|경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 1층|경기도 안양시 동안구시민대로 311
우리은행|평택LG전자출장소|031-668-1792|경기 평택시 진위면 청호리 19-1 LG전자 평택공장|경기도 평택시 진위면 엘지로 222  LG전자 평택공장 (청호리)
우리은행|평택금융센터|031-655-2111|경기 평택시 통복동 84-1|경기도 평택시 중앙로 31 (통복동)
우리은행|평택삼성전자출장소|031-611-8597|경기도 평택시 고덕면 여염리 18 삼성전자 평택캠퍼스|경기도 평택시 고덕면 삼성로 144
우리은행|포천지점|031-536-0321|경기도 포천시 신읍동 14-4|경기도 포천시 중앙로 156  (신읍동)
우리은행|풍무동지점|031-997-8333|경기도 김포시 풍무동 595|경기도 김포시 풍무로 20  바다마트 (풍무동)
우리은행|하남미사지점|031-796-7506|경기도 하남시 망월동 968-1|경기도 하남시 미사강변대로 212 (망월동)
우리은행|하남지점|031-793-8001|경기 하남시 덕풍3동 419-32|경기도 하남시 신장로 130-5 (덕풍동)
우리은행|하안동지점|02-894-1812|경기 광명시 하안3동 60|경기도 광명시 하안로 292 (하안동)
우리은행|한국외대글로벌캠퍼스(출|031-339-5416|경기 용인시 처인구 모현면 왕산리 산89 (후생복지관)|경기도 용인시 처인구 모현면 외대로 81 (왕산리)
우리은행|한국항공대학교출장소|02-3158-3656|경기 고양시 덕양구 화전동 200-1 한국항공대학교|경기도 고양시 항공대학로 76 한국항공대학교 (화전동)
우리은행|한림대학교//동탄성심병원|031-613-9777|경기 화성시 석우동 40번지|경기도 화성시 큰재봉길 7  (석우동) 한림대학교 동탄성심병원내
우리은행|한림대학교//성심병원|031-387-9181|경기 안양시 동안구 평촌동 896 한림대성심병원내|경기도 안양시 동안구 관평로170번길 22 한림대학교성심병원 내 (평촌동)
우리은행|한일타운지점|031-252-8730|경기 수원시 장안구 조원동 191 수원한일타운APT 단지내상가|경기도 수원시 장안구 송원로 109-8번길 수원한일타운APT단지내상가 (조원동)
우리은행|행신동지점|031-979-4191|경기도 고양시 덕양구 행신동 1083-2|경기도 고양시 덕양구 중앙로 440 (행신동)
우리은행|험프리스출장소|031-8054-0804|경기도 평택시 팽성읍 Camp Humphreys內 지원단 복지동|경기도 평택시 팽성읍 Camp Humphreys內 지원단 복지동
우리은행|헬리오시티출장소|02-400-5697|서울 송파구 가락동 479|서울특별시 송파구 송파대로 345 (가락동)
우리은행|현대자동차남양연구소(출|031-357-9339|경기 화성시 장덕동 772-1|경기도 화성시 현대연구소로 150 (장덕동, 현대기아자동차남양연구소)
우리은행|호계동지점|031-453-4177|경기 안양시 동안구 호계동 555-9|경기도 안양시 동안구 엘에스로 76?대우디오밸리 221호(호계동)
우리은행|호평지점|031-592-1762|경기 남양주시 호평동 639|경기도 남양주시 늘을2로 32  (호평동)
우리은행|화성남양지점|031-356-4615|경기 화성시 남양동 1203번지|경기도 화성시 남양성지로 135 (남양동)
우리은행|화성봉담지점|031-297-0100|경기 화성시 봉담읍 동화리 봉담택지개발지구 B-8 웅신아트프라자|경기도 화성시 봉담읍 동화길 91 웅신아트프라자 2층 (동화리)
우리은행|화성삼성전자1출장소|031-206-5242|경기 화성시 반월동 산 16|경기도 화성시 삼성전자로 1 (반월동)
우리은행|화성정남지점|031-8047-0090~3|경기도 화성시 정남면 신리 260-8|경기도 화성시 정남면 서봉로 1006-4 (신리)
우리은행|화성팔탄지점|031-8047-5250|경기도 화성시 팔탄면 구장리 127-93|경기도 화성시 팔탄면 시청로 934-2 우리들유통상가 H동 (구장리)
우리은행|화정역금융센터|031-979-0900|경기 고양시 덕양구 화정동 972|경기도 고양시 덕양구 화신로272번길 58 (화정동, 영프라자빌딩)
우리은행|회룡역지점|031--871-8001|경기 의정부시 호원동 426|경기도 의정부시 평화로 375 (호원동)
우리은행|효정설악출장소|031-585-9036|경기 가평군 설악면 송산리 308-1|경기도 가평군 설악면 미사리로 267-281
우리은행|LS타워금융센터|031-456-6138|경기 안양시 동안구 호계동 1026-6번지 LS타워 1층|경기도 안양시 동안구 엘에스로 127  LS타워 1층 (호계동)
우리은행|SK하이닉스출장소|031-694-3770|경기도 이천시 부발읍 경충대로 2091 SK하이닉스 이천본사 협력2관(3번동)|경기도 이천시 부발읍 경충대로 2091
우리은행|LG트윈타워금융센터|02-784-3421|서울 영등포구 여의도동 20 LG빌딩|서울특별시 영등포구 여의대로 128 (여의도동 LG빌딩동관2층)
우리은행|TC/프리미엄/잠실센터|02-412-9082|서울 송파구 신천동 7-18|서울 송파구 올림픽로 269
우리은행|가든파이브지점|02-2043-0220|서울 송파구 문정동 289번지외 21필지 가든파이브 웍스(나블럭)SS-0103호|서울특별시 송파구 충민로 52 가든파이브 웍스(나블럭)SS-103호(문정동,가든파이브윅스)
우리은행|가락남부지점|02-404-9471|서울 송파구 가락동 138|서울특별시 송파구 동남로 169?(가락동)
우리은행|가락동지점|02-415-7961|서울 송파구 석촌동 296-4|서울특별시 송파구 가락로 120 (석촌동)
우리은행|가락중앙금융센터|02-431-0506|서울 송파구 가락동 78 IT벤처타워빌딩(서관)|서울특별시 송파구 중대로 135 IT벤처타워 서관 (가락동)
우리은행|가산IT금융센터|02-857-9761|서울 금천구 가산동 60-51|서울특별시 금천구 디지털로 200 (가산동)
우리은행|가산디지털밸리지점|02-868-0066|서울 금천구 가산동 505-14 코오롱 애스턴 1층|서울특별시 금천구 가산디지털1로 212 (가산동)
우리은행|가산디지털중앙지점|02-852-0414|서울 금천구 가산동 371-37 STX V-TOWER 107-8호|서울특별시 금천구 가산디지털1로 128, STXV-TOWER 1층 (가산동)
우리은행|가산벤처지점|02-839-9176|서울 금천구 가산동 327-32|서울특별시 금천구 가산디지털2로 14 (가산동) 대륭테크노타운 12차
우리은행|가산하이테크지점|02-6123-5100|서울 금천구 가산동 345-4 에이스하이엔드8차 1층 103~4호|서울특별시 금천구 가산디지털1로 84  에이스 하이-엔드 타워8차1층10(가산동)
우리은행|가양동지점|02-2659-8011|서울 강서구 가양동 1480-6,7|서울특별시 강서구 양천로57길 10-10 (가양동)
우리은행|가톨릭회관지점|02-319-4201|서울 중구 명동2가 1 가톨릭회관내|서울특별시 중구 명동길 80  (명동2가, 가톨릭회관내)
우리은행|강남교보타워금융센터|02-3481-5041|서울 서초구 서초동 1303-22|서울특별시 서초구 강남대로 465 (서초동)
우리은행|강남구청출장소|02-518-9317|서울 강남구 삼성동 16-1|서울특별시 강남구 학동로 426 (삼성동)
우리은행|강남대로금융센터|02-597-3001|서울 강남구 역삼동 837-36 랜드마크타워1층|서울특별시 강남구 강남대로 308 (역삼동)
우리은행|강남세브란스병원출장소|02-3463-6071|서울 강남구 도곡동 146-92 1층|서울특별시 강남구 언주로 211  1층 (도곡동)
우리은행|강남역지점|02-537-2266|서울 서초구 서초동 1306-8|서울특별시 서초구 강남대로 415 (서초동)
우리은행|강남지점|02-534-2121|서울 서초구 서초동 1677-11 삼환바우스 1,2층|서울특별시 서초구 서초대로 340 (서초동, 삼환바우스)
우리은행|강동구청지점|02-471-1305|서울 강동구 성내동 540|서울특별시 강동구 성내로 25 (성내동)
우리은행|강서구청지점|02-2697-0767|서울 강서구 화곡6동 980-16|서울특별시 강서구 화곡로 302 (화곡동)
우리은행|강서지점|02-2603-8551|서울 강서구 화곡동 998-2|서울특별시 강서구 화곡로 309 (화곡동)
우리은행|개롱역지점|02-430-7400|서울 송파구 가락동 166-9|서울특별시 송파구 동남로 236 (가락동)
우리은행|개봉동지점|02-2684-6051|서울 구로구 개봉동 403-108|서울특별시 구로구 개봉로 49 (개봉동)
우리은행|개포동지점|02-575-1416|서울 강남구 도곡2동 464|서울특별시 강남구 언주로 123 (도곡동)
우리은행|개포역지점|02-445-9300|서울 강남구 개포동 186-13|서울특별시 강남구 개포로 504
우리은행|개포중앙지점|02-578-9700|서울 강남구 개포동 655-4|서울특별시 강남구 개포로 265 (개포동)
우리은행|갤러리아팰리스지점|02-419-2451|서울 송파구 잠실동 40 갤러리아팰리스 A동|서울특별시 송파구 올림픽로 212 갤러리아팰리스 A동 (잠실동)
우리은행|거여동지점|02-448-4512|서울 송파구 거여동 37-1|서울특별시 송파구 오금로 511 (거여동)
우리은행|건대역출장소|02-3425-0011|서울 광진구 자양동 227-344 광진문화예술회관|서울특별시 광진구 능동로 76 광진문화예술회관 (자양동)
우리은행|경희대학교출장소|02-957-8041|서울 동대문구 회기동 36-3|서울특별시 동대문구 경희대로 24 (회기동)
우리은행|고덕지점|02-481-0811|서울 강동구 명일동 54|서울특별시 강동구 동남로71길 23?(명일동)
우리은행|고척동지점|02--2689-9797|서울 구로구 개봉동 179-8|서울특별시 구로구 경인로 368 (개봉동)
우리은행|공덕동효성금융센터|02-715-6311|서울 마포구 공덕동 450 효성빌딩|서울특별시 마포구 마포대로 119 효성빌딩 (공덕동)
우리은행|공릉역지점|02-973-0030|서울 노원구 공릉동 375-4|서울특별시 노원구 동일로 1082 (공릉동)
우리은행|공항동지점|02-2666-0071|서울 강서구 공항동 42-4|서울특별시 강서구 공항대로 32 (공항동)
우리은행|관악구청지점|02-887-3803|서울 관악구 봉천동 1570-1|서울특별시 관악구 관악로 145 관악구청내 지하1층 (봉천동)
우리은행|광장동지점|02-453-5451|서울 광진구 광장동 218-1|서울특별시 광진구 아차산로 552 (광장동)
우리은행|광화문D타워출장소|02-2251-8399|서울시 종로구 청진동 249 광화문D타워 지하2층|서울특별시 종로구 종로3길 17 광화문D타워 지하2층
우리은행|광화문지점|02-735-6905|서울 종로구 도렴동 60 도렴빌딩|서울특별시 종로구 새문안로5길 37 도렴빌딩 (도렴동)
우리은행|광희동지점|02-2279-9101|서울 중구 광희동 216|서울특별시 중구 퇴계로 307  (광희동1가)
우리은행|교대역지점|02-586-2001|서울 서초구 서초동 1577-4|서울특별시 서초구 서초중앙로 85 (서초동)
우리은행|구로구청지점|02-852-2457|서울 구로구 구로본동 435 신축별관1층|서울특별시 구로구 가마산로 245 (구로동)
우리은행|구로동지점|02-837-3048|서울 구로구 구로동 735-26|서울특별시 구로구 구로동로 118 (구로동)
우리은행|구로디지털밸리지점|02-852-0090|서울 구로구 구로동 182-13 대륭포스트타워Ⅱ 1층|서울특별시 구로구 디지털로 306, 대륭포스트타워2차 (구로동)
우리은행|구로디지털산단금융센터|02-867-1361|서울 구로구 구로동 222-12 마리오타워|서울특별시 구로구 디지털로30길 28 (구로동)
우리은행|구로본동지점|02-866-2231|서울 구로구 구로본동 426-6|서울특별시 구로구 가마산로 203 (구로동)
우리은행|구로중앙지점|02-2637-5656|서울 구로구 구로동 611-26 오퍼스상가 1-2층|서울특별시 구로구 구로중앙로 207 (구로동)
우리은행|구의동지점|02-457-9761|서울 광진구 구의동 68-11|서울특별시 광진구 광나루로 509 (구의동)
우리은행|구일지점|02-867-2252|서울 구로구 구로동 685-214|서울특별시 구로구 구일로4길 49 (구로동)
우리은행|국군재정관리단출장소|02-796-8072|서울 용산구 이태원동 309번지 국군재정관리단 민원동 2층|서울시 용산구 회나무로 4 (이태원동)
우리은행|국민대학교지점|02-917-8822|서울 성북구 정릉동 861-1 국민대학교 종합복지관|서울특별시 성북구 정릉로 77 (정릉동)
우리은행|국방부출장소|02-793-4185|서울 용산구 용산동 3가 1|서울특별시 용산구 이태원로 22 (용산동3가) 국방부 민원실 2층
우리은행|군자역지점|02-3409-2210|서울 광진구 군자동 478-5|서울특별시 광진구 천호대로 548 (군자동)
우리은행|금융감독원지점|02-784-3141|서울 영등포구 여의도동 27 금융감독원빌딩|서울특별시 영등포구 여의대로 38 금융감독원 지하1층 (여의도동)
우리은행|금천구청지점|02-807-0715|서울 금천구 시흥동 113-79外|서울특별시 금천구 시흥대로73길 70  (시흥동)
우리은행|금호동지점|02-2298-2522|서울 성동구 금호동 4가 1109|서울특별시 성동구 장터길 46 (금호동4가)
우리은행|길동역지점|02-478-9191|서울 강동구 길동 389-5 삼환빌딩|서울특별시 강동구 양재대로 1477 (길동)
우리은행|길동지점|02-482-5556|서울 강동구 길동 320-5|서울특별시 강동구 양재대로 1554 (길동)
우리은행|길음뉴타운지점|02-912-2100|서울 성북구 길음동 1284 삼성래미안 상가A동|서울특별시 성북구 길음로 33 삼성래미안상가A동 (길음동)
우리은행|김포공항국내선출장소|02-2667-0218|서울 강서구 공항동 1373|서울특별시 강서구 하늘길 112 국내선청사 1층 (외발산동)
우리은행|김포공항국제선출장소|02-2667-0236|서울시 강서구 방화동 886|서울시 강서구 하늘길 38 국제선청사 내
우리은행|까치산역지점|02-2602-6472|서울 강서구 화곡동 341-65번지 판타지아빌딩 2층|서울특별시 강서구 강서로 52, 판타지아빌딩 (화곡동)
우리은행|낙성대역지점|02-872-8741|서울 관악구 봉천6동 1679-24|서울특별시 관악구 남부순환로 1889 (봉천동)
우리은행|낙성대지점|02-879-2071|서울 관악구 봉천11동 1639-1|서울특별시 관악구 인헌6길 15 (봉천동)
우리은행|남가좌동지점|02-373-0604|서울 서대문구 남가좌2동 347-2|서울특별시 서대문구 증가로 133 (남가좌동)
우리은행|남대문시장지점|02-756-1371|서울시 중구 남대문로4가 3-3|서울시 중구 남대문시장길 25-8
우리은행|남부터미널지점|02-597-6839|서울 서초구 서초동 1445-4|서울특별시 서초구 서초중앙로 26 (서초동, 래미안서초유니빌)
우리은행|남역삼동금융센터|02-557-7090|서울 강남구 역삼동 788-2|서울특별시 강남구 논현로64길 4 (역삼동)
우리은행|노량진지점|02-815-4301|서울 동작구 노량진동 42-11|서울특별시 동작구 노량진로 116 (노량진동. 백이빌딩)
우리은행|노원지점|02-934-1321|서울 노원구 상계동 727|서울특별시 노원구 노해로 482 (상계동)
우리은행|논현동지점|02-3442-3111|서울 강남구 논현동 114|서울특별시 강남구 언주로 710 (논현동)
우리은행|논현역금융센터|02-544-9004~5|서울 서초구 잠원동 37-12|서울특별시 서초구 신반포로 339 1층 (잠원동)
우리은행|논현중앙지점|02-542-3117|서울 강남구 논현동 19-7|서울특별시 강남구 강남대로 574 (논현동)
우리은행|답십리지점|02-2248-9185|서울 동대문구 답십리5동 494-2|서울특별시 동대문구 천호대로 295 (답십리동)
우리은행|당산동지점|02-2676-8501|서울 영등포구 당산동3가 264-1|서울특별시 영등포구 당산로 116 (당산동3가)
우리은행|당산역지점|02-2632-6001|서울 영등포구 당산동5가 11-32|서울특별시 영등포구 양평로 11 (당산동5가)
우리은행|대림3동지점|02-834-1373|서울 영등포구 대림동 682|서울특별시 영등포구 가마산로 356 (대림동)
우리은행|대림동외국인금융센터|02-831-0875|서울특별시 영등포구 대림동 1057-63|서울특별시 영등포구 도림로38길 9
우리은행|대림동지점|02-848-5121|서울 동작구 신대방1동 607-62|서울특별시 동작구 시흥대로 654-1 (신대방동)
우리은행|대방동지점|02-826-2291|서울 동작구 대방동 501|서울특별시 동작구 여의대방로 250?(대방동)
우리은행|대치남지점|02-567-0483|서울 강남구 대치동 511 미도종합상가|서울특별시 강남구 남부순환로 3032 미도종합상가 (대치동)
우리은행|대치동지점|02-562-8181|서울 강남구 대치동 991-3|서울특별시 강남구 도곡로 530 (대치동)
우리은행|대치북지점|02-552-6601|서울 강남구 대치동 904-14|서울특별시 강남구 역삼로 447 (대치동)
우리은행|대치역금융센터|02-569-9031|서울 강남구 대치1동 629|서울특별시 강남구 남부순환로 2913 (대치동)
우리은행|대한항공출장소|02-2666-7402|서울시 강서구 외발산동 423-2|서울시 강서구 하늘길 259 부속동 1층
우리은행|대흥역지점|02-711-9491|서울 마포구 염리동 159-10|서울특별시 마포구 백범로 134-1(염리동)
우리은행|도곡동금융센터|02-564-4761|서울 강남구 역삼동 755|서울특별시 강남구 역삼로 310 한솔필리아  (역삼동)
우리은행|도곡렉슬지점|02-2057-9900|서울 강남구 도곡동 527-3 도곡렉슬 단지내상가|서울특별시 강남구 선릉로 225 도곡렉슬 단지내상가 (도곡동)
우리은행|도곡로지점|02-573-9119|서울 강남구 도곡동 544 신호빌딩|서울특별시 강남구 도곡로 184  신호빌딩 (도곡동)
우리은행|도곡스위트지점|02-2058-1100|서울 강남구 도곡동 467-7 아카데미스위트|서울 강남구 언주로30길21(도곡동,아카데미스위트)
우리은행|도봉구청지점|02-3491-1188|서울 도봉구 방학동 720번지 도봉구청 내 1층|서울특별시 도봉구 마들로 656, 도봉구청 (방학동)
우리은행|도봉지점|02-3493-2001|서울 도봉구 방학1동 654-22|서울특별시 도봉구 도봉로 707 (방학동)
우리은행|도산대로금융센터|02-546-4077|서울특별시 강남구 신사동 629-15 (주)평화자동차강남사옥|서울특별시 강남구 도산대로 235 (신사동)
우리은행|독립문지점|02-363-6191|서울 서대문구 영천동 305|서울특별시 서대문구 통일로 195 (영천동)
우리은행|독산남지점|02-899-3286|서울 금천구 독산1동 1093|서울특별시 금천구 한내로 56  (주)KT 신금천지점 (독산동)
우리은행|독산동지점|02-851-8011|서울 금천구 독산동 150-1|서울특별시 금천구 시흥대로 457 (독산동)
우리은행|독산지식산업센터지점|02-2104-6780|서울시 금천구 독산동 291-1|서울시 금천구 두산로 70
우리은행|동대문구청지점|02-965-4713|서울 동대문구 용두동 39-9|서울특별시 동대문구 천호대로 145 (용두동)
우리은행|동대문지점|02-2278-5121|서울 종로구 종로6가 289-55|서울특별시 종로구 종로 266 (종로6가)
우리은행|동부이촌동지점|02-796-5151|서울 용산구 이촌동 302-52|서울특별시 용산구 이촌로 200 (이촌동)
우리은행|동소문로지점|02-923-3571|서울 성북구 동소문동 3가 63|서울 성북구 동소문로 48 (동소문동3가)
우리은행|동역삼동금융센터|02-553-1751|서울 강남구 역삼동 647-15|서울특별시 강남구 테헤란로 133 (역삼동)
우리은행|동자동지점|02-754-4491|서울 용산구 동자동 56|서울시 용산구 한강대로 366(동자동)
우리은행|동작구청지점|02-815-0636|서울 동작구 노량진동 47-2|서울특별시 동작구 장승배기로 161 (노량진동)
우리은행|두산타워금융센터|02-3398-4520|서울 중구 장충단로 275(을지로6가 18-12)|서울특별시 중구 장충단로 275 (을지로6가) 두산타워 상가동 지하1층
우리은행|둔촌남지점|02-484-3001|서울 강동구 둔촌동 94-3 아미빌딩|서울특별시 강동구 진황도로 195 아미빌딩 (둔촌동)
우리은행|둔촌동지점|02-485-2861|서울 강동구 둔촌동 53-1,2|서울특별시 강동구 천호대로 1190 (둔촌동)
우리은행|둔촌역금융센터|02-488-4722|서울 강동구 성내동 415-8|서울특별시 강동구 양재대로 1377 (성내동)
우리은행|등촌역지점|02-3661-0405|서울 강서구 염창동 274-8|서울특별시 강서구 공항대로 535 (염창동)
우리은행|뚝섬역지점|02--465-0616~8|서울 성동구 성수동 1가 14-18|서울특별시 성동구 아차산로 49 (성수동1가) 서울특별시숲코오롱디지털타워3차 1층
우리은행|롯데월드몰출장소|02-3213-4657|서울특별시 송파구 신천동 29 롯데월드몰 지하 1층 크리스피크림도넛코너|서울특별시 송파구 올림픽로 300 롯데월드몰 지하 1층 크리스피크림도넛코너
우리은행|마곡역지점|02-3664-5057|서울 강서구 마곡동 773-3|서울특별시 강서구 공항대로 195
우리은행|마들역지점|02-934-5611|서울 노원구 상계동 651-3|서울특별시 노원구 동일로 1549 (상계동)
우리은행|마포구청지점|02-324-2274|서울 마포구 성산동 368-1|서울특별시 마포구 월드컵로 212  (성산동, 마포구청)
우리은행|마포금융센터|02-719-9411|서울 마포구 도화동 50-1|서울특별시 마포구 마포대로 45 (도화동)
우리은행|마포중앙지점|02-707-1355|서울 마포구 도화동 180-4|서울특별시 마포구 마포대로 78 경찰공제회 자람빌딩 1층(도화동)
우리은행|망우동지점|02-491-0010|서울 중랑구 망우3동 531-6|서울특별시 중랑구 용마산로 449 (망우동)
우리은행|망원역지점|02-326-0700|서울 마포구 서교동 441-3 서교월드빌딩|서울특별시 마포구 월드컵로 88 서교월드빌딩 (서교동)
우리은행|매경미디어금융센터|02-2000-4800|서울 중구 필동1가 30-1|서울특별시 중구 퇴계로 190 (필동1가)
우리은행|면목동지점|02-434-1112|서울 중랑구 면목7동 632-3|서울특별시 중랑구 면목로 283 (면목동)
우리은행|명동금융센터|02-774-4011|서울 중구 명동2가 33-2|서울특별시 중구 명동길 42 (명동2가)
우리은행|명동역지점|02-753-9105|서울 중구 충무로2가 11-1 선샤인빌딩|서울특별시 중구 명동8가길 27 선샤인빌딩 (충무로2가)
우리은행|명일동지점|02-3426-8596|서울 강동구 명일동 324-14|서울특별시 강동구 양재대로 1618 (명일동)
우리은행|목동남지점|02-2649-0382|서울 양천구 신정동 327 목동13단지 상가A동 105호|서울특별시 양천구 목동동로 100 신시가지13단지아파트 상가 A동 105호 (목동)
우리은행|목동중앙지점|02-2647-8001|서울 양천구 목동 907-7|서울특별시 양천구 목동서로 61
우리은행|목동지점|02-2652-0101|서울 양천구 목동 917-1|서울특별시 양천구 목동서로 159-1 (목동)
우리은행|무악재지점|02-725-2868|서울 서대문구 홍제동 469 인왕산 한신휴플러스|서울특별시 서대문구 통일로 397 (홍제동)
우리은행|무역센터금융센터|02-551-1701|서울 강남구 삼성동 159 무역회관 지하 1층|서울특별시 강남구 영동대로 511 무역회관 지하 1층 (삼성동)
우리은행|문래동지점|02-2635-0991|서울 영등포구 문래동 3가 77-9|서울특별시 영등포구 문래로20길 60 (문래동3가)
우리은행|문정동출장소|02-430-0361|서울 송파구 문정동 150-28|서울특별시 송파구 중대로8길 8 (문정동)
우리은행|문정중앙지점|02-400-8127|서울특별시 송파구 문정동 642-3 문정SK V1 GL메트로시티 C동 2층|서울특별시 송파구 법원로 128(문정동) 문정SK V1 GL메트로시티 C동 2층
우리은행|미아동지점|02-988-2601|서울 강북구 미아5동 65-2|서울특별시 강북구 도봉로 87 (미아동)
우리은행|미아역지점|02-989-9111|서울 강북구 미아동 207-1|서울특별시 강북구 도봉로 215 (미아동)
우리은행|반포서래지점|02-3476-2301|서울 서초구 반포4동 97-8|서울특별시 서초구 서래로3길 3 (반포동)
우리은행|반포역지점|02-3481-1490|서울 서초구 반포1동 20-45 반포자이프라자 2층|서울특별시 서초구 잠원로 24 반포자이프라자 2층 (반포동)
우리은행|반포지점|02-592-1851|서울 서초구 반포동 1313|서울특별시 서초구 신반포로3길 8 (반포동)
우리은행|반포효성출장소|02-3477-8610|서울 서초구 반포동 63-7|서울특별시 서초구 반포대로 235  (반포동)
우리은행|발산역지점|02-3661-8586|서울 강서구 등촌동 678-7|
우리은행|방배동지점|02-534-2151|서울 서초구 방배4동 852-24|서울특별시 서초구 방배로 183 (방배동)
우리은행|방배본동지점|02-592-6671|서울 서초구 방배동 757-1|서울특별시 서초구 방배로 285 (방배동)
우리은행|방배역지점|02-588-3411|서울 서초구 방배동 984-1|서울특별시 서초구 방배로 76 (방배동)
우리은행|방이동지점|02-414-4041|서울 송파구 방이동 110|서울특별시 송파구 백제고분로 446 (방이동)
