##NAME|SUBNAME|ID|TELNUM|ADDRSUB|NEWADDR@@IBK기업은행
IBK기업은행|동마산지점|171|055-292-5913∼4|경남 창원시 마산회원구 봉암동 391-205|경상남도 창원시 마산회원구 봉양로 133
IBK기업은행|마산지점|175|055-246-3171∼5|경남 창원시 마산합포구 신포동 2가 117-33|경상남도 창원시 마산합포구 해안대로 323
IBK기업은행|마산내서지점|595|055-231-7093~4|경남 창원시 마산회원구 내서읍 호계리 311...|경남 창원시 마산회원구 내서읍 광려천동로...
IBK기업은행|양산지점|179|055-383-1101∼5|경남 양산시 북부동 148-27|경상남도 양산시 중앙로 216
IBK기업은행|양산덕계지점|353|055-366-6311∼5|경남 양산시  덕계동 732|경남 양산시 번영로 13
IBK기업은행|양산중부지점|643|055-384-1320|경남 양산시 중부동 693-1|경상남도 양산시 양산역1길 2
IBK기업은행|웅상공단지점|591|055-363-2173~5|경남 양산시 삼호동1005-1번지|경남 양산시 삼호1길 59 (삼호동)
IBK기업은행|진주지점|176|055-741-2031∼2|경남 진주시 대안동 11-10|경상남도 진주시 진주대로 1052
IBK기업은행|진주상평지점|278|055-758-0665∼7|경남 진주시 상대동 178-21 번지|경상남도 진주시 대신로 310
IBK기업은행|창원지점|178|055-285-7711∼5|경남 창원시 성산구 중앙동 102-1|경상남도 창원시 성산구 용지로 38
IBK기업은행|창원WM센터|749|055-289-1171~4|경남 창원시 성산구 중앙동 102-1|경상남도 창원시 성산구 용지로 38
IBK기업은행|창원공단지점|532|055-276-9252|경남 창원시 의창구 팔용동 34-10|경상남도 창원시 의창구 창원대로363번길 2...
IBK기업은행|창원대로지점|887|055-250-0920|경남 창원시 의창구 팔룡동 40-5|경상남도 창원시 의창구 차룡로 48번길 44
IBK기업은행|창원상남지점|718|055-261-4160~4|경남 창원시 상남동 27-1|경남 창원시 성산구 마디미서로 54 (상남동...
IBK기업은행|창원중앙지점|849|055-260-9951|경남 창원시 성산구 상남동 71-6|경남 창원시 성산구 중앙대로 42
IBK기업은행|통영지점|177|055-644-4303∼4,6|경남 통영시 정량동 1378|경상남도 통영시 정동2길 63
IBK기업은행|팔용동지점|302|055-299-8500∼2|경남 창원시 팔용동 100-1|경남 창원시 의창구 팔용로 420 (팔용동)
IBK기업은행|경산지점|161|053-811-3971∼5|경북 경산시 계양동 717|경상북도 경산시 남매공원로1길 9
IBK기업은행|경산공단지점|552|053-851-7000|경북 경산시 진량읍 신상리 1201-1|경상북도 경산시 진량읍 공단6로24길 17
IBK기업은행|경주지점|159|054-742-1551∼4|경북 경주시 황오동 179-30|경상북도 경주시 화랑로 146
IBK기업은행|구미지점|157|054-463-4074∼5|경북 구미시 공단동 204|경상북도 구미시 수출대로 124
IBK기업은행|구미1공단지점|859|054-460-9391|경북 구미시 공단2동 256-24|경상북도 구미시 산호대로 253
IBK기업은행|구미3공단지점|365|054-473-8900∼4|경북 구미시 임수동 92-5|경상북도 구미시 3공단2로 331
IBK기업은행|구미4공단지점|554|054-473-4671~5|경북 구미시 산동면 봉산리 583|경북 구미시 산동면 산호대로41길 5
IBK기업은행|구미형곡지점|271|054-455-8774(5-|경북 구미시 형곡동 144-7|경상북도 구미시 신시로 69
IBK기업은행|김천지점|412|054-439-3201~5|경북 김천시 평화동 245-82|경상북도 김천시 김천로 74
IBK기업은행|안동지점|160|054-854-3131∼4|경북 안동시 서부동 81-10|경북 안동시 중앙로 23
IBK기업은행|영주지점|236|054-634-4300,2|경북 영주시 영주1동 497|경북 영주시 구성로 417
IBK기업은행|영천지점|351|054-336-5000∼5|경북 영천시 완산동 995-9|경상북도 영천시 완산로 64
IBK기업은행|왜관지점|299|054-973-6101∼5|경북 칠곡군 왜관읍 왜관리 212-93|경상북도 칠곡군 왜관읍 중앙로 208
IBK기업은행|왜관공단지점|644|054-977-3160~1|경북 칠곡군 왜관읍 금산리 986-35|경상북도 칠곡군 왜관읍 공단로4길 18-12
IBK기업은행|외동공단지점|622|054-746-4960|경북 경주시 외동읍 연안리877|경상북도 경주시 외동읍 내외로 10
IBK기업은행|포항지점|158|054-247-2304∼7|경북 포항시 북구 남빈동 417-18|경상북도 포항시 북구 중앙로 265
IBK기업은행|포항공단지점|542|054-278-4623~6|경북 포항시 남구 호동 철강로 362|경상북도 포항시 남구 철강로 362
IBK기업은행|포항남지점|273|054-281-1658∼9|경북 포항시 남구 대도동 104-3|경북 포항시 남구 포스코대로 369 (대도동)
IBK기업은행|광산지점|227|062-942-9761∼6|광주 광산구 우산동 1600-3|광주광역시 광산구 무진대로 240
IBK기업은행|광주지점|189|062-223-0011∼5|광주 동구 금남로5가 58-2|광주광역시 동구 금남로 156(금남로 5가)
IBK기업은행|광주WM센터|872|062-380-5100|광주 서구 치평동 1236-3, 4층|광주 서구 상무중앙로 58, 4층
IBK기업은행|광주수완지점|727|062-962-6501~5|광주 광산구 수완동 1428|광주광역시 광산구 장신로 140
IBK기업은행|광주첨단지점|710|062-973-4736~8|광주 북구 대촌동 958-14|광주광역시 북구 첨단과기로 313
IBK기업은행|금호동지점|386|062-682-6211∼4|광주 서구 금호동 793-3|광주광역시 서구 금화로 96
IBK기업은행|동광주지점|190|062-227-9711∼5|광주 북구 두암동 567-6번지|광주광역시 북구 동문대로 169 (두암동)
IBK기업은행|봉선동지점|187|062-671-1677∼8|광주 남구 주월1동 957-1|광주광역시 남구 대남대로 219
IBK기업은행|상무지점|467|062-383-4600~3|광주 서구 치평동1202-2|광주광역시 서구 상무중앙로 114
IBK기업은행|서광주지점|188|062-362-8392∼8|광주 서구 농성동 460-36|광주광역시 서구 죽봉대로 76
IBK기업은행|일곡지점|289|062-572-6442∼5|광주 북구 일곡동 831-4|광주광역시 북구 설죽로 500
IBK기업은행|평동공단지점|557|062-946-1643~4|광주 광산구 옥동 1237-2|광주광역시 광산구 평동산단로 209
IBK기업은행|하남공단지점|371|062-958-5902~4|광주 광산구 도천동 621-17|광주광역시 광산구 하남산단8번로 169
IBK기업은행|하남공단중앙지점|856|062-610-3691|광주 광산구 오선동 270-106|광주광역시 광산구 하남산단6번로 57
IBK기업은행|다사지점|669|053-593-6780~4|대구 달성군 다사읍 매곡리 1546-15|대구광역시 달성군 다사읍 달구벌대로 881
IBK기업은행|달성공단지점|593|053-617-5100|대구 달성군 논공읍 북리 1-83|대구광역시 달성군 논공읍 논공중앙로33길 ...
IBK기업은행|대곡지점|823|053-638-4900~2|대구 달서구 도원동 1435-2|대구 달서구 도원로 15
IBK기업은행|대구지점|152|053-253-0851∼7|대구 중구 동산동 103-6|대구광역시 중구 국채보상로 488
IBK기업은행|대구3공단지점|390|053-355-6920~21|대구 북구 노원동 3가 1205-20|대구광역시 북구 노원로 175
IBK기업은행|대구WM센터|846|053-760-0971|대구 수성구 범어동 189-1, 2층|대구광역시 수성구 달구벌대로 2426
IBK기업은행|대구국가산업단지지점|667|053-611-0712-4|대구 달성군 구지면 내리 845-2|대구광역시 달성군 구지면 달성2차로 125
IBK기업은행|대구유통단지지점|374|053-604-0711∼5|대구 북구 산격동 1629|대구광역시 북구 유통단지로 16
IBK기업은행|대구중앙지점|153|053-424-5471|대구 중구 동문동 4-16|대구광역시 중구 경상감영길 221
IBK기업은행|대구한국부동산원지점|812|053-980-0100|대구 동구 신서동 919-2|대구광역시 동구 이노밸리로 291(신서동)
IBK기업은행|반월당지점|154|053-254-6085∼7|대구 중구 남산동 375|대구광역시 중구 달구벌대로 2058
IBK기업은행|범어동지점|151|053-744-5194|대구 수성구 범어동 189-1|대구광역시 수성구 달구벌대로 2426
IBK기업은행|비산동지점|156|053-351-4111∼7|대구 서구 비산7동 1248-1|대구광역시 서구 서대구로 376-1
IBK기업은행|비산동기업금융지점|868|053-350-7611|대구 서구 비산동 1248-1|대구광역시 서구 서대구로 376-1, 2층
IBK기업은행|서대구밸리지점|150|053-559-2121∼5|대구 서구 중리동 1166-1|대구 서구 와룡로 307
IBK기업은행|성서지점|342|053-585-6426~7|대구 달서구 이곡동 1244-4|대구광역시 달서구 이곡공원로 12
IBK기업은행|성서3차단지지점|473|053-591-1872-5|대구 달서구 호산동 716-10|대구광역시 달서구 성서공단북로 158
IBK기업은행|성서4차단지지점|830|053-605-5001|대구 달서구 월성동 1806-2|대구광역시 달서구 월곡로99길 45(월성동)
IBK기업은행|성서공단지점|243|053-583-3061∼5|대구 달서구 월암동 1-120|대구광역시 달서구 성서공단로 126
IBK기업은행|성서공단기업금융지점|874|053-580-9321|대구 달서구 월암동 1-120, 2층|대구광역시 달서구 성서공단로 126, 2층
IBK기업은행|성서공단희망지점|876|053-580-9331|대구 달서구 갈산동 100-32|대구광역시 달서구 성서로 329
IBK기업은행|송현동지점|163|053-625-9915∼8|대구 달서구 송현동 55-1|대구광역시 달서구 구마로 212
IBK기업은행|월배지점|315|053-634-9865∼7|대구 달서구 진천동 106-10|대구 달서구 월배로 138 (진천동)
IBK기업은행|칠곡지점|534|053-314-9890~4|대구 북구 태전동 940|대구광역시 북구 칠곡중앙대로 411
IBK기업은행|평리동지점|162|053-559-5981∼7|대구 서구 평리동 722-11|대구광역시 서구 서대구로 206
IBK기업은행|한국산업단지공단(出)지점|817|053-960-3901|대구 동구 신서동 916-1 한국산업단지공단 ...|대구광역시 동구 첨단로 39(신서동) 한국산...
IBK기업은행|대덕공단지점|341|042-931-8490|대전 대덕구 문평동 81-1|대전광역시 대덕구 대덕대로 1397
IBK기업은행|대덕대로지점|395|042-471-2542~4|대전 서구 만년동 297번지|대전광역시 서구 대덕대로 400
IBK기업은행|대덕테크노밸리지점|523|042-671-6662|대전 유성구 관평동 936|대전광역시 유성구 테크노4로 107
IBK기업은행|대전지점|142|042-488-8161∼5|대전 서구 탄방동 728|대전광역시 서구 둔산남로 112
IBK기업은행|대전오정로지점|383|042-638-6162∼3,6170|대전 대덕구 오정동 86-3|대전광역시 대덕구 오정로 92
IBK기업은행|대전중앙로지점|375|042-242-0093~4|대전 중구 대흥동 493-4|대전광역시 중구 중앙로 116
IBK기업은행|서대전지점|143|042-535-8991∼5|대전 중구 오류동 154-4센트리아오피스텔 1...|대전광역시 중구 계백로 1719  센트리아오피...
IBK기업은행|유성지점|582|042-826-8141~5|대전 유성구 봉명동 1016-3|대전광역시 유성구 계룡로 114
IBK기업은행|개금동지점|100|051-894-1122∼5|부산 부산진구 개금동 496|부산광역시 부산진구 가야대로 418
IBK기업은행|금사공단지점|101|051-526-4771∼7|부산 금정구 서3동 207-5|부산광역시 금정구 개좌로 5
IBK기업은행|녹산공단지점|377|051-831-2255∼7|부산 강서구 송정동 1591-7|부산광역시 강서구 녹산산단289로 25
IBK기업은행|녹산공단기업금융지점|861|051-610-6951|부산 강서구 송정동 1591-7, 2층|부산광역시 강서구 녹산산단289로 25, 2층
IBK기업은행|녹산중앙지점|430|051-832-0171~3|부산 강서구 송정동 1631-3|부산광역시 강서구 녹산산단335로 12-3
IBK기업은행|녹산중앙기업금융지점|852|051-610-6941|부산 강서구 송정동 1631-3, 2층|부산 강서구 녹산산단335로 12-3, 2층
IBK기업은행|대연동지점|255|051-627-9287∼9|부산 남구 대연3동55-1|부산광역시 남구 수영로 312
IBK기업은행|대저동지점|798|051-941-5921~5|부산 강서구 대저동 3141-8|부산광역시 강서구 유통단지1로 76
IBK기업은행|덕천동지점|521|051-361-9321~5|부산 북구 덕천동 349-3|부산광역시 북구 금곡대로 15
IBK기업은행|동래지점|94|051-517-5780∼4|부산 금정구 부곡동 890-14 (금정구 부곡로...|부산 금정구 부곡로 1
IBK기업은행|동아대학교의료원(出)지점|737|051-241-3941~4|부산 서구 동대신동 3가 1번지|부산 서구 대신공원로 26 (동아대학교병원)
IBK기업은행|명지국제신도시지점|695|051-271-7602~4|부산 강서구 명지동 3412-1|부산광역시 강서구 명지국제8로 230
IBK기업은행|미음산단지점|843|051-979-6401|부산 강서구 미음동 1570-12|부산광역시 강서구 미음산단로 295번길 10
IBK기업은행|범천동지점|258|051-647-9962|부산 부산진구 범천4동 1155-2번지 부산cbs...|부산광역시 부산진구 신암로 141, 부산cbs방...
IBK기업은행|부산지점|92|051-245-6755∼9|부산 중구 중앙동4가 89-14|부산광역시 중구 중앙대로 88
IBK기업은행|부산WM센터|845|051-749-0601|부산 해운대구 우동 1519, 센텀임페리얼타워...|부산 해운대구 센텀남대로 50
IBK기업은행|부산역지점|97|051-467-0190∼5|부산 동구 초량동 1209-14|부산광역시 동구 중앙대로 193
IBK기업은행|부산진지점|96|051-646-5281∼5|부산 동구 범일동 129-2|부산광역시 동구 중앙대로 489
IBK기업은행|부전동지점|91|051-816-3301∼7|부산 부산진구 부전동 260-4|부산광역시 부산진구 중앙대로 735
IBK기업은행|부평동지점|98|051-244-8911|부산 중구 부평동3가 54번지|부산광역시 중구 흑교로 5
IBK기업은행|사상지점|95|051-313-6113∼9|부산 사상구 괘법동 552-5|부산광역시 사상구 사상로 158
IBK기업은행|사상공단지점|510|051-305-5742~6|부산 사상구 덕포2동 381-3|부산광역시 사상구 사상로 363
IBK기업은행|사상디지털밸리지점|866|051-660-5201|부산 사상구 감전동 133-26|부산광역시 사상구 대동로 304
IBK기업은행|사직동지점|105|051-867-7813~6|부산 동래구 사직동 93-6 삼정자이언츠파크...|부산광역시 동래구 사직북로 4, 삼정자이언...
IBK기업은행|센텀시티지점|522|051-744-6072~5|부산 해운대구 우2동 1498번지 트럼프월드센...|부산광역시 해운대구 센텀동로 9, 트럼프월...
IBK기업은행|수영역지점|102|051-754-3441∼3|부산 수영구 광안3동 89-13|부산광역시 수영구 수영로 668
IBK기업은행|신장림역지점|883|051-200-1840|부산 사하구 장림동 435|부산 사하구 다대로 328
IBK기업은행|신평동지점|254|051-204-2411∼4|부산 사하구 신평동 544-2|부산광역시 사하구 신산로 169
IBK기업은행|안락동지점|104|051-526-0151∼5|부산 동래구 안락동 423-3|부산광역시 동래구 충렬대로 351
IBK기업은행|연산역지점|93|051-868-2181∼5|부산 연제구 연산4동 586-7|부산광역시 연제구 중앙대로 1138
IBK기업은행|영도지점|99|051-416-0181∼6|부산 영도구 대교동1가 131|부산광역시 영도구 남항서로 138
IBK기업은행|장림동지점|280|051-264-7011∼5|부산 사하구 장림동 332-7|부산광역시 사하구 장림번영로 44
IBK기업은행|장산역지점|352|051-703-4295|부산 해운대구 좌동 1314-2|부산광역시 해운대구 세실로 64
IBK기업은행|정관지점|416|051-727-8343~4|부산 기장군 정관면 달산리 1049-1|부산광역시 기장군 정관면 산단1로 98-5
IBK기업은행|지사공단지점|551|051-941-4324~7|부산 강서구  지사동 1277번지|부산 강서구 과학산단1로60번길 32
IBK기업은행|초읍동지점|196|051-809-7326∼8|부산 부산진구 초읍동 208-6|부산광역시 부산진구 성지로 94
IBK기업은행|하단역지점|103|051-291-9224|부산 사하구 하단1동 592-17|부산광역시 사하구 낙동남로 1400
IBK기업은행|학장동지점|195|051-325-8002∼5|부산 사상구 학장동 400-2|부산 사상구 학장로 187
IBK기업은행|해운대역지점|623|051-744-7183~5|부산 해운대구 우동 524-5|부산 해운대구 해운대로 601(우동)
IBK기업은행|LG광화문지점|742|02-735-6823~4|서울 종로구 신문로2가 92|서울특별시 종로구 새문안로 58
IBK기업은행|MBC지점|225|02-785-2039|서울 마포구 상암동 1603 MBC방송센터 B1층|서울 마포구 성암로 267 MBC방송센터 B1층
IBK기업은행|가락동지점|311|02-449-8522∼6|서울 송파구 가락동 99-5|서울특별시 송파구 중대로 97
IBK기업은행|가산IT밸리지점|714|02-6343-6500|서울 금천구 가산동 345-90|서울특별시 금천구 가산디지털2로 53
IBK기업은행|가산동지점|508|02-868-4232~4,7|서울 금천구 가산동 481-10벽산디지털밸리2...|서울특별시 금천구 가산디지털2로 184 벽산...
IBK기업은행|가산디지털지점|712|02-2624-0581~4|서울 금천구 가산동 371-50|서울특별시 금천구 가산디지털1로 145
IBK기업은행|가산디지털역지점|472|02-2026-5544,6|서울 금천구 가산동 371-28|서울특별시 금천구 가산디지털1로 168
IBK기업은행|가산디지털중앙지점|137|02-2026-8982~4,8,9|서울 금천구 가산동 550-1|서울특별시 금천구 가산디지털2로 98
IBK기업은행|가산테크노지점|794|02-861-8850~5|서울 금천구 가산동 543-1|서울 금천구 서부샛길 606 (대성디폴리스지...
IBK기업은행|가산패션타운지점|549|02-2083-8801-9|서울 금천구 가산동50-3 대륭포스트타워6차...|서울특별시 금천구 벚꽃로 298 대륭포스트타...
IBK기업은행|가양동지점|301|02-3661-8877∼8|서울 강서구 등촌동 684-1|서울특별시 강서구 강서로 468
IBK기업은행|강남WM센터|702|02-578-6911|서울 강남구 도곡2동 467-7|서울특별시 강남구 언주로30길 21
IBK기업은행|강남구청지점|694|02-515-1439|서울 강남구 청담동 45-1|서울특별시 강남구 학동로 429(청담동)
IBK기업은행|강남구청역지점|69|02-545-8171∼5|서울 강남구 삼성동 9-2 유라테크빌딩 1층|서울특별시 강남구 선릉로 648, 유라테크빌...
IBK기업은행|강남기업금융센터|893|02-2046-1002~1020|서울 강남구 역삼동 825|서울 강남구 강남대로 390
IBK기업은행|강남대로지점|471|02-3472-2933~6|서울 서초구 서초동 1338-20|서울특별시 서초구 강남대로 305
IBK기업은행|강남대로중앙지점|615|02-523-6092~4|서울 서초구 서초동 1329-8|서울특별시 서초구 강남대로 341
IBK기업은행|강남역지점|65|02-3481-2713~6|서울 서초구 서초동 1307-21|서울특별시 서초구 서초대로77길 17
IBK기업은행|강동구청역지점|409|02-478-7246~9|서울 강동구 성내동 551-1|서울특별시 강동구 성내로6길 11
IBK기업은행|강서중앙지점|475|02-3663-7575|서울 강서구 등촌1동 656-54|서울특별시 강서구 공항대로 411
IBK기업은행|개봉동지점|82|02-2684-0171∼6|서울 구로구 개봉2동 403-45|서울특별시 구로구 개봉로 60
IBK기업은행|개봉북지점|86|02-2688-2781∼4|서울 구로구 고척2동 271-183|서울특별시 구로구 경인로35길 113-8
IBK기업은행|건대역지점|259|02-462-3205~7|서울 광진구 화양동 7-2|서울특별시 광진구 아차산로 237
IBK기업은행|고척동지점|85|02-2684-8361∼3|서울 구로구 고척동 76-160|서울특별시 구로구 경인로 397
IBK기업은행|공덕동지점|713|02-2174-4000~6|서울 마포구 공덕동 168|서울특별시 마포구 마포대로 163
IBK기업은행|공릉동지점|207|02-973-0116∼8|서울 노원구 공릉동 339-6|서울특별시 노원구 공릉로 147
IBK기업은행|공릉역지점|306|02-949-4837∼9|서울 노원구 공릉동 383-8|서울특별시 노원구 동일로 1073
IBK기업은행|교대역지점|235|02-594-4813∼7|서울 서초구 서초동 1716-4|서울특별시 서초구 서초대로 275
IBK기업은행|구로동지점|79|02-858-7100∼7|서울 구로구 구로동 817|서울특별시 구로구 디지털로32길 55
IBK기업은행|구로동기업금융지점|850|02-2081-4091|서울 구로구 구로동 817, 2층|서울특별시 구로구 디지털로32길 55, 2층
IBK기업은행|구로디지털지점|380|02-867-0341∼5|서울 구로구 구로동 197-7 에이스테크노타워...|서울특별시 구로구 디지털로31길 19 에이스...
IBK기업은행|구로디지털중앙지점|298|02-2621-2444|서울 구로구 구로동 851 구로한화비즈메트로...|서울특별시 구로구 디지털로 242  구로한화...
IBK기업은행|구로사랑지점|203|02-838-9901-9903|서울 구로구 구로동 98번지|서울특별시 구로구 구로중앙로 60
IBK기업은행|구로삼성IT지점|599|02-2028-2171|서울 구로구 구로동 197-5|서울특별시 구로구 디지털로33길 27
IBK기업은행|구로유통단지지점|656|02-2672-7913~5|서울 구로구 구로동 600-71번지|서울특별시 구로구 경인로53길 8
IBK기업은행|구로중앙지점|147|02-2631-5325~7|서울 구로구 구로동 612-10|서울특별시 구로구 구로중앙로 215
IBK기업은행|구의동지점|332|02-3436-2106~7|서울 광진구 구의동 233-2|서울특별시 광진구 광나루로 520
IBK기업은행|길동지점|89|02-484-2351∼5|서울 강동구 길동 459-3|서울특별시 강동구 천호대로 1139
IBK기업은행|남가좌동지점|201|02-304-9551∼4|서울 서대문구 홍은동 344-2번지|서울특별시 서대문구 가좌로 143
IBK기업은행|남구로지점|229|02-858-1811∼5|서울 구로구 구로동 732-1|서울특별시 구로구 구로동로 126-2
IBK기업은행|남대문지점|37|02-777-7061∼5|서울 중구 남대문로5가 6-1 YTN타워 1층|서울특별시 중구 세종대로 17  YTN타워 1층
IBK기업은행|남대문시장지점|36|02-755-8231∼7|서울 중구 남대문로4가 18-1|서울특별시 중구 남대문로 12
IBK기업은행|노량진지점|72|02-812-6931∼5|서울 동작구 노량진동 231-4|서울특별시 동작구 장승배기로 128
IBK기업은행|노원역지점|133|02-939-3811∼5|서울 노원구 상계2동 716-1|서울특별시 노원구 노해로 489
IBK기업은행|논현역지점|62|02-548-4156∼9|서울 강남구 논현동 122-1|서울특별시 강남구 학동로 110
IBK기업은행|답십리지점|15|02-2212-9715∼20|서울 동대문구 답십리동 465-6|서울특별시 동대문구 천호대로 233
IBK기업은행|당산동지점|90|02-2632-4831∼2,-4835~7|서울 영등포구 영등포동 8가 92번지|서울특별시 영등포구 영신로 220
IBK기업은행|대림동지점|149|02-849-0703|서울 영등포구  대림동 740-5|서울특별시 영등포구 대림로 195
IBK기업은행|대치역지점|214|02-563-6452∼5|서울 강남구 대치동507  윈플러스상가  1층|서울특별시 강남구 남부순환로 2936  윈플러...
IBK기업은행|대학로지점|270|02-744-0375~6|서울 종로구 동숭동 1-83|서울 종로구 동숭길 101 (동숭동) 현대엘리...
IBK기업은행|도곡팰리스지점|396|02-2057-9831~2|서울 강남구 도곡동467-18(우성캐릭터빌1층...|서울특별시 강남구 언주로 122  우성캐릭터...
IBK기업은행|독립문지점|88|02-739-4925∼8|서울 종로구 무악동 82|서울특별시 종로구 통일로 246-10
IBK기업은행|독산동지점|81|02-867-9981∼8|서울 금천구 독산4동 1030-3|서울 금천구 시흥대로 376 (독산동)
IBK기업은행|독산역지점|578|02-2027-2851~5|서울 금천구 가산동 680 우림라이온스밸리2...|서울특별시 금천구 가산디지털1로 2우림라이...
IBK기업은행|독산중앙지점|222|02-853-5011∼6|서울 금천구 독산동 148-17|서울특별시 금천구 가산로 78
IBK기업은행|돈암동지점|12|02-924-3101|서울 성북구 동소문동 6가 134-1|서울 성북구 아리랑로 3 (동소문동6가)
IBK기업은행|동대문지점|2|02-745-8751∼7|서울 종로구 종로4가11|서울특별시 종로구 종로 189
IBK기업은행|동부이촌동WM센터|636|02-792-6720~4|서울 용산구 이촌동 302-68|서울특별시 용산구 이촌로 182
IBK기업은행|동여의도지점|824|02-3775-5101|서울 영등포구 여의도동 34-1|서울 영등포구 국제금융로 52
IBK기업은행|둔촌동지점|597|02-482-7502|서울 강동구 성내동 440-30|서울특별시 강동구 양재대로 1317
IBK기업은행|등촌역지점|52|02-2644-7011~7|서울 양천구 목동 603-4|서울특별시 양천구 공항대로 556
IBK기업은행|뚝섬역지점|509|02-2205-2052~3|서울 성동구 성수동1가 2동 16-4|서울특별시 성동구 성수일로 55
IBK기업은행|마곡발산역지점|831|02-2630-0801|서울 강서구 마곡동|서울 강서구  공항대로 261, 2층(마곡동, 발...
IBK기업은행|마곡신방화역지점|53|02-2661-3981∼7|서울 강서구 마곡동 739-1|서울 강서구 방화대로 294 (w타워)
IBK기업은행|마들역지점|237|02-934-7871∼4|서울 노원구 상계동 651-8|서울특별시 노원구 동일로 1527
IBK기업은행|마장동지점|274|02-2298-6714∼6|서울 성동구 마장동 771-8|서울특별시 성동구 마장로 309
IBK기업은행|마포지점|48|02-712-0081∼5|서울 마포구 공덕동 255-1|서울특별시 마포구 마포대로 114
IBK기업은행|마포역지점|223|02-719-7501∼4|서울 마포구 마포동 140|서울시 마포구 마포대로 20 1층(마포동)
IBK기업은행|마포중앙지점|626|02-717-7903,7994|서울 마포구 도화동 559 트라펠리스|서울특별시 마포구 마포대로 53 트라펠리스
IBK기업은행|면목동지점|14|02-434-7044∼7|서울 중랑구 면목동 118-48|서울특별시 중랑구 겸재로 154
IBK기업은행|명동역지점|148|02-775-4701∼5|서울 중구 충무로1가 24-31|서울 중구 퇴계로 109
IBK기업은행|목동WM센터|621|02-2061-4590-4|서울 양천구 목동 908-28|서울특별시 양천구 목동동로 401
IBK기업은행|목동사거리지점|51|02-2653-3023~7|서울 강서구 화곡동 776-6|서울특별시 강서구 등촌로 29
IBK기업은행|목동쉐르빌지점|309|02-2655-2070|서울 양천구 신정동 318-10번지|서울특별시 양천구 목동동로 189(신정동,목...
IBK기업은행|무교지점|35|02-777-1181∼7|서울 중구 무교동 95|서울특별시 중구 무교로 20
IBK기업은행|무역센터|322|02-539-2541∼5|서울 강남구 삼성동 157-27 경암빌딩1층|서울특별시 강남구 테헤란로 501  경암빌딩...
IBK기업은행|문래동지점|84|02-2675-8761∼6|서울 영등포구 문래동3가 54-14|서울 영등포구 도림로128길 2 (문래동3가)
IBK기업은행|문래중앙지점|141|02-2671-0350∼2|서울 영등포구 문래동6가 56-1|서울특별시 영등포구 선유로 49
IBK기업은행|문래하이테크지점|558|02-3667-3472~6|서울 영등포구 문래동3가 55-20 에이스하이...|서울특별시 영등포구 경인로 775 에이스하이...
IBK기업은행|문정법조타운지점|829|02-3400-6100|서울 송파구  문정동 644-2|서울 송파구 법원로11길 7 문정현대지식사업...
IBK기업은행|반포지점|68|02-591-0152∼4|서울 서초구 잠원동 76-5|서울 서초구 반포대로 304
IBK기업은행|반포자이WM센터|692|02-3482-9831|서울 서초구 반포동 20-45|서울특별시 서초구 잠원로 24
IBK기업은행|방배동지점|74|02-582-8158~9|서울 서초구 방배동 984-3|서울특별시 서초구 효령로 34길 4
IBK기업은행|방배중앙지점|613|02-3482-4136~8|서울 서초구 방배본동 796-27|서울특별시 서초구 방배로 226
IBK기업은행|방이역지점|252|02-404-4105~6|서울 송파구 오금동 17-7|서울특별시 송파구 마천로5길 4
IBK기업은행|방학동지점|8|02-3492-4811∼6|서울 도봉구 방학동703-14|서울특별시 도봉구 도봉로 683
IBK기업은행|보라매지점|535|02-842-0052~3,56~57,67~|서울 동작구 신대방2동 395-68 보라매나산스...|서울특별시 동작구 보라매로5가길 24  보라...
IBK기업은행|본부기업금융센터|587|02-729-6114,1588-2588|서울 을지로2가 50|서울 중구 을지로 79 (을지로2가)
IBK기업은행|북가좌동지점|46|02-302-7484~6|서울 서대문구 북가좌동 327-1|서울특별시 서대문구 응암로 107
IBK기업은행|불광역지점|20|02-388-0541∼7|서울 은평구 대조동 14-8|서울특별시 은평구 통일로 725
IBK기업은행|사당역지점|73|02-582-3131∼3|서울 동작구 사당1동 1031-29|서울특별시 동작구 동작대로 27
IBK기업은행|삼성동지점|220|02-548-3701∼5|서울 강남구 논현동 277-27|서울특별시 강남구 봉은사로 303
IBK기업은행|삼성역지점|131|02-561-1801∼6|서울 강남구 삼성동 170-9 덕명빌딩1층|서울특별시 강남구 테헤란로 625  덕명빌딩...
IBK기업은행|삼양동지점|5|02-989-0156∼9|서울 강북구 미아동 703-92|서울 강북구 솔샘로 253 (미아동)
IBK기업은행|상계역지점|3|02-936-0088|서울 노원구 중계4동 160-3|서울특별시 노원구 덕릉로 688
IBK기업은행|상암동지점|784|02-375-8073-7|서울 마포구 상암동 1622번지 중소기업DMC타...|서울특별시 마포구 성암로 189, 중소기업DM...
IBK기업은행|서교동지점|49|02-335-5661∼5|서울 마포구 망원동 386-14|서울특별시 마포구 월드컵로 59
IBK기업은행|서소문지점|38|02-756-9201∼9|서울 중구 서소문동 75|서울특별시 중구 서소문로 120, ENA센터(서...
IBK기업은행|서여의도지점|224|02-785-2906∼9|서울 영등포구 여의도동 16-2|서울특별시 영등포구 은행로 30
IBK기업은행|서울대역지점|71|02-875-9941∼6|서울 관악구 봉천동 875-7|서울특별시 관악구 남부순환로 1794
IBK기업은행|서초3동지점|313|02-598-3411∼3|서울 서초구 서초동 1487-7|서울특별시 서초구 효령로 210
