##NAME|SUBNAME|TELNUM|NEWADDR|WEBSITE|XCOORD|YCOORD@@산후조리원
모젤/산후조리원||031-393-8044|경기 군포시 산본로323번길 24 (산본동, 산수빌딩)|http://mojel.co.kr|126.9320023|37.3595981
모태산후조리원||042-486-1114|대전 서구 대덕대로 189 (둔산동)|http://motaesanhu.com|127.3759368|36.3566326
모태안/산후조리원||043-239-0002|충북 청주시 서원구 복대로17번길 7-42 (개신동, 모태안 산후조리원)|http://ilovemybaby.co.kr|127.4890319|36.6424341
목동/라테라||02-2653-3588|서울 강서구 등촌로 45 (화곡동)|http://laterra.kr|126.8628887|37.5400345
목동로얄||02-2061-6001|서울 양천구 목동중앙남로3가길 127 (목동, 상진지오벨리)|http://mdroyal.co.kr|126.8641472|37.5384259
몽쉘베베(전/네송스)||02-3428-3535|서울 강동구 아리수로 421 (강일동, MIDC빌딩)|http://moncherbebe.co.kr|127.1498654|37.5603879
문산후조리원||02-448-6080|서울 송파구 양재대로60길 3 (가락동, 문산부인과)|http://moonob.co.kr|127.1172624|37.4985696
문화여성병원/산후조리원||062-511-6100|광주 북구 북문대로 22 (운암동)|http://mwh.kr|126.8744873|35.1822365
미래||053-608-7100|대구 달서구 와룡로41길 11 (죽전동)|http://miraemom.co.kr|128.5364731|35.8511909
미래드림/산후조리원||02-887-5551|서울 관악구 남부순환로 1785 (봉천동, 미래드림여성병원)|http://cafe.naver.com/md8875551|126.9426971|37.4837388
미래로/산후조리원||051-330-5666|부산 북구 금곡대로 15 (덕천동, 미래로병원)|http://mrro.co.kr|129.0106343|35.238492
미래산부인과산후조리원||055-221-3777|경남 창원시 마산합포구 3.15대로 32 (월남동4가, 미래산부인과)|http://miraehp.co.kr|128.5678853|35.1969107
미래산후조리원||02-883-0099|서울 구로구 서해안로 2296 (오류동, 삼성미래여성병원)|http://samsungmirae.co.kr|126.8395931|37.4911149
미래산후조리원||033-241-7677|강원 춘천시 중앙로 118 (소양로4가)|http://sanbuingua.com|127.7219906|37.8767368
미래산후조리원||064-712-2882|제주특별자치도 제주시 연북로 28 (노형동)||126.518754|33.4858923
미래산후조리원||033-733-3537|강원 원주시 이화6길 1 (단계동)|http://blog.naver.com/mirae733|127.9324384|37.343509
미래산후조리원/별관||1577-6678|부산 부산진구 가야대로 472 (개금동, 보문빌딩)|http://miraeobgy.com|129.0274801|35.1542513
미래산후조리원/신관||051-714-1234|부산 부산진구 가야대로 474 (개금동, 미래산후조리원)|http://miraeobgy.com|129.0274801|35.1542513
미래아이||051-200-9900|부산 사하구 낙동남로 1388 (하단동)|http://miraeihospital.kr|128.9597939|35.1091447
미래안/산후조리원||032-567-3582|인천 서구 검단로 480 (왕길동, 검단리치웰프라자)|http://imiraean.com|126.655176|37.603969
미래여성/광명||02-807-1002|경기 광명시 범안로 1062 (하안동, 천일빌딩)|http://miyoobgy.co.kr|126.8764547|37.4597683
미래여성/광양||061-791-7094|전남 광양시 중마중앙로 142 (중동)||127.6983963|34.9428508
미래여성/대전||042-487-3800|대전 서구 대덕대로176번길 15 (둔산동, 미래여성병원)|http://mlhospital.co.kr|127.3785451|36.3476066
미래여성/산후조리원/본관||051-890-9980|부산 부산진구 가야대로 459 (개금동, 미래여성병원)|http://miraeobgy.com|129.0274801|35.1542513
미래여성/진주||055-760-8070|경남 진주시 진주대로 957 (강남동, 미래여성병원)|http://miraew.kr|128.0823562|35.1778278
미래여성/청주||043-238-3988|충북 청주시 흥덕구 사직대로 42 (복대동, 미래여성산부인과의원)|http://cjmiraew.co.kr|127.4659747|36.6354441
미래여성병원/산후조리원||031-940-1700|경기 파주시 후곡로 19 (금촌동, 미래여성병원)|http://miraewh.co.kr|126.7732344|37.7498413
미래와/여성||063-546-3838|전북 김제시 중앙로 109 (요촌동)|http://kimje.com|126.8879891|35.8041301
미래제일||032-246-0101|인천 연수구 먼우금로 189 (청학동)|http://miraecheil.co.kr|126.6735392|37.4094397
미래퀸산후조리원||02-2682-2400|서울 구로구 경인로 610 (신도림동, 코리아빌딩)|http://www.miraeq.co.kr|126.8862311|37.5070962
미래휴/산후조리원||02-892-2300|경기 광명시 범안로 1060 (하안동, 남전빌딩)|http://hue21.co.kr|126.8764547|37.4597683
미르피아||063-211-1004|전북 전주시 완산구 쑥고개로 343 (효자동2가, 미르피아여성병원)|http://mir-pia.com|127.109671|35.8032792
미서울/산후조리원||032-566-1737|인천 서구 완정로 8 (마전동, 영진빌딩)|http://meseoul.co.kr|126.6641715|37.5985883
미소래/산후조리원||031-945-1837|경기 파주시 금정7길 29 (금촌동, 미소래병원)|http://misorae.com|126.7749249|37.757213
미소맘/산후조리원||031-705-1998|경기 성남시 분당구 야탑로75번길 15 (야탑동, 세화2001빌딩)|http://misomom.kr|127.1268107|37.4107364
미소맘/산후조리원||031-374-8555|경기 오산시 경기대로 154 (원동)|http://misomom.com|127.0751668|37.142005
미소산후조리원||031-548-2020|경기 수원시 영통구 중부대로 333 (원천동, 강수정산부인과)|http://misosanhujoriwon.co.kr|127.0574131|37.2716806
미소산후조리원||051-860-5510|부산 연제구 연산동 739-7|http://okmiso.co.kr|129.0828916|35.1856688
미앤맘/산후조리원||041-840-1080|충남 공주시 번영1로 124 (신관동)||127.1422061|36.471393
미즈||053-255-1020|대구 중구 달구벌대로 2047 (계산동2가, 미즈여성병원)|http://miz1020.com|128.5870108|35.8630643
미즈/ELS||042-826-3585|대전 유성구 북유성대로 336 (반석동, 미즈이엘에스여성병원빌딩)|http://mizels.co.kr|127.3150059|36.3918068
미즈/산후조리원||031-8006-2013|경기 용인시 기흥구 동백중앙로 283 (중동, 골드프라자)|http://mizbirth.co.kr|127.1597096|37.2735747
미즈나래||041-570-3200|충남 천안시 서북구 충무로 158-13 (쌍용동)|http://miznarae.co.kr|127.1261986|36.7928886
미즈맘||055-277-2255|경남 창원시 의창구 봉곡동 38-3|http://cwmizmom.com|128.6517644|35.2426804
미즈맘||055-688-9125|경남 거제시 거제중앙로 1729 (상동동, 센트로빌딩)|http://mizmomgb.com|128.6350055|34.8691742
미즈맘/본관||053-609-5072|대구 달서구 월배로 62 (진천동, 미즈맘병원)|http://mizmam.co.kr|128.5168152|35.8167743
미즈맘/신관||053-609-5171|대구 달서구 월배로 58 (진천동)|http://mizmam.co.kr|128.5168152|35.8167743
미즈모아||055-365-0202|경남 양산시 양산역6길 9 (중부동, 비와이씨마트)|http://mizmoa.co.kr|129.0275933|35.3372532
미즈산후조리원/광주||062-720-9000|광주 서구 시청로 17 (치평동, 아난다 빌딩)|http://imizpia.co.kr|126.8516378|35.1525331
미즈산후조리원/순천||061-720-8300|전남 순천시 조례1길 10-26 (조례동, 미즈여성아동 병원)|http://scmiz.com|127.5245728|34.9621997
미즈산후조리원/울산||052-220-0100|울산 남구 남산로 2 (무거동, 울산미즈병원)|http://ulsanmizhospital.co.kr|129.2708925|35.5523116
미즈산후조리원/청주||043-241-3020|충북 청주시 청원구 오창읍 중심상업로 17 (양청리, 오창프라자)|http://mizcare.kr|127.4890319|36.6424341
미즈아이||061-260-8888|전남 목포시 백년대로 418 (옥암동, 미즈아이병원)|http://mpmiz-i.net|126.4030186|34.8010424
미즈아이산후조리원||032-347-3500|경기 부천시 소사구 경인로 475 (괴안동, 정인빌딩)|http://miz-i.net|126.7811931|37.483736
미즈앤노블/산후조리원||02-2659-0031|서울 강서구 양천로 461 (가양동, 주영빌딩)|http://miznnoble.co.kr|126.8541492|37.5618946
미즈앤맘/산후조리원||054-250-3564|경북 포항시 북구 장량로 36 (장성동)|http://miz-mom.net|129.3843002|36.0824282
미즈원||042-472-4832|대전 서구 문정로2번길 95 (탄방동, 주안빌딩)|http://mizonecare.com|127.3848243|36.343417
미즈웰||051-797-7790|부산 북구 금곡대로 284 (화명동, 미즈웰 산부인과)|http://mswell.co.kr|129.0132562|35.2281311
미즈파크||032-508-3575|인천 부평구 길주로 633 (삼산동, 삼산메디캐슬)|http://miz-park.com|126.7149077|37.5078008
미즈파크/산후조리원||031-8015-9710|경기 화성시 동탄지성로 139 (능동, 양진빌딩)|http://dongtanmizpark.com|127.0583607|37.2160791
미즈피아산후조리원||031-407-0077|경기 안산시 상록구 샘골로 112 (본오동, 미즈피아산부인과)|http://emizpia.com|126.8632997|37.2910825
미즈한방/산후조리원||042-471-1999|대전 서구 문정로2번길 95 (탄방동, 주안빌딩)|http://mizhb.net|127.3848243|36.343417
민병열||043-262-8540|충북 청주시 서원구 사직대로 101 (사창동, 민병열산부인과)|http://obdocmin.com|127.4890319|36.6424341
민전/산후조리원||02-2060-9315|서울 구로구 경인로 322 (개봉동, 민전산부인과)|http://minjuncare.co.kr/|126.8553164|37.4944305
반송제일산후조리원||031-8015-0115|경기 화성시 동탄공원로 24 (반송동, 덕천메디칼프라자)||127.0575847|37.2019344
밝은미래||02-2619-3560|서울 양천구 남부순환로 654 (신정동, 진덕빌딩)|http://bf1004.co.kr|126.840873|37.5105949
벌스데이/산후조리원||02-2664-6999|서울 강서구 마곡중앙5로 81 (마곡동, 에스비타운)|http://magok-birthday.com|126.8495382|37.5509786
베누스산후조리원||031-204-2049|경기 수원시 영통구 반달로 21 (영통동, 매직프라자)|http://yonseimoa.com|127.0781594|37.2507245
베베글로리/산후조리원||02-3661-8825|서울 강서구 공항대로 343 (등촌동, 원풍빌딩)|http://bebeglory.co.kr|126.846204|37.5593104
베베리타산후조리원||02-2213-5889|서울 동대문구 답십리로 269 (장안동, 화성빌딩)|http://beberita.co.kr|127.0548231|37.5753938
베스트산후조리원||031-269-8833|경기 수원시 장안구 만석로5번길 12-10 (천천동, 중앙프라자)|http://bestobgy.co.kr|126.98263|37.2954336
벨라니/산후조리원||031-215-7722|경기 용인시 기흥구 흥덕2로 85 (영덕동)|http://bellani.co.kr|127.0737681|37.2750887
벨라쥬||042-535-3575|대전 서구 문정로48번길 58 (탄방동)|http://cafe.daum.net/bellrajuecafe|127.3842048|36.3439458
보금자리||062-527-1010|광주 동구 무등로 329 (계림동)|http://bokemcare.com|126.919183|35.1618259
보람병원/산후조리원||052-278-4500|울산 남구 돋질로336번길 10 (삼산동, 울산보람병원)|http://imc-boram.co.kr|129.3410411|35.5423747
보람산후조리원/진주||055-747-3585|경남 진주시 진양호로 255 (평거동)|http://jsboram.com|128.0501828|35.1693419
본느마망/신관||053-721-7071|대구 수성구 수성로38길 33 (중동)|http://bonnemamanppc.co.kr|128.6133769|35.8431951
본느마망/효성||053-212-7890|대구 수성구 수성로 200 (중동, 효성아동병원)|http://hsppc.hshospital.co.kr|128.6110557|35.8405786
본마드레||02-469-0082|서울 광진구 화양동 18-9||127.069605|37.5478104
본메디/산후조리원||051-520-5893|부산 동래구 충렬대로 426 (안락동, 본 메디 여성병원)|http://bornmedicare.com|129.0967278|35.1991186
본산후조리원||02-6415-3535|서울 도봉구 도봉로 524 (창동, 하버드학원)|http://borncare.co.kr|127.0407797|37.6703415
봄빛/산후조리원||031-380-7300|경기 안양시 동안구 평촌대로217번길 27 (호계동, 백두프라자)|http://bombit.or.kr|126.953882|37.3901724
봄빛병원/부설1관||031-384-1010|경기 안양시 동안구 시민대로 181 (비산동)|http://bombit.or.kr|126.9571155|37.3918595
봄빛병원/부설2관||031-385-1010|경기 안양시 동안구 시민대로 214 (호계동, 다운타운빌딩)|http://bombit.or.kr|126.948921|37.3863349
봄산후조리원||031-813-3000|경기 고양시 덕양구 중앙로 620 (화정동, 봄산부인과)|http://bom-clinic.co.kr|126.8606385|37.6068231
분당엘림/산후조리원||031-717-8686|경기 성남시 분당구 구미로192번길 4 (구미동, 제이드)|http://elimcare.kr|127.1277161|37.342082
분당제일/산후조리원||031-781-3631|경기 성남시 분당구 서현로180번길 29 (서현동)|http://bundangmom.co.kr|127.1219624|37.3873713
분당차병원/산후조리원||031-780-2997|경기 성남시 분당구 야탑로65번길 16 (야탑동, 분당차병원)|http://bundangwoman.chamc.co.kr/MedicalInfo/ChaInfo.aspx?menuCode=1456|127.125799|37.4109743
빛고을/산후조리원||062-602-9200|광주 북구 하서로 395 (양산동, 빛고을 여성병원)|http://shinelady.co.kr|126.8881256|35.2131672
사랑돌봄/산후조리원||031-548-2705|경기 용인시 기흥구 서천로202번길 1 (농서동)|http://sarangcr.com|127.114659|37.2801554
사랑애/산후조리원||031-911-0704|경기 고양시 일산서구 중앙로 1443 (주엽동, 가람상가)|http://sarangae.co.kr|126.7465048|37.676687
사임당/관악점||02-877-7171|서울 관악구 봉천로 462 (봉천동, 은일빌딩)|http://kasaimdang.com|126.9460824|37.4831563
사임당/광명점||02-896-3006|경기 광명시 범안로 1043 (하안동, 원촌빌딩)|http://saimdanggm.co.kr|126.8764547|37.4597683
사임당/디지털점||02-842-3554|서울 영등포구 시흥대로175길 5 (대림동)|http://saimdangd.co.kr|126.9045494|37.4878784
사임당/산본점||031-393-9610|경기 군포시 산본로386번길 5-7 (산본동, 신호프라자)||126.9330146|37.3681403
사임당/포레||031-529-3533|경기 남양주시 진건읍 독정로솔숲길 53-1 (용정리, 사임당산후조리원)|http://saimdangforet.co.kr|127.1937891|37.6798202
산본제일/산본||031-390-3790|경기 군포시 산본로386번길 4-11 (산본동, 산본제일전문진료센터)|http://sanbonjeil.co.kr/|126.9328404|37.3663366
산본제일/신산본||031-390-1900|경기 군포시 산본로386번길 4-19 (산본동)|http://sanbonjeil.co.kr|126.9310808|37.363959
산본제일/호계||031-454-1919|경기 안양시 동안구 경수대로 466 (호계동)|http://sanbonjeil.or.kr|126.9493655|37.3816396
삼성미래||02-883-0099|서울 구로구 서해안로 2296 (오류동, 삼성미래여성병원)|http://samsungmirae.co.kr/center_05/center0101.html|126.8395931|37.4911149
삼성미래/산후조리원||032-322-7500|경기 부천시 원미구 부흥로307번길 23 (중동)|http://samsungfuture.co.kr|126.7764397|37.4954529
삼성미즈||041-980-0001|충남 아산시 배방읍 고속철대로 65 (장재리, JJ프라자)|http://ssmiz.com|127.0567969|36.775092
삼성산후조리원||032-429-3535|인천 남동구 인주대로 582 (구월동, 신현프라자)|http://ssjoriwon.com|126.7252472|37.4492944
삼성산후조리원||043-291-3582|충북 청주시 상당구 용암북로160번길 34-7 (용암동)|http://smwomencare.com|127.5156123|36.6214191
삼성시온산후조리원||031-206-7500|경기 수원시 영통구 봉영로 1605 (영통동, 모던타운)|http://http://cafe.naver.com/jory|127.0674418|37.2460476
삼육서울병원/산후조리원||02-2210-3399|서울 동대문구 망우로 82 (휘경동, 삼육서울병원)||127.065544|37.5900341
새봄산후조리원||032-507-7200|인천 부평구 산곡동 100-104|http://isaebom.co.kr|126.7036782|37.506191
새봄산후조리원||055-763-8855|경남 진주시 진주대로 542 (가좌동, NH뜰에빌)||128.10851|35.1612891
새봄산후조리원||054-457-6100|경북 구미시 송원서로 94 (원평동)||128.3446233|36.1256325
새봄산후조리원||033-745-5602|강원 원주시 시청로 98 (무실동)|http://saebomobgyn.kr|127.9287155|37.3358834
새한마음산후조리원||055-283-3055|경남 창원시 성산구 대방동 346-15|http://newhan.co.kr|128.7101709|35.214301
샘/산후조리원||031-467-1181|경기 안양시 만안구 냉천로 5 (안양동, 샘여성병원)|http://samhospital.com|126.9243885|37.3899082
샤론산후조리원||031-204-9700|경기 수원시 영통구 청명남로34번길 21 (영통동)|http://ladyzion.co.kr|127.0761949|37.2523952
서귀포공공산후조리원||064-763-0458|제주특별자치도 서귀포시 중앙로 125 (서홍동, 서귀포공공산후조리원)|http://cafe.naver.com/mamamammamjeju|126.5610815|33.2546735
서래네송스||02-537-3232|서울 서초구 반포동 107-45|http://seorae-naissance.com|126.9955948|37.498354
서울산후조리원||063-532-9600|전북 정읍시 상동중앙로 55-1 (상동, 서울산부인과)||126.8669502|35.5596919
서울산후조리원/가동||032-426-3005|인천 남구 경원대로 768 (주안동, 삼보빌딩)|http://incheon.smch.co.kr|126.6919726|37.4626264
서울숲/도담도담||02-467-5588|서울 성동구 성수동1가 659-6|http://cafe.naver.com/seoulmori|127.0454303|37.5453216
서울여성||042-488-3565|대전 서구 문정로 7 (둔산동, 신한일빌딩)|http://seoulmom.com|127.3934064|36.3559674
서울여성/상동점||032-230-7200|경기 부천시 원미구 길주로 84 (상동, 서울여성병원)|http://bucheon.smch.co.kr|126.7859443|37.504939
서울여성/송내점||032-321-1400|경기 부천시 원미구 상일로 86 (상동, 두원프라자)|http://bucheon.smch.co.kr|126.7516914|37.491245
서울여성산후조리원||031-987-8999|경기 김포시 유현로 52 (풍무동, 프라임빌복합상가)|http://seoullady.co.kr|126.7253954|37.5961551
선린산후조리원||055-286-6650|경남 창원시 성산구 대방동 363-1||128.7071667|35.2087172
설렘||053-314-0113|대구 북구 팔거천동로 218 (동천동)|http://seollemmom.kr|128.5554311|35.9337616
성모여성병원||053-630-5253|대구 달서구 월배로 204 (상인동)|http://smwomen.co.kr|128.5339796|35.8206632
성소병원/산후조리원||054-850-8423|경북 안동시 서동문로 99 (금곡동, 안동성소병원)|http://sungso.com|128.7262003|36.5661648
세가온/산후조리원||033-643-8114|강원 강릉시 율곡로 2982-6 (교동)|http://e-segaon.com|128.8925556|37.7658244
세나산후조리원||063-226-8230|전북 전주시 완산구 소대배기로 16 (평화동2가, 메디필빌딩)||127.1337532|35.7872255
세란/산후조리원/대전||042-486-3522|대전 서구 문정로 88 (탄방동)|http://http://www.severans.com|127.3825473|36.3451061
세란/산후조리원/충주||043-854-9401|충북 충주시 갱고개로 140 (연수동)||127.9398653|36.983379
세인트누보/산후조리원||031-970-3335|경기 고양시 덕양구 충장로 2 (행신동)|http://saintnouveau.co.kr|126.835177|37.6203035
세인트파크||02-518-9782|서울 강남구 삼성로120길 30 (삼성동)|http://saintpark.co.kr|127.0535936|37.5176774
세인트포레||063-236-1052|전북 전주시 완산구 홍산로 245 (효자동2가)|http://saintfore.com|127.1047215|35.8179444
소중한맘/산후조리원||02-903-0033|서울 도봉구 도봉로 575 (쌍문동, 삼환프라자)|http://belovedmom.co.kr|127.0357674|37.6602745
송파산모건강증진센터||02-431-3535|서울 송파구 충민로2길 20 (장지동, 송파산모건강증진센터)|http://mom.songpa.go.kr|127.1275699|37.4776417
수/산후조리원||033-765-7900|강원 원주시 서원대로 402 (단구동, 대신프라자)||127.9385311|37.3387209
수원제일/리젠||070-4848-2769|경기 수원시 팔달구 덕영대로 691-12 (화서동)|http://suwoncheilcare.co.kr|126.9907162|37.285066
수원제일/산후조리원||070-4848-2768|경기 수원시 팔달구 덕영대로 691-12 (화서동)|http://suwoncheilcare.co.kr|126.9907162|37.285066
수지미래||031-896-3333|경기 용인시 수지구 포은대로313번길 4 (풍덕천동)|http://sujimirae.co.kr|127.0863838|37.3149714
순/산후조리원/(본관)||051-515-0005|부산 금정구 중앙대로 1701 (부곡동, 순여성병원)|http://soon-soon.com|129.089888|35.238021
순/산후조리원/(신관)||051-582-0070|부산 금정구 중앙대로 1689 (부곡동, 순산후조리원)|http://soon-soon.com|129.089888|35.238021
순풍/산후조리원||042-586-3575|대전 중구 계백로 1560 (유천동)|http://soonpoong21.co.kr|127.3936063|36.3170357
숲속아침/산후조리원||031-8005-7776|경기 용인시 기흥구 한보라1로10번길 6-10 (보라동)|http://grovemorning.com|127.1083095|37.2539414
쉬즈메디/프라우디||031-235-7337|경기 수원시 팔달구 경수대로 527 (인계동)|http://proudi.co.kr|127.0285578|37.2730684
쉬즈모아||031-553-8866|경기 구리시 검배로 19 (수택동, 쉬즈모아산부인과)|http://shesmore.co.kr|127.1552015|37.5931176
쉬즈산후조리원||054-461-7991|경북 구미시 구미대로 220 (광평동)|http://shesob.net|128.3636358|36.1063095
스카디아(전/퀸스케어텔)||02-484-4868|서울 강동구 양재대로 1392 (둔촌동, 둔촌빌딩)|http://scadia.co.kr|127.1411034|37.5374092
시화박산부인과||031-319-7861|경기 시흥시 정왕대로 184 (정왕동, 한성타운)||126.7363056|37.3463733
신데렐라/산후조리원||031-723-7776|경기 성남시 수정구 수정로 80 (수진동, 우리빌)|http://cinderellacare.com|127.1212927|37.4396361
신라산후조리원||054-744-9393|경북 경주시 원화로 393 (황성동, 신라산부인과소아과의원)||129.2228308|35.8456414
신미래||053-608-7200|대구 달서구 와룡로 203 (죽전동)|http://miraemom.co.kr|128.5366664|35.8509485
신세계||053-954-7771|대구 북구 동북로 196 (산격동)|http://ssghospital.co.kr|128.6074701|35.902072
신세계/산후조리원||02-2658-7733|서울 강서구 공항대로 329 (등촌동, 청호프라자)|http://regaincenter.co.kr|126.846204|37.5593104
신세계/제2/조리원||053-951-7773|대구 북구 동북로 117 (산격동)|http://ssghospital.co.kr|128.6074701|35.902072
신승준/산후조리원||02-388-5855|서울 은평구 서오릉로 134 (대조동, 메디칼)|http://shinobgy.com|126.9153066|37.6114461
신여성||031-829-3339|경기 의정부시 시민로 48 (의정부동, 아이월드빌딩)|http://shinobgy.co.kr|127.0631911|37.7354662
씨엘드마망||02-518-5071|서울 서초구 강남대로 545-12 (반포동, 진령빌딩)|http://cieldemaman.com|127.0327813|37.4872446
아가랑산후조리원||02-356-5422|서울 은평구 서오릉로 145 (구산동, 상원빌딩)|http://iagarang.com|126.9153066|37.6114461
아가엄마||02-999-8275|서울 강북구 한천로 1041 (수유동, 아가엄마산부인과)|http://agaumma.co.kr|127.0083534|37.6397764
아델리아/동구점||053-963-6663|대구 동구 안심로 54 (율하동)|http://adelia.kr|128.6916496|35.870252
아델리아/시지점||053-791-5552|대구 수성구 달구벌대로 3294 (신매동, 시지퍼스트)|http://adelia.kr|128.6524596|35.8522032
아란산후조리원||061-684-3200|전남 여수시 화장동 871-3|http://hanlovecare.com|127.6398128|34.7738761
아란태/산후조리원/1관||02-2676-5757|서울 영등포구 선유로 64 (문래동3가)|http://arantesanhu.com/|126.8888398|37.5187334
아란태/산후조리원/2관||02-2679-5005|서울 영등포구 선유로 63 (문래동6가, EEU동신타워)|http://arantesanhu.com|126.8888398|37.5187334
아름/산후조리원||031-702-2101|경기 성남시 분당구 성남대로779번길 26 (이매동, 서안빌딩) 5층|http://arumbaby.co.kr|127.1254081|37.3992701
아름다운/산후조리원||033-241-7400|강원 춘천시 터미널길 21 (온의동)|http://arduobgy.co.kr|127.7190606|37.8643462
아름다운산후조리원||033-430-9999|강원 홍천군 홍천읍 홍천로 342-10 (희망리)|http://armdaun.com|127.883212|37.6880627
아름병원/산후조리원||051-557-0114|부산 동래구 온천장로 13 (온천동, 아름병원)|http://areumhos.co.kr|129.0824141|35.2177909
아름제일/산후조리원/1관||02-855-9911|서울 구로구 새말로 110 (구로동, 세아베스틸)|http://areumcheil.co.kr|126.8851746|37.5039303
아름제일/산후조리원/2관||02-854-6677|서울 구로구 공원로 83 (구로동)|http://areumcheil.co.kr|126.8875447|37.5036102
아모르/산후조리원||070-7813-2000|경기 파주시 와석순환로 133 (동패동, 형성프라자) 4층|http://amormom.co.kr|126.7523421|37.7133199
아벨모리/산후조리원||02-826-6140|서울 동작구 노량진동 312-6|http://아벨모리산후조리원.kr|126.9394705|37.5078029
아이나산후조리원||031-278-7373|경기 화성시 봉담읍 삼천병마로 1344 (동화리)|http://ina.or.kr/|126.9535251|37.2243589
아이랑/산후조리원/광교점||031-225-0011|경기 용인시 수지구 법조로 242 (상현동)|http://아이랑산후조리원.kr|127.0735488|37.2993199
아이랑/산후조리원/영통점||031-206-3588|경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스)|http://아이랑산후조리원.kr|127.0746235|37.2528947
아이리스/산후조리원||02-2068-6167|서울 영등포구 영중로 140 (영등포동8가, 드림프라자)|http://아이리스산후조리원.kr|126.9051438|37.5293163
아이린/망원점||02-3142-1212|서울 마포구 월드컵로 155 (망원동, 가은빌딩)|http://irenecare.co.kr|126.9058372|37.5583121
아이린/성산점||02-3142-3003|서울 마포구 월드컵북로 137 (성산동, 제일성모메디칼센터)|http://아이린산후조리원.kr|126.9029931|37.5697271
아이맘/산후조리원||031-663-3510|경기 평택시 이충로 113 (이충동)|http://imomobgy.com/|127.0642981|37.0640854
아이맘-S||02-496-3425|서울 중랑구 망우로 411 (망우동, 장스여성병원)|http://jangshospital.co.kr|127.0932913|37.5977195
아이맘산후조리원||033-532-8081|강원 동해시 한섬로 113-7 (천곡동)||129.1160145|37.522293
아이모메디||054-450-2770|경북 구미시 야은로 297 (도량동)|http://imomedi.com|128.3173813|36.1398979
아이미즈||032-435-3575|인천 남구 경원대로 890 (주안동, 보미 리즌빌)|http://i-miz.kr|126.6919726|37.4626264
아이미즈||032-469-1255|인천 남동구 호구포로 836 (구월동, 구월프라자)|http://imizbaby.co.kr|126.7116593|37.4184349
아이사랑/산후조리원||051-890-7100|부산 부산진구 가야대로468번길 11 (개금동, 아이사랑산후조리원)|http://isarangclinic.co.kr|129.0234305|35.1508179
아이산/산후조리원||031-916-9410|경기 고양시 일산서구 덕이로 8 (덕이동, 아이산후조리원)|http://isanclinic.com|126.7468035|37.6939531
아이앤맘/산후조리원||033-643-9800|강원 강릉시 옥가로 21 (옥천동)|http://iandmom.com|128.8989812|37.7583158
아이엘산후조리원||02-2068-5118|서울 영등포구 당산동6가 224|http://i-el.co.kr|126.9028962|37.5336313
아이웰/산후조리원||031-8015-2022|경기 화성시 동탄문화센터로 61 (반송동, 아시아 프라자)|http://aiwell.co.kr|126.8311887|37.1994932
아이통곡/엘비산후조리원||02-508-0013|서울 강남구 삼성로 548 (삼성동, SISOMO TOWER)|http://lbmom.com|127.0590717|37.5027999
안동병원/산후조리원||054-840-0671|경북 안동시 앙실로 11 (수상동, 안동병원)|http://andonghospital.co.kr|128.6875638|36.5475967
안중산후조리원||031-683-7366|경기 평택시 안중읍 안중로131번길 14-15 (안중리)|http://anjungobgy.co.kr|126.9295678|36.9900551
알루베베/산후조리원||02-558-2053|서울 강남구 도곡로99길 16 (대치동)|http://allobebe.kr|127.0660007|37.501797
알리르마리||031-263-1068|경기 용인시 수지구 손곡로 95 (동천동)|http://alluremarie.com|127.0917996|37.335929
앙즐레/아이통곡||02-554-6600|서울 강남구 도곡로1길 14 (역삼동, 삼일프라자오피스텔)|http://angelet.kr|127.0321392|37.4910485
애플||053-781-1004|대구 수성구 용학로25길 6 (두산동, 불교한방병원)|http://산후조리원애플.kr|128.6248723|35.8253213
엄마랑아가랑||031-916-5456|경기 고양시 일산동구 일산로 441 (정발산동, 일성조합상가)|http://mababy.co.kr|126.7776747|37.6730463
엄마손||032-552-0035|인천 계양구 장제로809번길 5 (계산동)|http://sanhumom.com|126.7340109|37.540257
엄마손/산후조리원||031-703-5550|경기 성남시 분당구 야탑로 32 (야탑동, 삼부빌딩)|http://mamhands.co.kr|127.1404495|37.4080919
엄마품/산후조리원||02-893-3535|서울 금천구 금하로 720 (시흥동, 에벤에셀프라자)|http://momspum.com/|126.9070357|37.4524516
에덴/산후조리원||042-532-3500|대전 서구 계룡로 586 (괴정동)|http://edenbaby.co.kr|127.3828259|36.3415799
에덴메디/여성병원산후조리원/2호점||031-236-6114|경기 수원시 권선구 덕영대로 1156 (세류동)|http://edenmedi.or.kr|127.0169183|37.2503353
에덴메디여성병원산후조리원||031-232-8114|경기 수원시 권선구 동수원로 220 (권선동, 에덴메디빌)|http://edenmedi.or.kr|127.033568|37.2498703
에덴병원/산후조리원||062-260-3237|광주 북구 면앙로170번길 10 (두암동, 에덴병원)|http://edenhospital. co.kr|126.9296396|35.1752903
에델린/산후조리원||02-993-4300|서울 도봉구 해등로 125 (창동)|http://edelinebaby.com|127.0420729|37.6456642
에델바이스/산후조리원||031-709-5800|경기 성남시 분당구 운중로 128 (운중동)|http://blog.naver.com/edel590|127.082868|37.3905055
에디스||051-206-0999|부산 사하구 낙동대로 363 (당리동, G메디컬센터)|http://edith-woman.com|128.9828458|35.1096448
