##NAME|SUBNAME|ID|TELNUM|ADDR|OT|XCOORD|YCOORD@@설빙
설빙|대구/이시아폴리스점|164|053-985-8883|대구 동구 봉무동 1539-8번지 고은빌딩 제1동|11:00~ 22:00(주문마감 21:00)|128.6397912|35.9220545
설빙|대구/수성못점|140|053-763-5200|대구시 수성구 두산동 665 2층|am 10:30 ~ am 1:00|128.6230849|35.8264853
설빙|대구/이곡점|123|053-581-8811|대구 달서구 이곡동로 60(2층)|am 10:30 ~ pm 10:30|128.5120624|35.8547974
설빙|대전/유성온천점|522|-|봉명동 대학로 14|||
설빙|대전/오룡점|442|042-533-8001|계룡로 760, 1층(오류동)||127.40212933840034|36.33055027677878
설빙|대전/목원대점|427|070-4152-7911|도안북로 85-31, 1층 117호(용계동, 스타타워)||127.337640|36.331402
설빙|대전/유성온천CGV점|410|042-824-0350|계룡로132번길 10 도안센트럴플라자 209호|am.12:00 ~ pm 10:30|127.344688|36.352294
설빙|대전/송촌점|318|042-632-7911|대전 대덕구 송촌동 447-5 2층|am.12:00 ~ pm 10:30|127.4376695|36.3664018
설빙|대전/복수점|301|042-582-0777|대전시 서구 복수남로 29,2층|am.12:00 ~ pm 10:30|127.3781488|36.2979793
설빙|대전/전민점|278|042-867-3007|대전시 유성구 전민동 303 - 1 정암빌딩 2층|am 11:00 ~ pm 10:30|127.4005084|36.399472
설빙|대전/가오점|268|070-8805-2122|대전 동구 가오동 553번지|am.12:00 ~ pm 10:30|127.456863|36.3072582
설빙|대전/관저점|227|042-542-0407|대전 서구 관저동 1513번지 스마트타운 1층|월~목 am 10:30 ~ pm 10:30 금~일am 10:00 ~ pm 11:00|127.3371564|36.2985327
설빙|대전/테크노점|203|042-671-7772|대전광역시 유성구 테크노4로 105, 지상2층 208호, 209호|am.12:00 ~ pm 10:30|127.3896414|36.425112
설빙|대전/노은점|174|070-8773-3331|대전광역시 유성구 지족동 910-4 2층|am 10:30 ~ pm 10:30|127.3195218|36.3750997
설빙|대전/문화점|165|042-582-1235|대전 중구 문화동 311-2 BMK 코스모 1층||127.4050492|36.3198427
설빙|대전/시청점|135|070-8834-7911|대전 서구 탄방동 750번지 2층|am 11:30 ~ pm 10:30|127.388276|36.3464238
설빙|대전/은행동점|57|070-4249-4321|대전시 중구 은행동 48-9번지|am.11:00 - pm.10:30(주문마감 pms 10:00)|127.42781|36.3287885
설빙|대전//용전점|50|070-4259-7760|대전시 동구 용전동 63-27번지 건우빌딩 2층|am.12:00 ~ pm 10:30|127.4367074|36.3513654
설빙|대전/둔산점|38|070-4114-4330|대전 서구 둔산2동 1074 2층|am 11:30 ~ pm 11:00(주문마감 pm 10:30)|127.376011|36.351475
설빙|부산/정관신도시점|406|051-727-7212|정관면 모전리 738-3 누리타워 2층(모전우체국 앞)|am 10:30 ~ pm 11:00|129.165600|35.334800
설빙|부산//안락온천천점|359|051-527-0099|부산 동래구 안락2동 631-46(온천천로 443번지)|am 11:00 ~ pm 11:00|129.1015618|35.1917737
설빙|부산/다대포해수욕장점|313|051-266-0876|부산 사하구 다대1동 1548-32|am 12:00 ~ pm 10:30|128.9644006|35.0491628
설빙|부산/장림점|291|051-266-3355|부산광역시 사하구 장림동 325-67  2층|pm 12:30 ~ pm 11:00 (last order pm 10:30)|128.9699552|35.0808502
설빙|부산/송도해수욕장점|277|051-202-0011,   051-204-0011|부산광역시 서구 송도 해변로93,2층|am 11:00 ~ pm 11:00|129.0174377|35.0769419
설빙|부산/사상점|265|051-325-3018|부산 사상구 괘법동 546-1 엠시티 201호|am 10:00 ~ pm 11:00 (주문마감 pm 10:30)|128.9845959|35.1629855
설빙|부산/명장점|254|051-532-8889|부산 동래구 명장동 60-13 2층,3층|am 10:30 ~ pm 10:30|129.1019776|35.2046151
설빙|부산/신호점|251|051-831-2822|부산 강서구 신호동 237-7번지|am 11:00 ~ pm 10:00 (주문마감 pm 09:30)|128.877707|35.0824186
설빙|부산/연산토곡점|240|051-757-0013|부산 연제구 과정로 108(연산동 491-12) 2층|am 11:00 ~ pm 10:30|129.1075488|35.1810817
설빙|부산/본점|239|051-254-0980|부산광역시 중구 창선동1가 37-2 2~4층|am 10:30 ~ pm 10:30|129.0310239|35.0999734
설빙|부산/광복점|238|051-260-5247|부산광역시 중구 창선동1가 12-1 4층|am 11:00 ~ pm 09:50(주문마감 pm 09:30)|129.0295977|35.0997381
설빙|부산/남천점|234|051-628-2083|부산 수영구 남천동 6-16|am 10:30 ~ pm 10:30|129.1101659|35.1457809
설빙|부산/영도점|233|051-418-1888|부산광역시 영도구 절영로 33 아이블리스 1층|am 11:00 ~ pm 11:00|129.039500|35.091450
설빙|부산/서면영광도서점|224|051-802-0567|부산 부산진구 부전1동 475-1 2층|am 8:30 ~ am 12:00|129.0574064|35.1583611
설빙|부산/재송점|223|051-900-2777|부산 해운대구 재송동 1117-20 2층|am 10:00 ~ pm 11:00|129.1255386|35.185657
설빙|부산/가야대로점|213|051-895-2090|부산 부산진구 가야대로 479 2층|am 12:00 ~ pm 11:00 (주문마감 pm 10:30)|129.02461|35.1534696
설빙|부산/주례점|204|051-328-2100|부산시 사상구 주례3동 1162-8 정훈빌딩(대게궁) 2층|pm 12:00 ~ pm 10:30|129.0018448|35.1500538
설빙|부산/정관점|177|051-722-5151|부산 기장군 정관면 매학리 718-5번지|am 10:30 ~ pm 10:30|129.1755313|35.3211956
설빙|김해공항점|158|051-974-0024|부산광역시 강서구 대저2동 김해국제공항 국제선청사3층|AM 06:00 ~ PM 09:00|128.9467955|35.1731633
설빙|부산/청사포점|149|051-701-7710|부산시 해운대구 중동 499번지|am 11:00 ~ pm 11:00|129.190736|35.1626663
설빙|부산/괴정점|136|051-208-1577|부산시 사하구 괴정동 939-5번지 2층|11:00 ~ 23:00 (주문마감 22:30)|128.992058|35.0994955
설빙|부산/당감점|133|070-7797-9536|부산시 부산진구 당감동 304-29번지 2층|pm 12:00 ~ pm 10:30 (last order pm10:00)|129.0401824|35.1658239
설빙|부산/대연점|127|051-622-2299|부산 남구 대연동 1740-6번지|am 10:30 ~ pm 10:30|129.0921465|35.1346814
설빙|부산/하단점|126|070-8878-2282|부산 사하구 하단동 528~9 유얼비발디 2층|am 11:00 ~ pm 11:00|128.9670851|35.1075687
설빙|부산/당리점|118|070-8286-6652|부산시 사하구 당리동 311-21번지(부산은행 당리사랑점 2층)|am 11:00 ~ pm 11:00|128.9746869|35.1061961
설빙|부산/장산점|87|051-702-6411|부산 해운대구 좌동 1461-6 디베르비타 2층|10:30am ~ 10:30pm|129.175913|35.172429
설빙|부산/온천장점|86|051-557-3322|부산 동래구 금강공원로 20번길 46 르메이에르 동래타운 4동 103호-104호|10:30am ~ 10:30pm|129.0830517|35.219817
설빙|롯데월드/어드벤처점|516|-|올림픽로 240, 롯데월드 어드벤처 1층||127.0981411642445|37.511311627627
설빙|양재역점|515|02-581-9192|서운로6길 17, 1층(서초동)||127.03041941904524|37.48597887570406
설빙|서울/응암역점|484|02-304-2029|은평로64, 2층||126.91484372644155|37.598722558086244
설빙|서울/대치점|474|-|선릉로62길 33 지상1층(대치동,장성빌딩)||37.49800025782048|127.05507681274058
설빙|서울/구의점|468|추후 예정|아차산로 479 1층(구의동,지민빌딩)||127.09484435808909|37.54081404936071
설빙|서울/명지대점|466|추후 등록예정|남가좌동 369-10 DMC아이파크상가 100동 B208호||126.92101911030278|37.57805531780944
설빙|서울/선릉점|445|02-564-9192|테헤란로 52길 17, 2층 (역삼동 ES타워)||127.04815989312239|37.50300874610303
설빙|서울/마곡나루점|443|070-7543-0416|마곡중앙5로 6, 2층 235호(마곡동, 마곡나루역보타닉푸르지오시티)||126.82735723852197|37.56729683810177
설빙|서울구로고척점|436|070-4177-0120|81, 리케이빌딩 1층||126.86065749515967|37.504135452033395
설빙|서울/구파발역점|431|02-359-9991|진관2로 29-21, 드림스퀘어 2층 207호(진관동)||126.9193480969161|37.635742101654195
설빙|본사|423|02-3401-7900|삼성동 144-25 애플트리타워 12/13층||127.055560|37.507000
설빙|서울/강남/뉴코아점|415|02-530-5641|잠원로 51(잠원동 70-2) 지하 1층 설빙|오전 10:00 ~ 오후 10:00|127.007324|37.509464
설빙|석촌호수서호점|407|02-2202-5577|삼전동  130-2번지|am 08:30~am01:00|127.096298|37.506376
설빙|서울/상암/MBC/직영점|401|02-303-5666|상암동 1603번지 MBC신사옥상업시설 2층|am.11:00 ~ pm.11:00|126.89030|37.58088
설빙|서울/수락산역점|398|02-938-6442|상계1동 1119-4  2층||127.0556963|37.676907
설빙|서울/시흥사거리점|390|02-891-7355|시흥동 994-5 2층|am11:00 ~ pm11:00|126.9003779|37.4541276
설빙|서울/가양점|388|02-3665-1850|동촌동 628-11 청산빌딩 2층|am 11:00 ~ pm 11:00 (주문마감 pm 10:40)|126.8559744|37.5603931
설빙|서울/가락시장역점|378|02-404-0555|서울 송파구 가락동 79-3 2층|am 10:00 ~ pm 10:30|127.1205052|37.4938297
설빙|서울/청담공원점|371|02-518-1415|서울 강남구 청담동 31-12|am 10:00 ~ pm 10:00|127.0488624|37.5201013
설빙|서울/홍대입구역점|365|02-323-3287|서울 마포구 동교동 162-3 2층|am 11:00 ~ pm 10:30|126.9227125|37.5553752
설빙|서울/교대역점|362|02-522-8018|서울시 서초구 서초동 1659-13 로얄빌딩 2층|am 10:30 ~ pm 11:30|127.0159572|37.4931844
설빙|서울/신림2호점|360|02-882-9080|서울시 관악구 신림로 353 ( 신림동 2층)|am 10:00 ~ pm 11:00|126.9291869|37.485771
설빙|구로/G벨리점|349|02-6344-3959|서울 구로구 구로동 188-25|am 11:00 ~ pm 11:00|126.8965086|37.4849677
설빙|서울/성신여대점|340|070-4127-9230|서울 성북구 동선동 1가 26.  2,3층|am 11:00 ~ pm 11:00|127.0180162|37.5912816
설빙|석촌호수동호점|333|02-3432-7555|서울시 송파구 석촌호수로 278 여흥레이크빌 1층|일요일~목요일 10:00am~11:00am / 금요일~토요일 10:00am~12:00am|127.106559|37.510549
설빙|서울/방화점|332|02-2064-2825|서울 강서구 방화3동 829-5 에어뷰오피스텔 2층|am 10:00 ~ pm 10:00|126.8128129|37.5783126
설빙|서울/회기역점|331|02-960-4342|서울시 동대문구 회기로 193(휘경동 2층)|am 11:00 ~ pm 11:30 (주문마감 pm 11:00)|127.0574357|37.5901831
설빙|서울/상봉점|326|02-6380-0707|서울 중랑구 상봉동 130-1 2층|am 11:00 ~ pm 11:00, 주말 am 11:00 ~ am 12:00|127.0756613|37.593494
설빙|서울/압구정점|299|02-544-2440|서울 강남구 신사동 572-2|am 10:30 ~ pm 11:00|127.025438|37.5248299
설빙|서울/발산점|290|02-2658-2212|서울특별시 강서구강서로 380 (등촌동,세민홈프라자)2층|am 10:00 ~ pm 11:00|126.8388699|37.5594702
설빙|서울/장안점|286|02-2214-7781|서울시 동대문구 장안동 368-4 2층|am 10:00 ~ pm 11:00|127.0719024|37.5718201
설빙|서울/쌍문점|285|02-991-0077|서울 도봉구 창동655-11|am 11:00 ~ pm 11:00|127.033968|37.6466943
설빙|서울/명일점|283|02- 428-2586|서울 강동구 명일동 47-16|am 11:00 ~ pm 10:30|127.1555166|37.5530617
설빙|서울/동대문점|282|02-2276-0992|서울특별시 중구 을지로 254(을지로6가)|am 11:00 ~ am 1:00|127.0062965|37.5659801
설빙|서울/충무로점|276|02-2285-5516|서울특별시 중구 퇴계로 210|am 10:00 ~ pm 11:00|126.9950494|37.5612311
설빙|서울/중계은행사거리점|272|02-6395-8008|서울시 노원구 중계동 359-14 원광빌딩 201호|am 11:00 ~ pm 10:00|127.0760152|37.6508756
설빙|서울/천호점|270|02-470-7477|서울 강동구 천호3동 453-22 2층|월~목,일 am 11:00 ~ am 12:00  금,토 am 11:00 ~ am 1:00|127.1275667|37.5386363
설빙|서울/이문점(외대점)|267|02-959-7224|서울 동대문구 이문동 289-1|am 10:30 ~ pm 11:00|127.0614761|37.5961606
설빙|서울/목동점|266|02-2652-9041|서울특별시 양천구 목동 406-244 2층|am 11:00 ~ am 24:00|126.8728517|37.525116
설빙|서울/미아삼거리|264|02-986-2900|서울 성북구 길음동32(도봉로 31-1)|am 10:30 ~ pm 10:30|127.0298516|37.6120485
설빙|서울/월곡역점|262|02-943-4811|서울 성북구 하월곡동 27-62번지 정우빌딩 2층|am 11:00 ~ pm 11:00|127.0418609|37.6036835
설빙|서울/보라매점|261|02-831-6117|서울 동작구 신대방동 708번지 해태보라매타워 2층|am 10:30 ~ pm 10:30|126.9247981|37.4912462
설빙|서울/숙명여대점|247|02-715-9888|서울특별시 용산구 청파로47길 52명신프라자 202호(청파동2가)|am 11:00 ~ pm 11:00|126.9676557|37.5449622
설빙|서울/건대직영1호점|237|02-3409-5381|서울시 광진구 화양동 7-3 한림빌딩 1층|10:00am ~ 10:00pm|127.0692909|37.5407501
설빙|서울/건대직영2호점|236|02-499-5385|서울시 광진구 아차산로 230 (자양동,1층)|10:00am ~ 10:00pm|127.0687357|37.5402559
설빙|서울/화곡역점|230|02-2699-1357|서울 강서구 화곡동 1065-14 대성빌딩 2층|am 10:30 ~ pm 11:00|126.8391577|37.5418776
설빙|서울/한양대점|216|02-2282-0053|서울 성동구 행당동 19-100 2층|am 10:00 ~ pm 11:30|127.0405739|37.5587193
설빙|서울/이수역점|210|070-4255-7575|서울 동작구 동작대로 27가길 12(사당동,2층)- 구 미스터 피자집|am 11:00 ~ pm 11:00|126.980966|37.4871113
설빙|서울/연신내점|199|02-2088-0710|서울시 은평구 연서로29길 3, 2층(갈현동)||126.9202509|37.6190817
설빙|서울/신촌점|182|070-7716-8970|서울특별시 서대문구 연세로 19 (창천동 31-45)|am 10:30 ~ pm 11:00|126.9367238|37.5573961
설빙|서울/수유역점|170|02-999-2003|서울 강북구 번동 446-46 2,3층|am 10:30 ~ pm 10:30|127.0258516|37.6376089
설빙|서울/명동1호점|169|02-752-2232|서울 중구 명동2가 55-2번지 남경빌딩 2층|am 10:30 ~ pm 10:30|126.9836772|37.5626782
설빙|서울/서울대입구역점|168|02-872-6716|서울 관악구 봉천동 1598-1번지 2층|am 10:30 ~ pm 10:30|126.9526486|37.4789479
설빙|서울/노량진점|166|02-825-1844|서울특별시 동작구 노량진동 59-29번지 2층|am 10:30 ~ pm 10:30|126.9418408|37.5134237
설빙|서울/마포공덕점|163|02-711-0334|서울시 마포구 도화길 31-1 2층||126.949347|37.541072
설빙|서울/영등포점|162|02-2632-6425|서울특별시 영등포구 영등포동 3가 8번지 남서울빌딩 2층|am 11:00~ pm 11:30 (주문마감 pm 11:00)|126.9066234|37.5183672
설빙|서울/이대점|148|070-4240-4433|서울시 서대문구 대현동 54-9 2,3층|am 11:30 ~ pm 9:30 (매주 화요일 휴무)|126.9460907|37.557975
설빙|서울/명동2호점|147|02-774-7994|서울시 중구 명동 10길 20, 2층|am 10:30 ~ pm 10:30|126.9852877|37.562943
설빙|서울/혜화대학로점|131|070-7721-5047|서울특별시 종로구 대학로길 12길 21(동숭동 1-52)|am 11:30 ~ pm 10:30|127.0032659|37.5827694
설빙|서울/강남역2호점|120|02-6261-6802|서울시 강남구 역삼동 810-5 반석빌딩2층|am 10:30 ~ pm 10:30|127.0261443|37.503339
설빙|서울/홍대놀이터점|111|02-323-3288|서울 마포구 서교동 358-37 2층|PM 12:00 ~ PM 11:30|126.9229874|37.5524734
설빙|서울/사당점|110|02-3474-7150|서울 관악구 남현동 1061-23 (크리스피크림 2층)|am 10:30 ~ pm 10:30|126.9813747|37.4751106
설빙|서울/신림점|103|02-879-2080|서울특별시 관악구 신림본동 1640-1 2층|11:00am ~ 11:00pm|126.9283686|37.483757
설빙|서울/노원역점|102|02-952-8970|서울특별시 노원구 상계로 65 현성빌딩 2층|11:30am ~ 11:30pm|127.0622445|37.6563775
설빙|서울/고대점|101|070-8231-5157|서울특별시 성북구 안암동 5가 102-64번지 2층|10:30am ~ 10:30pm|127.0292292|37.58567
설빙|서울/가로수길점|95|02-540-3268|서울특별시 강남구 강남대로 152번길 45, 2층|11:00am ~ 10:30pm|127.0230391|37.5182088
설빙|서울/중앙대점|75|02-821-1098|서울특별시 동작구 흑석로 101-10, 2층 (흑석동)||126.960836|37.508200
설빙|서울/종각점|72|02-732-6777|서울시 종로구 종로2가 84-1번지 2.3층|am.10:30 - pm.10:30|126.9856141|37.569974
설빙|서울/인사점|71|070-4227-2655|서울 종로구 인사동 39번지|am.10:30 - pm.10:30|126.986995|37.5722145
설빙|서울/강남역점|21|02-6261-6801|서울시 강남구 역삼동 619-4 장연빌딩 202호|am.10:30 - pm.10:30|127.0270102|37.5018948
설빙|세종시/세종점|409|044-866-5838|세종시 보듬3로91 해피라움4동 113호 209호|am.11:00 ~ pm 11:00|127.249603|36.511416
설빙|세종시/조치원역점|370|070-4190-9663|세종시 조치원읍 교리 26-4|평일 am 10:30 ~ pm 11:00  주말 am 10:30 ~ pm 11:30|127.2971241|36.6022285
설빙|울산/언양점|419|052-254-6780|언양읍 헌양길 84, 2층|am 10:30 ~ pm 10:30|129.122375|35.565100
설빙|울산/덕신점|372|052-238-3844|울산시 울주군 온산읍 덕신리 572-29|am.11:00~pm.10:30|129.308252|35.436088
설빙|울산/호계점|109|052-295-7878|울산시 북구 호계동 258-16|am 12:30 ~ pm 10:30|129.3512168|35.6281808
설빙|울산/일산점|85|052-233-4859|울산시 동구 일산동 945 테라스파크 C동 211~212호|10:30am ~ 10:30pm|128.6850403|35.242109
설빙|울산/공업탑점|52|052-227-8813|울산 남구 신정동 1097-9번지|am.11:30 - pm.11:30|129.3085573|35.5312639
설빙|울산/병영점|36|052-292-8254|울산시 중구 남외동 483-11 스카이엠빌딩202호|am.10:30 - pm.10:30|129.3453693|35.5685493
설빙|울산/구영점|35|052-248-3457|울산시 울주군 범서읍 구영리 850-6번지 2층|am.12:30 - pm.10:30|129.2408069|35.5743511
설빙|울산/울산대점|29|052-903-4000|울산광역시 남구 무거동 630-18번지 2층|am.12:00 - pm.10:30|129.2612986|35.5430566
설빙|울산/태화점|24|052-212-8812|울산 중구 태화동 593-1 2층|am.10:30 - pm.10:30|129.3000243|35.5511070
설빙|울산/성남점|15|052-248-6933|울산시 중구 성남동 219-77 KT울산 성남사옥2층|am.10:30 - pm.10:30|129.012725|35.560174
설빙|울산/삼산점|3|052-260-6933|울산시 남구 삼산동 1522-2|am.10:30 - pm.10:30|129.336608|35.54019
설빙|송도/센트럴시티점|447|032-821-8882|송도국제대로 261, 231동 209호||126.6499799664064|37.37422351370754
설빙|인천/만수3지구점|394|032-654-4096|만수동 1040-2번지 2층|am11:00 ~ pm10:30|126.7380654|37.4431578
설빙|인천/신현점|393|032- 583-5577|가정로 375 (신현동, 금강아미움 206호)|am11:00 ~ pm11:00|126.6726214|37.5184749
설빙|인천/부평시장역점|391|032- 528-7115|부평1동 529-40 동아웰빙타운 206호|am10:30 ~ pm11:00|126.7212717|37.4983687
설빙|인천/검암점|389|032-565-3455|검암동 606-1 준암프라자 2층|pm12:00 ~ pm11:00(주문마감 pm10:30)|126.6745139|37.5651368
설빙|인천/용현점|385|032-881-6163|용현동 622-121,122  2층|pm 12:00 ~ pm 11:30|126.6372685|37.4530315
설빙|인천/가좌점|384|032-278-5050|가좌동 122-4 우신프라자 2층|am 11:00~pm 11:30 (하절기5-10월)|126.6813442|37.4945979
설빙|인천/영종도점|380|032-433-1111|인천 중구 중산동 1874-8 스카이메디컬프라자 2층|am 10:00 ~ pm 11:00|126.5605119|37.4857255
설빙|인천/만수1호점|364|032-465-8818|인천 남동구 만수2동 68-11호 2층|am 12:00 ~ pm 11:00|126.7358665|37.461844
설빙|인천/신포점|356|032-777-9992|인천 중구 신포동 26-22 2~3층|(평일) am 11:00 ~ pm 11:00 (주말) am 11:00 ~ am 12:00|126.6250604|37.4710624
설빙|인천/계양구청점|337|032-556-8588|인천 계양구 용종동 210-3번지 206~207호|pm 12:00 ~ pm 10:30|126.7371395|37.5383648
설빙|인천/모래내시장점(구월동)|334|032-462-6123|인천 남동구 구월1동 1240 우석빌딩 2층|(평일)am 10:30 ~ pm 10:30 (주말)am 10:30 ~ pm 11:30|126.7186303|37.4520769
설빙|인천/송도센트럴파크점|329|032-833-4292|인천 연수구 송도동 23-4|am 10:30 ~ pm 10:30|126.6401346|37.3951162
설빙|인천/동인천점|306|032-777-9949|인천 중구 인현동 27-26|평일 am 11:00 ~ pm 11:00 주말 am 11:00 ~ am 12:30|126.63013|37.4747827
설빙|인천/삼산점|302|032-527-0120|인천광역시 부평구 삼산동 459-4 세원빌딩 201호|am 10:30 ~ pm 11:00|126.7358009|37.5082567
설빙|인천/논현점|295|032-441-0900|인천광역시 남동구 논현동 649-3 아름다운 타워 2층|am 10:00 ~ pm 11:00|126.7242584|37.4000571
설빙|인천/인하대점|289|032-874-6770|인천시 남구 용현동 188-17, 2층|(평일)pm 12:00 ~ pm 11:00 (주말)am 11:00 ~ pm 11:00|126.6573498|37.4515675
설빙|인천/구월2호점|269|032-426-7289|인천 남동구 구월동 1473  201호|am 11:30 ~ pm 12:00|126.7022154|37.4444986
설빙|인천/송도포스코점|255|032-831-9010|인천광역시 연수구 송도동3-31번지 마린프라자 201호|am 10:00 ~ am 12:00|126.6495478|37.3923955
설빙|인천/월미도점|248|032-777-5896|인천광역시 중구 월미문화로 71, 2층(북성동1가, 206호,207호)|11:00am ~ 11:00pm|126.596224|37.472235
설빙|인천/청라점|232|032-562-6163|인천 서구 연희동 799-9번지 201,202호|pm 12:00 ~ pm 10:30|126.6529238|37.533476
설빙|인천/검단점|211|032-565-6425|인천 서구 마전동 636-1번지 고성빌딩 2층|am 12:00 ~ pm 10:30|126.6686105|37.5968799
설빙|인천/주안점|198|032-433-8821|인천시 남구 주안로 102-1 2층|am 11:30 ~ am 12:00|126.6810629|37.4637907
설빙|인천연수청학점|194|032-816-3876|인천 연수구 청학동 503-4 2층|am 10:30 ~ pm 10:30|126.6756747|37.4143321
설빙|인천/문화의거리점|143|032-511-1937|인천 부평구 부평동 193-7|am 10:30 ~ pm 10:30|126.7249337|37.493119
설빙|인천/부평점|134|032-504-9949|인천시 부평구 부평동 159-8번지 2층|10:00am ~ 11:00pm|126.7251329|37.4915781
설빙|인천/구월점|99|032-426-0006|인천 남동구 구월동 1457 이노프라자 2층|11:00am ~ 11:00pm|126.701738|37.445806
설빙|인천/서창점|91|032-467-8997|인천 남동구 서창동 707-1 (서창남순환로 222) 센터프라자 205호|a.m 11:00 ~ p.m 11:00|126.749579|37.424300
설빙|전남구례점|472|061-783-2100|구례읍 봉남리 220-6번지||35.208423527813046|127.46436498415505
설빙|전남/순천연향점|387|061-726-9800|연향동 1343-1|am 10:00 ~ pm 10:00|127.5187633|34.951191
설빙|전남/순천신대점|367|061-723-9484|전남 순천시 해룡면 신대리 1985번지|am 10:30 ~ pm 23:00 (주문마감 pm 10:30)|127.5493996|34.9342845
설빙|전남/담양점|342|061-382-3332|전라남도 담양군 담양읍 죽녹원로90, 2층|||
설빙|전남/해남점|324|061-535-7070|전남 해남군 해남읍 군청길11|am 11:00 ~ pm 11:00|126.5983393|34.572786
설빙|전남/나주혁신도시점|307|061-333-3213|전남 나주시 배맷 1길 50-204(빛가람동 혁신타워 2층)|am 10:30 ~ pm 10:30|126.7912815|35.020839
설빙|전남/화순/만연점|294|061-373-2003|전남 화순군 화순읍 만연리 240-9|am 10:30 ~ pm 10:30|126.9910834|35.0606408
설빙|목포/중앙점|185|061-244-4412|전남 목포시 영산로 75번길 26-1 2층|am 11:00 ~ pm 10:00|126.3840905|34.7915669
설빙|여수/교동점|175|061-666-2555|전남 여수시 교동 345번지 2층|am 11:00 ~ pm 09:00(주문마감pm 08:30)|127.7341829|34.7406843
설빙|전남/무안도청점|144|061-282-7997|전남 무안군 삼향읍 남악리 2182|am 10:30 ~ pm 10:30|126.4624538|34.8123163
설빙|목포/하당점|128|061-282-7717|전남 목포시 상동 1159-12|am 10:30 ~ pm 10:30|126.4346769|34.7968678
설빙|전남/목포/장미꽃길점|105|061-281-4663|전남 목포시 상동 장미로 30(상동989-2번지)|am 10:30 ~ pm 10:30|126.4249032|34.8017639
설빙|광양/중마점|97|061-913-0039|전남 광양시 오류2길 6 (중동 1641번지 1층)|10:30am ~ 10:30pm|127.6963928|34.9365471
설빙|여수/여서점|76|061-654-0099|전남 여수시 여서동 213-2|am.10:30 - pm.10:30|127.703634|34.7526256
설빙|순천/법원점|73|061-727-4244|전남 순천시 왕지동 872-6 2층|am. 10:30 - pm. 10:30|127.5257267|34.9684808
설빙|여수/웅천점|46|061-682-1312|전남 여수시 웅천동 1699-1 2층|am.10:30 - pm. 10:30|127.6715670|34.7464610
설빙|여수/학동점|40|061-692-2518|전남 여수시 학동 176-6번지 1층|am.10:30 - pm. 10:30|127.6640293|34.7572796
설빙|전남/순천대점|27|061-754-4244|전남 순천시 석현동 88-8번지|am.10:30 - pm.10:30|127.4850032|34.9687384
설빙|김제/검산점|408|063-542-0333|검산동 1062-3번지 2층|am 10:00 ~ pm 10:00|126.902677|35.800612
설빙|전북/군산미룡점|352|063-468-1801|전북 군산시 미룡동 879-1|am 10:00 ~ pm 11:00|126.6864647|35.9451645
설빙|전북/익산/모현점|330|063-837-3400|전북 익산시 모현동1가 874번지|am 11:00 ~ pm 10:00|126.9396265|35.9503866
설빙|전북/군산/미장점|325|063-468-0345|전북 군산시 수송동 850-5(수송로 207) 2층|am 10:30 ~ pm 11:00|126.7181737|35.9642759
설빙|전북/남원/도통점|304|063-626-0723|전북남원시 용성로202번지|am 10:00 ~ pm 11:00|127.3951622|35.4156303
설빙|전북/전주혁신도시점|252|070-8812-3877|전북 전주시 완산구 중동 774-6|am 10:30 ~ pm 10:30|127.0588656|35.8375437
설빙|전주/송천점|206|063-274-6181|전북 전주시 덕진구 송천동2가 179-40번지 백두산빌딩 2층|am 11:00 ~ pm 10:30|127.1291987|35.8654175
설빙|전주/인후점|202|063-241-9755|무상지로 83, 2층(인후동1가)|am 10:00 ~ pm 11:00|127.1642112|35.8345248
설빙|전북/정읍점|193|063-532-1300|전북 정읍시 중앙로 132(수성동),2층|am 10:30 ~ pm 10:30|126.8528079|35.5664328
설빙|전주/전북대점|150|063-271-3988|전북 전주시 덕진구 덕진동1가 1314-169번지|am 10:30 ~ pm 10:30|127.1268771|35.8436689
설빙|전주/평화점|146|063-221-1751|전북 전주시 완산구 평화동2가 894-2 2층|am 10:30 ~ pm 10:30|127.1335119|35.7866774
설빙|전북/원광대점|139|063-837-1544|전북 익산시 신동 789-6번지 2층|am 12:00 ~ pm 10:00|126.9584325|35.9625227
설빙|군산/수송점|138|063-471-0980|수송동 827-11, 2층|am 10:30 ~ pm 10:30|126.7160681|35.9678261
설빙|군산/나운점|116|063-461-7555|전북 군산시 나운동 97-3번지 에스트쇼핑몰 5동 103-104호|am 10:30 ~ pm 10:30|126.7043692|35.9646711
설빙|전주/서신동점|114|063-255-0077|전북 전주시 완산구 서신동 784-1번지|am 10:30 ~ pm 10:30|127.1207892|35.8319784
설빙|전북/고창점|74|063-563-8600|전라북도 고창군 고창읍 월곡로46, 1층|11:00am ~ 11:00pm|126.711509|35.435626
설빙|전주/한옥마을점|70|070-7799-8883|전북 전주시 완산구 풍남동 3가 36-15|am.10:30 - pm.10:30|127.1523052|35.8170078
설빙|전주/객사점|56|070-7788-3307|전북 전주시 완산구 고사동 64-5|am.10:30 - pm.10:30|127.1455702|35.8192971
설빙|전주//효자점|49|063-221-3988|전북 전주시 완산구 효자동 3가 1527-8번지 2층|am.10:30 - pm.10:30|127.1083573|35.8183035
설빙|익산/영등점|44|063-838-0980|전북 익산시 영등동 857-1번지 예송빌딩 2층|am.10:30 - pm.11:00|126.9770023|35.9582548
