##NAME|SUBNAME|ID|TELNUM|NEWADDR|OT@@이디야
이디야|의정부가능SK점|1240|031-837-3371|경기 의정부시 신촌로 18-7 (가능동, 의정부 SK VIEW)|평일 운영시간 : 08:30 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:50
이디야|의정부금오중앙점|1109|031-848-5085|경기 의정부시 금오로 91 (금오동)|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일: 09:00 ~22:30
이디야|의정부낙양점|1841|031-851-5757|경기 의정부시 용민로 397 (낙양동)|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 - 22:00
이디야|의정부녹양점|1601|031-855-7111|경기 의정부시 비우로 102 (녹양동)|평일 운영시간 : 09:00 ~ 21:50;주말 및 공휴일 : 09:00 ~ 21:50
이디야|의정부동부점|645|031-848-0098|경기 의정부시 평화로 547 (의정부동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|의정부민락2지구점|1479|031-851-0369|경기 의정부시 오목로 215 (민락동)|평일 운영시간 : 08:00 ~ 23:00평일 주말 영업시간 동일
이디야|의정부민락점|447|031-853-1139|경기 의정부시 용현로 158 (민락동) 104호|평일 운영시간 : 09:00 ~ 22:50일요일은 09:00~21:50 까지 영업합니다.
이디야|의정부발곡점|1042|031-841-5033|경기 의정부시 동일로 460 (신곡동)|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|의정부발곡프라자점|1846|031-826-5085|경기 의정부시 회룡로 178 (장암동) 발곡프라자 제지층 제B16호|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|의정부범골점|2462||경기 의정부시 범골로 110 (의정부동, 전원빌딩)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|의정부서부점|490|031-826-9590|경기 의정부시 시민로 81 (의정부동) 서부타워빌딩 1-101|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|의정부솔뫼점|1265|031-841-3700|경기 의정부시 시민로 442 (용현동) 211-4|평일 운영시간 : 09:00 ~ 22:40평일 주말 영업시간 동일
이디야|의정부시민로점|1555|031-826-2221|경기 의정부시 시민로 39 (의정부동) 대정프라자 108호|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|의정부시장점|1006|031-821-3130|경기 의정부시 태평로 68 (의정부동) 2층|평일 운영시간 : 08:30 ~ 22:30토 : 08:30 ~ 22:30/ 일: 10:00~22:00
이디야|의정부신곡1동점|2814|031-855-4536|경기 의정부시 발곡로 25 (신곡동) 이디야 인천신곡1동점|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|의정부신곡점|610|031-844-9583|경기 의정부시 추동로19번길 21 (신곡동)|평일 운영시간 : 09:00 ~ 00:00평일 주말 영업시간 동일
이디야|의정부신곡중앙점|2423|031-852-8958|경기 의정부시 부용로 209-1 (신곡동)|평일 운영시간 : 08:30 ~ 22:55;주말 및 공휴일 : 09:00 ~ 22:55
이디야|의정부어룡점|1235|031-853-4798|경기 의정부시 효자로 14 (민락동)|평일 운영시간 : 08:00 ~ 23:50평일 주말 영업시간 동일
이디야|의정부용현점|656|031-856-2224|경기 의정부시 용민로 84 (용현동) 미래빌딩 3호|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일: 09:00 - 22:00
이디야|의정부중앙점|400|02-728-1546|경기 의정부시 행복로 32-1 (의정부동) 1-3층|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|의정부코스트코점|1810|031-854-3222|경기 의정부시 용민로 483 (민락동) 1층 113호|평일 운영시간 : 09:00 ~ 21:50평일 주말 영업시간 동일
이디야|의정부호원점|1772|031-841-1655|경기 의정부시 신흥로 125 (호원동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|의정부호원중앙점|2386|031-855-2948|경기 의정부시 신흥로 64 (호원동)|평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:30 ~ 22:30
이디야|의정부홈플러스점|2730|010-4737-4705|경기 의정부시 청사로 38 (금오동, 삼성홈플러스)|평일 운영시간 : 10:00 ~ 21:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|의정부흥선점|2625|031-845-7775|경기 의정부시 호국로 1139 (가능동)|평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:30 ~ 22:30
이디야|회룡역점|523|031-878-9722|경기 의정부시 평화로 374 (호원동, 한승아파트)|평일 운영시간 : 08:00 ~ 23:00토요일 : 08:00 ~ 23:00일요일: 09:00 ~ 23:00
이디야|3공수특전여단점|2128|02-728-1546|경기 이천시 마장면 이장로 155-23 (이치리)|평일 운영시간 : 10:00 ~ 20:00;주말 및 공휴일 동일합니다.
이디야|이천갈산동점|1550|031-631-2046|경기 이천시 향교로 171 (갈산동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|이천로데오점|713|031-638-3082|경기 이천시 영창로 202-8 (창전동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|이천롯데마트점|2740|031-631-4581|경기 이천시 구만리로 191 (안흥동, 롯데캐슬 골드스카이) 롯데마트 1층 이디야커피 이천롯데마트점|평일 운영시간 : 10:00 ~ 10:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|이천마장점|2958|031-631-8968|경기 이천시 마장면 중앙로9번길 10 (오천리)|평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:30 ~ 22:30
이디야|이천부발점|1165|031-637-7600|경기 이천시 부발읍 경충대로 2096-4 (아미리)|평일 운영시간 : 07:30 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|이천송정점|1872|031-634-2010|경기 이천시 증신로291번길 138 (송정동)|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|이천이마트점|504|031-635-8599|경기 이천시 이섭대천로 1440-50 (증포동)|평일 운영시간 : 11:00 ~ 21:00;주말 및 공휴일 동일합니다.
이디야|이천장호원점|2472|031-643-9516|경기 이천시 장호원읍 장감로 23 (진암리) 1층 이디야커피|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00 / 매주 월요일 휴무
이디야|이천창전동점|2104|031-638-3007|경기 이천시 영창로 243 (창전동, Au타워)|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|이천터미널점|1882|031-634-8087|경기 이천시 이섭대천로 1200 (중리동, 종합버스터미널)|평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|금촌로데오점|363|031-948-9177|경기 파주시 금빛로 24 (금촌동) 111호|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|금촌역점|941|031-941-6499|경기 파주시 새꽃로 197 (금촌동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 08:00 ~ 23:00
이디야|문산당동점|1427|031-953-0211|경기 파주시 문산읍 방촌로 1719-62|평일 운영시간 : 10:00 ~ 00:00;주말 및 공휴일 : 08:00 ~ 00:00
이디야|문산당동중앙점|1863|031-953-3732|경기 파주시 문산읍 당동1로 39-4|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|문산역점|2064|031-952-7767|경기 파주시 문산읍 문산역로 91|평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일 08:00 ~ 22:00
이디야|문산점|203|031-952-2837|경기 파주시 문산읍 문향로 70 2층|평일 운영시간 : 10:00 ~ 21:55;주말 및 공휴일 : 10:00 ~ 21:45
이디야|야당역점|1888|031-949-0982|경기 파주시 경의로 1080 (야당동) 1070|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|파주가람마을점|1169|031-942-7610|경기 파주시 가람로 6 (와동동) 108호|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|파주교하점|992|031-945-5141|경기 파주시 청석로 260 (동패동) 114호|평일 운영시간 : 09:00 ~ 22:40;주말 및 공휴일 : 09:00 ~ 22:40
이디야|파주금릉점|2805|031-949-1992|경기 파주시 쇠재로 128 (금릉동) 1층 이디야커피 파주금릉점|평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:00
이디야|파주금촌로터리점|1513|031-941-2253|경기 파주시 번영로 18-1 (금촌동)|평일 운영시간 : 09:00 ~ 00:00;주말 및 공휴일 : 09:00 ~ 00:00
이디야|파주목동점|2862|031-944-9081|경기 파주시 와석순환로252번길 12 (목동동)|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|파주봉일천점|483|031-948-2242|경기 파주시 조리읍 봉천로 40|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|파주산내마을점|1956|02-728-1546|경기 파주시 교하로 79 (목동동) 109,204호|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|파주야당동점|2544|031-945-8586|경기 파주시 송학1길 135-25 (야당동) 이디야커피 파주야당동점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|파주엘씨디로점|2610|031-941-4289|경기 파주시 탄현면 엘씨디로241번길 22 (금승리) 1층 이디야커피|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|파주운정이마트점|531|031-947-5640|경기 파주시 한울로 123 (동패동) 1층 이마트 내|평일 운영시간 : 09:30 ~ 22:30;주말 및 공휴일 : 09:30 ~ 22:30
이디야|파주운정점|757|031-944-9005|경기 파주시 와석순환로 78 (야당동) 107호|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:30
이디야|서정리코레일점|1272|031-666-5451|경기 평택시 탄현로 51 (서정동) 이디야커피 서정리코레일점|평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일 08:00 ~ 22:00
이디야|안중백병원점|2694|070-4236-9869|경기 평택시 안중읍 서동대로 1931-21 (금곡리, 안중백병원)|평일 운영시간 : 08:30 ~ 20:30토요일 : 08:30 ~ 20:00일요일 및 공휴일 : 10:00 ~ 18:00
이디야|평택대점|2182|031-652-0995|경기 평택시 현신2길 6 (용이동)|평일 운영시간 : 09:00 ~ 23:20;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택동점|440|031-655-7058|경기 평택시 평택1로12번길 3 (평택동) 이디야커피 평택동점|평일 운영시간 : 08:00 ~ 23:00주말 : 09:00~23:00
이디야|평택법원점|1894|031-655-1043|경기 평택시 평남로 1041 (동삭동) 이디야커피 평택법원점|평일 운영시간 : 09:00 ~ 21:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택비전점|1950|031-618-0770|경기 평택시 비전2로 192 (비전동) 이디야커피 평택비전점|평일 운영시간 : 09:00 ~ 22:40;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택비전중앙점|2217|031-657-0195|경기 평택시 중앙로 205 (비전동)|평일 운영시간 : 09:00 ~ 20:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택삼성점|2137|070-7034-0092|경기 평택시 여염리 18번지 삼성반도체 복지동 2층|평일 운영시간 : 07:00 ~ 19:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택서정점|1876|031-663-2658|경기 평택시 관광특구로 42 (서정동) 이디야커피 평택서정점|평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택송탄신장점|2954|031-662-9994|경기 평택시 쇼핑로 27-2 (신장동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택송탄점|2368|02-728-1546|경기 평택시 탄현로 323 (신장동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택안중점|2122|031-682-5599|경기 평택시 안중읍 송담2로 31 이디야커피 평택안중점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택용죽점|2750|031-652-0306|경기 평택시 용죽5길 5-9 (용이동) 이디야커피 평택용죽점|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 08:00 ~ 22:30
이디야|평택이곡점|2019|031-654-1116|경기 평택시 비전6길 4 (비전동) 이디야커피 평택이곡점|평일 운영시간 : 09:00 ~ 22:20;주말 및 공휴일에는 변경될 수 있습니다.
이디야|평택청북점|2504|031-683-9063|경기 평택시 청북읍 청북남로 253 (옥길리, 골드라인) 1층 이디야커피|평일 운영시간 : 09:00 ~ 22:00토요일 : 10:00 ~ 22:00일요일 : 10:00 ~ 21:00
이디야|평택팽성점|2719|031-691-6969|경기 평택시 팽성읍 동서촌로 73 (객사리) 이디야커피 평택팽성점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|광릉수목원점|1716|031-544-1222|경기 포천시 소흘읍 광릉수목원로 698|평일 운영시간 : 10:00 ~ 21:00;주말 및 공휴일 : 10:00 ~ 21:00
이디야|대진대학교점|1603|031-542-2077|경기 포천시 선마로 4 (선단동)|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 21:30
이디야|포천개성인삼농협점|2729|031-536-2077|경기 포천시 호국로 1423 (어룡동) 1~2호|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다(추후변동 가능)
이디야|포천소흘점|2171|031-543-5061|경기 포천시 소흘읍 호국로 493-6 (이동교리) 1,2층 이디야 커피|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 08:00 ~ 22:30
이디야|포천신읍점|679|031-544-7877|경기 포천시 중앙로 134|평일 운영시간 : 08:30 ~ 22:20;주말 및 공휴일 : 09:00 ~ 22:20
이디야|포천신읍중앙점|2481|031-535-7488|경기 포천시 호국로 1499 (신읍동) 이디야커피 포천신읍중앙점 (포천문화원 옆)|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|포천운천점|2045|031-532-7075|경기 포천시 영북면 운천로 16|평일 운영시간 : 11:00 ~ 22:30;주말 및 공휴일 : 11:00 ~ 22:30
이디야|포천이동점|1533|031-532-7717|경기 포천시 이동면 화동로 2058|평일 운영시간 : 10:00 ~ 21:30;주말 및 공휴일 : 09:00 ~ 21:30
이디야|포천일동점|550|031-532-1966|경기 포천시 일동면 화동로 1070-1|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00~22:00
이디야|미사강변도시점|1903|031-792-2608|경기 하남시 미사강변대로226번길 26 (망월동) 미사원프라자 103호|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|미사골드프라자점|2661|031-795-0503|경기 하남시 미사강변대로34번길 82 (풍산동, 골드프라자) 116~118호 1층|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|미사로데오점|2784|031-792-9779|경기 하남시 미사강변중앙로204번길 22 (망월동, 미사 마이움 센트럴 아케이드) 114호 이디야커피 미사로데오점|평일 운영시간 : 09:00 ~ 21:30;주말 및 공휴일 : 09:00 ~ 21:30
이디야|미사망월점|2146|02-728-1546|경기 하남시 미사강변북로30번길 14 (망월동) 1층 (망월동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|미사센텀비즈점|2672|031-5175-3455|경기 하남시 조정대로 45 (풍산동, 미사센텀비즈) 122호|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|미사센트럴점|2825|031-796-7969|경기 하남시 미사강변남로 45 (망월동, 골든브릿지) 1층 이디야커피|평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|미사수변공원점|2017|031-794-4441|경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰) 1층 106호|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|미사청아초교점|2827|031-794-6467|경기 하남시 미사강변중앙로111번길 4 (풍산동) 1층 이디야커피|평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|위례효성해링턴타워점|2115|02-408-0838|경기 하남시 위례대로 190 (학암동, 위례 효성해링턴 타워)|평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 09:00 ~ 22:00
이디야|하남검단산역점|2908|031-795-2245|경기 하남시 대청로 73 (신장동) 1층|평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|하남광암동점|2906||경기 하남시 초광로 110 (광암동) 1층|평일 운영시간 : 08:00 ~ 20:00토요일: 08:00~20:00 / 일요일 휴무
이디야|하남덕풍점|855|031-795-5937|경기 하남시 신장로 134 (덕풍동) 덕풍동 2층|평일 운영시간 : 09:00 ~ 22:20;주말 및 공휴일 09:00 ~ 22:20
이디야|하남덕풍중앙점|2065|031-792-6406|경기 하남시 덕풍동로 111-21 (덕풍동) 1층 102, 103호|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|하남미사가로수길점|2907|031-791-2022|경기 하남시 미사강변한강로 290-3 (망월동, 미사강변도시씨3단지) 1층 109호|평일 운영시간 : 09:00 ~ 00:00;주말 및 공휴일도 평일과 동일합니다.
이디야|하남미사강변한강로점|2864|031-793-5437|경기 하남시 미사강변한강로334번길 34 (망월동) 1층 이디야커피 하남미사강변한강로점|평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|하남미사중앙점|2551|031-793-7184|경기 하남시 미사강변중앙로 221 (망월동, 센트럴파크2) 104, 105호|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|하남시청점|1617|031-792-6911|경기 하남시 대청로 15 (신장동) 107호|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|하남유니온파크점|2366|031-793-4068|경기 하남시 하남유니온로 70-1 (신장동)|평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄2시범단지점|1749|031-378-3076|경기 화성시 동탄대로시범길 189 (청계동) 이디야커피 동탄2시범단지점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄2카림애비뉴점|2533|031-373-2465|경기 화성시 동탄대로시범길 134 (청계동, 시범 반도유보라 아이비파크4.0) 판매시설지 지하1층 115-1호, 이디야 커피|평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일 : 08:30 ~ 22:00
이디야|동탄능동점|1724|031-613-8230|경기 화성시 동탄원천로 360 (능동) 이디야커피 동탄능동점|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄대로점|2193|031-376-3722|경기 화성시 동탄대로14길 5-11 (오산동)|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄삼성점|218|031-208-4343|경기 화성시 석우동  25번지 삼성반도체 화성사업장 H3정문동 2층 이디야커피 동탄삼성점|평일 운영시간 : 06:30 ~ 18:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄센트럴파크점|1758|031-8003-2303|경기 화성시 동탄지성로 94 (반송동) 이디야커피 동탄센트럴파크점|평일 운영시간 : 07:00 ~ 23:30;주말 및 공휴일 : 08:00 ~ 23:30
이디야|동탄역CGV점|2483|031-372-6241|경기 화성시 동탄대로 537 (오산동) 5층 511-1호 이디야커피 동탄역CGV점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄영천점|2027|031-373-5558|경기 화성시 지산1길 25-12 (영천동) 이디야커피 동탄영천점|평일 운영시간 : 08:30 ~ 22:55;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄으뜸U테크밸리점|2358|031-375-2269|경기 화성시 동탄기흥로 559 (영천동) 으뜸U테크밸리 112,113,114호|평일 운영시간 : 09:00 ~ 17:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄체육공원점|2617|031-376-5665|경기 화성시 왕배산2길 4-20 (목동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄치동점|2428|031-377-8801|경기 화성시 동탄대로21가길 4-10 (영천동)|평일 운영시간 : 09:00 ~ 20:40;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄폴리점|426|031-8003-2225|경기 화성시 10용사로 343-2 (능동) 폴리클리닉 116-117호 이디야커피 동탄폴리점|평일 운영시간 : 09:00 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동탄프리미엄아울렛점|2272|031-378-8386|경기 화성시 동탄면 동탄기흥로257번가길 7|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|병점역점|657|031-233-2609|경기 화성시 경기대로 1036 (진안동) 이디야커피 병점역점|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:20
이디야|병점홈플러스점|2762|031-898-6507|경기 화성시 경기대로 985 (병점동, 홈플러스 병점점) 2층 이디야커피 병점홈플러스점|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00
이디야|수원대점|278|031-226-2010|경기 화성시 봉담읍 와우안길 16 이디야커피 수원대점|평일 운영시간 : 08:30 ~ 23:00주말 : 10:30~22:30 방학 중 영업시간은 다를 수 있습니다.
이디야|수원신동점|2150|031-204-1006|경기 화성시 권선로882번길 115-2 (반정동)|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|향남롯데시네마점|1992|031-366-1920|경기 화성시 향남읍 상신하길로298번길 7-21 이디야커피 향남롯데시네마점|평일 운영시간 : 08:30 ~ 23:20;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성남양점|2235|031-357-5122|경기 화성시 남양읍 남양성지로 135|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성남양중앙점|2698|031-355-3085|경기 화성시 남양읍 역골중앙로 118 (남양리, 동광뷰엘)  A동 1층 101호, 102호 이디야 화성남양중앙점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|화성동탄SKV1점|2868|031-630-2064|경기 화성시 동탄순환대로 830 (영천동, 동탄 SK V1 center) B122호 이디야커피 화성동탄SKV1점|평일 운영시간 : 07:00 ~ 20:00토요일 및 공휴일 : 10:00 ~ 17:00일요일: 휴무
이디야|화성동탄남광장점|2853|031-8003-0977|경기 화성시 동탄중심상가1길 15 (반송동, 씨티21) 1층 이디야커피|평일 운영시간 : 08:00 ~ 00:00일요일 : 08:00 ~ 22:00
이디야|화성동탄산척점|2899|031-8077-9947|경기 화성시 동탄순환대로 249 (산척동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|화성동탄역1호점|2929|031-374-1039|경기 화성시 동탄역로 124 (오산동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일도 동일합니다.
이디야|화성발안점|2749|031-353-2279|경기 화성시 향남읍 발안공단로 90 (구문천리) 이디야커피 화성발안점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성봉담점|1938|031-227-1470|경기 화성시 봉담읍 상봉길 31 이디야커피 화성봉담점|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성사강점|2092|031-355-5801|경기 화성시 송산면 사강로 195-4 이디야커피 화성사강점|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성삼성점|117|031-208-5546|경기 화성시 반월동 삼성전자(주)화성사업장 산16 밀레니엄프라자 로비층 이디야커피 화성삼성점|평일 운영시간 : 06:30 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성석우IT점|2541|031-613-6739|경기 화성시 동학산2길 8-7 (석우동) 이디야커피 화성석우IT점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성송산육일리점|2883|031-357-2243|경기 화성시 송산면 화성로 322 (육일리) 1층, 이디야커피|평일 운영시간 : 10:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|화성시청점|2095|031-355-2524|경기 화성시 남양읍 시청로 123 이디야커피 화성시청점|평일 운영시간 : 09:00 ~ 22:15;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성우정화산점|2656|031-358-9122|경기 화성시 우정읍 기아자동차로 687 (화산리) 1층 이디야커피|평일 운영시간 : 08:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성조암점|2299|031-358-1960|경기 화성시 우정읍 조암남로 12|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성진안점|979|031-233-8003|경기 화성시 병점1로 221 (진안동) 이디야커피 화성진안점|평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성향남상신점|2635|031-352-9942|경기 화성시 향남읍 상신하길로 74 (상신리) 1층 이디야커피|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화성향남점|1875|031-353-6195|경기 화성시 향남읍 행정중앙2로 67 이디야커피 화성향남점|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|거제계룡점|1884|055-634-5633|경남 거제시 계룡로 62 (상동동)|평일 운영시간 : 09:30 ~ 22:20;주말 및 공휴일 : 09:30 ~ 22:30
이디야|거제고현점|1669|055-636-6442|경남 거제시 거제중앙로29길 13 (고현동)|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 09:30 ~ 22:30
이디야|거제고현중앙점|2951|055-634-2030|경남 거제시 거제중앙로24길 13 (고현동, 도영빌딩) 1층 이디야커피 거제고현중앙점|평일 운영시간 : 09:00 ~ 23:55;주말 및 공휴일에는 변경될 수 있습니다.
이디야|거제서정점|2307|055-641-9989|경남 거제시 거제면 거제남서로 3471|평일 운영시간 : 09:30 ~ 22:00공휴일에는 변경될 수 있습니다.
이디야|거제아주동점|1562|055-681-2502|경남 거제시 아주1로2길 26-1 (아주동)|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 11:00 ~ 22:30
이디야|거제옥포동점|1144|055-688-5676|경남 거제시 옥포성안로 27 (옥포동, C.S BeverlyHills3)|평일 운영시간 : 11:30 ~ 22:30주말 : 11:30 ~ 22:30 / 일요일 휴무
이디야|거제장평점|2289|055-636-5222|경남 거제시 장평로 20 (장평동)|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일도 영업시간 동일합니다.
이디야|거제중곡점|1961|055-633-5830|경남 거제시 중곡로3길 28 (고현동)|평일 운영시간 : 09:30 ~ 22:55;주말 및 공휴일 : 10:30 ~ 22:55
이디야|경남거창점|1548|055-942-1199|경남 거창군 거창읍 강변로 119|평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일 운영시간 동일합니다. (Last order : 23:30)
