##NAME|SUBNAME|TELNUM|NEWADDR|ADDR|OT|PARKING@@투썸플레이스
투썸플레이스|청주예술의전당DT점|043-276-2388|충청북도 청주시 흥덕구 직지대로 680|충북 청주시 흥덕구 봉명동 784|07:00 ~ 23:00|주차가능
투썸플레이스|대구수성점|053-756-1160|대구광역시 수성구 달구벌대로 2333(수성동4가)|대구 수성구 수성동4가 1085-34|07:00~02:00|건물 내 주차타워 이용가능
투썸플레이스|강남신사점|02-549-0238|서울특별시 강남구 강남대로152길 22 (신사동) 1,2층 투썸플레이스 강남신사점|서울 강남구 신사동 514-22|월-토 09:00~24:00 / 일,공휴일 10:00~24:00|발렛파킹
투썸플레이스|인천동춘점|032-812-4565|인천광역시 연수구 앵고개로264번길 30-5 (동춘동,청한빌딩) 1층|인천 연수구 동춘동 933-12 청한빌딩 101~102호|09:00~24:00|불가능
투썸플레이스|상계점|070-7558-8984|서울시 노원구 한글비석로 412|서울 노원구 상계5동 169-542|일-목 8:00~23:00 / 금,토 8:00~23:30|자세한 내용은 점포로 문의바랍니다.
투썸플레이스|구리장자호수공원점|031-564-4300|경기도 구리시 장자대로 76 (수택동) 투썸플레이스|경기 구리시 수택동 874-1|08:30~23:30|주차가능
투썸플레이스|보문역점|02-926-1130|서울특별시 성북구 보문로 125 (보문동2가) 1층|서울 성북구 보문동2가 105-3|08:00-23:00|4대 가능
투썸플레이스|동두천지행역점|031-866-2530|경기도 동두천시 지행로 53 (지행동) 1-2층|경기 동두천시 지행동 693-5|8:00~23:00|주차가능
투썸플레이스|부천옥길점|032-346-3222|경기도 부천시 옥길로 110-11, 1층 104,105,106,107호(옥길동)|경기 부천시 옥길동 744-3|08:00~23:00|주차가능
투썸플레이스|일산하늘마을점|031-975-3377|경기 고양시 일산동구 중산동 1836-3|경기 고양시 일산동구 중산동 1836-3 102호|07:30 ~ 23:00 평일,주말,공휴일|가능 - 1시간 무료
투썸플레이스|은평한옥마을점|02-353-7893|서울특별시 은평구 진관길 7 (진관동) 투썸은평한옥마을점|서울 은평구 진관동 9993-104|09:00 ~ 22:00 평일,주말|가능 / 카페베네 앞 상가 공영주차장
투썸플레이스|대구지산광장점|053-781-3200|대구광역시 수성구 용학로 297-7 (지산동) , 1,2층(지산동)|대구 수성구 지산동 1288-7|월~일 09:30~24:00|주차가능
투썸플레이스|광명하안점|02-898-6250|경기도 광명시 하안로287번길 21 (하안동,진명빌딩) 35-2|경기 광명시 하안동 35-2 1, 2층|월-일 8:00~23:00|주차불가
투썸플레이스|대전용전DT점|042-623-2388|대전광역시 동구 한밭대로 1246|대전광역시 동구 용전동 49-4|07시 - 23시|주차가능
투썸플레이스|부산사상점|051-317-1199|부산광역시 사상구 사상로 213 (괘법동,다사랑한의원, 투썸플레이스) 1층 투썸플레이스|부산 사상구 괘법동 526-39번지|9:00~23:30|주차 불가
투썸플레이스|대전가오점|042-282-0117|대전광역시 동구 은어송로77번길 7 (가오동) 투썸플레이스 가오점|대전 동구 가오동 536|월요일~목요일:9:00~23:00 / 금요일~일요일:9:00~24:00|주차가능
투썸플레이스|인천갈산역점|032-528-1486|인천광역시 부평구 평천로 286 (갈산동) 177 1,2층 투썸플레이스|인천 부평구 갈산동 177|월-토 09:00~05:00 / 일 09:00~02:00|주차불가
투썸플레이스|부여궁남점|041-832-5635|충청남도 부여군 부여읍 사비로 2 (동남리) 투썸플레이스|충남 부여군 부여읍 185-4|08:00~ 22:00|
투썸플레이스|킨텍스꿈에그린점|031-911-9040|경기도 고양시 일산서구 킨텍스로 240 (대화동) 1층|경기 고양시 일산서구 대화동 2603 킨텍스꿈에그린 상가 1F 112~117호|평일 09:00~22:00 / 주말,공휴일 10:00~22:00|상가주차장 2시간 무료이용 가능
투썸플레이스|용산트윈시티점|02-6222-3990|서울특별시 용산구 한강대로 366 (동자동,트윈시티남산) 1층|서울 용산구 동자동 56|주중 07:00-18:00 / 주말 및 공휴일 휴점|주차가능
투썸플레이스|어린이대공원역점|02-467-0003|서울특별시 광진구 광나루로 388 (화양동) 투썸플레이스 어린이대공원역점|서울 광진구 화양동 202|월-일 08:00~01:00|점포앞 공영주차장
투썸플레이스|구로디지털역깔깔거리점|02-855-7791|서울특별시 구로구 디지털로32길 97-39 (구로동) 2층|서울 구로구 구로동 1124-1 2층|일~목 : 08:00~01:00 / 금, 토 : 08:00~02:00|불가능
투썸플레이스|군포첨단산업단지점|031-462-5288|경기도 군포시 군포첨단산업2로 4 (부곡동) 1층|경기 군포시 부곡동 1248|08:00-22:00|주차가능
투썸플레이스|안양엔터식스점|031-5177-6219|경기도 안양시 만안구 만안로 244, 엔터식스 2층(안양동)|경기 안양시 만안구 안양동 88-1 엔터식스 2층|10:30~22:00|주차가능
투썸플레이스|대전자운대점|042-864-1112|대전광역시 유성구 신성로 119 (신성동) 투썸플레이스|대전 유성구 신성동 166-35|08:00~23:00|주차가능
투썸플레이스|울산삼산본동점|052-977-7770|울산광역시 남구 남중로 100 (삼산동) 1층|울산 남구 삼산동 190-1 1층|09:00-23:00|주차가능
투썸플레이스|정읍상동점|063-533-5330|전라북도 정읍시 신경2길 22-9 (상동,제일꽃 시장) 1층|전북 정읍시 상동 223-2|09 :00 ~ 22 :00|주차가능
투썸플레이스|파주운정점|031-943-2389|경기도 파주시 미래로 375 (동패동,삼성메디컬 프라자) 1층|경기 파주시 동패동 1759-5 삼성메디컬프라자 1층|07시 30분 ~ 23시|주차가능
투썸플레이스|운정역점|031-944-6060|경기도 파주시 경의로 1250 (와동동) 엠버418 111호~114호|경기 파주시 와동동 1454 엠버418 1층|평일,주말 09:00~23:00|주차가능
투썸플레이스|시흥목감점|031-402-9996|경기도 시흥시 수풀안길 22(조남동)|경기 시흥시 조남동 712-2 1,2층|08:30~23:00|주차가능
투썸플레이스|순천오천점|061-743-1153|전라남도 순천시 오천7길 26 (오천동) 1층|전남 순천시 오천동 956-1 1층|09시 ~ 24시|주차가능
투썸플레이스|청주지웰시티점|043-232-7788|충청북도 청주시 흥덕구 대농로 70 (복대동) 1층 투썸플레이스|충북 청주시 흥덕구 복대동 288-123|09:00~23:00|건물 내 주차가능
투썸플레이스|세종어진점|044-867-3396|세종특별자치시  한누리대로 492 (어진동,청암빌딩) 1층|세종 어진동 549 1층|08:00~23:00|2시간 무료 - 지하주차장 100면
투썸플레이스|구미확장단지점|054-473-7000|경상북도 구미시 산동면 신당리1462|경북 구미시 산동면 1462|09:00 ~ 23:00|건물내 주차장 이용
투썸플레이스|장충점|02-2265-6111|서울 중구 장충단로 205-0|서울 중구 장충동1가 26-13, 2층|평일 8:30~22:30 / 주말 및 공휴일 9:00~22:30|인근 유료주차장 이용
투썸플레이스|방학역점|02-954-7799|서울 도봉구 도봉로 696|서울 도봉구 방학동 706-7|월-금 09:00~23:00 / 주말 09:00~24:00|주차가능
투썸플레이스|대전둔산홈플러스점|042-486-5178|대전광역시 서구 문예로 107 (둔산동,홈플러스대전둔산점) 1층|대전 서구 둔산동 1380-2 1층|10:00~22:30|주차가능
투썸플레이스|포천송우점|031-542-7500|경기도 포천시 소흘읍 송우리 204 2층|경기 포천시 소흘읍 207 2층|평일 9:30~23:00 / 주말,공휴일 10:00~23:00|주차가능
투썸플레이스|염창역점|02-2648-8281|서울특별시 양천구 공항대로 630 (목동,어바니엘) 101호|서울 양천구 목동 514-18 1층|08~23시|불가능
투썸플레이스|순천금당점|061-724-9915|전라남도 순천시 대석길 35 (연향동,순천시산림조합) 1층|전남 순천시 연향동 1477-1|09:00~23:30|공용주차장 이용
투썸플레이스|서동탄역점|031-613-5366|경기 화성시 남여울3길 3|경기 화성시 능동 1153-1 중앙 프라자|평일,주말 : 09시 ~ 23시|주차가능
투썸플레이스|답십리점|070-7554-5045|서울특별시 동대문구 고미술로 81 (답십리동)|서울 동대문구 답십리동 530-16|08:00~23:00|주차불가
투썸플레이스|청라호수공원점|032-563-9201|인천광역시 서구 청라루비로 93 (청라동,루비타워) 1, 2층|인천 서구 경서동 950-9|월-일: 09:00~22:30|주차가능
투썸플레이스|황학신당역점|02-2231-9225|서울특별시 중구 퇴계로 447 (황학동)|서울 중구 황학동 2523 황학아크로타워|월~토 08:00 ~ 23:00 / 일요일 09:00 ~ 22:00|주차가능
투썸플레이스|인천문학점|032-227-0220|인천광역시 미추홀구 매소홀로 590 (문학동) 590|인천 남구 문학동 380-10|08:30~23:00|주차가능
투썸플레이스|평택용죽점|031-658-0406|경기도 평택시 용죽3로 18 (용이동) 1층|경기 평택시 용이동 685-3|08시 ~ 23시|불가능
투썸플레이스|인천도화점|032-872-8111|인천 미추홀구 숙골로87번길 28-1|인천 미추홀구 도화동 166-9|08:00-23:00|주차가능
투썸플레이스|인천송도유원지점|032-279-0101|인천광역시 연수구 청량로 83 (동춘동) 청량로 83|인천 연수구 동춘동 801-12|10:00 ~ 23:00|점포앞 주차가능
투썸플레이스|일산주엽점|031-924-2166|경기도 고양시 일산서구 중앙로 1413 (주엽동,동영빌딩) 101 , 201|경기 고양시 일산서구 주엽동 106-3 동영빌딩 101호, 102호 복층매장|08시 ~23시|주차가능
투썸플레이스|평택팽성점|031-691-9767|경기도 평택시 팽성읍 팽성송화로 153 (송화리) 1층|경기 평택시 팽성읍 송화리 787-1|주중 08:00 ~ 23:00 / 주말 09:00 ~ 23:00|건물주차가능
투썸플레이스|오산시티자이점|031-372-6246|경기도 오산시 부산중앙로 25-6 (부산동) 1층|경기 오산시 부산동 690 1층|08시 ~ 23시|불가능
투썸플레이스|강남세곡점|02-451-9200|서울특별시 강남구 헌릉로569길 21-30 (세곡동,드림하이오피스텔) 1층|서울 강남구 세곡동 615|08:00~22:30|주차가능
투썸플레이스|시흥물왕점|031-483-2223|경기도 시흥시 산현마을길 50 (산현동,목감레이크타워) 101,102,201,202,20|경기 시흥시 산현동 502|08:30~23:00|주차가능
투썸플레이스|평택청북점|031-681-2225|경기도 평택시 청북읍 청북남로 260, 109,209호(한샘쇼핑센터)|경기 평택시 청북읍 1157-2|09:00~21:30|주차가능
투썸플레이스|가산디지털점|02-866-9308|서울특별시 금천구 가산디지털1로 186 (가산동,제이플라츠) 1층 106, 106-1호|서울 금천구 가산동 459-11 제이플라이츠 1층|월~금 07:00~23:00 / 토 09:00~22:00 / 일 09:00~21:00|2시간 무료주차 가능 - 7,000원 이상 구매 시
투썸플레이스|안성한경대점|031-677-8792|경기도 안성시 중앙로 274 (석정동) 투썸플레이스 안성한경대점|경기 안성시 석정동 63-1|08:00 ~ 24:00|주차가능
투썸플레이스|남대전IC점|042-282-9333|대전광역시 동구 산내로 1217-8 (구도동) 1층|대전 동구 구도동 156-5 1층|08:30~22:30|주차가능
투썸플레이스|신촌대로점|02-6402-2366|서울특별시 마포구 신촌로 74 (노고산동) 1층|서울 마포구 노고산동 49-25|월~목 : 08:00~22:00 / 금, 토 : 08:00~23:00 / 일, 공휴일 : 09:00~22:00|불가능
투썸플레이스|대구수성알파시티점|053-792-6114|대구광역시 수성구 알파시티2로 95 (노변동) 201호|대구 수성구 노변동 739 201호|09:00 ~ 23:00|건물내 주차장 이용
투썸플레이스|부산송정힐스점|051-704-2347|부산광역시 해운대구 송정광어골로 83 (송정동) 2층|부산 해운대구 송정동 446-2 2층|24시간|가능 30대
투썸플레이스|제주영어도시점|064-792-6555|제주특별자치도 서귀포시 대정읍 글로벌에듀로 370 (보성리) 1층|제주 서귀포시 대정읍 2477|평일 / 주말 08시~22시|주차가능
투썸플레이스|울산정자점|052-201-0011|울산광역시 북구 동해안로 1540 (정자동) 투썸플레이스|울산 북구 정자동 457-5|월~목,일 10:00~22:30 / 금,토 10:00~23:00|주차가능
투썸플레이스|상수역점|02-6012-1011|서울특별시 마포구 독막로 86 (상수동) 1층|서울 마포구 상수동 324-9 1층|08시~23시|주차가능
투썸플레이스|도농사거리점|031-558-8244|경기도 남양주시 경춘로 365 (다산동) 1층|경기 남양주시 다산동 4129-1|월-일 : 08:00~23:00|매장 앞 주차 가능
투썸플레이스|시흥신천점|031-404-3002|경기도 시흥시 신천로 94 (신천동) B동 112호, 113호|경기 시흥시 신천동 766-3 B동 1층|08:00~23:00|주차가능
투썸플레이스|을지트윈타워점|02-3706-7200|서울특별시 중구 을지로 170 (을지로4가) 을지트윈타워|서울 중구 을지로4가 261-4 을지트윈타워 1|월~금 07:00~23:00 / 토~일 08:00~22:00|평일 : 1시간 무료 / 주말 : 무료
투썸플레이스|마산해운동점|055-221-5119|경상남도 창원시 마산합포구 월영동4길 10|경남 창원시 마산합포구 해운동 5-119|08:00~23:00|주차가능
투썸플레이스|파주동패점|031-943-1831|경기 파주시 동패동 36-11|경기 파주시 동패동 36-11 1층 2|평일 09:30~22:00 / 주말 10:00~22:00|주차가능
투썸플레이스|여수루지파크점|061-685-0110|전라남도 여수시 소라면 안심산길 155 (죽림리) N동,6층|전남 여수시 소라면 116 N동 6층|09시 ~ 21시|주차가능
투썸플레이스|영천동부점|054-333-0023|경상북도 영천시 호국로 126 (망정동) 1,2층|경북 영천시 망정동 193-5|09:30 ~ 24:00|주차가능
투썸플레이스|시흥능곡점|031-313-2671|경기도 시흥시 장현능곡로 188 (능곡동) 106,107,202호|경기 시흥시 능곡동 734|08:30~23:00|주차가능
투썸플레이스|순천풍덕점|061-813-0000|전라남도 순천시 하풍동길 1-1(풍덕동,호텔라움) 1층|전남 순천시 풍덕동 290-12 1층|8시 ~ 23시|주차가능
투썸플레이스|군산시청점|063-451-2320|전라북도 군산시 조촌4길 3|전북 군산시 조촌동 893-10 1~2층|09 : 00 ~ 22 : 00|주차가능
투썸플레이스|아산모종점|041-547-3257|충남 아산시 모종남로42번길 37|충남 아산시 모종동 99|8시 ~ 22시|주차가능
투썸플레이스|세종고운힐데스하임점|044-863-3036|세종시 고운동 1810|세종 고운동 1810|08:00~24:00|없음, 건물 뒷편 노상주차
투썸플레이스|전주평화점|063-225-3131|전라북도 전주시 완산구 맏내3길 4 (평화동1가,자바데이브) 투썸플레이스 전주평화점|전북 전주시 완산구 평화동1가 706-7|09:00~23:00|주차가능
투썸플레이스|대구동천점|053-314-2322|대구광역시 북구 동천로 133 (동천동) 대성시티프라자 203호|대구 북구 동천동 910-2 대성시티프라자 203호|월~목,일 09:00~02:00 / 금~토 09:00 ~ 03:00|건물내 주차 가능2시간 무료
투썸플레이스|광주첨단호수공원점|062-971-1470|광주광역시 광산구 첨단중앙로182번길 22 (쌍암동) 투썸플레이스 광주첨단호수공원점|광주 광산구 쌍암동 654-19|09:00~23:00|주차불가
투썸플레이스|화성동탄나루점|031-613-0115|경기도 화성시 동탄솔빛로 68|경기 화성시 반송동 218-1 1층|08:00~23:00|건물 지하 주차 가능
투썸플레이스|대전둔산대로점|042-477-2005|대전 서구 대덕대로 243 1층 투썸플레이스|대전 서구 둔산동 1026번지 1층|주중 07:30~24:00 / 주말 09:00~24:00|주차 가능
투썸플레이스|포항대도점|054-275-1555|경상북도 포항시 남구 포스코대로 380 (대도동) 1층|경북 포항시 남구 대도동 125-7|08:00 - 23:00|주차가능
투썸플레이스|화성와우리점|031-234-7994|경기도 화성시 봉담읍 와우로 24 (와우리) 1동 1층 123호(도원프라자)|경기 화성시 봉담읍 221-75 1동 1층 123호도원프라자|08:30~23:00|주차가능
투썸플레이스|석수역점|02-804-1003|서울특별시 금천구 시흥대로8 1층101호, 2층201호(시흥동,아르스파크)|서울 금천구 시흥동 979-4|09시~23시|주차가능
투썸플레이스|순천법원점|061-727-3359|전라남도 순천시 왕지로 30 (왕지동,거형빌딩) 1층|전남 순천시 왕지동 870-4|08:30~23:00|인근공용주차장 이용 가능
투썸플레이스|용인기흥구청점|031-693-6162|경기도 용인시 기흥구 구갈로60번길 5-1 (구갈동,다빈치 프라자) 1F,2F 투썸플레이스|경기 용인시 기흥구 구갈동 352-1|09:00~23:30 연중무휴|주차가능
투썸플레이스|광주첨단2지구점|062-572-1469|광주광역시 북구 첨단연신로91번길 10 (신용동) 투썸플레이스 광주첨단2지구점|광주 북구 신용동 730|10:00~24:00|주차가능
투썸플레이스|여수디아크점|061-642-2005|전라남도 여수시 돌산읍 돌산로 3169-38, 제1동 지1층|전남 여수시 돌산읍 평사리 산 318-109 제1동 지1층|08시~ 22시|주차가능
투썸플레이스|세종대학교점|02-2205-1238|서울특별시 광진구 능동로 209 (군자동,세종대학교) 대양AI센터 1층|서울 광진구 군자동 98 세종대학교 대양AI센터 1층|평일 08:00 ~ 23 :00 / 주말 09:00 ~ 23 :00|주차가능
투썸플레이스|고양행신점|031-971-4505|경기도 고양시 덕양구 충장로 134 (행신동,아이프라자) 1층|경기 고양시 덕양구 행신동 943-1|월-금 08:00-22:00 / 토,일,공휴일 09:00-22:00|주차가능
투썸플레이스|제주노형오거리점|064-747-7760|제주특별자치도 제주시 1100로 3339 (노형동) 1층|제주 제주시 노형동 3783-2 1층|평일/주말 09시~23시|주차가능
투썸플레이스|다산신도시점|031-553-2356|경기 남양주시 다산중앙로 117|경기 남양주시 다산동 6089-1|일~목 : 08:30~22:30 / 금,토 : 08:30~23:00|주차가능
투썸플레이스|아산이순신대로점|041-541-7373|충남 아산시 탕정면 매곡로 39-23|충남 아산시 탕정면 607-2|8시 ~ 22시|주차가능
투썸플레이스|구로대륭7차점|02-853-3336|서울특별시 구로구 디지털로33길 48 (구로동,대륭포스트타워7차) 구로대륭포스트타워7차|서울 구로구 구로동 170-10|월-금 7:30-21:30 / 토일 10:00~21:00|주차가능
투썸플레이스|강남KI타워점|02-593-2388|서울특별시 서초구 강남대로69길 8 (서초동) KI타워|서울 서초구 서초동 1309-8 KI타워 2층|월-일 08:00~23:00|주차불가
투썸플레이스|강남역KR타워점|02-555-0517|서울특별시 강남구 강남대로84길 13 (역삼동) KR타워 1, 2층|서울 강남구 역삼동 825-26 KR타워 1, 2층|월-금 07:00~23:00 / 토,일 08:00~23:00|주차불가
투썸플레이스|천안터미널점|041-558-2388|충청남도 천안시 동남구 만남로 43 (신부동,신세계백화점충청점,천안종합버스터미널) B동 지하1|충남 천안시 동남구 신부동 363-2 본관2동 1층|평일 07:00~22:00 / 주말,공휴일 08:00~22:00|주차가능
투썸플레이스|대구대실역점|053-583-8511|대구광역시 달성군 다사읍 달구벌대로 1층|대구 달성군 다사읍 매곡리 1546-10번지 1층|08:00~23:00|건물 내 주차가능
투썸플레이스|예산수덕사점|041-337-6038|충청남도 예산군 덕산면 수덕사안길 33-5 (사천리,덕산도립공원관리사무소) 1층|충남 예산군 덕산면 사천리 25-40|09:00~20:00|가능, 수덕사 주차장 도보 10초
투썸플레이스|평택석정점|031-664-9999|경기도 평택시 돌우물길 1 (이충동) 1층|경기 평택시 이충동 125-23 1층|10:00 ~ 22:00|주차가능
투썸플레이스|파인애비뉴점|02-6031-0029|서울 중구 을지로100|서울 중구 을지로2가 203|월-금 07:00~23:00 / 토 10:00~23:00 / 일,공휴일 10:00~22:00|주차가능
투썸플레이스|마산저도점|055-221-0969|경남 창원시 마산합포구 구산면 큰개길 13|경남 창원시 마산합포구 구산면 165-32|10시~22시|주차가능
투썸플레이스|수락산역점|02-936-2241|서울특별시 노원구 동일로243길 13 (상계동,대성빌딩) 1층|서울 노원구 상계동 1132-63 1층|08:00~23:00|주차불가
투썸플레이스|충정로센트럴플레이스점|02-363-2377|서울특별시 중구 서소문로 50 (중림동,CENTRAL PLACE) 1층|서울 중구 중림동 419 센트럴플레이스 1층|월-금 07:00~23:00 / 주말 08:00~22:00|주차가능
투썸플레이스|인천공항세인물류센터점|070-4353-1620|인천광역시 중구 자유무역로 25 (운서동)|인천 중구 운서동 3170-6|평일 08:30~18:00, / 토,일,공휴일 휴무|주차가능
투썸플레이스|부산하단점|051-204-2227|부산광역시 사하구 낙동대로 464 (당리동) 1층|부산 사하구 당리동 303-7 1층|08:00~23:00|주차불가
투썸플레이스|울산상안점|052-281-3355|울산광역시 북구 신답로 31 (상안동) 1층|울산 북구 상안동 323-1|09:00~23:00|주차가능
투썸플레이스|진해해양공원점|055-546-7750|경남 창원시 진해구 명동로 62|경남 창원시 진해구 명동 산121|10시 ~ 22시|공영주차장이용
투썸플레이스|동대구점|053-745-5600|대구광역시 동구 동부로30길 12 (신천동) 1,2층|대구 동구 신천동 330-6번지 1~2층|월~토 08:00~26:00, 일  08:00~24:00|
투썸플레이스|서대문역바비엥점|02-6399-1399|서울특별시 중구 통일로 114 (의주로1가,바비엥-2) 1층|서울 중구 의주로1가 25-10 바비엥-2 1층|평일 07:00~22:30 / 공휴일,주말 08:00~21:00|2만원 이상 구매 시 2시간 무료
투썸플레이스|구미진평점|054-444-0006|경상북도 구미시 인동남길 112 (진평동) 1층|경북 구미시 진평동 13-1 1층|09:00~24:00|주차가능
투썸플레이스|위례중앙점|031-752-6665|경기도 성남시 수정구 위례광장로 300 (창곡동,위례중앙역중앙타워) 1층|경기 성남시 수정구 창곡동 509 위례중앙역중앙타워 1층|08:00 ~ 23:00|주차가능
투썸플레이스|광주염주점|062-413-2031|광주광역시 서구 월드컵4강로 114|광주 서구 화정동 332-18|09:00~23:00|주차가능
투썸플레이스|홍대걷고싶은거리점|02-337-7955|서울특별시 마포구 어울마당로 109 (동교동) 1~3층|서울 마포구 동교동 163-11 2층~4층|월-목,일 08:00~02:00 /금,토 24시간|주차불가
투썸플레이스|미아사거리역점|02-982-2500|서울시 강북구 도봉로8길 5|서울 강북구 미아동 860-187 1층|24시간|불가능
투썸플레이스|대구두산동DT점|053-763-7999|대구광역시 수성구 무학로 121|대구 수성구 두산동 205-5|일-목 08:00~23:00 / 금-토 08:00~24:00|9대 가능
투썸플레이스|보라매삼성쉐르빌점|02-832-2388|서울특별시 동작구 보라매로5길 43 (신대방동,보라매삼성쉐르빌) 1층|서울 동작구 신대방동 395-66 1층|평일 07:00~23:00 / 주말 08:00~23:00|2시간 가능
투썸플레이스|대구고성3가점|053-352-0321|대구광역시 북구 원대로 52 (고성동3가) 1층|대구 북구 고성동3가 140|월-토 08:00~01:00 / 일 08:00~00:00|주차가능
투썸플레이스|방배CJ건설사옥점|070-4756-5500|서울특별시 서초구 남부순환로 2271 (방배동,CJ방배사옥) 1층 투썸플레이스|서울 서초구 방배동 1026-28 지하1층|월-금 7:30~17:30 / 토,일 휴무|주차불가
투썸플레이스|이천하이닉스점|031-8094-7666|경기도 이천시 부발읍 경충대로 2091 (아미리,에스케이하이닉스) MF동 1층|경기도 이천시 부발읍 136-1 MF20동 1층|평일 7:00 ~23:00 토요일 9:00 ~ 20:00 / 일요일,공휴일 휴일|불가능
투썸플레이스|대전대서문점|042-283-5633|대전광역시 동구 대학로50번길 25 (용운동) 1층|대전 동구 용운동 632|08시 ~ 23시 / 방학기간 운영 10시~23시|주차장 보유 주차가능
투썸플레이스|횡성점|033-344-5900|강원도 횡성군 횡성읍 앞들서3로 5 (읍하리) 2층|강원도 횡성군 횡성읍 읍하리 291-5|09:00-22:00|주차가능
투썸플레이스|양재사거리점|02-573-0090|서울특별시 강남구 남부순환로 2613 (도곡동) 1~2층|서울특별시 강남구 도곡동 957-3 외 1 1층|07:00 ~ 23:00|주차불가
투썸플레이스|대전원신흥점|042-825-5778|대전광역시 유성구 원신흥남로12번길 38-13 (원신흥동) 대전광역시 유성구 원신흥동 558-2|대전 유성구 원신흥동 558-2|08:00~23:00|주차가능 - 19면
투썸플레이스|팔공산휴온천점|054-971-6363|경북 칠곡군 동명면 기성리 930 외 7필지|경북 칠곡군 동명면 기성리 930 휴온천 1층|월-일 09:00~20:00|온천 주차장 이용 가능
투썸플레이스|제주노형DT점|064-711-9006|제주특별자치도 제주시 월랑로 70 (노형동) 1층|제주특별자치도 제주시 노형동 1236-4|08:00~23:00|주차가능
투썸플레이스|진주혁신로데오점|055-753-2322|경상남도 진주시 충의로 20-4 (충무공동) 106호, 107호|경남 진주시 충무공동 284-1 106호, 107호|평일 08:00~24:00 / 주말 10:00~24:00|상가주차장 무료주차 이용가능
투썸플레이스|광주수완우미점|062-954-9547|광주광역시 광산구 수완로49번길 14 (수완동) 투썸플레이스 광주수완우미점|광주 광산구 수완동 1467번지|월-일 10:00~24:00|건물 인근 주차가능
투썸플레이스|강동길동점|02-479-2019|서울특별시 강동구 천호대로 1207 (길동) 1층|서울 강동구 길동 252-4|09:00~22:00|주차가능
투썸플레이스|의왕서해그랑블점|031-456-5566|경기도 의왕시 경수대로 262 (오전동,서해그랑블) 의왕서해그랑블 상가 124호|경기 의왕시 오전동 892 서해그랑블 1층|08:00-23:00|지하주차장 이용 가능
투썸플레이스|수원장안구청점|031-246-0600|경기도 수원시 장안구 경수대로 940 (조원동,일호골든타워) 1층|경기 수원시 장안구 조원동 894|09:00 ~ 23:00|건물 지하 주차 가능
투썸플레이스|공덕풍림빌딩점|02-701-3992|서울특별시 마포구 마포대로 127 (공덕동,풍림브이아이피텔) 1층|서울특별시 마포구 공덕동 404 풍림브이아이피텔 1층|평일,주말 07:00~23:00|주차가능
투썸플레이스|비발디파크점|033-439-7864|강원도 홍천군 서면 한치골길 262 비발디파크 오크동 1층|강원 홍천군 서면 1290-2 비발디파크 오크동 1층|09:00-20:00|주차가능
투썸플레이스|둔산은하수점|042-472-7918|대전광역시 서구 대덕대로176번길 9 (둔산동) 1층|대전 서구 둔산동 1126|08:00~23:00|주차가능
투썸플레이스|삼척의료원점|033-572-8787|강원 삼척시 오십천로 421|강원도 삼척시 남양동 55-20|평일 08:30~23:00 / 주말 09:30~23:30|주차가능
투썸플레이스|한양대엔터식스점|02-6454-6154|서울특별시 성동구 왕십리로 241 (행당동,서울숲더샵) 1층|서울 성동구 행당동 155-1 서울숲더샵 1층|평일 08:30~22:00 / 주말 08:30~22:00|주차가능
투썸플레이스|노량진점|02-821-2388|서울특별시 동작구 노량진로 174 (노량진동) 1층|서울 동작구 노량진동 148-87|09:00~23:00|주차불가
투썸플레이스|이천의료원점|031-637-0850|경기도 이천시 관고동 186-16|경기도 이천시 관고동 186-16|평일 08:30~22:00 / 주말,공휴일 10:00~22:00|주차가능
투썸플레이스|강남일원점|02-445-7005|서울특별시 강남구 일원로 28 (일원동,기호빌딩) 1층|서울 강남구 일원동 615-1|08:30 ~ 23:00|
투썸플레이스|영등포시장사거리점|02-3667-5113|서울특별시 영등포구 영등포로 193 (영등포동6가) 서울특별시 영등포구 영등포로193 (영등|서울 영등포구 영등포동6가 77-1|월-금 08:00~22:00 / 토,일 9:00~22:00|주차불가
투썸플레이스|구미인동점|054-471-0771|경상북도 구미시 인동가산로 24 (진평동) 1~2층|경북 구미시 진평동 1026-1번지 1층,2층|08:00~02:00|건물주차 가능
투썸플레이스|충남내포청사점|041-337-5207|충청남도 예산군 삽교읍 청사로 190 (목리,내포에드가오피스텔2차) 1층|충남 예산군 삽교읍 목리 960|08:30~23:00|가능 [상차주차장 별도]
투썸플레이스|인천영종도점|032-751-7729|인천광역시 중구 하늘별빛로 71 (중산동,타임프라자) 1층|인천 중구 중산동 1882-12 타임프라자 1~2층|월-금 08:00~23:00 / 토,일,공휴일 09:00~23:00|건물내 주차 가능
투썸플레이스|인천신포점|032-773-1080|인천광역시 중구 신포로 16-1 (신생동) 인천 중구 신포로 16-1|인천광역시 중구 신생동 2-33|08:00~23:30|불가 [인근 유료 주차장 주차 후 매장 이용 시 음료 메뉴 10％ 할인 - 병음료 제외/당일 주차권 제시 필수]
투썸플레이스|평택리버타워점|031-684-2277|경기도 평택시 오성면 강변로 521 (당거리) 리버타워 4층|경기 평택시 오성면 당거리 253 평택리버타워 3층|09:00~23:00|20대 가능
투썸플레이스|부산대한통운점|051-710-7130|부산광역시 중구 대교로 119 (중앙동6가,씨제이대한통운빌딩) 1층 투썸플레이스 부산대|부산 중구 중앙동6가 2 CJ대한통운빌딩 1층|07:00~22:00|건물내 주차 가능
