##NAME|SUBNAME|TELNUM|NEWADDR|OT|FEAT@@파스쿠찌
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
파스쿠찌|원주터미널점|033-731-5798|강원도 원주시 서원대로 165-1, 1층(단계동)|주중, 주말 동일 10:00~24:00|무선인터넷
파스쿠찌|용인(인천)휴게소/상행점|031-339-3660|경기도 용인시 처인구 고림동 81-2(주북로 94번길 66-14)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|용인(강릉)휴게소/하행점|031-339-3663|경기도 용인시 처인구 고림동 12-6(주북로 94번길 30-1)|주중, 주말 동일 08:00~20:00|주차가능;무선인터넷
파스쿠찌|북대전점|042-934-8597|대전 유성구 대덕대로 1097 (송강동 141-2, 1,2층)|주중, 주말 동일 08:00~21:00|주차가능;무선인터넷
파스쿠찌|목포/옥암법원점|061-282-8497|전라남도 목포시 정의로 10|(월~금)08:00~22:00|주차가능;무선인터넷
파스쿠찌|해운대중동점|051-747-3651|부산광역시 해운대구 좌동로 47, 1층|주중, 주말 동일 08:00~23:00|주차가능;무선인터넷
파스쿠찌|청주시실리점|043-238-3388|충북 청주시 흥덕구 강내면 가로수로 480|주중, 주말 동일 10:00~22:00|주차가능;무선인터넷
파스쿠찌|광양중마점|061-791-8082|전라남도 광양시 시청로 62 101동 111호 e편한세상|주중, 주말 동일 07:00~22:00|주차가능;무선인터넷
파스쿠찌|성신여대점|02-929-7067|서울시 성북구 동소문로 115-1|(주중, 공휴일)08:00~23:00 / (주말)08:00~24:00|무선인터넷
파스쿠찌|수원시청역점|031-233-5400|경기도 수원시 팔달구 인계로 166번길 48-21|(주중)08:00~22:00 / (주말, 공휴일)08:00~23:00|주차가능;무선인터넷;케이터링
