nm|tel|addr|lat|lon
케이탑리츠화정빌딩점|['tel']|경기도 고양시 덕양구 화중로 72 케이탑리츠 화정빌딩점|37.633637|126.831055
삼성디지털장산역점|['tel']|부산광역시 해운대구 좌동로 53번길 41 삼성디지털프라자 장산역점|35.172021|129.172937
삼성디지털도화점|['tel']|인천광역시 남구 경인로 262 삼성디지털프라자 미추홀점|37.46244|126.670586
삼성디지털황금점|['tel']|대구광역시 수성구 동대구로 110 삼성디지털프라자 황금점|35.840004|128.624812
삼성디지털강남본점|['tel']|서울특별시 강남구 도산대로 336 삼성디지털프라자 강남본점|37.522633|127.038908
삼성디지털춘천터미널점|['tel']|강원도 춘천시 경춘로 2333 삼성디지털프라자 춘천점|37.862306|127.718221
기흥오토허브점|['tel']|경기도 용인시 기흥구 중부대로 242 오토허브|37.269469|127.093244
공항철도공덕역점|['tel']|서울특별시 마포구 새창로 37 공덕역점|37.541662|126.954065
마포한샘사옥점|['tel']|서울특별시 마포구 성암로 179 한샘사옥주차장점|37.576151|126.898764
동탄센트럴시티점|['tel']|경기도 화성시 노작로 175 동탄센트럴시티점|37.203672|127.07339
마곡센트럴타워1점|['tel']|서울특별시 강서구 공항대로 227 마곡센트럴타워 1차점|37.5596|126.832686
평택우리타워점|['tel']|경기도 평택시 평남로 929 평택 우리타워점|37.003724|127.105237
광주신창주차타워점|['tel']|광주광역시 광산구 신창로72번길 10-29 광주신창주차타워|35.191402|126.838731
암사점|['tel']|서울특별시 강동구 고덕로 24길 50 암사점|37.552381|127.135099
안국역종로관훈점|['tel']|서울특별시 종로구 율곡로42 종로관훈점|37.575553|126.984291
삼성디지털오류점|['tel']|대전광역시 중구 계백로 1679 삼성디지털프라자 오류점|36.320977|127.405835
일산크리스탈빌딩점|['tel']|경기도 고양시 일산동구 중앙로 1275번길 60-21 크리스탈빌딩점|37.659783|126.768804
와이즈파크광복점|['tel']|부산광역시 중구 광복로 39번길 6 와이즈파크광복점|35.09972|129.029587
마곡사이언스타빌딩점|['tel']|서울특별시 강서구 마곡중앙6로 42 마곡사이언스타빌딩점|37.560108|126.832082
다이소모란점|['tel']|경기도 성남시 성남동 4122 다이소 모란점|37.430536|127.129872
안양키즈맘센터점|['tel']|경기도 안양시 동안구 관악대로 272 키즈맘센터점|37.401849|126.953023
평택강일빌딩점|['tel']|경기도 평택시 비전4로 47 강일빌딩점|37.002464|127.114575
대전건양타워점|['tel']|대전광역시 서구 관저동로 170 건양타워점|36.307301|127.341157
민락CY타워점|['tel']|경기도 의정부시 오목로 225번길 100 민락CY타워|37.746751|127.094576
대전지족점|['tel']|대전광역시 유성구 지족동 1097-1 대전지족점|36.388977|127.307051
충정빌딩점|['tel']|서울특별시 서대문구 통일로 135 충정빌딩점|37.566428|126.965458
문정프라비다점|['tel']|서울특별시 송파구 법원로 4길 17 문정프라비다점|37.483157|127.122496
공항철도DMC역점|['tel']|서울특별시 마포구 성암로 184 디지털미디어시티역 DMC역|37.576824|126.89902
대전선화빌딩점|['tel']|대전광역시 중구 중앙로 119|36.327946|127.42287
메리어트호텔영등포점|['tel']|서울특별시 영등포구 경인로 870 영등포J&S빌딩점|37.516983|126.909283
신촌E편한세상4단지점|['tel']|서울특별시 서대문구 신촌로 35길 10 신촌E편한세상4단지점|37.558642|126.955973
크래프톤타워점|['tel']|경기도 성남시 분당구 분당내곡로 117 판교알파돔타워4점|37.394256|127.11222
옥수리버젠상가점|['tel']|서울특별시 성동구 독서당로 223 옥수리버젠상가점|37.544271|127.015192
울산센트럴K점|['tel']|울산광역시 울주군 삼남면 도호1길 30-34 울산센트럴K점|35.548914|129.141705
덕수궁롯데캐슬점|['tel']|서울특별시 중구 서소문로9길 28 덕수궁롯데캐슬점|37.563708|126.970043
삼성역MDM타워점|['tel']|서울특별시 강남구 테헤란로 108길 42 MDM타워점|37.506818|127.066242
노원하계점|['tel']|서울특별시 노원구 공릉로 332 노원하계점|37.636319|127.070967
광주송정시장점|['tel']|광주광역시 광산구 내상로 39 광주송정시장점|35.138798|126.797321
강남드림하이점|['tel']|서울특별시 강남구 헌릉로 569길 21-30 강남드림하이점|37.466362|127.100731
교원명동빌딩점|['tel']|서울특별시 중구 을지로 55 교원명동빌딩점|37.566409|126.984024
공덕효성해링턴스퀘어점|['tel']|서울특별시 마포구 마포대로 92 공덕 효성해링턴 스퀘어점|37.542844|126.951336
봉명3점|['tel']|대전광역시 유성구 봉명동 675-8 봉명점3|36.357685|127.350951
대구상인점|['tel']|대구광역시 달서구 월배로 227  AJ파크상인점|35.819494|128.538014
신사동ICT타워|['tel']|서울특별시 강남구 강남대로 624 신사동ICT TOWER|37.517475|127.01951
광주양산타워점|['tel']|광주광역시 북구 상촌로 8 광주양산타워점|35.211633|126.87563
삼성디지털강북본점|['tel']|서울특별시 성북구 월계로 30 삼성디지털프라자 강북본점|37.609882|127.033902
상동점|['tel']|경기도 부천시 상동 536-8|37.50683|126.755062
미사주차타워점|['tel']|경기도 하남시 망월동 978 AJ미사주차타워|37.568449|127.18583
NH농협파주시지부점|['tel']|경기도 파주시 문화로 98 NH농협은행 파주지부|37.763017|126.774993
삼성디지털서청주점|['tel']|충청북도 청주시 흥덕구 2순환로 1063 삼성디지털프라자 서청주점|36.640088|127.422749
대전시청점|['tel']|대전광역시 서구 둔산남로 50 대전시청점|36.34804|127.383551
롯데슈퍼효자점|['tel']|전라북도 전주시 완산구 효동 2길 8 롯데슈퍼 효자점|35.805436|127.126516
영등포하우스디비즈점|['tel']|서울특별시 영등포구 선유로3길 10 하우스디비즈점|37.5161|126.886815
이화대학로주차장점|['tel']|서울특별시 종로구 이화동 189|37.576631|127.003151
에이지슈터골프스쿨양재점|['tel']|서울특별시 서초구 양재동 331 에이지슈터골프스쿨점|37.468946|127.041826
서울서남병원점|['tel']|서울특별시 양천구 신정이펜1로 20 서남병원점|37.51202|126.833132
삼성디지털홍대점|['tel']|서울특별시 마포구 양화로 171 삼성디지털프라자 홍대점|37.557532|126.924053
삼성디지털일산본점|['tel']|경기도 고양시 일산동구 중앙로 1219 삼성디지털프라자 일산본점|37.655358|126.775294
마곡장흥빌딩점|['tel']|서울특별시 강서구 마곡중앙6로 40 마곡장흥빌딩점|37.560133|126.831532
롯데시네마청주용암점|['tel']|충청북도 청주시 상당구 1순환로 1233 롯데시네마 청주용암점|36.60702|127.503083
신당황학아크로타워상가점|['tel']|서울특별시 중구 퇴계로 447 황학 아크로타워 상가주차장점|37.566042|127.021722
광주송정역점|['tel']|광주광역시 광산구 평동로1119번길 25-12 송정역점|35.135909|126.78771
길음역주차장점|['tel']|서울특별시 성북구 길음로 6|37.604289|127.024298
뉴코아아울렛평촌점|['tel']|경기도 안양시 동안구 동안로 119 뉴코아아울렛 평촌점|37.38921|126.951223
부천디아뜨갤러리1|['tel']|경기 부천시 소향로 111|37.50269966973282|126.76004703271084
래미안용산더센트럴|['tel']|서울 용산구 한강대로 95|37.52881909692206|126.96665288328917
KDB생명광주사옥|['tel']|광주 서구 천변좌로 268|35.15234407889642|126.90461669056593
용산디아뜨센트럴|['tel']|서울 용산구 원효로 268|37.540933162108075|126.97044937624683
대전관저주차장|['tel']|대전 서구 관저로 177-43|36.2997107812292|127.34146408998285
오라카이송도|['tel']|인천 연수구 테크노파크로 151|37.388127593835385|126.64080226629304
오라카이청계산|['tel']|서울 서초구 청계산로9길 1-7|37.44897826522733|127.05466653522342
창원엠포리움|['tel']|경남 창원시 성산구 중앙대로100번길 13|35.222814|128.6811029
비트플렉스몰|['tel']|서울 성동구 왕십리광장로 17|37.56144094138514|127.038396004898
메이필드호텔김포공항|['tel']|서울 강서구 방화대로 94|37.547899084012755|126.8197014121938
동산마을공영|['tel']|서울 서초구 강남대로8길 77|37.47004464911087|127.04434960844904
청계산근린공영|['tel']|서울 서초구 청계산로 217|37.4465908|127.0561787
서소문정안빌딩|['tel']|서울 중구 서소문로 95|37.5628245942432|126.971800077747
수원역전시장|['tel']|경기 수원시 권선구 탑동로 28-10|37.2714340936037|126.975232672592
역삼우정에쉐르2|['tel']|서울 강남구 테헤란로48길 10|37.502652453062|127.045872920554
반포동방음언덕형공영|['tel']|서울 서초구 주흥3길 34|37.5049749839962|127.018313138836
대전라온빌딩|['tel']|대전 동구 동서대로 1677|36.3492173198582|127.435804451998
코리아나호텔|['tel']|서울 중구 세종대로 135|37.5678135772855|126.976247211074
NH농협은행의정부역지점|['tel']|경기 의정부시 태평로73번길 55|37.7388712800926|127.048407250817
광화문D타워|['tel']|서울 종로구 종로3길 17|37.5709958592808|126.978914477333
의정부해동본타워|['tel']|경기 의정부시 천보로 44|37.7443143507212|127.096320882214
송도IBS타워|['tel']|인천 연수구 센트럴로 263|37.3980385655944|126.633942580219
메리츠화재여의도사옥|['tel']|서울 영등포구 국제금융로2길 11|37.52416973870149|126.92642731835491
이수공영|['tel']|서울 서초구 방배중앙로 193|37.49627863114362|126.9854031160872
중앙로공영|['tel']|서울 서초구 방배중앙로 25|37.482245166919284|126.9920268073756
방배1동공영|['tel']|서울 서초구 방배중앙로23길 31|37.492559102674974|126.98407403798139
청계산청룡공영|['tel']|서울 서초구 청계산로11길 8-15|37.4463439|127.0597199
화성D2상가주차장|['tel']|경기 화성시 동탄물류로 69|37.1719871654304|127.133028286156
서래마을공영|['tel']|서울 서초구 서래로4길 5|37.4971749457524|126.998663670288
천안완아주차장|['tel']|충남 천안시 동남구 만남로 17|36.8193387188871|127.153898513102
대전센트리아오피스텔|['tel']|대전 중구 계백로 1719|36.3222482762732|127.410454291834
강남빌딩|['tel']|서울 서초구 서초대로 396|37.4965621966412|127.024761420493
힐스테이트에코마곡나루역|['tel']|서울 강서구 마곡중앙로 161-11|37.5679745986878|126.826720979429
제주공항앞6|['tel']|제주특별자치도 제주시 용문로 16|33.5048577786099|126.498054201093
대전현대주차장|['tel']|대전 중구 중앙로138번길 16|36.327525226672|127.425018979881
그랜드센트럴|['tel']|서울 중구 세종대로 14|37.5578385325826|126.9744151
NH농협은행광명시지부|['tel']|경기 광명시 철산로 32|37.4762473093475|126.869796623164
구리역공유주차장|['tel']|경기도 구리시 인창동 675-2|37.6026962|127.1427009
해운대아이파크|['tel']|부산 해운대구 마린시티2로 38|35.1566085|129.1426255
서귀포아이진빌딩|['tel']|제주특별자치도 서귀포시 중정로62번길 4|33.2473693434938|126.562820804015
송파모비우스스퀘어|['tel']|서울 도봉구 도봉로 684|37.6654054319754|127.043492676414
상도두산위브트레지움상가|['tel']|서울 동작구 상도로30길 40|37.5043182643342|126.942466980966
강서유림트윈파크|['tel']|서울 강서구 강서로 419|37.5629853472673|126.839209217691
세종에셀프라자|['tel']|세종특별자치시 마음로 70|36.5050444524514|127.234396997507
인천금강프라자|['tel']|인천 부평구 주부토로 223|37.5151309955654|126.725815808267
나라키움여의도빌딩|['tel']|서울 영등포구 여의대방로 376|37.5181886056247|126.931354574177
대전캐피탈타워|['tel']|대전 서구 한밭대로 797|36.3582631779234|127.387414685532
용인파머스마켓|['tel']|경기 용인시 처인구 금령로55번길 3|37.235284903303|127.202062946231
분당탑빌딩점|['tel']|경기도 성남시 분당구 성남대로 926번길 10 탑빌딩점|37.412573|127.129892
서울가든호텔점|['tel']|서울특별시 마포구 마포대로 58 서울가든호텔|37.540684|126.948361
대한성공회서울주교좌성당점|['tel']|서울특별시 중구 세종대로21길 15 대한성공회 서울주교좌성당|37.567513|126.975525
광주오리골목점|['tel']|광주광역시 북구 경양로 125|35.161605|126.905719
마포한강푸르지오1점|['tel']|서울특별시 마포구 월드컵로 1길 14 마포 한강푸르지오 1차|37.55005|126.912061
일산삼라마이다스빌2점|['tel']|경기도 고양시 일산동구 무궁화로 8-19 삼라마이다스빌 2차|37.661008|126.766814
롯데슈퍼인후점|['tel']|전라북도 전주시 덕진구 건산로 225 롯데슈퍼 인후점|35.834395|127.161936
청주에스엘주차타워점|['tel']|충청북도 청주시 상당구 중흥로 17|36.607985|127.501669
OCI빌딩점|['tel']|서울특별시 중구 소공로 94|37.563361|126.98044
대전옥타브상가점|['tel']|대전광역시 유성구 지족로 368|36.386456|127.317438
논현웰스톤점|['tel']|서울특별시 강남구 학동로43길 38|37.518458|127.038023
홍대아일렉스스퀘어점|['tel']|서울특별시 마포구 동교동 160-4|37.556067|126.922093
안산현대타워랜드점|['tel']|경기도 안산시 단원구 당곡로 20|37.318797|126.833798
울산휴먼블루드빌점|['tel']|울산광역시 남구 월평로48번길 9|35.540989|129.311325
대전옥타브상가B동점|['tel']|대전광역시 유성구 지족로 374|36.386657|127.31788
첨단스카이주차타워점|['tel']|광주광역시 광산구 첨단중앙로106번길 65-3|35.215148|126.84637
미스터홈즈선정릉점|['tel']|서울특별시 강남구 봉은사로 404|37.510144|127.044348
지웰홈스교대점|['tel']|서울특별시 서초구 반포대로28길 94|37.491941|127.013349
부산시청점|['tel']|부산광역시 연제구 중앙대로 1059|35.182942|129.078565
평택비전타워점|['tel']|경기도 평택시 평택5로 94|36.994279|127.111921
삼성동빌딩점|['tel']|서울특별시 강남구 삼성로 512|37.508107|127.056598
DGB생명부산사옥점|['tel']|부산광역시 동구 수정동 3|35.128584|129.047433
롯데슈퍼대구수성점|['tel']|대구광역시 수성구 수성로 227|35.845615|128.611623
엔터식스안양점|['tel']|경기도 안양시 만안구 만안로 244|37.402464|126.922126
일산국립암센터점|['tel']|경기도 고양시 일산동구 일산로 323|37.663227|126.783398
롯데마트화정점|['tel']|경기도 고양시 덕양구 화중로 66|37.632948|126.831124
검단농협점|['tel']|인천광역시 서구 검단로 497|37.603078|126.659344
롯데마트충주점|['tel']|충청북도 충주시 봉계1길 49(칠금동)|36.9816|127.914368
대구호수빌딩점|['tel']|대구광역시 중구 국채보상로 648(동인동2가)|35.869356|128.601187
전주마트1점|['tel']|전라북도 전주시 완산구 용머리로 46|35.805898|127.116021
신한은행의정부점|['tel']|경기도 의정부시 행복로 8|37.739434|127.048579
센터포인트광화문빌딩점|['tel']|서울특별시 종로구 새문안로5길 31(도렴동)|37.572977|126.974351
문정대명벨리온지식산업센터점|['tel']|서울특별시 송파구 법원로 127|37.486294|127.11876
위례우성트램타워점|['tel']|경기도 성남시  수정구 위례광장로 310(창곡동)|37.472709|127.142939
인천패션타운파티점|['tel']|인천광역시 서구  원당대로 644(당하동)|37.593358|126.672627
롯데마트고양점|['tel']|경기도 고양시 덕양구 충장로 150 (행신동) |37.625187|126.836144
타워8점|['tel']|서울특별시 종로구 종로구 종로5길 7(청진동)|37.570616|126.98056
롯데마트시화점|['tel']|경기도 시흥시 마유로238번길 26 (정왕동)|37.337627|126.730679
롯데마트시흥배곧점|['tel']|경기도 시흥시 서울대학로 278번길 67|37.368895|126.73134
과천래미안슈르상가점|['tel']|경기도 과천시  별양로 28(원문동)|37.421185|126.991243
평촌올림픽센터점|['tel']|경기도 안양시 동안구 동안로 120|37.389559|126.952249
삼성생명빌딩구월동점|['tel']|인천광역시 남동구 구월동 1146-10|37.450198|126.705323
롯데마트화명점|['tel']|부산광역시 북구 화명대로 47(화명동)|35.235167|129.013015
수원홍익스포츠스파점|['tel']|경기도 수원시 팔달구 갓매산로 31(매산로2가)|37.267291|127.00521
한림대평촌성심병원점|['tel']|경기도 안양시 관평로170번길 22|37.391651|126.961972
세종금남프라자점|['tel']|세종특별자치시  호려울로45|36.478231|127.290015
다산퍼스트타워점|['tel']|경기도 남양주시 다산중앙로123번길 7-14(다산동)|37.62303|127.152521
롯데마트영종도점|['tel']|인천광역시 중구  흰바위로92번길 5-4(운서동)|37.489826|126.494343
IFC부산점|['tel']|부산광역시 남구 전포대로 133(문현동)|35.148282|129.065473
전자랜드서신점|['tel']|전라북도 전주시 완산구 백제대로 418|35.830296|127.12318
전자랜드둔산점|['tel']|대전광역시 서구 대덕대로 234|36.353824|127.379947
역삼YK빌딩점|['tel']|서울특별시 강남구 도곡로 205|37.49292|127.041365
전자랜드중동점|['tel']|경기도 부천시 길주로 245|37.504384|126.769894
도농부영프라자점|['tel']|경기도 남양주시 도농로 29|37.608426|127.156811
수원위더뷰레지던스점|['tel']|경기도 수원시  팔달구 향교로1번길 8(매산로1가)|37.268037|127.001314
광주금동주차장점|['tel']|광주광역시 동구 금동 153|35.143148|126.918032
세종성진프라자점|['tel']|세종특별자치시  마음안1로 155(고운동)|36.519058|127.234781
세종고운드림빌딩점|['tel']|세종특별자치시  마음로 272-22(고운동)|36.519041|127.235282
삼성디지털창원본점|['tel']|경상남도 창원시  성산구 용지로 112(중앙동)|35.225333|128.67888
서초신덕빌딩점|['tel']|서울특별시 서초구 강남대로 343|37.49352|127.029241
삼성역LG트윈텔2점|['tel']|서울특별시 강남구 삼성로 508|37.507774|127.056633
다이소포천송우리점|['tel']|경기도 포천시 소흘읍 송우로 34|37.828562|127.145221
삼성디지털덕양본점|['tel']|경기도 고양시 덕양구 중앙로 472|37.619287|126.843375
삼성디지털시화점|['tel']|경기도 시흥시 평안상가4길 17|37.338159|126.749778
세종메가타워1점|['tel']|세종특별자치시  나성북로9|36.489648|127.25785
리더스퀘어마곡점|['tel']|서울특별시 강서구 마곡중앙6로 45|37.560631|126.832721
숙명여자대학교점|['tel']|서울특별시 용산구 청파로47길 100|37.545474|126.965074
다이소병점점|['tel']|경기도 화성시 병점2로 22|37.205694|127.039429
마곡매그넘797점|['tel']|서울특별시 강서구 마곡중앙6로 70|37.559856|126.834854
마곡M시그니처점|['tel']|서울특별시 강서구 마곡중앙1로 20|37.558563|126.824729
이태원홈런주차장점|['tel']|서울특별시 용산구 대사관로34길 17|37.532421|127.006261
의왕월드비젼점|['tel']|경기도 의왕시 경수대로 209|37.34541|126.974914
숙명여자대학교점새빛관점|['tel']|서울특별시 용산구 청파로47길 100|37.545474|126.965074
천안펜타포트1블럭점|['tel']|충청남도 천안시 서북구 공원로 195|36.799808|127.100683
이태원영풍빌딩점|['tel']|서울특별시 용산구 대사관로34길 21|37.532254|127.006077
수원벨로시티오피스텔점|['tel']|경기도 수원시 팔달구 권선로 739|37.258154|127.032117
광주봉선동실로암빌딩점|['tel']|광주광역시 남구  봉선중앙로 3|35.121536|126.912462
부산타이거파크점|['tel']|부산광역시 연제구 쌍미천로 19-2|35.175255|129.091189
수원경기방송점|['tel']|경기도 수원시 영통구 매영로345번길|37.254082|127.072747
의정부센트럴타워점|['tel']|경기도 의정부시 시민로 80|37.737977|127.044093
세종다정센타프라자2점|['tel']|세종특별자치시  다정중앙로 39|36.494028|127.248659
강남K스퀘어점|['tel']|서울특별시 강남구 강남대로94길 10|37.499196|127.028227
유니클로수원망포점|['tel']|경기도 수원시 영통구 덕영대로 1471|37.24618|127.051996
유니클로은평점|['tel']|서울특별시 은평구 서오릉로 32|37.604238|126.925267
유니클로인천항동점|['tel']|인천광역시 중구 신포로 3|37.469837|126.62291
유니클로대구대천점|['tel']|대구광역시 달서구 진천로 112|35.818491|128.52235
유니클로강릉포남점|['tel']|강원도 강릉시 경강로 2288|37.766316|128.911518
유니클로포항장성|['tel']|경상북도 포항시 북구 새천년대로 1194|36.071509|129.378228
유니클로광주연제점|['tel']|광주광역시 북구 연양로 2|35.20566|126.86657
유니클로제주이도점|['tel']|제주특별자치도 제주시 구남로8길 1|33.491217|126.536225
세종다정센타프라자점|['tel']|세종특별자치시  다정중앙로 57|36.495627|127.248508
세종지엘플렉스1점|['tel']|세종특별자치시 undefined 소담1로 12|36.485019|127.301475
세종지엘플렉스2점|['tel']|세종특별자치시  소담1로 16|36.484563|127.301097
평내강남프라자점|['tel']|경기도 남양주시 경춘로1256번길 9|37.646115|127.235409
다이소제주시청점|['tel']|제주특별자치도 제주시 이도이동 1176-35|33.500574|126.530832
다이소제주삼화점|['tel']|제주특별자치도 제주시 연삼로 844|33.51161|126.576042
안산신영프라자점|['tel']|경기도 안산시 고잔동 726-6|37.3127|126.831593
다산와이파크타워점|['tel']|경기도 남양주시 다산중앙로146번길 18|37.625724|127.154413
다이소안성공도점|['tel']|경기도 안성시 공도읍 진사리 22-6|36.99387|127.138789
삼성디지털서초본점|['tel']|서울특별시 서초구 서초동 1672-6|37.493401|127.014305
다이소천안불당점|['tel']|충청남도 천안시 서북구 불당동 1843|36.805661|127.106174
부천하이센스빌점|['tel']|경기도 부천시 원미구 부일로 205번길 32 |37.489862|126.753337
세종영토프라자점|['tel']|세종특별자치시  아름서1길 13-4|36.511008|127.243172
서면금융프라자점|['tel']|부산광역시 부산진구 중앙대로709|35.156073|129.05881
원희캐슬고덕지식산업센터점|['tel']|경기도 평택시 고덕면 여염리|37.032896|127.049556
삼성디지털증포본점|['tel']|경기도 이천시 증신로 130|37.288283|127.454517
마곡스페이스K서울점|['tel']|서울특별시 강서구 마곡동 772번지|37.561093|126.830975
분당젤존타워2점|['tel']|경기도 성남시 분당구 정자일로162(정자동)|37.364627|127.106314
D타워돈의문점|['tel']|서울특별시 종로구 통일로 134|37.5668|126.966256
지웰홈스왕십리점|['tel']|서울특별시 성동구  고산자로 14길 26|37.563367|127.037644
롯데슈퍼춘천점|['tel']|강원도 춘천시 영서로 2195|37.860294|127.728577
롯데슈퍼오남2점|['tel']|경기도 남양주시 오남읍 진건오남로 512|37.679625|127.210018
롯데슈퍼속초점|['tel']|강원도 속초시 조양상가길 25|38.190045|128.580052
롯데슈퍼용인점|['tel']|경기도 용인시 처인구 김량장동 12-5|37.231131|127.209893
부평동부빌딩점|['tel']|인천광역시 부평구 장제로 138|37.497089|126.731047
세종에이스타워점|['tel']|세종특별자치시  나성로 33-6|36.482736|127.262824
이수역점|['tel']|서울특별시 동작구 사당로 305|37.48543|126.981344
다산마운틴프라자점|['tel']|경기도 남양주시 다산중앙로 146번길|37.626021|127.157466
그랜드조선부산점|['tel']|부산광역시 해운대구 부산 해운대구 해운대 해변로 292|35.160066|129.163128
속초점|['tel']|강원도 속초시 동해대로 4038|38.190112|128.593234
원주서영에비뉴파크1점|['tel']|강원도 원주시 건강로 25(반곡동)|37.325012|127.988036
판교천석미래로점|['tel']|경기도 성남시 분당구 동판교로 266번길 14|37.406229|127.116908
전자랜드대구죽전점|['tel']|대구광역시 달서구 와룡로 185|35.849276|128.53668
왕십리코스모타워점|['tel']|서울특별시 성동구 서울시 성동구 왕십리 326|37.564853|127.032477
주엽역삼부르네상스점|['tel']|경기도 고양시 일산서구 주엽동 105번지|37.669031|126.761876
수완미르주차빌딩점|['tel']|광주광역시 광산구 장신로50번길 9-8(장덕동)|35.190176|126.816176
역삼성담빌딩점|['tel']|서울특별시 강남구 테헤란로 411|37.505494|127.050863
힐스테이트에코마곡점|['tel']|서울특별시 강서구 공항대로 269-15 (마곡동 797-14)|37.559611|126.837242
광명크로앙스점|['tel']|경기도 광명시 오리로 970|37.479461|126.855644
오복식품나대지점|['tel']|부산광역시 사하구 감천동 408번지(오복식품)|35.086664|129.004268
세종더다정빌딩점|['tel']|세종특별자치시  다정중앙로 51|36.495|127.248559
홍대입구역점|['tel']|서울특별시 마포구 동교동 172-1|37.557983|126.927233
363강남타워점|['tel']|서울특별시 서초구 강남대로 363|37.495107|127.028453
부산F1963본점|['tel']|부산광역시 수영구 구락로141번길 37|35.177401|129.114119
광주형제빌딩점|['tel']|경기도 광주시 중앙로 105|37.409278|127.258329
부산F1963제1점|['tel']|부산광역시 수영구 구락로141번길 37|35.177401|129.114119
부산F1963제2점|['tel']|부산광역시 수영구 구락로141번길 37|35.177401|129.114119
마켓오도곡점|['tel']|서울특별시 강남구 남부순환로 2745|37.487217|127.04605
부천운현프라자점|['tel']|경기도 부천시 부천로 151|37.497776|126.785399
해운대점|['tel']|부산광역시 해운대구 우동636-6|35.160975|129.158212
향동퍼스트타워점|['tel']|경기도 고양시 덕양구 향동 530|37.598869|126.892566
오산P&P세교프라자점|['tel']|경기도 오산시 수청로 193|37.176659|127.045496
인천현대주차장점|['tel']|인천광역시 남동구 구월동 1450-1|37.447641|126.70359
삼성디지털안산고잔본점|['tel']|경기도 안산시 상록구 이동 721|37.306174|126.847872
교대정곡빌딩동관점|['tel']|서울특별시 서초구 법원로 16|37.494427|127.010738
교대정곡빌딩서관점|['tel']|서울특별시 서초구 법원로 15|37.494161|127.01
삼성디지털김포본점|['tel']|경기도 김포시 풍무로 237|37.616457|126.725317
삼성디지털도봉쌍문본점|['tel']|서울특별시 도봉구 도봉로565|37.655551|127.0384
을지로국제빌딩|['tel']|서울 중구 남대문로 109|37.5669858059331|126.982247152887
삼성디지털진주본점|['tel']|경상남도 진주시 호탄동 620-8|35.1617978|128.115919
삼성디지털서울산본점|['tel']|울산광역시 남구 울밀로 2885|35.556012|129.26367
스포라이프스포츠센터정자점|['tel']|경기도 성남시 분당구 정자동 117-1|37.3653083|127.115161
롯데마트상록점|['tel']|경기도 안산시 상록구 반석로 20 (본오동, 롯데마트)|37.2951888|126.860879
롯데마트덕소점|['tel']|경기도 남양주시 와부읍 월문천로 33 (덕소리, 롯데마트)|37.5846823|127.214536
롯데마트계양점|['tel']|인천광역시 계양구 장제로 822 (계산동, 롯데마트 계양점)|37.5407253|126.735989
전주마트2점|['tel']|전라북도 전주시 완산구 효자동1가 428-1|35.8060133|127.114942
롯데마트전주점|['tel']|전라북도 전주시 완산구 우전로 240 (효자동2가, 롯데마트)|35.8163528|127.102542
롯데마트수완점|['tel']|광주광역시 광산구 장신로 98 (장덕동, 롯데쇼핑몰)|35.1902158|126.820987
화명동스페이스303점|['tel']|부산광역시 북구 화명동 2268-3|35.2358489|129.011999
기흥테라타워점|['tel']|경기도 용인시 기흥구 서천로201번길 11 (농서동, 기흥 테라타워 지식산업센터)|37.2313766|127.071992
IFC부산오피스텔점|['tel']|부산광역시 남구 전포대로 133 (문현동)|35.1483033|129.065447
가산에이스골드타워|['tel']|서울 금천구 가산디지털1로 100|37.4747513800637|126.88491691693
양화씨앤한강랜드앞|['tel']|서울 영등포구 양화동 26-8|37.5448256|126.8920221
광나루암사즈믄길|['tel']|서울 강동구 암사동 613-11, 천호동 483-8|37.5544326|127.12344
광나루천호대교밑|['tel']|서울 강동구 풍납동 49-2|37.5413767|127.1160946
잠실한강공원|['tel']|서울 송파구 잠실동 1-1|37.5198619|127.093659
노원디와이홀딩스빌딩점|['tel']|서울시 노원구 동일로 1419|37.6552901|127.059824
천안신동해빌딩점|['tel']|충청남도 천안시 서북구 쌍용대로 234|36.8180805|127.13582
세종조이1점|['tel']|세종특별자치시 아름서1길 23|36.5109595|127.243571
소노캄여수점|['tel']|전라남도 여수시 수정동 332-15|34.742384|127.754414
소테츠호텔즈명동점|['tel']|서울특별시 중구 남대문로 5길15|37.562075|126.97874
다이소제주노형점|['tel']|제주특별자치도 제주시 1100로 3325|33.483451|126.480247
다이소서귀포중문점|['tel']|제주특별자치도 서귀포시 일주서로 996|33.258908|126.404481
세종강남프라자/리버피크닉점|['tel']|세종특별자치시  시청대로 127|36.479674|127.286072
세종스마트큐브1점|['tel']|세종특별자치시  고운서길 19|36.505858|127.233987
별내역파라곤스퀘어점|['tel']|경기도 남양주시 순화궁로 249|37.6521462|127.128074
교원성수물류센터점|['tel']|서울시 성동구 아차산로13길 30|37.5457472|127.0619
오산피앤피점|['tel']|경기도 오산시 궐동 683-4 궐동 피앤피타워 (P&P타워)|37.158716|127.053531
NC웨이브충장지하점|['tel']|광주광역시 동구 중앙로 163|35.148813|126.913072
지웰홈스동대문점|['tel']|서울특별시 동대문구 신설동 117-9번지 12 지웰홈스 동대문점|37.573189|127.023609
의왕현대프라자점|['tel']|경기도 의왕시 모락로 16 현대프라자점|37.359479|126.967071
광양중동점|['tel']|전라남도 광양시 광장로 107|34.933803|127.69428
목포해상케이블카북항점|['tel']|전라남도 목포시 죽교동 519-9(달동 844) |34.798712|126.368497
목포해상케이블카고하도점|['tel']|전라남도 목포시 달동 산192-18|34.774774|126.361408
