##NAME|TELNUM|NEWADDR|ID|ID2|TYPE|SIZE|SUBJ1|SUBJ2|SUBJ3|SUBJ4@@PACADEMY
S-클래스음악학원|064-712-7719|제주특별자치도 제주시 한라대학로 107 중흥S클래스아파트 상가 2층 (노형동)|1853|413|학교교과교습학원|2|예능(대)|음악|피아노(중급,1,100분|예능(중)
S-클래스음악학원|064-712-7719|제주특별자치도 제주시 한라대학로 107 중흥S클래스아파트 상가 2층 (노형동)|1853|413|학교교과교습학원|2|예능(대)|음악|피아노(고급,1,100분|예능(중)
SAM쌤스터디학원||제주특별자치도 제주시 화삼로 107 , 상가동 201호 (도련일동)|3000011100|2196|학교교과교습학원|4|입시.검정 및 보습|보습|초등단과(수학,영어)|보통교과
SAM쌤스터디학원||제주특별자치도 제주시 화삼로 107 , 상가동 201호 (도련일동)|3000011100|2196|학교교과교습학원|4|입시.검정 및 보습|보습|초등종합(국어,수학,사회,과학)1400분|보통교과
SAM쌤스터디학원||제주특별자치도 제주시 화삼로 107 , 상가동 201호 (도련일동)|3000011100|2196|학교교과교습학원|4|입시.검정 및 보습|보습|중등단과(영어,수학)1800분|보통교과
SEM아카데미학원|064-756-3236|제주특별자치도 제주시 연삼로 402 , 3층 (이도이동, 제일빌딩)|3000010535|1952|학교교과교습학원|4|입시.검정 및 보습|보습|중등 단과(영어,수학,과학,국어)1740분|보통교과
SEM아카데미학원|064-756-3236|제주특별자치도 제주시 연삼로 402 , 3층 (이도이동, 제일빌딩)|3000010535|1952|학교교과교습학원|4|입시.검정 및 보습|보습|고등 과학 1500분|보통교과
SEM아카데미학원|064-756-3236|제주특별자치도 제주시 연삼로 402 , 3층 (이도이동, 제일빌딩)|3000010535|1952|학교교과교습학원|4|입시.검정 및 보습|보습|고등 단과(영어,수학,국어)1680분|보통교과
SEM아카데미학원|064-756-3236|제주특별자치도 제주시 연삼로 402 , 3층 (이도이동, 제일빌딩)|3000010535|1952|학교교과교습학원|4|입시.검정 및 보습|보습|고등 단과(영어,수학)2040분|보통교과
SEM아카데미학원|064-756-3236|제주특별자치도 제주시 연삼로 402 , 3층 (이도이동, 제일빌딩)|3000010535|1952|학교교과교습학원|4|입시.검정 및 보습|보습|고등 국어 1560분|보통교과
SKY독서실|064-755-0303|제주특별자치도 제주시 서광로 209 , (3층) (삼도일동)|4427|1523|학교교과교습학원|1|독서실|독서실(유아/초·중·고)|1일|독서실
SKY독서실|064-755-0303|제주특별자치도 제주시 서광로 209 , (3층) (삼도일동)|4427|1523|학교교과교습학원|1|독서실|독서실(유아/초·중·고)|1개월|독서실
SKY독서실|064-755-0303|제주특별자치도 제주시 서광로 209 , (3층) (삼도일동)|4427|1523|학교교과교습학원|1|독서실|독서실(유아/초·중·고)|3개월|독서실
SKY학원||제주특별자치도 제주시 중앙로 378 , (4층) (이도이동)|3000011433|2342|학교교과교습학원|2|입시.검정 및 보습|보습|고등국어(2940분)|보통교과
SKY학원||제주특별자치도 제주시 중앙로 378 , (4층) (이도이동)|3000011433|2342|학교교과교습학원|2|입시.검정 및 보습|보습|고등국어(1980분)|보통교과
SKY학원||제주특별자치도 제주시 중앙로 378 , (4층) (이도이동)|3000011433|2342|학교교과교습학원|2|입시.검정 및 보습|보습|고등국어(2580분)|보통교과
SKY학원||제주특별자치도 제주시 중앙로 378 , (4층) (이도이동)|3000011433|2342|학교교과교습학원|2|입시.검정 및 보습|보습|고등국어(2760분)|보통교과
SLA어학원|064-723-8877|제주특별자치도 제주시 고마로 56 , 삼부장미주상복합아파트 3층 (일도이동)|1309|0795|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|초중고영어(내국인720분,외국인480분)|외국어
SLA어학원|064-723-8877|제주특별자치도 제주시 고마로 56 , 삼부장미주상복합아파트 3층 (일도이동)|1309|0795|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|초중영어(내국인1440분,외국인960분)|외국어
SLA어학원|064-723-8877|제주특별자치도 제주시 고마로 56 , 삼부장미주상복합아파트 3층 (일도이동)|1309|0795|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|고등실용외국어|외국어
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|고등 영어 1680분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|초등 수학 1300분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|중등 수학 1240분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|중등 단과(수학,영어) 1620분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|중등 단과(수학,영어) 2040분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|고등 수학 740분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|고등 단과(수학,영어) 1360분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|고등 단과(수학,영어) 2000분|보통교과
SMacademy학원|064-727-1114|제주특별자치도 제주시 남광로2길 7 (이도이동)|3000010194|1786|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(수학)|보통교과
SM잉글리쉬어학원||제주특별자치도 제주시 건주로 65 , 3층 (도련일동)|3000011088|2194|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|초등영어(내1080분,외720분)|외국어
SM잉글리쉬어학원||제주특별자치도 제주시 건주로 65 , 3층 (도련일동)|3000011088|2194|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|중등영어(내2160분,외240분)|외국어
SM잉글리쉬어학원||제주특별자치도 제주시 건주로 65 , 3층 (도련일동)|3000011088|2194|학교교과교습학원|4|국제화|실용외국어(유아/초·중·고)|고등영어(내2400분)|외국어
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|초중단과(국영수사과)2000분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|초중단과(국영수사과)1000분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|초중단과(국영수사과)1400분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|초중단과(국영수사과)2600분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과(국영수사과)1000분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과A(국영수사과)1200분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과B(국영수사과)1200분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과(국영수사과)2000분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과A(국영수사과)2400분|보통교과
SOS과학학원||제주특별자치도 제주시 중앙로 554 , 3층 (아라일동)|3000011670|2442|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과B(국영수사과)2400분|보통교과
S·현실용음악학원||제주특별자치도 제주시 정존5길 7 , (3층) (노형동)|3000010507|1936|학교교과교습학원|2|예능(대)|음악|드럼(1,440분)|예능(중)
S·현실용음악학원||제주특별자치도 제주시 정존5길 7 , (3층) (노형동)|3000010507|1936|학교교과교습학원|2|예능(대)|음악|기타(1,440분)|예능(중)
S·현실용음악학원||제주특별자치도 제주시 정존5길 7 , (3층) (노형동)|3000010507|1936|학교교과교습학원|2|예능(대)|음악|보컬(1,440분)|예능(중)
S·현실용음악학원||제주특별자치도 제주시 정존5길 7 , (3층) (노형동)|3000010507|1936|학교교과교습학원|2|예능(대)|음악|색소폰(1,440분)|예능(중)
S아카데미보습학원||제주특별자치도 제주시 노형8길 22 , (2층) (노형동)|3000011058|2180|학교교과교습학원|2|입시.검정 및 보습|보습|초등단과(영어,수학)1620분|보통교과
S아카데미보습학원||제주특별자치도 제주시 노형8길 22 , (2층) (노형동)|3000011058|2180|학교교과교습학원|2|입시.검정 및 보습|보습|중등단과(영어,수학)2160분|보통교과
S아카데미보습학원||제주특별자치도 제주시 노형8길 22 , (2층) (노형동)|3000011058|2180|학교교과교습학원|2|입시.검정 및 보습|보습|고등단과(영어,수학)1800분|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|초등종합(영어,수학)|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|중등종합(영어,수학)|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|고등종합(영어,수학)|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|초등영수특강(1200분)|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|중등영수특강(1680분)|보통교과
THEWAY학원|064-725-5987|제주특별자치도 제주시 승천로 78 , (3층) (아라이동)|3000010544|1955|학교교과교습학원|3|입시.검정 및 보습|보습|고등영수특강(1680분)|보통교과
THOMASENGLISHSCHOOL어학원|064-724-7755|제주특별자치도 제주시 승천로 60 , 2층 (아라이동)|3000010448|1914|학교교과교습학원|9|국제화|실용외국어(유아/초·중·고)|초등영어(내국인 400분, 외국인 800분)|외국어
THOMASENGLISHSCHOOL어학원|064-724-7755|제주특별자치도 제주시 승천로 60 , 2층 (아라이동)|3000010448|1914|학교교과교습학원|9|국제화|실용외국어(유아/초·중·고)|중등영어A(내국인 720분, 외국인 720분)|외국어
THOMASENGLISHSCHOOL어학원|064-724-7755|제주특별자치도 제주시 승천로 60 , 2층 (아라이동)|3000010448|1914|학교교과교습학원|9|국제화|실용외국어(유아/초·중·고)|중등영어B(내국인 480분, 외국인 720분)|외국어
TST실용음악학원|064-722-7570|제주특별자치도 제주시 동광로 4 , (5층) (이도이동)|3000010241|1808|학교교과교습학원|4|예능(대)|음악|피아노중급(1,400분)|예능(중)
TST실용음악학원|064-722-7570|제주특별자치도 제주시 동광로 4 , (5층) (이도이동)|3000010241|1808|학교교과교습학원|4|예능(대)|음악|피아노고급(1,700분)|예능(중)
TST실용음악학원|064-722-7570|제주특별자치도 제주시 동광로 4 , (5층) (이도이동)|3000010241|1808|학교교과교습학원|4|예능(대)|음악|기타,보컬,작곡(과목당 1,000분)|예능(중)
TST실용음악학원|064-722-7570|제주특별자치도 제주시 동광로 4 , (5층) (이도이동)|3000010241|1808|학교교과교습학원|4|예능(대)|음악|기타,보컬,작곡(과목당 1,300분)|예능(중)
TST실용음악학원|064-722-7570|제주특별자치도 제주시 동광로 4 , (5층) (이도이동)|3000010241|1808|학교교과교습학원|4|예능(대)|음악|음악이론(800분)|예능(중)
TheMoonLab음악학원|064-721-2071|제주특별자치도 제주시 동광로 21 , 2,3층 (이도일동)|3000010255|1815|학교교과교습학원|3|예능(대)|음악|과목당 작곡,전자기타,베이스,드럼,보컬,미디&레코딩(900분)|예능(중)
TheMoonLab음악학원|064-721-2071|제주특별자치도 제주시 동광로 21 , 2,3층 (이도일동)|3000010255|1815|학교교과교습학원|3|예능(대)|음악|과목당 작곡,전자기타,베이스,드럼,보컬,미디&레코딩(2400분)|예능(중)
TheMoonLab음악학원|064-721-2071|제주특별자치도 제주시 동광로 21 , 2,3층 (이도일동)|3000010255|1815|학교교과교습학원|3|예능(대)|음악|과목당 작곡,전자기타,베이스,드럼,보컬,미디&레코딩(800분)|예능(중)
TheMoonLab음악학원|064-721-2071|제주특별자치도 제주시 동광로 21 , 2,3층 (이도일동)|3000010255|1815|학교교과교습학원|3|예능(대)|음악|과목당 작곡,전자기타,베이스,드럼,보컬,미디&레코딩(1200분)|예능(중)
TheMoonLab음악학원|064-721-2071|제주특별자치도 제주시 동광로 21 , 2,3층 (이도일동)|3000010255|1815|학교교과교습학원|3|예능(대)|음악|과목당 작곡,전자기타,베이스,드럼,보컬,미디&레코딩(600분)|예능(중)
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|초등단과(영어)|보통교과
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|중등단과(영어)|보통교과
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|중등단과(영어)|보통교과
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(영어)|보통교과
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(영어)|보통교과
TheWell제주영어학원|064-751-0403|제주특별자치도 제주시 오복4길 5 , (2층) (이도이동, 우일빌라)|3000011273|2273|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(영어)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|초등단과(수학,영어)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|초등단과(영어)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|초등단과(수학)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|중등단과(영어)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|중등단과(수학)|보통교과
The맛있게먹자영어수학학원||제주특별자치도 제주시 수덕5길 35 , (1층) (노형동, 대원빌라)|3000011169|2222|학교교과교습학원|3|입시.검정 및 보습|보습|고등단과(영어,수학)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|고등단과(국어,수학,영어,과학)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|중등단과(국어,수학,영어,과학,사회)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|고등단과(국어,수학,영어,과학)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|고등단과(국어,수학,영어,과학)|보통교과
TopClassAcademy학원|064-702-5702|제주특별자치도 제주시 중앙로 325 , 3층 (이도이동)|3000010420|1902|학교교과교습학원|8|입시.검정 및 보습|보습|고등단과(국어,수학,영어,과학)|보통교과
TopEnglish학원||제주특별자치도 제주시 월랑북3길 6-4 , (1층) (노형동)|3000011414|2334|학교교과교습학원|3|입시.검정 및 보습|보습|초등단과(영어)|보통교과
TopEnglish학원||제주특별자치도 제주시 월랑북3길 6-4 , (1층) (노형동)|3000011414|2334|학교교과교습학원|3|입시.검정 및 보습|보습|중등단과(영어)|보통교과
TopEnglish학원||제주특별자치도 제주시 월랑북3길 6-4 , (1층) (노형동)|3000011414|2334|학교교과교습학원|3|입시.검정 및 보습|보습|중든단과(영어)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등단과(영,수)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등단과(영,수)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등단과(국사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등종합(국영수사/역,과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|초등종합(국영수사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등단과(수,영)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등단과(수,영)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등단과(수,영)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|중등단과(국사과)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(수학)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(영어)|보통교과
TopOreum원탑학원||제주특별자치도 제주시 월랑로 35 , (3층) (노형동, 하늘빌딩)|3000011152|2216|학교교과교습학원|16|입시.검정 및 보습|보습|고등단과(국사과)|보통교과
TrinityEnglish어학원|064-702-7905|제주특별자치도 제주시 구남로8길 45 , 3층 (이도이동)|3000010364|1874|학교교과교습학원|3|국제화|실용외국어(유아/초·중·고)|초등영어파닉스(내1200분)|외국어
TrinityEnglish어학원|064-702-7905|제주특별자치도 제주시 구남로8길 45 , 3층 (이도이동)|3000010364|1874|학교교과교습학원|3|국제화|실용외국어(유아/초·중·고)|초등영어(내국인1200분)|외국어
TrinityEnglish어학원|064-702-7905|제주특별자치도 제주시 구남로8길 45 , 3층 (이도이동)|3000010364|1874|학교교과교습학원|3|국제화|실용외국어(유아/초·중·고)|중등영어(내1200분)|외국어
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|초등단과(영어,수학)|보통교과
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|초등단과(영어,수학)|보통교과
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|초등단과(영어,수학)|보통교과
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|초,중등단과(영어,수학)|보통교과
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|중등단과(영어,수학)|보통교과
WENGLISH학원|064-805-4491|제주특별자치도 제주시 과원북4길 57 2층|3880|1234|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(영어,수학)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(수,영)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(영,과)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(수,과)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(수,영,과)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등단과(수,영)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등과학|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등사회|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(수,영,사,과)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|고등단과(수,영)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|고등과학|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|고등과학|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|초등영어|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|초등수학|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(영,사)|보통교과
WIN학원|064-727-1881|제주특별자치도 제주시 동화로1길 53-11 , 2층 (화북일동)|3631|1120|학교교과교습학원|4|입시.검정 및 보습|보습|중등종합(수,사)|보통교과
W아카데미학원||제주특별자치도 제주시 남광로2길 17-5 , 1층 (이도이동)|3000010917|2110|학교교과교습학원|4|입시.검정 및 보습|보습|초등수학(1320분)|보통교과
W아카데미학원||제주특별자치도 제주시 남광로2길 17-5 , 1층 (이도이동)|3000010917|2110|학교교과교습학원|4|입시.검정 및 보습|보습|중등과학(800분)|보통교과
