input|id|name|oldaddr|newaddr|tell|cat|xcord|ycord|url
네이버 2022년 3월예정|1774686693|동대문베네스트2차오피스텔(2022년3월예정)|서울특별시 동대문구 용두동  144-29|서울특별시 동대문구 왕산로 75||['오피스텔', '예정,공사중']|127.0318087|37.5783969|
네이버 2022년 3월예정|1488373959|삼청공원공영주차장(2022년3월예정)|서울특별시 종로구 삼청동 산2-1|서울특별시 종로구 삼청로 156||['교통,운수', '공영주차장']|126.9820868|37.5891108|
네이버 2022년 3월예정|1369895068|오남역(2022년3월예정)|경기도 남양주시 오남읍 양지리|||['지하철', '공사중']|127.1912945|37.7053183|
네이버 2022년 3월예정|1498052544|의정부지방법원 남양주지원(2022년3월예정)|경기도 남양주시 다산동 3229-22|||['공공,사회기관', '공공,행정시설']|127.1690158|37.6142804|
네이버 2022년 3월예정|1037851910|효창파크뷰데시앙(2022년3월예정)|서울특별시 용산구 효창동 3-197|서울특별시 용산구 효창원로 227||['아파트', '예정,공사중']|126.9629880|37.5475870|
네이버 2022년 3월예정|1327946424|진접역 (2022년3월예정)|경기도 남양주시 진접읍 금곡리|||['지하철', '공사중']|127.2031755|37.7204653|
네이버 2022년 3월예정|752563547|범박중학교(2022년3월예정)|경기도 부천시 범박동 232-3|||['교육,학문', '중학교']|126.8146299|37.4690275|
네이버 2022년 3월예정|18725796|용산역사박물관(2022년3월예정)|서울특별시 용산구 한강로3가 65-154|서울특별시 용산구 한강대로14길 35-29||['여행,명소', '박물관']|126.9658048|37.5252494|
네이버 2022년 3월예정|1154115530|신일해피트리앤종로(2022년3월예정)|서울특별시 종로구 관수동|서울특별시 종로구 수표로 89-12 은행나무집||['오피스텔', '예정,공사중']|126.9888279|37.5694035|
네이버 2022년 3월예정|1122587972|서울시네마테크(2022년3월예정)|서울특별시 중구 초동 64-11|서울특별시 중구 마른내로 38 서울시네마테크||['문화,예술', '복합문화공간']|126.9920844|37.5642131|
네이버 2022년 3월예정|1287087463|정자동공영주차장(2022년3월예정)|경기도 성남시 분당구 정자동 72|경기도 성남시 분당구 황새울로116번길 19-8 정자동경로당||['교통,운수', '공영주차장']|127.1126240|37.3710491|
네이버 2022년 3월예정|1608593217|브릿지하임오피스텔(2022년3월예정)|서울특별시 동대문구 신설동  91-262|||['오피스텔', '예정,공사중']|127.0267184|37.5769169|
네이버 2022년 3월예정|1800861783|태전퍼스트센트힐(2022년3월예정)|경기도 광주시 태전동 산22-80|||['쇼핑,유통', '상가,아케이드']|127.2285204|37.3819435|
네이버 2022년 3월예정|1362764941|가산한화비즈메트로2차(2022년3월예정)|서울특별시 금천구 가산동 554-2|||['시설,건물', '기업,빌딩']|126.8816349|37.4725950|
네이버 2022년 3월예정|1200250993|중앙동공영주차장(2022년3월예정)|서울특별시 관악구 봉천동 457-377|||['교통,운수', '공영주차장']|126.9481520|37.4852662|
네이버 2022년 3월예정|1771587891|수도권제2순환고속도로(이천-오산)(2022년3월예정)|경기도 화성시 청계동|||['계획,개발', '도시계획']|127.1271291|37.1980905|
네이버 2022년 3월예정|1966964759|더울림메트로타워오피스텔(2022년3월예정)|서울특별시 관악구 봉천동  32-1|서울특별시 관악구 관악로25길 5-7||['오피스텔', '예정,공사중']|126.9549838|37.4846103|
네이버 2022년 3월예정|1120387868|구리전통시장제2공영주차빌딩(2022년3월예정)|경기도 구리시 수택동 374|||['교통시설', '주차장']|127.1370160|37.5997365|
네이버 2022년 3월예정|1328391066|인천이음중학교(2022년3월예정)|인천광역시 서구 원당동 90-2|||['교육,학문', '중학교']|126.7118465|37.5996968|
네이버 2022년 3월예정|1287494698|진건2중학교(2022년3월예정)|경기도 남양주시 다산동 6129|||['교육,학문', '중학교']|127.1589826|37.6188689|
네이버 2022년 3월예정|1215137620|남현소공원지하주차장(2022년3월예정)|서울특별시 관악구 남현동 1063-1|||['교통,운수', '주차장']|126.9792804|37.4757551|
네이버 2022년 3월예정|1036631069|힐스테이트신방화역(2022년3월예정)|서울특별시 강서구 방화동  247-194|서울특별시 강서구 초원로16길 3-9 안성빌라||['아파트', '예정,공사중']|126.8158999|37.5672451|
네이버 2022년 3월예정|1322688491|가산메트로지식산업센터(2022년3월예정)|서울특별시 금천구 가산동 60-29|서울특별시 금천구 가산로9길 80||['시설,건물', '기업,빌딩']|126.8878600|37.4758360|
네이버 2022년 3월예정|1619493468|한국은행통합별관(2022년3월예정)|서울특별시 중구 남대문로3가|서울특별시 중구 남대문로 39 한국은행건물||['기업,빌딩', '부속건물']|126.9794176|37.5616191|
네이버 2022년 3월예정|1218878235|한국계측기기연구센터(2022년3월예정)|경기도 안양시 동안구 관양동 1664-2|||['쇼핑,유통', '과학기기,장비']|126.9722327|37.4097074|
네이버 2022년 3월예정|1035326310|검단1고등학교(2022년3월예정)|인천광역시 서구 당하동 산39-2|||['교육,학문', '고등학교']|126.7039291|37.5872658|
네이버 2022년 3월예정|1469497099|인천코아루센트럴시티(2022년3월예정)|인천광역시 중구 선린동|인천광역시 중구 월미로 7||['오피스텔', '예정,공사중']|126.6165588|37.4750246|
네이버 2022년 3월예정|1363120002|동패유치원(2022년3월예정)|경기도 파주시 동패동 1795|경기도 파주시 교하로 272||['교육,학문', '유치원']|126.7401115|37.7173876|
네이버 2022년 3월예정|1241631306|해양3중학교(2022년3월예정)|인천광역시 연수구 송도동 399-11|||['교육,학문', '중학교']|126.6195939|37.3929941|
네이버 2022년 3월예정|1224281037|중계마을복지센터(2022년3월예정)|서울특별시 노원구 중계동 157-74|서울특별시 노원구 한글비석로19길 7||['사회,복지', '노인복지']|127.0734944|37.6586685|
네이버 2022년 3월예정|1282661336|등촌두산위브(2022년3월예정)|서울특별시 강서구 등촌동 656-35|서울특별시 강서구 화곡로64길 24 세림타운||['아파트', '예정,공사중']|126.8544675|37.5564905|
네이버 2022년 3월예정|1572968650|인천미송유치원(2022년3월예정)|인천광역시 연수구 송도동 309-4|||['교육,학문', '유치원']|126.6137466|37.4136118|
네이버 2022년 3월예정|1462895470|더하이브오피스텔(2022년3월예정)|경기도 고양시 덕양구 도내동 975|||['오피스텔', '예정,공사중']|126.8727593|37.6339438|
네이버 2022년 3월예정|1937866489|세정중학교(2022년3월예정)|경기도 화성시 산척동 741|||['교육,학문', '중학교']|127.1248165|37.1671021|
네이버 2022년 3월예정|1497004762|부천소사경찰서(2022년3월예정)|경기도 부천시 옥길동|||['공공,사회기관', '경찰서']|126.8238830|37.4687650|
네이버 2022년 3월예정|21097980|마산중학교(2022년3월예정)|경기도 김포시 구래동 6893-3|||['교육,학문', '중학교']|126.6257675|37.6391220|
네이버 2022년 3월예정|1530198064|이천하이앤드천년가(2022년3월예정)|경기도 이천시 안흥동 272-1|||['오피스텔', '예정,공사중']|127.4529452|37.2759799|
네이버 2022년 3월예정|1577148766|타원타크라6차지식산업센터(2022년3월예정)|경기도 시흥시 정왕동 1255-10|경기도 시흥시 옥구천동로 218||['시설,건물', '기업,빌딩']|126.7182234|37.3434203|
네이버 2022년 3월예정|1178886991|검단1국공립유치원(2022년3월예정)|인천광역시 서구 당하동 산42-2|||['교육,학문', '유치원']|126.7027940|37.5844729|
네이버 2022년 3월예정|1772849428|김포한강신도시현대썬앤빌더킹오피스텔(2022년3월예정)|경기도 김포시 구래동 6871-53|경기도 김포시 김포한강10로133번길 40||['오피스텔', '예정,공사중']|126.6206466|37.6399560|
네이버 2022년 3월예정|1851501466|푸른수목원도서관(2022년3월예정)|서울특별시 구로구 항동 산18-2|||['교육,학문', '도서관']|126.8246794|37.4848818|
네이버 2022년 3월예정|1989715182|갈산문화복합시설(2022년3월예정)|서울특별시 양천구 신정동|||['문화,예술', '복합문화공간']|126.8703201|37.5107998|
네이버 2022년 3월예정|1167136777|인천영종A67블록 아파트(2022년3월예정)|인천광역시 중구 중산동 1913-1|||['아파트', '예정,공사중']|126.5678372|37.5019269|
네이버 2022년 3월예정|1414439358|난향동공영주차장(2022년3월예정)|서울특별시 관악구 신림동 675-272|서울특별시 관악구 난향7길 14||['교통,운수', '공영주차장']|126.9155940|37.4620479|
네이버 2022년 3월예정|1879391716|블럭메디프라자(2022년3월예정)|경기도 시흥시 장곡동 250-2|||['쇼핑,유통', '상가,아케이드']|126.7892431|37.3788327|
네이버 2022년 3월예정|1158290309|마포클레세오피스텔(2022년3월예정)|서울특별시 마포구 성산동 592-8|||['오피스텔', '예정,공사중']|126.9035758|37.5646518|
네이버 2022년 3월예정|1524266776|검단1중학교(2022년3월예정)|인천광역시 서구 당하동 산40|||['교육,학문', '중학교']|126.7037295|37.5861333|
네이버 2022년 3월예정|1407362851|동탄호수공원공영주차장(2022년3월예정)|경기도 화성시 송동 724-1|||['교통,운수', '공영주차장']|127.1053215|37.1679206|
네이버 2022년 3월예정|1950955151|부평구 노인문화센터(2022년3월예정)|인천광역시 부평구 부평동|인천광역시 부평구 동수로 60 경찰종합학교||['사회,복지', '노인복지']|126.7266690|37.4848071|
네이버 2022년 3월예정|1904003296|행신파밀리에트라이하이(2022년3월예정)|경기도 고양시 덕양구 행신동 618-1|경기도 고양시 덕양구 행신로143번길 14-17 경원주택||['아파트', '예정,공사중']|126.8323013|37.6202137|
네이버 2022년 3월예정|1464988216|운양동 환승센터 (2022년3월예정)|경기도 김포시 운양동|||['교통시설', '버스터미널,정류장']|126.6838202|37.6533521|
네이버 2022년 3월예정|1238719210|강서안전교육센터(2022년3월예정)|서울특별시 강서구 내발산동 739|서울특별시 강서구 마곡중앙로 11||['교육,학문', '교육원,교육센터']|126.8256569|37.5552036|
네이버 2022년 3월예정|1443895258|심석고등학교공영주차장 (2022년3월예정)|경기도 남양주시 화도읍 마석우리 215-1|경기도 남양주시 화도읍 마석로 62 심석중학교||['교통,운수', '공영주차장']|127.3064608|37.6567295|
네이버 2022년 3월예정|1335352769|경관광장지하주차장(2022년3월예정)|경기도 의정부시 신곡동 813-18|||['교통,운수', '공영주차장']|127.0710632|37.7494175|
네이버 2022년 3월예정|1486466917|SR노빌리안오피스텔(2022년3월예정)|경기도 안산시 단원구 고잔동 520-2|||['오피스텔', '예정,공사중']|126.8273718|37.3182875|
네이버 2022년 3월예정|1672608774|계산동공영주차장(2022년3월예정)|인천광역시 계양구 계산동 971-18|||['교통,운수', '공영주차장']|126.7206123|37.5387186|
네이버 2022년 3월예정|1653732592|마산동행정복지센터 (2022년3월예정)|경기도 김포시 마산동 619-1|||['공공,사회기관', '공공,행정시설']|126.6413485|37.6436561|
네이버 2022년 3월예정|1528911966|수원호매실세종헤르매스3차(2022년3월예정)|경기도 수원시 권선구 금곡동 1125-2|||['오피스텔', '예정,공사중']|126.9562208|37.2734749|
네이버 2022년 3월예정|1128681735|청라웨이브리치오피스텔(2022년3월예정)|인천광역시 서구 청라동 1-436|||['오피스텔', '예정,공사중']|126.6172537|37.5511120|
네이버 2022년 3월예정|1438166353|상공회의소앞공영주차장(2022년3월예정)|경기도 부천시 심곡동 325-32|경기도 부천시 신흥로67번길 50||['교통,운수', '공영주차장']|126.7748087|37.4903529|
네이버 2022년 3월예정|1122432782|인천논현메트로시티(2022년3월예정)|인천광역시 남동구 논현동 731-4|인천광역시 남동구 청능대로 567 인천논현역||['쇼핑,유통', '상가,아케이드']|126.7231212|37.4012109|
네이버 2022년 3월예정|1685306279|등촌아리스타(2022년3월예정)|서울특별시 강서구 등촌동  633-12|서울특별시 강서구 양천로 620 삼일자동차정비||['아파트', '예정,공사중']|126.8660042|37.5541100|
네이버 2022년 3월예정|1480639785|인천중산동 다함께동봄센터 (2022년3월예정)|인천광역시 중구 중산동  1913-1|||['사회,복지', '아동복지시설']|126.5679152|37.5020791|
네이버 2022년 3월예정|1939350861|목감아트27 (2022년3월예정)|경기도 시흥시 조남동  697|경기도 시흥시 목감우회로 23 목감어울림센터||['문화,예술', '문화시설']|126.8587237|37.3816803|
네이버 2022년 3월예정|1222362211|춘천센트럴타워푸르지오(2022년3월예정)|강원도 춘천시 온의동 575|||['아파트', '예정,공사중']|127.7207751|37.8690014|
네이버 2022년 3월예정|1958171500|모종삼일파라뷰더스위트(2022년3월예정)|충청남도 아산시 권곡동 166-2|||['아파트', '예정,공사중']|127.0180880|36.7889803|
네이버 2022년 3월예정|1377541086|성산반도유보라아이비파크아파트(2022년3월예정)|경상남도 창원시 성산구 사파정동 49-4|경상남도 창원시 성산구 비음로151번길 34||['아파트', '예정,공사중']|128.7098496|35.2196457|
네이버 2022년 3월예정|1017865493|연지공원푸르지오(2022년3월예정)|경상남도 김해시 내동 121-2|||['아파트', '예정,공사중']|128.8661377|35.2476799|
네이버 2022년 3월예정|1962122021|포레나천안두정 (2022년3월예정)|충청남도 천안시 서북구 두정동|충청남도 천안시 서북구 천안대로 998 (주)한화포리마||['아파트', '예정,공사중']|127.1537424|36.8307763|
네이버 2022년 3월예정|1652983701|홍성공공산후조리원 (2022년3월예정)|충청남도 홍성군 홍성읍 고암리 572-3|충청남도 홍성군 홍성읍 조양로 224||['임신,출산', '산후조리원']|126.6739433|36.5984672|
네이버 2022년 3월예정|1360871089|더샵리비테르1차아파트(2022년3월예정)|대구광역시 중구 대봉동 169-11|||['아파트', '예정,공사중']|128.6006820|35.8568233|
네이버 2022년 3월예정|1941728198|오션중학교(2022년3월예정)|부산광역시 강서구 명지동|부산광역시 강서구 명지오션시티1로 221||['교육,학문', '중학교']|128.9095980|35.0802786|
네이버 2022년 3월예정|1738299306|청주율량금호어울림센트로(2022년3월예정)|충청북도 청주시 청원구 율량동 1900-1|||['아파트', '예정,공사중']|127.4809752|36.6641640|
네이버 2022년 3월예정|1235017005|힐스테이트황금센트럴(2022년3월예정)|대구광역시 수성구 황금동 692-4|대구광역시 수성구 청솔로4길 42||['주택', '아파트']|128.6219683|35.8478679|
네이버 2022년 3월예정|1984256106|오시리아관광단지테마파크(2022년3월예정)|부산광역시 기장군 기장읍 시랑리 산45-12|||['여행,명소', '테마파크']|129.2142022|35.1965843|
네이버 2022년 3월예정|1813045157|빌리브범어2차아파트(2022년3월예정)|대구광역시 수성구 범어동 219-4|||['아파트', '예정,공사중']|128.6420447|35.8578509|
네이버 2022년 3월예정|37114295|여주반려동물테마파크(2022년3월예정)|경기도 여주시 상거동 380-6|||['여행,명소', '관람,체험']|127.6155957|37.2357577|
네이버 2022년 3월예정|1080685590|신나는학교(2022년3월예정)|경기도 안성시 보개면 복평리|경기도 안성시 보개면 복평길 18||['교육,학문', '학교']|127.3080251|37.0422964|
네이버 2022년 3월예정|1522493773|더샵리비테르2차아파트(2022년3월예정)|대구광역시 중구 대봉동 94-15|||['아파트', '예정,공사중']|128.6003851|35.8581711|
네이버 2022년 3월예정|1992878482|메가시티태왕아너스아파트(2022년3월예정)|대구광역시 달성군 다사읍 서재리 902|||['아파트', '예정,공사중']|128.4867916|35.8722180|
네이버 2022년 3월예정|1278191286|유성대광로제비앙(2022년3월예정)|대전광역시 유성구 봉산동 777|||['주택', '아파트']|127.3831774|36.4427406|
네이버 2022년 3월예정|1880368909|잘본병원(2022년3월예정)|경상남도 창원시 마산회원구 양덕동 150-19|경상남도 창원시 마산회원구 합포로 285||['건강,의료', '병원,의원']|128.5869208|35.2228538|
네이버 2022년 3월예정|1959089647|웅천자이더스위트(2022년3월예정)|전라남도 여수시 웅천동 1702-1|||['오피스텔', '예정,공사중']|127.6752146|34.7452234|
네이버 2022년 3월예정|1036088061|중촌역푸르지오센터파크(2022년3월예정)|대전광역시 중구 중촌동 176|||['아파트', '예정,공사중']|127.4088209|36.3453127|
네이버 2022년 3월예정|1467572554|청주HS포레(2022년3월예정)|충청북도 청주시 흥덕구 봉명동 1831|충청북도 청주시 흥덕구 직지대로 607||['오피스텔', '예정,공사중']|127.4605907|36.6434410|
네이버 2022년 3월예정|1841838217|시민공원일동미라주시티(2022년3월예정)|부산광역시 부산진구 부암동 304-14|부산광역시 부산진구 신천대로 287 양산도 부암점||['주택', '아파트']|129.0497450|35.1673920|
네이버 2022년 3월예정|1216646366|고흥승원팰리체더퍼스트(2022년3월예정)|전라남도 고흥군 고흥읍 남계리 1044|||['아파트', '예정,공사중']|127.2794150|34.6058199|
네이버 2022년 3월예정|1265882164|빛고을생생병원(2022년3월예정)|광주광역시 북구 각화동  480-102|||['건강,의료', '병원,의원']|126.9318949|35.1821053|
네이버 2022년 3월예정|1022475517|태백황지동1단지부영아파트(2022년3월예정)|강원도 태백시 황지동 82-28|||['아파트', '예정,공사중']|128.9893547|37.1650471|
네이버 2022년 3월예정|1443089487|더샵팰리스포레스티지(2023년3월예정)|서울특별시 강동구 둔촌동 85-2|서울특별시 강동구 진황도로61길 25-23 삼익빌라||['아파트', '예정,공사중']|127.1447085|37.5302067|
네이버 2022년 3월예정|1394410169|오시리아스위첸마티에(2022년3월예정)|부산광역시 기장군 기장읍 시랑리 736|||['오피스텔', '예정,공사중']|129.2143556|35.1888394|
네이버 2022년 3월예정|1462190111|아쿠아드림파크(2022년3월예정)|부산광역시 기장군 정관읍 모전리 676|||['스포츠,오락', '수영장']|129.1644453|35.3413792|
네이버 2022년 3월예정|1458043493|한국에너지공과대학교(2022년3월예정)|전라남도 나주시 빛가람동 908|전라남도 나주시 혁신로 200||['교육,학문', '대학교']|126.8022816|35.0149387|
네이버 2022년 3월예정|1819296700|서남4중학교(2022년3월예정)|대전광역시 유성구 원신흥동 526|||['교육,학문', '중학교']|127.3453173|36.3331578|
네이버 2022년 3월예정|1368548799|밀양시공공산후조리원 (2022년3월예정)|경상남도 밀양시 내이동 701-28|||['임신,출산', '산후조리원']|128.7477991|35.4960516|
네이버 2022년 3월예정|1514970524|동남2유치원 (2022년3월예정)|충청북도 청주시 상당구 용암동 2943-258|||['교육,학문', '유치원']|127.5193642|36.6069999|
네이버 2022년 3월예정|1450088486|남산자이하늘채(2022년3월예정)|대구광역시 중구 남산동 2951-1|||['아파트', '예정,공사중']|128.5756928|35.8612791|
네이버 2022년 3월예정|1446022711|명지허브유치원 (2022년3월예정)|부산광역시 강서구 명지동|부산광역시 강서구 명지오션시티6로 69||['교육,학문', '유치원']|128.9083830|35.0802766|
네이버 2022년 3월예정|1974949868|대전호수초등학교(2022년3월예정)|대전광역시 서구 도안동 198|||['교육,학문', '초등학교']|127.3497576|36.3203602|
네이버 2022년 3월예정|1650430230|경산하양A-3블록행복주택(2022년3월예정)|경상북도 경산시 하양읍 양지리|||['아파트', '예정,공사중']|128.8094274|35.9194028|
네이버 2022년 3월예정|1778431435|최윤덕도서관 (2022년3월예정)|경상남도 창원시 의창구 북면 무동리 103-2|||['교육,학문', '도서관']|128.5797451|35.3227851|
네이버 2022년 3월예정|1697790669|예산꿈빛학교(2022년3월예정)|충청남도 예산군 봉산면 효교리 405-46|충청남도 예산군 봉산면 하평1길 38 덕산중학교||['교육,학문', '특수학교']|126.6834000|36.7168680|
네이버 2022년 3월예정|1577145190|태백황지동2단지부영아파트(2022년3월예정)|강원도 태백시 황지동 82-47|||['아파트', '예정,공사중']|128.9901719|37.1659998|
네이버 2022년 3월예정|1504262044|동대구역우방아이유쉘아파트(2022년3월예정)|대구광역시 동구 신천동 61-8|대구광역시 동구 동부로21길 15-2||['아파트', '예정,공사중']|128.6247518|35.8769753|
네이버 2022년 3월예정|1214624286|부산패션비즈센터(2022년3월예정)|부산광역시 동구 범일동 26-4|||['쇼핑,유통', '상가,아케이드']|129.0560153|35.1415123|
네이버 2022년 3월예정|1181059365|아르떼에코하임(2022년3월예정)|울산광역시 남구 신정동 1334-11|||['주상복합', '예정,공사중']|129.3064775|35.5442449|
네이버 2022년 3월예정|1187321142|광양햇살학교(2022년3월예정)|전라남도 광양시 옥룡면 용곡리 672|전라남도 광양시 옥룡면 옥동길 14 옥룡중학교||['교육,학문', '특수학교']|127.6189250|35.0096500|
네이버 2022년 3월예정|1683958648|부산학생종합안전체험관 (2022년3월예정)|부산광역시 강서구 명지동|부산광역시 강서구 영강길81번길 24 명지초등학교||['여행,명소', '체험여행']|128.9258993|35.1074478|
네이버 2022년 3월예정|1200801547|고덕10초등학교(2022년3월예정)|경기도 평택시 고덕면 좌교리 275-2|||['교육,학문', '초등학교']|127.0287402|37.0411214|
네이버 2022년 3월예정|1924082276|하당센트럴팰리체2차아파트(2022년3월예정)|전라남도 목포시 상동 784|전라남도 목포시 양을로 512||['아파트', '예정,공사중']|126.4217473|34.8113794|
네이버 2022년 3월예정|1932048162|대전반려동물공원 (2022년3월예정)|대전광역시 유성구 금고동 583|대전광역시 유성구 금남구즉로 1234||['반려동물', '반려견놀이터']|127.3830235|36.4589153|
네이버 2022년 3월예정|1710657918|온천2초등학교 (2022년3월예정)|부산광역시 동래구 온천동|||['교육,학문', '초등학교']|129.0685995|35.2092721|
네이버 2022년 3월예정|1969392018|레이카운티4블록(2022년3월예정)|부산광역시 연제구 거제동 789-36|||['아파트', '예정,공사중']|129.0662062|35.1862418|
네이버 2022년 3월예정|1744864907|수성데시앙리버뷰(2022년3월예정)|대구광역시 수성구 중동 532-324||053-765-3838|['주택', '아파트']|128.6086068|35.8467096|
네이버 2022년 3월예정|1449345472|김천복합혁신센터(2022년3월예정)|경상북도 김천시 율곡동 657|||['문화,예술', '복합문화공간']|128.1887094|36.1221940|
네이버 2022년 3월예정|1162706328|명지5유치원 (2022년3월예정)|부산광역시 강서구 명지동|||['교육,학문', '유치원']|128.9149136|35.0991686|
네이버 2022년 3월예정|1205568717|트램시티(2022년3월예정)|대전광역시 서구 관저동 1937|||['시설,건물', '기업,빌딩']|127.3247263|36.2992532|
네이버 2022년 3월예정|1274428677|청주가경아이파크4단지(2022년3월예정)|충청북도 청주시 흥덕구 가경동 320|||['아파트', '예정,공사중']|127.4318763|36.6145735|
네이버 2022년 3월예정|1285060560|한국창의예술중학교(2022년3월예정)|전라남도 광양시 마동  330-4|전라남도 광양시 중마로 400||['교육,학문', '중학교']|127.7019685|34.9486536|
네이버 2022년 3월예정|1075448434|태안UV랜드(2022년3월예정)|충청남도 태안군 남면 양잠리 1271-4|||['여행,명소', '테마파크']|126.3421517|36.6599375|
네이버 2022년 3월예정|1036348435|에이스퀘어(2022년3월예정)|대전광역시 중구 선화동  379-2|대전광역시 중구 선화서로 18||['주택', '아파트']|127.4195301|36.3254503|
네이버 2022년 3월예정|1308246213|레이카운티5블록(2022년3월예정)|부산광역시 연제구 거제동 643-145|||['아파트', '예정,공사중']|129.0681411|35.1829999|
네이버 2022년 3월예정|1025819882|대구학생예술창작터 (2022년3월예정)|대구광역시 서구 평리동  550|대구광역시 서구 서대구로45길 22 서진중학교||['교육,학문', '교육원,교육센터']|128.5522605|35.8786085|
네이버 2022년 3월예정|1556051748|여주팔도한마당 (2022년3월예정)|경기도 여주시 상거동|||['여행,명소', '테마파크']|127.6169669|37.2438004|
네이버 2022년 3월예정|1846747525|천안시도시재생어울림센터 (2022년3월예정)|충청남도 천안시 서북구 와촌동  106-68|||['사회,복지', '사회복지단체']|127.1450958|36.8097961|
네이버 2022년 3월예정|1963095563|우산근린공원복합체육센터(2022년3월예정)|광주광역시 북구 우산동 229|||['스포츠,오락', '체육관']|126.9259523|35.1754457|
네이버 2022년 3월예정|1414653352|봉담1유치원(2022년3월예정)|경상북도 구미시 봉곡동 764|경상북도 구미시 봉곡로24길 33-11 봉곡e편한세상||['아동복지시설', '육아종합지원센터']|128.3131801|36.1556981|
네이버 2022년 3월예정|1306909021|진주남부어린이도서관 (2022년3월예정)|경상남도 진주시 가좌동|||['교육,학문', '어린이도서관']|128.1108297|35.1634901|
네이버 2022년 3월예정|1359398116|유성구다함께돌봄센터(2022년3월예정)|대전광역시 유성구 관평동 1009|대전광역시 유성구 관들3길 77-13||['사회,복지', '아동복지시설']|127.3911309|36.4233577|
네이버 2022년 3월예정|1512219297|광주서구복합커뮤니티센터(2022년3월예정)|광주광역시 서구 풍암동 산13|||['공공,사회기관', '행정복합시설']|126.8805828|35.1310526|
네이버 2022년 3월예정|1053493390|스카이센트럴461(2022년3월예정)|전라남도 나주시 빛가람동 334|||['오피스텔', '예정,공사중']|126.7836880|35.0151079|
네이버 2022년 3월예정|1388245462|유성구다함께돌봄센터(2022년3월예정)|대전광역시 서구 둔산동 1273|대전광역시 서구 둔산로 63||['사회,복지', '아동복지시설']|127.3809817|36.3515590|
네이버 2022년 3월예정|1589801926|연평초등학교(2022년3월예정)|경기도 포천시 영중면 양문리 881-1|||['교육,학문', '초등학교']|127.2441788|38.0081210|
네이버 2022년 3월예정|1839787317|청송소방서 (2022년3월예정)|경상북도 청송군 청송읍 금곡리 716|||['공공,사회기관', '공공,행정시설']|129.0589598|36.4219493|
네이버 2022년 3월예정|1059262887|유성구다함께돌봄센터(2022년3월예정)|대전광역시 유성구 계산동 721|대전광역시 유성구 학하남로 10 오투그란데 미학||['사회,복지', '아동복지시설']|127.3010254|36.3427565|
네이버 2022년 3월예정|1344361426|청곡더파크뷰아파트(2022년3월예정)|강원도 양양군 양양읍 청곡리 87-7|강원도 양양군 양양읍 청곡길 28-6||['아파트', '예정,공사중']|128.6280084|38.0902348|
네이버 2022년 3월예정|1407634645|루지움더스튜디오(2022년3월예정)|대구광역시 달서구 송현동 1033-4|||['주상복합', '예정,공사중']|128.5559572|35.8358214|
네이버 2022년 3월예정|1352134811|천안공영차고지(2022년3월예정)|충청남도 천안시 서북구 신당동 360-1|||['교통,운수', '교통,운수서비스']|127.1584995|36.8558378|
네이버 2022년 3월예정|1414166224|신월민원센터 (2022년3월예정)|경상남도 창원시 성산구 신월동|경상남도 창원시 성산구 신월로 48 신월민원센터||['공공,사회기관', '공공,행정시설']|128.6925462|35.2277572|
네이버 2022년 3월예정|1659373296|온천제일교회(2022년3월예정)|부산광역시 동래구 온천동 48-12|||['종교', '개신교']|129.0807095|35.2225098|
네이버 2022년 3월예정|1589358038|장량유치원(2022년3월예정)|경상북도 포항시 북구 양덕동 2169|||['교육,학문', '유치원']|129.4097043|36.0815380|
네이버 2022년 3월예정|1367069227|공영주차장(2022년3월예정)|경상북도 경주시 건천읍 화천리 998|||['교통,운수', '공영주차장']|129.1417567|35.7994879|
네이버 2022년 3월예정|1184969148|해운대우동메디컬센터(2022년3월예정)|부산광역시 해운대구 우동 1081-5|||['건강,의료', '메디컬센터']|129.1411333|35.1668886|
네이버 2022년 3월예정|1640616268|유성구다함께돌봄센터(2022년3월예정)|대전광역시 유성구 하기동 513|대전광역시 유성구 노은로 353 송림마을아파트3단지||['사회,복지', '아동복지시설']|127.3232239|36.3906943|
네이버 2022년 3월예정|1673206975|고산노인복지관별관(2022년3월예정)|대구광역시 수성구 신매동 170-1|||['사회,복지', '노인복지']|128.7126641|35.8367304|
네이버 2022년 3월예정|1863587721|죽변면사무소 (2022년3월예정)|경상북도 울진군 죽변면 후정리 328|||['공공,사회기관', '면사무소']|129.4152636|37.0557500|
네이버 2022년 3월예정|1081759636|용화동제2공영주차타워(2022년3월예정)|충청남도 아산시 온천동 2999|||['교통,운수', '공영주차장']|127.0107503|36.7757939|
네이버 2022년 3월예정|1736619833|여수웅천캐슬스타(2022년3월예정)|전라남도 여수시 웅천동 1806-1|||['오피스텔', '예정,공사중']|127.6794542|34.7497739|
네이버 2022년 3월예정|1278125285|월배역우인그레이스(2022년3월예정)|대구광역시 달서구 진천동 66-1|||['아파트', '예정,공사중']|128.5275718|35.8179617|
네이버 2022년 3월예정|1695326831|대구서구푸드마켓(2022년3월예정)|대구광역시 서구 비산동|대구광역시 서구 국채보상로 399||['사회,복지', '사회복지단체']|128.5748012|35.8722468|
네이버 2022년 3월예정|1481409609|교동리주차타워(2022년3월예정)|충청북도 증평군 증평읍 교동리 108|충청북도 증평군 증평읍 장뜰로 78||['교통,운수', '공영주차장']|127.5845770|36.7846918|
