##NAME|SUBNAME|ID|TELNUM|NEWADDR|TYPE|ETC|FEAT|XCOORD|YCOORD|SOURCE2@@묘지
도장리공설묘지||2000000127|032-937-2001|인천 강화군 양도면 도장리 산121|공원묘원||None|126.4440648|37.6568121|보건복지부장사정보시스템
남산리공설묘지||2000000077|032-934-0003|인천 강화군 강화읍 남산리 산50|공원묘원||None|126.4718506|37.7378718|보건복지부장사정보시스템
국화리공설묘지||2000000048|032-934-0002|인천 강화군 강화읍 국화리 산291|공원묘원||None|126.4706107|37.7374251|보건복지부장사정보시스템
덕우공설묘지||2000008401|031-369-3157|경기도 화성시 팔탄면 덕우리 산27|공원묘원||None|126.8636926|37.1266825|보건복지부장사정보시스템
영중면/제2공설묘지||2000008377|031-538-4461|경기도 포천시 영중면 거사리 산151|공원묘원||None|127.2233774|38.0048218|보건복지부장사정보시스템
신도리공동묘지||2000000276|032-899-2333|인천광역시 옹진군 북도면 신도리 산319|공원묘원|산319|None|126.433596|37.5207855|보건복지부장사정보시스템
선감동/공설묘지||2000008417|031-481-2834|경기도 안산시 단원구 선감동 산130-1|공원묘원||None|126.6455033|37.2126703|보건복지부장사정보시스템
송전공설묘지||2000000266|031-329-3126|경기도 용인시 처인구 이동면 경기동로 793|공원묘원||None|127.2036163|37.1316314|보건복지부장사정보시스템
대부북동/공설묘지||2000008415|031-481-2834|경기도 안산시 단원구 대부북동 산54|공원묘원||None|126.5629769|37.2732473|보건복지부장사정보시스템
하다리공설공원묘지||2000000508|031-887-3884|경기 여주군 흥천면 하다리 78-3|공원묘원||None|127.5358253|37.3502041|보건복지부장사정보시스템
삼성리공동묘지||2000000218|032-937-5301|인천 강화군 불은면 삼성리 산77-2|공원묘원||None|126.4478869|37.7139453|보건복지부장사정보시스템
시도리공동묘지||2000000274|032-899-2333|인천광역시 옹진군 북도면 시도리 산105|공원묘원|산105|None|126.4220398|37.5358152|보건복지부장사정보시스템
홍법공설묘지||2000008399|031-369-3157|경기도 화성시 서신면 홍법리 산135|공원묘원||None|126.7207674|37.1630796|보건복지부장사정보시스템
상신공설공원묘지||2000000224|031-369-3157|경기 화성시 향남읍 상신리 산96|공원묘원||None|126.8982628|37.1078695|보건복지부장사정보시스템
하일리공설묘지||2000000513|032-937-2001|인천 강화군 양도면 하일리 산21|공원묘원||None|126.4273687|37.6633534|보건복지부장사정보시스템
보통리/공동묘지||7000000760||경기 여주군 대신면 보통리 425-1, 4번지|공원묘원||None|127.564099|37.3866817|보건복지부장사정보시스템
사창공설묘지||2000008405|031-369-3157|경기도 화성시 양감면 사창리 산115-1,115-3,115-4,116|공원묘원||None|126.9652188|37.0942939|보건복지부장사정보시스템
대부남동/5공설묘지||2000008422|031-481-2834|경기도 안산시 단원구 대부남동 산369|공원묘원||None|126.6025972|37.2207652|보건복지부장사정보시스템
숭뇌리공설묘지||2000000272|032-934-4302|인천 강화군 송해면 숭뢰리 산63|공원묘원||None|126.4699592|37.7873443|보건복지부장사정보시스템
삼흥리공설묘지||2000000220|032-937-2001|인천 강화군 양도면 삼흥리 산171|공원묘원||None|126.421316|37.6814099|보건복지부장사정보시스템
모도리공설묘지||2000000155|032-899-2333|인천광역시 옹진군 북도면 모도리 산41|공원묘원||None|126.4073437|37.5324148|보건복지부장사정보시스템
대부남동/3공설묘지||2000008420|031-481-2834|경기도 안산시 단원구 대부남동 산103|공원묘원||None|126.5806738|37.2306061|보건복지부장사정보시스템
율촌리/공동묘지||7000000763||경기 여주군 대신면 율촌리 산56번지|공원묘원||None|127.5794503|37.3869076|보건복지부장사정보시스템
계림리/공동묘지||7000000762||경기 여주군 대신면 계림리 산55번지|공원묘원||None|127.590541|37.4076672|보건복지부장사정보시스템
대부남동/2공설묘지||2000008419|031-481-2834|경기도 안산시 단원구 대부남동 산131|공원묘원||None|126.5730494|37.2352729|보건복지부장사정보시스템
내리공동묘지||2000008458||인천광역시 옹진군 영흥면 내리 산260-1|공원묘원|산260-1|None|126.404368|37.627306|보건복지부장사정보시스템
내리공설묘지||2000000769||인천광역시 강화군 화도면 내리 산44번지, 산 18번지|공원묘원|화도면|None|126.4043578|37.6273073|보건복지부장사정보시스템
대부남동/1공설묘지||2000008418|031-481-2834|경기도 안산시 단원구 대부남동 산130-6,131|공원묘원||None|126.5725972|37.2346331|보건복지부장사정보시스템
하도리공설묘지||2000000509|032-934-4302|인천 강화군 송해면 하도리 산13|공원묘원||None|126.4486793|37.7660881|보건복지부장사정보시스템
상백리/공동묘지||7000000752||경기 여주군 흥천면 상백리산73번지|공원묘원||None|127.5652514|37.3531255|보건복지부장사정보시스템
내촌면/제2공설묘지||7000000974|031-538-4261|경기도 용인시 처인구 남사면 진목리 274|공원묘원||None|127.1375277|37.092905|보건복지부장사정보시스템
인산리공설묘지||2000000388|032-937-2001|인천 강화군 양도면 인산리 산225|공원묘원||None|126.4169813|37.698672|보건복지부장사정보시스템
일동면공설묘지||7000000909|031-538-4511|경기도 포천시 일동면 사직리 산141|공원묘원||None|127.3460769|37.9867706|보건복지부장사정보시스템
대당리/공동묘지||7000000754||경기 여주군 흥천면 대당리 산28번지|공원묘원||None|127.5425657|37.315456|보건복지부장사정보시스템
당산리/공동묘지||7000000764||경기 여주군 대신면 당산리280번지|공원묘원||None|127.5770698|37.3641834|보건복지부장사정보시스템
부근리공설묘지||2000000189|032-930-4473|인천 강화군 하점면 부근리 산148|공원묘원||None|126.4349455|37.7593574|보건복지부장사정보시스템
율극리/공동묘지||7000000753||경기 여주군 흥천면 율극리 산61-1 , 4번지|공원묘원||None|127.5616377|37.3330213|보건복지부장사정보시스템
호곡공설묘지||2000008387|031-369-3157|경기도 화성시 우정읍 호곡리 산71|공원묘원||None|126.7623048|37.1184991|보건복지부장사정보시스템
화수공설묘지||2000008389|031-369-3157|경기도 화성시 우정읍 화수리 246-2,246-6|공원묘원||None|126.7810563|37.1089049|보건복지부장사정보시스템
신왕공설묘지||2000008404|031-369-3157|경기도 화성시 양감면 신왕리 산47-1|공원묘원||None|126.9626395|37.0747291|보건복지부장사정보시스템
청북공설묘지||2000000464|031-8024-8760|경기도 평택시 청북면 청북로 457-6 (율북리)|공원묘원||None|126.9686291|37.0718266|보건복지부장사정보시스템
신근리/공동묘지||7000000755||경기 여주군 흥천면 신근리 산107번지|공원묘원||None|127.5474614|37.2976951|보건복지부장사정보시스템
선재리공설묘지||2000000248|032-899-2333|인천광역시 옹진군 영흥면 선재리 산42|공원묘원||None|126.5220229|37.2510991|보건복지부장사정보시스템
장화리공설묘지||2000000402|032-930-3605|인천 강화군 화도면 장화리 산354|공원묘원||None|126.3759933|37.6133642|보건복지부장사정보시스템
장봉리공동묘지||2000000397|032-899-2333|인천광역시 옹진군 북도면 장봉리 산16|공원묘원|산16|None|126.3761377|37.530304|보건복지부장사정보시스템
오상리공설묘지||2000000333|032-930-3607|인천 강화군 내가면 오상리 산91-2|공원묘원||None|126.4037574|37.7280272|보건복지부장사정보시스템
고천리공설묘지||2000000031|032-930-3607|인천 강화군 내가면 고천리 산11|공원묘원||None|126.4032869|37.727437|보건복지부장사정보시스템
당산리공설묘지||2000000101|032-934-4302|인천 강화군 송해면 당산리 산58|공원묘원||None|126.4428694|37.8068329|보건복지부장사정보시스템
양오리공설묘지||2000000305|032-934-4302|인천 강화군 송해면 양오리 산184|공원묘원||None|126.4342832|37.7943697|보건복지부장사정보시스템
신삼리공설묘지||2000000282|032-930-4473|인천 강화군 하점면 신삼리 산107|공원묘원||None|126.4088527|37.746318|보건복지부장사정보시스템
삼거리공설묘지||2000000212|032-930-4473|인천 강화군 하점면 삼거리 산256|공원묘원||None|126.4088432|37.7465503|보건복지부장사정보시스템
한각공설묘지||2000008388|031-369-3157|경기도 화성시 우정읍 한각리 585|공원묘원||None|126.7968659|37.0903426|보건복지부장사정보시스템
왕대리/공동묘지||7000000746||경기 여주군 능서면 왕대리 산66번지|공원묘원||None|127.5800893|37.3247295|보건복지부장사정보시스템
매화리/공동묘지||7000000748||경기 여주군 능서면 매화리 산13번지|공원묘원||None|127.5390214|37.2717484|보건복지부장사정보시스템
원안공설묘지||2000008386|031-369-3157|경기도 화성시 우정읍 원안리 산98-1,98-3|공원묘원||None|126.7819851|37.0918649|보건복지부장사정보시스템
덕하2리공설묘지||2000000124|032-934-2183|인천 강화군 양사면 덕하리 산352|공원묘원||None|126.4311008|37.8051054|보건복지부장사정보시스템
덕하1리공설묘지||2000000123|032-934-2183|인천 강화군 양사면 덕하리 산304|공원묘원||None|126.428103|37.8013013|보건복지부장사정보시스템
장정리공설묘지||2000000401|032-933-5302|인천 강화군 하점면 장정리 산188|공원묘원||None|126.4177629|37.7838132|보건복지부장사정보시스템
망월리공설묘지||2000000148|032-930-4473|인천광역시 강화군 하점면 망월리 산 44|공원묘원||None|126.3962196|37.7430736|보건복지부장사정보시스템
외포리공설묘지||2000000347|032-930-3607|인천 강화군 내가면 외포리 산98-1|공원묘원||None|126.3823156|37.7075047|보건복지부장사정보시스템
군남면공설묘지||2000000049|031-839-2723|경기 연천군 군남면 선곡리 산193|공원묘원||None|127.0272391|38.0910127|보건복지부장사정보시스템
대부남동/4공설묘지||2000008421|031-481-2834|경기도 안산시 단원구 대부남동 산360|공원묘원||None|126.5513578|37.2063147|보건복지부장사정보시스템
장안리/제1공동묘지||7000000734||경기 여주군 점동면 장안리 산76-1번지|공원묘원||None|127.5735231|37.3001551|보건복지부장사정보시스템
이천시대월공설공원묘지||2000000383|031-644-8611|경기 이천시 대월면 초지리 산107|공원묘원||None|127.49192|37.21472|보건복지부장사정보시스템
구양리/공동묘지||7000000749||경기 여주군 능서면 구양리 산43번지|공원묘원||None|127.583338|37.3101801|보건복지부장사정보시스템
독정공설묘지||2000008402|031-369-3157|경기도 화성시 장안면 독정리 산22|공원묘원||None|126.8557992|37.0649094|보건복지부장사정보시스템
후포리/공동묘지||7000000761||경기 여주군 대신면 후포리 산79번지|공원묘원||None|127.6187144|37.3625912|보건복지부장사정보시스템
신지리/공동묘지||7000000750||경기 여주군 능서면 신지리 706-3번지|공원묘원||None|127.5743298|37.2917735|보건복지부장사정보시스템
북가현/공동묘지||2000008425|031-675-3766|경기도 안성시 보개면 북가현리 산145|공원묘원||None|127.3004009|37.0979417|보건복지부장사정보시스템
내리공동묘지||2000008459||인천광역시 옹진군 영흥면 내리 산356|공원묘원|산356|None|126.471387|37.269134|보건복지부장사정보시스템
내리공동묘지||2000008457||인천광역시 옹진군 영흥면 내리 257|공원묘원|산257|None|126.471387|37.269134|보건복지부장사정보시스템
내리공동묘지||2000008460||인천광역시 옹진군 영흥면 내리 산411-12|공원묘원|산411-12|None|126.471387|37.269134|보건복지부장사정보시스템
북면공설묘지||2000000194|031-580-4255|경기 가평군 북면 제령리 산78-3|공원묘원||None|127.5278274|37.9085566|보건복지부장사정보시스템
북성리공설묘지||2000000197|032-934-2183|인천 강화군 양사면 북성리 산179|공원묘원||None|126.4192084|37.811763|보건복지부장사정보시스템
화산공설묘지||2000008390|031-369-3157|경기도 화성시 우정읍 화산리 산26|공원묘원||None|126.7921184|37.0735935|보건복지부장사정보시스템
내리공설묘지||2000000088|032-899-2333|인천광역시 옹진군 영흥면 내리 산258|공원묘원||None|126.4712119|37.2645335|보건복지부장사정보시스템
송탄공설묘지||2000000267|031-610-8341|경기 평택시 가재동 산62-2|공원묘원||None|127.0791648|37.0448889|보건복지부장사정보시스템
매류리/공동묘지||7000000747||경기 여주군 능서면 매류리 산33번지|공원묘원||None|127.5656004|37.2727131|보건복지부장사정보시스템
석포리공설묘지||2000000242|032-930-3612|인천 강화군 삼사면 석포리 산83|공원묘원||None|126.3591376|37.6844478|보건복지부장사정보시스템
경춘공원묘원||7000001365|033-263-7300|강원도 춘천시 서면 노동길 181 (안보리)|공원묘원||None|127.58994|37.84847|보건복지부장사정보시스템
사곡공설묘지||2000008403|031-369-3157|경기도 화성시 장안면 사곡리 산78-1|공원묘원||None|126.8043188|37.0620588|보건복지부장사정보시스템
황청리공설묘지||2000000527|032-930-3607|인천 강화군 내가면 황청리 산170-1|공원묘원||None|126.3577979|37.7073595|보건복지부장사정보시스템
교산리공설묘지||2000000039|032-934-2183|인천 강화군 양사면 교산리 산307|공원묘원|저수지|None|126.3927207|37.7889943|보건복지부장사정보시스템
장봉리공설묘지||2000000398|032-899-2333|인천광역시 옹진군 북도면 장봉리 산177|공원묘원||None|126.3360302|37.5412322|보건복지부장사정보시스템
교산리공설묘지||2000000040|032-934-2183|인천 강화군 양사면 교산리 산355-1|공원묘원|별립산|None|126.3836541|37.7817672|보건복지부장사정보시스템
외리공동묘지||2000000346|032-899-2333|인천광역시 옹진군 영흥면 외리 산38|공원묘원|산38|None|126.4718201|37.2409603|보건복지부장사정보시스템
연천읍공설묘지||2000000317|031-839-2721|경기 연천군 연천읍 현가리 산16-1|공원묘원||None|127.063182|38.1160298|보건복지부장사정보시스템
신해리/공동묘지||7000000740||경기 여주군 가남면 신해리 산125번지|공원묘원||None|127.54106|37.2208181|보건복지부장사정보시스템
인화리공설묘지||2000000392|032-934-2183|인천 강화군 양사면 인화리 산336|공원묘원||None|126.375268|37.7888504|보건복지부장사정보시스템
외룡리/공동묘지||7000000767||경기 여주군 북내면 외룡리 산20번지|공원묘원||None|127.6622237|37.3707784|보건복지부장사정보시스템
광대리공설공원묘지||2000000035|031-887-3861|경기 여주군 능서면 광대리 198-7|공원묘원||None|127.5876127|37.2541397|보건복지부장사정보시스템
현암리/공동묘지||7000000724||경기 여주군 여주읍 현암리 산42-2번지|공원묘원||None|127.6416918|37.3195056|보건복지부장사정보시스템
태평리/공동묘지||7000000739||경기 여주군 가남면 태평리 산79-1번지|공원묘원||None|127.54228|37.2010955|보건복지부장사정보시스템
매음리공설묘지||2000000151|032-930-3612|인천 강화군 삼산면 매음리 산296|공원묘원||None|126.3181542|37.6876724|보건복지부장사정보시스템
본두리/공동묘지||7000000742||경기 여주군 가남면 본두리|공원묘원||None|127.5858005|37.2383217|보건복지부장사정보시스템
만정/공동묘지||2000008424|031-1675-3766|경기도 안성시 공도읍 만정리 산25-1|공원묘원||None|127.1842817|37.0245808|보건복지부장사정보시스템
서원리/공동묘지||7000000768||경기 여주군 북내면 서원리 산56번지|공원묘원||None|127.6932484|37.3985627|보건복지부장사정보시스템
가업리/공동묘지||7000000719||경기 여주군 여주읍 가업리산2-1|공원묘원||None|127.6238929|37.2783319|보건복지부장사정보시스템
사곡동공설묘지||2000000204|031-675-3766|경기도 안성시 안성맞춤대로 1423-19 (사곡동)|공원묘원||None|127.2599761|37.0395194|보건복지부장사정보시스템
심석리/공동묘지||7000000741||경기 여주군 가남면 심석리 산36번지|공원묘원||None|127.5545661|37.1973847|보건복지부장사정보시스템
석우리/제1공동묘지||7000000769||경기 여주군 북내면 석우리산17번지|공원묘원||None|127.6957494|37.3881399|보건복지부장사정보시스템
신남리/공동묘지||7000000766||경기 여주군 북내면 신남리 산37-1번지|공원묘원||None|127.66636|37.33028|보건복지부장사정보시스템
용두/공동묘지||2000008428|031-1675-3766|경기도 안성시 공도읍 용두리 산47|공원묘원||None|127.17033|37.01333|보건복지부장사정보시스템
안중공설묘지||2000000297|031-659-6535|경기 평택시 안중읍 학현리 산12-1|공원묘원||None|126.9348406|36.9982045|보건복지부장사정보시스템
당우리/공동묘지||7000000765||경기 여주군 북내면 당우리산14-1번지|공원묘원||None|127.6779298|37.3314197|보건복지부장사정보시스템
천송리/공동묘지||7000000723||경기 여주군 여주읍 천송리 산12번지|공원묘원||None|127.6686325|37.310847|보건복지부장사정보시스템
점봉리공설공원묘지||2000000408|031-887-3771|경기 여주군 여주읍 점봉리 산11-3|공원묘원||None|127.6384835|37.2680191|보건복지부장사정보시스템
영북면/제2공설묘지||2000008379|031-538-4611|경기도 포천시 영북면 자일리 산7|공원묘원||None|127.2803196|38.1174245|보건복지부장사정보시스템
상리공설묘지||2000000221|032-930-3612|인천 강화군 삼산면 상리 산177|공원묘원||None|126.3026712|37.7347927|보건복지부장사정보시스템
답곡리공설묘지||2000000100|031-839-2217|경기 연천군 답곡리 산269|공원묘원||None|127.0670543|38.1595173|보건복지부장사정보시스템
이천시설성공설공원묘지||2000000385|031-644-8669|경기 이천시 설성면 수산리 82-2|공원묘원||None|127.5092207|37.1324344|보건복지부장사정보시스템
석모리공설묘지||2000000240|032-930-3612|인천 강화군 삼산면 석모리 산308|공원묘원||None|126.2870914|37.7034504|보건복지부장사정보시스템
봉소리공설묘지||2000000187|032-930-3611|인천 강화군 교동면 봉소리 180-1|공원묘원||None|126.3242902|37.8075443|보건복지부장사정보시스템
신서면공설묘지||2000000284|031-839-2595|경기 연천군 신서면 도신리 산37-1|공원묘원||None|127.1108637|38.1640088|보건복지부장사정보시스템
관인면공설묘지||2000000034|031-538-4661|경기 포천시 관인면 사정리 산11|공원묘원||None|127.2583633|38.1376858|보건복지부장사정보시스템
상용리공설묘지||2000000225|032-930-3611|인천 강화군 교동면 상용리 산215|공원묘원||None|126.3026018|37.7762631|보건복지부장사정보시스템
능현리/공동묘지||7000000721||경기 여주군 여주읍 능현리 산5번지|공원묘원||None|127.6670498|37.2655094|보건복지부장사정보시스템
삼교리/공동묘지||7000000720||경기 여주군 여주읍 삼교리 산13-1번지|공원묘원||None|127.6508142|37.2427978|보건복지부장사정보시스템
관인면/제2공설묘지||2000008380||경기도 포천시 관인면 냉정리 산149-1|공원묘원||None|127.2671095|38.1426852|보건복지부장사정보시스템
멱곡리/공동묘지||7000000722||경기 여주군 여주읍 멱곡리 산16-1번지|공원묘원||None|127.6617363|37.2455292|보건복지부장사정보시스템
연대리/공동묘지||7000000744||경기 여주군 가남면 연대리 산2번지|공원묘원||None|127.6171411|37.1948676|보건복지부장사정보시스템
주문공설묘지||2000000419|032-934-2183|인천 강화군 서도면 주문도리 산33|공원묘원||None|126.242299|37.6386102|보건복지부장사정보시스템
미법리공설묘지||2000000170|032-930-3612|인천 강화군 삼산면 미법리 산12|공원묘원||None|126.2630859|37.7303023|보건복지부장사정보시스템
청안리/제2공동묘지||7000000726||경기 여주군 점동면 청안리 산23번지|공원묘원||None|127.6486739|37.2148369|보건복지부장사정보시스템
흔암리/공동묘지||7000000737||경기 여주군 점동면 흔암리 산19번지|공원묘원||None|127.6731437|37.2389029|보건복지부장사정보시스템
삼승리/공동묘지||7000000745||경기 여주군 가남면 삼승리 산8번지|공원묘원||None|127.6248886|37.1795931|보건복지부장사정보시스템
아차공설묘지||2000000293|032-934-2183|인천 강화군 서도면 아차도리 산13|공원묘원||None|126.2307029|37.6603056|보건복지부장사정보시스템
처리/공동묘지||7000000738||경기 여주군 점동면 처리 산6번지|공원묘원||None|127.6807366|37.2312046|보건복지부장사정보시스템
처리공설공원묘지||2000000443|031-887-3816|경기 여주군 점동면 처리 산6|공원묘원||None|127.6807366|37.2312046|보건복지부장사정보시스템
이천시장호원공설공원묘지||2000000386|031-644-8411|경기 이천시 장호원읍 방추리 산64-7|공원묘원||None|127.5728069|37.1249308|보건복지부장사정보시스템
송림리/공동묘지||7000000743||경기 여주군 가남면 송림리 산53번지|공원묘원||None|127.6371446|37.1820273|보건복지부장사정보시스템
동산리공설묘지||2000000136|032-930-3611|인천 강화군 교동면 동산리 산5|공원묘원||None|126.2560824|37.7655418|보건복지부장사정보시스템
사흥/공동묘지||2000008427|031-675-3766|경기도 안성시 금광면 사흥리 산106|공원묘원||None|127.3650801|37.0032952|보건복지부장사정보시스템
금광공설묘지||2000000052|031-678-2232|경기 안성시 금광면 금광리 산29|공원묘원||None|127.32195|36.9850157|보건복지부장사정보시스템
서검리공설묘지||2000000229|032-930-3612|인천 강화군 삼산면 서검리 산50|공원묘원||None|126.2308392|37.7172122|보건복지부장사정보시스템
덕평리/제1공동묘지||7000000727||경기 여주군 점동면 덕평리 18번|공원묘원||None|127.6535403|37.1876832|보건복지부장사정보시스템
청안리/제1공동묘지||7000000725||경기 여주군 점동면 청안리 산2-1번지|공원묘원||None|127.6674425|37.2023006|보건복지부장사정보시스템
덕평리/제2공동묘지||7000000728||경기 여주군 점동면 덕평리 산39번지|공원묘원||None|127.645673|37.1676874|보건복지부장사정보시스템
볼음공설묘지||2000000186|032-934-2183|인천 강화군 서도면 볼음도리 산82|공원묘원||None|126.1988666|37.6618607|보건복지부장사정보시스템
자월리공설묘지||2000000395|032-899-2333|인천광역시 옹진군 자월면 자월리 산308|공원묘원||None|126.2858956|37.2693842|보건복지부장사정보시스템
원부리/공동묘지||7000000732||경기 여주군 점동면 원부리 산38번지|공원묘원||None|127.6459219|37.1517336|보건복지부장사정보시스템
사곡리/공동묘지||700000033||경기 여주군 점동면 사곡리 산2번지|공원묘원||None|127.6993245|37.202293|보건복지부장사정보시스템
장안리/제2공동묘지||7000000735||경기 여주군 점동면 장안리 산19번지|공원묘원||None|127.7110589|37.2149001|보건복지부장사정보시스템
지석리공설묘지||2000000425|032-930-3611|인천 강화군 교동면 지석리 산155|공원묘원||None|126.2371106|37.8110178|보건복지부장사정보시스템
성신리/공동묘지||7000000729||경기 여주군 점동면 성신리 산10번지|공원묘원||None|127.6822316|37.168976|보건복지부장사정보시스템
상중/공동묘지||2000008426|031-675-3766|경기도 안성시 금광면 상중리 산56|공원묘원||None|127.3050583|36.9454217|보건복지부장사정보시스템
홍천군공설묘원||2000000521|033-430-2106|강원도 홍천군 홍천읍 느리울길 141-22(하오안리)|공원묘원||None|127.8522589|37.6756737|보건복지부장사정보시스템
현수리/공동묘지||7000000731|031-887-2264|경기 여주군 점동면 현수리 산10-2, 산7-1,2번지|공원묘원||None|127.7049282|37.1831049|보건복지부장사정보시스템
당진리/공동묘지||7000000730||경기 여주군 점동면 당진리 산23번지|공원묘원||None|127.696463|37.1671345|보건복지부장사정보시스템
삼합리/공동묘지||7000000736||경기 여주군 점동면 삼합리 산82번지|공원묘원||None|127.721268|37.1864183|보건복지부장사정보시스템
석문공설묘지||2000000241|041-353-5944|충청남도 당진시 석문면 통정1길 86-38|공원묘원||None|126.6027724|36.9721724|보건복지부장사정보시스템
풍도동/공설묘지||2000008423|031-481-2834|경기도 안산시 단원구 풍도동 산 207|공원묘원||None|126.3804925|37.1078997|보건복지부장사정보시스템
천주교성환공원묘지||2000000456|041-546-7265|충청남도 아산시 음봉면 연암율금로 345-58|공원묘원||None|127.0597127|36.8750793|보건복지부장사정보시스템
말도공설묘지||2000000146|032-934-2183|인천 강화군 서도면 말도리 산21|공원묘원||None|126.1422239|37.68229|보건복지부장사정보시스템
승봉리공동묘지||2000000273|032-899-2333|인천광역시 옹진군 자월면 승봉리 산201|공원묘원|산201|None|126.2977231|37.1652692|보건복지부장사정보시스템
충효공원묘원||2000000483|033-732-0044|강원 원주시 문막읍 궁촌리 산152-2|공원묘원||None|127.8212302|37.2614488|보건복지부장사정보시스템
춘천공원묘원||2000000478|033-252-4444|강원 춘천시 신북읍 천천리 산39-4|공원묘원||None|127.785639|37.9411413|보건복지부장사정보시스템
남부권공설묘지||2000000771|041-362-7387|충청남도 당진시 신평면 상오로 31 (상오리)|공원묘원||None|126.7735905|36.8852316|보건복지부장사정보시스템
대지공원묘원||2000000004|043-878-3854|충북 음성군 생극면 신양리 산51|공원묘원||None|127.6242668|37.0368076|보건복지부장사정보시스템
화천공설묘지||2000000525|033-440-2316|강원도 화천군 하남면 영서로 5697-66|공원묘원||None|127.6797196|38.0699864|보건복지부장사정보시스템
이작리공동묘지||2000008456|032-899-2333|인천광역시 옹진군 자월면 이작리 산329|공원묘원|산329|None|126.2499729|37.1727737|보건복지부장사정보시스템
이작리공설묘지||2000000379|032-899-2333|인천광역시 옹진군 자월면 이작리 산289|공원묘원||None|126.2499729|37.1727737|보건복지부장사정보시스템
이작리공동묘지||2000000381|032-899-2333|인천광역시 옹진군 자월면 이작리 산15|공원묘원|산15|None|126.2414123|37.1820013|보건복지부장사정보시스템
이작리공동묘지||2000008454|032-899-2333|인천광역시 옹진군 자월면 이작리 산97|공원묘원|산97|None|126.234532|37.182413|보건복지부장사정보시스템
이작리공동묘지||2000008455|032-899-2333|인천광역시 옹진군 자월면 이작리 산195-2|공원묘원|산195-2|None|126.234532|37.182413|보건복지부장사정보시스템
원주공원묘원||2000000368|033-765-0165|강원 원주시 귀래면 귀래리 산1701-12|공원묘원||None|127.85443|37.22652|보건복지부장사정보시스템
소야리공동묘지||2000000259|032-899-2333|인천광역시 옹진군 덕적면 소야리 산95|공원묘원|산95|None|126.1626509|37.2153944|보건복지부장사정보시스템
진천군공설묘지||2000000435|043-539-3868|충청북도 진천군 진천읍 백곡로 1465-34|공원묘원||None|127.4156799|36.8755809|보건복지부장사정보시스템
솔뫼공설묘지||2000000263|041-363-4786|충청남도 당진시 우강면 우강송산로 64|공원묘원||None|126.7755003|36.8248438|보건복지부장사정보시스템
진리공동묘지||2000000432|032-899-2333|인천광역시 옹진군 덕적면 진리 산127|공원묘원|산127|None|126.1338438|37.2409269|보건복지부장사정보시스템
진리공설묘지||2000000434|032-899-2333|인천광역시 옹진군 덕적면 진리 산340|공원묘원||None|126.1462826|37.2151312|보건복지부장사정보시스템
북리공동묘지||2000000193|032-899-2333|인천광역시 옹진군 덕적면 북리 산182|공원묘원|산182|None|126.1274105|37.2430922|보건복지부장사정보시스템
대호지공설묘지||2000000117|041-353-3044|충청남도 당진시 대호지면 봉선길 123|공원묘원||None|126.5198897|36.9004535|보건복지부장사정보시스템
진리공동묘지||2000000433|032-899-2333|인천광역시 옹진군 덕적면 진리 산244|공원묘원|산244|None|126.1339746|37.2297242|보건복지부장사정보시스템
서포리공동묘지||2000000238|032-899-2333|인천광역시 옹진군 덕적면 서포리 산187|공원묘원|산187|None|126.1061049|37.2281464|보건복지부장사정보시스템
문갑리공동묘지||2000000162|032-899-2333|인천광역시 옹진군 덕적면 문갑리 산80|공원묘원|산80|None|126.1135954|37.1801924|보건복지부장사정보시스템
횡성군공설묘지||2000000529|033-340-2904|강원 횡성군 갑천면 구방리 산19-4|공원묘원||None|128.0811607|37.5318973|보건복지부장사정보시스템
충주공설묘지||2000000479|043-850-2301|충청북도 충주시 주덕읍 화곡1길 430|공원묘원||None|127.8127002|37.0107219|보건복지부장사정보시스템
천안공원묘원/묘지||2000000444|041-567-0044|충청남도 천안시 동남구 광덕면 광덕로 383 (신덕리)|공원묘원||None|127.1429436|36.6844698|보건복지부장사정보시스템
세종시공원묘지||2000000314|044-300-8841|세종특별자치시 전동면 전동로 539|공원묘원||None|127.2711308|36.6925825|보건복지부장사정보시스템
오창장미공원||2000000336|043-270-7330|충청북도 청주시 청원구 오창읍 양청3길 88 (양청리)|공원묘원||None|127.43234|36.73209|보건복지부장사정보시스템
충주공원묘원||2000000480|043-853-3414|충청북도 충주시 두루봉길 57 (목행동)|공원묘원||None|127.9386581|37.0011033|보건복지부장사정보시스템
양구군공설묘지||2000000303|033-481-4441|강원도 양구군 양구읍 금강산로 518-40 (하리)|공원묘원||None|127.9988185|38.1212152|보건복지부장사정보시스템
예산군추모공원||2000000329|041-339-8252|충청남도 예산군 응봉면 예당로 1345-12|공원묘원||None|126.7749362|36.6392614|보건복지부장사정보시스템
울도리공동묘지||2000000364|032-899-2333|인천광역시 옹진군 덕적면 울도리 산6|공원묘원|산6|None|126.0118612|37.0250534|보건복지부장사정보시스템
백아리공동묘지||2000000174|032-899-2333|인천광역시 옹진군 덕적면 백아리 산53|공원묘원|산53|None|125.9477783|37.0866636|보건복지부장사정보시스템
서산시희망공원/묘지||2000000234|041-660-2719|충남 서산시 인지면 산동리 산32-1|공원묘원||None|126.4103896|36.7182575|보건복지부장사정보시스템
인제종합장묘센터/하늘공원||2000000389|033-462-6989|강원 인제군 남면 남전리 266|공원묘원||None|128.1613502|37.9993654|보건복지부장사정보시스템
