##NAME|SUBNAME|TELNUM|ADDR|FEAT|SOURCE2@@고캠핑
거창/에이글램핑||010-2993-4773|경상남도 거창군 마리면 세동길 13  에이 글램핑|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
수승대/오토캠핑장||055-940-8530|경상남도 거창군 위천면 은하리길 2  수승대관리사무소|전기;온수|한국관광공사
수승대야영장||055-940-8530|경상남도 거창군 위천면 강천리  3|물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
거창/국민여가캠핑장||070-4618-3525|경상남도 거창군 북상면 덕유월성로 1312-96|전기;놀이터;산책로;운동장|한국관광공사
달빛고운/월성/자연학습관||070-8844-7270|경상남도 거창군 북상면 덕유월성로 1433-7  달빛고운 월성마을|전기;온수;놀이터;산책로;운동시설;마트.편의점|한국관광공사
양지생태마을캠핑장||055-943-9343|경남 거창군 마리면 진산길 157|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
달빛고운병곡캠핑장||010-5729-6666|경상남도 거창군 북상면 병곡길 447-11  달빛고운캠핑장|전기;온수;물놀이장|한국관광공사
주은/자연휴양림|||경상남도 거창군 북상면 덕유월성로 1642  주은 자연휴양림|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
문화관광농원/오토캠핑장||055-633-5955|경상남도 거제시 동부면 가배오송길 123|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
스톤힐/글램핑(글램핑힐)|||경기도 양평군 양평읍 양근골안길17번길 2-24  스톤힐|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
옥계오토캠핑장(옥계마을영농회조합법인)|||경남 거제시 하청면 칠천로 265-17|전기;온수;물놀이장;놀이터;운동시설|한국관광공사
트로피칼드림야영장||055-681-5550|경상남도 거제시 일운면 와현리  497|전기;와이파이;온수;놀이터|한국관광공사
거제글램퍼스||010-6686-1475|경남 거제시 일운면 망치4길 38  거제글램퍼스|전기;온수;놀이터;산책로|한국관광공사
바다가/보이는/부산항/힐링/야영장||051-400-1205|부산광역시 동구 초량동 1185-1(舊 부산항 3부두) 지선|전기;와이파이;온수;물놀이장;산책로;운동장;마트.편의점|한국관광공사
대저생태공원/캠핑장||051-941-0957|부산광역시 강서구 대저1동 1-5번지|전기;와이파이;온수;산책로;운동시설|한국관광공사
삼락생태공원/오토캠핑장||1644-3467-|부산광역시  사상구 삼락동 29-59|전기;와이파이;장작판매;온수;물놀이장;산책로;운동장;마트.편의점|한국관광공사
호수글램핑||051-727-3250|부산광역시 기장군 정관읍  병산리 550-1|전기;와이파이;온수;물놀이장;놀이터;산책로;운동장|한국관광공사
기장일출랜드||051-724-1106|부산광역시 기장군 일광면 이천리  145-20|전기;와이파이;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
지오클럽||010-6275-4556|부산광역시 기장군 일광면 삼성리  151-1|전기;와이파이;온수;놀이터|한국관광공사
임랑카라반파크||051-727-2111|부산광역시 기장군 일광면 문동리 72|전기;와이파이;온수;놀이터;운동시설|한국관광공사
제이스글램핑(목공체험/글램핑)||051-714-0838|부산광역시 기장군 일광면 화전리  135|전기;와이파이;온수;트렘폴린;산책로|한국관광공사
더무빙카라반||051-1577-8446|부산광역시 기장군 장안읍 해맞이로 290  더무빙카라반|전기;온수;물놀이장;놀이터;운동시설|한국관광공사
불정/자연휴양림||054-552-9443|경상북도 문경시 불정동  산71-1|물놀이장;놀이터;운동시설|한국관광공사
문경새재국민여가캠핑장||054-572-3762|경상북도 문경시 문경읍 하초리  365|온수|한국관광공사
통영오토캠핑장|||경상남도 통영시 용남면 장평리  587|온수;물놀이장;놀이터;운동시설|한국관광공사
에이원/글램핑장/리조트|||경상남도 통영시 산양읍 신전리  1401|전기;온수;물놀이장|한국관광공사
가포수변오토캠핑장||051-514-8100|경상남도 창원시 마산합포구 가포동  186-4|전기;온수;놀이터;산책로;운동시설|한국관광공사
천문대오토캠핑장||055-311-3325|경상남도 김해시 생림면 나전리  30-6|전기;물놀이장;운동시설|한국관광공사
가야랜드달빛야영장||055-332-9100|경상남도 김해시 삼방동  826|전기;장작판매;온수;운동시설|한국관광공사
블루웨일/글램핑||055-673-4994|경상남도 고성군 삼산면 두포리  177-16|물놀이장;운동시설|한국관광공사
고성다이노캠핑장||055-672-7992|경상남도 고성군 삼산면 두포리  174-3|전기;온수;물놀이장;산책로;운동시설|한국관광공사
학동자동차/야영장||055-635-5421|경상남도 거제시 동부면 학동리 257-1 일원|전기;온수;놀이터|한국관광공사
북캠프지오||055-634-|경상남도 거제시 남부면 저구리  266|전기;온수;놀이터;산책로|한국관광공사
거제자연휴양림||055-639-4354|경상남도 거제시 동부면 거제중앙로 325  거제 자연휴양림|온수;놀이터;운동시설|한국관광공사
에코힐글램핑||064-743-0060|제주특별자치도 제주시 애월읍 광령1리  926|전기|한국관광공사
제주베스트힐||070-4400-3300|제주시 조천읍 남조로 2109-36||한국관광공사
별헤는/밤|||제주시 애월읍 광상로 348|전기;와이파이;장작판매|한국관광공사
숲속야영장/휴림||064-799-4883|제주도 제주시 애월읍 광령남서길 40|전기;와이파이;장작판매;온수;놀이터;운동시설;마트.편의점|한국관광공사
비체올린||064-773-0000|제주특별자치도 제주시 한경면 판포리  725|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
제주돌하르방/캠핑장||070-4548-9705|제주특별자치도 제주시 한경면 청수리  2130|전기;와이파이;장작판매;온수;물놀이장;산책로;운동시설|한국관광공사
캠핑스타||064-782-0053|제주특별자치도 제주시 조천읍 함덕리  산4|전기;운동시설|한국관광공사
제주도캠핑카라반/(함덕캠핑카라반)||064-782-8202|제주특별자치도 제주시 조천읍 함덕리  265-1||한국관광공사
제주베이스캠프||070-7011-7274|제주특별자치도 제주시 조천읍 중산간동로 1194  벨리타오토캠핑장|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
선양캠핑장||064-750-6704|제주시 조천읍 와흘로 350||한국관광공사
무거카라반||064-900-4151|제주특별자치도 제주시 조천읍 신흥리  15|전기;와이파이;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
골체오름캠핑|||제주특별자치도 제주시 조천읍 선흘리  1858-1|전기;와이파이;장작판매;온수;산책로;운동시설|한국관광공사
교래생태체험장||064-783-0506|제주특별자치도 제주시 조천읍 교래리  636|전기;와이파이;온수;산책로;마트.편의점|한국관광공사
푸른밤글램핑게스트하우스||0507-1319-2124|제주특별자치도 제주시 우도면  연평리 428|전기;와이파이;온수;운동시설|한국관광공사
한라산국립공원/관음사지구/야영장||064-756-9950|제주특별자치도 제주시 오등동 산록북로 588  일원|놀이터;산책로|한국관광공사
제주플래티늄카라반||064-805-|제주특별자치도 제주시 애월읍 하귀2리  1806-2|와이파이;물놀이장|한국관광공사
다인리조트/카라반||064-799-2600|제주특별자치도 제주시 애월읍 고내리  79-8||한국관광공사
(주)자연인||064-723-7500|제주특별자치도 제주시 아란서길 110-0|운동시설|한국관광공사
메이/더/카라반/(메이캠프)||064-766-8888|제주특별자치도 제주시 구좌읍 일주동로 1626  메이캠프||한국관광공사
㈜제주글램핑||064-784-3200|제주특별자치도 제주시 구좌읍 덕천리  1288-2|전기;온수;물놀이장;놀이터;운동시설|한국관광공사
서건도카라반||064-739-8012|제주특별자치도 서귀포시 이어도로 826-51  서건도카라반|전기;온수;물놀이장;놀이터|한국관광공사
한우물영농조합법인/제주캠핑카라반||064-787-8202|제주특별자치도 서귀포시 표선면 표선백사로 176  제주캠핑카라반|전기;온수|한국관광공사
캠파제주||064-767-1253|제주특별자치도 서귀포시 상효동  1116-1|전기;와이파이;온수;놀이터|한국관광공사
원앙캠핑장||064-762-|제주특별자치도 서귀포시 상효동  1460|전기;온수;놀이터|한국관광공사
서귀포호텔/카라반/캠핑장||070-4858-4653|제주특별자치도 서귀포시 상예로 289-0  서귀포호텔 카라반 캠핑장||한국관광공사
햇살정원/제주캠핑&민박||064-733-8070|제주특별자치도 서귀포시 보목동 보목포로65번길 6  햇살정원 제주캠핑&민박|전기;와이파이;장작판매;온수|한국관광공사
제주파인비치/카라반||064-764-2918|제주특별자치도 서귀포시 남원읍 태흥리  385||한국관광공사
작은바람언덕|||제주특별자치도 서귀포시 남원읍 남원리  1420-1||한국관광공사
단양/남천/캠핑장|||충북 단양군 영춘면 남천 4길 33||한국관광공사
주문진글램핑오토캠핑장||033-642-4241|강원도 강릉시 주문진읍 삼교리  510|전기;와이파이;장작판매;온수;운동시설|한국관광공사
CLUB/596|||충남 태안군 남면 몽산리 596|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로|한국관광공사
한마음오토캠핑장|||충청남도 태안군 고남면 장곡리  617-1|전기;장작판매;온수;놀이터;운동시설|한국관광공사
학암포/퍼스트/캠핑장|||충청남도 태안군 원북면 옥파로 1169-3  학암포 퍼스트 캠핑장|전기;와이파이;장작판매;온수;운동시설|한국관광공사
학암포자동차야영장||041-674-3224|충청남도 태안군 원북면 옥파로 1152-37  학암포자동차야영장|전기;온수;운동시설|한국관광공사
파라독스글램핑||010-8916-6652|충남 태안군 남면 마검포길162-31|전기;와이파이;온수;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
태안별빛오토캠핑장||041-674-|충청남도 태안군 소원면 법산리  897|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
태안라온캠핑장||041-674-|충청남도 태안군 원북면 황촌리  800-95|전기;와이파이;장작판매;온수;트렘폴린;운동시설|한국관광공사
이태백/야영장|||충청남도 태안군 소원면 송의로 809-68  이태백 캠핑장|전기;장작판매;온수;놀이터;운동시설|한국관광공사
언덕위에하얀집|||충남 태안군 남면 신온리 887번지|전기;와이파이;온수;물놀이장;놀이터|한국관광공사
송림캠핑장||041-674-0208|충청남도 태안군 소원면 파도리  543-636|전기;와이파이;장작판매;온수;놀이터;산책로;운동장;운동시설|한국관광공사
센티마르글램핑||041-674-7107|충청남도 태안군 원북면 방갈리 515-43|전기;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
서해땅끝파도리아치내캠핑장|||충청남도 태안군 소원면 파도리  1318|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
벗과뱃나루/캠핑리조트||02-546-5522|충청남도 태안군 남면 신온리  169-18|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;마트.편의점|한국관광공사
백사장사계절/숲속야영장|||충남 태안군 안면읍 창기리 1292-10번지|전기;장작판매;온수;놀이터|한국관광공사
바다물결캠핑장|||충남 태안군 원북면 학암포길 31|전기;와이파이;장작판매;온수;산책로;마트.편의점|한국관광공사
물결캠핑장|||충청남도 태안군 원북면 방갈리  515-210|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
매화둠벙마을영농조합법인||041-672-0109|충청남도 태안군 원북면 동해리  779-8|전기;와이파이;장작판매;온수;놀이터;산책로;마트.편의점|한국관광공사
맘빌리지||041-672-2231|충청남도 태안군 소원면 법산리  320 맘빌리지|전기;장작판매;온수;트렘폴린;물놀이장;산책로|한국관광공사
마검포/힐링캠핑장||041-675-3999|충청남도 태안군 남면 마검포길 313-30  마검포 힐링캠핑장|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
태안둘레길캠핑장||010-9703-1711|충청남도 태안군 이원면 내리  503|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
그림나래/힐링캠프|||충청남도 태안군 근흥면 용신리 41|전기;온수;물놀이장;놀이터|한국관광공사
굼벵이캠핑농원|||충청남도 태안군 이원면 내리  523|전기;장작판매;온수;트렘폴린;운동시설|한국관광공사
구름포해수욕장카라반||070-7719-6891|충청남도 태안군 소원면 의항리  160-4|전기;와이파이;장작판매;온수;놀이터;산책로;운동시설|한국관광공사
곰섬야영장|||충청남도 태안군 남면 신온리  903-34|전기;장작판매;온수;운동시설|한국관광공사
행복숲/체험원||043-870-7911|충청북도 충주시 노은면 우성1길 191  행복숲 체험원|전기;온수;물놀이장;놀이터|한국관광공사
충주카누캠핑장|||충청북도 충주시 동량면 화암리  340|전기;와이파이;장작판매;온수;운동시설|한국관광공사
초원오토캠핑장||043-855-8466|충청북도 충주시 중앙탑면 감노로 2003  초원오토캠핑장|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
천등산캠핑장||043-857-0911|충청북도 충주시 산척면 명서리  512-2|전기;와이파이;장작판매;온수;물놀이장;놀이터;마트.편의점|한국관광공사
소나무숲아래||043-848-5763|충청북도 충주시 수안보면 미륵리사지길 29  소나무숲아래|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
밤별/캠핑장||043-854-1133|충청북도 충주시 앙성면 모점1길 229  밤별 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
문암생태공원||043-200-7741|충청북도 청주시 흥덕구 문암동  100|전기;와이파이;온수|한국관광공사
㈜농업법인한국영농오토캠핑장||043-252-1515|충청북도 청주시 청원구 오창읍 여천리  35-5|전기;장작판매;온수;물놀이장;산책로|한국관광공사
청주키즈캠핑장|||충북 정주시 상당구 낭성면 갈산1길19 청주키즈캠핑장|전기;와이파이;장작판매;온수;물놀이장;산책로;운동시설;마트.편의점|한국관광공사
씨앗골캠핑장|||충청북도 청주시 상당구 낭성면 호정대신로 69-34  씨앗골캠핑장|전기;장작판매;온수;놀이터;산책로|한국관광공사
칠갑산도림휴게소캠핑장||041-943-9848|충청남도 청양군 장평면 적곡리  635-1|온수;물놀이장;운동시설|한국관광공사
농업법인주식회사/고운힐링팜||041-942-8010|충남 청양군 청양읍 식물원길 398-1  농업법인주식회사 고운힐링팜|전기;온수;물놀이장;놀이터|한국관광공사
칠갑산/자연휴양림||041-940-2428|충청남도 청양군 대치면 광대리  산73|전기;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
청양/동강리/오토캠핑장||041-940-2706|충청남도 청양군 청남면 천내리  208-2|전기;와이파이;온수;산책로|한국관광공사
태학산/자연휴양림/오토캠핑장||041-529-5108|충남 천안시 동남구 풍세면 삼태리 산28-1|전기;온수;놀이터;마트.편의점|한국관광공사
천안OK캠핑||041-551-2220|충청남도 천안시 동남구 북면 오곡리  322-1|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
충북대학교/천문대천문체험학교||043-532-2341|충청북도 진천군 문백면 은탄리  802-3|전기;와이파이;장작판매;온수;물놀이장;산책로;운동시설|한국관광공사
좌구산오토캠핑장||043-835-|충청북도 증평군 증평읍 율리  259-1|전기;장작판매;온수;산책로;운동장|한국관광공사
행복한나드리캠핑장|||충청북도 제천시 봉양읍 옥전리  286-1|전기;장작판매;온수;물놀이장;운동시설|한국관광공사
평산/오토캠핑/야영장||043-642-9600|충청북도 제천시 백운면 덕동로 205-4  평산 오토캠핑 야영장|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
패밀리/오토캠핑장/(한국전통문화/체험학교)||043-651-2866|충청북도 제천시 덕산면 월악리  594|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
태라/글램핑||043-645-7688|충청북도 제천시 봉양읍 옥전리  123-10|전기;온수;물놀이장;운동장;운동시설|한국관광공사
청풍호오토캠핑장|||충청북도 제천시 금성면 성내리  41-4|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
제천승마오토캠핑장||043-653-0333|충청북도 제천시 봉양읍 명도리  326|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
제천/하늘뜨레/서울캠핑장||043-652-3926|충청북도 제천시 송학면 송한리  543|전기;와이파이;장작판매;온수;물놀이장;산책로;운동장;운동시설|한국관광공사
월악힐링캠핑장|||충청북도 제천시 덕산면 월악리  207|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
월악산억수캠핑장|||충청북도 제천시 덕산면 월악리  341|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
월악산광천민박펜션||043-651-9128|충청북도 제천시 덕산면 월악리  441|전기;장작판매;놀이터;산책로;운동장;운동시설|한국관광공사
월악/한울/오토캠핑장|||충청북도 제천시 덕산면 월악산로 13  월악한울오토캠핑장|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
용두산오토캠핑장||043-651-6685|충청북도 제천시 모산동  산 2-1번지|전기;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
엉클캠프||0507-1450-9811|충청북도 제천시 봉양읍 옥전리  225-5|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
십자봉오토캠핑장||043-651-6886|충청북도 제천시 백운면 덕동리  288|전기;장작판매;온수;놀이터;운동장;운동시설|한국관광공사
스카이/운학/오토캠핑장||1577-3829-|충청북도 제천시 백운면 운학길 87  스카이 운학 오토캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
소풍가는날펜션/오토캠핑장||043-643-5794|충청북도 제천시 백운면 덕동로 131  소풍가는날펜션 캠핑장|전기;장작판매;온수;놀이터;운동장;운동시설|한국관광공사
선녀와/나무꾼/캠핑장|||충북 제천시 청풍면 신리 214-4번지|장작판매;온수;운동시설|한국관광공사
산내들민박&오토캠핑장||043-647-4889|충청북도 제천시 국사봉로 260-0  산내들 오토캠핑장|전기;와이파이;장작판매;온수|한국관광공사
별수하야영장|||충청북도 제천시 백운면 운학리  171|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
밤별생각/낮달이야기|||충북 제천시 백운면 덕동리 산 21-9|전기;장작판매;온수;놀이터;운동시설|한국관광공사
박달재옛길캠핑장||043-652-9835|충청북도 제천시 원박길 245-0  박달재옛길캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;마트.편의점|한국관광공사
미소가든펜션야영장||043-653-|충북 제천시 봉양읍 옥전리 59-4번지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
무도글램핑||043-645-5997|충북 제천시 송학면 무도리 573번지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
제천모드니애캠핑장||043-648-3535|충청북도 제천시 봉양읍 제원로 528  제천모드니애캠핑장|전기;와이파이;장작판매;온수;놀이터;산책로|한국관광공사
디투어스캠프클럽||02-2038-3009|충청북도 제천시 청풍면 연곡리  228-14|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
월악산국립공원/덕주야영장||043-653-3250|충청북도 제천시 한수면 미륵송계로 1647  월악산국립공원 덕주야영장|전기;놀이터|한국관광공사
덕동골/오토캠핑장||043-651-6978|충청북도 제천시 백운면 덕동로2길 23-26  덕동골 오토캠핑장|전기;와이파이;장작판매;온수;놀이터;운동시설;마트.편의점|한국관광공사
덕동/산상낙원||043-653-6692|충청북도 제천시 덕동로 609-90  덕동 산상낙원|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
덕동/산마루캠핑장||043-643-5050|충청북도 제천시 백운면 덕동리  78-4|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
더프라우드리조트||043-651-7000|충청북도 제천시 백운면 운학리  105-2|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
월악산국립공원/닷돈재/자동차야영장||043-653-3250|충청북도 제천시 한수면 송계리  70-2|전기;온수|한국관광공사
가마실캠핑장||043-651-3031|충청북도 제천시 자작동  242|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
피플앤독/힐링캠핑장|||충청남도 예산군 신양면 귀곡리  22|전기;와이파이;장작판매;온수;운동시설|한국관광공사
파인힐캠프(파인힐관광농원)|||충남 예산군 덕산면 외라2길 60-24 파인힐캠프(파인힐관광농원)|전기;장작판매;온수|한국관광공사
물한계곡소나무펜션|||충북 영동군 상촌면 물한6길 8-1|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
영인산자연휴양림/숲속야영장||041-538-1958|충남 아산시 영인면 아산온천로 16-24|전기;온수;물놀이장;놀이터;운동장;마트.편의점|한국관광공사
아산곡교천야영장||070-7747-1895|충청남도 아산시 염치읍 석정리|전기;장작판매;온수;놀이터;운동시설|한국관광공사
연풍연가캠핑장|||충청남도 아산시 송악면 종곡길96번길 94  250-2|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
아산글램핑캠핑장||041-547-7882|충청남도 아산시 선장면 죽산리  202-1|전기;온수;물놀이장;산책로;운동시설|한국관광공사
밤소리글램핑||041-544-6004|충남 아산시 음봉면 신정리길 109-9|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
강당골캠핑파크||041-544-6977|충남 아산시 송악면 강당로 187-17|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
춘장대나드리캠핑장|||충청남도 서천군 서면 도둔리  1275|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장|한국관광공사
서천/춘장대캠핑장|||충청남도 서천군 서면 도둔리  1269|전기;와이파이;장작판매;온수;놀이터|한국관광공사
솔바람/캠핑장|||충청남도 서천군 장항읍 장항산단로34번길 48-44  솔바람마을 캠핑장||한국관광공사
용현/자연휴양림/야영장||041-664-1971|충청남도 서산시 운산면 용현리  산2-37|전기;온수;놀이터|한국관광공사
홍산관광농원||041-836-1332|충청남도 부여군 홍산면 상천리  465|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
백마강오토캠핑장||1833-1833-8982|충청남도 부여군 규암면 호암리  234-2|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
내안의/숲/오토캠핑장|||충청남도 부여군 옥산면 내대리  산28-1|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
굿뜨래웰빙마을/글램핑(일반)||041-830-2681|충청남도 부여군 가탑로 75|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
정이품송관광농원||043-543-3972|충청북도 보은군 장안면 개안리  147-1|전기;와이파이;온수;물놀이장;놀이터;운동장;마트.편의점|한국관광공사
은행마을||070-7845-5060|충청남도 보령시 청라면 오서산길 150-65  은행마을|전기;와이파이;장작판매;놀이터;산책로;운동장|한국관광공사
별장캠핑카||041-933-3718|충청남도 보령시 신흑동 929-29|전기;와이파이|한국관광공사
캠프향기|||대전 동구 산내로 710 (상소동)|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
상소오토캠핑장||042-273-4174|대전광역시 동구 상소동  1번지|전기;와이파이;온수;물놀이장;놀이터|한국관광공사
산디마을/생태공원/캠핑장||070-4158-3360|대전광역시 대덕구 장동 685-1|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
뿌리공원캠핑장||042-581-4445|대전광역시 중구 안영동  71-2|전기;온수;놀이터;운동시설|한국관광공사
사과랑/관광농원|||충남 당진시 순성면 가화로 136|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;마트.편의점|한국관광공사
천동오토캠핑장||043-421-3589|충청북도 단양군 단양읍 천동리  201|전기;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
의풍분교/온달캠프장||043-421-1414|충청북도 단양군 영춘면 의풍리 760|와이파이;장작판매;온수;트렘폴린;놀이터;산책로;운동장;마트.편의점|한국관광공사
국립황정산/자연휴양림||043-421-0608|충청북도 단양군 대강면 황정산로 239-11  국립황정산 자연휴양림|전기;놀이터|한국관광공사
유토피아캠핑장||041-733-1002|충청남도 논산시 벌곡면 수락로 669-54  유토피아캠핑장|전기;장작판매;온수;물놀이장;운동시설|한국관광공사
연산/황산벌오토캠핑장||041-735-1824|충청남도 논산시 연산면 신양리  18|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
아트캠핑빌리지||041-734-6980|충청남도 논산시 상월면 한천길 15-11  아트캠핑빌리지|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
수락베이스캠프||041-735-3369|충청남도 논산시 벌곡면 수락리  118-4|전기;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
벌곡오토캠핑장||041-734-6012|충청남도 논산시 벌곡면 수락로517번길 36-5  벌곡 오토캠핑장|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
논산/탑정호글램핑|||충청남도 논산시 가야곡면 종연리  238-7|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장|한국관광공사
나그네캠핑장||041-733-3700|충청남도 논산시 연산면 어은리  22|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
꿈꾸는시계||041-733-|충청남도 논산시 벌곡면 대덕리  488|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
하늘사랑야영장||043-834-1955|충청북도 괴산군 청천면 도경로후영4길 12  하늘사랑야영장|전기;와이파이;장작판매;온수;산책로;운동장|한국관광공사
청천/화양동관광농원/초롱이캠핑장||043-833-4900|충청북도 괴산군 청천면 다보길 8|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
자연애캠핑장||043-833-1147|충청북도 괴산군 괴산읍 능촌로 390|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
산새소리캠핑장|||충북 괴산군 청천면 도경로여사왕 2길 4-67|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
괴강국민여가캠핑장||043-833-2904|충청북도 괴산군 괴산읍 충민로검승3길 41  괴강국민여가캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
프린세스/캠핑장|||충청남도 공주시 신관동  507-1|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
산과별/관광농원||041-841-8201|공주시 사곡면 부곡리 274-3|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
계룡산글램핑파크/오브드림||041-960-1111|충남 공주시 반포면 학봉리 335|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
영우네/농어촌/관광농원||041-858-7010|충청남도 공주시 사곡면 월은길 40  영우네 캠핑장|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
사계절오토캠핑장||041-841-3315|충청남도 공주시 유구읍 무드리길 64  사계절오토캠핑장|전기;장작판매;온수;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
마곡사힐링캠프||041-841-|충청남도 공주시 사곡면 회학리  354-1|전기;장작판매;온수;운동시설|한국관광공사
농협회사법인/화봉(주)/바인밸리/수영장/캠핑장||041-852-1289|충청남도 공주시 정안면 화봉리  433-3|전기;장작판매;온수;물놀이장;산책로;운동장;마트.편의점|한국관광공사
공주한옥마을/웅진오토캠핑장||041-840-8900|충청남도 공주시 웅진동 관광단지길 12  공주한옥마을 웅진오토캠핑장|전기;온수;놀이터;운동시설|한국관광공사
공주산림휴양마을||041-840-2573|충남 공주시 금학동 140-1  공주산림휴양마을|전기;놀이터;운동장;마트.편의점|한국관광공사
공주계곡캠핑장|||충청남도 공주시 사곡면 운암리  468-2|전기;와이파이;온수;트렘폴린;놀이터;산책로;운동시설|한국관광공사
계룡산동학사자동차야영장||042-825-9597|충청남도 공주시 반포면 동학사2로 115-16  계룡산동학사자동차야영장|전기;와이파이|한국관광공사
