##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|PARKING|COST|OT|DATE|ID|XCOORD|YCOORD|SOURCE2@@지역축제
Lifeplus 벚꽃피크닉 2019||070-5055-3854|서울 영등포구 여의도동 86-7|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;벚꽃피크닉페스티벌;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||토요일 일반 55,000원 / 일요일 무료|약 540분|20190413~20190414|8729e392-cc88-4b33-934d-1198f6c57331|126.9418534193|37.5211894145|한국관광공사
강북구 근현대사 역사탐방여행 2019||02-761-2588|서울특별시 강북구 화계사길 117|4.19민주묘지;강북구;공연/행사;관광지;근현대사;근현대사기념관;봉황각;수도권;아이와함꼐;역사탐방;템플스테이;화계사||참가비 1인당 1만원(노쇼방지를 위한 참가비. 참가비는 참가자들의 석식비용으로 모두 사용.)|기간내자유|20190413~20191020|2f207a0d-a67d-4699-8e2b-12c1a0748a3e|127.0070665450|37.6325109780|한국관광공사
진안 원연장꽃잔디축제 2019||진안군청 문화체육과 063-430-2391~3<br>원연장마을 063-433-2202<br>꽃잔디동산 070-8860-3861|전라북도 진안군 진안읍 전진로 3071-31|관광지||입장료 : 3,000원 (현장예매)|기간내자유|20190413~20190512|409bb090-0e64-431f-a3ce-1a0ff2499430|127.3965933592|35.7803252647|한국관광공사
안성 FCI 국제 도그쇼 2019||02-2278-0661~2|경기도 안성시 공도읍 대신두길 28|FCI;관광지;국제도그쇼;도그쇼;아이와함께;안성FCI국제도그쇼;연인과함께;친구와함께||무료||20190413~20190414|02dad8a0-f0e3-472b-9a60-1fc141ba68e5|127.1944119888|36.9920801848|한국관광공사
옥천 묘목축제 2019||043-733-0034<br />043-730-3592|충청북도 옥천군 이원면 이원로 827|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;옥천묘목축제;이색체험;전통&역사문화체험;체험학습;충청권;친구와함께;힐링|||기가내 자유|20190328~20190331|bb9a798d-82c9-4b73-b3af-06ca7c21df6d|127.6264270748|36.2464679178|한국관광공사
태안 세계튤립축제 2019||041-675-5533|충청남도 태안군 안면읍 꽃지해안로 400|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;체험학습;충청권;친구와함께;태안세계튤립축제;힐링||성인:12,000원, 청소년 및 단체:9,000원, 경로 및 단체:10,000원예매처: 현장 및 인터넷(추후 공지)|1시간 30분|20190413~20190512|f292ed9a-da98-497e-ae96-55b5d437ae09|126.3367804299|36.5011023351|한국관광공사
서울시향 모차르트 스페셜 2019||1588-1210|서울특별시 서초구 남부순환로 2406|공연;공연/행사;관광지;음악회||70,000(R), 50,000(S), 30,000(A), 20,000(B), 10,000(C)[예매처]서울시립교향악단 1588-1210인터파크 1544-1555예술의전당 02-580-1300[할인정보]서울시향 유료회원(SPO Friends 10%, SPO Young Friends 50%) | 10인 이상 단체 10~30% | 만 7세~24세 20%(신분증 지참) | 장애인, 국가유공자, 의사상자 50%(확인증 지참) | 제로페이로 결제 시 10% 할인(현장 구매만 가능, 2019년 3월 31일까지)|약 90분(휴식 포함)|20190328~20190328|2fd3fd5b-f1d0-42d2-84d2-654c748d1c0f|127.0107150202|37.4785261578|한국관광공사
4·19혁명국민문화제 2019||02-901-6206|서울특별시 강북구 4.19로8길 17|4.19혁명국민문화제;가볼만한축제;가족여행;관광지;교과서속여행;기차여행;데이트코스;수도권;아이와함께;연인과함께;전통&역사문화체험;체험학습;친구와함께||무료|프로그램별상이|20190413~20190419|d92f718c-7318-47f5-9367-d004b8de4455|127.0090436907|37.6483786128|한국관광공사
비단고을 산꽃축제 2019||금산문화원 (041-754-2724)<br>금산군청 문화공보관광과(041-750-2411)|충청남도 금산군 군북면 자진뱅이길 39|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;비단고을산꽃축제;아이와함께;연인과함께;이색체험;자연좋은곳;체험학습;충청권;친구와함께;힐링||무료|기간내자유|20190413~20190414|c66accc0-9561-4c5f-a7f3-9ab1b9746c8a|127.5676115121|36.1943922555|한국관광공사
남이섬 벗(友)꽃놀자 2019||031-580-8114|경기도 가평군 가평읍 북한강변로 1024|관광지||13,000원~ / 최대 27% 할인|약 2-3시간|20190413~20190512|d9da8764-82d9-422a-8920-972e132937f5|127.5253476926|37.8040060338|한국관광공사
가야문화축제 2019||055-330-3958|경상남도 김해시 가야의길 126|가볼만한축제;가야문화축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내자유|20190418~20190421|c1af101b-52e5-4635-a731-01aeed0dadf1|128.8731002475|35.2360687598|한국관광공사
의병제전 2019||055-573-1100|경상남도 의령군 의령읍 의병로8길 44|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;의병제전;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료(일부 유료)||20190418~20190421|8fb75e4a-842e-41c3-96c9-35dc34309a74|128.2558965334|35.3155152934|한국관광공사
서귀포 유채꽃 국제걷기대회 2019||064-760-3320 / 739-7201|제주특별자치도 서귀포시 월드컵로 33|가볼만한축제;가족여행;걷기대회;관광지;꽃여행;나들이;서귀포유채꽃국제걷기대회;아이와함께;연인과함께;제주권;친구와함께;힐링||10,000원|시간내자유|20190323~20190324|3c0a7ef3-8617-43f4-921b-81ff57e9884a|126.5092439880|33.2462414754|한국관광공사
의성 산수유마을 꽃맞이행사 2019||054-830-5102|경상북도 의성군 사곡면 산수유2길 2|가볼만한축제;가족여행;경상권;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;의성산수유마을꽃맞이행사;이색체험;체험학습;친구와함께;힐링||무료|기간내 자유|20190323~20190331|e3e837f8-dcfa-44b5-acf0-bc151b6a685e|128.7703687987|36.2869925927|한국관광공사
이월드 별빛벚꽃축제 2019||053-620-0001|대구광역시 달서구 두류공원로 200|가볼만한축제;가족여행;관광지;꽃여행;나들이;아이와함께;연인과함께;이월드;이월드별빛벚꽃축제;친구와함께;힐링||홈페이지 참고(할인정보: 이월드 페이스북 참고 <a href="http://www.facebook.com/eworld.dg">www.facebook.com/eworld.dg</a>)||20190323~20190407|31a67ec6-5a83-4f8d-96f7-e496f43e3c72|128.5665129257|35.8527158532|한국관광공사
안성 남사당 상설공연 2019||031-678-2518|경기도 안성시 보개면 남사당로 198-2|가족여행;공연/전시;공연/행사;관광지;나들이;남사당;상설공연;수도권;아이와함께;안성남사당상설공연;연인과함께;친구와함께;힐링||일반 성인 10,000원 중고등학생 5,000원 어린이 2,000|2시간(기간내자유)|20190323~20191123|2837459d-12ad-47ec-9fd9-dbfffb0a2338|127.3101448759|37.0318221187|한국관광공사
정선 토속음식축제 2019||033-560-2671|강원도 정선군 북평면 북평8길 38|가볼만한축제;가족여행;강원권;관광지;기차여행;나들이;데이트코스;먹거리;아이와함께;연인과함께;이색체험;정선토속음식축제;체험학습;친구와함께;특산물;힐링||무료(음식값 별도)|기간내자유|20190419~20190421|4b7a2a43-3922-471d-95ca-a46fb0cbb508|128.6682992760|37.4498241343|한국관광공사
서울시향 말러와 슈트라우스 2019||1588-1210|서울특별시 서초구 남부순환로 2406|관광지||70,000(R), 50,000(S), 30,000(A), 20,000(B), 10,000(C)[예매처]서울시립교향악단 1588-1210인터파크 1544-1555예술의전당 02-580-1300[할인정보]서울시향 유료회원(SPO Friends 10%, SPO Young Friends 50%) | 10인 이상 단체 10~30% | 만 7세~24세 20%(신분증 지참) | 장애인, 국가유공자, 의사상자 50%(확인증 지참) | 제로페이로 결제 시 10% 할인(현장 구매만 가능, 2019년 3월 31일까지)|약 100분(휴식 포함)|20190322~20190322|d06d26a9-f6ea-4235-b5b4-c8ad097ae3b6|127.0107150202|37.4785261578|한국관광공사
사운드 페스티벌 인 대전 2019||042-250-1275|대전광역시 서구 둔산대로 169|관광지||무료|3시간|20190322~20190323|ea2e5f2d-c797-41c4-b141-c1baf4c03bb2|127.3880117687|36.3664721764|한국관광공사
곡우사리 영광굴비축제 2019||061-350-5972|전라남도 영광군 법성면 법성포로3길 26-10|가볼만한축제;가족여행;곡우사리영광굴비축제;관광지;기차여행;나들이;데이트코스;먹거리;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;특산물;힐링||무료|기간내 자유|20190419~20190421|49c4ff79-5203-4419-a3cc-2451d0d05a03|126.4440109748|35.3601511291|한국관광공사
단종비 정순왕후 추모 문화제 2019||02-2148-1862|서울특별시 종로구 동망산길 150|관광지||무료|기간내자유|20190419~20190420|69d02a1f-7354-4d1c-8d53-5cb5795bcbe9|127.0181670940|37.5775536783|한국관광공사
서울디저트페어 '벚꽃&체리' 2019||02-6010-8941|서울특별시 강남구 남부순환로 3104|관광지;나들이;도심여행;먹거리;서울디저트페어;수도권;아이와함께;연인과함께;이색체험;전시장;친구와함께||5,000원티몬 할인티켓 (<a href="http://goo.gl/2zDUjQ">http://goo.gl/2zDUjQ</a>)|1시간 내외|20190419~20190421|917d73e4-8231-4174-a8b0-65c10f89c02b|127.0719422966|37.4956752670|한국관광공사
청남대 영춘제 2019||043-257-5080|충청북도 청주시 상당구 문의면 청남대길 646|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;청남대영춘제;체험학습;충청권;친구와함께;힐링||홈페이지 참고[할인정보]상시 할인충북도민 1000원 할인단체(20)인이상 1000원 할인축제기간 할인봄 여행주간 1000원 할인(4.27~5.12)어린이날 (5.5) 어린이 무료입장※ 충북도민, 단체, 여행주간 할인 중복적용 불가[예매처]청남대 홈페이지 예약, 현장발권|5~6시간|20190420~20190512|7204a89f-e89b-4193-8f97-bed1bf57a0c0|127.4910888236|36.4622019444|한국관광공사
[최우수축제] 진도 신비의 바닷길 축제 2019||1588-9601|전라남도 진도군 고군면 회동리|2019문화관광축제;가볼만한축제;가족여행;관광지;나들이;신비의바닷길축제;아이와함께;연인과함께;이색체험;전라권;진도신비의바닷길축제;체험학습;친구와함께;힐링||무료|시간내 자유|20190321~20190324|03558c60-5052-44fa-9765-8a7d59661392|126.3489392759|34.4227524921|한국관광공사
고창 청보리밭축제 2019||063-564-9897|전라북도 고창군 공음면 학원농장길 158-6|가볼만한축제;가족여행;고창청보리밭축제;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;힐링||체험마다 상이(무료/유료)|기간내자유|20190420~20190512|796a4078-0a49-4b1d-a873-06f8f9da9236|126.5429073578|35.3754843739|한국관광공사
비슬산 참꽃문화제 2019||053-715-1293|대구광역시 달성군 유가면 휴양림길 230|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;비슬산참꽃문화제;아이와함께;연인과함께;이색체험;자연좋은곳;체험학습;친구와함께;힐링||무료||20190420~20190421|8ca57a1f-4b24-40bc-852b-ca7ff560c41f|128.5133193248|35.6901110439|한국관광공사
홍가시나무 천국 페스티벌 2019||041-674-0656|충청남도 태안군 남면 연꽃길 70|관광지||어른 8천원청소년5천원유아( 4~7세)4,000원[할인정보]단체 1인당 1천원할인[예매처]청산수목원 매표소태안투어패스(네이버, 쿠팡, 가자고 등)|약60분|20190420~20190531|3872f79f-ef8c-48b8-a4e0-90a8e04be3c9|126.2973902397|36.6865664156|한국관광공사
[유망축제] 영덕대게축제 2019||영덕군청 문화관광과 054-730-6393<br />축제추진위원회 054-730-6682|경상북도 영덕군 강구면 영덕대게로 136|2019문화관광축제;가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;먹거리;아이와함께;연인과함께;영덕대게축제;이색체험;체험학습;친구와함께;특산물;힐링||무료|시간내 자유|20190321~20190324|afd6ba56-e890-490e-b83e-880722e924ae|129.3928005965|36.3610487826|한국관광공사
함께 걷자 인천 페스타 2019||032-810-1315~8|인천광역시 남동구 무네미로 236|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;서울근교여행;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;함께걷자인천페스타;힐링||일반 : 20,000원RCY단회원 : 10,000원|60분|20190420~20190420|adafb20a-14de-4ae1-bfb4-7cbe50382b2d|126.7492727502|37.4576739190|한국관광공사
성남아트센터 마티네콘서트 2019||성남문화재단 031-783-8000|경기도 성남시 분당구 성남대로 808|공연/전시;공연장;관광지;마티네콘서트;수도권;아이와함께;연인과함께;친구와함께;콘서트;힐링||전석 25,000원||20190321~20191219|d0fb1cf0-7b4b-49b6-9619-fef699e4e168|127.1292175196|37.4019566143|한국관광공사
오산천 두바퀴 축제 2019||031-379-9981|경기도 오산시 경기동로 33|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;등산로;서울근교여행;수도권;아이와함께;연인과함께;오산천두바퀴축제;이색체험;체험학습;친구와함께;힐링||무료 (일부 체험프로그램에 한해 재료비 부담)|기간내 자유|20190420~20190420|c1d53ee8-83e2-4b23-af8b-ba0076189155|127.0756403176|37.1586838212|한국관광공사
부천 전국비보이대회 2019||032-625-3113|경기도 부천시 부천로 1|가볼만한축제;가족여행;공연장;관광지;나들이;부천전국비보이대회;수도권;아이와함께;연인과함께;전국비보이대회;친구와함께;힐링||무료|기간내자유|20190420~20190420|cbb29bba-307f-45dd-9cbf-ebb94f0163ff|126.7826245299|37.4840214493|한국관광공사
논산딸기축제 2019||041-746-8386|충청남도 논산시 부적면 백일헌로 3|가볼만한축제;가족여행;관광지;나들이;논산딸기축제;딸기축제;먹거리;아이와함께;연인과함께;이색체험;체험학습;충청권;친구와함께;특산물;힐링|||기간내자유|20190320~20190324|855186d0-6a41-4144-9149-26cf7bef119d|127.1422156410|36.2137658609|한국관광공사
국제뿌리산업전시회 2019||062-611-2216|광주광역시 서구 상무누리로 30|가볼만한축제;가족여행;국제뿌리산업전시회;기차여행;나들이;아이와함께;연인과함께;이색체험;전시관;체험학습;친구와함께||3000원/ 사전등록시 무료입장가능||20190424~20190427|303f65d5-0881-42ee-a483-a71c6d20c4e1|126.8405588979|35.1467180358|한국관광공사
서울시향 빌데 프랑의 스트라빈스키 ①, ② 2019||1588-1210|서울특별시 서초구 남부순환로 2406|가족여행;공연/행사;공연장;공연장;관광지;나들이;베토벤;서울시향;서울시향정기공연;수도권;아이와함께;연말공연;연인과함께;친구와함께;합창;힐링||70,000(R), 50,000(S), 30,000(A), 20,000(B), 10,000(C)[예매처]서울시립교향악단 1588-1210인터파크 1544-1555예술의전당 02-580-1300[할인정보]서울시향 유료회원(SPO Friends 10%, SPO Young Friends 50%) | 10인 이상 단체 10~30% | 만 7세~24세 20%(신분증 지참) | 장애인, 국가유공자, 의사상자 50%(확인증 지참) | 제로페이로 결제 시 10% 할인(현장 구매만 가능, 2019년 3월 31일까지)|약 100분 (휴식 포함)|20190424~20190425|f6c538aa-af05-4382-85bb-f87b0e6486d2|127.0107150202|37.4785261578|한국관광공사
군포 철쭉축제 2019||031-390-3551|경기도 군포시 산본동 1152-10|가볼만한축제;가족여행;관광지;군포철쭉축제;기차여행;꽃여행;나들이;데이트코스;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|6시간|20190424~20190428|c6c07fff-825b-48cc-8dcd-0043bc240d29|126.9252151416|37.3555250123|한국관광공사
진안고원 운장산 고로쇠축제 2019||063-430-2391~3|전북 진안군 주천면 대불리|가볼만한축제;가족여행;고로쇠축제;관광지;나들이;아이와함께;역사문화체험;연인과함께;이색체험;전라권;전통문화체험;진안고원운장산고로쇠축제;체험학습;친구와함께;힐링||체험장마다 상이|기간내자유|20190316~20190317|2208342f-9051-4907-85f4-187f591a75cd|127.3889108687|35.9838408705|한국관광공사
양산 원동매화축제 2019||055-392-2547, 8|경상남도 양산시 원동면 원동마을길 36|가볼만한축제;가족여행;경상권;관광지;기차여행;꽃여행;나들이;아이와함께;양산원동매화축제;연인과함께;이색체험;체험학습;친구와함께;힐링||무료 (행사장 내 셔틀버스 -일일권 / 1,000원)|기간내 자유|20190316~20190317|1bbb5764-d8fe-4f98-98cb-563b1a8db159|128.9187816255|35.3647662631|한국관광공사
서천 동백꽃 주꾸미축제 2019||종합관광안내소 041-950-4525|충청남도 서천군 서면 서인로 56|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;서천동백꽃주꾸미축제;아이와함께;연인과함께;이색체험;체험학습;충청권;친구와함께;힐링|||기간내자유|20190316~20190331|2336f8e0-d69d-4e29-ae56-3be92703e50f|126.5036195127|36.1293783823|한국관광공사
양평 단월 고로쇠축제 2019||031-770-3199|경기도 양평군 단월면 보룡길 127|가볼만한축제;가족여행;고로쇠축제;관광지;나들이;수도권;아이와함께;양평단월고로쇠축제;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||송어잡기와 가래떡 10,000원|기간내자유|20190316~20190317|72fde604-1b77-4587-9dc7-e48903583c5b|127.6702976385|37.5452776406|한국관광공사
에버랜드 튤립축제 2019||031-320-5000|경기도 용인시 처인구 포곡읍 에버랜드로 199|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;놀이공원&테마파크;데이트코스;수도;아이와함께;에버랜드튤립축제;연인과함께;체험학습;친구와함께;힐링||이용요금 안내는 홈페이지 참조||20190316~20190428|83e59ab4-c571-4547-ab24-4f1d41c6ce59|127.2131685506|37.2924319247|한국관광공사
조선일보 부동산 슈퍼콘서트 2019||070-4006-8508/8110|서울특별시 강남구 언주로 711|관광지;나들이;부동산슈퍼콘서트;수도권;조선일보부동산슈퍼콘서트;친구와함께;콘서트;힐링||R석 110,000원 S석 70,000원예매처 : 티켓링크|8시간|20190316~20190317|3893a4d1-7c7e-4979-bf70-b9266300f487|127.0348561577|37.5177609250|한국관광공사
구례 산수유꽃축제 2019||061-780-2726~7|전라남도 구례군 산동면 상관1길 45|가볼만한축제;가족여행;관광지;구례산수유꽃축제;꽃여행;나들이;수유꽃축제;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;힐링||무료|기간내 자유|20190316~20190324|169ae5e9-7e28-438b-8469-e8979d64e260|127.4702294353|35.3195648467|한국관광공사
무창포 신비의 바닷길 주꾸미·도다리 축제 2019||무창포어촌계 041-936-3510|충청남도 보령시 웅천읍 열린바다2길 46|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;무창포신비의바닷길주꾸미도다리축제;바다풍경;아이와함께;연인과함께;이색체험;체험학습;충청권;친구와함께;특산물;힐링||무료|기간내자유|20190316~20190414|ed546281-4c74-4273-974b-e4378f23c123|126.5379744963|36.2467238620|한국관광공사
광주 왕실도자기축제 2019||031-760-2913|경기도 광주시 곤지암읍 경충대로 727|가볼만한축제;가족여행;관광지;광주왕실도자기축제;기차여행;나들이;데이트코스;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료(경기도자박물관은 유료)|기간내자유|20190426~20190512|9c63e8e7-5627-4846-a439-3847d820cf2b|127.3266121626|37.3510216352|한국관광공사
광안리어방축제 2019||051-610-4062|부산광역시 수영구 광안해변로 219|가볼만한축제;가족여행;경상권;공연장;관광지;광안리어방축제;기차여행;나들이;데이트코스;바다풍경;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내 자유|20190426~20190428|a4012712-4a65-49d3-84ac-220812639dde|129.1173479525|35.1516077265|한국관광공사
함평 나비대축제 2019||061-320-1784|전라남도 함평군 함평읍 곤재로 27|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;자연좋은곳;전라권;체험학습;친구와함께;함평나비대축제;힐링||[개인]성인7,000원 / 청소년·군인 5,000원 / 경로·어린이 3,000원[단체20인이상]성인 6,000원 / 청소년·군인 4,000원 / 경로·어린이 2,000원할인정보 : 사전예매 기간중(3. 12. ~ 4. 25.)[개인]성인 : 6,300원 / 청소년·군인 : 4,500원 / 경로·어린이·유치원 : 2,700원[단체20인이상]성인 : 5,400원 / 청소년·군인 : 3,600원 / 경로·어린이·유치원 : 1,800원※ 어린이 : 만 7세이상 ~ 만13세미만※ 무료 : 국가유공자, 영유아(만4세이하), 장애인, 장애인1~3급은 동반보호자 1인 포함예매처: 티켓링크|약 120분|20190426~20190506|7ee8334e-8dc6-4a33-a297-6bfc4afa8a19|126.5222114574|35.0592031554|한국관광공사
함안 아라문화제 2019||055-585-9400|경상남도 함안군 가야읍 함안대로 619|관광지||무료(별도의 유료 체험프로그램 및 공연료는 홈페이지 참고)|기간내자유|20190426~20190428|dcbb9075-3650-493c-b392-820a9e044f01|128.3972072561|35.2823743423|한국관광공사
사천 와룡문화제 2019||055-835-6492~7|경상남도 사천시 용현면 시청로 77|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;아이와함께;연인과함께;와룡문화제;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190426~20190428|fc29dcfc-4891-4649-bf04-96943e772fc8|128.0643771032|35.0036802640|한국관광공사
어천절 대제전 2019||02-736-6375|서울특별시 종로구 인왕산로 22|가볼만한축제;가족여행;관광지;나들이;수도권;아이와함께;어천절대제전;연인과함께;친구와함께||무료|약 3시간|20190315~20190315|6472978b-8e25-4f87-9506-bc23dd8eef4b|126.9657941363|37.5758973750|한국관광공사
영월 단종문화제 2019||033-375-6353|강원도 영월군 영월읍 덕포하리2길 8|가볼만한축제;가족여행;강원권;관광지;기차여행;나들이;단종문화제;데이트코스;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께||무료 / 부분적 유료||20190426~20190428|553174ae-942e-4ff2-aa3a-8dbb15ba65e6|128.4766246636|37.1758909313|한국관광공사
고양국제꽃박람회 2019||031-908-7750|경기도 고양시 일산동구 호수로 595|가볼만한축제;가족여행;고양국제꽃박람회;관광지;꽃여행;나들이;데이트코스;서울근교여행;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||예매권 8,000원 / 현장권 성인 : 12,000원&nbsp;&nbsp; 특별할인 : 8,000원 특별할인 : 36개월-고등학생, 만65세 이상, 장애인(1-3급 보호자 1인 동반할인, 4-6급 본인에 한함), 국가유공자|행사기간 내 자유|20190426~20190512|a738fc96-b7c4-448e-b7c1-c742f37b1b43|126.7686849202|37.6539736577|한국관광공사
포항 구룡포 대게축제 2019||포항시청 수산진흥과 054-270-2853|경상북도 포항시 남구 구룡포읍 호미로 222|가볼만한축제;가족여행;경상권;관광지;구룡포수산물한마당잔치;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;체험학습;친구와함께;특산물;힐링||무료|기간내자유|20190315~20190317|e1b4d764-b6d2-4aef-bdcf-122d997ba1a5|129.5557721481|35.9894717707|한국관광공사
이천도자기축제 2019||031-638-8609~11|경기도 이천시 신둔면 도자예술로5번길 109|가볼만한축제;가족여행;관광지;교과서속여행;기차여행;나들이;수도권;아이와함께;연인과함께;이색체험;이천도자기축제;전통&역사문화체험;체험학습;친구와함께;힐링||무료, 셔틀버스 운영|기간내자유|20190426~20190512|4a778800-9e22-4b71-a8a2-c84f35879226|127.3856640163|37.2930571927|한국관광공사
양평 용문산 산나물축제 2019||031-770-2096|경기도 양평군 용문면 용문산로 656|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;수도권;아이와함께;양평용문산산나물축제;연인과함께;이색체험;체험학습;친구와함께;특산물;힐링||무료|자유|20190426~20190505|7b240062-2d88-4c26-ab67-6760d0ab7705|127.5823278077|37.5463286753|한국관광공사
비음산 산성 철쭉제 2019||창원문화원 055-284-8870|경상남도 창원시 성산구 창이대로 681|가볼만한축제;가족여행;경상권;관광지;기차여행;꽃여행;나들이;데이트코스;등산로;비음산산성철쭉제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190427~20190427|402aaae0-be55-478b-8b7e-7c9b7abf5f43|128.7240993684|35.2358160611|한국관광공사
궁중문화축전 2019||02-2270-1243|서울특별시 종로구 사직로 161|가볼만한축제;가족여행;관광지;궁중문화축전;나들이;데이트코스;도심여행;수도권;아이와함께;연인과함께;이색체험;인생샷;전통&역사문화체험;체험학습;친구와함께;힐링||프로그램별 상이|프로그램별 상이|20190427~20190505|1bb9ef3a-65ba-44c2-87f9-9ce04a8ee02f|126.9769930325|37.5788222356|한국관광공사
수원 FCI 국제 도그쇼 2019||02-2278-0661~2|경기도 수원시 영통구 광교중앙로 140|FCI;가볼만한축제;관광지;국제도그쇼;대구FCI국제도그쇼;아이와함께;연인과함께;친구와함께;힐링||무료|기간내자유|20190427~20190428|92564743-48c7-4871-9521-b331e3677290|127.0591827013|37.2858521445|한국관광공사
여주도자기축제 2019||031-881-9692~5|경기도 여주시 신륵사길 13|가볼만한축제;가족여행;관광지;나들이;수도권;아이와함께;여주도자기축제;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||무료|기간내자유|20190427~20190512|4bd34299-a0c5-489b-b87c-2b5fcbd7b523|127.6557838412|37.2995419274|한국관광공사
양주 회암사지 왕실축제 2019||031-8082-4170~4173|경기도 양주시 옥정동 987|관광지||입장료 무료(부스체험: 무료~1만원)|4시간내외|20190427~20190427|e7c601ed-efea-4d21-82d8-029b80fc4559|127.1028740399|37.8412550747|한국관광공사
합천 황매산철쭉제 2019||055-930-4753|경상남도 합천군 가회면 황매산공원길 4|가볼만한축제;가족여행;경상권;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;체험학습;친구와함께;합천황매산철쭉제;힐링||주차료 경차1,500원 승용차3,000원 25인승 미만6,000원 25인승 10,000원|2시간|20190427~20190512|bd972c1a-3573-4502-aac4-1c702653fcc1|128.0037698086|35.4818531381|한국관광공사
연천 허브빌리지 라벤더 축제 2019||031-833-5100|경기도 연천군 왕징면 북삼로20번길 37|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;서울근교여행;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;허브빌리지라벤더축제;힐링||성인 7000원어린이 4000원할인정보단체 : 3500~5000원국가유공자/군인/경찰/경로/장애인/연천군민 : 4000원|1시간30분~2시간|20190427~20190616|ae3d509c-8b15-4a5b-95e0-03409304930d|127.0054535431|38.0895937630|한국관광공사
[대표축제] 문경찻사발축제 2019||문경시 관광진흥과 054-550-3695<br>문경문화관광재단 054-571-7677|경상북도 문경시 문경읍 문경대로 2416|2019문화관광축제;가볼만한축제;가족여행;경상권;관광지;나들이;문경찻사발축제;아이와함께;연인과함께;이색체험;찻사발축제;체험학습;친구와함께;특산물;힐링||유료 (자세한 이용요금 안내는 홈페이지 참조)|기간내 자유|20190427~20190506|48b74f53-59da-44d8-9dba-2b483c9ff3b5|128.0836724515|36.7415612525|한국관광공사
삼광사 연등축제 2019||051-808-7111|부산광역시 부산진구 초읍천로33번길 29-7|가볼만한축제;가족여행;관광지;부산;삼광사연등축제;아이와함께;연인과함께;친구와함께;힐링|||기간내자유|20190428~20190512|f8739ced-1377-46cf-8412-f60ce92fb40c|129.0435176067|35.1756064530|한국관광공사
[최우수축제] 담양대나무축제 2019||담양군 관광레저과 (연락처) 061 - 380 - 3150 ~ 3152|전라남도 담양군 담양읍 죽녹원로 119|2019문화관광축제;가볼만한축제;가족여행;관광지;나들이;담양대나무축제;대나무축제;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;힐링|||시간내 자유|20190501~20190506|dfce1f14-77de-4bcb-9dc7-b98bde0bd7c2|126.9863665087|35.3250142404|한국관광공사
