##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@파스쿠찌
파스쿠찌|목동/하이페리온/2점|||파스쿠찌|02-2640-1666|서울특별시 양천구 오목로 300||주차가능;무선인터넷|08:00 ~ 23:00|||||파스쿠찌 목동/하이페리온/2점|하이페리온 2차 205동 106호|||80705
파스쿠찌|광주화정역점|||파스쿠찌|062-384-8497|광주광역시 서구 상무대로 1048||주차가능;무선인터넷;케이터링|08:00 ~ 23:00|||||파스쿠찌 광주화정역점||||80705
파스쿠찌|춘천메가박스점|||파스쿠찌|033-253-8497||강원도 춘천시 온의동 587-8|주차가능;무선인터넷|8:00 ~ 23:00|||||파스쿠찌 춘천메가박스점||||80705
파스쿠찌|몰오브광양점|||파스쿠찌|070-8848-8497||전라남도 광양시 금호동 624-24|주차가능;무선인터넷;신규매장|8시~23시 (평일,주말,공휴일 동일)|||||파스쿠찌 몰오브광양점|몰오브광양 104호|||80705
파스쿠찌|강릉올림픽파크점|||파스쿠찌|033-653-9696||강원도 강릉시 포남동 296|주차가능;무선인터넷|09:00~23:00|||||파스쿠찌 강릉올림픽파크점||||80705
파스쿠찌|울산매곡점|||파스쿠찌|052-285-2013|울산광역시 북구 괴정1길 122||주차가능;무선인터넷|09:00~23:00|||||파스쿠찌 울산매곡점|(매곡동 616-8)|||80705
파스쿠찌|대구/성서이곡점|||파스쿠찌|053-583-8497|대구광역시 달서구 달구벌대로 251길 25||흡연실;주차가능;무선인터넷|일~목 10:00~02:00, 금~토 10:00~03:00|||||파스쿠찌 대구/성서이곡점||||80705
파스쿠찌|대구/월성CGV점|||파스쿠찌|053-637-8497|대구광역시 달서구 조암로 29||주차가능;무선인터넷|9:00~23:00|||||파스쿠찌 대구/월성CGV점|(월성동)4층|||80705
파스쿠찌|대구/만촌점|||파스쿠찌|053-745-8497|대구시 수성구 화랑로 114||주차가능;무선인터넷|평일:08:00~24:00 주말09:00~24:00|||||파스쿠찌 대구/만촌점|(1329-32)|||80705
파스쿠찌|구미/신동점|||파스쿠찌|054-476-8497|경상북도 구미시 인동가산로 599||무선인터넷|None|||||파스쿠찌 구미/신동점|2층 (신동)|||80705
파스쿠찌|군산/나운점|||파스쿠찌|063-442-2000|전라북도 군산시 공단대로 117||흡연실;주차가능;무선인터넷|평일,공휴일 09:00~23:00|||||파스쿠찌 군산/나운점|(나운2동 338)|||80705
파스쿠찌|경기/광주역점|||파스쿠찌|031-763-8497||경기 광주시 장지동 42-4|주차가능;무선인터넷|평일 07:00~23:00 / 주말, 공휴일 08:00~23:00|||||파스쿠찌 경기/광주역점|대광프라자1층|||80705
파스쿠찌|인계나혜석거리점|||파스쿠찌|031-234-8497|경기도 수원시 팔달구 권광로 188번길 51||주차가능;무선인터넷|월 목 11:00~24:00 / 금 11:00~01:00 / 토 10:00~01:00 / 일 10:00~24:00|||||파스쿠찌 인계나혜석거리점|1층 105,106호|||80705
파스쿠찌|공덕해링턴점|||파스쿠찌|02-2197-0202|서울시 마포구 마포대로 92||무선인터넷|월 금 07:00~22:00 / 주말 09:00~22:00|||||파스쿠찌 공덕해링턴점|1층 (도화동,효성해링턴스퀘어A블럭)|||80705
파스쿠찌|대구서재점|||파스쿠찌|053-582-8792|대구광역시 달성군 다사읍 서재로7길 8||주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 대구서재점|1,2층|||80705
파스쿠찌|파주지혜의숲점|||파스쿠찌|031-955-0099|경기도 파주시 회동길 145||주차가능;무선인터넷;케이터링|08:00~22:00|||||파스쿠찌 파주지혜의숲점||||80705
파스쿠찌|순천/조례점|||파스쿠찌|061-724-8497|전라남도 순천시 태봉길 41||주차가능;무선인터넷;신규매장|09:00~23:00|||||파스쿠찌 순천/조례점|드림프라자 (101,201호)|||80705
파스쿠찌|창동점|||파스쿠찌|02-461-1942||서울특별시 도봉구 창5동 715-14|무선인터넷|None|||||파스쿠찌 창동점|2층|||80705
파스쿠찌|삼척해변점|||파스쿠찌|033-575-2746||강원도 삼척시 갈천동 14|무선인터넷|평일,주말 동일 08:00~23:00|||||파스쿠찌 삼척해변점|테마타운 제4동 102호|||80705
파스쿠찌|여수역점|||파스쿠찌|061-666-8497|전라남도 여수시 망양로 2||무선인터넷|평일 08:00~19:30 / 주말, 공휴일 08:00~21:00|||||파스쿠찌 여수역점|여수엑스포역사|||80705
파스쿠찌|제주/탑동점|||파스쿠찌|064-724-8497||제주특별자치도 제주시 일도 1동 1276-7|무선인터넷|평일, 토요일, 주말, 공휴일 동일 09:00~23:00|||||파스쿠찌 제주/탑동점||||80705
파스쿠찌|제주/유수암점|||파스쿠찌|064-799-8496||제주특별자치도 제주시 애월읍 유수암리 1014|주차가능;무선인터넷|평일, 토요일, 주말, 공휴일 동일 08:00~21:00|||||파스쿠찌 제주/유수암점|102호|||80705
파스쿠찌|부산동래역점|||파스쿠찌|051-557-7877|부산광역시 동래구 충렬대로 155번길 ||무선인터넷;케이터링|None|||||파스쿠찌 부산동래역점||||80705
파스쿠찌|강릉강문해변점|||파스쿠찌|033-651-8498|강원도 강릉시 창해로 350번길 25||주차가능;무선인터넷;신규매장|평일,주말 09:00~22:00|||||파스쿠찌 강릉강문해변점||||80705
파스쿠찌|화곡역점|||파스쿠찌|02-2690-9004|서울특별시 강서구 화곡로 157||흡연실;무선인터넷|평일 주말,공휴일 동일 08:00~24:00|||||파스쿠찌 화곡역점|1층|||80705
파스쿠찌|거제장평점|||파스쿠찌|055-635-8497||경상남도 거제시 장평동 141-1|주차가능;무선인터넷|None|||||파스쿠찌 거제장평점|1층|||80705
파스쿠찌|경산중앙병원점|||파스쿠찌|053-811-8490||경상북도 경산시 백천동 4-2|무선인터넷|None|||||파스쿠찌 경산중앙병원점|경산중앙병원 1층|||80705
파스쿠찌|대구/영남대점|||파스쿠찌|053-813-8497||경상북도 경산시 조영동 247-5|무선인터넷|None|||||파스쿠찌 대구/영남대점||||80705
파스쿠찌|당산역점|||파스쿠찌|02-2677-8494||서울시 영등포구 당산동5가 11-33|주차가능;무선인터넷;신규매장|평일, 주말, 공휴일 동일 08:00~23:30|||||파스쿠찌 당산역점|디오빌 105-1|||80705
파스쿠찌|김포구래점|||파스쿠찌|031-986-8497|경기도 김포시 김포한강9로 80||주차가능;무선인터넷;케이터링|평일, 주말, 공휴일 동일 08:00~01:00|||||파스쿠찌 김포구래점|다온프라자 110호|||80705
파스쿠찌|인천서창점|||파스쿠찌|032-467-8497||인천시 남동구 서창동 708-3|주차가능;무선인터넷;케이터링|평일, 토요일 07:00~02:00 / 주말, 공휴일 07:00~24:00|||||파스쿠찌 인천서창점|비젼프라자 109,110호|||80705
파스쿠찌|남경주IC점|||파스쿠찌|054-775-6767|경상북도 경주시 외동읍 산업로 2747||흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~22:00 (둘째주, 넷째주 화요일 휴무)|||||파스쿠찌 남경주IC점||||80705
파스쿠찌|아산테크노밸리점|||파스쿠찌|041-532-6112|충청남도 아산시 둔포면 아산밸리중앙로 85||주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 아산테크노밸리점|1동 105호|||80705
파스쿠찌|온양점|||파스쿠찌|041-423-2122|충청남도 아산시 온천대로 1462||주차가능;무선인터넷|평일,주말 동일 : 10:00 ~ 21:30|||||파스쿠찌 온양점|온양제일오텔 1층|||80705
파스쿠찌|당진시청점|||파스쿠찌|041-354-9117|충남 당진시 시청2로 20||흡연실;주차가능;무선인터넷|평일: 07:00~22:00 / 주말, 공휴일: 09:00~22:00|||||파스쿠찌 당진시청점|GJ빌딩 101호|||80705
파스쿠찌|안동성소병원점|||파스쿠찌|054-854-2466|경상북도 안동시 서동문로 99||주차가능;무선인터넷|평일, 주말: 08:00~20:00|||||파스쿠찌 안동성소병원점||||80705
파스쿠찌|연세우리라운지점|||파스쿠찌|02-363-6663|서울특별시 서대문구 연세로 50-1||흡연실;주차가능;무선인터넷;케이터링|월 금 07:00~19:00 / 토 08:00~15:00 / 일요일 휴점|||||파스쿠찌 연세우리라운지점||||80705
파스쿠찌|부천/카스퀘어점|||파스쿠찌|032-250-8897|경기도 부천시 송내대로 450||흡연실;주차가능;무선인터넷|월~토: 09:00~19:30/ 공휴일: 09:00~19:00|||||파스쿠찌 부천/카스퀘어점|1101호|||80705
파스쿠찌|부산남천점|||파스쿠찌|051-611-8497|부산광역시 수영구 황령대로 487||주차가능;무선인터넷;케이터링|월~목 08:00 23:00 / 금,토 08:00 24:00 / 일 08:00 23:00|||||파스쿠찌 부산남천점||||80705
파스쿠찌|대전우송대점|||파스쿠찌|042-626-8497|대전광역시 동구 백룡로 6||흡연실;주차가능;무선인터넷|월 목, 공휴일 09:00~01:00 / 금, 주말 09:00~02:00|||||파스쿠찌 대전우송대점||||80705
파스쿠찌|원주상지대점|||파스쿠찌|033-746-8497|강원도 원주시 우산로 37||무선인터넷|평일,주말,공휴일 동일8:30~11:30(매월첫째주월요일휴무)|||||파스쿠찌 원주상지대점||||80705
파스쿠찌|목포신항만점|||파스쿠찌|061-463-8497|전라남도 목포시 신항로 264||주차가능;무선인터넷|평일, 주말, 공휴일 동일 07:00~22:00|||||파스쿠찌 목포신항만점||||80705
파스쿠찌|구미/상모점|||파스쿠찌|054-463-8497|경상북도 구미시 박정희로 101||주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~24:00|||||파스쿠찌 구미/상모점||||80705
파스쿠찌|부산대정문점|||파스쿠찌|051-583-8497||부산광역시 금정구 장전동 400-31|무선인터넷;케이터링|평일, 주말, 공휴일 동일 09:00~22:00|||||파스쿠찌 부산대정문점||||80705
파스쿠찌|강릉안목해변점|||파스쿠찌|033-653-8498|강원도 강릉시 창해로 14번길 18||주차가능;무선인터넷|일~목 8:00~23:00/ 금,토 8:00~24:00|||||파스쿠찌 강릉안목해변점||||80705
파스쿠찌|부천현대중동점|||파스쿠찌|032-322-8497|경기도 부천시 원미구 석천로177번길 38||흡연실;무선인터넷|08:00~24:00(평일/주말 동일)|||||파스쿠찌 부천현대중동점||||80705
파스쿠찌|서산CGV점|||파스쿠찌|041-668-7004|충남 서산시 안견로 242||주차가능;무선인터넷|평일: 09:00~24:00 / 주말, 공휴일: 09:00~24:00|||||파스쿠찌 서산CGV점|디퍼아울렛 1동 303호|||80705
파스쿠찌|포항송도비치점|||파스쿠찌|054-251-7800|포항시 남구 희망대로 1245||흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00 02:00|||||파스쿠찌 포항송도비치점||||80705
파스쿠찌|세종퍼스트점|||파스쿠찌|044-865-8497|세종특별자치시 나리로 38||주차가능;무선인터넷|평일 09:00~23:00 / 주말, 공휴일 09:00~22:30|||||파스쿠찌 세종퍼스트점||||80705
파스쿠찌|대천해수욕장점|||파스쿠찌|041-931-9319|충남 보령시 해수욕장4길 18||무선인터넷|평일,주말,공휴일 동일 09:00 ~ 24:00|||||파스쿠찌 대천해수욕장점||||80705
파스쿠찌|울산/명촌점|||파스쿠찌|052-289-8497||울산광역시 북구 진장동 757-10|주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~01:00|||||파스쿠찌 울산/명촌점|2층|||80705
파스쿠찌|대구/현풍테크노점|||파스쿠찌|053-611-8497|대구광역시 달성군 테크노대로 24||주차가능;무선인터넷|평일,주말,공휴일 동일 08:00 ~ 23:00|||||파스쿠찌 대구/현풍테크노점||||80705
파스쿠찌|대구/범어점|||파스쿠찌|053-741-8497|대구시 수성구 범어천로 186||흡연실;주차가능;무선인터넷;신규매장|평일,주말,공휴일 동일 08:00~02:00|||||파스쿠찌 대구/범어점||||80705
파스쿠찌|청담사거리점|||파스쿠찌|02-517-2723|서울특별시 강남구 도산대로 509||주차가능;무선인터넷;신규매장|월~토요일 08:00~22:00 / 일요일 11:00~21:00|||||파스쿠찌 청담사거리점|(미래메디컬허브빌딩 1층)|||80705
파스쿠찌|울산/신정점|||파스쿠찌|052-256-8479|울산광역시 남구 동산로29번길 4||주차가능;무선인터넷|평일, 주말, 공휴일 동일 07:00~02:00|||||파스쿠찌 울산/신정점||||80705
파스쿠찌|시화/이마트점|||파스쿠찌|031-431-8497|경기도 시흥시 정왕대로 210||주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~23:00 (매월 2,4주 일요일 이마트 휴무)|||||파스쿠찌 시화/이마트점||||80705
파스쿠찌|청주/서원대점|||파스쿠찌|043-285-8497|충청북도 청주시 서원구 서원남로 24||흡연실;주차가능;무선인터넷;신규매장|평일,주말, 공휴일  : 08:00~23:00|||||파스쿠찌 청주/서원대점||||80705
파스쿠찌|부산대병원점|||파스쿠찌|051-248-8497|부산광역시 서구 까치고개로197번길 3||흡연실;주차가능;무선인터넷;케이터링|평일, 주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 부산대병원점||||80705
파스쿠찌|포항효자강변점|||파스쿠찌|054-283-8497||경상북도 포항시 남구 효자동 590-3|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~23:00|||||파스쿠찌 포항효자강변점||||80705
파스쿠찌|안산상록수점|||파스쿠찌|031-408-8497|경기도 안산시 상록구 용신로 383||흡연실;무선인터넷;24시 매장|평일, 주말, 공휴일 동일 24시간|||||파스쿠찌 안산상록수점||||80705
파스쿠찌|삼성DSR점|||파스쿠찌|031-613-9377|경기도 화성시 삼성1로5길 6||주차가능;무선인터넷;케이터링|평일 08:00~23:00 / 주말,공휴일 11:30~23:00|||||파스쿠찌 삼성DSR점||||80705
파스쿠찌|안양비산점|||파스쿠찌|031-387-6600|경기도 안양시 동안구 관악대로 169||흡연실;주차가능;무선인터넷;24시 매장|평일, 주말, 공휴일 동일 24시간|||||파스쿠찌 안양비산점||||80705
파스쿠찌|거제수월점|||파스쿠찌|055-637-1213|경상남도 거제시 해명로 24||흡연실;무선인터넷|평일, 주말, 공휴일 동일 09:00~23:00|||||파스쿠찌 거제수월점||||80705
파스쿠찌|팔공산온천호텔점|||파스쿠찌|053-243-8880||대구광역시 동구 용수동 89-16|흡연실;주차가능;무선인터넷|평일, 주말 08:00~21:00|||||파스쿠찌 팔공산온천호텔점||||80705
파스쿠찌|대구수성점|||파스쿠찌|053-745-5566|대구광역시 수성구 명덕로 373||흡연실;주차가능;무선인터넷|월,화,목 09:00~01:00 / 수 10:00~01:00 / 금,토 09:00~02:00 / 일 09:00~01:00|||||파스쿠찌 대구수성점||||80705
파스쿠찌|구미신평대로점|||파스쿠찌|054-461-8998||경북 구미시 신평동 326-2|주차가능;무선인터넷;신규매장|평일,주말,공휴일 동일 08:00~24:00|||||파스쿠찌 구미신평대로점|외 2필지|||80705
파스쿠찌|광주/황금행복점|||파스쿠찌|062-227-8497|광주광역시 동구 중앙로 160번길 3||흡연실;주차가능;무선인터넷|월 목,일 09:00~01:00  / 금 토 09:00~02:00|||||파스쿠찌 광주/황금행복점||||80705
파스쿠찌|원주혁신도시점|||파스쿠찌|033-743-8497||강원 원주시 반곡동 1880-7|주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~23:00|||||파스쿠찌 원주혁신도시점||||80705
파스쿠찌|천안/성정점|||파스쿠찌|041-556-8497||충남 천안시 서북구 성정동 1321|흡연실;주차가능;무선인터넷|일~수 08:00~02:00, 목~토 24시간|||||파스쿠찌 천안/성정점|프라지움 5차 118-121호|||80705
파스쿠찌|부산/구포점|||파스쿠찌|051-338-1300||부산 북구 구포동 산46-1|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 부산/구포점||||80705
파스쿠찌|김천혁신점|||파스쿠찌|054-430-8497||김천시 율곡동 793|주차가능;무선인터넷|평일,주말,공휴일 동일 8:00 ~ 23:00|||||파스쿠찌 김천혁신점||||80705
파스쿠찌|장사해수욕장점|||파스쿠찌|054-734-8497||경북 영덕군 남정면 부경리 156|흡연실;주차가능;무선인터넷|None|||||파스쿠찌 장사해수욕장점||||80705
파스쿠찌|대구/신암|||파스쿠찌|053-958-3738||대구 동구 신암동 216-16|흡연실;주차가능;무선인터넷;24시 매장|평일, 주말 24시간 운영|||||파스쿠찌 대구/신암||||80705
파스쿠찌|광주/봉선|||파스쿠찌|062-651-9111||광주 남구 봉선동 999-4|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 광주/봉선||||80705
파스쿠찌|홍제역점|||파스쿠찌|02-394-8497|서울 서대문구 통일로 37길 5||흡연실;무선인터넷|평일,주말,공휴일 동일 07:00~01:00|||||파스쿠찌 홍제역점||||80705
파스쿠찌|성주성밖숲점|||파스쿠찌|054-931-0005||경북 성주군 성주읍 경산리 370-1|흡연실;주차가능;무선인터넷|평일,주말,공휴일 동일  09:00~23:00|||||파스쿠찌 성주성밖숲점||||80705
파스쿠찌|대구황금점|||파스쿠찌|053-766-8497|대구 수성구 청수로 130||흡연실;주차가능;무선인터넷|24시간|||||파스쿠찌 대구황금점||||80705
파스쿠찌|인천공항점|||파스쿠찌|032-743-7510||인천 중구 운서동 인천국제공항여객터미널 (에어사이드 FB-P5-34) |주차가능;무선인터넷|평일, 주말, 공휴일 동일 06:00~22:00|||||파스쿠찌 인천공항점||||80705
파스쿠찌|부산미남역점|||파스쿠찌|051-505-8497||부산 동래구 온천동 1422-1|무선인터넷;케이터링|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 부산미남역점||||80705
파스쿠찌|광장사거리점|||파스쿠찌|02-455-8497||서울 광진구 구의동 199-18|주차가능;무선인터넷|평일 08:00~23:00 / 토요일 09:00~23:00 / 일요일, 공휴일 09:00~22:00|||||파스쿠찌 광장사거리점|삼성쉐르빌 101호 일부|||80705
파스쿠찌|목포/용해점|||파스쿠찌|061-279-4112||전남 목포시 용해동 980-2|흡연실;주차가능;무선인터넷|평일, 주말 동일 09:00~24:00|||||파스쿠찌 목포/용해점||||80705
파스쿠찌|서울대입구역점|||파스쿠찌|02-877-8497|서울특별시 관악구 남부순환로 1832||주차가능;무선인터넷|월~목 07:00~23:00 /  금, 주말 07:00~24:00|||||파스쿠찌 서울대입구역점||||80705
파스쿠찌|영천시청점|||파스쿠찌|054-331-3864||경북 영천시 문외동 253-5|주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~24:00|||||파스쿠찌 영천시청점||||80705
파스쿠찌|전주서신여울점|||파스쿠찌|063-252-1642||전북 전주시 완산구 서신동 932-8|흡연실;주차가능;무선인터넷|월~토 09:00   01:00 / 일 09:00   12:00|||||파스쿠찌 전주서신여울점||||80705
파스쿠찌|인천시청점|||파스쿠찌|032-432-8497|인천광역시 남동구 구월남로 150||주차가능;무선인터넷;케이터링|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 인천시청점|(나이스뷰 1층)|||80705
파스쿠찌|부산태종대점|||파스쿠찌|051-403-1447|부산광역시 영도구 태종로 794||흡연실;주차가능;무선인터넷;케이터링|평일, 주말, 공휴일 동일 10:00~24:00|||||파스쿠찌 부산태종대점||||80705
파스쿠찌|나주빛가람점|||파스쿠찌|061-332-4220||전라남도 나주시 빛가람동 692-2|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~10:00|||||파스쿠찌 나주빛가람점||||80705
파스쿠찌|울산학성공원점|||파스쿠찌|052-295-8497||울산 중구 반구동 582-7|주차가능;무선인터넷|평일,주말,공휴일 동일 10:00~23:00|||||파스쿠찌 울산학성공원점||||80705
파스쿠찌|대구시지점|||파스쿠찌|053-794-8497||대구 수성구 신매동 567-58|주차가능;무선인터넷|월~목 09:00~01:00, 금~일 09:00~02:00|||||파스쿠찌 대구시지점||||80705
파스쿠찌|충북혁신도시점|||파스쿠찌|043-883-8497||충북 음성군 맹동면 두성리 충북혁신도시 CC2블럭 1-1|흡연실;주차가능;무선인터넷;케이터링|평일 8:00~22:00 / 주말, 공휴일 10:00~22:00|||||파스쿠찌 충북혁신도시점|롯트 파스텔시티107,108,204호|||80705
파스쿠찌|고대안산병원점|||파스쿠찌|031-411-8497|경기도 안산시 단원구 적급로 123||주차가능;무선인터넷|평일 07:00~22:00 / 토 08:00~21:00 / 일,공휴일 08:00~18:00|||||파스쿠찌 고대안산병원점|지하1층|||80705
파스쿠찌|김포사우점|||파스쿠찌|031-985-8497||경기 김포시 사우동 924|주차가능;무선인터넷;케이터링|평일,주말,공휴일 동일  08:00 ~ 23:00|||||파스쿠찌 김포사우점|제우스 프라자 109호,110호 일부|||80705
파스쿠찌|서울숲점|||파스쿠찌|02-2117-0900||서울 성동구 성수동1가 14-18|주차가능;무선인터넷;케이터링|평일 07:00~23:00 / 주말 09:00~23:00|||||파스쿠찌 서울숲점||||80705
파스쿠찌|세종/몰리브|||파스쿠찌|044-862-8397||세종시 종촌동 1-3생활권 세종몰리브쇼핑몰 105|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 세종/몰리브|106호|||80705
파스쿠찌|제주종합청사점|||파스쿠찌|064-702-8497||제주 제주시 도남동 694-3|주차가능;무선인터넷|평일 07:30~23:00 / 주말,공휴일 8:00~23:00|||||파스쿠찌 제주종합청사점||||80705
파스쿠찌|대구봉무공원점|||파스쿠찌|053-984-8497||대구 동구 봉무동 531-2|주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~24:00|||||파스쿠찌 대구봉무공원점||||80705
파스쿠찌|광주시청로점|||파스쿠찌|062-381-9805||광주 서구 치평동 1231-3|주차가능;무선인터넷;케이터링|일~목 08:00~23:00 / 금~토 08:00~24:00|||||파스쿠찌 광주시청로점||||80705
파스쿠찌|오산시청|||파스쿠찌|031-374-8497||경기도 오산시 원동 811-6|주차가능;무선인터넷|평일,주말 08:00~24:00|||||파스쿠찌 오산시청|103호|||80705
파스쿠찌|선릉이노센스점|||파스쿠찌|02-555-8497|서울특별시 강남구 테헤란로63길 11||주차가능;무선인터넷|평일 07:00~23:00 / 토요일 10:00~22:00 / 일요일 휴무|||||파스쿠찌 선릉이노센스점|(이노센스빌딩 1층)|||80705
파스쿠찌|평촌오비즈타워점|||파스쿠찌|031-450-3000||경기 안양시 동안구 관양동 813외 4필지 오비즈타워 |흡연실;주차가능;무선인터넷|평일 7시~21시 / 주말,공휴일 10시~20시|||||파스쿠찌 평촌오비즈타워점||||80705
파스쿠찌|목포역|||파스쿠찌|061-242-8497||전남 목포시 호남동 1-1|주차가능;무선인터넷|평일, 주말, 공휴일 동일 07:00~22:00|||||파스쿠찌 목포역||||80705
파스쿠찌|대구/가창점|||파스쿠찌|053-765-8497||대구 달성군 가창면 냉천리 2-29|주차가능;무선인터넷|평일,주말,공휴일 동일 10:00~24:00|||||파스쿠찌 대구/가창점|30|||80705
파스쿠찌|울산혁신도시점|||파스쿠찌|052-245-8417||울산 중구 우정동 상2-7-1 (3)BL |주차가능;무선인터넷|평일,주말,공휴일 동일 7:00 24:00|||||파스쿠찌 울산혁신도시점||||80705
파스쿠찌|제주/제원점|||파스쿠찌|064-745-8497||제주 제주시 연동 273-4|흡연실;무선인터넷|평일, 주말, 공휴일 동일 09:00~03:00|||||파스쿠찌 제주/제원점||||80705
파스쿠찌|분당양지점|||파스쿠찌|031-713-8570||경기 성남시 분당구 수내동 58-1|주차가능;무선인터넷|평일 08:00 ~ 23:00 / 주말, 공휴일 09:00 ~ 23:00|||||파스쿠찌 분당양지점||||80705
파스쿠찌|부산/종합/터미널점|||파스쿠찌|051-581-8497|부산 금정구 중앙대로 2238||무선인터넷|평일,주말,공휴일 동일 06:00~23:00|||||파스쿠찌 부산/종합/터미널점||||80705
파스쿠찌|구미오태점|||파스쿠찌|054-975-8497||경북 칠곡군 북삼읍 인평1리 1039-3|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00  24:00|||||파스쿠찌 구미오태점||||80705
파스쿠찌|세종라온점|||파스쿠찌|044-868-8496||충남 연기군 조치원읍 (세종시 도담동) 1-4생활권 라온프라이빗 시티1 , 113호 |주차가능;무선인터넷|평일 07:00~23:00 / 주말 10:00~23:00|||||파스쿠찌 세종라온점||||80705
파스쿠찌|경북상주점|||파스쿠찌|054-534-0800||경북 상주시 냉림동 363|주차가능;무선인터넷|월~토 09:00 23:00 / 일요일 09:00 22:30|||||파스쿠찌 경북상주점|외 2칠지|||80705
파스쿠찌|광주/효천점|||파스쿠찌|062-674-8497|광주광역시 남구 효우2로 26||주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 광주/효천점||||80705
파스쿠찌|소래포구점|||파스쿠찌|032-442-8497|인천 남동구 소래역로 46번길 20||주차가능;무선인터넷;케이터링|평일,주말,공휴일 동일 10:00~22:00|||||파스쿠찌 소래포구점|(남동구 논현동 676-1)|||80705
파스쿠찌|진주모다점|||파스쿠찌|055-923-1040||경남 진주시 정촌면 예하리 |주차가능;무선인터넷|평일, 주말,공휴일 동일 11시 ~ 21시|||||파스쿠찌 진주모다점||||80705
파스쿠찌|대구/앞산정은점|||파스쿠찌|053-657-6007||대구 남구 대명동 506-3|주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~01:00|||||파스쿠찌 대구/앞산정은점||||80705
파스쿠찌|대구/두류점|||파스쿠찌|053-656-8655|대구 달서구 달구벌대로 1796||주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~03:00|||||파스쿠찌 대구/두류점||||80705
파스쿠찌|김해/인제대|||파스쿠찌|055-339-8497||경남 김해시 삼방동 172-3|흡연실;주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~23:00|||||파스쿠찌 김해/인제대|(김해시 활천로 255번길 4)|||80705
파스쿠찌|제주노형로타리점|||파스쿠찌|064-748-8497|제주 제주시 다랑곶길 4||주차가능;무선인터넷|9:00~01:00|||||파스쿠찌 제주노형로타리점||||80705
파스쿠찌|대구신서혁신도시점|||파스쿠찌|053-965-8497||대구 동구 각산동 1080-2|흡연실;주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~24:00|||||파스쿠찌 대구신서혁신도시점|(각산로 1080-2)|||80705
파스쿠찌|대구의료원점|||파스쿠찌|053-566-8497|대구광역시 서구 평리로 157||주차가능;무선인터넷|평일(월 금) 09:00~19:00 / 토요일(공휴일) 09:00~18:00 / 일요일 휴무|||||파스쿠찌 대구의료원점||||80705
파스쿠찌|제주일도점|||파스쿠찌|064-755-8497||제주 제주시 일도2동 360-11|주차가능;무선인터넷|평일,주말,공휴일 08:00~23:00|||||파스쿠찌 제주일도점||||80705
파스쿠찌|오창2산단점|||파스쿠찌|043-217-8497|충청북도 청주시 청원구 오창읍 2산단로 114||흡연실;주차가능;무선인터넷|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 오창2산단점|1층|||80705
파스쿠찌|대전한남대점|||파스쿠찌|042-223-8497||대전 대덕구 오정동 172-20|흡연실;주차가능;무선인터넷;케이터링|평일, 주말, 공휴일 동일 08:00~02:00|||||파스쿠찌 대전한남대점|21,226-36|||80705
파스쿠찌|평택소사벌점|||파스쿠찌|031-654-8497||경기 평택시 비전동 소사벌 1106|흡연실;주차가능;무선인터넷|일~목: 09:00~24:00, 금~토: 09:00~02:00|||||파스쿠찌 평택소사벌점|골든타워 111호~1113호|||80705
파스쿠찌|도심공항터미널점|||파스쿠찌|02-566-8497|서울 강남구 삼성동 테헤란로 87길 22소재 도심공항몰 R004 ||무선인터넷|평일, 주말, 공휴일 동일 05:00~22:00|||||파스쿠찌 도심공항터미널점||||80705
파스쿠찌|동대구역사점|||파스쿠찌|070-5001-0219|대구 동구 동대구로 550||주차가능;무선인터넷|None|||||파스쿠찌 동대구역사점||||80705
