##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반상장기업
삼화콘덴서||||일반상장기업|031-332-6441|경기도 용인시 처인구 남사면 경기동로 227||||||||삼화콘덴서||||210201
삼화페인트||||일반상장기업|031-499-0394|경기도 안산시 단원구 별망로 178||||||||삼화페인트|(성곡동)|||210201
상상인증권||||일반상장기업|02-3779-3000|서울특별시 서대문구 충정로 50||||||||상상인증권|골든브릿지빌딩|||210201
상신브레이크||||일반상장기업|053-616-9555|대구시 달성군 논공읍 논공중앙로 33길 10||||||||상신브레이크||||210201
새론오토모티브||||일반상장기업|041-560-4114|충남 천안시 동남구 병천면 가전5길 133||||||||새론오토모티브||||210201
샘표||||일반상장기업|02-3393-5500|서울시 중구 충무로 2||||||||샘표|(필동1가 51-9)|||210201
샘표식품||||일반상장기업|02-3393-5500|서울특별시 중구 충무로 2||||||||샘표식품|(필동1가,매일경제신문사빌딩)|||210201
서광||||일반상장기업|02-819-8020|서울특별시 금천구 벚꽃로 234||||||||서광|(수출 제2공단) (가산동)|||210201
서연||||일반상장기업|02-2618-5231|경기도 안양시 동안구 부림로170번길 41-22||||||||서연|(관양동)|||210201
서연이화||||일반상장기업|02-2618-5231|서울특별시 강남구 강남대로 330||||||||서연이화|우덕빌딩|||210201
서울가스||||일반상장기업|02-810-8000|서울시 강서구 공항대로 607||||||||서울가스||||210201
서울식품||||일반상장기업|043-720-7000|충북 충주시 충원대로 862||||||||서울식품||||210201
서원||||일반상장기업|031-365-8700|경기도 안산시 단원구 산단로67번길 94||||||||서원|(목내동)|||210201
서흥||||일반상장기업|043-249-4100|충북 청원군 오송읍 오송생명로 61||||||||서흥||||210201
선도전기||||일반상장기업|031-491-2284|경기도 안산시 단원구 원시로 86||||||||선도전기||||210201
선진||||일반상장기업|031-637-1180|경기도 이천시 대월면 사동로 76||||||||선진||||210201
선창산업||||일반상장기업|032-770-3000|인천시 중구 월미로 96||||||||선창산업||||210201
성문전자||||일반상장기업|031-650-2800|경기도 평택시 세교산단로 61||||||||성문전자||||210201
성보화학||||일반상장기업|02-3789-3800|경기도 안산시 단원구 산단로19번길 168||||||||성보화학|(목내동)|||210201
성신양회||||일반상장기업|02-3782-7000|서울시 종로구 인사동5길 29||||||||성신양회||||210201
성안||||일반상장기업|053-382-4772|대구광역시 북구 검단동로 35||||||||성안|(검단동)|||210201
성창기업지주||||일반상장기업|051-260-3333|부산시 사하구 다대로 627||||||||성창기업지주||||210201
세기상사||||일반상장기업|02-3393-3500|서울특별시 중구 퇴계로 212||||||||세기상사|(충무로4가)|||210201
세방||||일반상장기업|051-630-5300|부산시 남구 북항로 141||||||||세방|(감만동)|||210201
세방전지||||일반상장기업|02-3451-6201|서울특별시 강남구 선릉로 433||||||||세방전지|(역삼동)|||210201
세아베스틸||||일반상장기업|02-6970-2021|서울시 마포구 양화로 45||||||||세아베스틸|28,29층|||210201
세아제강||||일반상장기업|02-6970-1000|서울특별시 마포구 양화로 45||||||||세아제강||||210201
세아제강지주||||일반상장기업|02-6970-1000|서울시 마포구 양화로 45||||||||세아제강지주||||210201
세아특수강||||일반상장기업|054-285-4771|경북 포항시 남구 괴동로 40||||||||세아특수강||||210201
세아홀딩스||||일반상장기업|02-6970-0110|서울시 마포구 양화로 45||||||||세아홀딩스||||210201
세우글로벌||||일반상장기업|032-868-1100|인천광역시 남구 염전로261번길 26-48||||||||세우글로벌|(도화동)|||210201
세원셀론텍||||일반상장기업|02-2167-9000|서울특별시 영등포구 국제금융로 52||||||||세원셀론텍|SIMPAC빌딩 3~5층|||210201
세원정공||||일반상장기업|053-582-5161|대구시 달서구 달서대로 554||||||||세원정공||||210201
세이브존I&C||||일반상장기업|032-320-9032|서울특별시 노원구 한글비석로 57||||||||세이브존I&C|(하계동)|||210201
세종공업||||일반상장기업|052-219-1699|울산시 북구 공단길 4||||||||세종공업|(효문동)|||210201
세진중공업||||일반상장기업|052-231-8000|울산광역시 울주군 온산읍 당월로 216-18||||||||세진중공업|(원산리,(주)세진중공업)|||210201
세하||||일반상장기업|053-603-0600|대구시 달성군 유가면 비슬로 96길 97||||||||세하||||210201
세화아이엠씨||||일반상장기업|062-944-6161|광주광역시 북구 첨단연신로29번길 26||||||||세화아이엠씨||||210201
셀트리온||||일반상장기업|032-850-5000|인천광역시 연수구 아카데미로 23||||||||셀트리온|(송도동)|||210201
송원산업||||일반상장기업|052-273-9841|울산광역시 남구 장생포로 83||||||||송원산업|(여천동)|||210201
수산중공업||||일반상장기업|031-352-7733|경기도 화성시 양감면 정문송산로 260||||||||수산중공업||||210201
수출포장||||일반상장기업|02-525-2981|서울시 서초구 서초중앙로 63||||||||수출포장|리더스빌딩 4층|||210201
스카이라이프||||일반상장기업|02-2003-3000|서울특별시 마포구 매봉산로 75||||||||스카이라이프|8층,9층|||210201
시디즈||||일반상장기업|02-443-1815|경기도 평택시 세교산단로 67-20||||||||시디즈|(주)시디즈|||210201
신대양제지||||일반상장기업|031-494-7911|경기도 안산시 단원구 목내로 29||||||||신대양제지|(목내동)|||210201
신도리코||||일반상장기업|02-460-1114|서울시 성동구 성수이로24길 3||||||||신도리코||||210201
신라교역||||일반상장기업|02-3434-9900|서울시 송파구 백제고분로 362||||||||신라교역|(석촌동)|||210201
신성이엔지||||일반상장기업|031-788-9500|경기도 성남시 분당구 대왕판교로 395번길 8||||||||신성이엔지|(백현동 404-1)|||210201
신성통상||||일반상장기업|02-3709-9000|서울시 강동구 풍성로 63길 84||||||||신성통상|(둔촌동)|||210201
신세계||||일반상장기업|02-727-1234|서울특별시 중구 소공로 63||||||||신세계|신세계백화점건물 (충무로1가)|||210201
신세계/I&C||||일반상장기업|02-3397-1234|서울특별시 중구 소공로 48||||||||신세계 I&C|10층 (회현로2가,프라임타워)|||210201
신세계건설||||일반상장기업|02-3406-6620|서울특별시 중구 장충단로 180||||||||신세계건설|(장충동 1가 장충단로 180) (장충동1가)|||210201
신세계인터내셔날||||일반상장기업|02-6979-1234|서울특별시 강남구 도산대로 449||||||||신세계인터내셔날||||210201
신세계톰보이||||일반상장기업|02-3475-6306|서울시 강남구 도산대로 541||||||||신세계톰보이|(청담동)|||210201
신세계푸드||||일반상장기업|02-3397-6000|서울특별시 성동구 성수일로 56||||||||신세계푸드|성수동BY센터 4-7층 (성수동2가,백영 성수빌딩)|||210201
신송홀딩스||||일반상장기업|02-780-1400|서울특별시 영등포구 여의나루로 53-1||||||||신송홀딩스|(여의도동)|||210201
신영건설||||일반상장기업|02-3429-0400|경기도 성남시 분당구 탄천상로 164||||||||신영건설|에이동 257-1호 (구미동,시그마2오피스텔)|||210201
신영와코루||||일반상장기업|02-818-5114|서울시 금천구 가산디지털1로 104||||||||신영와코루|(가산동)|||210201
신영증권||||일반상장기업|02-2004-9000|서울시 영등포구 국제금융로 8길 16||||||||신영증권|신영증권빌딩|||210201
신원||||일반상장기업|02-3274-5000|서울시 마포구 독막로 328||||||||신원|신원빌딩|||210201
신일산업||||일반상장기업|02-6309-7800|충청남도 천안시 서북구 입장면 연곡길 308||||||||신일산업||||210201
신풍제약||||일반상장기업|031-491-6191|경기도 안산시 단원구 원시로 7||||||||신풍제약|(목내동)|||210201
신풍제지||||일반상장기업|02-2156-7521|경기도 평택시 고덕면 고덕로 144-32||||||||신풍제지||||210201
신한||||일반상장기업|02-369-0001|경기도 성남시 중원구 산성대로 208||||||||신한|(성남동)|||210201
신한/구리/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 구리 선물 ETN(H)|신한금융투자타워|||210201
신한/금/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 금 선물 ETN(H)|신한금융투자타워|||210201
신한/다우존스지수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 다우존스지수 선물 ETN(H)|신한금융투자타워|||210201
신한/달러인덱스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 달러인덱스 선물 ETN(H)|신한금융투자타워|||210201
신한/레버리지/구리/선물/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 구리 선물 ETN|신한금융투자타워|||210201
신한/레버리지/금/선물/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 금 선물 ETN|신한금융투자타워|||210201
신한/레버리지/다우존스지수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 다우존스지수 선물 ETN(H)|신한금융투자타워|||210201
신한/레버리지/미국달러/선물/ETN||||일반상장기업|||서울 영등포구 여의도동 23-2|||||||신한 레버리지 미국달러 선물 ETN|신한금융투자타워|||210201
신한/레버리지/은/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 은 선물 ETN(H)|신한금융투자타워|||210201
신한/레버리지/천연가스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 천연가스 선물 ETN(H)|신한금융투자타워|||210201
신한/레버리지/WTI원유/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 레버리지 WTI원유 선물 ETN(H)|신한금융투자타워|||210201
신한/브렌트원유/선물/ETN(H)||||일반상장기업||||||||||신한 브렌트원유 선물 ETN(H)||||210201
신한/옥수수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 옥수수 선물 ETN(H)|신한금융투자타워|||210201
신한/은/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 은 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/2X/구리/선물/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 구리 선물 ETN|신한금융투자타워|||210201
신한/인버스/2X/금/선물/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 금 선물 ETN|신한금융투자타워|||210201
신한/인버스/2X/다우존스지수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 다우존스지수 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/2X/미국달러/선물/ETN||||일반상장기업|||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 미국달러 선물 ETN|신한금융투자타워|||210201
신한/인버스/2X/은/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 은 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/2X/천연가스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X 천연가스 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/2X/WTI원유/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 2X WTI원유 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/구리/선물/ETN(H)||||일반상장기업||||||||||신한 인버스 구리 선물 ETN(H)||||210201
신한/인버스/금/선물/ETN(H)||||일반상장기업||||||||||신한 인버스 금 선물 ETN(H)||||210201
신한/인버스/다우존스지수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 다우존스지수 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/달러인덱스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 달러인덱스 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/브렌트원유/선물/ETN(H)||||일반상장기업||||||||||신한 인버스 브렌트원유 선물 ETN(H)||||210201
신한/인버스/옥수수/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 옥수수 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/은/선물/ETN(H)||||일반상장기업||||||||||신한 인버스 은 선물 ETN(H)||||210201
신한/인버스/천연가스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 천연가스 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/콩/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 콩 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/MSCI/인도네시아/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 인버스 MSCI 인도네시아 선물 ETN(H)|신한금융투자타워|||210201
신한/인버스/WTI원유/선물/ETN(H)||||일반상장기업||||||||||신한 인버스 WTI원유 선물 ETN(H)||||210201
신한/천연가스/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 천연가스 선물 ETN(H)|신한금융투자타워|||210201
신한/코스피/월별/양매도/3%/콜/2206/1/ETN||||일반상장기업||||||||||신한 코스피 월별 양매도 3% 콜 2206 1 ETN||||210201
신한/코스피/월별/양매도/3%/OTM/ETN||||일반상장기업||||||||||신한 코스피 월별 양매도 3% OTM ETN||||210201
신한/코스피/월별/양매도/5%/콜/2206/1/ETN||||일반상장기업||||||||||신한 코스피 월별 양매도 5% 콜 2206 1 ETN||||210201
신한/코스피/월별/양매도/5%/OTM/ETN||||일반상장기업||||||||||신한 코스피 월별 양매도 5% OTM ETN||||210201
신한/코스피/콘도르/4/10%/콜/2204/01/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 코스피 콘도르 4 10% 콜 2204 01 ETN|신한금융투자타워|||210201
신한/코스피/콘도르/4/10%/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 코스피 콘도르 4 10% ETN|신한금융투자타워|||210201
신한/코스피/콘도르/6/10%/콜/2204/01/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 코스피 콘도르 6 10% 콜 2204 01 ETN|신한금융투자타워|||210201
신한/코스피/콘도르/6/10%/ETN||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 코스피 콘도르 6 10% ETN|신한금융투자타워|||210201
신한/콩/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 콩 선물 ETN(H)|신한금융투자타워|||210201
신한/K200/USD/선물/바이셀/ETN||||일반상장기업||||||||||신한 K200 USD 선물 바이셀 ETN||||210201
신한/MSCI/인도네시아/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 MSCI 인도네시아 선물 ETN(H)|신한금융투자타워|||210201
신한/S&P500/VIX/S/T/선물/ETN/B||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 S&P500 VIX S T 선물 ETN B|신한금융투자타워|||210201
신한/USD/K200/선물/바이셀/ETN||||일반상장기업||||||||||신한 USD K200 선물 바이셀 ETN||||210201
신한/WTI원유/선물/ETN(H)||||일반상장기업|02-3772-1000||서울 영등포구 여의도동 23-2|||||||신한 WTI원유 선물 ETN(H)|신한금융투자타워|||210201
신한알파리츠||||일반상장기업|02-2158-7400|서울특별시 종로구 종로 33||||||||신한알파리츠|그랑서울,18층|||210201
신한지주||||일반상장기업|02-6360-3000|서울특별시 중구 세종대로9길 20||||||||신한지주|대경빌딩 16층 (태평로2가)|||210201
신화실업||||일반상장기업|031-499-9922|경기도 안산시 단원구 번영2로 31||||||||신화실업|(성곡동,시화4다706)|||210201
신흥||||일반상장기업|02-6366-2000|서울시 중구 청파로 450||||||||신흥||||210201
쌍방울||||일반상장기업|02-3485-6000|서울특별시 중구 퇴계로 390||||||||쌍방울||||210201
쌍용양회||||일반상장기업|02-2270-5114|서울특별시 중구 수표로 34||||||||쌍용양회|씨티센터타워 7~9층|||210201
쌍용차||||일반상장기업|031-610-1114|경기도 평택시 동삭로 455-12||||||||쌍용차|(칠괴동)|||210201
써니전자||||일반상장기업|043-853-1760|충청북도 충주시 목행산단2로 59||||||||써니전자|(목행동)|||210201
씨아이테크||||일반상장기업|02-410-9606|서울특별시 송파구 양재대로 932||||||||씨아이테크|가락몰 업무동 11층 동관|||210201
씨에스윈드||||일반상장기업|041-901-1827||충청남도 천안시 서북구 성정동 1519|||||||씨에스윈드|백석대학빌딩 4층|||210201
아남전자||||일반상장기업|02-6424-4700|서울특별시 구로구 디지털로27가길 27||||||||아남전자|아남빌딩|||210201
아모레퍼시픽||||일반상장기업|02-709-5114|서울특별시 용산구 한강대로 100||||||||아모레퍼시픽|(한강로2가)|||210201
아모레G||||일반상장기업|02-6040-5114|서울특별시 용산구 한강대로 100||||||||아모레G|(한강로2가)|||210201
아세아||||일반상장기업|02-527-6582|서울시 강남구 논현로 430||||||||아세아||||210201
아세아시멘트||||일반상장기업|02-527-6582|서울시 강남구 논현로 430||||||||아세아시멘트||||210201
아세아제지||||일반상장기업|02-527-6882|서울시 강남구 논현로 430||||||||아세아제지|(역삼동)|||210201
아시아나항공||||일반상장기업|02-2669-3114|서울특별시 강서구 오정로 443-83||||||||아시아나항공|아시아나타운 (오쇠동)|||210201
아시아나IDT||||일반상장기업|02-2195-8571|서울특별시 종로구 우정국로 26||||||||아시아나IDT|에이동 21층,22층 (표시층 23층,25층) (공평동,센트로폴리스)|||210201
아이마켓코리아||||일반상장기업|02-3708-5678|서울특별시 강남구 삼성로 512||||||||아이마켓코리아|삼성동빌딩 16층 (삼성동)|||210201
아이에스동서||||일반상장기업|02-3218-6701|서울시 강남구 영동대로 741||||||||아이에스동서|은성빌딩|||210201
아주캐피탈||||일반상장기업|1544-8600|대전시 서구 대덕대로 239||||||||아주캐피탈||||210201
알루코||||일반상장기업|042-605-8300|대전광역시 대덕구 대화로119번길 31||||||||알루코|(대화동)|||210201
애경산업||||일반상장기업|02-768-2000|서울특별시 마포구 양화로 188||||||||애경산업||||210201
애경유화||||일반상장기업|02-850-2000|서울시 구로구 공원로 7||||||||애경유화|(구로동)|||210201
에넥스||||일반상장기업|02-2185-2000|서울시 서초구 서초대로73길 40||||||||에넥스|(서초동)|||210201
에스엘||||일반상장기업|053-856-8511|대구광역시 북구 검단공단로 32||||||||에스엘||||210201
에스원||||일반상장기업|1588-3112|서울시 중구 세종대로7길 25||||||||에스원||||210201
에쓰씨엔지니어링||||일반상장기업|02-2167-9090|서울특별시 영등포구 국제금융로 52||||||||에쓰씨엔지니어링|심팩빌딩 3~5층|||210201
에어부산||||일반상장기업|051-410-0861|부산광역시 강서구 유통단지1로57번가길 6||||||||에어부산||||210201
에이리츠||||일반상장기업|02-2077-5800|서울특별시 강남구 언주로 711||||||||에이리츠|9층 (논현동,건설공제조합)|||210201
에이블씨엔씨||||일반상장기업|02-6292-6789|서울특별시 서초구 서초대로38길 12||||||||에이블씨엔씨|13층 (서초동,마제스타시티타워원)|||210201
에이엔피||||일반상장기업|032-676-9700|경기도 부천시 원미구 도약로 300||||||||에이엔피|(도당동)|||210201
에이치디씨영창||||일반상장기업|032-570-1000|인천광역시 서구 봉수대로 196||||||||에이치디씨영창|(가좌동)|||210201
에이프로젠/KIC||||일반상장기업|02-6191-8225|경기도 성남시 중원구 둔촌대로 545||||||||에이프로젠 KIC|경기도 성남시 중원구 둔촌대로 545,비2층 (상대원동,한라시그마밸리)|||210201
에이프로젠제약||||일반상장기업|02-561-4011|서울특별시 송파구 오금로19길 6||||||||에이프로젠제약|301호 (방이동,강호빌딩)|||210201
엔씨소프트||||일반상장기업|02-2186-3300|서울시 강남구 테헤란로 509||||||||엔씨소프트||||210201
엔에스쇼핑||||일반상장기업|02-6336-1234|경기도 성남시 분당구 판교로228번길 15||||||||엔에스쇼핑|NS홈쇼핑|||210201
엔케이||||일반상장기업|051-204-2211|부산광역시 강서구 녹산산단17로 113||||||||엔케이|(주)엔케이|||210201
엔케이물산||||일반상장기업|02-6000-7800|서울특별시 광진구 광나루로56길 85||||||||엔케이물산|10층 (구의동,테크노마트21)|||210201
엘브이엠씨홀딩스||||일반상장기업|02-6050-7000|||||||||엘브이엠씨홀딩스|Ugland House,Grand Cayman,KY1-1104,Cayman Islands|||210201
엠소닉||||일반상장기업|054-476-4800|경북 구미시 산동면 첨단기업 3로 54-8||||||||엠소닉||||210201
영보화학||||일반상장기업|042-822-0603|충청북도 청주시 흥덕구 강내면 서부로 230-23||||||||영보화학||||210201
영원무역||||일반상장기업|02-390-6114|서울시 중구 만리재로 159||||||||영원무역||||210201
영원무역홀딩스||||일반상장기업|02-390-6114|서울시 중구 만리재로 159||||||||영원무역홀딩스||||210201
영진약품||||일반상장기업|02-2041-8200|서울특별시 송파구 올림픽로35다길 13||||||||영진약품|국민연금 잠실사옥 2~3층|||210201
영풍||||일반상장기업|02-519-3314|서울시 강남구 강남대로 542||||||||영풍||||210201
영풍제지||||일반상장기업|031-660-8200|경기도 평택시 진위면 서탄로 9||||||||영풍제지||||210201
영화금속||||일반상장기업|055-551-7500|경상남도 창원시 진해구 남의로 57||||||||영화금속|(남양동)|||210201
영흥철강||||일반상장기업|055-239-5500|충청남도 보령시 주교면 관창공단길 50||||||||영흥철강||||210201
예스코홀딩스||||일반상장기업|02-1644-3030|서울특별시 용산구 한강대로 92||||||||예스코홀딩스|LS 용산타워|||210201
오뚜기||||일반상장기업|031-421-2122|경기도 안양시 동안구 흥안대로 405||||||||오뚜기|(평촌동 160)|||210201
오렌지라이프||||일반상장기업|02-2200-9114|서울특별시 중구 세종대로7길 37||||||||오렌지라이프|(순화동,오렌지센터)|||210201
오리엔트바이오||||일반상장기업|031-730-6000|경기도 성남시 중원구 갈마치로 322||||||||오리엔트바이오|(상대원동)|||210201
오리온||||일반상장기업|02-710-6000|서울특별시 용산구 백범로90다길 13||||||||오리온||||210201
오리온홀딩스||||일반상장기업|02-710-6000|서울특별시 용산구 백범로90다길 13||||||||오리온홀딩스|(문배동)|||210201
용평리조트||||일반상장기업|033-335-5757|강원도 평창군 대관령면 올림픽로 715||||||||용평리조트|주식회사 용평리조트|||210201
우리금융지주||||일반상장기업|02-2125-2000|서울특별시 중구 소공로 51||||||||우리금융지주||||210201
우리들제약||||일반상장기업|02-2194-3532|경기도 화성시 향남읍 제약공단2길 50||||||||우리들제약||||210201
우리들휴브레인||||일반상장기업|02-2186-1300|경기도 화성시 병점중앙로 156||||||||우리들휴브레인|202호 (진안동,드림빌딩)|||210201
우리종금||||일반상장기업|062-221-6600|광주광역시 동구 금남로 182||||||||우리종금|(금남로5가)|||210201
우성사료||||일반상장기업|042-670-1724|대전시 대덕구 한밭대로 1027||||||||우성사료|우성빌딩 7|||210201
우신시스템||||일반상장기업|031-496-6114|서울특별시 영등포구 영등포로 20||||||||우신시스템|(양평동2가)|||210201
우진||||일반상장기업|031-379-3114|경기도 화성시 동탄면 동부대로 970번길 110||||||||우진||||210201
우진아이엔에스||||일반상장기업|02-535-7050|서울특별시 서초구 방배로 166||||||||우진아이엔에스|한승빌딩 3층|||210201
우진플라임||||일반상장기업|043-540-9000|충청북도 보은군 장안면 우진플라임로 100||||||||우진플라임|본관동|||210201
웅진||||일반상장기업|02-2076-4701|서울시 종로구 창경궁로 120||||||||웅진|종로플레이스빌딩 14층|||210201
웅진씽크빅||||일반상장기업|031-956-7000|경기도 파주시 회동길 20||||||||웅진씽크빅|(문발동)|||210201
웅진에너지||||일반상장기업|042-939-8114|대전광역시 유성구 테크노2로 37||||||||웅진에너지|(관평동)|||210201
웅진코웨이||||일반상장기업|041-850-7811~5|충남 공주시 유구읍 유구마곡사로 136-23||||||||웅진코웨이||||210201
원림||||일반상장기업|02-523-9236|서울특별시 서초구 남부순환로 2495||||||||원림|원림빌딩 9층 (서초동)|||210201
웰바이오텍||||일반상장기업|02-6902-1300|서울특별시 강남구 영동대로106길 17||||||||웰바이오텍|5층|||210201
윌비스||||일반상장기업|041-529-5716|충남 천안시 동남구 만남로 76||||||||윌비스||||210201
유나이티드제약||||일반상장기업|02-516-3041|세종시 전동면 노장공단길 25-23||||||||유나이티드제약||||210201
유니드||||일반상장기업|02-3709-9500|서울시 중구 을지로5길 19||||||||유니드|페럼타워 17층|||210201
유니온||||일반상장기업|02-757-3801|서울시 중구 소공로 94||||||||유니온|OCI빌딩 13층|||210201
유니온머티리얼||||일반상장기업|053-580-4135|대구광역시 달서구 성서공단남로 151||||||||유니온머티리얼||||210201
유니켐||||일반상장기업|031-491-3751|경기도 안산시 단원구 해봉로 38||||||||유니켐||||210201
유니퀘스트||||일반상장기업|031-708-9988|경기도 성남시 분당구 황새울로 314||||||||유니퀘스트|유니퀘스트빌딩 (서현동)|||210201
유성기업||||일반상장기업|02-564-2351|충청남도 아산시 둔포면 아산밸리동로 22||||||||유성기업||||210201
유수홀딩스||||일반상장기업|02-6716-3000|서울시 영등포구 국제금융로2길 25||||||||유수홀딩스||||210201
유안타증권||||일반상장기업|02-3770-2000|서울시 중구 을지로 76||||||||유안타증권||||210201
유양디앤유||||일반상장기업|031-350-7400|경기도 화성시 팔탄면 율암길 223||||||||유양디앤유||||210201
유엔젤||||일반상장기업|031-710-6200|경기도 성남시 분당구 황새울로 240번길 3||||||||유엔젤|현대오피스빌딩 10층|||210201
유유제약||||일반상장기업|043-652-7981|충청북도 제천시 바이오밸리1로 94||||||||유유제약|(왕암동)|||210201
유진투자증권||||일반상장기업|02-368-6000|서울특별시 영등포구 국제금융로 24||||||||유진투자증권|(여의도동)|||210201
유한양행||||일반상장기업|02-828-0181|서울시 동작구 노량진로 74||||||||유한양행||||210201
유화증권||||일반상장기업|02-3770-0100|서울시 영등포구 국제금융로2길 36||||||||유화증권|유화증권빌딩|||210201
율촌화학||||일반상장기업|02-822-0022|서울시 동작구 여의대방로 112||||||||율촌화학|(신대방동)|||210201
이건산업||||일반상장기업|032-760-0800|인천광역시 남구 염전로 91||||||||이건산업|(도화동)|||210201
이구산업||||일반상장기업|031-494-2929|경기도 평택시 포승읍 포승공단로 42||||||||이구산업|이구산업 (주)|||210201
이노션||||일반상장기업|02-2016-2300|서울특별시 강남구 강남대로 308||||||||이노션|(역삼동 837-36)|||210201
이리츠코크렙||||일반상장기업|02-2112-0914|서울특별시 강남구 삼성로 511||||||||이리츠코크렙||||210201
이마트||||일반상장기업|02-380-9233|서울시 성동구 성수동 2가 뚝섬로 377||||||||이마트||||210201
이마트에브리데이||||일반상장기업|02-380-5852|서울시 중구 퇴계로 173||||||||이마트에브리데이|(충무로3가,남산스퀘어)|||210201
이수페타시스||||일반상장기업|053-610-0300|대구시 달성군 논공읍 논공로 53길 36||||||||이수페타시스||||210201
이수화학||||일반상장기업|02-590-6600|서울시 서초구 사평대로 84||||||||이수화학|이수화학빌딩|||210201
이스타코||||일반상장기업|02-2643-7922|서울특별시 양천구 오목로 325||||||||이스타코|대학빌딩 5층 (목동)|||210201
이아이디||||일반상장기업|031-615-5700|경기도 광주시 곤지암읍 경충대로 425||||||||이아이디|4층|||210201
이연제약||||일반상장기업|02-793-5557|서울특별시 강남구 영동대로 416||||||||이연제약|8층 (대치동,코스모타워)|||210201
이월드||||일반상장기업|053-620-0001|대구시 달서구 두류공원로 200||||||||이월드|(두류동)|||210201
이화산업||||일반상장기업|02-2007-5555|서울특별시 영등포구 선유동2로 70||||||||이화산업|이화빌딩 (당산동5가)|||210201
인디에프||||일반상장기업|02-3456-9000|서울시 강남구 테헤란로104길 21||||||||인디에프||||210201
