##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@뚜레쥬르
뚜레쥬르|암사역점|37.5504022|127.1279322|뚜레쥬르|02-426-2606|서울 강동구 올림픽로 778|서울 강동구 암사동 501-2|||||||뚜레쥬르 암사역점||||80802
뚜레쥬르|제일제당사옥점|37.5638771|127.0033168|뚜레쥬르|02-6740-7930|서울특별시 중구 동호로 330|서울 중구 쌍림동 292|||||||뚜레쥬르 제일제당사옥점|1층 (쌍림동,CJ제일제당빌딩);CJ제일제당빌딩 1층|||80802
뚜레쥬르|부산시청점|35.1782862|129.0745531|뚜레쥬르|051-866-2624|부산시 부산진구 진연로 5|부산시 부산진구 양정동 242-2|||||||뚜레쥬르 부산시청점||||80802
뚜레쥬르|고양하나로마트점|37.6829376|126.7466235|뚜레쥬르|031-919-0742|경기도 고양시 일산서구 대화로 362|경기도 고양시 일산서구 대화동 2324|||||||뚜레쥬르 고양하나로마트점||||80802
뚜레쥬르|이천장호원점|37.1177463|127.6319511|뚜레쥬르|031-642-4848|경기도 이천시 장호원읍 장감로 85||||||||뚜레쥬르 이천장호원점||||80802
뚜레쥬르|덕성여대점|37.6514246|127.0123916|뚜레쥬르|02-990-1731|서울시 강북구 삼양로 543|서울시 강북구 우이동 71-34|||||||뚜레쥬르 덕성여대점||||80802
뚜레쥬르|천안불당신도시점|36.8182849|127.1089611|뚜레쥬르|041-556-1256|충청남도 천안시 서북구 불당25로 192|충청남도 천안시 서북구 불당동 1487|||||||뚜레쥬르 천안불당신도시점||||80802
뚜레쥬르|강릉강일점|37.7649506|128.8912910|뚜레쥬르|033-645-2366|강원도 강릉시 율곡로 2939-1|강원 강릉시 교동 825-17|||||||뚜레쥬르 강릉강일점|(교동)|||80802
뚜레쥬르|강릉중앙시장점|37.7528450|128.8967082|뚜레쥬르|033-647-1201|강원도 강릉시 곶감전길 1-1|강원도 강릉시 성남동 97-5|||||||뚜레쥬르 강릉중앙시장점|(성남동)|||80802
뚜레쥬르|여수웅천점|34.7481358|127.6762596|뚜레쥬르|061-682-0099|전라남도 여수시 웅천중앙로 85|전라남도 여수시 웅천동 1665-6|||||||뚜레쥬르 여수웅천점|웅천동|||80802
뚜레쥬르|죽전도담마을점|37.3262958|127.1196173|뚜레쥬르|031-889-9641|경기도 용인시 수지구 푸른솔로 88-0|경기도 용인시 수지구 죽전동 1261|||||||뚜레쥬르 죽전도담마을점|(죽전동,우미이노스빌)|||80802
뚜레쥬르|신도림태영점|37.5064034|126.8833762|뚜레쥬르|02-3667-2223|서울특별시 구로구 경인로59길 8|서울특별시 구로구 신도림동 437-1|||||||뚜레쥬르 신도림태영점|1층 뚜레쥬르|||80802
뚜레쥬르|대전관저원앙점|36.3082898|127.3365602|뚜레쥬르|042-544-8889|대전광역시 서구 관저북로 71|대전광역시 서구 관저동 981|||||||뚜레쥬르 대전관저원앙점||||80802
뚜레쥬르|경북영덕점|36.4117798|129.3685759|뚜레쥬르|054-733-0456|경상북도 영덕군 덕곡길 99|경북 영덕군 영덕읍 남석리 1-3|||||||뚜레쥬르 경북영덕점||||80802
뚜레쥬르|김천교동점|36.1345160|128.0961184|뚜레쥬르|054-437-0457|경상북도 김천시 대학로 72-0|경북 김천시 교동 566-22|||||||뚜레쥬르 김천교동점|(교동)|||80802
뚜레쥬르|구미현진점|36.1397182|128.3160160|뚜레쥬르|054-452-9313|경상북도 구미시 도봉로 76-61|경상북도 구미시 도량동 225-1|||||||뚜레쥬르 구미현진점|(도량동)|||80802
뚜레쥬르|하남신장점|37.5409622|127.2209252|뚜레쥬르|031-796-6455|||||||||뚜레쥬르 하남신장점|1층|||80802
뚜레쥬르|평택청북점|37.0188101|126.9135767|뚜레쥬르|031-681-0455|경기도 평택시 청북읍 청북남로 278|경기도 평택시 옥길리 1102|||||||뚜레쥬르 평택청북점||||80802
뚜레쥬르|카페송파황실점|37.5037548|127.0892549|뚜레쥬르|02-412-2533|서울특별시 송파구 백제고분로 204|서울 송파구 삼전동 28-11|||||||뚜레쥬르 카페송파황실점|1.2층 (삼전동)|||80802
뚜레쥬르|시화점|37.3442331|126.7379845|뚜레쥬르|031-433-2588|경기도 시흥시 중심상가4길 12|경기도 시흥시 정왕동 1739-3|||||||뚜레쥬르 시화점||||80802
뚜레쥬르|광주상무점|35.1490710|126.8477917|뚜레쥬르|062-384-0327|광주광역시 서구 치평동 치평로 20|광주광역시 서구 치평동 1177|||||||뚜레쥬르 광주상무점|가동 1층 103호,104호|||80802
뚜레쥬르|부산주례역점|35.1502351|129.0030463|뚜레쥬르|051-328-2200|부산 사상구 가야대로 278-2|부산 사상구 주례동 1162-170|||||||뚜레쥬르 부산주례역점||||80802
뚜레쥬르|일산장항점|37.6627381|126.7674365|뚜레쥬르|031-924-0901|경기 고양시 일산동구 무궁화로 31-1|경기도 고양시 장항동 735-3|||||||뚜레쥬르 일산장항점|102호,202|||80802
뚜레쥬르|안양호계2동점|37.3822449|126.9504639|뚜레쥬르|031-429-1415|경기도 안양시 동안구 귀인로 99|경기도 안양시 동안구 호계동 924-10|||||||뚜레쥬르 안양호계2동점|102호 (호계동)|||80802
뚜레쥬르|광화문경희궁의아침점|37.5738725|126.9718472|뚜레쥬르|02-730-8292|서울시 종로구 사직로8길 34|서울시 종로구 내수동 72|||||||뚜레쥬르 광화문경희궁의아침점||||80802
뚜레쥬르|이시아폴리스점|35.9228571|128.6377197|뚜레쥬르|053-981-0045|대구광역시 동구 팔공로51길 31|대구광역시 동구 봉무동 1542|||||||뚜레쥬르 이시아폴리스점||||80802
뚜레쥬르|건국대병원점|37.5403764|127.0718276|뚜레쥬르|02-2030-7957|서울시 광진구 능동로 120-1||||||||뚜레쥬르 건국대병원점|건국대학교병원 지하1층;건국대학교병원 지하1층|||80802
뚜레쥬르|부산동아대병원점|35.1201900|129.0174250|뚜레쥬르|051-257-8442|부산광역시 서구 대신공원로 26|부산 서구 동대신동3가 1-22|||||||뚜레쥬르 부산동아대병원점||||80802
뚜레쥬르|증산역점|37.5836735|126.9111874|뚜레쥬르|02-305-6780|서울특별시 서대문구 증가로 259|서울특별시 서대문구 북가좌동 343-1|||||||뚜레쥬르 증산역점|선정오피스텔|||80802
뚜레쥬르|전남구례점|35.2154613|127.4647215|뚜레쥬르|061-781-3355|전라남도 구례군 구례읍 봉성로 146|전남 구례군 구례읍 봉북리 444-23|||||||뚜레쥬르 전남구례점||||80802
뚜레쥬르|함안점|35.2775955|128.4056144|뚜레쥬르|055-583-1237|경상남도 함안군 가야읍 가야로 39-4|경남 함안군 가야읍 말산리 476-5|||||||뚜레쥬르 함안점||||80802
뚜레쥬르|경남합천점|35.5673051|128.1688722|뚜레쥬르|055-931-0000|경상남도 합천군 합천읍 옥산로 126|경상남도 합천군 합천읍 합천리 71-5|||||||뚜레쥬르 경남합천점||||80802
뚜레쥬르|울산매곡에일린점|35.6374652|129.3622338|뚜레쥬르|052-294-2001|울산시 북구 호계 매곡1로 32|울산시 북구 매곡동 97|||||||뚜레쥬르 울산매곡에일린점||||80802
뚜레쥬르|원주관설점|37.3159098|127.9599075|뚜레쥬르|033-761-2045|강원도 원주시 치악고교길 21|강원도 원주시 관설동 1765-4|||||||뚜레쥬르 원주관설점||||80802
뚜레쥬르|서귀포서홍점|33.2593678|126.5589690|뚜레쥬르|064-762-8484|제주특별자치도 서귀포시 중앙로 163|제주특별자치도 서귀포시 서홍동 311-3|||||||뚜레쥬르 서귀포서홍점||||80802
뚜레쥬르|공덕역점|37.5439008|126.9500886|뚜레쥬르|02-2123-9999|서울특별시 마포구 백범로 178-0|서울 마포구 공덕동 461|||||||뚜레쥬르 공덕역점|(공덕동)|||80802
뚜레쥬르|창원성원점|35.2128445|128.7032579|뚜레쥬르|055-283-7254|경상남도 창원시 성산구 가음로 15번길 52|경상남도 창원시 남양동 22|||||||뚜레쥬르 창원성원점|상가동 108호 (남양동,성원2차아파트);성원2차아파트상가 108호|||80802
뚜레쥬르|청주대점|36.6508017|127.4891884|뚜레쥬르|043-225-5335|충청북도 청주시 청원구 상당로 252|충청북도 청주시 청원구 우암동 229-13|||||||뚜레쥬르 청주대점||||80802
뚜레쥬르|미아래미안점|37.6139440|127.0207284|뚜레쥬르|02-6104-5015|서울특별시 강북구 삼양로19길 25-0|서울 강북구 미아동 813|||||||뚜레쥬르 미아래미안점|(미아동,삼성래미안트리베라1차아파트)|||80802
뚜레쥬르|인천석바위점|37.4595790|126.6892732|뚜레쥬르|032-423-0435|인천광역시 남구 경원대로 861|인천광역시 남구 주안6동 999-5|||||||뚜레쥬르 인천석바위점|(주안동)|||80802
뚜레쥬르|도림지구점|37.4192032|126.7291224|뚜레쥬르|032-424-7886|인천광역시 남동구 논고개로 325|인천광역시 남동구 도림동 663-6|||||||뚜레쥬르 도림지구점||||80802
뚜레쥬르|카페워커힐점|37.5482001|127.1068843|뚜레쥬르|02-447-0053|서울시 광진구 광장로 89|서울시 광진구 광장동 334-12|||||||뚜레쥬르 카페워커힐점||||80802
뚜레쥬르|카페선릉역점|37.5054521|127.0482536|뚜레쥬르|02-562-0308|서울특별시 강남구 선릉로 515|서울시 강남구 역삼동 705-24|||||||뚜레쥬르 카페선릉역점|동인빌딩 1층;동인빌딩 1층|||80802
뚜레쥬르|두암타운점|35.1620308|126.9351776|뚜레쥬르|062-267-0234|광주광역시 북구 밤실로 162|광주광역시 북구 두암동 985-3|||||||뚜레쥬르 두암타운점|1층 (두암동)|||80802
뚜레쥬르|포항두산위브점|36.0752042|129.3833472|뚜레쥬르|054-247-7545|경북 포항시 북구 새천년대로 1249번길 10-11|경북 포항시 북구 장성동 1571-3|||||||뚜레쥬르 포항두산위브점||||80802
뚜레쥬르|부산안락점|35.1939162|129.0982974|뚜레쥬르|051-523-5959|부산시 동래구 안연로 75|부산시 동래구 낙민동 93-9|||||||뚜레쥬르 부산안락점||||80802
뚜레쥬르|의왕포일자이점|37.3848304|126.9752407|뚜레쥬르|031-421-1259|경기도 의왕시 내손로 13|경기 의왕시 내손동 844포일자이제1상가다동103호 |||||||뚜레쥬르 의왕포일자이점|포일자이 제1상가 다동 103호 (내손동)|||80802
뚜레쥬르|당진터미널점|36.9014812|126.6454525|뚜레쥬르|041-352-0482|충남 당진시 밤절로 140|충남 당진시 수청동 981|||||||뚜레쥬르 당진터미널점|드림타워;원당드림타워 101,102호|||80802
뚜레쥬르|논산터미널점|36.2017617|127.0894367|뚜레쥬르|041-732-3399|충청남도 논산시 중앙로 410번길 13-4|충청남도 논산시 취암동 1055-12|||||||뚜레쥬르 논산터미널점||||80802
뚜레쥬르|예산터미널점|36.6901659|126.8300915|뚜레쥬르|041-334-0089|충청남도 예산군 예산읍 역전로 124|충청남도 예산군 예산읍 산성리 313-7|||||||뚜레쥬르 예산터미널점||||80802
뚜레쥬르|사랑모아범천점|35.1491769|129.0595516|뚜레쥬르|070-7769-3718|부산시 부산진구 중앙대로 632|부산시 부산진구 범천동 857-6|||||||뚜레쥬르 사랑모아범천점||||80802
뚜레쥬르|여주대로데오점|37.2733295|127.6373026|뚜레쥬르|031-884-0016||경기도 여주시 교동 59-2|||||||뚜레쥬르 여주대로데오점||||80802
뚜레쥬르|가재울점|37.5728378|126.9176131|뚜레쥬르|02-303-8380|서울특별시 서대문구 가재울미래로 2|서울특별시 서대문구 남가좌동 385|||||||뚜레쥬르 가재울점|101동 102호|||80802
뚜레쥬르|강남세브란스병원점|37.4929296|127.0462683|뚜레쥬르|02-2058-2164|서울 강남구 언주로 211|서울시 강남구 도곡동 146-92|||||||뚜레쥬르 강남세브란스병원점|강남세브란스 1동 B1층;강남세브란스 1동 B1층|||80802
뚜레쥬르|구로천왕점|37.4801943|126.8387312|뚜레쥬르|02-2613-5533|서울특별시 구로구 천왕로 29|서울특별시 구로구 천왕동 27|||||||뚜레쥬르 구로천왕점|1층 뚜레쥬르;1층 뚜레쥬르|||80802
뚜레쥬르|포항환호점|36.0698919|129.3914882|뚜레쥬르|054-248-2272|경상북도 포항시 북구 삼호로 391|경상북도 포항시 북구 환호동 409-1|||||||뚜레쥬르 포항환호점|(환호동,환호해맞이그린빌상가);환호해맞이그린빌|||80802
뚜레쥬르|진영우리마트점|35.3066069|128.7376158|뚜레쥬르|055-343-0094|경상남도 김해시 진영읍 본산로 9|경상남도 김해시 진영읍 여래리 970|||||||뚜레쥬르 진영우리마트점|1층|||80802
뚜레쥬르|마천사거리점|37.4978597|127.1470337|뚜레쥬르|02-406-8204|서울특별시 송파구 마천로 269|서울특별시 송파구 마천동 116-9|||||||뚜레쥬르 마천사거리점||||80802
뚜레쥬르|군산대점|35.9457195|126.6882692|뚜레쥬르|063-468-9949|전북 군산시 미제3길 2|전북 군산시 미룡동 364-5|||||||뚜레쥬르 군산대점||||80802
뚜레쥬르|마산중리점|35.9457195|126.6882692|뚜레쥬르|055-231-0006|경남 창원시 광려천동로 28|경남 창원시 마산회원구 내서읍 호계리 296|||||||뚜레쥬르 마산중리점|101호 102호|||80802
뚜레쥬르|송도국제학교점|37.3983002|126.6462964|뚜레쥬르|032-832-5213|인천 연수구 아트센터대로 97번길 75|인천 연수구 송도동 17-5|||||||뚜레쥬르 송도국제학교점|107-2호,108호|||80802
뚜레쥬르|신연수점|37.4210355|126.6939163|뚜레쥬르|032-813-8989|인천광역시 연수구 원인재로 310|인천광역시 연수구 연수동 532|||||||뚜레쥬르 신연수점|103호,104호,108호,109호;1층|||80802
뚜레쥬르|대전중촌점|36.3362143|127.4114058|뚜레쥬르|042-221-7979|대전광역시 중구 목중로 24|대전광역시 중구 중촌동 412-6|||||||뚜레쥬르 대전중촌점|1층 (중촌동);1층|||80802
뚜레쥬르|목포대성점|34.8011423|126.3795888|뚜레쥬르|061-245-0888|전라남도 목포시 청호로 96|전라남도 목포시 산정동 1789-29|||||||뚜레쥬르 목포대성점|(산정동)|||80802
뚜레쥬르|천안쌍용동일점|36.7856398|127.1131184|뚜레쥬르|041-546-6336|충청남도 아산시 배방읍 장재로 62|충청남도 아산시 배방읍 장재리 1933|||||||뚜레쥬르 천안쌍용동일점|102호;102호|||80802
뚜레쥬르|목포옥암대우점|34.8096889|126.4457999|뚜레쥬르|061-281-5134|전라남도 목포시 남악1로 52번길 2|전라남도 목포시 옥암동 1247-1|||||||뚜레쥬르 목포옥암대우점||||80802
뚜레쥬르|송도글로벌파크점|37.3756508|126.6562056|뚜레쥬르|032-811-4888|인천 연수구 송도문화로 28번길 27|인천 연수구 송도동 191-2|||||||뚜레쥬르 송도글로벌파크점|상가 1동 103,104,203호;1층 단지상가|||80802
뚜레쥬르|올림픽공원역점|37.5157277|127.1310632|뚜레쥬르|02-400-0702|서울시 송파구 양재대로 1222|서울시 송파구 방이동 89-11|||||||뚜레쥬르 올림픽공원역점|(방이동,올림픽프라자) 제1층 30,31,32,33,2;올림픽선수기자촌아파트 (중심상가) 제1층 30,31,3|||80802
뚜레쥬르|전주아중점|35.8323565|127.1679381|뚜레쥬르|063-244-0089|전라북도 전주시 덕진구 석소로 58-0|전북 전주시 덕진구 우아동2가 875-3|||||||뚜레쥬르 전주아중점|(우아동2가)|||80802
뚜레쥬르|광주역e편한세상점|37.3961696|127.2451463|뚜레쥬르|031-761-0150|경기도 광주시 장지1길 28|경기도 광주시 장지동 42-5|||||||뚜레쥬르 광주역e편한세상점|대광프라자|||80802
뚜레쥬르|원주성지병원점|37.3455151|127.9542580|뚜레쥬르|033-765-0054|강원도 원주시 원일로 22-0|강원도 원주시 인동 264-21|||||||뚜레쥬르 원주성지병원점|(인동)|||80802
뚜레쥬르|대구신월성점|35.8253184|128.5266384|뚜레쥬르|053-638-0010|대구광역시 달서구 조암로 28|대구광역시 달서구 월성동 1825|||||||뚜레쥬르 대구신월성점|(월성동)|||80802
뚜레쥬르|울산구영점|35.5698780|129.2436463|뚜레쥬르|052-242-0090|울산광역시 울주군 범서읍 대리2길 57|울산광역시 울주군 범서읍 구영리 379-1|||||||뚜레쥬르 울산구영점||||80802
뚜레쥬르|국립중앙의료원점|37.5672138|127.0056710|뚜레쥬르|02-2277-9965|서울시 중구 을지로 245|서울 중구 을지로6가 18-79|||||||뚜레쥬르 국립중앙의료원점|국립중앙의료원|||80802
뚜레쥬르|오산법원점|37.1589017|127.0592815|뚜레쥬르|031-372-8997|경기도 오산시 궐리사로 64|경기도 오산시 궐동 652-2|||||||뚜레쥬르 오산법원점||||80802
뚜레쥬르|발산마곡점|37.5591532|126.8365210|뚜레쥬르|02-3661-2999|강서구 공항대로 261|강서구 마곡동 797-4|||||||뚜레쥬르 발산마곡점|(마곡동,발산파크프라자)|||80802
뚜레쥬르|위례중앙점|37.4734728|127.1427374|뚜레쥬르|031-758-6660|경기소 성남시 수정구 위례광장로 330|경기도 성남시 수정구 창곡동 509|||||||뚜레쥬르 위례중앙점|위례중앙타워 108,109호;위례중앙타워 108,109호|||80802
뚜레쥬르|카페안암역점|37.5853776|127.0292393|뚜레쥬르|02-922-8204|서울특별시 성북구 인촌로24길 20|서울특별시 성북구 안암동5가 102-69|||||||뚜레쥬르 카페안암역점||||80802
뚜레쥬르|안양호계현대점|37.3637471|126.9603859|뚜레쥬르|031-429-0459|경기 안양시 동안구 경수대로 454|경기 안양시 동안구 호계3동 804-9|||||||뚜레쥬르 안양호계현대점|103호 (호계동,유한빌빌딩);유한프라자 103호|||80802
뚜레쥬르|전남벌교점|34.8440538|127.3459729|뚜레쥬르|061-858-4002|전라남도 보성군 벌교읍 시장2길 13|전남 보성군 벌교읍 벌교리 878-3|||||||뚜레쥬르 전남벌교점||||80802
뚜레쥬르|여수돌산점|34.7210509|127.7517306|뚜레쥬르|061-643-0403|전라남도 여수시 돌산읍 강남로 64|전라남도 여수시 돌산읍 우두리 1069-8|||||||뚜레쥬르 여수돌산점||||80802
뚜레쥬르|동탄푸른점|37.2017652|127.0596900|뚜레쥬르|031-8015-5509|경기도 화성시 동탄공원로 24|경기도 화성시 반송동 61-11|||||||뚜레쥬르 동탄푸른점|24|||80802
뚜레쥬르|평택혜인병원점|37.0660044|127.0567667|뚜레쥬르|031-647-6336|경기도 평택시 점촌로19번길 60|경기도 평택시 서정동 867|||||||뚜레쥬르 평택혜인병원점||||80802
뚜레쥬르|오창한라점|36.7080568|127.4196322|뚜레쥬르|043-215-0435|충청북도 청원군 오창읍 오창중앙로 96|충청북도 청원군 오창읍 각리 637-1번지한라비발디단지내상가106호 |||||||뚜레쥬르 오창한라점|한라비발디단지상가 106호|||80802
뚜레쥬르|양주덕계제일점|37.8193100|127.0462779|뚜레쥬르|031-858-8244|경기도 양주시 평화로 1437|경기도 양주시 덕계동 469-1호 |||||||뚜레쥬르 양주덕계제일점|1층 (덕계동)|||80802
뚜레쥬르|안산크리스탈점|37.3156052|126.8653101|뚜레쥬르|031-407-6447|경기도 안산시 상록구 도매시장로 118|경기도 안산시 상록구 일동 587-9|||||||뚜레쥬르 안산크리스탈점||||80802
뚜레쥬르|서강신수점|37.5491729|126.9395589|뚜레쥬르|02-707-3362|서울특별시 마포구 백범로 67|서울 마포구 신수동 32-2|||||||뚜레쥬르 서강신수점|(신수동)|||80802
뚜레쥬르|광흥창역점|37.5483009|126.9313759|뚜레쥬르|02-325-7009|서울특별시 마포구 서강로 55|서울 마포구 창전동 444번지쌍용예가2단지내상가101 |||||||뚜레쥬르 광흥창역점|쌍용예가2단지 상가 101호 (창전동|||80802
뚜레쥬르|가양역점|37.5633795|126.8525226|뚜레쥬르|02-3665-0488|서울 강서구 양천로 57길 15|서울 강서구 가양2동 1480|||||||뚜레쥬르 가양역점|영보빌딩|||80802
뚜레쥬르|충북보은점|36.4843703|127.7202654|뚜레쥬르|043-544-2753|충청북도 보은군 보은읍 삼산로 15|충청북도 보은군 보은읍 삼산리 139-4|||||||뚜레쥬르 충북보은점||||80802
뚜레쥬르|수원영통중앙점|37.2538765|127.0744823|뚜레쥬르|031-205-9169|경기도 수원시 영통구 봉영로 1606|경기도 수원시 영통구 영통동 995-2|||||||뚜레쥬르 수원영통중앙점||||80802
뚜레쥬르|진주금산점|35.2163422|128.1473639|뚜레쥬르|055-762-5288|경상남도 진주시 금산면 금산순환로 24|경상남도 진주시 금산면 장사리 979-1|||||||뚜레쥬르 진주금산점||||80802
뚜레쥬르|문래하이테크점|37.5147638|126.8989561|뚜레쥬르|02-6309-5088|서서울특별시 영등포구 경인로 775|서울시 영등포구 문래동3가 55-20|||||||뚜레쥬르 문래하이테크점|에이스하이테크시티 1-106|||80802
뚜레쥬르|관악농협하나로점|37.4801043|126.9028507|뚜레쥬르|02-868-6486|서울 관악구 남부순환로 1369|서울 관악구 신림동 1668|||||||뚜레쥬르 관악농협하나로점|관악농협하나로마트;관악농협하나로마트|||80802
뚜레쥬르|부산용당점|35.1235952|129.0972212|뚜레쥬르|051-624-0032|부산 남구 유엔평화로 143|부산 남구 용당동 565-9|||||||뚜레쥬르 부산용당점||||80802
뚜레쥬르|전남진도점|34.4808623|126.2686624|뚜레쥬르|061-544-2211|전남 진도군 동외1길 6-4|전남 진도군 진도읍 동외리 1185-1|||||||뚜레쥬르 전남진도점||||80802
뚜레쥬르|오산시티자이점|37.1494852|127.0920826|뚜레쥬르|031-374-7498|경기도 오산시 부산중앙로 12|경기도 오산시 부산동 661|||||||뚜레쥬르 오산시티자이점|2단지 105-106호;2단지 105-106호|||80802
뚜레쥬르|국회점|37.5320453|126.9141499|뚜레쥬르|02-786-9976|서울시 영등포구 의사당대로 1|서울시 영등포구 여의도동 1|||||||뚜레쥬르 국회점|국회의원회관;국회의원회관|||80802
뚜레쥬르|연수무지개점|37.4025095|126.6716774|뚜레쥬르|032-813-0661|인천광역시 연수구 원인재로 14|인천광역시 연수구 동춘동 931|||||||뚜레쥬르 연수무지개점||||80802
뚜레쥬르|영월중앙점|37.1833265|128.4675801|뚜레쥬르|033-375-0404|강원도 영월군 영월읍 중앙로 36|강원도 영월군 영월읍 영흥리 946-3|||||||뚜레쥬르 영월중앙점||||80802
뚜레쥬르|연수동남점|37.4221563|126.6748928|뚜레쥬르|032-861-0404|인천광역시 연수구 새말로 36번길 2|인천광역시 연수구 연수동 557-1|||||||뚜레쥬르 연수동남점||||80802
뚜레쥬르|향남로데오점|37.1156629|126.9105569|뚜레쥬르|031-359-8490|경기도 화성시 상산하길로 298번길 7-7|경기도 화성시 향남읍 하길리 1472-2|||||||뚜레쥬르 향남로데오점|연세메디컬프라자 1층 107호,108호;연세메디컬프라자 1층 107호,108호|||80802
뚜레쥬르|경주용황점|35.8829723|129.2260555|뚜레쥬르|054-774-7001|경상북도 경주시 용황구획4길 25|경상북도 경주시 용강동 711-5|||||||뚜레쥬르 경주용황점|(용강동)|||80802
뚜레쥬르|이태원점|37.5395434|126.9892995|뚜레쥬르|02-797-6023|서울특별시 용산구 회나무로13길 5|서울 용산구 이태원동 225-1혜천상가1층102 , 103호 |||||||뚜레쥬르 이태원점|1층 102호 103호 (이태원동,혜천상가)|||80802
뚜레쥬르|카페도농점|37.6087966|127.1585900|뚜레쥬르|031-568-0033|경기 남양주시 도농로 24||||||||뚜레쥬르 카페도농점|부영애시앙 원앙관 1층;부영애시앙 원앙관 1층|||80802
뚜레쥬르|신림역점|37.4822003|126.9301574|뚜레쥬르|02-873-0009|서울 관악구 신림로 312||||||||뚜레쥬르 신림역점|신림동 1641-19;신림동 1641-19|||80802
뚜레쥬르|사천점|35.0819140|128.0881059|뚜레쥬르|055-852-5459|||||||||뚜레쥬르 사천점||||80802
뚜레쥬르|카페대치점|37.4979967|127.0594195|뚜레쥬르|02-555-0910|서울특별시 강남구 도곡로 우전타워 1층 |서울특별시 강남구 대치동 1021-1|||||||뚜레쥬르 카페대치점|우전타워 1층|||80802
뚜레쥬르|부산신항점|35.0884039|128.8187617|뚜레쥬르|055-552-8038|경남 창원시 진해구 신항4로 58|경남 창원시 진해구 용원동 1351|||||||뚜레쥬르 부산신항점|1351|||80802
뚜레쥬르|대전관저중앙점|36.3004826|127.3354496|뚜레쥬르|042-543-0045|대전광역시 서구 관저중로 96번길 8|대전광역시 서구 관저동 1029|||||||뚜레쥬르 대전관저중앙점||||80802
뚜레쥬르|센텀재송점|35.1900388|129.1178760|뚜레쥬르|051-784-4545|부산시 해운대구 해운대로 76번길 44|부산시 해운대구 재송동 948-12|||||||뚜레쥬르 센텀재송점||||80802
뚜레쥬르|은평구청점|37.6016473|126.9295303|뚜레쥬르|02-389-3301|서울특별시 은평구 은평로 197|서울 은평구 녹번동 212번지1층뚜레쥬르 |||||||뚜레쥬르 은평구청점|1층 뚜레쥬르 (|||80802
뚜레쥬르|천안신부점|36.8275779|127.1576324|뚜레쥬르|041-553-4959|충청남도 천안시 동남구 단대로 51|충청남도 천안시 동남구 신부동 295|||||||뚜레쥬르 천안신부점|힐스테이트아파트 상가|||80802
뚜레쥬르|파주금촌역점|37.7657252|126.7749363|뚜레쥬르|031-946-6008|경기도 파주시 새꽃로 203|경기도 파주시 금촌동 329-178|||||||뚜레쥬르 파주금촌역점||||80802
뚜레쥬르|세종새롬점|36.4845984|127.2525054|뚜레쥬르|044-905-6046|세종특별자치시 새롬중앙로 34|세종특별자치시 새롬동 341-74|||||||뚜레쥬르 세종새롬점|109A,B호 (새롬동,크리스마스빌딩)|||80802
뚜레쥬르|대전월평다모아점|36.3622871|127.3669525|뚜레쥬르|042-472-1424|대전광역시 서구 월평동로 83|대전광역시 서구 월평3동 311|||||||뚜레쥬르 대전월평다모아점|상가 130호 (월평동,다모아아파트);다모아아파트상가 130호|||80802
뚜레쥬르|서부산유통단지점|35.1671320|128.9552510|뚜레쥬르|051-988-2200|부산시 강서구 유통단지 1로 49번길 6|부산시 강서구 대저2동 3150-4|||||||뚜레쥬르 서부산유통단지점||||80802
뚜레쥬르|구미신비로점|36.1207085|128.3721345|뚜레쥬르|054-464-0079|경상북도 구미시 신비로 95|경상북도 구미시 공단동 109|||||||뚜레쥬르 구미신비로점|(공단동);강변파라디아|||80802
뚜레쥬르|제주삼화점|33.5144636|126.5757056|뚜레쥬르|064-723-4834||제주특별자치도 제주시 화북1동 1023-4|||||||뚜레쥬르 제주삼화점||||80802
뚜레쥬르|충북오송점|36.6304099|127.3316387|뚜레쥬르|043-233-2453|충청북도 청원군 오송읍 오송생명로 206|충북 청원군 오송읍 만수리 524번지백천빌딩1층 |||||||뚜레쥬르 충북오송점|1층 (백천빌딩)|||80802
뚜레쥬르|인천불로창성점|37.6130887|126.6863374|뚜레쥬르|032-566-2365|인천광역시 서구 검단로 768번길 10|인천광역시 서구 불로동 357창성프라자 101호 |||||||뚜레쥬르 인천불로창성점|101호 (불로창성프라자)|||80802
뚜레쥬르|성남복정점|37.4541753|127.1272497|뚜레쥬르|031-753-3261|경기도 성남시 수정구 성남대로1390번길 5-0|경기 성남시 수정구 복정동 711-4|||||||뚜레쥬르 성남복정점|(복정동)|||80802
뚜레쥬르|서울역센트럴자이점|37.5548629|126.9644863|뚜레쥬르|02-6405-6790|서울시 중구 만리재로 175|서울시 중구 만리동 2가 176-1|||||||뚜레쥬르 서울역센트럴자이점|만리재로 175|||80802
뚜레쥬르|밀양내이동점|35.4997717|128.7460844|뚜레쥬르|055-356-8890|경남 밀양시 백민로 81|경남 밀양시 내이동 1564-13|||||||뚜레쥬르 밀양내이동점||||80802
뚜레쥬르|광교에듀타운점|37.2871257|127.0490719|뚜레쥬르|031-252-1004|경기도 수원시 영통구 에듀타운로 65|경기도 수원시 영통구 이의동 자연앤자이상가 2동 102호 ~ 104호 |||||||뚜레쥬르 광교에듀타운점|자연앤자이상가 2동 102호 ~104호 (이의동)|||80802
