##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@투썸플레이스
투썸플레이스|당진기지시점|||투썸플레이스|041-353-3650|충남 당진시 송악읍 틀모시로 762|충청남도 당진시 송악읍 기지시리 507||9:00~23:00|||||투썸플레이스 당진기지시점||||80714
투썸플레이스|교대역점|||투썸플레이스|02-584-3463|서울 서초구 서초대로 304|서울 서초구 서초동 1673-2||월 금 07:30~23:00 / 토,일 08:00~23:00|||||투썸플레이스 교대역점|1층;강한미클리닉 1층|||80714
투썸플레이스|포항화진점|||투썸플레이스|054-262-1555|경북 포항시 북구 동해대로 3258-0|경북 포항시 북구 송라면 지경리 337-10||월~일 9:00 ~ 23:00|||||투썸플레이스 포항화진점||||80714
투썸플레이스|서일대점|||투썸플레이스|02-2208-1030|서울 중랑구 용마산로 374|서울특별시 중랑구 면목동 56-2||08:00 23:00|||||투썸플레이스 서일대점||||80714
투썸플레이스|해남군청점|||투썸플레이스|061-534-8101|전남 해남군 해남읍 군청길 1|전남 해남군 해남읍 성내리 33-9||일 목 9:00~22:00 / 금 9:00~22:30 / 토 9:00~23:00|||||투썸플레이스 해남군청점||||80714
투썸플레이스|평촌스마트베이점|||투썸플레이스|031-8069-2550|경기도 안양시 동안구 벌말로 123|경기 안양시 동안구 관양동 관양동 792-2||평일 07:30~21:00 / 주말 10:00~20:00|||||투썸플레이스 평촌스마트베이점|(평촌스마트베이 108호)|||80714
투썸플레이스|한성대입구역점|||투썸플레이스|02-747-4081|서울 성북구 동소문로 6|서울 성북구 동소문동2가 3||8:00 22:30|||||투썸플레이스 한성대입구역점|지하철 4호선 한성대입구역 1번출구 바로 앞|||80714
투썸플레이스|서현도서관점|||투썸플레이스|031-781-0088|경기도 성남시 분당구 새마을로 10|경기 성남시 분당구 서현동 99-3||08:30~23:00|||||투썸플레이스 서현도서관점||||80714
투썸플레이스|진천블로썸캠퍼스점|||투썸플레이스|043-531-0956|충북 진천군 진천읍 송두2길 1|충청북도 진천군 진천읍 송두리 504||월 금 08:00~20:00|||||투썸플레이스 진천블로썸캠퍼스점|복지동 2층|||80714
투썸플레이스|경주안강점|||투썸플레이스|054-701-1500||경북 경주시 안강읍 산대리 1488-1||9:00 ~ 23:00|||||투썸플레이스 경주안강점||||80714
투썸플레이스|성수SKV타워점|||투썸플레이스|02-2641-0200|서울 성동구 연무장5가길 25|서울 성동구 성수동2가 315-95||평일 07:30~22:00, 주말 08:00~22:00|||||투썸플레이스 성수SKV타워점||||80714
투썸플레이스|인천석남사거리점|||투썸플레이스|032-577-1891|인천 서구 건지로 264|인천광역시 서구 가좌동 106-5||08:00~23:00|||||투썸플레이스 인천석남사거리점|인하메디컬센타 1층|||80714
투썸플레이스|잠실역점|||투썸플레이스|02-3431-9633|서울 송파구 올림픽로35다길 32|서울 송파구 신천동 7-26||월~금 07:00 ~ 23:00 , 토,일08:00 ~ 23:00|||||투썸플레이스 잠실역점|(신천동)|||80714
투썸플레이스|창원천주산점|||투썸플레이스|055-253-0036|경남 창원시 의창구 청주로 121번길 3|경남 창원시 의창구 동정동 95-2||09시~23시|||||투썸플레이스 창원천주산점|(동정동)|||80714
투썸플레이스|은평뉴타운점|||투썸플레이스|02-356-5977|서울 은평구 진관3로 20|서울 은평구 진관동 69||8:00 ~ 23:00|||||투썸플레이스 은평뉴타운점|1,2층 (진관동,SW메디컬빌딩);SW메디컬빌딩 1,2층|||80714
투썸플레이스|별내용암천점|||투썸플레이스|031-571-1222|경기도 남양주시 두물로39번길 27|경기 남양주시 별내동 953-6||월 토 09:00~24:00 / 일요일,공휴일 09:00~23:30|||||투썸플레이스 별내용암천점||||80714
투썸플레이스|상봉역점|||투썸플레이스|02-492-2388|서울 중랑구 망우로 308|서울 중랑구 상봉동 101-5||일 목 09~23:00 / 금,토 09~24:00|||||투썸플레이스 상봉역점|1~2층|||80714
투썸플레이스|청주하복대점|||투썸플레이스|043-293-2323|충북 청주시 흥덕구 2순환로 1167번길 13-0|충북 청주시 흥덕구 복대2동 2830||일 목 09시~03시 / 금,토 10시~04시|||||투썸플레이스 청주하복대점|1~2층 (복대동)|||80714
투썸플레이스|방배카페거리점|||투썸플레이스|02-537-3339|서울 서초구 방배중앙로 204|서울 서초구 방배동 755-14||평일 7:00~23:00 / 주말 8:00~23:00|||||투썸플레이스 방배카페거리점|리첸시아 방배 1층;리첸시아 1층|||80714
투썸플레이스|구미형곡점|||투썸플레이스|054-443-2300|경북 구미시 신시로 69|경북 구미시 형곡동 144-7||08:00~23:00|||||투썸플레이스 구미형곡점|미르치과 1층|||80714
투썸플레이스|원주무실DT점|||투썸플레이스|033-747-2387|강원도 원주시 북원로 2056|강원 원주시 무실동 630-3||월 일 07:00~23:00|||||투썸플레이스 원주무실DT점|(무실동)|||80714
투썸플레이스|경주용황스타타워점|||투썸플레이스|054-773-7387|경북 경주시 광중길 24|경북 경주시 용강동 1276||9:00 ~ 23:30|||||투썸플레이스 경주용황스타타워점||||80714
투썸플레이스|수서역점|||투썸플레이스|02-459-3486|서울 강남구 광평로 56길 8-13|서울 강남구 수서동 725||평일 07:00~23:00 / 주말 08:00~23:00|||||투썸플레이스 수서역점||||80714
투썸플레이스|압구정640아트타워점|||투썸플레이스|02-516-4750|서울 강남구 언주로 172길 25|서울 강남구 신사동 640-11||주중/주말 07:00 ~ 23:00|||||투썸플레이스 압구정640아트타워점||||80714
투썸플레이스|군산디오션시티점|||투썸플레이스|063-446-3858|전북 군산시 궁포1로 24-9|전북 군산시 조촌동 2-18||08:30~23:00|||||투썸플레이스 군산디오션시티점||||80714
투썸플레이스|서충주신도시점|||투썸플레이스|043-854-2555|충북 충주시 중앙탑면 원앙길 8-14|||10:00~23:00|||||투썸플레이스 서충주신도시점||||80714
투썸플레이스|공덕해링턴스퀘어점|||투썸플레이스|02-2197-0222|서울 마포구 마포대로 92|서울 마포구 도화동 25-13||월 목,일 08:30~23:30 / 금,토 08:30~24:00|||||투썸플레이스 공덕해링턴스퀘어점|B동 1층;B동 1층|||80714
투썸플레이스|대전모다아울렛점|||투썸플레이스|042-544-5006|대전 유성구 대정로 5|대전 유성구 대정동 303-2||평일 10:00~21:00 / 주말 10:00~21:30|||||투썸플레이스 대전모다아울렛점|모다아울렛 1층|||80714
투썸플레이스|장유대청점|||투썸플레이스|055-322-0615|경남 김해시 계동로 217|경남 김해시 대청동 305-1||9:00 ~ 23:00|||||투썸플레이스 장유대청점||||80714
투썸플레이스|부산역점|||투썸플레이스|051-462-0220|부산 동구 중앙대로 201-0|부산 동구 초량동 1208-17||07:30 ~ 24:00|||||투썸플레이스 부산역점|(초량동)|||80714
투썸플레이스|플레이스/종로알파빌딩점|||투썸플레이스|02-725-2388|서울 종로구 종로 34|서울 종로구 서린동 70||월 금 07:00~23:00 / 토 일 08:00~23:00|||||투썸플레이스 플레이스/종로알파빌딩점|알파빌딩|||80714
투썸플레이스|안산고잔점|||투썸플레이스|031-410-0055|경기도 안산시 단원구 고잔1길 7|경기 안산시 단원구 고잔동 533-2||월 일 08:00~01:00|||||투썸플레이스 안산고잔점|석탑프라자|||80714
투썸플레이스|강동역점|||투썸플레이스|02-6377-8333|서울 강동구 천호대로 1077|서울 강동구 천호동 571||평일 07:00~23:00 / 주말 09:00~23:00|||||투썸플레이스 강동역점|이스트센트럴타워 1층|||80714
투썸플레이스|화성병점|||투썸플레이스|031-233-7500|경기도 화성시 병점1로 236-12|경기 화성시 진안동 913||09:00~ 23:00|||||투썸플레이스 화성병점|1층 칭부호 (진안동);1F 투썸플레이스|||80714
투썸플레이스|순천금당점|||투썸플레이스|061-724-9915|전남 순천시 대석길 35|전남 순천시 연향동 1477-1||09:00~23:30|||||투썸플레이스 순천금당점||||80714
투썸플레이스|인천간석역로뎀병원점|||투썸플레이스|032-425-1123|인천 미추홀구 주안로 211|인천 남구 주안동 296||08:00~23:00|||||투썸플레이스 인천간석역로뎀병원점|1층|||80714
투썸플레이스|안양관양점|||투썸플레이스|031-424-5800|경기도 안양시 동안구 관악대로 379|경기 안양시 동안구 관양동 1432-12||평일 07:30~24:00 / 주말 및 공휴일 09:00~24:00|||||투썸플레이스 안양관양점||||80714
투썸플레이스|전북남원점|||투썸플레이스|063-625-9998|전북 남원시 시청로 40|전북 남원시 도통동 536-6||09:00 ~ 23:00|||||투썸플레이스 전북남원점||||80714
투썸플레이스|용인구성점|||투썸플레이스|031-283-3830|경기도 용인시 기흥구 구성로 110|경기 용인시 기흥구 언남동 416-1||월 토 08:00~01:00 / 일 08:00~23:00|||||투썸플레이스 용인구성점|1층|||80714
투썸플레이스|대전청사점|||투썸플레이스|042-472-1258|대전 서구 청사로 234|대전 서구 둔산동 913||평일,주말:8:00~23:00|||||투썸플레이스 대전청사점|1층|||80714
투썸플레이스|창원대방점|||투썸플레이스|055-266-2330|경남 창원시 성산구 가양로 124-19|경남 창원시 성산구 대방동 365-1||09:00 ~ 23:00|||||투썸플레이스 창원대방점||||80714
투썸플레이스|강남세곡점|||투썸플레이스|02-451-9200|서울 강남구 헌릉로569길 21-30|서울 강남구 세곡동 615||08:00~23:00|||||투썸플레이스 강남세곡점||||80714
투썸플레이스|부산동아대점|||투썸플레이스|051-202-4595|부산 사하구 (하단동) 낙동대로 534-0|부산 사하구 하단동 497-12||09:30 ~ 23:00|||||투썸플레이스 부산동아대점|투썸플레이스|||80714
투썸플레이스|부산괘법점|||투썸플레이스|070-7747-1386|부산 사상구 새벽로 220|부산 사상구 괘법동 558-19||08:00 ~ 24:00|||||투썸플레이스 부산괘법점||||80714
투썸플레이스|창원감계점|||투썸플레이스|055-298-3977|경남 창원시 의창구 북면 동전로110번길 8|경남 창원시 의창구 북면 감계리 56-4||10:00~23:00|||||투썸플레이스 창원감계점|(플래츠나인1층,2층124호225호);플래츠나인1층,2층|||80714
투썸플레이스|광주매곡점|||투썸플레이스|062-571-3334|광주 북구 하백로6번길 12|광주 북구 매곡동 45-25||08:00~24:00|||||투썸플레이스 광주매곡점|1층 101호 (매곡동)|||80714
투썸플레이스|대구황금점|||투썸플레이스|053-765-1777|대구 수성구 청수로 청수로 107|대구 수성구 황금동 889-1||10:00 ~ 02:00|||||투썸플레이스 대구황금점|1층 (황금동)|||80714
투썸플레이스|반포효성점|||투썸플레이스|02-534-2103|서울 서초구 반포대로 235-0|서울 서초구 반포동 63-7||월~금 : 07:30~21:00 / 토: 09:00~21:00 / 일: 09:00~20:00|||||투썸플레이스 반포효성점|투썸플레이스 (반포동);효성빌딩 1층|||80714
투썸플레이스|대학로점|||투썸플레이스|02-745-7009|서울 종로구 대학로 89|서울 종로구 연건동 39||평일 08:00~22:00 / 토,일 09:00~22:00|||||투썸플레이스 대학로점|혜화역 3번출구 방향|||80714
투썸플레이스|구로디지털점|||투썸플레이스|02-2082-0350|서울 구로구 디지털로 306|서울 구로구 구로동 182-13||월 금 7:30~20:00 / 토 11:00~21:00 / 공휴일,일 휴무|||||투썸플레이스 구로디지털점|대륭포스트타워2차 107|||80714
투썸플레이스|인천공항출국B점|||투썸플레이스|032-743-0602|인천 중구 공항로 272|인천 중구 운서동 2851||05:00~23:00|||||투썸플레이스 인천공항출국B점|3층;인천공항 3층 출국장|||80714
투썸플레이스|대구서재점|||투썸플레이스|053-591-0088|대구 달성군 다사읍 서재로7길 36|대구 달성군 다사읍 서재리 810||09:00   23:00|||||투썸플레이스 대구서재점||||80714
투썸플레이스|센텀강변점|||투썸플레이스|051-783-2007|부산 해운대구 수영강변대로 278|부산광역시 해운대구 재송동 826-1||08시~24시|||||투썸플레이스 센텀강변점||||80714
투썸플레이스|장안점|||투썸플레이스|02-2212-1780|서울 동대문구 장한로 73|서울 동대문구 장안동 375-1||월 금 07:00~24:00 / 토,일 08:00~24:00|||||투썸플레이스 장안점||||80714
투썸플레이스|수지외식타운점|||투썸플레이스|031-263-2300|경기도 용인시 수지구 수지로 342번길 11|경기 용인시 수지구 풍덕천동 29-7||월 금 9:30~23:30 / 토,일 10:00~23:00|||||투썸플레이스 수지외식타운점||||80714
투썸플레이스|일산위시티점|||투썸플레이스|031-966-3277|경기도 고양시 일산동구 위시티로 81-0|경기 고양시 일산동구 식사동 670-28||10:00 ~ 23:00|||||투썸플레이스 일산위시티점||||80714
투썸플레이스|동여의도점|||투썸플레이스|02-761-1005|서울 영등포구 국제금융로2길 7|서울 영등포구 여의도동 24||월 토 7:00~23:00 / 일 9:00~22:00|||||투썸플레이스 동여의도점|1층 (여의도동,두레빌딩;두레빌딩1층|||80714
투썸플레이스|센텀시티홈플러스점|||투썸플레이스|051-746-2389|부산 해운대구 센텅동로 6|부산 해운대구 우동 1499||10:30~22:30 홈플러스 휴일 휴무|||||투썸플레이스 센텀시티홈플러스점|(홈플러스 텀시티점 2F,우동);홈플러스 센텀시티점 2F|||80714
투썸플레이스|부산타워점|||투썸플레이스|051-661-9320|부산 중구 용두산길 37-28|부산 중구 광복동2가 1-2||10:00~23:00|||||투썸플레이스 부산타워점|(광복동2가) 용두산 공원 팔각정 2층;용두산공원 팔각정內 2~3층|||80714
투썸플레이스|대구범물점|||투썸플레이스|053-784-1725|대구 수성구 지범로52길 61|대구 수성구 범물동 652-2||09:00 ~ 23:00|||||투썸플레이스 대구범물점|1,2층 (범물동)|||80714
투썸플레이스|문정로데오점|||투썸플레이스|02-404-0019|서울 송파구 동남로 132|서울 송파구 문정동 4-8||24시간 운영|||||투썸플레이스 문정로데오점||||80714
투썸플레이스|창원사파점|||투썸플레이스|055-262-3052|경남 창원시 성산구원이대로 773번길 27-1|경남 창원시 성산구 사파동 146||09:30~23:00|||||투썸플레이스 창원사파점|(사파동)|||80714
투썸플레이스|동탄라스플로레스점|||투썸플레이스|031-372-2504|경기도 화성시 동탄대로 537|경기 화성시 오산동 967-2416||08:30~22:00|||||투썸플레이스 동탄라스플로레스점|1층 1029.1030.1031호;1층|||80714
투썸플레이스|산본역점|||투썸플레이스|031-341-5474|경기 군포시 산본로323번길 27|경기 군포시 산본동 1142-8||월 목,일 09:00~24:00 / 금,토 09:00~01:00|||||투썸플레이스 산본역점|1층|||80714
투썸플레이스|이대역점|||투썸플레이스|02-312-8014|서울 서대문구 이화여대길 7|서울 서대문구 대현동 40-4||평일,주말,공휴일 08:30~23:50|||||투썸플레이스 이대역점|2층|||80714
투썸플레이스|해운대수목원점|||투썸플레이스|051-532-5004|부산 해운대구 반송로 617|부산광역시 해운대구 석대동 299||08시~23시|||||투썸플레이스 해운대수목원점||||80714
투썸플레이스|독산사거리점|||투썸플레이스|02-858-2329|서울 금천구 시흥대로 422|서울 금천구 독산동 287-2||평일 09:00~23:00 / 주말 및 공휴일 10:00~23:00|||||투썸플레이스 독산사거리점||||80714
투썸플레이스|강남IBC점|||투썸플레이스|02-568-5554|서울 강남구 테헤란로7길 8|서울 강남구 역삼동 648-1||07:00~22:00|||||투썸플레이스 강남IBC점|1층|||80714
투썸플레이스|등촌역점|||투썸플레이스|02-3664-2388|서울특별시 강서구 공항대로 519-0|서울 강서구 등촌1동 648-4||09:00~23:00|||||투썸플레이스 등촌역점|(등촌동)|||80714
투썸플레이스|엔타워점|||투썸플레이스|02-3455-9230|서울 용산구 남산공원길 126|서울특별시 용산구 용산동2가 1-3||10:00~22:30|||||투썸플레이스 엔타워점|(용산동2가,남산타워|||80714
투썸플레이스|부산부전역점|||투썸플레이스|051-807-6920|부산 부산진구 전포대로 275번길 65|부산 부산진구 전포동 874-12||월 금 08:30~22:30 / 토 일 09:00~22:30|||||투썸플레이스 부산부전역점||||80714
투썸플레이스|원주혁신H타워점|||투썸플레이스|033-733-6888|강원도 원주시 혁신로 19|강원 원주시 반곡동 1860-5||평일 08:00~23:00 / 주말 09:00~23:00|||||투썸플레이스 원주혁신H타워점||||80714
투썸플레이스|대치삼성점|||투썸플레이스|02-3453-2388|서울 강남구 테헤란로 620|서울 강남구 대치동 996-1||평일 7:30~22:00 / 주말 및 공휴일 09:00~21:00|||||투썸플레이스 대치삼성점||||80714
투썸플레이스|서울스퀘어점|||투썸플레이스|02-6456-8919|서울특별시 중구 한강대로 416|서울 중구 남대문로5가 541||월 금 07:30~22:00|||||투썸플레이스 서울스퀘어점|1층 (남대문로5가,서울스퀘어);서울스퀘어 1층|||80714
투썸플레이스|진주롯데시네마점|||투썸플레이스|02-0000-0000|경상남도 진주시 진양호로 521|경남 진주시 중안동 12-13||평일 09:30~23:00 / 목 토 09:30~24:00|||||투썸플레이스 진주롯데시네마점|1층 (중안동);롯데시네마 1층|||80714
투썸플레이스|골든서울호텔점|||투썸플레이스|02-3397-2080|서울 강서구 공항대로 663|서울특별시 강서구 염창동 260-7||10:00~22:00|||||투썸플레이스 골든서울호텔점|골든서울호텔 1층|||80714
투썸플레이스|천안신세계점|||투썸플레이스|070-4200-3039|충남 천안시 동남구 만남로 43|충남 천안시 동남구 신부동 354-1|||||||투썸플레이스 천안신세계점|서관 4층;서관 4층|||80714
투썸플레이스|당진터미널점|||투썸플레이스|041-352-4883|충남 당진시 당진중앙2로 415|충남 당진시 수청동 992||평일,주말:9:00~22:00|||||투썸플레이스 당진터미널점||||80714
투썸플레이스|마산창동점|||투썸플레이스|055-222-6854|경남 창원시 마산합포구 불종거리로 24|경남 창원시 마산합포구 동성동 226||08:00 ~ 23:00|||||투썸플레이스 마산창동점||||80714
투썸플레이스|청주오창2산단점|||투썸플레이스|043-218-4518|충북 청주시 청원구 오창읍 2산단로 124|충북 청주시 청원구 오창읍 주성리 647||월 금 08:00~23:00 / 토,일 09:00~23:00|||||투썸플레이스 청주오창2산단점||||80714
투썸플레이스|수원터미널점|||투썸플레이스|031-236-7007|경기도 수원시 권선구 덕영대로 1201번길 8|경기 수원시 권선구 권선동 1193||08:00~23:00|||||투썸플레이스 수원터미널점||||80714
투썸플레이스|대전관저더샵점|||투썸플레이스|042-545-2030|대전 서구 계백로828번길 65|대전 서구 관저동 1972-2||평일 8:00~23:00 / 주말 9:00~23:00|||||투썸플레이스 대전관저더샵점||||80714
투썸플레이스|광교이루리타워점|||투썸플레이스|031-214-0262|경기도 수원시 영통구 도청로 89번길 30|경기 수원시 영통구 이의동 1348-3||주중 09:00~23:00 / 주말 09:00~22:00|||||투썸플레이스 광교이루리타워점|이루리타워 1층|||80714
투썸플레이스|서판교점|||투썸플레이스|031-705-0778|경기도 성남시 운중로24번길 16|경기 성남시 분당구 판교동 612-2||09:00~23:00|||||투썸플레이스 서판교점||||80714
투썸플레이스|안양예술공원점|||투썸플레이스|031-474-2388|경기도 안양시 만안구 예술공원로 131|경기 안양시 만안구 석수동 820||09:30~22:30|||||투썸플레이스 안양예술공원점||||80714
투썸플레이스|하이원워터월드점|||투썸플레이스|033-592-0174|강원도 정선군 사북읍 하이원길 175|강원 정선군 고한읍 1-239||극성수기7~8월 08:00~22:00 / 비성수기2~5월 10:00~18:00 / 평상시 그 외 10:00~19:00|||||투썸플레이스 하이원워터월드점|하이원워터월드 입구|||80714
투썸플레이스|아크로비스타점|||투썸플레이스|02-536-3290|서울 서초구 서초중앙로 188|서울 서초구 서초동 아크로비스타 지하1층 101호 ||07:00 ~23:00|||||투썸플레이스 아크로비스타점|지하1층 101호 (서초동,아크로비스타)|||80714
투썸플레이스|대구대곡점|||투썸플레이스|053-631-9544|대구 달서구 갈밭로 24|대구 달서구 대곡동 1076-1||09:00~23:00|||||투썸플레이스 대구대곡점||||80714
투썸플레이스|송도트리플스트리트점|||투썸플레이스|032-310-9423|인천 연수구 송도과학로 16번길 33-2|인천 연수구 송도동 176-5||월 일 10:00 22:00|||||투썸플레이스 송도트리플스트리트점|B동 1,2층|||80714
투썸플레이스|밀양점|||투썸플레이스|055-356-2223|경남 밀양시 남천강변로 41|경남 밀양시 내일동 649-11||08:30   23:30|||||투썸플레이스 밀양점|(내일동)|||80714
투썸플레이스|파동가창점|||투썸플레이스|053-762-8866|대구 달성군 가창면 가창로 1127|대구 달성군 용계리 28-2||09:00 ~ 23:00|||||투썸플레이스 파동가창점||||80714
투썸플레이스|인천청라국제도시점|||투썸플레이스|032-579-9200|인천 서구 청라라임로 65|인천광역시 서구 연희동 799-10||09:00~23:30|||||투썸플레이스 인천청라국제도시점|라임타워 1층;라임타워 1층|||80714
투썸플레이스|양주옥정점|||투썸플레이스|031-866-1922|경기도 양주시 회천남로 88|경기 양주시 옥정동 963-15||월 일 9:00 23:00|||||투썸플레이스 양주옥정점|엠타워 2층;M타워 2F|||80714
투썸플레이스|홍성소향점|||투썸플레이스|041-633-1600|충남 홍성군 홍성읍 도청대로 7|충남 홍성군 홍성읍 소향리 65-19||평일:8:00~24:00 주말:9:00~23:00|||||투썸플레이스 홍성소향점||||80714
투썸플레이스|칠곡동명점|||투썸플레이스|054-973-6060|경북 칠곡군 동명면 한티로 502|경북 칠곡군 동명면 기성리 1004-1||10:00 ~ 23:00|||||투썸플레이스 칠곡동명점||||80714
투썸플레이스|예산터미널점|||투썸플레이스|041-331-0360|충남 예산군 예산읍 금오대로 4545|충남 예산군 예산읍 648-4||08:00~22:00|||||투썸플레이스 예산터미널점||||80714
투썸플레이스|제주용두암점|||투썸플레이스|064-712-7760|제주도 제주시 서해안로 626|제주특별자치도 제주시 용담3동 1023-2||08시~23시|||||투썸플레이스 제주용두암점|B동|||80714
투썸플레이스|인천논현역점|||투썸플레이스|032-421-3565|인천 남동구 청능대로 563|인천 남동구 논현동 631-7||08:00~24:00 월~일|||||투썸플레이스 인천논현역점|동아베스트프라자 106|||80714
투썸플레이스|원주터미널점|||투썸플레이스|033-744-8231|강원도 원주시 서원대로 172|강원 원주시 단계동 881-7||월~목,일요일 : 09:00 ~ 23:00 / 금,토요일 : 09:00 ~ 24:00|||||투썸플레이스 원주터미널점|(단계동)|||80714
투썸플레이스|울산호계점|||투썸플레이스|052-295-5720|울산 북구 매곡로 19|울산 북구 신천동 222-16||09:00~23:00|||||투썸플레이스 울산호계점||||80714
투썸플레이스|중구YTN점|||투썸플레이스|02-3789-2366|서울 중구 세종대로5길 22|서울 중구 봉래동1가 88-1||월요일 금요일 07:30~22:00 / 토,일,공휴일 11:00~19:00|||||투썸플레이스 중구YTN점|1층;1층|||80714
투썸플레이스|여수베네치아호텔점|||투썸플레이스|061-661-1330||전남 여수시 수정동 774-4||08:30~22:00|||||투썸플레이스 여수베네치아호텔점||||80714
투썸플레이스|여수여서점|||투썸플레이스|061-652-2200|전남 여수시 여서동1길 38|전남 여수시 여서동 225||09:00~25:00|||||투썸플레이스 여수여서점||||80714
투썸플레이스|산본사거리점|||투썸플레이스|031-399-8566|경기도 군포시 고산로 685|경기 군포시 산본동 1061||08:30~23:00|||||투썸플레이스 산본사거리점|2층|||80714
투썸플레이스|기장일광해변점|||투썸플레이스|051-723-0819|부산 기장군 일광면 기장해안로 1290|부산 기장군 일광면 삼성리 143-4||10시~24시|||||투썸플레이스 기장일광해변점||||80714
투썸플레이스|안양덕천점|||투썸플레이스|031-469-7280|경기도 안양시 만안구 태평로60번길 42|경기 안양시 만안구 안양동 1390-1||평일,주말,공휴일 09:00~24:00|||||투썸플레이스 안양덕천점|2층|||80714
투썸플레이스|강남구청역점|||투썸플레이스|02-511-0456|서울 강남구 학동로 335|서울 강남구 논현동 118-15||08:00   22:30|||||투썸플레이스 강남구청역점||||80714
투썸플레이스|마산행복농원점|||투썸플레이스|055-241-1178|경남 창원시 마산합포구 가포로 589|경남 창원시 마산합포구 덕동동 64-5||10:00~23:00|||||투썸플레이스 마산행복농원점|구）대덕농원|||80714
투썸플레이스|마포역점|||투썸플레이스|02-714-3538|서울 마포구 마포대로 44|서울 마포구 도화동 37||평일 08:00~23:30 / 주말 09:00~23:30|||||투썸플레이스 마포역점|2층|||80714
투썸플레이스|강남도산점|||투썸플레이스|02-3445-7523|서울 강남구 도산대로37길 19|서울 강남구 신사동 594-14||평일 07:00~25:00  / 주말  09:00~ 24:00|||||투썸플레이스 강남도산점|1층 (신사동);1층|||80714
투썸플레이스|망원역점|||투썸플레이스|02-3141-0303|서울 마포구 월드컵로 62-0|서울 마포구 서교동 476-21||월 ~ 일 7:00~25:00|||||투썸플레이스 망원역점|(서교동)|||80714
투썸플레이스|인천완정점|||투썸플레이스|032-566-5514|인천 서구 청마로 19번길 20|인천 서구 당하동 1082-2||09:00 ~ 23:00|||||투썸플레이스 인천완정점||||80714
투썸플레이스|광주수완점|||투썸플레이스|062-956-7977|광주 광산구 임방울대로 355|광주 광산구 수완동 953||09:00~24:00|||||투썸플레이스 광주수완점|(수완동);정인빌딩1층|||80714
투썸플레이스|용인동백역점|||투썸플레이스|031-8005-6104|경기도 용인시 기흥구 동백중앙로 237|경기 용인시 기흥구 중동 851-2||08:00~22:30|||||투썸플레이스 용인동백역점||||80714
투썸플레이스|서초고려점|||투썸플레이스|02-3478-0900|서울 서초구 서초대로 353|서울 서초구 서초동 1688-5||월 금 7:30~23:00 / 토요일 8:30~23:00 / 일 9:00~23:00|||||투썸플레이스 서초고려점|1층 (서초동);유니온타원1층|||80714
투썸플레이스|인천공항교통센터점|||투썸플레이스|032-743-7045|인천광역시 중구 공항로 271|인천 중구 운서동 2851||6:30~22:00|||||투썸플레이스 인천공항교통센터점|인천국제공항 여객터미널 지하1층 교통센터 (운서동);인천국제공항 여객터미널 지하1층 교통센터|||80714
투썸플레이스|여수덕충오션블루점|||투썸플레이스|061-666-3110|전남 여수시 덕충안길 92|전남 여수시 덕충동 2037-4||08:00~22:00|||||투썸플레이스 여수덕충오션블루점||||80714
투썸플레이스|금호힐스테이트점|||투썸플레이스|02-2282-2553|서울 성동구 금호로 40|서울특별시 성동구 금호동4가 56-1||08:00~23:00|||||투썸플레이스 금호힐스테이트점||||80714
투썸플레이스|진해용원점|||투썸플레이스|055-544-3500|경남 창원시 진해구 4청안로 241-61|경남 창원시 진해구 안골동 413-14||09:00~23:00|||||투썸플레이스 진해용원점|외 3필지 (안골동);투썸플레이스|||80714
투썸플레이스|광주장덕점|||투썸플레이스|062-951-5531|광주 광산구 장신로 39|광주광역시 광산구 장덕동 1270||10:00~22:30|||||투썸플레이스 광주장덕점|1층 (장덕동)|||80714
투썸플레이스|서현중앙점|||투썸플레이스|031-706-0055|경기도 성남시 분당구 황새울로 337|경기 성남시 분당구 서현동 260-6||일 목 08:00~23:00 / 금,토 08:00~24:00|||||투썸플레이스 서현중앙점||||80714
투썸플레이스|김포풍무점|||투썸플레이스|031-998-8001|경기도 김포시 풍무로 83|경기도 김포시 풍무동 419-1||9:00~23:00|||||투썸플레이스 김포풍무점|1층|||80714
투썸플레이스|김천신음점|||투썸플레이스|054-434-5989|경북 김천시 시청로 98|경북 김천시 신음동 482-8||09:00~24:00|||||투썸플레이스 김천신음점||||80714
투썸플레이스|창원경상대병원점|||투썸플레이스|055-274-3667|경남 창원시 성산구 삼정자로 7|경남 창원시 성산구 성주동 146-4||08:00 ~ 22:00|||||투썸플레이스 창원경상대병원점|남천프라자 2층|||80714
투썸플레이스|원주시청점|||투썸플레이스|033-742-7781||강원 원주시 무실동 1724-6||08시~23시|||||투썸플레이스 원주시청점||||80714
투썸플레이스|익산모현점|||투썸플레이스|063-837-7500|전북 익산시 배산로3길 24-5|전북 익산시 모현동1가 582-1||09:00~23:00|||||투썸플레이스 익산모현점|1층|||80714
투썸플레이스|인천구월아시아드점|||투썸플레이스|032-471-8310|인천 남동구 선수촌공원로 36|인천광역시 남동구 구월동 1527||09:00 ~ 23:00|||||투썸플레이스 인천구월아시아드점|103,104,105호 (구월동);더블루시티 1층|||80714
