##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@스타벅스
스타벅스|교대역점|127.01394|37.494207|스타벅스|02-758-8757|서울특별시 서초구 서초중앙로 138|서울특별시 서초구 서초동 1693-3|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 교대역점|(서초동) 우림빌딩;우림빌딩|||80702
스타벅스|양재역점|127.0367682|37.4820475|스타벅스|02-758-8816|서울특별시 서초구 강남대로 202|서울특별시 서초구 양재동 14-4|스타벅스리저브;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 양재역점|(양재동) 모산빌딩;모산빌딩|||80702
스타벅스|논현역점|127.0205875|37.5111983|스타벅스|02-758-8819|서울특별시 서초구 강남대로 557|서울특별시 서초구 잠원동 37-7|에스프레소초이스;콜드브루커피;현금없는매장;터미널/기차역;병원;지하철인접||||||스타벅스 논현역점|(잠원동) 1~2층;1~ 2층|||80702
스타벅스|이수역점|126.98274029999993|37.4864664|스타벅스|02-758-8794|서울특별시 서초구 동작대로 112|서울특별시 서초구 방배동 3000-1|스타벅스리저브;콜드브루커피;현금없는매장;터미널/기차역;지하철인접||||||스타벅스 이수역점|(방배동)|||80702
스타벅스|내방역점|126.992455|37.490004|스타벅스|02-758-8740|서울특별시 서초구 방배로 184|서울특별시 서초구 방배동 851-1|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 내방역점|(방배동) 대풍빌딩;대풍빌딩|||80702
스타벅스|서초파라곤점|127.027422|37.494941|스타벅스|02-758-8716|서울특별시 서초구 서초대로74길 29|서울특별시 서초구 서초동 1327-29|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 서초파라곤점|(서초동) 서초파라곤;서초파라곤|||80702
스타벅스|서울아트센터점|127.012368|37.480866|스타벅스|02-758-8738|서울특별시 서초구 남부순환로 2395|서울특별시 서초구 서초동 1464-22|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 서울아트센터점|(서초동) 호경빌딩;호경빌딩|||80702
스타벅스|서초중앙로점|127.01152|37.501691|스타벅스|02-758-8715|서울특별시 서초구 서초중앙로 225|서울특별시 서초구 반포동 52-6|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 서초중앙로점|남도빌딩|||80702
스타벅스|센트럴시티점|127.004459|37.504707|스타벅스|02-758-8656|서울특별시 서초구 신반포로 176|서울특별시 서초구 반포동 19-3|에스프레소초이스;콜드브루커피;터미널/기차역;지하철인접||||||스타벅스 센트럴시티점|(반포동)|||80702
스타벅스|강남삼성타운점|127.0277144|37.49562035|스타벅스|02-758-8213|서울특별시 서초구 서초대로78길 24|서울특별시 서초구 서초동 1327-5|에스프레소초이스;콜드브루커피;나이트로콜드브루커피;지하철인접||||||스타벅스 강남삼성타운점|(서초동);외 1필지|||80702
스타벅스|방배역점|126.9976438|37.48200755|스타벅스|02-758-8086|서울특별시 서초구 방배로 84|서울특별시 서초구 방배동 908-10|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 방배역점|(방배동)|||80702
스타벅스|반포역점|127.011959|37.508589|스타벅스|02-758-8141|서울특별시 서초구 신반포로 257|서울특별시 서초구 잠원동 58-24|에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 반포역점|(잠원동) 신반포11차상가;신반포11차상가|||80702
스타벅스|남부터미널점|127.0169464|37.48467334|스타벅스|02-758-8085|서울특별시 서초구 서초중앙로 26|서울특별시 서초구 서초동 1445-4|에스프레소초이스;주차;콜드브루커피;현금없는매장;터미널/기차역;지하철인접||||||스타벅스 남부터미널점|래미안서초유니빌 1층 101호 (서초동);래미안 서초유니빌 1층 101호|||80702
스타벅스|뉴코아강남점|127.0069582|37.51031339|스타벅스|02-758-8032|서울특별시 서초구 잠원로 69|서울특별시 서초구 잠원동 70-1|에스프레소초이스;주차;콜드브루커피;입점;지하철인접||||||스타벅스 뉴코아강남점|(잠원동) 킴스클럽;킴스클럽|||80702
스타벅스|강남2점|127.02549090000002|37.5000875|스타벅스|02-758-8081|서울특별시 서초구 서초대로77길 27|서울특별시 서초구 서초동 1307-19|에스프레소초이스;콜드브루커피;지하철인접||||||스타벅스 강남2점|유빌딩 1,2층 (서초동);유빌딩 1,2층|||80702
스타벅스|교대점|127.0142207|37.4923611|스타벅스|02-758-8073|서울특별시 서초구 서초중앙로 118|서울특별시 서초구 서초1동 1657-5|에스프레소초이스;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 교대점|(서초동)|||80702
스타벅스|하이브랜드점|127.0368447|37.46330766|스타벅스|02-2155-4117|서울특별시 서초구 매헌로 16|서울특별시 서초구 양재2동 215|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 하이브랜드점|리빙관 101호 (양재동);리빙관 101호|||80702
스타벅스|신논현역점|127.023636|37.50529|스타벅스|02-758-8756|서울특별시 서초구 강남대로 483|서울특별시 서초구 반포동 748-1|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 신논현역점|(반포동) 청호빌딩|||80702
스타벅스|영동2교점|127.0425748|37.48203954|스타벅스|02-758-8291|서울특별시 서초구 논현로 139|서울특별시 서초구 양재동 4-3|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 영동2교점|대흥빌딩 (양재동);대흥빌딩|||80702
스타벅스|남부터미널2점|127.0142192|37.48436736|스타벅스|02-758-8229|서울특별시 서초구 효령로 274|서울특별시 서초구 서초동 1457-1|에스프레소초이스;콜드브루커피;현금없는매장;터미널/기차역;지하철인접||||||스타벅스 남부터미널2점|(서초동)|||80702
스타벅스|서래마을입구점|126.9984801|37.49925284|스타벅스|02-3482-8257|서울특별시 서초구 서래로 48|서울특별시 서초구 반포4동 92-1|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 서래마을입구점|(반포동)|||80702
스타벅스|몬테소리점|127.026865|37.4982695|스타벅스|02-758-8225|서울특별시 서초구 강남대로 399|서울특별시 서초구 서초동 1318-8|에스프레소초이스;콜드브루커피;지하철인접||||||스타벅스 몬테소리점|(서초동)|||80702
스타벅스|서초역점|127.0086118|37.49067495|스타벅스|02-758-8289|서울특별시 서초구 반포대로 118|서울특별시 서초구 서초동 1542-14|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 서초역점|(서초동)|||80702
스타벅스|예술의전당점|127.0134724|37.48115265|스타벅스|02-758-8313|서울특별시 서초구 남부순환로323길 1|서울특별시 서초구 서초동 1451-95|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 예술의전당점|1층 (서초동);1층|||80702
스타벅스|교대법원점|127.013336|37.496329|스타벅스|02-758-8400|서울특별시 서초구 서초중앙로 164|서울특별시 서초구 서초동 1699-3|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 교대법원점|(서초동)|||80702
스타벅스|강남GT타워점|127.02583300000003|37.498056|스타벅스|02-758-8477|서울특별시 서초구 서초대로 411|서울특별시 서초구 서초동 1317-23|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 강남GT타워점|GT타워 (서초동);GT타워|||80702
스타벅스|서초동점|127.021525|37.485941|스타벅스|02-758-8459|서울특별시 서초구 남부순환로339길 64|서울특별시 서초구 서초동 1439-14|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 서초동점|현우빌딩 1층 (서초동);현우빌딩 1층|||80702
스타벅스|서울교대점|127.015134|37.487397|스타벅스|02-758-8332|서울특별시 서초구 서초중앙로 64|서울특별시 서초구 서초동 1623-1|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 서울교대점|1층 (서초동);1층|||80702
스타벅스|강남에비뉴점|127.023894|37.5027|스타벅스|02-758-8587|서울특별시 서초구 서초대로77길 62|서울특별시 서초구 서초동 1303-16|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 강남에비뉴점|강남역아이파크 B102~B105 (서초동);강남역아이파크 B102~B105|||80702
스타벅스|종암DT점|127.0360401|37.5919525|스타벅스|02-925-3469|서울특별시 성북구 종암로 17|서울특별시 성북구 종암동 29-10|드라이브스루;에스프레소초이스;콜드브루커피;대학가;지하철인접||||||스타벅스 종암DT점|(종암동)|||80702
스타벅스|미아점|127.029303|37.607581|스타벅스|02-913-3364|서울특별시 성북구 동소문로 314|서울특별시 성북구 하월곡동 89-7|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 미아점|(하월곡동);부영빌딩|||80702
스타벅스|성신여대정문점|127.018800|37.590910|스타벅스|02-922-3281|서울특별시 성북구 보문로34길 62|서울특별시 성북구 동선동2가 134|에스프레소초이스;콜드브루커피;현금없는매장;대학가||||||스타벅스 성신여대정문점|(동선동2가);모아빌딩|||80702
스타벅스|종암점|127.033847|37.601095|스타벅스|02-758-8980|서울특별시 성북구 종암로 122|서울특별시 성북구 종암동 3-686|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 종암점|(종암동);시원빌딩|||80702
스타벅스|삼선교점|127.00732070000003|37.588696|스타벅스|02-758-8714|서울특별시 성북구 동소문로 10|서울특별시 성북구 동소문동2가 11번지외 1필지 중 가호 1~ 2층 |에스프레소초이스;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 삼선교점|(동소문동2가)|||80702
스타벅스|월곡역점|127.040446|37.601718|스타벅스|02-758-8608|서울특별시 성북구 화랑로 76|서울특별시 성북구 하월곡동 46-73|에스프레소초이스;주차;콜드브루커피;현금없는매장;입점;지하철인접||||||스타벅스 월곡역점|101-1호 (하월곡동);101-1호|||80702
스타벅스|고대점|127.0297352|37.58397192|스타벅스|02-758-8067|서울특별시 성북구 인촌로24길 51|서울특별시 성북구 안암동5가 104-30|에스프레소초이스;콜드브루커피;현금없는매장;대학가||||||스타벅스 고대점|(안암동5가)|||80702
스타벅스|현대미아점|127.0287483|37.60837822|스타벅스|02-758-8203|서울특별시 성북구 동소문로 315|서울특별시 성북구 길음동 20-1|에스프레소초이스;주차;콜드브루커피;입점||||||스타벅스 현대미아점|현대백화점미아점 지하1층 (길음동);현대백화점미아점지하 1층|||80702
스타벅스|성신여대점|127.018379|37.593135|스타벅스|02-758-8499|서울특별시 성북구 동소문로24길 12|서울특별시 성북구 동선동1가 92-1|에스프레소초이스;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 성신여대점|(동선동1가)|||80702
스타벅스|안암역점|127.030556|37.586319|스타벅스|02-758-8541|서울특별시 성북구 인촌로 102-2|서울특별시 성북구 안암동5가 92|에스프레소초이스;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 안암역점|(안암동5가)|||80702
스타벅스|한성대입구역점|127.004839|37.589054|스타벅스|02-758-8455|서울특별시 성북구 성북로 11|서울특별시 성북구 성북동1가 35-1|에스프레소초이스;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 한성대입구역점|(성북동1가)|||80702
스타벅스|송파나루역DT점|127.1102658|37.510793|스타벅스|02-421-3622|서울특별시 송파구 오금로 142|서울특별시 송파구 송파동 59-9|드라이브스루;에스프레소초이스;콜드브루커피;지하철인접||||||스타벅스 송파나루역DT점|(송파동);송봉주유소|||80702
스타벅스|잠실시그마타워점|127.102493|37.514567|스타벅스|02-417-3614|서울특별시 송파구 올림픽로 289|서울특별시 송파구 신천동 7-19|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 잠실시그마타워점|(신천동);잠실시그마타워|||80702
스타벅스|문정법원로R점|127.119164|37.487447|스타벅스|02-881-5012|서울특별시 송파구 송파대로 201|서울특별시 송파구 문정동 642|스타벅스리저브;주차;콜드브루커피;현금없는매장;나이트로콜드브루커피||||||스타벅스 문정법원로R점|(문정동);송파 테라타워2|||80702
스타벅스|송파개롱역점|127.13652|37.496956|스타벅스|02-401-3574|서울특별시 송파구 오금로 420|서울특별시 송파구 가락동 174-14|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 송파개롱역점|(가락동);한라산업개발빌딩|||80702
스타벅스|문정하비오점|127.123446|37.481925|스타벅스|02-401-3431|서울특별시 송파구 송파대로 111|서울특별시 송파구 문정동 618|에스프레소초이스;주차;콜드브루커피;현금없는매장;입점||||||스타벅스 문정하비오점|(문정동,파크하비오) 204동 104호~107호;파크하비오 204동 104호~107호|||80702
스타벅스|문정역점|127.122237|37.484813|스타벅스|02-2054-3836|서울특별시 송파구 송파대로 167|서울특별시 송파구 문정동 651|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 문정역점|(문정동)테라타워 B동 137호~139호,204호;테라타워 B동 137호~139호,204호|||80702
스타벅스|잠실대교남단R점|127.099006|37.515511|스타벅스|02-416-0020|서울특별시 송파구 올림픽로35길 141|서울특별시 송파구 신천동 7-30|스타벅스리저브;주차;콜드브루커피;나이트로콜드브루커피;지하철인접||||||스타벅스 잠실대교남단R점|(신천동);타워730 1층|||80702
스타벅스|송파위례점|127.144067|37.478264|스타벅스|02-3012-3457|서울특별시 송파구 위례광장로 230|서울특별시 송파구 장지동 884|에스프레소초이스;콜드브루커피;현금없는매장;나이트로콜드브루커피||||||스타벅스 송파위례점|(장지동,위례2차아이파크);위례2차아이파크 제상가 3동 1층 C-104,105,106,107호|||80702
스타벅스|송파방이DT점|127.120495|37.506564|스타벅스|02-414-3269|서울특별시 송파구 오금로 241|서울특별시 송파구 방이동 226-10|드라이브스루;에스프레소초이스;콜드브루커피||||||스타벅스 송파방이DT점|(방이동)|||80702
스타벅스|송파구청점|127.107404|37.514573|스타벅스|02-2145-0300|서울특별시 송파구 오금로 87|서울특별시 송파구 방이동 22-5|에스프레소초이스;콜드브루커피;현금없는매장;나이트로콜드브루커피;지하철인접||||||스타벅스 송파구청점|(방이동);잠실리시온 1층|||80702
스타벅스|올림픽평화의문점|127.11648190000005|37.5156426|스타벅스|02-758-8983|서울특별시 송파구 위례성대로 38|서울특별시 송파구 방이동 180-8|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 올림픽평화의문점|(방이동) 해태그린피아빌라트;해태그린피아빌라트|||80702
스타벅스|송파아이파크점|127.122379|37.479892|스타벅스|02-409-3245|서울특별시 송파구 법원로 55|서울특별시 송파구 문정동 624|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 송파아이파크점|(문정동);송파아이파크 C-301호|||80702
스타벅스|송파사거리점|127.1103904|37.5022788|스타벅스|02-758-8931|서울특별시 송파구 송파대로 386|서울특별시 송파구 송파동 96-7|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 송파사거리점|(송파동)|||80702
스타벅스|석촌서호점|127.0964684|37.5063929|스타벅스|02-758-8874|서울특별시 송파구 석촌호수로 176|서울특별시 송파구 삼전동 130-2|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 석촌서호점|(삼전동)|||80702
스타벅스|문정로데오점|127.1262696|37.491905|스타벅스|02-758-8860|서울특별시 송파구 동남로 141|서울특별시 송파구 가락동 125-6|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 문정로데오점|(가락동)|||80702
스타벅스|올림픽훼미리점|127.116308|37.491626|스타벅스|02-758-8793|서울특별시 송파구 중대로 68|서울특별시 송파구 문정동 150-26|에스프레소초이스;주차;콜드브루커피;현금없는매장;터미널/기차역;지하철인접||||||스타벅스 올림픽훼미리점|(문정동);훼미리샤르망 101~104호|||80702
스타벅스|올림픽공원남문점|127.123113|37.5133|스타벅스|02-758-8769|서울특별시 송파구 위례성대로 102|서울특별시 송파구 방이동 181|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 올림픽공원남문점|(방이동);외 2필지|||80702
스타벅스|방이역점|127.126569|37.508666|스타벅스|02-758-8698|서울특별시 송파구 마천로 53|서울특별시 송파구 오금동 17-8|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 방이역점|1~2층 (오금동);1~ 2층|||80702
스타벅스|석촌호수점|127.104993|37.509581|스타벅스|02-758-8693|서울특별시 송파구 석촌호수로 262|서울특별시 송파구 송파동 7-4|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 석촌호수점|(송파동);7-5 (석촌호수로 262) 1~3층|||80702
스타벅스|잠실푸르지오월드점|127.103426|37.517649|스타벅스|02-758-8652|서울특별시 송파구 올림픽로35가길 9|서울특별시 송파구 신천동 11-4|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 잠실푸르지오월드점|잠실푸르지오월드마크 1층 (신천동);잠실푸르지오월드마크 1층|||80702
스타벅스|잠실새내역점|127.081062|37.511679|스타벅스|02-758-8643|서울특별시 송파구 올림픽로 96|서울특별시 송파구 잠실동 181외 3필지 |에스프레소초이스;콜드브루커피;지하철인접||||||스타벅스 잠실새내역점|(잠실동)|||80702
스타벅스|잠실역점|127.099231|37.515272|스타벅스|02-758-8077|서울특별시 송파구 송파대로 562|서울특별시 송파구 신천동 한빛프라자 7-17|에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 잠실역점|한빛프라자 1층,2층 (신천동);1층,2층|||80702
스타벅스|갤러리아팰리스점|127.0938059|37.51108365|스타벅스|02-758-8118|서울특별시 송파구 올림픽로 212|서울특별시 송파구 잠실동 40|스타벅스리저브;주차;콜드브루커피;현금없는매장||||||스타벅스 갤러리아팰리스점|갤러리아 팰리스 (잠실동);갤러리아 팰리스|||80702
스타벅스|아시아선수촌점|127.0790472|37.51052862|스타벅스|02-758-8124|서울특별시 송파구 백제고분로 69|서울특별시 송파구 잠실동 175|주차;콜드브루커피;지하철인접||||||스타벅스 아시아선수촌점|(잠실동)|||80702
스타벅스|올림픽아파트점|127.133237|37.515315|스타벅스|02-758-8580|서울특별시 송파구 양재대로 1222|서울특별시 송파구 방이동 89-12|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 올림픽아파트점|(방이동)|||80702
스타벅스|가락본동점|127.118785|37.494895|스타벅스|02-758-8495|서울특별시 송파구 송파대로30길 13|서울특별시 송파구 가락동 97-7|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 가락본동점|(가락동)|||80702
스타벅스|석촌역점|127.10610769999994|37.5042626|스타벅스|02-758-8350|서울특별시 송파구 백제고분로 358|서울특별시 송파구 석촌동 286-9|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 석촌역점|1층 (석촌동);1층|||80702
스타벅스|가락시장역점|127.121354|37.494299|스타벅스|02-758-8469|서울특별시 송파구 중대로 121|서울특별시 송파구 가락동 79|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 가락시장역점|롯데캐슬 파인힐 1층 (가락동);롯데캐슬 파인힐 1층|||80702
스타벅스|가든파이브점|127.11937030000001|37.4782316|스타벅스|02-758-8406|서울특별시 송파구 충민로 10|서울특별시 송파구 문정동 292|에스프레소초이스;주차;콜드브루커피;입점||||||스타벅스 가든파이브점|(문정동) 가든파이브툴;가든파이브툴 지하1층|||80702
스타벅스|등촌역점|126.868070|37.548884|스타벅스|02-2645-3631|서울특별시 양천구 공항대로 566|서울특별시 양천구 목동 602-2|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 등촌역점|(목동) 1층 2층|||80702
스타벅스|목동행복한점|126.876099|37.529147|스타벅스|02-2643-3652|서울특별시 양천구 목동동로 309|서울특별시 양천구 목동 917-6|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 목동행복한점|(목동);행복한세상|||80702
스타벅스|신정DT점|126.858865|37.521993|스타벅스|02-2604-3441|서울특별시 양천구 신월로 341|서울특별시 양천구 신정동 981-15|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 신정DT점|(신정동)|||80702
스타벅스|목동역점|126.863986|37.526684|스타벅스|02-2602-3505|서울특별시 양천구 목동로 203|서울특별시 양천구 신정동 900-10|에스프레소초이스;주차;콜드브루커피;현금없는매장;병원;지하철인접||||||스타벅스 목동역점|(신정동) 1층일부|||80702
스타벅스|목동오목로점|126.868438|37.525923|스타벅스|02-2642-3326|서울특별시 양천구 오목로 279|서울특별시 양천구 목동 406-4|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 목동오목로점|(목동) 102,103,104,105호;현대프라자|||80702
스타벅스|목동8단지점|126.868841|37.520518|스타벅스|02-2061-3381|서울특별시 양천구 목동서로 299|서울특별시 양천구 신정동 319-23|에스프레소초이스;콜드브루커피;현금없는매장;나이트로콜드브루커피;지하철인접||||||스타벅스 목동8단지점|(신정동);토피아빌딩|||80702
스타벅스|오목교역점|126.87652120000007|37.5235882|스타벅스|02-758-8941|서울특별시 양천구 오목로 354|서울특별시 양천구 목동 404-13|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 오목교역점|(목동)|||80702
스타벅스|신월IC/DT점|126.831983|37.5294984|스타벅스|02-758-8930|서울특별시 양천구 남부순환로 430|서울특별시 양천구 신월동 205-49|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 신월IC/DT점|(신월동)|||80702
스타벅스|목동7단지점|126.87053|37.528012|스타벅스|02-758-8842|서울특별시 양천구 목동서로 213|서울특별시 양천구 목동 923|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 목동7단지점|(목동) 세신비젼프라자;세신비젼프라자|||80702
스타벅스|목동하이페리온점|126.870316|37.524931|스타벅스|02-758-8610|서울특별시 양천구 오목로 300|서울특별시 양천구 목동 961|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 목동하이페리온점|(목동);현대하이페리온2상가 205동|||80702
스타벅스|목동5단지점|126.88212|37.536706|스타벅스|02-758-8615|서울특별시 양천구 목동동로 411|서울특별시 양천구 목동 908-34|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 목동5단지점|1동 116호 (목동,부영그린타운3차);부영그린타운3차 1동 116호|||80702
스타벅스|목동점|126.8785597|37.53638383|스타벅스|02-758-8099|서울특별시 양천구 목동서로 67|서울특별시 양천구 목동 907-4|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 목동점|(목동) 우성에펠타운;우성에펠타운 (우성에펠타운빌딩)|||80702
스타벅스|현대목동점|126.875023|37.526848|스타벅스|02-2163-1750|서울특별시 양천구 목동동로 257|서울특별시 양천구 목1동 916|에스프레소초이스;주차;콜드브루커피;입점;지하철인접||||||스타벅스 현대목동점|현대백화점목동점 지하2층 (목동);현대백화점 목동점 지하2층|||80702
스타벅스|목동파라곤점|126.874996|37.52947|스타벅스|02-758-8353|서울특별시 양천구 목동서로 155|서울특별시 양천구 목동 917|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 목동파라곤점|목동파라곤 1층 (목동);목동파라곤 1층|||80702
스타벅스|샛강역점|126.9312716|37.5183551|스타벅스|02-780-3743|서울특별시 영등포구 여의대방로 376|서울특별시 영등포구 여의도동 55-2|주차;콜드브루커피;현금없는매장||||||스타벅스 샛강역점|(여의도동)|||80702
스타벅스|영등포역점|126.9091390|37.5169614|스타벅스|02-2068-3692|서울특별시 영등포구 경인로 870|서울특별시 영등포구 영등포동1가 143-3|에스프레소초이스;콜드브루커피;현금없는매장;입점;터미널/기차역;지하철인접||||||스타벅스 영등포역점|(영등포동1가);영등포 J&AMP;S|||80702
스타벅스|당산대로점|126.903804|37.533121|스타벅스|02-2631-3397|서울특별시 영등포구 양평로 22|서울특별시 영등포구 당산동6가 217-2|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 당산대로점|(당산동6가)|||80702
스타벅스|여의도IFC몰(L1)R점|126.925508|37.525127|스타벅스|02-6137-5178|서울특별시 영등포구 국제금융로 10|서울특별시 영등포구 여의도동 23|스타벅스리저브;주차;콜드브루커피;입점;지하철인접||||||스타벅스 여의도IFC몰(L1)R점|(여의도동) 지하1층 178호;서울 국제금융 센터 지하1층 178호|||80702
스타벅스|여의도KBS/R점|126.918456|37.526596|스타벅스|02-782-3470|서울특별시 영등포구 의사당대로 26|서울특별시 영등포구 여의도동 17-9|스타벅스리저브;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 여의도KBS/R점|(여의도동)|||80702
스타벅스|여의도화재보험점|126.926004|37.521345|스타벅스|02-782-3565|서울특별시 영등포구 국제금융로6길 38|서울특별시 영등포구 여의도동 35-4|콜드브루커피;현금없는매장;지하철인접||||||스타벅스 여의도화재보험점|(여의도동);한국화재보험협회|||80702
스타벅스|국회대로점|126.919549|37.530260|스타벅스|02-761-3466|서울특별시 영등포구 국회대로 786|서울특별시 영등포구 여의도동 14|콜드브루커피;현금없는매장||||||스타벅스 국회대로점|(여의도동);B&B타워|||80702
스타벅스|영등포KT점|126.904706|37.526792|스타벅스|02-2671-3369|서울특별시 영등포구 영중로 119|서울특별시 영등포구 영등포동8가 35-1|에스프레소초이스;콜드브루커피;현금없는매장;입점||||||스타벅스 영등포KT점|(영등포동8가)|||80702
스타벅스|여의도공원R점|126.924872|37.529231|스타벅스|02-3775-3359|서울특별시 영등포구 여의공원로 101|서울특별시 영등포구 여의도동 12|스타벅스리저브;주차;콜드브루커피;나이트로콜드브루커피||||||스타벅스 여의도공원R점|(여의도동);C.C.M.M빌딩|||80702
스타벅스|국회의사당역점|126.916882|37.527831|스타벅스|02-780-3346|서울특별시 영등포구 의사당대로 8|서울특별시 영등포구 여의도동 17-3|콜드브루커피;현금없는매장||||||스타벅스 국회의사당역점|(여의도동);삼환까뮤빌딩|||80702
스타벅스|선유도역점|126.894594|37.537268|스타벅스|02-2634-3258|서울특별시 영등포구 양평로 115|서울특별시 영등포구 양평동4가 98-5|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 선유도역점|(양평동4가)|||80702
스타벅스|여의도역점|126.923439|37.523328|스타벅스|02-761-3236|서울특별시 영등포구 의사당대로 83|서울특별시 영등포구 여의도동 23-6|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 여의도역점|(여의도동) 한국휴렛팩커드빌딩;한국휴렛팩커드빌딩|||80702
스타벅스|선유동이레빌딩점|126.896912|37.534109|스타벅스|02-2068-3224|서울특별시 영등포구 선유동2로 57|서울특별시 영등포구 양평동4가 2|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 선유동이레빌딩점|(양평제1동) 이레빌딩;이레빌딩|||80702
스타벅스|동여의도점|126.9317957|37.5199494|스타벅스|02-758-8875|서울특별시 영등포구 국제금융로 86|서울특별시 영등포구 여의도동 43-4|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 동여의도점|(여의도동) 롯데캐슬 아이비;롯데캐슬 아이비 (롯데캐슬IVY)|||80702
스타벅스|여의도ABL타워점|126.92779|37.518749|스타벅스|02-758-8834|서울특별시 영등포구 의사당대로 147|서울특별시 영등포구 여의도동 45-21|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 여의도ABL타워점|(여의도동) 알리안츠타워;알리안츠타워|||80702
스타벅스|영등포신길DT점|126.910073|37.504566|스타벅스|02-758-8813|서울특별시 영등포구 신길로 137|서울특별시 영등포구 신길동 252-9|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 영등포신길DT점|(신길동);253-331,253-333,253-334,253-335,253-336|||80702
