##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@공공도서관
안양시립관양도서관||||공공도서관|031-8045-6321|경기도 안양시 동안구 동편로 124||||||||안양시립관양도서관|(관양동) 안양시립관양도서관|||200101
안양시립비산도서관||||공공도서관|031-8045-6243|경기도 안양시 동안구 관악대로 123||||||||안양시립비산도서관|(비산도서관 주건축물제1동)|||200101
안양시립삼덕도서관||||공공도서관|031-8045-6350|경기도 안양시 만안구 병목안로 58||||||||안양시립삼덕도서관|(안양동) 안양시립삼덕도서관|||200101
안양시만안도서관||||공공도서관|031-8045-6151|경기도 안양시 만안구 냉천로 51||||||||안양시만안도서관|(안양시립만안도서관)|||200101
안양시박달도서관||||공공도서관|031-8045-6181|경기도 안양시 만안구 박달로 459||||||||안양시박달도서관|(안양시립박달도서관)|||200101
안양시벌말도서관||||공공도서관|031-8045-6301|경기도 안양시 동안구 흥안대로434번길 19-27||||||||안양시벌말도서관|(평촌동) 19 27 (안양시벌말도서관)|||200101
안양시석수도서관||||공공도서관|031-8045-6103|경기도 안양시 만안구 양화로217번길 34||||||||안양시석수도서관|(석수동) 34 (석수도서관)|||200101
안양시평촌도서관||||공공도서관|031-8045-6212||경기 안양시 동안구 관양동 1589-2|||||||안양시평촌도서관||||200101
안양시호계도서관||||공공도서관|031-8045-6261|경기도 안양시 동안구 경수대로685번길 26||||||||안양시호계도서관|(안양시립호계도서관)|||200101
안양어린이도서관||||공공도서관|031-8045-6281|경기도 안양시 동안구 동안로 66||||||||안양어린이도서관|(호계동) 안양어린이도서관|||200101
양곡도서관||||공공도서관|031-980-5414|경기도 김포시 양촌읍 양곡4로197번길 40||||||||양곡도서관|양곡도서관|||200101
양산도서관||||공공도서관|031-8036-6162|경기도 오산시 양산로410번길 34||||||||양산도서관|(양산동) 양산로 410번길 34|||200101
양주시/고읍도서관||||공공도서관|031-8082-7441|경기도 양주시 고읍남로 207||||||||양주시 고읍도서관||||200101
양주시/남면도서관||||공공도서관|031-8082-7430|경기 양주시 남면 개나리17길 24||||||||양주시 남면도서관|(신산리) 남면도서관|||200101
양주시/덕계도서관||||공공도서관|031-8082-7450|경기도 양주시 평화로1475번길 39||||||||양주시 덕계도서관|(덕계동) 39 회천2동 복합청사 7·8층|||200101
양주시덕정도서관||||공공도서관|031-8082-7422|경기도 양주시 화합로 1371번길 11||||||||양주시덕정도서관||||200101
양주시립꿈나무도서관||||공공도서관|031-8082-7402|경기 양주시 백석읍 꿈나무로 199||||||||양주시립꿈나무도서관|꿈나무도서관|||200101
양주희망도서관||||공공도서관|031-8082-7462|경기도 양주시 삼숭로38번길 78-47||||||||양주희망도서관|(삼숭동) 양주희망도서관|||200101
양평/양서친환경도서관||||공공도서관|031-770-2592|경기도 양평군 양수로 110||||||||양평 양서친환경도서관|(양서도서관)|||200101
양평군립양동도서관||||공공도서관|031-770-2574|경기도 양평군 학둔지아래길 93||||||||양평군립양동도서관|(양동도서관)|||200101
양평군립중앙도서관||||공공도서관|031-770-2706|경기도 양평군 양근로 240-9||||||||양평군립중앙도서관|(양평군립도서관)|||200101
양평군립지평도서관||||공공도서관|031-770-2561|경기도 양평군 지평의병로116번길 5||||||||양평군립지평도서관||||200101
양평어린이도서관||||공공도서관|031-770-2758|경기도 양평군 양근로 240-||||||||양평어린이도서관|9|||200101
양평용문도서관||||공공도서관|031-770-2789|경기도 양평군 용문로 395||||||||양평용문도서관|(용문도서관)|||200101
여주도서관||||공공도서관|031-885-4242|경기도 여주시 여양로 190-17||||||||여주도서관|(천송동) 190-17|||200101
연천군/중앙도서관||||공공도서관|031-839-4411|경기도 연천군 전곡읍 전은길 43369||||||||연천군 중앙도서관||||200101
연천도서관||||공공도서관|031-839-4401|경기도 연천군 연천읍 차현로 27942||||||||연천도서관||||200101
오산시/꿈두레도서관||||공공도서관|031-8036-6520|경기도 오산시 세마역로 20||||||||오산시 꿈두레도서관|꿈두레도서관|||200101
오산시/중앙도서관||||공공도서관|031-8036-6177||경기 오산시 오산동 920-3|||||||오산시 중앙도서관||||200101
오산시/청학도서관||||공공도서관|031-8036-6490|경기도 오산시 청학로 65||||||||오산시 청학도서관|(청학동) 65 (오산청학도서관)|||200101
오산시립/햇살마루/도서관||||공공도서관|031-8036-6502||경기 오산시 원동 404-8|||||||오산시립 햇살마루 도서관||||200101
오산시초평도서관||||공공도서관|031-8036-6142|경기도 오산시 발안로 1353-11||||||||오산시초평도서관|(누읍동)|||200101
오포도서관||||공공도서관|031-760-5697|경기도 광주시 오포로 885||||||||오포도서관|(오포공공도서관)|||200101
용인시/기흥도서관||||공공도서관|031-324-4753|경기도 용인시 기흥구 기흥로116번길 10||||||||용인시 기흥도서관|(신갈동) 10 (기흥도서관)|||200101
용인시/동백도서관||||공공도서관|031-324-4651|경기도 용인시 기흥구 동백3로 80||||||||용인시 동백도서관|(동백도서관)|||200101
용인시/모현도서관||||공공도서관|031-324-4351|경기도 용인시 처인구 모현면 백옥대로 2378||||||||용인시 모현도서관|모현면 백옥대로 2378(왕산리 804-3)|||200101
용인시/청덕도서관||||공공도서관|031-284-1763|경기도 용인시 기흥구 구성1로 44||||||||용인시 청덕도서관|청덕도서관|||200101
용인시/흥덕도서관||||공공도서관|031-324-4141|경기도 용인시 기흥구 흥덕중앙로 153||||||||용인시 흥덕도서관|(영덕동)|||200101
용인시구갈희망누리도서관||||공공도서관|031-324-6561|경기도 용인시 기흥구 갈곡로12번길 1||||||||용인시구갈희망누리도서관|(구갈동) 근린공원 내|||200101
용인시구성도서관||||공공도서관|031-324-4131|경기도 용인시 기흥구 구성로 77번길 17||||||||용인시구성도서관||||200101
용인시디지털정보도서관||||공공도서관|031-324-4621|경기도 용인시 처인구 용인대로 735||||||||용인시디지털정보도서관|(삼가동 556) 문화복지행정타운 문화예술원 내|||200101
용인시수지도서관||||공공도서관|031-324-8971|경기도 용인시 수지구 문정로7번길 23||||||||용인시수지도서관||||200101
용인시양지해밀도서관||||공공도서관|031-324-4625|경기도 용인시 처인구 양지면 교동로18번길 8||||||||용인시양지해밀도서관|양지해밀도서관|||200101
용인시죽전도서관||||공공도서관|031-324-4641|경기도 용인시 수지구 대지로 89||||||||용인시죽전도서관|(죽전도서관)|||200101
용인시포곡도서관||||공공도서관|031-324-4631|경기도 용인시 처인구 포곡읍 포곡로278번길 8||||||||용인시포곡도서관|8 (포곡도서관)|||200101
용인중앙도서관||||공공도서관|031-324-4610|경기도 용인시 처인구 명지로 27||||||||용인중앙도서관|(역북동) 27|||200101
원고잔도서관||||공공도서관|031-481-3876|경기도 안산시 단원구 원고잔공원로 33||||||||원고잔도서관||||200101
월곶도서관||||공공도서관|031-310-2593|경기도 시흥시 월곶해안로161번길 7||||||||월곶도서관|(월곶문화센터)|||200101
의왕시글로벌도서관||||공공도서관|031-345-3691|경기도 의왕시 보식골로 30-10||||||||의왕시글로벌도서관|(오전동) 3층 글로벌도서관|||200101
의왕시내손도서관||||공공도서관|031-345-2633|경기도 의왕시 복지로 109||||||||의왕시내손도서관|(내손동 공용청사) 내손도서관|||200101
의왕시중앙도서관||||공공도서관|031-345-3641|경기도 의왕시 골우물길 49||||||||의왕시중앙도서관|(고천동) 중앙도서관|||200101
의정부과학도서관||||공공도서관|031-870-6562|경기도 의정부시 추동로124번길 52||||||||의정부과학도서관|(신곡동) 52 (의정부과학도서관)|||200101
의정부시정보도서관||||공공도서관|031-870-6593|경기도 의정부시 의정로 41||||||||의정부시정보도서관|(의정부동) 의정부정보도서관|||200101
의정부어린이도서관||||공공도서관|031-870-6613|경기도 의정부시 회룡로 79||||||||의정부어린이도서관|(호원동) 79 (의정부어린이도서관)|||200101
이동꿈틀도서관||||공공도서관|031-324-4660|경기도 용인시 처인구 이동면 경기동로705번길 16||||||||이동꿈틀도서관|이동꿈틀도서관|||200101
이천시/어린이도서관||||공공도서관|031-644-4381|경기도 이천시 남천로 31||||||||이천시 어린이도서관|이천시립어린이도서관|||200101
이천시립도서관||||공공도서관|031-644-4351|경기도 이천시 설봉로81번길 50||||||||이천시립도서관|(창전동) 50 (이천시립도서관)|||200101
이천시립효양도서관||||공공도서관|031-644-4391|경기도 이천시 경충대로2250번길 35||||||||이천시립효양도서관|(이천시립효양도서관)|||200101
이천시청미도서관||||공공도서관|031-644-4371|경기도 이천시 장호원읍 서동대로8829번길 53-6||||||||이천시청미도서관|(장호원리 371)|||200101
일월도서관||||공공도서관|031-228-3655|경기도 수원시 장안구 일월천로 77||||||||일월도서관|(천천동) 일월도서관|||200101
적성도서관||||공공도서관|031-940-8551|경기 파주시 적성면 마지리 적성면 청송로 1013||||||||적성도서관|적성도서관|||200101
정남도서관||||공공도서관|031-8059-4946|경기도 화성시 만년로 527||||||||정남도서관||||200101
정왕어린이도서관||||공공도서관|031-310-5181|경기 시흥시 정왕동 정왕시장길 45||||||||정왕어린이도서관|(1212-8번지)|||200101
조리도서관||||공공도서관|031-944-2945|경기도 파주시 내산길 29||||||||조리도서관|(조리도서관)|||200101
중봉도서관||||공공도서관|031-980-5185|경기도 김포시 봉화로130번길 26||||||||중봉도서관|(북변동) 김포시중봉도서관|||200101
지혜샘어린이도서관||||공공도서관|031-225-5566||경기도 수원시 권선구 권선동 1310|||||||지혜샘어린이도서관|(권선구 동탄원천로 818)|||200101
진위도서관||||공공도서관|031-8024-7341|경기도 평택시 진위면 진위서로 137||||||||진위도서관|진위도서관|||200101
창룡도서관||||공공도서관|031-228-4881|경기도 수원시 팔달구 월드컵로381번길 36||||||||창룡도서관|(우만동) 창룡도서관|||200101
초월도서관||||공공도서관|031-760-5688|경기도 광주시 무들로 3-26||||||||초월도서관|(대쌍령리 253-15번지)|||200101
탄현도서관||||공공도서관|031-940-8457|경기도 파주시 탄현면 방촌로649번길 24-7||||||||탄현도서관|탄현면사무소 2층|||200101
태장마루도서관||||공공도서관|031-228-4828|경기도 수원시 영통구 태장로 46||||||||태장마루도서관|(망포동) 태장마루도서관|||200101
파주시립중앙도서관금촌분관||||공공도서관|031-940-4388|경기도 파주시 금촌동 시민회관길 40||||||||파주시립중앙도서관금촌분관||||200101
파주시립중앙도서관문산분관||||공공도서관|031-940-8432|경기도 파주시 문산읍 개포래로 42||||||||파주시립중앙도서관문산분관|문산도서관 (문산읍 문산리 35-13)|||200101
파주시립중앙도서관법원분관||||공공도서관|031-940-4191|경기도 파주시 사임당로 947||||||||파주시립중앙도서관법원분관|(법원도서관)|||200101
파주시중앙도서관||||공공도서관|031-940-5661|경기도 파주시 쇠재로 33||||||||파주시중앙도서관|(금촌동) 파주시중앙도서관|||200101
판교도서관||||공공도서관|031-729-4900|경기도 성남시 분당구 운중로225번길 37||||||||판교도서관|(판교동) 판교도서관|||200101
평택시립도서관||||공공도서관|031-8024-5553|경기도 평택시 비전로 27||||||||평택시립도서관|(비전동) 610 시립도서관|||200101
평택시립도서관/팽성분관||||공공도서관|031-8024-5481|경기도 평택시 팽성읍 안정로95번길 15-25||||||||평택시립도서관 팽성분관|팽성도서관|||200101
평택시립안중도서관||||공공도서관|031-8024-8340||경기 평택시 안중읍 학현리 572|||||||평택시립안중도서관|(서동대로 1531)|||200101
평택시립오성도서관||||공공도서관|031-8024-8565|경기도 평택시 오성면 오성새싹길 3||||||||평택시립오성도서관|3 (오성도서관)|||200101
평택시립장당도서관||||공공도서관|031-8024-7465|경기도 평택시 장당길 116||||||||평택시립장당도서관|(장당동) 장당도서관 1층 사무실|||200101
평택시립지산초록도서관||||공공도서관|031-8024-7451||경기 평택시 지산동 1099-1|||||||평택시립지산초록도서관||||200101
평택시립청북도서관||||공공도서관|031-8024-8582|경기도 평택시 청북읍 안청로2길 60||||||||평택시립청북도서관|청북문화센터 2층|||200101
포천시립가산도서관||||공공도서관|031-538-3981|경기도 포천시 선마로 223||||||||포천시립가산도서관|포천시립가산도서관|||200101
포천시립소흘도서관||||공공도서관|031-538-3951|경기도 포천시 송우로 101-29||||||||포천시립소흘도서관|(포천시립소흘도서관)|||200101
포천시립영북도서관||||공공도서관|031-538-3972|경기도 포천시 운천안길 3||||||||포천시립영북도서관||||200101
포천시립영중꿈나무도서관||||공공도서관|031-538-3942|경기도 포천시 양문로 51||||||||포천시립영중꿈나무도서관||||200101
포천시립일동도서관||||공공도서관|031-538-3931|경기 포천시 일동면 화동로 1021||||||||포천시립일동도서관||||200101
포천시립중앙도서관||||공공도서관|031-538-3912|경기도 포천시 중앙로207번길 26||||||||포천시립중앙도서관|(포천시립중앙도서관)|||200101
하남시/나룰도서관||||공공도서관|031-790-6887|경기도 하남시 덕풍북로 180||||||||하남시 나룰도서관|(덕풍동 나룰도서관)|||200101
하남시/덕풍도서관||||공공도서관|031-790-6959|경기도 하남시 역말로 14||||||||하남시 덕풍도서관|(덕풍동) 덕풍도서관|||200101
하남시신장도서관||||공공도서관|031-795-0694|경기도 하남시 하남대로 740||||||||하남시신장도서관|(신장동) 740 (하남시신장도서관)|||200101
한빛도서관||||공공도서관|031-940-5777|경기도 파주시 와석순환로 94||||||||한빛도서관|(야당동 1003-1)|||200101
한아름도서관(수원청소년문화센터내)||||공공도서관|031-218-0422||경기도 수원시 팔달구 인계동 334-1|||||||한아름도서관 (수원청소년문화센터내)||||200101
해밀도서관||||공공도서관|032-650-4600||경기 부천시 원미구 중2동 1118|||||||해밀도서관||||200101
해솔도서관||||공공도서관|031-940-5145|경기도 파주시 해솔로 34||||||||해솔도서관||||200101
행복어린이도서관||||공공도서관|031-940-8572|경기 파주시 문산읍 통일로 1680||||||||행복어린이도서관|문산행복센터 3층|||200101
호매실도서관||||공공도서관|031-228-4658|경기도 수원시 권선구 칠보로 169||||||||호매실도서관|(호매실동) 호매실도서관|||200101
화서다산도서관||||공공도서관|031-228-3542|경기도 수원시 팔달구 화양로68번길 7-35||||||||화서다산도서관|(화서동) 화서다산도서관|||200101
화성시/동탄중앙이음터도서관||||공공도서관|031-378-7344|경기도 화성시 동탄대로시범길 117||||||||화성시 동탄중앙이음터도서관|(청계동) 동탄중앙이음터 3,4층|||200101
화성시/진안도서관||||공공도서관|031-224-9977|경기도 화성시 병점중앙로 229||||||||화성시 진안도서관|(진안동)|||200101
화성시남양도서관||||공공도서관|031-356-5241|경기 화성시 남양동 역골중앙로 143||||||||화성시남양도서관||||200101
화성시립둥지나래어린이도서관||||공공도서관|031-353-8162|경기 화성시 향남읍 행정리 중앙2로 88||||||||화성시립둥지나래어린이도서관||||200101
화성시립송산도서관||||공공도서관|031-355-5798|경기도 화성시 송산면 삼일공원로 87||||||||화성시립송산도서관|삼일공원로 87|||200101
화성시병점도서관||||공공도서관|031-226-1822|경기도 화성시 병점3로 132-6||||||||화성시병점도서관|(병점도서관)|||200101
화성시삼괴도서관||||공공도서관|031-358-2101|경기도 화성시 우정읍 조암리 쌍봉로 109-26||||||||화성시삼괴도서관||||200101
화성시태안도서관||||공공도서관|031-223-4764|경기 화성시 안녕동 용주로 22||||||||화성시태안도서관||||200101
화홍어린이도서관||||공공도서관|031-254-2585|경기도 수원시 팔달구 수원천로 361||||||||화홍어린이도서관|(북수동) 유가심인당|||200101
희망샘도서관||||공공도서관|031-291-6943|경기도 수원시 권선구 매송고색로 620||||||||희망샘도서관|(고색동) 620 서수원주민편익시설 3층|||200101
거제도서관||||공공도서관|055-637-6311|경상남도 거제시 계룡로7길 2||||||||거제도서관|(고현동) 거제도서관|||200101
거제시립수양도서관||||공공도서관|055-639-3891|경상남도 거제시 제산로5길 26||||||||거제시립수양도서관||||200101
거제시립옥포도서관||||공공도서관|055-639-3881|경상남도 거제시 진목로 20||||||||거제시립옥포도서관|(거제시립옥포도서관)|||200101
거제시립장승포도서관||||공공도서관|055-639-3871|경상남도 거제시 신부로 36||||||||거제시립장승포도서관|(장승포동) 거제시립장승포도서관|||200101
거제시립장평도서관||||공공도서관|055-639-3861|경상남도 거제시 장평3로 10||||||||거제시립장평도서관||||200101
거제시립하청도서관||||공공도서관|055-639-3921|경상남도 거제시 하청면 하청로 12-7||||||||거제시립하청도서관|거제시립하청도서관|||200101
거창군립한마음도서관||||공공도서관|055-940-8470|경상남도 거창군 거창읍 거열로6길 11||||||||거창군립한마음도서관|거창군립한마음도서관|||200101
거창도서관||||공공도서관|055-944-8594|경상남도 거창군 거창읍 하동1길 9||||||||거창도서관|거창도서관|||200101
고성도서관||||공공도서관|055-673-8437|경상남도 고성군 고성읍 동외로195번길 6||||||||고성도서관|고성도서관|||200101
고성동부도서관||||공공도서관|055-670-2916|경상남도 고성군 관인로44번길 43246||||||||고성동부도서관||||200101
고향의봄도서관||||공공도서관|055-225-7371|경상남도 창원시 의창구 평산로135번길 32||||||||고향의봄도서관|(서상동) 산60 (의창구 평산로 135번길 32)|||200101
김해기적의도서관||||공공도서관|055-330-4651|경상남도 김해시 율하1로 55||||||||김해기적의도서관||||200101
김해도서관||||공공도서관|055-320-5564|경상남도 김해시 가락로93번길 72||||||||김해도서관|(봉황동) (김해도서관)|||200101
남해도서관||||공공도서관|055-864-0973|경상남도 남해군 남해읍 화전로43번길 11-3||||||||남해도서관|남해도서관|||200101
내서도서관||||공공도서관|055-225-7491||경남 마산시 내서읍 삼계리 20-1|||||||내서도서관|(창원시 회원구 내서읍 삼풍로 79)|||200101
도동어린이도서관||||공공도서관|055-749-7496|경상남도 진주시 상대로119번길 17||||||||도동어린이도서관|(진주시립도동도서관)|||200101
동부도서관||||공공도서관|055-225-7531|경상남도 창원시 진해구 용재로 66||||||||동부도서관|(용원동) 66 (동부도서관)|||200101
마산도서관||||공공도서관|055-240-4521|경상남도 창원시 마산합포구 용마산길 12||||||||마산도서관|(산호동) 마산도서관|||200101
마산합포도서관||||공공도서관|055-225-7441|경상남도 창원시 마산합포구 월영동16길 22||||||||마산합포도서관||||200101
마산회원도서관||||공공도서관|055-225-7471|경상남도 창원시 마산회원구 3·15대로 558||||||||마산회원도서관|(마산회원도서관)|||200101
명곡도서관||||공공도서관|055-225-7321|경상남도 창원시 의창구 서곡길 21||||||||명곡도서관|(명서동) 서곡길 21 (명서동) 명곡도서관|||200101
밀양도서관||||공공도서관|055-353-6977|경상남도 밀양시 삼랑진읍 만어로 7||||||||밀양도서관|(송지리 162-7번지)|||200101
밀양시립도서관||||공공도서관|055-359-6026|경상남도 밀양시 중앙로 265||||||||밀양시립도서관|(삼문동) 삼문동|||200101
밀양시립영어도서관||||공공도서관|055-359-6045|경상남도 밀양시 중앙로 265||||||||밀양시립영어도서관|(삼문동) 265|||200101
비봉어린이도서관||||공공도서관|055-749-7494|경상남도 진주시 향교로 86||||||||비봉어린이도서관|(옥봉동) 86 (비봉어린이도서관)|||200101
사천도서관||||공공도서관|055-853-8402|경상남도 사천시 사천읍 평화2길 21||||||||사천도서관|평화2길 21번지|||200101
사천시어린이영어도서관||||공공도서관|055-855-8853|경상남도 사천시 사남면 조동길 49-28||||||||사천시어린이영어도서관|49-28 (null) 사천시어린이영어도서관|||200101
산청도서관||||공공도서관|055-973-2544|경상남도 산청군 산청읍 꽃봉산로79번길 45||||||||산청도서관|산청도서관|||200101
삼천포도서관||||공공도서관|055-835-4436|경상남도 사천시 삼천포대교로 622||||||||삼천포도서관|삼천포도서관|||200101
상남도서관||||공공도서관|055-225-7411||경남 창원시 성산구 가음정동 1|||||||상남도서관|(창원시 성산구 원이대로 810)|||200101
상북어린이도서관||||공공도서관|055-392-5936|경상남도 양산시 상북면 반회서7길 14-16||||||||상북어린이도서관|상북어린이도서관|||200101
성산도서관||||공공도서관|055-225-7391|경상남도 창원시 성산구 외리로 47||||||||성산도서관|(남산동) 성산도서관|||200101
양산도서관||||공공도서관|055-385-7056|경상남도 양산시 희망1길 25||||||||양산도서관|(북부동) 양산도서관|||200101
양산시립도서관||||공공도서관|055-392-5900|경상남도 양산시 물금읍 청룡로 11||||||||양산시립도서관|양산시립도서관|||200101
양산영어도서관||||공공도서관|055-392-5940|경상남도 양산시 대평들1길 9-10||||||||양산영어도서관|양산영어도서관|||200101
양산웅상도서관||||공공도서관|055-392-5950|경상남도 양산시 웅상대로 1009-2||||||||양산웅상도서관|(웅상도서관)|||200101
의령도서관||||공공도서관|055-572-0941|경상남도 의령군 의령읍 의병로25길 9-8||||||||의령도서관|의령도서관|||200101
의창도서관||||공공도서관|055-225-7331|경상남도 창원시 의창구 용호로 50||||||||의창도서관|(반송동) (의창도서관)|||200101
장유도서관||||공공도서관|055-330-7461|경상남도 김해시 대청로176번길 7||||||||장유도서관|(대청동) (장유도서관)|||200101
중리초등복합시설도서관||||공공도서관|055-225-7492|경상남도 창원시 마산회원구 호계안길 22||||||||중리초등복합시설도서관|(중리초등학교) 중리초등복합시설도서관|||200101
진동도서관||||공공도서관|055-271-8145|경상남도 창원시 마산합포구 진동면 삼진의거대로 661-94||||||||진동도서관|(진동도서관)|||200101
진양도서관||||공공도서관|055-761-2722|경상남도 진주시 문산읍 동부로588번길 24||||||||진양도서관|24 진양도서관|||200101
진영도서관||||공공도서관|055-345-1995|경상남도 김해시 진영읍 진영로265번길 9-61||||||||진영도서관|9 - 61 (진영도서관)|||200101
진영한빛도서관||||공공도서관|055-330-4831|경상남도 김해시 김해대로 440||||||||진영한빛도서관|(진영읍 여래리 530-2)|||200101
진주서부도서관||||공공도서관|055-749-5983|경상남도 진주시 평거로 249||||||||진주서부도서관|(이현동) 249 (이현동)|||200101
진주시어린이전문도서관||||공공도서관|055-749-5984|경상남도 진주시 평거로 46||||||||진주시어린이전문도서관|(진주시어린이전문도서관)|||200101
진주연암도서관||||공공도서관|055-749-5982|경상남도 진주시 모덕로47번길 13-17||||||||진주연암도서관|(상대동) 진주시립연암도서관|||200101
진해기적의도서관||||공공도서관|055-547-0095||경남 진해시 석동 658|||||||진해기적의도서관|(창원시 진해구 석동로 70)|||200101
진해도서관||||공공도서관|055-225-7511||경남 진해시 여좌동 795-1|||||||진해도서관|(창원시 진해구 충장로 141)|||200101
창녕군/영산도서관||||공공도서관|055-530-1931|경상남도 창녕군 영산면 원다리길 34||||||||창녕군 영산도서관||||200101
창녕남지도서관||||공공도서관|055-526-1490|경상남도 창녕군 남지읍 낙동로 437||||||||창녕남지도서관|남지도서관|||200101
창녕도서관||||공공도서관|055-532-9504|경상남도 창녕군 창녕읍 남창녕로 52||||||||창녕도서관|창녕도서관|||200101
창원도서관||||공공도서관|055-278-2831|경상남도 창원시 성산구 두대로 203||||||||창원도서관|(중앙동 106-3) 창원도서관|||200101
칠암도서관||||공공도서관|055-330-4591|경상남도 김해시 활천로285번길 14||||||||칠암도서관|(칠암도서관)|||200101
통영도서관||||공공도서관|055-648-8093|경상남도 통영시 봉수로 37||||||||통영도서관|(봉평동) 경상남도 통영시 봉수로 37 통영도서관|||200101
통영시립도서관||||공공도서관|055-650-2630|경상남도 통영시 무전3길 29||||||||통영시립도서관|(무전동) 1054-4 통영시립도서관|||200101
통영시립산양도서관||||공공도서관|055-650-2500|경상남도 통영시 둔전길 155||||||||통영시립산양도서관|통영시립산양도서관|||200101
통영시립욕지도서관||||공공도서관|055-650-4580|경상남도 통영시 중촌길 203||||||||통영시립욕지도서관||||200101
통영시립충무도서관||||공공도서관|055-650-2640|경상남도 통영시 용남면 기호바깥길 7-87||||||||통영시립충무도서관|(장문리 910)|||200101
하남도서관||||공공도서관|055-391-1848|경상남도 밀양시 하남읍 수산중앙로 63||||||||하남도서관|하남도서관|||200101
하동도서관||||공공도서관|055-884-7981|경상남도 하동군 하동읍 경서대로 80||||||||하동도서관|하동도서관|||200101
함안군립칠원도서관||||공공도서관|055-580-3643|경상남도 함안군 칠원읍 원서로 56||||||||함안군립칠원도서관|함안군립 칠원도서관|||200101
함안도서관||||공공도서관|055-583-6919|경상남도 함안군 가야읍 함안대로 495||||||||함안도서관|495 (함안도서관)|||200101
함양도서관||||공공도서관|055-963-3186|경상남도 함양군 함양읍 함양로 1143-1||||||||함양도서관|1143-1|||200101
합천도서관||||공공도서관|055-932-0936|경상남도 합천군 합천읍 동서로 152||||||||합천도서관|152 (합천도서관)|||200101
화전도서관||||공공도서관|055-860-3866|경상남도 남해군 망운로30번길 9||||||||화전도서관|(평생학습관·화전도서관)|||200101
화정글샘도서관||||공공도서관|055-330-2970|경상남도 김해시 삼계중앙로13번길 19||||||||화정글샘도서관|(삼계동) 19 (화정글샘도서관)|||200101
감포도서관||||공공도서관|054-779-8912|경상북도 경주시 감포읍 동해안로 2151||||||||감포도서관|감포읍복지회관 2층 감포도서관|||200101
경산도서관||||공공도서관|053-811-2240|경상북도 경산시 장산로23길 23||||||||경산도서관||||200101
경산시립도서관||||공공도서관|053-853-8659|경상북도 경산시 하양읍 문화로10길 15||||||||경산시립도서관|문화로 10길 15(금락리 97번지)|||200101
경산시립장산도서관||||공공도서관|053-816-2240|경상북도 경산시 경산로13길 7||||||||경산시립장산도서관|(옥곡동) 경산시립장산도서관|||200101
경상북도교육청/고령도서관||||공공도서관|054-955-2510|경상북도 고령군 대가야읍 연조1길 10||||||||경상북도교육청 고령도서관|경상북도교육청 고령도서관|||200101
경상북도교육청/구미도서관||||공공도서관|054-450-7000|경상북도 구미시 산책길 41||||||||경상북도교육청 구미도서관|(원평동) 41 (경상북도립도서관)|||200101
경상북도교육청/금호도서관||||공공도서관|054-335-2124|경상북도 영천시 금호읍 금호로 173||||||||경상북도교육청 금호도서관|금호로 173|||200101
경상북도교육청/봉화도서관||||공공도서관|054-673-0973|경상북도 봉화군 봉화읍 내성로3길 6||||||||경상북도교육청 봉화도서관|경상북도립봉화공공도서관|||200101
경상북도교육청/삼국유사군위도서관||||공공도서관|054-382-0529|경상북도 군위군 군청로 175||||||||경상북도교육청 삼국유사군위도서관|(삼국유사군위도서관)|||200101
경상북도교육청/상주도서관||||공공도서관|054-530-6330|경상북도 상주시 상서문1길 127||||||||경상북도교육청 상주도서관|(남성동) 127 (상주도서관)|||200101
경상북도교육청/상주도서관화령분관||||공공도서관|054-533-4755|경상북도 상주시 중화로 2193||||||||경상북도교육청 상주도서관화령분관|(상주도서관화령분관)|||200101
경상북도교육청/성주도서관||||공공도서관|054-933-2095|경상북도 성주군 성주읍 주천로 15-11||||||||경상북도교육청 성주도서관|15-11 (경상북도교육청 성주도서관)|||200101
경상북도교육청/안동도서관||||공공도서관|054-840-8414|경북 안동시 안기천로 48||||||||경상북도교육청 안동도서관|(당북동 333-157)|||200101
경상북도교육청/안동도서관용상분관||||공공도서관|054-821-5491|경상북도 안동시 경동로 884-8||||||||경상북도교육청 안동도서관용상분관|(도립안동도서관용상분관)|||200101
경상북도교육청/안동도서관풍산분관||||공공도서관|054-858-7603|경상북도 안동시 풍산읍 하리들길 22||||||||경상북도교육청 안동도서관풍산분관|22|||200101
경상북도교육청/영덕도서관||||공공도서관|054-734-3106|경상북도 영덕군 영덕읍 군청길 102||||||||경상북도교육청 영덕도서관|경상북도교육청 영덕도서관|||200101
경상북도교육청/영양도서관||||공공도서관|054-683-2829|경상북도 영양군 팔수로 538||||||||경상북도교육청 영양도서관||||200101
경상북도교육청/영일도서관||||공공도서관|054-261-8856|경상북도 포항시 북구 흥해읍 흥해로 101||||||||경상북도교육청 영일도서관|경상북도교육청 영일도서관|||200101
경상북도교육청/영주선비도서관||||공공도서관|054-630-3800|경상북도 영주시 영주로60번길 38||||||||경상북도교육청 영주선비도서관|(가흥동) 7|||200101
경상북도교육청/영주선비도서관풍기분관||||공공도서관|054-637-9812|경상북도 영주시 남원로 152-12||||||||경상북도교육청 영주선비도서관풍기분관|(풍기공공도서관)|||200101
