##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@카페베네
카페베네|인천검암점|||카페베네|032-562-4717|인천광역시 서구 승학로 482||WIFI;북카페|10:00~00:30|||||카페베네 인천검암점|1층 108호 (검암동 606-7)|||80709
카페베네|세종청사복지부점(10동)|||카페베네||세종특별시 다솜로 261||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 세종청사복지부점(10동)|세종정부청사 내 복지부|||80709
카페베네|대구다사점|||카페베네|053-587-0620|대구광역시 달성군 다사읍 대실역북로 1길 15-3||세미나실;WIFI;PC사용가능;북카페||||||카페베네 대구다사점||||80709
카페베네|대전태평점|||카페베네|070-4413-6232||대전광역시 중구 유천동 309-8|WIFI;PC사용가능;북카페||||||카페베네 대전태평점||||80709
카페베네|세종청사보훈처점(9동)|||카페베네||세종특별시 다솜로 261||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 세종청사보훈처점(9동)|세종청부청사 내 2-1구역 보훈처 1층|||80709
카페베네|장성아치실점|||카페베네|061-395-6232|전라남도 장성군 황룡면 홍길동로 271||WIFI;PC사용가능;북카페||||||카페베네 장성아치실점||||80709
카페베네|속초중앙점|||카페베네|033-635-5228|강원도 속초시 중앙로 150-1||WIFI;북카페|09:00~24:00|||||카페베네 속초중앙점|(중앙동)|||80709
카페베네|포항중앙점|||카페베네|054-246-6232|경상북도 포항시 북구 불종로 54||세미나실;WIFI;PC사용가능;북카페||||||카페베네 포항중앙점|(상원동)|||80709
카페베네|금촌로터리점|||카페베네|031-949-0533|경기도 파주시 번영로 11||세미나실;WIFI||||||카페베네 금촌로터리점|(금촌동 1층)|||80709
카페베네|충북옥천점|||카페베네|043-731-0100||충청북도 옥천군 옥천읍 문정리 436-16|WIFI;북카페|09:30~24:00|||||카페베네 충북옥천점||||80709
카페베네|수원팔달문점|||카페베네|031-245-1109|경기도 수원시 팔달구 행궁로 71||WIFI;북카페|09:00~24:00|||||카페베네 수원팔달문점|(팔달로 3가 1층)|||80709
카페베네|문정애이콤점|||카페베네|02-407-0005|서울특별시 송파구 새말로 108||WIFI;북카페||||||카페베네 문정애이콤점|지상 1층 (문정동)|||80709
카페베네|초읍어린이대공원점|||카페베네|070-8861-2627|부산광역시 부산진구 성지곡로 6||세미나실;WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 초읍어린이대공원점|(초읍동 1 2층)|||80709
카페베네|대구앞산점|||카페베네|053-655-5821|대구광역시 남구 현충로 27||세미나실;WIFI;북카페|08:00~23:00|||||카페베네 대구앞산점|(대명동 1 2층)|||80709
카페베네|천안대우타워점|||카페베네|041-578-6232|충청남도 천안시 서북구 미라2길 67||WIFI;PC사용가능;북카페||||||카페베네 천안대우타워점|(쌍용동 1층)|||80709
카페베네|군산산북점|||카페베네|063-462-6232|전라북도 군산시 부원로 129||WIFI;북카페||||||카페베네 군산산북점|(산북동)|||80709
카페베네|울산성안점|||카페베네|052-245-2005|울산광역시 중구 백양로 76||WIFI;북카페|09:00~01:00|||||카페베네 울산성안점|(성안동 1층)|||80709
카페베네|광주만평장례식장점|||카페베네|062-944-6232||광주광역시 광산구 우산동 621-2|||||||카페베네 광주만평장례식장점||||80709
카페베네|청담영동점|||카페베네|02-514-2747|서울특별시 강남구 도산대로 539||WIFI||||||카페베네 청담영동점|(청담동 금원빌딩)|||80709
카페베네|여수나르샤호텔점|||카페베네|070-4178-8027||전라남도 여수시 학동 200-24|WIFI;북카페|09:30~01:00|||||카페베네 여수나르샤호텔점||||80709
카페베네|제주아라지구점|||카페베네|064-756-6232|제주특별자치도 제주시 인다 10길 30||세미나실;WIFI|09:00~24:00|||||카페베네 제주아라지구점|(아라일동)|||80709
카페베네|석계역점|||카페베네|02-919-9232|서울특별시 노원구 화랑로 325||WIFI;24시간;북카페;베이글인매장||||||카페베네 석계역점|(월계동 우현빌딩 1층)|||80709
카페베네|대전만년점|||카페베네|042-482-6231|대전광역시 서구 둔산대로 117번길 25||WIFI;북카페||||||카페베네 대전만년점||||80709
카페베네|구미상모점|||카페베네|054-465-3777|경상북도 구미시 상사사로 65||WIFI;북카페|24시간|||||카페베네 구미상모점|(상모동 2층)|||80709
카페베네|양주시청점|||카페베네|031-8082-4090|경기도 양주시 부흥로 1533||WIFI||||||카페베네 양주시청점|(남방동)|||80709
카페베네|부천남부역점|||카페베네|032-656-6232|경기도 부천시 소사구 경인로 264||WIFI;북카페;베이글인매장||||||카페베네 부천남부역점|(심곡본동 성원빌딩 지하1층)|||80709
카페베네|창원팔용점|||카페베네|070-7717-6111|경상남도 창원시 의창구 평산로 96||WIFI;북카페|09:00~24:00|||||카페베네 창원팔용점||||80709
카페베네|수원월드컵경기장점|||카페베네|031-247-4680|경기도 수원시 팔달구 월드컵로 310||WIFI||||||카페베네 수원월드컵경기장점|1층 (우만동 유윤스포츠 1층)|||80709
카페베네|제주함덕해수욕장점|||카페베네|064-784-6700|제주특별자치도 제주시 조천읍 조함해안로 526||WIFI||||||카페베네 제주함덕해수욕장점||||80709
카페베네|울산언양점|||카페베네|052-264-1567|울산광역시 울주군 언양읍 헌양길 54||WIFI;PC사용가능;북카페|월~목 11:00~23:00 / 금~일 11:00~24:00|||||카페베네 울산언양점|(외5필지 1층)|||80709
카페베네|삼송역점|||카페베네|02-381-3117|경기도 고양시 덕양구 삼송로 134||WIFI|08:00~22:00|||||카페베네 삼송역점|(삼송동 101호)|||80709
카페베네|제주이도일동점|||카페베네|064-722-2186|제주특별자치도 제주시 고전길 5||WIFI||||||카페베네 제주이도일동점|(이도일동 극동오벨리스크3차 지하102호)|||80709
카페베네|원주씨네마점|||카페베네|033-765-6231|강원도 원주시 서원대로 403||WIFI;북카페;베이글인매장||||||카페베네 원주씨네마점|(개운동)|||80709
카페베네|해운대청사포점|||카페베네|051-704-7211|부산광역시 해운대구 청사포로 137-1||세미나실;WIFI;북카페|10:00~24:00|||||카페베네 해운대청사포점|(중동)|||80709
카페베네|여수해양공원점|||카페베네|061-666-6232|전라남도 여수시 이순신광장로 180||세미나실;WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 여수해양공원점|(종화동)|||80709
카페베네|천안신방점|||카페베네|041-573-8232|충청남도 천안시 동남구 통정10로 17-1||WIFI;PC사용가능;북카페||||||카페베네 천안신방점|(신방동 1층)|||80709
카페베네|고척동양대점|||카페베네|02-2682-6232|서울특별시 구로구 중앙로6길 46||세미나실;WIFI;PC사용가능|08:00~02:00|||||카페베네 고척동양대점|(고척동 (1 2 3층))|||80709
카페베네|송탄신장점|||카페베네|031-664-0101|경기도 평택시 쇼핑로 34||WIFI;북카페||||||카페베네 송탄신장점|(신장동)|||80709
카페베네|의왕청계휴게소점|||카페베네|없음|경기도 의왕시 안양판교로 476||||||||카페베네 의왕청계휴게소점||||80709
카페베네|낙산사점|||카페베네|033-671-6232|강원도 양양군 강현면 낙산사로 42||WIFI;북카페|10:00~24:00|||||카페베네 낙산사점||||80709
카페베네|목포MBC점|||카페베네|061-278-6234|전라남도 목포시 영산로 323-1||WIFI;PC사용가능;북카페|09:00~01:00|||||카페베네 목포MBC점|(용당동)|||80709
카페베네|블루원콘도점|||카페베네|없음|경상북도 경주시 천군로 95-32||||||||카페베네 블루원콘도점|(천군동)|||80709
카페베네|선산(상)휴게소점|||카페베네|없음||경상북도 구미시 부곡동 65|||||||카페베네 선산(상)휴게소점||||80709
카페베네|남성역점|||카페베네|070-4131-6232|서울특별시 동작구 사당로17가길 16||WIFI;북카페|09:00~22:00|||||카페베네 남성역점|(사당동 1층)|||80709
카페베네|포항송도점|||카페베네|054-231-3232|경상북도 포항시 남구 송도해안길 52-1||세미나실;WIFI;북카페||||||카페베네 포항송도점|(송도동 1-2층)|||80709
카페베네|창녕남지점|||카페베네|055-521-1230|경상남도 창녕군 남지읍 남지중앙로 105||WIFI;북카페||||||카페베네 창녕남지점||||80709
카페베네|암사롯데캐슬점|||카페베네|02-2294-6533|서울특별시 강동구 고덕로 89||세미나실;WIFI;북카페|09:00~20:00|||||카페베네 암사롯데캐슬점|(암사동)|||80709
카페베네|중동두산위브점|||카페베네|032-667-6232|경기도 부천시 원미구 신흥로 150-1||WIFI;북카페;베이글인매장||||||카페베네 중동두산위브점|(중동 위브더스테이트)|||80709
카페베네|인천청라2호점|||카페베네|032-564-2342|인천광역시 서구 청라에메랄드로 102번길 8-22||WIFI;북카페||||||카페베네 인천청라2호점|(연희동 미라클프라자|||80709
카페베네|김해공항점|||카페베네|051-971-3451|부산광역시 강서구 공항진입로 108|||08:30~01:00|||||카페베네 김해공항점|(대저2동 김해국제공항국내선2층)|||80709
카페베네|여주중앙점|||카페베네|031-881-4603||경기도 여주시 세종로 17-1|세미나실;WIFI;북카페|09:00~23:00|||||카페베네 여주중앙점|(홍문동 1층)|||80709
카페베네|충남서천점|||카페베네|041-951-4949|충청남도 서천군 서천읍 서천로 121||북카페||||||카페베네 충남서천점||||80709
카페베네|경주CC점|||카페베네|없음|경상북도 경주시 보문로 182-98||||||||카페베네 경주CC점|(북군동)|||80709
카페베네|대천해수욕장점|||카페베네|041-931-6231|충청남도 보령시 머드로 118||WIFI;PC사용가능;북카페|10:00~23:00|||||카페베네 대천해수욕장점|(신흑동 104호)|||80709
카페베네|서산르셀점|||카페베네|041-666-6232|충청남도 서산시 서해로 3573||WIFI;PC사용가능;북카페||||||카페베네 서산르셀점|(잠홍동 107 108호)|||80709
카페베네|시흥장곡점|||카페베네|031-317-7148|경기도 시흥시 장곡로 49번길 10||WIFI;북카페||||||카페베네 시흥장곡점|(장곡동 1층)|||80709
카페베네|고덕역점|||카페베네|02-3426-6242|서울특별시 강동구 동남로 73길 31||세미나실;WIFI;북카페|08:00~19:00|||||카페베네 고덕역점|(명일동 1층)|||80709
카페베네|울산대공원점|||카페베네|052-266-6232|울산광역시 남구 대공원입구로 2||WIFI;PC사용가능;북카페||||||카페베네 울산대공원점|(옥동 1층)|||80709
카페베네|청통(상)휴게소점|||카페베네|054-337-5009|경상북도 영천시 청통면 청통로 334-42||||||||카페베네 청통(상)휴게소점||||80709
카페베네|와촌(하)휴게소점|||카페베네|053-853-1002|경상북도 경산시 와촌면 강학길 103|||10:00~23:00|||||카페베네 와촌(하)휴게소점|(외 16필지)|||80709
카페베네|한화리조트경주점|||카페베네|없음|경상북도 경주시 보문로 182-27|||09:00~22:00|||||카페베네 한화리조트경주점|(북군동)|||80709
카페베네|충북금왕점|||카페베네|070-4409-6233||충청북도 음성군 금왕읍 무극리 244-29|WIFI;북카페||||||카페베네 충북금왕점||||80709
카페베네|운서역점|||카페베네|032-746-2661|인천광역시 중구 영동대로 118||WIFI;24시간;북카페||||||카페베네 운서역점|(운서동 뉴에어포트1층 105호106호)|||80709
카페베네|천안신부점|||카페베네|041-566-6232|충청남도 천안시 동남구 먹거리11길 48||세미나실;WIFI;PC사용가능;북카페|09:00~22:00|||||카페베네 천안신부점|(신부동)|||80709
카페베네|천안아산역점|||카페베네|070-8829-9632|충청남도 아산시 배방읍 희망로 100||||||||카페베네 천안아산역점|천안아산역사 내|||80709
카페베네|남춘천역점|||카페베네|033-251-1012|강원도 춘천시 우묵길 26||세미나실;WIFI;북카페||||||카페베네 남춘천역점|(퇴계동 1 2층)|||80709
카페베네|울산태화점|||카페베네|070-7781-6232|울산광역시 중구 신기길 116-1||WIFI;북카페|24시간|||||카페베네 울산태화점|2층 (태화동)|||80709
카페베네|평택소사벌점|||카페베네|031-655-2397|경기도 평택시 만세로 1845-8||WIFI;북카페||||||카페베네 평택소사벌점|(비전동 1층)|||80709
카페베네|삼송하나로마트점|||카페베네|02-381-2185|경기도 고양시 덕양구 동송로 20||WIFI||||||카페베네 삼송하나로마트점|(동산동 농협삼송유통센타1층)|||80709
카페베네|경희대점|||카페베네|02-965-6232|서울특별시 동대문구 회기로 166||WIFI;북카페|10:00~01:00|||||카페베네 경희대점|(회기동 지하1층~지하2층)|||80709
카페베네|김해공항1층점|||카페베네|051-941-8626|부산광역시 강서구 공항진입로 108|||10:00~24:00|||||카페베네 김해공항1층점|(대저2동 국내선1층)|||80709
카페베네|포항CGV점|||카페베네|054-273-8868|경상북도 포항시 남구 중흥로 77||WIFI;베이글인매장||||||카페베네 포항CGV점|(상도동 밸류플러스 6층 6048)|||80709
카페베네|명일역점|||카페베네|02-481-6232|서울특별시 강동구 상암로27길 90||세미나실;WIFI;북카페||||||카페베네 명일역점||||80709
카페베네|알펜시아점|||카페베네|033-339-0631|강원도 평창군 대관령면 솔봉로 325|||11:00~23:00|||||카페베네 알펜시아점||||80709
카페베네|인천논현역점|||카페베네|032-815-6232|인천광역시 남동구 논고개로123번길 35||WIFI||||||카페베네 인천논현역점||||80709
카페베네|광양터미널점|||카페베네|061-762-8802|전라남도 광양시 광양읍 순광로 688||WIFI;북카페||||||카페베네 광양터미널점||||80709
카페베네|부산학장점|||카페베네|051-324-7778||부산광역시 사상구 학장동 산149-21|WIFI;북카페|09:00~24:00|||||카페베네 부산학장점||||80709
카페베네|경주주상절리점|||카페베네|054-743-3780|경상남도 경주시 양남면 동해안로 486||WIFI;북카페||||||카페베네 경주주상절리점||||80709
카페베네|충남도청점|||카페베네|041-631-3265|충청남도 홍성군 홍북면 충남대로 24||WIFI;북카페;베이글인매장||||||카페베네 충남도청점|207|||80709
카페베네|진도점|||카페베네|061-544-6232|전라남도 진도군 진도읍 남문길 4||WIFI;북카페|09:30~21:30|||||카페베네 진도점||||80709
카페베네|울산우정혁신도시점|||카페베네|052-282-5959||울산광역시 복산동 278-11|세미나실;WIFI;북카페|09:00 23:00|||||카페베네 울산우정혁신도시점||||80709
카페베네|성대점|||카페베네|02-744-2011|서울특별시 종로구 창경궁로 227||WIFI;북카페||||||카페베네 성대점|(명륜4가 1층)|||80709
카페베네|대구보건대점|||카페베네|053-312-2487|대구광역시 북구 칠곡중앙대로 69길 11||WIFI;PC사용가능;북카페||||||카페베네 대구보건대점|(태전동)|||80709
카페베네|인천가좌점|||카페베네|032-584-8422|인천광역시 서구 원적로 79-1||WIFI;북카페|10:00~23:30|||||카페베네 인천가좌점|(가좌동1층 2층)|||80709
카페베네|제주협재해수욕장점|||카페베네|064-796-8126|제주특별자치도 제주시 한림읍 한림로 399||WIFI||||||카페베네 제주협재해수욕장점|1층|||80709
카페베네|광주유스퀘어점|||카페베네|062-352-6232|광주광역시 서구 무진대로 904||WIFI;북카페||||||카페베네 광주유스퀘어점|(광천동 유스퀘어내1층)|||80709
카페베네|거여역점|||카페베네|02-449-6232|서울특별시 송파구 오금로 513||WIFI;북카페|09:30~23:30|||||카페베네 거여역점|101 (거여동 위례빌딩)|||80709
카페베네|홍천강휴게소점|||카페베네|033-435-1201||강원도 홍천군 북방면 소매곡리 294|||||||카페베네 홍천강휴게소점||||80709
카페베네|춘천온의점|||카페베네|033-241-6260|강원도 춘천시 방송길 98||세미나실;WIFI;북카페||||||카페베네 춘천온의점|(온의동)|||80709
카페베네|서산동문점|||카페베네|041-668-6232|충청남도 서산시 한마음 12로 16||WIFI|09:00~24:00|||||카페베네 서산동문점||||80709
카페베네|대구장기점|||카페베네|053-568-1120|대구광역시 달서구 장기로 276||세미나실;WIFI;북카페|09:00~24:00|||||카페베네 대구장기점||||80709
카페베네|운천터미널점|||카페베네|031-534-4580|경기도 포천시 영북면 운천로9번길 5||WIFI;북카페||||||카페베네 운천터미널점|1층|||80709
카페베네|경주노동아카데미점|||카페베네|054-745-1915||경상남도 경주시 노동동 73-2|WIFI;PC사용가능;북카페||||||카페베네 경주노동아카데미점|1층|||80709
카페베네|함평무안(하)휴게소점|||카페베네|061-324-8858|전라남도 함평군 서해안고속도로 31||WIFI;24시간|09:30~23:30|||||카페베네 함평무안(하)휴게소점||||80709
카페베네|일산라페스타점|||카페베네|031-905-6232|경기도 고양시 일산동구 중앙로 1275번길 60-14||WIFI;24시간||||||카페베네 일산라페스타점||||80709
카페베네|서울대병원(가든뷰)점|||카페베네||서울특별시 종로구 대학로 101||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 서울대병원(가든뷰)점|서울대학교병원 의생명연구원 11층 카페베네|||80709
카페베네|강원대학교병원점|||카페베네|033-242-1012|강원도 춘천시 백령로 156||세미나실;WIFI|10:00~24:00|||||카페베네 강원대학교병원점|(효자동)|||80709
카페베네|알펜시아오션700점|||카페베네|||강원도 평창군 대관령면 용산리 170-2|||||||카페베네 알펜시아오션700점||||80709
카페베네|한국지질자원연구원점|||카페베네||대전광역시 유성구 과학로 124||||||||카페베네 한국지질자원연구원점|지상 1층|||80709
카페베네|군산시청점|||카페베네|063-451-0288|전라북도 군산시 조촌로 44||WIFI;북카페|24시간|||||카페베네 군산시청점|(조촌동)|||80709
카페베네|별내역점|||카페베네|031-575-3346|경기도 남양주시 순화궁로 116||WIFI;북카페|09:00~23:00|||||카페베네 별내역점|(별내동 127호 214호)|||80709
카페베네|광주하나로마트점|||카페베네|062-956-9691|광주광역시 광산구 임바울대로 261||WIFI||||||카페베네 광주하나로마트점||||80709
카페베네|부산민락점|||카페베네|051-752-8515|부산광역시 수영구 수영로 769||세미나실;WIFI;북카페||||||카페베네 부산민락점|2층 (수영동)|||80709
카페베네|강원양구점|||카페베네|033-481-8383|강원도 양구군 양구읍 양록길 73||WIFI;북카페|09:00~21:00|||||카페베네 강원양구점||||80709
카페베네|울산신복로터리점|||카페베네|052-277-3334||울산광역시 남구 무거동 327-21|세미나실;WIFI;북카페||||||카페베네 울산신복로터리점||||80709
카페베네|부산주례점|||카페베네|051-315-6294|부산광역시 사상구 가야대로 298||WIFI;북카페||||||카페베네 부산주례점|1층 (주례동)|||80709
카페베네|비스포레센터점|||카페베네|02-354-8824|서울특별시 은평구 통일로 78길 7||WIFI;베이글인매장|09:00 23:00|||||카페베네 비스포레센터점|1층 (불광동)|||80709
카페베네|화곡중앙점|||카페베네|02-2607-6232|서울특별시 강서구 화곡로 228||WIFI;북카페||||||카페베네 화곡중앙점||||80709
카페베네|진주평거점|||카페베네|055-745-6236|경상남도 진주시 신평공원길 41||WIFI;PC사용가능;북카페||||||카페베네 진주평거점|1층|||80709
카페베네|중곡점|||카페베네|02-499-6232|서울특별시 광진구 면목로 163||WIFI;베이글인매장|09:00~23:00|||||카페베네 중곡점|1층 (중곡동)|||80709
카페베네|전주아중리점|||카페베네|063-245-6232|전라북도 전주시 덕진구 정언신로 182||WIFI;북카페|08:30~24:00|||||카페베네 전주아중리점||||80709
카페베네|울산세이브존점|||카페베네|052-257-6232||울산광역시 남구 삼산동 1497-1|WIFI;북카페||||||카페베네 울산세이브존점||||80709
카페베네|안동정하점|||카페베네|054-841-9111|경상북도 안동시 강남5길 5.||세미나실;WIFI;북카페||||||카페베네 안동정하점|108 204호 (정하동)|||80709
카페베네|장안점|||카페베네|02-2245-9909|서울특별시 동대문구 천호대로 375||WIFI|09:00 23:00|||||카페베네 장안점|1층 (장안동)|||80709
카페베네|거제축협점|||카페베네|055-633-7509|경상남도 거제시 거제중앙로 1726||WIFI||||||카페베네 거제축협점|1층 (거제축산농협)|||80709
카페베네|송도해수욕장점|||카페베네|051-231-9330|부산광역시 서구 암남공원로 39||WIFI;베이글인매장||||||카페베네 송도해수욕장점|송도 풍림아이원 1층|||80709
카페베네|익산부송점|||카페베네|063-832-6232|전라북도 익산시 무왕로 1171||WIFI;북카페|11:00~23:00|||||카페베네 익산부송점|1층|||80709
카페베네|전남무안점|||카페베네|061-453-6232|전라남도 무안군 무안읍 창포로 13-20||WIFI;베이글인매장||||||카페베네 전남무안점||||80709
카페베네|낙성대역점|||카페베네|02-876-6232|서울특별시 관악구 봉천로 569||WIFI;북카페||||||카페베네 낙성대역점|1 2층 (봉천동)|||80709
카페베네|구미형곡점|||카페베네|054-444-2682||경상북도 구미시 형곡동 854|WIFI;PC사용가능;북카페|08:00~24:00|||||카페베네 구미형곡점||||80709
카페베네|충북허브시티점|||카페베네|043-742-8859|충청북도 영동군 영동읍 계산로 45||WIFI;북카페|09:00~23:00|||||카페베네 충북허브시티점||||80709
카페베네|별내메이호텔점|||카페베네|031-571-5002|경기도 남양주시 별내2로 70||WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 별내메이호텔점|1층 101호 (별내동)|||80709
카페베네|대전가장점|||카페베네|042-522-8788|대전광역시 서구 가장로 77||세미나실;WIFI;PC사용가능;북카페||||||카페베네 대전가장점||||80709
카페베네|제주엠스테이호텔점|||카페베네|없음||제주특별자치도 서귀포시 서귀동 89-5|WIFI|08:00~24:00|||||카페베네 제주엠스테이호텔점||||80709
카페베네|경주동국대점|||카페베네|054-746-0073|경상북도 경주시 한빛길 6번길 43||WIFI;베이글인매장||||||카페베네 경주동국대점||||80709
카페베네|미아사거리역점|||카페베네|02-987-3900|서울특별시 강북구 도봉로 67||세미나실;WIFI;북카페;베이글인매장||||||카페베네 미아사거리역점|1층 (미아동)|||80709
카페베네|의정부동부점|||카페베네|031-852-1135|경기도 의정부시 천보로 56||세미나실;WIFI;북카페;베이글인매장|10:00~23:00|||||카페베네 의정부동부점|해동2타워 101호|||80709
카페베네|울산동천강점|||카페베네|052-292-9040|울산광역시 중구 외솔큰길 196||WIFI;북카페;베이글인매장||||||카페베네 울산동천강점|2층|||80709
카페베네|양산덕계평산점|||카페베네|055-382-5599|경상남도 양산시 웅상대로 883||WIFI;북카페;베이글인매장||||||카페베네 양산덕계평산점|2층 (덕계동)|||80709
카페베네|순천용당점|||카페베네|061-753-6232|전라남도 순천시 삼산로 89||WIFI;베이글인매장|08:00~23:00|||||카페베네 순천용당점|1층|||80709
카페베네|태종대점|||카페베네|051-633-9330|부산광역시 영도구 태종로 744||세미나실;WIFI;북카페|09:00~23:00|||||카페베네 태종대점|1층 (동삼동)|||80709
카페베네|울진읍내리점|||카페베네|054-782-6232|경상북도 울진군 울진읍 울진중앙로 110||WIFI;베이글인매장||||||카페베네 울진읍내리점||||80709
카페베네|전남강진점|||카페베네|061-434-6233|전라남도 강진군 강진읍 보은로3길 40||WIFI;베이글인매장||||||카페베네 전남강진점||||80709
카페베네|군산은파호수점|||카페베네|070-8899-6232|전라북도 군산시 동지곡길 177-4||WIFI;북카페|09:00~24:00|||||카페베네 군산은파호수점|(지곡동)|||80709
카페베네|서산(하)휴게소점|||카페베네|없음|충청남도 서산시 해미면 서해안고속도로 241||||||||카페베네 서산(하)휴게소점||||80709
카페베네|전주혁신도시점|||카페베네|063-237-2264|전라북도 전주시 완산구 오공로 43-13||WIFI;베이글인매장||||||카페베네 전주혁신도시점||||80709
카페베네|경남거창점|||카페베네|055-3263-2668|경상남도 거창군 거창읍 공수들4길 41||WIFI;북카페|10:00~23:00|||||카페베네 경남거창점||||80709
카페베네|거제수양점|||카페베네|055-632-1717|경상남도 거제시 수양로 498||세미나실;WIFI;북카페||||||카페베네 거제수양점|(양정동 1층 / 937-6번지)|||80709
카페베네|울산대왕암공원점|||카페베네|052-233-0525|울산광역시 동구 등대로 99||WIFI;베이글인매장||||||카페베네 울산대왕암공원점|A동 4호|||80709
카페베네|안산선부롯데점|||카페베네|031-411-5040|경기도 안산시 단원구 달미로 64||WIFI;북카페|10:00~23:30|||||카페베네 안산선부롯데점|1층 102호|||80709
카페베네|백령도점|||카페베네|032-836-6900|인천광역시 옹진군 백령면 백령로 236||WIFI;북카페|09:00~23:00|||||카페베네 백령도점||||80709
카페베네|사가정역점|||카페베네|02-493-6232||서울특별시 중랑구 면목동 496-17|WIFI;24시간;PC사용가능;북카페||||||카페베네 사가정역점||||80709
카페베네|광주수완1호점|||카페베네|062-952-6232|광주광역시 광산구 임방울대로 327||세미나실;WIFI;PC사용가능;북카페||||||카페베네 광주수완1호점|1 2층 (수완동)|||80709
카페베네|서귀포의료원점|||카페베네|070-8900-0165|제주특별자치도 서귀포시 장수로 47||WIFI|24시간|||||카페베네 서귀포의료원점|1층 (동홍동)|||80709
카페베네|순천향병원본관점|||카페베네|없음|충청남도 천안시 동남구 순천향6길 31||WIFI;북카페||||||카페베네 순천향병원본관점|1동|||80709
카페베네|순천향병원외래관점|||카페베네|없음|충청남도 천안시 동남구 순천향6길 31||WIFI;북카페||||||카페베네 순천향병원외래관점|1동|||80709
카페베네|강릉휴게소점|||카페베네|033-648-8850|강원도 강릉시 영동고속도로 232|||09:30~24:00|||||카페베네 강릉휴게소점||||80709
카페베네|울산남구청점|||카페베네|052-267-1736||울산광역시 남구 달동 1327-5|세미나실;WIFI;PC사용가능;북카페||||||카페베네 울산남구청점||||80709
카페베네|영천시청점|||카페베네|054-333-0661|경상북도 영천시 시청로 15||WIFI;PC사용가능;북카페||||||카페베네 영천시청점|(문외동)|||80709
카페베네|천안성정점|||카페베네|041-592-6232|충청남도 천안시 서북구 쌍용대로 288||WIFI;PC사용가능;북카페|07:00~21:00|||||카페베네 천안성정점|1층 5 6호 (성정동)|||80709
카페베네|거제학동점|||카페베네|055-635-2234|경상남도 거제시 동부면 학동7길 2||WIFI;북카페|10:00~23:00|||||카페베네 거제학동점||||80709
카페베네|남원춘향점|||카페베네|||전라북도 남원시 어현동 37-64|세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 남원춘향점||||80709
카페베네|성남신흥점|||카페베네|031-734-6232||경기도 성남시 수정구 신흥동 2475|WIFI;북카페||||||카페베네 성남신흥점||||80709
카페베네|대구아카데미점|||카페베네|070-7720-6232||대구광역시 중구 동성로2가 91-1|WIFI;북카페;베이글인매장||||||카페베네 대구아카데미점||||80709
카페베네|아산음봉레이크시티점|||카페베네|041-544-7727|충청남도 아산시 음봉면 음봉로 515-46||WIFI;베이글인매장||||||카페베네 아산음봉레이크시티점|1층 107호|||80709
카페베네|동강휴게소1호점|||카페베네||강원도 영월군 남면 강원남로 641||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 동강휴게소1호점||||80709
카페베네|동강휴게소2호점|||카페베네||강원도 영월군 남면 강원남로 641||세미나실;WIFI;24시간;PC사용가능;북카페|09:00~23:00|||||카페베네 동강휴게소2호점||||80709
카페베네|인천구월CGV점|||카페베네|070-4150 4544||인천광역시 남동구 구월동 1130|세미나실;WIFI;북카페||||||카페베네 인천구월CGV점|씨엔씨쇼핑몰1층|||80709
카페베네|창원대학점|||카페베네|055-286-6232|경상남도 창원시 의창구 용지로 293번길 (사림동 우영프라자108호) ||세미나실;WIFI;북카페||||||카페베네 창원대학점||||80709
카페베네|구호전장례식장점|||카페베네||광주광역시 북구 독립로 409||세미나실;WIFI;24시간;PC사용가능;북카페|10:00~23:00|||||카페베네 구호전장례식장점||||80709
카페베네|부산부암메리움점|||카페베네|051-801-1025|부산광역시 부산진구 신천대로 246||WIFI;PC사용가능;북카페|09:00~23:00|||||카페베네 부산부암메리움점|(부암동 메리움아파트상가 1 3층)|||80709
카페베네|전곡터미널점|||카페베네|031-833-0055|경기도 연천군 전곡읍 온골로 59-1||WIFI;북카페||||||카페베네 전곡터미널점|(1층)|||80709
카페베네|청주용암점|||카페베네|070-4154-2350|충청북도 청주시 상당구 월평로 184번길 78||WIFI;PC사용가능;북카페||||||카페베네 청주용암점||||80709
카페베네|양주덕정점|||카페베네|031-858-7144|경기도 양주시 회정로 107||WIFI;북카페|08:30~24:00|||||카페베네 양주덕정점|(덕정동)|||80709
카페베네|부여점|||카페베네|041-837-6640|충청남도 부여군 부여읍 나루터로 29||||||||카페베네 부여점||||80709
카페베네|천안병천점/|||카페베네|041-571-5278|충청남도 천안시 동남구 병천면 아우내순대길 43||||||||카페베네 천안병천점/|1층|||80709
