##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
경희대모범태권도장||||태권도장|2686-3818||경기 광명시 광명2동 40-8|||||||경희대모범태권도장||||20311
광복Kims태권도장||||태권도장|2625-6256||경기 광명시 광명1동 5-32|||||||광복Kims태권도장||||20311
꿈키아이태양태권도||||태권도장|868-8680||경기 동두천시 지행동 721-3|||||||꿈키아이태양태권도|중앙프라자 7층 702호|||20311
경희대하안태권도교육관||||태권도장|028930083||경기 광명시 하안2동 34|||||||경희대하안태권도교육관|한일빌딩 6층|||20311
상무한양태권도장||||태권도장|2689-1485||경기 광명시 철산3동 240|||||||상무한양태권도장|마상가 212호|||20311
중앙석사태권도||||태권도장|031-437-8581|경기도 군포시 대야1로15번길 5||||||||중앙석사태권도|(대야미동,3층)|||20311
하나태권도장||||태권도장|032-668-7755|경기도 부천시 원미구 장말로294번길 32-3||||||||하나태권도장|2층,지층 (심곡동)|||20311
쌍호태권도장||||태권도장|032-671-4291||경기 부천시 오정구 고강본동 370-9|||||||쌍호태권도장||||20311
용인대황룡태권도||||태권도장|032-325-0211||경기 부천시 원미구 중4동 1039-1|||||||용인대황룡태권도|은하주공아파트 단지내상가|||20311
국기태권도장||||태권도장|321-8513||경기도 용인시 처인구 김량장동 508-2|||||||국기태권도장|1층|||20311
탑태권도가온누리화성관||||태권도장|234-0660||경기 화성시 병점동 431-3|||||||탑태권도가온누리화성관|두산탑프라자 4층|||20311
용인대푸른태권도||||태권도장|613-3266||경기 화성시 능동 1152-2|||||||용인대푸른태권도|6층|||20311
경희대효동체육관||||태권도장|459-1557|경기도 군포시 금정로 28||||||||경희대효동체육관|3층 (금정동)|||20311
청운용인대체육관||||태권도장|2618-8834||경기 광명시 광명7동 725-2|||||||청운용인대체육관|3층|||20311
용인대타이곤태권도체육관||||태권도장|985-9873||경기 김포시 북변동 404-10|||||||용인대타이곤태권도체육관|월드프라자 2층|||20311
경희대석사백마체육관||||태권도장|032-684-3313||경기 부천시 오정구 원종1동 237-15|||||||경희대석사백마체육관|3층|||20311
안산세계태권도||||태권도장|410-5951||경기 안산시 단원구 선부동 1080-1|||||||안산세계태권도|국제빌딩 4층|||20311
경희대석사충훈태권도||||태권도장|471-7698||경기 안양시 만안구 석수3동 785-15|||||||경희대석사충훈태권도|3층|||20311
경희대양지태권도장||||태권도장|444-4941||경기 안양시 만안구 안양동 845-11|||||||경희대양지태권도장|3층|||20311
경희대경향태권도||||태권도장|455-5353||경기 안양시 동안구 호계동 811|||||||경희대경향태권도|현대홈타운상가 3층|||20311
전진효태권도||||태권도장|474-6662||경기 안양시 만안구 안양2동 28-1|||||||전진효태권도|2층|||20311
청록경희대태권도||||태권도장|409-6577||경기 안산시 상록구 본오동 879-7|||||||청록경희대태권도||||20311
경희대장백태권도장||||태권도장|418-8595||경기 안산시 상록구 푸르지오6차 주상가 3층 |||||||경희대장백태권도장||||20311
석사성신태권도교실||||태권도장|449-6157||경기 안양시 만안구 안양9동 762-2|||||||석사성신태권도교실|프라자상가 3층|||20311
박사경희대태권도장||||태권도장|429-2491||경기 안양시 동안구 신촌동 1075|||||||박사경희대태권도장|무궁화태영A상가 202호|||20311
차오름한얼태권도||||태권도장|312-2558||부산 사상구 모라동 1362|||||||차오름한얼태권도|우신프라자 3층|||20311
경희대석사충효태권도||||태권도장|877-0598||경기 의정부시 신곡동 장암주공5단지아파트 상가동 301호 |||||||경희대석사충효태권도||||20311
필승태권도장||||태권도장|852-5511||경기 의정부시 신곡동 760-3|||||||필승태권도장|우정프라자 5층|||20311
장암최강체육관||||태권도장|872-8454||경기 의정부시 장암동 17-8|||||||장암최강체육관|3층|||20311
강북경희대체육관||||태권도장|984-7724||서울 강북구 미아3동 218-1|||||||강북경희대체육관|홍보빌딩 202호|||20311
압구정경희대태권도스쿨||||태권도장|514-1939||서울 강남구 신사동 550-9|||||||압구정경희대태권도스쿨|(B-1)|||20311
경희대광진||||태권도장|2682-6229||서울특별시 구로구 개봉동 126-21|||||||경희대광진||||20311
용인대석사일동||||태권도장|717-3218|서울 마포구 새창로6길 28||||||||용인대석사일동|(도화동)|||20311
충효태권도||||태권도장|876-0907||경기 의정부시 호원동 423|||||||충효태권도|7층|||20311
용인대현일태권도장||||태권도장|873-4200||경기 의정부시 녹양동 355|||||||용인대현일태권도장|현대홈타운상가 2층 201,202호|||20311
JCS경호태권도||||태권도장|878-7128||경기 의정부시 신곡동 664-22|||||||JCS경호태권도|유경빌딩 2층|||20311
USK한라체육관||||태권도장|821-2744||경기 의정부시 신곡동 669|||||||USK한라체육관|극동상가 201호|||20311
용현정훈태권도장||||태권도장|844-1711||경기 의정부시 용현동 46|||||||용현정훈태권도장|현대1차아파트 상가 401호|||20311
신화정태권도||||태권도장|201-1007||울산 동구 방어동 1151-7|||||||신화정태권도||||20311
아남체육관||||태권도장|651-0363|광주광역시 남구 금당로3길 20||||||||아남체육관||||20311
V/태권도||||태권도장|268-1182||광주 북구 두암동 277-12|||||||V 태권도||||20311
용인대한빛체육관||||태권도장|774-9566||경기 양평군 양평읍 공흥리 788-2|||||||용인대한빛체육관||||20311
연세대성원태권도||||태권도장|733-7876||제주특별자치도 서귀포시 동홍동 60-3|||||||연세대성원태권도||||20311
쌍용키즈태권도||||태권도장|851-0119||경기 의정부시 용현동 391-19|||||||쌍용키즈태권도|용현건영아파트 상가동 201호|||20311
식사둥글이태권도||||태권도장|969-2866||경기 고양시 일산동구 식사동 1487|||||||식사둥글이태권도|위시티일산자이1단지 상가-1 201호|||20311
용인대석사청구태권도장||||태권도장|294-7090|경기 수원시 권선구 오목천로 37||||||||용인대석사청구태권도장|(오목천동) 2층 201호|||20311
명지대안양체육관||||태권도장|298-1443|경기도 화성시 유리마을길 79||||||||명지대안양체육관|봉담기산베스트빌상가 3층|||20311
용인대정도태권도장||||태권도장|031-336-1574||경기 용인시 처인구 김량장동 293-24|||||||용인대정도태권도장|2층|||20311
과천용인대중앙태권도장||||태권도장|503-5016||경기 과천시 별양동 14|||||||과천용인대중앙태권도장|종교빌딩 4층|||20311
부용태권도||||태권도장|||경기 의정부시 민락동 754-6|||||||부용태권도||||20311
코리아금메달체육관||||태권도장|574-3022||경기 남양주시 오남읍 오남리 464|||||||코리아금메달체육관|금오어울림아파트상가 2층|||20311
화랑태권도체육관||||태권도장|2684-4465||경기 광명시 광명6동 352-38|||||||화랑태권도체육관|동서빌딩 2층|||20311
신주례태권도2||||태권도장|322-2371||부산 사상구 주례동 3-16|||||||신주례태권도2|신주례LG@상가동 205호|||20311
경희대장안태권도||||태권도장|708-6444||경기 성남시 분당구 분당동 90-5|||||||경희대장안태권도|진원B/D 2층|||20311
굴렁쇠체육관||||태권도장|288-9003||경남 창원시 의창구 도계동 896-6|||||||굴렁쇠체육관|1층|||20311
경상대백호태권도장||||태권도장|055-752-8813|경남 진주시 초장로14번길 16-24||||||||경상대백호태권도장|2층 (초전동)|||20311
대한태권도장||||태권도장|741-2126||경남 진주시 이현동 24-12|||||||대한태권도장||||20311
다현태권도체육관||||태권도장|293-4569||경남 창원시 의창구 동정동 288|||||||다현태권도체육관|4층|||20311
신신체육관||||태권도장|649-4185||경남 통영시 북신동 38-3|||||||신신체육관|대린상가 305호|||20311
계명대아이세상태권도||||태권도장|254-3580||대구 동구 신천동 642-1|||||||계명대아이세상태권도||||20311
연세정도태권도장||||태권도장|2617-7556||경기 광명시 철산3동 634|||||||연세정도태권도장|래미안자이 단지상가 3층|||20311
한체대우리태권도||||태권도장|709-7942||경기 성남시 분당구 야탑동 174-6|||||||한체대우리태권도|부건프라자 401호|||20311
경희대석사창대태권도장||||태권도장|335-3536||경기 용인시 처인구 삼가동 265|||||||경희대석사창대태권도장|진우A상가 2층|||20311
경호||||태권도장|975-8047|서울 노원구 공릉로58길 87||||||||경호|3층 (하계동)|||20311
경희대수태권도||||태권도장|318-1998||경기 시흥시 월곶동 1014-2|||||||경희대수태권도|3층|||20311
토평경희대태권도장||||태권도장|563-7188||경기 구리시 토평동 611-32|||||||토평경희대태권도장|청운빌딩 A동 203호|||20311
하늘태권스쿨||||태권도장|569-6044||경기 구리시 수택동 535-34호 2층 |||||||하늘태권스쿨||||20311
연세태권도||||태권도장|939-8226||경기 파주시 와동동 동문 11단지 상가 2층 |||||||연세태권도||||20311
단태권도하남도장||||태권도장|795-6552||경기 하남시 덕풍동 681-1|||||||단태권도하남도장|한솔A상가 3층|||20311
뉴광명경희대태권도장||||태권도장|2618-5039|경기도 광명시 철산로29번길 12||||||||뉴광명경희대태권도장|2층 201호 (철산동)|||20311
한국체대양지태권도장||||태권도장|575-8181||경기 남양주시 오남읍 양지리 97-1|||||||한국체대양지태권도장||||20311
단국대강호체육관||||태권도장|677-7666||경기 안성시 죽산면 죽산리 427-3|||||||단국대강호체육관|2층|||20311
석사용인대석천태권도장||||태권도장|032-321-3459||경기 부천시 원미구 상동 523-3|||||||석사용인대석천태권도장|4,5 대동프라자 403호|||20311
연세청복선태권도장||||태권도장|635-6880|경기 이천시 서희로 83||||||||연세청복선태권도장|2층 (창전동)|||20311
강선태권도장||||태권도장|919-6366||경기 고양시 일산서구 주엽동 101|||||||강선태권도장|두산상가 207호|||20311
베스트태권도스포츠클럽||||태권도장|032-347-8860||경기 부천시 소사구 범박동 44-16|||||||베스트태권도스포츠클럽|보람월드프라자5층|||20311
용인대용무체육관||||태권도장|511-1000||경기 남양주시 화도읍 묵현리 298-8|||||||용인대용무체육관|상가2층|||20311
국가대표키즈태권도장||||태권도장|562-2979||경기 구리시 토평동 998-1|||||||국가대표키즈태권도장|새롬프라자 4층|||20311
강서비룡||||태권도장|3665-8998||서울시 강서구 내발산동 658|||||||강서비룡||||20311
시온태권도교실||||태권도장|261-5223|경상북도 포항시 북구 흥해로 108-2||||||||시온태권도교실||||20311
태권마루||||태권도장|6433531|강원도 강릉시 교동광장로 149||||||||태권마루|오성빌딩 4층 (교동)|||20311
아라한태권도체육관||||태권도장|765-0852|강원도 원주시 남산로9번길 26||||||||아라한태권도체육관|(명륜동)|||20311
동아대영웅태권도||||태권도장|051-207-7777||부산 사하구 신평동 425|||||||동아대영웅태권도|한신아파트상가 403호|||20311
한성태권도||||태권도장|513-0107|광주 북구 북문대로242번길 43||||||||한성태권도|상가 4층 (동림동,동림푸른마을주공3단지아파트)|||20311
창무태권도||||태권도장|515-2023||광주 북구 동림동 삼익아파트상가 119|||||||창무태권도||||20311
신신키즈체육관||||태권도장|473-8899||경북 구미시 구평동 1087|||||||신신키즈체육관|114동 구평 영무예다음 114동 아파트단지상가 201,202호|||20311
금천현대종합체육관||||태권도장|224-1555||충북 청주시 상당구 금천동 199-1|||||||금천현대종합체육관|현대상가 504호|||20311
박사태권도||||태권도장|746-0153||전남 순천시 연향동 금호A 상가 2층 201호 |||||||박사태권도||||20311
정진/용인대석사||||태권도장|822-7053||서울특별시 동작구 상도4동 210-23|||||||정진 용인대석사||||20311
한양석사||||태권도장|438-4000||서울 중랑구 중화1동 132-2|||||||한양석사||||20311
강철||||태권도장|3463-6658||서울 강남구 도곡1동 역삼럭키@상가 963|||||||강철|상가2층 207호|||20311
윤태권도아카데미||||태권도장|575-7145||서울 강남구 개포4동 1259-8|||||||윤태권도아카데미|남강빌딩 3층|||20311
한체대원도||||태권도장|2147-1919||서울 송파구 잠실동 44|||||||한체대원도|레이크펠리스상가 A동 405호|||20311
고려대/만덕||||태권도장|439-1365||서울 중랑구 면목2동 181-126|||||||고려대 만덕|3층|||20311
리더댄||||태권도장|2209-3666||서울 중랑구 신내동 396-32|||||||리더댄|2층|||20311
초당||||태권도장|955-2201||서울 도봉구 방학3동 우성2차아파트 상가 202호 |||||||초당||||20311
단국대효태권도교육관||||태권도장|226-4336||전북 전주시 완산구 삼천동1가 667-5|||||||단국대효태권도교육관|2층|||20311
스마트태권도||||태권도장|063-229-3113||전북 전주시 완산구 효자동2가 100-1|||||||스마트태권도|포스코@상가 2층|||20311
블랙벨트센터||||태권도장|636-5535|강원도 속초시 조양상가길 5||||||||블랙벨트센터|3층 (조양동)|||20311
신완태권도||||태권도장|952-5115||광주 광산구 장덕동 1110|||||||신완태권도|수완신안실크벨리 206호|||20311
애이빈/태권도||||태권도장|652-9103||광주 남구 봉선동 30|||||||애이빈 태권도|무등파크맨션3차 2층 상가|||20311
용인대성도체육관||||태권도장|0415553161||충남 천안시 동남구 원성동 431|||||||용인대성도체육관|2호|||20311
백화상무체육관||||태권도장|041-675-1641||충남 태안군 태안읍 동문리 358|||||||백화상무체육관|3호|||20311
율곡체육관||||태권도장|264-9764||광주 동구 산수동 681|||||||율곡체육관||||20311
청도태권도||||태권도장|||충북 청주시 상당구 용담동 398|||||||청도태권도|3층|||20311
중흥체육관||||태권도장|522-4784||광주 동구 계림1동 659-3|||||||중흥체육관||||20311
경희대성용||||태권도장|980-4790||서울 강북구 미아4동 7-5|||||||경희대성용||||20311
슈퍼라이온/체육관||||태권도장|792-8822||대구 수성구 매호동 977-1|||||||슈퍼라이온 체육관||||20311
예건부부태권도센터||||태권도장|581-5252||전북 부안군 부안읍 봉덕리 546-1|||||||예건부부태권도센터|한솔프라자 201호|||20311
용인대KAT태권도||||태권도장|912-1367||경기 고양시 일산서구 일산3동 1048|||||||용인대KAT태권도|상가동 203~5동|||20311
용인대가좌태권도||||태권도장|923-2993||경기 고양시 일산서구 가좌동 1089|||||||용인대가좌태권도|가좌마을 상가동 302호|||20311
고양대화키즈태권도||||태권도장|913-8482||경기 고양시 일산서구 대화동 1459-9|||||||고양대화키즈태권도|금강프라자 2층|||20311
예송태권도||||태권도장|0319730615|경기 고양시 덕양구 행신로 153||||||||예송태권도|미호상가 3층 (행신동)|||20311
명품태권스쿨||||태권도장|798-5557||경기 광주시 송정동 82-12|||||||명품태권스쿨|2층|||20311
한양대삼리태권도||||태권도장|767-3205||경기 광주시 곤지암읍 삼리 132-6|||||||한양대삼리태권도|3층|||20311
동아대반여체육관||||태권도장|783-2421||부산광역시 해운대구 반여2동 1291-534|||||||동아대반여체육관||||20311
참조은태권도||||태권도장|261-9296||울산광역시 남구 삼산동 1509-9|||||||참조은태권도|2층|||20311
용인태권도||||태권도장|0522670483|울산광역시 남구 삼산로 156번기 18||||||||용인태권도||||20311
영화태권도체육관||||태권도장|254-5753||울산광역시 울주군 언양읍 서부리 354-3|||||||영화태권도체육관||||20311
용인대학사태권도클럽||||태권도장|261-3930||울산광역시 남구 신정동 859-38|||||||용인대학사태권도클럽||||20311
나라찬/태권도장||||태권도장|287-4455||전라남도 무안군 삼향읍 남악리 1480|||||||나라찬 태권도장|근화 베아채 상가 2층 203호|||20311
국방지형정보단||||태권도장|9757536|||||||||국방지형정보단||||20311
극동비젼태권도장||||태권도장||대구광역시 북구 산격로 96||||||||극동비젼태권도장|1265-9|||20311
용인대마루한태권도||||태권도장|8059-2772||경기도 화성시 향남읍 행정리 441|||||||용인대마루한태권도|향남시범넓은들마을 에일린의 뜰 202-204호|||20311
국립태권도||||태권도장|857-0660||경기도 양주시 덕정동 250-16|||||||국립태권도|한솔프라자A동 301-303호|||20311
한국광백태권도장||||태권도장|867-5253||경기도 양주시 덕계동 852|||||||한국광백태권도장|양주푸르지오 상가동 2층|||20311
보광태권도||||태권도장|334-3458||부산광역시 북구 구포3동 1237-50|||||||보광태권도|5층|||20311
한양대/한빛/태권도||||태권도장|466-2058||인천광역시 남동구 만수6동 1044|||||||한양대 한빛 태권도|뉴서울@2층|||20311
진천중앙태권도장||||태권도장|043-533-2333||충청북도 진천군 진천읍 교성리 175-2|||||||진천중앙태권도장||||20311
용인대/석사/참/태권도||||태권도장|516-0828||인천광역시 계양구 오류동 180|||||||용인대 석사 참 태권도|신동아 3층|||20311
선린K태권스쿨||||태권도장|484-6252||서울특별시 강동구 길동 316-19|||||||선린K태권스쿨||||20311
올림픽태권도장||||태권도장|477-0204||서울특별시 강동구 천호동 217-132|||||||올림픽태권도장|동아하이빌상가 3층|||20311
태비튼튼체육관||||태권도장|2662-2369||서울특별시 강서구 내발산동 712-2|||||||태비튼튼체육관|2층|||20311
경희대우리태권도장||||태권도장|927-1087||서울특별시 성북구 동소문동7가 109|||||||경희대우리태권도장||||20311
국민태권도장||||태권도장|||전라북도 군산시 수송동 오투그란데1단지 상가 316-302|||||||국민태권도장||||20311
위너태권도장||||태권도장|02-475-1954||서울특별시 강동구 성내동 503-5|||||||위너태권도장|301호|||20311
PEC경희스포츠아카데미||||태권도장|0312630826|경기도 용인시 수지구 상현로11번길 2||||||||PEC경희스포츠아카데미|1동|||20311
화랑태권도장||||태권도장|02-826-5558||서울특별시 동작구 상도1동 507-1|||||||화랑태권도장|3층|||20311
늘품태권도전문도장||||태권도장|031-924-7111|경기도 고양시 일산서구 일산로 731||||||||늘품태권도전문도장|5층 (대화동)|||20311
양진우리아이태권스쿨||||태권도장|0316572466|경기도 안성시 진말길 6||||||||양진우리아이태권스쿨|지하1층|||20311
미원/체육관||||태권도장|043-298-8801||충청북도 청원군 미원면 미원2리 433-13|||||||미원 체육관||||20311
문의/체육관||||태권도장|293-8906||충청북도 청원군 문의면 미천리 121-15|||||||문의 체육관||||20311
청무/체육관||||태권도장|214-4545|충청북도 청원군 청암로 33||||||||청무 체육관|3층|||20311
청파/체육관||||태권도장|218-3880|충북 청주시 청원구 오창읍 오창중앙로 12||||||||청파 체육관|3층 (각리,중앙하이츠빌아파트 상가)|||20311
이태훈태권도장||||태권도장|062-432-0909||광주광역시 광산구 도산동 782|||||||이태훈태권도장|호반아파트2차상가 2층|||20311
경희대키즈태권도장||||태권도장|031-286-0013|경기도 용인시 기흥구 사은로 130-12||||||||경희대키즈태권도장|쇼핑이지상가 C동 201호 (보라동)|||20311
동명태권도장||||태권도장|031-274-1733|경기도 용인시 기흥구 새천년로26번길 4||||||||동명태권도장|보은빌딩 501호 (신갈동)|||20311
동탄MTA태권도||||태권도장|031-613-0051|경기도 화성시 동탄반석로 41||||||||동탄MTA태권도|단지내 상가 305호~308호 (반송동,나루마을신도브래뉴아파트)|||20311
늘해랑/태권도||||태권도장|062-269-2727||광주광역시 북구 두암동 885-9|||||||늘해랑 태권도|양서맨션상가 2층|||20311
국가대표스타클래스태권도장||||태권도장|02-893-0002|경기도 광명시 범안로 1035||||||||국가대표스타클래스태권도장|7층 (하안동)|||20311
광명경희대호림태권도장||||태권도장|02-2688-8141|경기도 광명시 철산로 45||||||||광명경희대호림태권도장|2층 (철산동)|||20311
한국체대두드림태권도장||||태권도장|032-328-2151|경기도 부천시 원미구 조마루로 246||||||||한국체대두드림태권도장|301호 302호 (중동,우성상가 3층)|||20311
석사경희대태권도장||||태권도장|032-668-7952|경기도 부천시 소사구 성주로 224||||||||석사경희대태권도장|206호 (심곡본동,2층)|||20311
석사경희대한미태권도장||||태권도장|032-348-7650|경기도 부천시 원미구 지봉로 100||||||||석사경희대한미태권도장|4층 (역곡동,청호빌딩)|||20311
정도태권도장||||태권도장|031-797-5199|경기도 광주시 마루들길 259||||||||정도태권도장|2층,3층 (교동빌딩)|||20311
분도태권도장||||태권도장|031-767-8547|경기 광주시 경안로42번길 5-4||||||||분도태권도장|2층 (경안동)|||20311
MTA왕건태권도장||||태권도장|031-631-7677|경기도 이천시 향교로 128||||||||MTA왕건태권도장|3층 (창전동)|||20311
MTA백호태권도장||||태권도장|031-633-1240|경기도 이천시 대산로 476-11||||||||MTA백호태권도장||||20311
한양대/태양뮤직/태권도장||||태권도장||대구광역시 달서구 상원로 117||||||||한양대 태양뮤직 태권도장|4층 (상인동)|||20311
선인태권도장(2관)||||태권도장|053-243-0208||대구광역시 북구 노원동1가 6-16|||||||선인태권도장(2관)||||20311
석사아이사랑태권도장||||태권도장|031-922-0909|경기도 고양시 일산서구 가좌1로 8||||||||석사아이사랑태권도장|303호 (가좌동,가좌마을5단지상가동 3층)|||20311
고양용인대힘찬태권도장||||태권도장||경기도 고양시 덕양구 도래울1로 57||||||||고양용인대힘찬태권도장|304호 305호 (도내동,태종빌딩 3층)|||20311
경희대국가대표태권도장||||태권도장|031-285-7942|경기도 용인시 기흥구 중부대로788번길 13||||||||경희대국가대표태권도장|301호 302호 (상하동,수원동마을쌍용스윗닷홈아파트)|||20311
효태권도장||||태권도장|031-693-3600|경기도 용인시 기흥구 동백죽전대로 281||||||||효태권도장|206호 (중동,참솔마을월드메르디앙상가동 2층)|||20311
용인대와이티에이(YTA)태권도장||||태권도장|031-332-6567|경기도 용인시 처인구 백옥대로 603||||||||용인대와이티에이(YTA)태권도장|202호 (훼밀리프라자 2층)|||20311
용인대상현태권도||||태권도장|031-272-3303|경기도 용인시 수지구 상현로 70||||||||용인대상현태권도|301호 (상현동,상현마을동일스위트아파트상가동 3층)|||20311
용인대꿈나무태권도장||||태권도장|031-272-1771|경기도 용인시 수지구 수지로461번길 38||||||||용인대꿈나무태권도장|301호 (동천동,신세계프라자 3층)|||20311
태풍태권도장||||태권도장|031-261-8051|경기도 용인시 수지구 수풍로 38||||||||태풍태권도장|지층 (풍덕천동,삼성2차아파트상가)|||20311
용인대/액티브/태권도장||||태권도장|044-866-7712|세종특별자치시 노을3로 104||||||||용인대 액티브 태권도장|한솔빌딩4층 (한솔동)|||20311
고려튼튼태권도장||||태권도장|02-337-7012|서울특별시 서대문구 연희로32길 20||||||||고려튼튼태권도장|상가3층 301호 (연희동,대림아파트)|||20311
백운나래태권도장||||태권도장|02-902-9555|서울특별시 도봉구 삼양로 590||||||||백운나래태권도장|3층 (쌍문동)|||20311
실전경찰태권도장||||태권도장|02-426-3006|서울특별시 강동구 동남로81길 82||||||||실전경찰태권도장|2층 (고덕동)|||20311
영일태권도예절관||||태권도장|02-854-5259||서울특별시 구로구 가리봉동 8-1|||||||영일태권도예절관||||20311
아이태권도장||||태권도장|031-901-9399|경기도 고양시 일산동구 숲속마을로 44||||||||아이태권도장|501호~504호 (풍동,풍동미래타원 5층)|||20311
한국체대천마태권도장||||태권도장|031-977-8803|경기도 고양시 일산동구 탄중로 324||||||||한국체대천마태권도장|3층 (중산동)|||20311
박영우YTA태권도장||||태권도장|031-924-3939|경기도 고양시 일산서구 대산로 113||||||||박영우YTA태권도장|205호 (주엽동,백마프라자 2층)|||20311
용인대박사백호태권도장||||태권도장|031-265-2805|경기도 용인시 수지구 정평로 40-1||||||||용인대박사백호태권도장|502호,503호 (풍덕천동,거묵상가1 5층)|||20311
용인대신일태권도장||||태권도장|031-266-7755|경기도 용인시 수지구 신봉2로 71||||||||용인대신일태권도장|3층 (신봉동,태천빌딩)|||20311
고려오감태권도||||태권도장|031-272-8895|경기도 용인시 수지구 신봉2로 15||||||||고려오감태권도|201호 (신봉동,홍천말프라자2동 2층)|||20311
HS비전태권도장||||태권도장|031-263-9003|경기도 용인시 수지구 현암로 15||||||||HS비전태권도장|3층 (죽전동,경빌딩)|||20311
경희대원일태권도장||||태권도장|031-263-4523|경기도 용인시 수지구 신봉2로14번길 8||||||||경희대원일태권도장|301호 (신봉동,백산빌딩 3층)|||20311
백호태권도||||태권도장|032-583-1005|인천광역시 남동구 호구포로 911||||||||백호태권도|5층 (간석동,신영빌딩)|||20311
국가대표코리아태권도||||태권도장||인천광역시 남동구 논고개로 71||||||||국가대표코리아태권도|1101호 (논현동,가산타워)|||20311
루루태권도장||||태권도장|031-502-6167|경기도 안산시 상록구 중보로 23||||||||루루태권도장|501호,502호 (이동)|||20311
경희대한울태권도장||||태권도장|031-366-4626|경기도 화성시 행정중앙2로 16||||||||경희대한울태권도장|201호 (향남시범넓은들마을우미린아파트상가 2층)|||20311
월드태권도||||태권도장|031-641-2336|경기도 이천시 설장로 13-1||||||||월드태권도|2층|||20311
MTA대성태권도장||||태권도장|031-631-8088|경기도 이천시 서희로71번길 23||||||||MTA대성태권도장|1층 (창전동)|||20311
국가대표태권도1관||||태권도장||경기도 이천시 청백리로 71||||||||국가대표태권도1관|3층|||20311
푸른솔태권도||||태권도장|031-841-8428|경기도 양주시 부흥로 2021-7||||||||푸른솔태권도|303호,304호 (고읍동,TS푸른솔1차아파트상가동 3층)|||20311
석사경희화창태권도장||||태권도장|031-474-3493|경기 안양시 만안구 안양로 512||||||||석사경희화창태권도장|2층 (석수동)|||20311
경희대전진태권도장||||태권도장|02-2066-7775|서울특별시 구로구 개봉로2길 133-25||||||||경희대전진태권도장|2층 (개봉동)|||20311
국가대표/나래/태권도/교육관/태권도장||||태권도장|02-997-7360|서울특별시 노원구 초안산로5길 12||||||||국가대표 나래 태권도 교육관 태권도장|월계프라자 4층 (월계동)|||20311
경희대신화/태권도장||||태권도장|02-303-0501||서울특별시 서대문구 북가좌동 307-34|||||||경희대신화 태권도장|4층|||20311
지웰MTA태권도||||태권도장|043-233-0757||충청북도 청주시 흥덕구 복대동 288-15|||||||지웰MTA태권도|흥복드림몰 601호|||20311
석호창조태권도장||||태권도장|031-408-9596|경기도 안산시 상록구 네고지2길 20||||||||석호창조태권도장|1층 (사동)|||20311
경희대성호태권도장||||태권도장|031-416-0579|경기도 안산시 상록구 호동로 66||||||||경희대성호태권도장|2층 (일동)|||20311
우석태권도장||||태권도장|031-411-6722|경기도 안산시 단원구 초지로 94||||||||우석태권도장|한솔프라자 5층 501호,502호 (초지동)|||20311
국가대표부부태권스쿨||||태권도장|031-318-3336|경기도 시흥시 수인로3413번길 33||||||||국가대표부부태권스쿨|3층 (신천동,가원빌딩)|||20311
경희대슈퍼아이태권도||||태권도장|031-982-0709|경기도 김포시 김포한강9로 73||||||||경희대슈퍼아이태권도|김포센트럴프라자 7층 704호 (구래동)|||20311
한국체대드림태권도장||||태권도장|031-982-6664|경기도 김포시 사우중로73번길 16||||||||한국체대드림태권도장|영프라자 3층 303호 (북변동)|||20311
여주종합태권도장||||태권도장|01091244954|경기도 여주군 청심로 197-8||||||||여주종합태권도장|2층 (상동)|||20311
경희대석사대왕태권도장||||태권도장|031-211-7524|경기도 수원시 팔달구 중부대로 194||||||||경희대석사대왕태권도장|2층 (인계동,승원빌딩)|||20311
갈뫼경희태권도장||||태권도장|031-421-0980|경기도 의왕시 갈미로 34||||||||갈뫼경희태권도장|반도보라빌리지2단지상가 2층 201호 (내손동)|||20311
용인대효예태권도장||||태권도장|031-452-8969|경기도 의왕시 오전천로 52||||||||용인대효예태권도장|301호 (오전동,민들레베스파트 3층)|||20311
경희대정도태권도장||||태권도장|031-225-7940|경기도 수원시 권선구 곡선로50번길 45-4||||||||경희대정도태권도장|5층 (곡반정동)|||20311
키즈석사태권도장||||태권도장|031-255-5244|경기도 수원시 장안구 조원로 112번길 35||||||||키즈석사태권도장|301호 (조원동,창흥빌딩 3층)|||20311
경희대금호태권도장||||태권도장|031-308-9595|경기도 수원시 권선구 호매실로 218번길 128||||||||경희대금호태권도장|501호 (호매실동,아트프라자 5층)|||20311
경희대파란태권도장||||태권도장|031-217-7891|경기도 수원시 영통구 에듀타운로 25||||||||경희대파란태권도장|303호 (이의동,명품프라자 3층)|||20311
경희대석사전진효태권도장||||태권도장|031-269-8388|경기도 수원시 장안구 정자로144번길 38||||||||경희대석사전진효태권도장|3층 (정자동)|||20311
비상태권도장||||태권도장|031-213-8884|경기도 수원시 영통구 인계로 239||||||||비상태권도장|지층 (매탄동,매탄성일아파트제1상가)|||20311
궐동국가대표용인대태권도장||||태권도장|031-373-1516|경기도 오산시 궐리사로 44||||||||궐동국가대표용인대태권도장|창용빌딩 4층 (궐동)|||20311
중앙경희태권도장||||태권도장|031-376-0055|경기도 오산시 성호새싹길 11||||||||중앙경희태권도장|2층 (오산동)|||20311
