##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@놀부부대찌개
부대찌개|동해천곡부대점|||놀부부대찌개|033-535-7713||강원도 동해시 천곡동 863|예약불가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 동해천곡부대점|110;110|||81021
부대찌개|마산합성부대점|||놀부부대찌개|055-292-4933||경남 마산시 합성동 265-13|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 마산합성부대점|백양빌딩 105호;백양빌딩 105호|||81021
부대찌개|명동2호부대점|||놀부부대찌개|02-757-5510||서울 중구 충무로1가 25-3|예약가능;포장가능;배달불가능;주차불가능|10:30   22:00|||||부대찌개 명동2호부대점||||81021
부대찌개|명동부대점|||놀부부대찌개|02-3789-0110||서울 중구 명동2가 32-14|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 명동부대점|2층;2층|||81021
부대찌개|명보사거리부대점|||놀부부대찌개|02-2268-2298|서울 중구 초동 마른내로 50-1||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 명보사거리부대점|1;1|||81021
부대찌개|목동파라곤부대점|||놀부부대찌개|02-2644-7955||서울 양천구 목동 917|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 목동파라곤부대점|목동파라곤 B1층 14호;목동파라곤 B1층 14호|||81021
부대찌개|목포롯데시네마부대점|||놀부부대찌개|061-287-0963||전남 목포시 상동 1131-11|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 목포롯데시네마부대점|1층;1층|||81021
부대찌개|목포북항부대점|||놀부부대찌개|061-279-0010|전라남도 목포시 원산로69번길 36||예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 목포북항부대점|103호 (산정동);103호 (산정동)|||81021
부대찌개|목포하당부대점|||놀부부대찌개|061-281-2263|전남 목포시 옥암로 54번길 5||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 목포하당부대점||||81021
부대찌개|무안남악부대점|||놀부부대찌개|061-287-7055||전남 무안군 삼향면 2183|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 무안남악부대점|101호;101호|||81021
부대찌개|문래에이스부대점|||놀부부대찌개|02-6309-5432||서울 영등포구 문래동3가 54-66|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 문래에이스부대점|에이스하이테크시티 B동 127~128호;에이스하이테크시티 B동 127~128호|||81021
부대찌개|문정법조타운부대찌개|||놀부부대찌개|02-3400-0288||서울 송파구 문정동 218|예약가능;포장가능;배달가능;주차가능|11:00   21:30|||||부대찌개 문정법조타운부대찌개||||81021
부대찌개|방학부대점|||놀부부대찌개|02-955-5644||서울 도봉구 방학동 720-33|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 방학부대점|34 도봉월드 208;34 도봉월드 208|||81021
부대찌개|방화역부대점|||놀부부대찌개|02-2666-3330||서울 강서구 방화동 829-4|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 방화역부대점|금강프라자 202;금강프라자 202|||81021
부대찌개|법조타운부대점|||놀부부대찌개|051-501-1388||부산 연제구 거제동 1492-2|예약가능;포장가능;배달가능;주차가능|11:00   22:30|||||부대찌개 법조타운부대점|미르코아빌딩 1층;미르코아빌딩 1층|||81021
부대찌개|보라매역부대점|||놀부부대찌개|02-824-7474||서울 동작구 신대방2동 377-1|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 보라매역부대점|대방빌딩 1층;대방빌딩 1층|||81021
부대찌개|부산국제금융센터부대점|||놀부부대찌개|051-636-7925||부산 남구 문현동 1992|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 부산국제금융센터부대점|국제금융센터 A-305;국제금융센터 A-305|||81021
부대찌개|부산남산부대점|||놀부부대찌개|051-513-9009||부산 금정구 남산동 112-11번 |예약불가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 부산남산부대점||||81021
부대찌개|부산대부대점|||놀부부대찌개|051-582-0861||부산 금정구 장전동 422-3|예약가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 부산대부대점||||81021
부대찌개|부산덕천로타리부대점|||놀부부대찌개|051-332-2744||부산 북구 덕천동 398-5|예약불가능;포장가능;배달불가능;주차불가능|11:30   21:30|||||부대찌개 부산덕천로타리부대점||||81021
부대찌개|부산양정부대점|||놀부부대찌개|051-868-9868||부산 부산진구 양정1동 364-4|예약가능;포장가능;배달불가능;주차불가능|11:30   23:00|||||부대찌개 부산양정부대점||||81021
부대찌개|부산정관부대점|||놀부부대찌개|051-727-3892|부산광역시 기장군 정관읍 구연3로 5||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 부산정관부대점|105호,106호;105호,106호|||81021
부대찌개|부천시청부대점|||놀부부대찌개|032-322-5382||경기도 부천시 원미구 중1동 1163|예약불가능;포장가능;배달가능;주차불가능|10:30   23:00|||||부대찌개 부천시청부대점||||81021
부대찌개|부천옥길부대점|||놀부부대찌개|032-341-7038||경기 부천시 소사구 옥길동 724-3|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 부천옥길부대점|(양지로184번길 7-16);(양지로184번길 7-16)|||81021
부대찌개|부평산곡부대점|||놀부부대찌개|032-518-4477||인천 부평구 산곡동 124-136|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 부평산곡부대점|영타운빌딩 1층;영타운빌딩 1층|||81021
부대찌개|부평시장역부대점|||놀부부대찌개|032-525-9992||인천 부평구 부평1동 529-35|예약불가능;포장가능;배달불가능;주차가능|11:00   22:30|||||부대찌개 부평시장역부대점||||81021
부대찌개|북가좌부대찌개&철판구이점|||놀부부대찌개|02-304-8202||서울 서대문구 북가좌동 54|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 북가좌부대찌개&철판구이점|서부프라자 2층;서부프라자 2층|||81021
부대찌개|분당수내부대점|||놀부부대찌개|031-718-0955|경기도 성남시 분당구 황새울로258번길 36||예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 분당수내부대점|201호 (수내동);201호 (수내동)|||81021
부대찌개|불광역부대찌개점|||놀부부대찌개|02-353-7892||서울 은평구 불광1동 274-13|예약가능;포장가능;배달가능;주차불가능|10:00   22:00|||||부대찌개 불광역부대찌개점||||81021
부대찌개|사당부대점|||놀부부대찌개|02-582-9349||서울 관악구 남현동 1061-3|예약가능;포장가능;배달불가능;주차불가능|10:30   22:00|||||부대찌개 사당부대점||||81021
부대찌개|사상애플아울렛부대점|||놀부부대찌개|051-311-8111||부산 사상구 괘법동 애플아울렛 2층 식당가 |예약가능;포장가능;배달가능;주차가능|10:00   10:00|||||부대찌개 사상애플아울렛부대점||||81021
부대찌개|사직운동장부대점|||놀부부대찌개|051-503-4980||부산 동래구 사직동 91-10|예약가능;포장가능;배달불가능;주차가능|11:30   23:00|||||부대찌개 사직운동장부대점|1층;1층|||81021
부대찌개|삼성역부대점|||놀부부대찌개|02-3453-7486||서울 강남구 대치동 1000|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 삼성역부대점|1층;1층|||81021
부대찌개|삼송동산부대점|||놀부부대찌개|02-371-3553||경기 고양시 덕양구 동산동 355-9|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 삼송동산부대점||||81021
부대찌개|삼천포부대점|||놀부부대찌개|055-832-9979|경남 사천시 주공로 44||예약불가능;포장가능;배달가능;주차가능|10:30   22:00|||||부대찌개 삼천포부대점|(벌리동) 그린빌딩 2층;(벌리동) 그린빌딩 2층|||81021
부대찌개|상계백병원부대점|||놀부부대찌개|02-3391-5382||서울 노원구 상계동 749-4|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 상계백병원부대점||||81021
부대찌개|상봉부대점|||놀부부대찌개|02-2207-5775||서울 중랑구 상봉동 81-5|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 상봉부대점|한일써너스빌101동;한일써너스빌101동|||81021
부대찌개|상암1호부대점|||놀부부대찌개|02-2132-8787||서울 마포구 상암동 1605|예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 상암1호부대점|누리꿈스퀘어 B1;누리꿈스퀘어 B1|||81021
부대찌개|서대문홍제부대점|||놀부부대찌개|02-737-5382||서울 서대문구 홍제동 인왕산휴플러스상가 B301호 |예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 서대문홍제부대점||||81021
부대찌개|서산1호부대점|||놀부부대찌개|041-665-0855||충남 서산시 읍내동 806-6|예약가능;포장가능;배달가능;주차가능|10:00   24:00|||||부대찌개 서산1호부대점||||81021
부대찌개|서여의도부대점|||놀부부대찌개|02-761-7953||서울 영등포구 여의도동 15-12|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 서여의도부대점|성우빌딩 101호;성우빌딩 101호|||81021
부대찌개|서울대역부대점|||놀부부대찌개|02-878-4455||서울 관악구 봉천동 858-7|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 서울대역부대점||||81021
부대찌개|서울시청센터플레이스부대점|||놀부부대찌개|0260318956||서울 종로구 다동 155|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 서울시청센터플레이스부대점|216호;216호|||81021
부대찌개|서초구청부대점|||놀부부대찌개|02-585-6383||서울 서초구 서초2동 1364-42호 |예약가능;포장가능;배달불가능;주차가능|11:30   22:30|||||부대찌개 서초구청부대점||||81021
부대찌개|선유도역부대점|||놀부부대찌개|02-6123-4577||서울 영등포구 양평동4가 80|예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 선유도역부대점|LS비즈타워 2차;LS비즈타워 2차|||81021
부대찌개|성남상대원부대점|||놀부부대찌개|031-753-7892|경기 성남시 중원구 상대원동 금상로 51||예약불가능;포장가능;배달불가능;주차불가능|11:00   23:00|||||부대찌개 성남상대원부대점||||81021
부대찌개|성남시청부대점|||놀부부대찌개|031-722-5988|경기도 성남시 중원구 성남대로 997번길 25-2||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 성남시청부대점||||81021
부대찌개|성서모다아울렛부대점|||놀부부대찌개|053-583-3392||대구 달서구 호림동 10-5|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 성서모다아울렛부대점|103호;103호|||81021
부대찌개|성신여대부대점|||놀부부대찌개|02-928-3337||서울 성북구 동선동1가 2-3|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 성신여대부대점||||81021
부대찌개|송도스마트밸리부대점|||놀부부대찌개|032-837-5284||인천 연수구 송도동 214|예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 송도스마트밸리부대점|F동 314,315호;F동 314,315호|||81021
부대찌개|송도신도시1호부대점|||놀부부대찌개|032-858-6789||인천 연수구 송도동 3-2|예약가능;포장가능;배달가능;주차가능|00:00   24:00|||||부대찌개 송도신도시1호부대점|드림시티 128-129;드림시티 128-129|||81021
부대찌개|수서역부대점|||놀부부대찌개|02-6242-8253||서울 강남구 수서동 713|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 수서역부대점|수서현대벤처빌 지하106호;수서현대벤처빌 지하106호|||81021
부대찌개|수원롯데몰부대점|||놀부부대찌개|031-8066-1836|||예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 수원롯데몰부대점||||81021
부대찌개|수원삼성디지털시티부대점|||놀부부대찌개|031-213-8886||경기도 수원시 영통구 매탄동 436-48|예약불가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 수원삼성디지털시티부대점|2층;2층|||81021
부대찌개|수원영통부대찌개|||놀부부대찌개|031-206-5956|||예약불가능;포장가능;배달가능;주차가능|10:00   24:00|||||부대찌개 수원영통부대찌개||||81021
부대찌개|수원우만부대점|||놀부부대찌개|031-215-9582||경기 수원시 팔달구 우만동 559-17|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 수원우만부대점|(수원시 팔달구 경수대로604번길 19);(수원시 팔달구 경수대로604번길 19)|||81021
부대찌개|수원율전부대찌개&철판구이|||놀부부대찌개|031-291-1238|경기도 수원시 장안구 서부로 2135번길 13||예약불가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 수원율전부대찌개&철판구이||||81021
부대찌개|수원천천부대찌개&철판구이점|||놀부부대찌개|031-271-1559|||예약가능;포장가능;배달불가능;주차불가능|11:30   22:00|||||부대찌개 수원천천부대찌개&철판구이점|광장프라자 101호;광장프라자 101호|||81021
부대찌개|수원탑동부대점|||놀부부대찌개|031-278-1574||경기 수원시 권선구 탑동 835-2|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 수원탑동부대점||||81021
부대찌개|순화동부대|||놀부부대찌개|02-777-3559||서울 중구 순화동 더샵 지하1층 B114 , B126 |예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 순화동부대||||81021
부대찌개|시그마밸리부대점|||놀부부대찌개|02-6466-8666||서울 성동구 성수동2가 서울숲 한라 시그마밸리 1층 107호 A , B |예약불가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 시그마밸리부대점||||81021
부대찌개|시화호휴게소부대점|||놀부부대찌개|031-372-4233|경기 안산시 단원구 대부동동 대부황금로 1901||예약불가능;포장가능;배달불가능;주차가능|10:00   20:00|||||부대찌개 시화호휴게소부대점||||81021
부대찌개|시흥거모부대점|||놀부부대찌개|031-493-7702|경기도 시흥시 군자로 514||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 시흥거모부대점|105-1호 (거모동,거모프라자);105-1호 (거모동,거모프라자)|||81021
부대찌개|시흥목감부대점|||놀부부대찌개|031-410-8100|경기도 시흥시 목감남서로 9-27||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 시흥목감부대점|208호;208호|||81021
부대찌개|신도림테크노마트부대점|||놀부부대찌개|02-2111-1232||서울 구로구 구로동 3-25|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 신도림테크노마트부대점|신도림테크노마트 지하1층 S11,S12호;신도림테크노마트 지하1층 S11,S12호|||81021
부대찌개|신제주부대점|||놀부부대찌개|064-742-5386||제주 제주시 노형동 1294-1|예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 신제주부대점||||81021
부대찌개|신촌부대점|||놀부부대찌개|02-325-8492||서울 서대문구 창천동 33-43|예약가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 신촌부대점|2층;2층|||81021
부대찌개|아산배방부대점|||놀부부대찌개|041-548-1900||충남 아산시 배방면 990|예약가능;포장가능;배달가능;주차가능|06:00   23:00|||||부대찌개 아산배방부대점||||81021
부대찌개|안동옥동부대점|||놀부부대찌개|054-859-4416|경북 안동시 옥동 3길 5||예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 안동옥동부대점||||81021
부대찌개|안동정하부대점|||놀부부대찌개|054-842-1400||경북 안동시 정하동 251-7|예약불가능;포장가능;배달가능;주차가능|11:30   22:30|||||부대찌개 안동정하부대점|남광빌딩 2층 201호;남광빌딩 2층 201호|||81021
부대찌개|안산선부부대점|||놀부부대찌개|031-414-5321||경기 안산시 단원구 선부동 1077-3|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 안산선부부대점||||81021
부대찌개|안산중앙부대점|||놀부부대찌개|031-487-4348||경기도 안산시 고잔동 534-3|예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 안산중앙부대점|중앙노블래스 209,210호;중앙노블래스 209,210호|||81021
부대찌개|안양부대점|||놀부부대찌개|031-448-0875|||예약불가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 안양부대점||||81021
부대찌개|압구정부대점|||놀부부대찌개|02-540-0440||서울 강남구 신사동 576-8|예약가능;포장가능;배달불가능;주차가능|11:30   22:30|||||부대찌개 압구정부대점||||81021
부대찌개|양산범어부대점|||놀부부대찌개|055-364-3020||경남 양산시 물금읍 범어리 2711-9|예약가능;포장가능;배달가능;주차가능|11:30   21:00|||||부대찌개 양산범어부대점|2층 203호;2층 203호|||81021
부대찌개|양산부대점|||놀부부대찌개|055-383-8855||경남 양산시 북부동 488-19|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 양산부대점||||81021
부대찌개|양산서창부대점|||놀부부대찌개|055-388-5382||경남 양산시 삼호동 1012-1|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 양산서창부대점||||81021
부대찌개|양주이마트부대점|||놀부부대찌개|031-868-1577||경기도 양주시 회정동 98|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 양주이마트부대점||||81021
부대찌개|양천구청부대점|||놀부부대찌개|02-2650-8774||서울 양천구 신정동 321-6|예약가능;포장가능;배달불가능;주차가능|10:00   22:30|||||부대찌개 양천구청부대점|센트럴프라자 202;센트럴프라자 202|||81021
부대찌개|양평부대점|||놀부부대찌개|031-775-5382||경기 양평군 양평읍 공흥리 456-6|예약불가능;포장가능;배달가능;주차가능|10:30   22:00|||||부대찌개 양평부대점||||81021
부대찌개|여수죽림부대점|||놀부부대찌개|061-686-5688||전남 여수시 소라면 1224-5|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 여수죽림부대점||||81021
부대찌개|여수해양공원부대점|||놀부부대찌개|061-663-1002||전남 여수시 중앙동 243|예약가능;포장가능;배달불가능;주차가능|10:00   22:30|||||부대찌개 여수해양공원부대점|2층;2층|||81021
부대찌개|역삼2호부대점|||놀부부대찌개|02-569-8866||서울 강남구 역삼2동 733-17|예약불가능;포장가능;배달가능;주차가능|11:00   22:30|||||부대찌개 역삼2호부대점|1층;1층|||81021
부대찌개|영등포3가부대점|||놀부부대찌개||서울 영등포구 영등포로 252||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 영등포3가부대점||||81021
부대찌개|영등포타임스퀘어부대점|||놀부부대찌개|02-2638-2035||서울 영등포구 영등포동4가 441-10|예약가능;포장가능;배달불가능;주차가능|11:00   21:30|||||부대찌개 영등포타임스퀘어부대점|경방타임스퀘어단지지하1층B143호;경방타임스퀘어단지지하1층B143호|||81021
부대찌개|영등포KT부대점|||놀부부대찌개|02-2655-9258|서울 영등포구 영등포동 영신로 220||예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 영등포KT부대점|knk디지털타워 216호;knk디지털타워 216호|||81021
부대찌개|영암삼호부대점|||놀부부대찌개|061-462-3392||전남 영암군 삼호읍 1680-4|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 영암삼호부대점||||81021
부대찌개|영천망정부대점|||놀부부대찌개|054-336-6877||경북 영천시 망정동 402-15|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 영천망정부대점|상승빌딩;상승빌딩|||81021
부대찌개|오금역부대점|||놀부부대찌개|02-401-4545||서울 송파구 가락동 18-7|예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 오금역부대점|1층 (송이로 17길 61);1층 (송이로 17길 61)|||81021
부대찌개|오산문화의거리부대점|||놀부부대찌개|031-373-7772||경기도 오산시 원동 776-27|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 오산문화의거리부대점||||81021
부대찌개|왕십리역부대점|||놀부부대찌개|02-2282-0082||서울 성동구 행당동 286-4|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 왕십리역부대점|2층;2층|||81021
부대찌개|용산리첸시아부대점|||놀부부대찌개|02-704-3379||서울 용산구 문배동 40-31|예약가능;포장가능;배달가능;주차가능|10:30   22:00|||||부대찌개 용산리첸시아부대점|리첸시아 1층;리첸시아 1층|||81021
부대찌개|용산역사아이파크몰부대점|||놀부부대찌개|02-2012-0400||서울 용산구 한강로3가 용산역 4층 |예약불가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 용산역사아이파크몰부대점||||81021
부대찌개|용인수지부대점|||놀부부대찌개|031-276-3643|||예약가능;포장가능;배달가능;주차가능|11:00   22:30|||||부대찌개 용인수지부대점||||81021
부대찌개|용인흥덕부대점|||놀부부대찌개|031-211-8595|||예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 용인흥덕부대점|가은프라자101호~102호;가은프라자101호~102호|||81021
부대찌개|울산달동부대점|||놀부부대찌개|052-261-5382||울산 남구 달동 1412|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 울산달동부대점|삼환 아르누보 202;삼환 아르누보 202|||81021
부대찌개|울산무거부대찌개&철판구이점|||놀부부대찌개|052-221-5353|울산광역시 남구 대학로 13||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 울산무거부대찌개&철판구이점|585-9;585-9|||81021
부대찌개|울산온산부대점|||놀부부대찌개|052-238-0506|울산 울주군 온산읍 덕망로 39||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 울산온산부대점||||81021
부대찌개|울산우정혁신부대점|||놀부부대찌개|052-960-8282|울산광역시 중구 종가로 313||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 울산우정혁신부대점||||81021
부대찌개|울산일산부대점|||놀부부대찌개|052-235-2060||울산 동구 일산동 953-7|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 울산일산부대점|(B동);(B동)|||81021
부대찌개|울산호계부대점|||놀부부대찌개|052-293-8600||울산 북구 호계동 251-4|예약불가능;포장가능;배달가능;주차가능|11:30   22:30|||||부대찌개 울산호계부대점||||81021
부대찌개|원주무실부대점|||놀부부대찌개|033-746-9880|강원도 원주시 능라동길 47||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 원주무실부대점|2층 204호;2층 204호|||81021
부대찌개|원주오크밸리부대점|||놀부부대찌개|033-732-5756|강원도 원주시 지정면 오크밸리1길 (오크밸리스키리조트 D동 B1) ||예약불가능;포장가능;배달가능;주차가능|18:00   22:00|||||부대찌개 원주오크밸리부대점||||81021
부대찌개|원주혁신부대찌개점|||놀부부대찌개|033-745-9909|강원도 원주시 양지뜰3길 18-1||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 원주혁신부대찌개점||||81021
부대찌개|을지로6가2호부대찌개&철판구이|||놀부부대찌개|02-2264-1669||서울 중구 을지로6가 18-103|예약불가능;포장가능;배달불가능;주차불가능|00:00   24:00|||||부대찌개 을지로6가2호부대찌개&철판구이|2층;2층|||81021
부대찌개|을지로6가점|||놀부부대찌개|02-2264-7738||서울 중구 을지로6가 23-26|예약가능;포장가능;배달불가능;주차불가능|11:00   23:00|||||부대찌개 을지로6가점|2층;2층|||81021
부대찌개|응암역부대찌개&철판구이|||놀부부대찌개|02-304-7871||서울 은평구 신사1동 23-5|예약가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 응암역부대찌개&철판구이||||81021
부대찌개|의왕포일부대점|||놀부부대찌개|031-424-8254||경기 의왕시 포일동 663-1|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 의왕포일부대점||||81021
부대찌개|이천롯데프리미엄아울렛부대점|||놀부부대찌개|031-887-4564||경기 이천시 호법면 864|예약불가능;포장가능;배달불가능;주차불가능|10:00   22:00|||||부대찌개 이천롯데프리미엄아울렛부대점||||81021
부대찌개|이천SK하이닉스부대점|||놀부부대찌개|031-694-5382||경기도 이천시 부발읍 726-3|예약불가능;포장가능;배달가능;주차불가능|10:00   23:00|||||부대찌개 이천SK하이닉스부대점||||81021
부대찌개|이태원부대찌개&철판구이점|||놀부부대찌개|02-790-5118|서울특별시 용산구 이태원로 187||예약가능;포장가능;배달가능;주차불가능|11:00   09:00|||||부대찌개 이태원부대찌개&철판구이점|3층;3층|||81021
부대찌개|인제현리부대점|||놀부부대찌개|033-462-3003||강원 인제군 기린면 현2리 643-6|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 인제현리부대점||||81021
부대찌개|인천가정지구부대점|||놀부부대찌개|032-568-8892|인천광역시 서구 가정동 가정로 부일프라자 104호 ||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 인천가정지구부대점||||81021
부대찌개|인천논현NC부대점|||놀부부대찌개|032-454-8377|인천광역시 남동구 청능대로 596||예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 인천논현NC부대점|뉴코아 아울렛 인천논현점 3층;뉴코아 아울렛 인천논현점 3층|||81021
부대찌개|인천만수부대점|||놀부부대찌개|032-866-4482||인천 남동구 만수동 908-26|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 인천만수부대점||||81021
부대찌개|인천삼산부대점|||놀부부대찌개|032-330-5353|인천광역시 부평구 충선로203번길 40||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 인천삼산부대점|2층;2층|||81021
부대찌개|인천스퀘어원부대점|||놀부부대찌개|032-456-4300||인천 연수구 동춘동 926|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 인천스퀘어원부대점|3층;3층|||81021
부대찌개|인천용현부대점|||놀부부대찌개|032-885-2030||인천 남구 용현5동 628-54|예약불가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 인천용현부대점||||81021
부대찌개|인천하늘도시부대점|||놀부부대찌개|032-746-7892|인천 중구 하늘 중앙로 197번길 24||예약가능;포장가능;배달가능;주차가능|10:00   24:00|||||부대찌개 인천하늘도시부대점||||81021
부대찌개|인천호구포부대점|||놀부부대찌개|032-421-4342||인천 남동구 논현동 636-6|예약가능;포장가능;배달가능;주차가능|10:30   22:00|||||부대찌개 인천호구포부대점|대양프라자 (호구포로 212);대양프라자 (호구포로 212)|||81021
부대찌개|일산대화부대점|||놀부부대찌개|031-916-5282||경기도 고양시 일산서구 대화동 2220-1|예약불가능;포장가능;배달가능;주차가능|11:30   22:30|||||부대찌개 일산대화부대점|킨텍스프라자 202~204호;킨텍스프라자 202~204호|||81021
부대찌개|일산주엽역부대점|||놀부부대찌개|031-921-2133||경기도 고양시 일산서구 주엽동 111|예약불가능;포장가능;배달가능;주차가능|11:20   22:00|||||부대찌개 일산주엽역부대점|2층;2층|||81021
부대찌개|일산탄현제니스부대점|||놀부부대찌개|031-911-6830||경기도 고양시 일산서구 탄현동 297|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 일산탄현제니스부대점|위브더제니스 1동 B125;위브더제니스 1동 B125|||81021
부대찌개|잠실푸르지오부대점|||놀부부대찌개|02-3431-1007||서울 송파구 신천동 11-4|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 잠실푸르지오부대점|잠실푸르지오 월드마크 B34,35호;잠실푸르지오 월드마크 B34,35호|||81021
부대찌개|전남광주롯데부대점|||놀부부대찌개|062-233-0963||광주 동구 금남로5가 1-24|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 전남광주롯데부대점||||81021
부대찌개|전남담양부대점|||놀부부대찌개|061-381-6226||전남 담양군 담양읍 274-6|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 전남담양부대점|1층;1층|||81021
부대찌개|전남영광부대점|||놀부부대찌개|061-352-5382||전남 영광군 영광읍 628-3|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 전남영광부대점||||81021
부대찌개|전남완도부대찌개&철판구이|||놀부부대찌개|061-555-5212|전남 완도군 완도 장보고대로 251||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 전남완도부대찌개&철판구이||||81021
