##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@할리스커피
할리스커피|무교점|||할리스커피|02-318-0988|서울시 중구 무교로 28||테라스||||||할리스커피 무교점|시그너스빌딩 1층|||80704
할리스커피|울산태화강공원점|||할리스커피||울산광역시 중구 신기길 130-1||테라스;주차||||||할리스커피 울산태화강공원점||||80704
할리스커피|동천안우체국점|||할리스커피|041-522-5024|충청남도 천안시 동남구 청수5로 10||주차||||||할리스커피 동천안우체국점||||80704
할리스커피|수원팔달문점|||할리스커피|031-242-9990|경기도 수원시 팔달구 정조로 777번길 2||흡연시설||||||할리스커피 수원팔달문점||||80704
할리스커피|전북부안점|||할리스커피|063-581-0620|전라북도 부안군 부안읍 석정로 269||테라스||||||할리스커피 전북부안점||||80704
할리스커피|전북도청점|||할리스커피|063-228-4005|전라북도 전주시 완산구 홍산남로 51||||||||할리스커피 전북도청점||||80704
할리스커피|의정부민락점|||할리스커피|031-851-3633|경기도 의정부시 오목로205번길 55||주차||||||할리스커피 의정부민락점|메가타워 1F,2F|||80704
할리스커피|별내북부역점|||할리스커피|031-555-0128|경기도 남양주시 순화궁로 449||테라스;주차||||||할리스커피 별내북부역점||||80704
할리스커피|동수원사거리점|||할리스커피|031-222-2225||경기도 수원시 팔달구 우만동 557-11|테라스;주차||||||할리스커피 동수원사거리점||||80704
할리스커피|대구엑스코점|||할리스커피|053-601-5254|대구광역시 북구 유통단지로 90||||||||할리스커피 대구엑스코점|대구엑스코 1층|||80704
할리스커피|수원권선행복점|||할리스커피|031-221-7895|수원시 권선구 권광로 119||테라스;주차||||||할리스커피 수원권선행복점|행복빌딩 1층|||80704
할리스커피|분당율동공원점|||할리스커피|031-701-0680||경기도 성남시 분당구 율동 323-11|테라스;주차||||||할리스커피 분당율동공원점||||80704
할리스커피|원주휴게소부산방향점|||할리스커피||강원도 원주시 호저면 마근거리길 120||주차||||||할리스커피 원주휴게소부산방향점||||80704
할리스커피|동해촛대바위점|||할리스커피|033-522-0117|강원도 동해시 촛대바위길 16||주차||||||할리스커피 동해촛대바위점||||80704
할리스커피|사천휴게소(하)점|||할리스커피||경상남도 사천시 곤양면 서삼로 619||주차||||||할리스커피 사천휴게소(하)점||||80704
할리스커피|사천휴게소(상)점|||할리스커피||경상남도 사천시 곤양면 묵실길 31-13||주차||||||할리스커피 사천휴게소(상)점||||80704
할리스커피|경산중방점|||할리스커피|053-814-9980|경북 경산시 경안로 205||테라스;흡연시설;주차||||||할리스커피 경산중방점|2층|||80704
할리스커피|울산공항1호점|||할리스커피|052-289-5525|울산광역시 북구 산업로 1103||흡연시설;주차||||||할리스커피 울산공항1호점|울산공항 2층 일반대합실|||80704
할리스커피|울산공항2호점|||할리스커피||울산광역시 북구 산업로 1103||흡연시설;주차||||||할리스커피 울산공항2호점|울산공항 2층 격리대합실|||80704
할리스커피|포항장성점|||할리스커피|054-241-1177|경상북도 포항시 북구 새천년대로 1194||테라스||||||할리스커피 포항장성점||||80704
할리스커피|종로본점|||할리스커피|02-734-2838|서울특별시 종로구 종로 84||24시간;흡연시설||||||할리스커피 종로본점||||80704
할리스커피|고척스카이돔점|||할리스커피||서울특별시 구로구 경인로 430||주차||||||할리스커피 고척스카이돔점|고척스카이돔 B1층|||80704
할리스커피|늘봄농원점|||할리스커피|070-4160-4216|경기도 고양시 덕양구 호국로 1526||테라스;주차||||||할리스커피 늘봄농원점||||80704
할리스커피|평택서재점|||할리스커피|031-651-2750|경기도 평택시 서재로 26-24||흡연시설||||||할리스커피 평택서재점|1,2층|||80704
할리스커피|광교테크노밸리점|||할리스커피|031-217-8022|경기도 수원시 영통구 에듀타운로 108||테라스;24시간;주차||||||할리스커피 광교테크노밸리점|해피리움빌딩|||80704
할리스커피|부산송도점|||할리스커피|051-255-6100|부산 서구 송도해변로 61-1||테라스||||||할리스커피 부산송도점||||80704
할리스커피|화성휴게소(하)2호점|||할리스커피||경기도 화성시 팔탄면 서해안고속도로 301||24시간;주차||||||할리스커피 화성휴게소(하)2호점||||80704
할리스커피|화성휴게소(하)점|||할리스커피||경기도 화성시 팔탄면 서해안고속도로 301||24시간;주차||||||할리스커피 화성휴게소(하)점||||80704
할리스커피|영광백수해안도로점|||할리스커피|061-353-5866|전라남도 영광군 백수읍 해안로 918||테라스;주차||||||할리스커피 영광백수해안도로점||||80704
할리스커피|진주혁신도시점|||할리스커피|055-761-0288||경상남도 진주시 충무공동 289-1|주차||||||할리스커피 진주혁신도시점||||80704
할리스커피|부산동래역점|||할리스커피|051-552-2990|부산 동래구 삼성대길 34-25||24시간||||||할리스커피 부산동래역점|(명륜동 502-4 )|||80704
할리스커피|가재울점|||할리스커피|02-374-7686|서울 서대문구 모래내로 15길 56||||||||할리스커피 가재울점|1층 (남가좌동)|||80704
할리스커피|신항휴게소점|||할리스커피||경상남도 창원시 진해구 신항북로 320||||||||할리스커피 신항휴게소점||||80704
할리스커피|분당미금점|||할리스커피|031-627-4727|경기도 성남시 분당구 돌마로 48||흡연시설||||||할리스커피 분당미금점|1층|||80704
할리스커피|원주혁신도시S타워점|||할리스커피|033-733-1220|강원도 원주시 배울로 86||테라스;주차||||||할리스커피 원주혁신도시S타워점|S타워 1층|||80704
할리스커피|수서점|||할리스커피|02-451-0723|서울시 강남구 밤고개로1길 10||주차||||||할리스커피 수서점|B 125,B 126호 (수서동,수서현대벤처빌)|||80704
할리스커피|수원오목천점|||할리스커피|031-291-7933|경기도 수원시 권선구 서수원로 179||테라스;주차||||||할리스커피 수원오목천점|1~2층 (오목천동)|||80704
할리스커피|전북대덕진광장점|||할리스커피|063-272-2400|전라북도 전주시 덕진구 덕진광장로 12||테라스;흡연시설||||||할리스커피 전북대덕진광장점||||80704
할리스커피|외동휴게소(하)|||할리스커피||경상북도 경주시 상석길 58-74||주차||||||할리스커피 외동휴게소(하)||||80704
할리스커피|외동휴게소(상)|||할리스커피||경상북도 경주시 외동읍 상석길 58-70||주차||||||할리스커피 외동휴게소(상)||||80704
할리스커피|양산휴게소점|||할리스커피||경상남도 양산시 동면 목장길 15-50||주차||||||할리스커피 양산휴게소점||||80704
할리스커피|대전신성점|||할리스커피|042-862-3335|대전광역시 유성구 유성대로1184번길 18||테라스;흡연시설;주차||||||할리스커피 대전신성점||||80704
할리스커피|연신내점|||할리스커피|02-388-3977|서울시 은평구 연서로 212||테라스;24시간;흡연시설;주차||||||할리스커피 연신내점|1,2,3층|||80704
할리스커피|건대일감호수점|||할리스커피|02-456-6627|서울시 광진구 아차산로39길 38-6||테라스;흡연시설||||||할리스커피 건대일감호수점|B1F~4F|||80704
할리스커피|잠실광고회관점|||할리스커피|02-2144-0888|서울시 송파구 올림픽로35길 137||주차||||||할리스커피 잠실광고회관점|잠실광고문화회관 1층|||80704
할리스커피|여수웅천점|||할리스커피|061-681-2522|전라남도 여수시 예울마루로 35-24||흡연시설;주차||||||할리스커피 여수웅천점||||80704
할리스커피|대구동천점|||할리스커피|053-321-0099|대구광역시 북구 동천로 125||테라스;흡연시설;주차||||||할리스커피 대구동천점||||80704
할리스커피|전북대병원점|||할리스커피||전북 전주시 덕진구 건지로 20||주차||||||할리스커피 전북대병원점||||80704
할리스커피|(하)지리산휴게소점|||할리스커피|063-636-7195||전북 남원시 아영면 아곡리 산77-1|주차||||||할리스커피 (하)지리산휴게소점||||80704
할리스커피|(상)지리산휴게소점|||할리스커피|063-636-7191||전북 남원시 아영면 아곡리 446-2|주차||||||할리스커피 (상)지리산휴게소점||||80704
할리스커피|양산신도시점|||할리스커피|055-366-0268||경남 양산시 물금읍 가촌리 1210-9|주차||||||할리스커피 양산신도시점||||80704
할리스커피|창원귀산점|||할리스커피||경상남도 창원시 성산구 삼귀로 189||주차||||||할리스커피 창원귀산점||||80704
할리스커피|군산미장점|||할리스커피|063-442-8777|전라북도 군산시 미장안길 54||흡연시설||||||할리스커피 군산미장점||||80704
할리스커피|(상)옥천휴게점|||할리스커피||충청북도 옥천군 옥천동이로 242-34||주차||||||할리스커피 (상)옥천휴게점||||80704
할리스커피|대전타임월드점|||할리스커피|042-489-1315|대전광역시 서구 둔산로 32-13||테라스;흡연시설;주차||||||할리스커피 대전타임월드점||||80704
할리스커피|보라매역점|||할리스커피|02-844-6004|서울시 영등포구 여의대방로 145||주차||||||할리스커피 보라매역점|1층|||80704
할리스커피|세종어진점|||할리스커피|070-7766-1589|세종특별자치시 절재로 194세종중앙타운 133호 , 214호 ||흡연시설||||||할리스커피 세종어진점||||80704
할리스커피|고속버스터미널영동선점|||할리스커피|02-591-1555|서울시 서초구 신반포로 194||||||||할리스커피 고속버스터미널영동선점|서울고속터미널 부속상가동 2층 A-2호|||80704
할리스커피|부산다대포전망대점|||할리스커피|051-265-9191|부산광역시 사하구 다대낙조2길 85||테라스;주차||||||할리스커피 부산다대포전망대점||||80704
할리스커피|부산대연점|||할리스커피|051-621-0303||부산광역시 남구 대연동 1750-11|주차||||||할리스커피 부산대연점||||80704
할리스커피|전주하가점|||할리스커피|063-275-1230|전라북도 전주시 덕진구 가련산로 25||테라스||||||할리스커피 전주하가점||||80704
할리스커피|광주수완2호점|||할리스커피|062-959-3327||광주광역시 광산구 수완동 1109|테라스;주차||||||할리스커피 광주수완2호점||||80704
할리스커피|화곡역점|||할리스커피|02-2606-6641|서울특별시 강서구 강서로 163||흡연시설||||||할리스커피 화곡역점||||80704
할리스커피|발산역점|||할리스커피|02-2063-3534|서울특별시 강서구 공항대로 284||주차||||||할리스커피 발산역점||||80704
할리스커피|신정네거리역점|||할리스커피|02-2645-9957|서울특별시 양천구 중앙로 252||테라스;흡연시설;주차||||||할리스커피 신정네거리역점||||80704
할리스커피|세종시청점|||할리스커피|044-864-0211|세종특별 자치시 시청대로 167||주차||||||할리스커피 세종시청점|세종드림빌딩 106호|||80704
할리스커피|대구범어점|||할리스커피|053-761-2187||대구 수성구 범어동 722-1|주차||||||할리스커피 대구범어점||||80704
할리스커피|인계써드아이점|||할리스커피|031-232-0727|경기도 수원시 팔달구 인계로 130||흡연시설;주차||||||할리스커피 인계써드아이점|1층|||80704
할리스커피|고양행신점|||할리스커피|031-938-4055|경기도 고양시 덕양구 충경로 37||테라스||||||할리스커피 고양행신점||||80704
할리스커피|동해묵호점|||할리스커피|033-534-8902|강원도 동해시 해안로 368||테라스;주차||||||할리스커피 동해묵호점||||80704
할리스커피|배명사거리점|||할리스커피|02-422-4915|서울시 송파구 백제고분로 275||주차||||||할리스커피 배명사거리점||||80704
할리스커피|대전도안마을점|||할리스커피|042-826-6080|대전광역시 유성구 도안대로 560||테라스||||||할리스커피 대전도안마을점||||80704
할리스커피|분당서현시범단지점|||할리스커피|031-701-7863|경기도 성남시 분당구 새마을로1번길 2||흡연시설;주차||||||할리스커피 분당서현시범단지점||||80704
할리스커피|수원태장점|||할리스커피|031-202-3780|경기도 수원시 영통로 112-4||흡연시설;주차||||||할리스커피 수원태장점||||80704
할리스커피|(상)황간휴게소점|||할리스커피||충청북도 영동군 황간면 회포길 102||주차||||||할리스커피 (상)황간휴게소점|황간휴게소|||80704
할리스커피|(하)황간휴게소점|||할리스커피||충청북도 영동군 황간면 회포길 102||주차||||||할리스커피 (하)황간휴게소점|황간휴게소|||80704
할리스커피|아산우체국점|||할리스커피|041-548-5024|충남 아산시 시민로 455||주차||||||할리스커피 아산우체국점|아산우체국1층|||80704
할리스커피|천안두정역점|||할리스커피|041-566-5148|충청남도 천안시 서북구 두정로 238||주차||||||할리스커피 천안두정역점||||80704
할리스커피|일산웨스턴돔점|||할리스커피|031-905-7749|경기도 고양시 일산동구 정발산로 38||||||||할리스커피 일산웨스턴돔점|양우 이스턴시티|||80704
할리스커피|가산디지털단지점|||할리스커피|02-2028-7111||서울시 금천구 가산동 459-11|테라스;주차||||||할리스커피 가산디지털단지점||||80704
할리스커피|김포장기점|||할리스커피|031-981-6770|경기도 김포시 김포한강로1로 77-30||주차||||||할리스커피 김포장기점|가온빌딩 1,2층|||80704
할리스커피|거창휴게소(하)|||할리스커피||경남 거창군 가조면 가조가야로 1485-48||주차||||||할리스커피 거창휴게소(하)||||80704
할리스커피|거창휴게소(상)|||할리스커피|||경남 거창군 가조면 도리 산189-1|주차||||||할리스커피 거창휴게소(상)||||80704
할리스커피|광주조선대점|||할리스커피|062-416-3647|광주광역시 동구 필문대로273번길 12||테라스;흡연시설||||||할리스커피 광주조선대점||||80704
할리스커피|안암오거리점|||할리스커피|02-922-2877|서울시 성북구 인촌로24길 56||테라스;24시간;흡연시설||||||할리스커피 안암오거리점||||80704
할리스커피|단양휴게소(하)점|||할리스커피|043-423-5401||충청북도 단양군 적성면 기동리 산74-1|주차||||||할리스커피 단양휴게소(하)점||||80704
할리스커피|옥산휴게소(하)점|||할리스커피||충청북도 청주시 흥덕구 경부고속도로 309||주차||||||할리스커피 옥산휴게소(하)점||||80704
할리스커피|광명하안점|||할리스커피|02-899-2088|경기도 광명시 하안로 293-6||||||||할리스커피 광명하안점||||80704
할리스커피|대전반석역점|||할리스커피|042-714-5808|대전광역시 유성구 반석동로 40번길 40||테라스||||||할리스커피 대전반석역점||||80704
할리스커피|평촌스마트스퀘어점|||할리스커피|031-421-8097|경기도 안양시 동안구 시민대로 311||테라스;주차||||||할리스커피 평촌스마트스퀘어점|금강스마트빌딩 110,111호|||80704
할리스커피|전북고창점|||할리스커피|063-564-3357|전북 고창군 고창읍 중앙로 195||||||||할리스커피 전북고창점||||80704
할리스커피|교대역점|||할리스커피|02-521-8944|서울시 서초구 반포대로30길 81||주차||||||할리스커피 교대역점||||80704
할리스커피|커피클럽/서울대예술문화점|||할리스커피|02-877-7186|서울시 관악구 관악로 1||||||||할리스커피 커피클럽/서울대예술문화점|서울대예술계복합연구동 1층|||80704
할리스커피|길동역점|||할리스커피|02-470-1988|서울특별시 강동구 양재대로 1484||테라스;흡연시설||||||할리스커피 길동역점||||80704
할리스커피|세종호수공원점|||할리스커피|044-866-1753|세종특별자치시 다솜3로 66||주차||||||할리스커피 세종호수공원점|행정지원센터 홍보동 2층 카페테리아|||80704
할리스커피|낙성대역점|||할리스커피|070-4716-0775|서울특별시 관악구 남부순환로 1922||흡연시설;주차||||||할리스커피 낙성대역점||||80704
할리스커피|한남순천향점|||할리스커피|02-749-6977|서울특별시 용산구 대사관로 62||테라스;24시간;흡연시설||||||할리스커피 한남순천향점||||80704
할리스커피|노원문화의거리점|||할리스커피|02-935-8231|서울시 노원구 노해로81길 22-26||24시간;흡연시설||||||할리스커피 노원문화의거리점||||80704
할리스커피|전주한옥마을점|||할리스커피|063-288-0801|전라북도 전주시 완산구 은행로 16||테라스||||||할리스커피 전주한옥마을점||||80704
할리스커피|청주성모병원점|||할리스커피|070-7761-0015|충청북도 청주시 청원구 주성로 173-19||주차||||||할리스커피 청주성모병원점|성모병원 본과|||80704
할리스커피|(하)서천휴게소점|||할리스커피|041-952-5757|충남 서천군 비인면 서해안고속도로 169||주차||||||할리스커피 (하)서천휴게소점||||80704
할리스커피|(상)서천휴게소점|||할리스커피|041-952-9700|충청남도 서천군 비인면 서해안고속도로 168||주차||||||할리스커피 (상)서천휴게소점||||80704
할리스커피|송탄점|||할리스커피|031-667-1229|경기도 평택시 관광특구로 31||테라스;24시간;흡연시설||||||할리스커피 송탄점||||80704
할리스커피|부산해운대점|||할리스커피|051-746-1463|부산광역시 해운대구 해운대해변로 277||테라스;24시간;흡연시설||||||할리스커피 부산해운대점||||80704
할리스커피|대구장기점|||할리스커피|053-522-0666|대구광역시 달서구 장기로 268||흡연시설;주차||||||할리스커피 대구장기점||||80704
할리스커피|한양대시티빌점|||할리스커피|02-2299-9934|서울특별시 성동구 마조로1가길 9||테라스||||||할리스커피 한양대시티빌점||||80704
할리스커피|도곡점|||할리스커피|02-6204-3311|서울특별시 강남구 논현로28길 54||주차||||||할리스커피 도곡점||||80704
할리스커피|고대구로병원점|||할리스커피|02-830-0998|서울시 구로구 구로동로 148||테라스;주차||||||할리스커피 고대구로병원점|고려대학교 구로병원 신관 1층|||80704
할리스커피|대구두류공원점|||할리스커피|053-626-1033|대구광역시 달서구 공원순환로 216||테라스;주차||||||할리스커피 대구두류공원점||||80704
할리스커피|대명거리점|||할리스커피|02-747-0348|서울시 종로구 대명길 4||흡연시설||||||할리스커피 대명거리점|2,3,4층|||80704
할리스커피|화서휴게소(상)점|||할리스커피||경상북도 상주시 화서면 터골길 51-25||주차||||||할리스커피 화서휴게소(상)점||||80704
할리스커피|대구봉무공원점|||할리스커피|053-984-3001|대구광역시 동구 단산길 4||테라스;주차||||||할리스커피 대구봉무공원점|1~2층|||80704
할리스커피|분당수내엔타워점|||할리스커피|031-712-0341||경기도 성남시 분당구 수내동 16-6|테라스||||||할리스커피 분당수내엔타워점|엔타워빌딩 1층|||80704
할리스커피|창원상남점|||할리스커피|055-261-5955|경상남도 창원시 성산구 마디미로31번길 3||테라스;24시간;흡연시설;주차||||||할리스커피 창원상남점||||80704
할리스커피|울산정자해변점|||할리스커피|052-294-2888|울산광역시 북구 동해안로 1580||주차||||||할리스커피 울산정자해변점|1~2층|||80704
할리스커피|세종종촌점|||할리스커피|044-864-2177||세종특별자치시 종촌동 1-3|||||||할리스커피 세종종촌점|생활권 호만빌딩 C3-3 1층,2층|||80704
할리스커피|대전한남대점|||할리스커피|070-4415-4254|대전광역시 대덕구 한남로 65||||||||할리스커피 대전한남대점|1,2층|||80704
할리스커피|부산경성대점|||할리스커피|051-611-6893|부산광역시 남구 용소로 7||24시간;흡연시설||||||할리스커피 부산경성대점|2~3층|||80704
할리스커피|커피클럽/코엑스점|||할리스커피|02-6002-3100|서울시 강남구 영동대로 513||||||||할리스커피 커피클럽/코엑스점|지하1층 C113호|||80704
할리스커피|충남공주점|||할리스커피|041-857-1077|충남 공주시 웅진로 179||흡연시설||||||할리스커피 충남공주점|2.3층|||80704
할리스커피|의정부시청점|||할리스커피|031-826-0009||경기도 의정부시 의정부2동 430-14|테라스||||||할리스커피 의정부시청점||||80704
할리스커피|신림고시촌점|||할리스커피|02-871-0777|서울시 관악구 호암로 605||테라스||||||할리스커피 신림고시촌점||||80704
할리스커피|전주시네마점|||할리스커피|063-232-2240|전라북도 전주시 완산구 전주객사3길 67||테라스;주차||||||할리스커피 전주시네마점||||80704
할리스커피|인천구월면세점|||할리스커피|032-422-8236|인천광역시 남동구 인주대로 593||주차||||||할리스커피 인천구월면세점||||80704
할리스커피|인천한옥마을점|||할리스커피|032-831-0337|인천시 연수구 테크노파크로 180||||||||할리스커피 인천한옥마을점||||80704
할리스커피|인천구월로데오점|||할리스커피|032-421-0399|인천광역시 남동구 인하로 497-24||24시간;흡연시설||||||할리스커피 인천구월로데오점||||80704
할리스커피|청주율량현대점|||할리스커피|043-241-0005|충북 청주시 청원구 율봉로 150||테라스;흡연시설;주차||||||할리스커피 청주율량현대점||||80704
할리스커피|올림픽프라자점|||할리스커피|02-443-7997|서울특별시 송파구 양재대로 1222||테라스;주차||||||할리스커피 올림픽프라자점|올림픽프라자상가 1층|||80704
할리스커피|노원2호점|||할리스커피|02-930-3933|서울특별시 노원구 상계로 63-7||흡연시설||||||할리스커피 노원2호점|청우빌딩 2층|||80704
할리스커피|인천검단사거리점|||할리스커피|070-7766-4494|인천광역시 서구 검단로 465||테라스;주차||||||할리스커피 인천검단사거리점||||80704
할리스커피|약수역점|||할리스커피|02-2233-0866|서울특별시 중구 다산로 114||24시간||||||할리스커피 약수역점||||80704
할리스커피|신림사거리점|||할리스커피|02-877-1433|서울특별시 관악구 남부순환로 1599-3||테라스;24시간||||||할리스커피 신림사거리점||||80704
할리스커피|청주율량점|||할리스커피|043-216-1990|충청북도 청주시 청원구 1순환로 122||테라스;흡연시설;주차||||||할리스커피 청주율량점||||80704
할리스커피|대전관저점|||할리스커피|042-542-8080|대전광역시 서구 관저중로64번길 26||테라스;주차||||||할리스커피 대전관저점|1~2층|||80704
할리스커피|대전유성온천점|||할리스커피|042-825-2023|대전광역시 유성구 온천로 45||흡연시설;주차||||||할리스커피 대전유성온천점|푸르지오시티 110,111,112호yloa|||80704
할리스커피|탄천휴게소점|||할리스커피|041-854-3521||충남 공주시 탄천면 장선리 151-6|주차||||||할리스커피 탄천휴게소점||||80704
할리스커피|행담도휴게소(하)점|||할리스커피||충청남도 당진군 신평면 서해안고속도로 275||주차||||||할리스커피 행담도휴게소(하)점||||80704
할리스커피|월곶점|||할리스커피|031-404-7966|경기도 시흥시 월곶중앙로 63||||||||할리스커피 월곶점||||80704
할리스커피|안산중앙역점|||할리스커피|031-484-2002|경기도 안산시 단원구 광덕4로 234||테라스||||||할리스커피 안산중앙역점||||80704
할리스커피|국기원점|||할리스커피|02-6203-4301|서울시 강남구 강남대로94길 28||테라스;흡연시설||||||할리스커피 국기원점|지원빌딩1층|||80704
할리스커피|대구수성못점|||할리스커피|053-768-6999|대구광역시 수성구 용학로 115||테라스;주차||||||할리스커피 대구수성못점||||80704
할리스커피|수원권선점|||할리스커피|031-302-2601|경기도 수원시 권선구 권선로 667||테라스;흡연시설;주차||||||할리스커피 수원권선점||||80704
할리스커피|인천동암역점|||할리스커피|032-277-2010|인천시 부평구 열우물로 35-1||흡연시설||||||할리스커피 인천동암역점|17호 1,2층|||80704
할리스커피|커피클럽/대학로점|||할리스커피|02-747-1677|서울특별시 종로구 대학로 10길 11||테라스||||||할리스커피 커피클럽/대학로점||||80704
할리스커피|대전둔산청솔점|||할리스커피|042-489-7990|대전광역시 서구 둔산로 223||테라스;흡연시설||||||할리스커피 대전둔산청솔점|제상가 2동|||80704
할리스커피|용산더프라임점|||할리스커피|02-6362-7990|서울특별시 용산구 원효로 90길 11||주차||||||할리스커피 용산더프라임점|(원효로 1가 41-1,더프라임타워 업무동 1층)|||80704
할리스커피|세종로점|||할리스커피|02-720-5582|서울특별시 종로구 세종대로 161||24시간;흡연시설||||||할리스커피 세종로점|(세종로 200 2,3층)|||80704
할리스커피|광장점|||할리스커피|070-4706-0293|서울특별시 광진구 광나루로 620||주차||||||할리스커피 광장점||||80704
할리스커피|마산터미널점|||할리스커피|055-251-5698|경상남도 창원시 마산회원구 3·15대로 750||24시간;흡연시설;주차||||||할리스커피 마산터미널점||||80704
할리스커피|울산간절곶해맞이점|||할리스커피|052-239-5336|울산광역시 울주군 서생면 나사해안길 135||테라스;주차||||||할리스커피 울산간절곶해맞이점|1~2층|||80704
할리스커피|부산서면일번가점|||할리스커피|051-802-2550|부산광역시 신천대로 62번길 74||||||||할리스커피 부산서면일번가점||||80704
할리스커피|전주혁신도시점|||할리스커피|063-221-3361|전주시 완산구 오공로 33||테라스;흡연시설||||||할리스커피 전주혁신도시점||||80704
할리스커피|이인휴게소점|||할리스커피|010-5406-5747||충남 공주시 이인면 이인리 3-8|테라스;주차||||||할리스커피 이인휴게소점||||80704
할리스커피|도심공항2점|||할리스커피|02-2016-5400|서울시 강남구 테헤란로 87길 22||주차||||||할리스커피 도심공항2점|(도심공항터미널 2층 203-1호)|||80704
할리스커피|경복궁역점|||할리스커피|02-720-5589|서울특별시 종로구 자하문로 14-1||||||||할리스커피 경복궁역점||||80704
할리스커피|행담도휴게소(상)점|||할리스커피||충청남도 당진군 신평면 서해안고속도로 275||24시간;주차||||||할리스커피 행담도휴게소(상)점||||80704
할리스커피|안양동편마을점|||할리스커피|031-422-1880|경기도 안양시 동안구 동편로 6||테라스;주차||||||할리스커피 안양동편마을점||||80704
할리스커피|구반포역점|||할리스커피|02-537-9386|서울특별시 서초구 신반포로 15||흡연시설||||||할리스커피 구반포역점|구반포상가 G동 1층|||80704
할리스커피|대구상인점|||할리스커피|053-641-9522|대구광역시 달서구 상화북로 194||테라스;흡연시설;주차||||||할리스커피 대구상인점|2층|||80704
할리스커피|수원경인일보점|||할리스커피|031-226-0530|경기도 수원시 팔달구 효원로 299||테라스;흡연시설||||||할리스커피 수원경인일보점||||80704
할리스커피|수원영통점|||할리스커피|031-202-3356|경기도 수원시 영통구 청명남로 10||테라스||||||할리스커피 수원영통점||||80704
할리스커피|수원역점|||할리스커피|031-257-3313|경기도 수원시 팔달구 향교로 6||테라스;24시간;흡연시설||||||할리스커피 수원역점|(매산로1가,1-3층)|||80704
할리스커피|종로코리안리빌딩점|||할리스커피|02-6093-0011|서울시 종로구 종로5길 68||주차||||||할리스커피 종로코리안리빌딩점||||80704
할리스커피|파주금촌역점|||할리스커피|0319468011|경기 파주시 중앙로 328||주차||||||할리스커피 파주금촌역점|엠에이치타워 1층|||80704
할리스커피|구미CGV점|||할리스커피|054-604-0375|경북 구미시 구미중앙로 44||테라스;흡연시설;주차||||||할리스커피 구미CGV점|마이구미CGV 복합건물 1층|||80704
할리스커피|청라센터시아점|||할리스커피|032-567-1192|인천광역시 서구 중봉대로 612번길 16||테라스;주차||||||할리스커피 청라센터시아점|서후센타시아 1층|||80704
할리스커피|김포골드밸리점|||할리스커피|031-998-7233|경기도 김포시 황금로 109번길 27||테라스;주차||||||할리스커피 김포골드밸리점||||80704
할리스커피|충북진천점|||할리스커피|043-534-8584|충청북도 진천군 진천읍 중앙북로 28||테라스;흡연시설||||||할리스커피 충북진천점|2층|||80704
할리스커피|평택점|||할리스커피|031-651-1223|경기 평택시 평택1로 11||흡연시설||||||할리스커피 평택점||||80704
할리스커피|(하)칠곡휴게소점|||할리스커피|054-975-2277|경북 칠곡군 왜관읍 경부고속도로 159||주차||||||할리스커피 (하)칠곡휴게소점||||80704
할리스커피|대구관음점|||할리스커피|053-324-6122|대구광역시 북구 구암로 59||24시간;흡연시설;주차||||||할리스커피 대구관음점|비전스케어 1~2층|||80704
할리스커피|학동역점|||할리스커피|070-4700-6699|서울특별시 강남구 학동로 219||흡연시설||||||할리스커피 학동역점|2층|||80704
할리스커피|청주성화점|||할리스커피|043-233-6296|충청북도 청주시 서원구 신성화로 39||흡연시설;주차||||||할리스커피 청주성화점||||80704
할리스커피|김해국제공항점|||할리스커피|051-972-1655||부산시 강서구 대저2동 2350|||||||할리스커피 김해국제공항점|국제선 청사 3층|||80704
할리스커피|합정역점|||할리스커피|02-6204-1234|서울특별시 마포구 양화로 36||24시간||||||할리스커피 합정역점||||80704
할리스커피|동대문역사문화공원점|||할리스커피|02-2272-3331|서울특별시 중구 장충단로 251||24시간;흡연시설||||||할리스커피 동대문역사문화공원점|2,3층|||80704
할리스커피|고덕리앤파크점|||할리스커피|02-441-1121|서울시 강동구 상일로 151||주차||||||할리스커피 고덕리앤파크점||||80704
할리스커피|광주첨단2지구점|||할리스커피|062-413-8900|광주광역시 북구 첨단연신로91번길 10||테라스;흡연시설||||||할리스커피 광주첨단2지구점||||80704
할리스커피|광주하남점|||할리스커피|070-4157-5092|광주광역시 광산구 용아로 400||테라스;흡연시설;주차||||||할리스커피 광주하남점||||80704
할리스커피|익산모현점|||할리스커피|063-842-8420|전북 익산시 선화로3길 16-10||테라스||||||할리스커피 익산모현점||||80704
할리스커피|전남영광점|||할리스커피|061-353-2600|전라남도 영광군 영광읍 중앙로 180-2||흡연시설||||||할리스커피 전남영광점||||80704
할리스커피|신림역점|||할리스커피|028775596|서울시 관악구 신림로 313||흡연시설||||||할리스커피 신림역점||||80704
할리스커피|대림역점|||할리스커피|02-834-1000|서울특별시 영등포구 도림로 140||테라스||||||할리스커피 대림역점||||80704
할리스커피|커피클럽/부산달맞이점|||할리스커피|051-731-3410|부산광역시 해운대구 달맞이길 199||테라스;24시간;주차||||||할리스커피 커피클럽/부산달맞이점|2~3층|||80704
할리스커피|광주비엔날레점|||할리스커피|062-515-5715|광주광역시 북구 비엔날레로 109-1||흡연시설;주차||||||할리스커피 광주비엔날레점||||80704
