##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@이디야
이디야|시흥배곧타운점|||이디야|031-319-6877|경기 시흥시 배곧4로 22|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 10:00 ~ 22:30|||||이디야 시흥배곧타운점|(정왕동,배곧타운2)|||80716
이디야|시흥시청점|||이디야|031-315-7776|경기 시흥시 시청로68번길 4|||평일 운영시간 : 08:00 ~ 21:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 시흥시청점|(장현동,장현1 엔플러스빌)|||80716
이디야|시흥시화점|||이디야|02-431-9940|경기 시흥시 정왕대로 64|||평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일 : 09:00 ~ 23:30|||||이디야 시흥시화점|(정왕동) 129 (정왕동,129~130호)|||80716
이디야|시흥신일점|||이디야|031-313-2794|경기 시흥시 시흥대로 1069|||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 시흥신일점|(신천동)|||80716
이디야|시흥신천동점|||이디야|031-311-9317|경기 시흥시 수인로 3372|||평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일 : 08:30~23:00|||||이디야 시흥신천동점|(신천동) 104호|||80716
이디야|시흥우림아울렛점|||이디야|031-311-1925|경기 시흥시 서해안로 1605|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 09:00 ~ 22:30|||||이디야 시흥우림아울렛점|(대야동)|||80716
이디야|시흥월곶점|||이디야|031-311-1599|경기 시흥시 월곶중앙로 59|||평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일 : 09:00 ~ 23:30|||||이디야 시흥월곶점|(월곶동) (월곶프라자 103호)|||80716
이디야|시흥장곡점|||이디야|031-317-0872|경기 시흥시 진말로9번길 15|||평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00|||||이디야 시흥장곡점|(장곡동) 센타빌딩|||80716
이디야|시흥정왕동점|||이디야|02-431-9229|경기 시흥시 함송로 16|||평일 운영시간 : 10:00 ~ 22:50;주말 및 공휴일 : 10:00 ~ 22:50|||||이디야 시흥정왕동점|(정왕동) 102,103 (정왕동)|||80716
이디야|시흥정왕로데오점|||이디야|031-431-0230|경기 시흥시 서촌상가2길 15|||평일 운영시간 : 10:00 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.일요일 영업시간 10:00 ~ 23:00|||||이디야 시흥정왕로데오점|(정왕동)|||80716
이디야|시흥정왕보건소점|||이디야|031-431-6785|경기 시흥시 정왕대로233번안길 1|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 시흥정왕보건소점|(정왕동,우촌빌딩) 이디야커피|||80716
이디야|시흥조남점|||이디야|031-411-3758|경기 시흥시 목감우회로 51|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 시흥조남점|(목감동) 1층 106호|||80716
이디야|시흥하중점|||이디야|031-313-2223|경기 시흥시 하중로 199|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 시흥하중점|(하중동)|||80716
이디야|시흥한라비발디점|||이디야|031-432-7333|경기 시흥시 배곧1로 27-15|||평일 운영시간 : 09:00 ~ 21:45;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 시흥한라비발디점|(정왕동,한라비발디캠퍼스)|||80716
이디야|오이도빨간등대점|||이디야|010-8321-6578|경기 시흥시 오이도로 195|||평일 운영시간 : 10:30 ~ 22:30;주말 및 공휴일 : 10:30 ~ 22:30|||||이디야 오이도빨간등대점|(정왕동)|||80716
이디야|오이도점|||이디야|031-319-6077|경기 시흥시 오이도중앙로 8-1|||평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 24:00|||||이디야 오이도점|(정왕동) 101호 (정왕동)|||80716
이디야|정왕역점|||이디야|031-433-1197|경기 시흥시 마유로418번길 18|||평일 운영시간 : 07:30 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 정왕역점|(정왕동)|||80716
이디야|고대안산병원점|||이디야|031-405-7959|경기 안산시 단원구 적금로 123|||평일 운영시간 : 07:00 ~ 20:55;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 고대안산병원점|(고잔동)|||80716
이디야|고잔이마트점|||이디야|031-410-1667|경기 안산시 단원구 원포공원1로 46|||평일 운영시간 : 10:00 ~ 21:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 고잔이마트점|(초지동) 이마트고잔점 3층|||80716
이디야|안산고잔역점|||이디야|031-411-2377|경기 안산시 단원구 다리간로 18|||평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산고잔역점|(고잔동)|||80716
이디야|안산고잔점|||이디야|031-484-5842|경기 안산시 단원구 고잔로 54|||평일 운영시간 : 07:00 ~ 22:00토요일 : 07:00 ~ 22:00일요일 : 09:00 ~ 22:00|||||이디야 안산고잔점|(고잔동,에이스타워) 1층 이디야커피 안산고잔점|||80716
이디야|안산고잔주공점|||이디야|031-403-2422|경기 안산시 단원구 예술대학로 83|||평일 운영시간 : 09:00 ~ 22:00금토 : 09:00 ~ 23:00|||||이디야 안산고잔주공점|(고잔동)|||80716
이디야|안산단원병원점|||이디야|031-401-3071|경기 안산시 단원구 원포공원1로 19|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산단원병원점|(초지동,원포빌딩) 1층 이디야 안산단원병원점|||80716
이디야|안산반월공단점|||이디야|031-380-8190|경기 안산시 단원구 동산로 76|||평일 운영시간 : 08:00 ~ 20:30토요일 : 08:00 ~ 15:00  /  일요일, 공휴일 휴무|||||이디야 안산반월공단점|(원시동) B108호|||80716
이디야|안산서울예대점|||이디야|031-410-9257|경기 안산시 단원구 예술대학로 161|||평일 운영시간 : 08:00 ~ 21:40;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산서울예대점|(고잔동) 104호|||80716
이디야|안산선부동점|||이디야|031-401-7173|경기 안산시 단원구 선부광장북로 36|||평일 운영시간 : 07:30 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00|||||이디야 안산선부동점|(선부동,벽산블루밍아파트)|||80716
이디야|안산선부로점|||이디야|031-411-6467|경기 안산시 단원구 선부로 110-1|||평일 운영시간 : 09:30 ~ 22:30;주말 및 공휴일 : 09:30 ~ 22:30|||||이디야 안산선부로점|(선부동) 1층 이디야커피|||80716
이디야|안산선부중앙점|||이디야|031-410-7173|경기 안산시 단원구 선부로 191|||평일 운영시간 : 10:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산선부중앙점|(선부동)|||80716
이디야|안산스포츠파크점|||이디야|070-4208-3750|경기 안산시 단원구 첨단로 644|||평일 운영시간 : 09:00 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산스포츠파크점|(초지동)|||80716
이디야|안산신길점|||이디야|031-491-4343|경기 안산시 단원구 신길로 9-4|||평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산신길점|(신길동)|||80716
이디야|안산와동점|||이디야|031-405-3777|경기 안산시 단원구 와동로 44|||평일 운영시간 : 09:00 ~ 23:45;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산와동점|(와동)|||80716
이디야|안산원곡동점|||이디야|031-410-3777|경기 안산시 단원구 라성안길 17|||평일 운영시간 : 09:00 ~ 22:45;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산원곡동점|(원곡동,베스트플라자) 1층 이디야커피 안산원곡동점|||80716
이디야|안산자유센터점|||이디야|031-413-9936|경기 안산시 단원구 화랑로 358|||평일 운영시간 : 08:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산자유센터점|(고잔동)|||80716
이디야|안산중앙역점|||이디야|031-410-5585|경기 안산시 단원구 광덕4로 234|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 09:00 ~ 23:00|||||이디야 안산중앙역점|(고잔동)|||80716
이디야|안산중앙점|||이디야|031-401-6251|경기 안산시 단원구 중앙대로 907|||평일 운영시간 : 09:30 ~ 22:50평일과 주말 동일합니다.|||||이디야 안산중앙점|(고잔동) 안산종합상가 4동 163호|||80716
이디야|안산초지점|||이디야|031-486-3302|경기 안산시 단원구 광덕1로 55|||평일 운영시간 : 08:30 ~ 23:40;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산초지점|(초지동)|||80716
이디야|안산한도병원점|||이디야|031-439-0083|경기 안산시 단원구 선부광장로 95|||평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 안산한도병원점|(선부동) 109호 (선부동,한도병원)|||80716
이디야|안산호수동점|||이디야|031-405-6059|경기 안산시 단원구 광덕대로 130|||평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일 : 08:30 ~ 23:00|||||이디야 안산호수동점|(고잔동,폴리타운) 1층 이디야커피|||80716
이디야|안산반월공원점|||이디야|031-437-9931|경기 안산시 상록구 본오로 55|||평일 운영시간 : 08:30 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산반월공원점|(본오동)|||80716
이디야|안산본오동점|||이디야|031-417-7173|경기 안산시 상록구 샘골로 154|||평일 운영시간 : 08:00 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산본오동점|(본오동)|||80716
이디야|안산본오중앙점|||이디야|031-501-1587|경기 안산시 상록구 각골로 63|||평일 운영시간 : 08:30 ~ 23:20;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산본오중앙점|(본오동)|||80716
이디야|안산부곡동점|||이디야|031-502-1587|경기 안산시 상록구 부곡로 115|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산부곡동점|(부곡동)|||80716
이디야|안산사동점|||이디야|031-406-0110|경기 안산시 상록구 감골2로 13|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산사동점|(사동)|||80716
이디야|안산사동중앙점|||이디야|031-408-7177|경기 안산시 상록구 항가울로 19|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 안산사동중앙점|(사동) 1층 이디야커피|||80716
이디야|안산성포동점|||이디야|031-410-5369|경기 안산시 상록구 예술광장1로 124|||평일 운영시간 : 10:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산성포동점|(성포동) 선경프라자 102호|||80716
이디야|안산식물원사거리점|||이디야|031-415-1007|경기 안산시 상록구 도매시장로 91|||평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산식물원사거리점|(일동)|||80716
이디야|안산월피동점|||이디야|031-414-3626|경기 안산시 상록구 광덕산2로 17|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산월피동점|(월피동) 1층|||80716
이디야|안산일동점|||이디야|031-407-6731|경기 안산시 상록구 안산대학로 97|||평일 운영시간 : 08:30 ~ 20:50;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산일동점|(일동)|||80716
이디야|안산한대앞역점|||이디야|031-415-4343|경기 안산시 상록구 중보로 49|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산한대앞역점|(이동)|||80716
이디야|안산한대점|||이디야|031-406-4331|경기 안산시 상록구 한양대학로 40|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산한대점|(사동)|||80716
이디야|안산홈플러스점|||이디야|031-418-8000|경기 안산시 상록구 충장로 432|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안산홈플러스점|(성포동)|||80716
이디야|동아방송대점|||이디야|031-670-6874||경기 안성시 삼죽면 진촌리 632-18||평일 운영시간 : 08:00 ~ 21:00;주말 및 동아방송대 방학기간에는 운영하지 않습니다.|||||이디야 동아방송대점||||80716
이디야|안성명동점|||이디야|031-677-1235||경기 안성시 대천동 77||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 동일합니다.|||||이디야 안성명동점||||80716
이디야|안성원곡점|||이디야|031-654-4277|경기 안성시 원곡면 만세로 1413|||평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 안성원곡점|(외가천리) 108호 이디야커피|||80716
이디야|안성중대점|||이디야|031-676-6318||경기 안성시 대덕면 내리 684-1||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 안성중대점||||80716
이디야|범계벤처텔점|||이디야|031-389-0510|경기 안양시 동안구 시민대로 167|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 21:30|||||이디야 범계벤처텔점|(비산동) 109호|||80716
이디야|범계사거리점|||이디야|031-451-1219|경기 안양시 동안구 시민대로 137|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 범계사거리점|(호계동) 1층 103호|||80716
이디야|범계역점|||이디야|031-381-3072|경기 안양시 동안구 평촌대로217번길 45|||평일 운영시간 : 07:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:50|||||이디야 범계역점|(호계동) 103호|||80716
이디야|범계점|||이디야|031-381-3070|경기 안양시 동안구 시민대로 202|||평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:50|||||이디야 범계점|(호계동) 104호|||80716
이디야|안양SK/V1점|||이디야|031-990-6633|경기 안양시 동안구 엘에스로116번길 25-32|||평일 운영시간 : 08:00 ~ 20:00;주말 및 공휴일 : 08:00 ~ 20:00|||||이디야 안양SK/V1점|(호계동,안양 SK V1 center) 1층 이디야 커피|||80716
이디야|안양동편마을점|||이디야|031-425-1475|경기 안양시 동안구 동편로 140|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 안양동편마을점|(관양동) 1층|||80716
이디야|안양벤처다임점|||이디야|031-478-3089|경기 안양시 동안구 흥안대로 415|||평일 운영시간 : 07:30 ~ 22:00;주말 및 공휴일 : 10:00~23:00|||||이디야 안양벤처다임점|(평촌동) 두산벤처다임 136|||80716
이디야|안양비산동점|||이디야|031-388-5505|경기 안양시 동안구 관악대로 173|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 안양비산동점|(비산동) 이디야커피 인천비산동점|||80716
이디야|안양호계점|||이디야|031-477-4567|경기 안양시 동안구 엘에스로 34|||평일 운영시간 : 09:00 ~ 23:40일요일 10:00~22:40|||||이디야 안양호계점|(호계동) 1층|||80716
이디야|인덕원벌말점|||이디야|031-422-1886|경기 안양시 동안구 흥안대로456번길 42|||평일 운영시간 : 09:30 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 인덕원벌말점|(평촌동) 105호 이디야커피 인덕원벌말점|||80716
이디야|인덕원역점|||이디야|031-424-5505|경기 안양시 동안구 흥안대로 517|||평일 운영시간 : 07:00 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 인덕원역점|(관양동)|||80716
이디야|평촌샛별점|||이디야|031-382-5288|경기 안양시 동안구 동안로 194|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 동일합니다.|||||이디야 평촌샛별점|(비산동,한양스포츠센타) 1층|||80716
이디야|평촌스마트스퀘어점|||이디야|031-341-1212|경기 안양시 동안구 시민대로327번길 6|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 20:00일요일 : 휴무|||||이디야 평촌스마트스퀘어점|(관양동,W에이스타워) 110호|||80716
이디야|평촌점|||이디야|031-388-9004|경기 안양시 동안구 관평로182번길 54|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 평촌점|(관양동) 107호|||80716
이디야|평촌학원가점|||이디야|070-7776-8883|경기 안양시 동안구 평촌대로 133|||평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:00 ~ 22:30|||||이디야 평촌학원가점|(호계동) 107|||80716
이디야|성결대점|||이디야|031-465-2621|경기 안양시 만안구 냉천로 2|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 성결대점|(안양동) 1층|||80716
이디야|안양1번가점|||이디야|031-442-6967||경기 안양시 만안구 안양동 674-154||평일 운영시간 : 09:30 ~ 23:30;주말 및 공휴일 : 09:30 ~ 22:30|||||이디야 안양1번가점||||80716
이디야|안양7동점|||이디야|031-441-2748|경기 안양시 만안구 전파로 23|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00|||||이디야 안양7동점|(안양동) 1층|||80716
이디야|안양대점|||이디야|031-444-6467||경기 안양시 만안구 안양동 627-20||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 안양대점||||80716
이디야|안양덕천래미안점|||이디야|031-449-6765|경기 안양시 만안구 태평로60번길 42|||평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 안양덕천래미안점|(안양동,센트럴타워2) 센트럴아카데미Ⅱ 101,102호|||80716
이디야|안양덕천점|||이디야|031-469-2355|경기 안양시 만안구 덕천로48번길 48|||평일 운영시간 : 07:00 ~ 20:30일요일 및 공휴일 : 휴무 (토요일 08:00~17:00)|||||이디야 안양덕천점|(안양동) 1층|||80716
이디야|안양박달점|||이디야|031-442-8264||경기 안양시 만안구 박달동 74-18||평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일 : 08:00 ~ 23:30|||||이디야 안양박달점||||80716
이디야|안양석수역점|||이디야|031-471-1417|경기 안양시 만안구 연현로 101|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 동일합니다.|||||이디야 안양석수역점|(석수동,연현씨티빌)|||80716
이디야|안양연성대점|||이디야|031-446-1268||경기 안양시 만안구 안양동 952-4||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 10:00 ~ 23:00|||||이디야 안양연성대점||||80716
이디야|안양점|||이디야|031-441-1266||경기 안양시 만안구 안양동 668-33||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 안양점|안양 본프라자 112호|||80716
이디야|안양중앙점|||이디야|031-444-0627||경기 안양시 만안구 안양동 676-116||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 안양중앙점||||80716
이디야|안양충훈부점|||이디야|031-344-1736||경기 안양시 만안구 석수동 785-14||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 안양충훈부점||||80716
이디야|덕정역점|||이디야|031-858-5958|경기 양주시 화합로 1373|||평일 운영시간 : 08:00 ~ 22:40;주말 및 공휴일 : 08:00 ~ 22:40|||||이디야 덕정역점|(덕정동)|||80716
이디야|양주고읍점|||이디야|031-842-8959|경기 양주시 고읍남로 1|||평일 운영시간 : 08:00 ~ 22:40;주말 및 공휴일 : 08:00 ~ 22:40|||||이디야 양주고읍점|힘찬프라자 1층|||80716
이디야|양주고읍중앙점|||이디야|031-841-2330|경기 양주시 고읍로 36-18|||평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 양주고읍중앙점|(고읍동)|||80716
이디야|양주광적점|||이디야|031-829-2270|경기 양주시 광적면 가래비길 118|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00|||||이디야 양주광적점|(가납리)|||80716
이디야|양주덕계점|||이디야|031-862-9590|경기 양주시 평화로 1426|||평일 운영시간 : 09:00 ~ 22:40;주말 및 공휴일 : 09:00 ~ 22:40|||||이디야 양주덕계점|(덕계동)|||80716
이디야|양주덕계중앙점|||이디야|031-862-3665|경기 양주시 평화로 1491|||평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:50|||||이디야 양주덕계중앙점|(덕계동)|||80716
이디야|양주덕정점|||이디야|031-864-1230|경기 양주시 회정로 126|||평일 운영시간 : 09:30 ~ 22:50;주말 및 공휴일 : 09:30 ~ 22:50|||||이디야 양주덕정점|(덕정동)|||80716
이디야|양주미소점|||이디야|031-841-4323|경기 양주시 부흥로 2151|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 양주미소점|(삼숭동)|||80716
이디야|양주복지점|||이디야|031-836-0117|경기 양주시 백석읍 양주산성로 603|||평일 운영시간 : 09:00 ~ 22:40;주말 및 공휴일 : 09:00 ~ 22:40|||||이디야 양주복지점|(복지리)|||80716
이디야|양주삼숭점|||이디야|031-848-4323|경기 양주시 삼숭로38번길 19|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 양주삼숭점|(삼숭동)|||80716
이디야|양주송추점|||이디야|031-837-1655|경기 양주시 장흥면 호국로 553|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00|||||이디야 양주송추점||||80716
이디야|양주옥정로데오점|||이디야|031-868-4323|경기 양주시 옥정로 204|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 양주옥정로데오점|(옥정동) 107호 한길프라자|||80716
이디야|양주해동마을점|||이디야|031-844-1090|경기 양주시 고읍남로39번길 129-8|||평일 운영시간 : 09:00 ~ 21:30;주말 및 공휴일 : 10:00 ~ 21:30|||||이디야 양주해동마을점|(광사동) 1층 이디야 양주해동마을점|||80716
이디야|양주회정점|||이디야|031-857-8788|경기 양주시 평화로 1571|||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 양주회정점|(회정동) 1층 이디야커피 양주회정점|||80716
이디야|옥정율정점|||이디야|031-865-5196|경기 양주시 옥정동로8길 10|||평일 운영시간 : 09:00 ~ 20:50;주말 및 공휴일 : 10:00 ~ 20:50|||||이디야 옥정율정점|(옥정동)|||80716
이디야|옥정호수공원점|||이디야|031-858-3241|경기 양주시 옥정동로 187|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 옥정호수공원점|(옥정동)|||80716
이디야|양평롯데마트점|||이디야||경기 양평군 양평읍 남북로 76|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 양평롯데마트점|(공흥리) 양평롯데마트 2층 이디야커피 양평롯데마트점|||80716
이디야|양평용문점|||이디야|031-771-8637||경기 양평군 용문면 마룡리 451-7||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 동일합니다.|||||이디야 양평용문점||||80716
이디야|양평용문중앙점|||이디야|031-771-3511|경기 양평군 용문면 다문중앙1길 9-1|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 양평용문중앙점|(다문리,용문의원) 이디야커피 양평용문중앙점|||80716
이디야|양평점|||이디야|031-773-5073||경기 양평군 양평읍 양근리 293-2||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 동일합니다.|||||이디야 양평점||||80716
이디야|양평파크점|||이디야|031-774-3003|경기 양평군 양평읍 중앙로 208|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 21:00|||||이디야 양평파크점||||80716
이디야|여주중앙점|||이디야|031-884-6636||경기 여주군 여주읍 홍문리 52||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 여주중앙점||||80716
이디야|전곡역점|||이디야|031-832-0095|경기 연천군 전곡읍 전곡로 156|||평일 운영시간 : 07:30 ~ 23:50;주말 및 공휴일 : 07:30 ~ 23:50|||||이디야 전곡역점||||80716
이디야|오산고현점|||이디야|031-611-3631|경기 오산시 남부대로 411-12|||평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 오산고현점|(고현동) 101호 이디야커피 오산고현점|||80716
이디야|오산궐동점|||이디야|031-375-6776|경기 오산시 궐리사로 20|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 오산궐동점|(궐동)|||80716
이디야|오산세교점|||이디야|031-373-1477|경기 오산시 수청로106번길 6-3|||평일 운영시간 : 09:00 ~ 22:00동절기 09:00~21:00, 하절기 09:00~23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 오산세교점|(금암동) 493-10|||80716
이디야|오산수청점|||이디야|031-377-9946|경기 오산시 내삼미로79번길 31|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 오산수청점|(수청동) 109호 ~ 110호|||80716
이디야|오산시청점|||이디야|031-376-2703|경기 오산시 성호대로 130|||평일 운영시간 : 10:00 ~ 22:30;주말 및 공휴일 08:00 ~ 24:00|||||이디야 오산시청점|(원동)|||80716
이디야|오산운암점|||이디야|031-373-1188|경기 오산시 운암로 113|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 오산운암점|(오산동) 113,118호|||80716
이디야|오산원동점|||이디야|031-376-9688|경기 오산시 경기대로 154|||평일 운영시간 : 09:00 ~ 21:30;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 오산원동점|(원동) 이디야커피|||80716
이디야|강남대점|||이디야|02-728-1546|경기 용인시 기흥구 강남로 9|||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 10:30 ~ 22:30|||||이디야 강남대점|(구갈동)|||80716
이디야|기흥삼성점|||이디야|031-284-6184|경기 용인시 기흥구 삼성2로 97|||평일 운영시간 : 06:20 ~ 18:40;주말 및 공휴일 : 07:20 ~ 14:30|||||이디야 기흥삼성점|(농서동) 이디야 커피|||80716
이디야|용인IT밸리점|||이디야|031-214-2294|경기 용인시 기흥구 흥덕1로 30|||평일 운영시간 : 07:10 ~ 22:00;주말 및 공휴일 : 09:10 ~ 22:00 공휴일에는 변경될 수 있습니다.동계(1~2월) 평일 오픈시간 7:30~22:00|||||이디야 용인IT밸리점|(영덕동)|||80716
이디야|용인구성점|||이디야|070-7723-1025|경기 용인시 기흥구 구성로 94|||평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 용인구성점|(언남동)|||80716
이디야|용인기흥구청점|||이디야|031-283-3547|경기 용인시 기흥구 관곡로 92|||평일 운영시간 : 08:00 ~ 23:40;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 용인기흥구청점|(구갈동)|||80716
이디야|용인농서점|||이디야|031-203-0700|경기 용인시 기흥구 서천로202번길 5|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 용인농서점|(농서동) 이디야커피 용인농서점|||80716
