##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@유치원
밀알유치원||사립(사인)|1ecec08c-fc9b-b044-e053-0a32095ab044|031-244-2333|경기도 수원시 팔달구 세지로 316|09 : 00 ~ 18 : 30|127.024058476258|37.2793362068585
밀알유치원                                                              (폐원)||사립(사인)|1ecec08d-0c44-b044-e053-0a32095ab044|031-695-5440|경기도 용인시 기흥구 서그내로53번길 28|09 : 00 ~ 18 : 30|127.071178346648|37.2416621360502
밀알유치원||사립(사인)|1ecec08d-0a5b-b044-e053-0a32095ab044|042-582-0127|대전광역시 중구 문화로105번안길 7|09 : 00 ~ 17 : 00|127.396731241687|36.3125883105833
밀알유치원                                                              (폐원)||사립(사인)|1ecec08d-0819-b044-e053-0a32095ab044|02-400-4403|서울특별시 송파구 오금로46길 62|09 : 00 ~ 20 : 00|127.131613308044|37.4930347508255
밀알유치원||사립(사인)|1ecec08d-0e30-b044-e053-0a32095ab044|032-542-3313|인천광역시 계양구 임학서로45번길 5|09 : 00 ~ 19 : 00|126.731359492009|37.5469161296884
밀알유치원||사립(법인)|ed682c34-db69-462c-acbd-0d09741b387d|032-876-3313|인천광역시 미추홀구 장고개로42번길 42|09 : 00 ~ 18 : 00|126.668997547108|37.4700518980967
밀양원광유치원||사립(법인)|1ecec08d-0ca3-b044-e053-0a32095ab044|055-355-2873|경상남도 밀양시 소전1길 12|09 : 00 ~ 18 : 00|128.752683566639|35.4848231235975
밀양유치원||공립(단설)|cd612c2b-47e2-4361-a1ca-57322651de96|055-355-0815|경상남도 밀양시 운전2길 22|09 : 00 ~ 18 : 30|128.729640139285|35.5140214019083
밀양초등학교병설유치원||공립(병설)|1ecec08c-f445-b044-e053-0a32095ab044|055-350-6571|경상남도 밀양시 중앙로 282-12|09 : 00 ~ 17 : 30|128.755443509281|35.4894115329579
밀주초등학교병설유치원||공립(병설)|1ecec08d-0e69-b044-e053-0a32095ab044|055-356-6842|경상남도 밀양시 가곡13길 24|09 : 00 ~ 17 : 00|128.762556542533|35.4773171769985
바나유치원||사립(사인)|1fd6777e-1511-e0b0-e053-0a32095ae0b0|031-283-9190|경기도 용인시 기흥구 마북로 112|09 : 00 ~ 19 : 00|127.120794367128|37.3004780613826
바니유치원||사립(사인)|1ecec08d-0557-b044-e053-0a32095ab044|02-865-4234|서울특별시 구로구 구일로4길 46|09 : 00 ~ 17 : 30|126.877579090669|37.4928347735501
바다유치원                                                              (폐원)||사립(사인)|1ecec08d-0576-b044-e053-0a32095ab044|031-593-5867|경기도 남양주시 비룡로440번길 19-16|09 : 00 ~ 18 : 00|127.312634803722|37.6848914260907
바다유치원||사립(사인)|1ecec08c-ed8f-b044-e053-0a32095ab044|031-414-0016|경기도 안산시 상록구 부루지성모길 14|09 : 00 ~ 17 : 00|126.852552535059|37.3343449133474
바다유치원||사립(사인)|1ecec08c-eda3-b044-e053-0a32095ab044|031-366-6868|경기도 화성시 행정서로1길 53|09 : 00 ~ 19 : 00|126.914828867637|37.1295605259075
바다유치원||사립(사인)|36627649-3e14-4655-b961-d249c0207cf8|051-261-0385|부산광역시 사하구 다송로68번길 30|09 : 00 ~ 19 : 00|128.982304826256|35.0614131090175
바다유치원||사립(사인)|1ecec08c-f3a1-b044-e053-0a32095ab044|032-583-0091|인천광역시 서구 염곡로311번길 7|09 : 30 ~ 18 : 30|126.667610008475|37.5123592895423
바다의별유치원||사립(사인)|0e7cf345-6e38-47af-98f2-fda6ea276b89|031-964-8458|경기도 고양시 덕양구 대양로285번길 45|09 : 00 ~ 19 : 00|126.895833395682|37.7035967288012
바다의별유치원||사립(사인)|1ecec08d-0766-b044-e053-0a32095ab044|055-342-3324|경상남도 김해시 한림로 1205-49|09 : 00 ~ 17 : 00|128.744963545641|35.3184308893701
바다의별유치원||사립(사인)|1ecec08c-fe66-b044-e053-0a32095ab044|042-581-1341|대전광역시 중구 보문산로 31|09 : 00 ~ 17 : 00|127.383984214667|36.3055120955431
바다의별유치원||사립(법인)|1ecec08d-09db-b044-e053-0a32095ab044|02-387-0325|서울특별시 은평구 통일로 790-1|09 : 30 ~ 18 : 30|126.926217921304|37.6154217031975
바다의별유치원||사립(사인)|1ecec08c-fd58-b044-e053-0a32095ab044|032-833-1466|인천광역시 연수구 옥련로 33|09 : 30 ~ 22 : 00|126.64460056168|37.4278506387668
바라밀유치원||사립(사인)|1ecec08c-fb7e-b044-e053-0a32095ab044|033-531-6699|강원도 동해시 해안로 77|09 : 00 ~ 17 : 00|129.124540104049|37.5105691700365
바른나무유치원||사립(사인)|1ecec08d-05cd-b044-e053-0a32095ab044|055-255-5301|경상남도 창원시 의창구 팔용로 446|09 : 00 ~ 18 : 00|128.614010591893|35.2546665350113
바른뜰유치원||사립(사인)|1ecec08d-08b3-b044-e053-0a32095ab044|055-542-5500|경상남도 창원시 진해구 경화로 24-1|08 : 50 ~ 16 : 50|128.686577209747|35.1556672490884
바른손유치원                                                                                              (휴원)||사립(사인)|1ecec08d-0642-b044-e053-0a32095ab044|055-299-7560|경상남도 창원시 마산회원구 구암북15길 49|08 : 30 ~ 17 : 30|128.594767435939|35.2553029169414
바른유치원||사립(사인)|1ecec08d-0b85-b044-e053-0a32095ab044|031-914-4368|경기도 고양시 일산서구 킨텍스로 410|09 : 30 ~ 18 : 30|126.759377346153|37.6807182456734
바른유치원||사립(사인)|b13db771-510f-491d-b7ff-2d91e1687298|043-716-1166|충청북도 청주시 청원구 2순환로160번길 26-26|08 : 00 ~ 18 : 00|127.5035288242|36.6731874706
바우로유치원                                                              (폐원)||사립(사인)|1ecec08c-ee9b-b044-e053-0a32095ab044|041-551-4287|충청남도 천안시 동남구 천중3길 30|-|127.156064597342|36.8098157368223
바움유치원||사립(사인)|1ecec08c-fcdf-b044-e053-0a32095ab044|031-966-3069|경기도 고양시 덕양구 호국로742번길 57|09 : 00 ~ 19 : 30|126.835990030925|37.6526980124372
바움유치원||사립(사인)|1ecec08d-075c-b044-e053-0a32095ab044|054-977-7959|경상북도 칠곡군 남중리6길 7|09 : 00 ~ 17 : 00|128.412441605592|36.0744516672466
바움유치원||사립(사인)|2dc0d75e-793f-42f2-97ee-dd37d3a84e86|042-863-1447|대전광역시 유성구 하기로 34-31|09 : 00 ~ 18 : 00|127.335668210012|36.3874145417832
바자울유치원                                                              (폐원)||사립(사인)|1ecec08c-f648-b044-e053-0a32095ab044|02-2693-4123|서울특별시 양천구 월정로 261|08 : 30 ~ 18 : 00|126.830926971643|37.5409659335473
박달초등학교병설유치원||공립(병설)|1ecec08d-0a94-b044-e053-0a32095ab044|031-444-9195|경기도 안양시 만안구 삼봉로 38|09 : 00 ~ 18 : 00|126.90185002937|37.4013520499838
박문유치원||사립(법인)|1ecec08d-0682-b044-e053-0a32095ab044|032-762-7614|인천광역시 중구 우현로50번길 2|09 : 00 ~ 18 : 00|126.629934014671|37.4710830621922
반계초등학교병설유치원||공립(병설)|1ecec08c-ee34-b044-e053-0a32095ab044|033-732-7009|강원도 원주시 원문로 2265|09 : 00 ~ 17 : 00|127.791133291569|37.2920966250877
반곡드림유치원||사립(사인)|44618f52-e0f9-4903-89a3-bf21071678e7|033-735-3309|강원도 원주시 반곡길 133|09 : 00 ~ 17 : 00|127.968848960289|37.3319740380264
반곡별유치원||공립(단설)|9170cdb2-6aef-442e-b254-734da4898c38|033-735-1703|강원도 원주시 세계로 90|09 : 00 ~ 17 : 00|127.990255515298|37.3305433109209
반곡초등학교병설유치원||공립(병설)|1ecec08d-0288-b044-e053-0a32095ab044|033-730-9131|강원도 원주시 동부순환로 247|09 : 00 ~ 18 : 00|127.973034399526|37.337342244877
반곡초등학교병설유치원||공립(병설)|1ecec08d-03c6-b044-e053-0a32095ab044|033-434-0003|강원도 홍천군 팔봉산로 639|09 : 00 ~ 17 : 00|127.664868007241|37.6904907782793
반곡초등학교병설유치원||공립(병설)|1ecec08d-0f00-b044-e053-0a32095ab044|052-264-3321|울산광역시 울주군 언동3길 42-3|09 : 00 ~ 17 : 00|129.141244009875|35.6033004128939
반곡초등학교병설유치원||공립(병설)|1ecec08c-f62f-b044-e053-0a32095ab044|041-736-3053|충청남도 논산시 황산벌로1126번길 5|08 : 30 ~ 16 : 30|127.20537861512|36.1821297172549
반달유치원||사립(사인)|1ecec08d-0199-b044-e053-0a32095ab044|055-243-7477|경상남도 창원시 마산합포구 자산서14길 65|08 : 30 ~ 19 : 00|128.558392910904|35.2003152347132
반도보라유치원||사립(사인)|1ecec08c-fca9-b044-e053-0a32095ab044|051-327-3355|부산광역시 사상구 대동로 98|09 : 00 ~ 18 : 00|128.979928907756|35.1368749142552
반동초등학교병설유치원||공립(병설)|1ecec08d-0688-b044-e053-0a32095ab044|055-221-5006|경상남도 창원시 마산합포구 해양관광로 1460-14|08 : 30 ~ 16 : 30|128.584322114423|35.0877154563932
반디유치원||사립(사인)|1ecec08c-fb0d-b044-e053-0a32095ab044|0319966400|경기도 김포시 김포한강9로 47|09 : 00 ~ 18 : 00|126.626238518537|37.641030574114
반디유치원||사립(사인)|1ecec08c-f63b-b044-e053-0a32095ab044|031-655-1955|경기도 안성시 서동대로 4079|09 : 00 ~ 19 : 00|127.158153895956|37.0005827120239
반디유치원||사립(사인)|1ecec08c-ff27-b044-e053-0a32095ab044|031-665-0070|경기도 평택시 송탄로40번길 71-20|09 : 00 ~ 18 : 30|127.057094403331|37.0514084873538
반디유치원||사립(사인)|1ecec08d-0c40-b044-e053-0a32095ab044|0312340087|경기도 화성시 병점4로 126|09 : 00 ~ 18 : 30|127.043744242983|37.2173425926486
반디유치원||사립(사인)|1ecec08c-fcf8-b044-e053-0a32095ab044|053-323-6701|대구광역시 북구 관음동로32길 6-13|09 : 30 ~ 16 : 30|128.547695|35.946201
반디유치원||사립(사인)|1ecec08d-0b98-b044-e053-0a32095ab044|02-451-8891|서울특별시 강남구 광평로47길 17|09 : 00 ~ 20 : 00|127.097697414245|37.4866957097081
반디유치원||사립(사인)|1ecec08d-0269-b044-e053-0a32095ab044|02-929-1228|서울특별시 성북구 성북로4길 52|09 : 00 ~ 20 : 00|127.011430892418|37.5952672940823
반디유치원||사립(사인)|a7935fe4-10dd-484d-b508-1a5ddf371563|032-463-2368|인천광역시 남동구 서창남순환로 124|09 : 20 ~ 19 : 00|126.74388778055|37.4292764745218
반디유치원||사립(사인)|1ecec08d-05d1-b044-e053-0a32095ab044|032-875-6767|인천광역시 미추홀구 매소홀로 340|09 : 20 ~ 18 : 30|126.657576290314|37.440706958361
반딧불이숲유치원                                                                                              (휴원)||사립(법인)|1ecec08c-f552-b044-e053-0a32095ab044|062-266-2991|광주광역시 북구 오문로 255|-|126.932591920781|35.1899895250404
반산초등학교병설유치원||공립(병설)|75fe8b52-ac01-4245-9261-c05121e84a5f|051-780-2015|부산광역시 해운대구 재반로 171|09 : 00 ~ 18 : 00|129.129260127931|35.1938907819845
반석유치원||사립(사인)|1ecec08c-ed22-b044-e053-0a32095ab044|02-2613-1424|경기도 광명시 광복로43번안길 26|09 : 00 ~ 19 : 00|126.865776520184|37.4903680901285
반석유치원||사립(사인)|1ecec08c-ef86-b044-e053-0a32095ab044|031-568-7540|경기도 구리시 건원대로34번길 67|09 : 00 ~ 18 : 30|127.143995330184|37.6050615199278
반석유치원||사립(사인)|1ecec08c-fd23-b044-e053-0a32095ab044|032-665-0082|경기도 부천시 원미구 원미로143번길 6|09 : 00 ~ 19 : 00|126.791302551388|37.4954962161067
반석유치원||사립(사인)|1ecec08d-09e5-b044-e053-0a32095ab044|02-485-7831|서울특별시 강동구 명일로 271|-|127.147488774076|37.542803077983
반석유치원||사립(사인)|1ecec08c-f4c7-b044-e053-0a32095ab044|02-485-8540|서울특별시 강동구 양재대로124길 89-18|09 : 30 ~ 18 : 00|127.14733806167|37.5428125428867
반석초등학교병설유치원||공립(병설)|1ecec08d-051a-b044-e053-0a32095ab044|031-613-2690|경기도 화성시 동탄반석로 22|09 : 00 ~ 17 : 00|127.078320819205|37.1936979812826
반성초등학교병설유치원||공립(병설)|1ecec08d-0d08-b044-e053-0a32095ab044|055-754-6432|경상남도 진주시 동부로 2060|09 : 00 ~ 17 : 30|128.285750434605|35.1700912248374
반송무지개유치원                                                              (폐원)||사립(사인)|1ecec08c-fec7-b044-e053-0a32095ab044|051-543-7740|부산광역시 해운대구 반송순환로 154|-|129.152510618877|35.2243648361074
반송초등학교병설유치원||공립(병설)|1ecec08d-0dc1-b044-e053-0a32095ab044|031-613-3926|경기도 화성시 동탄솔빛로 14|09 : 00 ~ 17 : 00|127.070176923266|37.1907661849967
반송초등학교병설유치원                                                              (폐원)||공립(병설)|1ecec08d-0d65-b044-e053-0a32095ab044|055-264-2709|경상남도 창원시 성산구 반송로 133|08 : 40 ~ 17 : 40|128.669718628051|35.2373648212167
반야유치원||사립(사인)|1ecec08d-027d-b044-e053-0a32095ab044|033-562-6700|강원도 정선군 비봉로 13|09 : 00 ~ 17 : 00|128.659678964071|37.3809402504245
반야유치원||사립(사인)|1ecec08d-0351-b044-e053-0a32095ab044|055-761-5830|경상남도 진주시 월아산로1094번길 10|08 : 30 ~ 16 : 30|128.163017753122|35.1696322323914
반야유치원||사립(사인)|1ecec08d-0a45-b044-e053-0a32095ab044|062-671-4571|광주광역시 남구 광복마을7길 17|09 : 00 ~ 17 : 00|126.894596446036|35.1274653786911
반야유치원||사립(사인)|1ecec08c-fc2f-b044-e053-0a32095ab044|053-655-0222|대구광역시 남구 장전1길 92|09 : 20 ~ 16 : 20|128.576067907738|35.8402289864019
반야유치원||사립(법인)|1ecec08c-ffeb-b044-e053-0a32095ab044|063-442-0954|전라북도 군산시 동산길 25|09 : 00 ~ 18 : 00|126.70518393296|35.9903676714648
반야유치원||사립(사인)|1ecec08c-ee3f-b044-e053-0a32095ab044|043-733-4358|충청북도 옥천군 옥천읍 성신로 13-1|-|127.569772778979|36.2931409079722
반여초등학교병설유치원||공립(병설)|1ecec08c-f3c9-b044-e053-0a32095ab044|051-783-3063|부산광역시 해운대구 재반로242번길 51-10|09 : 00 ~ 17 : 00|129.134961429619|35.1991486367484
반월초등학교병설유치원||공립(병설)|1ecec08d-0294-b044-e053-0a32095ab044|031-487-2339|경기도 안산시 상록구 건건로 39|09 : 00 ~ 17 : 00|126.900610201134|37.3052050114653
반월푸른유치원||사립(사인)|1ecec08d-0a3e-b044-e053-0a32095ab044|031-437-6565|경기도 안산시 상록구 건건5길 9-8|09 : 00 ~ 17 : 00|126.905436145557|37.3069284630307
반지초등학교병설유치원||공립(병설)|1ecec08c-f90d-b044-e053-0a32095ab044|031-610-8671|경기도 평택시 이충로 7|09 : 00 ~ 17 : 00|127.069532771988|37.0579184087656
반천초등학교병설유치원||공립(병설)|1ecec08c-fdc4-b044-e053-0a32095ab044|052-264-7705|울산광역시 울주군 샘소3길 19|09 : 00 ~ 17 : 00|129.183091830341|35.5560327582319
반포성모유치원||사립(법인)|1ecec08d-0a08-b044-e053-0a32095ab044|02-537-4224|서울특별시 서초구 신반포로15길 18|09 : 00 ~ 17 : 30|126.994628772997|37.5049542952147
반포자이유치원||사립(사인)|1ecec08d-00ab-b044-e053-0a32095ab044|02-596-6668|서울특별시 서초구 신반포로 270|10 : 00 ~ 14 : 00|127.015385050587|37.5088125516222
반포초등학교병설유치원||공립(병설)|1ecec08d-01f8-b044-e053-0a32095ab044|070-7606-1514|충청남도 공주시 반포초교길 97|08 : 30 ~ 16 : 40|127.245503075729|36.3996372128439
발곡초등학교병설유치원||공립(병설)|1ecec08d-0f91-b044-e053-0a32095ab044|031-878-4582|경기도 의정부시 동일로454번길 74|09 : 00 ~ 17 : 00|127.062604763816|37.7286231748891
발산초등학교병설유치원||공립(병설)|1ecec08c-fb91-b044-e053-0a32095ab044|063-451-6770|전라북도 군산시 바르메길 43|09 : 00 ~ 17 : 00|126.796088197511|35.9594371143212
밝은별명성유치원||사립(사인)|1ecec08c-f096-b044-e053-0a32095ab044|055-232-5501|경상남도 창원시 마산회원구 삼풍로 93|09 : 00 ~ 17 : 00|128.501345218365|35.2339844479236
밝은빛유치원||공립(단설)|1ecec08c-f22a-b044-e053-0a32095ab044|02-899-6821|경기도 광명시 오리로 468-4|09 : 20 ~ 18 : 00|126.880444626531|37.443667253932
밝음유치원||사립(사인)|1ecec08c-f26b-b044-e053-0a32095ab044|031-395-8998|경기도 군포시 산본로 418|09 : 00 ~ 19 : 00|126.928357519823|37.3668758827218
밤비니유치원||사립(사인)|1fd6777e-1513-e0b0-e053-0a32095ae0b0|02-2664-7942|서울특별시 강서구 남부순환로7길 39|09 : 00 ~ 17 : 00|126.809591248169|37.5589087134075
방곡유치원||공립(단설)|9a9c62dc-be49-4205-836e-b9fc1b7e8a9c|051-780-7200|부산광역시 기장군 정관덕산길 61|09 : 00 ~ 18 : 00|129.186709511429|35.3229289398632
방교초등학교병설유치원||공립(병설)|61959553-24e5-4923-aa09-1f1537eafec8|031-378-6716|경기도 화성시 동탄산척로1길 11|09 : 00 ~ 17 : 00|127.1015253934|37.1732631518
방기초등학교병설유치원||공립(병설)|1ecec08d-0641-b044-e053-0a32095ab044|052-912-2300|울산광역시 울주군 하방로 56|09 : 00 ~ 17 : 30|129.093025025628|35.5069727073429
방림유치원||공립(단설)|1fd6777e-152d-e0b0-e053-0a32095ae0b0|062-608-8500|광주광역시 남구 큰방림길 20|09 : 00 ~ 18 : 40|126.920266305663|35.1339362102928
방림초등학교병설유치원||공립(병설)|1ecec08c-f318-b044-e053-0a32095ab044|033-333-4690|강원도 평창군 방림1길 9|09 : 00 ~ 17 : 00|128.391638612405|37.4281470758026
방산초등학교병설유치원||공립(병설)|1ecec08d-0693-b044-e053-0a32095ab044|033-481-5907|강원도 양구군 평화로 5121-7|09 : 00 ~ 17 : 00|127.945062296265|38.2092162720819
방산초등학교병설유치원||공립(병설)|1ecec08c-f4b7-b044-e053-0a32095ab044|055-672-4696|경상남도 고성군 방산로 42|08 : 40 ~ 17 : 00|128.364242405987|34.971623895528
방어진초등학교병설유치원||공립(병설)|1ecec08d-0540-b044-e053-0a32095ab044|052-252-8935|울산광역시 동구 꽃바위로 341|08 : 30 ~ 18 : 00|129.424319596873|35.4867298553188
방일초등학교병설유치원||공립(병설)|1ecec08d-021a-b044-e053-0a32095ab044|031-585-4661|경기도 가평군 양방가루재길 76|09 : 00 ~ 17 : 00|127.499880323233|37.6290948273414
방지초등학교병설유치원                                                              (폐원)||공립(병설)|1ecec08c-f328-b044-e053-0a32095ab044|054-373-9011|경상북도 청도군 청려로 4649|-|128.908472944873|35.7125591321281
방포초등학교병설유치원||공립(병설)|1ecec08d-0363-b044-e053-0a32095ab044|041-674-4197|충청남도 태안군 꽃지해안로 519|08 : 30 ~ 16 : 30|126.347658042291|36.5074144336864
방화이화유치원||사립(사인)|1ecec08c-fad9-b044-e053-0a32095ab044|02-2662-2017|서울특별시 강서구 양천로17길 4-55|09 : 00 ~ 17 : 00|126.813526586445|37.5740876883765
배곧누리유치원||공립(단설)|7ed1e901-46a4-4f88-ac83-c5684755fde5|031-319-4368|경기도 시흥시 배곧5로 65-9|09 : 00 ~ 18 : 00|126.7336855483|37.3832878862
배곧라온초등학교병설유치원||공립(병설)|8048a3c4-752b-44a9-a2f1-33c70d0bcda8|031-8032-6573|경기도 시흥시 배곧4로 94-39|09 : 00 ~ 17 : 00|126.7351729765|37.3725906865
배곧유치원||공립(단설)|838f8d7b-8004-4fdb-94cd-0e76a396a270|031-499-3921|경기도 시흥시 배곧4로 44-5|09 : 00 ~ 18 : 00|126.729266825364|37.3759486253513
배곧초등학교병설유치원||공립(병설)|8e1f843c-4e1d-47ac-b114-f09af780b453|031-8099-9770|경기도 시흥시 배곧4로 44-5|09 : 00 ~ 17 : 00|126.729266825364|37.3759486253513
배곧한울초등학교병설유치원||공립(병설)|0cd45287-5c8f-4726-bf29-c5c7474b801e|031-412-4390|경기도 시흥시 서해안로 405|09 : 00 ~ 17 : 00|126.7203202198|37.3628398593
배곧해솔초등학교병설유치원||공립(병설)|fcd90659-074b-4928-aebb-2c79593399bf|03180637890|경기도 시흥시 서울대학로 150-17|09 : 00 ~ 17 : 00|126.7180891864|37.3605495653
배꽃유치원||사립(사인)|1ecec08d-0d68-b044-e053-0a32095ab044|02-878-7766|서울특별시 관악구 봉천로29길 47|09 : 00 ~ 22 : 00|126.941951474771|37.4856084278381
배방유치원||공립(단설)|1ecec08d-02ad-b044-e053-0a32095ab044|041-549-0142|충청남도 아산시 북수로25번길 10|09 : 00 ~ 17 : 00|127.063849032807|36.772331370371
배성유치원||사립(사인)|1ecec08d-0516-b044-e053-0a32095ab044|031-703-6767|경기도 성남시 분당구 판교로 624-1|08 : 30 ~ 18 : 00|127.142398493977|37.4059964710827
배양초등학교병설유치원||공립(병설)|1ecec08c-ff5f-b044-e053-0a32095ab044|031-898-7975|경기도 화성시 융건로 90|09 : 00 ~ 17 : 00|126.988755303957|37.2188550064158
배양초등학교병설유치원||공립(병설)|1ecec08d-0de0-b044-e053-0a32095ab044|041-631-1225|충청남도 홍성군 금마로 23-24|09 : 00 ~ 17 : 00|126.709732086398|36.6140532413415
배영유치원||사립(사인)|1ecec08c-efe0-b044-e053-0a32095ab044|02-334-3405|서울특별시 마포구 잔다리로6길 11|09 : 00 ~ 20 : 00|126.92006314797|37.5526573200201
배영초등학교병설유치원||공립(병설)|1ecec08d-0b3d-b044-e053-0a32095ab044|031-845-5409|경기도 의정부시 가능로135번길 20|09 : 00 ~ 17 : 00|127.046584579953|37.7481943624798
배인유치원||사립(법인)|1ecec08c-f043-b044-e053-0a32095ab044|042-256-4375|대전광역시 중구 대종로 659|09 : 00 ~ 18 : 00|127.412643193449|36.3388801307125
배재대부속유치원||사립(법인)|1ecec08d-0ea7-b044-e053-0a32095ab044|042-520-5257|대전광역시 서구 배재로 155-40|09 : 00 ~ 17 : 00|127.365181729576|36.3197079565228
배학유치원||사립(법인)|1ecec08c-f854-b044-e053-0a32095ab044|031-212-4111|경기도 수원시 영통구 월드컵로 214-1|09 : 20 ~ 15 : 10|127.043077065085|37.2811950015036
배화여자대학교 부속 배화유치원||사립(법인)|1ecec08c-f736-b044-e053-0a32095ab044|02-737-1433|서울특별시 종로구 필운대로1길 34|09 : 00 ~ 17 : 00|126.968359021962|37.5780565654717
배화유치원||사립(사인)|1ecec08c-f5b4-b044-e053-0a32095ab044|031-974-0880|경기도 고양시 덕양구 토당로104번길 31|09 : 00 ~ 19 : 00|126.819185058109|37.6244645277096
배화유치원                                                              (폐원)||사립(사인)|1ecec08c-f41b-b044-e053-0a32095ab044|02-306-7223|서울특별시 은평구 가좌로7길 9|-|126.920182383855|37.5865727786089
백강초등학교병설유치원||공립(병설)|1ecec08c-f2d6-b044-e053-0a32095ab044|070-7602-8808|충청남도 부여군 백제문로251번길 20|08 : 30 ~ 16 : 30|126.890700907659|36.296504191102
백곡초등학교병설유치원||공립(병설)|1ecec08d-0c5a-b044-e053-0a32095ab044|043-532-8617|충청북도 진천군 안구수길 20|08 : 30 ~ 16 : 30|127.359912938377|36.8858941578462
백구초등학교병설유치원||공립(병설)|1ecec08d-06d2-b044-e053-0a32095ab044|063-544-6769|전라북도 김제시 석담2길 36|08 : 30 ~ 17 : 30|126.970425662474|35.8869811903991
백동초등학교병설유치원||공립(병설)|1ecec08d-0ef2-b044-e053-0a32095ab044|055-362-4004|경상남도 양산시 백동길 19-24|08 : 40 ~ 17 : 00|129.152811471651|35.4060706943935
백련과학유치원||사립(사인)|1ecec08c-fa42-b044-e053-0a32095ab044|052-245-1554|울산광역시 중구 성안로 214|09 : 00 ~ 17 : 00|129.319301425992|35.5788048870411
백련초등학교병설유치원||공립(병설)|1ecec08d-0189-b044-e053-0a32095ab044|063-582-7376|전라북도 부안군 변산로 1203|08 : 30 ~ 16 : 30|126.600353067964|35.7088332447283
백령성모유치원||사립(법인)|1ecec08d-0311-b044-e053-0a32095ab044|032-836-1223|인천광역시 옹진군 백령로254번길 66|09 : 00 ~ 18 : 00|124.719846799313|37.9727861510014
백룡초등학교병설유치원||공립(병설)|1ecec08d-0b54-b044-e053-0a32095ab044|063-581-2019|전라북도 부안군 시기길 15|09 : 00 ~ 17 : 00|126.810057843745|35.7188321778943
백마초등학교병설유치원||공립(병설)|1ecec08c-fe87-b044-e053-0a32095ab044|031-902-9616|경기도 고양시 일산동구 일산로 230|09 : 00 ~ 18 : 00|126.790884025697|37.6578993208987
백문초등학교병설유치원||공립(병설)|1ecec08c-f400-b044-e053-0a32095ab044|031-551-6561|경기도 구리시 장자대로13번길 12|09 : 00 ~ 18 : 00|127.132843347016|37.5887318989587
백봉초등학교병설유치원||공립(병설)|1ecec08d-07c9-b044-e053-0a32095ab044|031-332-4937|경기도 용인시 처인구 죽양대로748번길 12|09 : 00 ~ 17 : 00|127.400656020771|37.1373776967421
백봉초등학교병설유치원||공립(병설)|1ecec08d-037c-b044-e053-0a32095ab044|043-832-9770|충청북도 괴산군 질마로 1456|08 : 40 ~ 16 : 40|127.727209964818|36.7072644747727
백사초등학교병설유치원||공립(병설)|1ecec08d-0554-b044-e053-0a32095ab044|031-632-4011|경기도 이천시 현방로 55|09 : 00 ~ 17 : 00|127.490537440438|37.3388941554173
백산유치원||사립(사인)|1ecec08c-f96d-b044-e053-0a32095ab044|031-442-7590|경기도 안양시 만안구 명학로33번길 6|09 : 10 ~ 14 : 10|126.936065443231|37.3792914605978
백산유치원||사립(사인)|1ecec08c-ef78-b044-e053-0a32095ab044|051-341-2216|부산광역시 북구 만덕3로48번다길 21|09 : 00 ~ 19 : 00|129.027521556713|35.2111043185481
백산유치원||사립(법인)|1ecec08d-0ddb-b044-e053-0a32095ab044|051-752-3345|부산광역시 수영구 무학로69번길 66|09 : 00 ~ 18 : 00|129.120508113999|35.164266419062
백산초등학교병설유치원                                                              (폐원)||공립(병설)|1ecec08c-f8f4-b044-e053-0a32095ab044|055-391-7034|경상남도 밀양시 백산로 292|-|128.746852967536|35.3701726122165
백산초등학교병설유치원||공립(병설)|1ecec08c-f153-b044-e053-0a32095ab044|063-581-8603|전라북도 부안군 백산로 306-7|08 : 30 ~ 17 : 30|126.787616842716|35.700753863043
백상유치원||사립(사인)|1ecec08c-f54f-b044-e053-0a32095ab044|02-803-5485|서울특별시 금천구 탑골로3길 50|09 : 00 ~ 18 : 00|126.91381606704|37.4535027824761
백상유치원                                                                                              (휴원)||사립(사인)|1ecec08d-0093-b044-e053-0a32095ab044|0616535355|전라남도 여수시 좌수영로 441|09 : 00 ~ 18 : 00|127.701091207995|34.7664693835135
백석대학교부속유치원||사립(법인)|1ecec08c-f8e1-b044-e053-0a32095ab044|041-558-1580|충청남도 천안시 동남구 청수7로 30-15|09 : 00 ~ 19 : 00|127.160421190742|36.7855967637813
백석유치원||사립(사인)|86d9f494-609c-4bfe-a2b2-3739219e3667|041-621-8010|충청남도 천안시 서북구 한들2로 34-42|09 : 00 ~ 17 : 00|127.123114110329|36.8273485333379
백석초등학교병설유치원||공립(병설)|1ecec08d-0f95-b044-e053-0a32095ab044|063-546-3151|전라북도 김제시 백산로 54|08 : 30 ~ 17 : 00|126.893329247123|35.8287013530684
백석초등학교병설유치원||공립(병설)|1ecec08c-f9fd-b044-e053-0a32095ab044|041-734-3866|충청남도 논산시 선비로 726|08 : 40 ~ 16 : 40|127.179714630354|36.2468632731197
백설유치원                                                                                              (휴원)||사립(사인)|1ecec08d-0bab-b044-e053-0a32095ab044|051-501-3012|부산광역시 연제구 황새알로 47|09 : 00 ~ 19 : 00|129.077048169807|35.1926455048105
백설유치원||사립(사인)|1ecec08c-ef07-b044-e053-0a32095ab044|02-877-4676|서울특별시 관악구 관악로6길 54|-|126.953583734241|37.4764662352461
