##NAME|SUBNAME|TELNUM|ORG_SUBNAME|FEAT@@롯데리아
롯데리아|아산용화점|041-533-1405|아산용화|와이파이;홈서비스;리아오더
롯데리아|아산신창점|041-541-5700|아산신창|와이파이;홈서비스;단체주문;리아오더
롯데리아|외대역점|02-963-8855|외대역|홈서비스;단체주문;리아오더
롯데리아|화성화산D/T점|031-232-5353|화성화산D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|청주지웰점|043-238-1690|청주지웰|와이파이;홈서비스;리아오더
롯데리아|서울대입구역점|02-883-6816|서울대입구역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|대전월평점|042-486-1100|대전월평|홈서비스;리아오더
롯데리아|신방화역점|02-2664-5600|신방화역|홈서비스;단체주문;리아오더
롯데리아|강릉주문진점|033-662-0231|강릉주문진|홈서비스;리아오더
롯데리아|진주초전D/I점|055-763-3712|진주초전D/I|홈서비스;리아오더
롯데리아|서동탄역점|031-613-4874|서동탄역|와이파이;홈서비스;리아오더
롯데리아|오목천D/T점|031-295-9991|오목천D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|가평현리점|031-585-3353|가평현리|홈서비스;단체주문;리아오더
롯데리아|천안통정점|041-579-2588|천안통정|홈서비스;리아오더
롯데리아|성남도촌점|031-723-9994|성남도촌|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데이천아울렛점|031-887-4753|롯데이천아울렛|리아오더
롯데리아|제주외도D/T점|064-748-3318|제주외도D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|여주가남점|031-883-3346|여주가남|와이파이;홈서비스;단체주문;리아오더
롯데리아|충남광천점|041-642-3535|충남광천|홈서비스;단체주문;리아오더
롯데리아|서울대점|02-877-8444|서울대|와이파이;홈서비스;단체주문;리아오더
롯데리아|센텀프라자빌딩점|051-747-0325|센텀프라자빌딩|와이파이;홈서비스;리아오더
롯데리아|광주농성D/T점|062-365-5949|광주농성D/T|24시간;와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|김포구래점|031-998-9945|김포구래|와이파이;홈서비스;리아오더
롯데리아|롯데아울렛동부산1층점|051-901-2704|롯데아울렛동부산1층|와이파이;단체주문
롯데리아|원주반곡점|033-733-0444|원주반곡|와이파이;홈서비스;단체주문;리아오더
롯데리아|청주율량2지구점|043-287-7275|청주율량2지구|와이파이;홈서비스;리아오더
롯데리아|청평D/T점|031-584-9292|청평D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|나주혁신점|061-336-9996|나주혁신|와이파이;홈서비스;리아오더
롯데리아|안동용상D/T점|054-821-8999|안동용상D/T|D/T;리아오더
롯데리아|전남장성점|061-395-2202|전남장성|와이파이;홈서비스;리아오더
롯데리아|대구월드컵대로점|053-793-4846|대구월드컵대로|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산학장점|051-314-7550|부산학장|홈서비스;단체주문;리아오더
롯데리아|경북봉화점|054-674-2346|경북봉화|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데아울렛광명점|02-6226-2728|롯데아울렛광명|와이파이
롯데리아|세종첫마을점|044-863-7311|세종첫마을|홈서비스;리아오더
롯데리아|경남하동점|055-882-9994|경남하동|리아오더
롯데리아|홈플러스세종점|044-868-2253|홈플러스세종|홈서비스;단체주문;리아오더
롯데리아|거제수월점|055-636-9981|거제수월|와이파이;홈서비스;리아오더
롯데리아|광주오포점|031-767-0051|광주오포|홈서비스;단체주문;리아오더
롯데리아|대전용운점|042-286-8903|대전용운|와이파이;홈서비스;리아오더
롯데리아|명덕네거리점|053-431-2204|명덕네거리|와이파이;홈서비스;리아오더
롯데리아|보문역점|02-921-4542|보문역|홈서비스;단체주문;리아오더
롯데리아|광주능평점|031-726-9881|광주능평|홈서비스;리아오더
롯데리아|울산성안점|052-245-3005|울산성안|와이파이;홈서비스;단체주문;리아오더
롯데리아|양평용문점|031-774-8559|양평용문|홈서비스;단체주문;리아오더
롯데리아|부산대청점|051-245-7582|부산대청|와이파이;홈서비스;단체주문;리아오더
롯데리아|제주아라점|064-724-5545|제주아라|홈서비스;리아오더
롯데리아|잠실롯데월드몰B1점|02-3213-4785|잠실롯데월드몰B1|리아오더
롯데리아|메가마트기장점|051-723-9002|메가마트기장|홈서비스;리아오더
롯데리아|경북고령점|054-955-0200|경북고령|와이파이;리아오더
롯데리아|신호매실점|031-296-2141|신호매실|홈서비스;리아오더
롯데리아|인천영종하늘도시점|032-746-8181|인천영종하늘도시|홈서비스;단체주문;리아오더
롯데리아|전주혁신점|063-229-8235|전주혁신|홈서비스;리아오더
롯데리아|인천서창점|032-463-0272|인천서창|와이파이;홈서비스;단체주문;리아오더
롯데리아|제주항D/T점|064-722-8651|제주항D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|부산망미점|051-758-9852|부산망미|와이파이;홈서비스;리아오더
롯데리아|창원동읍점|055-253-1505|창원동읍|홈서비스;단체주문;리아오더
롯데리아|천안차암점|041-557-5600|천안차암|홈서비스;단체주문;리아오더
롯데리아|양산석산점|055-363-8555|양산석산|와이파이;홈서비스;리아오더
롯데리아|천안성거점|041-561-7888|천안성거|홈서비스;단체주문;리아오더
롯데리아|금곡점|031-594-1259|금곡|와이파이;홈서비스;리아오더
롯데리아|강릉포남점|033-653-3111|강릉포남|와이파이;홈서비스;단체주문;리아오더
롯데리아|수원탑동점|031-294-1840|수원탑동|홈서비스;단체주문;리아오더
롯데리아|부산물만골역점|051-851-9990|부산물만골역|와이파이;홈서비스;리아오더
롯데리아|구미공단점|054-465-2077|구미공단|홈서비스;단체주문;리아오더
롯데리아|전남고흥점|061-833-2266|전남고흥|와이파이;단체주문;리아오더
롯데리아|진주하대점|055-744-9999|진주하대|홈서비스;리아오더
롯데리아|망원점|02-325-8171|망원|와이파이;홈서비스;단체주문;리아오더
롯데리아|마산진동점|055-272-0084|마산진동|홈서비스;단체주문;리아오더
롯데리아|순창D/T점|063-653-7661|순창D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|이천증포점|031-637-7009|이천증포|홈서비스;단체주문;리아오더
롯데리아|부천도당점|032-683-0045|부천도당|홈서비스;리아오더
롯데리아|광주신용점|062-573-1762|광주신용|와이파이;홈서비스;리아오더
롯데리아|서원대점|043-287-8601|서원대|홈서비스;단체주문;리아오더
롯데리아|대전관저점|042-542-8944|대전관저|홈서비스;단체주문;리아오더
롯데리아|고양관산점|031-964-9339|고양관산|홈서비스;단체주문;리아오더
롯데리아|김해내외D/I점|055-321-9671|김해내외D/I|24시간;홈서비스;리아오더
롯데리아|제주삼화지구점|064-753-8873|제주삼화지구|홈서비스;리아오더
롯데리아|대구진천역점|053-636-6861|대구진천역|와이파이;홈서비스;단체주문;리아오더
롯데리아|논산연무점|041-742-1718|논산연무|와이파이;홈서비스;리아오더
롯데리아|김포운양점|031-985-7993|김포운양|와이파이;홈서비스;단체주문;리아오더
롯데리아|호매실DI점|031-294-0023|호매실DI|홈서비스;리아오더
롯데리아|인천청라호수공원점|032-563-9400|인천청라호수공원|홈서비스;단체주문;리아오더
롯데리아|부산다대포점|051-263-5952|부산다대포|홈서비스
롯데리아|거제아주점|055-682-0522|거제아주|홈서비스;단체주문;리아오더
롯데리아|일산대화역점|031-925-9956|일산대화역|와이파이;홈서비스;단체주문;리아오더
롯데리아|평택지산점|031-664-1123|평택지산|와이파이;홈서비스;리아오더
롯데리아|경북풍기점|054-634-5382|경북풍기|와이파이;리아오더
롯데리아|임실점|063-642-1333|임실|홈서비스;단체주문;리아오더
롯데리아|부산남포점|051-241-2881|부산남포|와이파이;홈서비스;단체주문;리아오더
롯데리아|여수웅천지구점|061-691-0685|여수웅천지구|와이파이;홈서비스;단체주문;리아오더
롯데리아|광주태전점|031-763-3500|광주태전|홈서비스;리아오더
롯데리아|대전한밭대점|042-826-9213|대전한밭대|홈서비스;리아오더
롯데리아|익산배산점|063-842-8575|익산배산|와이파이;단체주문;리아오더
롯데리아|경남남지점|055-526-7799|경남남지|홈서비스;리아오더
롯데리아|오금점|02-3012-8718|오금|홈서비스;단체주문;리아오더
롯데리아|롯데마트여천점|061-685-6853|롯데마트여천|홈서비스;리아오더
롯데리아|원주태장점|033-735-6655|원주태장|와이파이;홈서비스;단체주문;리아오더
롯데리아|세곡점|02-459-9999|세곡|홈서비스;단체주문;리아오더
롯데리아|롯데백잠실광장점|02-2143-1846|롯데백잠실광장|와이파이;단체주문;리아오더
롯데리아|군자점|02-461-7075|군자|24시간;와이파이;리아오더
롯데리아|보광점|02-792-9663|보광|와이파이;홈서비스;단체주문;리아오더
롯데리아|당진점|041-357-9541|당진|와이파이;홈서비스;단체주문;리아오더
롯데리아|방이역점|02-422-1990|방이역|와이파이;홈서비스;단체주문;리아오더
롯데리아|부천시청역점|032-321-7704|부천시청역|홈서비스;단체주문;리아오더
롯데리아|상일동점|02-441-3888|상일동|와이파이;홈서비스;단체주문;리아오더
롯데리아|영천D/T점|054-333-2800|영천D/T|와이파이;D/T;홈서비스;리아오더
롯데리아|완주삼례점|063-291-0498|완주삼례|와이파이;홈서비스;리아오더
롯데리아|화성조암점|031-351-3189|화성조암|와이파이;홈서비스;단체주문;리아오더
롯데리아|대구청구네거리점|053-751-4847|대구청구네거리|홈서비스;단체주문;리아오더
롯데리아|담양D/I점|061-381-3345|담양D/I|홈서비스;리아오더
롯데리아|인천불로점|032-567-6600|인천불로|와이파이;홈서비스;단체주문;리아오더
롯데리아|서면일번가점|051-817-0005|서면일번가|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|강동구청D/T점|02-483-1241|강동구청D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|순천신대점|061-922-0000|순천신대|와이파이;홈서비스;단체주문;리아오더
롯데리아|경남함안점|055-582-6166|경남함안|홈서비스;단체주문;리아오더
롯데리아|덕성여대점|02-900-9006|덕성여대|와이파이;홈서비스;단체주문;리아오더
롯데리아|송도센트럴파크점|032-858-6600|송도센트럴파크|와이파이;홈서비스;리아오더
롯데리아|부산토곡점|051-751-5030|부산토곡|홈서비스;리아오더
롯데리아|후암점|02-318-1599|후암|홈서비스;단체주문;리아오더
롯데리아|울산전하점|052-236-8821|울산전하|와이파이;홈서비스;리아오더
롯데리아|대소점|043-881-7877|대소|와이파이;홈서비스;단체주문;리아오더
롯데리아|서산호수공원점|041-668-5505|서산호수공원|홈서비스;리아오더
롯데리아|부안점|063-581-1525|부안|와이파이;홈서비스;리아오더
롯데리아|동대구역사2호점|053-939-9963|동대구역사2호|단체주문;리아오더
롯데리아|인천검단점|032-569-0047|인천검단|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|시흥거모점|031-492-3188|시흥거모|와이파이;홈서비스;단체주문;리아오더
롯데리아|개봉점|02-2685-2226|개봉|와이파이;홈서비스;단체주문;리아오더
롯데리아|화성사강D/T점|031-357-4723|화성사강D/T|와이파이;D/T;단체주문;리아오더
롯데리아|대전관평점|042-936-1047|대전관평|홈서비스;단체주문;리아오더
롯데리아|의정부시청점|031-840-2004|의정부시청|와이파이;홈서비스;리아오더
롯데리아|성주점|054-931-8593|성주|와이파이;리아오더
롯데리아|망포역점|031-206-7678|망포역|와이파이;홈서비스;단체주문;리아오더
롯데리아|봉천역점|02-889-1305|봉천역|와이파이;홈서비스;단체주문;리아오더
롯데리아|개포점|02-576-0840|개포|홈서비스;단체주문;리아오더
롯데리아|녹번점|02-388-7973|녹번|와이파이;홈서비스;리아오더
롯데리아|휘닉스파크점|033-332-4876|휘닉스파크|리아오더
롯데리아|홈플러스상봉점|02-433-1120|홈플러스상봉|와이파이;단체주문;리아오더
롯데리아|온양D/T점|041-533-9997|온양D/T|D/T;단체주문;리아오더
롯데리아|용인양지점|031-321-0708|용인양지|와이파이;홈서비스;리아오더
롯데리아|수원곡반정점|031-231-1222|수원곡반정|와이파이;홈서비스;단체주문;리아오더
롯데리아|인천동춘점|032-816-2772|인천동춘|와이파이;홈서비스;리아오더
롯데리아|화천사내점|033-442-4001|화천사내|와이파이;리아오더
롯데리아|분당수내동점|031-713-2229|분당수내동|와이파이;홈서비스;단체주문;리아오더
롯데리아|대전터미널점|042-634-1233|대전터미널|와이파이;리아오더
롯데리아|하나로부산점|051-365-2228|하나로부산|홈서비스;리아오더
롯데리아|학동역점|02-3443-9200|학동역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|진주평거점|055-744-6887|진주평거|홈서비스;리아오더
롯데리아|하남풍산점|031-796-0096|하남풍산|와이파이;홈서비스;단체주문;리아오더
롯데리아|구의역점|02-453-1353|구의역|홈서비스;리아오더
롯데리아|문경새재점|054-571-5100|문경새재|와이파이;단체주문;리아오더
롯데리아|인천소래포구역점|032-434-6288|인천소래포구역|와이파이;홈서비스;리아오더
롯데리아|홈플러스남현점|02-582-8899|홈플러스남현|와이파이;홈서비스;리아오더
롯데리아|인천허브D/I점|032-746-3646|인천허브D/I|와이파이;홈서비스;단체주문;리아오더
롯데리아|천안독립기념관점|041-553-8015|천안독립기념관|단체주문;리아오더
롯데리아|만안구청점|031-468-9927|만안구청|와이파이;홈서비스;단체주문;리아오더
롯데리아|순천향대학D/T점|041-541-2700|순천향대학D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|홈플러스대구수성점|053-763-4347|홈플러스대구수성|홈서비스;리아오더
롯데리아|김포사우점|031-998-4777|김포사우|와이파이;홈서비스;단체주문;리아오더
롯데리아|강진점|061-432-1174|강진|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산신모라점|051-315-7000|부산신모라|와이파이;홈서비스;리아오더
롯데리아|경산진량점|053-857-9877|경산진량|홈서비스;리아오더
롯데리아|부여아울렛점|041-435-2610|부여아울렛|리아오더
롯데리아|천안성정점|041-622-5511|천안성정|와이파이;홈서비스;단체주문;리아오더
롯데리아|하나로마트남창원점|055-213-8600|하나로마트남창원|홈서비스;단체주문;리아오더
롯데리아|양주백석D/T점|031-872-2085|양주백석D/T|와이파이;D/T;홈서비스;리아오더
롯데리아|안동터미널점|054-852-2524|안동터미널|홈서비스;리아오더
롯데리아|천안안서D/T점|041-564-7272|천안안서D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|홈플러스인천청라점|032-562-0042|홈플러스인천청라|와이파이;홈서비스;단체주문;리아오더
롯데리아|대전대동점|042-628-5500|대전대동|24시간;홈서비스;단체주문;리아오더
롯데리아|마산역점|055-298-3651|마산역|홈서비스;단체주문;리아오더
롯데리아|부천약대점|032-674-1237|부천약대|와이파이;홈서비스;단체주문;리아오더
롯데리아|답십리점|02-2249-7619|답십리|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|익산동산점|063-851-4600|익산동산|와이파이;홈서비스;리아오더
롯데리아|번동D/T점|02-998-3330|번동D/T|24시간;와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|대전대사점|042-242-2013|대전대사|와이파이;홈서비스;리아오더
롯데리아|용인동천점|031-896-8004|용인동천|홈서비스;단체주문;리아오더
롯데리아|장흥점|061-862-2304|장흥|와이파이;홈서비스;단체주문;리아오더
롯데리아|문정로데오점|02-448-3232|문정로데오|와이파이;홈서비스;단체주문;리아오더
롯데리아|익산영등점|063-842-0800|익산영등|와이파이;홈서비스;단체주문;리아오더
롯데리아|안양호계점|031-429-8405|안양호계|와이파이;홈서비스;단체주문;리아오더
롯데리아|전주중화산점|063-221-2219|전주중화산|홈서비스;단체주문;리아오더
롯데리아|대전가수원점|042-546-7778|대전가수원|홈서비스;단체주문;리아오더
롯데리아|군산조촌D/T점|063-461-0774|군산조촌D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|김해아울렛식당가점|055-900-2784|김해아울렛식당가|와이파이;리아오더
롯데리아|역삼점|02-3453-4054|역삼|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|대구대곡역점|053-641-1900|대구대곡역|와이파이;홈서비스;리아오더
롯데리아|완주봉동점|063-263-9000|완주봉동|홈서비스;리아오더
롯데리아|잠실새내점|02-413-1260|잠실새내|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|부산하단점|051-294-2480|부산하단|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|천호역점|02-488-7165|천호역|24시간;홈서비스;리아오더
롯데리아|안양중앙점|031-468-9383|안양중앙|와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스경산점|053-817-5544|홈플러스경산|와이파이;홈서비스;리아오더
롯데리아|별내신도시점|031-575-7401|별내신도시|홈서비스;단체주문;리아오더
롯데리아|홈플러스오산세교점|031-374-7005|홈플러스오산세교|홈서비스;단체주문;리아오더
롯데리아|대전가양D/T점|042-624-4666|대전가양D/T|와이파이;D/T;리아오더
롯데리아|대전복수점|042-584-8777|대전복수|홈서비스;리아오더
롯데리아|수원역사점|031-240-0587|수원역사|홈서비스;단체주문;리아오더
롯데리아|안산반월점|031-437-2230|안산반월|와이파이;홈서비스;단체주문;리아오더
롯데리아|창동역점|02-900-2033|창동역|홈서비스;단체주문;리아오더
롯데리아|송산휴게소점|070-4110-3331|송산휴게소|리아오더
롯데리아|인천동양점|032-546-9266|인천동양|와이파이;홈서비스;리아오더
롯데리아|홈플러스합정점|02-337-9000|홈플러스합정|와이파이;홈서비스;단체주문;리아오더
롯데리아|광주운암DI점|062-523-0708|광주운암DI|와이파이;홈서비스;단체주문;리아오더
롯데리아|여주375아울렛점|031-882-9060|여주375아울렛|와이파이;홈서비스;리아오더
롯데리아|의정부녹양역점|031-829-9204|의정부녹양역|와이파이;홈서비스;단체주문;리아오더
롯데리아|용인보라점|031-285-7088|용인보라|홈서비스;단체주문;리아오더
롯데리아|별내점|031-575-0076|별내|와이파이;홈서비스;단체주문;리아오더
롯데리아|지행역점|031-868-9494|지행역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스대구성서점|053-566-2690|홈플러스대구성서|리아오더
롯데리아|부산감천점|051-203-5070|부산감천|홈서비스;리아오더
롯데리아|청주분평D/T점|043-287-2371|청주분평D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|전주인후점|063-246-3990|전주인후|홈서비스;단체주문;리아오더
롯데리아|인천갈산점|032-527-0853|인천갈산|와이파이;홈서비스;단체주문;리아오더
롯데리아|숭실대입구역점|02-826-9935|숭실대입구역|와이파이;홈서비스;단체주문;리아오더
롯데리아|수원호매실점|031-292-1213|수원호매실|홈서비스;단체주문;리아오더
롯데리아|목포하당점|061-284-2222|목포하당|홈서비스;단체주문;리아오더
롯데리아|엘리시안강촌리조트점|033-263-5650|엘리시안강촌리조트|와이파이;리아오더
롯데리아|홈플러스인천숭의점|032-886-9563|홈플러스인천숭의|와이파이;홈서비스;리아오더
롯데리아|목동점|02-2061-5455|목동|와이파이;홈서비스;리아오더
롯데리아|홈플러스대구점|053-351-1660|홈플러스대구|홈서비스;단체주문;리아오더
롯데리아|홈플러스부산가야점|051-894-0900|홈플러스부산가야|홈서비스;단체주문;리아오더
롯데리아|롯데마트서청주점|043-234-3697|롯데마트서청주|와이파이;홈서비스;단체주문;리아오더
롯데리아|안양박달D/I점|031-441-6319|안양박달D/I|와이파이;홈서비스;리아오더
롯데리아|인천부개역점|032-330-7042|인천부개역|와이파이;홈서비스;단체주문;리아오더
롯데리아|대전카이스트점|042-863-8944|대전카이스트|홈서비스;단체주문;리아오더
롯데리아|대흥역점|02-3275-2712|대흥역|와이파이;홈서비스;단체주문;리아오더
롯데리아|경주점|054-777-7976|경주|홈서비스;단체주문;리아오더
롯데리아|홈플러스인천가좌점|032-576-4222|홈플러스인천가좌|와이파이;홈서비스;단체주문;리아오더
롯데리아|울산방어점|052-252-7445|울산방어|홈서비스;리아오더
롯데리아|인천석바위점|032-432-7555|인천석바위|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데마트시흥점|031-315-5955|롯데마트시흥|홈서비스;단체주문;리아오더
롯데리아|진해용원점|055-552-7803|진해용원|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|중랑역점|02-2208-2544|중랑역|홈서비스;단체주문;리아오더
롯데리아|천안안서점|041-557-4400|천안안서|홈서비스;단체주문;리아오더
롯데리아|부산기장점|051-721-4940|부산기장|와이파이;홈서비스;단체주문;리아오더
롯데리아|서산휴게소(下)점|033-763-7391|서산휴게소(下)|리아오더
롯데리아|속초터미널점|033-638-4494|속초터미널|와이파이;홈서비스;단체주문;리아오더
롯데리아|문막휴게소점|033-743-3049|문막휴게소|와이파이;리아오더
롯데리아|홈플러스유성점|042-825-6227|홈플러스유성|와이파이;홈서비스;리아오더
롯데리아|안양관양점|031-381-8320|안양관양|와이파이;홈서비스;단체주문;리아오더
롯데리아|남원도통점|063-634-7661|남원도통|홈서비스;단체주문;리아오더
롯데리아|용인역북점|031-322-3800|용인역북|와이파이;홈서비스;단체주문;리아오더
롯데리아|정선에코리조트점|070-7732-9306|정선에코리조트|와이파이;단체주문
롯데리아|동묘역점|02-764-5333|동묘역|24시간;홈서비스;단체주문;리아오더
롯데리아|망상점|033-535-2080|망상|와이파이;단체주문;리아오더
롯데리아|온양온천점|041-544-4001|온양온천|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산거제점|051-506-0134|부산거제|와이파이;홈서비스;단체주문;리아오더
롯데리아|강남우성사거리점|02-501-4642|강남우성사거리|24시간;홈서비스;단체주문;리아오더
롯데리아|선릉점|02-3453-5939|선릉|24시간;와이파이;홈서비스;리아오더
롯데리아|대전도안신도시점|042-826-9339|대전도안신도시|와이파이;홈서비스;단체주문;리아오더
롯데리아|대전유성점|042-822-9358|대전유성|24시간;홈서비스;단체주문;리아오더
롯데리아|홈플러스안동점|054-857-4477|홈플러스안동|와이파이;리아오더
롯데리아|목포대학점|061-454-0005|목포대학|홈서비스;단체주문;리아오더
롯데리아|대전정림점|042-585-8006|대전정림|와이파이;홈서비스;리아오더
롯데리아|뚝섬유원지점|02-498-5588|뚝섬유원지|홈서비스;단체주문;리아오더
롯데리아|송파삼전점|02-2203-6660|송파삼전|와이파이;홈서비스;단체주문;리아오더
롯데리아|광교D/T점|031-261-1357|광교D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|구로IT점|02-2109-6750|구로IT|와이파이;홈서비스;단체주문;리아오더
롯데리아|퇴계원점|031-572-8813|퇴계원|와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스영등포점|02-2678-5250|홈플러스영등포|와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스김포점|031-983-4862|홈플러스김포|홈서비스;단체주문;리아오더
롯데리아|부천중동점|032-327-8755|부천중동|와이파이;홈서비스;단체주문;리아오더
롯데리아|수락산역점|02-931-4501|수락산역|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데마트행당역점|02-2298-4200|롯데마트행당역|와이파이;홈서비스;단체주문;리아오더
롯데리아|울산화봉점|052-283-2220|울산화봉|홈서비스;단체주문;리아오더
롯데리아|롯데마트수원천천점|031-268-6305|롯데마트수원천천|와이파이;홈서비스;단체주문;리아오더
롯데리아|한남대점|042-639-2445|한남대|와이파이;홈서비스;단체주문;리아오더
롯데리아|한성대입구역점|02-763-8869|한성대입구역|와이파이;홈서비스;단체주문;리아오더
롯데리아|전남대점|062-268-3388|전남대|홈서비스;단체주문;리아오더
롯데리아|청구역점|02-2237-5725|청구역|와이파이;홈서비스;단체주문;리아오더
롯데리아|목포용해점|061-244-9900|목포용해|홈서비스;단체주문;리아오더
롯데리아|동해쇄운점|033-522-4711|동해쇄운|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데씨네마광주수완점|062-616-2550|롯데씨네마광주수완|와이파이;리아오더
롯데리아|부산화명점|051-333-4777|부산화명|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스부산연산점|051-868-0785|홈플러스부산연산|홈서비스;리아오더
롯데리아|강릉D/T점|033-651-8850|강릉D/T|와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|진해중앙점|055-544-0020|진해중앙|와이파이;홈서비스;리아오더
롯데리아|대방역점|02-849-7688|대방역|홈서비스;단체주문;리아오더
롯데리아|철원와수점|033-458-6413|철원와수|홈서비스;단체주문;리아오더
롯데리아|전주삼천점|063-251-3000|전주삼천|와이파이;홈서비스;단체주문;리아오더
롯데리아|무주점|063-322-0036|무주|와이파이;단체주문;리아오더
롯데리아|괴산점|043-832-1050|괴산|리아오더
롯데리아|포천운천점|031-533-8000|포천운천|와이파이;홈서비스;단체주문;리아오더
롯데리아|원주단계점|033-748-8444|원주단계|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데마트원주점|033-744-4799|롯데마트원주|와이파이;홈서비스;리아오더
롯데리아|동대구역사점|053-952-8851|동대구역사|와이파이;리아오더
롯데리아|포항문덕점|054-293-7534|포항문덕|와이파이;홈서비스;리아오더
롯데리아|홈플러스경주점|054-777-1007|홈플러스경주|와이파이;단체주문;리아오더
롯데리아|광주양산점|062-576-5353|광주양산|와이파이;홈서비스;단체주문;리아오더
롯데리아|구미봉곡점|054-443-3456|구미봉곡|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데몰김포공항점|02-6116-5420|롯데몰김포공항|리아오더
롯데리아|대구동호D/T점|053-965-8955|대구동호D/T|24시간;와이파이;D/T;홈서비스;단체주문;리아오더
롯데리아|신경주역사점|054-741-9226|신경주역사|와이파이;단체주문
롯데리아|파주아울렛점|031-960-2550|파주아울렛|와이파이;단체주문;리아오더
롯데리아|송파점|02-412-8401|송파|와이파이;홈서비스;단체주문;리아오더
롯데리아|김포양곡점|031-985-6472|김포양곡|홈서비스;리아오더
롯데리아|중동인성점|032-665-1821|중동인성|와이파이;홈서비스;단체주문;리아오더
롯데리아|오이도D/I점|031-488-9900|오이도D/I|홈서비스;단체주문;리아오더
롯데리아|중곡점|02-463-9677|중곡|와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스작전점|032-555-7593|홈플러스작전|와이파이;단체주문;리아오더
롯데리아|울산세이브존점|052-266-2998|울산세이브존|홈서비스;단체주문;리아오더
롯데리아|롯데마트송파점|02-409-4447|롯데마트송파|와이파이;홈서비스;단체주문;리아오더
롯데리아|대전와동D/T점|042-628-1498|대전와동D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|충주연수점|043-855-1588|충주연수|와이파이;홈서비스;단체주문;리아오더
롯데리아|망우점|02-493-6944|망우|와이파이;홈서비스;단체주문;리아오더
롯데리아|인천청라점|032-623-4467|인천청라|홈서비스;단체주문;리아오더
롯데리아|영광점|061-351-8249|영광|와이파이;홈서비스;리아오더
롯데리아|청양점|041-943-7500|청양|와이파이;홈서비스;단체주문;리아오더
롯데리아|NC강서점|02-2667-9825|NC강서|홈서비스;단체주문;리아오더
롯데리아|광주동강대점|062-224-4339|광주동강대|와이파이;홈서비스;리아오더
롯데리아|상계점|02-930-9912|상계|와이파이;홈서비스;리아오더
롯데리아|부산미남역점|051-505-5030|부산미남역|와이파이;홈서비스;단체주문;리아오더
롯데리아|일산킨텍스점|031-995-7208|일산킨텍스|단체주문
롯데리아|강남역점|02-533-0131|강남역|와이파이;홈서비스;단체주문
롯데리아|대구스타디움점|053-222-6222|대구스타디움|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산명지점|051-294-4500|부산명지|와이파이;홈서비스;단체주문;리아오더
롯데리아|방학점|02-955-9538|방학|홈서비스;단체주문;리아오더
롯데리아|시흥월곶점|031-432-7500|시흥월곶|와이파이;홈서비스;단체주문;리아오더
롯데리아|상암점|02-6393-5535|상암|와이파이;홈서비스;단체주문;리아오더
롯데리아|광양마동점|061-793-6799|광양마동|홈서비스;리아오더
롯데리아|강일점|02-427-0707|강일|와이파이;홈서비스;단체주문;리아오더
롯데리아|발산역점|02-3665-8382|발산역|홈서비스;단체주문;리아오더
롯데리아|문막점|033-747-0901|문막|홈서비스;단체주문;리아오더
