##NAME|SUBNAME|ID|TELNUM|ADDR|NEWADDR|ETCADDR|OT|FEAT|XCOORD|YCOORD@@KFC
KFC|아주대점|1410706|031-217-0337|경기 수원시 팔달구 우만동 575-1|경기 수원시 팔달구 아주로 37 (우만동)|아록빌딩 1층|매장 10:30 ~ 24:00 / 딜리버리 10:30~23:30|치맥;딜리버리;단체주문;징거벨오더|127.043551258|37.2782274744
KFC|아산터미널점|1410826|041-531-6733|충남 아산시 모종동 557-3|충남 아산시 번영로 223 (모종동)|아산고속터미널 1층 102~104호|매장 10:00~23:00/ 딜리버리 10:30~23:00|딜리버리;징거벨오더|127.015222632|36.7848548885
KFC|신세계센텀점|1410667|051-745-2686|부산 해운대구 우동 1495|부산 해운대구 센텀남대로 35 (우동)|센텀시티신셰계백화점4층|매장 10:30~20:00 (금,토,일,공휴일 10:30~21:00) / 딜리버리 운영 안함|Wi-Fi 매장;주차가능;단체주문;지하철인근|129.129521839|35.1688180447
KFC|순천연향동점|1410802|061-903-0181|전남 순천시 연향동 1326-1|전남 순천시 연향중앙상가길 9 (연향동)||매장 10:30~22:30 / 딜리버리 11:00~22:30|치맥;딜리버리|127.519526606|34.9529319079
KFC|숙대입구역점|1410774|02-792-2060|서울 용산구 남영동 26-2|서울 용산구 한강대로 284 (남영동)||매장 10:00 ~ 01:00 / 딜리버리 11:00~24:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.972688766|37.5436979681
KFC|수원인계DT점|1410779|031-221-5431|경기 수원시 팔달구 인계동 1019-1|경기 수원시 팔달구 인계로 98 (인계동)||매장 10:00~23:00 / 딜리버리 10:00~23:00|치맥;딜리버리;주차가능;단체주문;징거벨오더|127.028140301|37.2679026097
KFC|수원역사1점|1410626|031-240-0595|경기 수원시 팔달구 매산로1가 18|경기 수원시 팔달구 덕영대로 924 (매산로1가)|AK프라자 3층|매장 08:00~22:00 / 딜리버리 운영 안함|주차가능;단체주문;지하철인근;징거벨오더|127.0000947|37.2656785788
KFC|세종이마트점|1410783|044-862-2906|세종특별자치시 가람동 406|세종특별자치시 금송로 687 (가람동)||매장 10:30 ~ 22:00 / 딜리버리 11:00 ~ 22:00|주차가능;대형마트&백화점내;징거벨오더|127.250984383|36.4708982909
KFC|세종대점|1410737|02-461-3635|서울 광진구 화양동 225|서울 광진구 광나루로 396 (화양동)||매장 10:30~01:00 / 딜리버리 11:00~00:30|딜리버리;지하철인근;징거벨오더|127.073586275|37.5472173223
KFC|석촌역점|1410715|02-416-3337|서울 송파구 석촌동 286-5|서울 송파구 백제고분로 364 (석촌동)|대준빌딩 1 층|매장 10:30~24:00 / 딜리버리 10:30~23:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.106844555|37.5045925496
KFC|서현역점|1410483|031-702-2138|경기 성남시 분당구 서현동 269-2|경기 성남시 분당구 분당로53번길 19 (서현동)||매장 10:00~24:00 / 딜리버리 10:30~23:30|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|127.122175048|37.3845229709
KFC|서초우성점|1410708|023-472-0332|서울 서초구 서초동 1330-8|서울 서초구 사임당로 171 (서초동)|EWR빌딩 1층|매장 10:30~23:30 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.028351081|37.4927297677
KFC|서초동점|1410360|02-523-3778|서울 서초구 서초동 1602-2|서울 서초구 효령로 283 (서초동)||매장 10:00 ~ 23:00 / 딜리버리 11:00 ~ 23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.015024348|37.4850195872
KFC|서울타임스퀘어점|1410798|02-6331-1662|서울 영등포구 영등포동4가 442|서울 영등포구 영중로 15 (영등포동4가)||매장 10:30~22:00 / 딜리버리 운영 안함|대형마트&백화점내;징거벨오더|126.903715993|37.5172337072
KFC|서울역1점|1410624|02-312-3432|서울 용산구 동자동 43-205|서울 용산구 청파로 378 (동자동)||05:00~23:00|단체주문;지하철인근;징거벨오더|126.969366984|37.5536189503
KFC|서울대입구역점|1410749|02-871-2590|서울 관악구 봉천동 869-4|서울 관악구 남부순환로 1810 (봉천동)||매장 10:00~00:30 / 딜리버리 10:00~00:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.951139524|37.4810676256
KFC|서울대공원점|1410638|02-502-5554|경기 과천시 막계동 159-1|경기 과천시 대공원광장로 102 (막계동)|서울대공원주차장|평일/주말 10:00~19:00 / 딜리버리 운영 안함|단체주문;지하철인근|127.014097119|37.4364299197
KFC|서귀포중문DT점|1410790|064-738-6306|제주특별자치도 서귀포시 색달동 2864-10|제주특별자치도 서귀포시 중문관광로 90 (색달동)||매장 10:30 ~ 22:00 / 딜리버리 운영 안함|치맥|126.414137636|33.2502800179
KFC|서귀포HP점|1410679|064-732-2957|제주특별자치도 서귀포시 동홍동 1558|제주특별자치도 서귀포시 중앙로 180 (동홍동)|홈플러스서귀포점|매장 10:30~22:00 / 딜리버리 11:00~22:00|딜리버리;Wi-Fi 매장;주차가능;단체주문;대형마트&백화점내|126.559934773|33.2604855388
KFC|상인네거리점|1410690|053-634-9447|대구 달서구 상인동 730|대구 달서구 월배로 227 (상인동)||매장 10:00~24:30 / 딜리버리 10:30~00:00|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|128.538013468|35.8194929925
KFC|상록수점|1410581|031-419-1708|경기 안산시 상록구 본오동 872-2|경기 안산시 상록구 샘골로 190 (본오동)||매장 10:30~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문|126.863573108|37.3007080415
KFC|삼성동점|1410326|02-547-1664|서울 강남구 삼성동 1|서울 강남구 학동로 402 (삼성동)|천마빌딩 103호|매장 10:00~23:00 / 딜리버리 10:00~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.0417893|37.5169916538
KFC|사상이마트점|1410821|051-311-8375|부산 사상구 괘법동 531-2|부산 사상구 광장로 17 (괘법동)|사상이마트 2층|매장 10:30 ~ 22:20 / 딜리버리  11:00 ~ 22:00|딜리버리;대형마트&백화점내;징거벨오더|128.978888672|35.164236178
KFC|사가정점|1410519|02-439-5241|서울 중랑구 면목동 496-4|서울 중랑구 사가정로 389 (면목동)|1층|매장 09:00 ~ 02:00 / 딜리버리 10:00~01:30|치맥;딜리버리;Wi-Fi 매장;주차가능;단체주문;지하철인근;징거벨오더|127.088038122|37.5809407239
KFC|분당정자점|1410409|031-717-2077|경기 성남시 분당구 정자동 126-4|경기 성남시 분당구 정자로 88 (정자동)|성심빌딩 1층|매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;주차가능;단체주문;징거벨오더|127.114437217|37.3631656087
KFC|부평역점|1410516|032-519-0223|인천 부평구 부평동 738-21|인천 부평구 광장로 16 (부평동)|지하|매장 10:00 ~ 01:30 / 딜리버리 10:30 ~ 01:00 / 매월 첫째주 일요일은 24:00까지 운영|딜리버리;주차가능;단체주문;지하철인근;징거벨오더|126.723349168|37.4895692843
KFC|부천역점|1410488|032-657-1697|경기 부천시 심곡본동 316-2|경기 부천시 부천로 1 (심곡본동)|지하1층|매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|126.782647429|37.4840385425
KFC|부천상동HP점|1410674|032-321-9464|경기 부천시 상동 540-1|경기 부천시 길주로 118 (상동)|삼성홈플러스1층 (상동)|10:30~22:00/ 딜리버리 11:00~22:00|딜리버리;주차가능;단체주문;대형마트&백화점내|126.755029431|37.5043219893
KFC|부산지오21점|1410529|051-818-2913|부산 부산진구 전포동 892-20|부산 부산진구 동천로 4 (전포동)|지오플레이스1층|매장 10:30 ~ 23:00 / 딜리버리 11:00 ~ 23:00|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|129.063975612|35.1494354205
KFC|부산정관점|1410778|051-727-9822|부산 기장군 정관읍 매학리 717-3|부산 기장군 정관읍 정관로 583||매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;단체주문|129.177766961|35.3211624829
KFC|부산장산역점|1410795|051-945-1050|부산 해운대구 좌동 387|부산 해운대구 세실로 86 (좌동)||매장 10:00~23:00 / 딜리버리 10:00~23:00|치맥;딜리버리;지하철인근;징거벨오더|129.176554941|35.1723396361
KFC|부산서면점|1410736|051-808-8996|부산 부산진구 부전동 241-17|부산 부산진구 중앙대로 681-1 (부전동)||매장 10:30~24:00 /딜리버리 11:00~23:30|딜리버리;단체주문;징거벨오더|129.05884485|35.1536032124
KFC|부산구서DT점|1410796|051-512-5341|부산 금정구 구서동 83-1|부산 금정구 중앙대로 1824 (구서동)||매장 10:00~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;징거벨오더|129.092878804|35.2472765815
KFC|봉천역점|1410768|02-871-9793|서울 관악구 봉천동 926-31|서울 관악구 남부순환로 1735 (봉천동)||매장 10:30~23:30 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.943043236|37.4825380505
KFC|보라매점|1410563|02-842-9313|서울 동작구 신대방동 395-73|서울 동작구 보라매로5가길 7 (신대방동, 캐릭터그린빌)|103동 1호|매장 10:00~01:00 / 딜리버리 10:30~00:30|치맥;딜리버리;단체주문;징거벨오더|126.925156339|37.4918913479
KFC|베어스타운점|1410659|031-534-8251|경기 포천시 내촌면 소학리 295|경기 포천시 내촌면 금강로2536번길 27||휴점|주차가능;단체주문|127.245198666|37.7999188775
KFC|방배역점|1410707|02-3473-0332|서울 서초구 방배동 908-12|서울 서초구 방배로 82 (방배동)|유경빌딩1층|매장 10:30 ~ 23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|126.997815638|37.4818309517
KFC|미아역점|1410834|02-945-2960|서울 강북구 미아동 125-27|서울 강북구 도봉로 184 (미아동)||매장 10:30 ~ 23:00 / 딜리버리 11:00 ~ 23:00|치맥;딜리버리;Wi-Fi 매장;단체주문;지하철인근|127.026973986|37.6251550375
KFC|미금역점|1410746|031-712-1411|경기 성남시 분당구 구미동 9-1|경기 성남시 분당구 성남대로 151 (구미동)|엠코헤리츠1층|매장: 10:30 ~ 23:00 / 딜리버리: 10:30~23:00|치맥;딜리버리;지하철인근;징거벨오더|127.108276392|37.3492847704
KFC|목포이마트점|1410823|061-281-8637|전남 목포시 옥암동 915-25|전남 목포시 옥암로 138 (옥암동)|목포이마트 1층 푸드코트 內|매장 10:30 ~ 22:00 / 딜리버리 11:00 ~ 22:00|대형마트&백화점내;징거벨오더|126.425207847|34.8116269948
KFC|목동사거리점|1410761|02-2061-3176|서울 강서구 화곡동 781-4|서울 강서구 등촌로 19 (화곡동)||매장 10:30~23:30 / 딜리버리 11:00~23:00|딜리버리;단체주문;징거벨오더|126.863479249|37.5317362212
KFC|명일이마트점|1410819|02-426-6574|서울 강동구 명일동 46-4|서울 강동구 고덕로 276 (명일동)|명일이마트 4층 푸드코트 內|10:30 ~ 22:00|대형마트&백화점내;징거벨오더|127.155611778|37.5547060946
KFC|망우동점|1410530|02-433-9625|서울 중랑구 망우동 470-10|서울 중랑구 망우로 410 (망우동)||매장 10:00~24:00 / 딜리버리 10:00~23:30|치맥;딜리버리;주차가능;단체주문;징거벨오더|127.097612227|37.5989746596
KFC|둔촌동점|1410349|02-474-1425|서울 강동구 둔촌동 489-8|서울 강동구 양재대로 1390 (둔촌동)||매장 10:00~24:00 / 딜리버리 10:00~23:30|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|127.13759452|37.5299401816
KFC|동탄점|1410742|031-613-4601|경기 화성시 반송동 93-2|경기 화성시 동탄지성로 11 (반송동)||매장 10:00~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;단체주문;징거벨오더|127.07278363|37.2045184071
KFC|동인천이마트점|1410818|032-761-0584|인천 중구 신생동 38|인천 중구 인중로 134 (신생동)|동인천이마트 1층 푸드코트 內|매장 10:30 ~ 22:20 둘째,넷째 일요일 휴무 / 딜리버리  11:00 ~ 22:00|딜리버리;대형마트&백화점내;징거벨오더|126.629173262|37.466551846
KFC|동여의도점|1410755|02-761-7917|서울 영등포구 여의도동 44-23|서울 영등포구 의사당대로1길 25 (여의도동)||매장 10:30 ~ 23:00 / 딜리버리 10:30 ~ 23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.929843046|37.5200632454
KFC|동대문점|1410743|02-741-6587|서울 종로구 창신동 464-6|서울 종로구 종로 294 (창신동)||매장24시간 / 딜리버리 10:00~01:30 / 매주 심야 크리닝데이(일,02:00~10:00,영업중단)|치맥;딜리버리;24시간매장;단체주문;지하철인근;징거벨오더|127.010717519|37.5712639504
KFC|돈암동1점|1410628|02-922-3392|서울 성북구 동선동1가 3-1|서울 성북구 동소문로20나길 18 (동선동1가)||매장 10:00~24:00 / 딜리버리 11:00~23:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.017645587|37.5921193184
KFC|덕천역점|1410771|051-331-3977|부산 북구 덕천동 402-41|부산 북구 만덕대로16번길 19 (덕천동)||매장 10:30~23:00 / 딜리버리 11:00~23:00|딜리버리;단체주문;징거벨오더|129.007398046|35.2096976955
KFC|대학로점|1410315|02-744-0523|서울 종로구 동숭동 1-27|서울 종로구 대학로 120 (동숭동)||매장 09:00 ~ 24:00 / 딜리버리 10:00~23:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.002291438|37.5818745249
KFC|대전타임월드점|1410762|042-472-4190|대전 서구 둔산동 1081|대전 서구 둔산로 18 (둔산동)||매장 10:30 ~ 00:00 / 딜리버리 11:00~00:00|치맥;딜리버리;주차가능;단체주문|127.375741918|36.3518979712
KFC|대전오류동점|1410605|042-532-0953|대전 중구 오류동 164-8|대전 중구 계백로 1693 (오류동)||매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;Wi-Fi 매장;주차가능;단체주문;지하철인근|127.407614314|36.3213950262
KFC|대전시청역점|1410656|042-487-6270|대전 서구 둔산동 1411|대전 서구 둔산로 121 (둔산동)|1층|매장 10:00 ~ 01:30 / 딜리버리 10:00~01:00|치맥;딜리버리;주차가능;단체주문;지하철인근;징거벨오더|127.387433303|36.3515434231
KFC|대구성서점|1410750|053-581-4651|대구 달서구 이곡동 1248|대구 달서구 이곡공원로 24 (이곡동)||매장 10:30~24:00 / 딜리버리 11:00~23:30|치맥;딜리버리;단체주문;징거벨오더|128.50998867|35.8549647469
KFC|대구문화동점|1410484|053-426-3753|대구 중구 문화동 18-1|대구 중구 국채보상로 608 (문화동)||매장 10:30~01:00 / 딜리버리 11:00~24:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|128.597100978|35.8704336368
KFC|노원롯데점|1410627|02-934-7769|서울 노원구 상계동 713|서울 노원구 동일로 1414 (상계동)|롯데백화점노원점지하1층|10:30~20:00 (금,토,일 20:30 마감)|주차가능;단체주문;대형마트&백화점내;지하철인근;징거벨오더|127.061839139|37.6554186006
KFC|김해삼계점|1410810|055-311-6207|경남 김해시 삼계동 1501-2|경남 김해시 삼계중앙로 22 (삼계동)||매장 10:30~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;징거벨오더|128.867556328|35.2600452413
KFC|김해내동점|1410784|055-321-9060|경남 김해시 내동 1122-1|경남 김해시 내외중앙로 89 (내동)||매장 10:30~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문;징거벨오더|128.866955449|35.2378709397
KFC|김포한강점|1410813|031-996-5160|경기 김포시 구래동 6880-7|경기 김포시 김포한강7로 93 (구래동)||매장 11:30 ~ 22:00 / 딜리버리 11:30~22:00|치맥;딜리버리|126.627803971|37.6457081185
KFC|김포장기점|1410740|031-981-2115|경기 김포시 장기동 1605|경기 김포시 김포한강4로 123 (장기동)||매장 10:30~23:30 / 딜리버리 11:00~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.667313351|37.6445611749
KFC|김포점|1410534|031-986-2489|경기 김포시 사우동 237-2|경기 김포시 돌문로 43 (사우동)|1층|매장 10:00~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;Wi-Fi 매장;주차가능;단체주문;징거벨오더|126.717828061|37.6188634247
KFC|금정이마트점|1410824|051-512-3854|부산 금정구 구서동 368|부산 금정구 중앙대로1841번길 24 (구서동)|금정이마트|매장 10:30 ~ 22:00 / 딜리버리 운영 안함|대형마트&백화점내;징거벨오더|129.090596416|35.2499401798
KFC|군포산본점|1410811|031-391-8573|경기 군포시 산본동 1061-2|경기 군포시 고산로 681 (산본동)||매장 10:30~23:30 / 딜리버리 10:30~23:00|치맥;딜리버리;징거벨오더|126.934181615|37.3712289964
KFC|구미옥계점|1410832|054-471-0258|경북 구미시 옥계동 833-3|경북 구미시 산호대로29길 20-7 (옥계동)||매장 10:00~ 23:00 / 딜리버리 10:00~23:00|치맥;딜리버리;Wi-Fi 매장;단체주문;징거벨오더|128.420836064|36.1381728195
KFC|구로디지털2점|1410766|02-6344-3910|서울 구로구 구로동 188-25|서울 구로구 디지털로 300 (구로동)|1층|매장 10:30~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문;징거벨오더|126.896539279|37.4849283909
KFC|교대역점|1410772|02-537-8205|서울 서초구 서초동 1693-3|서울 서초구 서초중앙로 138 (서초동)||매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;단체주문;징거벨오더|127.013967758|37.4942424317
KFC|광화문점|1410328|02-738-9870|서울 종로구 세종로 161-1|서울 종로구 세종대로23길 7 (세종로)||매장 10:00~23:00 / 딜리버리 10:30~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.975947752|37.5715394932
KFC|광주터미널점|1410647|062-361-4328|광주 서구 광천동 49-1|광주 서구 무진대로 904 (광천동)|광주터미널내|매장 09:00 ~ 00:30 / 딜리버리 11:00 ~ 23:30|치맥;Wi-Fi 매장;단체주문|126.87987202|35.1605749204
KFC|광주용봉DT점|1410787|062-513-4350|광주 북구 용봉동 1413-1|광주 북구 설죽로 270 (용봉동)||매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;주차가능;단체주문;징거벨오더|126.899029267|35.1835914354
KFC|광주수완점|1410791|062-954-1460|광주 광산구 수완동 1427|광주 광산구 장신로 136 (수완동)||매장 10:30~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리|126.825052076|35.1904079403
KFC|광주상무점|1410765|062-385-8497|광주 서구 치평동 1185-3|광주 서구 상무중앙로 101 (치평동)|차스타워 신관(107,108호)|매장 10:30~23:30 / 딜리버리 11:00~23:00|치맥;딜리버리;단체주문;징거벨오더|126.847809366|35.155945562
KFC|광장동점|1410722|02-458-0332|서울 광진구 구의동 201-8|서울 광진구 광나루로 604 (구의동)|진넥스베르디엠 101호|매장 10:30~23:00 / 딜리버리 11:00 ~ 23:00|딜리버리;단체주문;징거벨오더|127.094912213|37.5415762688
KFC|광복롯데점|1410687|051-678-4082|부산 중구 중앙동7가 20-1|부산 중구 중앙대로 2 (중앙동7가)|롯데백화점 광복점 아쿠아몰 4층|매장 10:30~22:00 / 딜리버리 운영 안함|Wi-Fi 매장;주차가능;단체주문;대형마트&백화점내;지하철인근;징거벨오더|129.036702872|35.0983068709
KFC|광교이마트점|1410793|031-302-9240|경기 수원시 영통구 이의동 1240|경기 수원시 영통구 광교로 191 (이의동)||매장 10:30 ~ 22:00 / 딜리버리 운영 안함|대형마트&백화점내;징거벨오더|127.046954248|37.2963514648
KFC|관양1점|1410653|031-383-9561|경기 안양시 동안구 관양동 1442-9|경기 안양시 동안구 관악대로 302 (관양동)||매장 11:00~23:00 / 딜리버리 11:00~23:00|치맥;딜리버리;Wi-Fi 매장;주차가능;단체주문;징거벨오더|126.956534999|37.4025769152
KFC|계산동점|1410725|032-543-0337|인천 계양구 계산동 944|인천 계양구 계양대로 214 (계산동)|에이스타운 1층|매장 10:00~23:00 / 딜리버리 10:00~23:00|치맥;딜리버리;단체주문;지하철인근;징거벨오더|126.723033995|37.5430483544
KFC|개롱역점|1410612|02-430-5643|서울 송파구 가락동 167|서울 송파구 오금로 404 (가락동)||매장 10:00~24:00 / 딜리버리 10:00~23:30|치맥;딜리버리;Wi-Fi 매장;주차가능;단체주문;지하철인근;징거벨오더|127.135124158|37.497593409
KFC|강남고속터미널점|1410712|02-534-0336|서울 서초구 잠원동 69-2|서울 서초구 신반포로 189 (잠원동)|반포쇼핑타운 4동 1층|매장 10:00~24:00 / 딜리버리 10:30~23:30|치맥;딜리버리;단체주문;지하철인근;징거벨오더|127.004867802|37.506543692
KFC|간석HP점|1410589|032-875-0795|인천 남동구 간석동 616-3|인천 남동구 경원대로 971 (간석동)|홈플러스 2층|매장 10:30~23:00 / 딜리버리 11:00~23:00 둘째,넷째 일요일 휴무|딜리버리;Wi-Fi 매장;주차가능;단체주문;대형마트&백화점내;지하철인근|126.689107375|37.469586328
KFC|가산디지털점|1410833|02-861-4503|서울 금천구 가산동 459-11|서울 금천구 가산디지털1로 186 (가산동)|제이플라츠빌딩 지상 1층 110-1호|매장 11:00~23:00 / 딜리버리 11:00~22:00|치맥;딜리버리;징거벨오더|126.881583034|37.4819121882
