##NAME|SUBNAME|TELNUM|ADDR|NEWADDR@@교촌치킨
교촌치킨|신호점|051-941-9207|부산 강서구 신호동 317-15|부산 강서구 신호산단1로 76
교촌치킨|아미부민점|051-242-3651|부산 서구 부민동1가 11-3|부산 서구 보수대로 99
교촌치킨|지사점|051-831-6880|부산 강서구 지사동 1191-5|부산 강서구 과학산단로 334번길 8
교촌치킨|광안2호점|051-754-2092,756-2092|부산 수영구 광안동 168-3|부산 수영구 수영로 538
교촌치킨|망미1호점|051-759-9925|부산 수영구 망미동 413-11|부산 수영구 과정로 44-1
교촌치킨|민락(부산)|051-757-9294|부산 수영구 민락동 165-15|부산 수영구 광남로 196-1
교촌치킨|수영점|051-761-4992|부산 수영구 수영동 503-23|부산 수영구 수영로 735
교촌치킨|거제법조점|051-505-5511|부산 연제구 거제동 986-5|부산 연제구 아시아드대로 62
교촌치킨|시청점|051-851-9945|부산 연제구 거제3동 34-19|부산 연제구 거제천로 147
교촌치킨|연산2호점|051-853-9980~1|부산 연제구 연산4동 578-1 삼익아파트 상가 101호|부산 연제구 중앙대로 1164 삼익아파트 상가 101호
교촌치킨|연산3호점|051-851-7211~2|부산 연제구 연산동 2133-48|부산 연제구 연수로 199 1층
교촌치킨|대교남항점|051-417-9999|부산 영도구 남항동 2가 40|부산 영도구 남항로 6-1
교촌치킨|동삼점|051-405-9995|부산 영도구 동삼동 219-146|부산 영도구 동삼로 105 1층
교촌치킨|봉래영선점|051-417-9288|부산 영도구 영선동1가 69-2, 69-3|부산 영도구 한결길 12
교촌치킨|청학점|051-417-9996|부산 영도구  청학동 13-14|부산 영도구 태종로 352
교촌치킨|영주대청점|051-441-4942|부산 중구 대청동4가 82-13|부산 중구 중구로 70-1
교촌치킨|반송(부산)|051-545-9289|부산 해운대구 반송2동 216-150|부산 해운대구 윗반송로 51
교촌치킨|반여1호점|051-524-1991,1221|부산 해운대구 반여동 1628-5|부산 해운대구 반여로 108
교촌치킨|송정(부산)|051-702-5006|부산 해운대구 송정동 227-7|부산 해운대구 송정중앙로 34
교촌치킨|우동1호점|051-744-2474~5|부산 해운대구 우동 1090-13|부산 해운대구 해운대로 381-3
교촌치킨|재송1호점|051-782-9989|부산 해운대구 반여동 1291-1019|부산 해운대구 재반로 188
교촌치킨|재송2호점|051-784-9992|부산 해운대구 재송동 1083-1|부산 해운대구 재송1로31번길 55
교촌치킨|좌동1호점|051-703-9917|부산 해운대구 좌동 970|부산 해운대구 세실로 104
교촌치킨|좌동3호점|051-704-9399,9599|부산 해운대구 좌동 1450  주공3단지 상가 205|부산 해운대구 청사포로 12
교촌치킨|해운대역점|051-746-9288|부산 해운대구 우동 639-4|부산 해운대구 해운대로 604
교촌치킨|계명점|053-626-9992|대구시 남구 양지로 107|대구 남구 양지로 107(대명동)
교촌치킨|대명1호점|053-629-9994|대구 남구 대명동 1098-4|대구 남구 대명로 60-1
교촌치킨|봉덕점|053-471-1222|대구 남구 봉덕동 687-32|대구 남구 중앙대로 22길 119-2
교촌치킨|앞산점|053-657-9999|대구 남구 대명동 780-3|대구 남구 대명로 177
교촌치킨|이천대봉점|053-476-5800,1|대구 남구 이천동 184-9|대구 남구 대봉로38길 18
교촌치킨|감삼성당점|053-552-6999,622-9995|대구 달서구 감삼동 317-3|대구 달서구 장기로 186
교촌치킨|대곡점|053-635-3599|대구 달서구 도원동 1442-2 1층 107호|대구 달서구 도원로 42, 1층 107호
교촌치킨|상인점|053-637-6999|대구 달서구 상인동 1555-1|대구 달서구 상화북로 180
교촌치킨|성서점|053-583-6969|대구 달서구 신당동 1763-2|대구 달서구 성서서로 357
교촌치킨|송현(대구)|053-656-9945|대구 달서구 송현1동 207-2|대구 달서구 월배로 430
교촌치킨|신월성점|053-634-9996,9968|대구 달서구 월성동 1264번지 트럼프스타 B/D 106호|대구 달서구 조암남로 42, 트럼프스타빌딩 106호
교촌치킨|용산점|053-524-4999,8|대구 달서구 용산1동 954-6|대구 달서구 용산로 194
교촌치킨|용산새방점|053-592-6999|대구 달서구 용산동 499-2|대구 달서구 선원로 264
교촌치킨|장기점|053-523-0111,0222|대구 달서구 장기동 566-4|대구 달서구 용산로 52
교촌치킨|진천(대구)|053-635-9992|대구 달서구 진천동 508|대구 달서구 월배로 80(진천동,진천역대성스카이렉스아파트)
교촌치킨|구지점|053-615-2992|대구 달성군 구지면 응암리 1204-2|대구 달성군 구지면 과학마을로 3길 9
교촌치킨|논공점|053-615-9945|대구 달성군 논공읍 북리 803-128|대구 달성군 논공읍 논공로5길 150
교촌치킨|다사점|053-592-9991|대구 달성군 다사읍 죽곡리 809-1|대구 달성군 다사읍 대실역남로 10
교촌치킨|명곡점|053-644-2999|대구 달성군 화원읍 명곡리 320-1|대구 달성군 화원읍 명천로 240
교촌치킨|서재세천점|053-593-9902~3|대구 달성군 다사읍 서재리 423-15|대구 달성군 다사읍 서재로20길 1
교촌치킨|테크노폴리스점|053-617-1991|대구 달성군 유가면 봉리 606 하이젠스타 115호|대구 달성군 유가면 테크노중앙대로 254 하이젠스타 115호
교촌치킨|화원점|053-635-9981|대구 달성군 화원읍 천내리 54-1|대구 달성군 화원읍 비슬로 2635
교촌치킨|대구혁신점|053-955-1991|대구 동구 각산동 1098-5 102호|대구 동구 이노밸리로46길 2 102호
교촌치킨|동구청점|053-959-9950|대구 동구 신암동 345-3|대구 동구 신암남로 178
교촌치킨|동호점|053-963-8558|대구 동구 동호동 384-7|대구 동구 동호로 64(동호동)
교촌치킨|방촌점|053-983-3993|대구 동구 방촌동 1118-121|대구 동구 화랑로 415
교촌치킨|신암대현점|053-952-9992|대구 동구 신암동 806-3|대구 동구 신암로 127
교촌치킨|신천1호(대구)|053-742-9985|대구 동구 신천동 501-5|대구 동구 송라로 87
교촌치킨|신천2호점|053-741-9010,745-5363|대구 동구 신청동 377-12|대구 동구 동부로 30길 27
교촌치킨|율하(대구)|053-964-3347|대구 동구 율하동 1311번지 102호|대구 동부 율하서로 78 102호
교촌치킨|지묘봉무점|053-985-1003|대구 동구 지묘동 808-3|대구 동구 파계로 95(지묘동)
교촌치킨|지저불로점|053-981-5770,983-6556|대구 동구 지저동 833-15|대구 동구 해동로 63
교촌치킨|관음점|053-326-9998|대구 북구 관음동 1383-9|대구 북구 칠곡중앙대로 487
교촌치킨|구암점|053-322-5844,323-9969|대구 북구 태전동 1074-6|대구 북구 태암남로 10
교촌치킨|금호지구점|053-312-1990|대구 북구 사수동 912|대구 북구 한강로 60-1
교촌치킨|동서변점|053-958-9991|대구 북구 동변동 669-4|대구 북구 동변로 91
교촌치킨|동천3지구점|053-321-0900,6551|대구 북구 동천동 906-3|대구 북구 동천로 125-9
교촌치킨|복현1호점|053-953-3399,952-2399|대구 북구 복현동 460-6|대구 북구 동북로 282
교촌치킨|복현2호점|053-383-9970|대구 북구 복현동 539 -110 복현서한타운 상가 103호|대구 북구 검단로 50, 서한1차아파트 상가 103호
교촌치킨|산격점|053-383-1203,1102|대구 북구 산격동 1400-20|대구 북구 대학로 69
교촌치킨|원대노원점|053-355-3306|대구 북구 노원동3가 892-1|대구 북구 팔달로 27길 81 1층
교촌치킨|칠성고성점|053-353-9400|대구 북구 동2가 42-9|대구 북구 호암로 6
교촌치킨|침산점|053-356-9995,9905|대구 북구 침산동 457-31|대구 북구 성북로 1
교촌치킨|태전(대구)|053-312-9980|대구 북구 태전동 254-30|대구 북구 태전로 53
교촌치킨|팔달매천점|053-311-9910,9920|대구 북구 매천동 682|대구 북구 매전로 2-1
교촌치킨|감삼성당점|053-552-6999,622-9995|대구 달서구 감삼동 317-3|대구 달서구 장기로 186
교촌치킨|내당점|053-522-9199,555-9981|대구 서구 내당동 219-7|대구 서구 달구벌대로 1795-1
교촌치킨|달성비산점|053-551-9925|대구 서구 비산 2,3동 3-50|대구 서구 북비산로 388
교촌치킨|대곡점|053-635-3599|대구 달서구 도원동 1442-2 1층 107호|대구 달서구 도원로 42, 1층 107호
교촌치킨|상인점|053-637-6999|대구 달서구 상인동 1555-1|대구 달서구 상화북로 180
교촌치킨|성서점|053-583-6969|대구 달서구 신당동 1763-2|대구 달서구 성서서로 357
교촌치킨|송현(대구)|053-656-9945|대구 달서구 송현1동 207-2|대구 달서구 월배로 430
교촌치킨|신월성점|053-634-9996,9968|대구 달서구 월성동 1264번지 트럼프스타 B/D 106호|대구 달서구 조암남로 42, 트럼프스타빌딩 106호
교촌치킨|용산점|053-524-4999,8|대구 달서구 용산1동 954-6|대구 달서구 용산로 194
교촌치킨|용산새방점|053-592-6999|대구 달서구 용산동 499-2|대구 달서구 선원로 264
교촌치킨|장기점|053-523-0111,0222|대구 달서구 장기동 566-4|대구 달서구 용산로 52
교촌치킨|진천(대구)|053-635-9992|대구 달서구 진천동 508|대구 달서구 월배로 80(진천동,진천역대성스카이렉스아파트)
교촌치킨|평리점|053-556-9989|대구 서구 평리동 1217-2|대구 서구 국채보상로 266
교촌치킨|만촌1호점|053-745-7123|대구 수성구 만촌동 849-2|대구 수성구 달구벌대로 2614
교촌치킨|만촌2호점|053-755-8592~1|대구 수성구 만촌1동 1330-12|대구 수성수 만촌로 158-1
교촌치킨|범물점|053-782-6464|대구 수성구 범물동 1374-4|대구 수성구 범안로 58, 1층
교촌치킨|범어1호점|053-744-5623|대구 수성구 범어동 203-18|대구 수성구 달구벌대로 496길17
교촌치킨|범어2호점|053-752-1991|대구 수성구 범어동 478-12|대구 수성구 상록로 43
교촌치킨|수성(대구)|053-743-3993|대구 수성구 수성동4가 1022-11|대구 수성구 들안로 341
교촌치킨|시지1호점|053-792-9981,9927|대구 수성구 매호동 1328-12|대구광역시 수성구 천을로 157-1
교촌치킨|시지2호점|053-792-7729|대구 수성구 시지동 489-2|대구 수성구 시지로 40
교촌치킨|시지3호점|053-791-8225|대구 수성구 신매동 593-4|대구 수성구 신매로 30-1
교촌치킨|중동점|053-765-9901~2|대구 수성구 중동 97-5|대구 수성구 수성로 226
교촌치킨|지산점|053-782-3335|대구 수성구 지산동 1234, 113동 4호|대구 수성구 용학로 189, 113동 4호
교촌치킨|파동점|053-761-5901,766-5419|대구 수성구 상동 380-2|대구 수성구 수성로 72
교촌치킨|황금점|053-765-6999|대구 수성구 두산동 133-1|대구 수성구 상화로 124
교촌치킨|남산대신점|053-255-9982,3|대구 중구 남산3동 2466-14|대구 중구 남산로 49
교촌치킨|중앙(대구)|053-425-9919|대구 중구 남일동 33-9|대구 중구 중앙대로 417-2
교촌치킨|강화점|032-933-3244|인천 강화군 강화읍 갑곳리 199-1|인천 강화군 강화읍 강화대로 342
교촌치킨|계산1호점|032-555-9980|인천 계양구 계산동 1081-10|인천 계양구 오조산로 57번길 15
교촌치킨|계산2호점|032-551-5592|인천 계양구 계산3동 61-2|인천 계양구 계산새로 25, 성일빌딩 1층 1호
교촌치킨|임학박촌점|032-553-3999,556-3999|인천 계양구 박촌동 52-3|인천 계양구 장제로 1013
교촌치킨|작전1호점|032-547-8933|인천 계양구 작전동 149-1|인천 계양구 장제로 672
교촌치킨|효성1호점|032-544-6711~2|인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호|인천 계양구 길마로 70 현대아파트 상가동 101호, 102호, 103호
교촌치킨|효성2호점|032-542-9244|인천 계양구 효성2동 273-3|인천 계양구 안남로 486-2
교촌치킨|관교점|032-441-9994~5|인천 남구 관교동 321-5|인천 남구 인하로 404-2
교촌치킨|용현2동점|032-889-1400|인천 남구 용현동 558-32|인천 남구 낙섬중로 96 1층
교촌치킨|용현5동점|032-888-9191|인천 남구 용현동 630-45|인천 남구 토금남로 12(용현동)
교촌치킨|주안1호점|032-428-9592~3|인천 남구 주안동 1523-2|인천 남구 인하로 346
교촌치킨|주안3호점|032-427-8892|인천 남구 주안동 929-11|인천 남구 경원대로 898
교촌치킨|학익1호점|032-863-6363~4|인천 남구 학익동 293-37|인천 남구 한나루로 420
교촌치킨|간석1호점|032-432-6765,6764|인천 남동구 구월동 70-80|인천 남동구 용천로97번길 3
교촌치킨|구월점|032-433-3232|인천 남동구 구월동 1133-13|인천 남동구 미래로 39 더클래스
교촌치킨|논현1호(인천)|032-434-0096|인천 남동구 논현동 620-8|인천 남동구 논고개로 123번길 42
교촌치킨|논현에코메트로점|032-437-1991|인천 남동구 논현동 752-1|인천 남동구 소래역 남로22 (103호, 104호)
교촌치킨|만수1호점|032-461-7600|인천 남동구 만수동 1045 103호|인천 남동구 담방로21번길 23
교촌치킨|만수2호점|032-469-1848|인천 남동구 만수2동 5-440|인천 남동구 만수로 85
교촌치킨|만수3호점|032-461-9999|인천 남동구 간석3동 921-14|인천 남동구 백범로 258
교촌치킨|서창점|032-467-1991|인천 남동구 서창동 706|인천 남동구 서창 남순환로 216번길 35
교촌치킨|간석1호점|032-432-6765,6764|인천 남동구 구월동 70-80|인천 남동구 용천로97번길 3
교촌치킨|구월점|032-433-3232|인천 남동구 구월동 1133-13|인천 남동구 미래로 39 더클래스
교촌치킨|논현1호(인천)|032-434-0096|인천 남동구 논현동 620-8|인천 남동구 논고개로 123번길 42
교촌치킨|논현에코메트로점|032-437-1991|인천 남동구 논현동 752-1|인천 남동구 소래역 남로22 (103호, 104호)
교촌치킨|만수1호점|032-461-7600|인천 남동구 만수동 1045 103호|인천 남동구 담방로21번길 23
교촌치킨|만수2호점|032-469-1848|인천 남동구 만수2동 5-440|인천 남동구 만수로 85
교촌치킨|만수3호점|032-461-9999|인천 남동구 간석3동 921-14|인천 남동구 백범로 258
교촌치킨|서창점|032-467-1991|인천 남동구 서창동 706|인천 남동구 서창 남순환로 216번길 35
교촌치킨|송현(인천)|032-765-8338|인천 동구 송림동 234-1|인천 동구 송림로 17
교촌치킨|부개1동점|032-362-9982|인천 부평구 부개동 265-3|인천 부평구 경인로 1066
교촌치킨|부개3동점|032-521-9982,513-9982|인천 부평구 부개동 12-127|인천 부평구 길주남로 127
교촌치킨|부평1호점|032-525-9982|인천 부평구 부평동 451-30|인천 부평구 부평대로 115
교촌치킨|부평2호점|032-518-9800|인천 부평구 부평동 889-8|인천 부평구 길주남로 31
교촌치킨|산곡1호점|032-508-9001~2|인천 부평구 산곡동 369-270|인천 부평구 마장로 153
교촌치킨|산곡2호점|032-244-2626|인천 부평구 산곡동 119-54|
교촌치킨|산곡3호점|032-508-8892|인천 부평구 산곡2동 251-1|인천 부평구 마장로 250
교촌치킨|삼산(부평)|050-8389-8917|인천 부평구 삼산동 433-1|인천 부평구 충선로 311번길 25-23
교촌치킨|십정1호점|032-437-8989|인천 부평구 십정동 417-3|인천 부평구 백범로 458번길 7-2
교촌치킨|가좌점|032-579-9989,577-9711|인천 서구 가좌동 30-78|인천 서구 원적로 100번길 18
교촌치킨|검단1호점|032-561-9772|인천 서구 검단로 왕길동 637-1|인천 서구 검단로 459번길 7-3 (106,107호)
교촌치킨|검암점|032-568-2313|인천 서구 검암동 626-2번지 태건프라자 105호|인천 서구 승학로 452, 태건프라자 105호
교촌치킨|당하점|032-568-9949|인천 서구 마전동 585|인천 서구 마전동 완정로 18번지 102호
교촌치킨|불로원당점|032-564-9994,2113|인천 서구 당하동 1033-3 조이빌 103|인천 서구 원당대로 882 조이빌 103호
교촌치킨|석남가정점|032-578-9988|인천 서구 가정동 505-4|인천 서구 원창로 215
교촌치킨|연희1호(인천)|032-567-0092|인천 서구 심곡동 257-15|인천 서구 심곡로 34
교촌치킨|청라점|032-566-9288|인천 서구 연희동 799-8 우리프라자 1층|인천 서구 연희동 중봉대로612번길 10-20
교촌치킨|동춘점|032-815-9114|인천 연수구 동춘동 934-1|인천 연수구 앵고개로 264번길 10-11 1층
교촌치킨|선학연수3호점|032-815-3993|인천 연수구 선학동 406-2|인천 연수구 학나래로 118번길 29
교촌치킨|송도1호점|032-858-8883|인천 연수구 송도동 21-59  302동 102호|인천 연수구 컨벤시아대로 70, 302동 102호
교촌치킨|송도드림시티점|032-505-1991|인천 연수구 송도동 3-2|인천 연수구 컨벤시아대로 81 드림씨티(122,123호)
교촌치킨|연수중앙점|032-821-9945|인천 연수구 연수동 626|인천 연수구 샘말로44번길 2
교촌치킨|옥련점|032-833-9949|인천 연수구 옥련동 194-4|인천 연수구 독배로 35
교촌치킨|공항신도시점|032-746-5810~1|인천 중구 운서동 2797-4 대원프라자|인천 중구 신도시남로141번길 2, 대원프라자
교촌치킨|영종하늘도시점|032-751-8933|인천 중구 중산동 1884-4 108,109호|인천 중구 하늘중앙로 195번길 24(중산동)
교촌치킨|소촌우산점|062-942-1200|광주 광산구 소촌동 244-6|광주 광산구 소촌로 152번길 30
교촌치킨|송정1호점|062-944-9992|광주 광산구 도산동 1143|광주 광산구 도산로 10
교촌치킨|수완1호점|062-956-1991|광주 광산구 장덕동 1479번지 1층|광주 광산구 장신로19번안길 29-2, 1층
교촌치킨|수완2호점|062-961-9299|광주 광산구 수완동 1128번지  102호|광주 광산구 수완로 73번길 3, 102호
교촌치킨|신창점|062-962-9282~3|광주 광산구 신창동 1236-1|광주 광산구 신창로 104 105호
교촌치킨|운남1호점|062-952-9930~1|광주 광산구 월곡2동 683-1|광주 광산구 풍영로 47
교촌치킨|첨단1호점|062-973-8892~3|광주 광산구 산월동 884-2|광주광역시 광산구 첨단중앙로68번길 134 첨단3-3차 호반리젠시빌아파트상가 2동 103호
교촌치킨|첨단2호점|062-973-1292~3|광주 광산구 쌍암동 655-4번지|광주 광산구 첨단중앙로170번길 12
교촌치킨|하남1호점|062-951-9944|광주 광산구 산정동 977-13|광주 광산구 월곡산정로 13-1
교촌치킨|하남2지구점|062-962-1122|광주 광산구 산정동 1039|광주 광산구 용아로 379번길 55
교촌치킨|노대효천점|062-651-1991|광주 남구 노대동 814|광주 남구 효덕로 192
교촌치킨|백운점|062-652-9989|광주 남구 서동 71-15|광주 남구 중앙로 66
교촌치킨|봉선1호점|062-654-9994|광주 남구 주월1동 1253-4|광주 남구 봉선중앙로 135-1
교촌치킨|봉선2호점|062-655-9945|광주 남구 봉선2동 475|광주 남구 봉선2로 31
교촌치킨|주월점|062-676-9555|광주 남구 월산동 1034-17|광주 남구 군분로 58
교촌치킨|진월점|062-672-9292,672-9288|광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호|광주 남구 서문대로627번길 9, 230동 102호 상가
교촌치킨|계림점|062-222-8599|광주 동구 장동 16-4|광주 동구 중앙로 234
교촌치킨|조선대점|062-234-9933|광주 동구 지산동 500번지|광주 동구 지산로 21 (지산동)
교촌치킨|학동점|062-236-0082,0092|광주 동구 학동 735-16|광주 동구 의재로 22
교촌치킨|두암1호점|062-266-9997|광주 북구 두암2동 826-50|광주 북구 군왕로 154
교촌치킨|문흥1호점|062-269-9990,264-9990|광주 북구 문흥동 980-15|광주 북구 문산로 86-1
교촌치킨|양산1호점|062-576-9296~7|광주 북구 양산동 877-1 1층|광주 북구 양산로 48, 1층
교촌치킨|오치점|062-262-1991|광주 북구 오치동 785-4|광주 북구 설죽로 306
교촌치킨|운암1호점|062-529-9993~4|광주 북구 운암3동 1051-5|광주 북구 북문대로 158
교촌치킨|운암2호(광주)|062-511-9992|광주 북구 운암동 492-39|광주 북구 비엔날레로 26(운암동)
교촌치킨|일곡1호점|062-573-7892,572-7893|광주 북구 일곡동 828-4|광주 북구 송해로 73
교촌치킨|전남대점|062-262-9993,262-9978|광주 북구 용봉동161-15번지|광주 북구 우치로90번길 28
교촌치킨|첨단신용점|062-575-1200|광주 북구 신용동 693|광주 북구 첨단 연신로 91번길 38 107호
교촌치킨|금호점|062-382-1991|광주 서구 쌍촌동 881번지|광주 서구 화정로 1
교촌치킨|동천(광주)|062-515-9966|광주 서구 동천동 527|광주 서구 동천로18번길 16
교촌치킨|마재점|062-682-8800|광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호|광주 서구 화개1로24번길 9 대주파크빌상가 124동 114호, 115호
교촌치킨|상무1호점|062-376-9901|광주 서구 치평동 1258|광주 서구 상무연하로 22
교촌치킨|쌍촌1호점|062-383-9945~6|광주 서구 쌍촌동 147|광주 서구 내방로 231
교촌치킨|풍암1호점|062-681-3999,3889|광주 서구 풍암동 1048번지 호반 APT상가 104호|광주 서구 풍암순환로 20
교촌치킨|화정1호(광주)|062-384-8292|광주 서구 화정동 824-16|광주 서구 월드컵4강로 70
교촌치킨|화정2호점|062-351-9288|광주 서구 농성동 666-1 1층 113,114호|광주 서구 화정로 259 1층 113,114호
교촌치킨|송촌1호점|042-621-9292|대전 대덕구 송촌동 454-4|대전 대덕구 송촌북로 20번길 27-17
교촌치킨|신탄진점|042-932-9901|대전 대덕구 석봉동 309-1|대전 대덕구 대덕대로 1550
교촌치킨|한남대점|042-632-1991|대전 대덕구 한남로 오정동 223-260|대전 대덕구 한남로 12번길 19-9
교촌치킨|가오천동점|042-282-9280~1|대전 동구 가오동 235-12|대전 동구 대전로 446
교촌치킨|비래점|042-633-1991|대전 동구 가양동 88-1 조일아파트상가 A동|대전 동구 충정로 5 조일아파트상가 A동
교촌치킨|용운점|042-272-9030,9040|대전 동구 용운동 306-3|대전 동구 용운로 156
교촌치킨|자양대동점|042-627-9996|대전 동구 대동 192-1|대전 동구 동대전로 93
교촌치킨|가장내동점|042-523-4567|대전 서구 가장동 50-45|대전 서구 가장로 129
교촌치킨|갈마1호점|042-523-7702|대전 서구 갈마2동 404-2 푸른아파트 상가 107-2|대전 서구 갈마로117번길 23, 푸른임대아파트 상가 107-2
교촌치킨|관저느리울점|042-543-8592,8599|대전 서구 관저동 1354|대전 서구 관저동로 65
교촌치킨|도마1호점|042-538-5550|대전 서구 도마동 114-19|대전 서구 배재로 88
교촌치킨|도안2지구점|042-542-1991|대전 서구 가수원동 1036|대전 서구 도안동로11번길 16
교촌치킨|둔산1호점|042-483-9979,486-9949|대전 서구 둔산2동 1093|대전 서구 갈마역로 22, 101호
교촌치킨|둔산2호점|042-488-5234|대전 서구 둔산동 1851|대전 서구 둔산로 238
교촌치킨|만년점|042-484-9945|대전 서구 만년동 316|대전 서구 만년로 67번길 34-26
교촌치킨|복수점|042-581-9905|대전 서구 복수동 622|대전 서구 복수동로 63
교촌치킨|월평1호점|042-472-5670|대전 서구 월평1동 845번지|대전 서구 월평중로 6
교촌치킨|탄방점|042-484-9333|대전 서구 탄방동 723|대전 서구 문정로 89번길 37
교촌치킨|관저1호점|042-542-6999|대전 유성구 원내동 829 외 1필지|대전 유성구 계백로 963
교촌치킨|관평점|042-933-9889|대전 유성구 관평동 1056|대전 유성구 관평1로 67
교촌치킨|노은1지구점|042-823-2255|대전 유성구 노은동 553-9 스타돔 120호|대전 유성구 노은로 71 스타돔 120호
교촌치킨|노은2지구점|042-824-9985|대전 유성구 지족동 985-2|대전 유성구 지족로 355
교촌치킨|도안1지구점|042-824-1992|대전 유성구 상대동 469-9|대전 유성구 상대동로 50
교촌치킨|송강점|042-933-9240,9250|대전 유성구 봉산동 198-13|대전 유성구 봉산로 36
교촌치킨|신성점|042-861-0670|대전 유성구 신성동 137-15|대전 유성구 신성로 80-1
교촌치킨|유성점|042-824-9296~7|대전 유성구 봉명동 621-1|대전 유성구 문화원로 90
교촌치킨|전민점|042-863-7292,9297|대전 유성구 전민동 306-13|대전 유성구 전민로70번길 59
교촌치킨|대사부사점|042-254-9777|대전 중구 대사동 69-53|대전 중구 충무로 116
교촌치킨|문화1호점|042-585-7749,7757|대전 중구 문화동 466-16|대전 중구 천근로 21
교촌치킨|용두오류점|042-221-9981~2|대전 중구 용두동 26-1|대전 중구 선화로 20(용두동)
교촌치킨|중촌점|042-221-9992|대전 중구 중촌동 98-16|대전 중구 대종로 670
교촌치킨|태평1호점|042-524-1992|대전 중구 유천동 326-13|대전 중구 태평로 22(유천동)
교촌치킨|공업탑점|052-266-9245|울산 남구 신정동 1218-7|울산 남구 봉월로 6
교촌치킨|달동점|052-276-9911|울산 남구 달동 135-2|울산 남구 신정로30번길 18
교촌치킨|무거1호점|052-223-2122|울산 남구 무거동 1484-2|울산 남구 삼호로 6
교촌치킨|삼산(울산)|052-261-1992|울산 남구 달동 1331-20|울산 남구 삼산로241번길 35
교촌치킨|삼산2호점|052-256-5292|울산 남구 삼산동 203-15|울산 남구 남중로 92
교촌치킨|수암점|052-265-9293|울산 남구 신정4동 870-9|울산 남구 수암로 94
교촌치킨|신정3동(구/신정3호점)|052-272-9902|울산 남구 신정3동 177-1|울산 남구 월평로 68-1
교촌치킨|야음1호점|052-266-9978|울산 남구 선암동 679-3|울산 남구 선암동 두왕로 190
교촌치킨|야음2호점|052-267-9982|울산 남구 야음1동 455-8|울산 남구 수암로 259-1
교촌치킨|옥동(울산)|052-275-7727|울산 남구 옥동 1406-17|울산 남구 문수로 355
교촌치킨|울대점|052-249-1236|울산 남구 무거동 583-17|울산 남구 대학로 39
교촌치킨|남목서부점|052-232-8992,8997|울산 동구 서부동 181-31|울산 동구 방어진순환도로 929
교촌치킨|방어점|052-201-9905~6|울산 동구 방어동 1149-1|울산 동구 화문로 68
교촌치킨|전하점|052-201-8992|울산 동구 전하2동 634-4|울산 동구 진성13길 90
교촌치킨|화정점|052-201-9191|울산 동구 화정동 438-3|울산 동구 대송로 96
교촌치킨|강동산하점|052-292-1991|울산 북구 산하동 89|울산 북구 산하중앙2로 281
교촌치킨|양정염포점|052-287-1112|울산 북구 양정동 497-11|울산 북구 염포로 477-2
교촌치킨|진장명촌점|052-252-1991|울산 북구 명촌동 692-3|울산 북구 명촌13길 46(명촌동)
교촌치킨|호계1호(울산)|052-295-9945,282-7751|울산 북구 호계동 286-15|울산 북구 동대로 37
교촌치킨|호계2호점|052-282-5151|울산 북구 신천동 107-4|울산시 북구 신천로 53-2
교촌치킨|화봉점|052-289-8992|울산 북구 연암동 414-3|울산 북구 상방로 130
교촌치킨|구영점|052-244-9948|울산 울주군 범서읍 구영리 801-6|울산 울주군 범서읍 구영로 128
교촌치킨|남창점|052-238-3999|울산 울주군 온양읍 운화리 56-6|울산 울주군 온양읍 온양로 61
교촌치킨|덕신점|052-238-8554|울산 울주군 덕신리 1294-2|울산 울주군 온산읍 온덕2길 18
교촌치킨|언양점|052-254-5511|울산 울주군 언양읍 동부리 147-1|울산 울주군 언양읍 옛장터1길 34
교촌치킨|웅촌점|052-277-9288|울산 울주군 청량면 삼정리 755-1 가동 216호|울산 울주군 청량면 삼정로 92-3 가동 216호
교촌치킨|천상점|052-248-1991|울산 울주군 범서읍 천상리 650-5|울산 울주군 범서읍 천상중앙길 104
교촌치킨|다운점|052-249-4080|울산 중구 다운동 536-1|울산 중구 다운로 40
교촌치킨|반구1호점|052-293-9909|울산 중구 반구동 874-3|울산 중구 염포로 70
교촌치킨|반구2호점|052-291-3112~3|울산 중구 반구동 99-17|울산 중구 화합로 415
교촌치킨|복산점|052-292-0092|울산 중구 복산동 399-12|울산 중구 계변로 89-1
교촌치킨|성안점|052-248-3300|울산 중구 성안동 804-10|울산 중구 백양로 13
교촌치킨|약사병영점|052-294-9222|울산 중구 약사동 629-17|울산 중구 평산1길 2
교촌치킨|옥교점|052-246-9294|울산 중구 학산동 3-27|울산 중구 구교로 64
교촌치킨|우정점|052-246-5555,9292|울산 중구 우정동 436-41|울산 중구 우정2길 25
교촌치킨|태화점|052-221-0087|울산 중구 태화동 117-2|울산 중구 신기길 128(태화동)
교촌치킨|한솔점|044-867-1991,1992|세종 한솔동 927|세종 노을3로 104 한솔빌딩 106호 (한솔동)
교촌치킨|도담점|044-866-1119|세종 도담동 245-1|세종  보듬3로 8-29(도담동,해피라움6)
교촌치킨|가평점|031-581-9945|경기 가평군 가평읍 대곡리 230-23|경기 가평군 가평읍 오리나무길 25
교촌치킨|청평점|031-585-9282|경기 가평군 청평면 청평리 452-5|경기 가평군 청평면 청평중앙로 17
