##NAME|SUBNAME|TELNUM|NEWADDR|XCOORD|YCOORD@@아이더
아이더|여주점|031-884-3750|경기도 여주시 명품로 316-3 (상거동) 3동 101, 102호|127.6162672|37.2418264
아이더|양평점|031-773-0300|경기도 양평군 양평읍 중앙로 49|127.4947675|37.4961406
아이더|양주점|031-894-2667|경기도 양주시 평화로 1593 (회정동)|127.0459738|37.8162181
아이더|롯데평촌점|031-8086-9483|경기도 안양시 동안구 시민대로 180 (호계동)|126.9504775|37.3902497
아이더|안성점|031-657-0015|경기도 안성시 공도읍 서동대로 4391|127.1899144|37.0070918
아이더|안산점|031-416-0351|경기도 안산시 상록구 삼리로 38 (사동)|126.8442517|37.304548
아이더|롯데안산점|031-412-7883|경기도 안산시 단원구 고잔1길 12 (고잔동) 롯데백화점 안산점 4층|126.8345308|37.3179975
아이더|시흥점|031-311-8339|경기도 시흥시 수인로 3431 (신천동 430-16)|126.77761|37.442443
아이더|갤러리아수원점|031-548-8692|경기도 수원시 팔달구 효원로 282 (인계동) 갤러리아백화점 5층|127.032212|37.2609626
아이더|뉴코아동수원점|031-231-6416|경기도 수원시 팔달구 인계로 154 (인계동)|127.0343079|37.266303
아이더|AK수원점|031-240-1970|경기도 수원시 팔달구 덕영대로 924 (매산로1가) AK플라자 4층|126.9998885|37.2661513
아이더|북수원점|031-258-1992|경기도 수원시 장안구 경수대로 979 (송죽동)|127.0037844|37.3045576
아이더|롯데아울렛/광교점|031-8064-2215|경기도 수원시 영통구 도청로 10 (이의동)|127.0559172|37.2861928
아이더|수원영통점|031-204-0203|경기도 수원시 영통구 덕영대로1556번길 16 (영통동) 디지털엠파이어빌딩|127.0599522|37.2451316
아이더|서수원점|031-227-3732|경기도 수원시 권선구 수인로 313 (구운동)|126.9685615|37.2842326
아이더|롯데/수원점|031-8066-0564|경기도 수원시 권선구 세화로 134 (서둔동) 롯데몰 수원점 5층|126.9973654|37.2642637
아이더|남한산성점|031-731-4277|경기도 성남시 중원구 산성대로 600 (은행동)|127.1697914|37.4627079
아이더|성남태평점|031-751-8889|경기도 성남시 수정구 수정로 96 (수진동)|127.1311504|37.4404991
아이더|세이브존/성남점|031-730-1077|경기도 성남시 수정구 산성대로 337 (신흥동)|127.1533437|37.4440113
아이더|AK분당점|031-8023-2446|경기도 성남시 분당구 황새울로360번길 42 (서현동) AK플라자 4층|127.1233526|37.3850566
아이더|롯데분당점|031-738-2536|경기도 성남시 분당구 황새울로200번길 45 (수내동)|127.114288|37.3784683
아이더|NC야탑점|031-780-3865|경기도 성남시 분당구 야탑로81번길 11 (야탑동)|127.1273038|37.4104234
아이더|뉴코아부천점|032-624-8486|경기도 부천시 원미구 송내대로 239 (상동)|126.7566559|37.5041743
아이더|롯데중동점|032-320-7735|경기도 부천시 원미구 길주로 300 (중동) 롯데백화점 중동점 7층|126.77526908|37.50262543
아이더|부천시청점|032-322-3758|경기도 부천시 원미구 길주로 221 (중동) 시티오피스 101호|126.7672377|37.504711
아이더|현대중동점|032-623-2625|경기도 부천시 원미구 길주로 180 (중동)|126.7621634|37.5042931
아이더|아이더/부천원종점|032-677-7323|경기도 부천시 오정구 소사로 776-1 (원종동)|126.8051349|37.5254427
아이더|부천남부역점|032-655-2457|경기도 부천시 소사구 경인로 198 (심곡본동) 1층|126.7774939|37.4833421
아이더|진접점|031-574-8868|경기도 남양주시 진접읍 금강로1521번길 1|127.1918297|37.7262171
아이더|삼패점|031-595-4334|경기도 남양주시 고산로 204 (삼패동)|127.1891395|37.5940578
아이더|평내점|031-591-3501|경기도 남양주시 경춘로 1309 (평내동)|127.2376428|37.6506816
아이더|김포점|031-986-5023|경기도 김포시 김포대로 1497 (장기동)|126.6674433|37.6571003
아이더|롯데아울렛/구리점|031-8034-2416|경기도 구리시 동구릉로136번길 47 (인창동) 롯데아울렛 구리점 4층|127.1405391|37.611879
아이더|산본점|031-393-7756|경기도 군포시 산본천로 99 (산본동)|126.9325944|37.363409
아이더|롯데구리점|031-550-7417|경기도 구리시 경춘로 261 (인창동) 롯데백화점 구리점 4층|127.1437947|37.6027187
아이더|일산덕이점|031-919-2876|경기도 고양시 일산서구 탄중로 111 (덕이동) 양우로데오메인타운 1-C-105호|126.7507022|37.6750853
아이더|홍천점|033-436-0005|강원도 홍천군 홍천읍 꽃뫼로 84-1|127.8830247|37.6909861
아이더|뉴코아일산점|031-900-5381|경기도 고양시 일산동구 중앙로 1206 (마두동)|126.7767893|37.6545137
아이더|롯데일산점|031-909-3718|경기도 고양시 일산동구 중앙로 1283 (장항동) 롯데백화점 7층|126.7720291|37.6606966
아이더|세이브존/화정점|031-979-7373|경기도 고양시 덕양구 화정로 52 (화정동)|126.8314181|37.6343132
아이더|아이더원주시청점|033-743-1161|강원도 원주시 시청로 33-1 (무실동)|127.9245746|37.3402237
아이더|태백점|033-553-8873|강원도 태백시 황지로 187-1 (황지동)|128.9895775|37.1746897
아이더|춘천점|033-254-5094|강원도 춘천시 금강로 73-1 (조양동)|127.729491|37.8788311
아이더|AK원주점|033-811-5956|강원도 원주시 봉화로 1 (단계동) AK플라자 5층|127.9275194|37.3457152
아이더|강릉점|033-644-1000|강원도 강릉시 문화의길 12 (임당동)|128.8946321|37.7551504
아이더|속초점|033-638-3322|강원도 속초시 중앙로 93 (청학동)|128.5863117|38.2019258
아이더|동해점|033-535-5800|강원도 동해시 중앙로 217 (천곡동)|129.1148048|37.5199351
