##NAME|SUBNAME|TYPE|ID|TELNUM|ADDR|XCOORD|YCOORD@@노스페이스
노스페이스|TNF/K/현대미아점||11960|02-2117-1687|서울 성북구 동소문로 315 현대백화점 미아점||
노스페이스|TNF/K/신세계강남점||11962|02-3479-1626|서울 서초구 신반포로 176 신세계백화점 강남점||
노스페이스|TNF/(Y)롯데본점||11985|02-772-3760|서울 중구 소공동 롯데쇼핑센터빌딩 1번지7층||
노스페이스|TNF/(Y)롯데잠실점||11986|02-2143-7909|서울 송파구 잠실동 40-1||
노스페이스|TNF/(Y)롯데청량리점||11987|02-3707-1639|서울 동대문구 왕산로 205 롯데백화점 6층||
노스페이스|TNF/(Y)롯데영등포점||11988|02-2164-5478|서울특별시 영등포구 경인로 846 8층||
노스페이스|TNF/(Y)롯데노원점||11991|02-950-2611|서울 노원구 동일로 1414(상계2동 롯데백화점 8층)||
노스페이스|TNF/(Y)롯데미아점||11992|02-944-2227|서울 강북구 도봉로 62 롯데백화점 지하1||
노스페이스|TNF/(Y)롯데스타시티점||12009|02-2218-3760|서울 광진구 능동로 92 롯데백화점 7층||
노스페이스|TNF/(Y)롯데관악점||12011|02-3289-8568|서울 관악구 봉천로 209 롯데백화||
노스페이스|TNF/(Y)롯데김포점||12012|02-6116-2943|서울 강서구 하늘길 38 (방화동 롯데백화점 지하2층)||
노스페이스|TNF/(Y)롯데강남점||12013|02-531-2767|서울 강남구 도곡로 401 롯데백화점||
노스페이스|TNF/(Y)현대신촌점||12020|02-3145-1558|서울 서대문구 신촌로 83 현대백화점 신촌점 U-PLEX 8층||
노스페이스|TNF/(Y)현대미아점||12022|02-2117-1825|서울 성북구 동소문로 315 현대백화점 미아점 8층||
노스페이스|TNF/(Y)현대목동점||12028|02-2163-1324|서울 양천구 목동동로 257 현대백화점 목동점 U-PLEX B2층||
노스페이스|TNF/(Y)현대무역점||12030|02-3467-8979|서울 강남구 테헤란로 517 현대백화점 무역센터점 8층||
노스페이스|TNF/(Y)현대천호점||12031|02-2225-7961|서울 강동구 천호대로 1005 현대백화점 천호점 9층||
노스페이스|TNF/(Y)현대디큐브점||12033|02-2210-9089|서울 구로구 경인로 662 디큐브시티 지하1||
노스페이스|TNF/(Y)신세계본점||12038|02-310-1357|서울 중구 소공로 63 신세계 본점 4층||
노스페이스|TNF/(Y)신세계강남점||12041|02-3479-1713|서울 서초구 신반포로 176 신세계백화점 강남점8층||
노스페이스|TNF/(Y)신세계영등포점||12046|226-39-4372|서울 영등포구 영중로 9 신세계백화점B관 B2층||
노스페이스|TNF/(Y)AK구로점||12049|02-862-8955|서울 구로구 구로중앙로 152(구로동) AK프라자 구로본점 3층||
노스페이스|TNF/(Y)엔터식스/테크노점||12060|02-3424-1424|서울 광진구 광나루로56길 85 테크노마트||
노스페이스|TNF/(Y)엔터식스/상봉점||12062|02-433-0618|서울 중랑구 망우로 353 3층(상봉동, 이노시티 AB동)||
노스페이스|TNF/우이점||12300|02-900-2024|서울시 강북구 삼양로 675(우이동)||
노스페이스|TNF/구의점||12702|02-455-6191|서울시 광진구 자양로 81(자양동 1,2층)||
노스페이스|TNF/동화면세점||11607|02-399-3722|서울 종로구 세종대로 149(세종로) 광화문빌딩 동화면세점 지하5층||
노스페이스|TNF/울산/진장점||11706|052-916-0355|울산 북구 진장17길 10, 3층(진장동, 신선도원몰)||
노스페이스|TNF/롯데울산점||11862|052-960-5441|울산 남구 삼산로 288 (삼산동) 롯데백화점 5층||
노스페이스|TNF/현대동구점||11877|052-250-4468|울산 동구 방어진순환도로 899 현대백화점4||
노스페이스|TNF/현대울산점||11881|052-228-0626|울산 남구 삼산로 261 현대백화점 9층||
노스페이스|TNF/K/롯데울산점||11940|052-960-4865|울산 남구 삼산로 288 롯데백화점 울산점||
노스페이스|TNF/K/현대울산점||11958|052-228-1037|울산 남구 삼산로 261 현대백화점 울산점||
노스페이스|TNF/(Y)롯데울산점||11998|052-960-5573|울산 남구 삼산로 288 (삼산동 롯데백화점 5층)||
노스페이스|TNF/(Y)현대울산점||12021|052-228-0747|울산 남구 삼산로 261 현대백화점 울산점 7층||
노스페이스|TNF/(Y)현대동구점||12026|052-250-4378|울산 동구 방어진순환도로 899 현대백화점 울산동구점 3||
노스페이스|TNF/현대/송도/아울렛점||11528|032-727-2473|인천 연수구 송도국제대로 123, 지하1층 (송도동, 현대프리미엄)||
노스페이스|TNF/NC큐브/송도점||11666|032-833-3690|인천 연수구 아트센터대로 87, 402동 송도동 엔씨큐브커넬워크 윈터동||
노스페이스|TNF/인천신포중앙점||11671|032-766-2369|인천 중구 개항로 25-1(내동)||
노스페이스|TNF/부평아이즈빌점||11673|032-526-7776|인천 부평구 마장로 489, 외2필지 아이즈빌아울렛 1동||
노스페이스|TNF/청라스퀘어점||11674|032-710-2367|인천 서구 청라루비로 76, 113호(청라동, 청라스퀘어7)||
노스페이스|TNF/롯데부평점||11844|032-452-2559|인천 부평구 부평문화로 35 (부평동) 롯데백화점 4층||
노스페이스|TNF/롯데인천점||11849|032-450-2670|인천 남동구 예술로 148 (구월동) 롯데백화점 6층||
노스페이스|TNF/신세계인천점||11893|032-430-1524|인천 남구 연남로 35 신세계백화점 인천점 4층||
노스페이스|TNF/K/롯데인천점||11951|032-450-2745|인천 남동구 예술로 148 롯데백화점 인천점||
노스페이스|TNF/(Y)롯데인천점||11990|032-450-2674|인천 남동구 예술로 148(구월동 롯데백화점 6층)||
노스페이스|TNF/(Y)롯데부평점||12007|032-452-2538|인천 부평구 부평문화로 35 (부평1동 롯데백화점 5층)||
노스페이스|TNF/(Y)신세계인천점||12037|032-430-2824|인천 광역시 남구 연남로 35(관교동) 신세계백화점 인천점 지하 1층||
노스페이스|TNF/고흥점||11762|061-834-8778|전남 고흥군 고흥읍 고흥로 1738||
노스페이스|TNF/전남/해남점||11763|061-535-8680|전라남도 해남군 해남읍 중앙1로 136||
노스페이스|TNF/제주/중앙로점||11816|064-724-4112|제주 제주시 관덕로 11길 2||
노스페이스|TNF/신제주점||11817|064-745-4112|제주 제주시 노연로 115(연동)||
노스페이스|TNF/제주/서귀포점||11818|064-732-3112|제주 서귀포시 중정로 123 1층||
노스페이스|TNF/충남/홍성점||11736|041-634-7763|충청남도 홍성군 홍성읍 의사로36번길 53||
