##NAME|SUBNAME|ID|TELNUM|TYPE|NEWADDR|XCOORD|YCOORD@@르꼬끄스포르티브
르꼬끄스포르티브|롯데창원(의류)점|Q1023|055-279-3460|백화점|경남 창원시 상남동 80번지 롯데백화점 영프라자 5층|128.5724319|35.2129967
르꼬끄스포르티브|롯데창원(신발)점|Q1024|055-279-2527|백화점|경남 창원시 상남동 80번지 롯데백화점 영프라자 5층|128.5724319|35.2129967
르꼬끄스포르티브|거제점|Q2003|055-635-9690|일반매장|경남 거제시 고현동 970-18 1층 르꼬끄스포츠|128.6219517|34.889934
르꼬끄스포르티브|갤러리아진주점|Q1078|055-791-1748|백화점|경남 진주시 평안동 195|128.0823345|35.1966882
르꼬끄스포르티브|롯데울산점|Q1021|052-960-5443|백화점|울산 남구 삼산동 1480-1번지 롯데백화점 울산점 5층 르꼬끄 스포르티브|129.3383349|35.5384501
르꼬끄스포르티브|현대울산점|Q1059|052-228-0675|백화점|울산 남구 삼산동 현대백화점 1521-1|129.331938|35.544467
르꼬끄스포르티브|현대동구점|Q1057|052-250-4486|백화점|울산 동구 서부동 105 현대백화점|129.4317335|35.5215591
르꼬끄스포르티브|제주2점|Q2177|064-757-2289|일반매장|제주특별자치도 제주시 일도일동 중앙로  7길 9 1층|126.5257015827|33.5150207937
르꼬끄스포르티브|현대대구점|Q1060|053-245-2663|백화점|대구 중구 계산동2가 200|128.5906226|35.8667666
르꼬끄스포르티브|대백프라자점|Q1084|053-254-1110|백화점|대구광역시 중구 명덕로 333, 6층 (대봉동)|128.606139|35.856899
르꼬끄스포르티브|롯데대구점|Q1036|053-660-3541|백화점|대구 북구 칠성동2가 롯데백화점 302-155 5층|128.5864426|35.8860446
르꼬끄스포르티브|대구성서2점|Q2174|053-582-1208|일반매장|대구광역시 달서구 호림동 달서대로  449|128.4914509379|35.8394404495
르꼬끄스포르티브|롯데상인점|Q1037|053-258-3511|백화점|대구 달서구 상인동 1502번지 롯데백화점 대구상인점 5층|128.5392873|35.8189687
르꼬끄스포르티브|구미점|Q2074|054-442-0555|일반매장|경북 구미시 원평동 문화로 25-1|128.3399676|36.1271539
르꼬끄스포르티브|구미인동점|Q2077|054-476-0555|일반매장|경북 구미시 진평동 1026-8번지|128.4188538|36.1063406
르꼬끄스포르티브|김천3점|Q2196|054-437-2129|일반매장|경상북도 김천시 평화동 김천로  121-1 르꼬끄스포츠|128.1155311728|36.1223230047
르꼬끄스포르티브|상주점|Q2061|054-534-5422|일반매장|경북 상주시 서성동 59-19|128.1594847|36.4181335
르꼬끄스포르티브|롯데포항점|Q1015|054-230-1561|백화점|경북 포항시 북구 학산동 127-9 롯데백화점 5층 르꼬끄스포츠|129.3693931|36.0496176
