##NAME|SUBNAME|TELNUM|NEWADDR|XCOORD|YCOORD@@K2
K2|이천MS점|031-636-6799|경기도 이천시 경충대로 2632 (중리동)|127.4406224|37.2759705
K2|신세계의정부점|031-8082-0655|경기도 의정부시 평화로525(의정부동)|127.0458369|37.7379327
K2|용인MS점|031-336-2992|경기도 용인시 처인구 중부대로 1327 (역북동)|127.1923511|37.2357454
K2|신세계경기도점|031-695-1883|경기도 용인시 수지구 포은대로 536 (죽전동) 신세계백화점 6층|127.1081209|37.325024
K2|죽전(복합)점|031-266-5914|경기도 용인시 수지구 용구대로 2729-1 (죽전동) 범한상가 2층|127.1085905|37.3296715
K2|수원원천MS점|031-212-3339|경기도 용인시 기흥구 중부대로 22 (영덕동)|127.071151|37.2676965
K2|신세계사이먼여주점|031-8087-2601|경기도 여주시 명품로 360 (상거동) 여주프리미엄아울렛|127.6124838|37.2412687
K2|오산MS점|031-374-2457|경기도 오산시 경기도대로 226 (원동)|127.073806|37.1449511
K2|여주MS점|031-884-2375|경기도 여주시 명품로 316-5 (상거동) 2동 104, 105호|127.6159693|37.2415893
K2|양주MS점|031-894-2711|경기도 양주시 평화로 1593 (회정동) (주)LF스퀘어 3층|127.05237|37.8313413
K2|안양1번가점|031-443-5454|경기도 안양시 만안구 안양로 272 (안양동)|126.9232801|37.3970622
K2|2001아울렛안양점|031-445-1432|경기도 안양시 만안구 안양로 275 (안양동) 2001아울렛 3층|126.922664|37.3967807
K2|롯데안양점|031-463-2571|경기도 안양시 만안구 만안로 244 (안양동) 롯데백화점 5층|126.9200751|37.405057
K2|롯데평촌점|031-8086-9487|경기도 안양시 동안구 시민대로 180 (호계동) 롯데백화점 4층|126.9504775|37.3902497
K2|안성MS점|031-618-3542|경기도 안성시 공도읍 서동대로4391|127.1900139|37.0071012
K2|롯데안산점|031-412-7890|경기도 안산시 단원구 고잔1길12 (고잔동 롯데백화점) 4층|126.8345016|37.3180013
K2|삼척점|033-573-4322|강원도 삼척시 진주로 15 (남양동)|129.1638256|37.4420708
K2|시흥MS점|031-311-3888|경기도 시흥시 서해안로 1665 (대야동)|126.7921729|37.4512806
K2|북수원(복합)점|031-253-3377|경기도 수원시 장안구 경수대로979 (송죽동) 104호, 204호|127.0037844|37.3045576
K2|갤러리아수원점|031-221-4540|경기도 수원시 팔달구 효원로 282 (인계동) 갤러리아 백화점 5층|127.0322303|37.2609578
K2|AK수원점|031-240-0566|경기도 수원시 팔달구 덕영대로 924 (매산로1가) AK플라자 4층|126.9998885|37.2661513
K2|수원영통점|031-204-0102|경기도 수원시 영통구 덕영대로1556번길 16 (영통동) 디지털엠파이어빌딩 E동 127호|127.0599522|37.2451316
K2|롯데아울렛 광교점|031-8064-2207|경기도 수원시 영통구 도청로 10 (이의동)|127.0559172|37.2861928
K2|롯데수원점|031-8066-0563|경기도 수원시 권선구 세화로 134  (서둔동) 롯데백화점|126.9977169|37.2651943
K2|서수원(복합)점|031-293-1880|경기도 수원시 권선구 수인로 334 (구운동)|126.9686744|37.2861369
K2|성남(남한산성)MS점|031-744-4466|경기도 성남시 중원구 산성대로 606 (은행동)|127.1701713|37.462994
K2|NC수원터미널점|031-8065-3831|경기도 수원시 권선구 경수대로270 (권선동 할인점동) 3층|127.0208724|37.2504676
K2|성남태평역점|031-751-4145|경기도 성남시 수정구 성남대로 1254-1 (태평동) 1층|127.1277227|37.441796
K2|세이브존성남점|031-730-2151|경기도 성남시 수정구 산성대로 337 (신흥동)|127.1533669|37.4439962
K2|롯데분당점|031-738-2530|경기도 성남시 분당구 황새울로200번길 45 (수내동) 롯데백화점 4층|127.1143006|37.3784677
K2|AK분당점|031-707-9835|경기도 성남시 분당구 황새울로360번길 42 (서현동) AK플라자 4층|127.1233526|37.3850566
K2|현대판교점|031-5170-1754|경기도 성남시 분당구 판교역로 146번길 20 현대백화점 7층|127.1120679|37.3927741
K2|2001아울렛분당점|031-786-2805|경기도 성남시 분당구 미금일로154번길 20 (구미동)  2001아울렛  4층|127.1072927|37.3492866
K2|롯데중동점|032-320-7470|경기도 부천시 원미구 길주로 300 (중동) 롯데백화점 7층|126.7752255|37.502582
K2|현대중동점|032-623-2695|경기도 부천시 원미구 길주로 180 (중동) 현대백화점 6층|126.7621634|37.5042931
K2|삼패사거리MS점|031-521-0012|경기도 남양주시 경강로 356 (삼패동)|127.1967784|37.5936596
K2|현대아울렛김포점|031-8048-2321|경기도 김포시 고촌읍 아라육로230번길56|126.7835765|37.5979699
K2|김포MS점|031-984-7386|경기도 김포시 양촌읍 김포대로 1623|126.6569991|37.662492
K2|현대프리미엄아울렛 김포점|031-8048-2321|경기도 김포시 고촌읍 아라육로230번길 56 2층|126.7839402|37.5979148
K2|롯데아울렛 구리점|031-8034-2428|경기도 구리시 동구릉로136번길 47 (인창동) 롯데아울렛 구리점 4층|127.1405743|37.6119381
K2|롯데구리점|031-550-7558|경기도 구리시 경춘로 261 (인창동) 롯데백화점 4층|127.1440295|37.6027954
K2|경기광주점|031-761-6547|경기도 광주시 광주대로55번길 5 (경안동)|127.2596882|37.4115537
K2|롯데아울렛광명점|02-6226-2415|경기도 광명시 일직로 17 (일직동) 롯데아울렛 광명점 4층|126.8843778|37.423173
K2|일산덕이(복합)점|031-919-3828|경기도 고양시 일산서구 탄중로119 (덕이동)|126.7583665|37.6928653
K2|현대킨텍스점|031-822-3684|경기도 고양시 일산서구 호수로 817 (대화동)|126.7515052|37.6679169
K2|롯데일산점|031-909-3647|경기도 고양시 일산동구 중앙로 1283 (장항동) 롯데백화점 7층|126.7720091|37.6606899
K2|롯데아울렛 고양터미널점|031-936-3704|경기도 고양시 일산동구 중앙로 1036 (백석동)|126.789729|37.6432591
K2|벽제MS점|031-962-3777|경기도 고양시 덕양구 호국로 1702 (벽제동)|126.9050485|37.7031275
K2|세이브존 화정점|031-938-7845|경기도 고양시 덕양구 화정로 52 (화정동) 세이브존|126.8314181|37.6343132
K2|태백MS점|033-553-3399|강원도 태백시 황지로 181 (황지동)|128.9900456|37.1742188
K2|춘천MS(복합)점|033-242-9808|강원도 춘천시 금강로 71 (조양동)|127.7293224|37.8790438
K2|춘천온의MS점|033-243-9808|강원도 춘천시 경춘로2369 (온의동)|127.7203173|37.8652195
K2|원주중앙MS점|033-743-2498|강원도 원주시 원일로94 (중앙동)|127.95048|37.3494104
K2|AK원주점|033-811-5924|강원도 원주시 봉화로 1 (단계동)  AK플라자|127.9276809|37.3456523
K2|강릉경포(복합)점|033-644-1007|강원도 강릉시 동해대로 3313 (죽헌동)|128.8720354|37.785962
K2|동해MS점|033-531-3356|강원도 동해시 천곡로44 (천곡동 K2)|129.1099695|37.5240229
K2|속초점|033-632-8801|강원도 속초시 중앙로 65 (청학동)|128.5831753|38.2014125
K2|강릉중앙(복합)점|033-641-3834|강원도 강릉시 금성로 60 (성내동)|128.8947757|37.7518347
